Orthogroup	Syap	Syaj
OG0000581	Syap.g_01521	Syaj.g_00261
OG0000582	Syap.g_01533	Syaj.g_01338
OG0000583	Syap.g_01532	Syaj.g_01337
OG0000584	Syap.g_01530	Syaj.g_01336
OG0000585	Syap.g_01526	Syaj.g_01334
OG0000586	Syap.g_01525	Syaj.g_01333
OG0000587	Syap.g_01523	Syaj.g_01331
OG0000588	Syap.g_00776	Syaj.g_01313
OG0000589	Syap.g_00941	Syaj.g_01308
OG0000590	Syap.g_00940	Syaj.g_01307
OG0000591	Syap.g_01289	Syaj.g_01299
OG0000592	Syap.g_01288	Syaj.g_01298
OG0000593	Syap.g_00890	Syaj.g_01287
OG0000594	Syap.g_00891	Syaj.g_01286
OG0000595	Syap.g_00892	Syaj.g_01285
OG0000596	Syap.g_00898	Syaj.g_01280
OG0000597	Syap.g_00903	Syaj.g_01277
OG0000598	Syap.g_00904	Syaj.g_01276
OG0000599	Syap.g_00908	Syaj.g_01273
OG0000600	Syap.g_00909	Syaj.g_01272
OG0000601	Syap.g_00910	Syaj.g_01271
OG0000602	Syap.g_00640	Syaj.g_01266
OG0000603	Syap.g_00641	Syaj.g_01265
OG0000604	Syap.g_02769	Syaj.g_01262
OG0000605	Syap.g_02501, Syap.g_02771	Syaj.g_01153
OG0000606	Syap.g_02506	Syaj.g_00698
OG0000607	Syap.g_00093	Syaj.g_00702
OG0000608	Syap.g_00094	Syaj.g_00703
OG0000609	Syap.g_00096	Syaj.g_00705
OG0000610	Syap.g_01963	Syaj.g_00714
OG0000611	Syap.g_01958	Syaj.g_00717
OG0000612	Syap.g_01957	Syaj.g_00718
OG0000613	Syap.g_02480	Syaj.g_02500
OG0000615	Syap.g_00154	Syaj.g_01065
OG0000616	Syap.g_00127	Syaj.g_02245
OG0000617	Syap.g_00513	Syaj.g_00952
OG0000618	Syap.g_00514	Syaj.g_00951
OG0000619	Syap.g_00515	Syaj.g_00950
OG0000620	Syap.g_00520	Syaj.g_00945
OG0000621	Syap.g_00521	Syaj.g_00944
OG0000622	Syap.g_00523	Syaj.g_00943
OG0000623	Syap.g_00526	Syaj.g_00942
OG0000624	Syap.g_00527	Syaj.g_00940
OG0000625	Syap.g_00528	Syaj.g_00939
OG0000626	Syap.g_00529	Syaj.g_00938
OG0000627	Syap.g_00848	Syaj.g_00765
OG0000628	Syap.g_00850	Syaj.g_00766
OG0000629	Syap.g_02334	Syaj.g_00769
OG0000630	Syap.g_02793	Syaj.g_00773
OG0000631	Syap.g_01724	Syaj.g_00786
OG0000632	Syap.g_01725	Syaj.g_00787
OG0000633	Syap.g_01726	Syaj.g_00789
OG0000634	Syap.g_00190	Syaj.g_01030
OG0000635	Syap.g_00191	Syaj.g_01029
OG0000636	Syap.g_00193	Syaj.g_01024
OG0000637	Syap.g_00195	Syaj.g_01022
OG0000638	Syap.g_00196	Syaj.g_01021
OG0000639	Syap.g_00197	Syaj.g_01020
OG0000640	Syap.g_00198	Syaj.g_01019
OG0000641	Syap.g_00203	Syaj.g_01015
OG0000642	Syap.g_02732	Syaj.g_01014
OG0000643	Syap.g_02731	Syaj.g_01012
OG0000644	Syap.g_02730	Syaj.g_01011
OG0000645	Syap.g_02726	Syaj.g_01009
OG0000646	Syap.g_02723	Syaj.g_01006
OG0000647	Syap.g_02721	Syaj.g_01004
OG0000648	Syap.g_02719	Syaj.g_01001
OG0000649	Syap.g_02718	Syaj.g_01000
OG0000650	Syap.g_02717	Syaj.g_00999
OG0000651	Syap.g_02716	Syaj.g_00998
OG0000652	Syap.g_02715	Syaj.g_00997
OG0000653	Syap.g_02713	Syaj.g_00991
OG0000654	Syap.g_02711	Syaj.g_00990
OG0000655	Syap.g_02710	Syaj.g_00989
OG0000656	Syap.g_02706	Syaj.g_00986
OG0000657	Syap.g_01845	Syaj.g_00382
OG0000658	Syap.g_01841	Syaj.g_00379
OG0000659	Syap.g_01840	Syaj.g_00378
OG0000660	Syap.g_01835	Syaj.g_00374
OG0000662	Syap.g_00823	Syaj.g_00370
OG0000663	Syap.g_00826	Syaj.g_00367
OG0000664	Syap.g_00828	Syaj.g_00358
OG0000665	Syap.g_02331	Syaj.g_01243
OG0000666	Syap.g_01573	Syaj.g_01154
OG0000667	Syap.g_01979	Syaj.g_02661
OG0000668	Syap.g_02765	Syaj.g_00816
OG0000669	Syap.g_02371	Syaj.g_00730
OG0000670	Syap.g_02368	Syaj.g_00733
OG0000671	Syap.g_01260	Syaj.g_00735
OG0000672	Syap.g_01257	Syaj.g_00739
OG0000673	Syap.g_01253	Syaj.g_00742
OG0000674	Syap.g_01251	Syaj.g_00744
OG0000675	Syap.g_01250	Syaj.g_00757
OG0000676	Syap.g_01248	Syaj.g_00759
OG0000677	Syap.g_01246	Syaj.g_00760
OG0000678	Syap.g_01239	Syaj.g_01075
OG0000679	Syap.g_00157	Syaj.g_01061
OG0000680	Syap.g_00158	Syaj.g_01060
OG0000681	Syap.g_00163	Syaj.g_01057
OG0000682	Syap.g_00165	Syaj.g_01056
OG0000683	Syap.g_00166	Syaj.g_01055
OG0000684	Syap.g_00169	Syaj.g_01051
OG0000685	Syap.g_00172	Syaj.g_01049
OG0000686	Syap.g_00173	Syaj.g_01048
OG0000687	Syap.g_00174	Syaj.g_01047
OG0000688	Syap.g_00178	Syaj.g_01041
OG0000689	Syap.g_00180	Syaj.g_01039
OG0000690	Syap.g_00181	Syaj.g_01038
OG0000691	Syap.g_00182	Syaj.g_01037
OG0000692	Syap.g_00184	Syaj.g_01036
OG0000693	Syap.g_00185	Syaj.g_01034
OG0000694	Syap.g_00186	Syaj.g_01033
OG0000695	Syap.g_01729	Syaj.g_00791
OG0000696	Syap.g_01730	Syaj.g_00792
OG0000697	Syap.g_01734	Syaj.g_00932
OG0000698	Syap.g_01737	Syaj.g_00929
OG0000699	Syap.g_01738	Syaj.g_00928
OG0000700	Syap.g_01739	Syaj.g_00927
OG0000701	Syap.g_01740	Syaj.g_00926
OG0000702	Syap.g_01747	Syaj.g_00916
OG0000703	Syap.g_01750	Syaj.g_00915
OG0000704	Syap.g_01753	Syaj.g_00913
OG0000705	Syap.g_02022	Syaj.g_00906
OG0000706	Syap.g_02020	Syaj.g_00905
OG0000707	Syap.g_02019	Syaj.g_00904
OG0000708	Syap.g_02016	Syaj.g_00901
OG0000709	Syap.g_00121	Syaj.g_00872
OG0000711	Syap.g_02686	Syaj.g_00839
OG0000712	Syap.g_02688	Syaj.g_00837
OG0000713	Syap.g_02689	Syaj.g_00836
OG0000714	Syap.g_02691	Syaj.g_00834
OG0000715	Syap.g_02693	Syaj.g_00832
OG0000716	Syap.g_02696	Syaj.g_00825
OG0000717	Syap.g_02697	Syaj.g_00824
OG0000718	Syap.g_02701	Syaj.g_00820
OG0000719	Syap.g_02767	Syaj.g_00818
OG0000720	Syap.g_02780	Syaj.g_00805
OG0000721	Syap.g_02782	Syaj.g_00803
OG0000722	Syap.g_02783	Syaj.g_00802
OG0000723	Syap.g_00532	Syaj.g_00934
OG0000725	Syap.g_01559	Syaj.g_00430
OG0000726	Syap.g_01560	Syaj.g_00431
OG0000727	Syap.g_01561	Syaj.g_00432
OG0000728	Syap.g_01564	Syaj.g_00434
OG0000729	Syap.g_01122	Syaj.g_02397
OG0000730	Syap.g_00572	Syaj.g_02802
OG0000731	Syap.g_00560	Syaj.g_02814
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Syaj.g_02315
OG0000733	Syap.g_01971	Syaj.g_02151
OG0000734	Syap.g_02628	Syaj.g_01895
OG0000735	Syap.g_00244	Syaj.g_00286
OG0000736	Syap.g_00243	Syaj.g_00287
OG0000737	Syap.g_00242	Syaj.g_00288
OG0000738	Syap.g_00236	Syaj.g_00293
OG0000739	Syap.g_00235	Syaj.g_00295
OG0000740	Syap.g_00234	Syaj.g_00296
OG0000741	Syap.g_00231	Syaj.g_00299
OG0000742	Syap.g_00229	Syaj.g_00301
OG0000743	Syap.g_00226	Syaj.g_00303
OG0000744	Syap.g_00225	Syaj.g_00304
OG0000745	Syap.g_00222	Syaj.g_00306
OG0000746	Syap.g_00220	Syaj.g_00308
OG0000747	Syap.g_00219	Syaj.g_00309
OG0000748	Syap.g_00212	Syaj.g_00319
OG0000749	Syap.g_00211	Syaj.g_00322
OG0000750	Syap.g_00210	Syaj.g_00323
OG0000751	Syap.g_00205	Syaj.g_00331
OG0000752	Syap.g_01793	Syaj.g_00333
OG0000753	Syap.g_02775	Syaj.g_00336
OG0000754	Syap.g_01883	Syaj.g_00643
OG0000755	Syap.g_01893	Syaj.g_00631
OG0000757	Syap.g_00427	Syaj.g_00614
OG0000758	Syap.g_00428	Syaj.g_00613
OG0000759	Syap.g_00429	Syaj.g_00612
OG0000760	Syap.g_00430	Syaj.g_00611
OG0000761	Syap.g_00431	Syaj.g_00609
OG0000762	Syap.g_00434	Syaj.g_00603
OG0000763	Syap.g_02624	Syaj.g_00597
OG0000764	Syap.g_02623	Syaj.g_00596
OG0000765	Syap.g_02440	Syaj.g_00577
OG0000766	Syap.g_02439	Syaj.g_00576
OG0000767	Syap.g_02437	Syaj.g_00574
OG0000768	Syap.g_02436	Syaj.g_00573
OG0000769	Syap.g_02434	Syaj.g_00571
OG0000770	Syap.g_02431	Syaj.g_00567
OG0000772	Syap.g_02295	Syaj.g_01208
OG0000773	Syap.g_00885	Syaj.g_00280
OG0000774	Syap.g_01473	Syaj.g_01502
OG0000775	Syap.g_01475	Syaj.g_01504
OG0000776	Syap.g_01476	Syaj.g_01505
OG0000777	Syap.g_01478	Syaj.g_01506
OG0000778	Syap.g_01479	Syaj.g_01507
OG0000779	Syap.g_01494	Syaj.g_01513
OG0000780	Syap.g_01496	Syaj.g_01517
OG0000781	Syap.g_02609	Syaj.g_01521
OG0000782	Syap.g_02611	Syaj.g_01522
OG0000783	Syap.g_02612	Syaj.g_01524
OG0000784	Syap.g_02613	Syaj.g_01525
OG0000785	Syap.g_02281	Syaj.g_01526
OG0000786	Syap.g_02287	Syaj.g_00265
OG0000787	Syap.g_02288	Syaj.g_00264
OG0000788	Syap.g_01932	Syaj.g_01270
OG0000789	Syap.g_00372	Syaj.g_01121
OG0000791	Syap.g_02520	Syaj.g_00053
OG0000792	Syap.g_02519	Syaj.g_00052
OG0000793	Syap.g_02141	Syaj.g_00047
OG0000794	Syap.g_02200	Syaj.g_00046
OG0000795	Syap.g_02199	Syaj.g_00045
OG0000796	Syap.g_02448	Syaj.g_00039
OG0000797	Syap.g_02449	Syaj.g_00038
OG0000798	Syap.g_01363	Syaj.g_02568
OG0000799	Syap.g_02488	Syaj.g_01352
OG0000800	Syap.g_02487	Syaj.g_01354
OG0000801	Syap.g_02486	Syaj.g_01355
OG0000802	Syap.g_02659	Syaj.g_01359
OG0000803	Syap.g_02109	Syaj.g_01363
OG0000804	Syap.g_02113	Syaj.g_01366
OG0000805	Syap.g_02115	Syaj.g_01369
OG0000806	Syap.g_02117	Syaj.g_01370
OG0000807	Syap.g_02118	Syaj.g_01372
OG0000808	Syap.g_02119	Syaj.g_01373
OG0000809	Syap.g_02122	Syaj.g_01376
OG0000810	Syap.g_02124	Syaj.g_01377
OG0000811	Syap.g_02472	Syaj.g_01385
OG0000812	Syap.g_02474	Syaj.g_01387
OG0000813	Syap.g_02475	Syaj.g_01388
OG0000814	Syap.g_02753	Syaj.g_01390
OG0000815	Syap.g_02752	Syaj.g_01391
OG0000816	Syap.g_02289	Syaj.g_01392
OG0000817	Syap.g_02527	Syaj.g_01393
OG0000818	Syap.g_02001	Syaj.g_01399
OG0000819	Syap.g_02002	Syaj.g_01400
OG0000820	Syap.g_02003	Syaj.g_01401
OG0000821	Syap.g_02009	Syaj.g_01412
OG0000822	Syap.g_02011	Syaj.g_01414
OG0000824	Syap.g_00008	Syaj.g_01421
OG0000825	Syap.g_00009	Syaj.g_01422
OG0000826	Syap.g_00010	Syaj.g_01423
OG0000827	Syap.g_00011	Syaj.g_01424
OG0000828	Syap.g_00014	Syaj.g_01427
OG0000829	Syap.g_00015	Syaj.g_01428
OG0000830	Syap.g_00016	Syaj.g_01429
OG0000831	Syap.g_00019	Syaj.g_01431
OG0000832	Syap.g_00752	Syaj.g_01635
OG0000833	Syap.g_00021	Syaj.g_01647
OG0000834	Syap.g_00023	Syaj.g_01649
OG0000835	Syap.g_00024	Syaj.g_01650
OG0000836	Syap.g_00026	Syaj.g_01654
OG0000837	Syap.g_00027	Syaj.g_01661
OG0000838	Syap.g_00031	Syaj.g_01665
OG0000839	Syap.g_00032	Syaj.g_01666
OG0000840	Syap.g_00033	Syaj.g_01667
OG0000841	Syap.g_00034	Syaj.g_01668
OG0000842	Syap.g_00035	Syaj.g_01669
OG0000843	Syap.g_00036	Syaj.g_01670
OG0000844	Syap.g_00039	Syaj.g_01680
OG0000845	Syap.g_00040	Syaj.g_01681
OG0000846	Syap.g_00042	Syaj.g_01682
OG0000847	Syap.g_00043	Syaj.g_01683
OG0000848	Syap.g_00045	Syaj.g_01685
OG0000849	Syap.g_00046	Syaj.g_01686
OG0000850	Syap.g_00310	Syaj.g_01689
OG0000851	Syap.g_01214	Syaj.g_01694
OG0000852	Syap.g_01215	Syaj.g_01695
OG0000853	Syap.g_01219	Syaj.g_01699
OG0000854	Syap.g_01222	Syaj.g_01701
OG0000855	Syap.g_01223	Syaj.g_01702
OG0000856	Syap.g_01286	Syaj.g_01296
OG0000857	Syap.g_02722	Syaj.g_01005
OG0000858	Syap.g_00612	Syaj.g_01708
OG0000859	Syap.g_00613	Syaj.g_01709
OG0000860	Syap.g_00623	Syaj.g_01723
OG0000861	Syap.g_02789	Syaj.g_01724
OG0000862	Syap.g_01789	Syaj.g_01725
OG0000863	Syap.g_01784	Syaj.g_01728
OG0000864	Syap.g_01783	Syaj.g_01729
OG0000865	Syap.g_01781, Syap.g_01782	Syaj.g_01730
OG0000866	Syap.g_01780	Syaj.g_01731
OG0000867	Syap.g_01779	Syaj.g_01732
OG0000868	Syap.g_01775	Syaj.g_01734
OG0000869	Syap.g_01770	Syaj.g_01742
OG0000870	Syap.g_01401	Syaj.g_01747
OG0000871	Syap.g_01400	Syaj.g_01748
OG0000872	Syap.g_01394	Syaj.g_01756
OG0000873	Syap.g_01390	Syaj.g_01759
OG0000874	Syap.g_01388	Syaj.g_01754
OG0000875	Syap.g_01386	Syaj.g_01762
OG0000876	Syap.g_00822	Syaj.g_02084
OG0000877	Syap.g_01380	Syaj.g_01586
OG0000878	Syap.g_01378	Syaj.g_01587
OG0000879	Syap.g_01377	Syaj.g_01588
OG0000880	Syap.g_01376	Syaj.g_01589
OG0000882	Syap.g_01516	Syaj.g_01599
OG0000883	Syap.g_01511	Syaj.g_01601
OG0000884	Syap.g_01509	Syaj.g_01603
OG0000885	Syap.g_01508	Syaj.g_01604
OG0000886	Syap.g_01507	Syaj.g_01605
OG0000887	Syap.g_01506	Syaj.g_01606
OG0000888	Syap.g_01504	Syaj.g_01608
OG0000889	Syap.g_01502	Syaj.g_01610
OG0000890	Syap.g_01499	Syaj.g_01615
OG0000891	Syap.g_01498	Syaj.g_01616
OG0000892	Syap.g_02671	Syaj.g_01620
OG0000893	Syap.g_02497	Syaj.g_02636
OG0000894	Syap.g_02679	Syaj.g_02639
OG0000895	Syap.g_00546	Syaj.g_02643
OG0000896	Syap.g_00545	Syaj.g_02644
OG0000897	Syap.g_00543	Syaj.g_02646
OG0000898	Syap.g_00542	Syaj.g_02647
OG0000899	Syap.g_00541	Syaj.g_02648
OG0000900	Syap.g_00540	Syaj.g_02649
OG0000901	Syap.g_01930	Syaj.g_02654
OG0000902	Syap.g_01929	Syaj.g_02656
OG0000903	Syap.g_01916	Syaj.g_02689
OG0000904	Syap.g_01922	Syaj.g_02684
OG0000905	Syap.g_01925	Syaj.g_02678
OG0000906	Syap.g_01927	Syaj.g_02676
OG0000907	Syap.g_01914	Syaj.g_02692
OG0000908	Syap.g_01235	Syaj.g_02695
OG0000909	Syap.g_01236	Syaj.g_02696
OG0000910	Syap.g_01237	Syaj.g_02697
OG0000911	Syap.g_00511	Syaj.g_02699
OG0000912	Syap.g_00510	Syaj.g_02700
OG0000913	Syap.g_00509	Syaj.g_02701
OG0000914	Syap.g_00508	Syaj.g_02702
OG0000915	Syap.g_00506	Syaj.g_02704
OG0000916	Syap.g_00505	Syaj.g_02705
OG0000917	Syap.g_00504	Syaj.g_02706
OG0000918	Syap.g_00503	Syaj.g_02707
OG0000919	Syap.g_00502	Syaj.g_02708
OG0000920	Syap.g_00501	Syaj.g_02709
OG0000921	Syap.g_00500	Syaj.g_02710
OG0000922	Syap.g_00499	Syaj.g_02711
OG0000923	Syap.g_00495	Syaj.g_02715
OG0000924	Syap.g_00494	Syaj.g_02716
OG0000925	Syap.g_00493	Syaj.g_02717
OG0000926	Syap.g_00492	Syaj.g_02718
OG0000927	Syap.g_00490	Syaj.g_02720
OG0000928	Syap.g_00489	Syaj.g_02721
OG0000929	Syap.g_00488	Syaj.g_02722
OG0000930	Syap.g_00487	Syaj.g_02723
OG0000931	Syap.g_00486	Syaj.g_02724
OG0000932	Syap.g_00485	Syaj.g_02725
OG0000933	Syap.g_00479	Syaj.g_02731
OG0000934	Syap.g_00477	Syaj.g_02733
OG0000935	Syap.g_00476	Syaj.g_02734
OG0000936	Syap.g_00475	Syaj.g_02735
OG0000937	Syap.g_00474	Syaj.g_02736
OG0000938	Syap.g_00471	Syaj.g_02739
OG0000939	Syap.g_00469	Syaj.g_02740
OG0000940	Syap.g_00460	Syaj.g_02747
OG0000941	Syap.g_00458	Syaj.g_02749
OG0000942	Syap.g_00606	Syaj.g_02751
OG0000943	Syap.g_00604	Syaj.g_02752
OG0000944	Syap.g_00602	Syaj.g_02754
OG0000945	Syap.g_00601	Syaj.g_02756
OG0000946	Syap.g_00595	Syaj.g_02761
OG0000947	Syap.g_00591	Syaj.g_02764
OG0000948	Syap.g_00590	Syaj.g_02765
OG0000949	Syap.g_01051	Syaj.g_02474
OG0000950	Syap.g_01061	Syaj.g_02459
OG0000951	Syap.g_01070	Syaj.g_02452
OG0000952	Syap.g_01074	Syaj.g_02446
OG0000953	Syap.g_01078	Syaj.g_02442
OG0000954	Syap.g_01089	Syaj.g_02435
OG0000955	Syap.g_01090	Syaj.g_02434
OG0000956	Syap.g_01092	Syaj.g_02432
OG0000957	Syap.g_01109	Syaj.g_02419
OG0000958	Syap.g_01110	Syaj.g_02418
OG0000959	Syap.g_01114	Syaj.g_02413
OG0000960	Syap.g_01115	Syaj.g_02412
OG0000961	Syap.g_02170	Syaj.g_02402
OG0000962	Syap.g_01121	Syaj.g_02398
OG0000963	Syap.g_01124	Syaj.g_02393
OG0000964	Syap.g_01125	Syaj.g_02392
OG0000965	Syap.g_01126	Syaj.g_02391
OG0000966	Syap.g_01141	Syaj.g_02370
OG0000967	Syap.g_00633	Syaj.g_02334
OG0000968	Syap.g_00998	Syaj.g_02363
OG0000969	Syap.g_00996	Syaj.g_02338
OG0000970	Syap.g_00995	Syaj.g_02337
OG0000971	Syap.g_00993	Syaj.g_02331
OG0000972	Syap.g_00992	Syaj.g_02330
OG0000973	Syap.g_00991	Syaj.g_02329
OG0000974	Syap.g_00990	Syaj.g_02328
OG0000975	Syap.g_00989	Syaj.g_02327
OG0000976	Syap.g_00988	Syaj.g_02326
OG0000977	Syap.g_00986	Syaj.g_02324
OG0000978	Syap.g_00985	Syaj.g_02322
OG0000979	Syap.g_00980	Syaj.g_02319
OG0000980	Syap.g_00977	Syaj.g_02316
OG0000981	Syap.g_01812	Syaj.g_02313
OG0000982	Syap.g_00132	Syaj.g_02112
OG0000983	Syap.g_00134	Syaj.g_02113
OG0000984	Syap.g_00135	Syaj.g_02114
OG0000985	Syap.g_00140	Syaj.g_02116
OG0000986	Syap.g_01044	Syaj.g_02123
OG0000987	Syap.g_01033	Syaj.g_02125
OG0000988	Syap.g_01027	Syaj.g_02131
OG0000989	Syap.g_01011	Syaj.g_02142
OG0000990	Syap.g_02087	Syaj.g_02165
OG0000991	Syap.g_02091	Syaj.g_02168
OG0000992	Syap.g_02095	Syaj.g_02171
OG0000993	Syap.g_02097	Syaj.g_02173
OG0000994	Syap.g_02101	Syaj.g_02177
OG0000996	Syap.g_01817	Syaj.g_02221
OG0000997	Syap.g_02590	Syaj.g_02228
OG0000998	Syap.g_02591	Syaj.g_02230
OG0000999	Syap.g_02592	Syaj.g_02231
OG0001001	Syap.g_02605	Syaj.g_02241
OG0001002	Syap.g_00124	Syaj.g_02248
OG0001003	Syap.g_02310	Syaj.g_02250
OG0001004	Syap.g_02311	Syaj.g_02251
OG0001005	Syap.g_02312	Syaj.g_02252
OG0001006	Syap.g_00053	Syaj.g_02260
OG0001007	Syap.g_00055	Syaj.g_02262
OG0001008	Syap.g_02060	Syaj.g_01554
OG0001012	Syap.g_00371	Syaj.g_02108
OG0001016	Syap.g_01695	Syaj.g_01824
OG0001033	Syap.g_00105	Syaj.g_02044
OG0001035	Syap.g_01594	Syaj.g_02603
OG0001038	Syap.g_01362	Syaj.g_02567
OG0001039	Syap.g_01359	Syaj.g_02564
OG0001040	Syap.g_01356	Syaj.g_02561
OG0001041	Syap.g_01352	Syaj.g_02556
OG0001043	Syap.g_01676	Syaj.g_02523
OG0001044	Syap.g_00571	Syaj.g_02804
OG0001053	Syap.g_02253	Syaj.g_00075
OG0001054	Syap.g_00274	Syaj.g_00092
OG0001055	Syap.g_00252	Syaj.g_00113
OG0001059	Syap.g_00306	Syaj.g_00187
OG0001060	Syap.g_00299	Syaj.g_00193
OG0001061	Syap.g_01309	Syaj.g_00214
OG0001062	Syap.g_01314	Syaj.g_00216
OG0001072	Syap.g_00441	Syaj.g_00236
OG0001073	Syap.g_00122, Syap.g_00455	Syaj.g_00254
OG0001078	Syap.g_00896	Syaj.g_01282
OG0001080	Syap.g_02505	Syaj.g_01135
OG0001085	Syap.g_01953	Syaj.g_00721
OG0001094	Syap.g_00187	Syaj.g_01032
OG0001095	Syap.g_02725	Syaj.g_01008
OG0001096	Syap.g_02709	Syaj.g_00988
OG0001100	Syap.g_02369	Syaj.g_00732
OG0001102	Syap.g_01258	Syaj.g_00737
OG0001103	Syap.g_01256	Syaj.g_00740
OG0001104	Syap.g_00171	Syaj.g_01050
OG0001105	Syap.g_00175	Syaj.g_01046
OG0001107	Syap.g_02015	Syaj.g_00900
OG0001108	Syap.g_00119	Syaj.g_00870
OG0001122	Syap.g_02766	Syaj.g_00817
OG0001123	Syap.g_01872	Syaj.g_00810
OG0001133	Syap.g_01292	Syaj.g_01302
OG0001136	Syap.g_00230	Syaj.g_00300
OG0001137	Syap.g_00213	Syaj.g_00318
OG0001140	Syap.g_02134	Syaj.g_00617
OG0001152	Syap.g_02447	Syaj.g_00040
OG0001154	Syap.g_00013	Syaj.g_01426
OG0001155	Syap.g_00750	Syaj.g_01637
OG0001160	Syap.g_01217	Syaj.g_01697
OG0001162	Syap.g_02366	Syaj.g_00979
OG0001163	Syap.g_00609	Syaj.g_01705
OG0001164	Syap.g_00614	Syaj.g_01711
OG0001165	Syap.g_00619	Syaj.g_01716
OG0001168	Syap.g_01372	Syaj.g_01594
OG0001171	Syap.g_01505	Syaj.g_01607
OG0001172	Syap.g_00547	Syaj.g_02641
OG0001177	Syap.g_01920	Syaj.g_02685
OG0001178	Syap.g_01786, Syap.g_01787	Syaj.g_01726
OG0001179	Syap.g_00491	Syaj.g_02719
OG0001180	Syap.g_00097, Syap.g_00465	Syaj.g_02744
OG0001181	Syap.g_00459	Syaj.g_02748
OG0001183	Syap.g_00594	Syaj.g_02762
OG0001185	Syap.g_01104	Syaj.g_02423
OG0001186	Syap.g_01140	Syaj.g_02339
OG0001187	Syap.g_01142	Syaj.g_02369
OG0001188	Syap.g_00634	Syaj.g_02336
OG0001189	Syap.g_00979	Syaj.g_02318
OG0001191	Syap.g_01030	Syaj.g_02128
OG0001192	Syap.g_01021	Syaj.g_02138
OG0001197	Syap.g_00126	Syaj.g_02246
OG0001198	Syap.g_00052	Syaj.g_02259
OG0001199	Syap.g_01696	Syaj.g_01825
OG0001200	Syap.g_01698	Syaj.g_01827
OG0001202	Syap.g_01613	Syaj.g_02032
OG0001203	Syap.g_01154	Syaj.g_02877
OG0001204	Syap.g_01577	Syaj.g_02621
OG0001214	Syap.g_00897	Syaj.g_01281
OG0001218	Syap.g_00020	Syaj.g_01434
OG0001219	Syap.g_02794	Syaj.g_00782
OG0001221	Syap.g_01777	Syaj.g_01067
OG0001222	Syap.g_02027	Syaj.g_00911
OG0001224	Syap.g_01551	Syaj.g_00423
OG0001225	Syap.g_01553	Syaj.g_00425
OG0001228	Syap.g_01063	Syaj.g_01565
OG0001229	Syap.g_00827	Syaj.g_00451
OG0001231	Syap.g_00073	Syaj.g_02279
OG0001232	Syap.g_01393	Syaj.g_01757
OG0001235	Syap.g_01924	Syaj.g_02679
OG0001236	Syap.g_01069	Syaj.g_02453
OG0001237	Syap.g_01073	Syaj.g_02447
OG0001239	Syap.g_01693, Syap.g_01692	Syaj.g_01822
OG0001242	Syap.g_02227, Syap.g_02229	Syaj.g_01913
OG0001243	Syap.g_02219	Syaj.g_01926
OG0001244	Syap.g_02192	Syaj.g_01960
OG0001246	Syap.g_01165, Syap.g_00267	Syaj.g_00100
OG0001248	Syap.g_00423	Syaj.g_00978
OG0001250	Syap.g_01836	Syaj.g_00375
OG0001251	Syap.g_01549, Syap.g_01727	Syaj.g_02187
OG0001253	Syap.g_01969	Syaj.g_01165
OG0001256	Syap.g_01225	Syaj.g_01704
OG0001257	Syap.g_00374, Syap.g_00373, Syap.g_01821	Syaj.g_01342
OG0001258	Syap.g_00617	Syaj.g_01714
OG0001260	Syap.g_01497	Syaj.g_01617
OG0001261	Syap.g_00482	Syaj.g_02728
OG0001262	Syap.g_00981	Syaj.g_02320
OG0001263	Syap.g_02216	Syaj.g_01929
OG0001265	Syap.g_02231	Syaj.g_01911
OG0001266	Syap.g_01618	Syaj.g_02036
OG0001267	Syap.g_01360	Syaj.g_02565
OG0001268	Syap.g_00563	Syaj.g_02811
OG0001270	Syap.g_02056	Syaj.g_01558
OG0001271	Syap.g_02759	Syaj.g_01447
OG0001272	Syap.g_02250	Syaj.g_00078
OG0001274	Syap.g_01897	Syaj.g_02077
OG0001275	Syap.g_02694	Syaj.g_00827
OG0001276	Syap.g_01873	Syaj.g_00811
OG0001277	Syap.g_01293	Syaj.g_02227
OG0001278	Syap.g_02438	Syaj.g_00575
OG0001279	Syap.g_02663	Syaj.g_01356
OG0001282	Syap.g_01701	Syaj.g_00058
OG0001284	Syap.g_00047	Syaj.g_01688
OG0001286	Syap.g_00467	Syaj.g_02742
OG0001287	Syap.g_00418	Syaj.g_02415
OG0001288	Syap.g_01123	Syaj.g_02394
OG0001289	Syap.g_02365	Syaj.g_01845
OG0001291	Syap.g_02207	Syaj.g_01939
OG0001292	Syap.g_01583	Syaj.g_02616
OG0001297	Syap.g_00255	Syaj.g_00110
OG0001299	Syap.g_01959	Syaj.g_00716
OG0001303	Syap.g_02795	Syaj.g_00784
OG0001304	Syap.g_00536	Syaj.g_00795
OG0001305	Syap.g_01562	Syaj.g_00433
OG0001306	Syap.g_00245	Syaj.g_00285
OG0001307	Syap.g_00403	Syaj.g_02672
OG0001310	Syap.g_01774	Syaj.g_01735
OG0001311	Syap.g_01871	Syaj.g_00809
OG0001312	Syap.g_01735	Syaj.g_00931
OG0001314	Syap.g_00330, Syap.g_00391	Syaj.g_01258
OG0001315	Syap.g_00596	Syaj.g_02760
OG0001319	Syap.g_02338	Syaj.g_02576
OG0001323	Syap.g_00757	Syaj.g_00119
OG0001326	Syap.g_02646	Syaj.g_02196
OG0001332	Syap.g_01548	Syaj.g_01631
OG0001333	Syap.g_01373	Syaj.g_01593
