Orthogroup	Syap	Prav
OG0000588	Syap.g_00776	Prav.g_01214
OG0000589	Syap.g_00941	Prav.g_01219
OG0000590	Syap.g_00940	Prav.g_01220
OG0000591	Syap.g_01289	Prav.g_01223
OG0000592	Syap.g_01288	Prav.g_01224
OG0000593	Syap.g_00890	Prav.g_01230
OG0000594	Syap.g_00891	Prav.g_01231
OG0000595	Syap.g_00892	Prav.g_01232
OG0000596	Syap.g_00898	Prav.g_01236
OG0000597	Syap.g_00903	Prav.g_01238
OG0000598	Syap.g_00904	Prav.g_01239
OG0000599	Syap.g_00908	Prav.g_01242
OG0000600	Syap.g_00909	Prav.g_01243
OG0000601	Syap.g_00910	Prav.g_01244
OG0000602	Syap.g_00640	Prav.g_01246
OG0000603	Syap.g_00641	Prav.g_01247
OG0000604	Syap.g_02769	Prav.g_01248
OG0000605	Syap.g_02501, Syap.g_02771	Prav.g_01249
OG0000606	Syap.g_02506	Prav.g_01252
OG0000607	Syap.g_00093	Prav.g_01255
OG0000608	Syap.g_00094	Prav.g_01256
OG0000609	Syap.g_00096	Prav.g_01257
OG0000610	Syap.g_01963	Prav.g_01262
OG0000611	Syap.g_01958	Prav.g_01265
OG0000612	Syap.g_01957	Prav.g_01266
OG0000613	Syap.g_02480	Prav.g_01271
OG0000615	Syap.g_00154	Prav.g_01298
OG0000616	Syap.g_00127	Prav.g_01312
OG0000617	Syap.g_00513	Prav.g_00312
OG0000618	Syap.g_00514	Prav.g_00313
OG0000619	Syap.g_00515	Prav.g_00314
OG0000620	Syap.g_00520	Prav.g_00317
OG0000621	Syap.g_00521	Prav.g_00318
OG0000622	Syap.g_00523	Prav.g_00319
OG0000623	Syap.g_00526	Prav.g_00320
OG0000624	Syap.g_00527	Prav.g_00321
OG0000625	Syap.g_00528	Prav.g_00322
OG0000626	Syap.g_00529	Prav.g_00323
OG0000627	Syap.g_00848	Prav.g_00324
OG0000628	Syap.g_00850	Prav.g_00325
OG0000629	Syap.g_02334	Prav.g_00326
OG0000630	Syap.g_02793	Prav.g_00329
OG0000631	Syap.g_01724	Prav.g_00388
OG0000632	Syap.g_01725	Prav.g_00389
OG0000633	Syap.g_01726	Prav.g_00390
OG0000634	Syap.g_00190	Prav.g_00393
OG0000635	Syap.g_00191	Prav.g_00394
OG0000636	Syap.g_00193	Prav.g_00396
OG0000637	Syap.g_00195	Prav.g_00398
OG0000638	Syap.g_00196	Prav.g_00399
OG0000639	Syap.g_00197	Prav.g_00400
OG0000640	Syap.g_00198	Prav.g_00401
OG0000641	Syap.g_00203	Prav.g_00405
OG0000642	Syap.g_02732	Prav.g_00406
OG0000643	Syap.g_02731	Prav.g_00407
OG0000644	Syap.g_02730	Prav.g_00408
OG0000645	Syap.g_02726	Prav.g_00409
OG0000646	Syap.g_02723	Prav.g_00411
OG0000647	Syap.g_02721	Prav.g_00412
OG0000648	Syap.g_02719	Prav.g_00414
OG0000649	Syap.g_02718	Prav.g_00415
OG0000650	Syap.g_02717	Prav.g_00416
OG0000651	Syap.g_02716	Prav.g_00417
OG0000652	Syap.g_02715	Prav.g_00418
OG0000653	Syap.g_02713	Prav.g_00420
OG0000654	Syap.g_02711	Prav.g_00421
OG0000655	Syap.g_02710	Prav.g_00422
OG0000656	Syap.g_02706	Prav.g_00425
OG0000657	Syap.g_01845	Prav.g_00432
OG0000658	Syap.g_01841	Prav.g_00433
OG0000659	Syap.g_01840	Prav.g_00434
OG0000660	Syap.g_01835	Prav.g_00438
OG0000662	Syap.g_00823	Prav.g_00442
OG0000663	Syap.g_00826	Prav.g_00444
OG0000664	Syap.g_00828	Prav.g_00445
OG0000665	Syap.g_02331	Prav.g_00449
OG0000666	Syap.g_01573	Prav.g_00450
OG0000667	Syap.g_01979	Prav.g_00454
OG0000668	Syap.g_02765	Prav.g_00483
OG0000669	Syap.g_02371	Prav.g_00490
OG0000670	Syap.g_02368	Prav.g_00492
OG0000671	Syap.g_01260	Prav.g_00494
OG0000672	Syap.g_01257	Prav.g_00497
OG0000673	Syap.g_01253	Prav.g_00500
OG0000674	Syap.g_01251	Prav.g_00502
OG0000675	Syap.g_01250	Prav.g_00503
OG0000676	Syap.g_01248	Prav.g_00505
OG0000677	Syap.g_01246	Prav.g_00506
OG0000678	Syap.g_01239	Prav.g_00508
OG0000679	Syap.g_00157	Prav.g_00512
OG0000680	Syap.g_00158	Prav.g_00513
OG0000681	Syap.g_00163	Prav.g_00515
OG0000682	Syap.g_00165	Prav.g_00516
OG0000683	Syap.g_00166	Prav.g_00517
OG0000684	Syap.g_00169	Prav.g_00519
OG0000685	Syap.g_00172	Prav.g_00521
OG0000686	Syap.g_00173	Prav.g_00522
OG0000687	Syap.g_00174	Prav.g_00523
OG0000688	Syap.g_00178	Prav.g_00526
OG0000689	Syap.g_00180	Prav.g_00527
OG0000690	Syap.g_00181	Prav.g_00528
OG0000691	Syap.g_00182	Prav.g_00529
OG0000692	Syap.g_00184	Prav.g_00530
OG0000693	Syap.g_00185	Prav.g_00531
OG0000694	Syap.g_00186	Prav.g_00532
OG0000695	Syap.g_01729	Prav.g_00534
OG0000696	Syap.g_01730	Prav.g_00535
OG0000697	Syap.g_01734	Prav.g_00536
OG0000698	Syap.g_01737	Prav.g_00539
OG0000699	Syap.g_01738	Prav.g_00540
OG0000700	Syap.g_01739	Prav.g_00541
OG0000701	Syap.g_01740	Prav.g_00542
OG0000702	Syap.g_01747	Prav.g_00544
OG0000703	Syap.g_01750	Prav.g_00545
OG0000704	Syap.g_01753	Prav.g_00546
OG0000705	Syap.g_02022	Prav.g_00550
OG0000706	Syap.g_02020	Prav.g_00551
OG0000707	Syap.g_02019	Prav.g_00552
OG0000708	Syap.g_02016	Prav.g_00553
OG0000709	Syap.g_00121	Prav.g_00557
OG0000711	Syap.g_02686	Prav.g_00577
OG0000712	Syap.g_02688	Prav.g_00579
OG0000713	Syap.g_02689	Prav.g_00580
OG0000714	Syap.g_02691	Prav.g_00581
OG0000715	Syap.g_02693	Prav.g_00583
OG0000716	Syap.g_02696	Prav.g_00585
OG0000717	Syap.g_02697	Prav.g_00586
OG0000718	Syap.g_02701	Prav.g_00902
OG0000719	Syap.g_02767	Prav.g_00904
OG0000720	Syap.g_02780	Prav.g_00913
OG0000721	Syap.g_02782	Prav.g_00915
OG0000722	Syap.g_02783	Prav.g_00916
OG0000723	Syap.g_00532	Prav.g_00919
OG0000725	Syap.g_01559	Prav.g_00934
OG0000726	Syap.g_01560	Prav.g_00935
OG0000727	Syap.g_01561	Prav.g_00936
OG0000728	Syap.g_01564	Prav.g_00938
OG0000729	Syap.g_01122	Prav.g_00263
OG0000730	Syap.g_00572	Prav.g_00004
OG0000731	Syap.g_00560	Prav.g_00008
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Prav.g_00016
OG0000733	Syap.g_01971	Prav.g_00034
OG0000734	Syap.g_02628	Prav.g_00050
OG0000735	Syap.g_00244	Prav.g_00052
OG0000736	Syap.g_00243	Prav.g_00053
OG0000737	Syap.g_00242	Prav.g_00054
OG0000738	Syap.g_00236	Prav.g_00058
OG0000739	Syap.g_00235	Prav.g_00059
OG0000740	Syap.g_00234	Prav.g_00060
OG0000741	Syap.g_00231	Prav.g_00061
OG0000742	Syap.g_00229	Prav.g_00064
OG0000743	Syap.g_00226	Prav.g_00066
OG0000744	Syap.g_00225	Prav.g_00067
OG0000745	Syap.g_00222	Prav.g_00068
OG0000746	Syap.g_00220	Prav.g_00070
OG0000747	Syap.g_00219	Prav.g_00071
OG0000748	Syap.g_00212	Prav.g_00074
OG0000749	Syap.g_00211	Prav.g_00075
OG0000750	Syap.g_00210	Prav.g_00076
OG0000751	Syap.g_00205	Prav.g_01868
OG0000752	Syap.g_01793	Prav.g_01866
OG0000753	Syap.g_02775	Prav.g_01863
OG0000754	Syap.g_01883	Prav.g_01860
OG0000755	Syap.g_01893	Prav.g_01857
OG0000757	Syap.g_00427	Prav.g_01850
OG0000758	Syap.g_00428	Prav.g_01849
OG0000759	Syap.g_00429	Prav.g_01848
OG0000760	Syap.g_00430	Prav.g_01847
OG0000761	Syap.g_00431	Prav.g_01846
OG0000762	Syap.g_00434	Prav.g_01845
OG0000763	Syap.g_02624	Prav.g_01843
OG0000764	Syap.g_02623	Prav.g_01842
OG0000765	Syap.g_02440	Prav.g_01833
OG0000766	Syap.g_02439	Prav.g_01832
OG0000767	Syap.g_02437	Prav.g_01830
OG0000768	Syap.g_02436	Prav.g_01829
OG0000769	Syap.g_02434	Prav.g_01827
OG0000770	Syap.g_02431	Prav.g_01825
OG0000772	Syap.g_02295	Prav.g_01409
OG0000773	Syap.g_00885	Prav.g_01429
OG0000774	Syap.g_01473	Prav.g_01431
OG0000775	Syap.g_01475	Prav.g_01433
OG0000776	Syap.g_01476	Prav.g_01434
OG0000777	Syap.g_01478	Prav.g_01435
OG0000778	Syap.g_01479	Prav.g_01436
OG0000779	Syap.g_01494	Prav.g_01440
OG0000780	Syap.g_01496	Prav.g_01441
OG0000781	Syap.g_02609	Prav.g_01444
OG0000782	Syap.g_02611	Prav.g_01445
OG0000783	Syap.g_02612	Prav.g_01446
OG0000784	Syap.g_02613	Prav.g_01447
OG0000785	Syap.g_02281	Prav.g_01449
OG0000786	Syap.g_02287	Prav.g_01451
OG0000787	Syap.g_02288	Prav.g_01452
OG0000788	Syap.g_01932	Prav.g_01460
OG0000789	Syap.g_00372	Prav.g_01463
OG0000791	Syap.g_02520	Prav.g_01480
OG0000792	Syap.g_02519	Prav.g_01481
OG0000793	Syap.g_02141	Prav.g_01484
OG0000794	Syap.g_02200	Prav.g_01485
OG0000795	Syap.g_02199	Prav.g_01486
OG0000796	Syap.g_02448	Prav.g_01490
OG0000797	Syap.g_02449	Prav.g_01491
OG0000798	Syap.g_01269	Prav.g_01556
OG0000799	Syap.g_02488	Prav.g_01560
OG0000800	Syap.g_02487	Prav.g_01561
OG0000801	Syap.g_02486	Prav.g_01562
OG0000802	Syap.g_02659	Prav.g_01564
OG0000803	Syap.g_02109	Prav.g_01566
OG0000804	Syap.g_02113	Prav.g_01567
OG0000805	Syap.g_02115	Prav.g_01569
OG0000806	Syap.g_02117	Prav.g_01571
OG0000807	Syap.g_02118	Prav.g_01572
OG0000808	Syap.g_02119	Prav.g_01573
OG0000809	Syap.g_02122	Prav.g_01576
OG0000810	Syap.g_02124	Prav.g_01577
OG0000811	Syap.g_02472	Prav.g_01581
OG0000812	Syap.g_02474	Prav.g_01583
OG0000813	Syap.g_02475	Prav.g_01584
OG0000814	Syap.g_02753	Prav.g_01586
OG0000815	Syap.g_02752	Prav.g_01587
OG0000816	Syap.g_02289	Prav.g_01589
OG0000817	Syap.g_02527	Prav.g_01590
OG0000818	Syap.g_02001	Prav.g_01595
OG0000819	Syap.g_02002	Prav.g_01596
OG0000820	Syap.g_02003	Prav.g_01597
OG0000821	Syap.g_02009	Prav.g_01601
OG0000822	Syap.g_02011	Prav.g_01602
OG0000824	Syap.g_00008	Prav.g_01606
OG0000825	Syap.g_00009	Prav.g_01607
OG0000826	Syap.g_00010	Prav.g_01608
OG0000827	Syap.g_00011	Prav.g_01609
OG0000828	Syap.g_00014	Prav.g_01612
OG0000829	Syap.g_00015	Prav.g_01613
OG0000830	Syap.g_00016	Prav.g_01614
OG0000831	Syap.g_00019	Prav.g_01616
OG0000832	Syap.g_00752	Prav.g_01622
OG0000833	Syap.g_00021	Prav.g_01630
OG0000834	Syap.g_00023	Prav.g_01631
OG0000835	Syap.g_00024	Prav.g_01632
OG0000836	Syap.g_00026	Prav.g_01633
OG0000837	Syap.g_00027	Prav.g_01634
OG0000838	Syap.g_00031	Prav.g_01636
OG0000839	Syap.g_00032	Prav.g_01637
OG0000840	Syap.g_00033	Prav.g_01638
OG0000841	Syap.g_00034	Prav.g_01639
OG0000842	Syap.g_00035	Prav.g_01640
OG0000843	Syap.g_00036	Prav.g_01641
OG0000844	Syap.g_00039	Prav.g_01642
OG0000845	Syap.g_00040	Prav.g_01643
OG0000846	Syap.g_00042	Prav.g_01644
OG0000847	Syap.g_00043	Prav.g_01645
OG0000848	Syap.g_00045	Prav.g_01646
OG0000849	Syap.g_00046	Prav.g_01647
OG0000850	Syap.g_00310	Prav.g_01649
OG0000851	Syap.g_01214	Prav.g_01650
OG0000852	Syap.g_01215	Prav.g_01651
OG0000853	Syap.g_01219	Prav.g_01655
OG0000854	Syap.g_01222	Prav.g_01657
OG0000855	Syap.g_01223	Prav.g_01658
OG0000856	Syap.g_01286	Prav.g_01671
OG0000857	Syap.g_02722	Prav.g_01699
OG0000858	Syap.g_00612	Prav.g_01755
OG0000859	Syap.g_00613	Prav.g_01756
OG0000860	Syap.g_00623	Prav.g_01763
OG0000861	Syap.g_02789	Prav.g_01764
OG0000862	Syap.g_01789	Prav.g_01765
OG0000863	Syap.g_01784	Prav.g_01767
OG0000864	Syap.g_01783	Prav.g_01768
OG0000865	Syap.g_01781, Syap.g_01782	Prav.g_01769
OG0000866	Syap.g_01780	Prav.g_01770
OG0000867	Syap.g_01779	Prav.g_01771
OG0000868	Syap.g_01775	Prav.g_01772
OG0000869	Syap.g_01770	Prav.g_01776
OG0000870	Syap.g_01401	Prav.g_01781
OG0000871	Syap.g_01400	Prav.g_01782
OG0000872	Syap.g_01394	Prav.g_01783
OG0000873	Syap.g_01390	Prav.g_01786
OG0000874	Syap.g_01388	Prav.g_01789
OG0000875	Syap.g_01386	Prav.g_01790
OG0000876	Syap.g_00822	Prav.g_01791
OG0000877	Syap.g_01380	Prav.g_01793
OG0000878	Syap.g_01378	Prav.g_01794
OG0000879	Syap.g_01377	Prav.g_01795
OG0000880	Syap.g_01376	Prav.g_01796
OG0000882	Syap.g_01516	Prav.g_01805
OG0000883	Syap.g_01511	Prav.g_01807
OG0000884	Syap.g_01509	Prav.g_01809
OG0000885	Syap.g_01508	Prav.g_01810
OG0000886	Syap.g_01507	Prav.g_01811
OG0000887	Syap.g_01506	Prav.g_01812
OG0000888	Syap.g_01504	Prav.g_01814
OG0000889	Syap.g_01502	Prav.g_01816
OG0000890	Syap.g_01499	Prav.g_01817
OG0000891	Syap.g_01498	Prav.g_01818
OG0000892	Syap.g_02671	Prav.g_00264
OG0000893	Syap.g_02497	Prav.g_00268
OG0000894	Syap.g_02679	Prav.g_00270
OG0000895	Syap.g_00546	Prav.g_00273
OG0000896	Syap.g_00545	Prav.g_00274
OG0000897	Syap.g_00543	Prav.g_00276
OG0000898	Syap.g_00542	Prav.g_00277
OG0000899	Syap.g_00541	Prav.g_00278
OG0000900	Syap.g_00540	Prav.g_00279
OG0000901	Syap.g_01930	Prav.g_00282
OG0000902	Syap.g_01929	Prav.g_00284
OG0000903	Syap.g_01916	Prav.g_00287
OG0000904	Syap.g_01922	Prav.g_00289
OG0000905	Syap.g_01925	Prav.g_00294
OG0000906	Syap.g_01927	Prav.g_00295
OG0000907	Syap.g_01914	Prav.g_00590
OG0000908	Syap.g_01235	Prav.g_00593
OG0000909	Syap.g_01236	Prav.g_00594
OG0000910	Syap.g_01237	Prav.g_00595
OG0000911	Syap.g_00511	Prav.g_00597
OG0000912	Syap.g_00510	Prav.g_00598
OG0000913	Syap.g_00509	Prav.g_00599
OG0000914	Syap.g_00508	Prav.g_00600
OG0000915	Syap.g_00506	Prav.g_00601
OG0000916	Syap.g_00505	Prav.g_00602
OG0000917	Syap.g_00504	Prav.g_00603
OG0000918	Syap.g_00503	Prav.g_00604
OG0000919	Syap.g_00502	Prav.g_00605
OG0000920	Syap.g_00501	Prav.g_00606
OG0000921	Syap.g_00500	Prav.g_00607
OG0000922	Syap.g_00499	Prav.g_00608
OG0000923	Syap.g_00495	Prav.g_00612
OG0000924	Syap.g_00494	Prav.g_00613
OG0000925	Syap.g_00493	Prav.g_00614
OG0000926	Syap.g_00492	Prav.g_00615
OG0000927	Syap.g_00490	Prav.g_00617
OG0000928	Syap.g_00489	Prav.g_00618
OG0000929	Syap.g_00488	Prav.g_00619
OG0000930	Syap.g_00487	Prav.g_00620
OG0000931	Syap.g_00486	Prav.g_00621
OG0000932	Syap.g_00485	Prav.g_00622
OG0000933	Syap.g_00479	Prav.g_00626
OG0000934	Syap.g_00477	Prav.g_00628
OG0000935	Syap.g_00476	Prav.g_00629
OG0000936	Syap.g_00475	Prav.g_00630
OG0000937	Syap.g_00474	Prav.g_00631
OG0000938	Syap.g_00471	Prav.g_00633
OG0000939	Syap.g_00469	Prav.g_00634
OG0000940	Syap.g_00460	Prav.g_00641
OG0000941	Syap.g_00458	Prav.g_00643
OG0000942	Syap.g_00606	Prav.g_00645
OG0000943	Syap.g_00604	Prav.g_00646
OG0000944	Syap.g_00602	Prav.g_00647
OG0000945	Syap.g_00601	Prav.g_00648
OG0000946	Syap.g_00595	Prav.g_00653
OG0000947	Syap.g_00591	Prav.g_00655
OG0000948	Syap.g_00590	Prav.g_00656
OG0000949	Syap.g_01051	Prav.g_00659
OG0000950	Syap.g_01061	Prav.g_00664
OG0000951	Syap.g_01070	Prav.g_00668
OG0000952	Syap.g_01074	Prav.g_00672
OG0000953	Syap.g_01078	Prav.g_00675
OG0000954	Syap.g_01089	Prav.g_00679
OG0000955	Syap.g_01090	Prav.g_00680
OG0000956	Syap.g_01092	Prav.g_00682
OG0000957	Syap.g_01109	Prav.g_00687
OG0000958	Syap.g_01110	Prav.g_00688
OG0000959	Syap.g_01114	Prav.g_00692
OG0000960	Syap.g_01115	Prav.g_00693
OG0000961	Syap.g_02170	Prav.g_00695
OG0000962	Syap.g_01121	Prav.g_00697
OG0000963	Syap.g_01124	Prav.g_00701
OG0000964	Syap.g_01125	Prav.g_00702
OG0000965	Syap.g_01126	Prav.g_00703
OG0000966	Syap.g_01141	Prav.g_00710
OG0000967	Syap.g_00633	Prav.g_00714
OG0000968	Syap.g_00998	Prav.g_00716
OG0000969	Syap.g_00996	Prav.g_00717
OG0000970	Syap.g_00995	Prav.g_00718
OG0000971	Syap.g_00993	Prav.g_00719
OG0000972	Syap.g_00992	Prav.g_00720
OG0000973	Syap.g_00991	Prav.g_00721
OG0000974	Syap.g_00990	Prav.g_00722
OG0000975	Syap.g_00989	Prav.g_00723
OG0000976	Syap.g_00988	Prav.g_00724
OG0000977	Syap.g_00986	Prav.g_00725
OG0000978	Syap.g_00985	Prav.g_00726
OG0000979	Syap.g_00980	Prav.g_00729
OG0000980	Syap.g_00977	Prav.g_00731
OG0000981	Syap.g_01812	Prav.g_00733
OG0000982	Syap.g_00132	Prav.g_00735
OG0000983	Syap.g_00134	Prav.g_00736
OG0000984	Syap.g_00135	Prav.g_00737
OG0000985	Syap.g_00140	Prav.g_00740
OG0000986	Syap.g_01044	Prav.g_00742
OG0000987	Syap.g_01033	Prav.g_00743
OG0000988	Syap.g_01027	Prav.g_00746
OG0000989	Syap.g_01011	Prav.g_00750
OG0000990	Syap.g_02087	Prav.g_00753
OG0000991	Syap.g_02091	Prav.g_00754
OG0000992	Syap.g_02095	Prav.g_00756
OG0000993	Syap.g_02097	Prav.g_00757
OG0000994	Syap.g_02101	Prav.g_00758
OG0000996	Syap.g_01817	Prav.g_00763
OG0000997	Syap.g_02590	Prav.g_00764
OG0000998	Syap.g_02591	Prav.g_00766
OG0000999	Syap.g_02592	Prav.g_00767
OG0001001	Syap.g_02605	Prav.g_00772
OG0001002	Syap.g_00124	Prav.g_00776
OG0001003	Syap.g_02310	Prav.g_00778
OG0001004	Syap.g_02311	Prav.g_00779
OG0001005	Syap.g_02312	Prav.g_00780
OG0001006	Syap.g_00053	Prav.g_00784
OG0001007	Syap.g_00055	Prav.g_00786
OG0001008	Syap.g_02060	Prav.g_01036
OG0001012	Syap.g_00371	Prav.g_00114
OG0001013	Syap.g_01325	Prav.g_00119
OG0001016	Syap.g_01695	Prav.g_00138
OG0001033	Syap.g_00105	Prav.g_00830
OG0001035	Syap.g_01594	Prav.g_01901
OG0001038	Syap.g_01362	Prav.g_01924
OG0001039	Syap.g_01359	Prav.g_01927
OG0001040	Syap.g_01356	Prav.g_01929
OG0001041	Syap.g_01352	Prav.g_01933
OG0001043	Syap.g_01676	Prav.g_01951
OG0001044	Syap.g_00571	Prav.g_01979
OG0001053	Syap.g_02253	Prav.g_01081
OG0001054	Syap.g_00274	Prav.g_01096
OG0001055	Syap.g_00252	Prav.g_01115
OG0001059	Syap.g_00306	Prav.g_01151
OG0001060	Syap.g_00299	Prav.g_01158
OG0001061	Syap.g_01309	Prav.g_01171
OG0001062	Syap.g_01314	Prav.g_01173
OG0001072	Syap.g_00441	Prav.g_01186
OG0001073	Syap.g_00122, Syap.g_00455	Prav.g_01200
OG0001078	Syap.g_00896	Prav.g_01234
OG0001080	Syap.g_02505	Prav.g_01251
OG0001085	Syap.g_01953	Prav.g_01268
OG0001094	Syap.g_00187	Prav.g_00391
OG0001095	Syap.g_02725	Prav.g_00410
OG0001096	Syap.g_02709	Prav.g_00423
OG0001100	Syap.g_02369	Prav.g_00491
OG0001102	Syap.g_01258	Prav.g_00496
OG0001103	Syap.g_01256	Prav.g_00498
OG0001104	Syap.g_00171	Prav.g_00520
OG0001105	Syap.g_00175	Prav.g_00524
OG0001107	Syap.g_02015	Prav.g_00554
OG0001108	Syap.g_00119	Prav.g_00558
OG0001122	Syap.g_02766	Prav.g_00905
OG0001123	Syap.g_01872	Prav.g_00909
OG0001133	Syap.g_01292	Prav.g_00019
OG0001136	Syap.g_00230	Prav.g_00062
OG0001137	Syap.g_00213	Prav.g_00073
OG0001140	Syap.g_02134	Prav.g_01853
OG0001152	Syap.g_02447	Prav.g_01489
OG0001154	Syap.g_00013	Prav.g_01611
OG0001155	Syap.g_00750	Prav.g_01623
OG0001160	Syap.g_01217	Prav.g_01653
OG0001162	Syap.g_02366	Prav.g_01675
OG0001163	Syap.g_00609	Prav.g_01753
OG0001164	Syap.g_00614	Prav.g_01757
OG0001165	Syap.g_00619	Prav.g_01760
OG0001168	Syap.g_01372	Prav.g_01799
OG0001171	Syap.g_01505	Prav.g_01813
OG0001172	Syap.g_00547	Prav.g_00271
OG0001177	Syap.g_01920	Prav.g_00291
OG0001178	Syap.g_01786, Syap.g_01787	Prav.g_00296
OG0001179	Syap.g_00491	Prav.g_00616
OG0001180	Syap.g_00097, Syap.g_00465	Prav.g_00638
OG0001181	Syap.g_00459	Prav.g_00642
OG0001183	Syap.g_00594	Prav.g_00654
OG0001185	Syap.g_01104	Prav.g_00684
OG0001186	Syap.g_01140	Prav.g_00707
OG0001187	Syap.g_01142	Prav.g_00711
OG0001188	Syap.g_00634	Prav.g_00713
OG0001189	Syap.g_00979	Prav.g_00730
OG0001191	Syap.g_01030	Prav.g_00744
OG0001192	Syap.g_01021	Prav.g_00749
OG0001197	Syap.g_00126	Prav.g_00775
OG0001198	Syap.g_00052	Prav.g_00783
OG0001199	Syap.g_01696	Prav.g_00139
OG0001200	Syap.g_01698	Prav.g_00141
OG0001202	Syap.g_01613	Prav.g_00839
OG0001203	Syap.g_01154	Prav.g_00800
OG0001204	Syap.g_01577	Prav.g_01890
OG0001214	Syap.g_00897	Prav.g_01235
OG0001217	Syap.g_01464	Prav.g_00346
OG0001218	Syap.g_00020	Prav.g_00355
OG0001219	Syap.g_02794	Prav.g_00385
OG0001221	Syap.g_01777	Prav.g_00510
OG0001222	Syap.g_02027	Prav.g_00548
OG0001224	Syap.g_01551	Prav.g_00929
OG0001225	Syap.g_01553	Prav.g_00931
OG0001226	Syap.g_02551	Prav.g_00236
OG0001228	Syap.g_01063	Prav.g_01836
OG0001229	Syap.g_00827	Prav.g_01471
OG0001230	Syap.g_02116	Prav.g_01570
OG0001231	Syap.g_00073	Prav.g_01673
OG0001232	Syap.g_01393	Prav.g_01784
OG0001235	Syap.g_01924	Prav.g_00293
OG0001236	Syap.g_01069	Prav.g_00667
OG0001237	Syap.g_01073	Prav.g_00671
OG0001238	Syap.g_01028	Prav.g_00745
OG0001239	Syap.g_01693, Syap.g_01692	Prav.g_00136
OG0001242	Syap.g_02227, Syap.g_02229	Prav.g_00184
OG0001243	Syap.g_02219	Prav.g_00190
OG0001244	Syap.g_02192	Prav.g_00206
OG0001246	Syap.g_01165, Syap.g_00267	Prav.g_01102
OG0001248	Syap.g_00423	Prav.g_01283
OG0001249	Syap.g_00575	Prav.g_00373
OG0001250	Syap.g_01836	Prav.g_00437
OG0001251	Syap.g_01549, Syap.g_01727	Prav.g_00484
OG0001253	Syap.g_01969	Prav.g_00256
OG0001255	Syap.g_02523	Prav.g_00049
OG0001256	Syap.g_01225	Prav.g_01666
OG0001257	Syap.g_00374, Syap.g_00373, Syap.g_01821	Prav.g_01672
OG0001258	Syap.g_00617	Prav.g_01758
OG0001260	Syap.g_01497	Prav.g_01819
OG0001261	Syap.g_00482	Prav.g_00624
OG0001262	Syap.g_00981	Prav.g_00728
OG0001263	Syap.g_02216	Prav.g_00193
OG0001265	Syap.g_02231	Prav.g_00183
OG0001266	Syap.g_01618	Prav.g_00835
OG0001267	Syap.g_01360	Prav.g_01926
OG0001268	Syap.g_00563	Prav.g_01985
OG0001270	Syap.g_02056	Prav.g_01033
OG0001271	Syap.g_02759	Prav.g_01070
OG0001272	Syap.g_02250	Prav.g_01084
OG0001274	Syap.g_01897	Prav.g_01308, Prav.g_01311
OG0001275	Syap.g_02694	Prav.g_00584
OG0001276	Syap.g_01873	Prav.g_00908
OG0001277	Syap.g_01293	Prav.g_00244
OG0001278	Syap.g_02438	Prav.g_01831
OG0001279	Syap.g_02663	Prav.g_01392
OG0001282	Syap.g_01701	Prav.g_01474
OG0001284	Syap.g_00047	Prav.g_01648
OG0001286	Syap.g_00467	Prav.g_00636
OG0001287	Syap.g_00418	Prav.g_00691
OG0001288	Syap.g_01123	Prav.g_00700
OG0001289	Syap.g_02365	Prav.g_00152
OG0001291	Syap.g_02207	Prav.g_00200
OG0001292	Syap.g_01583	Prav.g_01895
OG0001297	Syap.g_00255	Prav.g_01112
OG0001299	Syap.g_01959	Prav.g_01264
OG0001303	Syap.g_02795	Prav.g_00946
OG0001304	Syap.g_00536	Prav.g_00918
OG0001305	Syap.g_01562	Prav.g_00937
OG0001306	Syap.g_00245	Prav.g_00051
OG0001307	Syap.g_00403	Prav.g_01456
OG0001308	Syap.g_02751, Syap.g_02750	Prav.g_01588
OG0001310	Syap.g_01774	Prav.g_01773
OG0001311	Syap.g_01871	Prav.g_00910
OG0001315	Syap.g_00596	Prav.g_00126
OG0001318	Syap.g_01596, Syap.g_01597	Prav.g_01903
OG0001319	Syap.g_02338	Prav.g_01919
OG0001323	Syap.g_00757	Prav.g_01117
OG0001326	Syap.g_02646	Prav.g_00472
OG0001332	Syap.g_01548	Prav.g_01621
OG0001333	Syap.g_01373	Prav.g_01798
OG0001336	Syap.g_02602	Prav.g_00771
OG0001345	Syap.g_01877, Syap.g_02776	Prav.g_01862
OG0001346	Syap.g_01484	Prav.g_01439
OG0001348	Syap.g_00938	Prav.g_01693
OG0001353	Syap.g_01849	Prav.g_00429
OG0001358	Syap.g_00942	Prav.g_01218
OG0001360	Syap.g_01881, Syap.g_02778	Prav.g_00257
OG0001361	Syap.g_01792	Prav.g_01865
OG0001364	Syap.g_01052	Prav.g_00660
OG0001365	Syap.g_00138	Prav.g_00738
OG0001371	Syap.g_02544, Syap.g_02545	Prav.g_01277
OG0001373	Syap.g_02647	Prav.g_00471
OG0001374	Syap.g_01829, Syap.g_01830	Prav.g_00479
OG0001376	Syap.g_01991	Prav.g_00220
OG0001377	Syap.g_01992	Prav.g_00221
OG0001378	Syap.g_02055	Prav.g_00003
OG0001379	Syap.g_01474	Prav.g_01432
OG0001382	Syap.g_00677	Prav.g_01686
OG0001385	Syap.g_02650	Prav.g_00468
OG0001386	Syap.g_02649	Prav.g_00469
OG0001387	Syap.g_02648	Prav.g_00470
