Orthogroup	Syap	Syas
OG0000583	Syap.g_01532	Syas.g_00872
OG0000584	Syap.g_01530	Syas.g_00871
OG0000585	Syap.g_01526	Syas.g_00868
OG0000586	Syap.g_01525	Syas.g_00867
OG0000587	Syap.g_01523	Syas.g_00865
OG0000588	Syap.g_00776	Syas.g_00960
OG0000589	Syap.g_00941	Syas.g_00121
OG0000590	Syap.g_00940	Syas.g_00120
OG0000591	Syap.g_01289	Syas.g_00106
OG0000592	Syap.g_01288	Syas.g_00105
OG0000593	Syap.g_00890	Syas.g_00750
OG0000594	Syap.g_00891	Syas.g_00749
OG0000595	Syap.g_00892	Syas.g_00748
OG0000596	Syap.g_00898	Syas.g_00743
OG0000597	Syap.g_00903	Syas.g_00740
OG0000598	Syap.g_00904	Syas.g_00739
OG0000599	Syap.g_00908	Syas.g_00732
OG0000600	Syap.g_00909	Syas.g_00731
OG0000601	Syap.g_00910	Syas.g_00730
OG0000602	Syap.g_00640	Syas.g_00725
OG0000603	Syap.g_00641	Syas.g_00724
OG0000604	Syap.g_02769	Syas.g_00721
OG0000605	Syap.g_02501, Syap.g_02771	Syas.g_00719
OG0000606	Syap.g_02506	Syas.g_00716
OG0000607	Syap.g_00093	Syas.g_00713
OG0000608	Syap.g_00094	Syas.g_00712
OG0000609	Syap.g_00096	Syas.g_00710
OG0000610	Syap.g_01963	Syas.g_00702
OG0000611	Syap.g_01958	Syas.g_00699
OG0000612	Syap.g_01957	Syas.g_00698
OG0000613	Syap.g_02480	Syas.g_01825
OG0000615	Syap.g_00154	Syas.g_00650
OG0000616	Syap.g_00127	Syas.g_02011
OG0000617	Syap.g_00513	Syas.g_00180
OG0000618	Syap.g_00514	Syas.g_00181
OG0000619	Syap.g_00515	Syas.g_00182
OG0000620	Syap.g_00520	Syas.g_00188
OG0000621	Syap.g_00521	Syas.g_00189
OG0000622	Syap.g_00523	Syas.g_00190
OG0000623	Syap.g_00526	Syas.g_00191
OG0000624	Syap.g_00527	Syas.g_00192
OG0000625	Syap.g_00528	Syas.g_00193
OG0000626	Syap.g_00529	Syas.g_00194
OG0000627	Syap.g_00848	Syas.g_00372
OG0000628	Syap.g_00850	Syas.g_00373
OG0000629	Syap.g_02334	Syas.g_00376
OG0000630	Syap.g_02793	Syas.g_00397
OG0000631	Syap.g_01724	Syas.g_00405
OG0000632	Syap.g_01725	Syas.g_00406
OG0000633	Syap.g_01726	Syas.g_00407
OG0000634	Syap.g_00190	Syas.g_00600
OG0000635	Syap.g_00191	Syas.g_00599
OG0000636	Syap.g_00193	Syas.g_00597
OG0000637	Syap.g_00195	Syas.g_00595
OG0000638	Syap.g_00196	Syas.g_00594
OG0000639	Syap.g_00197	Syas.g_00593
OG0000640	Syap.g_00198	Syas.g_00592
OG0000641	Syap.g_00203	Syas.g_00587
OG0000642	Syap.g_02732	Syas.g_00586
OG0000643	Syap.g_02731	Syas.g_00585
OG0000644	Syap.g_02730	Syas.g_00584
OG0000645	Syap.g_02726	Syas.g_00583
OG0000646	Syap.g_02723	Syas.g_00580
OG0000647	Syap.g_02721	Syas.g_00578
OG0000648	Syap.g_02719	Syas.g_00576
OG0000649	Syap.g_02718	Syas.g_00575
OG0000650	Syap.g_02717	Syas.g_00574
OG0000651	Syap.g_02716	Syas.g_00573
OG0000652	Syap.g_02715	Syas.g_00572
OG0000653	Syap.g_02713	Syas.g_00570
OG0000654	Syap.g_02711	Syas.g_00569
OG0000655	Syap.g_02710	Syas.g_00568
OG0000656	Syap.g_02706	Syas.g_00565
OG0000657	Syap.g_01845	Syas.g_00232
OG0000658	Syap.g_01841	Syas.g_00235
OG0000659	Syap.g_01840	Syas.g_00236
OG0000660	Syap.g_01835	Syas.g_00240
OG0000662	Syap.g_00823	Syas.g_00281
OG0000663	Syap.g_00826	Syas.g_00284
OG0000664	Syap.g_00828	Syas.g_00287
OG0000665	Syap.g_02331	Syas.g_00385
OG0000666	Syap.g_01573	Syas.g_01362
OG0000667	Syap.g_01979	Syas.g_00088
OG0000668	Syap.g_02765	Syas.g_00221
OG0000669	Syap.g_02371	Syas.g_00684
OG0000670	Syap.g_02368	Syas.g_00681
OG0000671	Syap.g_01260	Syas.g_00679
OG0000672	Syap.g_01257	Syas.g_00676
OG0000673	Syap.g_01253	Syas.g_00673
OG0000674	Syap.g_01251	Syas.g_00671
OG0000675	Syap.g_01250	Syas.g_00670
OG0000676	Syap.g_01248	Syas.g_00668
OG0000677	Syap.g_01246	Syas.g_00667
OG0000678	Syap.g_01239	Syas.g_00660
OG0000679	Syap.g_00157	Syas.g_00629
OG0000680	Syap.g_00158	Syas.g_00628
OG0000681	Syap.g_00163	Syas.g_00625
OG0000682	Syap.g_00165	Syas.g_00624
OG0000683	Syap.g_00166	Syas.g_00623
OG0000684	Syap.g_00169	Syas.g_00621
OG0000685	Syap.g_00172	Syas.g_00187
OG0000686	Syap.g_00173	Syas.g_00619
OG0000687	Syap.g_00174	Syas.g_00618
OG0000688	Syap.g_00178	Syas.g_00612
OG0000689	Syap.g_00180	Syas.g_00610
OG0000690	Syap.g_00181	Syas.g_00609
OG0000691	Syap.g_00182	Syas.g_00608
OG0000692	Syap.g_00184	Syas.g_00606
OG0000693	Syap.g_00185	Syas.g_00604
OG0000694	Syap.g_00186	Syas.g_00603
OG0000695	Syap.g_01729	Syas.g_00410
OG0000696	Syap.g_01730	Syas.g_00411
OG0000697	Syap.g_01734	Syas.g_00413
OG0000698	Syap.g_01737	Syas.g_00417
OG0000699	Syap.g_01738	Syas.g_00419
OG0000700	Syap.g_01739	Syas.g_00420
OG0000701	Syap.g_01740	Syas.g_00421
OG0000702	Syap.g_01747	Syas.g_00437
OG0000703	Syap.g_01750	Syas.g_00438
OG0000704	Syap.g_01753	Syas.g_00446
OG0000705	Syap.g_02022	Syas.g_00453
OG0000706	Syap.g_02020	Syas.g_00454
OG0000707	Syap.g_02019	Syas.g_00455
OG0000708	Syap.g_02016	Syas.g_00458
OG0000709	Syap.g_00121	Syas.g_00466
OG0000711	Syap.g_02686	Syas.g_00546
OG0000712	Syap.g_02688	Syas.g_00548
OG0000713	Syap.g_02689	Syas.g_00549
OG0000714	Syap.g_02691	Syas.g_00551
OG0000715	Syap.g_02693	Syas.g_00553
OG0000716	Syap.g_02696	Syas.g_00556
OG0000717	Syap.g_02697	Syas.g_00557
OG0000718	Syap.g_02701	Syas.g_00561
OG0000719	Syap.g_02767	Syas.g_00223
OG0000720	Syap.g_02780	Syas.g_00209
OG0000721	Syap.g_02782	Syas.g_00207
OG0000722	Syap.g_02783	Syas.g_00206
OG0000723	Syap.g_00532	Syas.g_00196
OG0000725	Syap.g_01559	Syas.g_01024
OG0000726	Syap.g_01560	Syas.g_01025
OG0000727	Syap.g_01561	Syas.g_01026
OG0000728	Syap.g_01564	Syas.g_01028
OG0000729	Syap.g_01122	Syas.g_02145
OG0000730	Syap.g_00572	Syas.g_01544
OG0000731	Syap.g_00560	Syas.g_01532
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Syas.g_02086
OG0000733	Syap.g_01971	Syas.g_00096
OG0000734	Syap.g_02628	Syas.g_02414
OG0000735	Syap.g_00244	Syas.g_01201
OG0000736	Syap.g_00243	Syas.g_01200
OG0000737	Syap.g_00242	Syas.g_01199
OG0000738	Syap.g_00236	Syas.g_01193
OG0000739	Syap.g_00235	Syas.g_01192
OG0000740	Syap.g_00234	Syas.g_01191
OG0000741	Syap.g_00231	Syas.g_01188
OG0000742	Syap.g_00229	Syas.g_01185
OG0000743	Syap.g_00226	Syas.g_01182
OG0000744	Syap.g_00225	Syas.g_01181
OG0000745	Syap.g_00222	Syas.g_01178
OG0000746	Syap.g_00220	Syas.g_01176
OG0000747	Syap.g_00219	Syas.g_01174
OG0000748	Syap.g_00212	Syas.g_01146
OG0000749	Syap.g_00211	Syas.g_01144
OG0000750	Syap.g_00210	Syas.g_01143
OG0000751	Syap.g_00205	Syas.g_01138
OG0000752	Syap.g_01793	Syas.g_01136
OG0000753	Syap.g_02775	Syas.g_01133
OG0000754	Syap.g_01883	Syas.g_01128
OG0000755	Syap.g_01893	Syas.g_01117
OG0000757	Syap.g_00427	Syas.g_01108
OG0000758	Syap.g_00428	Syas.g_01107
OG0000759	Syap.g_00429	Syas.g_01106
OG0000760	Syap.g_00430	Syas.g_01105
OG0000761	Syap.g_00431	Syas.g_01104
OG0000762	Syap.g_00434	Syas.g_01102
OG0000763	Syap.g_02624	Syas.g_01091
OG0000764	Syap.g_02623	Syas.g_01090
OG0000765	Syap.g_02440	Syas.g_01076
OG0000766	Syap.g_02439	Syas.g_01075
OG0000767	Syap.g_02437	Syas.g_01073
OG0000768	Syap.g_02436	Syas.g_01072
OG0000769	Syap.g_02434	Syas.g_01070
OG0000770	Syap.g_02431	Syas.g_01067
OG0000772	Syap.g_02295	Syas.g_01461
OG0000773	Syap.g_00885	Syas.g_00002
OG0000774	Syap.g_01473	Syas.g_02862
OG0000775	Syap.g_01475	Syas.g_02860
OG0000776	Syap.g_01476	Syas.g_02859
OG0000777	Syap.g_01478	Syas.g_02858
OG0000778	Syap.g_01479	Syas.g_02857
OG0000779	Syap.g_01494	Syas.g_02852
OG0000780	Syap.g_01496	Syas.g_02847
OG0000781	Syap.g_02609	Syas.g_02842
OG0000782	Syap.g_02611	Syas.g_02841
OG0000783	Syap.g_02612	Syas.g_02840
OG0000784	Syap.g_02613	Syas.g_02839
OG0000785	Syap.g_02281	Syas.g_02837
OG0000786	Syap.g_02287	Syas.g_02833
OG0000787	Syap.g_02288	Syas.g_02832
OG0000788	Syap.g_01932	Syas.g_00782
OG0000789	Syap.g_00372	Syas.g_01507
OG0000791	Syap.g_02520	Syas.g_01268
OG0000792	Syap.g_02519	Syas.g_01269
OG0000793	Syap.g_02141	Syas.g_01359
OG0000794	Syap.g_02200	Syas.g_01361
OG0000795	Syap.g_02199	Syas.g_01363
OG0000796	Syap.g_02448	Syas.g_01368
OG0000797	Syap.g_02449	Syas.g_01369
OG0000798	Syap.g_01363	Syas.g_01750
OG0000798	Syap.g_01269	Syas.g_02134
OG0000799	Syap.g_02488	Syas.g_02789
OG0000800	Syap.g_02487	Syas.g_02790
OG0000801	Syap.g_02486	Syas.g_02791
OG0000802	Syap.g_02659	Syas.g_02797
OG0000803	Syap.g_02109	Syas.g_02800
OG0000804	Syap.g_02113	Syas.g_02803
OG0000805	Syap.g_02115	Syas.g_02805
OG0000806	Syap.g_02117	Syas.g_02807
OG0000807	Syap.g_02118	Syas.g_02808
OG0000808	Syap.g_02119	Syas.g_02809
OG0000809	Syap.g_02122	Syas.g_02811
OG0000810	Syap.g_02124	Syas.g_02813
OG0000811	Syap.g_02472	Syas.g_02822
OG0000812	Syap.g_02474	Syas.g_02824
OG0000813	Syap.g_02475	Syas.g_02825
OG0000814	Syap.g_02753	Syas.g_02827
OG0000815	Syap.g_02752	Syas.g_02829
OG0000816	Syap.g_02289	Syas.g_02831
OG0000817	Syap.g_02527	Syas.g_02753
OG0000818	Syap.g_02001	Syas.g_01282
OG0000819	Syap.g_02002	Syas.g_01283
OG0000820	Syap.g_02003	Syas.g_01284
OG0000821	Syap.g_02009	Syas.g_01289
OG0000822	Syap.g_02011	Syas.g_01291
OG0000824	Syap.g_00008	Syas.g_01297
OG0000825	Syap.g_00009	Syas.g_01298
OG0000826	Syap.g_00010	Syas.g_01299
OG0000827	Syap.g_00011	Syas.g_01300
OG0000828	Syap.g_00014	Syas.g_01303
OG0000829	Syap.g_00015	Syas.g_01304
OG0000830	Syap.g_00016	Syas.g_01305
OG0000831	Syap.g_00019	Syas.g_01308
OG0000832	Syap.g_00752	Syas.g_01476
OG0000833	Syap.g_00021	Syas.g_02738
OG0000834	Syap.g_00023	Syas.g_02737
OG0000835	Syap.g_00024	Syas.g_02736
OG0000836	Syap.g_00026	Syas.g_02732
OG0000837	Syap.g_00027	Syas.g_02731
OG0000838	Syap.g_00031	Syas.g_02727
OG0000839	Syap.g_00032	Syas.g_02726
OG0000840	Syap.g_00033	Syas.g_02725
OG0000841	Syap.g_00034	Syas.g_02724
OG0000842	Syap.g_00035	Syas.g_02723
OG0000843	Syap.g_00036	Syas.g_02722
OG0000844	Syap.g_00039	Syas.g_02720
OG0000845	Syap.g_00040	Syas.g_02719
OG0000846	Syap.g_00042	Syas.g_02718
OG0000847	Syap.g_00043	Syas.g_02717
OG0000848	Syap.g_00045	Syas.g_02715
OG0000849	Syap.g_00046	Syas.g_02714
OG0000850	Syap.g_00310	Syas.g_02711
OG0000851	Syap.g_01214	Syas.g_02708
OG0000852	Syap.g_01215	Syas.g_02707
OG0000853	Syap.g_01219	Syas.g_02703
OG0000854	Syap.g_01222	Syas.g_02701
OG0000855	Syap.g_01223	Syas.g_02700
OG0000856	Syap.g_01286	Syas.g_00103
OG0000857	Syap.g_02722	Syas.g_00579
OG0000858	Syap.g_00612	Syas.g_02693
OG0000859	Syap.g_00613	Syas.g_02692
OG0000860	Syap.g_00623	Syas.g_02679
OG0000861	Syap.g_02789	Syas.g_02678
OG0000862	Syap.g_01789	Syas.g_02677
OG0000863	Syap.g_01784	Syas.g_02675
OG0000864	Syap.g_01783	Syas.g_02674
OG0000865	Syap.g_01781, Syap.g_01782	Syas.g_02673
OG0000866	Syap.g_01780	Syas.g_02672
OG0000867	Syap.g_01779	Syas.g_02671
OG0000868	Syap.g_01775	Syas.g_02667
OG0000869	Syap.g_01770	Syas.g_02662
OG0000870	Syap.g_01401	Syas.g_02657
OG0000871	Syap.g_01400	Syas.g_02656
OG0000872	Syap.g_01394	Syas.g_02650
OG0000873	Syap.g_01390	Syas.g_02647
OG0000874	Syap.g_01388	Syas.g_02645
OG0000875	Syap.g_01386	Syas.g_02644
OG0000876	Syap.g_00822	Syas.g_00280
OG0000877	Syap.g_01380	Syas.g_02603
OG0000878	Syap.g_01378	Syas.g_02602
OG0000879	Syap.g_01377	Syas.g_02601
OG0000880	Syap.g_01376	Syas.g_02600
OG0000882	Syap.g_01516	Syas.g_02591
OG0000883	Syap.g_01511	Syas.g_02586
OG0000884	Syap.g_01509	Syas.g_02584
OG0000885	Syap.g_01508	Syas.g_02583
OG0000886	Syap.g_01507	Syas.g_02582
OG0000887	Syap.g_01506	Syas.g_02581
OG0000888	Syap.g_01504	Syas.g_02579
OG0000889	Syap.g_01502	Syas.g_02577
OG0000890	Syap.g_01499	Syas.g_02574
OG0000891	Syap.g_01498	Syas.g_02573
OG0000892	Syap.g_02671	Syas.g_02571
OG0000893	Syap.g_02497	Syas.g_01677
OG0000894	Syap.g_02679	Syas.g_01667
OG0000895	Syap.g_00546	Syas.g_01663
OG0000896	Syap.g_00545	Syas.g_01662
OG0000897	Syap.g_00543	Syas.g_01660
OG0000898	Syap.g_00542	Syas.g_01659
OG0000899	Syap.g_00541	Syas.g_01658
OG0000900	Syap.g_00540	Syas.g_01657
OG0000901	Syap.g_01930	Syas.g_01652
OG0000902	Syap.g_01929	Syas.g_01651
OG0000903	Syap.g_01916	Syas.g_01637
OG0000904	Syap.g_01922	Syas.g_01642
OG0000905	Syap.g_01925	Syas.g_01647
OG0000906	Syap.g_01927	Syas.g_01649
OG0000907	Syap.g_01914	Syas.g_01635
OG0000908	Syap.g_01235	Syas.g_01632
OG0000909	Syap.g_01236	Syas.g_01631
OG0000910	Syap.g_01237	Syas.g_01630
OG0000911	Syap.g_00511	Syas.g_01628
OG0000912	Syap.g_00510	Syas.g_01627
OG0000913	Syap.g_00509	Syas.g_01626
OG0000914	Syap.g_00508	Syas.g_01625
OG0000915	Syap.g_00506	Syas.g_01623
OG0000916	Syap.g_00505	Syas.g_01622
OG0000917	Syap.g_00504	Syas.g_01621
OG0000918	Syap.g_00503	Syas.g_01620
OG0000919	Syap.g_00502	Syas.g_01619
OG0000920	Syap.g_00501	Syas.g_01618
OG0000921	Syap.g_00500	Syas.g_01617
OG0000922	Syap.g_00499	Syas.g_01616
OG0000923	Syap.g_00495	Syas.g_01612
OG0000924	Syap.g_00494	Syas.g_01611
OG0000925	Syap.g_00493	Syas.g_01610
OG0000926	Syap.g_00492	Syas.g_01609
OG0000927	Syap.g_00490	Syas.g_01607
OG0000928	Syap.g_00489	Syas.g_01606
OG0000929	Syap.g_00488	Syas.g_01605
OG0000930	Syap.g_00487	Syas.g_01604
OG0000931	Syap.g_00486	Syas.g_01603
OG0000932	Syap.g_00485	Syas.g_01602
OG0000933	Syap.g_00479	Syas.g_01596
OG0000934	Syap.g_00477	Syas.g_01594
OG0000935	Syap.g_00476	Syas.g_01593
OG0000936	Syap.g_00475	Syas.g_01592
OG0000937	Syap.g_00474	Syas.g_01591
OG0000938	Syap.g_00471	Syas.g_01588
OG0000939	Syap.g_00469	Syas.g_01587
OG0000940	Syap.g_00460	Syas.g_01580
OG0000941	Syap.g_00458	Syas.g_01578
OG0000942	Syap.g_00606	Syas.g_01576
OG0000943	Syap.g_00604	Syas.g_01575
OG0000944	Syap.g_00602	Syas.g_01573
OG0000945	Syap.g_00601	Syas.g_01572
OG0000946	Syap.g_00595	Syas.g_01565
OG0000947	Syap.g_00591	Syas.g_01562
OG0000948	Syap.g_00590	Syas.g_01561
OG0000949	Syap.g_01051	Syas.g_02213
OG0000950	Syap.g_01061	Syas.g_02197
OG0000951	Syap.g_01070	Syas.g_02190
OG0000952	Syap.g_01074	Syas.g_02186
OG0000953	Syap.g_01078	Syas.g_02182
OG0000954	Syap.g_01089	Syas.g_02174
OG0000955	Syap.g_01090	Syas.g_02173
OG0000956	Syap.g_01092	Syas.g_02171
OG0000957	Syap.g_01109	Syas.g_02158
OG0000958	Syap.g_01110	Syas.g_02157
OG0000959	Syap.g_01114	Syas.g_02154
OG0000960	Syap.g_01115	Syas.g_02153
OG0000961	Syap.g_02170	Syas.g_02345
OG0000962	Syap.g_01121	Syas.g_02146
OG0000963	Syap.g_01124	Syas.g_02143
OG0000964	Syap.g_01125	Syas.g_02142
OG0000965	Syap.g_01126	Syas.g_02141
OG0000966	Syap.g_01141	Syas.g_02112
OG0000967	Syap.g_00633	Syas.g_02108
OG0000968	Syap.g_00998	Syas.g_02106
OG0000969	Syap.g_00996	Syas.g_02104
OG0000970	Syap.g_00995	Syas.g_02103
OG0000971	Syap.g_00993	Syas.g_02101
OG0000972	Syap.g_00992	Syas.g_02100
OG0000973	Syap.g_00991	Syas.g_02099
OG0000974	Syap.g_00990	Syas.g_02098
OG0000975	Syap.g_00989	Syas.g_02097
OG0000976	Syap.g_00988	Syas.g_02096
OG0000977	Syap.g_00986	Syas.g_02094
OG0000978	Syap.g_00985	Syas.g_02093
OG0000979	Syap.g_00980	Syas.g_02090
OG0000980	Syap.g_00977	Syas.g_02087
OG0000981	Syap.g_01812	Syas.g_02084
OG0000982	Syap.g_00132	Syas.g_01882
OG0000983	Syap.g_00134	Syas.g_01883
OG0000984	Syap.g_00135	Syas.g_01884
OG0000985	Syap.g_00140	Syas.g_01888
OG0000986	Syap.g_01044	Syas.g_01891
OG0000987	Syap.g_01033	Syas.g_01897
OG0000988	Syap.g_01027	Syas.g_01902
OG0000989	Syap.g_01011	Syas.g_01908
OG0000990	Syap.g_02087	Syas.g_01937
OG0000991	Syap.g_02091	Syas.g_01939
OG0000992	Syap.g_02095	Syas.g_01943
OG0000993	Syap.g_02097	Syas.g_01945
OG0000994	Syap.g_02101	Syas.g_01948
OG0000996	Syap.g_01817	Syas.g_01977
OG0000997	Syap.g_02590	Syas.g_01993
OG0000998	Syap.g_02591	Syas.g_01995
OG0000999	Syap.g_02592	Syas.g_01996
OG0001001	Syap.g_02605	Syas.g_02006
OG0001002	Syap.g_00124	Syas.g_02014
OG0001003	Syap.g_02310	Syas.g_02016
OG0001004	Syap.g_02311	Syas.g_02017
OG0001005	Syap.g_02312	Syas.g_02018
OG0001006	Syap.g_00053	Syas.g_02032
OG0001007	Syap.g_00055	Syas.g_02034
OG0001008	Syap.g_02060	Syas.g_01496
OG0001012	Syap.g_00371	Syas.g_00152
OG0001013	Syap.g_01325	Syas.g_01866
OG0001016	Syap.g_01695	Syas.g_02517
OG0001033	Syap.g_00105	Syas.g_02239
OG0001035	Syap.g_01594	Syas.g_01704
OG0001038	Syap.g_01362	Syas.g_01751
OG0001039	Syap.g_01359	Syas.g_01754
OG0001041	Syap.g_01352	Syas.g_01761
OG0001043	Syap.g_01676	Syas.g_01817
OG0001044	Syap.g_00571	Syas.g_01542
OG0001053	Syap.g_02253	Syas.g_01250
OG0001054	Syap.g_00274	Syas.g_01231
OG0001055	Syap.g_00252	Syas.g_01210
OG0001059	Syap.g_00306	Syas.g_00791
OG0001060	Syap.g_00299	Syas.g_00797
OG0001061	Syap.g_01309	Syas.g_00816
OG0001062	Syap.g_01314	Syas.g_00819
OG0001072	Syap.g_00441	Syas.g_00844
OG0001073	Syap.g_00122, Syap.g_00455	Syas.g_00855
OG0001078	Syap.g_00896	Syas.g_00745
OG0001080	Syap.g_02505	Syas.g_00717
OG0001085	Syap.g_01953	Syas.g_00693
OG0001095	Syap.g_02725	Syas.g_00582
OG0001100	Syap.g_02369	Syas.g_00682
OG0001102	Syap.g_01258	Syas.g_00677
OG0001103	Syap.g_01256	Syas.g_00675
OG0001104	Syap.g_00171	Syas.g_00620
OG0001105	Syap.g_00175	Syas.g_00617
OG0001107	Syap.g_02015	Syas.g_00459
OG0001108	Syap.g_00119	Syas.g_00494
OG0001122	Syap.g_02766	Syas.g_00222
OG0001123	Syap.g_01872	Syas.g_00214
OG0001133	Syap.g_01292	Syas.g_00109
OG0001136	Syap.g_00230	Syas.g_01187
OG0001140	Syap.g_02134	Syas.g_01111
OG0001152	Syap.g_02447	Syas.g_01367
OG0001154	Syap.g_00013	Syas.g_01302
OG0001155	Syap.g_00750	Syas.g_01478
OG0001160	Syap.g_01217	Syas.g_02705
OG0001162	Syap.g_02366	Syas.g_02473
OG0001163	Syap.g_00609	Syas.g_02697
OG0001164	Syap.g_00614	Syas.g_02691
OG0001165	Syap.g_00619	Syas.g_02686
OG0001168	Syap.g_01372	Syas.g_02597
OG0001171	Syap.g_01505	Syas.g_02580
OG0001172	Syap.g_00547	Syas.g_01665
OG0001177	Syap.g_01920	Syas.g_01640
OG0001178	Syap.g_01786, Syap.g_01787	Syas.g_02676
OG0001179	Syap.g_00491	Syas.g_01608
OG0001180	Syap.g_00097, Syap.g_00465	Syas.g_01583
OG0001181	Syap.g_00459	Syas.g_01579
OG0001183	Syap.g_00594	Syas.g_01564
OG0001185	Syap.g_01104	Syas.g_02162
OG0001186	Syap.g_01140	Syas.g_02113
OG0001187	Syap.g_01142	Syas.g_02111
OG0001189	Syap.g_00979	Syas.g_02089
OG0001191	Syap.g_01030	Syas.g_01900
OG0001197	Syap.g_00126	Syas.g_02012
OG0001198	Syap.g_00052	Syas.g_02031
OG0001199	Syap.g_01696	Syas.g_02516
OG0001200	Syap.g_01698	Syas.g_02514
OG0001202	Syap.g_01613	Syas.g_02270
OG0001203	Syap.g_01154	Syas.g_02557
OG0001204	Syap.g_01577	Syas.g_01687
OG0001214	Syap.g_00897	Syas.g_00744
OG0001217	Syap.g_01464	Syas.g_01397, Syas.g_02493
OG0001218	Syap.g_00020	Syas.g_01309
OG0001219	Syap.g_02794	Syas.g_00399
OG0001221	Syap.g_01777	Syas.g_02669
OG0001222	Syap.g_02027	Syas.g_00448
OG0001224	Syap.g_01551	Syas.g_01015
OG0001225	Syap.g_01553	Syas.g_01017
OG0001226	Syap.g_02551	Syas.g_02506
OG0001228	Syap.g_01063	Syas.g_02195
OG0001229	Syap.g_00827	Syas.g_00285
OG0001230	Syap.g_02116	Syas.g_02806
OG0001231	Syap.g_00073	Syas.g_02050
OG0001232	Syap.g_01393	Syas.g_02649
OG0001235	Syap.g_01924	Syas.g_01646
OG0001236	Syap.g_01069	Syas.g_02191
OG0001237	Syap.g_01073	Syas.g_02187
OG0001238	Syap.g_01028	Syas.g_01901
OG0001239	Syap.g_01693, Syap.g_01692	Syas.g_02519
OG0001242	Syap.g_02227, Syap.g_02229	Syas.g_02398
OG0001243	Syap.g_02219	Syas.g_02391
OG0001244	Syap.g_02192	Syas.g_02370
OG0001246	Syap.g_01165	Syas.g_01829
OG0001246	Syap.g_00267	Syas.g_01224
OG0001249	Syap.g_00575	Syas.g_01547
OG0001250	Syap.g_01836	Syas.g_00239
OG0001251	Syap.g_01549	Syas.g_00516
OG0001251	Syap.g_01727	Syas.g_00408
OG0001253	Syap.g_01969	Syas.g_00143
OG0001255	Syap.g_02523	Syas.g_00492
OG0001256	Syap.g_01225	Syas.g_02698
OG0001257	Syap.g_00374, Syap.g_00373	Syas.g_01407
OG0001257	Syap.g_01821	Syas.g_01448
OG0001258	Syap.g_00617	Syas.g_02688
OG0001260	Syap.g_01497	Syas.g_02572
OG0001261	Syap.g_00482	Syas.g_01599
OG0001262	Syap.g_00981	Syas.g_02091
OG0001263	Syap.g_02216	Syas.g_02388
OG0001265	Syap.g_02231	Syas.g_02399
OG0001266	Syap.g_01618	Syas.g_02266
OG0001267	Syap.g_01360	Syas.g_01753
OG0001268	Syap.g_00563	Syas.g_01535
OG0001270	Syap.g_02056	Syas.g_01499
OG0001271	Syap.g_02759	Syas.g_01336
OG0001272	Syap.g_02250	Syas.g_01247
OG0001274	Syap.g_01897	Syas.g_01849
OG0001275	Syap.g_02694	Syas.g_00554
OG0001276	Syap.g_01873	Syas.g_00215
OG0001277	Syap.g_01293	Syas.g_00110
OG0001278	Syap.g_02438	Syas.g_01074
OG0001279	Syap.g_02663	Syas.g_02792
OG0001282	Syap.g_01701	Syas.g_01262
OG0001284	Syap.g_00047	Syas.g_02713
OG0001286	Syap.g_00467	Syas.g_01585
OG0001287	Syap.g_00418	Syas.g_00136
OG0001288	Syap.g_01123	Syas.g_02144
OG0001289	Syap.g_02365	Syas.g_02474
OG0001291	Syap.g_02207	Syas.g_02378
OG0001292	Syap.g_01583	Syas.g_01693
OG0001297	Syap.g_00255	Syas.g_01213
OG0001299	Syap.g_01959	Syas.g_00700
OG0001303	Syap.g_02795	Syas.g_00400
OG0001304	Syap.g_00536	Syas.g_00199
OG0001305	Syap.g_01562	Syas.g_01027
OG0001306	Syap.g_00245	Syas.g_01202
OG0001307	Syap.g_00403	Syas.g_01923
OG0001308	Syap.g_02751, Syap.g_02750	Syas.g_02830
OG0001310	Syap.g_01774	Syas.g_02666
OG0001311	Syap.g_01871	Syas.g_00213
OG0001312	Syap.g_01735	Syas.g_00414
OG0001314	Syap.g_00330, Syap.g_00391	Syas.g_01925
OG0001315	Syap.g_00596	Syas.g_01566
OG0001318	Syap.g_01596, Syap.g_01597	Syas.g_01706
OG0001319	Syap.g_02338	Syas.g_01736
OG0001323	Syap.g_00757	Syas.g_00006
OG0001326	Syap.g_02646	Syas.g_01960, Syas.g_01961
OG0001333	Syap.g_01373	Syas.g_02598
OG0001336	Syap.g_02602	Syas.g_02003
OG0001337	Syap.g_00576	Syas.g_01548
OG0001345	Syap.g_01877, Syap.g_02776	Syas.g_01132
OG0001346	Syap.g_01484	Syas.g_02853
OG0001347	Syap.g_02536	Syas.g_01950
OG0001348	Syap.g_00938	Syas.g_00119
OG0001349	Syap.g_01264, Syap.g_00851	Syas.g_02643
OG0001351	Syap.g_01996	Syas.g_01280
OG0001353	Syap.g_01849	Syas.g_00228
OG0001358	Syap.g_00942	Syas.g_00122
OG0001360	Syap.g_01881, Syap.g_02778	Syas.g_01130
OG0001361	Syap.g_01792	Syas.g_01135
OG0001364	Syap.g_01052	Syas.g_02212
OG0001365	Syap.g_00138	Syas.g_01886
OG0001366	Syap.g_01399	Syas.g_02655
OG0001371	Syap.g_02544	Syas.g_02499
OG0001373	Syap.g_02647	Syas.g_01959
OG0001374	Syap.g_01829, Syap.g_01830	Syas.g_01968
