Orthogroup	Syap	Pral
OG0000588	Syap.g_00776	Pral.g_00469
OG0000589	Syap.g_00941	Pral.g_00466
OG0000590	Syap.g_00940	Pral.g_00465
OG0000591	Syap.g_01289	Pral.g_00462
OG0000592	Syap.g_01288	Pral.g_00461
OG0000593	Syap.g_00890	Pral.g_01433
OG0000594	Syap.g_00891	Pral.g_01434
OG0000595	Syap.g_00892	Pral.g_01435
OG0000596	Syap.g_00898	Pral.g_01439
OG0000597	Syap.g_00903	Pral.g_01441
OG0000598	Syap.g_00904	Pral.g_01442
OG0000599	Syap.g_00908	Pral.g_01445
OG0000600	Syap.g_00909	Pral.g_01446
OG0000601	Syap.g_00910	Pral.g_01447
OG0000602	Syap.g_00640	Pral.g_01449
OG0000603	Syap.g_00641	Pral.g_01450
OG0000604	Syap.g_02769	Pral.g_01451
OG0000605	Syap.g_02501, Syap.g_02771	Pral.g_01452
OG0000606	Syap.g_02506	Pral.g_01455
OG0000607	Syap.g_00093	Pral.g_01458
OG0000608	Syap.g_00094	Pral.g_01459
OG0000609	Syap.g_00096	Pral.g_01460
OG0000610	Syap.g_01963	Pral.g_01466
OG0000611	Syap.g_01958	Pral.g_01469
OG0000612	Syap.g_01957	Pral.g_01470
OG0000613	Syap.g_02480	Pral.g_01769
OG0000615	Syap.g_00154	Pral.g_01737
OG0000616	Syap.g_00127	Pral.g_00399
OG0000617	Syap.g_00513	Pral.g_01723
OG0000618	Syap.g_00514	Pral.g_01722
OG0000619	Syap.g_00515	Pral.g_01721
OG0000620	Syap.g_00520	Pral.g_01718
OG0000621	Syap.g_00521	Pral.g_01717
OG0000622	Syap.g_00523	Pral.g_01716
OG0000623	Syap.g_00526	Pral.g_01715
OG0000624	Syap.g_00527	Pral.g_01713
OG0000625	Syap.g_00528	Pral.g_01712
OG0000626	Syap.g_00529	Pral.g_01711
OG0000627	Syap.g_00848	Pral.g_01709
OG0000628	Syap.g_00850	Pral.g_01708
OG0000629	Syap.g_02334	Pral.g_01707
OG0000630	Syap.g_02793	Pral.g_01704
OG0000631	Syap.g_01724	Pral.g_01658
OG0000632	Syap.g_01725	Pral.g_01657
OG0000633	Syap.g_01726	Pral.g_01656
OG0000634	Syap.g_00190	Pral.g_01484
OG0000635	Syap.g_00191	Pral.g_01485
OG0000636	Syap.g_00193	Pral.g_01487
OG0000637	Syap.g_00195	Pral.g_01489
OG0000638	Syap.g_00196	Pral.g_01490
OG0000639	Syap.g_00197	Pral.g_01491
OG0000640	Syap.g_00198	Pral.g_01492
OG0000641	Syap.g_00203	Pral.g_01496
OG0000642	Syap.g_02732	Pral.g_01497
OG0000643	Syap.g_02731	Pral.g_01498
OG0000644	Syap.g_02730	Pral.g_01499
OG0000645	Syap.g_02726	Pral.g_01500
OG0000646	Syap.g_02723	Pral.g_01502
OG0000647	Syap.g_02721	Pral.g_01504
OG0000648	Syap.g_02719	Pral.g_01506
OG0000649	Syap.g_02718	Pral.g_01507
OG0000650	Syap.g_02717	Pral.g_01508
OG0000651	Syap.g_02716	Pral.g_01509
OG0000652	Syap.g_02715	Pral.g_01510
OG0000653	Syap.g_02713	Pral.g_01512
OG0000654	Syap.g_02711	Pral.g_01513
OG0000655	Syap.g_02710	Pral.g_01514
OG0000656	Syap.g_02706	Pral.g_01517
OG0000657	Syap.g_01845	Pral.g_01524
OG0000658	Syap.g_01841	Pral.g_01525
OG0000659	Syap.g_01840	Pral.g_01526
OG0000660	Syap.g_01835	Pral.g_01530
OG0000662	Syap.g_00823	Pral.g_01534
OG0000663	Syap.g_00826	Pral.g_01536
OG0000664	Syap.g_00828	Pral.g_01537
OG0000665	Syap.g_02331	Pral.g_01543
OG0000666	Syap.g_01573	Pral.g_01544
OG0000667	Syap.g_01979	Pral.g_01548
OG0000668	Syap.g_02765	Pral.g_01820
OG0000669	Syap.g_02371	Pral.g_01809
OG0000670	Syap.g_02368	Pral.g_01806
OG0000671	Syap.g_01260	Pral.g_01804
OG0000672	Syap.g_01257	Pral.g_01801
OG0000673	Syap.g_01253	Pral.g_01798
OG0000674	Syap.g_01251	Pral.g_01796
OG0000675	Syap.g_01250	Pral.g_01795
OG0000676	Syap.g_01248	Pral.g_01793
OG0000677	Syap.g_01246	Pral.g_01792
OG0000678	Syap.g_01239	Pral.g_01790
OG0000679	Syap.g_00157	Pral.g_01786
OG0000680	Syap.g_00158	Pral.g_01785
OG0000681	Syap.g_00163	Pral.g_01782
OG0000682	Syap.g_00165	Pral.g_01781
OG0000683	Syap.g_00166	Pral.g_01780
OG0000684	Syap.g_00169	Pral.g_01778
OG0000685	Syap.g_00172	Pral.g_01776
OG0000686	Syap.g_00173	Pral.g_01775
OG0000687	Syap.g_00174	Pral.g_01774
OG0000688	Syap.g_00178	Pral.g_01474
OG0000689	Syap.g_00180	Pral.g_01475
OG0000690	Syap.g_00181	Pral.g_01476
OG0000691	Syap.g_00182	Pral.g_01477
OG0000692	Syap.g_00184	Pral.g_01479
OG0000693	Syap.g_00185	Pral.g_01480
OG0000694	Syap.g_00186	Pral.g_01481
OG0000695	Syap.g_01729	Pral.g_01654
OG0000696	Syap.g_01730	Pral.g_01653
OG0000697	Syap.g_01734	Pral.g_01652
OG0000698	Syap.g_01737	Pral.g_01649
OG0000699	Syap.g_01738	Pral.g_01647
OG0000700	Syap.g_01739	Pral.g_01646
OG0000701	Syap.g_01740	Pral.g_01645
OG0000702	Syap.g_01747	Pral.g_01643
OG0000703	Syap.g_01750	Pral.g_01642
OG0000704	Syap.g_01753	Pral.g_01640
OG0000705	Syap.g_02022	Pral.g_01634
OG0000706	Syap.g_02020	Pral.g_01633
OG0000707	Syap.g_02019	Pral.g_01632
OG0000708	Syap.g_02016	Pral.g_01630
OG0000709	Syap.g_00121	Pral.g_01626
OG0000711	Syap.g_02686	Pral.g_01579
OG0000712	Syap.g_02688	Pral.g_01580
OG0000713	Syap.g_02689	Pral.g_01581
OG0000714	Syap.g_02691	Pral.g_01582
OG0000715	Syap.g_02693	Pral.g_01584
OG0000716	Syap.g_02696	Pral.g_01586
OG0000717	Syap.g_02697	Pral.g_01587
OG0000718	Syap.g_02701	Pral.g_01590
OG0000719	Syap.g_02767	Pral.g_01592
OG0000720	Syap.g_02780	Pral.g_01603
OG0000721	Syap.g_02782	Pral.g_01607
OG0000722	Syap.g_02783	Pral.g_01608
OG0000723	Syap.g_00532	Pral.g_01575
OG0000725	Syap.g_01559	Pral.g_01560
OG0000726	Syap.g_01560	Pral.g_01559
OG0000727	Syap.g_01561	Pral.g_01558
OG0000728	Syap.g_01564	Pral.g_01556
OG0000729	Syap.g_01122	Pral.g_01311
OG0000730	Syap.g_00572	Pral.g_01324
OG0000731	Syap.g_00560	Pral.g_00692
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Pral.g_00348
OG0000733	Syap.g_01971	Pral.g_00077
OG0000734	Syap.g_02628	Pral.g_01351
OG0000735	Syap.g_00244	Pral.g_01353
OG0000736	Syap.g_00243	Pral.g_01354
OG0000737	Syap.g_00242	Pral.g_01355
OG0000738	Syap.g_00236	Pral.g_01359
OG0000739	Syap.g_00235	Pral.g_01360
OG0000740	Syap.g_00234	Pral.g_01361
OG0000741	Syap.g_00231	Pral.g_01363
OG0000742	Syap.g_00229	Pral.g_01366
OG0000743	Syap.g_00226	Pral.g_01368
OG0000744	Syap.g_00225	Pral.g_01369
OG0000745	Syap.g_00222	Pral.g_01370
OG0000746	Syap.g_00220	Pral.g_01372
OG0000747	Syap.g_00219	Pral.g_01373
OG0000748	Syap.g_00212	Pral.g_01378
OG0000749	Syap.g_00211	Pral.g_01379
OG0000750	Syap.g_00210	Pral.g_01380
OG0000751	Syap.g_00205	Pral.g_01383
OG0000752	Syap.g_01793	Pral.g_01385
OG0000753	Syap.g_02775	Pral.g_01388
OG0000754	Syap.g_01883	Pral.g_01391
OG0000755	Syap.g_01893	Pral.g_01399
OG0000757	Syap.g_00427	Pral.g_01406
OG0000758	Syap.g_00428	Pral.g_01407
OG0000759	Syap.g_00429	Pral.g_01408
OG0000760	Syap.g_00430	Pral.g_01409
OG0000761	Syap.g_00431	Pral.g_01410
OG0000762	Syap.g_00434	Pral.g_01411
OG0000763	Syap.g_02624	Pral.g_01413
OG0000764	Syap.g_02623	Pral.g_01414
OG0000765	Syap.g_02440	Pral.g_01423
OG0000766	Syap.g_02439	Pral.g_01424
OG0000767	Syap.g_02437	Pral.g_01426
OG0000768	Syap.g_02436	Pral.g_01427
OG0000769	Syap.g_02434	Pral.g_01429
OG0000770	Syap.g_02431	Pral.g_00456
OG0000772	Syap.g_02295	Pral.g_01893
OG0000773	Syap.g_00885	Pral.g_01290
OG0000774	Syap.g_01473	Pral.g_01288
OG0000775	Syap.g_01475	Pral.g_01286
OG0000776	Syap.g_01476	Pral.g_01285
OG0000777	Syap.g_01478	Pral.g_01284
OG0000778	Syap.g_01479	Pral.g_01283
OG0000779	Syap.g_01494	Pral.g_01279
OG0000780	Syap.g_01496	Pral.g_01278
OG0000781	Syap.g_02609	Pral.g_01275
OG0000782	Syap.g_02611	Pral.g_01274
OG0000783	Syap.g_02612	Pral.g_01273
OG0000784	Syap.g_02613	Pral.g_01272
OG0000785	Syap.g_02281	Pral.g_01270
OG0000786	Syap.g_02287	Pral.g_01267
OG0000787	Syap.g_02288	Pral.g_01266
OG0000788	Syap.g_01932	Pral.g_00440
OG0000789	Syap.g_00372	Pral.g_01060
OG0000791	Syap.g_02520	Pral.g_01215
OG0000792	Syap.g_02519	Pral.g_01214
OG0000793	Syap.g_02141	Pral.g_01211
OG0000794	Syap.g_02200	Pral.g_01210
OG0000795	Syap.g_02199	Pral.g_01209
OG0000796	Syap.g_02448	Pral.g_01205
OG0000797	Syap.g_02449	Pral.g_01204
OG0000799	Syap.g_02488	Pral.g_01184
OG0000800	Syap.g_02487	Pral.g_01183
OG0000801	Syap.g_02486	Pral.g_01182
OG0000802	Syap.g_02659	Pral.g_01180
OG0000803	Syap.g_02109	Pral.g_01178
OG0000804	Syap.g_02113	Pral.g_01177
OG0000805	Syap.g_02115	Pral.g_01175
OG0000806	Syap.g_02117	Pral.g_01173
OG0000807	Syap.g_02118	Pral.g_01172
OG0000808	Syap.g_02119	Pral.g_01171
OG0000809	Syap.g_02122	Pral.g_01167
OG0000810	Syap.g_02124	Pral.g_01166
OG0000811	Syap.g_02472	Pral.g_01158
OG0000812	Syap.g_02474	Pral.g_01156
OG0000813	Syap.g_02475	Pral.g_01155
OG0000814	Syap.g_02753	Pral.g_01153
OG0000815	Syap.g_02752	Pral.g_01152
OG0000816	Syap.g_02289	Pral.g_01150
OG0000817	Syap.g_02527	Pral.g_01149
OG0000818	Syap.g_02001	Pral.g_01144
OG0000819	Syap.g_02002	Pral.g_01143
OG0000820	Syap.g_02003	Pral.g_01142
OG0000821	Syap.g_02009	Pral.g_01137
OG0000822	Syap.g_02011	Pral.g_01136
OG0000824	Syap.g_00008	Pral.g_01132
OG0000825	Syap.g_00009	Pral.g_01131
OG0000826	Syap.g_00010	Pral.g_01130
OG0000827	Syap.g_00011	Pral.g_01129
OG0000828	Syap.g_00014	Pral.g_01126
OG0000829	Syap.g_00015	Pral.g_01125
OG0000830	Syap.g_00016	Pral.g_01124
OG0000831	Syap.g_00019	Pral.g_01122
OG0000832	Syap.g_00752	Pral.g_01110
OG0000833	Syap.g_00021	Pral.g_01101
OG0000834	Syap.g_00023	Pral.g_01100
OG0000835	Syap.g_00024	Pral.g_01099
OG0000836	Syap.g_00026	Pral.g_01098
OG0000837	Syap.g_00027	Pral.g_01097
OG0000838	Syap.g_00031	Pral.g_01094
OG0000839	Syap.g_00032	Pral.g_01093
OG0000840	Syap.g_00033	Pral.g_01092
OG0000841	Syap.g_00034	Pral.g_01091
OG0000842	Syap.g_00035	Pral.g_01090
OG0000843	Syap.g_00036	Pral.g_01089
OG0000844	Syap.g_00039	Pral.g_01088
OG0000845	Syap.g_00040	Pral.g_01087
OG0000846	Syap.g_00042	Pral.g_01086
OG0000847	Syap.g_00043	Pral.g_01085
OG0000848	Syap.g_00045	Pral.g_01084
OG0000849	Syap.g_00046	Pral.g_01083
OG0000850	Syap.g_00310	Pral.g_01081
OG0000851	Syap.g_01214	Pral.g_01080
OG0000852	Syap.g_01215	Pral.g_01079
OG0000853	Syap.g_01219	Pral.g_01074
OG0000854	Syap.g_01222	Pral.g_01072
OG0000855	Syap.g_01223	Pral.g_01071
OG0000856	Syap.g_01286	Pral.g_01058
OG0000857	Syap.g_02722	Pral.g_01503
OG0000858	Syap.g_00612	Pral.g_00100
OG0000859	Syap.g_00613	Pral.g_00101
OG0000860	Syap.g_00623	Pral.g_00109
OG0000861	Syap.g_02789	Pral.g_00110
OG0000862	Syap.g_01789	Pral.g_00111
OG0000863	Syap.g_01784	Pral.g_00113
OG0000864	Syap.g_01783	Pral.g_00114
OG0000865	Syap.g_01781, Syap.g_01782	Pral.g_00115
OG0000866	Syap.g_01780	Pral.g_00116
OG0000867	Syap.g_01779	Pral.g_00117
OG0000868	Syap.g_01775	Pral.g_00119
OG0000869	Syap.g_01770	Pral.g_00122
OG0000870	Syap.g_01401	Pral.g_00127
OG0000871	Syap.g_01400	Pral.g_00128
OG0000872	Syap.g_01394	Pral.g_00129
OG0000873	Syap.g_01390	Pral.g_00132
OG0000874	Syap.g_01388	Pral.g_00135
OG0000875	Syap.g_01386	Pral.g_00136
OG0000876	Syap.g_00822	Pral.g_00137
OG0000877	Syap.g_01380	Pral.g_00139
OG0000878	Syap.g_01378	Pral.g_00140
OG0000879	Syap.g_01377	Pral.g_00141
OG0000880	Syap.g_01376	Pral.g_00142
OG0000882	Syap.g_01516	Pral.g_00151
OG0000883	Syap.g_01511	Pral.g_00154
OG0000884	Syap.g_01509	Pral.g_00156
OG0000885	Syap.g_01508	Pral.g_00157
OG0000886	Syap.g_01507	Pral.g_00158
OG0000887	Syap.g_01506	Pral.g_00159
OG0000888	Syap.g_01504	Pral.g_00161
OG0000889	Syap.g_01502	Pral.g_00163
OG0000890	Syap.g_01499	Pral.g_00164
OG0000891	Syap.g_01498	Pral.g_00165
OG0000892	Syap.g_02671	Pral.g_00167
OG0000893	Syap.g_02497	Pral.g_00170
OG0000894	Syap.g_02679	Pral.g_00173
OG0000895	Syap.g_00546	Pral.g_00177
OG0000896	Syap.g_00545	Pral.g_00178
OG0000897	Syap.g_00543	Pral.g_00180
OG0000898	Syap.g_00542	Pral.g_00181
OG0000899	Syap.g_00541	Pral.g_00182
OG0000900	Syap.g_00540	Pral.g_00183
OG0000901	Syap.g_01930	Pral.g_00187
OG0000902	Syap.g_01929	Pral.g_00189
OG0000903	Syap.g_01916	Pral.g_00193
OG0000904	Syap.g_01922	Pral.g_00198
OG0000905	Syap.g_01925	Pral.g_00191
OG0000906	Syap.g_01927	Pral.g_00190
OG0000907	Syap.g_01914	Pral.g_00200
OG0000908	Syap.g_01235	Pral.g_00203
OG0000909	Syap.g_01236	Pral.g_00204
OG0000910	Syap.g_01237	Pral.g_00205
OG0000911	Syap.g_00511	Pral.g_00207
OG0000912	Syap.g_00510	Pral.g_00208
OG0000913	Syap.g_00509	Pral.g_00209
OG0000914	Syap.g_00508	Pral.g_00210
OG0000915	Syap.g_00506	Pral.g_00211
OG0000916	Syap.g_00505	Pral.g_00212
OG0000917	Syap.g_00504	Pral.g_00213
OG0000918	Syap.g_00503	Pral.g_00214
OG0000919	Syap.g_00502	Pral.g_00215
OG0000920	Syap.g_00501	Pral.g_00216
OG0000921	Syap.g_00500	Pral.g_00217
OG0000922	Syap.g_00499	Pral.g_00218
OG0000923	Syap.g_00495	Pral.g_00222
OG0000924	Syap.g_00494	Pral.g_00223
OG0000925	Syap.g_00493	Pral.g_00224
OG0000926	Syap.g_00492	Pral.g_00225
OG0000927	Syap.g_00490	Pral.g_00227
OG0000928	Syap.g_00489	Pral.g_00228
OG0000929	Syap.g_00488	Pral.g_00229
OG0000930	Syap.g_00487	Pral.g_00230
OG0000931	Syap.g_00486	Pral.g_00232
OG0000932	Syap.g_00485	Pral.g_01190
OG0000933	Syap.g_00479	Pral.g_00236
OG0000934	Syap.g_00477	Pral.g_00238
OG0000935	Syap.g_00476	Pral.g_00239
OG0000936	Syap.g_00475	Pral.g_00240
OG0000937	Syap.g_00474	Pral.g_00241
OG0000938	Syap.g_00471	Pral.g_00244
OG0000939	Syap.g_00469	Pral.g_00245
OG0000940	Syap.g_00460	Pral.g_00252
OG0000941	Syap.g_00458	Pral.g_00254
OG0000942	Syap.g_00606	Pral.g_00256
OG0000943	Syap.g_00604	Pral.g_00257
OG0000944	Syap.g_00602	Pral.g_00259
OG0000945	Syap.g_00601	Pral.g_00260
OG0000946	Syap.g_00595	Pral.g_00266
OG0000947	Syap.g_00591	Pral.g_00268
OG0000948	Syap.g_00590	Pral.g_00269
OG0000949	Syap.g_01051	Pral.g_00272
OG0000950	Syap.g_01061	Pral.g_00278
OG0000951	Syap.g_01070	Pral.g_00282
OG0000952	Syap.g_01074	Pral.g_00286
OG0000953	Syap.g_01078	Pral.g_00290
OG0000954	Syap.g_01089	Pral.g_00294
OG0000955	Syap.g_01090	Pral.g_00295
OG0000956	Syap.g_01092	Pral.g_00297
OG0000957	Syap.g_01109	Pral.g_00303
OG0000958	Syap.g_01110	Pral.g_00304
OG0000959	Syap.g_01114	Pral.g_00308
OG0000960	Syap.g_01115	Pral.g_00309
OG0000961	Syap.g_02170	Pral.g_00312
OG0000962	Syap.g_01121	Pral.g_00314
OG0000963	Syap.g_01124	Pral.g_00318
OG0000964	Syap.g_01125	Pral.g_00319
OG0000965	Syap.g_01126	Pral.g_00320
OG0000966	Syap.g_01141	Pral.g_00326
OG0000967	Syap.g_00633	Pral.g_00330
OG0000968	Syap.g_00998	Pral.g_00332
OG0000969	Syap.g_00996	Pral.g_00333
OG0000970	Syap.g_00995	Pral.g_00334
OG0000971	Syap.g_00993	Pral.g_00335
OG0000972	Syap.g_00992	Pral.g_00336
OG0000973	Syap.g_00991	Pral.g_00337
OG0000974	Syap.g_00990	Pral.g_00338
OG0000975	Syap.g_00989	Pral.g_00339
OG0000976	Syap.g_00988	Pral.g_00340
OG0000977	Syap.g_00986	Pral.g_00341
OG0000978	Syap.g_00985	Pral.g_00342
OG0000979	Syap.g_00980	Pral.g_00345
OG0000980	Syap.g_00977	Pral.g_00347
OG0000981	Syap.g_01812	Pral.g_00350
OG0000982	Syap.g_00132	Pral.g_00352
OG0000983	Syap.g_00134	Pral.g_00353
OG0000984	Syap.g_00135	Pral.g_00354
OG0000985	Syap.g_00140	Pral.g_00357
OG0000986	Syap.g_01044	Pral.g_00359
OG0000987	Syap.g_01033	Pral.g_00360
OG0000988	Syap.g_01027	Pral.g_00363
OG0000989	Syap.g_01011	Pral.g_00367
OG0000990	Syap.g_02087	Pral.g_00373
OG0000991	Syap.g_02091	Pral.g_00374
OG0000992	Syap.g_02095	Pral.g_00377
OG0000993	Syap.g_02097	Pral.g_00378
OG0000994	Syap.g_02101	Pral.g_00379
OG0000996	Syap.g_01817	Pral.g_00384
OG0000997	Syap.g_02590	Pral.g_00386
OG0000998	Syap.g_02591	Pral.g_00388
OG0000999	Syap.g_02592	Pral.g_00389
OG0001001	Syap.g_02605	Pral.g_00396
OG0001002	Syap.g_00124	Pral.g_00401
OG0001003	Syap.g_02310	Pral.g_00402
OG0001004	Syap.g_02311	Pral.g_00403
OG0001005	Syap.g_02312	Pral.g_00404
OG0001006	Syap.g_00053	Pral.g_00408
OG0001007	Syap.g_00055	Pral.g_00410
OG0001008	Syap.g_02060	Pral.g_00657
OG0001012	Syap.g_00371	Pral.g_01001
OG0001013	Syap.g_01325	Pral.g_00994
OG0001016	Syap.g_01695	Pral.g_00974
OG0001033	Syap.g_00105	Pral.g_00836
OG0001035	Syap.g_01594	Pral.g_00784
OG0001038	Syap.g_01362	Pral.g_00761
OG0001039	Syap.g_01359	Pral.g_00758
OG0001040	Syap.g_01356	Pral.g_00755
OG0001041	Syap.g_01352	Pral.g_00751
OG0001043	Syap.g_01676	Pral.g_00733
OG0001044	Syap.g_00571	Pral.g_00699
OG0001053	Syap.g_02253	Pral.g_00608
OG0001055	Syap.g_00252	Pral.g_00573
OG0001059	Syap.g_00306	Pral.g_00537
OG0001060	Syap.g_00299	Pral.g_00530
OG0001061	Syap.g_01309	Pral.g_00514
OG0001062	Syap.g_01314	Pral.g_00512
OG0001072	Syap.g_00441	Pral.g_00499
OG0001073	Syap.g_00122, Syap.g_00455	Pral.g_00485
OG0001078	Syap.g_00896	Pral.g_01437
OG0001080	Syap.g_02505	Pral.g_01454
OG0001085	Syap.g_01953	Pral.g_01772
OG0001094	Syap.g_00187	Pral.g_01482
OG0001095	Syap.g_02725	Pral.g_01501
OG0001096	Syap.g_02709	Pral.g_01515
OG0001100	Syap.g_02369	Pral.g_01807
OG0001102	Syap.g_01258	Pral.g_01802
OG0001103	Syap.g_01256	Pral.g_01800
OG0001104	Syap.g_00171	Pral.g_01777
OG0001105	Syap.g_00175	Pral.g_01773
OG0001107	Syap.g_02015	Pral.g_01629
OG0001108	Syap.g_00119	Pral.g_01625
OG0001122	Syap.g_02766	Pral.g_01593
OG0001123	Syap.g_01872	Pral.g_01598
OG0001133	Syap.g_01292	Pral.g_01314
OG0001136	Syap.g_00230	Pral.g_01364
OG0001137	Syap.g_00213	Pral.g_01377
OG0001152	Syap.g_02447	Pral.g_01206
OG0001154	Syap.g_00013	Pral.g_01127
OG0001155	Syap.g_00750	Pral.g_01108
OG0001160	Syap.g_01217	Pral.g_01076
OG0001163	Syap.g_00609	Pral.g_00098
OG0001164	Syap.g_00614	Pral.g_00102
OG0001165	Syap.g_00619	Pral.g_00105
OG0001168	Syap.g_01372	Pral.g_00145
OG0001171	Syap.g_01505	Pral.g_00160
OG0001172	Syap.g_00547	Pral.g_00175
OG0001177	Syap.g_01920	Pral.g_00196
OG0001178	Syap.g_01786, Syap.g_01787	Pral.g_00112
OG0001179	Syap.g_00491	Pral.g_00226
OG0001180	Syap.g_00097, Syap.g_00465	Pral.g_00249
OG0001181	Syap.g_00459	Pral.g_00253
OG0001183	Syap.g_00594	Pral.g_00267
OG0001185	Syap.g_01104	Pral.g_00300
OG0001186	Syap.g_01140	Pral.g_00324
OG0001187	Syap.g_01142	Pral.g_00327
OG0001188	Syap.g_00634	Pral.g_00329
OG0001189	Syap.g_00979	Pral.g_00346
OG0001191	Syap.g_01030	Pral.g_00361
OG0001192	Syap.g_01021	Pral.g_00366
OG0001197	Syap.g_00126	Pral.g_00400
OG0001198	Syap.g_00052	Pral.g_00407
OG0001200	Syap.g_01698	Pral.g_00971
OG0001203	Syap.g_01154	Pral.g_00802
OG0001214	Syap.g_00897	Pral.g_01438
OG0001217	Syap.g_01464	Pral.g_00023
OG0001218	Syap.g_00020	Pral.g_01308
OG0001219	Syap.g_02794	Pral.g_01660
OG0001221	Syap.g_01777	Pral.g_01788
OG0001222	Syap.g_02027	Pral.g_01605
OG0001224	Syap.g_01551	Pral.g_01565
OG0001225	Syap.g_01553	Pral.g_01563
OG0001226	Syap.g_02551	Pral.g_01320, Pral.g_00967
OG0001228	Syap.g_01063	Pral.g_01421
OG0001229	Syap.g_00827	Pral.g_01299
OG0001230	Syap.g_02116	Pral.g_01174
OG0001232	Syap.g_01393	Pral.g_00130
OG0001235	Syap.g_01924	Pral.g_00192
OG0001236	Syap.g_01069	Pral.g_00281
OG0001237	Syap.g_01073	Pral.g_00285
OG0001238	Syap.g_01028	Pral.g_00362
OG0001239	Syap.g_01693, Syap.g_01692	Pral.g_00976
OG0001242	Syap.g_02227, Syap.g_02229	Pral.g_00926
OG0001243	Syap.g_02219	Pral.g_00919
OG0001244	Syap.g_02192	Pral.g_00904
OG0001246	Syap.g_01165, Syap.g_00267	Pral.g_00016, Pral.g_00586
OG0001248	Syap.g_00423	Pral.g_01756
OG0001249	Syap.g_00575	Pral.g_00701
OG0001250	Syap.g_01836	Pral.g_01529
OG0001251	Syap.g_01549, Syap.g_01727	Pral.g_01819
OG0001253	Syap.g_01969	Pral.g_01032
OG0001256	Syap.g_01225	Pral.g_01069
OG0001258	Syap.g_00617	Pral.g_00103
OG0001260	Syap.g_01497	Pral.g_00166
OG0001261	Syap.g_00482	Pral.g_00234
OG0001262	Syap.g_00981	Pral.g_00344
OG0001263	Syap.g_02216	Pral.g_00917
OG0001265	Syap.g_02231	Pral.g_00927
OG0001266	Syap.g_01618	Pral.g_00841
OG0001267	Syap.g_01360	Pral.g_00759
OG0001268	Syap.g_00563	Pral.g_00693
OG0001270	Syap.g_02056	Pral.g_00660
OG0001271	Syap.g_02759	Pral.g_00620
OG0001272	Syap.g_02250	Pral.g_00605
OG0001274	Syap.g_01897	Pral.g_00818
OG0001275	Syap.g_02694	Pral.g_01585
OG0001276	Syap.g_01873	Pral.g_01597
OG0001277	Syap.g_01293	Pral.g_01703
OG0001278	Syap.g_02438	Pral.g_01425
OG0001279	Syap.g_02663	Pral.g_00024
OG0001282	Syap.g_01701	Pral.g_01221
OG0001284	Syap.g_00047	Pral.g_01082
OG0001286	Syap.g_00467	Pral.g_00247
OG0001287	Syap.g_00418	Pral.g_00307
OG0001288	Syap.g_01123	Pral.g_00317
OG0001289	Syap.g_02365	Pral.g_00960
OG0001291	Syap.g_02207	Pral.g_00909
OG0001292	Syap.g_01583	Pral.g_00791
OG0001297	Syap.g_00255	Pral.g_00576
OG0001299	Syap.g_01959	Pral.g_01468
OG0001304	Syap.g_00536	Pral.g_01577
OG0001305	Syap.g_01562	Pral.g_01557
OG0001306	Syap.g_00245	Pral.g_01352
OG0001307	Syap.g_00403	Pral.g_01238
OG0001308	Syap.g_02751, Syap.g_02750	Pral.g_01151
OG0001310	Syap.g_01774	Pral.g_00120
OG0001311	Syap.g_01871	Pral.g_01599
OG0001312	Syap.g_01735	Pral.g_01651
OG0001315	Syap.g_00596	Pral.g_01326
OG0001318	Syap.g_01596, Syap.g_01597	Pral.g_00782
OG0001319	Syap.g_02338	Pral.g_00766
OG0001323	Syap.g_00757	Pral.g_00570
OG0001332	Syap.g_01548	Pral.g_01112
OG0001333	Syap.g_01373	Pral.g_00144
OG0001336	Syap.g_02602	Pral.g_00395
OG0001337	Syap.g_00576	Pral.g_00707
OG0001345	Syap.g_01877, Syap.g_02776	Pral.g_01389
OG0001346	Syap.g_01484	Pral.g_01280
OG0001348	Syap.g_00938	Pral.g_01303
OG0001351	Syap.g_01996	Pral.g_00634
OG0001353	Syap.g_01849	Pral.g_01520
OG0001358	Syap.g_00942	Pral.g_00467
OG0001361	Syap.g_01792	Pral.g_01386
OG0001364	Syap.g_01052	Pral.g_00273
OG0001365	Syap.g_00138	Pral.g_00355
OG0001368	Syap.g_01576	Pral.g_01899, Pral.g_01702
OG0001371	Syap.g_02544, Syap.g_02545	Pral.g_01763
OG0001379	Syap.g_01474	Pral.g_01287
OG0001394	Syap.g_00159	Pral.g_01784
OG0001398	Syap.g_02356	Pral.g_01710
OG0001401	Syap.g_01844	Pral.g_01672
OG0001415	Syap.g_00447, Syap.g_00446	Pral.g_00810
OG0001418	Syap.g_00221	Pral.g_01757
OG0001425	Syap.g_01024	Pral.g_00365
OG0001434	Syap.g_00167	Pral.g_01779
OG0001435	Syap.g_01259	Pral.g_01803
OG0001437	Syap.g_00448	Pral.g_00811
OG0001438	Syap.g_01346, Syap.g_01630	Pral.g_00745
OG0001441	Syap.g_02749	Pral.g_00568
OG0001443	Syap.g_01006	Pral.g_01300
OG0001452	Syap.g_01590	Pral.g_01817
OG0001453	Syap.g_02687	Pral.g_00989
OG0001461	Syap.g_02707	Pral.g_00457
OG0001487	Syap.g_00699	Pral.g_01120
OG0001489	Syap.g_00603	Pral.g_00258
OG0001495	Syap.g_01921	Pral.g_00197
