Orthogroup	Syap	Syad
OG0000603	Syap.g_00641	Syad.g_02134
OG0000604	Syap.g_02769	Syad.g_02131
OG0000605	Syap.g_02501, Syap.g_02771	Syad.g_02026
OG0000606	Syap.g_02506	Syad.g_01567
OG0000607	Syap.g_00093	Syad.g_01571
OG0000608	Syap.g_00094	Syad.g_01572
OG0000609	Syap.g_00096	Syad.g_01574
OG0000610	Syap.g_01963	Syad.g_01589
OG0000611	Syap.g_01958	Syad.g_01592
OG0000612	Syap.g_01957	Syad.g_01593
OG0000613	Syap.g_02480	Syad.g_00457
OG0000615	Syap.g_00154	Syad.g_01948
OG0000616	Syap.g_00127	Syad.g_00145
OG0000617	Syap.g_00513	Syad.g_01810
OG0000618	Syap.g_00514	Syad.g_01809
OG0000619	Syap.g_00515	Syad.g_01808
OG0000620	Syap.g_00520	Syad.g_01803
OG0000621	Syap.g_00521	Syad.g_01802
OG0000622	Syap.g_00523	Syad.g_01801
OG0000623	Syap.g_00526	Syad.g_01800
OG0000624	Syap.g_00527	Syad.g_01798
OG0000625	Syap.g_00528	Syad.g_01797
OG0000626	Syap.g_00529	Syad.g_01796
OG0000627	Syap.g_00848	Syad.g_01640
OG0000628	Syap.g_00850	Syad.g_01641
OG0000629	Syap.g_02334	Syad.g_01644
OG0000630	Syap.g_02793	Syad.g_01648
OG0000631	Syap.g_01724	Syad.g_01658
OG0000632	Syap.g_01725	Syad.g_01659
OG0000633	Syap.g_01726	Syad.g_01660
OG0000634	Syap.g_00190	Syad.g_01893
OG0000635	Syap.g_00191	Syad.g_01892
OG0000636	Syap.g_00193	Syad.g_01890
OG0000637	Syap.g_00195	Syad.g_01888
OG0000638	Syap.g_00196	Syad.g_01887
OG0000639	Syap.g_00197	Syad.g_01886
OG0000640	Syap.g_00198	Syad.g_01885
OG0000641	Syap.g_00203	Syad.g_01881
OG0000642	Syap.g_02732	Syad.g_01880
OG0000643	Syap.g_02731	Syad.g_01878
OG0000644	Syap.g_02730	Syad.g_01877
OG0000645	Syap.g_02726	Syad.g_01875
OG0000646	Syap.g_02723	Syad.g_01872
OG0000647	Syap.g_02721	Syad.g_01870
OG0000648	Syap.g_02719	Syad.g_01860
OG0000649	Syap.g_02718	Syad.g_01859
OG0000650	Syap.g_02717	Syad.g_01858
OG0000651	Syap.g_02716	Syad.g_01857
OG0000652	Syap.g_02715	Syad.g_01856
OG0000653	Syap.g_02713	Syad.g_01850
OG0000654	Syap.g_02711	Syad.g_01849
OG0000655	Syap.g_02710	Syad.g_01848
OG0000656	Syap.g_02706	Syad.g_01845
OG0000657	Syap.g_01845	Syad.g_01240
OG0000658	Syap.g_01841	Syad.g_01231
OG0000659	Syap.g_01840	Syad.g_01230
OG0000660	Syap.g_01835	Syad.g_01226
OG0000662	Syap.g_00823	Syad.g_01222
OG0000663	Syap.g_00826	Syad.g_01219
OG0000664	Syap.g_00828	Syad.g_01209
OG0000665	Syap.g_02331	Syad.g_02115
OG0000666	Syap.g_01573	Syad.g_02027
OG0000667	Syap.g_01979	Syad.g_00612
OG0000668	Syap.g_02765	Syad.g_01688
OG0000669	Syap.g_02371	Syad.g_01606
OG0000670	Syap.g_02368	Syad.g_01609
OG0000671	Syap.g_01260	Syad.g_01611
OG0000672	Syap.g_01257	Syad.g_01615
OG0000673	Syap.g_01253	Syad.g_01618
OG0000674	Syap.g_01251	Syad.g_01620
OG0000675	Syap.g_01250	Syad.g_01633
OG0000676	Syap.g_01248	Syad.g_01635
OG0000677	Syap.g_01246	Syad.g_01636
OG0000678	Syap.g_01239	Syad.g_01957
OG0000679	Syap.g_00157	Syad.g_01922
OG0000680	Syap.g_00158	Syad.g_01921
OG0000681	Syap.g_00163	Syad.g_01919
OG0000682	Syap.g_00165	Syad.g_01918
OG0000683	Syap.g_00166	Syad.g_01917
OG0000684	Syap.g_00169	Syad.g_01912
OG0000685	Syap.g_00172	Syad.g_01910
OG0000686	Syap.g_00173	Syad.g_01909
OG0000687	Syap.g_00174	Syad.g_01908
OG0000688	Syap.g_00178	Syad.g_01904
OG0000689	Syap.g_00180	Syad.g_01902
OG0000690	Syap.g_00181	Syad.g_01901
OG0000691	Syap.g_00182	Syad.g_01900
OG0000692	Syap.g_00184	Syad.g_01899
OG0000693	Syap.g_00185	Syad.g_01897
OG0000694	Syap.g_00186	Syad.g_01896
OG0000695	Syap.g_01729	Syad.g_01662
OG0000696	Syap.g_01730	Syad.g_01663
OG0000697	Syap.g_01734	Syad.g_01789
OG0000698	Syap.g_01737	Syad.g_01786
OG0000699	Syap.g_01738	Syad.g_01785
OG0000700	Syap.g_01739	Syad.g_01784
OG0000701	Syap.g_01740	Syad.g_01783
OG0000702	Syap.g_01747	Syad.g_01775
OG0000703	Syap.g_01750	Syad.g_01774
OG0000704	Syap.g_01753	Syad.g_01772
OG0000705	Syap.g_02022	Syad.g_01765
OG0000706	Syap.g_02020	Syad.g_01764
OG0000707	Syap.g_02019	Syad.g_01763
OG0000708	Syap.g_02016	Syad.g_01760
OG0000709	Syap.g_00121	Syad.g_01745
OG0000711	Syap.g_02686	Syad.g_01710
OG0000712	Syap.g_02688	Syad.g_01708
OG0000713	Syap.g_02689	Syad.g_01707
OG0000714	Syap.g_02691	Syad.g_01705
OG0000715	Syap.g_02693	Syad.g_01703
OG0000716	Syap.g_02696	Syad.g_01697
OG0000717	Syap.g_02697	Syad.g_01696
OG0000718	Syap.g_02701	Syad.g_01692
OG0000719	Syap.g_02767	Syad.g_01690
OG0000720	Syap.g_02780	Syad.g_01677
OG0000721	Syap.g_02782	Syad.g_01675
OG0000722	Syap.g_02783	Syad.g_01674
OG0000723	Syap.g_00532	Syad.g_01791
OG0000725	Syap.g_01559	Syad.g_01293
OG0000726	Syap.g_01560	Syad.g_01294
OG0000727	Syap.g_01561	Syad.g_01295
OG0000728	Syap.g_01564	Syad.g_01297
OG0000729	Syap.g_01122	Syad.g_00331
OG0000730	Syap.g_00572	Syad.g_00758
OG0000731	Syap.g_00560	Syad.g_00770
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Syad.g_00214
OG0000733	Syap.g_01971	Syad.g_00028
OG0000734	Syap.g_02628	Syad.g_02809
OG0000735	Syap.g_00244	Syad.g_01120
OG0000736	Syap.g_00243	Syad.g_01121
OG0000737	Syap.g_00242	Syad.g_01122
OG0000738	Syap.g_00236	Syad.g_01127
OG0000739	Syap.g_00235	Syad.g_01145
OG0000740	Syap.g_00234	Syad.g_01146
OG0000741	Syap.g_00231	Syad.g_01149
OG0000742	Syap.g_00229	Syad.g_01151
OG0000743	Syap.g_00226	Syad.g_01153
OG0000744	Syap.g_00225	Syad.g_01154
OG0000745	Syap.g_00222	Syad.g_01156
OG0000746	Syap.g_00220	Syad.g_01158
OG0000747	Syap.g_00219	Syad.g_01159
OG0000748	Syap.g_00212	Syad.g_01170
OG0000749	Syap.g_00211	Syad.g_01173
OG0000750	Syap.g_00210	Syad.g_01174
OG0000751	Syap.g_00205	Syad.g_01182
OG0000752	Syap.g_01793	Syad.g_01184
OG0000753	Syap.g_02775	Syad.g_01187
OG0000754	Syap.g_01883	Syad.g_01516
OG0000755	Syap.g_01893	Syad.g_01504
OG0000757	Syap.g_00427	Syad.g_01487
OG0000758	Syap.g_00428	Syad.g_01486
OG0000759	Syap.g_00429	Syad.g_01485
OG0000760	Syap.g_00430	Syad.g_01484
OG0000761	Syap.g_00431	Syad.g_01480
OG0000762	Syap.g_00434	Syad.g_01474
OG0000763	Syap.g_02624	Syad.g_01468
OG0000764	Syap.g_02623	Syad.g_01467
OG0000765	Syap.g_02440	Syad.g_01447
OG0000766	Syap.g_02439	Syad.g_01446
OG0000767	Syap.g_02437	Syad.g_01444
OG0000768	Syap.g_02436	Syad.g_01443
OG0000769	Syap.g_02434	Syad.g_01441
OG0000770	Syap.g_02431	Syad.g_01437
OG0000772	Syap.g_02295	Syad.g_02078
OG0000773	Syap.g_00885	Syad.g_01114
OG0000774	Syap.g_01473	Syad.g_02396
OG0000775	Syap.g_01475	Syad.g_02398
OG0000776	Syap.g_01476	Syad.g_02399
OG0000777	Syap.g_01478	Syad.g_02400
OG0000778	Syap.g_01479	Syad.g_02401
OG0000779	Syap.g_01494	Syad.g_02407
OG0000780	Syap.g_01496	Syad.g_02411
OG0000781	Syap.g_02609	Syad.g_02415
OG0000782	Syap.g_02611	Syad.g_02416
OG0000783	Syap.g_02612	Syad.g_02418
OG0000784	Syap.g_02613	Syad.g_02419
OG0000785	Syap.g_02281	Syad.g_02421
OG0000786	Syap.g_02287	Syad.g_01101
OG0000787	Syap.g_02288	Syad.g_01100
OG0000788	Syap.g_01932	Syad.g_02139
OG0000789	Syap.g_00372	Syad.g_01982
OG0000791	Syap.g_02520	Syad.g_00885
OG0000792	Syap.g_02519	Syad.g_00884
OG0000793	Syap.g_02141	Syad.g_00879
OG0000794	Syap.g_02200	Syad.g_00878
OG0000795	Syap.g_02199	Syad.g_00877
OG0000796	Syap.g_02448	Syad.g_00871
OG0000797	Syap.g_02449	Syad.g_00870
OG0000798	Syap.g_01363	Syad.g_00525
OG0000799	Syap.g_02488	Syad.g_02243
OG0000800	Syap.g_02487	Syad.g_02245
OG0000801	Syap.g_02486	Syad.g_02246
OG0000802	Syap.g_02659	Syad.g_02251
OG0000803	Syap.g_02109	Syad.g_02255
OG0000804	Syap.g_02113	Syad.g_02260
OG0000805	Syap.g_02115	Syad.g_02266
OG0000806	Syap.g_02117	Syad.g_02267
OG0000807	Syap.g_02118	Syad.g_02269
OG0000808	Syap.g_02119	Syad.g_02270
OG0000809	Syap.g_02122	Syad.g_02273
OG0000810	Syap.g_02124	Syad.g_02274
OG0000811	Syap.g_02472	Syad.g_02283
OG0000812	Syap.g_02474	Syad.g_02285
OG0000813	Syap.g_02475	Syad.g_02286
OG0000814	Syap.g_02753	Syad.g_02288
OG0000815	Syap.g_02752	Syad.g_02289
OG0000816	Syap.g_02289	Syad.g_02290
OG0000817	Syap.g_02527	Syad.g_02291
OG0000818	Syap.g_02001	Syad.g_02297
OG0000819	Syap.g_02002	Syad.g_02298
OG0000820	Syap.g_02003	Syad.g_02299
OG0000821	Syap.g_02009	Syad.g_02305
OG0000822	Syap.g_02011	Syad.g_02307
OG0000824	Syap.g_00008	Syad.g_02314
OG0000825	Syap.g_00009	Syad.g_02315
OG0000826	Syap.g_00010	Syad.g_02316
OG0000827	Syap.g_00011	Syad.g_02317
OG0000828	Syap.g_00014	Syad.g_02320
OG0000829	Syap.g_00015	Syad.g_02321
OG0000830	Syap.g_00016	Syad.g_02322
OG0000831	Syap.g_00019	Syad.g_02325
OG0000832	Syap.g_00752	Syad.g_02538
OG0000833	Syap.g_00021	Syad.g_02550
OG0000834	Syap.g_00023	Syad.g_02552
OG0000835	Syap.g_00024	Syad.g_02553
OG0000836	Syap.g_00026	Syad.g_02557
OG0000837	Syap.g_00027	Syad.g_02561
OG0000838	Syap.g_00031	Syad.g_02565
OG0000839	Syap.g_00032	Syad.g_02566
OG0000840	Syap.g_00033	Syad.g_02567
OG0000841	Syap.g_00034	Syad.g_02568
OG0000842	Syap.g_00035	Syad.g_02569
OG0000843	Syap.g_00036	Syad.g_02570
OG0000844	Syap.g_00039	Syad.g_02577
OG0000845	Syap.g_00040	Syad.g_02578
OG0000846	Syap.g_00042	Syad.g_02579
OG0000847	Syap.g_00043	Syad.g_02580
OG0000848	Syap.g_00045	Syad.g_02582
OG0000849	Syap.g_00046	Syad.g_02583
OG0000850	Syap.g_00310	Syad.g_02586
OG0000851	Syap.g_01214	Syad.g_02592
OG0000852	Syap.g_01215	Syad.g_02593
OG0000853	Syap.g_01219	Syad.g_02597
OG0000854	Syap.g_01222	Syad.g_02606
OG0000855	Syap.g_01223	Syad.g_02607
OG0000856	Syap.g_01286	Syad.g_02166
OG0000857	Syap.g_02722	Syad.g_01871
OG0000858	Syap.g_00612	Syad.g_02613
OG0000859	Syap.g_00613	Syad.g_02614
OG0000860	Syap.g_00623	Syad.g_02625
OG0000861	Syap.g_02789	Syad.g_02626
OG0000862	Syap.g_01789	Syad.g_02628
OG0000863	Syap.g_01784	Syad.g_02631
OG0000864	Syap.g_01783	Syad.g_02632
OG0000865	Syap.g_01781, Syap.g_01782	Syad.g_02633
OG0000866	Syap.g_01780	Syad.g_02634
OG0000867	Syap.g_01779	Syad.g_02635
OG0000868	Syap.g_01775	Syad.g_02637
OG0000869	Syap.g_01770	Syad.g_02643
OG0000870	Syap.g_01401	Syad.g_02648
OG0000871	Syap.g_01400	Syad.g_02649
OG0000872	Syap.g_01394	Syad.g_02657
OG0000873	Syap.g_01390	Syad.g_02660
OG0000874	Syap.g_01388	Syad.g_02655
OG0000875	Syap.g_01386	Syad.g_02662
OG0000876	Syap.g_00822	Syad.g_03003
OG0000877	Syap.g_01380	Syad.g_02480
OG0000878	Syap.g_01378	Syad.g_02481
OG0000879	Syap.g_01377	Syad.g_02482
OG0000880	Syap.g_01376	Syad.g_02483
OG0000882	Syap.g_01516	Syad.g_02494
OG0000883	Syap.g_01511	Syad.g_02497
OG0000884	Syap.g_01509	Syad.g_02499
OG0000885	Syap.g_01508	Syad.g_02500
OG0000886	Syap.g_01507	Syad.g_02501
OG0000887	Syap.g_01506	Syad.g_02502
OG0000888	Syap.g_01504	Syad.g_02504
OG0000889	Syap.g_01502	Syad.g_02506
OG0000890	Syap.g_01499	Syad.g_02512
OG0000891	Syap.g_01498	Syad.g_02513
OG0000892	Syap.g_02671	Syad.g_02517
OG0000893	Syap.g_02497	Syad.g_00589
OG0000894	Syap.g_02679	Syad.g_00592
OG0000895	Syap.g_00546	Syad.g_00596
OG0000896	Syap.g_00545	Syad.g_00597
OG0000897	Syap.g_00543	Syad.g_00599
OG0000898	Syap.g_00542	Syad.g_00600
OG0000899	Syap.g_00541	Syad.g_00601
OG0000900	Syap.g_00540	Syad.g_00602
OG0000901	Syap.g_01930	Syad.g_00607
OG0000902	Syap.g_01929	Syad.g_00609
OG0000903	Syap.g_01916	Syad.g_00645
OG0000904	Syap.g_01922	Syad.g_00640
OG0000905	Syap.g_01925	Syad.g_00632
OG0000906	Syap.g_01927	Syad.g_00630
OG0000907	Syap.g_01914	Syad.g_00648
OG0000908	Syap.g_01235	Syad.g_00651
OG0000909	Syap.g_01236	Syad.g_00652
OG0000910	Syap.g_01237	Syad.g_00653
OG0000911	Syap.g_00511	Syad.g_00655
OG0000912	Syap.g_00510	Syad.g_00656
OG0000913	Syap.g_00509	Syad.g_00657
OG0000914	Syap.g_00508	Syad.g_00658
OG0000915	Syap.g_00506	Syad.g_00660
OG0000916	Syap.g_00505	Syad.g_00661
OG0000917	Syap.g_00504	Syad.g_00662
OG0000918	Syap.g_00503	Syad.g_00663
OG0000919	Syap.g_00502	Syad.g_00664
OG0000920	Syap.g_00501	Syad.g_00665
OG0000921	Syap.g_00500	Syad.g_00666
OG0000922	Syap.g_00499	Syad.g_00667
OG0000923	Syap.g_00495	Syad.g_00671
OG0000924	Syap.g_00494	Syad.g_00672
OG0000925	Syap.g_00493	Syad.g_00673
OG0000926	Syap.g_00492	Syad.g_00674
OG0000927	Syap.g_00490	Syad.g_00676
OG0000928	Syap.g_00489	Syad.g_00677
OG0000929	Syap.g_00488	Syad.g_00678
OG0000930	Syap.g_00487	Syad.g_00679
OG0000931	Syap.g_00486	Syad.g_00680
OG0000932	Syap.g_00485	Syad.g_00681
OG0000933	Syap.g_00479	Syad.g_00687
OG0000934	Syap.g_00477	Syad.g_00689
OG0000935	Syap.g_00476	Syad.g_00690
OG0000936	Syap.g_00475	Syad.g_00691
OG0000937	Syap.g_00474	Syad.g_00692
OG0000938	Syap.g_00471	Syad.g_00695
OG0000939	Syap.g_00469	Syad.g_00696
OG0000940	Syap.g_00460	Syad.g_00703
OG0000941	Syap.g_00458	Syad.g_00705
OG0000942	Syap.g_00606	Syad.g_00707
OG0000943	Syap.g_00604	Syad.g_00708
OG0000944	Syap.g_00602	Syad.g_00710
OG0000945	Syap.g_00601	Syad.g_00711
OG0000946	Syap.g_00595	Syad.g_00716
OG0000947	Syap.g_00591	Syad.g_00719
OG0000948	Syap.g_00590	Syad.g_00720
OG0000949	Syap.g_01051	Syad.g_00432
OG0000950	Syap.g_01061	Syad.g_00418
OG0000951	Syap.g_01070	Syad.g_00411
OG0000952	Syap.g_01074	Syad.g_00375
OG0000953	Syap.g_01078	Syad.g_00369
OG0000954	Syap.g_01089	Syad.g_00364
OG0000955	Syap.g_01090	Syad.g_00363
OG0000956	Syap.g_01092	Syad.g_00361
OG0000957	Syap.g_01109	Syad.g_00350
OG0000958	Syap.g_01110	Syad.g_00349
OG0000959	Syap.g_01114	Syad.g_00345
OG0000960	Syap.g_01115	Syad.g_00344
OG0000961	Syap.g_02170	Syad.g_00335
OG0000962	Syap.g_01121	Syad.g_00332
OG0000963	Syap.g_01124	Syad.g_00325
OG0000964	Syap.g_01125	Syad.g_00324
OG0000965	Syap.g_01126	Syad.g_00323
OG0000966	Syap.g_01141	Syad.g_00246
OG0000967	Syap.g_00633	Syad.g_00234
OG0000968	Syap.g_00998	Syad.g_00243
OG0000969	Syap.g_00996	Syad.g_00240
OG0000970	Syap.g_00995	Syad.g_00239
OG0000971	Syap.g_00993	Syad.g_00229
OG0000972	Syap.g_00992	Syad.g_00228
OG0000973	Syap.g_00991	Syad.g_00227
OG0000974	Syap.g_00990	Syad.g_00226
OG0000975	Syap.g_00989	Syad.g_00225
OG0000976	Syap.g_00988	Syad.g_00224
OG0000977	Syap.g_00986	Syad.g_00222
OG0000978	Syap.g_00985	Syad.g_00221
OG0000979	Syap.g_00980	Syad.g_00218
OG0000980	Syap.g_00977	Syad.g_00215
OG0000981	Syap.g_01812	Syad.g_00212
OG0000982	Syap.g_00132	Syad.g_03035
OG0000983	Syap.g_00134	Syad.g_03036
OG0000984	Syap.g_00135	Syad.g_03037
OG0000985	Syap.g_00140	Syad.g_03039
OG0000986	Syap.g_01044	Syad.g_03049
OG0000987	Syap.g_01033	Syad.g_00002
OG0000988	Syap.g_01027	Syad.g_00008
OG0000989	Syap.g_01011	Syad.g_00020
OG0000990	Syap.g_02087	Syad.g_00061
OG0000991	Syap.g_02091	Syad.g_00064
OG0000992	Syap.g_02095	Syad.g_00067
OG0000993	Syap.g_02097	Syad.g_00069
OG0000994	Syap.g_02101	Syad.g_00071
OG0000996	Syap.g_01817	Syad.g_00121
OG0000997	Syap.g_02590	Syad.g_00128
OG0000998	Syap.g_02591	Syad.g_00130
OG0000999	Syap.g_02592	Syad.g_00131
OG0001001	Syap.g_02605	Syad.g_00141
OG0001002	Syap.g_00124	Syad.g_00148
OG0001003	Syap.g_02310	Syad.g_00150
OG0001004	Syap.g_02311	Syad.g_00151
OG0001005	Syap.g_02312	Syad.g_00152
OG0001006	Syap.g_00053	Syad.g_00160
OG0001007	Syap.g_00055	Syad.g_00162
OG0001008	Syap.g_02060	Syad.g_02449
OG0001012	Syap.g_00371	Syad.g_03030
OG0001013	Syap.g_01325	Syad.g_03011
OG0001016	Syap.g_01695	Syad.g_02734
OG0001033	Syap.g_00105	Syad.g_02956
OG0001035	Syap.g_01594	Syad.g_00559
OG0001039	Syap.g_01359	Syad.g_00522
OG0001040	Syap.g_01356	Syad.g_00519
OG0001041	Syap.g_01352	Syad.g_00514
OG0001043	Syap.g_01676	Syad.g_00481
OG0001044	Syap.g_00571	Syad.g_00760
OG0001054	Syap.g_00274	Syad.g_00925
OG0001055	Syap.g_00252	Syad.g_00946
OG0001059	Syap.g_00306	Syad.g_01018
OG0001060	Syap.g_00299	Syad.g_01025
OG0001061	Syap.g_01309	Syad.g_01047
OG0001062	Syap.g_01314	Syad.g_01049
OG0001072	Syap.g_00441	Syad.g_01070
OG0001073	Syap.g_00122, Syap.g_00455	Syad.g_01090
OG0001078	Syap.g_00896	Syad.g_02151
OG0001080	Syap.g_02505	Syad.g_02008
OG0001085	Syap.g_01953	Syad.g_01596
OG0001094	Syap.g_00187	Syad.g_01895
OG0001095	Syap.g_02725	Syad.g_01874
OG0001096	Syap.g_02709	Syad.g_01847
OG0001100	Syap.g_02369	Syad.g_01608
OG0001102	Syap.g_01258	Syad.g_01613
OG0001103	Syap.g_01256	Syad.g_01616
OG0001104	Syap.g_00171	Syad.g_01911
OG0001105	Syap.g_00175	Syad.g_01907
OG0001107	Syap.g_02015	Syad.g_01759
OG0001108	Syap.g_00119	Syad.g_01744
OG0001122	Syap.g_02766	Syad.g_01689
OG0001123	Syap.g_01872	Syad.g_01682
OG0001133	Syap.g_01292	Syad.g_02172
OG0001136	Syap.g_00230	Syad.g_01150
OG0001137	Syap.g_00213	Syad.g_01169
OG0001140	Syap.g_02134	Syad.g_01490
OG0001152	Syap.g_02447	Syad.g_00872
OG0001154	Syap.g_00013	Syad.g_02319
OG0001155	Syap.g_00750	Syad.g_02540
OG0001160	Syap.g_01217	Syad.g_02595
OG0001162	Syap.g_02366	Syad.g_01844
OG0001163	Syap.g_00609	Syad.g_02610
OG0001164	Syap.g_00614	Syad.g_02616
OG0001165	Syap.g_00619	Syad.g_02621
OG0001168	Syap.g_01372	Syad.g_02488
OG0001171	Syap.g_01505	Syad.g_02503
OG0001172	Syap.g_00547	Syad.g_00594
OG0001177	Syap.g_01920	Syad.g_00641
OG0001178	Syap.g_01786, Syap.g_01787	Syad.g_02629
OG0001179	Syap.g_00491	Syad.g_00675
OG0001180	Syap.g_00097, Syap.g_00465	Syad.g_00700
OG0001181	Syap.g_00459	Syad.g_00704
OG0001183	Syap.g_00594	Syad.g_00717
OG0001185	Syap.g_01104	Syad.g_00354
OG0001186	Syap.g_01140	Syad.g_00247
OG0001187	Syap.g_01142	Syad.g_00245
OG0001188	Syap.g_00634	Syad.g_00238
OG0001189	Syap.g_00979	Syad.g_00217
OG0001192	Syap.g_01021	Syad.g_00013
OG0001197	Syap.g_00126	Syad.g_00146
OG0001198	Syap.g_00052	Syad.g_00159
OG0001199	Syap.g_01696	Syad.g_02735
OG0001200	Syap.g_01698	Syad.g_02737
OG0001202	Syap.g_01613	Syad.g_02945
OG0001203	Syap.g_01154	Syad.g_00821
OG0001204	Syap.g_01577	Syad.g_00577
OG0001214	Syap.g_00897	Syad.g_02150
OG0001218	Syap.g_00020	Syad.g_02328
OG0001219	Syap.g_02794	Syad.g_01653
OG0001221	Syap.g_01777	Syad.g_01950
OG0001222	Syap.g_02027	Syad.g_01770
OG0001224	Syap.g_01551	Syad.g_01286
OG0001225	Syap.g_01553	Syad.g_01288
OG0001226	Syap.g_02551	Syad.g_02100
OG0001228	Syap.g_01063	Syad.g_02460
OG0001229	Syap.g_00827	Syad.g_01314
OG0001231	Syap.g_00073	Syad.g_00179
OG0001232	Syap.g_01393	Syad.g_02658
OG0001235	Syap.g_01924	Syad.g_00633
OG0001236	Syap.g_01069	Syad.g_00412
OG0001237	Syap.g_01073	Syad.g_00376
OG0001238	Syap.g_01028	Syad.g_00007
OG0001239	Syap.g_01693, Syap.g_01692	Syad.g_02732
OG0001242	Syap.g_02227, Syap.g_02229	Syad.g_02827
OG0001243	Syap.g_02219	Syad.g_02841
OG0001244	Syap.g_02192	Syad.g_02873
OG0001246	Syap.g_01165, Syap.g_00267	Syad.g_00933
OG0001248	Syap.g_00423	Syad.g_01843
OG0001249	Syap.g_00575	Syad.g_00756
OG0001250	Syap.g_01836	Syad.g_01227
OG0001251	Syap.g_01549, Syap.g_01727	Syad.g_00083
OG0001253	Syap.g_01969	Syad.g_02037
OG0001255	Syap.g_02523	Syad.g_02224
OG0001256	Syap.g_01225	Syad.g_02609
OG0001257	Syap.g_00374, Syap.g_00373, Syap.g_01821	Syad.g_02210
OG0001258	Syap.g_00617	Syad.g_02619
OG0001260	Syap.g_01497	Syad.g_02514
OG0001261	Syap.g_00482	Syad.g_00684
OG0001262	Syap.g_00981	Syad.g_00219
OG0001263	Syap.g_02216	Syad.g_02844
OG0001265	Syap.g_02231	Syad.g_02825
OG0001266	Syap.g_01618	Syad.g_02949
OG0001267	Syap.g_01360	Syad.g_00523
OG0001268	Syap.g_00563	Syad.g_00767
OG0001270	Syap.g_02056	Syad.g_02453
OG0001271	Syap.g_02759	Syad.g_02356
OG0001272	Syap.g_02250	Syad.g_00910
OG0001274	Syap.g_01897	Syad.g_02988
OG0001275	Syap.g_02694	Syad.g_01699
OG0001276	Syap.g_01873	Syad.g_01683
OG0001277	Syap.g_01293	Syad.g_00127
OG0001278	Syap.g_02438	Syad.g_01445
OG0001279	Syap.g_02663	Syad.g_02248
OG0001282	Syap.g_01701	Syad.g_00890
OG0001284	Syap.g_00047	Syad.g_02585
OG0001286	Syap.g_00467	Syad.g_00698
OG0001287	Syap.g_00418	Syad.g_00346
OG0001288	Syap.g_01123	Syad.g_00326
OG0001289	Syap.g_02365	Syad.g_02767
OG0001291	Syap.g_02207	Syad.g_02854
OG0001292	Syap.g_01583	Syad.g_00572
OG0001297	Syap.g_00255	Syad.g_00943
OG0001299	Syap.g_01959	Syad.g_01591
OG0001303	Syap.g_02795	Syad.g_01655
OG0001304	Syap.g_00536	Syad.g_01669
OG0001305	Syap.g_01562	Syad.g_01296
OG0001306	Syap.g_00245	Syad.g_01119
OG0001307	Syap.g_00403	Syad.g_00626
OG0001310	Syap.g_01774	Syad.g_02638
OG0001311	Syap.g_01871	Syad.g_01681
OG0001312	Syap.g_01735	Syad.g_01788
OG0001315	Syap.g_00596	Syad.g_00715
OG0001318	Syap.g_01596, Syap.g_01597	Syad.g_00557
OG0001323	Syap.g_00757	Syad.g_00953
OG0001326	Syap.g_02646	Syad.g_00092
OG0001332	Syap.g_01548	Syad.g_02535
OG0001333	Syap.g_01373	Syad.g_02487
OG0001336	Syap.g_02602	Syad.g_00139
OG0001337	Syap.g_00576	Syad.g_00750
OG0001345	Syap.g_01877, Syap.g_02776	Syad.g_01188
OG0001346	Syap.g_01484	Syad.g_02406
OG0001347	Syap.g_02536	Syad.g_00454
OG0001348	Syap.g_00938	Syad.g_01250
OG0001349	Syap.g_01264, Syap.g_00851	Syad.g_02663
OG0001353	Syap.g_01849	Syad.g_01244
OG0001358	Syap.g_00942	Syad.g_02179
OG0001360	Syap.g_01881, Syap.g_02778	Syad.g_01191
OG0001361	Syap.g_01792	Syad.g_01185
OG0001364	Syap.g_01052	Syad.g_00431
OG0001366	Syap.g_01399	Syad.g_02650
OG0001368	Syap.g_01576	Syad.g_00578
OG0001373	Syap.g_02647	Syad.g_00091
OG0001374	Syap.g_01829, Syap.g_01830	Syad.g_00099
OG0001376	Syap.g_01991	Syad.g_00015
OG0001377	Syap.g_01992	Syad.g_00014
OG0001378	Syap.g_02055	Syad.g_02454
OG0001379	Syap.g_01474	Syad.g_02397
OG0001385	Syap.g_02650	Syad.g_00088
OG0001386	Syap.g_02649	Syad.g_00089
OG0001387	Syap.g_02648	Syad.g_00090
OG0001388	Syap.g_02645	Syad.g_00093
OG0001389	Syap.g_02644	Syad.g_00094
OG0001390	Syap.g_02643	Syad.g_00095
OG0001391	Syap.g_01833	Syad.g_00096
OG0001392	Syap.g_01832	Syad.g_00097
OG0001393	Syap.g_01831	Syad.g_00098
OG0001394	Syap.g_00159	Syad.g_01920
OG0001395	Syap.g_00531	Syad.g_01792
OG0001396	Syap.g_02537	Syad.g_00455
OG0001398	Syap.g_02356	Syad.g_01977
OG0001401	Syap.g_01844	Syad.g_01233
OG0001408	Syap.g_01862	Syad.g_01431
OG0001411	Syap.g_00853	Syad.g_00372
OG0001412	Syap.g_02535	Syad.g_00307, Syad.g_00453
OG0001420	Syap.g_02736	Syad.g_00963
OG0001425	Syap.g_01024	Syad.g_00012
OG0001428	Syap.g_01196	Syad.g_02906
OG0001432	Syap.g_01967	Syad.g_01382
OG0001433	Syap.g_00790	Syad.g_01253, Syad.g_01252
