Orthogroup	Syap	Prao
OG0000593	Syap.g_00890	Prao.g_00071
OG0000594	Syap.g_00891	Prao.g_00072
OG0000595	Syap.g_00892	Prao.g_00073
OG0000596	Syap.g_00898	Prao.g_00077
OG0000597	Syap.g_00903	Prao.g_00079
OG0000598	Syap.g_00904	Prao.g_00080
OG0000599	Syap.g_00908	Prao.g_00083
OG0000600	Syap.g_00909	Prao.g_00084
OG0000601	Syap.g_00910	Prao.g_00085
OG0000602	Syap.g_00640	Prao.g_00087
OG0000603	Syap.g_00641	Prao.g_00088
OG0000604	Syap.g_02769	Prao.g_00089
OG0000605	Syap.g_02501, Syap.g_02771	Prao.g_00090
OG0000606	Syap.g_02506	Prao.g_00093
OG0000607	Syap.g_00093	Prao.g_00096
OG0000608	Syap.g_00094	Prao.g_00097
OG0000609	Syap.g_00096	Prao.g_00098
OG0000610	Syap.g_01963	Prao.g_00103
OG0000611	Syap.g_01958	Prao.g_00106
OG0000612	Syap.g_01957	Prao.g_00107
OG0000613	Syap.g_02480	Prao.g_00112
OG0000615	Syap.g_00154	Prao.g_00138
OG0000616	Syap.g_00127	Prao.g_00142
OG0000617	Syap.g_00513	Prao.g_00654
OG0000618	Syap.g_00514	Prao.g_00655
OG0000619	Syap.g_00515	Prao.g_00656
OG0000620	Syap.g_00520	Prao.g_00659
OG0000621	Syap.g_00521	Prao.g_00660
OG0000622	Syap.g_00523	Prao.g_00661
OG0000623	Syap.g_00526	Prao.g_00662
OG0000624	Syap.g_00527	Prao.g_00663
OG0000625	Syap.g_00528	Prao.g_00664
OG0000626	Syap.g_00529	Prao.g_00665
OG0000627	Syap.g_00848	Prao.g_00666
OG0000628	Syap.g_00850	Prao.g_00667
OG0000629	Syap.g_02334	Prao.g_00668
OG0000630	Syap.g_02793	Prao.g_00671
OG0000631	Syap.g_01724	Prao.g_00732
OG0000632	Syap.g_01725	Prao.g_00733
OG0000633	Syap.g_01726	Prao.g_00734
OG0000634	Syap.g_00190	Prao.g_00737
OG0000635	Syap.g_00191	Prao.g_00738
OG0000636	Syap.g_00193	Prao.g_00740
OG0000637	Syap.g_00195	Prao.g_00742
OG0000638	Syap.g_00196	Prao.g_00743
OG0000639	Syap.g_00197	Prao.g_00744
OG0000640	Syap.g_00198	Prao.g_00745
OG0000641	Syap.g_00203	Prao.g_00749
OG0000642	Syap.g_02732	Prao.g_00750
OG0000643	Syap.g_02731	Prao.g_00751
OG0000644	Syap.g_02730	Prao.g_00752
OG0000645	Syap.g_02726	Prao.g_00753
OG0000646	Syap.g_02723	Prao.g_00755
OG0000647	Syap.g_02721	Prao.g_00756
OG0000648	Syap.g_02719	Prao.g_00758
OG0000649	Syap.g_02718	Prao.g_00759
OG0000650	Syap.g_02717	Prao.g_00760
OG0000651	Syap.g_02716	Prao.g_00761
OG0000652	Syap.g_02715	Prao.g_00762
OG0000653	Syap.g_02713	Prao.g_00764
OG0000654	Syap.g_02711	Prao.g_00765
OG0000655	Syap.g_02710	Prao.g_00766
OG0000656	Syap.g_02706	Prao.g_00769
OG0000657	Syap.g_01845	Prao.g_00777
OG0000658	Syap.g_01841	Prao.g_00778
OG0000659	Syap.g_01840	Prao.g_00779
OG0000660	Syap.g_01835	Prao.g_00783
OG0000662	Syap.g_00823	Prao.g_00787
OG0000663	Syap.g_00826	Prao.g_00789
OG0000664	Syap.g_00828	Prao.g_00790
OG0000665	Syap.g_02331	Prao.g_00794
OG0000666	Syap.g_01573	Prao.g_00795
OG0000667	Syap.g_01979	Prao.g_00799
OG0000668	Syap.g_02765	Prao.g_00829
OG0000669	Syap.g_02371	Prao.g_00837
OG0000670	Syap.g_02368	Prao.g_00839
OG0000671	Syap.g_01260	Prao.g_00841
OG0000672	Syap.g_01257	Prao.g_00843
OG0000673	Syap.g_01253	Prao.g_00846
OG0000674	Syap.g_01251	Prao.g_00848
OG0000675	Syap.g_01250	Prao.g_00849
OG0000676	Syap.g_01248	Prao.g_00851
OG0000677	Syap.g_01246	Prao.g_00852
OG0000678	Syap.g_01239	Prao.g_00854
OG0000679	Syap.g_00157	Prao.g_00858
OG0000680	Syap.g_00158	Prao.g_00859
OG0000681	Syap.g_00163	Prao.g_00861
OG0000682	Syap.g_00165	Prao.g_00862
OG0000683	Syap.g_00166	Prao.g_00863
OG0000684	Syap.g_00169	Prao.g_00864
OG0000685	Syap.g_00172	Prao.g_00866
OG0000686	Syap.g_00173	Prao.g_00867
OG0000687	Syap.g_00174	Prao.g_00868
OG0000688	Syap.g_00178	Prao.g_00871
OG0000689	Syap.g_00180	Prao.g_00872
OG0000690	Syap.g_00181	Prao.g_00873
OG0000691	Syap.g_00182	Prao.g_00874
OG0000692	Syap.g_00184	Prao.g_00876
OG0000693	Syap.g_00185	Prao.g_00877
OG0000694	Syap.g_00186	Prao.g_00878
OG0000695	Syap.g_01729	Prao.g_00880
OG0000696	Syap.g_01730	Prao.g_00881
OG0000697	Syap.g_01734	Prao.g_00882
OG0000698	Syap.g_01737	Prao.g_00885
OG0000699	Syap.g_01738	Prao.g_00886
OG0000700	Syap.g_01739	Prao.g_00887
OG0000701	Syap.g_01740	Prao.g_00888
OG0000702	Syap.g_01747	Prao.g_00890
OG0000703	Syap.g_01750	Prao.g_00891
OG0000704	Syap.g_01753	Prao.g_00892
OG0000705	Syap.g_02022	Prao.g_00896
OG0000706	Syap.g_02020	Prao.g_00897
OG0000707	Syap.g_02019	Prao.g_00898
OG0000708	Syap.g_02016	Prao.g_00899
OG0000709	Syap.g_00121	Prao.g_00903
OG0000711	Syap.g_02686	Prao.g_00923
OG0000712	Syap.g_02688	Prao.g_00925
OG0000713	Syap.g_02689	Prao.g_00926
OG0000714	Syap.g_02691	Prao.g_00927
OG0000715	Syap.g_02693	Prao.g_00929
OG0000716	Syap.g_02696	Prao.g_00931
OG0000717	Syap.g_02697	Prao.g_00932
OG0000718	Syap.g_02701	Prao.g_00943
OG0000719	Syap.g_02767	Prao.g_00945
OG0000720	Syap.g_02780	Prao.g_00954
OG0000721	Syap.g_02782	Prao.g_00956
OG0000722	Syap.g_02783	Prao.g_00957
OG0000723	Syap.g_00532	Prao.g_00960
OG0000725	Syap.g_01559	Prao.g_00975
OG0000726	Syap.g_01560	Prao.g_00976
OG0000727	Syap.g_01561	Prao.g_00977
OG0000728	Syap.g_01564	Prao.g_00979
OG0000729	Syap.g_01122	Prao.g_01027
OG0000730	Syap.g_00572	Prao.g_01156
OG0000731	Syap.g_00560	Prao.g_01152
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Prao.g_01143
OG0000733	Syap.g_01971	Prao.g_01121
OG0000734	Syap.g_02628	Prao.g_01104
OG0000735	Syap.g_00244	Prao.g_01102
OG0000736	Syap.g_00243	Prao.g_01101
OG0000737	Syap.g_00242	Prao.g_01100
OG0000738	Syap.g_00236	Prao.g_01096
OG0000739	Syap.g_00235	Prao.g_01095
OG0000740	Syap.g_00234	Prao.g_01094
OG0000741	Syap.g_00231	Prao.g_01093
OG0000742	Syap.g_00229	Prao.g_01090
OG0000743	Syap.g_00226	Prao.g_01088
OG0000744	Syap.g_00225	Prao.g_01087
OG0000745	Syap.g_00222	Prao.g_01086
OG0000746	Syap.g_00220	Prao.g_01084
OG0000747	Syap.g_00219	Prao.g_01083
OG0000748	Syap.g_00212	Prao.g_01080
OG0000749	Syap.g_00211	Prao.g_01079
OG0000750	Syap.g_00210	Prao.g_01078
OG0000751	Syap.g_00205	Prao.g_01076
OG0000752	Syap.g_01793	Prao.g_01074
OG0000753	Syap.g_02775	Prao.g_01071
OG0000754	Syap.g_01883	Prao.g_01068
OG0000755	Syap.g_01893	Prao.g_01065
OG0000757	Syap.g_00427	Prao.g_01058
OG0000758	Syap.g_00428	Prao.g_01057
OG0000759	Syap.g_00429	Prao.g_01056
OG0000760	Syap.g_00430	Prao.g_01055
OG0000761	Syap.g_00431	Prao.g_01054
OG0000762	Syap.g_00434	Prao.g_01053
OG0000763	Syap.g_02624	Prao.g_01051
OG0000764	Syap.g_02623	Prao.g_01050
OG0000765	Syap.g_02440	Prao.g_01041
OG0000766	Syap.g_02439	Prao.g_01040
OG0000767	Syap.g_02437	Prao.g_01038
OG0000768	Syap.g_02436	Prao.g_01037
OG0000769	Syap.g_02434	Prao.g_01035
OG0000770	Syap.g_02431	Prao.g_01033
OG0000772	Syap.g_02295	Prao.g_01305
OG0000773	Syap.g_00885	Prao.g_01285
OG0000774	Syap.g_01473	Prao.g_01283
OG0000775	Syap.g_01475	Prao.g_01281
OG0000776	Syap.g_01476	Prao.g_01280
OG0000777	Syap.g_01478	Prao.g_01279
OG0000778	Syap.g_01479	Prao.g_01278
OG0000779	Syap.g_01494	Prao.g_01274
OG0000780	Syap.g_01496	Prao.g_01273
OG0000781	Syap.g_02609	Prao.g_01270
OG0000782	Syap.g_02611	Prao.g_01269
OG0000783	Syap.g_02612	Prao.g_01268
OG0000784	Syap.g_02613	Prao.g_01267
OG0000785	Syap.g_02281	Prao.g_01265
OG0000786	Syap.g_02287	Prao.g_01263
OG0000787	Syap.g_02288	Prao.g_01262
OG0000788	Syap.g_01932	Prao.g_01252
OG0000789	Syap.g_00372	Prao.g_01249
OG0000791	Syap.g_02520	Prao.g_01232
OG0000792	Syap.g_02519	Prao.g_01231
OG0000793	Syap.g_02141	Prao.g_01228
OG0000794	Syap.g_02200	Prao.g_01227
OG0000795	Syap.g_02199	Prao.g_01226
OG0000796	Syap.g_02448	Prao.g_01222
OG0000797	Syap.g_02449	Prao.g_01221
OG0000799	Syap.g_02488	Prao.g_01379
OG0000800	Syap.g_02487	Prao.g_01380
OG0000801	Syap.g_02486	Prao.g_01381
OG0000802	Syap.g_02659	Prao.g_01383
OG0000803	Syap.g_02109	Prao.g_01385
OG0000804	Syap.g_02113	Prao.g_01386
OG0000805	Syap.g_02115	Prao.g_01388
OG0000806	Syap.g_02117	Prao.g_01390
OG0000807	Syap.g_02118	Prao.g_01391
OG0000808	Syap.g_02119	Prao.g_01392
OG0000809	Syap.g_02122	Prao.g_01395
OG0000810	Syap.g_02124	Prao.g_01396
OG0000811	Syap.g_02472	Prao.g_01400
OG0000812	Syap.g_02474	Prao.g_01402
OG0000813	Syap.g_02475	Prao.g_01403
OG0000814	Syap.g_02753	Prao.g_01405
OG0000815	Syap.g_02752	Prao.g_01406
OG0000816	Syap.g_02289	Prao.g_01408
OG0000817	Syap.g_02527	Prao.g_01409
OG0000818	Syap.g_02001	Prao.g_01414
OG0000819	Syap.g_02002	Prao.g_01415
OG0000820	Syap.g_02003	Prao.g_01416
OG0000821	Syap.g_02009	Prao.g_01419
OG0000822	Syap.g_02011	Prao.g_01420
OG0000824	Syap.g_00008	Prao.g_01424
OG0000825	Syap.g_00009	Prao.g_01425
OG0000826	Syap.g_00010	Prao.g_01426
OG0000827	Syap.g_00011	Prao.g_01427
OG0000828	Syap.g_00014	Prao.g_01430
OG0000829	Syap.g_00015	Prao.g_01431
OG0000830	Syap.g_00016	Prao.g_01432
OG0000831	Syap.g_00019	Prao.g_01434
OG0000832	Syap.g_00752	Prao.g_01440
OG0000833	Syap.g_00021	Prao.g_01448
OG0000834	Syap.g_00023	Prao.g_01449
OG0000835	Syap.g_00024	Prao.g_01450
OG0000836	Syap.g_00026	Prao.g_01451
OG0000837	Syap.g_00027	Prao.g_01452
OG0000838	Syap.g_00031	Prao.g_01454
OG0000839	Syap.g_00032	Prao.g_01455
OG0000840	Syap.g_00033	Prao.g_01456
OG0000841	Syap.g_00034	Prao.g_01457
OG0000842	Syap.g_00035	Prao.g_01458
OG0000843	Syap.g_00036	Prao.g_01459
OG0000844	Syap.g_00039	Prao.g_01460
OG0000845	Syap.g_00040	Prao.g_01461
OG0000846	Syap.g_00042	Prao.g_01462
OG0000847	Syap.g_00043	Prao.g_01463
OG0000848	Syap.g_00045	Prao.g_01464
OG0000849	Syap.g_00046	Prao.g_01465
OG0000850	Syap.g_00310	Prao.g_01467
OG0000851	Syap.g_01214	Prao.g_01468
OG0000852	Syap.g_01215	Prao.g_01469
OG0000853	Syap.g_01219	Prao.g_01473
OG0000854	Syap.g_01222	Prao.g_01475
OG0000855	Syap.g_01223	Prao.g_01476
OG0000856	Syap.g_01286	Prao.g_01491
OG0000857	Syap.g_02722	Prao.g_01519
OG0000858	Syap.g_00612	Prao.g_01546
OG0000859	Syap.g_00613	Prao.g_01547
OG0000860	Syap.g_00623	Prao.g_01554
OG0000861	Syap.g_02789	Prao.g_01555
OG0000862	Syap.g_01789	Prao.g_01556
OG0000863	Syap.g_01784	Prao.g_01558
OG0000864	Syap.g_01783	Prao.g_01559
OG0000865	Syap.g_01781, Syap.g_01782	Prao.g_01560
OG0000866	Syap.g_01780	Prao.g_01561
OG0000867	Syap.g_01779	Prao.g_01562
OG0000868	Syap.g_01775	Prao.g_01563
OG0000869	Syap.g_01770	Prao.g_01567
OG0000870	Syap.g_01401	Prao.g_01572
OG0000871	Syap.g_01400	Prao.g_01573
OG0000872	Syap.g_01394	Prao.g_01574
OG0000873	Syap.g_01390	Prao.g_01577
OG0000874	Syap.g_01388	Prao.g_01580
OG0000875	Syap.g_01386	Prao.g_01581
OG0000876	Syap.g_00822	Prao.g_01582
OG0000877	Syap.g_01380	Prao.g_01584
OG0000878	Syap.g_01378	Prao.g_01585
OG0000879	Syap.g_01377	Prao.g_01586
OG0000880	Syap.g_01376	Prao.g_01587
OG0000882	Syap.g_01516	Prao.g_01596
OG0000883	Syap.g_01511	Prao.g_01597
OG0000884	Syap.g_01509	Prao.g_01599
OG0000885	Syap.g_01508	Prao.g_01600
OG0000886	Syap.g_01507	Prao.g_01601
OG0000887	Syap.g_01506	Prao.g_01602
OG0000888	Syap.g_01504	Prao.g_01604
OG0000889	Syap.g_01502	Prao.g_01606
OG0000890	Syap.g_01499	Prao.g_01607
OG0000891	Syap.g_01498	Prao.g_01608
OG0000892	Syap.g_02671	Prao.g_01610
OG0000893	Syap.g_02497	Prao.g_01615
OG0000894	Syap.g_02679	Prao.g_01617
OG0000895	Syap.g_00546	Prao.g_01620
OG0000896	Syap.g_00545	Prao.g_01621
OG0000897	Syap.g_00543	Prao.g_01623
OG0000898	Syap.g_00542	Prao.g_01624
OG0000899	Syap.g_00541	Prao.g_01625
OG0000900	Syap.g_00540	Prao.g_01626
OG0000901	Syap.g_01930	Prao.g_01629
OG0000902	Syap.g_01929	Prao.g_01631
OG0000903	Syap.g_01916	Prao.g_01634
OG0000904	Syap.g_01922	Prao.g_01636
OG0000905	Syap.g_01925	Prao.g_01641
OG0000906	Syap.g_01927	Prao.g_01642
OG0000907	Syap.g_01914	Prao.g_01645
OG0000908	Syap.g_01235	Prao.g_01648
OG0000909	Syap.g_01236	Prao.g_01649
OG0000910	Syap.g_01237	Prao.g_01650
OG0000911	Syap.g_00511	Prao.g_01652
OG0000912	Syap.g_00510	Prao.g_01653
OG0000913	Syap.g_00509	Prao.g_01654
OG0000914	Syap.g_00508	Prao.g_01655
OG0000915	Syap.g_00506	Prao.g_01656
OG0000916	Syap.g_00505	Prao.g_01657
OG0000917	Syap.g_00504	Prao.g_01658
OG0000918	Syap.g_00503	Prao.g_01659
OG0000919	Syap.g_00502	Prao.g_01660
OG0000920	Syap.g_00501	Prao.g_01661
OG0000921	Syap.g_00500	Prao.g_01662
OG0000922	Syap.g_00499	Prao.g_01663
OG0000923	Syap.g_00495	Prao.g_01667
OG0000924	Syap.g_00494	Prao.g_01668
OG0000925	Syap.g_00493	Prao.g_01669
OG0000926	Syap.g_00492	Prao.g_01670
OG0000927	Syap.g_00490	Prao.g_01672
OG0000928	Syap.g_00489	Prao.g_01673
OG0000929	Syap.g_00488	Prao.g_01674
OG0000930	Syap.g_00487	Prao.g_01675
OG0000931	Syap.g_00486	Prao.g_01676
OG0000932	Syap.g_00485	Prao.g_01677
OG0000933	Syap.g_00479	Prao.g_01681
OG0000934	Syap.g_00477	Prao.g_01683
OG0000935	Syap.g_00476	Prao.g_01684
OG0000936	Syap.g_00475	Prao.g_01685
OG0000937	Syap.g_00474	Prao.g_01686
OG0000938	Syap.g_00471	Prao.g_01688
OG0000939	Syap.g_00469	Prao.g_01689
OG0000940	Syap.g_00460	Prao.g_01696
OG0000941	Syap.g_00458	Prao.g_01698
OG0000942	Syap.g_00606	Prao.g_01700
OG0000943	Syap.g_00604	Prao.g_01701
OG0000944	Syap.g_00602	Prao.g_01702
OG0000945	Syap.g_00601	Prao.g_01703
OG0000946	Syap.g_00595	Prao.g_01707
OG0000947	Syap.g_00591	Prao.g_01709
OG0000948	Syap.g_00590	Prao.g_01710
OG0000949	Syap.g_01051	Prao.g_01713
OG0000950	Syap.g_01061	Prao.g_01718
OG0000951	Syap.g_01070	Prao.g_01722
OG0000952	Syap.g_01074	Prao.g_01726
OG0000953	Syap.g_01078	Prao.g_01729
OG0000954	Syap.g_01089	Prao.g_01733
OG0000955	Syap.g_01090	Prao.g_01734
OG0000956	Syap.g_01092	Prao.g_01736
OG0000957	Syap.g_01109	Prao.g_01741
OG0000958	Syap.g_01110	Prao.g_01742
OG0000959	Syap.g_01114	Prao.g_01746
OG0000960	Syap.g_01115	Prao.g_01747
OG0000961	Syap.g_02170	Prao.g_01749
OG0000962	Syap.g_01121	Prao.g_01751
OG0000963	Syap.g_01124	Prao.g_01755
OG0000964	Syap.g_01125	Prao.g_01756
OG0000965	Syap.g_01126	Prao.g_01757
OG0000966	Syap.g_01141	Prao.g_01764
OG0000967	Syap.g_00633	Prao.g_01769
OG0000968	Syap.g_00998	Prao.g_01771
OG0000969	Syap.g_00996	Prao.g_01772
OG0000970	Syap.g_00995	Prao.g_01773
OG0000971	Syap.g_00993	Prao.g_01774
OG0000972	Syap.g_00992	Prao.g_01775
OG0000973	Syap.g_00991	Prao.g_01776
OG0000974	Syap.g_00990	Prao.g_01777
OG0000975	Syap.g_00989	Prao.g_01778
OG0000976	Syap.g_00988	Prao.g_01779
OG0000977	Syap.g_00986	Prao.g_01780
OG0000978	Syap.g_00985	Prao.g_01781
OG0000979	Syap.g_00980	Prao.g_01784
OG0000980	Syap.g_00977	Prao.g_01786
OG0000981	Syap.g_01812	Prao.g_01788
OG0000982	Syap.g_00132	Prao.g_01790
OG0000983	Syap.g_00134	Prao.g_01791
OG0000984	Syap.g_00135	Prao.g_01792
OG0000985	Syap.g_00140	Prao.g_01795
OG0000986	Syap.g_01044	Prao.g_01797
OG0000987	Syap.g_01033	Prao.g_01798
OG0000988	Syap.g_01027	Prao.g_01801
OG0000989	Syap.g_01011	Prao.g_01805
OG0000990	Syap.g_02087	Prao.g_01808
OG0000991	Syap.g_02091	Prao.g_01809
OG0000992	Syap.g_02095	Prao.g_01811
OG0000993	Syap.g_02097	Prao.g_01812
OG0000994	Syap.g_02101	Prao.g_01813
OG0000996	Syap.g_01817	Prao.g_01818
OG0000997	Syap.g_02590	Prao.g_01819
OG0000998	Syap.g_02591	Prao.g_01821
OG0000999	Syap.g_02592	Prao.g_01822
OG0001001	Syap.g_02605	Prao.g_01827
OG0001002	Syap.g_00124	Prao.g_01831
OG0001003	Syap.g_02310	Prao.g_01833
OG0001004	Syap.g_02311	Prao.g_01834
OG0001005	Syap.g_02312	Prao.g_01835
OG0001006	Syap.g_00053	Prao.g_01839
OG0001007	Syap.g_00055	Prao.g_01841
OG0001008	Syap.g_02060	Prao.g_00541
OG0001012	Syap.g_00371	Prao.g_00189
OG0001013	Syap.g_01325	Prao.g_00194
OG0001016	Syap.g_01695	Prao.g_00212
OG0001033	Syap.g_00105	Prao.g_00346
OG0001035	Syap.g_01594	Prao.g_00392
OG0001038	Syap.g_01362	Prao.g_00415
OG0001039	Syap.g_01359	Prao.g_00418
OG0001040	Syap.g_01356	Prao.g_00420
OG0001041	Syap.g_01352	Prao.g_00424
OG0001043	Syap.g_01676	Prao.g_00442
OG0001044	Syap.g_00571	Prao.g_00469
OG0001053	Syap.g_02253	Prao.g_00589
OG0001054	Syap.g_00274	Prao.g_00604
OG0001055	Syap.g_00252	Prao.g_00623
OG0001059	Syap.g_00306	Prao.g_01172
OG0001060	Syap.g_00299	Prao.g_01179
OG0001061	Syap.g_01309	Prao.g_01866
OG0001062	Syap.g_01314	Prao.g_01868
OG0001072	Syap.g_00441	Prao.g_00028
OG0001073	Syap.g_00122, Syap.g_00455	Prao.g_00042
OG0001078	Syap.g_00896	Prao.g_00075
OG0001080	Syap.g_02505	Prao.g_00092
OG0001085	Syap.g_01953	Prao.g_00109
OG0001094	Syap.g_00187	Prao.g_00735
OG0001095	Syap.g_02725	Prao.g_00754
OG0001096	Syap.g_02709	Prao.g_00767
OG0001100	Syap.g_02369	Prao.g_00838
OG0001102	Syap.g_01258	Prao.g_00842
OG0001103	Syap.g_01256	Prao.g_00844
OG0001104	Syap.g_00171	Prao.g_00865
OG0001105	Syap.g_00175	Prao.g_00869
OG0001107	Syap.g_02015	Prao.g_00900
OG0001108	Syap.g_00119	Prao.g_00904
OG0001122	Syap.g_02766	Prao.g_00946
OG0001123	Syap.g_01872	Prao.g_00950
OG0001133	Syap.g_01292	Prao.g_01137
OG0001136	Syap.g_00230	Prao.g_01092
OG0001137	Syap.g_00213	Prao.g_01081
OG0001140	Syap.g_02134	Prao.g_01061
OG0001152	Syap.g_02447	Prao.g_01223
OG0001154	Syap.g_00013	Prao.g_01429
OG0001155	Syap.g_00750	Prao.g_01441
OG0001160	Syap.g_01217	Prao.g_01471
OG0001162	Syap.g_02366	Prao.g_01495
OG0001163	Syap.g_00609	Prao.g_01544
OG0001164	Syap.g_00614	Prao.g_01548
OG0001165	Syap.g_00619	Prao.g_01551
OG0001168	Syap.g_01372	Prao.g_01590
OG0001171	Syap.g_01505	Prao.g_01603
OG0001172	Syap.g_00547	Prao.g_01618
OG0001177	Syap.g_01920	Prao.g_01638
OG0001178	Syap.g_01786, Syap.g_01787	Prao.g_01643
OG0001179	Syap.g_00491	Prao.g_01671
OG0001180	Syap.g_00097, Syap.g_00465	Prao.g_01693
OG0001181	Syap.g_00459	Prao.g_01697
OG0001183	Syap.g_00594	Prao.g_01708
OG0001185	Syap.g_01104	Prao.g_01738
OG0001186	Syap.g_01140	Prao.g_01761
OG0001187	Syap.g_01142	Prao.g_01765
OG0001188	Syap.g_00634	Prao.g_01768
OG0001189	Syap.g_00979	Prao.g_01785
OG0001191	Syap.g_01030	Prao.g_01799
OG0001192	Syap.g_01021	Prao.g_01804
OG0001197	Syap.g_00126	Prao.g_01830
OG0001198	Syap.g_00052	Prao.g_01838
OG0001199	Syap.g_01696	Prao.g_00213
OG0001200	Syap.g_01698	Prao.g_00215
OG0001202	Syap.g_01613	Prao.g_00337
OG0001203	Syap.g_01154	Prao.g_00376
OG0001204	Syap.g_01577	Prao.g_00381
OG0001214	Syap.g_00897	Prao.g_00076
OG0001217	Syap.g_01464	Prao.g_00687
OG0001218	Syap.g_00020	Prao.g_00694
OG0001219	Syap.g_02794	Prao.g_00729
OG0001221	Syap.g_01777	Prao.g_00856
OG0001222	Syap.g_02027	Prao.g_00894
OG0001224	Syap.g_01551	Prao.g_00970
OG0001225	Syap.g_01553	Prao.g_00972
OG0001226	Syap.g_02551	Prao.g_01001
OG0001228	Syap.g_01063	Prao.g_01044
OG0001229	Syap.g_00827	Prao.g_01241
OG0001230	Syap.g_02116	Prao.g_01389
OG0001231	Syap.g_00073	Prao.g_01493
OG0001232	Syap.g_01393	Prao.g_01575
OG0001235	Syap.g_01924	Prao.g_01640
OG0001236	Syap.g_01069	Prao.g_01721
OG0001238	Syap.g_01028	Prao.g_01800
OG0001239	Syap.g_01693, Syap.g_01692	Prao.g_00210
OG0001242	Syap.g_02227, Syap.g_02229	Prao.g_00258
OG0001243	Syap.g_02219	Prao.g_00264
OG0001244	Syap.g_02192	Prao.g_00279
OG0001246	Syap.g_01165, Syap.g_00267	Prao.g_00610
OG0001248	Syap.g_00423	Prao.g_00123
OG0001249	Syap.g_00575	Prao.g_00718
OG0001250	Syap.g_01836	Prao.g_00782
OG0001251	Syap.g_01549, Syap.g_01727	Prao.g_00830
OG0001253	Syap.g_01969	Prao.g_01020
OG0001255	Syap.g_02523	Prao.g_01105
OG0001256	Syap.g_01225	Prao.g_01486
OG0001257	Syap.g_00374, Syap.g_00373, Syap.g_01821	Prao.g_01492
OG0001258	Syap.g_00617	Prao.g_01549
OG0001260	Syap.g_01497	Prao.g_01609
OG0001261	Syap.g_00482	Prao.g_01679
OG0001262	Syap.g_00981	Prao.g_01783
OG0001263	Syap.g_02216	Prao.g_00267
OG0001265	Syap.g_02231	Prao.g_00257
OG0001266	Syap.g_01618	Prao.g_00341
OG0001267	Syap.g_01360	Prao.g_00417
OG0001268	Syap.g_00563	Prao.g_00475
OG0001270	Syap.g_02056	Prao.g_00538
OG0001271	Syap.g_02759	Prao.g_00578
OG0001272	Syap.g_02250	Prao.g_00592
OG0001274	Syap.g_01897	Prao.g_00141
OG0001275	Syap.g_02694	Prao.g_00930
OG0001276	Syap.g_01873	Prao.g_00949
OG0001277	Syap.g_01293	Prao.g_01009
OG0001278	Syap.g_02438	Prao.g_01039
OG0001282	Syap.g_01701	Prao.g_01238
OG0001284	Syap.g_00047	Prao.g_01466
OG0001286	Syap.g_00467	Prao.g_01691
OG0001287	Syap.g_00418	Prao.g_01745
OG0001288	Syap.g_01123	Prao.g_01754
OG0001289	Syap.g_02365	Prao.g_00226
OG0001292	Syap.g_01583	Prao.g_00386
OG0001297	Syap.g_00255	Prao.g_00620
OG0001299	Syap.g_01959	Prao.g_00105
OG0001304	Syap.g_00536	Prao.g_00959
OG0001305	Syap.g_01562	Prao.g_00978
OG0001306	Syap.g_00245	Prao.g_01103
OG0001307	Syap.g_00403	Prao.g_01256
OG0001308	Syap.g_02751, Syap.g_02750	Prao.g_01407
OG0001310	Syap.g_01774	Prao.g_01564
OG0001311	Syap.g_01871	Prao.g_00951
OG0001312	Syap.g_01735	Prao.g_00883
OG0001315	Syap.g_00596	Prao.g_00200
OG0001318	Syap.g_01596, Syap.g_01597	Prao.g_00394
OG0001319	Syap.g_02338	Prao.g_00410
OG0001323	Syap.g_00757	Prao.g_00625
OG0001326	Syap.g_02646	Prao.g_00817
OG0001332	Syap.g_01548	Prao.g_01439
OG0001333	Syap.g_01373	Prao.g_01589
OG0001336	Syap.g_02602	Prao.g_01826
OG0001345	Syap.g_01877, Syap.g_02776	Prao.g_01070
OG0001346	Syap.g_01484	Prao.g_01275
OG0001347	Syap.g_02536	Prao.g_01189
OG0001349	Syap.g_01264, Syap.g_00851	Prao.g_01360
OG0001351	Syap.g_01996	Prao.g_00558
OG0001353	Syap.g_01849	Prao.g_00773
OG0001358	Syap.g_00942	Prao.g_00059
OG0001360	Syap.g_01881, Syap.g_02778	Prao.g_01021
OG0001361	Syap.g_01792	Prao.g_01073
OG0001364	Syap.g_01052	Prao.g_01714
OG0001365	Syap.g_00138	Prao.g_01793
OG0001371	Syap.g_02544, Syap.g_02545	Prao.g_00117
OG0001373	Syap.g_02647	Prao.g_00816
OG0001374	Syap.g_01829, Syap.g_01830	Prao.g_00824
OG0001376	Syap.g_01991	Prao.g_00987
OG0001377	Syap.g_01992	Prao.g_00988
OG0001378	Syap.g_02055	Prao.g_01157
OG0001379	Syap.g_01474	Prao.g_01282
OG0001382	Syap.g_00677	Prao.g_01505
OG0001385	Syap.g_02650	Prao.g_00813
OG0001386	Syap.g_02649	Prao.g_00814
OG0001387	Syap.g_02648	Prao.g_00815
OG0001388	Syap.g_02645	Prao.g_00818
OG0001389	Syap.g_02644	Prao.g_00819
OG0001390	Syap.g_02643	Prao.g_00820
OG0001391	Syap.g_01833	Prao.g_00821
OG0001392	Syap.g_01832	Prao.g_00822
OG0001393	Syap.g_01831	Prao.g_00823
OG0001395	Syap.g_00531	Prao.g_00961
