Orthogroup	Syap	Prad
OG0000587	Syap.g_01523	Prad.g_01403
OG0000588	Syap.g_00776	Prad.g_01407
OG0000589	Syap.g_00941	Prad.g_01410
OG0000590	Syap.g_00940	Prad.g_01411
OG0000591	Syap.g_01289	Prad.g_01414
OG0000592	Syap.g_01288	Prad.g_01415
OG0000593	Syap.g_00890	Prad.g_01421
OG0000594	Syap.g_00891	Prad.g_01422
OG0000595	Syap.g_00892	Prad.g_01423
OG0000596	Syap.g_00898	Prad.g_01427
OG0000597	Syap.g_00903	Prad.g_01429
OG0000598	Syap.g_00904	Prad.g_01430
OG0000599	Syap.g_00908	Prad.g_01433
OG0000600	Syap.g_00909	Prad.g_01219
OG0000601	Syap.g_00910	Prad.g_01220
OG0000602	Syap.g_00640	Prad.g_01222
OG0000603	Syap.g_00641	Prad.g_01223
OG0000604	Syap.g_02769	Prad.g_01224
OG0000605	Syap.g_02501, Syap.g_02771	Prad.g_01225
OG0000606	Syap.g_02506	Prad.g_01228
OG0000607	Syap.g_00093	Prad.g_01231
OG0000608	Syap.g_00094	Prad.g_01232
OG0000609	Syap.g_00096	Prad.g_01233
OG0000610	Syap.g_01963	Prad.g_01238
OG0000611	Syap.g_01958	Prad.g_01241
OG0000612	Syap.g_01957	Prad.g_01242
OG0000613	Syap.g_02480	Prad.g_01247
OG0000615	Syap.g_00154	Prad.g_01274
OG0000616	Syap.g_00127	Prad.g_01278
OG0000617	Syap.g_00513	Prad.g_01055
OG0000618	Syap.g_00514	Prad.g_01056
OG0000619	Syap.g_00515	Prad.g_01057
OG0000620	Syap.g_00520	Prad.g_01060
OG0000621	Syap.g_00521	Prad.g_01061
OG0000622	Syap.g_00523	Prad.g_01062
OG0000623	Syap.g_00526	Prad.g_01063
OG0000624	Syap.g_00527	Prad.g_01064
OG0000625	Syap.g_00528	Prad.g_01065
OG0000626	Syap.g_00529	Prad.g_01066
OG0000627	Syap.g_00848	Prad.g_01067
OG0000628	Syap.g_00850	Prad.g_01068
OG0000629	Syap.g_02334	Prad.g_01069
OG0000630	Syap.g_02793	Prad.g_01072
OG0000631	Syap.g_01724	Prad.g_01137
OG0000632	Syap.g_01725	Prad.g_01138
OG0000633	Syap.g_01726	Prad.g_01139
OG0000634	Syap.g_00190	Prad.g_01142
OG0000635	Syap.g_00191	Prad.g_01143
OG0000636	Syap.g_00193	Prad.g_01145
OG0000637	Syap.g_00195	Prad.g_01147
OG0000638	Syap.g_00196	Prad.g_01148
OG0000639	Syap.g_00197	Prad.g_01149
OG0000640	Syap.g_00198	Prad.g_01150
OG0000641	Syap.g_00203	Prad.g_01154
OG0000642	Syap.g_02732	Prad.g_01155
OG0000643	Syap.g_02731	Prad.g_01156
OG0000644	Syap.g_02730	Prad.g_01157
OG0000645	Syap.g_02726	Prad.g_01158
OG0000646	Syap.g_02723	Prad.g_01160
OG0000647	Syap.g_02721	Prad.g_01161
OG0000648	Syap.g_02719	Prad.g_01163
OG0000649	Syap.g_02718	Prad.g_01164
OG0000650	Syap.g_02717	Prad.g_01165
OG0000651	Syap.g_02716	Prad.g_01166
OG0000652	Syap.g_02715	Prad.g_01167
OG0000653	Syap.g_02713	Prad.g_01169
OG0000654	Syap.g_02711	Prad.g_01170
OG0000655	Syap.g_02710	Prad.g_01171
OG0000656	Syap.g_02706	Prad.g_01174
OG0000657	Syap.g_01845	Prad.g_01182
OG0000658	Syap.g_01841	Prad.g_01183
OG0000659	Syap.g_01840	Prad.g_01184
OG0000660	Syap.g_01835	Prad.g_00306
OG0000662	Syap.g_00823	Prad.g_00302
OG0000663	Syap.g_00826	Prad.g_00300
OG0000664	Syap.g_00828	Prad.g_00299
OG0000665	Syap.g_02331	Prad.g_00295
OG0000666	Syap.g_01573	Prad.g_00294
OG0000667	Syap.g_01979	Prad.g_00290
OG0000668	Syap.g_02765	Prad.g_00260
OG0000669	Syap.g_02371	Prad.g_00253
OG0000670	Syap.g_02368	Prad.g_00251
OG0000671	Syap.g_01260	Prad.g_00249
OG0000672	Syap.g_01257	Prad.g_00247
OG0000673	Syap.g_01253	Prad.g_00244
OG0000674	Syap.g_01251	Prad.g_00242
OG0000675	Syap.g_01250	Prad.g_00241
OG0000676	Syap.g_01248	Prad.g_00239
OG0000677	Syap.g_01246	Prad.g_00238
OG0000678	Syap.g_01239	Prad.g_00236
OG0000679	Syap.g_00157	Prad.g_00232
OG0000680	Syap.g_00158	Prad.g_00231
OG0000681	Syap.g_00163	Prad.g_00228
OG0000682	Syap.g_00165	Prad.g_00227
OG0000683	Syap.g_00166	Prad.g_00226
OG0000684	Syap.g_00169	Prad.g_00224
OG0000685	Syap.g_00172	Prad.g_00222
OG0000686	Syap.g_00173	Prad.g_00221
OG0000687	Syap.g_00174	Prad.g_00220
OG0000688	Syap.g_00178	Prad.g_00217
OG0000689	Syap.g_00180	Prad.g_00216
OG0000690	Syap.g_00181	Prad.g_00215
OG0000691	Syap.g_00182	Prad.g_00214
OG0000692	Syap.g_00184	Prad.g_00212
OG0000693	Syap.g_00185	Prad.g_00211
OG0000694	Syap.g_00186	Prad.g_00210
OG0000695	Syap.g_01729	Prad.g_00208
OG0000696	Syap.g_01730	Prad.g_00207
OG0000697	Syap.g_01734	Prad.g_00206
OG0000698	Syap.g_01737	Prad.g_00203
OG0000699	Syap.g_01738	Prad.g_00202
OG0000700	Syap.g_01739	Prad.g_00201
OG0000701	Syap.g_01740	Prad.g_00200
OG0000702	Syap.g_01747	Prad.g_00198
OG0000703	Syap.g_01750	Prad.g_00197
OG0000704	Syap.g_01753	Prad.g_00196
OG0000705	Syap.g_02022	Prad.g_00192
OG0000706	Syap.g_02020	Prad.g_00191
OG0000707	Syap.g_02019	Prad.g_00190
OG0000708	Syap.g_02016	Prad.g_00189
OG0000709	Syap.g_00121	Prad.g_00185
OG0000711	Syap.g_02686	Prad.g_00165
OG0000712	Syap.g_02688	Prad.g_00163
OG0000713	Syap.g_02689	Prad.g_00162
OG0000714	Syap.g_02691	Prad.g_00161
OG0000715	Syap.g_02693	Prad.g_00159
OG0000716	Syap.g_02696	Prad.g_00157
OG0000717	Syap.g_02697	Prad.g_00156
OG0000718	Syap.g_02701	Prad.g_00144
OG0000719	Syap.g_02767	Prad.g_00142
OG0000720	Syap.g_02780	Prad.g_01039
OG0000721	Syap.g_02782	Prad.g_01037
OG0000722	Syap.g_02783	Prad.g_01036
OG0000723	Syap.g_00532	Prad.g_01033
OG0000725	Syap.g_01559	Prad.g_01017
OG0000726	Syap.g_01560	Prad.g_01016
OG0000727	Syap.g_01561	Prad.g_01015
OG0000728	Syap.g_01564	Prad.g_01013
OG0000729	Syap.g_01122	Prad.g_00970
OG0000730	Syap.g_00572	Prad.g_00635
OG0000731	Syap.g_00560	Prad.g_00639
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Prad.g_00649
OG0000733	Syap.g_01971	Prad.g_01988
OG0000734	Syap.g_02628	Prad.g_01511
OG0000735	Syap.g_00244	Prad.g_01509
OG0000736	Syap.g_00243	Prad.g_01508
OG0000737	Syap.g_00242	Prad.g_01507
OG0000738	Syap.g_00236	Prad.g_01503
OG0000739	Syap.g_00235	Prad.g_01502
OG0000740	Syap.g_00234	Prad.g_01501
OG0000741	Syap.g_00231	Prad.g_01500
OG0000742	Syap.g_00229	Prad.g_01497
OG0000743	Syap.g_00226	Prad.g_01495
OG0000744	Syap.g_00225	Prad.g_01494
OG0000745	Syap.g_00222	Prad.g_01493
OG0000746	Syap.g_00220	Prad.g_01491
OG0000747	Syap.g_00219	Prad.g_01490
OG0000748	Syap.g_00212	Prad.g_01487
OG0000749	Syap.g_00211	Prad.g_01486
OG0000750	Syap.g_00210	Prad.g_01485
OG0000751	Syap.g_00205	Prad.g_01483
OG0000752	Syap.g_01793	Prad.g_01481
OG0000753	Syap.g_02775	Prad.g_01478
OG0000754	Syap.g_01883	Prad.g_01475
OG0000755	Syap.g_01893	Prad.g_01472
OG0000757	Syap.g_00427	Prad.g_01464
OG0000758	Syap.g_00428	Prad.g_01463
OG0000759	Syap.g_00429	Prad.g_01462
OG0000760	Syap.g_00430	Prad.g_01461
OG0000761	Syap.g_00431	Prad.g_01460
OG0000762	Syap.g_00434	Prad.g_01459
OG0000763	Syap.g_02624	Prad.g_01457
OG0000764	Syap.g_02623	Prad.g_01456
OG0000765	Syap.g_02440	Prad.g_01447
OG0000766	Syap.g_02439	Prad.g_01446
OG0000767	Syap.g_02437	Prad.g_01444
OG0000768	Syap.g_02436	Prad.g_01443
OG0000769	Syap.g_02434	Prad.g_01441
OG0000770	Syap.g_02431	Prad.g_01439
OG0000772	Syap.g_02295	Prad.g_00341
OG0000773	Syap.g_00885	Prad.g_00361
OG0000774	Syap.g_01473	Prad.g_00363
OG0000775	Syap.g_01475	Prad.g_00365
OG0000776	Syap.g_01476	Prad.g_00366
OG0000777	Syap.g_01478	Prad.g_00631
OG0000778	Syap.g_01479	Prad.g_00630
OG0000779	Syap.g_01494	Prad.g_00626
OG0000780	Syap.g_01496	Prad.g_00625
OG0000781	Syap.g_02609	Prad.g_00622
OG0000782	Syap.g_02611	Prad.g_00621
OG0000783	Syap.g_02612	Prad.g_00620
OG0000784	Syap.g_02613	Prad.g_00619
OG0000785	Syap.g_02281	Prad.g_00617
OG0000786	Syap.g_02287	Prad.g_00615
OG0000787	Syap.g_02288	Prad.g_00614
OG0000788	Syap.g_01932	Prad.g_00607
OG0000789	Syap.g_00372	Prad.g_00604
OG0000791	Syap.g_02520	Prad.g_00587
OG0000792	Syap.g_02519	Prad.g_00586
OG0000793	Syap.g_02141	Prad.g_00583
OG0000794	Syap.g_02200	Prad.g_00582
OG0000795	Syap.g_02199	Prad.g_00581
OG0000796	Syap.g_02448	Prad.g_00577
OG0000797	Syap.g_02449	Prad.g_00576
OG0000799	Syap.g_02488	Prad.g_00533
OG0000800	Syap.g_02487	Prad.g_00532
OG0000801	Syap.g_02486	Prad.g_00531
OG0000802	Syap.g_02659	Prad.g_00529
OG0000803	Syap.g_02109	Prad.g_00527
OG0000804	Syap.g_02113	Prad.g_00526
OG0000805	Syap.g_02115	Prad.g_00524
OG0000806	Syap.g_02117	Prad.g_00522
OG0000807	Syap.g_02118	Prad.g_00521
OG0000808	Syap.g_02119	Prad.g_00520
OG0000809	Syap.g_02122	Prad.g_00517
OG0000810	Syap.g_02124	Prad.g_00516
OG0000811	Syap.g_02472	Prad.g_00512
OG0000812	Syap.g_02474	Prad.g_00510
OG0000813	Syap.g_02475	Prad.g_00509
OG0000814	Syap.g_02753	Prad.g_00507
OG0000815	Syap.g_02752	Prad.g_00506
OG0000816	Syap.g_02289	Prad.g_00504
OG0000817	Syap.g_02527	Prad.g_00503
OG0000818	Syap.g_02001	Prad.g_00498
OG0000819	Syap.g_02002	Prad.g_00497
OG0000820	Syap.g_02003	Prad.g_00496
OG0000821	Syap.g_02009	Prad.g_00491
OG0000822	Syap.g_02011	Prad.g_00490
OG0000824	Syap.g_00008	Prad.g_00486
OG0000825	Syap.g_00009	Prad.g_00485
OG0000826	Syap.g_00010	Prad.g_00484
OG0000827	Syap.g_00011	Prad.g_00483
OG0000828	Syap.g_00014	Prad.g_00480
OG0000829	Syap.g_00015	Prad.g_00479
OG0000830	Syap.g_00016	Prad.g_00478
OG0000831	Syap.g_00019	Prad.g_00476
OG0000832	Syap.g_00752	Prad.g_00470
OG0000833	Syap.g_00021	Prad.g_00462
OG0000834	Syap.g_00023	Prad.g_00461
OG0000835	Syap.g_00024	Prad.g_00460
OG0000836	Syap.g_00026	Prad.g_00459
OG0000837	Syap.g_00027	Prad.g_00458
OG0000838	Syap.g_00031	Prad.g_00456
OG0000839	Syap.g_00032	Prad.g_00455
OG0000840	Syap.g_00033	Prad.g_00454
OG0000841	Syap.g_00034	Prad.g_00453
OG0000842	Syap.g_00035	Prad.g_00452
OG0000843	Syap.g_00036	Prad.g_00451
OG0000844	Syap.g_00039	Prad.g_00450
OG0000845	Syap.g_00040	Prad.g_00449
OG0000846	Syap.g_00042	Prad.g_00448
OG0000847	Syap.g_00043	Prad.g_00447
OG0000848	Syap.g_00045	Prad.g_00446
OG0000849	Syap.g_00046	Prad.g_00445
OG0000850	Syap.g_00310	Prad.g_00443
OG0000851	Syap.g_01214	Prad.g_00442
OG0000852	Syap.g_01215	Prad.g_00441
OG0000853	Syap.g_01219	Prad.g_00437
OG0000854	Syap.g_01222	Prad.g_00435
OG0000855	Syap.g_01223	Prad.g_00434
OG0000856	Syap.g_01286	Prad.g_00419
OG0000857	Syap.g_02722	Prad.g_00388
OG0000858	Syap.g_00612	Prad.g_00947
OG0000859	Syap.g_00613	Prad.g_00946
OG0000860	Syap.g_00623	Prad.g_00939
OG0000861	Syap.g_02789	Prad.g_00938
OG0000862	Syap.g_01789	Prad.g_00937
OG0000863	Syap.g_01784	Prad.g_00935
OG0000864	Syap.g_01783	Prad.g_00934
OG0000865	Syap.g_01781, Syap.g_01782	Prad.g_00933
OG0000866	Syap.g_01780	Prad.g_00932
OG0000867	Syap.g_01779	Prad.g_00931
OG0000868	Syap.g_01775	Prad.g_00930
OG0000869	Syap.g_01770	Prad.g_00926
OG0000870	Syap.g_01401	Prad.g_00921
OG0000871	Syap.g_01400	Prad.g_00920
OG0000872	Syap.g_01394	Prad.g_00919
OG0000873	Syap.g_01390	Prad.g_00916
OG0000874	Syap.g_01388	Prad.g_00913
OG0000875	Syap.g_01386	Prad.g_00912
OG0000876	Syap.g_00822	Prad.g_00911
OG0000877	Syap.g_01380	Prad.g_00909
OG0000878	Syap.g_01378	Prad.g_00908
OG0000879	Syap.g_01377	Prad.g_00907
OG0000880	Syap.g_01376	Prad.g_00906
OG0000882	Syap.g_01516	Prad.g_00897
OG0000883	Syap.g_01511	Prad.g_00895
OG0000884	Syap.g_01509	Prad.g_00893
OG0000885	Syap.g_01508	Prad.g_00892
OG0000886	Syap.g_01507	Prad.g_00891
OG0000887	Syap.g_01506	Prad.g_00890
OG0000888	Syap.g_01504	Prad.g_00888
OG0000889	Syap.g_01502	Prad.g_00886
OG0000890	Syap.g_01499	Prad.g_00885
OG0000891	Syap.g_01498	Prad.g_00884
OG0000892	Syap.g_02671	Prad.g_00882
OG0000893	Syap.g_02497	Prad.g_00879
OG0000894	Syap.g_02679	Prad.g_00877
OG0000895	Syap.g_00546	Prad.g_00874
OG0000896	Syap.g_00545	Prad.g_00873
OG0000897	Syap.g_00543	Prad.g_00871
OG0000898	Syap.g_00542	Prad.g_00870
OG0000899	Syap.g_00541	Prad.g_00869
OG0000900	Syap.g_00540	Prad.g_00868
OG0000901	Syap.g_01930	Prad.g_00865
OG0000902	Syap.g_01929	Prad.g_00863
OG0000903	Syap.g_01916	Prad.g_00860
OG0000904	Syap.g_01922	Prad.g_00858
OG0000905	Syap.g_01925	Prad.g_00853
OG0000906	Syap.g_01927	Prad.g_00852
OG0000907	Syap.g_01914	Prad.g_00849
OG0000908	Syap.g_01235	Prad.g_00846
OG0000909	Syap.g_01236	Prad.g_00845
OG0000910	Syap.g_01237	Prad.g_00844
OG0000911	Syap.g_00511	Prad.g_00842
OG0000912	Syap.g_00510	Prad.g_00841
OG0000913	Syap.g_00509	Prad.g_00840
OG0000914	Syap.g_00508	Prad.g_00839
OG0000915	Syap.g_00506	Prad.g_00838
OG0000916	Syap.g_00505	Prad.g_00837
OG0000917	Syap.g_00504	Prad.g_00836
OG0000918	Syap.g_00503	Prad.g_00835
OG0000919	Syap.g_00502	Prad.g_00834
OG0000920	Syap.g_00501	Prad.g_00833
OG0000921	Syap.g_00500	Prad.g_00832
OG0000922	Syap.g_00499	Prad.g_00831
OG0000923	Syap.g_00495	Prad.g_00827
OG0000924	Syap.g_00494	Prad.g_00826
OG0000925	Syap.g_00493	Prad.g_00825
OG0000926	Syap.g_00492	Prad.g_00824
OG0000927	Syap.g_00490	Prad.g_00822
OG0000928	Syap.g_00489	Prad.g_00821
OG0000929	Syap.g_00488	Prad.g_00820
OG0000930	Syap.g_00487	Prad.g_00819
OG0000931	Syap.g_00486	Prad.g_00818
OG0000932	Syap.g_00485	Prad.g_00817
OG0000933	Syap.g_00479	Prad.g_00813
OG0000934	Syap.g_00477	Prad.g_00811
OG0000935	Syap.g_00476	Prad.g_00810
OG0000936	Syap.g_00475	Prad.g_00809
OG0000937	Syap.g_00474	Prad.g_00808
OG0000938	Syap.g_00471	Prad.g_00806
OG0000939	Syap.g_00469	Prad.g_00805
OG0000940	Syap.g_00460	Prad.g_00798
OG0000941	Syap.g_00458	Prad.g_00796
OG0000942	Syap.g_00606	Prad.g_00794
OG0000943	Syap.g_00604	Prad.g_00793
OG0000944	Syap.g_00602	Prad.g_00792
OG0000945	Syap.g_00601	Prad.g_00791
OG0000946	Syap.g_00595	Prad.g_00787
OG0000947	Syap.g_00591	Prad.g_00785
OG0000948	Syap.g_00590	Prad.g_00784
OG0000949	Syap.g_01051	Prad.g_00781
OG0000950	Syap.g_01061	Prad.g_00776
OG0000951	Syap.g_01070	Prad.g_00772
OG0000952	Syap.g_01074	Prad.g_00768
OG0000953	Syap.g_01078	Prad.g_00765
OG0000954	Syap.g_01089	Prad.g_01641
OG0000955	Syap.g_01090	Prad.g_01640
OG0000956	Syap.g_01092	Prad.g_01638
OG0000957	Syap.g_01109	Prad.g_01633
OG0000958	Syap.g_01110	Prad.g_01632
OG0000959	Syap.g_01114	Prad.g_01628
OG0000960	Syap.g_01115	Prad.g_01627
OG0000961	Syap.g_02170	Prad.g_01625
OG0000962	Syap.g_01121	Prad.g_01623
OG0000963	Syap.g_01124	Prad.g_01620
OG0000964	Syap.g_01125	Prad.g_01619
OG0000965	Syap.g_01126	Prad.g_01618
OG0000966	Syap.g_01141	Prad.g_01611
OG0000967	Syap.g_00633	Prad.g_01607
OG0000968	Syap.g_00998	Prad.g_01605
OG0000969	Syap.g_00996	Prad.g_01604
OG0000970	Syap.g_00995	Prad.g_01603
OG0000971	Syap.g_00993	Prad.g_01602
OG0000972	Syap.g_00992	Prad.g_01601
OG0000973	Syap.g_00991	Prad.g_01600
OG0000974	Syap.g_00990	Prad.g_01599
OG0000975	Syap.g_00989	Prad.g_01598
OG0000976	Syap.g_00988	Prad.g_01597
OG0000977	Syap.g_00986	Prad.g_01596
OG0000978	Syap.g_00985	Prad.g_01595
OG0000979	Syap.g_00980	Prad.g_01592
OG0000980	Syap.g_00977	Prad.g_01590
OG0000981	Syap.g_01812	Prad.g_01588
OG0000982	Syap.g_00132	Prad.g_01586
OG0000983	Syap.g_00134	Prad.g_01585
OG0000984	Syap.g_00135	Prad.g_01584
OG0000985	Syap.g_00140	Prad.g_01581
OG0000986	Syap.g_01044	Prad.g_01579
OG0000987	Syap.g_01033	Prad.g_01578
OG0000988	Syap.g_01027	Prad.g_01575
OG0000989	Syap.g_01011	Prad.g_01571
OG0000990	Syap.g_02087	Prad.g_01568
OG0000991	Syap.g_02091	Prad.g_01567
OG0000992	Syap.g_02095	Prad.g_01565
OG0000993	Syap.g_02097	Prad.g_01564
OG0000994	Syap.g_02101	Prad.g_01563
OG0000996	Syap.g_01817	Prad.g_01558
OG0000997	Syap.g_02590	Prad.g_01557
OG0000998	Syap.g_02591	Prad.g_01555
OG0000999	Syap.g_02592	Prad.g_01554
OG0001001	Syap.g_02605	Prad.g_01549
OG0001002	Syap.g_00124	Prad.g_01545
OG0001003	Syap.g_02310	Prad.g_01544
OG0001004	Syap.g_02311	Prad.g_01543
OG0001005	Syap.g_02312	Prad.g_01542
OG0001006	Syap.g_00053	Prad.g_01538
OG0001007	Syap.g_00055	Prad.g_01536
OG0001008	Syap.g_02060	Prad.g_00070
OG0001012	Syap.g_00371	Prad.g_01944
OG0001013	Syap.g_01325	Prad.g_01938
OG0001016	Syap.g_01695	Prad.g_01920
OG0001033	Syap.g_00105	Prad.g_01783
OG0001035	Syap.g_01594	Prad.g_01737
OG0001038	Syap.g_01362	Prad.g_01713
OG0001039	Syap.g_01359	Prad.g_01710
OG0001040	Syap.g_01356	Prad.g_01708
OG0001041	Syap.g_01352	Prad.g_01704
OG0001043	Syap.g_01676	Prad.g_01686
OG0001044	Syap.g_00571	Prad.g_01658
OG0001053	Syap.g_02253	Prad.g_00024
OG0001054	Syap.g_00274	Prad.g_00131
OG0001055	Syap.g_00252	Prad.g_00112
OG0001059	Syap.g_00306	Prad.g_01343
OG0001060	Syap.g_00299	Prad.g_01350
OG0001061	Syap.g_01309	Prad.g_01363
OG0001062	Syap.g_01314	Prad.g_01365
OG0001072	Syap.g_00441	Prad.g_01379
OG0001073	Syap.g_00122, Syap.g_00455	Prad.g_01393
OG0001078	Syap.g_00896	Prad.g_01425
OG0001080	Syap.g_02505	Prad.g_01227
OG0001085	Syap.g_01953	Prad.g_01244
OG0001094	Syap.g_00187	Prad.g_01140
OG0001095	Syap.g_02725	Prad.g_01159
OG0001096	Syap.g_02709	Prad.g_01172
OG0001100	Syap.g_02369	Prad.g_00252
OG0001102	Syap.g_01258	Prad.g_00248
OG0001103	Syap.g_01256	Prad.g_00246
OG0001104	Syap.g_00171	Prad.g_00223
OG0001105	Syap.g_00175	Prad.g_00219
OG0001107	Syap.g_02015	Prad.g_00188
OG0001108	Syap.g_00119	Prad.g_00184
OG0001122	Syap.g_02766	Prad.g_00141
OG0001123	Syap.g_01872	Prad.g_00137
OG0001133	Syap.g_01292	Prad.g_00655
OG0001136	Syap.g_00230	Prad.g_01499
OG0001137	Syap.g_00213	Prad.g_01488
OG0001140	Syap.g_02134	Prad.g_01467
OG0001152	Syap.g_02447	Prad.g_00578
OG0001154	Syap.g_00013	Prad.g_00481
OG0001155	Syap.g_00750	Prad.g_00469
OG0001160	Syap.g_01217	Prad.g_00439
OG0001162	Syap.g_02366	Prad.g_00415
OG0001163	Syap.g_00609	Prad.g_00949
OG0001164	Syap.g_00614	Prad.g_00945
OG0001165	Syap.g_00619	Prad.g_00942
OG0001168	Syap.g_01372	Prad.g_00903
OG0001171	Syap.g_01505	Prad.g_00889
OG0001172	Syap.g_00547	Prad.g_00876
OG0001177	Syap.g_01920	Prad.g_00856
OG0001178	Syap.g_01786, Syap.g_01787	Prad.g_00851
OG0001179	Syap.g_00491	Prad.g_00823
OG0001180	Syap.g_00097, Syap.g_00465	Prad.g_00801
OG0001181	Syap.g_00459	Prad.g_00797
OG0001183	Syap.g_00594	Prad.g_00786
OG0001185	Syap.g_01104	Prad.g_01636
OG0001186	Syap.g_01140	Prad.g_01614
OG0001187	Syap.g_01142	Prad.g_01610
OG0001188	Syap.g_00634	Prad.g_01608
OG0001189	Syap.g_00979	Prad.g_01591
OG0001191	Syap.g_01030	Prad.g_01577
OG0001192	Syap.g_01021	Prad.g_01572
OG0001197	Syap.g_00126	Prad.g_01546
OG0001198	Syap.g_00052	Prad.g_01539
OG0001199	Syap.g_01696	Prad.g_01919
OG0001200	Syap.g_01698	Prad.g_01917
OG0001202	Syap.g_01613	Prad.g_01792
OG0001203	Syap.g_01154	Prad.g_01753
OG0001204	Syap.g_01577	Prad.g_01748
OG0001214	Syap.g_00897	Prad.g_01426
OG0001217	Syap.g_01464	Prad.g_01092
OG0001218	Syap.g_00020	Prad.g_01100
OG0001219	Syap.g_02794	Prad.g_01134
OG0001221	Syap.g_01777	Prad.g_00234
OG0001222	Syap.g_02027	Prad.g_00194
OG0001224	Syap.g_01551	Prad.g_01022
OG0001225	Syap.g_01553	Prad.g_01020
OG0001226	Syap.g_02551	Prad.g_00995
OG0001228	Syap.g_01063	Prad.g_01450
OG0001229	Syap.g_00827	Prad.g_00596
OG0001230	Syap.g_02116	Prad.g_00523
OG0001231	Syap.g_00073	Prad.g_00417
OG0001232	Syap.g_01393	Prad.g_00918
OG0001235	Syap.g_01924	Prad.g_00854
OG0001236	Syap.g_01069	Prad.g_00773
OG0001237	Syap.g_01073	Prad.g_00769
OG0001238	Syap.g_01028	Prad.g_01576
OG0001239	Syap.g_01693, Syap.g_01692	Prad.g_01922
OG0001242	Syap.g_02227, Syap.g_02229	Prad.g_01874
OG0001243	Syap.g_02219	Prad.g_01868
OG0001244	Syap.g_02192	Prad.g_01852
OG0001246	Syap.g_01165, Syap.g_00267	Prad.g_00125
OG0001248	Syap.g_00423	Prad.g_01259
OG0001249	Syap.g_00575	Prad.g_01123
OG0001250	Syap.g_01836	Prad.g_00307
OG0001251	Syap.g_01549, Syap.g_01727	Prad.g_00259
OG0001253	Syap.g_01969	Prad.g_00977
OG0001255	Syap.g_02523	Prad.g_01512
OG0001256	Syap.g_01225	Prad.g_00424
OG0001257	Syap.g_00374, Syap.g_00373, Syap.g_01821	Prad.g_00418
OG0001258	Syap.g_00617	Prad.g_00944
OG0001260	Syap.g_01497	Prad.g_00883
OG0001261	Syap.g_00482	Prad.g_00815
OG0001262	Syap.g_00981	Prad.g_01593
OG0001263	Syap.g_02216	Prad.g_01865
OG0001265	Syap.g_02231	Prad.g_01875
OG0001266	Syap.g_01618	Prad.g_01788
OG0001267	Syap.g_01360	Prad.g_01711
OG0001268	Syap.g_00563	Prad.g_01652
OG0001270	Syap.g_02056	Prad.g_00668
OG0001271	Syap.g_02759	Prad.g_00035
OG0001272	Syap.g_02250	Prad.g_00021
OG0001274	Syap.g_01897	Prad.g_01277
OG0001275	Syap.g_02694	Prad.g_00158
OG0001276	Syap.g_01873	Prad.g_00138
OG0001277	Syap.g_01293	Prad.g_00988
OG0001278	Syap.g_02438	Prad.g_01445
OG0001279	Syap.g_02663	Prad.g_01216
OG0001282	Syap.g_01701	Prad.g_00593
OG0001284	Syap.g_00047	Prad.g_00444
OG0001286	Syap.g_00467	Prad.g_00803
OG0001287	Syap.g_00418	Prad.g_01629
OG0001288	Syap.g_01123	Prad.g_01621
OG0001289	Syap.g_02365	Prad.g_01906
OG0001291	Syap.g_02207	Prad.g_01858
OG0001292	Syap.g_01583	Prad.g_01743
OG0001297	Syap.g_00255	Prad.g_00115
OG0001299	Syap.g_01959	Prad.g_01240
OG0001303	Syap.g_02795	Prad.g_00154
OG0001304	Syap.g_00536	Prad.g_01034
OG0001305	Syap.g_01562	Prad.g_01014
OG0001306	Syap.g_00245	Prad.g_01510
OG0001307	Syap.g_00403	Prad.g_00611
OG0001308	Syap.g_02751, Syap.g_02750	Prad.g_00505
OG0001310	Syap.g_01774	Prad.g_00929
OG0001312	Syap.g_01735	Prad.g_00205
OG0001315	Syap.g_00596	Prad.g_01932
OG0001318	Syap.g_01596, Syap.g_01597	Prad.g_01735
OG0001319	Syap.g_02338	Prad.g_01719
OG0001323	Syap.g_00757	Prad.g_00110
OG0001326	Syap.g_02646	Prad.g_00271
OG0001332	Syap.g_01548	Prad.g_00471
OG0001333	Syap.g_01373	Prad.g_00904
OG0001336	Syap.g_02602	Prad.g_01550
OG0001345	Syap.g_01877, Syap.g_02776	Prad.g_01477
OG0001346	Syap.g_01484	Prad.g_00627
OG0001347	Syap.g_02536	Prad.g_01978
OG0001348	Syap.g_00938	Prad.g_00395
OG0001351	Syap.g_01996	Prad.g_00053
OG0001353	Syap.g_01849	Prad.g_01178
OG0001358	Syap.g_00942	Prad.g_01409
OG0001360	Syap.g_01881, Syap.g_02778	Prad.g_00976
OG0001361	Syap.g_01792	Prad.g_01480
OG0001364	Syap.g_01052	Prad.g_00780
OG0001365	Syap.g_00138	Prad.g_01583
OG0001371	Syap.g_02544, Syap.g_02545	Prad.g_01253
OG0001373	Syap.g_02647	Prad.g_00272
OG0001374	Syap.g_01829, Syap.g_01830	Prad.g_00264
OG0001376	Syap.g_01991	Prad.g_01009
OG0001377	Syap.g_01992	Prad.g_01008
OG0001378	Syap.g_02055	Prad.g_00634
OG0001379	Syap.g_01474	Prad.g_00364
OG0001382	Syap.g_00677	Prad.g_00403
OG0001385	Syap.g_02650	Prad.g_00275
