Orthogroup	Syap	Syaf
OG0000585	Syap.g_01526	Syaf.g_02370
OG0000586	Syap.g_01525	Syaf.g_02369
OG0000587	Syap.g_01523	Syaf.g_02367
OG0000588	Syap.g_00776	Syaf.g_02350
OG0000589	Syap.g_00941	Syaf.g_02340
OG0000590	Syap.g_00940	Syaf.g_02339
OG0000591	Syap.g_01289	Syaf.g_02331
OG0000592	Syap.g_01288	Syaf.g_02330
OG0000593	Syap.g_00890	Syaf.g_02314
OG0000594	Syap.g_00891	Syaf.g_02313
OG0000595	Syap.g_00892	Syaf.g_02312
OG0000596	Syap.g_00898	Syaf.g_02307
OG0000597	Syap.g_00903	Syaf.g_02304
OG0000598	Syap.g_00904	Syaf.g_02303
OG0000599	Syap.g_00908	Syaf.g_02300
OG0000600	Syap.g_00909	Syaf.g_02299
OG0000601	Syap.g_00910	Syaf.g_02298
OG0000602	Syap.g_00640	Syaf.g_02293
OG0000603	Syap.g_00641	Syaf.g_02292
OG0000604	Syap.g_02769	Syaf.g_02289
OG0000605	Syap.g_02501, Syap.g_02771	Syaf.g_01734
OG0000606	Syap.g_02506	Syaf.g_02145
OG0000607	Syap.g_00093	Syaf.g_02142
OG0000608	Syap.g_00094	Syaf.g_02141
OG0000609	Syap.g_00096	Syaf.g_02139
OG0000610	Syap.g_01963	Syaf.g_02132
OG0000611	Syap.g_01958	Syaf.g_02129
OG0000612	Syap.g_01957	Syaf.g_02128
OG0000613	Syap.g_02480	Syaf.g_00315
OG0000615	Syap.g_00154	Syaf.g_02085
OG0000616	Syap.g_00127	Syaf.g_00518
OG0000617	Syap.g_00513	Syaf.g_01975
OG0000618	Syap.g_00514	Syaf.g_01974
OG0000619	Syap.g_00515	Syaf.g_01973
OG0000620	Syap.g_00520	Syaf.g_01966
OG0000621	Syap.g_00521	Syaf.g_01965
OG0000622	Syap.g_00523	Syaf.g_01964
OG0000623	Syap.g_00526	Syaf.g_01963
OG0000624	Syap.g_00527	Syaf.g_01961
OG0000625	Syap.g_00528	Syaf.g_01960
OG0000626	Syap.g_00529	Syaf.g_01959
OG0000627	Syap.g_00848	Syaf.g_01782
OG0000628	Syap.g_00850	Syaf.g_01783
OG0000629	Syap.g_02334	Syaf.g_01786
OG0000630	Syap.g_02793	Syaf.g_01790
OG0000631	Syap.g_01724	Syaf.g_01801
OG0000632	Syap.g_01725	Syaf.g_01802
OG0000633	Syap.g_01726	Syaf.g_01803
OG0000634	Syap.g_00190	Syaf.g_02053
OG0000635	Syap.g_00191	Syaf.g_02052
OG0000636	Syap.g_00193	Syaf.g_02050
OG0000637	Syap.g_00195	Syaf.g_02048
OG0000638	Syap.g_00196	Syaf.g_02047
OG0000639	Syap.g_00197	Syaf.g_02046
OG0000640	Syap.g_00198	Syaf.g_02045
OG0000641	Syap.g_00203	Syaf.g_02041
OG0000642	Syap.g_02732	Syaf.g_02040
OG0000643	Syap.g_02731	Syaf.g_02038
OG0000644	Syap.g_02730	Syaf.g_02037
OG0000645	Syap.g_02726	Syaf.g_02035
OG0000646	Syap.g_02723	Syaf.g_02032
OG0000647	Syap.g_02721	Syaf.g_02030
OG0000648	Syap.g_02719	Syaf.g_02027
OG0000649	Syap.g_02718	Syaf.g_02026
OG0000650	Syap.g_02717	Syaf.g_02025
OG0000651	Syap.g_02716	Syaf.g_02024
OG0000652	Syap.g_02715	Syaf.g_02023
OG0000653	Syap.g_02713	Syaf.g_02021
OG0000654	Syap.g_02711	Syaf.g_02020
OG0000655	Syap.g_02710	Syaf.g_02019
OG0000656	Syap.g_02706	Syaf.g_02016
OG0000657	Syap.g_01845	Syaf.g_01384
OG0000658	Syap.g_01841	Syaf.g_01381
OG0000659	Syap.g_01840	Syaf.g_01380
OG0000660	Syap.g_01835	Syaf.g_01376
OG0000662	Syap.g_00823	Syaf.g_01372
OG0000663	Syap.g_00826	Syaf.g_01369
OG0000664	Syap.g_00828	Syaf.g_01368
OG0000665	Syap.g_02331	Syaf.g_00980
OG0000666	Syap.g_01573	Syaf.g_01733
OG0000667	Syap.g_01979	Syaf.g_01635
OG0000668	Syap.g_02765	Syaf.g_01928
OG0000669	Syap.g_02371	Syaf.g_02112
OG0000670	Syap.g_02368	Syaf.g_02769
OG0000671	Syap.g_01260	Syaf.g_02108
OG0000672	Syap.g_01257	Syaf.g_02105
OG0000673	Syap.g_01253	Syaf.g_02102
OG0000674	Syap.g_01251	Syaf.g_02100
OG0000675	Syap.g_01250	Syaf.g_02099
OG0000676	Syap.g_01248	Syaf.g_02097
OG0000677	Syap.g_01246	Syaf.g_02096
OG0000678	Syap.g_01239	Syaf.g_02092
OG0000679	Syap.g_00157	Syaf.g_02083
OG0000680	Syap.g_00158	Syaf.g_02082
OG0000681	Syap.g_00163	Syaf.g_02079
OG0000682	Syap.g_00165	Syaf.g_02078
OG0000683	Syap.g_00166	Syaf.g_02077
OG0000684	Syap.g_00169	Syaf.g_02072
OG0000685	Syap.g_00172	Syaf.g_02070
OG0000686	Syap.g_00173	Syaf.g_02069
OG0000687	Syap.g_00174	Syaf.g_02068
OG0000688	Syap.g_00178	Syaf.g_02063
OG0000689	Syap.g_00180	Syaf.g_02061
OG0000690	Syap.g_00181	Syaf.g_02060
OG0000691	Syap.g_00182	Syaf.g_02059
OG0000692	Syap.g_00184	Syaf.g_02058
OG0000693	Syap.g_00185	Syaf.g_02057
OG0000694	Syap.g_00186	Syaf.g_02056
OG0000695	Syap.g_01729	Syaf.g_01805
OG0000696	Syap.g_01730	Syaf.g_01806
OG0000697	Syap.g_01734	Syaf.g_01808
OG0000698	Syap.g_01737	Syaf.g_01811
OG0000699	Syap.g_01738	Syaf.g_01813
OG0000700	Syap.g_01739	Syaf.g_01814
OG0000701	Syap.g_01740	Syaf.g_01815
OG0000702	Syap.g_01747	Syaf.g_01843
OG0000703	Syap.g_01750	Syaf.g_01844
OG0000704	Syap.g_01753	Syaf.g_01846
OG0000705	Syap.g_02022	Syaf.g_01853
OG0000706	Syap.g_02020	Syaf.g_01854
OG0000707	Syap.g_02019	Syaf.g_01855
OG0000708	Syap.g_02016	Syaf.g_01858
OG0000709	Syap.g_00121	Syaf.g_01867
OG0000711	Syap.g_02686	Syaf.g_01908
OG0000712	Syap.g_02688	Syaf.g_01910
OG0000713	Syap.g_02689	Syaf.g_01911
OG0000714	Syap.g_02691	Syaf.g_01913
OG0000715	Syap.g_02693	Syaf.g_01915
OG0000716	Syap.g_02696	Syaf.g_01919
OG0000717	Syap.g_02697	Syaf.g_01920
OG0000718	Syap.g_02701	Syaf.g_01924
OG0000719	Syap.g_02767	Syaf.g_01926
OG0000720	Syap.g_02780	Syaf.g_01939
OG0000721	Syap.g_02782	Syaf.g_01941
OG0000722	Syap.g_02783	Syaf.g_01942
OG0000723	Syap.g_00532	Syaf.g_01957
OG0000725	Syap.g_01559	Syaf.g_01445
OG0000726	Syap.g_01560	Syaf.g_01446
OG0000727	Syap.g_01561	Syaf.g_01447
OG0000728	Syap.g_01564	Syaf.g_01449
OG0000729	Syap.g_01122	Syaf.g_00405
OG0000730	Syap.g_00572	Syaf.g_00026
OG0000731	Syap.g_00560	Syaf.g_00014
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Syaf.g_00444
OG0000733	Syap.g_01971	Syaf.g_00615
OG0000734	Syap.g_02628	Syaf.g_00895
OG0000735	Syap.g_00244	Syaf.g_01273
OG0000736	Syap.g_00243	Syaf.g_01274
OG0000737	Syap.g_00242	Syaf.g_01275
OG0000738	Syap.g_00236	Syaf.g_01280
OG0000739	Syap.g_00235	Syaf.g_01281
OG0000740	Syap.g_00234	Syaf.g_01282
OG0000741	Syap.g_00231	Syaf.g_01285
OG0000742	Syap.g_00229	Syaf.g_01287
OG0000743	Syap.g_00226	Syaf.g_01289
OG0000744	Syap.g_00225	Syaf.g_01290
OG0000745	Syap.g_00222	Syaf.g_01293
OG0000746	Syap.g_00220	Syaf.g_01295
OG0000747	Syap.g_00219	Syaf.g_01296
OG0000748	Syap.g_00212	Syaf.g_01307
OG0000749	Syap.g_00211	Syaf.g_01309
OG0000750	Syap.g_00210	Syaf.g_01310
OG0000751	Syap.g_00205	Syaf.g_01317
OG0000752	Syap.g_01793	Syaf.g_01319
OG0000753	Syap.g_02775	Syaf.g_01322
OG0000754	Syap.g_01883	Syaf.g_01611
OG0000755	Syap.g_01893	Syaf.g_01599
OG0000757	Syap.g_00427	Syaf.g_01590
OG0000758	Syap.g_00428	Syaf.g_01589
OG0000759	Syap.g_00429	Syaf.g_01588
OG0000760	Syap.g_00430	Syaf.g_01587
OG0000761	Syap.g_00431	Syaf.g_01586
OG0000762	Syap.g_00434	Syaf.g_01584
OG0000763	Syap.g_02624	Syaf.g_01582
OG0000764	Syap.g_02623	Syaf.g_01581
OG0000765	Syap.g_02440	Syaf.g_01564
OG0000766	Syap.g_02439	Syaf.g_01563
OG0000767	Syap.g_02437	Syaf.g_01561
OG0000768	Syap.g_02436	Syaf.g_01560
OG0000769	Syap.g_02434	Syaf.g_01558
OG0000770	Syap.g_02431	Syaf.g_01553
OG0000772	Syap.g_02295	Syaf.g_01705
OG0000773	Syap.g_00885	Syaf.g_01268
OG0000774	Syap.g_01473	Syaf.g_01263
OG0000775	Syap.g_01475	Syaf.g_01261
OG0000776	Syap.g_01476	Syaf.g_01260
OG0000777	Syap.g_01478	Syaf.g_01259
OG0000778	Syap.g_01479	Syaf.g_01258
OG0000779	Syap.g_01494	Syaf.g_01252
OG0000780	Syap.g_01496	Syaf.g_01249
OG0000781	Syap.g_02609	Syaf.g_01245
OG0000782	Syap.g_02611	Syaf.g_01244
OG0000783	Syap.g_02612	Syaf.g_01243
OG0000784	Syap.g_02613	Syaf.g_01242
OG0000785	Syap.g_02281	Syaf.g_01240
OG0000786	Syap.g_02287	Syaf.g_02546
OG0000787	Syap.g_02288	Syaf.g_02547
OG0000788	Syap.g_01932	Syaf.g_02297
OG0000789	Syap.g_00372	Syaf.g_01750
OG0000791	Syap.g_02520	Syaf.g_02740
OG0000792	Syap.g_02519	Syaf.g_02741
OG0000793	Syap.g_02141	Syaf.g_02746
OG0000794	Syap.g_02200	Syaf.g_02747
OG0000795	Syap.g_02199	Syaf.g_02748
OG0000796	Syap.g_02448	Syaf.g_02752
OG0000797	Syap.g_02449	Syaf.g_02753
OG0000798	Syap.g_01363	Syaf.g_00240
OG0000799	Syap.g_02488	Syaf.g_02380
OG0000800	Syap.g_02487	Syaf.g_02383
OG0000801	Syap.g_02486	Syaf.g_02384
OG0000802	Syap.g_02659	Syaf.g_02388
OG0000803	Syap.g_02109	Syaf.g_02393
OG0000804	Syap.g_02113	Syaf.g_02396
OG0000805	Syap.g_02115	Syaf.g_02398
OG0000806	Syap.g_02117	Syaf.g_02405
OG0000807	Syap.g_02118	Syaf.g_02406
OG0000808	Syap.g_02119	Syaf.g_02407
OG0000809	Syap.g_02122	Syaf.g_02410
OG0000810	Syap.g_02124	Syaf.g_02411
OG0000811	Syap.g_02472	Syaf.g_02420
OG0000812	Syap.g_02474	Syaf.g_02422
OG0000813	Syap.g_02475	Syaf.g_02423
OG0000814	Syap.g_02753	Syaf.g_02425
OG0000815	Syap.g_02752	Syaf.g_02426
OG0000816	Syap.g_02289	Syaf.g_02428
OG0000817	Syap.g_02527	Syaf.g_02429
OG0000818	Syap.g_02001	Syaf.g_02442
OG0000819	Syap.g_02002	Syaf.g_02443
OG0000820	Syap.g_02003	Syaf.g_02444
OG0000821	Syap.g_02009	Syaf.g_02450
OG0000822	Syap.g_02011	Syaf.g_02452
OG0000824	Syap.g_00008	Syaf.g_02459
OG0000825	Syap.g_00009	Syaf.g_02460
OG0000826	Syap.g_00010	Syaf.g_02461
OG0000827	Syap.g_00011	Syaf.g_02462
OG0000828	Syap.g_00014	Syaf.g_02465
OG0000829	Syap.g_00015	Syaf.g_02466
OG0000830	Syap.g_00016	Syaf.g_02467
OG0000831	Syap.g_00019	Syaf.g_02470
OG0000832	Syap.g_00752	Syaf.g_01109
OG0000833	Syap.g_00021	Syaf.g_01100
OG0000834	Syap.g_00023	Syaf.g_01098
OG0000835	Syap.g_00024	Syaf.g_01097
OG0000836	Syap.g_00026	Syaf.g_01093
OG0000837	Syap.g_00027	Syaf.g_01091
OG0000838	Syap.g_00031	Syaf.g_01087
OG0000839	Syap.g_00032	Syaf.g_01086
OG0000840	Syap.g_00033	Syaf.g_01085
OG0000841	Syap.g_00034	Syaf.g_01084
OG0000842	Syap.g_00035	Syaf.g_01083
OG0000843	Syap.g_00036	Syaf.g_01082
OG0000844	Syap.g_00039	Syaf.g_01080
OG0000845	Syap.g_00040	Syaf.g_01079
OG0000846	Syap.g_00042	Syaf.g_01078
OG0000847	Syap.g_00043	Syaf.g_01077
OG0000848	Syap.g_00045	Syaf.g_01075
OG0000849	Syap.g_00046	Syaf.g_01074
OG0000850	Syap.g_00310	Syaf.g_01072
OG0000851	Syap.g_01214	Syaf.g_01061
OG0000852	Syap.g_01215	Syaf.g_01060
OG0000853	Syap.g_01219	Syaf.g_01056
OG0000854	Syap.g_01222	Syaf.g_01054
OG0000855	Syap.g_01223	Syaf.g_01053
OG0000856	Syap.g_01286	Syaf.g_02328
OG0000857	Syap.g_02722	Syaf.g_02031
OG0000858	Syap.g_00612	Syaf.g_01047
OG0000859	Syap.g_00613	Syaf.g_01046
OG0000860	Syap.g_00623	Syaf.g_01031
OG0000861	Syap.g_02789	Syaf.g_01030
OG0000862	Syap.g_01789	Syaf.g_01029
OG0000863	Syap.g_01784	Syaf.g_01026
OG0000864	Syap.g_01783	Syaf.g_01025
OG0000865	Syap.g_01781, Syap.g_01782	Syaf.g_01024
OG0000866	Syap.g_01780	Syaf.g_01023
OG0000867	Syap.g_01779	Syaf.g_01022
OG0000868	Syap.g_01775	Syaf.g_01019
OG0000869	Syap.g_01770	Syaf.g_01014
OG0000870	Syap.g_01401	Syaf.g_01009
OG0000871	Syap.g_01400	Syaf.g_01008
OG0000872	Syap.g_01394	Syaf.g_01001
OG0000873	Syap.g_01390	Syaf.g_00998
OG0000874	Syap.g_01388	Syaf.g_01002
OG0000875	Syap.g_01386	Syaf.g_00996
OG0000876	Syap.g_00822	Syaf.g_01198
OG0000877	Syap.g_01380	Syaf.g_01188
OG0000878	Syap.g_01378	Syaf.g_01187
OG0000879	Syap.g_01377	Syaf.g_01186
OG0000880	Syap.g_01376	Syaf.g_01185
OG0000882	Syap.g_01516	Syaf.g_01174
OG0000883	Syap.g_01511	Syaf.g_01172
OG0000884	Syap.g_01509	Syaf.g_01170
OG0000885	Syap.g_01508	Syaf.g_01169
OG0000886	Syap.g_01507	Syaf.g_01168
OG0000887	Syap.g_01506	Syaf.g_01167
OG0000888	Syap.g_01504	Syaf.g_01165
OG0000889	Syap.g_01502	Syaf.g_01163
OG0000890	Syap.g_01499	Syaf.g_01157
OG0000891	Syap.g_01498	Syaf.g_01156
OG0000892	Syap.g_02671	Syaf.g_01154
OG0000893	Syap.g_02497	Syaf.g_00178
OG0000894	Syap.g_02679	Syaf.g_00175
OG0000895	Syap.g_00546	Syaf.g_00171
OG0000896	Syap.g_00545	Syaf.g_00170
OG0000897	Syap.g_00543	Syaf.g_00168
OG0000898	Syap.g_00542	Syaf.g_00167
OG0000899	Syap.g_00541	Syaf.g_00166
OG0000900	Syap.g_00540	Syaf.g_00165
OG0000901	Syap.g_01930	Syaf.g_00160
OG0000902	Syap.g_01929	Syaf.g_00158
OG0000903	Syap.g_01916	Syaf.g_00141
OG0000904	Syap.g_01922	Syaf.g_00146
OG0000905	Syap.g_01925	Syaf.g_00151
OG0000906	Syap.g_01927	Syaf.g_00154
OG0000907	Syap.g_01914	Syaf.g_00139
OG0000908	Syap.g_01235	Syaf.g_00136
OG0000909	Syap.g_01236	Syaf.g_00135
OG0000910	Syap.g_01237	Syaf.g_00134
OG0000911	Syap.g_00511	Syaf.g_00132
OG0000912	Syap.g_00510	Syaf.g_00131
OG0000913	Syap.g_00509	Syaf.g_00130
OG0000914	Syap.g_00508	Syaf.g_00129
OG0000915	Syap.g_00506	Syaf.g_00127
OG0000916	Syap.g_00505	Syaf.g_00126
OG0000917	Syap.g_00504	Syaf.g_00125
OG0000918	Syap.g_00503	Syaf.g_00124
OG0000919	Syap.g_00502	Syaf.g_00123
OG0000920	Syap.g_00501	Syaf.g_00122
OG0000921	Syap.g_00500	Syaf.g_00121
OG0000922	Syap.g_00499	Syaf.g_00120
OG0000923	Syap.g_00495	Syaf.g_00116
OG0000924	Syap.g_00494	Syaf.g_00115
OG0000925	Syap.g_00493	Syaf.g_00114
OG0000926	Syap.g_00492	Syaf.g_00113
OG0000927	Syap.g_00490	Syaf.g_00111
OG0000928	Syap.g_00489	Syaf.g_00110
OG0000929	Syap.g_00488	Syaf.g_00109
OG0000930	Syap.g_00487	Syaf.g_00108
OG0000931	Syap.g_00486	Syaf.g_00107
OG0000932	Syap.g_00485	Syaf.g_00106
OG0000933	Syap.g_00479	Syaf.g_00100
OG0000934	Syap.g_00477	Syaf.g_00098
OG0000935	Syap.g_00476	Syaf.g_00097
OG0000936	Syap.g_00475	Syaf.g_00096
OG0000937	Syap.g_00474	Syaf.g_00095
OG0000938	Syap.g_00471	Syaf.g_00092
OG0000939	Syap.g_00469	Syaf.g_00091
OG0000940	Syap.g_00460	Syaf.g_00084
OG0000941	Syap.g_00458	Syaf.g_00082
OG0000942	Syap.g_00606	Syaf.g_00080
OG0000943	Syap.g_00604	Syaf.g_00079
OG0000944	Syap.g_00602	Syaf.g_00077
OG0000945	Syap.g_00601	Syaf.g_00075
OG0000946	Syap.g_00595	Syaf.g_00070
OG0000947	Syap.g_00591	Syaf.g_00067
OG0000948	Syap.g_00590	Syaf.g_00066
OG0000949	Syap.g_01051	Syaf.g_00337
OG0000950	Syap.g_01061	Syaf.g_00351
OG0000951	Syap.g_01070	Syaf.g_00358
OG0000952	Syap.g_01074	Syaf.g_00363
OG0000953	Syap.g_01078	Syaf.g_00367
OG0000954	Syap.g_01089	Syaf.g_00372
OG0000955	Syap.g_01090	Syaf.g_00373
OG0000956	Syap.g_01092	Syaf.g_00375
OG0000957	Syap.g_01109	Syaf.g_00386
OG0000958	Syap.g_01110	Syaf.g_00387
OG0000959	Syap.g_01114	Syaf.g_00391
OG0000960	Syap.g_01115	Syaf.g_00392
OG0000961	Syap.g_02170	Syaf.g_00402
OG0000962	Syap.g_01121	Syaf.g_00404
OG0000963	Syap.g_01124	Syaf.g_00409
OG0000964	Syap.g_01125	Syaf.g_00410
OG0000965	Syap.g_01126	Syaf.g_00411
OG0000966	Syap.g_01141	Syaf.g_00421
OG0000967	Syap.g_00633	Syaf.g_00426
OG0000968	Syap.g_00998	Syaf.g_00417
OG0000969	Syap.g_00996	Syaf.g_00423
OG0000970	Syap.g_00995	Syaf.g_00424
OG0000971	Syap.g_00993	Syaf.g_00429
OG0000972	Syap.g_00992	Syaf.g_00430
OG0000973	Syap.g_00991	Syaf.g_00431
OG0000974	Syap.g_00990	Syaf.g_00432
OG0000975	Syap.g_00989	Syaf.g_00433
OG0000976	Syap.g_00988	Syaf.g_00434
OG0000977	Syap.g_00986	Syaf.g_00436
OG0000978	Syap.g_00985	Syaf.g_00437
OG0000979	Syap.g_00980	Syaf.g_00440
OG0000980	Syap.g_00977	Syaf.g_00443
OG0000981	Syap.g_01812	Syaf.g_00446
OG0000982	Syap.g_00132	Syaf.g_00645
OG0000983	Syap.g_00134	Syaf.g_00644
OG0000984	Syap.g_00135	Syaf.g_00643
OG0000985	Syap.g_00140	Syaf.g_00641
OG0000986	Syap.g_01044	Syaf.g_00639
OG0000987	Syap.g_01033	Syaf.g_00637
OG0000988	Syap.g_01027	Syaf.g_00633
OG0000989	Syap.g_01011	Syaf.g_00624
OG0000990	Syap.g_02087	Syaf.g_00606
OG0000991	Syap.g_02091	Syaf.g_00604
OG0000992	Syap.g_02095	Syaf.g_00601
OG0000993	Syap.g_02097	Syaf.g_00600
OG0000994	Syap.g_02101	Syaf.g_00597
OG0000996	Syap.g_01817	Syaf.g_00543
OG0000997	Syap.g_02590	Syaf.g_00532
OG0000998	Syap.g_02591	Syaf.g_00530
OG0000999	Syap.g_02592	Syaf.g_00529
OG0001001	Syap.g_02605	Syaf.g_00521
OG0001002	Syap.g_00124	Syaf.g_00515
OG0001003	Syap.g_02310	Syaf.g_00514
OG0001004	Syap.g_02311	Syaf.g_00513
OG0001005	Syap.g_02312	Syaf.g_00510
OG0001006	Syap.g_00053	Syaf.g_00500
OG0001007	Syap.g_00055	Syaf.g_00498
OG0001008	Syap.g_02060	Syaf.g_01215
OG0001012	Syap.g_00371	Syaf.g_00649
OG0001013	Syap.g_01325	Syaf.g_00669
OG0001016	Syap.g_01695	Syaf.g_00958
OG0001035	Syap.g_01594	Syaf.g_00207
OG0001038	Syap.g_01362	Syaf.g_00242
OG0001039	Syap.g_01359	Syaf.g_00245
OG0001040	Syap.g_01356	Syaf.g_00248
OG0001041	Syap.g_01352	Syaf.g_00253
OG0001043	Syap.g_01676	Syaf.g_00279
OG0001044	Syap.g_00571	Syaf.g_00024
OG0001053	Syap.g_02253	Syaf.g_02718
OG0001054	Syap.g_00274	Syaf.g_02701
OG0001059	Syap.g_00306	Syaf.g_02620
OG0001060	Syap.g_00299	Syaf.g_02614
OG0001061	Syap.g_01309	Syaf.g_02590
OG0001062	Syap.g_01314	Syaf.g_02588
OG0001072	Syap.g_00441	Syaf.g_02569
OG0001073	Syap.g_00122, Syap.g_00455	Syaf.g_02555
OG0001078	Syap.g_00896	Syaf.g_02309
OG0001080	Syap.g_02505	Syaf.g_01740
OG0001085	Syap.g_01953	Syaf.g_02125
OG0001094	Syap.g_00187	Syaf.g_02055
OG0001095	Syap.g_02725	Syaf.g_02034
OG0001096	Syap.g_02709	Syaf.g_02018
OG0001100	Syap.g_02369	Syaf.g_02110
OG0001102	Syap.g_01258	Syaf.g_02106
OG0001103	Syap.g_01256	Syaf.g_02104
OG0001104	Syap.g_00171	Syaf.g_02071
OG0001105	Syap.g_00175	Syaf.g_02067
OG0001107	Syap.g_02015	Syaf.g_01859
OG0001108	Syap.g_00119	Syaf.g_01868
OG0001122	Syap.g_02766	Syaf.g_01927
OG0001123	Syap.g_01872	Syaf.g_01934
OG0001133	Syap.g_01292	Syaf.g_02334
OG0001136	Syap.g_00230	Syaf.g_01286
OG0001137	Syap.g_00213	Syaf.g_01306
OG0001140	Syap.g_02134	Syaf.g_01593
OG0001152	Syap.g_02447	Syaf.g_02751
OG0001154	Syap.g_00013	Syaf.g_02464
OG0001155	Syap.g_00750	Syaf.g_01107
OG0001160	Syap.g_01217	Syaf.g_01058
OG0001162	Syap.g_02366	Syaf.g_02015
OG0001163	Syap.g_00609	Syaf.g_01050
OG0001164	Syap.g_00614	Syaf.g_01044
OG0001165	Syap.g_00619	Syaf.g_01039
OG0001168	Syap.g_01372	Syaf.g_01180
OG0001171	Syap.g_01505	Syaf.g_01166
OG0001172	Syap.g_00547	Syaf.g_00173
OG0001177	Syap.g_01920	Syaf.g_00144
OG0001178	Syap.g_01786, Syap.g_01787	Syaf.g_01028
OG0001179	Syap.g_00491	Syaf.g_00112
OG0001180	Syap.g_00097, Syap.g_00465	Syaf.g_00087
OG0001181	Syap.g_00459	Syaf.g_00083
OG0001185	Syap.g_01104	Syaf.g_00382
OG0001186	Syap.g_01140	Syaf.g_00418
OG0001187	Syap.g_01142	Syaf.g_00422
OG0001188	Syap.g_00634	Syaf.g_00425
OG0001189	Syap.g_00979	Syaf.g_00441
OG0001191	Syap.g_01030	Syaf.g_00635
OG0001192	Syap.g_01021	Syaf.g_00630
OG0001197	Syap.g_00126	Syaf.g_00517
OG0001198	Syap.g_00052	Syaf.g_00501
OG0001199	Syap.g_01696	Syaf.g_00957
OG0001200	Syap.g_01698	Syaf.g_00955
OG0001202	Syap.g_01613	Syaf.g_00764
OG0001203	Syap.g_01154	Syaf.g_02785
OG0001204	Syap.g_01577	Syaf.g_00185
OG0001214	Syap.g_00897	Syaf.g_02308
OG0001217	Syap.g_01464	Syaf.g_02237
OG0001218	Syap.g_00020	Syaf.g_02473
OG0001219	Syap.g_02794	Syaf.g_01796
OG0001221	Syap.g_01777	Syaf.g_02087
OG0001222	Syap.g_02027	Syaf.g_01848
OG0001224	Syap.g_01551	Syaf.g_01438
OG0001225	Syap.g_01553	Syaf.g_01440
OG0001226	Syap.g_02551	Syaf.g_02262
OG0001228	Syap.g_01063	Syaf.g_01223
OG0001229	Syap.g_00827	Syaf.g_01464
OG0001230	Syap.g_02116	Syaf.g_02404
OG0001231	Syap.g_00073	Syaf.g_00481
OG0001232	Syap.g_01393	Syaf.g_01000
OG0001235	Syap.g_01924	Syaf.g_00150
OG0001236	Syap.g_01069	Syaf.g_00357
OG0001237	Syap.g_01073	Syaf.g_00362
OG0001238	Syap.g_01028	Syaf.g_00634
OG0001239	Syap.g_01693, Syap.g_01692	Syaf.g_00960
OG0001242	Syap.g_02227, Syap.g_02229	Syaf.g_00874
OG0001243	Syap.g_02219	Syaf.g_00867
OG0001244	Syap.g_02192	Syaf.g_00836
OG0001246	Syap.g_01165, Syap.g_00267	Syaf.g_02693
OG0001248	Syap.g_00423	Syaf.g_02012
OG0001250	Syap.g_01836	Syaf.g_01377
OG0001251	Syap.g_01549, Syap.g_01727	Syaf.g_00588
OG0001255	Syap.g_02523	Syaf.g_01070
OG0001256	Syap.g_01225	Syaf.g_01051
OG0001257	Syap.g_00374, Syap.g_00373, Syap.g_01821	Syaf.g_02534
OG0001258	Syap.g_00617	Syaf.g_01041
OG0001260	Syap.g_01497	Syaf.g_01155
OG0001261	Syap.g_00482	Syaf.g_00103
OG0001262	Syap.g_00981	Syaf.g_00439
OG0001263	Syap.g_02216	Syaf.g_00864
OG0001265	Syap.g_02231	Syaf.g_00876
OG0001266	Syap.g_01618	Syaf.g_00760
OG0001267	Syap.g_01360	Syaf.g_00244
OG0001268	Syap.g_00563	Syaf.g_00017
OG0001270	Syap.g_02056	Syaf.g_01210
OG0001271	Syap.g_02759	Syaf.g_02501
OG0001272	Syap.g_02250	Syaf.g_02715
OG0001274	Syap.g_01897	Syaf.g_00707
OG0001275	Syap.g_02694	Syaf.g_01917
OG0001276	Syap.g_01873	Syaf.g_01933
OG0001277	Syap.g_01293	Syaf.g_00533
OG0001278	Syap.g_02438	Syaf.g_01562
OG0001279	Syap.g_02663	Syaf.g_02385
OG0001282	Syap.g_01701	Syaf.g_02734
OG0001284	Syap.g_00047	Syaf.g_01073
OG0001286	Syap.g_00467	Syaf.g_00089
OG0001287	Syap.g_00418	Syaf.g_00390
OG0001288	Syap.g_01123	Syaf.g_00408
OG0001289	Syap.g_02365	Syaf.g_00935
OG0001291	Syap.g_02207	Syaf.g_00853
OG0001292	Syap.g_01583	Syaf.g_00191
OG0001297	Syap.g_00255	Syaf.g_02683
OG0001299	Syap.g_01959	Syaf.g_02130
OG0001303	Syap.g_02795	Syaf.g_01798
OG0001304	Syap.g_00536	Syaf.g_01950
OG0001305	Syap.g_01562	Syaf.g_01448
OG0001306	Syap.g_00245	Syaf.g_01272
OG0001307	Syap.g_00403	Syaf.g_01638
OG0001308	Syap.g_02751, Syap.g_02750	Syaf.g_02427
OG0001310	Syap.g_01774	Syaf.g_01018
OG0001311	Syap.g_01871	Syaf.g_01935
OG0001312	Syap.g_01735	Syaf.g_01809
OG0001315	Syap.g_00596	Syaf.g_00071
OG0001318	Syap.g_01596, Syap.g_01597	Syaf.g_00209
OG0001319	Syap.g_02338	Syaf.g_00232
OG0001323	Syap.g_00757	Syaf.g_02675
OG0001326	Syap.g_02646	Syaf.g_00578
OG0001333	Syap.g_01373	Syaf.g_01181
OG0001336	Syap.g_02602	Syaf.g_00523
