Orthogroup	Syaf	Praa
OG0000568	Syaf.g_02599	Praa.g_00569
OG0000569	Syaf.g_02596	Praa.g_00570
OG0000570	Syaf.g_02595	Praa.g_00571
OG0000571	Syaf.g_02591	Praa.g_00573
OG0000572	Syaf.g_02575	Praa.g_00586
OG0000573	Syaf.g_02567	Praa.g_00592
OG0000574	Syaf.g_02566	Praa.g_00593
OG0000575	Syaf.g_02562	Praa.g_00597
OG0000576	Syaf.g_02560	Praa.g_00599
OG0000577	Syaf.g_02559	Praa.g_00600
OG0000578	Syaf.g_02558	Praa.g_00601
OG0000579	Syaf.g_02557	Praa.g_00602
OG0000580	Syaf.g_02556	Praa.g_00603
OG0000581	Syaf.g_02550	Praa.g_00605
OG0000582	Syaf.g_02374	Praa.g_00608
OG0000583	Syaf.g_02373	Praa.g_00609
OG0000584	Syaf.g_02372	Praa.g_00610
OG0000585	Syaf.g_02370	Praa.g_00612
OG0000586	Syaf.g_02369	Praa.g_00613
OG0000587	Syaf.g_02367	Praa.g_00614
OG0000588	Syaf.g_02350	Praa.g_00618
OG0000589	Syaf.g_02340	Praa.g_00621
OG0000590	Syaf.g_02339	Praa.g_00622
OG0000591	Syaf.g_02331	Praa.g_00625
OG0000592	Syaf.g_02330	Praa.g_00626
OG0000593	Syaf.g_02314	Praa.g_00632
OG0000594	Syaf.g_02313	Praa.g_00633
OG0000595	Syaf.g_02312	Praa.g_00634
OG0000596	Syaf.g_02307	Praa.g_00638
OG0000597	Syaf.g_02304	Praa.g_00640
OG0000598	Syaf.g_02303	Praa.g_00641
OG0000599	Syaf.g_02300	Praa.g_00644
OG0000600	Syaf.g_02299	Praa.g_00645
OG0000601	Syaf.g_02298	Praa.g_00646
OG0000602	Syaf.g_02293	Praa.g_00648
OG0000603	Syaf.g_02292	Praa.g_00649
OG0000604	Syaf.g_02289	Praa.g_00650
OG0000605	Syaf.g_01734	Praa.g_00651
OG0000606	Syaf.g_02145	Praa.g_00654
OG0000607	Syaf.g_02142	Praa.g_00657
OG0000608	Syaf.g_02141	Praa.g_00658
OG0000609	Syaf.g_02139	Praa.g_00659
OG0000610	Syaf.g_02132	Praa.g_00664
OG0000611	Syaf.g_02129	Praa.g_00667
OG0000612	Syaf.g_02128	Praa.g_00668
OG0000613	Syaf.g_00315	Praa.g_00673
OG0000614	Syaf.g_01469	Praa.g_00692
OG0000615	Syaf.g_02085	Praa.g_00700
OG0000616	Syaf.g_00518	Praa.g_00704
OG0000617	Syaf.g_01975	Praa.g_00717
OG0000618	Syaf.g_01974	Praa.g_00718
OG0000619	Syaf.g_01973	Praa.g_00719
OG0000620	Syaf.g_01966	Praa.g_00722
OG0000621	Syaf.g_01965	Praa.g_00723
OG0000622	Syaf.g_01964	Praa.g_00724
OG0000623	Syaf.g_01963	Praa.g_00725
OG0000624	Syaf.g_01961	Praa.g_00726
OG0000625	Syaf.g_01960	Praa.g_00727
OG0000626	Syaf.g_01959	Praa.g_00728
OG0000627	Syaf.g_01782	Praa.g_00729
OG0000628	Syaf.g_01783	Praa.g_00730
OG0000629	Syaf.g_01786	Praa.g_00731
OG0000630	Syaf.g_01790	Praa.g_00734
OG0000631	Syaf.g_01801	Praa.g_00794
OG0000632	Syaf.g_01802	Praa.g_00795
OG0000633	Syaf.g_01803	Praa.g_00796
OG0000634	Syaf.g_02053	Praa.g_00799
OG0000635	Syaf.g_02052	Praa.g_00800
OG0000636	Syaf.g_02050	Praa.g_00802
OG0000637	Syaf.g_02048	Praa.g_00804
OG0000638	Syaf.g_02047	Praa.g_00805
OG0000639	Syaf.g_02046	Praa.g_00806
OG0000640	Syaf.g_02045	Praa.g_00807
OG0000641	Syaf.g_02041	Praa.g_00812
OG0000642	Syaf.g_02040	Praa.g_00813
OG0000643	Syaf.g_02038	Praa.g_00814
OG0000644	Syaf.g_02037	Praa.g_00815
OG0000645	Syaf.g_02035	Praa.g_00816
OG0000646	Syaf.g_02032	Praa.g_00818
OG0000647	Syaf.g_02030	Praa.g_00819
OG0000648	Syaf.g_02027	Praa.g_00821
OG0000649	Syaf.g_02026	Praa.g_00822
OG0000650	Syaf.g_02025	Praa.g_00823
OG0000651	Syaf.g_02024	Praa.g_00824
OG0000652	Syaf.g_02023	Praa.g_00825
OG0000653	Syaf.g_02021	Praa.g_00827
OG0000654	Syaf.g_02020	Praa.g_00828
OG0000655	Syaf.g_02019	Praa.g_00829
OG0000656	Syaf.g_02016	Praa.g_00832
OG0000657	Syaf.g_01384	Praa.g_00840
OG0000658	Syaf.g_01381	Praa.g_00841
OG0000659	Syaf.g_01380	Praa.g_00842
OG0000660	Syaf.g_01376	Praa.g_00846
OG0000661	Syaf.g_01374	Praa.g_00848
OG0000662	Syaf.g_01372	Praa.g_00850
OG0000663	Syaf.g_01369	Praa.g_00852
OG0000664	Syaf.g_01368	Praa.g_00853
OG0000665	Syaf.g_00980	Praa.g_00857
OG0000666	Syaf.g_01733	Praa.g_00858
OG0000667	Syaf.g_01635	Praa.g_00862
OG0000668	Syaf.g_01928	Praa.g_00892
OG0000669	Syaf.g_02112	Praa.g_00899
OG0000670	Syaf.g_02769	Praa.g_00901
OG0000671	Syaf.g_02108	Praa.g_00903
OG0000672	Syaf.g_02105	Praa.g_00905
OG0000673	Syaf.g_02102	Praa.g_00908
OG0000674	Syaf.g_02100	Praa.g_00910
OG0000675	Syaf.g_02099	Praa.g_00911
OG0000676	Syaf.g_02097	Praa.g_00913
OG0000677	Syaf.g_02096	Praa.g_00914
OG0000678	Syaf.g_02092	Praa.g_00916
OG0000679	Syaf.g_02083	Praa.g_00920
OG0000680	Syaf.g_02082	Praa.g_00921
OG0000681	Syaf.g_02079	Praa.g_00923
OG0000682	Syaf.g_02078	Praa.g_00924
OG0000683	Syaf.g_02077	Praa.g_00925
OG0000684	Syaf.g_02072	Praa.g_00926
OG0000685	Syaf.g_02070	Praa.g_00928
OG0000686	Syaf.g_02069	Praa.g_00929
OG0000687	Syaf.g_02068	Praa.g_00930
OG0000688	Syaf.g_02063	Praa.g_00933
OG0000689	Syaf.g_02061	Praa.g_00934
OG0000690	Syaf.g_02060	Praa.g_00935
OG0000691	Syaf.g_02059	Praa.g_00936
OG0000692	Syaf.g_02058	Praa.g_00938
OG0000693	Syaf.g_02057	Praa.g_00939
OG0000694	Syaf.g_02056	Praa.g_00940
OG0000695	Syaf.g_01805	Praa.g_00942
OG0000696	Syaf.g_01806	Praa.g_00943
OG0000697	Syaf.g_01808	Praa.g_00944
OG0000698	Syaf.g_01811	Praa.g_00947
OG0000699	Syaf.g_01813	Praa.g_00948
OG0000700	Syaf.g_01814	Praa.g_00949
OG0000701	Syaf.g_01815	Praa.g_00950
OG0000702	Syaf.g_01843	Praa.g_00952
OG0000703	Syaf.g_01844	Praa.g_00953
OG0000704	Syaf.g_01846	Praa.g_00954
OG0000705	Syaf.g_01853	Praa.g_00958
OG0000706	Syaf.g_01854	Praa.g_00959
OG0000707	Syaf.g_01855	Praa.g_00960
OG0000708	Syaf.g_01858	Praa.g_00961
OG0000709	Syaf.g_01867	Praa.g_00965
OG0000710	Syaf.g_01878	Praa.g_00968
OG0000711	Syaf.g_01908	Praa.g_00985
OG0000712	Syaf.g_01910	Praa.g_00987
OG0000713	Syaf.g_01911	Praa.g_00988
OG0000714	Syaf.g_01913	Praa.g_00989
OG0000715	Syaf.g_01915	Praa.g_00991
OG0000716	Syaf.g_01919	Praa.g_00993
OG0000717	Syaf.g_01920	Praa.g_00994
OG0000718	Syaf.g_01924	Praa.g_01008
OG0000719	Syaf.g_01926	Praa.g_01010
OG0000720	Syaf.g_01939	Praa.g_01019
OG0000721	Syaf.g_01941	Praa.g_01021
OG0000722	Syaf.g_01942	Praa.g_01022
OG0000723	Syaf.g_01957	Praa.g_01025
OG0000724	Syaf.g_01418	Praa.g_01034
OG0000725	Syaf.g_01445	Praa.g_01040
OG0000726	Syaf.g_01446	Praa.g_01041
OG0000727	Syaf.g_01447	Praa.g_01042
OG0000728	Syaf.g_01449	Praa.g_01044
OG0000729	Syaf.g_00405	Praa.g_01091
OG0000730	Syaf.g_00026	Praa.g_01095
OG0000731	Syaf.g_00014	Praa.g_01099
OG0000732	Syaf.g_00444	Praa.g_01109
OG0000733	Syaf.g_00615	Praa.g_01128
OG0000734	Syaf.g_00895	Praa.g_01145
OG0000735	Syaf.g_01273	Praa.g_01147
OG0000736	Syaf.g_01274	Praa.g_01148
OG0000737	Syaf.g_01275	Praa.g_01149
OG0000738	Syaf.g_01280	Praa.g_01153
OG0000739	Syaf.g_01281	Praa.g_01154
OG0000740	Syaf.g_01282	Praa.g_01155
OG0000741	Syaf.g_01285	Praa.g_01156
OG0000742	Syaf.g_01287	Praa.g_01158
OG0000743	Syaf.g_01289	Praa.g_01160
OG0000744	Syaf.g_01290	Praa.g_01161
OG0000745	Syaf.g_01293	Praa.g_01162
OG0000746	Syaf.g_01295	Praa.g_01164
OG0000747	Syaf.g_01296	Praa.g_01165
OG0000748	Syaf.g_01307	Praa.g_01168
OG0000749	Syaf.g_01309	Praa.g_01169
OG0000750	Syaf.g_01310	Praa.g_01170
OG0000751	Syaf.g_01317	Praa.g_01172
OG0000752	Syaf.g_01319	Praa.g_01174
OG0000753	Syaf.g_01322	Praa.g_01177
OG0000754	Syaf.g_01611	Praa.g_01180
OG0000755	Syaf.g_01599	Praa.g_01183
OG0000756	Syaf.g_01598	Praa.g_01184
OG0000757	Syaf.g_01590	Praa.g_01190
OG0000758	Syaf.g_01589	Praa.g_01191
OG0000759	Syaf.g_01588	Praa.g_01192
OG0000760	Syaf.g_01587	Praa.g_01193
OG0000761	Syaf.g_01586	Praa.g_01194
OG0000762	Syaf.g_01584	Praa.g_01195
OG0000763	Syaf.g_01582	Praa.g_01197
OG0000764	Syaf.g_01581	Praa.g_01198
OG0000765	Syaf.g_01564	Praa.g_01207
OG0000766	Syaf.g_01563	Praa.g_01208
OG0000767	Syaf.g_01561	Praa.g_01210
OG0000768	Syaf.g_01560	Praa.g_01211
OG0000769	Syaf.g_01558	Praa.g_01213
OG0000770	Syaf.g_01553	Praa.g_01215
OG0000771	Syaf.g_01411	Praa.g_01224
OG0000772	Syaf.g_01705	Praa.g_01290
OG0000773	Syaf.g_01268	Praa.g_01309
OG0000774	Syaf.g_01263	Praa.g_01311
OG0000775	Syaf.g_01261	Praa.g_01313
OG0000776	Syaf.g_01260	Praa.g_01314
OG0000777	Syaf.g_01259	Praa.g_01315
OG0000778	Syaf.g_01258	Praa.g_01316
OG0000779	Syaf.g_01252	Praa.g_01320
OG0000780	Syaf.g_01249	Praa.g_01321
OG0000781	Syaf.g_01245	Praa.g_01324
OG0000782	Syaf.g_01244	Praa.g_01325
OG0000783	Syaf.g_01243	Praa.g_01326
OG0000784	Syaf.g_01242	Praa.g_01327
OG0000785	Syaf.g_01240	Praa.g_01329
OG0000786	Syaf.g_02546	Praa.g_01331
OG0000787	Syaf.g_02547	Praa.g_01332
OG0000788	Syaf.g_02297	Praa.g_01353
OG0000789	Syaf.g_01750	Praa.g_01356
OG0000790	Syaf.g_02738	Praa.g_01371
OG0000791	Syaf.g_02740	Praa.g_01373
OG0000792	Syaf.g_02741	Praa.g_01374
OG0000793	Syaf.g_02746	Praa.g_01377
OG0000794	Syaf.g_02747	Praa.g_01378
OG0000795	Syaf.g_02748	Praa.g_01379
OG0000796	Syaf.g_02752	Praa.g_01383
OG0000797	Syaf.g_02753	Praa.g_01384
OG0000798	Syaf.g_00240	Praa.g_01393
OG0000799	Syaf.g_02380	Praa.g_01458
OG0000800	Syaf.g_02383	Praa.g_01459
OG0000801	Syaf.g_02384	Praa.g_01460
OG0000802	Syaf.g_02388	Praa.g_01462
OG0000803	Syaf.g_02393	Praa.g_01464
OG0000804	Syaf.g_02396	Praa.g_01465
OG0000805	Syaf.g_02398	Praa.g_01467
OG0000806	Syaf.g_02405	Praa.g_01469
OG0000807	Syaf.g_02406	Praa.g_01470
OG0000808	Syaf.g_02407	Praa.g_01471
OG0000809	Syaf.g_02410	Praa.g_01474
OG0000810	Syaf.g_02411	Praa.g_01475
OG0000811	Syaf.g_02420	Praa.g_01479
OG0000812	Syaf.g_02422	Praa.g_01481
OG0000813	Syaf.g_02423	Praa.g_01482
OG0000814	Syaf.g_02425	Praa.g_01484
OG0000815	Syaf.g_02426	Praa.g_01485
OG0000816	Syaf.g_02428	Praa.g_01487
OG0000817	Syaf.g_02429	Praa.g_01488
OG0000818	Syaf.g_02442	Praa.g_01493
OG0000819	Syaf.g_02443	Praa.g_01494
OG0000820	Syaf.g_02444	Praa.g_01495
OG0000821	Syaf.g_02450	Praa.g_01499
OG0000822	Syaf.g_02452	Praa.g_01500
OG0000823	Syaf.g_02453	Praa.g_01501
OG0000824	Syaf.g_02459	Praa.g_01504
OG0000825	Syaf.g_02460	Praa.g_01505
OG0000826	Syaf.g_02461	Praa.g_01506
OG0000827	Syaf.g_02462	Praa.g_01507
OG0000828	Syaf.g_02465	Praa.g_01510
OG0000829	Syaf.g_02466	Praa.g_01511
OG0000830	Syaf.g_02467	Praa.g_01512
OG0000831	Syaf.g_02470	Praa.g_01514
OG0000832	Syaf.g_01109	Praa.g_01520
OG0000833	Syaf.g_01100	Praa.g_01528
OG0000834	Syaf.g_01098	Praa.g_01529
OG0000835	Syaf.g_01097	Praa.g_01530
OG0000836	Syaf.g_01093	Praa.g_01531
OG0000837	Syaf.g_01091	Praa.g_01532
OG0000838	Syaf.g_01087	Praa.g_01534
OG0000839	Syaf.g_01086	Praa.g_01535
OG0000840	Syaf.g_01085	Praa.g_01536
OG0000841	Syaf.g_01084	Praa.g_01537
OG0000842	Syaf.g_01083	Praa.g_01538
OG0000843	Syaf.g_01082	Praa.g_01539
OG0000844	Syaf.g_01080	Praa.g_01541
OG0000845	Syaf.g_01079	Praa.g_01542
OG0000846	Syaf.g_01078	Praa.g_01543
OG0000847	Syaf.g_01077	Praa.g_01544
OG0000848	Syaf.g_01075	Praa.g_01545
OG0000849	Syaf.g_01074	Praa.g_01546
OG0000850	Syaf.g_01072	Praa.g_01548
OG0000851	Syaf.g_01061	Praa.g_01549
OG0000852	Syaf.g_01060	Praa.g_01550
OG0000853	Syaf.g_01056	Praa.g_01554
OG0000854	Syaf.g_01054	Praa.g_01556
OG0000855	Syaf.g_01053	Praa.g_01557
OG0000856	Syaf.g_02328	Praa.g_01572
OG0000857	Syaf.g_02031	Praa.g_01600
OG0000858	Syaf.g_01047	Praa.g_01629
OG0000859	Syaf.g_01046	Praa.g_01630
OG0000860	Syaf.g_01031	Praa.g_01637
OG0000861	Syaf.g_01030	Praa.g_01638
OG0000862	Syaf.g_01029	Praa.g_01639
OG0000863	Syaf.g_01026	Praa.g_01641
OG0000864	Syaf.g_01025	Praa.g_01642
OG0000865	Syaf.g_01024	Praa.g_01643
OG0000866	Syaf.g_01023	Praa.g_01644
OG0000867	Syaf.g_01022	Praa.g_01645
OG0000868	Syaf.g_01019	Praa.g_01646
OG0000869	Syaf.g_01014	Praa.g_01650
OG0000870	Syaf.g_01009	Praa.g_01655
OG0000871	Syaf.g_01008	Praa.g_01656
OG0000872	Syaf.g_01001	Praa.g_01657
OG0000873	Syaf.g_00998	Praa.g_01660
OG0000874	Syaf.g_01002	Praa.g_01663
OG0000875	Syaf.g_00996	Praa.g_01665
OG0000876	Syaf.g_01198	Praa.g_01666
OG0000877	Syaf.g_01188	Praa.g_01668
OG0000878	Syaf.g_01187	Praa.g_01669
OG0000879	Syaf.g_01186	Praa.g_01670
OG0000880	Syaf.g_01185	Praa.g_01671
OG0000881	Syaf.g_01179	Praa.g_01675
OG0000882	Syaf.g_01174	Praa.g_01680
OG0000883	Syaf.g_01172	Praa.g_01682
OG0000884	Syaf.g_01170	Praa.g_01684
OG0000885	Syaf.g_01169	Praa.g_01685
OG0000886	Syaf.g_01168	Praa.g_01686
OG0000887	Syaf.g_01167	Praa.g_01687
OG0000888	Syaf.g_01165	Praa.g_01689
OG0000889	Syaf.g_01163	Praa.g_01691
OG0000890	Syaf.g_01157	Praa.g_01692
OG0000891	Syaf.g_01156	Praa.g_01693
OG0000892	Syaf.g_01154	Praa.g_01695
OG0000893	Syaf.g_00178	Praa.g_01699
OG0000894	Syaf.g_00175	Praa.g_01701
OG0000895	Syaf.g_00171	Praa.g_01704
OG0000896	Syaf.g_00170	Praa.g_01705
OG0000897	Syaf.g_00168	Praa.g_01707
OG0000898	Syaf.g_00167	Praa.g_01708
OG0000899	Syaf.g_00166	Praa.g_01709
OG0000900	Syaf.g_00165	Praa.g_01710
OG0000901	Syaf.g_00160	Praa.g_01713
OG0000902	Syaf.g_00158	Praa.g_01715
OG0000903	Syaf.g_00141	Praa.g_01718
OG0000904	Syaf.g_00146	Praa.g_01720
OG0000905	Syaf.g_00151	Praa.g_01725
OG0000906	Syaf.g_00154	Praa.g_01726
OG0000907	Syaf.g_00139	Praa.g_01733
OG0000908	Syaf.g_00136	Praa.g_01736
OG0000909	Syaf.g_00135	Praa.g_01737
OG0000910	Syaf.g_00134	Praa.g_01738
OG0000911	Syaf.g_00132	Praa.g_01740
OG0000912	Syaf.g_00131	Praa.g_01741
OG0000913	Syaf.g_00130	Praa.g_01742
OG0000914	Syaf.g_00129	Praa.g_01743
OG0000915	Syaf.g_00127	Praa.g_01744
OG0000916	Syaf.g_00126	Praa.g_01745
OG0000917	Syaf.g_00125	Praa.g_01746
OG0000918	Syaf.g_00124	Praa.g_01747
OG0000919	Syaf.g_00123	Praa.g_01748
OG0000920	Syaf.g_00122	Praa.g_01749
OG0000921	Syaf.g_00121	Praa.g_01750
OG0000922	Syaf.g_00120	Praa.g_01751
OG0000923	Syaf.g_00116	Praa.g_01755
OG0000924	Syaf.g_00115	Praa.g_01756
OG0000925	Syaf.g_00114	Praa.g_01757
OG0000926	Syaf.g_00113	Praa.g_01758
OG0000927	Syaf.g_00111	Praa.g_01760
OG0000928	Syaf.g_00110	Praa.g_01761
OG0000929	Syaf.g_00109	Praa.g_01762
OG0000930	Syaf.g_00108	Praa.g_01763
OG0000931	Syaf.g_00107	Praa.g_01764
OG0000932	Syaf.g_00106	Praa.g_01765
OG0000933	Syaf.g_00100	Praa.g_01769
OG0000934	Syaf.g_00098	Praa.g_01771
OG0000935	Syaf.g_00097	Praa.g_01772
OG0000936	Syaf.g_00096	Praa.g_01773
OG0000937	Syaf.g_00095	Praa.g_01774
OG0000938	Syaf.g_00092	Praa.g_01776
OG0000939	Syaf.g_00091	Praa.g_01777
OG0000940	Syaf.g_00084	Praa.g_01784
OG0000941	Syaf.g_00082	Praa.g_01786
OG0000942	Syaf.g_00080	Praa.g_01788
OG0000943	Syaf.g_00079	Praa.g_01789
OG0000944	Syaf.g_00077	Praa.g_01790
OG0000945	Syaf.g_00075	Praa.g_01791
OG0000946	Syaf.g_00070	Praa.g_01796
OG0000947	Syaf.g_00067	Praa.g_01798
OG0000948	Syaf.g_00066	Praa.g_01799
OG0000949	Syaf.g_00337	Praa.g_01802
OG0000950	Syaf.g_00351	Praa.g_01807
OG0000951	Syaf.g_00358	Praa.g_01811
OG0000952	Syaf.g_00363	Praa.g_01815
OG0000953	Syaf.g_00367	Praa.g_01818
OG0000954	Syaf.g_00372	Praa.g_01822
OG0000955	Syaf.g_00373	Praa.g_01823
OG0000956	Syaf.g_00375	Praa.g_01825
OG0000957	Syaf.g_00386	Praa.g_01830
OG0000958	Syaf.g_00387	Praa.g_01831
OG0000959	Syaf.g_00391	Praa.g_01835
OG0000960	Syaf.g_00392	Praa.g_01836
OG0000961	Syaf.g_00402	Praa.g_01838
OG0000962	Syaf.g_00404	Praa.g_01840
OG0000963	Syaf.g_00409	Praa.g_01844
OG0000964	Syaf.g_00410	Praa.g_01845
OG0000965	Syaf.g_00411	Praa.g_01846
OG0000966	Syaf.g_00421	Praa.g_01853
OG0000967	Syaf.g_00426	Praa.g_01858
OG0000968	Syaf.g_00417	Praa.g_01860
OG0000969	Syaf.g_00423	Praa.g_01861
OG0000970	Syaf.g_00424	Praa.g_01862
OG0000971	Syaf.g_00429	Praa.g_01863
OG0000972	Syaf.g_00430	Praa.g_01864
OG0000973	Syaf.g_00431	Praa.g_01865
OG0000974	Syaf.g_00432	Praa.g_01866
OG0000975	Syaf.g_00433	Praa.g_01867
OG0000976	Syaf.g_00434	Praa.g_01868
OG0000977	Syaf.g_00436	Praa.g_01869
OG0000978	Syaf.g_00437	Praa.g_01870
OG0000979	Syaf.g_00440	Praa.g_01873
OG0000980	Syaf.g_00443	Praa.g_01875
OG0000981	Syaf.g_00446	Praa.g_01877
OG0000982	Syaf.g_00645	Praa.g_01879
OG0000983	Syaf.g_00644	Praa.g_01880
OG0000984	Syaf.g_00643	Praa.g_01881
OG0000985	Syaf.g_00641	Praa.g_01884
OG0000986	Syaf.g_00639	Praa.g_01886
OG0000987	Syaf.g_00637	Praa.g_01887
OG0000988	Syaf.g_00633	Praa.g_01890
OG0000989	Syaf.g_00624	Praa.g_01893
OG0000990	Syaf.g_00606	Praa.g_01896
OG0000991	Syaf.g_00604	Praa.g_01897
OG0000992	Syaf.g_00601	Praa.g_01899
OG0000993	Syaf.g_00600	Praa.g_01900
OG0000994	Syaf.g_00597	Praa.g_01901
OG0000995	Syaf.g_00592	Praa.g_01905
OG0000996	Syaf.g_00543	Praa.g_01906
OG0000997	Syaf.g_00532	Praa.g_01907
OG0000998	Syaf.g_00530	Praa.g_01909
OG0000999	Syaf.g_00529	Praa.g_01910
OG0001000	Syaf.g_00526	Praa.g_01913
OG0001001	Syaf.g_00521	Praa.g_01915
OG0001002	Syaf.g_00515	Praa.g_01919
OG0001003	Syaf.g_00514	Praa.g_01920
OG0001004	Syaf.g_00513	Praa.g_01921
OG0001005	Syaf.g_00510	Praa.g_01922
OG0001006	Syaf.g_00500	Praa.g_01926
OG0001007	Syaf.g_00498	Praa.g_01928
OG0001009	Syaf.g_00466	Praa.g_00027
OG0001010	Syaf.g_00465	Praa.g_00028
OG0001011	Syaf.g_00463	Praa.g_00029
OG0001012	Syaf.g_00649	Praa.g_00043
OG0001013	Syaf.g_00669	Praa.g_00048
OG0001014	Syaf.g_00691	Praa.g_00051
OG0001015	Syaf.g_00692	Praa.g_00052
OG0001016	Syaf.g_00958	Praa.g_00073
OG0001017	Syaf.g_00952	Praa.g_00077
OG0001018	Syaf.g_00950	Praa.g_00080
OG0001019	Syaf.g_00931	Praa.g_00089
OG0001020	Syaf.g_00926	Praa.g_00090
OG0001021	Syaf.g_00922	Praa.g_00091
OG0001022	Syaf.g_00918	Praa.g_00094
OG0001023	Syaf.g_00917	Praa.g_00095
OG0001024	Syaf.g_00913	Praa.g_00098
OG0001025	Syaf.g_00906	Praa.g_00104
OG0001026	Syaf.g_00893	Praa.g_00111
OG0001027	Syaf.g_00884	Praa.g_00112
OG0001028	Syaf.g_00882	Praa.g_00114
OG0001029	Syaf.g_00880	Praa.g_00115
OG0001030	Syaf.g_00860	Praa.g_00130
OG0001031	Syaf.g_00784	Praa.g_00186
OG0001032	Syaf.g_00781	Praa.g_00187
OG0001034	Syaf.g_02787	Praa.g_00236
OG0001035	Syaf.g_00207	Praa.g_00254
OG0001036	Syaf.g_00212	Praa.g_00259
OG0001037	Syaf.g_00214	Praa.g_00260
OG0001038	Syaf.g_00242	Praa.g_00278
OG0001039	Syaf.g_00245	Praa.g_00281
OG0001040	Syaf.g_00248	Praa.g_00283
OG0001041	Syaf.g_00253	Praa.g_00287
OG0001042	Syaf.g_00275	Praa.g_00304
OG0001043	Syaf.g_00279	Praa.g_00305
OG0001044	Syaf.g_00024	Praa.g_00333
OG0001045	Syaf.g_00011	Praa.g_00341
OG0001046	Syaf.g_01894	Praa.g_00378
OG0001047	Syaf.g_01217	Praa.g_00438
OG0001048	Syaf.g_01218	Praa.g_00439
OG0001049	Syaf.g_01226	Praa.g_00441
OG0001050	Syaf.g_01227	Praa.g_00442
OG0001051	Syaf.g_01228	Praa.g_00443
OG0001052	Syaf.g_02502	Praa.g_00471
OG0001053	Syaf.g_02718	Praa.g_00483
OG0001054	Syaf.g_02701	Praa.g_00498
OG0001056	Syaf.g_02649	Praa.g_00536
OG0001057	Syaf.g_02638	Praa.g_00541
OG0001058	Syaf.g_02624	Praa.g_00550
OG0001059	Syaf.g_02620	Praa.g_00554
OG0001060	Syaf.g_02614	Praa.g_00561
OG0001061	Syaf.g_02590	Praa.g_00574
OG0001062	Syaf.g_02588	Praa.g_00576
OG0001063	Syaf.g_02583	Praa.g_00578
OG0001064	Syaf.g_02582	Praa.g_00579
OG0001065	Syaf.g_02581	Praa.g_00580
OG0001066	Syaf.g_02580	Praa.g_00581
OG0001067	Syaf.g_02579	Praa.g_00582
OG0001068	Syaf.g_02578	Praa.g_00583
OG0001069	Syaf.g_02577	Praa.g_00584
OG0001070	Syaf.g_02574	Praa.g_00587
OG0001071	Syaf.g_02573	Praa.g_00588
OG0001072	Syaf.g_02569	Praa.g_00590
OG0001073	Syaf.g_02555	Praa.g_00604
OG0001074	Syaf.g_02365	Praa.g_00615
OG0001075	Syaf.g_02363	Praa.g_00616
OG0001076	Syaf.g_02337	Praa.g_00624
OG0001077	Syaf.g_02325	Praa.g_00628
OG0001078	Syaf.g_02309	Praa.g_00636
OG0001079	Syaf.g_02296	Praa.g_00647
OG0001080	Syaf.g_01740	Praa.g_00653
OG0001081	Syaf.g_02144	Praa.g_00655
OG0001082	Syaf.g_02143	Praa.g_00656
OG0001083	Syaf.g_02136	Praa.g_00661
OG0001084	Syaf.g_02135	Praa.g_00662
OG0001085	Syaf.g_02125	Praa.g_00670
OG0001086	Syaf.g_02123	Praa.g_00671
OG0001087	Syaf.g_01482	Praa.g_00688
OG0001088	Syaf.g_01478	Praa.g_00689
OG0001089	Syaf.g_01453	Praa.g_00697
OG0001090	Syaf.g_01981	Praa.g_00712
OG0001091	Syaf.g_01979	Praa.g_00714
OG0001092	Syaf.g_01977	Praa.g_00715
OG0001093	Syaf.g_01971	Praa.g_00720
OG0001094	Syaf.g_02055	Praa.g_00797
OG0001095	Syaf.g_02034	Praa.g_00817
OG0001096	Syaf.g_02018	Praa.g_00830
OG0001097	Syaf.g_01373	Praa.g_00849
OG0001098	Syaf.g_01743	Praa.g_00864
OG0001099	Syaf.g_00881	Praa.g_00896
OG0001100	Syaf.g_02110	Praa.g_00900
OG0001101	Syaf.g_02109	Praa.g_00902
OG0001102	Syaf.g_02106	Praa.g_00904
OG0001103	Syaf.g_02104	Praa.g_00906
OG0001104	Syaf.g_02071	Praa.g_00927
OG0001105	Syaf.g_02067	Praa.g_00931
OG0001106	Syaf.g_01847	Praa.g_00955
OG0001107	Syaf.g_01859	Praa.g_00962
OG0001108	Syaf.g_01868	Praa.g_00966
OG0001109	Syaf.g_01877	Praa.g_00967
OG0001110	Syaf.g_01879	Praa.g_00969
OG0001111	Syaf.g_01881	Praa.g_00970
OG0001112	Syaf.g_01883	Praa.g_00971
OG0001113	Syaf.g_01884	Praa.g_00972
OG0001114	Syaf.g_01885	Praa.g_00973
OG0001115	Syaf.g_01889	Praa.g_00975
OG0001116	Syaf.g_01891	Praa.g_00976
OG0001117	Syaf.g_01892	Praa.g_00977
OG0001118	Syaf.g_01893	Praa.g_00978
OG0001119	Syaf.g_01895	Praa.g_00979
OG0001120	Syaf.g_01899	Praa.g_00981
OG0001122	Syaf.g_01927	Praa.g_01011
OG0001123	Syaf.g_01934	Praa.g_01015
OG0001124	Syaf.g_01936	Praa.g_01017
OG0001125	Syaf.g_01938	Praa.g_01018
OG0001126	Syaf.g_01409	Praa.g_01028
OG0001127	Syaf.g_01410	Praa.g_01029
OG0001128	Syaf.g_01413	Praa.g_01031
OG0001129	Syaf.g_01415	Praa.g_01032
OG0001130	Syaf.g_01416	Praa.g_01033
