Orthogroup	Syaf	Prbf
OG0000544	Syaf.g_02688	Prbf.g_01791
OG0000545	Syaf.g_02686	Prbf.g_01793
OG0000546	Syaf.g_02684	Prbf.g_01796
OG0000547	Syaf.g_02682	Prbf.g_01798
OG0000548	Syaf.g_02681	Prbf.g_01799
OG0000549	Syaf.g_02676	Prbf.g_01801
OG0000550	Syaf.g_02671	Prbf.g_01805
OG0000551	Syaf.g_02666	Prbf.g_01808
OG0000552	Syaf.g_02665	Prbf.g_01809
OG0000553	Syaf.g_02663	Prbf.g_01810
OG0000554	Syaf.g_02653	Prbf.g_01815
OG0000555	Syaf.g_02635	Prbf.g_01823
OG0000556	Syaf.g_02630	Prbf.g_01825
OG0000557	Syaf.g_02628	Prbf.g_01826
OG0000558	Syaf.g_02626	Prbf.g_01828
OG0000559	Syaf.g_02622	Prbf.g_01832
OG0000560	Syaf.g_02619	Prbf.g_01835
OG0000561	Syaf.g_02618	Prbf.g_01836
OG0000562	Syaf.g_02617	Prbf.g_01837
OG0000563	Syaf.g_02616	Prbf.g_01838
OG0000564	Syaf.g_02615	Prbf.g_01839
OG0000565	Syaf.g_02612	Prbf.g_01841
OG0000566	Syaf.g_02608	Prbf.g_01845
OG0000567	Syaf.g_02604	Prbf.g_01849
OG0000568	Syaf.g_02599	Prbf.g_01850
OG0000569	Syaf.g_02596	Prbf.g_01851
OG0000570	Syaf.g_02595	Prbf.g_01852
OG0000571	Syaf.g_02591	Prbf.g_01854
OG0000572	Syaf.g_02575	Prbf.g_01868
OG0000573	Syaf.g_02567	Prbf.g_01874
OG0000574	Syaf.g_02566	Prbf.g_01875
OG0000575	Syaf.g_02562	Prbf.g_01879
OG0000576	Syaf.g_02560	Prbf.g_01881
OG0000577	Syaf.g_02559	Prbf.g_01882
OG0000578	Syaf.g_02558	Prbf.g_01883
OG0000579	Syaf.g_02557	Prbf.g_01884
OG0000580	Syaf.g_02556	Prbf.g_01885
OG0000581	Syaf.g_02550	Prbf.g_01888
OG0000582	Syaf.g_02374	Prbf.g_01891
OG0000583	Syaf.g_02373	Prbf.g_01892
OG0000584	Syaf.g_02372	Prbf.g_01893
OG0000585	Syaf.g_02370	Prbf.g_01895
OG0000586	Syaf.g_02369	Prbf.g_01896
OG0000587	Syaf.g_02367	Prbf.g_01897
OG0000588	Syaf.g_02350	Prbf.g_01901
OG0000589	Syaf.g_02340	Prbf.g_01903
OG0000590	Syaf.g_02339	Prbf.g_01904
OG0000591	Syaf.g_02331	Prbf.g_01908
OG0000592	Syaf.g_02330	Prbf.g_01909
OG0000593	Syaf.g_02314	Prbf.g_00979
OG0000594	Syaf.g_02313	Prbf.g_00980
OG0000595	Syaf.g_02312	Prbf.g_00981
OG0000596	Syaf.g_02307	Prbf.g_00985
OG0000597	Syaf.g_02304	Prbf.g_00988
OG0000598	Syaf.g_02303	Prbf.g_00989
OG0000599	Syaf.g_02300	Prbf.g_00992
OG0000600	Syaf.g_02299	Prbf.g_00993
OG0000601	Syaf.g_02298	Prbf.g_00994
OG0000602	Syaf.g_02293	Prbf.g_00996
OG0000603	Syaf.g_02292	Prbf.g_00997
OG0000604	Syaf.g_02289	Prbf.g_00998
OG0000605	Syaf.g_01734	Prbf.g_00999
OG0000606	Syaf.g_02145	Prbf.g_01002
OG0000607	Syaf.g_02142	Prbf.g_01005
OG0000608	Syaf.g_02141	Prbf.g_01006
OG0000609	Syaf.g_02139	Prbf.g_01007
OG0000610	Syaf.g_02132	Prbf.g_01013
OG0000611	Syaf.g_02129	Prbf.g_01016
OG0000612	Syaf.g_02128	Prbf.g_01017
OG0000613	Syaf.g_00315	Prbf.g_01290
OG0000614	Syaf.g_01469	Prbf.g_01269
OG0000615	Syaf.g_02085	Prbf.g_01258
OG0000616	Syaf.g_00518	Prbf.g_00404
OG0000617	Syaf.g_01975	Prbf.g_01033
OG0000618	Syaf.g_01974	Prbf.g_01034
OG0000619	Syaf.g_01973	Prbf.g_01035
OG0000620	Syaf.g_01966	Prbf.g_01038
OG0000621	Syaf.g_01965	Prbf.g_01039
OG0000622	Syaf.g_01964	Prbf.g_01040
OG0000623	Syaf.g_01963	Prbf.g_01041
OG0000624	Syaf.g_01961	Prbf.g_01043
OG0000625	Syaf.g_01960	Prbf.g_01044
OG0000626	Syaf.g_01959	Prbf.g_01045
OG0000627	Syaf.g_01782	Prbf.g_01046
OG0000628	Syaf.g_01783	Prbf.g_01047
OG0000629	Syaf.g_01786	Prbf.g_01048
OG0000630	Syaf.g_01790	Prbf.g_01051
OG0000631	Syaf.g_01801	Prbf.g_01144
OG0000632	Syaf.g_01802	Prbf.g_01143
OG0000633	Syaf.g_01803	Prbf.g_01142
OG0000634	Syaf.g_02053	Prbf.g_01249
OG0000635	Syaf.g_02052	Prbf.g_01248
OG0000636	Syaf.g_02050	Prbf.g_01246
OG0000637	Syaf.g_02048	Prbf.g_01244
OG0000638	Syaf.g_02047	Prbf.g_01243
OG0000639	Syaf.g_02046	Prbf.g_01242
OG0000640	Syaf.g_02045	Prbf.g_01241
OG0000641	Syaf.g_02041	Prbf.g_01237
OG0000642	Syaf.g_02040	Prbf.g_01236
OG0000643	Syaf.g_02038	Prbf.g_01235
OG0000644	Syaf.g_02037	Prbf.g_01234
OG0000645	Syaf.g_02035	Prbf.g_01233
OG0000646	Syaf.g_02032	Prbf.g_01231
OG0000647	Syaf.g_02030	Prbf.g_01229
OG0000648	Syaf.g_02027	Prbf.g_01227
OG0000649	Syaf.g_02026	Prbf.g_01226
OG0000650	Syaf.g_02025	Prbf.g_01225
OG0000651	Syaf.g_02024	Prbf.g_01224
OG0000652	Syaf.g_02023	Prbf.g_01223
OG0000653	Syaf.g_02021	Prbf.g_01221
OG0000654	Syaf.g_02020	Prbf.g_01220
OG0000655	Syaf.g_02019	Prbf.g_01219
OG0000656	Syaf.g_02016	Prbf.g_01216
OG0000657	Syaf.g_01384	Prbf.g_01208
OG0000658	Syaf.g_01381	Prbf.g_01206
OG0000659	Syaf.g_01380	Prbf.g_01205
OG0000660	Syaf.g_01376	Prbf.g_01201
OG0000661	Syaf.g_01374	Prbf.g_01199
OG0000662	Syaf.g_01372	Prbf.g_01197
OG0000663	Syaf.g_01369	Prbf.g_01195
OG0000664	Syaf.g_01368	Prbf.g_01194
OG0000665	Syaf.g_00980	Prbf.g_01188
OG0000666	Syaf.g_01733	Prbf.g_01187
OG0000667	Syaf.g_01635	Prbf.g_01183
OG0000668	Syaf.g_01928	Prbf.g_00838
OG0000669	Syaf.g_02112	Prbf.g_01331
OG0000670	Syaf.g_02769	Prbf.g_01328
OG0000671	Syaf.g_02108	Prbf.g_01325
OG0000672	Syaf.g_02105	Prbf.g_01322
OG0000673	Syaf.g_02102	Prbf.g_01319
OG0000674	Syaf.g_02100	Prbf.g_01317
OG0000675	Syaf.g_02099	Prbf.g_01316
OG0000676	Syaf.g_02097	Prbf.g_01314
OG0000677	Syaf.g_02096	Prbf.g_01313
OG0000678	Syaf.g_02092	Prbf.g_01311
OG0000679	Syaf.g_02083	Prbf.g_01307
OG0000680	Syaf.g_02082	Prbf.g_01306
OG0000681	Syaf.g_02079	Prbf.g_01303
OG0000682	Syaf.g_02078	Prbf.g_01302
OG0000683	Syaf.g_02077	Prbf.g_01301
OG0000684	Syaf.g_02072	Prbf.g_01299
OG0000685	Syaf.g_02070	Prbf.g_01297
OG0000686	Syaf.g_02069	Prbf.g_01296
OG0000687	Syaf.g_02068	Prbf.g_01295
OG0000688	Syaf.g_02063	Prbf.g_01021
OG0000689	Syaf.g_02061	Prbf.g_01022
OG0000690	Syaf.g_02060	Prbf.g_01023
OG0000691	Syaf.g_02059	Prbf.g_01024
OG0000692	Syaf.g_02058	Prbf.g_01026
OG0000693	Syaf.g_02057	Prbf.g_01027
OG0000694	Syaf.g_02056	Prbf.g_01028
OG0000695	Syaf.g_01805	Prbf.g_01140
OG0000696	Syaf.g_01806	Prbf.g_01139
OG0000697	Syaf.g_01808	Prbf.g_01138
OG0000698	Syaf.g_01811	Prbf.g_01135
OG0000699	Syaf.g_01813	Prbf.g_01134
OG0000700	Syaf.g_01814	Prbf.g_01133
OG0000701	Syaf.g_01815	Prbf.g_01132
OG0000702	Syaf.g_01843	Prbf.g_01130
OG0000703	Syaf.g_01844	Prbf.g_01129
OG0000704	Syaf.g_01846	Prbf.g_01127
OG0000705	Syaf.g_01853	Prbf.g_01124
OG0000706	Syaf.g_01854	Prbf.g_01123
OG0000707	Syaf.g_01855	Prbf.g_01122
OG0000708	Syaf.g_01858	Prbf.g_01120
OG0000709	Syaf.g_01867	Prbf.g_01116
OG0000710	Syaf.g_01878	Prbf.g_01113
OG0000711	Syaf.g_01908	Prbf.g_01095
OG0000712	Syaf.g_01910	Prbf.g_01094
OG0000713	Syaf.g_01911	Prbf.g_01093
OG0000714	Syaf.g_01913	Prbf.g_01092
OG0000715	Syaf.g_01915	Prbf.g_01090
OG0000716	Syaf.g_01919	Prbf.g_01088
OG0000717	Syaf.g_01920	Prbf.g_01087
OG0000718	Syaf.g_01924	Prbf.g_01083
OG0000719	Syaf.g_01926	Prbf.g_01081
OG0000720	Syaf.g_01939	Prbf.g_01069
OG0000721	Syaf.g_01941	Prbf.g_01065
OG0000722	Syaf.g_01942	Prbf.g_01064
OG0000723	Syaf.g_01957	Prbf.g_01060
OG0000724	Syaf.g_01418	Prbf.g_01165
OG0000725	Syaf.g_01445	Prbf.g_01171
OG0000726	Syaf.g_01446	Prbf.g_01172
OG0000727	Syaf.g_01447	Prbf.g_01173
OG0000728	Syaf.g_01449	Prbf.g_01175
OG0000729	Syaf.g_00405	Prbf.g_00048
OG0000730	Syaf.g_00026	Prbf.g_00876
OG0000731	Syaf.g_00014	Prbf.g_01684
OG0000732	Syaf.g_00444	Prbf.g_00453
OG0000733	Syaf.g_00615	Prbf.g_00787
OG0000734	Syaf.g_00895	Prbf.g_00902
OG0000735	Syaf.g_01273	Prbf.g_00904
OG0000736	Syaf.g_01274	Prbf.g_00905
OG0000737	Syaf.g_01275	Prbf.g_00906
OG0000738	Syaf.g_01280	Prbf.g_00910
OG0000739	Syaf.g_01281	Prbf.g_00911
OG0000740	Syaf.g_01282	Prbf.g_00912
OG0000741	Syaf.g_01285	Prbf.g_00914
OG0000742	Syaf.g_01287	Prbf.g_00917
OG0000743	Syaf.g_01289	Prbf.g_00919
OG0000744	Syaf.g_01290	Prbf.g_00920
OG0000745	Syaf.g_01293	Prbf.g_00921
OG0000746	Syaf.g_01295	Prbf.g_00923
OG0000747	Syaf.g_01296	Prbf.g_00924
OG0000748	Syaf.g_01307	Prbf.g_00928
OG0000749	Syaf.g_01309	Prbf.g_00929
OG0000750	Syaf.g_01310	Prbf.g_00930
OG0000751	Syaf.g_01317	Prbf.g_00933
OG0000752	Syaf.g_01319	Prbf.g_00935
OG0000753	Syaf.g_01322	Prbf.g_00937
OG0000754	Syaf.g_01611	Prbf.g_00940
OG0000755	Syaf.g_01599	Prbf.g_00946
OG0000756	Syaf.g_01598	Prbf.g_00947
OG0000757	Syaf.g_01590	Prbf.g_00954
OG0000758	Syaf.g_01589	Prbf.g_00955
OG0000759	Syaf.g_01588	Prbf.g_00956
OG0000760	Syaf.g_01587	Prbf.g_00957
OG0000761	Syaf.g_01586	Prbf.g_00958
OG0000762	Syaf.g_01584	Prbf.g_00959
OG0000763	Syaf.g_01582	Prbf.g_00961
OG0000764	Syaf.g_01581	Prbf.g_00962
OG0000765	Syaf.g_01564	Prbf.g_00970
OG0000766	Syaf.g_01563	Prbf.g_00971
OG0000767	Syaf.g_01561	Prbf.g_00973
OG0000768	Syaf.g_01560	Prbf.g_00974
OG0000769	Syaf.g_01558	Prbf.g_00976
OG0000770	Syaf.g_01553	Prbf.g_01914
OG0000771	Syaf.g_01411	Prbf.g_00253
OG0000772	Syaf.g_01705	Prbf.g_00767
OG0000773	Syaf.g_01268	Prbf.g_00035
OG0000774	Syaf.g_01263	Prbf.g_00033
OG0000775	Syaf.g_01261	Prbf.g_00031
OG0000776	Syaf.g_01260	Prbf.g_00030
OG0000777	Syaf.g_01259	Prbf.g_00029
OG0000778	Syaf.g_01258	Prbf.g_00028
OG0000779	Syaf.g_01252	Prbf.g_00024
OG0000780	Syaf.g_01249	Prbf.g_00023
OG0000781	Syaf.g_01245	Prbf.g_00019
OG0000782	Syaf.g_01244	Prbf.g_00018
OG0000783	Syaf.g_01243	Prbf.g_00017
OG0000784	Syaf.g_01242	Prbf.g_00016
OG0000785	Syaf.g_01240	Prbf.g_00014
OG0000786	Syaf.g_02546	Prbf.g_00011
OG0000787	Syaf.g_02547	Prbf.g_00010
OG0000788	Syaf.g_02297	Prbf.g_01782
OG0000789	Syaf.g_01750	Prbf.g_00256
OG0000790	Syaf.g_02738	Prbf.g_00100
OG0000791	Syaf.g_02740	Prbf.g_00102
OG0000792	Syaf.g_02741	Prbf.g_00103
OG0000793	Syaf.g_02746	Prbf.g_00106
OG0000794	Syaf.g_02747	Prbf.g_00107
OG0000795	Syaf.g_02748	Prbf.g_00108
OG0000796	Syaf.g_02752	Prbf.g_00112
OG0000797	Syaf.g_02753	Prbf.g_00113
OG0000799	Syaf.g_02380	Prbf.g_00140
OG0000800	Syaf.g_02383	Prbf.g_00141
OG0000801	Syaf.g_02384	Prbf.g_00142
OG0000802	Syaf.g_02388	Prbf.g_00144
OG0000803	Syaf.g_02393	Prbf.g_00146
OG0000804	Syaf.g_02396	Prbf.g_00147
OG0000805	Syaf.g_02398	Prbf.g_00149
OG0000806	Syaf.g_02405	Prbf.g_00151
OG0000807	Syaf.g_02406	Prbf.g_00152
OG0000808	Syaf.g_02407	Prbf.g_00153
OG0000809	Syaf.g_02410	Prbf.g_00155
OG0000810	Syaf.g_02411	Prbf.g_00156
OG0000811	Syaf.g_02420	Prbf.g_00160
OG0000812	Syaf.g_02422	Prbf.g_00162
OG0000813	Syaf.g_02423	Prbf.g_00163
OG0000814	Syaf.g_02425	Prbf.g_00165
OG0000815	Syaf.g_02426	Prbf.g_00166
OG0000816	Syaf.g_02428	Prbf.g_00168
OG0000817	Syaf.g_02429	Prbf.g_00169
OG0000818	Syaf.g_02442	Prbf.g_00174
OG0000819	Syaf.g_02443	Prbf.g_00175
OG0000820	Syaf.g_02444	Prbf.g_00176
OG0000821	Syaf.g_02450	Prbf.g_00180
OG0000822	Syaf.g_02452	Prbf.g_00181
OG0000823	Syaf.g_02453	Prbf.g_00182
OG0000824	Syaf.g_02459	Prbf.g_00185
OG0000825	Syaf.g_02460	Prbf.g_00186
OG0000826	Syaf.g_02461	Prbf.g_00187
OG0000827	Syaf.g_02462	Prbf.g_00188
OG0000828	Syaf.g_02465	Prbf.g_00191
OG0000829	Syaf.g_02466	Prbf.g_00192
OG0000830	Syaf.g_02467	Prbf.g_00193
OG0000831	Syaf.g_02470	Prbf.g_00195
OG0000832	Syaf.g_01109	Prbf.g_00205
OG0000833	Syaf.g_01100	Prbf.g_00214
OG0000834	Syaf.g_01098	Prbf.g_00215
OG0000835	Syaf.g_01097	Prbf.g_00216
OG0000836	Syaf.g_01093	Prbf.g_00217
OG0000837	Syaf.g_01091	Prbf.g_00218
OG0000838	Syaf.g_01087	Prbf.g_00220
OG0000839	Syaf.g_01086	Prbf.g_00221
OG0000840	Syaf.g_01085	Prbf.g_00222
OG0000841	Syaf.g_01084	Prbf.g_00223
OG0000842	Syaf.g_01083	Prbf.g_00224
OG0000843	Syaf.g_01082	Prbf.g_00225
OG0000844	Syaf.g_01080	Prbf.g_00226
OG0000845	Syaf.g_01079	Prbf.g_00227
OG0000846	Syaf.g_01078	Prbf.g_00228
OG0000847	Syaf.g_01077	Prbf.g_00229
OG0000848	Syaf.g_01075	Prbf.g_00230
OG0000849	Syaf.g_01074	Prbf.g_00231
OG0000850	Syaf.g_01072	Prbf.g_00233
OG0000851	Syaf.g_01061	Prbf.g_00234
OG0000852	Syaf.g_01060	Prbf.g_00235
OG0000853	Syaf.g_01056	Prbf.g_00241
OG0000854	Syaf.g_01054	Prbf.g_00243
OG0000855	Syaf.g_01053	Prbf.g_00244
OG0000856	Syaf.g_02328	Prbf.g_01911
OG0000857	Syaf.g_02031	Prbf.g_01230
OG0000858	Syaf.g_01047	Prbf.g_00700
OG0000859	Syaf.g_01046	Prbf.g_00699
OG0000860	Syaf.g_01031	Prbf.g_00691
OG0000861	Syaf.g_01030	Prbf.g_00690
OG0000862	Syaf.g_01029	Prbf.g_00689
OG0000863	Syaf.g_01026	Prbf.g_00687
OG0000864	Syaf.g_01025	Prbf.g_00686
OG0000865	Syaf.g_01024	Prbf.g_00685
OG0000866	Syaf.g_01023	Prbf.g_00684
OG0000867	Syaf.g_01022	Prbf.g_00683
OG0000868	Syaf.g_01019	Prbf.g_00681
OG0000869	Syaf.g_01014	Prbf.g_00678
OG0000870	Syaf.g_01009	Prbf.g_00673
OG0000871	Syaf.g_01008	Prbf.g_00672
OG0000872	Syaf.g_01001	Prbf.g_00671
OG0000873	Syaf.g_00998	Prbf.g_00668
OG0000874	Syaf.g_01002	Prbf.g_00665
OG0000875	Syaf.g_00996	Prbf.g_00664
OG0000876	Syaf.g_01198	Prbf.g_00663
OG0000877	Syaf.g_01188	Prbf.g_00661
OG0000878	Syaf.g_01187	Prbf.g_00660
OG0000879	Syaf.g_01186	Prbf.g_00659
OG0000880	Syaf.g_01185	Prbf.g_00658
OG0000881	Syaf.g_01179	Prbf.g_00654
OG0000882	Syaf.g_01174	Prbf.g_00649
OG0000883	Syaf.g_01172	Prbf.g_00647
OG0000884	Syaf.g_01170	Prbf.g_00645
OG0000885	Syaf.g_01169	Prbf.g_00644
OG0000886	Syaf.g_01168	Prbf.g_00643
OG0000887	Syaf.g_01167	Prbf.g_00642
OG0000888	Syaf.g_01165	Prbf.g_00640
OG0000889	Syaf.g_01163	Prbf.g_00638
OG0000890	Syaf.g_01157	Prbf.g_00637
OG0000891	Syaf.g_01156	Prbf.g_00636
OG0000892	Syaf.g_01154	Prbf.g_00634
OG0000893	Syaf.g_00178	Prbf.g_00630
OG0000894	Syaf.g_00175	Prbf.g_00627
OG0000895	Syaf.g_00171	Prbf.g_00623
OG0000896	Syaf.g_00170	Prbf.g_00622
OG0000897	Syaf.g_00168	Prbf.g_00620
OG0000898	Syaf.g_00167	Prbf.g_00619
OG0000899	Syaf.g_00166	Prbf.g_00618
OG0000900	Syaf.g_00165	Prbf.g_00617
OG0000901	Syaf.g_00160	Prbf.g_00614
OG0000902	Syaf.g_00158	Prbf.g_00612
OG0000903	Syaf.g_00141	Prbf.g_00608
OG0000904	Syaf.g_00146	Prbf.g_00604
OG0000905	Syaf.g_00151	Prbf.g_00610
OG0000906	Syaf.g_00154	Prbf.g_00611
OG0000907	Syaf.g_00139	Prbf.g_00601
OG0000908	Syaf.g_00136	Prbf.g_00598
OG0000909	Syaf.g_00135	Prbf.g_00597
OG0000910	Syaf.g_00134	Prbf.g_00596
OG0000911	Syaf.g_00132	Prbf.g_00594
OG0000912	Syaf.g_00131	Prbf.g_00593
OG0000913	Syaf.g_00130	Prbf.g_00592
OG0000914	Syaf.g_00129	Prbf.g_00591
OG0000915	Syaf.g_00127	Prbf.g_00590
OG0000916	Syaf.g_00126	Prbf.g_00589
OG0000917	Syaf.g_00125	Prbf.g_00588
OG0000918	Syaf.g_00124	Prbf.g_00587
OG0000919	Syaf.g_00123	Prbf.g_00586
OG0000920	Syaf.g_00122	Prbf.g_00585
OG0000921	Syaf.g_00121	Prbf.g_00584
OG0000922	Syaf.g_00120	Prbf.g_00583
OG0000923	Syaf.g_00116	Prbf.g_00579
OG0000924	Syaf.g_00115	Prbf.g_00578
OG0000925	Syaf.g_00114	Prbf.g_00577
OG0000926	Syaf.g_00113	Prbf.g_00576
OG0000927	Syaf.g_00111	Prbf.g_00574
OG0000928	Syaf.g_00110	Prbf.g_00573
OG0000929	Syaf.g_00109	Prbf.g_00572
OG0000930	Syaf.g_00108	Prbf.g_00571
OG0000931	Syaf.g_00107	Prbf.g_00570
OG0000932	Syaf.g_00106	Prbf.g_00569
OG0000933	Syaf.g_00100	Prbf.g_00565
OG0000934	Syaf.g_00098	Prbf.g_00563
OG0000935	Syaf.g_00097	Prbf.g_00562
OG0000936	Syaf.g_00096	Prbf.g_00561
OG0000937	Syaf.g_00095	Prbf.g_00560
OG0000938	Syaf.g_00092	Prbf.g_00557
OG0000939	Syaf.g_00091	Prbf.g_00556
OG0000940	Syaf.g_00084	Prbf.g_00549
OG0000941	Syaf.g_00082	Prbf.g_00547
OG0000942	Syaf.g_00080	Prbf.g_00545
OG0000943	Syaf.g_00079	Prbf.g_00544
OG0000944	Syaf.g_00077	Prbf.g_00542
OG0000945	Syaf.g_00075	Prbf.g_00541
OG0000946	Syaf.g_00070	Prbf.g_00536
OG0000947	Syaf.g_00067	Prbf.g_00534
OG0000948	Syaf.g_00066	Prbf.g_00533
OG0000949	Syaf.g_00337	Prbf.g_00530
OG0000950	Syaf.g_00351	Prbf.g_00523
OG0000951	Syaf.g_00358	Prbf.g_00519
OG0000952	Syaf.g_00363	Prbf.g_00515
OG0000953	Syaf.g_00367	Prbf.g_00511
OG0000954	Syaf.g_00372	Prbf.g_00507
OG0000955	Syaf.g_00373	Prbf.g_00506
OG0000956	Syaf.g_00375	Prbf.g_00504
OG0000957	Syaf.g_00386	Prbf.g_00498
OG0000958	Syaf.g_00387	Prbf.g_00497
OG0000959	Syaf.g_00391	Prbf.g_00493
OG0000960	Syaf.g_00392	Prbf.g_00492
OG0000961	Syaf.g_00402	Prbf.g_00488
OG0000962	Syaf.g_00404	Prbf.g_00486
OG0000963	Syaf.g_00409	Prbf.g_00482
OG0000964	Syaf.g_00410	Prbf.g_00481
OG0000965	Syaf.g_00411	Prbf.g_00480
OG0000966	Syaf.g_00421	Prbf.g_00474
OG0000967	Syaf.g_00426	Prbf.g_00470
OG0000968	Syaf.g_00417	Prbf.g_00468
OG0000969	Syaf.g_00423	Prbf.g_00467
OG0000970	Syaf.g_00424	Prbf.g_00466
OG0000971	Syaf.g_00429	Prbf.g_00465
OG0000972	Syaf.g_00430	Prbf.g_00464
OG0000973	Syaf.g_00431	Prbf.g_00463
OG0000974	Syaf.g_00432	Prbf.g_00462
OG0000975	Syaf.g_00433	Prbf.g_00461
OG0000976	Syaf.g_00434	Prbf.g_00460
OG0000977	Syaf.g_00436	Prbf.g_00459
OG0000978	Syaf.g_00437	Prbf.g_00458
OG0000979	Syaf.g_00440	Prbf.g_00456
OG0000980	Syaf.g_00443	Prbf.g_00454
OG0000981	Syaf.g_00446	Prbf.g_00451
OG0000982	Syaf.g_00645	Prbf.g_00449
OG0000983	Syaf.g_00644	Prbf.g_00448
OG0000984	Syaf.g_00643	Prbf.g_00447
OG0000985	Syaf.g_00641	Prbf.g_00444
OG0000986	Syaf.g_00639	Prbf.g_00442
OG0000987	Syaf.g_00637	Prbf.g_00441
OG0000988	Syaf.g_00633	Prbf.g_00438
OG0000989	Syaf.g_00624	Prbf.g_00434
OG0000990	Syaf.g_00606	Prbf.g_00430
OG0000991	Syaf.g_00604	Prbf.g_00429
OG0000992	Syaf.g_00601	Prbf.g_00426
OG0000993	Syaf.g_00600	Prbf.g_00425
OG0000994	Syaf.g_00597	Prbf.g_00424
OG0000995	Syaf.g_00592	Prbf.g_00420
OG0000996	Syaf.g_00543	Prbf.g_00419
OG0000997	Syaf.g_00532	Prbf.g_00416
OG0000998	Syaf.g_00530	Prbf.g_00414
OG0000999	Syaf.g_00529	Prbf.g_00413
OG0001000	Syaf.g_00526	Prbf.g_00410
OG0001001	Syaf.g_00521	Prbf.g_00407
OG0001002	Syaf.g_00515	Prbf.g_00402
OG0001003	Syaf.g_00514	Prbf.g_00401
OG0001004	Syaf.g_00513	Prbf.g_00400
OG0001005	Syaf.g_00510	Prbf.g_00399
OG0001006	Syaf.g_00500	Prbf.g_00395
OG0001007	Syaf.g_00498	Prbf.g_00393
OG0001008	Syaf.g_01215	Prbf.g_01721
OG0001009	Syaf.g_00466	Prbf.g_01349
OG0001010	Syaf.g_00465	Prbf.g_01350
OG0001011	Syaf.g_00463	Prbf.g_01352
OG0001012	Syaf.g_00649	Prbf.g_01366
OG0001013	Syaf.g_00669	Prbf.g_01373
OG0001014	Syaf.g_00691	Prbf.g_01376
OG0001015	Syaf.g_00692	Prbf.g_01378
OG0001016	Syaf.g_00958	Prbf.g_01400
OG0001017	Syaf.g_00952	Prbf.g_01404
OG0001018	Syaf.g_00950	Prbf.g_01406
OG0001019	Syaf.g_00931	Prbf.g_01415
OG0001020	Syaf.g_00926	Prbf.g_01416
OG0001021	Syaf.g_00922	Prbf.g_01417
OG0001022	Syaf.g_00918	Prbf.g_01420
OG0001023	Syaf.g_00917	Prbf.g_01421
OG0001024	Syaf.g_00913	Prbf.g_01425
OG0001025	Syaf.g_00906	Prbf.g_01432
OG0001026	Syaf.g_00893	Prbf.g_01441
OG0001027	Syaf.g_00884	Prbf.g_01442
OG0001028	Syaf.g_00882	Prbf.g_01444
OG0001029	Syaf.g_00880	Prbf.g_01445
OG0001030	Syaf.g_00860	Prbf.g_01461
OG0001031	Syaf.g_00784	Prbf.g_01521
OG0001032	Syaf.g_00781	Prbf.g_01522
OG0001034	Syaf.g_02787	Prbf.g_01574
OG0001035	Syaf.g_00207	Prbf.g_01594
OG0001036	Syaf.g_00212	Prbf.g_01598
OG0001037	Syaf.g_00214	Prbf.g_01599
OG0001038	Syaf.g_00242	Prbf.g_01618
OG0001039	Syaf.g_00245	Prbf.g_01621
OG0001040	Syaf.g_00248	Prbf.g_01623
OG0001041	Syaf.g_00253	Prbf.g_01628
OG0001042	Syaf.g_00275	Prbf.g_01645
OG0001043	Syaf.g_00279	Prbf.g_01646
OG0001044	Syaf.g_00024	Prbf.g_01677
OG0001045	Syaf.g_00011	Prbf.g_01686
OG0001046	Syaf.g_01894	Prbf.g_00741
OG0001047	Syaf.g_01217	Prbf.g_01723
OG0001048	Syaf.g_01218	Prbf.g_01724
OG0001049	Syaf.g_01226	Prbf.g_01726
OG0001050	Syaf.g_01227	Prbf.g_01727
OG0001051	Syaf.g_01228	Prbf.g_01728
OG0001052	Syaf.g_02502	Prbf.g_01754
OG0001053	Syaf.g_02718	Prbf.g_01766
OG0001054	Syaf.g_02701	Prbf.g_01781
OG0001056	Syaf.g_02649	Prbf.g_01817
OG0001057	Syaf.g_02638	Prbf.g_01822
OG0001058	Syaf.g_02624	Prbf.g_01830
OG0001059	Syaf.g_02620	Prbf.g_01834
OG0001060	Syaf.g_02614	Prbf.g_01840
OG0001061	Syaf.g_02590	Prbf.g_01855
OG0001062	Syaf.g_02588	Prbf.g_01857
OG0001063	Syaf.g_02583	Prbf.g_01859
OG0001064	Syaf.g_02582	Prbf.g_01860
OG0001065	Syaf.g_02581	Prbf.g_01861
OG0001066	Syaf.g_02580	Prbf.g_01862
OG0001067	Syaf.g_02579	Prbf.g_01863
OG0001068	Syaf.g_02578	Prbf.g_01864
OG0001069	Syaf.g_02577	Prbf.g_01865
OG0001070	Syaf.g_02574	Prbf.g_01869
OG0001071	Syaf.g_02573	Prbf.g_01870
OG0001072	Syaf.g_02569	Prbf.g_01872
OG0001073	Syaf.g_02555	Prbf.g_01886
OG0001074	Syaf.g_02365	Prbf.g_01898
OG0001075	Syaf.g_02363	Prbf.g_01899
OG0001076	Syaf.g_02337	Prbf.g_01906
OG0001077	Syaf.g_02325	Prbf.g_01912
OG0001078	Syaf.g_02309	Prbf.g_00983
OG0001079	Syaf.g_02296	Prbf.g_00995
OG0001080	Syaf.g_01740	Prbf.g_01001
OG0001081	Syaf.g_02144	Prbf.g_01003
OG0001082	Syaf.g_02143	Prbf.g_01004
OG0001083	Syaf.g_02136	Prbf.g_01009
