Orthogroup	Syaf	Pral
OG0000565	Syaf.g_02612	Pral.g_00529
OG0000566	Syaf.g_02608	Pral.g_00525
OG0000567	Syaf.g_02604	Pral.g_00521
OG0000568	Syaf.g_02599	Pral.g_00520
OG0000569	Syaf.g_02596	Pral.g_00519
OG0000570	Syaf.g_02595	Pral.g_00518
OG0000571	Syaf.g_02591	Pral.g_00515
OG0000572	Syaf.g_02575	Pral.g_00503
OG0000573	Syaf.g_02567	Pral.g_00497
OG0000574	Syaf.g_02566	Pral.g_00496
OG0000575	Syaf.g_02562	Pral.g_00492
OG0000576	Syaf.g_02560	Pral.g_00490
OG0000577	Syaf.g_02559	Pral.g_00489
OG0000578	Syaf.g_02558	Pral.g_00488
OG0000579	Syaf.g_02557	Pral.g_00487
OG0000580	Syaf.g_02556	Pral.g_00486
OG0000581	Syaf.g_02550	Pral.g_00483
OG0000582	Syaf.g_02374	Pral.g_00480
OG0000583	Syaf.g_02373	Pral.g_00479
OG0000584	Syaf.g_02372	Pral.g_00478
OG0000585	Syaf.g_02370	Pral.g_00476
OG0000586	Syaf.g_02369	Pral.g_00475
OG0000587	Syaf.g_02367	Pral.g_00474
OG0000588	Syaf.g_02350	Pral.g_00469
OG0000589	Syaf.g_02340	Pral.g_00466
OG0000590	Syaf.g_02339	Pral.g_00465
OG0000591	Syaf.g_02331	Pral.g_00462
OG0000592	Syaf.g_02330	Pral.g_00461
OG0000593	Syaf.g_02314	Pral.g_01433
OG0000594	Syaf.g_02313	Pral.g_01434
OG0000595	Syaf.g_02312	Pral.g_01435
OG0000596	Syaf.g_02307	Pral.g_01439
OG0000597	Syaf.g_02304	Pral.g_01441
OG0000598	Syaf.g_02303	Pral.g_01442
OG0000599	Syaf.g_02300	Pral.g_01445
OG0000600	Syaf.g_02299	Pral.g_01446
OG0000601	Syaf.g_02298	Pral.g_01447
OG0000602	Syaf.g_02293	Pral.g_01449
OG0000603	Syaf.g_02292	Pral.g_01450
OG0000604	Syaf.g_02289	Pral.g_01451
OG0000605	Syaf.g_01734	Pral.g_01452
OG0000606	Syaf.g_02145	Pral.g_01455
OG0000607	Syaf.g_02142	Pral.g_01458
OG0000608	Syaf.g_02141	Pral.g_01459
OG0000609	Syaf.g_02139	Pral.g_01460
OG0000610	Syaf.g_02132	Pral.g_01466
OG0000611	Syaf.g_02129	Pral.g_01469
OG0000612	Syaf.g_02128	Pral.g_01470
OG0000613	Syaf.g_00315	Pral.g_01769
OG0000614	Syaf.g_01469	Pral.g_01748
OG0000615	Syaf.g_02085	Pral.g_01737
OG0000616	Syaf.g_00518	Pral.g_00399
OG0000617	Syaf.g_01975	Pral.g_01723
OG0000618	Syaf.g_01974	Pral.g_01722
OG0000619	Syaf.g_01973	Pral.g_01721
OG0000620	Syaf.g_01966	Pral.g_01718
OG0000621	Syaf.g_01965	Pral.g_01717
OG0000622	Syaf.g_01964	Pral.g_01716
OG0000623	Syaf.g_01963	Pral.g_01715
OG0000624	Syaf.g_01961	Pral.g_01713
OG0000625	Syaf.g_01960	Pral.g_01712
OG0000626	Syaf.g_01959	Pral.g_01711
OG0000627	Syaf.g_01782	Pral.g_01709
OG0000628	Syaf.g_01783	Pral.g_01708
OG0000629	Syaf.g_01786	Pral.g_01707
OG0000630	Syaf.g_01790	Pral.g_01704
OG0000631	Syaf.g_01801	Pral.g_01658
OG0000632	Syaf.g_01802	Pral.g_01657
OG0000633	Syaf.g_01803	Pral.g_01656
OG0000634	Syaf.g_02053	Pral.g_01484
OG0000635	Syaf.g_02052	Pral.g_01485
OG0000636	Syaf.g_02050	Pral.g_01487
OG0000637	Syaf.g_02048	Pral.g_01489
OG0000638	Syaf.g_02047	Pral.g_01490
OG0000639	Syaf.g_02046	Pral.g_01491
OG0000640	Syaf.g_02045	Pral.g_01492
OG0000641	Syaf.g_02041	Pral.g_01496
OG0000642	Syaf.g_02040	Pral.g_01497
OG0000643	Syaf.g_02038	Pral.g_01498
OG0000644	Syaf.g_02037	Pral.g_01499
OG0000645	Syaf.g_02035	Pral.g_01500
OG0000646	Syaf.g_02032	Pral.g_01502
OG0000647	Syaf.g_02030	Pral.g_01504
OG0000648	Syaf.g_02027	Pral.g_01506
OG0000649	Syaf.g_02026	Pral.g_01507
OG0000650	Syaf.g_02025	Pral.g_01508
OG0000651	Syaf.g_02024	Pral.g_01509
OG0000652	Syaf.g_02023	Pral.g_01510
OG0000653	Syaf.g_02021	Pral.g_01512
OG0000654	Syaf.g_02020	Pral.g_01513
OG0000655	Syaf.g_02019	Pral.g_01514
OG0000656	Syaf.g_02016	Pral.g_01517
OG0000657	Syaf.g_01384	Pral.g_01524
OG0000658	Syaf.g_01381	Pral.g_01525
OG0000659	Syaf.g_01380	Pral.g_01526
OG0000660	Syaf.g_01376	Pral.g_01530
OG0000661	Syaf.g_01374	Pral.g_01532
OG0000662	Syaf.g_01372	Pral.g_01534
OG0000663	Syaf.g_01369	Pral.g_01536
OG0000664	Syaf.g_01368	Pral.g_01537
OG0000665	Syaf.g_00980	Pral.g_01543
OG0000666	Syaf.g_01733	Pral.g_01544
OG0000667	Syaf.g_01635	Pral.g_01548
OG0000668	Syaf.g_01928	Pral.g_01820
OG0000669	Syaf.g_02112	Pral.g_01809
OG0000670	Syaf.g_02769	Pral.g_01806
OG0000671	Syaf.g_02108	Pral.g_01804
OG0000672	Syaf.g_02105	Pral.g_01801
OG0000673	Syaf.g_02102	Pral.g_01798
OG0000674	Syaf.g_02100	Pral.g_01796
OG0000675	Syaf.g_02099	Pral.g_01795
OG0000676	Syaf.g_02097	Pral.g_01793
OG0000677	Syaf.g_02096	Pral.g_01792
OG0000678	Syaf.g_02092	Pral.g_01790
OG0000679	Syaf.g_02083	Pral.g_01786
OG0000680	Syaf.g_02082	Pral.g_01785
OG0000681	Syaf.g_02079	Pral.g_01782
OG0000682	Syaf.g_02078	Pral.g_01781
OG0000683	Syaf.g_02077	Pral.g_01780
OG0000684	Syaf.g_02072	Pral.g_01778
OG0000685	Syaf.g_02070	Pral.g_01776
OG0000686	Syaf.g_02069	Pral.g_01775
OG0000687	Syaf.g_02068	Pral.g_01774
OG0000688	Syaf.g_02063	Pral.g_01474
OG0000689	Syaf.g_02061	Pral.g_01475
OG0000690	Syaf.g_02060	Pral.g_01476
OG0000691	Syaf.g_02059	Pral.g_01477
OG0000692	Syaf.g_02058	Pral.g_01479
OG0000693	Syaf.g_02057	Pral.g_01480
OG0000694	Syaf.g_02056	Pral.g_01481
OG0000695	Syaf.g_01805	Pral.g_01654
OG0000696	Syaf.g_01806	Pral.g_01653
OG0000697	Syaf.g_01808	Pral.g_01652
OG0000698	Syaf.g_01811	Pral.g_01649
OG0000699	Syaf.g_01813	Pral.g_01647
OG0000700	Syaf.g_01814	Pral.g_01646
OG0000701	Syaf.g_01815	Pral.g_01645
OG0000702	Syaf.g_01843	Pral.g_01643
OG0000703	Syaf.g_01844	Pral.g_01642
OG0000704	Syaf.g_01846	Pral.g_01640
OG0000705	Syaf.g_01853	Pral.g_01634
OG0000706	Syaf.g_01854	Pral.g_01633
OG0000707	Syaf.g_01855	Pral.g_01632
OG0000708	Syaf.g_01858	Pral.g_01630
OG0000709	Syaf.g_01867	Pral.g_01626
OG0000710	Syaf.g_01878	Pral.g_01623
OG0000711	Syaf.g_01908	Pral.g_01579
OG0000712	Syaf.g_01910	Pral.g_01580
OG0000713	Syaf.g_01911	Pral.g_01581
OG0000714	Syaf.g_01913	Pral.g_01582
OG0000715	Syaf.g_01915	Pral.g_01584
OG0000716	Syaf.g_01919	Pral.g_01586
OG0000717	Syaf.g_01920	Pral.g_01587
OG0000718	Syaf.g_01924	Pral.g_01590
OG0000719	Syaf.g_01926	Pral.g_01592
OG0000720	Syaf.g_01939	Pral.g_01603
OG0000721	Syaf.g_01941	Pral.g_01607
OG0000722	Syaf.g_01942	Pral.g_01608
OG0000723	Syaf.g_01957	Pral.g_01575
OG0000724	Syaf.g_01418	Pral.g_01566
OG0000725	Syaf.g_01445	Pral.g_01560
OG0000726	Syaf.g_01446	Pral.g_01559
OG0000727	Syaf.g_01447	Pral.g_01558
OG0000728	Syaf.g_01449	Pral.g_01556
OG0000729	Syaf.g_00405	Pral.g_01311
OG0000730	Syaf.g_00026	Pral.g_01324
OG0000731	Syaf.g_00014	Pral.g_00692
OG0000732	Syaf.g_00444	Pral.g_00348
OG0000733	Syaf.g_00615	Pral.g_00077
OG0000734	Syaf.g_00895	Pral.g_01351
OG0000735	Syaf.g_01273	Pral.g_01353
OG0000736	Syaf.g_01274	Pral.g_01354
OG0000737	Syaf.g_01275	Pral.g_01355
OG0000738	Syaf.g_01280	Pral.g_01359
OG0000739	Syaf.g_01281	Pral.g_01360
OG0000740	Syaf.g_01282	Pral.g_01361
OG0000741	Syaf.g_01285	Pral.g_01363
OG0000742	Syaf.g_01287	Pral.g_01366
OG0000743	Syaf.g_01289	Pral.g_01368
OG0000744	Syaf.g_01290	Pral.g_01369
OG0000745	Syaf.g_01293	Pral.g_01370
OG0000746	Syaf.g_01295	Pral.g_01372
OG0000747	Syaf.g_01296	Pral.g_01373
OG0000748	Syaf.g_01307	Pral.g_01378
OG0000749	Syaf.g_01309	Pral.g_01379
OG0000750	Syaf.g_01310	Pral.g_01380
OG0000751	Syaf.g_01317	Pral.g_01383
OG0000752	Syaf.g_01319	Pral.g_01385
OG0000753	Syaf.g_01322	Pral.g_01388
OG0000754	Syaf.g_01611	Pral.g_01391
OG0000755	Syaf.g_01599	Pral.g_01399
OG0000756	Syaf.g_01598	Pral.g_01400
OG0000757	Syaf.g_01590	Pral.g_01406
OG0000758	Syaf.g_01589	Pral.g_01407
OG0000759	Syaf.g_01588	Pral.g_01408
OG0000760	Syaf.g_01587	Pral.g_01409
OG0000761	Syaf.g_01586	Pral.g_01410
OG0000762	Syaf.g_01584	Pral.g_01411
OG0000763	Syaf.g_01582	Pral.g_01413
OG0000764	Syaf.g_01581	Pral.g_01414
OG0000765	Syaf.g_01564	Pral.g_01423
OG0000766	Syaf.g_01563	Pral.g_01424
OG0000767	Syaf.g_01561	Pral.g_01426
OG0000768	Syaf.g_01560	Pral.g_01427
OG0000769	Syaf.g_01558	Pral.g_01429
OG0000770	Syaf.g_01553	Pral.g_00456
OG0000771	Syaf.g_01411	Pral.g_01064
OG0000772	Syaf.g_01705	Pral.g_01893
OG0000773	Syaf.g_01268	Pral.g_01290
OG0000774	Syaf.g_01263	Pral.g_01288
OG0000775	Syaf.g_01261	Pral.g_01286
OG0000776	Syaf.g_01260	Pral.g_01285
OG0000777	Syaf.g_01259	Pral.g_01284
OG0000778	Syaf.g_01258	Pral.g_01283
OG0000779	Syaf.g_01252	Pral.g_01279
OG0000780	Syaf.g_01249	Pral.g_01278
OG0000781	Syaf.g_01245	Pral.g_01275
OG0000782	Syaf.g_01244	Pral.g_01274
OG0000783	Syaf.g_01243	Pral.g_01273
OG0000784	Syaf.g_01242	Pral.g_01272
OG0000785	Syaf.g_01240	Pral.g_01270
OG0000786	Syaf.g_02546	Pral.g_01267
OG0000787	Syaf.g_02547	Pral.g_01266
OG0000788	Syaf.g_02297	Pral.g_00440
OG0000789	Syaf.g_01750	Pral.g_01060
OG0000790	Syaf.g_02738	Pral.g_01217
OG0000791	Syaf.g_02740	Pral.g_01215
OG0000792	Syaf.g_02741	Pral.g_01214
OG0000793	Syaf.g_02746	Pral.g_01211
OG0000794	Syaf.g_02747	Pral.g_01210
OG0000795	Syaf.g_02748	Pral.g_01209
OG0000796	Syaf.g_02752	Pral.g_01205
OG0000797	Syaf.g_02753	Pral.g_01204
OG0000799	Syaf.g_02380	Pral.g_01184
OG0000800	Syaf.g_02383	Pral.g_01183
OG0000801	Syaf.g_02384	Pral.g_01182
OG0000802	Syaf.g_02388	Pral.g_01180
OG0000803	Syaf.g_02393	Pral.g_01178
OG0000804	Syaf.g_02396	Pral.g_01177
OG0000805	Syaf.g_02398	Pral.g_01175
OG0000806	Syaf.g_02405	Pral.g_01173
OG0000807	Syaf.g_02406	Pral.g_01172
OG0000808	Syaf.g_02407	Pral.g_01171
OG0000809	Syaf.g_02410	Pral.g_01167
OG0000810	Syaf.g_02411	Pral.g_01166
OG0000811	Syaf.g_02420	Pral.g_01158
OG0000812	Syaf.g_02422	Pral.g_01156
OG0000813	Syaf.g_02423	Pral.g_01155
OG0000814	Syaf.g_02425	Pral.g_01153
OG0000815	Syaf.g_02426	Pral.g_01152
OG0000816	Syaf.g_02428	Pral.g_01150
OG0000817	Syaf.g_02429	Pral.g_01149
OG0000818	Syaf.g_02442	Pral.g_01144
OG0000819	Syaf.g_02443	Pral.g_01143
OG0000820	Syaf.g_02444	Pral.g_01142
OG0000821	Syaf.g_02450	Pral.g_01137
OG0000822	Syaf.g_02452	Pral.g_01136
OG0000823	Syaf.g_02453	Pral.g_01135
OG0000824	Syaf.g_02459	Pral.g_01132
OG0000825	Syaf.g_02460	Pral.g_01131
OG0000826	Syaf.g_02461	Pral.g_01130
OG0000827	Syaf.g_02462	Pral.g_01129
OG0000828	Syaf.g_02465	Pral.g_01126
OG0000829	Syaf.g_02466	Pral.g_01125
OG0000830	Syaf.g_02467	Pral.g_01124
OG0000831	Syaf.g_02470	Pral.g_01122
OG0000832	Syaf.g_01109	Pral.g_01110
OG0000833	Syaf.g_01100	Pral.g_01101
OG0000834	Syaf.g_01098	Pral.g_01100
OG0000835	Syaf.g_01097	Pral.g_01099
OG0000836	Syaf.g_01093	Pral.g_01098
OG0000837	Syaf.g_01091	Pral.g_01097
OG0000838	Syaf.g_01087	Pral.g_01094
OG0000839	Syaf.g_01086	Pral.g_01093
OG0000840	Syaf.g_01085	Pral.g_01092
OG0000841	Syaf.g_01084	Pral.g_01091
OG0000842	Syaf.g_01083	Pral.g_01090
OG0000843	Syaf.g_01082	Pral.g_01089
OG0000844	Syaf.g_01080	Pral.g_01088
OG0000845	Syaf.g_01079	Pral.g_01087
OG0000846	Syaf.g_01078	Pral.g_01086
OG0000847	Syaf.g_01077	Pral.g_01085
OG0000848	Syaf.g_01075	Pral.g_01084
OG0000849	Syaf.g_01074	Pral.g_01083
OG0000850	Syaf.g_01072	Pral.g_01081
OG0000851	Syaf.g_01061	Pral.g_01080
OG0000852	Syaf.g_01060	Pral.g_01079
OG0000853	Syaf.g_01056	Pral.g_01074
OG0000854	Syaf.g_01054	Pral.g_01072
OG0000855	Syaf.g_01053	Pral.g_01071
OG0000856	Syaf.g_02328	Pral.g_01058
OG0000857	Syaf.g_02031	Pral.g_01503
OG0000858	Syaf.g_01047	Pral.g_00100
OG0000859	Syaf.g_01046	Pral.g_00101
OG0000860	Syaf.g_01031	Pral.g_00109
OG0000861	Syaf.g_01030	Pral.g_00110
OG0000862	Syaf.g_01029	Pral.g_00111
OG0000863	Syaf.g_01026	Pral.g_00113
OG0000864	Syaf.g_01025	Pral.g_00114
OG0000865	Syaf.g_01024	Pral.g_00115
OG0000866	Syaf.g_01023	Pral.g_00116
OG0000867	Syaf.g_01022	Pral.g_00117
OG0000868	Syaf.g_01019	Pral.g_00119
OG0000869	Syaf.g_01014	Pral.g_00122
OG0000870	Syaf.g_01009	Pral.g_00127
OG0000871	Syaf.g_01008	Pral.g_00128
OG0000872	Syaf.g_01001	Pral.g_00129
OG0000873	Syaf.g_00998	Pral.g_00132
OG0000874	Syaf.g_01002	Pral.g_00135
OG0000875	Syaf.g_00996	Pral.g_00136
OG0000876	Syaf.g_01198	Pral.g_00137
OG0000877	Syaf.g_01188	Pral.g_00139
OG0000878	Syaf.g_01187	Pral.g_00140
OG0000879	Syaf.g_01186	Pral.g_00141
OG0000880	Syaf.g_01185	Pral.g_00142
OG0000881	Syaf.g_01179	Pral.g_00146
OG0000882	Syaf.g_01174	Pral.g_00151
OG0000883	Syaf.g_01172	Pral.g_00154
OG0000884	Syaf.g_01170	Pral.g_00156
OG0000885	Syaf.g_01169	Pral.g_00157
OG0000886	Syaf.g_01168	Pral.g_00158
OG0000887	Syaf.g_01167	Pral.g_00159
OG0000888	Syaf.g_01165	Pral.g_00161
OG0000889	Syaf.g_01163	Pral.g_00163
OG0000890	Syaf.g_01157	Pral.g_00164
OG0000891	Syaf.g_01156	Pral.g_00165
OG0000892	Syaf.g_01154	Pral.g_00167
OG0000893	Syaf.g_00178	Pral.g_00170
OG0000894	Syaf.g_00175	Pral.g_00173
OG0000895	Syaf.g_00171	Pral.g_00177
OG0000896	Syaf.g_00170	Pral.g_00178
OG0000897	Syaf.g_00168	Pral.g_00180
OG0000898	Syaf.g_00167	Pral.g_00181
OG0000899	Syaf.g_00166	Pral.g_00182
OG0000900	Syaf.g_00165	Pral.g_00183
OG0000901	Syaf.g_00160	Pral.g_00187
OG0000902	Syaf.g_00158	Pral.g_00189
OG0000903	Syaf.g_00141	Pral.g_00193
OG0000904	Syaf.g_00146	Pral.g_00198
OG0000905	Syaf.g_00151	Pral.g_00191
OG0000906	Syaf.g_00154	Pral.g_00190
OG0000907	Syaf.g_00139	Pral.g_00200
OG0000908	Syaf.g_00136	Pral.g_00203
OG0000909	Syaf.g_00135	Pral.g_00204
OG0000910	Syaf.g_00134	Pral.g_00205
OG0000911	Syaf.g_00132	Pral.g_00207
OG0000912	Syaf.g_00131	Pral.g_00208
OG0000913	Syaf.g_00130	Pral.g_00209
OG0000914	Syaf.g_00129	Pral.g_00210
OG0000915	Syaf.g_00127	Pral.g_00211
OG0000916	Syaf.g_00126	Pral.g_00212
OG0000917	Syaf.g_00125	Pral.g_00213
OG0000918	Syaf.g_00124	Pral.g_00214
OG0000919	Syaf.g_00123	Pral.g_00215
OG0000920	Syaf.g_00122	Pral.g_00216
OG0000921	Syaf.g_00121	Pral.g_00217
OG0000922	Syaf.g_00120	Pral.g_00218
OG0000923	Syaf.g_00116	Pral.g_00222
OG0000924	Syaf.g_00115	Pral.g_00223
OG0000925	Syaf.g_00114	Pral.g_00224
OG0000926	Syaf.g_00113	Pral.g_00225
OG0000927	Syaf.g_00111	Pral.g_00227
OG0000928	Syaf.g_00110	Pral.g_00228
OG0000929	Syaf.g_00109	Pral.g_00229
OG0000930	Syaf.g_00108	Pral.g_00230
OG0000931	Syaf.g_00107	Pral.g_00232
OG0000932	Syaf.g_00106	Pral.g_01190
OG0000933	Syaf.g_00100	Pral.g_00236
OG0000934	Syaf.g_00098	Pral.g_00238
OG0000935	Syaf.g_00097	Pral.g_00239
OG0000936	Syaf.g_00096	Pral.g_00240
OG0000937	Syaf.g_00095	Pral.g_00241
OG0000938	Syaf.g_00092	Pral.g_00244
OG0000939	Syaf.g_00091	Pral.g_00245
OG0000940	Syaf.g_00084	Pral.g_00252
OG0000941	Syaf.g_00082	Pral.g_00254
OG0000942	Syaf.g_00080	Pral.g_00256
OG0000943	Syaf.g_00079	Pral.g_00257
OG0000944	Syaf.g_00077	Pral.g_00259
OG0000945	Syaf.g_00075	Pral.g_00260
OG0000946	Syaf.g_00070	Pral.g_00266
OG0000947	Syaf.g_00067	Pral.g_00268
OG0000948	Syaf.g_00066	Pral.g_00269
OG0000949	Syaf.g_00337	Pral.g_00272
OG0000950	Syaf.g_00351	Pral.g_00278
OG0000951	Syaf.g_00358	Pral.g_00282
OG0000952	Syaf.g_00363	Pral.g_00286
OG0000953	Syaf.g_00367	Pral.g_00290
OG0000954	Syaf.g_00372	Pral.g_00294
OG0000955	Syaf.g_00373	Pral.g_00295
OG0000956	Syaf.g_00375	Pral.g_00297
OG0000957	Syaf.g_00386	Pral.g_00303
OG0000958	Syaf.g_00387	Pral.g_00304
OG0000959	Syaf.g_00391	Pral.g_00308
OG0000960	Syaf.g_00392	Pral.g_00309
OG0000961	Syaf.g_00402	Pral.g_00312
OG0000962	Syaf.g_00404	Pral.g_00314
OG0000963	Syaf.g_00409	Pral.g_00318
OG0000964	Syaf.g_00410	Pral.g_00319
OG0000965	Syaf.g_00411	Pral.g_00320
OG0000966	Syaf.g_00421	Pral.g_00326
OG0000967	Syaf.g_00426	Pral.g_00330
OG0000968	Syaf.g_00417	Pral.g_00332
OG0000969	Syaf.g_00423	Pral.g_00333
OG0000970	Syaf.g_00424	Pral.g_00334
OG0000971	Syaf.g_00429	Pral.g_00335
OG0000972	Syaf.g_00430	Pral.g_00336
OG0000973	Syaf.g_00431	Pral.g_00337
OG0000974	Syaf.g_00432	Pral.g_00338
OG0000975	Syaf.g_00433	Pral.g_00339
OG0000976	Syaf.g_00434	Pral.g_00340
OG0000977	Syaf.g_00436	Pral.g_00341
OG0000978	Syaf.g_00437	Pral.g_00342
OG0000979	Syaf.g_00440	Pral.g_00345
OG0000980	Syaf.g_00443	Pral.g_00347
OG0000981	Syaf.g_00446	Pral.g_00350
OG0000982	Syaf.g_00645	Pral.g_00352
OG0000983	Syaf.g_00644	Pral.g_00353
OG0000984	Syaf.g_00643	Pral.g_00354
OG0000985	Syaf.g_00641	Pral.g_00357
OG0000986	Syaf.g_00639	Pral.g_00359
OG0000987	Syaf.g_00637	Pral.g_00360
OG0000988	Syaf.g_00633	Pral.g_00363
OG0000989	Syaf.g_00624	Pral.g_00367
OG0000990	Syaf.g_00606	Pral.g_00373
OG0000991	Syaf.g_00604	Pral.g_00374
OG0000992	Syaf.g_00601	Pral.g_00377
OG0000993	Syaf.g_00600	Pral.g_00378
OG0000994	Syaf.g_00597	Pral.g_00379
OG0000995	Syaf.g_00592	Pral.g_00383
OG0000996	Syaf.g_00543	Pral.g_00384
OG0000997	Syaf.g_00532	Pral.g_00386
OG0000998	Syaf.g_00530	Pral.g_00388
OG0000999	Syaf.g_00529	Pral.g_00389
OG0001000	Syaf.g_00526	Pral.g_00392
OG0001001	Syaf.g_00521	Pral.g_00396
OG0001002	Syaf.g_00515	Pral.g_00401
OG0001003	Syaf.g_00514	Pral.g_00402
OG0001004	Syaf.g_00513	Pral.g_00403
OG0001005	Syaf.g_00510	Pral.g_00404
OG0001006	Syaf.g_00500	Pral.g_00408
OG0001007	Syaf.g_00498	Pral.g_00410
OG0001008	Syaf.g_01215	Pral.g_00657
OG0001009	Syaf.g_00466	Pral.g_01017
OG0001010	Syaf.g_00465	Pral.g_01016
OG0001011	Syaf.g_00463	Pral.g_01014
OG0001012	Syaf.g_00649	Pral.g_01001
OG0001013	Syaf.g_00669	Pral.g_00994
OG0001014	Syaf.g_00691	Pral.g_00991
OG0001015	Syaf.g_00692	Pral.g_00990
OG0001016	Syaf.g_00958	Pral.g_00974
OG0001017	Syaf.g_00952	Pral.g_00970
OG0001018	Syaf.g_00950	Pral.g_00968
OG0001019	Syaf.g_00931	Pral.g_00958
OG0001020	Syaf.g_00926	Pral.g_00957
OG0001021	Syaf.g_00922	Pral.g_00956
OG0001022	Syaf.g_00918	Pral.g_00953
OG0001023	Syaf.g_00917	Pral.g_00952
OG0001024	Syaf.g_00913	Pral.g_00949
OG0001025	Syaf.g_00906	Pral.g_00942
OG0001026	Syaf.g_00893	Pral.g_00934
OG0001027	Syaf.g_00884	Pral.g_00933
OG0001028	Syaf.g_00882	Pral.g_00931
OG0001029	Syaf.g_00880	Pral.g_00930
OG0001030	Syaf.g_00860	Pral.g_00914
OG0001031	Syaf.g_00784	Pral.g_00857
OG0001032	Syaf.g_00781	Pral.g_00856
OG0001034	Syaf.g_02787	Pral.g_00804
OG0001035	Syaf.g_00207	Pral.g_00784
OG0001036	Syaf.g_00212	Pral.g_00780
OG0001037	Syaf.g_00214	Pral.g_00779
OG0001038	Syaf.g_00242	Pral.g_00761
OG0001039	Syaf.g_00245	Pral.g_00758
OG0001040	Syaf.g_00248	Pral.g_00755
OG0001041	Syaf.g_00253	Pral.g_00751
OG0001042	Syaf.g_00275	Pral.g_00734
OG0001043	Syaf.g_00279	Pral.g_00733
OG0001044	Syaf.g_00024	Pral.g_00699
OG0001045	Syaf.g_00011	Pral.g_00690
OG0001046	Syaf.g_01894	Pral.g_01039
OG0001047	Syaf.g_01217	Pral.g_00655
OG0001048	Syaf.g_01218	Pral.g_00654
OG0001049	Syaf.g_01226	Pral.g_00651
OG0001050	Syaf.g_01227	Pral.g_00650
OG0001051	Syaf.g_01228	Pral.g_00649
OG0001052	Syaf.g_02502	Pral.g_00621
OG0001053	Syaf.g_02718	Pral.g_00608
OG0001056	Syaf.g_02649	Pral.g_00554
OG0001057	Syaf.g_02638	Pral.g_00549
OG0001058	Syaf.g_02624	Pral.g_00541
OG0001059	Syaf.g_02620	Pral.g_00537
OG0001060	Syaf.g_02614	Pral.g_00530
OG0001061	Syaf.g_02590	Pral.g_00514
OG0001062	Syaf.g_02588	Pral.g_00512
OG0001063	Syaf.g_02583	Pral.g_00510
OG0001064	Syaf.g_02582	Pral.g_00509
OG0001065	Syaf.g_02581	Pral.g_00508
OG0001066	Syaf.g_02580	Pral.g_00507
OG0001067	Syaf.g_02579	Pral.g_00506
OG0001068	Syaf.g_02578	Pral.g_00505
OG0001069	Syaf.g_02577	Pral.g_00504
OG0001070	Syaf.g_02574	Pral.g_00502
OG0001071	Syaf.g_02573	Pral.g_00501
OG0001072	Syaf.g_02569	Pral.g_00499
OG0001073	Syaf.g_02555	Pral.g_00485
OG0001074	Syaf.g_02365	Pral.g_00472
OG0001075	Syaf.g_02363	Pral.g_00471
OG0001076	Syaf.g_02337	Pral.g_00464
OG0001077	Syaf.g_02325	Pral.g_00459
OG0001078	Syaf.g_02309	Pral.g_01437
OG0001079	Syaf.g_02296	Pral.g_01448
OG0001080	Syaf.g_01740	Pral.g_01454
OG0001081	Syaf.g_02144	Pral.g_01456
OG0001082	Syaf.g_02143	Pral.g_01457
OG0001083	Syaf.g_02136	Pral.g_01462
OG0001084	Syaf.g_02135	Pral.g_01463
OG0001085	Syaf.g_02125	Pral.g_01772
OG0001086	Syaf.g_02123	Pral.g_01771
OG0001087	Syaf.g_01482	Pral.g_01753
OG0001088	Syaf.g_01478	Pral.g_01752
OG0001089	Syaf.g_01453	Pral.g_01741
OG0001090	Syaf.g_01981	Pral.g_01728
OG0001091	Syaf.g_01979	Pral.g_01726
OG0001092	Syaf.g_01977	Pral.g_01725
OG0001093	Syaf.g_01971	Pral.g_01720
OG0001094	Syaf.g_02055	Pral.g_01482
OG0001095	Syaf.g_02034	Pral.g_01501
OG0001096	Syaf.g_02018	Pral.g_01515
OG0001097	Syaf.g_01373	Pral.g_01533
OG0001098	Syaf.g_01743	Pral.g_01552
OG0001099	Syaf.g_00881	Pral.g_01815
OG0001100	Syaf.g_02110	Pral.g_01807
OG0001101	Syaf.g_02109	Pral.g_01805
OG0001102	Syaf.g_02106	Pral.g_01802
OG0001103	Syaf.g_02104	Pral.g_01800
OG0001104	Syaf.g_02071	Pral.g_01777
OG0001105	Syaf.g_02067	Pral.g_01773
OG0001106	Syaf.g_01847	Pral.g_01639
OG0001107	Syaf.g_01859	Pral.g_01629
OG0001108	Syaf.g_01868	Pral.g_01625
OG0001109	Syaf.g_01877	Pral.g_01624
OG0001110	Syaf.g_01879	Pral.g_01622
OG0001111	Syaf.g_01881	Pral.g_01621
OG0001112	Syaf.g_01883	Pral.g_01620
OG0001113	Syaf.g_01884	Pral.g_01619
OG0001114	Syaf.g_01885	Pral.g_01618
OG0001115	Syaf.g_01889	Pral.g_01616
OG0001116	Syaf.g_01891	Pral.g_01615
OG0001117	Syaf.g_01892	Pral.g_01614
OG0001118	Syaf.g_01893	Pral.g_01613
OG0001119	Syaf.g_01895	Pral.g_01612
OG0001120	Syaf.g_01899	Pral.g_01611
OG0001122	Syaf.g_01927	Pral.g_01593
OG0001123	Syaf.g_01934	Pral.g_01598
OG0001124	Syaf.g_01936	Pral.g_01600
OG0001125	Syaf.g_01938	Pral.g_01602
OG0001126	Syaf.g_01409	Pral.g_01571
OG0001127	Syaf.g_01410	Pral.g_01570
OG0001128	Syaf.g_01413	Pral.g_01569
