Orthogroup	Syaf	Syag
OG0000555	Syaf.g_02635	Syag.g_00075
OG0000556	Syaf.g_02630	Syag.g_00257
OG0000557	Syaf.g_02628	Syag.g_00267
OG0000558	Syaf.g_02626	Syag.g_00269
OG0000559	Syaf.g_02622	Syag.g_00273
OG0000560	Syaf.g_02619	Syag.g_00276
OG0000561	Syaf.g_02618	Syag.g_00277
OG0000562	Syaf.g_02617	Syag.g_00278
OG0000563	Syaf.g_02616	Syag.g_00279
OG0000564	Syaf.g_02615	Syag.g_00280
OG0000565	Syaf.g_02612	Syag.g_00284
OG0000566	Syaf.g_02608	Syag.g_00288
OG0000567	Syaf.g_02604	Syag.g_00292
OG0000568	Syaf.g_02599	Syag.g_00295
OG0000569	Syaf.g_02596	Syag.g_00296
OG0000570	Syaf.g_02595	Syag.g_00297
OG0000571	Syaf.g_02591	Syag.g_00301
OG0000572	Syaf.g_02575	Syag.g_00320, Syag.g_00251
OG0000573	Syaf.g_02567	Syag.g_00329
OG0000574	Syaf.g_02566	Syag.g_00330
OG0000575	Syaf.g_02562	Syag.g_00335
OG0000576	Syaf.g_02560	Syag.g_00337
OG0000577	Syaf.g_02559	Syag.g_00338
OG0000578	Syaf.g_02558	Syag.g_00339
OG0000579	Syaf.g_02557	Syag.g_00340
OG0000580	Syaf.g_02556	Syag.g_00341
OG0000581	Syaf.g_02550	Syag.g_00348
OG0000582	Syaf.g_02374	Syag.g_00353
OG0000583	Syaf.g_02373	Syag.g_00354
OG0000584	Syaf.g_02372	Syag.g_00355
OG0000585	Syaf.g_02370	Syag.g_00357
OG0000586	Syaf.g_02369	Syag.g_00358
OG0000587	Syaf.g_02367	Syag.g_00360
OG0000588	Syaf.g_02350	Syag.g_00371
OG0000589	Syaf.g_02340	Syag.g_00375
OG0000590	Syaf.g_02339	Syag.g_00376
OG0000591	Syaf.g_02331	Syag.g_00383
OG0000592	Syaf.g_02330	Syag.g_00384
OG0000593	Syaf.g_02314	Syag.g_00406
OG0000594	Syaf.g_02313	Syag.g_00407
OG0000595	Syaf.g_02312	Syag.g_00408
OG0000596	Syaf.g_02307	Syag.g_00413
OG0000597	Syaf.g_02304	Syag.g_00416
OG0000598	Syaf.g_02303	Syag.g_00417
OG0000599	Syaf.g_02300	Syag.g_00424
OG0000600	Syaf.g_02299	Syag.g_00425
OG0000601	Syaf.g_02298	Syag.g_00426
OG0000602	Syaf.g_02293	Syag.g_00431
OG0000603	Syaf.g_02292	Syag.g_00432
OG0000604	Syaf.g_02289	Syag.g_00434
OG0000605	Syaf.g_01734	Syag.g_00522
OG0000606	Syaf.g_02145	Syag.g_00550
OG0000607	Syaf.g_02142	Syag.g_00553
OG0000608	Syaf.g_02141	Syag.g_00554
OG0000609	Syaf.g_02139	Syag.g_00556
OG0000610	Syaf.g_02132	Syag.g_00580
OG0000611	Syaf.g_02129	Syag.g_00583
OG0000612	Syaf.g_02128	Syag.g_00584
OG0000613	Syaf.g_00315	Syag.g_02533
OG0000614	Syaf.g_01469	Syag.g_01004
OG0000615	Syaf.g_02085	Syag.g_00630
OG0000616	Syaf.g_00518	Syag.g_02255
OG0000617	Syaf.g_01975	Syag.g_00915
OG0000618	Syaf.g_01974	Syag.g_00914
OG0000619	Syaf.g_01973	Syag.g_00913
OG0000620	Syaf.g_01966	Syag.g_00906
OG0000621	Syaf.g_01965	Syag.g_00905
OG0000622	Syaf.g_01964	Syag.g_00904
OG0000623	Syaf.g_01963	Syag.g_00903
OG0000624	Syaf.g_01961	Syag.g_00901
OG0000625	Syaf.g_01960	Syag.g_00900
OG0000626	Syaf.g_01959	Syag.g_00899
OG0000627	Syaf.g_01782	Syag.g_00756
OG0000628	Syaf.g_01783	Syag.g_00757
OG0000629	Syaf.g_01786	Syag.g_00761
OG0000630	Syaf.g_01790	Syag.g_00765
OG0000631	Syaf.g_01801	Syag.g_00772
OG0000632	Syaf.g_01802	Syag.g_00773
OG0000633	Syaf.g_01803	Syag.g_00774
OG0000634	Syaf.g_02053	Syag.g_00663
OG0000635	Syaf.g_02052	Syag.g_00664
OG0000636	Syaf.g_02050	Syag.g_00666
OG0000637	Syaf.g_02048	Syag.g_00668
OG0000638	Syaf.g_02047	Syag.g_00669
OG0000639	Syaf.g_02046	Syag.g_00670
OG0000640	Syaf.g_02045	Syag.g_00671
OG0000641	Syaf.g_02041	Syag.g_00675
OG0000642	Syaf.g_02040	Syag.g_00676
OG0000643	Syaf.g_02038	Syag.g_00677
OG0000644	Syaf.g_02037	Syag.g_00678
OG0000645	Syaf.g_02035	Syag.g_00680
OG0000646	Syaf.g_02032	Syag.g_00683
OG0000647	Syaf.g_02030	Syag.g_00685
OG0000648	Syaf.g_02027	Syag.g_00694
OG0000649	Syaf.g_02026	Syag.g_00695
OG0000650	Syaf.g_02025	Syag.g_00696
OG0000651	Syaf.g_02024	Syag.g_00697
OG0000652	Syaf.g_02023	Syag.g_00698
OG0000653	Syaf.g_02021	Syag.g_00700
OG0000654	Syaf.g_02020	Syag.g_00701
OG0000655	Syaf.g_02019	Syag.g_00702
OG0000656	Syaf.g_02016	Syag.g_00705
OG0000657	Syaf.g_01384	Syag.g_00719
OG0000658	Syaf.g_01381	Syag.g_00721
OG0000659	Syaf.g_01380	Syag.g_00722
OG0000660	Syaf.g_01376	Syag.g_00726
OG0000661	Syaf.g_01374	Syag.g_00728
OG0000662	Syaf.g_01372	Syag.g_00730
OG0000663	Syaf.g_01369	Syag.g_00733
OG0000664	Syaf.g_01368	Syag.g_00734
OG0000665	Syaf.g_00980	Syag.g_00456
OG0000666	Syaf.g_01733	Syag.g_00445
OG0000667	Syaf.g_01635	Syag.g_00574
OG0000668	Syaf.g_01928	Syag.g_00868
OG0000669	Syaf.g_02112	Syag.g_00600
OG0000670	Syaf.g_02769	Syag.g_00399
OG0000671	Syaf.g_02108	Syag.g_00604
OG0000672	Syaf.g_02105	Syag.g_00607
OG0000673	Syaf.g_02102	Syag.g_00610
OG0000674	Syaf.g_02100	Syag.g_00612
OG0000675	Syaf.g_02099	Syag.g_00613
OG0000676	Syaf.g_02097	Syag.g_00615
OG0000677	Syaf.g_02096	Syag.g_00616
OG0000678	Syaf.g_02092	Syag.g_00622
OG0000679	Syaf.g_02083	Syag.g_00633
OG0000680	Syaf.g_02082	Syag.g_00634
OG0000681	Syaf.g_02079	Syag.g_00637
OG0000682	Syaf.g_02078	Syag.g_00638
OG0000683	Syaf.g_02077	Syag.g_00639
OG0000684	Syaf.g_02072	Syag.g_00641
OG0000685	Syaf.g_02070	Syag.g_00643
OG0000686	Syaf.g_02069	Syag.g_00644
OG0000687	Syaf.g_02068	Syag.g_00645
OG0000688	Syaf.g_02063	Syag.g_00651
OG0000689	Syaf.g_02061	Syag.g_00653
OG0000690	Syaf.g_02060	Syag.g_00654
OG0000691	Syaf.g_02059	Syag.g_00655
OG0000692	Syaf.g_02058	Syag.g_00656
OG0000693	Syaf.g_02057	Syag.g_00658
OG0000694	Syaf.g_02056	Syag.g_00659
OG0000695	Syaf.g_01805	Syag.g_00776
OG0000696	Syaf.g_01806	Syag.g_00777
OG0000697	Syaf.g_01808	Syag.g_00778
OG0000698	Syaf.g_01811	Syag.g_00781
OG0000699	Syaf.g_01813	Syag.g_00782
OG0000700	Syaf.g_01814	Syag.g_00783
OG0000701	Syaf.g_01815	Syag.g_00784
OG0000702	Syaf.g_01843	Syag.g_00792
OG0000703	Syaf.g_01844	Syag.g_00793
OG0000704	Syaf.g_01846	Syag.g_00795
OG0000705	Syaf.g_01853	Syag.g_00802
OG0000706	Syaf.g_01854	Syag.g_00803
OG0000707	Syaf.g_01855	Syag.g_00804
OG0000708	Syaf.g_01858	Syag.g_00807
OG0000709	Syaf.g_01867	Syag.g_00816
OG0000710	Syaf.g_01878	Syag.g_00820
OG0000711	Syaf.g_01908	Syag.g_00848
OG0000712	Syaf.g_01910	Syag.g_00850
OG0000713	Syaf.g_01911	Syag.g_00851
OG0000714	Syaf.g_01913	Syag.g_00853
OG0000715	Syaf.g_01915	Syag.g_00855
OG0000716	Syaf.g_01919	Syag.g_00859
OG0000717	Syaf.g_01920	Syag.g_00860
OG0000718	Syaf.g_01924	Syag.g_00864
OG0000719	Syaf.g_01926	Syag.g_00866
OG0000720	Syaf.g_01939	Syag.g_00880
OG0000721	Syaf.g_01941	Syag.g_00882
OG0000722	Syaf.g_01942	Syag.g_00883
OG0000723	Syaf.g_01957	Syag.g_00897
OG0000724	Syaf.g_01418	Syag.g_00967
OG0000725	Syaf.g_01445	Syag.g_00978
OG0000726	Syaf.g_01446	Syag.g_00979
OG0000727	Syaf.g_01447	Syag.g_00980
OG0000728	Syaf.g_01449	Syag.g_00982
OG0000729	Syaf.g_00405	Syag.g_02376
OG0000730	Syaf.g_00026	Syag.g_02840
OG0000731	Syaf.g_00014	Syag.g_02853
OG0000732	Syaf.g_00444	Syag.g_02331
OG0000733	Syaf.g_00615	Syag.g_00145
OG0000734	Syaf.g_00895	Syag.g_01892
OG0000735	Syaf.g_01273	Syag.g_01159
OG0000736	Syaf.g_01274	Syag.g_01158
OG0000737	Syaf.g_01275	Syag.g_01157
OG0000738	Syaf.g_01280	Syag.g_01152
OG0000739	Syaf.g_01281	Syag.g_01149
OG0000740	Syaf.g_01282	Syag.g_01148
OG0000741	Syaf.g_01285	Syag.g_01145
OG0000742	Syaf.g_01287	Syag.g_01142
OG0000743	Syaf.g_01289	Syag.g_01140
OG0000744	Syaf.g_01290	Syag.g_01139
OG0000745	Syaf.g_01293	Syag.g_01137
OG0000746	Syaf.g_01295	Syag.g_01135
OG0000747	Syaf.g_01296	Syag.g_01134
OG0000748	Syaf.g_01307	Syag.g_01122
OG0000749	Syaf.g_01309	Syag.g_01121
OG0000750	Syaf.g_01310	Syag.g_01120
OG0000751	Syaf.g_01317	Syag.g_01114
OG0000752	Syaf.g_01319	Syag.g_01112
OG0000753	Syaf.g_01322	Syag.g_01109
OG0000754	Syaf.g_01611	Syag.g_01103
OG0000755	Syaf.g_01599	Syag.g_01092
OG0000756	Syaf.g_01598	Syag.g_01091
OG0000757	Syaf.g_01590	Syag.g_01084
OG0000758	Syaf.g_01589	Syag.g_01083
OG0000759	Syaf.g_01588	Syag.g_01082
OG0000760	Syaf.g_01587	Syag.g_01081
OG0000761	Syaf.g_01586	Syag.g_01080
OG0000762	Syaf.g_01584	Syag.g_01078
OG0000763	Syaf.g_01582	Syag.g_01076
OG0000764	Syaf.g_01581	Syag.g_01075
OG0000765	Syaf.g_01564	Syag.g_01056
OG0000766	Syaf.g_01563	Syag.g_01055
OG0000767	Syaf.g_01561	Syag.g_01053
OG0000768	Syaf.g_01560	Syag.g_01052
OG0000769	Syaf.g_01558	Syag.g_01047
OG0000770	Syaf.g_01553	Syag.g_01043
OG0000771	Syaf.g_01411	Syag.g_00959
OG0000772	Syaf.g_01705	Syag.g_02043
OG0000773	Syaf.g_01268	Syag.g_01168
OG0000774	Syaf.g_01263	Syag.g_01182
OG0000775	Syaf.g_01261	Syag.g_01185
OG0000776	Syaf.g_01260	Syag.g_01186
OG0000777	Syaf.g_01259	Syag.g_01187
OG0000778	Syaf.g_01258	Syag.g_01188
OG0000779	Syaf.g_01252	Syag.g_01194
OG0000780	Syaf.g_01249	Syag.g_01217
OG0000781	Syaf.g_01245	Syag.g_01221
OG0000782	Syaf.g_01244	Syag.g_01222
OG0000783	Syaf.g_01243	Syag.g_01223
OG0000784	Syaf.g_01242	Syag.g_01224
OG0000785	Syaf.g_01240	Syag.g_01226
OG0000786	Syaf.g_02546	Syag.g_01235
OG0000787	Syaf.g_02547	Syag.g_01236
OG0000788	Syaf.g_02297	Syag.g_00427
OG0000789	Syaf.g_01750	Syag.g_00453
OG0000790	Syaf.g_02738	Syag.g_01542
OG0000791	Syaf.g_02740	Syag.g_01544
OG0000792	Syaf.g_02741	Syag.g_01545
OG0000793	Syaf.g_02746	Syag.g_01550
OG0000794	Syaf.g_02747	Syag.g_01551
OG0000795	Syaf.g_02748	Syag.g_01552
OG0000796	Syaf.g_02752	Syag.g_01556
OG0000797	Syaf.g_02753	Syag.g_01557
OG0000798	Syaf.g_00240	Syag.g_02601
OG0000799	Syaf.g_02380	Syag.g_01278
OG0000800	Syaf.g_02383	Syag.g_01280
OG0000801	Syaf.g_02384	Syag.g_01285
OG0000802	Syaf.g_02388	Syag.g_01293
OG0000803	Syaf.g_02393	Syag.g_01321
OG0000804	Syaf.g_02396	Syag.g_01438
OG0000805	Syaf.g_02398	Syag.g_01433
OG0000806	Syaf.g_02405	Syag.g_01429
OG0000807	Syaf.g_02406	Syag.g_01428
OG0000808	Syaf.g_02407	Syag.g_01427
OG0000809	Syaf.g_02410	Syag.g_01423
OG0000810	Syaf.g_02411	Syag.g_01422
OG0000811	Syaf.g_02420	Syag.g_01413
OG0000812	Syaf.g_02422	Syag.g_01411
OG0000813	Syaf.g_02423	Syag.g_01410
OG0000814	Syaf.g_02425	Syag.g_01408
OG0000815	Syaf.g_02426	Syag.g_01407
OG0000816	Syaf.g_02428	Syag.g_01405
OG0000817	Syaf.g_02429	Syag.g_01404
OG0000818	Syaf.g_02442	Syag.g_01400
OG0000819	Syaf.g_02443	Syag.g_01399
OG0000820	Syaf.g_02444	Syag.g_01398
OG0000821	Syaf.g_02450	Syag.g_01388
OG0000822	Syaf.g_02452	Syag.g_01386
OG0000823	Syaf.g_02453	Syag.g_01385
OG0000824	Syaf.g_02459	Syag.g_01379
OG0000825	Syaf.g_02460	Syag.g_01378
OG0000826	Syaf.g_02461	Syag.g_01377
OG0000827	Syaf.g_02462	Syag.g_01376
OG0000828	Syaf.g_02465	Syag.g_01373
OG0000829	Syaf.g_02466	Syag.g_01372
OG0000830	Syaf.g_02467	Syag.g_01371
OG0000831	Syaf.g_02470	Syag.g_01367
OG0000832	Syaf.g_01109	Syag.g_01614
OG0000833	Syaf.g_01100	Syag.g_01628
OG0000834	Syaf.g_01098	Syag.g_01632
OG0000835	Syaf.g_01097	Syag.g_01633
OG0000836	Syaf.g_01093	Syag.g_01637
OG0000837	Syaf.g_01091	Syag.g_01638
OG0000838	Syaf.g_01087	Syag.g_01642
OG0000839	Syaf.g_01086	Syag.g_01643
OG0000840	Syaf.g_01085	Syag.g_01644
OG0000841	Syaf.g_01084	Syag.g_01645
OG0000842	Syaf.g_01083	Syag.g_01646
OG0000843	Syaf.g_01082	Syag.g_01647
OG0000844	Syaf.g_01080	Syag.g_01649
OG0000845	Syaf.g_01079	Syag.g_01650
OG0000846	Syaf.g_01078	Syag.g_01651
OG0000847	Syaf.g_01077	Syag.g_01652
OG0000848	Syaf.g_01075	Syag.g_01654
OG0000849	Syaf.g_01074	Syag.g_01655
OG0000850	Syaf.g_01072	Syag.g_01657
OG0000851	Syaf.g_01061	Syag.g_01663
OG0000852	Syaf.g_01060	Syag.g_01664
OG0000853	Syaf.g_01056	Syag.g_01668
OG0000854	Syaf.g_01054	Syag.g_01670
OG0000855	Syaf.g_01053	Syag.g_01671
OG0000856	Syaf.g_02328	Syag.g_00386
OG0000857	Syaf.g_02031	Syag.g_00684
OG0000858	Syaf.g_01047	Syag.g_01677
OG0000859	Syaf.g_01046	Syag.g_01678
OG0000860	Syaf.g_01031	Syag.g_01689
OG0000861	Syaf.g_01030	Syag.g_01690
OG0000862	Syaf.g_01029	Syag.g_01693
OG0000863	Syaf.g_01026	Syag.g_01695
OG0000864	Syaf.g_01025	Syag.g_01696
OG0000865	Syaf.g_01024	Syag.g_01697
OG0000866	Syaf.g_01023	Syag.g_01698
OG0000867	Syaf.g_01022	Syag.g_01699
OG0000868	Syaf.g_01019	Syag.g_01707
OG0000869	Syaf.g_01014	Syag.g_01711
OG0000870	Syaf.g_01009	Syag.g_01716
OG0000871	Syaf.g_01008	Syag.g_01717
OG0000872	Syaf.g_01001	Syag.g_01723
OG0000873	Syaf.g_00998	Syag.g_01726
OG0000874	Syaf.g_01002	Syag.g_01729
OG0000875	Syaf.g_00996	Syag.g_01731
OG0000876	Syaf.g_01198	Syag.g_01732
OG0000877	Syaf.g_01188	Syag.g_01734
OG0000878	Syaf.g_01187	Syag.g_01735
OG0000879	Syaf.g_01186	Syag.g_02356
OG0000880	Syaf.g_01185	Syag.g_01736
OG0000881	Syaf.g_01179	Syag.g_01741
OG0000882	Syaf.g_01174	Syag.g_01746
OG0000883	Syaf.g_01172	Syag.g_01749
OG0000884	Syaf.g_01170	Syag.g_01751
OG0000885	Syaf.g_01169	Syag.g_01752
OG0000886	Syaf.g_01168	Syag.g_01753
OG0000887	Syaf.g_01167	Syag.g_01754
OG0000888	Syaf.g_01165	Syag.g_01756
OG0000889	Syaf.g_01163	Syag.g_01758
OG0000890	Syaf.g_01157	Syag.g_01761
OG0000891	Syaf.g_01156	Syag.g_01762
OG0000892	Syaf.g_01154	Syag.g_01765
OG0000893	Syaf.g_00178	Syag.g_02688
OG0000894	Syaf.g_00175	Syag.g_02691
OG0000895	Syaf.g_00171	Syag.g_02695
OG0000896	Syaf.g_00170	Syag.g_02696
OG0000897	Syaf.g_00168	Syag.g_02699
OG0000898	Syaf.g_00167	Syag.g_02700
OG0000899	Syaf.g_00166	Syag.g_02701
OG0000900	Syaf.g_00165	Syag.g_02702
OG0000901	Syaf.g_00160	Syag.g_02707
OG0000902	Syaf.g_00158	Syag.g_02709
OG0000903	Syaf.g_00141	Syag.g_02724
OG0000904	Syaf.g_00146	Syag.g_02718
OG0000905	Syaf.g_00151	Syag.g_02714
OG0000906	Syaf.g_00154	Syag.g_02711
OG0000907	Syaf.g_00139	Syag.g_02727
OG0000908	Syaf.g_00136	Syag.g_02730
OG0000909	Syaf.g_00135	Syag.g_02731
OG0000910	Syaf.g_00134	Syag.g_02732
OG0000911	Syaf.g_00132	Syag.g_02734
OG0000912	Syaf.g_00131	Syag.g_02735
OG0000913	Syaf.g_00130	Syag.g_02736
OG0000914	Syaf.g_00129	Syag.g_02737
OG0000915	Syaf.g_00127	Syag.g_02739
OG0000916	Syaf.g_00126	Syag.g_02740
OG0000917	Syaf.g_00125	Syag.g_02741
OG0000918	Syaf.g_00124	Syag.g_02742
OG0000919	Syaf.g_00123	Syag.g_02743
OG0000920	Syaf.g_00122	Syag.g_02744
OG0000921	Syaf.g_00121	Syag.g_02745
OG0000922	Syaf.g_00120	Syag.g_02746
OG0000923	Syaf.g_00116	Syag.g_02750
OG0000924	Syaf.g_00115	Syag.g_02751
OG0000925	Syaf.g_00114	Syag.g_02752
OG0000926	Syaf.g_00113	Syag.g_02753
OG0000927	Syaf.g_00111	Syag.g_02755
OG0000928	Syaf.g_00110	Syag.g_02756
OG0000929	Syaf.g_00109	Syag.g_02757
OG0000930	Syaf.g_00108	Syag.g_02758
OG0000931	Syaf.g_00107	Syag.g_02759
OG0000932	Syaf.g_00106	Syag.g_02760
OG0000933	Syaf.g_00100	Syag.g_02766
OG0000934	Syaf.g_00098	Syag.g_02768
OG0000935	Syaf.g_00097	Syag.g_02769
OG0000936	Syaf.g_00096	Syag.g_02770
OG0000937	Syaf.g_00095	Syag.g_02771
OG0000938	Syaf.g_00092	Syag.g_02774
OG0000939	Syaf.g_00091	Syag.g_02775
OG0000940	Syaf.g_00084	Syag.g_02783
OG0000941	Syaf.g_00082	Syag.g_02785
OG0000942	Syaf.g_00080	Syag.g_02787
OG0000943	Syaf.g_00079	Syag.g_02788
OG0000944	Syaf.g_00077	Syag.g_02790
OG0000945	Syaf.g_00075	Syag.g_02792
OG0000946	Syaf.g_00070	Syag.g_02797
OG0000947	Syaf.g_00067	Syag.g_02801
OG0000948	Syaf.g_00066	Syag.g_02802
OG0000949	Syaf.g_00337	Syag.g_02449
OG0000950	Syaf.g_00351	Syag.g_02436
OG0000951	Syaf.g_00358	Syag.g_02431
OG0000952	Syaf.g_00363	Syag.g_02423
OG0000953	Syaf.g_00367	Syag.g_02415
OG0000954	Syaf.g_00372	Syag.g_02409
OG0000955	Syaf.g_00373	Syag.g_02408
OG0000956	Syaf.g_00375	Syag.g_02406
OG0000957	Syaf.g_00386	Syag.g_02395
OG0000958	Syaf.g_00387	Syag.g_02394
OG0000959	Syaf.g_00391	Syag.g_02389
OG0000960	Syaf.g_00392	Syag.g_02388
OG0000961	Syaf.g_00402	Syag.g_02379
OG0000962	Syaf.g_00404	Syag.g_02377
OG0000963	Syaf.g_00409	Syag.g_02372
OG0000964	Syaf.g_00410	Syag.g_02371
OG0000965	Syaf.g_00411	Syag.g_02370
OG0000966	Syaf.g_00421	Syag.g_02362
OG0000967	Syaf.g_00426	Syag.g_02358
OG0000968	Syaf.g_00417	Syag.g_02355
OG0000969	Syaf.g_00423	Syag.g_02354
OG0000970	Syaf.g_00424	Syag.g_02353
OG0000971	Syaf.g_00429	Syag.g_02348
OG0000972	Syaf.g_00430	Syag.g_02347
OG0000973	Syaf.g_00431	Syag.g_02346
OG0000974	Syaf.g_00432	Syag.g_02345
OG0000975	Syaf.g_00433	Syag.g_02344
OG0000976	Syaf.g_00434	Syag.g_02343
OG0000977	Syaf.g_00436	Syag.g_02340
OG0000978	Syaf.g_00437	Syag.g_02338
OG0000979	Syaf.g_00440	Syag.g_02335
OG0000980	Syaf.g_00443	Syag.g_02332
OG0000981	Syaf.g_00446	Syag.g_02329
OG0000982	Syaf.g_00645	Syag.g_02127
OG0000983	Syaf.g_00644	Syag.g_02128
OG0000984	Syaf.g_00643	Syag.g_02129
OG0000985	Syaf.g_00641	Syag.g_02133
OG0000986	Syaf.g_00639	Syag.g_02138
OG0000987	Syaf.g_00637	Syag.g_02140
OG0000988	Syaf.g_00633	Syag.g_02145
OG0000989	Syaf.g_00624	Syag.g_02156
OG0000990	Syaf.g_00606	Syag.g_02169
OG0000991	Syaf.g_00604	Syag.g_02174
OG0000992	Syaf.g_00601	Syag.g_02177
OG0000993	Syaf.g_00600	Syag.g_02178
OG0000994	Syaf.g_00597	Syag.g_02181
OG0000995	Syaf.g_00592	Syag.g_02187
OG0000996	Syaf.g_00543	Syag.g_02229
OG0000997	Syaf.g_00532	Syag.g_02239
OG0000998	Syaf.g_00530	Syag.g_02241
OG0000999	Syaf.g_00529	Syag.g_02242
OG0001000	Syaf.g_00526	Syag.g_02246
OG0001001	Syaf.g_00521	Syag.g_02251
OG0001002	Syaf.g_00515	Syag.g_02258
OG0001003	Syaf.g_00514	Syag.g_02260
OG0001004	Syaf.g_00513	Syag.g_02261
OG0001005	Syaf.g_00510	Syag.g_02263
OG0001006	Syaf.g_00500	Syag.g_02270
OG0001007	Syaf.g_00498	Syag.g_02272
OG0001008	Syaf.g_01215	Syag.g_00034
OG0001009	Syaf.g_00466	Syag.g_02304
OG0001010	Syaf.g_00465	Syag.g_02305
OG0001011	Syaf.g_00463	Syag.g_02307
OG0001012	Syaf.g_00649	Syag.g_02123
OG0001013	Syaf.g_00669	Syag.g_02098
OG0001014	Syaf.g_00691	Syag.g_02084
OG0001015	Syaf.g_00692	Syag.g_02083
OG0001016	Syaf.g_00958	Syag.g_01824
OG0001017	Syaf.g_00952	Syag.g_01830
OG0001018	Syaf.g_00950	Syag.g_01832
OG0001019	Syaf.g_00931	Syag.g_01854
OG0001020	Syaf.g_00926	Syag.g_01861
OG0001021	Syaf.g_00922	Syag.g_01865
OG0001022	Syaf.g_00918	Syag.g_01870
OG0001023	Syaf.g_00917	Syag.g_01871
OG0001024	Syaf.g_00913	Syag.g_01875
OG0001025	Syaf.g_00906	Syag.g_01882
OG0001026	Syaf.g_00893	Syag.g_01894
OG0001027	Syaf.g_00884	Syag.g_01902
OG0001028	Syaf.g_00882	Syag.g_01904
OG0001029	Syaf.g_00880	Syag.g_01906
OG0001030	Syaf.g_00860	Syag.g_01927
OG0001031	Syaf.g_00784	Syag.g_02000
OG0001032	Syaf.g_00781	Syag.g_02005
OG0001034	Syaf.g_02787	Syag.g_01784
OG0001035	Syaf.g_00207	Syag.g_02635
OG0001036	Syaf.g_00212	Syag.g_02630
OG0001037	Syaf.g_00214	Syag.g_02628
OG0001038	Syaf.g_00242	Syag.g_02600
OG0001039	Syaf.g_00245	Syag.g_02597
OG0001040	Syaf.g_00248	Syag.g_02594
OG0001041	Syaf.g_00253	Syag.g_02589
OG0001042	Syaf.g_00275	Syag.g_02564
OG0001043	Syaf.g_00279	Syag.g_02560
OG0001044	Syaf.g_00024	Syag.g_02842
OG0001045	Syaf.g_00011	Syag.g_02856
OG0001046	Syaf.g_01894	Syag.g_00836
OG0001047	Syaf.g_01217	Syag.g_00036
OG0001048	Syaf.g_01218	Syag.g_00037
OG0001049	Syaf.g_01226	Syag.g_00040
OG0001050	Syaf.g_01227	Syag.g_00041
OG0001051	Syaf.g_01228	Syag.g_00042
OG0001052	Syaf.g_02502	Syag.g_01352
OG0001053	Syaf.g_02718	Syag.g_01525
OG0001054	Syaf.g_02701	Syag.g_01506
OG0001056	Syaf.g_02649	Syag.g_01449
OG0001057	Syaf.g_02638	Syag.g_01241
OG0001058	Syaf.g_02624	Syag.g_00271
OG0001059	Syaf.g_02620	Syag.g_00275
OG0001060	Syaf.g_02614	Syag.g_00282
OG0001061	Syaf.g_02590	Syag.g_00302
OG0001062	Syaf.g_02588	Syag.g_00304
OG0001063	Syaf.g_02583	Syag.g_00310
OG0001064	Syaf.g_02582	Syag.g_00311
OG0001065	Syaf.g_02581	Syag.g_00312
OG0001066	Syaf.g_02580	Syag.g_00313
OG0001067	Syaf.g_02579	Syag.g_00314
OG0001068	Syaf.g_02578	Syag.g_00315
OG0001069	Syaf.g_02577	Syag.g_00317
OG0001070	Syaf.g_02574	Syag.g_00321
OG0001071	Syaf.g_02573	Syag.g_00322
OG0001072	Syaf.g_02569	Syag.g_00327
OG0001073	Syaf.g_02555	Syag.g_00342
OG0001074	Syaf.g_02365	Syag.g_00467
OG0001075	Syaf.g_02363	Syag.g_00362
OG0001076	Syaf.g_02337	Syag.g_00378
OG0001077	Syaf.g_02325	Syag.g_00388
OG0001078	Syaf.g_02309	Syag.g_00411
OG0001079	Syaf.g_02296	Syag.g_00428
OG0001080	Syaf.g_01740	Syag.g_00495
OG0001081	Syaf.g_02144	Syag.g_00551
OG0001082	Syaf.g_02143	Syag.g_00552
OG0001083	Syaf.g_02136	Syag.g_00565
OG0001084	Syaf.g_02135	Syag.g_00569
OG0001085	Syaf.g_02125	Syag.g_00592
OG0001086	Syaf.g_02123	Syag.g_00594
OG0001087	Syaf.g_01482	Syag.g_01018
OG0001088	Syaf.g_01478	Syag.g_01016
OG0001089	Syaf.g_01453	Syag.g_00986
OG0001090	Syaf.g_01981	Syag.g_00922
OG0001091	Syaf.g_01979	Syag.g_00919
OG0001092	Syaf.g_01977	Syag.g_00917
OG0001093	Syaf.g_01971	Syag.g_00910
OG0001094	Syaf.g_02055	Syag.g_00661
OG0001095	Syaf.g_02034	Syag.g_00681
OG0001096	Syaf.g_02018	Syag.g_00703
OG0001097	Syaf.g_01373	Syag.g_00729
OG0001098	Syaf.g_01743	Syag.g_00744
OG0001099	Syaf.g_00881	Syag.g_01905
OG0001101	Syaf.g_02109	Syag.g_00603
OG0001102	Syaf.g_02106	Syag.g_00606
OG0001103	Syaf.g_02104	Syag.g_00608
OG0001104	Syaf.g_02071	Syag.g_00642
OG0001105	Syaf.g_02067	Syag.g_00646
OG0001106	Syaf.g_01847	Syag.g_00796
OG0001107	Syaf.g_01859	Syag.g_00808
OG0001108	Syaf.g_01868	Syag.g_00817
OG0001109	Syaf.g_01877	Syag.g_00819
OG0001110	Syaf.g_01879	Syag.g_00821
OG0001111	Syaf.g_01881	Syag.g_00823
OG0001112	Syaf.g_01883	Syag.g_00825
OG0001113	Syaf.g_01884	Syag.g_00826
OG0001114	Syaf.g_01885	Syag.g_00827
OG0001115	Syaf.g_01889	Syag.g_00831
OG0001116	Syaf.g_01891	Syag.g_00833
