Orthogroup	Syaf	Praj
OG0000564	Syaf.g_02615	Praj.g_00549
OG0000565	Syaf.g_02612	Praj.g_00552
OG0000566	Syaf.g_02608	Praj.g_00554
OG0000567	Syaf.g_02604	Praj.g_00558
OG0000568	Syaf.g_02599	Praj.g_00559
OG0000569	Syaf.g_02596	Praj.g_00560
OG0000570	Syaf.g_02595	Praj.g_00561
OG0000571	Syaf.g_02591	Praj.g_00563
OG0000572	Syaf.g_02575	Praj.g_00574
OG0000573	Syaf.g_02567	Praj.g_00579
OG0000574	Syaf.g_02566	Praj.g_00581
OG0000575	Syaf.g_02562	Praj.g_00584
OG0000576	Syaf.g_02560	Praj.g_00586
OG0000577	Syaf.g_02559	Praj.g_00587
OG0000578	Syaf.g_02558	Praj.g_00588
OG0000579	Syaf.g_02557	Praj.g_00589
OG0000580	Syaf.g_02556	Praj.g_00590
OG0000581	Syaf.g_02550	Praj.g_00593
OG0000582	Syaf.g_02374	Praj.g_00596
OG0000583	Syaf.g_02373	Praj.g_00597
OG0000584	Syaf.g_02372	Praj.g_00598
OG0000585	Syaf.g_02370	Praj.g_00600
OG0000586	Syaf.g_02369	Praj.g_00601
OG0000587	Syaf.g_02367	Praj.g_00602
OG0000588	Syaf.g_02350	Praj.g_00606
OG0000589	Syaf.g_02340	Praj.g_00609
OG0000590	Syaf.g_02339	Praj.g_00610
OG0000591	Syaf.g_02331	Praj.g_00613
OG0000592	Syaf.g_02330	Praj.g_00614
OG0000593	Syaf.g_02314	Praj.g_00620
OG0000594	Syaf.g_02313	Praj.g_00621
OG0000595	Syaf.g_02312	Praj.g_00622
OG0000596	Syaf.g_02307	Praj.g_00626
OG0000597	Syaf.g_02304	Praj.g_00628
OG0000598	Syaf.g_02303	Praj.g_00629
OG0000599	Syaf.g_02300	Praj.g_00632
OG0000600	Syaf.g_02299	Praj.g_00633
OG0000601	Syaf.g_02298	Praj.g_00634
OG0000602	Syaf.g_02293	Praj.g_00636
OG0000603	Syaf.g_02292	Praj.g_00637
OG0000604	Syaf.g_02289	Praj.g_00638
OG0000605	Syaf.g_01734	Praj.g_00639
OG0000606	Syaf.g_02145	Praj.g_00642
OG0000607	Syaf.g_02142	Praj.g_00645
OG0000608	Syaf.g_02141	Praj.g_00646
OG0000609	Syaf.g_02139	Praj.g_00647
OG0000610	Syaf.g_02132	Praj.g_00653
OG0000611	Syaf.g_02129	Praj.g_00656
OG0000612	Syaf.g_02128	Praj.g_00657
OG0000613	Syaf.g_00315	Praj.g_00663
OG0000614	Syaf.g_01469	Praj.g_00686
OG0000615	Syaf.g_02085	Praj.g_00693
OG0000616	Syaf.g_00518	Praj.g_02137
OG0000617	Syaf.g_01975	Praj.g_00704
OG0000618	Syaf.g_01974	Praj.g_00705
OG0000619	Syaf.g_01973	Praj.g_00706
OG0000620	Syaf.g_01966	Praj.g_00709
OG0000621	Syaf.g_01965	Praj.g_00710
OG0000622	Syaf.g_01964	Praj.g_00711
OG0000623	Syaf.g_01963	Praj.g_00712
OG0000624	Syaf.g_01961	Praj.g_00714
OG0000625	Syaf.g_01960	Praj.g_00715
OG0000626	Syaf.g_01959	Praj.g_00716
OG0000627	Syaf.g_01782	Praj.g_00718
OG0000628	Syaf.g_01783	Praj.g_00719
OG0000629	Syaf.g_01786	Praj.g_00720
OG0000630	Syaf.g_01790	Praj.g_00723
OG0000631	Syaf.g_01801	Praj.g_00917
OG0000632	Syaf.g_01802	Praj.g_00918
OG0000633	Syaf.g_01803	Praj.g_00919
OG0000634	Syaf.g_02053	Praj.g_00765
OG0000635	Syaf.g_02052	Praj.g_00766
OG0000636	Syaf.g_02050	Praj.g_00768
OG0000637	Syaf.g_02048	Praj.g_00770
OG0000638	Syaf.g_02047	Praj.g_00771
OG0000639	Syaf.g_02046	Praj.g_00772
OG0000640	Syaf.g_02045	Praj.g_00773
OG0000641	Syaf.g_02041	Praj.g_00777
OG0000642	Syaf.g_02040	Praj.g_00778
OG0000643	Syaf.g_02038	Praj.g_00779
OG0000644	Syaf.g_02037	Praj.g_00780
OG0000645	Syaf.g_02035	Praj.g_00781
OG0000646	Syaf.g_02032	Praj.g_00784
OG0000647	Syaf.g_02030	Praj.g_00786
OG0000648	Syaf.g_02027	Praj.g_00788
OG0000649	Syaf.g_02026	Praj.g_00789
OG0000650	Syaf.g_02025	Praj.g_00790
OG0000651	Syaf.g_02024	Praj.g_00791
OG0000652	Syaf.g_02023	Praj.g_00792
OG0000653	Syaf.g_02021	Praj.g_00794
OG0000654	Syaf.g_02020	Praj.g_00795
OG0000655	Syaf.g_02019	Praj.g_00796
OG0000656	Syaf.g_02016	Praj.g_00799
OG0000657	Syaf.g_01384	Praj.g_00806
OG0000658	Syaf.g_01381	Praj.g_00808
OG0000659	Syaf.g_01380	Praj.g_00809
OG0000660	Syaf.g_01376	Praj.g_00814
OG0000661	Syaf.g_01374	Praj.g_00816
OG0000662	Syaf.g_01372	Praj.g_00818
OG0000663	Syaf.g_01369	Praj.g_00820
OG0000664	Syaf.g_01368	Praj.g_00821
OG0000665	Syaf.g_00980	Praj.g_00826
OG0000666	Syaf.g_01733	Praj.g_00827
OG0000667	Syaf.g_01635	Praj.g_00831
OG0000668	Syaf.g_01928	Praj.g_00869
OG0000669	Syaf.g_02112	Praj.g_00877
OG0000670	Syaf.g_02769	Praj.g_00880
OG0000671	Syaf.g_02108	Praj.g_00882
OG0000672	Syaf.g_02105	Praj.g_00885
OG0000673	Syaf.g_02102	Praj.g_00888
OG0000674	Syaf.g_02100	Praj.g_00890
OG0000675	Syaf.g_02099	Praj.g_00891
OG0000676	Syaf.g_02097	Praj.g_00893
OG0000677	Syaf.g_02096	Praj.g_00894
OG0000678	Syaf.g_02092	Praj.g_00897
OG0000679	Syaf.g_02083	Praj.g_00901
OG0000680	Syaf.g_02082	Praj.g_00902
OG0000681	Syaf.g_02079	Praj.g_00905
OG0000682	Syaf.g_02078	Praj.g_00906
OG0000683	Syaf.g_02077	Praj.g_00907
OG0000684	Syaf.g_02072	Praj.g_00748
OG0000685	Syaf.g_02070	Praj.g_00750
OG0000686	Syaf.g_02069	Praj.g_00751
OG0000687	Syaf.g_02068	Praj.g_00752
OG0000688	Syaf.g_02063	Praj.g_00755
OG0000689	Syaf.g_02061	Praj.g_00756
OG0000690	Syaf.g_02060	Praj.g_00757
OG0000691	Syaf.g_02059	Praj.g_00758
OG0000692	Syaf.g_02058	Praj.g_00760
OG0000693	Syaf.g_02057	Praj.g_00761
OG0000694	Syaf.g_02056	Praj.g_00762
OG0000695	Syaf.g_01805	Praj.g_00921
OG0000696	Syaf.g_01806	Praj.g_00922
OG0000697	Syaf.g_01808	Praj.g_00923
OG0000698	Syaf.g_01811	Praj.g_00926
OG0000699	Syaf.g_01813	Praj.g_00927
OG0000700	Syaf.g_01814	Praj.g_00928
OG0000701	Syaf.g_01815	Praj.g_00929
OG0000702	Syaf.g_01843	Praj.g_00931
OG0000703	Syaf.g_01844	Praj.g_00932
OG0000704	Syaf.g_01846	Praj.g_00933
OG0000705	Syaf.g_01853	Praj.g_00939
OG0000706	Syaf.g_01854	Praj.g_00940
OG0000707	Syaf.g_01855	Praj.g_00941
OG0000708	Syaf.g_01858	Praj.g_00943
OG0000709	Syaf.g_01867	Praj.g_00947
OG0000710	Syaf.g_01878	Praj.g_00950
OG0000711	Syaf.g_01908	Praj.g_00966
OG0000712	Syaf.g_01910	Praj.g_00968
OG0000713	Syaf.g_01911	Praj.g_00969
OG0000714	Syaf.g_01913	Praj.g_00970
OG0000715	Syaf.g_01915	Praj.g_00972
OG0000716	Syaf.g_01919	Praj.g_00973
OG0000717	Syaf.g_01920	Praj.g_00974
OG0000718	Syaf.g_01924	Praj.g_00991
OG0000719	Syaf.g_01926	Praj.g_00992
OG0000720	Syaf.g_01939	Praj.g_01002
OG0000721	Syaf.g_01941	Praj.g_01003
OG0000722	Syaf.g_01942	Praj.g_01004
OG0000723	Syaf.g_01957	Praj.g_01008
OG0000724	Syaf.g_01418	Praj.g_01019
OG0000725	Syaf.g_01445	Praj.g_00845
OG0000726	Syaf.g_01446	Praj.g_00844
OG0000727	Syaf.g_01447	Praj.g_00843
OG0000728	Syaf.g_01449	Praj.g_00841
OG0000729	Syaf.g_00405	Praj.g_02022
OG0000730	Syaf.g_00026	Praj.g_00378
OG0000731	Syaf.g_00014	Praj.g_00386
OG0000732	Syaf.g_00444	Praj.g_02081
OG0000733	Syaf.g_00615	Praj.g_01833
OG0000734	Syaf.g_00895	Praj.g_01476
OG0000735	Syaf.g_01273	Praj.g_01474
OG0000736	Syaf.g_01274	Praj.g_01473
OG0000737	Syaf.g_01275	Praj.g_01472
OG0000738	Syaf.g_01280	Praj.g_01468
OG0000739	Syaf.g_01281	Praj.g_01467
OG0000740	Syaf.g_01282	Praj.g_01466
OG0000741	Syaf.g_01285	Praj.g_01464
OG0000742	Syaf.g_01287	Praj.g_01462
OG0000743	Syaf.g_01289	Praj.g_01460
OG0000744	Syaf.g_01290	Praj.g_01459
OG0000745	Syaf.g_01293	Praj.g_01458
OG0000746	Syaf.g_01295	Praj.g_01456
OG0000747	Syaf.g_01296	Praj.g_01455
OG0000748	Syaf.g_01307	Praj.g_01451
OG0000749	Syaf.g_01309	Praj.g_01450
OG0000750	Syaf.g_01310	Praj.g_01449
OG0000751	Syaf.g_01317	Praj.g_01446
OG0000752	Syaf.g_01319	Praj.g_01444
OG0000753	Syaf.g_01322	Praj.g_01442
OG0000754	Syaf.g_01611	Praj.g_01438
OG0000755	Syaf.g_01599	Praj.g_01434
OG0000756	Syaf.g_01598	Praj.g_01433
OG0000757	Syaf.g_01590	Praj.g_01426
OG0000758	Syaf.g_01589	Praj.g_01425
OG0000759	Syaf.g_01588	Praj.g_01424
OG0000760	Syaf.g_01587	Praj.g_01423
OG0000761	Syaf.g_01586	Praj.g_01422
OG0000762	Syaf.g_01584	Praj.g_01421
OG0000763	Syaf.g_01582	Praj.g_01419
OG0000764	Syaf.g_01581	Praj.g_01418
OG0000765	Syaf.g_01564	Praj.g_01409
OG0000766	Syaf.g_01563	Praj.g_01408
OG0000767	Syaf.g_01561	Praj.g_01407
OG0000768	Syaf.g_01560	Praj.g_01406
OG0000769	Syaf.g_01558	Praj.g_01404
OG0000770	Syaf.g_01553	Praj.g_01403
OG0000771	Syaf.g_01411	Praj.g_01014
OG0000772	Syaf.g_01705	Praj.g_01246
OG0000773	Syaf.g_01268	Praj.g_01519
OG0000774	Syaf.g_01263	Praj.g_01522
OG0000775	Syaf.g_01261	Praj.g_01523
OG0000776	Syaf.g_01260	Praj.g_01524
OG0000777	Syaf.g_01259	Praj.g_01525
OG0000778	Syaf.g_01258	Praj.g_01526
OG0000779	Syaf.g_01252	Praj.g_01530
OG0000780	Syaf.g_01249	Praj.g_01531
OG0000781	Syaf.g_01245	Praj.g_01534
OG0000782	Syaf.g_01244	Praj.g_01535
OG0000783	Syaf.g_01243	Praj.g_01536
OG0000784	Syaf.g_01242	Praj.g_01537
OG0000785	Syaf.g_01240	Praj.g_01539
OG0000786	Syaf.g_02546	Praj.g_01542
OG0000787	Syaf.g_02547	Praj.g_01543
OG0000788	Syaf.g_02297	Praj.g_00732
OG0000789	Syaf.g_01750	Praj.g_01011
OG0000790	Syaf.g_02738	Praj.g_01580
OG0000791	Syaf.g_02740	Praj.g_01582
OG0000792	Syaf.g_02741	Praj.g_01583
OG0000793	Syaf.g_02746	Praj.g_01586
OG0000794	Syaf.g_02747	Praj.g_01587
OG0000795	Syaf.g_02748	Praj.g_01588
OG0000796	Syaf.g_02752	Praj.g_01592
OG0000797	Syaf.g_02753	Praj.g_01593
OG0000799	Syaf.g_02380	Praj.g_01613
OG0000800	Syaf.g_02383	Praj.g_01614
OG0000801	Syaf.g_02384	Praj.g_01615
OG0000802	Syaf.g_02388	Praj.g_01617
OG0000803	Syaf.g_02393	Praj.g_01619
OG0000804	Syaf.g_02396	Praj.g_01620
OG0000805	Syaf.g_02398	Praj.g_01622
OG0000806	Syaf.g_02405	Praj.g_01624
OG0000807	Syaf.g_02406	Praj.g_01625
OG0000808	Syaf.g_02407	Praj.g_01626
OG0000809	Syaf.g_02410	Praj.g_01630
OG0000810	Syaf.g_02411	Praj.g_01631
OG0000811	Syaf.g_02420	Praj.g_01635
OG0000812	Syaf.g_02422	Praj.g_01637
OG0000813	Syaf.g_02423	Praj.g_01638
OG0000814	Syaf.g_02425	Praj.g_01640
OG0000815	Syaf.g_02426	Praj.g_01641
OG0000816	Syaf.g_02428	Praj.g_01643
OG0000817	Syaf.g_02429	Praj.g_01644
OG0000818	Syaf.g_02442	Praj.g_01648
OG0000819	Syaf.g_02443	Praj.g_01649
OG0000820	Syaf.g_02444	Praj.g_01650
OG0000821	Syaf.g_02450	Praj.g_01653
OG0000822	Syaf.g_02452	Praj.g_01654
OG0000823	Syaf.g_02453	Praj.g_01655
OG0000824	Syaf.g_02459	Praj.g_01658
OG0000825	Syaf.g_02460	Praj.g_01659
OG0000826	Syaf.g_02461	Praj.g_01660
OG0000827	Syaf.g_02462	Praj.g_01661
OG0000828	Syaf.g_02465	Praj.g_01664
OG0000829	Syaf.g_02466	Praj.g_01665
OG0000830	Syaf.g_02467	Praj.g_01666
OG0000831	Syaf.g_02470	Praj.g_01668
OG0000832	Syaf.g_01109	Praj.g_01678
OG0000833	Syaf.g_01100	Praj.g_01686
OG0000834	Syaf.g_01098	Praj.g_01687
OG0000835	Syaf.g_01097	Praj.g_01688
OG0000836	Syaf.g_01093	Praj.g_01690
OG0000837	Syaf.g_01091	Praj.g_01691
OG0000838	Syaf.g_01087	Praj.g_01693
OG0000839	Syaf.g_01086	Praj.g_01694
OG0000840	Syaf.g_01085	Praj.g_01695
OG0000841	Syaf.g_01084	Praj.g_01696
OG0000842	Syaf.g_01083	Praj.g_01697
OG0000843	Syaf.g_01082	Praj.g_01698
OG0000844	Syaf.g_01080	Praj.g_01699
OG0000845	Syaf.g_01079	Praj.g_01700
OG0000846	Syaf.g_01078	Praj.g_01701
OG0000847	Syaf.g_01077	Praj.g_01702
OG0000848	Syaf.g_01075	Praj.g_01703
OG0000849	Syaf.g_01074	Praj.g_01704
OG0000850	Syaf.g_01072	Praj.g_01706
OG0000851	Syaf.g_01061	Praj.g_01707
OG0000852	Syaf.g_01060	Praj.g_01708
OG0000853	Syaf.g_01056	Praj.g_01713
OG0000854	Syaf.g_01054	Praj.g_01715
OG0000855	Syaf.g_01053	Praj.g_01716
OG0000856	Syaf.g_02328	Praj.g_01599
OG0000857	Syaf.g_02031	Praj.g_00785
OG0000858	Syaf.g_01047	Praj.g_01763
OG0000859	Syaf.g_01046	Praj.g_01764
OG0000860	Syaf.g_01031	Praj.g_01770
OG0000861	Syaf.g_01030	Praj.g_01771
OG0000862	Syaf.g_01029	Praj.g_01772
OG0000863	Syaf.g_01026	Praj.g_01773
OG0000864	Syaf.g_01025	Praj.g_01774
OG0000865	Syaf.g_01024	Praj.g_01775
OG0000866	Syaf.g_01023	Praj.g_01776
OG0000867	Syaf.g_01022	Praj.g_01777
OG0000868	Syaf.g_01019	Praj.g_01778
OG0000869	Syaf.g_01014	Praj.g_01781
OG0000870	Syaf.g_01009	Praj.g_01786
OG0000871	Syaf.g_01008	Praj.g_01787
OG0000872	Syaf.g_01001	Praj.g_01788
OG0000873	Syaf.g_00998	Praj.g_01791
OG0000874	Syaf.g_01002	Praj.g_01794
OG0000875	Syaf.g_00996	Praj.g_01796
OG0000876	Syaf.g_01198	Praj.g_01797
OG0000877	Syaf.g_01188	Praj.g_01799
OG0000878	Syaf.g_01187	Praj.g_01800
OG0000879	Syaf.g_01186	Praj.g_01801
OG0000880	Syaf.g_01185	Praj.g_01802
OG0000881	Syaf.g_01179	Praj.g_01805
OG0000882	Syaf.g_01174	Praj.g_01810
OG0000883	Syaf.g_01172	Praj.g_01812
OG0000884	Syaf.g_01170	Praj.g_01814
OG0000885	Syaf.g_01169	Praj.g_01815
OG0000886	Syaf.g_01168	Praj.g_01816
OG0000887	Syaf.g_01167	Praj.g_01817
OG0000888	Syaf.g_01165	Praj.g_01819
OG0000889	Syaf.g_01163	Praj.g_01821
OG0000890	Syaf.g_01157	Praj.g_01822
OG0000891	Syaf.g_01156	Praj.g_01823
OG0000892	Syaf.g_01154	Praj.g_01825
OG0000893	Syaf.g_00178	Praj.g_01868
OG0000894	Syaf.g_00175	Praj.g_01871
OG0000895	Syaf.g_00171	Praj.g_01874
OG0000896	Syaf.g_00170	Praj.g_01875
OG0000897	Syaf.g_00168	Praj.g_01877
OG0000898	Syaf.g_00167	Praj.g_01878
OG0000899	Syaf.g_00166	Praj.g_01879
OG0000900	Syaf.g_00165	Praj.g_01880
OG0000901	Syaf.g_00160	Praj.g_01883
OG0000902	Syaf.g_00158	Praj.g_01885
OG0000903	Syaf.g_00141	Praj.g_01894
OG0000904	Syaf.g_00146	Praj.g_01889
OG0000905	Syaf.g_00151	Praj.g_01887
OG0000906	Syaf.g_00154	Praj.g_01886
OG0000907	Syaf.g_00139	Praj.g_01909
OG0000908	Syaf.g_00136	Praj.g_01912
OG0000909	Syaf.g_00135	Praj.g_01913
OG0000910	Syaf.g_00134	Praj.g_01914
OG0000911	Syaf.g_00132	Praj.g_01916
OG0000912	Syaf.g_00131	Praj.g_01917
OG0000913	Syaf.g_00130	Praj.g_01918
OG0000914	Syaf.g_00129	Praj.g_01919
OG0000915	Syaf.g_00127	Praj.g_01920
OG0000916	Syaf.g_00126	Praj.g_01921
OG0000917	Syaf.g_00125	Praj.g_01922
OG0000918	Syaf.g_00124	Praj.g_01923
OG0000919	Syaf.g_00123	Praj.g_01924
OG0000920	Syaf.g_00122	Praj.g_01925
OG0000921	Syaf.g_00121	Praj.g_01926
OG0000922	Syaf.g_00120	Praj.g_01927
OG0000923	Syaf.g_00116	Praj.g_01931
OG0000924	Syaf.g_00115	Praj.g_01932
OG0000925	Syaf.g_00114	Praj.g_01933
OG0000926	Syaf.g_00113	Praj.g_01934
OG0000927	Syaf.g_00111	Praj.g_01936
OG0000928	Syaf.g_00110	Praj.g_01937
OG0000929	Syaf.g_00109	Praj.g_01938
OG0000930	Syaf.g_00108	Praj.g_01939
OG0000931	Syaf.g_00107	Praj.g_01940
OG0000932	Syaf.g_00106	Praj.g_01941
OG0000933	Syaf.g_00100	Praj.g_01945
OG0000934	Syaf.g_00098	Praj.g_01947
OG0000935	Syaf.g_00097	Praj.g_01948
OG0000936	Syaf.g_00096	Praj.g_01949
OG0000937	Syaf.g_00095	Praj.g_01950
OG0000938	Syaf.g_00092	Praj.g_01953
OG0000939	Syaf.g_00091	Praj.g_01954
OG0000940	Syaf.g_00084	Praj.g_01961
OG0000941	Syaf.g_00082	Praj.g_01963
OG0000942	Syaf.g_00080	Praj.g_01965
OG0000943	Syaf.g_00079	Praj.g_01966
OG0000944	Syaf.g_00077	Praj.g_01968
OG0000945	Syaf.g_00075	Praj.g_01969
OG0000946	Syaf.g_00070	Praj.g_01975
OG0000947	Syaf.g_00067	Praj.g_01977
OG0000948	Syaf.g_00066	Praj.g_01978
OG0000949	Syaf.g_00337	Praj.g_01981
OG0000950	Syaf.g_00351	Praj.g_01986
OG0000951	Syaf.g_00358	Praj.g_01990
OG0000952	Syaf.g_00363	Praj.g_01994
OG0000953	Syaf.g_00367	Praj.g_01998
OG0000954	Syaf.g_00372	Praj.g_02002
OG0000955	Syaf.g_00373	Praj.g_02003
OG0000956	Syaf.g_00375	Praj.g_02005
OG0000957	Syaf.g_00386	Praj.g_02010
OG0000958	Syaf.g_00387	Praj.g_02011
OG0000959	Syaf.g_00391	Praj.g_02015
OG0000960	Syaf.g_00392	Praj.g_02016
OG0000961	Syaf.g_00402	Praj.g_02019
OG0000962	Syaf.g_00404	Praj.g_02021
OG0000963	Syaf.g_00409	Praj.g_02026
OG0000964	Syaf.g_00410	Praj.g_02027
OG0000965	Syaf.g_00411	Praj.g_02028
OG0000966	Syaf.g_00421	Praj.g_02059
OG0000967	Syaf.g_00426	Praj.g_02063
OG0000968	Syaf.g_00417	Praj.g_02065
OG0000969	Syaf.g_00423	Praj.g_02066
OG0000970	Syaf.g_00424	Praj.g_02067
OG0000971	Syaf.g_00429	Praj.g_02068
OG0000972	Syaf.g_00430	Praj.g_02069
OG0000973	Syaf.g_00431	Praj.g_02070
OG0000974	Syaf.g_00432	Praj.g_02071
OG0000975	Syaf.g_00433	Praj.g_02072
OG0000976	Syaf.g_00434	Praj.g_02073
OG0000977	Syaf.g_00436	Praj.g_02074
OG0000978	Syaf.g_00437	Praj.g_02075
OG0000979	Syaf.g_00440	Praj.g_02078
OG0000980	Syaf.g_00443	Praj.g_02080
OG0000981	Syaf.g_00446	Praj.g_02083
OG0000982	Syaf.g_00645	Praj.g_02085
OG0000983	Syaf.g_00644	Praj.g_02086
OG0000984	Syaf.g_00643	Praj.g_02087
OG0000985	Syaf.g_00641	Praj.g_02090
OG0000986	Syaf.g_00639	Praj.g_02092
OG0000987	Syaf.g_00637	Praj.g_02093
OG0000988	Syaf.g_00633	Praj.g_02096
OG0000989	Syaf.g_00624	Praj.g_02100
OG0000990	Syaf.g_00606	Praj.g_02105
OG0000991	Syaf.g_00604	Praj.g_02106
OG0000992	Syaf.g_00601	Praj.g_02109
OG0000993	Syaf.g_00600	Praj.g_02110
OG0000994	Syaf.g_00597	Praj.g_02111
OG0000995	Syaf.g_00592	Praj.g_02115
OG0000996	Syaf.g_00543	Praj.g_02116
OG0000997	Syaf.g_00532	Praj.g_02124
OG0000998	Syaf.g_00530	Praj.g_02126
OG0000999	Syaf.g_00529	Praj.g_02127
OG0001000	Syaf.g_00526	Praj.g_02130, Praj.g_02131
OG0001001	Syaf.g_00521	Praj.g_02134
OG0001002	Syaf.g_00515	Praj.g_02139
OG0001003	Syaf.g_00514	Praj.g_02141
OG0001004	Syaf.g_00513	Praj.g_02142
OG0001005	Syaf.g_00510	Praj.g_02143
OG0001006	Syaf.g_00500	Praj.g_02147
OG0001007	Syaf.g_00498	Praj.g_02149
OG0001008	Syaf.g_01215	Praj.g_00431
OG0001009	Syaf.g_00466	Praj.g_00027
OG0001010	Syaf.g_00465	Praj.g_00028
OG0001011	Syaf.g_00463	Praj.g_00029
OG0001012	Syaf.g_00649	Praj.g_00047
OG0001013	Syaf.g_00669	Praj.g_00052
OG0001014	Syaf.g_00691	Praj.g_00055
OG0001015	Syaf.g_00692	Praj.g_00056
OG0001016	Syaf.g_00958	Praj.g_00111
OG0001017	Syaf.g_00952	Praj.g_00115
OG0001018	Syaf.g_00950	Praj.g_00118
OG0001019	Syaf.g_00931	Praj.g_00127
OG0001020	Syaf.g_00926	Praj.g_00128
OG0001021	Syaf.g_00922	Praj.g_00129
OG0001022	Syaf.g_00918	Praj.g_00132
OG0001023	Syaf.g_00917	Praj.g_00133
OG0001024	Syaf.g_00913	Praj.g_00136
OG0001025	Syaf.g_00906	Praj.g_00143
OG0001026	Syaf.g_00893	Praj.g_00151
OG0001027	Syaf.g_00884	Praj.g_00152
OG0001028	Syaf.g_00882	Praj.g_00154
OG0001029	Syaf.g_00880	Praj.g_00156
OG0001030	Syaf.g_00860	Praj.g_00172
OG0001031	Syaf.g_00784	Praj.g_00226
OG0001032	Syaf.g_00781	Praj.g_00227
OG0001034	Syaf.g_02787	Praj.g_00276
OG0001035	Syaf.g_00207	Praj.g_00293
OG0001036	Syaf.g_00212	Praj.g_00297
OG0001037	Syaf.g_00214	Praj.g_00298
OG0001038	Syaf.g_00242	Praj.g_00314
OG0001039	Syaf.g_00245	Praj.g_00316
OG0001040	Syaf.g_00248	Praj.g_00319
OG0001041	Syaf.g_00253	Praj.g_00323
OG0001042	Syaf.g_00275	Praj.g_00339
OG0001043	Syaf.g_00279	Praj.g_00340
OG0001044	Syaf.g_00024	Praj.g_00379
OG0001045	Syaf.g_00011	Praj.g_00388
OG0001046	Syaf.g_01894	Praj.g_01081
OG0001047	Syaf.g_01217	Praj.g_00433
OG0001048	Syaf.g_01218	Praj.g_00434
OG0001049	Syaf.g_01226	Praj.g_00436
OG0001050	Syaf.g_01227	Praj.g_00437
OG0001051	Syaf.g_01228	Praj.g_00438
OG0001052	Syaf.g_02502	Praj.g_00464
OG0001053	Syaf.g_02718	Praj.g_00476
OG0001054	Syaf.g_02701	Praj.g_00490
OG0001056	Syaf.g_02649	Praj.g_00527
OG0001057	Syaf.g_02638	Praj.g_00532
OG0001058	Syaf.g_02624	Praj.g_00540
OG0001059	Syaf.g_02620	Praj.g_00544
OG0001060	Syaf.g_02614	Praj.g_00551
OG0001061	Syaf.g_02590	Praj.g_00564
OG0001062	Syaf.g_02588	Praj.g_00566
OG0001063	Syaf.g_02583	Praj.g_00567
OG0001064	Syaf.g_02582	Praj.g_00568
OG0001065	Syaf.g_02581	Praj.g_00569
OG0001066	Syaf.g_02580	Praj.g_00570
OG0001067	Syaf.g_02579	Praj.g_00571
OG0001068	Syaf.g_02578	Praj.g_00572
OG0001069	Syaf.g_02577	Praj.g_00573
OG0001070	Syaf.g_02574	Praj.g_00575
OG0001071	Syaf.g_02573	Praj.g_00576
OG0001072	Syaf.g_02569	Praj.g_00577
OG0001073	Syaf.g_02555	Praj.g_00591
OG0001074	Syaf.g_02365	Praj.g_00603
OG0001075	Syaf.g_02363	Praj.g_00604
OG0001076	Syaf.g_02337	Praj.g_00611
OG0001077	Syaf.g_02325	Praj.g_00616
OG0001078	Syaf.g_02309	Praj.g_00624
OG0001079	Syaf.g_02296	Praj.g_00635
OG0001080	Syaf.g_01740	Praj.g_00641
OG0001081	Syaf.g_02144	Praj.g_00643
OG0001082	Syaf.g_02143	Praj.g_00644
OG0001083	Syaf.g_02136	Praj.g_00649
OG0001084	Syaf.g_02135	Praj.g_00650
OG0001085	Syaf.g_02125	Praj.g_00660
OG0001086	Syaf.g_02123	Praj.g_00661
OG0001087	Syaf.g_01482	Praj.g_00681
OG0001088	Syaf.g_01478	Praj.g_00682
OG0001089	Syaf.g_01453	Praj.g_00690
OG0001090	Syaf.g_01981	Praj.g_00699
OG0001091	Syaf.g_01979	Praj.g_00701
OG0001092	Syaf.g_01977	Praj.g_00702
OG0001093	Syaf.g_01971	Praj.g_00707
OG0001094	Syaf.g_02055	Praj.g_00763
OG0001095	Syaf.g_02034	Praj.g_00782
OG0001096	Syaf.g_02018	Praj.g_00797
OG0001097	Syaf.g_01373	Praj.g_00817
OG0001098	Syaf.g_01743	Praj.g_00835
OG0001099	Syaf.g_00881	Praj.g_00872
OG0001100	Syaf.g_02110	Praj.g_00879
OG0001101	Syaf.g_02109	Praj.g_00881
OG0001102	Syaf.g_02106	Praj.g_00884
OG0001103	Syaf.g_02104	Praj.g_00886
OG0001104	Syaf.g_02071	Praj.g_00749
OG0001105	Syaf.g_02067	Praj.g_00753
OG0001106	Syaf.g_01847	Praj.g_00934
OG0001107	Syaf.g_01859	Praj.g_00944
OG0001108	Syaf.g_01868	Praj.g_00948
OG0001109	Syaf.g_01877	Praj.g_00949
OG0001110	Syaf.g_01879	Praj.g_00951
OG0001111	Syaf.g_01881	Praj.g_00952
OG0001112	Syaf.g_01883	Praj.g_00953
OG0001113	Syaf.g_01884	Praj.g_00954
OG0001114	Syaf.g_01885	Praj.g_00955
OG0001115	Syaf.g_01889	Praj.g_00957
OG0001116	Syaf.g_01891	Praj.g_00958
OG0001117	Syaf.g_01892	Praj.g_00959
OG0001118	Syaf.g_01893	Praj.g_00960
OG0001119	Syaf.g_01895	Praj.g_00961
OG0001120	Syaf.g_01899	Praj.g_00963
OG0001122	Syaf.g_01927	Praj.g_00993
OG0001123	Syaf.g_01934	Praj.g_00997
OG0001124	Syaf.g_01936	Praj.g_00999
OG0001125	Syaf.g_01938	Praj.g_01001
OG0001126	Syaf.g_01409	Praj.g_01012
