Orthogroup	Syaf	Prbg
OG0000544	Syaf.g_02688	Prbg.g_00227
OG0000545	Syaf.g_02686	Prbg.g_00229
OG0000546	Syaf.g_02684	Prbg.g_00232
OG0000547	Syaf.g_02682	Prbg.g_00234
OG0000548	Syaf.g_02681	Prbg.g_00235
OG0000549	Syaf.g_02676	Prbg.g_00237
OG0000550	Syaf.g_02671	Prbg.g_00241
OG0000551	Syaf.g_02666	Prbg.g_00244
OG0000552	Syaf.g_02665	Prbg.g_00245
OG0000553	Syaf.g_02663	Prbg.g_00246
OG0000554	Syaf.g_02653	Prbg.g_00251
OG0000555	Syaf.g_02635	Prbg.g_00259
OG0000556	Syaf.g_02630	Prbg.g_00261
OG0000557	Syaf.g_02628	Prbg.g_00262
OG0000558	Syaf.g_02626	Prbg.g_00265
OG0000559	Syaf.g_02622	Prbg.g_00269
OG0000560	Syaf.g_02619	Prbg.g_00272
OG0000561	Syaf.g_02618	Prbg.g_00273
OG0000562	Syaf.g_02617	Prbg.g_00274
OG0000563	Syaf.g_02616	Prbg.g_00275
OG0000564	Syaf.g_02615	Prbg.g_00276
OG0000565	Syaf.g_02612	Prbg.g_00278
OG0000566	Syaf.g_02608	Prbg.g_00282
OG0000567	Syaf.g_02604	Prbg.g_00286
OG0000568	Syaf.g_02599	Prbg.g_00287
OG0000569	Syaf.g_02596	Prbg.g_00288
OG0000570	Syaf.g_02595	Prbg.g_00289
OG0000571	Syaf.g_02591	Prbg.g_00291
OG0000572	Syaf.g_02575	Prbg.g_00305
OG0000573	Syaf.g_02567	Prbg.g_00311
OG0000574	Syaf.g_02566	Prbg.g_00312
OG0000575	Syaf.g_02562	Prbg.g_00316
OG0000576	Syaf.g_02560	Prbg.g_00318
OG0000577	Syaf.g_02559	Prbg.g_00319
OG0000578	Syaf.g_02558	Prbg.g_00320
OG0000579	Syaf.g_02557	Prbg.g_00321
OG0000580	Syaf.g_02556	Prbg.g_00322
OG0000581	Syaf.g_02550	Prbg.g_00325
OG0000582	Syaf.g_02374	Prbg.g_00328
OG0000583	Syaf.g_02373	Prbg.g_00329
OG0000584	Syaf.g_02372	Prbg.g_00330
OG0000585	Syaf.g_02370	Prbg.g_00332
OG0000586	Syaf.g_02369	Prbg.g_00333
OG0000587	Syaf.g_02367	Prbg.g_00334
OG0000588	Syaf.g_02350	Prbg.g_00338
OG0000589	Syaf.g_02340	Prbg.g_00340
OG0000590	Syaf.g_02339	Prbg.g_00341
OG0000591	Syaf.g_02331	Prbg.g_00345
OG0000592	Syaf.g_02330	Prbg.g_00346
OG0000593	Syaf.g_02314	Prbg.g_01425
OG0000594	Syaf.g_02313	Prbg.g_01424
OG0000595	Syaf.g_02312	Prbg.g_01423
OG0000596	Syaf.g_02307	Prbg.g_01419
OG0000597	Syaf.g_02304	Prbg.g_01416
OG0000598	Syaf.g_02303	Prbg.g_01415
OG0000599	Syaf.g_02300	Prbg.g_01412
OG0000600	Syaf.g_02299	Prbg.g_01411
OG0000601	Syaf.g_02298	Prbg.g_01410
OG0000602	Syaf.g_02293	Prbg.g_01408
OG0000603	Syaf.g_02292	Prbg.g_01407
OG0000604	Syaf.g_02289	Prbg.g_01406
OG0000605	Syaf.g_01734	Prbg.g_01405
OG0000606	Syaf.g_02145	Prbg.g_01402
OG0000607	Syaf.g_02142	Prbg.g_01399
OG0000608	Syaf.g_02141	Prbg.g_01398
OG0000609	Syaf.g_02139	Prbg.g_01397
OG0000610	Syaf.g_02132	Prbg.g_01391
OG0000611	Syaf.g_02129	Prbg.g_01388
OG0000612	Syaf.g_02128	Prbg.g_01387
OG0000613	Syaf.g_00315	Prbg.g_01114
OG0000614	Syaf.g_01469	Prbg.g_01135
OG0000615	Syaf.g_02085	Prbg.g_01146
OG0000616	Syaf.g_00518	Prbg.g_01939
OG0000617	Syaf.g_01975	Prbg.g_01371
OG0000618	Syaf.g_01974	Prbg.g_01370
OG0000619	Syaf.g_01973	Prbg.g_01369
OG0000620	Syaf.g_01966	Prbg.g_01366
OG0000621	Syaf.g_01965	Prbg.g_01365
OG0000622	Syaf.g_01964	Prbg.g_01364
OG0000623	Syaf.g_01963	Prbg.g_01363
OG0000624	Syaf.g_01961	Prbg.g_01361
OG0000625	Syaf.g_01960	Prbg.g_01360
OG0000626	Syaf.g_01959	Prbg.g_01359
OG0000627	Syaf.g_01782	Prbg.g_01358
OG0000628	Syaf.g_01783	Prbg.g_01357
OG0000629	Syaf.g_01786	Prbg.g_01356
OG0000630	Syaf.g_01790	Prbg.g_01353
OG0000631	Syaf.g_01801	Prbg.g_01260
OG0000632	Syaf.g_01802	Prbg.g_01261
OG0000633	Syaf.g_01803	Prbg.g_01262
OG0000634	Syaf.g_02053	Prbg.g_01155
OG0000635	Syaf.g_02052	Prbg.g_01156
OG0000636	Syaf.g_02050	Prbg.g_01158
OG0000637	Syaf.g_02048	Prbg.g_01160
OG0000638	Syaf.g_02047	Prbg.g_01161
OG0000639	Syaf.g_02046	Prbg.g_01162
OG0000640	Syaf.g_02045	Prbg.g_01163
OG0000641	Syaf.g_02041	Prbg.g_01167
OG0000642	Syaf.g_02040	Prbg.g_01168
OG0000643	Syaf.g_02038	Prbg.g_01169
OG0000644	Syaf.g_02037	Prbg.g_01170
OG0000645	Syaf.g_02035	Prbg.g_01171
OG0000646	Syaf.g_02032	Prbg.g_01173
OG0000647	Syaf.g_02030	Prbg.g_01175
OG0000648	Syaf.g_02027	Prbg.g_01177
OG0000649	Syaf.g_02026	Prbg.g_01178
OG0000650	Syaf.g_02025	Prbg.g_01179
OG0000651	Syaf.g_02024	Prbg.g_01180
OG0000652	Syaf.g_02023	Prbg.g_01181
OG0000653	Syaf.g_02021	Prbg.g_01183
OG0000654	Syaf.g_02020	Prbg.g_01184
OG0000655	Syaf.g_02019	Prbg.g_01185
OG0000656	Syaf.g_02016	Prbg.g_01188
OG0000657	Syaf.g_01384	Prbg.g_01196
OG0000658	Syaf.g_01381	Prbg.g_01198
OG0000659	Syaf.g_01380	Prbg.g_01199
OG0000660	Syaf.g_01376	Prbg.g_01203
OG0000661	Syaf.g_01374	Prbg.g_01205
OG0000662	Syaf.g_01372	Prbg.g_01207
OG0000663	Syaf.g_01369	Prbg.g_01209
OG0000664	Syaf.g_01368	Prbg.g_01210
OG0000665	Syaf.g_00980	Prbg.g_01216
OG0000666	Syaf.g_01733	Prbg.g_01217
OG0000667	Syaf.g_01635	Prbg.g_01221
OG0000668	Syaf.g_01928	Prbg.g_01062
OG0000669	Syaf.g_02112	Prbg.g_01073
OG0000670	Syaf.g_02769	Prbg.g_01076
OG0000671	Syaf.g_02108	Prbg.g_01079
OG0000672	Syaf.g_02105	Prbg.g_01082
OG0000673	Syaf.g_02102	Prbg.g_01085
OG0000674	Syaf.g_02100	Prbg.g_01087
OG0000675	Syaf.g_02099	Prbg.g_01088
OG0000676	Syaf.g_02097	Prbg.g_01090
OG0000677	Syaf.g_02096	Prbg.g_01091
OG0000678	Syaf.g_02092	Prbg.g_01093
OG0000679	Syaf.g_02083	Prbg.g_01097
OG0000680	Syaf.g_02082	Prbg.g_01098
OG0000681	Syaf.g_02079	Prbg.g_01101
OG0000682	Syaf.g_02078	Prbg.g_01102
OG0000683	Syaf.g_02077	Prbg.g_01103
OG0000684	Syaf.g_02072	Prbg.g_01105
OG0000685	Syaf.g_02070	Prbg.g_01107
OG0000686	Syaf.g_02069	Prbg.g_01108
OG0000687	Syaf.g_02068	Prbg.g_01109
OG0000688	Syaf.g_02063	Prbg.g_01383
OG0000689	Syaf.g_02061	Prbg.g_01382
OG0000690	Syaf.g_02060	Prbg.g_01381
OG0000691	Syaf.g_02059	Prbg.g_01380
OG0000692	Syaf.g_02058	Prbg.g_01378
OG0000693	Syaf.g_02057	Prbg.g_01377
OG0000694	Syaf.g_02056	Prbg.g_01376
OG0000695	Syaf.g_01805	Prbg.g_01264
OG0000696	Syaf.g_01806	Prbg.g_01265
OG0000697	Syaf.g_01808	Prbg.g_01266
OG0000698	Syaf.g_01811	Prbg.g_01269
OG0000699	Syaf.g_01813	Prbg.g_01270
OG0000700	Syaf.g_01814	Prbg.g_01271
OG0000701	Syaf.g_01815	Prbg.g_01272
OG0000702	Syaf.g_01843	Prbg.g_01274
OG0000703	Syaf.g_01844	Prbg.g_01275
OG0000704	Syaf.g_01846	Prbg.g_01277
OG0000705	Syaf.g_01853	Prbg.g_01280
OG0000706	Syaf.g_01854	Prbg.g_01281
OG0000707	Syaf.g_01855	Prbg.g_01282
OG0000708	Syaf.g_01858	Prbg.g_01284
OG0000709	Syaf.g_01867	Prbg.g_01288
OG0000710	Syaf.g_01878	Prbg.g_01291
OG0000711	Syaf.g_01908	Prbg.g_01309
OG0000712	Syaf.g_01910	Prbg.g_01310
OG0000713	Syaf.g_01911	Prbg.g_01311
OG0000714	Syaf.g_01913	Prbg.g_01312
OG0000715	Syaf.g_01915	Prbg.g_01314
OG0000716	Syaf.g_01919	Prbg.g_01316
OG0000717	Syaf.g_01920	Prbg.g_01317
OG0000718	Syaf.g_01924	Prbg.g_01321
OG0000719	Syaf.g_01926	Prbg.g_01323
OG0000720	Syaf.g_01939	Prbg.g_01335
OG0000721	Syaf.g_01941	Prbg.g_01339
OG0000722	Syaf.g_01942	Prbg.g_01340
OG0000723	Syaf.g_01957	Prbg.g_01344
OG0000724	Syaf.g_01418	Prbg.g_01239
OG0000725	Syaf.g_01445	Prbg.g_01233
OG0000726	Syaf.g_01446	Prbg.g_01232
OG0000727	Syaf.g_01447	Prbg.g_01231
OG0000728	Syaf.g_01449	Prbg.g_01229
OG0000729	Syaf.g_00405	Prbg.g_00455
OG0000730	Syaf.g_00026	Prbg.g_01528
OG0000731	Syaf.g_00014	Prbg.g_00123
OG0000732	Syaf.g_00444	Prbg.g_01890
OG0000733	Syaf.g_00615	Prbg.g_00750
OG0000734	Syaf.g_00895	Prbg.g_01502
OG0000735	Syaf.g_01273	Prbg.g_01500
OG0000736	Syaf.g_01274	Prbg.g_01499
OG0000737	Syaf.g_01275	Prbg.g_01498
OG0000738	Syaf.g_01280	Prbg.g_01494
OG0000739	Syaf.g_01281	Prbg.g_01493
OG0000740	Syaf.g_01282	Prbg.g_01492
OG0000741	Syaf.g_01285	Prbg.g_01490
OG0000742	Syaf.g_01287	Prbg.g_01487
OG0000743	Syaf.g_01289	Prbg.g_01485
OG0000744	Syaf.g_01290	Prbg.g_01484
OG0000745	Syaf.g_01293	Prbg.g_01483
OG0000746	Syaf.g_01295	Prbg.g_01481
OG0000747	Syaf.g_01296	Prbg.g_01480
OG0000748	Syaf.g_01307	Prbg.g_01476
OG0000749	Syaf.g_01309	Prbg.g_01475
OG0000750	Syaf.g_01310	Prbg.g_01474
OG0000751	Syaf.g_01317	Prbg.g_01471
OG0000752	Syaf.g_01319	Prbg.g_01469
OG0000753	Syaf.g_01322	Prbg.g_01467
OG0000754	Syaf.g_01611	Prbg.g_01464
OG0000755	Syaf.g_01599	Prbg.g_01458
OG0000756	Syaf.g_01598	Prbg.g_01457
OG0000757	Syaf.g_01590	Prbg.g_01450
OG0000758	Syaf.g_01589	Prbg.g_01449
OG0000759	Syaf.g_01588	Prbg.g_01448
OG0000760	Syaf.g_01587	Prbg.g_01447
OG0000761	Syaf.g_01586	Prbg.g_01446
OG0000762	Syaf.g_01584	Prbg.g_01445
OG0000763	Syaf.g_01582	Prbg.g_01443
OG0000764	Syaf.g_01581	Prbg.g_01442
OG0000765	Syaf.g_01564	Prbg.g_01434
OG0000766	Syaf.g_01563	Prbg.g_01433
OG0000767	Syaf.g_01561	Prbg.g_01431
OG0000768	Syaf.g_01560	Prbg.g_01430
OG0000769	Syaf.g_01558	Prbg.g_01428
OG0000770	Syaf.g_01553	Prbg.g_00351
OG0000771	Syaf.g_01411	Prbg.g_00687
OG0000772	Syaf.g_01705	Prbg.g_01576
OG0000773	Syaf.g_01268	Prbg.g_00468
OG0000774	Syaf.g_01263	Prbg.g_00470
OG0000775	Syaf.g_01261	Prbg.g_00472
OG0000776	Syaf.g_01260	Prbg.g_00473
OG0000777	Syaf.g_01259	Prbg.g_00474
OG0000778	Syaf.g_01258	Prbg.g_00475
OG0000779	Syaf.g_01252	Prbg.g_00479
OG0000780	Syaf.g_01249	Prbg.g_00480
OG0000781	Syaf.g_01245	Prbg.g_00484
OG0000782	Syaf.g_01244	Prbg.g_00485
OG0000783	Syaf.g_01243	Prbg.g_00486
OG0000784	Syaf.g_01242	Prbg.g_00487
OG0000785	Syaf.g_01240	Prbg.g_00489
OG0000786	Syaf.g_02546	Prbg.g_00492
OG0000787	Syaf.g_02547	Prbg.g_00493
OG0000788	Syaf.g_02297	Prbg.g_00218
OG0000789	Syaf.g_01750	Prbg.g_00690
OG0000790	Syaf.g_02738	Prbg.g_00534
OG0000791	Syaf.g_02740	Prbg.g_00536
OG0000792	Syaf.g_02741	Prbg.g_00537
OG0000793	Syaf.g_02746	Prbg.g_00540
OG0000794	Syaf.g_02747	Prbg.g_00541
OG0000795	Syaf.g_02748	Prbg.g_00542
OG0000796	Syaf.g_02752	Prbg.g_00546
OG0000797	Syaf.g_02753	Prbg.g_00547
OG0000799	Syaf.g_02380	Prbg.g_00574
OG0000800	Syaf.g_02383	Prbg.g_00575
OG0000801	Syaf.g_02384	Prbg.g_00576
OG0000802	Syaf.g_02388	Prbg.g_00578
OG0000803	Syaf.g_02393	Prbg.g_00580
OG0000804	Syaf.g_02396	Prbg.g_00581
OG0000805	Syaf.g_02398	Prbg.g_00583
OG0000806	Syaf.g_02405	Prbg.g_00585
OG0000807	Syaf.g_02406	Prbg.g_00586
OG0000808	Syaf.g_02407	Prbg.g_00587
OG0000809	Syaf.g_02410	Prbg.g_00589
OG0000810	Syaf.g_02411	Prbg.g_00590
OG0000811	Syaf.g_02420	Prbg.g_00594
OG0000812	Syaf.g_02422	Prbg.g_00596
OG0000813	Syaf.g_02423	Prbg.g_00597
OG0000814	Syaf.g_02425	Prbg.g_00599
OG0000815	Syaf.g_02426	Prbg.g_00600
OG0000816	Syaf.g_02428	Prbg.g_00602
OG0000817	Syaf.g_02429	Prbg.g_00603
OG0000818	Syaf.g_02442	Prbg.g_00608
OG0000819	Syaf.g_02443	Prbg.g_00609
OG0000820	Syaf.g_02444	Prbg.g_00610
OG0000821	Syaf.g_02450	Prbg.g_00614
OG0000822	Syaf.g_02452	Prbg.g_00615
OG0000823	Syaf.g_02453	Prbg.g_00616
OG0000824	Syaf.g_02459	Prbg.g_00619
OG0000825	Syaf.g_02460	Prbg.g_00620
OG0000826	Syaf.g_02461	Prbg.g_00621
OG0000827	Syaf.g_02462	Prbg.g_00622
OG0000828	Syaf.g_02465	Prbg.g_00625
OG0000829	Syaf.g_02466	Prbg.g_00626
OG0000830	Syaf.g_02467	Prbg.g_00627
OG0000831	Syaf.g_02470	Prbg.g_00629
OG0000832	Syaf.g_01109	Prbg.g_00639
OG0000833	Syaf.g_01100	Prbg.g_00648
OG0000834	Syaf.g_01098	Prbg.g_00649
OG0000835	Syaf.g_01097	Prbg.g_00650
OG0000836	Syaf.g_01093	Prbg.g_00651
OG0000837	Syaf.g_01091	Prbg.g_00652
OG0000838	Syaf.g_01087	Prbg.g_00654
OG0000839	Syaf.g_01086	Prbg.g_00655
OG0000840	Syaf.g_01085	Prbg.g_00656
OG0000841	Syaf.g_01084	Prbg.g_00657
OG0000842	Syaf.g_01083	Prbg.g_00658
OG0000843	Syaf.g_01082	Prbg.g_00659
OG0000844	Syaf.g_01080	Prbg.g_00660
OG0000845	Syaf.g_01079	Prbg.g_00661
OG0000846	Syaf.g_01078	Prbg.g_00662
OG0000847	Syaf.g_01077	Prbg.g_00663
OG0000848	Syaf.g_01075	Prbg.g_00664
OG0000849	Syaf.g_01074	Prbg.g_00665
OG0000850	Syaf.g_01072	Prbg.g_00667
OG0000851	Syaf.g_01061	Prbg.g_00668
OG0000852	Syaf.g_01060	Prbg.g_00669
OG0000853	Syaf.g_01056	Prbg.g_00675
OG0000854	Syaf.g_01054	Prbg.g_00677
OG0000855	Syaf.g_01053	Prbg.g_00678
OG0000856	Syaf.g_02328	Prbg.g_00348
OG0000857	Syaf.g_02031	Prbg.g_01174
OG0000858	Syaf.g_01047	Prbg.g_01643
OG0000859	Syaf.g_01046	Prbg.g_01644
OG0000860	Syaf.g_01031	Prbg.g_01652
OG0000861	Syaf.g_01030	Prbg.g_01653
OG0000862	Syaf.g_01029	Prbg.g_01654
OG0000863	Syaf.g_01026	Prbg.g_01656
OG0000864	Syaf.g_01025	Prbg.g_01657
OG0000865	Syaf.g_01024	Prbg.g_01658
OG0000866	Syaf.g_01023	Prbg.g_01659
OG0000867	Syaf.g_01022	Prbg.g_01660
OG0000868	Syaf.g_01019	Prbg.g_01662
OG0000869	Syaf.g_01014	Prbg.g_01665
OG0000870	Syaf.g_01009	Prbg.g_01670
OG0000871	Syaf.g_01008	Prbg.g_01671
OG0000872	Syaf.g_01001	Prbg.g_01672
OG0000873	Syaf.g_00998	Prbg.g_01675
OG0000874	Syaf.g_01002	Prbg.g_01678
OG0000875	Syaf.g_00996	Prbg.g_01679
OG0000876	Syaf.g_01198	Prbg.g_01680
OG0000877	Syaf.g_01188	Prbg.g_01682
OG0000878	Syaf.g_01187	Prbg.g_01683
OG0000879	Syaf.g_01186	Prbg.g_01684
OG0000880	Syaf.g_01185	Prbg.g_01685
OG0000881	Syaf.g_01179	Prbg.g_01689
OG0000882	Syaf.g_01174	Prbg.g_01694
OG0000883	Syaf.g_01172	Prbg.g_01696
OG0000884	Syaf.g_01170	Prbg.g_01698
OG0000885	Syaf.g_01169	Prbg.g_01699
OG0000886	Syaf.g_01168	Prbg.g_01700
OG0000887	Syaf.g_01167	Prbg.g_01701
OG0000888	Syaf.g_01165	Prbg.g_01703
OG0000889	Syaf.g_01163	Prbg.g_01705
OG0000890	Syaf.g_01157	Prbg.g_01706
OG0000891	Syaf.g_01156	Prbg.g_01707
OG0000892	Syaf.g_01154	Prbg.g_01709
OG0000893	Syaf.g_00178	Prbg.g_01713
OG0000894	Syaf.g_00175	Prbg.g_01716
OG0000895	Syaf.g_00171	Prbg.g_01720
OG0000896	Syaf.g_00170	Prbg.g_01721
OG0000897	Syaf.g_00168	Prbg.g_01723
OG0000898	Syaf.g_00167	Prbg.g_01724
OG0000899	Syaf.g_00166	Prbg.g_01725
OG0000900	Syaf.g_00165	Prbg.g_01726
OG0000901	Syaf.g_00160	Prbg.g_01729
OG0000902	Syaf.g_00158	Prbg.g_01731
OG0000903	Syaf.g_00141	Prbg.g_01735
OG0000904	Syaf.g_00146	Prbg.g_01739
OG0000905	Syaf.g_00151	Prbg.g_01733
OG0000906	Syaf.g_00154	Prbg.g_01732
OG0000907	Syaf.g_00139	Prbg.g_01742
OG0000908	Syaf.g_00136	Prbg.g_01745
OG0000909	Syaf.g_00135	Prbg.g_01746
OG0000910	Syaf.g_00134	Prbg.g_01747
OG0000911	Syaf.g_00132	Prbg.g_01749
OG0000912	Syaf.g_00131	Prbg.g_01750
OG0000913	Syaf.g_00130	Prbg.g_01751
OG0000914	Syaf.g_00129	Prbg.g_01752
OG0000915	Syaf.g_00127	Prbg.g_01753
OG0000916	Syaf.g_00126	Prbg.g_01754
OG0000917	Syaf.g_00125	Prbg.g_01755
OG0000918	Syaf.g_00124	Prbg.g_01756
OG0000919	Syaf.g_00123	Prbg.g_01757
OG0000920	Syaf.g_00122	Prbg.g_01758
OG0000921	Syaf.g_00121	Prbg.g_01759
OG0000922	Syaf.g_00120	Prbg.g_01760
OG0000923	Syaf.g_00116	Prbg.g_01764
OG0000924	Syaf.g_00115	Prbg.g_01765
OG0000925	Syaf.g_00114	Prbg.g_01766
OG0000926	Syaf.g_00113	Prbg.g_01767
OG0000927	Syaf.g_00111	Prbg.g_01769
OG0000928	Syaf.g_00110	Prbg.g_01770
OG0000929	Syaf.g_00109	Prbg.g_01771
OG0000930	Syaf.g_00108	Prbg.g_01772
OG0000931	Syaf.g_00107	Prbg.g_01773
OG0000932	Syaf.g_00106	Prbg.g_01774
OG0000933	Syaf.g_00100	Prbg.g_01778
OG0000934	Syaf.g_00098	Prbg.g_01780
OG0000935	Syaf.g_00097	Prbg.g_01781
OG0000936	Syaf.g_00096	Prbg.g_01782
OG0000937	Syaf.g_00095	Prbg.g_01783
OG0000938	Syaf.g_00092	Prbg.g_01786
OG0000939	Syaf.g_00091	Prbg.g_01787
OG0000940	Syaf.g_00084	Prbg.g_01794
OG0000941	Syaf.g_00082	Prbg.g_01796
OG0000942	Syaf.g_00080	Prbg.g_01798
OG0000943	Syaf.g_00079	Prbg.g_01799
OG0000944	Syaf.g_00077	Prbg.g_01801
OG0000945	Syaf.g_00075	Prbg.g_01802
OG0000946	Syaf.g_00070	Prbg.g_01807
OG0000947	Syaf.g_00067	Prbg.g_01809
OG0000948	Syaf.g_00066	Prbg.g_01810
OG0000949	Syaf.g_00337	Prbg.g_01813
OG0000950	Syaf.g_00351	Prbg.g_01820
OG0000951	Syaf.g_00358	Prbg.g_01824
OG0000952	Syaf.g_00363	Prbg.g_01828
OG0000953	Syaf.g_00367	Prbg.g_01832
OG0000954	Syaf.g_00372	Prbg.g_01836
OG0000955	Syaf.g_00373	Prbg.g_01837
OG0000956	Syaf.g_00375	Prbg.g_01839
OG0000957	Syaf.g_00386	Prbg.g_01845
OG0000958	Syaf.g_00387	Prbg.g_01846
OG0000959	Syaf.g_00391	Prbg.g_01850
OG0000960	Syaf.g_00392	Prbg.g_01851
OG0000961	Syaf.g_00402	Prbg.g_01854
OG0000962	Syaf.g_00404	Prbg.g_01856
OG0000963	Syaf.g_00409	Prbg.g_01860
OG0000964	Syaf.g_00410	Prbg.g_01861
OG0000965	Syaf.g_00411	Prbg.g_01862
OG0000966	Syaf.g_00421	Prbg.g_01868
OG0000967	Syaf.g_00426	Prbg.g_01872
OG0000968	Syaf.g_00417	Prbg.g_01874
OG0000969	Syaf.g_00423	Prbg.g_01875
OG0000970	Syaf.g_00424	Prbg.g_01876
OG0000971	Syaf.g_00429	Prbg.g_01877
OG0000972	Syaf.g_00430	Prbg.g_01878
OG0000973	Syaf.g_00431	Prbg.g_01879
OG0000974	Syaf.g_00432	Prbg.g_01880
OG0000975	Syaf.g_00433	Prbg.g_01881
OG0000976	Syaf.g_00434	Prbg.g_01882
OG0000977	Syaf.g_00436	Prbg.g_01883
OG0000978	Syaf.g_00437	Prbg.g_01884
OG0000979	Syaf.g_00440	Prbg.g_01887
OG0000980	Syaf.g_00443	Prbg.g_01889
OG0000981	Syaf.g_00446	Prbg.g_01892
OG0000982	Syaf.g_00645	Prbg.g_01894
OG0000983	Syaf.g_00644	Prbg.g_01895
OG0000984	Syaf.g_00643	Prbg.g_01896
OG0000985	Syaf.g_00641	Prbg.g_01899
OG0000986	Syaf.g_00639	Prbg.g_01901
OG0000987	Syaf.g_00637	Prbg.g_01902
OG0000988	Syaf.g_00633	Prbg.g_01905
OG0000989	Syaf.g_00624	Prbg.g_01909
OG0000990	Syaf.g_00606	Prbg.g_01913
OG0000991	Syaf.g_00604	Prbg.g_01914
OG0000992	Syaf.g_00601	Prbg.g_01917
OG0000993	Syaf.g_00600	Prbg.g_01918
OG0000994	Syaf.g_00597	Prbg.g_01919
OG0000995	Syaf.g_00592	Prbg.g_01923
OG0000996	Syaf.g_00543	Prbg.g_01924
OG0000997	Syaf.g_00532	Prbg.g_01927
OG0000998	Syaf.g_00530	Prbg.g_01929
OG0000999	Syaf.g_00529	Prbg.g_01930
OG0001000	Syaf.g_00526	Prbg.g_01933
OG0001001	Syaf.g_00521	Prbg.g_01936
OG0001002	Syaf.g_00515	Prbg.g_00758
OG0001003	Syaf.g_00514	Prbg.g_00759
OG0001004	Syaf.g_00513	Prbg.g_00760
OG0001005	Syaf.g_00510	Prbg.g_00761
OG0001006	Syaf.g_00500	Prbg.g_00765
OG0001007	Syaf.g_00498	Prbg.g_00767
OG0001008	Syaf.g_01215	Prbg.g_00157
OG0001009	Syaf.g_00466	Prbg.g_00847
OG0001010	Syaf.g_00465	Prbg.g_00846
OG0001011	Syaf.g_00463	Prbg.g_00844
OG0001012	Syaf.g_00649	Prbg.g_00830
OG0001013	Syaf.g_00669	Prbg.g_00823
OG0001014	Syaf.g_00691	Prbg.g_00820
OG0001015	Syaf.g_00692	Prbg.g_00818
OG0001016	Syaf.g_00958	Prbg.g_00796
OG0001017	Syaf.g_00952	Prbg.g_00792
OG0001018	Syaf.g_00950	Prbg.g_00790
OG0001019	Syaf.g_00931	Prbg.g_00781
OG0001020	Syaf.g_00926	Prbg.g_00780
OG0001021	Syaf.g_00922	Prbg.g_00861
OG0001022	Syaf.g_00918	Prbg.g_00864
OG0001023	Syaf.g_00917	Prbg.g_00865
OG0001024	Syaf.g_00913	Prbg.g_00869
OG0001025	Syaf.g_00906	Prbg.g_00876
OG0001026	Syaf.g_00893	Prbg.g_00885
OG0001027	Syaf.g_00884	Prbg.g_00886
OG0001028	Syaf.g_00882	Prbg.g_00888
OG0001029	Syaf.g_00880	Prbg.g_00889
OG0001030	Syaf.g_00860	Prbg.g_00905
OG0001031	Syaf.g_00784	Prbg.g_00965
OG0001032	Syaf.g_00781	Prbg.g_00966
OG0001034	Syaf.g_02787	Prbg.g_01018
OG0001035	Syaf.g_00207	Prbg.g_01038
OG0001036	Syaf.g_00212	Prbg.g_01042
OG0001037	Syaf.g_00214	Prbg.g_01043
OG0001038	Syaf.g_00242	Prbg.g_00057
OG0001039	Syaf.g_00245	Prbg.g_00060
OG0001040	Syaf.g_00248	Prbg.g_00062
OG0001041	Syaf.g_00253	Prbg.g_00067
OG0001042	Syaf.g_00275	Prbg.g_00084
OG0001043	Syaf.g_00279	Prbg.g_00085
OG0001044	Syaf.g_00024	Prbg.g_00116
OG0001045	Syaf.g_00011	Prbg.g_00125
OG0001046	Syaf.g_01894	Prbg.g_01602
OG0001047	Syaf.g_01217	Prbg.g_00159
OG0001048	Syaf.g_01218	Prbg.g_00160
OG0001049	Syaf.g_01226	Prbg.g_00162
OG0001050	Syaf.g_01227	Prbg.g_00163
OG0001051	Syaf.g_01228	Prbg.g_00164
OG0001052	Syaf.g_02502	Prbg.g_00190
OG0001053	Syaf.g_02718	Prbg.g_00202
OG0001054	Syaf.g_02701	Prbg.g_00217
OG0001056	Syaf.g_02649	Prbg.g_00253
OG0001057	Syaf.g_02638	Prbg.g_00258
OG0001058	Syaf.g_02624	Prbg.g_00267
OG0001059	Syaf.g_02620	Prbg.g_00271
OG0001060	Syaf.g_02614	Prbg.g_00277
OG0001061	Syaf.g_02590	Prbg.g_00292
OG0001062	Syaf.g_02588	Prbg.g_00294
OG0001063	Syaf.g_02583	Prbg.g_00296
OG0001064	Syaf.g_02582	Prbg.g_00297
OG0001065	Syaf.g_02581	Prbg.g_00298
OG0001066	Syaf.g_02580	Prbg.g_00299
OG0001067	Syaf.g_02579	Prbg.g_00300
OG0001068	Syaf.g_02578	Prbg.g_00301
OG0001069	Syaf.g_02577	Prbg.g_00302
OG0001070	Syaf.g_02574	Prbg.g_00306
OG0001071	Syaf.g_02573	Prbg.g_00307
OG0001072	Syaf.g_02569	Prbg.g_00309
OG0001073	Syaf.g_02555	Prbg.g_00323
OG0001074	Syaf.g_02365	Prbg.g_00335
OG0001075	Syaf.g_02363	Prbg.g_00336
OG0001076	Syaf.g_02337	Prbg.g_00343
OG0001077	Syaf.g_02325	Prbg.g_00349
OG0001078	Syaf.g_02309	Prbg.g_01421
OG0001079	Syaf.g_02296	Prbg.g_01409
OG0001080	Syaf.g_01740	Prbg.g_01403
OG0001081	Syaf.g_02144	Prbg.g_01401
OG0001082	Syaf.g_02143	Prbg.g_01400
OG0001083	Syaf.g_02136	Prbg.g_01395
