Orthogroup	Prau	Praf
OG0000586	Prau.g_00680	Praf.g_01698
OG0000587	Prau.g_00681	Praf.g_01699
OG0000588	Prau.g_00682	Praf.g_01700
OG0000589	Prau.g_00683	Praf.g_01708
OG0000590	Prau.g_00684	Praf.g_01709
OG0000591	Prau.g_00685	Praf.g_01710
OG0000592	Prau.g_00686	Praf.g_01711
OG0000593	Prau.g_00687	Praf.g_01713
OG0000594	Prau.g_00688	Praf.g_01716
OG0000595	Prau.g_00689	Praf.g_01717
OG0000596	Prau.g_00690	Praf.g_01718
OG0000597	Prau.g_00694	Praf.g_01727
OG0000598	Prau.g_00695	Praf.g_01728
OG0000599	Prau.g_00696	Praf.g_01729
OG0000600	Prau.g_00697	Praf.g_01730
OG0000601	Prau.g_00698	Praf.g_01731
OG0000602	Prau.g_00699	Praf.g_01733
OG0000603	Prau.g_00700	Praf.g_01736
OG0000604	Prau.g_00701	Praf.g_01737
OG0000605	Prau.g_00702	Praf.g_01738
OG0000606	Prau.g_00703	Praf.g_01739
OG0000607	Prau.g_00704	Praf.g_01741
OG0000608	Prau.g_00705	Praf.g_01742
OG0000609	Prau.g_00707	Praf.g_01744
OG0000610	Prau.g_00708	Praf.g_01745
OG0000611	Prau.g_00710	Praf.g_01749
OG0000612	Prau.g_00711	Praf.g_01751
OG0000613	Prau.g_00713	Praf.g_02344
OG0000614	Prau.g_00719	Praf.g_00371
OG0000615	Prau.g_00720	Praf.g_01127
OG0000616	Prau.g_00721	Praf.g_02570
OG0000617	Prau.g_00723	Praf.g_01572
OG0000618	Prau.g_00724	Praf.g_02180
OG0000619	Prau.g_00725	Praf.g_01210
OG0000620	Prau.g_00727	Praf.g_01230
OG0000621	Prau.g_00728	Praf.g_01225
OG0000622	Prau.g_00729	Praf.g_01221
OG0000623	Prau.g_00730	Praf.g_01220
OG0000624	Prau.g_00732	Praf.g_01207
OG0000625	Prau.g_00733	Praf.g_01206
OG0000626	Prau.g_00734	Praf.g_01205
OG0000627	Prau.g_00735	Praf.g_01121
OG0000628	Prau.g_00736	Praf.g_01122
OG0000629	Prau.g_00737	Praf.g_01124
OG0000630	Prau.g_00739	Praf.g_01126
OG0000631	Prau.g_00740	Praf.g_01489
OG0000632	Prau.g_00744	Praf.g_02767
OG0000633	Prau.g_00745	Praf.g_00817
OG0000634	Prau.g_00756	Praf.g_01303
OG0000635	Prau.g_00758	Praf.g_01305
OG0000636	Prau.g_00759	Praf.g_01307
OG0000637	Prau.g_00761	Praf.g_01308
OG0000638	Prau.g_00762	Praf.g_01309
OG0000639	Prau.g_00763	Praf.g_01310
OG0000640	Prau.g_00764	Praf.g_01311
OG0000641	Prau.g_00765	Praf.g_01313
OG0000642	Prau.g_00766	Praf.g_01314
OG0000643	Prau.g_00767	Praf.g_01315
OG0000644	Prau.g_00769	Praf.g_01317
OG0000645	Prau.g_00770	Praf.g_01318
OG0000646	Prau.g_00771	Praf.g_01319
OG0000647	Prau.g_00772	Praf.g_01320
OG0000648	Prau.g_00773	Praf.g_01441
OG0000649	Prau.g_00774	Praf.g_01440
OG0000650	Prau.g_00775	Praf.g_01437
OG0000651	Prau.g_00776	Praf.g_01436
OG0000652	Prau.g_00778	Praf.g_01433
OG0000653	Prau.g_00798	Praf.g_01580
OG0000654	Prau.g_00800	Praf.g_00710
OG0000656	Prau.g_00816	Praf.g_00617
OG0000657	Prau.g_00818	Praf.g_01400
OG0000658	Prau.g_00819	Praf.g_01401
OG0000659	Prau.g_00820	Praf.g_01402
OG0000660	Prau.g_00832	Praf.g_02063
OG0000661	Prau.g_00841	Praf.g_00360
OG0000662	Prau.g_00843	Praf.g_01432
OG0000663	Prau.g_00845	Praf.g_01429
OG0000664	Prau.g_00846	Praf.g_01428
OG0000665	Prau.g_00847	Praf.g_01427
OG0000666	Prau.g_00848	Praf.g_01524
OG0000667	Prau.g_00849	Praf.g_01525
OG0000668	Prau.g_00850	Praf.g_01526
OG0000669	Prau.g_00851	Praf.g_01527
OG0000670	Prau.g_00853	Praf.g_01529
OG0000671	Prau.g_00854	Praf.g_01530
OG0000672	Prau.g_00855	Praf.g_01531
OG0000673	Prau.g_00856	Praf.g_01532
OG0000674	Prau.g_00857	Praf.g_01533
OG0000675	Prau.g_00858	Praf.g_01534
OG0000676	Prau.g_00860	Praf.g_01536
OG0000677	Prau.g_00862	Praf.g_01538
OG0000678	Prau.g_00863	Praf.g_01539
OG0000679	Prau.g_00864	Praf.g_01540
OG0000680	Prau.g_00865	Praf.g_01541
OG0000681	Prau.g_00866	Praf.g_01542
OG0000682	Prau.g_00867	Praf.g_01543
OG0000683	Prau.g_00868	Praf.g_01545
OG0000684	Prau.g_00869	Praf.g_01547
OG0000685	Prau.g_00870	Praf.g_01548
OG0000686	Prau.g_00871	Praf.g_01549
OG0000687	Prau.g_00872	Praf.g_01550
OG0000688	Prau.g_00873	Praf.g_01551
OG0000689	Prau.g_00874	Praf.g_01552
OG0000690	Prau.g_00875	Praf.g_01553
OG0000691	Prau.g_00877	Praf.g_01557
OG0000692	Prau.g_00878	Praf.g_01558
OG0000693	Prau.g_00879	Praf.g_01559
OG0000694	Prau.g_00880	Praf.g_01560
OG0000695	Prau.g_00881	Praf.g_01561
OG0000696	Prau.g_00882	Praf.g_01562
OG0000697	Prau.g_00884	Praf.g_01585
OG0000698	Prau.g_00885	Praf.g_01586
OG0000699	Prau.g_00888	Praf.g_01591
OG0000700	Prau.g_00889	Praf.g_01592
OG0000701	Prau.g_00890	Praf.g_01594
OG0000702	Prau.g_00891	Praf.g_01595
OG0000703	Prau.g_00892	Praf.g_01596
OG0000704	Prau.g_00893	Praf.g_01597
OG0000705	Prau.g_00895	Praf.g_01599
OG0000706	Prau.g_00896	Praf.g_01600
OG0000707	Prau.g_00897	Praf.g_01601
OG0000708	Prau.g_00898	Praf.g_01602
OG0000709	Prau.g_00899	Praf.g_01603
OG0000710	Prau.g_00900	Praf.g_01604
OG0000711	Prau.g_00902	Praf.g_01606
OG0000712	Prau.g_00903	Praf.g_01607
OG0000713	Prau.g_00904	Praf.g_01608
OG0000714	Prau.g_00906	Praf.g_01619
OG0000715	Prau.g_00907	Praf.g_01620
OG0000716	Prau.g_00908	Praf.g_01622
OG0000717	Prau.g_00909	Praf.g_01625
OG0000718	Prau.g_00910	Praf.g_01627
OG0000719	Prau.g_00912	Praf.g_01629
OG0000720	Prau.g_00914	Praf.g_01444
OG0000721	Prau.g_00915	Praf.g_01323
OG0000722	Prau.g_00942	Praf.g_01339
OG0000723	Prau.g_00946	Praf.g_00222
OG0000724	Prau.g_00949	Praf.g_01638
OG0000725	Prau.g_00950	Praf.g_01454
OG0000726	Prau.g_00951	Praf.g_00961
OG0000727	Prau.g_00952	Praf.g_01455
OG0000728	Prau.g_00953	Praf.g_01456
OG0000729	Prau.g_00954	Praf.g_01458
OG0000730	Prau.g_00955	Praf.g_01459
OG0000731	Prau.g_00956	Praf.g_01461
OG0000732	Prau.g_00957	Praf.g_01462
OG0000733	Prau.g_00958	Praf.g_01463
OG0000734	Prau.g_00959	Praf.g_01464
OG0000735	Prau.g_00960	Praf.g_01465
OG0000736	Prau.g_00962	Praf.g_01467
OG0000737	Prau.g_00963	Praf.g_01469
OG0000738	Prau.g_00965	Praf.g_01475
OG0000739	Prau.g_00966	Praf.g_01478
OG0000740	Prau.g_00967	Praf.g_01480
OG0000741	Prau.g_00969	Praf.g_01494
OG0000742	Prau.g_00970	Praf.g_01495
OG0000743	Prau.g_00974	Praf.g_01498
OG0000744	Prau.g_00975	Praf.g_01499
OG0000745	Prau.g_00977	Praf.g_01512
OG0000746	Prau.g_00978	Praf.g_01511
OG0000747	Prau.g_00979	Praf.g_01510
OG0000748	Prau.g_00980	Praf.g_01509
OG0000749	Prau.g_00981	Praf.g_01508
OG0000750	Prau.g_00982	Praf.g_01506
OG0000751	Prau.g_00984	Praf.g_01515
OG0000752	Prau.g_00985	Praf.g_01516
OG0000753	Prau.g_00986	Praf.g_01517
OG0000754	Prau.g_00987	Praf.g_01519
OG0000755	Prau.g_00989	Praf.g_01520
OG0000756	Prau.g_00990	Praf.g_01522
OG0000757	Prau.g_00991	Praf.g_01523
OG0000758	Prau.g_00992	Praf.g_01426
OG0000759	Prau.g_00993	Praf.g_01425
OG0000760	Prau.g_00994	Praf.g_01424
OG0000761	Prau.g_00995	Praf.g_01422
OG0000762	Prau.g_00997	Praf.g_01420
OG0000763	Prau.g_00998	Praf.g_01419
OG0000764	Prau.g_00999	Praf.g_01417
OG0000765	Prau.g_01000	Praf.g_01416
OG0000766	Prau.g_01001	Praf.g_01415
OG0000767	Prau.g_01002	Praf.g_01006
OG0000768	Prau.g_01003	Praf.g_01408
OG0000769	Prau.g_01004	Praf.g_01407
OG0000770	Prau.g_01005	Praf.g_01405
OG0000771	Prau.g_01006	Praf.g_01404
OG0000772	Prau.g_01007	Praf.g_02684
OG0000773	Prau.g_01009	Praf.g_01399
OG0000774	Prau.g_01010	Praf.g_01398
OG0000775	Prau.g_01011	Praf.g_01397
OG0000776	Prau.g_01012	Praf.g_01395
OG0000777	Prau.g_01013	Praf.g_01394
OG0000778	Prau.g_01014	Praf.g_01393
OG0000779	Prau.g_01016	Praf.g_01388
OG0000780	Prau.g_01017	Praf.g_01387
OG0000781	Prau.g_01018	Praf.g_01385
OG0000782	Prau.g_01020	Praf.g_01382
OG0000783	Prau.g_01021	Praf.g_01380
OG0000784	Prau.g_01022	Praf.g_01378
OG0000785	Prau.g_01023	Praf.g_01377
OG0000786	Prau.g_01024	Praf.g_01376
OG0000787	Prau.g_01026	Praf.g_01374
OG0000788	Prau.g_01027	Praf.g_01372
OG0000789	Prau.g_01028	Praf.g_01371
OG0000790	Prau.g_01029	Praf.g_01370
OG0000791	Prau.g_01030	Praf.g_01369
OG0000792	Prau.g_01031	Praf.g_01073
OG0000793	Prau.g_01032	Praf.g_01366
OG0000794	Prau.g_01033	Praf.g_01364
OG0000795	Prau.g_01034	Praf.g_01362
OG0000796	Prau.g_01036	Praf.g_01360
OG0000797	Prau.g_01038	Praf.g_01359
OG0000798	Prau.g_01039	Praf.g_01358
OG0000799	Prau.g_01040	Praf.g_01355
OG0000800	Prau.g_01041	Praf.g_01354
OG0000801	Prau.g_01042	Praf.g_01353
OG0000802	Prau.g_01044	Praf.g_01349
OG0000803	Prau.g_01045	Praf.g_01348
OG0000804	Prau.g_01058	Praf.g_01343
OG0000805	Prau.g_01060	Praf.g_01341
OG0000806	Prau.g_01061	Praf.g_01340
OG0000807	Prau.g_01062	Praf.g_01338
OG0000808	Prau.g_01063	Praf.g_01337
OG0000809	Prau.g_01067	Praf.g_01331
OG0000810	Prau.g_01068	Praf.g_01329
OG0000811	Prau.g_01069	Praf.g_01328
OG0000812	Prau.g_01070	Praf.g_02685
OG0000813	Prau.g_01071	Praf.g_01327
OG0000814	Prau.g_01072	Praf.g_01326
OG0000815	Prau.g_01073	Praf.g_01325
OG0000816	Prau.g_01075	Praf.g_01322
OG0000817	Prau.g_01078	Praf.g_01287
OG0000818	Prau.g_01079	Praf.g_01286
OG0000819	Prau.g_01081	Praf.g_01283
OG0000820	Prau.g_01082	Praf.g_01281
OG0000821	Prau.g_01083	Praf.g_01280
OG0000822	Prau.g_01084	Praf.g_01279
OG0000823	Prau.g_01087	Praf.g_01276
OG0000824	Prau.g_01088	Praf.g_01275
OG0000825	Prau.g_01090	Praf.g_01270
OG0000826	Prau.g_01091	Praf.g_01269
OG0000827	Prau.g_01092	Praf.g_01268
OG0000828	Prau.g_01094	Praf.g_01267
OG0000829	Prau.g_01118	Praf.g_01296
OG0000830	Prau.g_01127	Praf.g_01652
OG0000831	Prau.g_01130	Praf.g_00558
OG0000832	Prau.g_01131	Praf.g_01008
OG0000833	Prau.g_01138	Praf.g_00162
OG0000834	Prau.g_01142	Praf.g_02056
OG0000835	Prau.g_01146	Praf.g_02047
OG0000836	Prau.g_01148	Praf.g_01825
OG0000837	Prau.g_01160	Praf.g_01671
OG0000838	Prau.g_01175	Praf.g_02698
OG0000839	Prau.g_01176	Praf.g_02691
OG0000840	Prau.g_01181	Praf.g_00359
OG0000841	Prau.g_01188	Praf.g_01832
OG0000842	Prau.g_01192	Praf.g_00233
OG0000843	Prau.g_01194	Praf.g_00822
OG0000844	Prau.g_01195	Praf.g_00823
OG0000845	Prau.g_01196	Praf.g_00824
OG0000846	Prau.g_01197	Praf.g_00825
OG0000847	Prau.g_01198	Praf.g_00826
OG0000848	Prau.g_01199	Praf.g_00827
OG0000849	Prau.g_01200	Praf.g_00830
OG0000850	Prau.g_01201	Praf.g_00832
OG0000851	Prau.g_01203	Praf.g_00836
OG0000852	Prau.g_01205	Praf.g_00853
OG0000853	Prau.g_01207	Praf.g_00855
OG0000854	Prau.g_01208	Praf.g_00856
OG0000855	Prau.g_01209	Praf.g_00858
OG0000856	Prau.g_01210	Praf.g_00859
OG0000857	Prau.g_01211	Praf.g_00860
OG0000858	Prau.g_01213	Praf.g_00870
OG0000859	Prau.g_01214	Praf.g_00872
OG0000860	Prau.g_01215	Praf.g_00873
OG0000861	Prau.g_01216	Praf.g_00874
OG0000862	Prau.g_01217	Praf.g_00875
OG0000863	Prau.g_01218	Praf.g_00879
OG0000864	Prau.g_01219	Praf.g_00880
OG0000865	Prau.g_01220	Praf.g_00881
OG0000866	Prau.g_01221	Praf.g_00882
OG0000867	Prau.g_01224	Praf.g_00885
OG0000868	Prau.g_01226	Praf.g_00886
OG0000869	Prau.g_01227	Praf.g_00914
OG0000870	Prau.g_01228	Praf.g_00917
OG0000871	Prau.g_01229	Praf.g_00918
OG0000872	Prau.g_01230	Praf.g_00921
OG0000873	Prau.g_01231	Praf.g_00922
OG0000874	Prau.g_01232	Praf.g_00923
OG0000875	Prau.g_01233	Praf.g_00925
OG0000876	Prau.g_01235	Praf.g_00927
OG0000877	Prau.g_01236	Praf.g_00928
OG0000878	Prau.g_01237	Praf.g_00929
OG0000879	Prau.g_01238	Praf.g_00930
OG0000880	Prau.g_01239	Praf.g_00931
OG0000881	Prau.g_01240	Praf.g_00932
OG0000882	Prau.g_01241	Praf.g_00933
OG0000883	Prau.g_01242	Praf.g_00913
OG0000884	Prau.g_01243	Praf.g_00912
OG0000885	Prau.g_01244	Praf.g_00911
OG0000886	Prau.g_01245	Praf.g_00910
OG0000887	Prau.g_01246	Praf.g_00908
OG0000888	Prau.g_01247	Praf.g_00905
OG0000889	Prau.g_01248	Praf.g_00904
OG0000890	Prau.g_01249	Praf.g_00902
OG0000891	Prau.g_01250	Praf.g_00901
OG0000892	Prau.g_01251	Praf.g_00899
OG0000893	Prau.g_01252	Praf.g_00898
OG0000894	Prau.g_01254	Praf.g_00895
OG0000895	Prau.g_01255	Praf.g_00894
OG0000896	Prau.g_01257	Praf.g_00892
OG0000897	Prau.g_01258	Praf.g_00891
OG0000898	Prau.g_01259	Praf.g_00888
OG0000899	Prau.g_01260	Praf.g_00887
OG0000900	Prau.g_01262	Praf.g_00937
OG0000901	Prau.g_01346	Praf.g_00548
OG0000902	Prau.g_01359	Praf.g_00810
OG0000903	Prau.g_01360	Praf.g_00809
OG0000904	Prau.g_01361	Praf.g_00808
OG0000905	Prau.g_01362	Praf.g_00806
OG0000906	Prau.g_01363	Praf.g_00804
OG0000907	Prau.g_01366	Praf.g_00802
OG0000908	Prau.g_01367	Praf.g_00801
OG0000909	Prau.g_01368	Praf.g_00800
OG0000910	Prau.g_01369	Praf.g_00799
OG0000911	Prau.g_01370	Praf.g_00798
OG0000912	Prau.g_01373	Praf.g_00794
OG0000913	Prau.g_01374	Praf.g_00791
OG0000914	Prau.g_01375	Praf.g_00790
OG0000915	Prau.g_01377	Praf.g_00787
OG0000916	Prau.g_01378	Praf.g_00786
OG0000917	Prau.g_01379	Praf.g_00785
OG0000918	Prau.g_01380	Praf.g_00784
OG0000919	Prau.g_01381	Praf.g_00783
OG0000920	Prau.g_01382	Praf.g_00782
OG0000921	Prau.g_01384	Praf.g_00777
OG0000922	Prau.g_01385	Praf.g_00776
OG0000923	Prau.g_01391	Praf.g_01886
OG0000924	Prau.g_01392	Praf.g_01893
OG0000925	Prau.g_01395	Praf.g_01897
OG0000926	Prau.g_01396	Praf.g_01996
OG0000927	Prau.g_01397	Praf.g_01623
OG0000928	Prau.g_01399	Praf.g_01001
OG0000929	Prau.g_01401	Praf.g_01271
OG0000930	Prau.g_01403	Praf.g_01294
OG0000931	Prau.g_01404	Praf.g_01635
OG0000932	Prau.g_01407	Praf.g_00494
OG0000933	Prau.g_01411	Praf.g_00582
OG0000934	Prau.g_01412	Praf.g_00581
OG0000935	Prau.g_01413	Praf.g_00580
OG0000936	Prau.g_01414	Praf.g_00579
OG0000937	Prau.g_01415	Praf.g_00578
OG0000938	Prau.g_01416	Praf.g_00577
OG0000939	Prau.g_01417	Praf.g_00576
OG0000940	Prau.g_01418	Praf.g_00575
OG0000941	Prau.g_01419	Praf.g_00573
OG0000942	Prau.g_01420	Praf.g_00572
OG0000943	Prau.g_01421	Praf.g_00571
OG0000944	Prau.g_01422	Praf.g_00570
OG0000945	Prau.g_01423	Praf.g_00569
OG0000946	Prau.g_01424	Praf.g_00568
OG0000947	Prau.g_01425	Praf.g_00567
OG0000948	Prau.g_01426	Praf.g_00566
OG0000949	Prau.g_01427	Praf.g_00565
OG0000950	Prau.g_01436	Praf.g_02394
OG0000951	Prau.g_01510	Praf.g_01765
OG0000952	Prau.g_01511	Praf.g_01766
OG0000953	Prau.g_01512	Praf.g_01767
OG0000954	Prau.g_01513	Praf.g_01772
OG0000955	Prau.g_01514	Praf.g_01773
OG0000956	Prau.g_01516	Praf.g_01779
OG0000957	Prau.g_01517	Praf.g_01781
OG0000958	Prau.g_01518	Praf.g_01782
OG0000959	Prau.g_01519	Praf.g_01783
OG0000960	Prau.g_01520	Praf.g_01784
OG0000961	Prau.g_01521	Praf.g_01785
OG0000962	Prau.g_01522	Praf.g_01787
OG0000963	Prau.g_01523	Praf.g_01788
OG0000964	Prau.g_01524	Praf.g_01790
OG0000965	Prau.g_01526	Praf.g_01792
OG0000966	Prau.g_01527	Praf.g_01793
OG0000967	Prau.g_01533	Praf.g_01796
OG0000968	Prau.g_01534	Praf.g_01801
OG0000969	Prau.g_01535	Praf.g_01802
OG0000970	Prau.g_01536	Praf.g_01803
OG0000971	Prau.g_01537	Praf.g_01804
OG0000972	Prau.g_01538	Praf.g_01805
OG0000973	Prau.g_01540	Praf.g_01807
OG0000974	Prau.g_01541	Praf.g_01808
OG0000975	Prau.g_01542	Praf.g_01809
OG0000976	Prau.g_01543	Praf.g_01810
OG0000977	Prau.g_01544	Praf.g_01817
OG0000978	Prau.g_01545	Praf.g_01818
OG0000979	Prau.g_01546	Praf.g_01819
OG0000980	Prau.g_01547	Praf.g_01820
OG0000981	Prau.g_01548	Praf.g_01822
OG0000982	Prau.g_01549	Praf.g_01823
OG0000983	Prau.g_01550	Praf.g_01824
OG0000984	Prau.g_01554	Praf.g_01831
OG0000985	Prau.g_01555	Praf.g_01833
OG0000986	Prau.g_01556	Praf.g_01834
OG0000987	Prau.g_01558	Praf.g_01837
OG0000988	Prau.g_01559	Praf.g_01838
OG0000989	Prau.g_01560	Praf.g_01839
OG0000990	Prau.g_01561	Praf.g_01840
OG0000991	Prau.g_01562	Praf.g_01841
OG0000992	Prau.g_01563	Praf.g_01842
OG0000993	Prau.g_01564	Praf.g_01843
OG0000994	Prau.g_01565	Praf.g_01844
OG0000995	Prau.g_01566	Praf.g_01845
OG0000996	Prau.g_01567	Praf.g_01846
OG0000997	Prau.g_01569	Praf.g_01849
OG0000998	Prau.g_01572	Praf.g_00956
OG0000999	Prau.g_01574	Praf.g_00554
OG0001000	Prau.g_01575	Praf.g_00542
OG0001001	Prau.g_01576	Praf.g_00540
OG0001002	Prau.g_01578	Praf.g_00538
OG0001003	Prau.g_01579	Praf.g_00537
OG0001004	Prau.g_01580	Praf.g_01653
OG0001005	Prau.g_01581	Praf.g_00536
OG0001006	Prau.g_01583	Praf.g_00534
OG0001007	Prau.g_01584	Praf.g_00533
OG0001008	Prau.g_01585	Praf.g_00532
OG0001009	Prau.g_01586	Praf.g_00530
OG0001010	Prau.g_01587	Praf.g_00529
OG0001011	Prau.g_01588	Praf.g_00526
OG0001012	Prau.g_01589	Praf.g_00525
OG0001013	Prau.g_01590	Praf.g_00524
OG0001014	Prau.g_01591	Praf.g_00523
OG0001015	Prau.g_01592	Praf.g_00522
OG0001016	Prau.g_01593	Praf.g_00521
OG0001017	Prau.g_01594	Praf.g_00520
OG0001018	Prau.g_01595	Praf.g_00518
OG0001019	Prau.g_01596	Praf.g_00517
OG0001020	Prau.g_01597	Praf.g_00516
OG0001021	Prau.g_01598	Praf.g_00515
OG0001022	Prau.g_01599	Praf.g_00513
OG0001023	Prau.g_01600	Praf.g_00512
OG0001024	Prau.g_01602	Praf.g_00511
OG0001025	Prau.g_01603	Praf.g_00508
OG0001026	Prau.g_01604	Praf.g_00507
OG0001027	Prau.g_01605	Praf.g_00370
OG0001028	Prau.g_01606	Praf.g_00504
OG0001029	Prau.g_01607	Praf.g_00503
OG0001030	Prau.g_01610	Praf.g_00500
OG0001031	Prau.g_01611	Praf.g_00499
OG0001032	Prau.g_01619	Praf.g_01650
OG0001033	Prau.g_01626	Praf.g_01677
OG0001034	Prau.g_01652	Praf.g_01546
OG0001035	Prau.g_01726	Praf.g_00490
OG0001036	Prau.g_01727	Praf.g_00489
OG0001037	Prau.g_01733	Praf.g_00479
OG0001038	Prau.g_01734	Praf.g_00478
OG0001039	Prau.g_01735	Praf.g_00477
OG0001040	Prau.g_01736	Praf.g_00475
OG0001041	Prau.g_01738	Praf.g_00472
OG0001042	Prau.g_01739	Praf.g_00471
OG0001043	Prau.g_01740	Praf.g_00470
OG0001044	Prau.g_01741	Praf.g_00469
OG0001045	Prau.g_01742	Praf.g_00468
OG0001046	Prau.g_01743	Praf.g_00466
OG0001047	Prau.g_01744	Praf.g_00465
OG0001048	Prau.g_01746	Praf.g_00464
OG0001049	Prau.g_01747	Praf.g_00463
OG0001050	Prau.g_01748	Praf.g_00462
OG0001051	Prau.g_01749	Praf.g_00461
OG0001052	Prau.g_01750	Praf.g_00460
OG0001053	Prau.g_01751	Praf.g_00459
OG0001054	Prau.g_01752	Praf.g_00458
OG0001055	Prau.g_01753	Praf.g_00457
OG0001056	Prau.g_01754	Praf.g_00455
OG0001057	Prau.g_01756	Praf.g_00453
OG0001058	Prau.g_01757	Praf.g_00452
OG0001059	Prau.g_01758	Praf.g_00450
OG0001060	Prau.g_01759	Praf.g_00449
OG0001061	Prau.g_01760	Praf.g_00448
OG0001062	Prau.g_01761	Praf.g_00447
OG0001063	Prau.g_01762	Praf.g_00446
OG0001064	Prau.g_01763	Praf.g_00444
OG0001065	Prau.g_01764	Praf.g_00443
OG0001066	Prau.g_01765	Praf.g_00442
OG0001067	Prau.g_01766	Praf.g_00441
OG0001068	Prau.g_01767	Praf.g_00440
OG0001069	Prau.g_01770	Praf.g_00435
OG0001070	Prau.g_01772	Praf.g_00433
OG0001071	Prau.g_01773	Praf.g_00432
OG0001072	Prau.g_01774	Praf.g_00431
OG0001073	Prau.g_01775	Praf.g_00430
OG0001074	Prau.g_01776	Praf.g_00429
OG0001075	Prau.g_01777	Praf.g_00427
OG0001076	Prau.g_01779	Praf.g_00425
OG0001077	Prau.g_01780	Praf.g_00424
OG0001078	Prau.g_01781	Praf.g_00423
OG0001079	Prau.g_01782	Praf.g_00422
OG0001080	Prau.g_01783	Praf.g_00421
OG0001081	Prau.g_01784	Praf.g_00420
OG0001082	Prau.g_01785	Praf.g_00419
OG0001083	Prau.g_01786	Praf.g_00418
OG0001084	Prau.g_01787	Praf.g_00405
OG0001085	Prau.g_01788	Praf.g_00404
OG0001086	Prau.g_01794	Praf.g_02202
OG0001087	Prau.g_01795	Praf.g_02200
OG0001088	Prau.g_01796	Praf.g_02199
OG0001089	Prau.g_01798	Praf.g_02196
OG0001090	Prau.g_01799	Praf.g_02195
OG0001091	Prau.g_01800	Praf.g_02194
OG0001092	Prau.g_01801	Praf.g_02193
OG0001093	Prau.g_01802	Praf.g_02192
OG0001094	Prau.g_01803	Praf.g_02191
OG0001095	Prau.g_01804	Praf.g_02190
OG0001096	Prau.g_01805	Praf.g_02189
OG0001097	Prau.g_01806	Praf.g_02188
OG0001098	Prau.g_01807	Praf.g_02187
OG0001099	Prau.g_01808	Praf.g_02185
OG0001100	Prau.g_01809	Praf.g_02184
OG0001101	Prau.g_01810	Praf.g_02183
OG0001102	Prau.g_01813	Praf.g_02170
OG0001103	Prau.g_01814	Praf.g_02171
OG0001104	Prau.g_01815	Praf.g_02175
OG0001105	Prau.g_01817	Praf.g_02173
OG0001106	Prau.g_01819	Praf.g_02176
OG0001107	Prau.g_01820	Praf.g_02177
OG0001108	Prau.g_01821	Praf.g_02179
OG0001109	Prau.g_01827	Praf.g_02163
OG0001110	Prau.g_01829	Praf.g_02161
OG0001111	Prau.g_01830	Praf.g_02160
OG0001112	Prau.g_01831	Praf.g_02159
OG0001113	Prau.g_01832	Praf.g_02158
OG0001114	Prau.g_01833	Praf.g_02157
OG0001115	Prau.g_01834	Praf.g_02156
OG0001116	Prau.g_01835	Praf.g_02155
OG0001117	Prau.g_01836	Praf.g_02154
OG0001118	Prau.g_01837	Praf.g_02153
OG0001119	Prau.g_01838	Praf.g_02152
OG0001120	Prau.g_01839	Praf.g_02151
OG0001121	Prau.g_01840	Praf.g_02150
OG0001122	Prau.g_01841	Praf.g_02149
OG0001123	Prau.g_01842	Praf.g_02148
OG0001124	Prau.g_01843	Praf.g_02147
OG0001125	Prau.g_01844	Praf.g_02146
OG0001126	Prau.g_01845	Praf.g_02145
OG0001127	Prau.g_01846	Praf.g_02144
OG0001128	Prau.g_01847	Praf.g_02143
OG0001129	Prau.g_01848	Praf.g_02142
OG0001130	Prau.g_01849	Praf.g_02141
OG0001131	Prau.g_01850	Praf.g_02140
OG0001132	Prau.g_01851	Praf.g_02139
OG0001133	Prau.g_01852	Praf.g_02138
OG0001134	Prau.g_01853	Praf.g_02137
OG0001135	Prau.g_01854	Praf.g_02136
OG0001136	Prau.g_01855	Praf.g_02135
OG0001137	Prau.g_01856	Praf.g_02134
OG0001138	Prau.g_01857	Praf.g_02133
OG0001139	Prau.g_01858	Praf.g_02132
OG0001140	Prau.g_01859	Praf.g_02131
OG0001141	Prau.g_01861	Praf.g_02128
OG0001142	Prau.g_01862	Praf.g_02127
OG0001143	Prau.g_01863	Praf.g_02126
OG0001144	Prau.g_01865	Praf.g_02124
OG0001145	Prau.g_01867	Praf.g_02122
OG0001146	Prau.g_01868	Praf.g_02121
OG0001147	Prau.g_01870	Praf.g_02118
OG0001148	Prau.g_01871	Praf.g_02117
OG0001149	Prau.g_01872	Praf.g_02112
OG0001150	Prau.g_01875	Praf.g_02109
OG0001151	Prau.g_01876	Praf.g_02108
OG0001152	Prau.g_01877	Praf.g_02107
OG0001153	Prau.g_01878	Praf.g_02106
OG0001154	Prau.g_01879	Praf.g_02105
OG0001155	Prau.g_01880	Praf.g_02104
OG0001156	Prau.g_01881	Praf.g_02103
OG0001157	Prau.g_01883	Praf.g_02101
OG0001158	Prau.g_01884	Praf.g_02099
OG0001159	Prau.g_01885	Praf.g_02097
OG0001160	Prau.g_01886	Praf.g_02096
OG0001161	Prau.g_01889	Praf.g_02082
OG0001162	Prau.g_01890	Praf.g_02081
OG0001163	Prau.g_01891	Praf.g_02079
OG0001164	Prau.g_01892	Praf.g_02078
OG0001165	Prau.g_01893	Praf.g_02077
OG0001166	Prau.g_01894	Praf.g_02076
OG0001167	Prau.g_01895	Praf.g_02075
OG0001168	Prau.g_01897	Praf.g_02372
