Orthogroup	Prab	Praz
OG0000576	Prab.g_00661	Praz.g_01674
OG0000577	Prab.g_00662	Praz.g_01673
OG0000578	Prab.g_00663	Praz.g_01672
OG0000579	Prab.g_00664	Praz.g_01671
OG0000580	Prab.g_00665	Praz.g_01670
OG0000581	Prab.g_00666	Praz.g_01669
OG0000582	Prab.g_00667	Praz.g_01668
OG0000583	Prab.g_00668	Praz.g_01667
OG0000584	Prab.g_00669	Praz.g_01666
OG0000585	Prab.g_00670	Praz.g_01665
OG0000586	Prab.g_00672	Praz.g_01663
OG0000587	Prab.g_00673	Praz.g_01662
OG0000588	Prab.g_00675	Praz.g_01660
OG0000589	Prab.g_00676	Praz.g_01659
OG0000590	Prab.g_00678	Praz.g_01657
OG0000591	Prab.g_00684	Praz.g_01651
OG0000592	Prab.g_00685	Praz.g_01650
OG0000593	Prab.g_00686	Praz.g_01649
OG0000594	Prab.g_00688	Praz.g_01647
OG0000595	Prab.g_00689	Praz.g_01646
OG0000596	Prab.g_00690	Praz.g_01645
OG0000597	Prab.g_00692	Praz.g_01643
OG0000598	Prab.g_00693	Praz.g_01642
OG0000599	Prab.g_00694	Praz.g_01641
OG0000600	Prab.g_00695	Praz.g_01640
OG0000601	Prab.g_00697	Praz.g_01638
OG0000602	Prab.g_00698	Praz.g_01637
OG0000603	Prab.g_00699	Praz.g_01636
OG0000604	Prab.g_00700	Praz.g_01635
OG0000605	Prab.g_00701	Praz.g_01634
OG0000606	Prab.g_00702	Praz.g_01633
OG0000607	Prab.g_00704	Praz.g_01631
OG0000608	Prab.g_00705	Praz.g_01630
OG0000609	Prab.g_00711	Praz.g_01626
OG0000610	Prab.g_00712	Praz.g_01625
OG0000611	Prab.g_00724	Praz.g_01606
OG0000612	Prab.g_00725	Praz.g_01605
OG0000613	Prab.g_00726	Praz.g_01604
OG0000614	Prab.g_00727	Praz.g_01603
OG0000615	Prab.g_00729	Praz.g_01601
OG0000616	Prab.g_00730	Praz.g_01600
OG0000617	Prab.g_00731	Praz.g_01599
OG0000618	Prab.g_00732	Praz.g_01598
OG0000619	Prab.g_00733	Praz.g_01597
OG0000620	Prab.g_00734	Praz.g_01596
OG0000621	Prab.g_00735	Praz.g_01595
OG0000622	Prab.g_00736	Praz.g_01594
OG0000623	Prab.g_00737	Praz.g_01593
OG0000624	Prab.g_00738	Praz.g_01592
OG0000625	Prab.g_00739	Praz.g_01591
OG0000626	Prab.g_00740	Praz.g_01590
OG0000627	Prab.g_00741	Praz.g_01589
OG0000628	Prab.g_00742	Praz.g_01588
OG0000629	Prab.g_00743	Praz.g_01587
OG0000630	Prab.g_00744	Praz.g_01586
OG0000631	Prab.g_00746	Praz.g_01584
OG0000632	Prab.g_00763	Praz.g_01571
OG0000633	Prab.g_00768	Praz.g_01567
OG0000634	Prab.g_00783	Praz.g_01554
OG0000635	Prab.g_00804	Praz.g_01547
OG0000636	Prab.g_00805	Praz.g_01546
OG0000637	Prab.g_00806	Praz.g_01545
OG0000638	Prab.g_00818	Praz.g_01534
OG0000639	Prab.g_00827	Praz.g_01525
OG0000640	Prab.g_00829	Praz.g_01523
OG0000641	Prab.g_00831	Praz.g_01521
OG0000642	Prab.g_00832	Praz.g_01520
OG0000643	Prab.g_00833	Praz.g_01519
OG0000644	Prab.g_00834	Praz.g_01518
OG0000645	Prab.g_00835	Praz.g_01517
OG0000646	Prab.g_00836	Praz.g_01516
OG0000647	Prab.g_00837	Praz.g_01515
OG0000648	Prab.g_00839	Praz.g_01513
OG0000649	Prab.g_00840	Praz.g_01512
OG0000650	Prab.g_00841	Praz.g_01511
OG0000651	Prab.g_00842	Praz.g_01510
OG0000652	Prab.g_00843	Praz.g_01509
OG0000653	Prab.g_00844	Praz.g_01508
OG0000654	Prab.g_00846	Praz.g_01506
OG0000655	Prab.g_00848	Praz.g_01504
OG0000656	Prab.g_00849	Praz.g_01503
OG0000657	Prab.g_00850	Praz.g_01502
OG0000658	Prab.g_00851	Praz.g_01501
OG0000659	Prab.g_00852	Praz.g_01500
OG0000660	Prab.g_00853	Praz.g_01499
OG0000661	Prab.g_00854	Praz.g_01498
OG0000662	Prab.g_00855	Praz.g_01497
OG0000663	Prab.g_00856	Praz.g_01496
OG0000664	Prab.g_00857	Praz.g_01495
OG0000665	Prab.g_00858	Praz.g_01494
OG0000666	Prab.g_00859	Praz.g_01493
OG0000667	Prab.g_00860	Praz.g_01492
OG0000668	Prab.g_00861	Praz.g_01491
OG0000669	Prab.g_00863	Praz.g_01489
OG0000670	Prab.g_00864	Praz.g_01488
OG0000671	Prab.g_00865	Praz.g_01487
OG0000672	Prab.g_00866	Praz.g_01486
OG0000673	Prab.g_00867	Praz.g_01485
OG0000674	Prab.g_00868	Praz.g_01484
OG0000675	Prab.g_00870	Praz.g_01482
OG0000676	Prab.g_00871	Praz.g_01481
OG0000677	Prab.g_00873	Praz.g_01478
OG0000678	Prab.g_00875	Praz.g_01476
OG0000679	Prab.g_00876	Praz.g_01475
OG0000680	Prab.g_00877	Praz.g_01474
OG0000681	Prab.g_00878	Praz.g_01473
OG0000682	Prab.g_00879	Praz.g_01472
OG0000683	Prab.g_00881	Praz.g_01470
OG0000684	Prab.g_00882	Praz.g_01469
OG0000685	Prab.g_00883	Praz.g_01468
OG0000686	Prab.g_00884	Praz.g_01467
OG0000687	Prab.g_00885	Praz.g_01466
OG0000688	Prab.g_00886	Praz.g_01465
OG0000689	Prab.g_00887	Praz.g_01464
OG0000690	Prab.g_00888	Praz.g_01463
OG0000691	Prab.g_00889	Praz.g_01462
OG0000692	Prab.g_00891	Praz.g_01460
OG0000693	Prab.g_00892	Praz.g_01459
OG0000694	Prab.g_00893	Praz.g_01458
OG0000695	Prab.g_00894	Praz.g_01457
OG0000696	Prab.g_00896	Praz.g_01456
OG0000697	Prab.g_00898	Praz.g_01454
OG0000698	Prab.g_00900	Praz.g_01452
OG0000699	Prab.g_00901	Praz.g_01451
OG0000700	Prab.g_01084	Praz.g_01424
OG0000701	Prab.g_01079	Praz.g_01420
OG0000702	Prab.g_01076	Praz.g_01417
OG0000703	Prab.g_01075	Praz.g_01416
OG0000704	Prab.g_01074	Praz.g_01415
OG0000705	Prab.g_01073	Praz.g_01414
OG0000706	Prab.g_01072	Praz.g_01413
OG0000707	Prab.g_01071	Praz.g_01411
OG0000708	Prab.g_01070	Praz.g_01410
OG0000709	Prab.g_01068	Praz.g_01408
OG0000710	Prab.g_01067	Praz.g_01407
OG0000711	Prab.g_01066	Praz.g_01406
OG0000712	Prab.g_01065	Praz.g_01405
OG0000713	Prab.g_01064	Praz.g_01404
OG0000714	Prab.g_01062	Praz.g_01402
OG0000715	Prab.g_01061	Praz.g_01401
OG0000716	Prab.g_01059	Praz.g_01399
OG0000717	Prab.g_01058	Praz.g_01398
OG0000718	Prab.g_01057	Praz.g_01397
OG0000719	Prab.g_01055	Praz.g_01395
OG0000720	Prab.g_01054	Praz.g_01394
OG0000721	Prab.g_01052	Praz.g_01392
OG0000722	Prab.g_01051	Praz.g_01391
OG0000723	Prab.g_01050	Praz.g_01390
OG0000724	Prab.g_01048	Praz.g_01388
OG0000725	Prab.g_01047	Praz.g_01387
OG0000726	Prab.g_01046	Praz.g_01386
OG0000727	Prab.g_01045	Praz.g_01385
OG0000728	Prab.g_01044	Praz.g_01384
OG0000729	Prab.g_01043	Praz.g_01383
OG0000730	Prab.g_01042	Praz.g_01382
OG0000731	Prab.g_01041	Praz.g_01381
OG0000732	Prab.g_01040	Praz.g_01380
OG0000733	Prab.g_01039	Praz.g_01379
OG0000734	Prab.g_01038	Praz.g_01378
OG0000735	Prab.g_01036	Praz.g_01376
OG0000736	Prab.g_01035	Praz.g_01375
OG0000737	Prab.g_01034	Praz.g_01374
OG0000738	Prab.g_01033	Praz.g_01373
OG0000739	Prab.g_01032	Praz.g_01372
OG0000740	Prab.g_01031	Praz.g_01371
OG0000741	Prab.g_01030	Praz.g_01370
OG0000742	Prab.g_01028	Praz.g_01368
OG0000743	Prab.g_01027	Praz.g_01367
OG0000744	Prab.g_01026	Praz.g_01366
OG0000745	Prab.g_01025	Praz.g_01365
OG0000746	Prab.g_01024	Praz.g_01364
OG0000747	Prab.g_01023	Praz.g_01363
OG0000748	Prab.g_01022	Praz.g_01362
OG0000749	Prab.g_01021	Praz.g_01361
OG0000750	Prab.g_01020	Praz.g_01360
OG0000751	Prab.g_01019	Praz.g_01359
OG0000752	Prab.g_01018	Praz.g_01358
OG0000753	Prab.g_01016	Praz.g_01356
OG0000754	Prab.g_01015	Praz.g_01355
OG0000755	Prab.g_01014	Praz.g_01354
OG0000756	Prab.g_01013	Praz.g_01353
OG0000757	Prab.g_01012	Praz.g_01352
OG0000758	Prab.g_01011	Praz.g_01351
OG0000759	Prab.g_01009	Praz.g_01349
OG0000760	Prab.g_01008	Praz.g_01348
OG0000761	Prab.g_01007	Praz.g_01347
OG0000762	Prab.g_01005	Praz.g_01345
OG0000763	Prab.g_01004	Praz.g_01344
OG0000764	Prab.g_01003	Praz.g_01343
OG0000765	Prab.g_01002	Praz.g_01342
OG0000766	Prab.g_01001	Praz.g_01341
OG0000767	Prab.g_00999	Praz.g_01339
OG0000768	Prab.g_00998	Praz.g_01338
OG0000769	Prab.g_00997	Praz.g_01337
OG0000770	Prab.g_00996	Praz.g_01336
OG0000771	Prab.g_00995	Praz.g_01335
OG0000772	Prab.g_00994	Praz.g_01334
OG0000773	Prab.g_00993	Praz.g_01333
OG0000774	Prab.g_00992	Praz.g_01332
OG0000775	Prab.g_00991	Praz.g_01331
OG0000776	Prab.g_00989	Praz.g_01329
OG0000777	Prab.g_00987	Praz.g_01327
OG0000778	Prab.g_00986	Praz.g_01326
OG0000779	Prab.g_00985	Praz.g_01325
OG0000780	Prab.g_00983	Praz.g_01323
OG0000781	Prab.g_00981	Praz.g_01321
OG0000782	Prab.g_00980	Praz.g_01320
OG0000783	Prab.g_00960	Praz.g_01308
OG0000784	Prab.g_00958	Praz.g_01306
OG0000785	Prab.g_00957	Praz.g_01305
OG0000786	Prab.g_00956	Praz.g_01304
OG0000787	Prab.g_00955	Praz.g_01303
OG0000788	Prab.g_00951	Praz.g_01299
OG0000789	Prab.g_00949	Praz.g_01297
OG0000790	Prab.g_00948	Praz.g_01296
OG0000791	Prab.g_00947	Praz.g_01294
OG0000792	Prab.g_00946	Praz.g_01293
OG0000793	Prab.g_00945	Praz.g_01292
OG0000794	Prab.g_00943	Praz.g_01290
OG0000795	Prab.g_00940	Praz.g_01287
OG0000796	Prab.g_00939	Praz.g_01286
OG0000797	Prab.g_00937	Praz.g_01284
OG0000798	Prab.g_00936	Praz.g_01283
OG0000799	Prab.g_00935	Praz.g_01282
OG0000800	Prab.g_00934	Praz.g_01281
OG0000801	Prab.g_00931	Praz.g_00064
OG0000802	Prab.g_00930	Praz.g_00065
OG0000803	Prab.g_00928	Praz.g_00067
OG0000804	Prab.g_00927	Praz.g_00068
OG0000805	Prab.g_00926	Praz.g_00069
OG0000806	Prab.g_00924	Praz.g_00071
OG0000807	Prab.g_01125	Praz.g_00096
OG0000808	Prab.g_01135	Praz.g_00105
OG0000809	Prab.g_01138	Praz.g_00108
OG0000810	Prab.g_01139	Praz.g_00109
OG0000811	Prab.g_01146	Praz.g_00116
OG0000812	Prab.g_01150	Praz.g_00060
OG0000813	Prab.g_01154	Praz.g_00056
OG0000814	Prab.g_01156	Praz.g_00054
OG0000815	Prab.g_01169	Praz.g_00040
OG0000816	Prab.g_01187	Praz.g_00024
OG0000817	Prab.g_01188	Praz.g_00023
OG0000818	Prab.g_01194	Praz.g_00018
OG0000819	Prab.g_01201	Praz.g_00011
OG0000820	Prab.g_01204	Praz.g_00007
OG0000821	Prab.g_01206	Praz.g_00005
OG0000822	Prab.g_01207	Praz.g_00004
OG0000823	Prab.g_01208	Praz.g_00003
OG0000824	Prab.g_01209	Praz.g_00002
OG0000825	Prab.g_01210	Praz.g_00001
OG0000826	Prab.g_01211	Praz.g_00763
OG0000827	Prab.g_01212	Praz.g_00762
OG0000828	Prab.g_01213	Praz.g_00761
OG0000829	Prab.g_01214	Praz.g_00760
OG0000830	Prab.g_01215	Praz.g_00759
OG0000831	Prab.g_01218	Praz.g_00756
OG0000832	Prab.g_01220	Praz.g_00754
OG0000833	Prab.g_01221	Praz.g_00753
OG0000834	Prab.g_01222	Praz.g_00751
OG0000835	Prab.g_01223	Praz.g_00750
OG0000836	Prab.g_01224	Praz.g_00749
OG0000837	Prab.g_01226	Praz.g_00747
OG0000838	Prab.g_01227	Praz.g_00746
OG0000839	Prab.g_01228	Praz.g_00745
OG0000840	Prab.g_01229	Praz.g_00744
OG0000841	Prab.g_01230	Praz.g_00743
OG0000842	Prab.g_01231	Praz.g_00742
OG0000843	Prab.g_01232	Praz.g_00741
OG0000844	Prab.g_01233	Praz.g_00740
OG0000845	Prab.g_01234	Praz.g_00739
OG0000846	Prab.g_01237	Praz.g_00736
OG0000847	Prab.g_01239	Praz.g_00734
OG0000848	Prab.g_01240	Praz.g_00733
OG0000849	Prab.g_01241	Praz.g_00732
OG0000850	Prab.g_01242	Praz.g_00731
OG0000851	Prab.g_01243	Praz.g_00730
OG0000852	Prab.g_01245	Praz.g_00728
OG0000853	Prab.g_01246	Praz.g_00727
OG0000854	Prab.g_01248	Praz.g_00725
OG0000855	Prab.g_01249	Praz.g_00724
OG0000856	Prab.g_01250	Praz.g_00723
OG0000857	Prab.g_01251	Praz.g_00722
OG0000858	Prab.g_01252	Praz.g_00721
OG0000859	Prab.g_01253	Praz.g_00720
OG0000860	Prab.g_01254	Praz.g_00719
OG0000861	Prab.g_01255	Praz.g_00718
OG0000862	Prab.g_01256	Praz.g_00717
OG0000863	Prab.g_01257	Praz.g_00716
OG0000864	Prab.g_01258	Praz.g_00715
OG0000865	Prab.g_01259	Praz.g_00714
OG0000866	Prab.g_01260	Praz.g_00713
OG0000867	Prab.g_01261	Praz.g_00712
OG0000868	Prab.g_01262	Praz.g_00711
OG0000869	Prab.g_01264	Praz.g_00709
OG0000870	Prab.g_01265	Praz.g_00708
OG0000871	Prab.g_01267	Praz.g_00706
OG0000872	Prab.g_01268	Praz.g_00705
OG0000873	Prab.g_01270	Praz.g_00703
OG0000874	Prab.g_01271	Praz.g_00702
OG0000875	Prab.g_01272	Praz.g_00701
OG0000876	Prab.g_01273	Praz.g_00700
OG0000877	Prab.g_01275	Praz.g_00698
OG0000878	Prab.g_01303	Praz.g_01205
OG0000879	Prab.g_01315	Praz.g_01191
OG0000880	Prab.g_01316	Praz.g_01190
OG0000881	Prab.g_01317	Praz.g_01189
OG0000882	Prab.g_01318	Praz.g_01188
OG0000883	Prab.g_01319	Praz.g_01187
OG0000884	Prab.g_01321	Praz.g_01185
OG0000885	Prab.g_01322	Praz.g_01184
OG0000886	Prab.g_01323	Praz.g_01183
OG0000887	Prab.g_01324	Praz.g_01182
OG0000888	Prab.g_01325	Praz.g_01181
OG0000889	Prab.g_01328	Praz.g_01178
OG0000890	Prab.g_01329	Praz.g_01177
OG0000891	Prab.g_01330	Praz.g_01176
OG0000892	Prab.g_01332	Praz.g_01174
OG0000893	Prab.g_01333	Praz.g_01173
OG0000894	Prab.g_01334	Praz.g_01172
OG0000895	Prab.g_01335	Praz.g_01171
OG0000896	Prab.g_01336	Praz.g_01170
OG0000897	Prab.g_01337	Praz.g_01169
OG0000898	Prab.g_01339	Praz.g_01167
OG0000899	Prab.g_01340	Praz.g_01166
OG0000900	Prab.g_01346	Praz.g_01157
OG0000901	Prab.g_01347	Praz.g_01153
OG0000902	Prab.g_01348	Praz.g_01152
OG0000903	Prab.g_01349	Praz.g_01151
OG0000904	Prab.g_01351	Praz.g_01149
OG0000905	Prab.g_01353	Praz.g_01147
OG0000906	Prab.g_01354	Praz.g_01145
OG0000907	Prab.g_01355	Praz.g_01144
OG0000908	Prab.g_01358	Praz.g_01141
OG0000909	Prab.g_01362	Praz.g_01137
OG0000910	Prab.g_01363	Praz.g_01136
OG0000911	Prab.g_01364	Praz.g_01135
OG0000912	Prab.g_01365	Praz.g_01134
OG0000913	Prab.g_01366	Praz.g_01133
OG0000914	Prab.g_01367	Praz.g_01132
OG0000915	Prab.g_01368	Praz.g_01131
OG0000916	Prab.g_01369	Praz.g_01130
OG0000917	Prab.g_01370	Praz.g_01129
OG0000918	Prab.g_01371	Praz.g_01128
OG0000919	Prab.g_01372	Praz.g_01127
OG0000920	Prab.g_01373	Praz.g_01126
OG0000921	Prab.g_01374	Praz.g_01125
OG0000922	Prab.g_01375	Praz.g_01124
OG0000923	Prab.g_01376	Praz.g_01123
OG0000924	Prab.g_01377	Praz.g_01122
OG0000925	Prab.g_01378	Praz.g_01121
OG0000926	Prab.g_01379	Praz.g_01097
OG0000927	Prab.g_01448	Praz.g_01059
OG0000928	Prab.g_01449	Praz.g_01058
OG0000929	Prab.g_01450	Praz.g_01057
OG0000930	Prab.g_01451	Praz.g_01056
OG0000931	Prab.g_01452	Praz.g_01055
OG0000932	Prab.g_01454	Praz.g_01053
OG0000933	Prab.g_01455	Praz.g_01052
OG0000934	Prab.g_01456	Praz.g_01051
OG0000935	Prab.g_01457	Praz.g_01050
OG0000936	Prab.g_01458	Praz.g_01049
OG0000937	Prab.g_01459	Praz.g_01048
OG0000938	Prab.g_01460	Praz.g_01047
OG0000939	Prab.g_01461	Praz.g_01046
OG0000940	Prab.g_01462	Praz.g_01045
OG0000941	Prab.g_01464	Praz.g_01043
OG0000942	Prab.g_01465	Praz.g_01042
OG0000943	Prab.g_01468	Praz.g_01039
OG0000944	Prab.g_01469	Praz.g_01038
OG0000945	Prab.g_01470	Praz.g_01037
OG0000946	Prab.g_01471	Praz.g_01036
OG0000947	Prab.g_01472	Praz.g_01035
OG0000948	Prab.g_01473	Praz.g_01034
OG0000949	Prab.g_01474	Praz.g_01033
OG0000950	Prab.g_01475	Praz.g_01032
OG0000951	Prab.g_01476	Praz.g_01031
OG0000952	Prab.g_01477	Praz.g_01030
OG0000953	Prab.g_01478	Praz.g_01029
OG0000954	Prab.g_01479	Praz.g_01028
OG0000955	Prab.g_01480	Praz.g_01027
OG0000956	Prab.g_01481	Praz.g_01026
OG0000957	Prab.g_01482	Praz.g_01025
OG0000958	Prab.g_01483	Praz.g_01024
OG0000959	Prab.g_01484	Praz.g_01023
OG0000960	Prab.g_01485	Praz.g_01022
OG0000961	Prab.g_01489	Praz.g_01018
OG0000962	Prab.g_01490	Praz.g_01017
OG0000963	Prab.g_01491	Praz.g_01016
OG0000964	Prab.g_01493	Praz.g_01014
OG0000965	Prab.g_01494	Praz.g_01013
OG0000966	Prab.g_01495	Praz.g_01012
OG0000967	Prab.g_01496	Praz.g_01011
OG0000968	Prab.g_01497	Praz.g_01010
OG0000969	Prab.g_01498	Praz.g_01009
OG0000970	Prab.g_01499	Praz.g_01008
OG0000971	Prab.g_01500	Praz.g_01007
OG0000972	Prab.g_01501	Praz.g_01006
OG0000973	Prab.g_01502	Praz.g_01005
OG0000974	Prab.g_01504	Praz.g_01003
OG0000975	Prab.g_01507	Praz.g_01000
OG0000976	Prab.g_01509	Praz.g_00998
OG0000977	Prab.g_01510	Praz.g_00997
OG0000978	Prab.g_01511	Praz.g_00996
OG0000979	Prab.g_01513	Praz.g_00994
OG0000980	Prab.g_01514	Praz.g_00993
OG0000981	Prab.g_01515	Praz.g_00992
OG0000982	Prab.g_01516	Praz.g_00991
OG0000983	Prab.g_01518	Praz.g_00989
OG0000984	Prab.g_01519	Praz.g_00988
OG0000985	Prab.g_01520	Praz.g_00987
OG0000986	Prab.g_01521	Praz.g_00986
OG0000987	Prab.g_01522	Praz.g_00985
OG0000988	Prab.g_01523	Praz.g_00984
OG0000989	Prab.g_01524	Praz.g_00983
OG0000990	Prab.g_01525	Praz.g_00982
OG0000991	Prab.g_01526	Praz.g_00981
OG0000992	Prab.g_01527	Praz.g_00980
OG0000993	Prab.g_01528	Praz.g_00979
OG0000994	Prab.g_01529	Praz.g_00978
OG0000995	Prab.g_01530	Praz.g_00977
OG0000996	Prab.g_01531	Praz.g_00976
OG0000997	Prab.g_01532	Praz.g_00975
OG0000998	Prab.g_01533	Praz.g_00974
OG0000999	Prab.g_01534	Praz.g_00973
OG0001000	Prab.g_01535	Praz.g_00972
OG0001001	Prab.g_01537	Praz.g_00970
OG0001002	Prab.g_01538	Praz.g_00969
OG0001003	Prab.g_01539	Praz.g_00968
OG0001004	Prab.g_01540	Praz.g_00967
OG0001005	Prab.g_01541	Praz.g_00966
OG0001006	Prab.g_01542	Praz.g_00965
OG0001007	Prab.g_01543	Praz.g_00964
OG0001008	Prab.g_01545	Praz.g_00962
OG0001009	Prab.g_01546	Praz.g_00961
OG0001010	Prab.g_01553	Praz.g_00953
OG0001011	Prab.g_01563	Praz.g_00946
OG0001012	Prab.g_01601	Praz.g_00918
OG0001013	Prab.g_01663	Praz.g_00883
OG0001014	Prab.g_01664	Praz.g_00882
OG0001015	Prab.g_01670	Praz.g_00876
OG0001016	Prab.g_01671	Praz.g_00875
OG0001017	Prab.g_01672	Praz.g_00874
OG0001018	Prab.g_01673	Praz.g_00873
OG0001019	Prab.g_01675	Praz.g_00871
OG0001020	Prab.g_01676	Praz.g_00870
OG0001021	Prab.g_01677	Praz.g_00869
OG0001022	Prab.g_01678	Praz.g_00868
OG0001023	Prab.g_01679	Praz.g_00867
OG0001024	Prab.g_01680	Praz.g_00866
OG0001025	Prab.g_01681	Praz.g_00865
OG0001026	Prab.g_01683	Praz.g_00863
OG0001027	Prab.g_01684	Praz.g_00862
OG0001028	Prab.g_01685	Praz.g_00861
OG0001029	Prab.g_01686	Praz.g_00860
OG0001030	Prab.g_01687	Praz.g_00859
OG0001031	Prab.g_01688	Praz.g_00858
OG0001032	Prab.g_01689	Praz.g_00857
OG0001033	Prab.g_01690	Praz.g_00856
OG0001034	Prab.g_01691	Praz.g_00855
OG0001035	Prab.g_01693	Praz.g_00853
OG0001036	Prab.g_01694	Praz.g_00852
OG0001037	Prab.g_01695	Praz.g_00851
OG0001038	Prab.g_01696	Praz.g_00850
OG0001039	Prab.g_01697	Praz.g_00849
OG0001040	Prab.g_01698	Praz.g_00848
OG0001041	Prab.g_01699	Praz.g_00847
OG0001042	Prab.g_01700	Praz.g_00846
OG0001043	Prab.g_01701	Praz.g_00845
OG0001044	Prab.g_01702	Praz.g_00844
OG0001045	Prab.g_01703	Praz.g_00843
OG0001046	Prab.g_01704	Praz.g_00842
OG0001047	Prab.g_01707	Praz.g_00839
OG0001048	Prab.g_01709	Praz.g_00837
OG0001049	Prab.g_01710	Praz.g_00836
OG0001050	Prab.g_01711	Praz.g_00835
OG0001051	Prab.g_01712	Praz.g_00834
OG0001052	Prab.g_01713	Praz.g_00833
OG0001053	Prab.g_01714	Praz.g_00831
OG0001054	Prab.g_01716	Praz.g_00830
OG0001055	Prab.g_01717	Praz.g_00829
OG0001056	Prab.g_01718	Praz.g_00828
OG0001057	Prab.g_01719	Praz.g_00827
OG0001058	Prab.g_01720	Praz.g_00826
OG0001059	Prab.g_01721	Praz.g_00825
OG0001060	Prab.g_01722	Praz.g_00824
OG0001061	Prab.g_01723	Praz.g_00823
OG0001062	Prab.g_01724	Praz.g_00822
OG0001063	Prab.g_01725	Praz.g_00821
OG0001064	Prab.g_01727	Praz.g_00340
OG0001065	Prab.g_01731	Praz.g_00335
OG0001066	Prab.g_01732	Praz.g_00334
OG0001067	Prab.g_01733	Praz.g_00333
OG0001068	Prab.g_01735	Praz.g_00331
OG0001069	Prab.g_01736	Praz.g_00330
OG0001070	Prab.g_01737	Praz.g_00329
OG0001071	Prab.g_01738	Praz.g_00328
OG0001072	Prab.g_01739	Praz.g_00327
OG0001073	Prab.g_01740	Praz.g_00326
OG0001074	Prab.g_01741	Praz.g_00325
OG0001075	Prab.g_01742	Praz.g_00324
OG0001076	Prab.g_01743	Praz.g_00323
OG0001077	Prab.g_01744	Praz.g_00322
OG0001078	Prab.g_01745	Praz.g_00321
OG0001079	Prab.g_01746	Praz.g_00320
OG0001080	Prab.g_01747	Praz.g_00319
OG0001081	Prab.g_01750	Praz.g_00316
OG0001082	Prab.g_01751	Praz.g_00315
OG0001083	Prab.g_01752	Praz.g_00314
OG0001084	Prab.g_01753	Praz.g_00312
OG0001085	Prab.g_01754	Praz.g_00311
OG0001086	Prab.g_01755	Praz.g_00310
OG0001087	Prab.g_01756	Praz.g_00309
OG0001088	Prab.g_01757	Praz.g_00308
OG0001089	Prab.g_01760	Praz.g_00305
OG0001090	Prab.g_01762	Praz.g_00303
OG0001091	Prab.g_01763	Praz.g_00302
OG0001092	Prab.g_01764	Praz.g_00301
OG0001093	Prab.g_01765	Praz.g_00300
OG0001094	Prab.g_01766	Praz.g_00299
OG0001095	Prab.g_01767	Praz.g_00298
OG0001096	Prab.g_01768	Praz.g_00297
OG0001097	Prab.g_01769	Praz.g_00296
OG0001098	Prab.g_01770	Praz.g_00295
OG0001099	Prab.g_01771	Praz.g_00294
OG0001100	Prab.g_01772	Praz.g_00293
OG0001101	Prab.g_01773	Praz.g_00292
OG0001102	Prab.g_01774	Praz.g_00291
OG0001103	Prab.g_01775	Praz.g_00290
OG0001104	Prab.g_01776	Praz.g_00289
OG0001105	Prab.g_01777	Praz.g_00288
OG0001106	Prab.g_01778	Praz.g_00287
OG0001107	Prab.g_01779	Praz.g_00286
OG0001108	Prab.g_01780	Praz.g_00285
OG0001109	Prab.g_01781	Praz.g_00284
OG0001110	Prab.g_01782	Praz.g_00283
OG0001111	Prab.g_01783	Praz.g_00282
OG0001112	Prab.g_01784	Praz.g_00281
OG0001113	Prab.g_01785	Praz.g_00280
OG0001114	Prab.g_01786	Praz.g_00279
OG0001115	Prab.g_01787	Praz.g_00278
OG0001116	Prab.g_01788	Praz.g_00277
OG0001117	Prab.g_01789	Praz.g_00276
OG0001118	Prab.g_01790	Praz.g_00275
OG0001119	Prab.g_01791	Praz.g_00274
OG0001120	Prab.g_01792	Praz.g_00273
OG0001121	Prab.g_01794	Praz.g_00271
OG0001122	Prab.g_01795	Praz.g_00270
OG0001123	Prab.g_01796	Praz.g_00269
OG0001124	Prab.g_01798	Praz.g_00267
OG0001125	Prab.g_01800	Praz.g_00265
OG0001126	Prab.g_01801	Praz.g_00264
OG0001127	Prab.g_01803	Praz.g_00262
OG0001128	Prab.g_01804	Praz.g_00261
OG0001129	Prab.g_01805	Praz.g_00260
OG0001130	Prab.g_01808	Praz.g_00257
OG0001131	Prab.g_01809	Praz.g_00256
OG0001132	Prab.g_01810	Praz.g_00255
OG0001133	Prab.g_01811	Praz.g_00254
OG0001134	Prab.g_01812	Praz.g_00253
OG0001135	Prab.g_01813	Praz.g_00252
OG0001136	Prab.g_01814	Praz.g_00251
OG0001137	Prab.g_01815	Praz.g_00250
OG0001138	Prab.g_01816	Praz.g_00249
OG0001139	Prab.g_01817	Praz.g_00248
OG0001140	Prab.g_01818	Praz.g_00247
OG0001141	Prab.g_01819	Praz.g_00246
OG0001142	Prab.g_01822	Praz.g_00242
OG0001143	Prab.g_01823	Praz.g_00241
OG0001144	Prab.g_01824	Praz.g_00240
OG0001145	Prab.g_01825	Praz.g_00239
OG0001146	Prab.g_01826	Praz.g_00238
OG0001147	Prab.g_01827	Praz.g_00237
OG0001148	Prab.g_01828	Praz.g_00236
OG0001149	Prab.g_01830	Praz.g_00234
OG0001150	Prab.g_01831	Praz.g_00233
OG0001151	Prab.g_01833	Praz.g_00231
OG0001152	Prab.g_01834	Praz.g_00230
OG0001153	Prab.g_01835	Praz.g_00229
OG0001154	Prab.g_01836	Praz.g_00227
OG0001155	Prab.g_01838	Praz.g_00225
OG0001156	Prab.g_01840	Praz.g_00223
OG0001157	Prab.g_01841	Praz.g_00222
