Orthogroup	Prab	Prbf
OG0000563	Prab.g_00646	Prbf.g_00989
OG0000564	Prab.g_00647	Prbf.g_00990
OG0000565	Prab.g_00648	Prbf.g_00991
OG0000566	Prab.g_00649	Prbf.g_00992
OG0000567	Prab.g_00650	Prbf.g_00993
OG0000568	Prab.g_00651	Prbf.g_00994
OG0000569	Prab.g_00652	Prbf.g_00995
OG0000570	Prab.g_00653	Prbf.g_00996
OG0000571	Prab.g_00654	Prbf.g_00997
OG0000572	Prab.g_00655	Prbf.g_00998
OG0000573	Prab.g_00658	Prbf.g_01001
OG0000574	Prab.g_00659	Prbf.g_01002
OG0000575	Prab.g_00660	Prbf.g_01003
OG0000576	Prab.g_00661	Prbf.g_01004
OG0000577	Prab.g_00662	Prbf.g_01005
OG0000578	Prab.g_00663	Prbf.g_01006
OG0000579	Prab.g_00664	Prbf.g_01007
OG0000580	Prab.g_00665	Prbf.g_01008
OG0000581	Prab.g_00666	Prbf.g_01009
OG0000582	Prab.g_00667	Prbf.g_01010
OG0000583	Prab.g_00668	Prbf.g_01011
OG0000584	Prab.g_00669	Prbf.g_01013
OG0000585	Prab.g_00670	Prbf.g_01014
OG0000586	Prab.g_00672	Prbf.g_01016
OG0000587	Prab.g_00673	Prbf.g_01017
OG0000588	Prab.g_00675	Prbf.g_01293
OG0000589	Prab.g_00676	Prbf.g_01292
OG0000590	Prab.g_00678	Prbf.g_01290
OG0000591	Prab.g_00684	Prbf.g_01284
OG0000592	Prab.g_00685	Prbf.g_01283
OG0000593	Prab.g_00686	Prbf.g_01282
OG0000594	Prab.g_00688	Prbf.g_01279
OG0000595	Prab.g_00689	Prbf.g_01278
OG0000596	Prab.g_00690	Prbf.g_01277
OG0000597	Prab.g_00692	Prbf.g_01275
OG0000598	Prab.g_00693	Prbf.g_01274
OG0000599	Prab.g_00694	Prbf.g_01273
OG0000600	Prab.g_00695	Prbf.g_01272
OG0000601	Prab.g_00697	Prbf.g_01269
OG0000602	Prab.g_00698	Prbf.g_01268
OG0000603	Prab.g_00699	Prbf.g_01267
OG0000604	Prab.g_00700	Prbf.g_01264
OG0000605	Prab.g_00701	Prbf.g_01263
OG0000606	Prab.g_00702	Prbf.g_01262
OG0000607	Prab.g_00704	Prbf.g_01260
OG0000608	Prab.g_00705	Prbf.g_01258
OG0000609	Prab.g_00711	Prbf.g_00404
OG0000610	Prab.g_00712	Prbf.g_01334
OG0000611	Prab.g_00724	Prbf.g_01252
OG0000612	Prab.g_00725	Prbf.g_01251
OG0000613	Prab.g_00726	Prbf.g_01030
OG0000614	Prab.g_00727	Prbf.g_01031
OG0000615	Prab.g_00729	Prbf.g_01033
OG0000616	Prab.g_00730	Prbf.g_01034
OG0000617	Prab.g_00731	Prbf.g_01035
OG0000618	Prab.g_00732	Prbf.g_01036
OG0000619	Prab.g_00733	Prbf.g_01037
OG0000620	Prab.g_00734	Prbf.g_01038
OG0000621	Prab.g_00735	Prbf.g_01039
OG0000622	Prab.g_00736	Prbf.g_01040
OG0000623	Prab.g_00737	Prbf.g_01041
OG0000624	Prab.g_00738	Prbf.g_01043
OG0000625	Prab.g_00739	Prbf.g_01044
OG0000626	Prab.g_00740	Prbf.g_01045
OG0000627	Prab.g_00741	Prbf.g_01046
OG0000628	Prab.g_00742	Prbf.g_01047
OG0000629	Prab.g_00743	Prbf.g_01048
OG0000630	Prab.g_00744	Prbf.g_01049
OG0000631	Prab.g_00746	Prbf.g_01051
OG0000632	Prab.g_00763	Prbf.g_01052
OG0000633	Prab.g_00768	Prbf.g_00280
OG0000634	Prab.g_00783	Prbf.g_00042
OG0000635	Prab.g_00804	Prbf.g_01929
OG0000636	Prab.g_00805	Prbf.g_01928
OG0000637	Prab.g_00806	Prbf.g_01927
OG0000638	Prab.g_00818	Prbf.g_01675
OG0000639	Prab.g_00827	Prbf.g_01150
OG0000640	Prab.g_00829	Prbf.g_01146
OG0000641	Prab.g_00831	Prbf.g_01144
OG0000642	Prab.g_00832	Prbf.g_01143
OG0000643	Prab.g_00833	Prbf.g_01142
OG0000644	Prab.g_00834	Prbf.g_01029
OG0000645	Prab.g_00835	Prbf.g_01250
OG0000646	Prab.g_00836	Prbf.g_01249
OG0000647	Prab.g_00837	Prbf.g_01248
OG0000648	Prab.g_00839	Prbf.g_01246
OG0000649	Prab.g_00840	Prbf.g_01245
OG0000650	Prab.g_00841	Prbf.g_01244
OG0000651	Prab.g_00842	Prbf.g_01243
OG0000652	Prab.g_00843	Prbf.g_01242
OG0000653	Prab.g_00844	Prbf.g_01241
OG0000654	Prab.g_00846	Prbf.g_01239
OG0000655	Prab.g_00848	Prbf.g_01237
OG0000656	Prab.g_00849	Prbf.g_01236
OG0000657	Prab.g_00850	Prbf.g_01235
OG0000658	Prab.g_00851	Prbf.g_01234
OG0000659	Prab.g_00852	Prbf.g_01233
OG0000660	Prab.g_00853	Prbf.g_01232
OG0000661	Prab.g_00854	Prbf.g_01231
OG0000662	Prab.g_00855	Prbf.g_01229
OG0000663	Prab.g_00856	Prbf.g_01228
OG0000664	Prab.g_00857	Prbf.g_01227
OG0000665	Prab.g_00858	Prbf.g_01226
OG0000666	Prab.g_00859	Prbf.g_01225
OG0000667	Prab.g_00860	Prbf.g_01224
OG0000668	Prab.g_00861	Prbf.g_01223
OG0000669	Prab.g_00863	Prbf.g_01221
OG0000670	Prab.g_00864	Prbf.g_01220
OG0000671	Prab.g_00865	Prbf.g_01219
OG0000672	Prab.g_00866	Prbf.g_01218
OG0000673	Prab.g_00867	Prbf.g_01217
OG0000674	Prab.g_00868	Prbf.g_01216
OG0000675	Prab.g_00870	Prbf.g_01214
OG0000676	Prab.g_00871	Prbf.g_01213
OG0000677	Prab.g_00873	Prbf.g_01210
OG0000678	Prab.g_00875	Prbf.g_01208
OG0000679	Prab.g_00876	Prbf.g_01206
OG0000680	Prab.g_00877	Prbf.g_01205
OG0000681	Prab.g_00878	Prbf.g_01204
OG0000682	Prab.g_00879	Prbf.g_01203
OG0000683	Prab.g_00881	Prbf.g_01201
OG0000684	Prab.g_00882	Prbf.g_01200
OG0000685	Prab.g_00883	Prbf.g_01199
OG0000686	Prab.g_00884	Prbf.g_01198
OG0000687	Prab.g_00885	Prbf.g_01197
OG0000688	Prab.g_00886	Prbf.g_01196
OG0000689	Prab.g_00887	Prbf.g_01195
OG0000690	Prab.g_00888	Prbf.g_01194
OG0000691	Prab.g_00889	Prbf.g_01193
OG0000692	Prab.g_00891	Prbf.g_01189
OG0000693	Prab.g_00892	Prbf.g_01188
OG0000694	Prab.g_00893	Prbf.g_01187
OG0000695	Prab.g_00894	Prbf.g_01186
OG0000696	Prab.g_00896	Prbf.g_01185
OG0000697	Prab.g_00898	Prbf.g_01183
OG0000698	Prab.g_00900	Prbf.g_01179
OG0000699	Prab.g_00901	Prbf.g_01178
OG0000700	Prab.g_01084	Prbf.g_00838
OG0000701	Prab.g_01079	Prbf.g_00833
OG0000702	Prab.g_01076	Prbf.g_01331
OG0000703	Prab.g_01075	Prbf.g_01329
OG0000704	Prab.g_01074	Prbf.g_01328
OG0000705	Prab.g_01073	Prbf.g_01326
OG0000706	Prab.g_01072	Prbf.g_01325
OG0000707	Prab.g_01071	Prbf.g_01323
OG0000708	Prab.g_01070	Prbf.g_01322
OG0000709	Prab.g_01068	Prbf.g_01320
OG0000710	Prab.g_01067	Prbf.g_01319
OG0000711	Prab.g_01066	Prbf.g_01318
OG0000712	Prab.g_01065	Prbf.g_01317
OG0000713	Prab.g_01064	Prbf.g_01316
OG0000714	Prab.g_01062	Prbf.g_01314
OG0000715	Prab.g_01061	Prbf.g_01313
OG0000716	Prab.g_01059	Prbf.g_01311
OG0000717	Prab.g_01058	Prbf.g_01310
OG0000718	Prab.g_01057	Prbf.g_01309
OG0000719	Prab.g_01055	Prbf.g_01307
OG0000720	Prab.g_01054	Prbf.g_01306
OG0000721	Prab.g_01052	Prbf.g_01303
OG0000722	Prab.g_01051	Prbf.g_01302
OG0000723	Prab.g_01050	Prbf.g_01301
OG0000724	Prab.g_01048	Prbf.g_01299
OG0000725	Prab.g_01047	Prbf.g_01298
OG0000726	Prab.g_01046	Prbf.g_01297
OG0000727	Prab.g_01045	Prbf.g_01296
OG0000728	Prab.g_01044	Prbf.g_01295
OG0000729	Prab.g_01043	Prbf.g_01294
OG0000730	Prab.g_01042	Prbf.g_01019
OG0000731	Prab.g_01041	Prbf.g_01021
OG0000732	Prab.g_01040	Prbf.g_01022
OG0000733	Prab.g_01039	Prbf.g_01023
OG0000734	Prab.g_01038	Prbf.g_01024
OG0000735	Prab.g_01036	Prbf.g_01026
OG0000736	Prab.g_01035	Prbf.g_01027
OG0000737	Prab.g_01034	Prbf.g_01028
OG0000738	Prab.g_01033	Prbf.g_01141
OG0000739	Prab.g_01032	Prbf.g_01140
OG0000740	Prab.g_01031	Prbf.g_01139
OG0000741	Prab.g_01030	Prbf.g_01138
OG0000742	Prab.g_01028	Prbf.g_01136
OG0000743	Prab.g_01027	Prbf.g_01135
OG0000744	Prab.g_01026	Prbf.g_01134
OG0000745	Prab.g_01025	Prbf.g_01133
OG0000746	Prab.g_01024	Prbf.g_01132
OG0000747	Prab.g_01023	Prbf.g_01131
OG0000748	Prab.g_01022	Prbf.g_01130
OG0000749	Prab.g_01021	Prbf.g_01129
OG0000750	Prab.g_01020	Prbf.g_01127
OG0000751	Prab.g_01019	Prbf.g_01126
OG0000752	Prab.g_01018	Prbf.g_01067
OG0000753	Prab.g_01016	Prbf.g_01124
OG0000754	Prab.g_01015	Prbf.g_01123
OG0000755	Prab.g_01014	Prbf.g_01122
OG0000756	Prab.g_01013	Prbf.g_01120
OG0000757	Prab.g_01012	Prbf.g_01119
OG0000758	Prab.g_01011	Prbf.g_01118
OG0000759	Prab.g_01009	Prbf.g_01116
OG0000760	Prab.g_01008	Prbf.g_01115
OG0000761	Prab.g_01007	Prbf.g_01114
OG0000762	Prab.g_01005	Prbf.g_01112
OG0000763	Prab.g_01004	Prbf.g_01111
OG0000764	Prab.g_01003	Prbf.g_01110
OG0000765	Prab.g_01002	Prbf.g_01109
OG0000766	Prab.g_01001	Prbf.g_01108
OG0000767	Prab.g_00999	Prbf.g_01106
OG0000768	Prab.g_00998	Prbf.g_01105
OG0000769	Prab.g_00997	Prbf.g_01104
OG0000770	Prab.g_00996	Prbf.g_01103
OG0000771	Prab.g_00995	Prbf.g_01102
OG0000772	Prab.g_00994	Prbf.g_00065
OG0000773	Prab.g_00993	Prbf.g_01100
OG0000774	Prab.g_00992	Prbf.g_01099
OG0000775	Prab.g_00991	Prbf.g_01098
OG0000776	Prab.g_00989	Prbf.g_01095
OG0000777	Prab.g_00987	Prbf.g_01094
OG0000778	Prab.g_00986	Prbf.g_01093
OG0000779	Prab.g_00985	Prbf.g_01092
OG0000780	Prab.g_00983	Prbf.g_01090
OG0000781	Prab.g_00981	Prbf.g_01088
OG0000782	Prab.g_00980	Prbf.g_01087
OG0000783	Prab.g_00960	Prbf.g_01083
OG0000784	Prab.g_00958	Prbf.g_01081
OG0000785	Prab.g_00957	Prbf.g_01080
OG0000786	Prab.g_00956	Prbf.g_01079
OG0000787	Prab.g_00955	Prbf.g_01078
OG0000788	Prab.g_00951	Prbf.g_01072
OG0000789	Prab.g_00949	Prbf.g_01069
OG0000790	Prab.g_00948	Prbf.g_01068
OG0000791	Prab.g_00947	Prbf.g_01065
OG0000792	Prab.g_00946	Prbf.g_01064
OG0000793	Prab.g_00945	Prbf.g_01063
OG0000794	Prab.g_00943	Prbf.g_01060
OG0000795	Prab.g_00940	Prbf.g_01159
OG0000796	Prab.g_00939	Prbf.g_01160
OG0000797	Prab.g_00937	Prbf.g_01162
OG0000798	Prab.g_00936	Prbf.g_01163
OG0000799	Prab.g_00935	Prbf.g_01164
OG0000800	Prab.g_00934	Prbf.g_01165
OG0000801	Prab.g_00931	Prbf.g_01168
OG0000802	Prab.g_00930	Prbf.g_01169
OG0000803	Prab.g_00928	Prbf.g_01171
OG0000804	Prab.g_00927	Prbf.g_01172
OG0000805	Prab.g_00926	Prbf.g_01173
OG0000806	Prab.g_00924	Prbf.g_01175
OG0000807	Prab.g_01125	Prbf.g_01705
OG0000808	Prab.g_01135	Prbf.g_00296
OG0000809	Prab.g_01138	Prbf.g_00870
OG0000810	Prab.g_01139	Prbf.g_01924
OG0000811	Prab.g_01146	Prbf.g_00048
OG0000812	Prab.g_01150	Prbf.g_00876
OG0000813	Prab.g_01154	Prbf.g_01684
OG0000814	Prab.g_01156	Prbf.g_00062
OG0000815	Prab.g_01169	Prbf.g_00094
OG0000816	Prab.g_01187	Prbf.g_00787
OG0000817	Prab.g_01188	Prbf.g_00786
OG0000818	Prab.g_01194	Prbf.g_00285
OG0000819	Prab.g_01201	Prbf.g_00896
OG0000820	Prab.g_01204	Prbf.g_00902
OG0000821	Prab.g_01206	Prbf.g_00904
OG0000822	Prab.g_01207	Prbf.g_00905
OG0000823	Prab.g_01208	Prbf.g_00906
OG0000824	Prab.g_01209	Prbf.g_00907
OG0000825	Prab.g_01210	Prbf.g_00908
OG0000826	Prab.g_01211	Prbf.g_00909
OG0000827	Prab.g_01212	Prbf.g_00910
OG0000828	Prab.g_01213	Prbf.g_00911
OG0000829	Prab.g_01214	Prbf.g_00912
OG0000830	Prab.g_01215	Prbf.g_00914
OG0000831	Prab.g_01218	Prbf.g_00917
OG0000832	Prab.g_01220	Prbf.g_00919
OG0000833	Prab.g_01221	Prbf.g_00920
OG0000834	Prab.g_01222	Prbf.g_00921
OG0000835	Prab.g_01223	Prbf.g_00922
OG0000836	Prab.g_01224	Prbf.g_00923
OG0000837	Prab.g_01226	Prbf.g_00926
OG0000838	Prab.g_01227	Prbf.g_00927
OG0000839	Prab.g_01228	Prbf.g_00928
OG0000840	Prab.g_01229	Prbf.g_00929
OG0000841	Prab.g_01230	Prbf.g_00930
OG0000842	Prab.g_01231	Prbf.g_00932
OG0000843	Prab.g_01232	Prbf.g_00933
OG0000844	Prab.g_01233	Prbf.g_00934
OG0000845	Prab.g_01234	Prbf.g_00935
OG0000846	Prab.g_01237	Prbf.g_00937
OG0000847	Prab.g_01239	Prbf.g_00939
OG0000848	Prab.g_01240	Prbf.g_00940
OG0000849	Prab.g_01241	Prbf.g_00943
OG0000850	Prab.g_01242	Prbf.g_00944
OG0000851	Prab.g_01243	Prbf.g_00946
OG0000852	Prab.g_01245	Prbf.g_00948
OG0000853	Prab.g_01246	Prbf.g_00950
OG0000854	Prab.g_01248	Prbf.g_00952
OG0000855	Prab.g_01249	Prbf.g_00953
OG0000856	Prab.g_01250	Prbf.g_00954
OG0000857	Prab.g_01251	Prbf.g_00955
OG0000858	Prab.g_01252	Prbf.g_00956
OG0000859	Prab.g_01253	Prbf.g_00957
OG0000860	Prab.g_01254	Prbf.g_00958
OG0000861	Prab.g_01255	Prbf.g_00959
OG0000862	Prab.g_01256	Prbf.g_00960
OG0000863	Prab.g_01257	Prbf.g_00961
OG0000864	Prab.g_01258	Prbf.g_00962
OG0000865	Prab.g_01259	Prbf.g_00963
OG0000866	Prab.g_01260	Prbf.g_00964
OG0000867	Prab.g_01261	Prbf.g_00965
OG0000868	Prab.g_01262	Prbf.g_00966
OG0000869	Prab.g_01264	Prbf.g_00968
OG0000870	Prab.g_01265	Prbf.g_00969
OG0000871	Prab.g_01267	Prbf.g_00970
OG0000872	Prab.g_01268	Prbf.g_00971
OG0000873	Prab.g_01270	Prbf.g_00973
OG0000874	Prab.g_01271	Prbf.g_00974
OG0000875	Prab.g_01272	Prbf.g_00975
OG0000876	Prab.g_01273	Prbf.g_00976
OG0000877	Prab.g_01275	Prbf.g_01914
OG0000878	Prab.g_01303	Prbf.g_00767
OG0000879	Prab.g_01315	Prbf.g_00037
OG0000880	Prab.g_01316	Prbf.g_00036
OG0000881	Prab.g_01317	Prbf.g_00035
OG0000882	Prab.g_01318	Prbf.g_00034
OG0000883	Prab.g_01319	Prbf.g_00033
OG0000884	Prab.g_01321	Prbf.g_00031
OG0000885	Prab.g_01322	Prbf.g_00030
OG0000886	Prab.g_01323	Prbf.g_00029
OG0000887	Prab.g_01324	Prbf.g_00028
OG0000888	Prab.g_01325	Prbf.g_00027
OG0000889	Prab.g_01328	Prbf.g_00024
OG0000890	Prab.g_01329	Prbf.g_00023
OG0000891	Prab.g_01330	Prbf.g_00022
OG0000892	Prab.g_01332	Prbf.g_00019
OG0000893	Prab.g_01333	Prbf.g_00018
OG0000894	Prab.g_01334	Prbf.g_00017
OG0000895	Prab.g_01335	Prbf.g_00016
OG0000896	Prab.g_01336	Prbf.g_00015
OG0000897	Prab.g_01337	Prbf.g_00014
OG0000898	Prab.g_01339	Prbf.g_00011
OG0000899	Prab.g_01340	Prbf.g_00010
OG0000900	Prab.g_01346	Prbf.g_00071
OG0000901	Prab.g_01347	Prbf.g_00002
OG0000902	Prab.g_01348	Prbf.g_01782
OG0000903	Prab.g_01349	Prbf.g_00853, Prbf.g_00066
OG0000904	Prab.g_01351	Prbf.g_00256
OG0000905	Prab.g_01353	Prbf.g_00875
OG0000906	Prab.g_01354	Prbf.g_00893
OG0000907	Prab.g_01355	Prbf.g_01181
OG0000908	Prab.g_01358	Prbf.g_00856
OG0000909	Prab.g_01362	Prbf.g_00097
OG0000910	Prab.g_01363	Prbf.g_00098
OG0000911	Prab.g_01364	Prbf.g_00099
OG0000912	Prab.g_01365	Prbf.g_00100
OG0000913	Prab.g_01366	Prbf.g_00101
OG0000914	Prab.g_01367	Prbf.g_00102
OG0000915	Prab.g_01368	Prbf.g_00103
OG0000916	Prab.g_01369	Prbf.g_00104
OG0000917	Prab.g_01370	Prbf.g_00105
OG0000918	Prab.g_01371	Prbf.g_00106
OG0000919	Prab.g_01372	Prbf.g_00107
OG0000920	Prab.g_01373	Prbf.g_00108
OG0000921	Prab.g_01374	Prbf.g_00109
OG0000922	Prab.g_01375	Prbf.g_00110
OG0000923	Prab.g_01376	Prbf.g_00111
OG0000924	Prab.g_01377	Prbf.g_00112
OG0000925	Prab.g_01378	Prbf.g_00113
OG0000926	Prab.g_01379	Prbf.g_00514
OG0000927	Prab.g_01448	Prbf.g_00140
OG0000928	Prab.g_01449	Prbf.g_00141
OG0000929	Prab.g_01450	Prbf.g_00142
OG0000930	Prab.g_01451	Prbf.g_00143
OG0000931	Prab.g_01452	Prbf.g_00144
OG0000932	Prab.g_01454	Prbf.g_00146
OG0000933	Prab.g_01455	Prbf.g_00147
OG0000934	Prab.g_01456	Prbf.g_00148
OG0000935	Prab.g_01457	Prbf.g_00149
OG0000936	Prab.g_01458	Prbf.g_00150
OG0000937	Prab.g_01459	Prbf.g_00151
OG0000938	Prab.g_01460	Prbf.g_00152
OG0000939	Prab.g_01461	Prbf.g_00153
OG0000940	Prab.g_01462	Prbf.g_00154
OG0000941	Prab.g_01464	Prbf.g_00155
OG0000942	Prab.g_01465	Prbf.g_00156
OG0000943	Prab.g_01468	Prbf.g_00159
OG0000944	Prab.g_01469	Prbf.g_00160
OG0000945	Prab.g_01470	Prbf.g_00161
OG0000946	Prab.g_01471	Prbf.g_00162
OG0000947	Prab.g_01472	Prbf.g_00163
OG0000948	Prab.g_01473	Prbf.g_00164
OG0000949	Prab.g_01474	Prbf.g_00165
OG0000950	Prab.g_01475	Prbf.g_00166
OG0000951	Prab.g_01476	Prbf.g_00167
OG0000952	Prab.g_01477	Prbf.g_00168
OG0000953	Prab.g_01478	Prbf.g_00169
OG0000954	Prab.g_01479	Prbf.g_00170
OG0000955	Prab.g_01480	Prbf.g_00171
OG0000956	Prab.g_01481	Prbf.g_00172
OG0000957	Prab.g_01482	Prbf.g_00173
OG0000958	Prab.g_01483	Prbf.g_00174
OG0000959	Prab.g_01484	Prbf.g_00175
OG0000960	Prab.g_01485	Prbf.g_00176
OG0000961	Prab.g_01489	Prbf.g_00180
OG0000962	Prab.g_01490	Prbf.g_00181
OG0000963	Prab.g_01491	Prbf.g_00182
OG0000964	Prab.g_01493	Prbf.g_00184
OG0000965	Prab.g_01494	Prbf.g_00185
OG0000966	Prab.g_01495	Prbf.g_00186
OG0000967	Prab.g_01496	Prbf.g_00187
OG0000968	Prab.g_01497	Prbf.g_00188
OG0000969	Prab.g_01498	Prbf.g_00189
OG0000970	Prab.g_01499	Prbf.g_00190
OG0000971	Prab.g_01500	Prbf.g_00191
OG0000972	Prab.g_01501	Prbf.g_00192
OG0000973	Prab.g_01502	Prbf.g_00193
OG0000974	Prab.g_01504	Prbf.g_00195
OG0000975	Prab.g_01507	Prbf.g_00201
OG0000976	Prab.g_01509	Prbf.g_00203
OG0000977	Prab.g_01510	Prbf.g_00205
OG0000978	Prab.g_01511	Prbf.g_00207
OG0000979	Prab.g_01513	Prbf.g_00209
OG0000980	Prab.g_01514	Prbf.g_00210
OG0000981	Prab.g_01515	Prbf.g_00211
OG0000982	Prab.g_01516	Prbf.g_00212
OG0000983	Prab.g_01518	Prbf.g_00214
OG0000984	Prab.g_01519	Prbf.g_00215
OG0000985	Prab.g_01520	Prbf.g_00216
OG0000986	Prab.g_01521	Prbf.g_00217
OG0000987	Prab.g_01522	Prbf.g_00218
OG0000988	Prab.g_01523	Prbf.g_00219
OG0000989	Prab.g_01524	Prbf.g_00220
OG0000990	Prab.g_01525	Prbf.g_00221
OG0000991	Prab.g_01526	Prbf.g_00222
OG0000992	Prab.g_01527	Prbf.g_00223
OG0000993	Prab.g_01528	Prbf.g_00224
OG0000994	Prab.g_01529	Prbf.g_00225
OG0000995	Prab.g_01530	Prbf.g_00226
OG0000996	Prab.g_01531	Prbf.g_00227
OG0000997	Prab.g_01532	Prbf.g_00228
OG0000998	Prab.g_01533	Prbf.g_00229
OG0000999	Prab.g_01534	Prbf.g_00230
OG0001000	Prab.g_01535	Prbf.g_00231
OG0001001	Prab.g_01537	Prbf.g_00233
OG0001002	Prab.g_01538	Prbf.g_00234
OG0001003	Prab.g_01539	Prbf.g_00235
OG0001004	Prab.g_01540	Prbf.g_00236
OG0001005	Prab.g_01541	Prbf.g_00239
OG0001006	Prab.g_01542	Prbf.g_00240
OG0001007	Prab.g_01543	Prbf.g_00241
OG0001008	Prab.g_01545	Prbf.g_00243
OG0001009	Prab.g_01546	Prbf.g_00244
OG0001010	Prab.g_01553	Prbf.g_00750
OG0001011	Prab.g_01563	Prbf.g_01911
OG0001012	Prab.g_01601	Prbf.g_01230
OG0001013	Prab.g_01663	Prbf.g_00700
OG0001014	Prab.g_01664	Prbf.g_00699
OG0001015	Prab.g_01670	Prbf.g_00692
OG0001016	Prab.g_01671	Prbf.g_00691
OG0001017	Prab.g_01672	Prbf.g_00690
OG0001018	Prab.g_01673	Prbf.g_00689
OG0001019	Prab.g_01675	Prbf.g_00687
OG0001020	Prab.g_01676	Prbf.g_00686
OG0001021	Prab.g_01677	Prbf.g_00685
OG0001022	Prab.g_01678	Prbf.g_00684
OG0001023	Prab.g_01679	Prbf.g_00683
OG0001024	Prab.g_01680	Prbf.g_00681
OG0001025	Prab.g_01681	Prbf.g_00680
OG0001026	Prab.g_01683	Prbf.g_00679
OG0001027	Prab.g_01684	Prbf.g_00678
OG0001028	Prab.g_01685	Prbf.g_00677
OG0001029	Prab.g_01686	Prbf.g_00676
OG0001030	Prab.g_01687	Prbf.g_00675
OG0001031	Prab.g_01688	Prbf.g_00674
OG0001032	Prab.g_01689	Prbf.g_00673
OG0001033	Prab.g_01690	Prbf.g_00672
OG0001034	Prab.g_01691	Prbf.g_00671
OG0001035	Prab.g_01693	Prbf.g_00669
OG0001036	Prab.g_01694	Prbf.g_00668
OG0001037	Prab.g_01695	Prbf.g_00667
OG0001038	Prab.g_01696	Prbf.g_00666
OG0001039	Prab.g_01697	Prbf.g_00665
OG0001040	Prab.g_01698	Prbf.g_00664
OG0001041	Prab.g_01699	Prbf.g_00663
OG0001042	Prab.g_01700	Prbf.g_00662
OG0001043	Prab.g_01701	Prbf.g_00661
OG0001044	Prab.g_01702	Prbf.g_00660
OG0001045	Prab.g_01703	Prbf.g_00659
OG0001046	Prab.g_01704	Prbf.g_00658
OG0001047	Prab.g_01707	Prbf.g_00655
OG0001048	Prab.g_01709	Prbf.g_00653
OG0001049	Prab.g_01710	Prbf.g_00652
OG0001050	Prab.g_01711	Prbf.g_00651
OG0001051	Prab.g_01712	Prbf.g_00650
OG0001052	Prab.g_01713	Prbf.g_00649
OG0001053	Prab.g_01714	Prbf.g_00647
OG0001054	Prab.g_01716	Prbf.g_00645
OG0001055	Prab.g_01717	Prbf.g_00644
OG0001056	Prab.g_01718	Prbf.g_00643
OG0001057	Prab.g_01719	Prbf.g_00642
OG0001058	Prab.g_01720	Prbf.g_00641
OG0001059	Prab.g_01721	Prbf.g_00640
OG0001060	Prab.g_01722	Prbf.g_00639
OG0001061	Prab.g_01723	Prbf.g_00638
OG0001062	Prab.g_01724	Prbf.g_00637
OG0001063	Prab.g_01725	Prbf.g_00636
OG0001064	Prab.g_01727	Prbf.g_00634
OG0001065	Prab.g_01731	Prbf.g_00630
OG0001066	Prab.g_01732	Prbf.g_00628
OG0001067	Prab.g_01733	Prbf.g_00627
OG0001068	Prab.g_01735	Prbf.g_00624
OG0001069	Prab.g_01736	Prbf.g_00623
OG0001070	Prab.g_01737	Prbf.g_00622
OG0001071	Prab.g_01738	Prbf.g_00621
OG0001072	Prab.g_01739	Prbf.g_00620
OG0001073	Prab.g_01740	Prbf.g_00619
OG0001074	Prab.g_01741	Prbf.g_00618
OG0001075	Prab.g_01742	Prbf.g_00617
OG0001076	Prab.g_01743	Prbf.g_00616
OG0001077	Prab.g_01744	Prbf.g_00615
OG0001078	Prab.g_01745	Prbf.g_00614
OG0001079	Prab.g_01746	Prbf.g_00613
OG0001080	Prab.g_01747	Prbf.g_00612
OG0001081	Prab.g_01750	Prbf.g_00608
OG0001082	Prab.g_01751	Prbf.g_00607
OG0001083	Prab.g_01752	Prbf.g_00604
OG0001084	Prab.g_01753	Prbf.g_00605
OG0001085	Prab.g_01754	Prbf.g_00606
OG0001086	Prab.g_01755	Prbf.g_00609
OG0001087	Prab.g_01756	Prbf.g_00610
OG0001088	Prab.g_01757	Prbf.g_00611
OG0001089	Prab.g_01760	Prbf.g_00601
OG0001090	Prab.g_01762	Prbf.g_00599
OG0001091	Prab.g_01763	Prbf.g_00598
OG0001092	Prab.g_01764	Prbf.g_00597
OG0001093	Prab.g_01765	Prbf.g_00596
OG0001094	Prab.g_01766	Prbf.g_00595
OG0001095	Prab.g_01767	Prbf.g_00594
OG0001096	Prab.g_01768	Prbf.g_00593
OG0001097	Prab.g_01769	Prbf.g_00592
OG0001098	Prab.g_01770	Prbf.g_00591
OG0001099	Prab.g_01771	Prbf.g_00590
OG0001100	Prab.g_01772	Prbf.g_00589
OG0001101	Prab.g_01773	Prbf.g_00588
OG0001102	Prab.g_01774	Prbf.g_00587
OG0001103	Prab.g_01775	Prbf.g_00586
OG0001104	Prab.g_01776	Prbf.g_00585
OG0001105	Prab.g_01777	Prbf.g_00584
OG0001106	Prab.g_01778	Prbf.g_00583
OG0001107	Prab.g_01779	Prbf.g_00582
OG0001108	Prab.g_01780	Prbf.g_00581
OG0001109	Prab.g_01781	Prbf.g_00580
OG0001110	Prab.g_01782	Prbf.g_00579
OG0001111	Prab.g_01783	Prbf.g_00578
OG0001112	Prab.g_01784	Prbf.g_00577
OG0001113	Prab.g_01785	Prbf.g_00576
OG0001114	Prab.g_01786	Prbf.g_00575
OG0001115	Prab.g_01787	Prbf.g_00574
OG0001116	Prab.g_01788	Prbf.g_00573
OG0001117	Prab.g_01789	Prbf.g_00572
OG0001118	Prab.g_01790	Prbf.g_00571
OG0001119	Prab.g_01791	Prbf.g_00570
OG0001120	Prab.g_01792	Prbf.g_00569
