Orthogroup	Prab	Prbj
OG0000575	Prab.g_00660	Prbj.g_00804
OG0000576	Prab.g_00661	Prbj.g_00805
OG0000577	Prab.g_00662	Prbj.g_00806
OG0000578	Prab.g_00663	Prbj.g_00807
OG0000579	Prab.g_00664	Prbj.g_00809
OG0000580	Prab.g_00665	Prbj.g_00812
OG0000581	Prab.g_00666	Prbj.g_00813
OG0000582	Prab.g_00667	Prbj.g_00815
OG0000583	Prab.g_00668	Prbj.g_00816
OG0000584	Prab.g_00669	Prbj.g_00818
OG0000585	Prab.g_00670	Prbj.g_00819
OG0000586	Prab.g_00672	Prbj.g_00821
OG0000587	Prab.g_00673	Prbj.g_00822
OG0000588	Prab.g_00675	Prbj.g_00825
OG0000589	Prab.g_00676	Prbj.g_02707
OG0000590	Prab.g_00678	Prbj.g_01466
OG0000591	Prab.g_00684	Prbj.g_00184
OG0000592	Prab.g_00685	Prbj.g_00760
OG0000593	Prab.g_00686	Prbj.g_00248
OG0000594	Prab.g_00688	Prbj.g_02453
OG0000595	Prab.g_00689	Prbj.g_02636
OG0000596	Prab.g_00690	Prbj.g_00943
OG0000597	Prab.g_00692	Prbj.g_00921
OG0000598	Prab.g_00693	Prbj.g_00927
OG0000599	Prab.g_00694	Prbj.g_00931
OG0000600	Prab.g_00695	Prbj.g_00932
OG0000601	Prab.g_00697	Prbj.g_00946
OG0000602	Prab.g_00698	Prbj.g_00947
OG0000603	Prab.g_00699	Prbj.g_00948
OG0000604	Prab.g_00700	Prbj.g_00754
OG0000605	Prab.g_00701	Prbj.g_00755
OG0000606	Prab.g_00702	Prbj.g_00757
OG0000607	Prab.g_00704	Prbj.g_00759
OG0000608	Prab.g_00705	Prbj.g_02373
OG0000609	Prab.g_00711	Prbj.g_02057
OG0000610	Prab.g_00712	Prbj.g_00168
OG0000611	Prab.g_00724	Prbj.g_02180
OG0000612	Prab.g_00725	Prbj.g_02181
OG0000613	Prab.g_00726	Prbj.g_02182
OG0000614	Prab.g_00727	Prbj.g_02183
OG0000615	Prab.g_00729	Prbj.g_02184
OG0000616	Prab.g_00730	Prbj.g_02185
OG0000617	Prab.g_00731	Prbj.g_02186
OG0000618	Prab.g_00732	Prbj.g_02187
OG0000619	Prab.g_00733	Prbj.g_02189
OG0000620	Prab.g_00734	Prbj.g_02190
OG0000621	Prab.g_00735	Prbj.g_02191
OG0000622	Prab.g_00736	Prbj.g_02192
OG0000623	Prab.g_00737	Prbj.g_02193
OG0000624	Prab.g_00738	Prbj.g_02194
OG0000625	Prab.g_00739	Prbj.g_02195
OG0000626	Prab.g_00740	Prbj.g_02196
OG0000627	Prab.g_00741	Prbj.g_02320
OG0000628	Prab.g_00742	Prbj.g_02319
OG0000629	Prab.g_00743	Prbj.g_02316
OG0000630	Prab.g_00744	Prbj.g_02315
OG0000631	Prab.g_00746	Prbj.g_02312
OG0000632	Prab.g_00763	Prbj.g_00773
OG0000633	Prab.g_00768	Prbj.g_01884
OG0000634	Prab.g_00783	Prbj.g_01607
OG0000635	Prab.g_00804	Prbj.g_02276
OG0000636	Prab.g_00805	Prbj.g_02277
OG0000637	Prab.g_00806	Prbj.g_02278
OG0000638	Prab.g_00818	Prbj.g_00347
OG0000639	Prab.g_00827	Prbj.g_01337
OG0000640	Prab.g_00829	Prbj.g_02311
OG0000641	Prab.g_00831	Prbj.g_02306
OG0000642	Prab.g_00832	Prbj.g_02305
OG0000643	Prab.g_00833	Prbj.g_02304
OG0000644	Prab.g_00834	Prbj.g_02406
OG0000645	Prab.g_00835	Prbj.g_02407
OG0000646	Prab.g_00836	Prbj.g_02408
OG0000647	Prab.g_00837	Prbj.g_02409
OG0000648	Prab.g_00839	Prbj.g_02411
OG0000649	Prab.g_00840	Prbj.g_02412
OG0000650	Prab.g_00841	Prbj.g_02413
OG0000651	Prab.g_00842	Prbj.g_02414
OG0000652	Prab.g_00843	Prbj.g_02415
OG0000653	Prab.g_00844	Prbj.g_02416
OG0000654	Prab.g_00846	Prbj.g_02418
OG0000655	Prab.g_00848	Prbj.g_02420
OG0000656	Prab.g_00849	Prbj.g_02421
OG0000657	Prab.g_00850	Prbj.g_02422
OG0000658	Prab.g_00851	Prbj.g_02423
OG0000659	Prab.g_00852	Prbj.g_02424
OG0000660	Prab.g_00853	Prbj.g_02425
OG0000661	Prab.g_00854	Prbj.g_02427
OG0000662	Prab.g_00855	Prbj.g_02430
OG0000663	Prab.g_00856	Prbj.g_02431
OG0000664	Prab.g_00857	Prbj.g_02432
OG0000665	Prab.g_00858	Prbj.g_02433
OG0000666	Prab.g_00859	Prbj.g_02434
OG0000667	Prab.g_00860	Prbj.g_02435
OG0000668	Prab.g_00861	Prbj.g_02436
OG0000669	Prab.g_00863	Prbj.g_02438
OG0000670	Prab.g_00864	Prbj.g_02439
OG0000671	Prab.g_00865	Prbj.g_02440
OG0000672	Prab.g_00866	Prbj.g_02441
OG0000673	Prab.g_00867	Prbj.g_02442
OG0000674	Prab.g_00868	Prbj.g_02443
OG0000675	Prab.g_00870	Prbj.g_02470
OG0000676	Prab.g_00871	Prbj.g_02471
OG0000677	Prab.g_00873	Prbj.g_02474
OG0000678	Prab.g_00875	Prbj.g_02476
OG0000679	Prab.g_00876	Prbj.g_02478
OG0000680	Prab.g_00877	Prbj.g_02479
OG0000681	Prab.g_00878	Prbj.g_02480
OG0000682	Prab.g_00879	Prbj.g_02481
OG0000683	Prab.g_00881	Prbj.g_02483
OG0000684	Prab.g_00882	Prbj.g_02484
OG0000685	Prab.g_00883	Prbj.g_02485
OG0000686	Prab.g_00884	Prbj.g_02486
OG0000687	Prab.g_00885	Prbj.g_02487
OG0000688	Prab.g_00886	Prbj.g_02488
OG0000689	Prab.g_00887	Prbj.g_02490
OG0000690	Prab.g_00888	Prbj.g_02491
OG0000691	Prab.g_00889	Prbj.g_02492
OG0000692	Prab.g_00891	Prbj.g_02503
OG0000693	Prab.g_00892	Prbj.g_02504
OG0000694	Prab.g_00893	Prbj.g_02507
OG0000695	Prab.g_00894	Prbj.g_02511
OG0000696	Prab.g_00896	Prbj.g_02512
OG0000697	Prab.g_00898	Prbj.g_02514
OG0000698	Prab.g_00900	Prbj.g_02323
OG0000699	Prab.g_00901	Prbj.g_02199
OG0000700	Prab.g_01084	Prbj.g_02215
OG0000701	Prab.g_01079	Prbj.g_01553
OG0000702	Prab.g_01076	Prbj.g_02523
OG0000703	Prab.g_01075	Prbj.g_02333
OG0000704	Prab.g_01074	Prbj.g_00044
OG0000705	Prab.g_01073	Prbj.g_02334
OG0000706	Prab.g_01072	Prbj.g_02335
OG0000707	Prab.g_01071	Prbj.g_02337
OG0000708	Prab.g_01070	Prbj.g_02338
OG0000709	Prab.g_01068	Prbj.g_02340
OG0000710	Prab.g_01067	Prbj.g_02341
OG0000711	Prab.g_01066	Prbj.g_02342
OG0000712	Prab.g_01065	Prbj.g_02343
OG0000713	Prab.g_01064	Prbj.g_02344
OG0000714	Prab.g_01062	Prbj.g_02352
OG0000715	Prab.g_01061	Prbj.g_02354
OG0000716	Prab.g_01059	Prbj.g_02359
OG0000717	Prab.g_01058	Prbj.g_02361
OG0000718	Prab.g_01057	Prbj.g_02364
OG0000719	Prab.g_01055	Prbj.g_02379
OG0000720	Prab.g_01054	Prbj.g_02380
OG0000721	Prab.g_01052	Prbj.g_02382
OG0000722	Prab.g_01051	Prbj.g_02383
OG0000723	Prab.g_01050	Prbj.g_02384
OG0000724	Prab.g_01048	Prbj.g_02397
OG0000725	Prab.g_01047	Prbj.g_02396
OG0000726	Prab.g_01046	Prbj.g_02395
OG0000727	Prab.g_01045	Prbj.g_02394
OG0000728	Prab.g_01044	Prbj.g_02393
OG0000729	Prab.g_01043	Prbj.g_02391
OG0000730	Prab.g_01042	Prbj.g_02388
OG0000731	Prab.g_01041	Prbj.g_02399
OG0000732	Prab.g_01040	Prbj.g_02400
OG0000733	Prab.g_01039	Prbj.g_02401
OG0000734	Prab.g_01038	Prbj.g_02402
OG0000735	Prab.g_01036	Prbj.g_02403
OG0000736	Prab.g_01035	Prbj.g_02404
OG0000737	Prab.g_01034	Prbj.g_02405
OG0000738	Prab.g_01033	Prbj.g_02303
OG0000739	Prab.g_01032	Prbj.g_02302
OG0000740	Prab.g_01031	Prbj.g_02301
OG0000741	Prab.g_01030	Prbj.g_02299
OG0000742	Prab.g_01028	Prbj.g_02297
OG0000743	Prab.g_01027	Prbj.g_02296
OG0000744	Prab.g_01026	Prbj.g_02294
OG0000745	Prab.g_01025	Prbj.g_02293
OG0000746	Prab.g_01024	Prbj.g_02292
OG0000747	Prab.g_01023	Prbj.g_00694
OG0000748	Prab.g_01022	Prbj.g_02284
OG0000749	Prab.g_01021	Prbj.g_02283
OG0000750	Prab.g_01020	Prbj.g_02281
OG0000751	Prab.g_01019	Prbj.g_02280
OG0000752	Prab.g_01018	Prbj.g_01984
OG0000753	Prab.g_01016	Prbj.g_02275
OG0000754	Prab.g_01015	Prbj.g_02274
OG0000755	Prab.g_01014	Prbj.g_02273
OG0000756	Prab.g_01013	Prbj.g_02271
OG0000757	Prab.g_01012	Prbj.g_02270
OG0000758	Prab.g_01011	Prbj.g_02269
OG0000759	Prab.g_01009	Prbj.g_02264
OG0000760	Prab.g_01008	Prbj.g_02263
OG0000761	Prab.g_01007	Prbj.g_02261
OG0000762	Prab.g_01005	Prbj.g_02259
OG0000763	Prab.g_01004	Prbj.g_02257
OG0000764	Prab.g_01003	Prbj.g_02255
OG0000765	Prab.g_01002	Prbj.g_02254
OG0000766	Prab.g_01001	Prbj.g_02253
OG0000767	Prab.g_00999	Prbj.g_02251
OG0000768	Prab.g_00998	Prbj.g_02250
OG0000769	Prab.g_00997	Prbj.g_02249
OG0000770	Prab.g_00996	Prbj.g_02248
OG0000771	Prab.g_00995	Prbj.g_02247
OG0000772	Prab.g_00994	Prbj.g_00722
OG0000773	Prab.g_00993	Prbj.g_02245
OG0000774	Prab.g_00992	Prbj.g_02243
OG0000775	Prab.g_00991	Prbj.g_02241
OG0000776	Prab.g_00989	Prbj.g_02237
OG0000777	Prab.g_00987	Prbj.g_02236
OG0000778	Prab.g_00986	Prbj.g_02235
OG0000779	Prab.g_00985	Prbj.g_02231
OG0000780	Prab.g_00983	Prbj.g_02229
OG0000781	Prab.g_00981	Prbj.g_02225
OG0000782	Prab.g_00980	Prbj.g_02224
OG0000783	Prab.g_00960	Prbj.g_02219
OG0000784	Prab.g_00958	Prbj.g_02217
OG0000785	Prab.g_00957	Prbj.g_02216
OG0000786	Prab.g_00956	Prbj.g_02214
OG0000787	Prab.g_00955	Prbj.g_02213
OG0000788	Prab.g_00951	Prbj.g_02207
OG0000789	Prab.g_00949	Prbj.g_02204
OG0000790	Prab.g_00948	Prbj.g_01985
OG0000791	Prab.g_00947	Prbj.g_02203
OG0000792	Prab.g_00946	Prbj.g_02202
OG0000793	Prab.g_00945	Prbj.g_02201
OG0000794	Prab.g_00943	Prbj.g_02198
OG0000795	Prab.g_00940	Prbj.g_01850
OG0000796	Prab.g_00939	Prbj.g_01849
OG0000797	Prab.g_00937	Prbj.g_01846
OG0000798	Prab.g_00936	Prbj.g_01845
OG0000799	Prab.g_00935	Prbj.g_01844
OG0000800	Prab.g_00934	Prbj.g_01843
OG0000801	Prab.g_00931	Prbj.g_01840
OG0000802	Prab.g_00930	Prbj.g_01839
OG0000803	Prab.g_00928	Prbj.g_01836
OG0000804	Prab.g_00927	Prbj.g_01835
OG0000805	Prab.g_00926	Prbj.g_01834
OG0000806	Prab.g_00924	Prbj.g_01833
OG0000807	Prab.g_01125	Prbj.g_02687
OG0000808	Prab.g_01135	Prbj.g_02537
OG0000809	Prab.g_01138	Prbj.g_01669
OG0000810	Prab.g_01139	Prbj.g_00696
OG0000811	Prab.g_01146	Prbj.g_01289
OG0000812	Prab.g_01150	Prbj.g_00343
OG0000813	Prab.g_01154	Prbj.g_00333
OG0000814	Prab.g_01156	Prbj.g_00634
OG0000815	Prab.g_01169	Prbj.g_02555
OG0000816	Prab.g_01187	Prbj.g_01997
OG0000817	Prab.g_01188	Prbj.g_01991
OG0000818	Prab.g_01194	Prbj.g_01336
OG0000819	Prab.g_01201	Prbj.g_00641
OG0000820	Prab.g_01204	Prbj.g_00627
OG0000821	Prab.g_01206	Prbj.g_00953
OG0000822	Prab.g_01207	Prbj.g_00954
OG0000823	Prab.g_01208	Prbj.g_00955
OG0000824	Prab.g_01209	Prbj.g_00956
OG0000825	Prab.g_01210	Prbj.g_00958
OG0000826	Prab.g_01211	Prbj.g_00959
OG0000827	Prab.g_01212	Prbj.g_00962
OG0000828	Prab.g_01213	Prbj.g_00964
OG0000829	Prab.g_01214	Prbj.g_00965
OG0000830	Prab.g_01215	Prbj.g_00968
OG0000831	Prab.g_01218	Prbj.g_00970
OG0000832	Prab.g_01220	Prbj.g_00972
OG0000833	Prab.g_01221	Prbj.g_00973
OG0000834	Prab.g_01222	Prbj.g_00846
OG0000835	Prab.g_01223	Prbj.g_00845
OG0000836	Prab.g_01224	Prbj.g_00844
OG0000837	Prab.g_01226	Prbj.g_00834
OG0000838	Prab.g_01227	Prbj.g_00832
OG0000839	Prab.g_01228	Prbj.g_00831
OG0000840	Prab.g_01229	Prbj.g_00830
OG0000841	Prab.g_01230	Prbj.g_00829
OG0000842	Prab.g_01231	Prbj.g_00304
OG0000843	Prab.g_01232	Prbj.g_00305
OG0000844	Prab.g_01233	Prbj.g_00307
OG0000845	Prab.g_01234	Prbj.g_00308
OG0000846	Prab.g_01237	Prbj.g_00311
OG0000847	Prab.g_01239	Prbj.g_00312
OG0000848	Prab.g_01240	Prbj.g_01910
OG0000849	Prab.g_01241	Prbj.g_01913
OG0000850	Prab.g_01242	Prbj.g_01914
OG0000851	Prab.g_01243	Prbj.g_00002
OG0000852	Prab.g_01245	Prbj.g_00004
OG0000853	Prab.g_01246	Prbj.g_00006
OG0000854	Prab.g_01248	Prbj.g_00008
OG0000855	Prab.g_01249	Prbj.g_00009
OG0000856	Prab.g_01250	Prbj.g_00010
OG0000857	Prab.g_01251	Prbj.g_00011
OG0000858	Prab.g_01252	Prbj.g_00012
OG0000859	Prab.g_01253	Prbj.g_00013
OG0000860	Prab.g_01254	Prbj.g_00014
OG0000861	Prab.g_01255	Prbj.g_01908
OG0000862	Prab.g_01256	Prbj.g_01907
OG0000863	Prab.g_01257	Prbj.g_01906
OG0000864	Prab.g_01258	Prbj.g_01905
OG0000865	Prab.g_01259	Prbj.g_01903
OG0000866	Prab.g_01260	Prbj.g_02152
OG0000867	Prab.g_01261	Prbj.g_02153
OG0000868	Prab.g_01262	Prbj.g_02155
OG0000869	Prab.g_01264	Prbj.g_02158
OG0000870	Prab.g_01265	Prbj.g_02159
OG0000871	Prab.g_01267	Prbj.g_02163
OG0000872	Prab.g_01268	Prbj.g_02164
OG0000873	Prab.g_01270	Prbj.g_02166
OG0000874	Prab.g_01271	Prbj.g_02167
OG0000875	Prab.g_01272	Prbj.g_00314
OG0000876	Prab.g_01273	Prbj.g_00313
OG0000877	Prab.g_01275	Prbj.g_00019
OG0000878	Prab.g_01303	Prbj.g_01679
OG0000879	Prab.g_01315	Prbj.g_00163
OG0000880	Prab.g_01316	Prbj.g_00162
OG0000881	Prab.g_01317	Prbj.g_00161
OG0000882	Prab.g_01318	Prbj.g_01717
OG0000883	Prab.g_01319	Prbj.g_01719
OG0000884	Prab.g_01321	Prbj.g_01721
OG0000885	Prab.g_01322	Prbj.g_01722
OG0000886	Prab.g_01323	Prbj.g_01723
OG0000887	Prab.g_01324	Prbj.g_01724
OG0000888	Prab.g_01325	Prbj.g_01725
OG0000889	Prab.g_01328	Prbj.g_01729
OG0000890	Prab.g_01329	Prbj.g_01732
OG0000891	Prab.g_01330	Prbj.g_01733
OG0000892	Prab.g_01332	Prbj.g_01736
OG0000893	Prab.g_01333	Prbj.g_01737
OG0000894	Prab.g_01334	Prbj.g_01738
OG0000895	Prab.g_01335	Prbj.g_01739
OG0000896	Prab.g_01336	Prbj.g_01740
OG0000897	Prab.g_01337	Prbj.g_01741
OG0000898	Prab.g_01339	Prbj.g_01744
OG0000899	Prab.g_01340	Prbj.g_01745
OG0000900	Prab.g_01346	Prbj.g_00669
OG0000901	Prab.g_01347	Prbj.g_00121
OG0000902	Prab.g_01348	Prbj.g_00094
OG0000903	Prab.g_01349	Prbj.g_02508
OG0000904	Prab.g_01351	Prbj.g_00687
OG0000905	Prab.g_01353	Prbj.g_01837
OG0000906	Prab.g_01354	Prbj.g_02689
OG0000907	Prab.g_01355	Prbj.g_02521
OG0000908	Prab.g_01358	Prbj.g_00873
OG0000909	Prab.g_01362	Prbj.g_01640
OG0000910	Prab.g_01363	Prbj.g_01641
OG0000911	Prab.g_01364	Prbj.g_01642
OG0000912	Prab.g_01365	Prbj.g_01643
OG0000913	Prab.g_01366	Prbj.g_01644
OG0000914	Prab.g_01367	Prbj.g_01645
OG0000915	Prab.g_01368	Prbj.g_01646
OG0000916	Prab.g_01369	Prbj.g_01647
OG0000917	Prab.g_01370	Prbj.g_01649
OG0000918	Prab.g_01371	Prbj.g_01650
OG0000919	Prab.g_01372	Prbj.g_01651
OG0000920	Prab.g_01373	Prbj.g_01652
OG0000921	Prab.g_01374	Prbj.g_01653
OG0000922	Prab.g_01375	Prbj.g_01654
OG0000923	Prab.g_01376	Prbj.g_01655
OG0000924	Prab.g_01377	Prbj.g_01656
OG0000925	Prab.g_01378	Prbj.g_01657
OG0000926	Prab.g_01379	Prbj.g_01514
OG0000927	Prab.g_01448	Prbj.g_01304
OG0000928	Prab.g_01449	Prbj.g_01303
OG0000929	Prab.g_01450	Prbj.g_01302
OG0000930	Prab.g_01451	Prbj.g_01294
OG0000931	Prab.g_01452	Prbj.g_01293
OG0000932	Prab.g_01454	Prbj.g_01041
OG0000933	Prab.g_01455	Prbj.g_01043
OG0000934	Prab.g_01456	Prbj.g_01044
OG0000935	Prab.g_01457	Prbj.g_01045
OG0000936	Prab.g_01458	Prbj.g_01046
OG0000937	Prab.g_01459	Prbj.g_01047
OG0000938	Prab.g_01460	Prbj.g_01049
OG0000939	Prab.g_01461	Prbj.g_01050
OG0000940	Prab.g_01462	Prbj.g_01052
OG0000941	Prab.g_01464	Prbj.g_01054
OG0000942	Prab.g_01465	Prbj.g_01055
OG0000943	Prab.g_01468	Prbj.g_01058
OG0000944	Prab.g_01469	Prbj.g_01067
OG0000945	Prab.g_01470	Prbj.g_01068
OG0000946	Prab.g_01471	Prbj.g_01069
OG0000947	Prab.g_01472	Prbj.g_01070
OG0000948	Prab.g_01473	Prbj.g_01071
OG0000949	Prab.g_01474	Prbj.g_01072
OG0000950	Prab.g_01475	Prbj.g_01073
OG0000951	Prab.g_01476	Prbj.g_01074
OG0000952	Prab.g_01477	Prbj.g_01075
OG0000953	Prab.g_01478	Prbj.g_01076
OG0000954	Prab.g_01479	Prbj.g_01077
OG0000955	Prab.g_01480	Prbj.g_01078
OG0000956	Prab.g_01481	Prbj.g_01079
OG0000957	Prab.g_01482	Prbj.g_01080
OG0000958	Prab.g_01483	Prbj.g_00631
OG0000959	Prab.g_01484	Prbj.g_00632
OG0000960	Prab.g_01485	Prbj.g_00633
OG0000961	Prab.g_01489	Prbj.g_00640
OG0000962	Prab.g_01490	Prbj.g_00642
OG0000963	Prab.g_01491	Prbj.g_00643
OG0000964	Prab.g_01493	Prbj.g_00646
OG0000965	Prab.g_01494	Prbj.g_00647
OG0000966	Prab.g_01495	Prbj.g_00648
OG0000967	Prab.g_01496	Prbj.g_00649
OG0000968	Prab.g_01497	Prbj.g_00650
OG0000969	Prab.g_01498	Prbj.g_00651
OG0000970	Prab.g_01499	Prbj.g_00652
OG0000971	Prab.g_01500	Prbj.g_00653
OG0000972	Prab.g_01501	Prbj.g_00654
OG0000973	Prab.g_01502	Prbj.g_00655
OG0000974	Prab.g_01504	Prbj.g_00657
OG0000975	Prab.g_01507	Prbj.g_00036
OG0000976	Prab.g_01509	Prbj.g_01674
OG0000977	Prab.g_01510	Prbj.g_01684
OG0000978	Prab.g_01511	Prbj.g_01686
OG0000979	Prab.g_01513	Prbj.g_01688
OG0000980	Prab.g_01514	Prbj.g_01689
OG0000981	Prab.g_01515	Prbj.g_02538
OG0000982	Prab.g_01516	Prbj.g_01690
OG0000983	Prab.g_01518	Prbj.g_01692
OG0000984	Prab.g_01519	Prbj.g_01693
OG0000985	Prab.g_01520	Prbj.g_01694
OG0000986	Prab.g_01521	Prbj.g_01696
OG0000987	Prab.g_01522	Prbj.g_01697
OG0000988	Prab.g_01523	Prbj.g_01699
OG0000989	Prab.g_01524	Prbj.g_01700
OG0000990	Prab.g_01525	Prbj.g_01701
OG0000991	Prab.g_01526	Prbj.g_01702
OG0000992	Prab.g_01527	Prbj.g_01703
OG0000993	Prab.g_01528	Prbj.g_01704
OG0000994	Prab.g_01529	Prbj.g_01705
OG0000995	Prab.g_01530	Prbj.g_01707
OG0000996	Prab.g_01531	Prbj.g_01708
OG0000997	Prab.g_01532	Prbj.g_01709
OG0000998	Prab.g_01533	Prbj.g_01710
OG0000999	Prab.g_01534	Prbj.g_01711
OG0001000	Prab.g_01535	Prbj.g_01712
OG0001001	Prab.g_01537	Prbj.g_01713
OG0001002	Prab.g_01538	Prbj.g_00888
OG0001003	Prab.g_01539	Prbj.g_00887
OG0001004	Prab.g_01540	Prbj.g_00185
OG0001005	Prab.g_01541	Prbj.g_00884
OG0001006	Prab.g_01542	Prbj.g_00883
OG0001007	Prab.g_01543	Prbj.g_00882
OG0001008	Prab.g_01545	Prbj.g_00880
OG0001009	Prab.g_01546	Prbj.g_00879
OG0001010	Prab.g_01553	Prbj.g_02535
OG0001011	Prab.g_01563	Prbj.g_02561
OG0001012	Prab.g_01601	Prbj.g_02429
OG0001013	Prab.g_01663	Prbj.g_00868
OG0001014	Prab.g_01664	Prbj.g_00867
OG0001015	Prab.g_01670	Prbj.g_00856
OG0001016	Prab.g_01671	Prbj.g_00855
OG0001017	Prab.g_01672	Prbj.g_00854
OG0001018	Prab.g_01673	Prbj.g_00852
OG0001019	Prab.g_01675	Prbj.g_00495
OG0001020	Prab.g_01676	Prbj.g_00494
OG0001021	Prab.g_01677	Prbj.g_00493
OG0001022	Prab.g_01678	Prbj.g_00492
OG0001023	Prab.g_01679	Prbj.g_00491
OG0001024	Prab.g_01680	Prbj.g_00489
OG0001025	Prab.g_01681	Prbj.g_00488
OG0001026	Prab.g_01683	Prbj.g_00487
OG0001027	Prab.g_01684	Prbj.g_00486
OG0001028	Prab.g_01685	Prbj.g_00485
OG0001029	Prab.g_01686	Prbj.g_00484
OG0001030	Prab.g_01687	Prbj.g_00483
OG0001031	Prab.g_01688	Prbj.g_00482
OG0001032	Prab.g_01689	Prbj.g_00481
OG0001033	Prab.g_01690	Prbj.g_00480
OG0001034	Prab.g_01691	Prbj.g_00478
OG0001035	Prab.g_01693	Prbj.g_00476
OG0001036	Prab.g_01694	Prbj.g_00475
OG0001037	Prab.g_01695	Prbj.g_00473
OG0001038	Prab.g_01696	Prbj.g_00472
OG0001039	Prab.g_01697	Prbj.g_00471
OG0001040	Prab.g_01698	Prbj.g_00470
OG0001041	Prab.g_01699	Prbj.g_00469
OG0001042	Prab.g_01700	Prbj.g_00467
OG0001043	Prab.g_01701	Prbj.g_00466
OG0001044	Prab.g_01702	Prbj.g_00465
OG0001045	Prab.g_01703	Prbj.g_00464
OG0001046	Prab.g_01704	Prbj.g_00463
OG0001047	Prab.g_01707	Prbj.g_00459
OG0001048	Prab.g_01709	Prbj.g_00457
OG0001049	Prab.g_01710	Prbj.g_00456
OG0001050	Prab.g_01711	Prbj.g_00455
OG0001051	Prab.g_01712	Prbj.g_00454
OG0001052	Prab.g_01713	Prbj.g_00453
OG0001053	Prab.g_01714	Prbj.g_00451
OG0001054	Prab.g_01716	Prbj.g_00449
OG0001055	Prab.g_01717	Prbj.g_00448
OG0001056	Prab.g_01718	Prbj.g_00447
OG0001057	Prab.g_01719	Prbj.g_00446
OG0001058	Prab.g_01720	Prbj.g_00445
OG0001059	Prab.g_01721	Prbj.g_00444
OG0001060	Prab.g_01722	Prbj.g_00443
OG0001061	Prab.g_01723	Prbj.g_00442
OG0001062	Prab.g_01724	Prbj.g_00428
OG0001063	Prab.g_01725	Prbj.g_00427
OG0001064	Prab.g_01727	Prbj.g_00425
OG0001065	Prab.g_01731	Prbj.g_02660
OG0001066	Prab.g_01732	Prbj.g_02657
OG0001067	Prab.g_01733	Prbj.g_02656
OG0001068	Prab.g_01735	Prbj.g_02652
OG0001069	Prab.g_01736	Prbj.g_02651
OG0001070	Prab.g_01737	Prbj.g_02650
OG0001071	Prab.g_01738	Prbj.g_02649
OG0001072	Prab.g_01739	Prbj.g_02648
OG0001073	Prab.g_01740	Prbj.g_02647
OG0001074	Prab.g_01741	Prbj.g_02646
OG0001075	Prab.g_01742	Prbj.g_02645
OG0001076	Prab.g_01743	Prbj.g_02644
OG0001077	Prab.g_01744	Prbj.g_02643
OG0001078	Prab.g_01745	Prbj.g_02641
OG0001079	Prab.g_01746	Prbj.g_02640
OG0001080	Prab.g_01747	Prbj.g_02639
OG0001081	Prab.g_01750	Prbj.g_01027
OG0001082	Prab.g_01751	Prbj.g_01028
OG0001083	Prab.g_01752	Prbj.g_01032
OG0001084	Prab.g_01753	Prbj.g_01030
OG0001085	Prab.g_01754	Prbj.g_01029
OG0001086	Prab.g_01755	Prbj.g_01033
OG0001087	Prab.g_01756	Prbj.g_01034
OG0001088	Prab.g_01757	Prbj.g_02635
OG0001089	Prab.g_01760	Prbj.g_01025
OG0001090	Prab.g_01762	Prbj.g_01023
OG0001091	Prab.g_01763	Prbj.g_01022
OG0001092	Prab.g_01764	Prbj.g_01021
OG0001093	Prab.g_01765	Prbj.g_01020
OG0001094	Prab.g_01766	Prbj.g_01019
OG0001095	Prab.g_01767	Prbj.g_01018
OG0001096	Prab.g_01768	Prbj.g_01017
OG0001097	Prab.g_01769	Prbj.g_01016
OG0001098	Prab.g_01770	Prbj.g_01015
OG0001099	Prab.g_01771	Prbj.g_01014
OG0001100	Prab.g_01772	Prbj.g_01013
OG0001101	Prab.g_01773	Prbj.g_01012
OG0001102	Prab.g_01774	Prbj.g_01011
OG0001103	Prab.g_01775	Prbj.g_01010
OG0001104	Prab.g_01776	Prbj.g_01009
OG0001105	Prab.g_01777	Prbj.g_01008
OG0001106	Prab.g_01778	Prbj.g_01007
OG0001107	Prab.g_01779	Prbj.g_01006
OG0001108	Prab.g_01780	Prbj.g_01005
OG0001109	Prab.g_01781	Prbj.g_01004
OG0001110	Prab.g_01782	Prbj.g_01003
OG0001111	Prab.g_01783	Prbj.g_01002
OG0001112	Prab.g_01784	Prbj.g_01001
OG0001113	Prab.g_01785	Prbj.g_01000
OG0001114	Prab.g_01786	Prbj.g_00999
OG0001115	Prab.g_01787	Prbj.g_00998
OG0001116	Prab.g_01788	Prbj.g_00997
OG0001117	Prab.g_01789	Prbj.g_00996
OG0001118	Prab.g_01790	Prbj.g_00995
OG0001119	Prab.g_01791	Prbj.g_00994
OG0001120	Prab.g_01792	Prbj.g_00993
OG0001121	Prab.g_01794	Prbj.g_00990
OG0001122	Prab.g_01795	Prbj.g_00989
OG0001123	Prab.g_01796	Prbj.g_00988
OG0001124	Prab.g_01798	Prbj.g_00986
OG0001125	Prab.g_01800	Prbj.g_00984
OG0001126	Prab.g_01801	Prbj.g_00983
OG0001127	Prab.g_01803	Prbj.g_00414
OG0001128	Prab.g_01804	Prbj.g_00413
OG0001129	Prab.g_01805	Prbj.g_00410
OG0001130	Prab.g_01808	Prbj.g_00407
OG0001131	Prab.g_01809	Prbj.g_00406
OG0001132	Prab.g_01810	Prbj.g_00405
OG0001133	Prab.g_01811	Prbj.g_00404
