Orthogroup	Prab	Prbn
OG0000562	Prab.g_00645	Prbn.g_00432
OG0000563	Prab.g_00646	Prbn.g_00433
OG0000564	Prab.g_00647	Prbn.g_00434
OG0000565	Prab.g_00648	Prbn.g_00435
OG0000566	Prab.g_00649	Prbn.g_00436
OG0000567	Prab.g_00650	Prbn.g_00437
OG0000568	Prab.g_00651	Prbn.g_00438
OG0000569	Prab.g_00652	Prbn.g_00439
OG0000570	Prab.g_00653	Prbn.g_00440
OG0000571	Prab.g_00654	Prbn.g_00441
OG0000572	Prab.g_00655	Prbn.g_00442
OG0000573	Prab.g_00658	Prbn.g_00445
OG0000574	Prab.g_00659	Prbn.g_00446
OG0000575	Prab.g_00660	Prbn.g_00447
OG0000576	Prab.g_00661	Prbn.g_00448
OG0000577	Prab.g_00662	Prbn.g_00449
OG0000578	Prab.g_00663	Prbn.g_00450
OG0000579	Prab.g_00664	Prbn.g_00834
OG0000580	Prab.g_00665	Prbn.g_00835
OG0000581	Prab.g_00666	Prbn.g_00836
OG0000582	Prab.g_00667	Prbn.g_00837
OG0000583	Prab.g_00668	Prbn.g_00838
OG0000584	Prab.g_00669	Prbn.g_00840
OG0000585	Prab.g_00670	Prbn.g_00841
OG0000586	Prab.g_00672	Prbn.g_00843
OG0000587	Prab.g_00673	Prbn.g_00844
OG0000588	Prab.g_00675	Prbn.g_01594
OG0000589	Prab.g_00676	Prbn.g_01593
OG0000590	Prab.g_00678	Prbn.g_01591
OG0000591	Prab.g_00684	Prbn.g_01585
OG0000592	Prab.g_00685	Prbn.g_01584
OG0000593	Prab.g_00686	Prbn.g_01583
OG0000594	Prab.g_00688	Prbn.g_01580
OG0000595	Prab.g_00689	Prbn.g_01579
OG0000596	Prab.g_00690	Prbn.g_01578
OG0000597	Prab.g_00692	Prbn.g_01576
OG0000598	Prab.g_00693	Prbn.g_01575
OG0000599	Prab.g_00694	Prbn.g_01574
OG0000600	Prab.g_00695	Prbn.g_01573
OG0000601	Prab.g_00697	Prbn.g_01570
OG0000602	Prab.g_00698	Prbn.g_01569
OG0000603	Prab.g_00699	Prbn.g_01568
OG0000604	Prab.g_00700	Prbn.g_01565
OG0000605	Prab.g_00701	Prbn.g_01564
OG0000606	Prab.g_00702	Prbn.g_01563
OG0000607	Prab.g_00704	Prbn.g_01561
OG0000608	Prab.g_00705	Prbn.g_01559
OG0000609	Prab.g_00711	Prbn.g_00905
OG0000610	Prab.g_00712	Prbn.g_01635
OG0000611	Prab.g_00724	Prbn.g_01553
OG0000612	Prab.g_00725	Prbn.g_01552
OG0000613	Prab.g_00726	Prbn.g_00857
OG0000614	Prab.g_00727	Prbn.g_00858
OG0000615	Prab.g_00729	Prbn.g_00860
OG0000616	Prab.g_00730	Prbn.g_00861
OG0000617	Prab.g_00731	Prbn.g_00862
OG0000618	Prab.g_00732	Prbn.g_00863
OG0000619	Prab.g_00733	Prbn.g_00864
OG0000620	Prab.g_00734	Prbn.g_01947
OG0000621	Prab.g_00735	Prbn.g_01948
OG0000622	Prab.g_00736	Prbn.g_01949
OG0000623	Prab.g_00737	Prbn.g_01950
OG0000624	Prab.g_00738	Prbn.g_01952
OG0000625	Prab.g_00739	Prbn.g_01345
OG0000626	Prab.g_00740	Prbn.g_01346
OG0000627	Prab.g_00741	Prbn.g_01347
OG0000628	Prab.g_00742	Prbn.g_01348
OG0000629	Prab.g_00743	Prbn.g_01349
OG0000630	Prab.g_00744	Prbn.g_01350
OG0000631	Prab.g_00746	Prbn.g_01352
OG0000632	Prab.g_00763	Prbn.g_01353
OG0000633	Prab.g_00768	Prbn.g_01023
OG0000634	Prab.g_00783	Prbn.g_01100
OG0000635	Prab.g_00804	Prbn.g_00468
OG0000636	Prab.g_00805	Prbn.g_00469
OG0000637	Prab.g_00806	Prbn.g_00470
OG0000638	Prab.g_00818	Prbn.g_00102
OG0000639	Prab.g_00827	Prbn.g_01451
OG0000640	Prab.g_00829	Prbn.g_01447
OG0000641	Prab.g_00831	Prbn.g_01445
OG0000642	Prab.g_00832	Prbn.g_01444
OG0000643	Prab.g_00833	Prbn.g_01443
OG0000644	Prab.g_00834	Prbn.g_00856
OG0000645	Prab.g_00835	Prbn.g_01551
OG0000646	Prab.g_00836	Prbn.g_01550
OG0000647	Prab.g_00837	Prbn.g_01549
OG0000648	Prab.g_00839	Prbn.g_01547
OG0000649	Prab.g_00840	Prbn.g_01546
OG0000650	Prab.g_00841	Prbn.g_01545
OG0000651	Prab.g_00842	Prbn.g_01544
OG0000652	Prab.g_00843	Prbn.g_01543
OG0000653	Prab.g_00844	Prbn.g_01542
OG0000654	Prab.g_00846	Prbn.g_01540
OG0000655	Prab.g_00848	Prbn.g_01538
OG0000656	Prab.g_00849	Prbn.g_01537
OG0000657	Prab.g_00850	Prbn.g_01536
OG0000658	Prab.g_00851	Prbn.g_01535
OG0000659	Prab.g_00852	Prbn.g_01534
OG0000660	Prab.g_00853	Prbn.g_01533
OG0000661	Prab.g_00854	Prbn.g_01532
OG0000662	Prab.g_00855	Prbn.g_01530
OG0000663	Prab.g_00856	Prbn.g_01529
OG0000664	Prab.g_00857	Prbn.g_01528
OG0000665	Prab.g_00858	Prbn.g_01527
OG0000666	Prab.g_00859	Prbn.g_01526
OG0000667	Prab.g_00860	Prbn.g_01525
OG0000668	Prab.g_00861	Prbn.g_01524
OG0000669	Prab.g_00863	Prbn.g_01522
OG0000670	Prab.g_00864	Prbn.g_01521
OG0000671	Prab.g_00865	Prbn.g_01520
OG0000672	Prab.g_00866	Prbn.g_01519
OG0000673	Prab.g_00867	Prbn.g_01518
OG0000674	Prab.g_00868	Prbn.g_01517
OG0000675	Prab.g_00870	Prbn.g_01515
OG0000676	Prab.g_00871	Prbn.g_01514
OG0000677	Prab.g_00873	Prbn.g_01511
OG0000678	Prab.g_00875	Prbn.g_01509
OG0000679	Prab.g_00876	Prbn.g_01507
OG0000680	Prab.g_00877	Prbn.g_01506
OG0000681	Prab.g_00878	Prbn.g_01505
OG0000682	Prab.g_00879	Prbn.g_01504
OG0000683	Prab.g_00881	Prbn.g_01502
OG0000684	Prab.g_00882	Prbn.g_01501
OG0000685	Prab.g_00883	Prbn.g_01500
OG0000686	Prab.g_00884	Prbn.g_01499
OG0000687	Prab.g_00885	Prbn.g_01498
OG0000688	Prab.g_00886	Prbn.g_01497
OG0000689	Prab.g_00887	Prbn.g_01496
OG0000690	Prab.g_00888	Prbn.g_01495
OG0000691	Prab.g_00889	Prbn.g_01494
OG0000692	Prab.g_00891	Prbn.g_01490
OG0000693	Prab.g_00892	Prbn.g_01489
OG0000694	Prab.g_00893	Prbn.g_01488
OG0000695	Prab.g_00894	Prbn.g_01487
OG0000696	Prab.g_00896	Prbn.g_01486
OG0000697	Prab.g_00898	Prbn.g_01484
OG0000698	Prab.g_00900	Prbn.g_01480
OG0000699	Prab.g_00901	Prbn.g_01479
OG0000700	Prab.g_01084	Prbn.g_01930
OG0000701	Prab.g_01079	Prbn.g_01925
OG0000702	Prab.g_01076	Prbn.g_01632
OG0000703	Prab.g_01075	Prbn.g_01630
OG0000704	Prab.g_01074	Prbn.g_01629
OG0000705	Prab.g_01073	Prbn.g_01627
OG0000706	Prab.g_01072	Prbn.g_01626
OG0000707	Prab.g_01071	Prbn.g_01624
OG0000708	Prab.g_01070	Prbn.g_01623
OG0000709	Prab.g_01068	Prbn.g_01621
OG0000710	Prab.g_01067	Prbn.g_01620
OG0000711	Prab.g_01066	Prbn.g_01619
OG0000712	Prab.g_01065	Prbn.g_01618
OG0000713	Prab.g_01064	Prbn.g_01617
OG0000714	Prab.g_01062	Prbn.g_01615
OG0000715	Prab.g_01061	Prbn.g_01614
OG0000716	Prab.g_01059	Prbn.g_01612
OG0000717	Prab.g_01058	Prbn.g_01611
OG0000718	Prab.g_01057	Prbn.g_01610
OG0000719	Prab.g_01055	Prbn.g_01608
OG0000720	Prab.g_01054	Prbn.g_01607
OG0000721	Prab.g_01052	Prbn.g_01604
OG0000722	Prab.g_01051	Prbn.g_01603
OG0000723	Prab.g_01050	Prbn.g_01602
OG0000724	Prab.g_01048	Prbn.g_01600
OG0000725	Prab.g_01047	Prbn.g_01599
OG0000726	Prab.g_01046	Prbn.g_01598
OG0000727	Prab.g_01045	Prbn.g_01597
OG0000728	Prab.g_01044	Prbn.g_01596
OG0000729	Prab.g_01043	Prbn.g_01595
OG0000730	Prab.g_01042	Prbn.g_00846
OG0000731	Prab.g_01041	Prbn.g_00848
OG0000732	Prab.g_01040	Prbn.g_00849
OG0000733	Prab.g_01039	Prbn.g_00850
OG0000734	Prab.g_01038	Prbn.g_00851
OG0000735	Prab.g_01036	Prbn.g_00853
OG0000736	Prab.g_01035	Prbn.g_00854
OG0000737	Prab.g_01034	Prbn.g_00855
OG0000738	Prab.g_01033	Prbn.g_01442
OG0000739	Prab.g_01032	Prbn.g_01441
OG0000740	Prab.g_01031	Prbn.g_01440
OG0000741	Prab.g_01030	Prbn.g_01439
OG0000742	Prab.g_01028	Prbn.g_01437
OG0000743	Prab.g_01027	Prbn.g_01436
OG0000744	Prab.g_01026	Prbn.g_01435
OG0000745	Prab.g_01025	Prbn.g_01434
OG0000746	Prab.g_01024	Prbn.g_01433
OG0000747	Prab.g_01023	Prbn.g_01432
OG0000748	Prab.g_01022	Prbn.g_01431
OG0000749	Prab.g_01021	Prbn.g_01430
OG0000750	Prab.g_01020	Prbn.g_01428
OG0000751	Prab.g_01019	Prbn.g_01427
OG0000752	Prab.g_01018	Prbn.g_01368
OG0000753	Prab.g_01016	Prbn.g_01425
OG0000754	Prab.g_01015	Prbn.g_01424
OG0000755	Prab.g_01014	Prbn.g_01423
OG0000756	Prab.g_01013	Prbn.g_01421
OG0000757	Prab.g_01012	Prbn.g_01420
OG0000758	Prab.g_01011	Prbn.g_01419
OG0000759	Prab.g_01009	Prbn.g_01417
OG0000760	Prab.g_01008	Prbn.g_01416
OG0000761	Prab.g_01007	Prbn.g_01415
OG0000762	Prab.g_01005	Prbn.g_01413
OG0000763	Prab.g_01004	Prbn.g_01412
OG0000764	Prab.g_01003	Prbn.g_01411
OG0000765	Prab.g_01002	Prbn.g_01410
OG0000766	Prab.g_01001	Prbn.g_01409
OG0000767	Prab.g_00999	Prbn.g_01407
OG0000768	Prab.g_00998	Prbn.g_01406
OG0000769	Prab.g_00997	Prbn.g_01405
OG0000770	Prab.g_00996	Prbn.g_01404
OG0000771	Prab.g_00995	Prbn.g_01403
OG0000772	Prab.g_00994	Prbn.g_01123
OG0000773	Prab.g_00993	Prbn.g_01401
OG0000774	Prab.g_00992	Prbn.g_01400
OG0000775	Prab.g_00991	Prbn.g_01399
OG0000776	Prab.g_00989	Prbn.g_01396
OG0000777	Prab.g_00987	Prbn.g_01395
OG0000778	Prab.g_00986	Prbn.g_01394
OG0000779	Prab.g_00985	Prbn.g_01393
OG0000780	Prab.g_00983	Prbn.g_01391
OG0000781	Prab.g_00981	Prbn.g_01389
OG0000782	Prab.g_00980	Prbn.g_01388
OG0000783	Prab.g_00960	Prbn.g_01384
OG0000784	Prab.g_00958	Prbn.g_01382
OG0000785	Prab.g_00957	Prbn.g_01381
OG0000786	Prab.g_00956	Prbn.g_01380
OG0000787	Prab.g_00955	Prbn.g_01379
OG0000788	Prab.g_00951	Prbn.g_01373
OG0000789	Prab.g_00949	Prbn.g_01370
OG0000790	Prab.g_00948	Prbn.g_01369
OG0000791	Prab.g_00947	Prbn.g_01366
OG0000792	Prab.g_00946	Prbn.g_01365
OG0000793	Prab.g_00945	Prbn.g_01364
OG0000794	Prab.g_00943	Prbn.g_01361
OG0000795	Prab.g_00940	Prbn.g_01460
OG0000796	Prab.g_00939	Prbn.g_01461
OG0000797	Prab.g_00937	Prbn.g_01463
OG0000798	Prab.g_00936	Prbn.g_01464
OG0000799	Prab.g_00935	Prbn.g_01465
OG0000800	Prab.g_00934	Prbn.g_01466
OG0000801	Prab.g_00931	Prbn.g_01469
OG0000802	Prab.g_00930	Prbn.g_01470
OG0000803	Prab.g_00928	Prbn.g_01472
OG0000804	Prab.g_00927	Prbn.g_01473
OG0000805	Prab.g_00926	Prbn.g_01474
OG0000806	Prab.g_00924	Prbn.g_01476
OG0000807	Prab.g_01125	Prbn.g_00692
OG0000808	Prab.g_01135	Prbn.g_01039
OG0000809	Prab.g_01138	Prbn.g_01141
OG0000810	Prab.g_01139	Prbn.g_00473
OG0000811	Prab.g_01146	Prbn.g_01106
OG0000812	Prab.g_01150	Prbn.g_01147
OG0000813	Prab.g_01154	Prbn.g_00111
OG0000814	Prab.g_01156	Prbn.g_01120
OG0000815	Prab.g_01169	Prbn.g_01239
OG0000816	Prab.g_01187	Prbn.g_01651
OG0000817	Prab.g_01188	Prbn.g_01652
OG0000818	Prab.g_01194	Prbn.g_01028
OG0000819	Prab.g_01201	Prbn.g_01167
OG0000820	Prab.g_01204	Prbn.g_01173
OG0000821	Prab.g_01206	Prbn.g_01175
OG0000822	Prab.g_01207	Prbn.g_01176
OG0000823	Prab.g_01208	Prbn.g_01177
OG0000824	Prab.g_01209	Prbn.g_01178
OG0000825	Prab.g_01210	Prbn.g_01179
OG0000826	Prab.g_01211	Prbn.g_01180
OG0000827	Prab.g_01212	Prbn.g_01181
OG0000828	Prab.g_01213	Prbn.g_01182
OG0000829	Prab.g_01214	Prbn.g_01183
OG0000830	Prab.g_01215	Prbn.g_01185
OG0000831	Prab.g_01218	Prbn.g_01188
OG0000832	Prab.g_01220	Prbn.g_01190
OG0000833	Prab.g_01221	Prbn.g_01191
OG0000834	Prab.g_01222	Prbn.g_01192
OG0000835	Prab.g_01223	Prbn.g_01193
OG0000836	Prab.g_01224	Prbn.g_01194
OG0000837	Prab.g_01226	Prbn.g_01197
OG0000838	Prab.g_01227	Prbn.g_01198
OG0000839	Prab.g_01228	Prbn.g_01199
OG0000840	Prab.g_01229	Prbn.g_01200
OG0000841	Prab.g_01230	Prbn.g_01201
OG0000842	Prab.g_01231	Prbn.g_01203
OG0000843	Prab.g_01232	Prbn.g_01204
OG0000844	Prab.g_01233	Prbn.g_01205
OG0000845	Prab.g_01234	Prbn.g_01206
OG0000846	Prab.g_01237	Prbn.g_01208
OG0000847	Prab.g_01239	Prbn.g_01210
OG0000848	Prab.g_01240	Prbn.g_01211
OG0000849	Prab.g_01241	Prbn.g_00387
OG0000850	Prab.g_01242	Prbn.g_00388
OG0000851	Prab.g_01243	Prbn.g_00390
OG0000852	Prab.g_01245	Prbn.g_00392
OG0000853	Prab.g_01246	Prbn.g_00394
OG0000854	Prab.g_01248	Prbn.g_00396
OG0000855	Prab.g_01249	Prbn.g_00397
OG0000856	Prab.g_01250	Prbn.g_00398
OG0000857	Prab.g_01251	Prbn.g_00399
OG0000858	Prab.g_01252	Prbn.g_00400
OG0000859	Prab.g_01253	Prbn.g_00401
OG0000860	Prab.g_01254	Prbn.g_00402
OG0000861	Prab.g_01255	Prbn.g_00403
OG0000862	Prab.g_01256	Prbn.g_00404
OG0000863	Prab.g_01257	Prbn.g_00405
OG0000864	Prab.g_01258	Prbn.g_00406
OG0000865	Prab.g_01259	Prbn.g_00407
OG0000866	Prab.g_01260	Prbn.g_00408
OG0000867	Prab.g_01261	Prbn.g_00409
OG0000868	Prab.g_01262	Prbn.g_00410
OG0000869	Prab.g_01264	Prbn.g_00412
OG0000870	Prab.g_01265	Prbn.g_00413
OG0000871	Prab.g_01267	Prbn.g_00414
OG0000872	Prab.g_01268	Prbn.g_00415
OG0000873	Prab.g_01270	Prbn.g_00417
OG0000874	Prab.g_01271	Prbn.g_00418
OG0000875	Prab.g_01272	Prbn.g_00419
OG0000876	Prab.g_01273	Prbn.g_00420
OG0000877	Prab.g_01275	Prbn.g_00483
OG0000878	Prab.g_01303	Prbn.g_01671
OG0000879	Prab.g_01315	Prbn.g_01095
OG0000880	Prab.g_01316	Prbn.g_01094
OG0000881	Prab.g_01317	Prbn.g_01093
OG0000882	Prab.g_01318	Prbn.g_01092
OG0000883	Prab.g_01319	Prbn.g_01091
OG0000884	Prab.g_01321	Prbn.g_01089
OG0000885	Prab.g_01322	Prbn.g_01088
OG0000886	Prab.g_01323	Prbn.g_01087
OG0000887	Prab.g_01324	Prbn.g_01086
OG0000888	Prab.g_01325	Prbn.g_01085
OG0000889	Prab.g_01328	Prbn.g_01082
OG0000890	Prab.g_01329	Prbn.g_01081
OG0000891	Prab.g_01330	Prbn.g_01080
OG0000892	Prab.g_01332	Prbn.g_01077
OG0000893	Prab.g_01333	Prbn.g_01076
OG0000894	Prab.g_01334	Prbn.g_01075
OG0000895	Prab.g_01335	Prbn.g_01074
OG0000896	Prab.g_01336	Prbn.g_01073
OG0000897	Prab.g_01337	Prbn.g_01072
OG0000898	Prab.g_01339	Prbn.g_01069
OG0000899	Prab.g_01340	Prbn.g_01068
OG0000900	Prab.g_01346	Prbn.g_01216
OG0000901	Prab.g_01347	Prbn.g_01060
OG0000902	Prab.g_01348	Prbn.g_00615
OG0000903	Prab.g_01349	Prbn.g_01124
OG0000904	Prab.g_01351	Prbn.g_00883
OG0000905	Prab.g_01353	Prbn.g_01146
OG0000906	Prab.g_01354	Prbn.g_01164
OG0000907	Prab.g_01355	Prbn.g_01482
OG0000908	Prab.g_01358	Prbn.g_01127
OG0000909	Prab.g_01362	Prbn.g_01242
OG0000910	Prab.g_01363	Prbn.g_00153
OG0000911	Prab.g_01364	Prbn.g_00154
OG0000912	Prab.g_01365	Prbn.g_00155
OG0000913	Prab.g_01366	Prbn.g_00156
OG0000914	Prab.g_01367	Prbn.g_00157
OG0000915	Prab.g_01368	Prbn.g_00158
OG0000916	Prab.g_01369	Prbn.g_00159
OG0000917	Prab.g_01370	Prbn.g_00160
OG0000918	Prab.g_01371	Prbn.g_00161
OG0000919	Prab.g_01372	Prbn.g_00162
OG0000920	Prab.g_01373	Prbn.g_00163
OG0000921	Prab.g_01374	Prbn.g_00164
OG0000922	Prab.g_01375	Prbn.g_00165
OG0000923	Prab.g_01376	Prbn.g_00166
OG0000924	Prab.g_01377	Prbn.g_00167
OG0000925	Prab.g_01378	Prbn.g_00168
OG0000926	Prab.g_01379	Prbn.g_01014
OG0000927	Prab.g_01448	Prbn.g_00195
OG0000928	Prab.g_01449	Prbn.g_00196
OG0000929	Prab.g_01450	Prbn.g_00197
OG0000930	Prab.g_01451	Prbn.g_00198
OG0000931	Prab.g_01452	Prbn.g_00199
OG0000932	Prab.g_01454	Prbn.g_00201
OG0000933	Prab.g_01455	Prbn.g_00202
OG0000934	Prab.g_01456	Prbn.g_00203
OG0000935	Prab.g_01457	Prbn.g_00204
OG0000936	Prab.g_01458	Prbn.g_00205
OG0000937	Prab.g_01459	Prbn.g_00206
OG0000938	Prab.g_01460	Prbn.g_00207
OG0000939	Prab.g_01461	Prbn.g_00208
OG0000940	Prab.g_01462	Prbn.g_00209
OG0000941	Prab.g_01464	Prbn.g_00210
OG0000942	Prab.g_01465	Prbn.g_00211
OG0000943	Prab.g_01468	Prbn.g_00214
OG0000944	Prab.g_01469	Prbn.g_00215
OG0000945	Prab.g_01470	Prbn.g_00216
OG0000946	Prab.g_01471	Prbn.g_00217
OG0000947	Prab.g_01472	Prbn.g_00218
OG0000948	Prab.g_01473	Prbn.g_00219
OG0000949	Prab.g_01474	Prbn.g_00220
OG0000950	Prab.g_01475	Prbn.g_00221
OG0000951	Prab.g_01476	Prbn.g_00222
OG0000952	Prab.g_01477	Prbn.g_00223
OG0000953	Prab.g_01478	Prbn.g_00224
OG0000954	Prab.g_01479	Prbn.g_00225
OG0000955	Prab.g_01480	Prbn.g_00226
OG0000956	Prab.g_01481	Prbn.g_00227
OG0000957	Prab.g_01482	Prbn.g_00228
OG0000958	Prab.g_01483	Prbn.g_00229
OG0000959	Prab.g_01484	Prbn.g_00230
OG0000960	Prab.g_01485	Prbn.g_00231
OG0000961	Prab.g_01489	Prbn.g_00235
OG0000962	Prab.g_01490	Prbn.g_00236
OG0000963	Prab.g_01491	Prbn.g_00237
OG0000964	Prab.g_01493	Prbn.g_00239
OG0000965	Prab.g_01494	Prbn.g_00240
OG0000966	Prab.g_01495	Prbn.g_00241
OG0000967	Prab.g_01496	Prbn.g_00242
OG0000968	Prab.g_01497	Prbn.g_00243
OG0000969	Prab.g_01498	Prbn.g_00244
OG0000970	Prab.g_01499	Prbn.g_00245
OG0000971	Prab.g_01500	Prbn.g_00246
OG0000972	Prab.g_01501	Prbn.g_00247
OG0000973	Prab.g_01502	Prbn.g_00248
OG0000974	Prab.g_01504	Prbn.g_00250
OG0000975	Prab.g_01507	Prbn.g_00256
OG0000976	Prab.g_01509	Prbn.g_00258
OG0000977	Prab.g_01510	Prbn.g_00260
OG0000978	Prab.g_01511	Prbn.g_00262
OG0000979	Prab.g_01513	Prbn.g_00264
OG0000980	Prab.g_01514	Prbn.g_00265
OG0000981	Prab.g_01515	Prbn.g_00266
OG0000982	Prab.g_01516	Prbn.g_00267
OG0000983	Prab.g_01518	Prbn.g_00269
OG0000984	Prab.g_01519	Prbn.g_00270
OG0000985	Prab.g_01520	Prbn.g_00271
OG0000986	Prab.g_01521	Prbn.g_00272
OG0000987	Prab.g_01522	Prbn.g_00273
OG0000988	Prab.g_01523	Prbn.g_00274
OG0000989	Prab.g_01524	Prbn.g_00275
OG0000990	Prab.g_01525	Prbn.g_00276
OG0000991	Prab.g_01526	Prbn.g_00277
OG0000992	Prab.g_01527	Prbn.g_00278
OG0000993	Prab.g_01528	Prbn.g_00279
OG0000994	Prab.g_01529	Prbn.g_00280
OG0000995	Prab.g_01530	Prbn.g_00281
OG0000996	Prab.g_01531	Prbn.g_00282
OG0000997	Prab.g_01532	Prbn.g_00283
OG0000998	Prab.g_01533	Prbn.g_00284
OG0000999	Prab.g_01534	Prbn.g_00285
OG0001000	Prab.g_01535	Prbn.g_00286
OG0001001	Prab.g_01537	Prbn.g_00288
OG0001002	Prab.g_01538	Prbn.g_00289
OG0001003	Prab.g_01539	Prbn.g_00904
OG0001004	Prab.g_01540	Prbn.g_00903
OG0001005	Prab.g_01541	Prbn.g_00900
OG0001006	Prab.g_01542	Prbn.g_00899
OG0001007	Prab.g_01543	Prbn.g_00898
OG0001008	Prab.g_01545	Prbn.g_00896
OG0001009	Prab.g_01546	Prbn.g_00895
OG0001010	Prab.g_01553	Prbn.g_01688
OG0001011	Prab.g_01563	Prbn.g_00486
OG0001012	Prab.g_01601	Prbn.g_01531
OG0001013	Prab.g_01663	Prbn.g_01738
OG0001014	Prab.g_01664	Prbn.g_01739
OG0001015	Prab.g_01670	Prbn.g_01746
OG0001016	Prab.g_01671	Prbn.g_01747
OG0001017	Prab.g_01672	Prbn.g_01748
OG0001018	Prab.g_01673	Prbn.g_01749
OG0001019	Prab.g_01675	Prbn.g_01751
OG0001020	Prab.g_01676	Prbn.g_01752
OG0001021	Prab.g_01677	Prbn.g_01753
OG0001022	Prab.g_01678	Prbn.g_01754
OG0001023	Prab.g_01679	Prbn.g_01755
OG0001024	Prab.g_01680	Prbn.g_01757
OG0001025	Prab.g_01681	Prbn.g_01758
OG0001026	Prab.g_01683	Prbn.g_01759
OG0001027	Prab.g_01684	Prbn.g_01760
OG0001028	Prab.g_01685	Prbn.g_01761
OG0001029	Prab.g_01686	Prbn.g_01762
OG0001030	Prab.g_01687	Prbn.g_01763
OG0001031	Prab.g_01688	Prbn.g_01764
OG0001032	Prab.g_01689	Prbn.g_01765
OG0001033	Prab.g_01690	Prbn.g_01766
OG0001034	Prab.g_01691	Prbn.g_01767
OG0001035	Prab.g_01693	Prbn.g_01770
OG0001036	Prab.g_01694	Prbn.g_01771
OG0001037	Prab.g_01695	Prbn.g_01772
OG0001038	Prab.g_01696	Prbn.g_01773
OG0001039	Prab.g_01697	Prbn.g_01774
OG0001040	Prab.g_01698	Prbn.g_01775
OG0001041	Prab.g_01699	Prbn.g_01776
OG0001042	Prab.g_01700	Prbn.g_01777
OG0001043	Prab.g_01701	Prbn.g_01778
OG0001044	Prab.g_01702	Prbn.g_01779
OG0001045	Prab.g_01703	Prbn.g_01780
OG0001046	Prab.g_01704	Prbn.g_01781
OG0001047	Prab.g_01707	Prbn.g_01784
OG0001048	Prab.g_01709	Prbn.g_01786
OG0001049	Prab.g_01710	Prbn.g_01787
OG0001050	Prab.g_01711	Prbn.g_01788
OG0001051	Prab.g_01712	Prbn.g_01789
OG0001052	Prab.g_01713	Prbn.g_01790
OG0001053	Prab.g_01714	Prbn.g_01792
OG0001054	Prab.g_01716	Prbn.g_01794
OG0001055	Prab.g_01717	Prbn.g_01795
OG0001056	Prab.g_01718	Prbn.g_01796
OG0001057	Prab.g_01719	Prbn.g_01797
OG0001058	Prab.g_01720	Prbn.g_01798
OG0001059	Prab.g_01721	Prbn.g_01799
OG0001060	Prab.g_01722	Prbn.g_01800
OG0001061	Prab.g_01723	Prbn.g_01801
OG0001062	Prab.g_01724	Prbn.g_01802
OG0001063	Prab.g_01725	Prbn.g_01803
OG0001064	Prab.g_01727	Prbn.g_01805
OG0001065	Prab.g_01731	Prbn.g_01809
OG0001066	Prab.g_01732	Prbn.g_01811
OG0001067	Prab.g_01733	Prbn.g_01812
OG0001068	Prab.g_01735	Prbn.g_01815
OG0001069	Prab.g_01736	Prbn.g_01816
OG0001070	Prab.g_01737	Prbn.g_01817
OG0001071	Prab.g_01738	Prbn.g_01818
OG0001072	Prab.g_01739	Prbn.g_01819
OG0001073	Prab.g_01740	Prbn.g_01820
OG0001074	Prab.g_01741	Prbn.g_01821
OG0001075	Prab.g_01742	Prbn.g_01822
OG0001076	Prab.g_01743	Prbn.g_01823
OG0001077	Prab.g_01744	Prbn.g_01824
OG0001078	Prab.g_01745	Prbn.g_01825
OG0001079	Prab.g_01746	Prbn.g_01826
OG0001080	Prab.g_01747	Prbn.g_01827
OG0001081	Prab.g_01750	Prbn.g_01831
OG0001082	Prab.g_01751	Prbn.g_01832
OG0001083	Prab.g_01752	Prbn.g_01835
OG0001084	Prab.g_01753	Prbn.g_01834
OG0001085	Prab.g_01754	Prbn.g_01833
OG0001086	Prab.g_01755	Prbn.g_01830
OG0001087	Prab.g_01756	Prbn.g_01829
OG0001088	Prab.g_01757	Prbn.g_01828
OG0001089	Prab.g_01760	Prbn.g_01838
OG0001090	Prab.g_01762	Prbn.g_01840
OG0001091	Prab.g_01763	Prbn.g_01841
OG0001092	Prab.g_01764	Prbn.g_01842
OG0001093	Prab.g_01765	Prbn.g_01843
OG0001094	Prab.g_01766	Prbn.g_01844
OG0001095	Prab.g_01767	Prbn.g_01845
OG0001096	Prab.g_01768	Prbn.g_01846
OG0001097	Prab.g_01769	Prbn.g_01847
OG0001098	Prab.g_01770	Prbn.g_01848
OG0001099	Prab.g_01771	Prbn.g_01849
OG0001100	Prab.g_01772	Prbn.g_01850
OG0001101	Prab.g_01773	Prbn.g_01851
OG0001102	Prab.g_01774	Prbn.g_01852
OG0001103	Prab.g_01775	Prbn.g_01853
OG0001104	Prab.g_01776	Prbn.g_01854
OG0001105	Prab.g_01777	Prbn.g_01855
OG0001106	Prab.g_01778	Prbn.g_01856
OG0001107	Prab.g_01779	Prbn.g_01857
OG0001108	Prab.g_01780	Prbn.g_01858
OG0001109	Prab.g_01781	Prbn.g_01859
OG0001110	Prab.g_01782	Prbn.g_01860
OG0001111	Prab.g_01783	Prbn.g_01861
OG0001112	Prab.g_01784	Prbn.g_01862
OG0001113	Prab.g_01785	Prbn.g_01863
OG0001114	Prab.g_01786	Prbn.g_01864
OG0001115	Prab.g_01787	Prbn.g_01865
OG0001116	Prab.g_01788	Prbn.g_01866
OG0001117	Prab.g_01789	Prbn.g_01867
OG0001118	Prab.g_01790	Prbn.g_01868
OG0001119	Prab.g_01791	Prbn.g_01869
OG0001120	Prab.g_01792	Prbn.g_01870
