Orthogroup	Prah	Prac
OG0000587	Prah.g_00448	Prac.g_00703
OG0000588	Prah.g_00444	Prac.g_00701
OG0000589	Prah.g_00442	Prac.g_00700
OG0000590	Prah.g_02193	Prac.g_00698
OG0000591	Prah.g_01789	Prac.g_00692
OG0000592	Prah.g_01029	Prac.g_00691
OG0000593	Prah.g_02413	Prac.g_00690
OG0000594	Prah.g_00625	Prac.g_00688
OG0000595	Prah.g_02051	Prac.g_00687
OG0000596	Prah.g_00981	Prac.g_00686
OG0000597	Prah.g_00965	Prac.g_00684
OG0000598	Prah.g_00968	Prac.g_00683
OG0000599	Prah.g_00972	Prac.g_00682
OG0000600	Prah.g_00973	Prac.g_00681
OG0000601	Prah.g_00985	Prac.g_00679
OG0000602	Prah.g_00986	Prac.g_00678
OG0000603	Prah.g_00987	Prac.g_00677
OG0000604	Prah.g_01022	Prac.g_00676
OG0000605	Prah.g_01023	Prac.g_00675
OG0000606	Prah.g_01025	Prac.g_00674
OG0000607	Prah.g_01028	Prac.g_00672
OG0000608	Prah.g_00706	Prac.g_00671
OG0000609	Prah.g_02588	Prac.g_00667
OG0000610	Prah.g_01344	Prac.g_00666
OG0000611	Prah.g_00886	Prac.g_01559
OG0000612	Prah.g_00885	Prac.g_01558
OG0000613	Prah.g_00884	Prac.g_01557
OG0000614	Prah.g_00882	Prac.g_01556
OG0000615	Prah.g_00881	Prac.g_01554
OG0000616	Prah.g_00880	Prac.g_01553
OG0000617	Prah.g_00879	Prac.g_01552
OG0000618	Prah.g_00878	Prac.g_01551
OG0000619	Prah.g_00876	Prac.g_01550
OG0000620	Prah.g_00875	Prac.g_01549
OG0000621	Prah.g_00874	Prac.g_01548
OG0000622	Prah.g_00873	Prac.g_01547
OG0000623	Prah.g_00872	Prac.g_01546
OG0000624	Prah.g_00871	Prac.g_01545
OG0000625	Prah.g_00870	Prac.g_01544
OG0000626	Prah.g_00869	Prac.g_01543
OG0000627	Prah.g_00746	Prac.g_01542
OG0000628	Prah.g_00747	Prac.g_01541
OG0000629	Prah.g_00750	Prac.g_01540
OG0000630	Prah.g_00751	Prac.g_01539
OG0000631	Prah.g_00754	Prac.g_01537
OG0000632	Prah.g_01043	Prac.g_01525
OG0000633	Prah.g_01447	Prac.g_01521
OG0000634	Prah.g_01543	Prac.g_01508
OG0000635	Prah.g_00788	Prac.g_01507
OG0000636	Prah.g_00787	Prac.g_01506
OG0000637	Prah.g_00786	Prac.g_01505
OG0000638	Prah.g_01946	Prac.g_01498
OG0000639	Prah.g_01802	Prac.g_01489
OG0000640	Prah.g_00755	Prac.g_01487
OG0000641	Prah.g_00758	Prac.g_01484
OG0000642	Prah.g_00759	Prac.g_01483
OG0000643	Prah.g_00760	Prac.g_01482
OG0000644	Prah.g_00673	Prac.g_01481
OG0000645	Prah.g_00672	Prac.g_01480
OG0000646	Prah.g_00671	Prac.g_01479
OG0000647	Prah.g_00670	Prac.g_01478
OG0000648	Prah.g_00668	Prac.g_01476
OG0000649	Prah.g_00667	Prac.g_01475
OG0000650	Prah.g_00666	Prac.g_01474
OG0000651	Prah.g_00665	Prac.g_01473
OG0000652	Prah.g_00664	Prac.g_01472
OG0000653	Prah.g_00663	Prac.g_01471
OG0000654	Prah.g_00661	Prac.g_01469
OG0000655	Prah.g_00659	Prac.g_01467
OG0000656	Prah.g_00658	Prac.g_01466
OG0000657	Prah.g_00657	Prac.g_01465
OG0000658	Prah.g_00656	Prac.g_01464
OG0000659	Prah.g_00655	Prac.g_01463
OG0000660	Prah.g_00654	Prac.g_01462
OG0000661	Prah.g_00652	Prac.g_01461
OG0000662	Prah.g_00650	Prac.g_01460
OG0000663	Prah.g_00649	Prac.g_01459
OG0000664	Prah.g_00648	Prac.g_01458
OG0000665	Prah.g_00647	Prac.g_01457
OG0000666	Prah.g_00646	Prac.g_01456
OG0000667	Prah.g_00645	Prac.g_01455
OG0000668	Prah.g_00644	Prac.g_01454
OG0000669	Prah.g_00640	Prac.g_01452
OG0000670	Prah.g_00639	Prac.g_01451
OG0000671	Prah.g_00638	Prac.g_01450
OG0000672	Prah.g_00637	Prac.g_01449
OG0000673	Prah.g_00636	Prac.g_01448
OG0000674	Prah.g_00635	Prac.g_01447
OG0000675	Prah.g_00609	Prac.g_01445
OG0000676	Prah.g_00608	Prac.g_01444
OG0000677	Prah.g_00605	Prac.g_01442
OG0000678	Prah.g_00603	Prac.g_01440
OG0000679	Prah.g_00601	Prac.g_01439
OG0000680	Prah.g_00600	Prac.g_01438
OG0000681	Prah.g_00599	Prac.g_01437
OG0000682	Prah.g_00598	Prac.g_01436
OG0000683	Prah.g_00596	Prac.g_01434
OG0000684	Prah.g_00595	Prac.g_01433
OG0000685	Prah.g_00594	Prac.g_01432
OG0000686	Prah.g_00593	Prac.g_01431
OG0000687	Prah.g_00592	Prac.g_01430
OG0000688	Prah.g_00591	Prac.g_01429
OG0000689	Prah.g_00589	Prac.g_01428
OG0000690	Prah.g_00588	Prac.g_01427
OG0000691	Prah.g_00587	Prac.g_01426
OG0000692	Prah.g_00575	Prac.g_01424
OG0000693	Prah.g_00574	Prac.g_01423
OG0000694	Prah.g_00572	Prac.g_01422
OG0000695	Prah.g_00568	Prac.g_01421
OG0000696	Prah.g_00566	Prac.g_01420
OG0000697	Prah.g_00564	Prac.g_01418
OG0000698	Prah.g_00743	Prac.g_01416
OG0000699	Prah.g_00866	Prac.g_01415
OG0000700	Prah.g_00850	Prac.g_01401
OG0000701	Prah.g_00192	Prac.g_01396
OG0000702	Prah.g_00558	Prac.g_01393
OG0000703	Prah.g_00740	Prac.g_01392
OG0000704	Prah.g_01212	Prac.g_01391
OG0000705	Prah.g_00739	Prac.g_01390
OG0000706	Prah.g_00738	Prac.g_01389
OG0000707	Prah.g_00736	Prac.g_01387
OG0000708	Prah.g_00735	Prac.g_01386
OG0000709	Prah.g_00733	Prac.g_01384
OG0000710	Prah.g_00732	Prac.g_01383
OG0000711	Prah.g_00731	Prac.g_01382
OG0000712	Prah.g_00730	Prac.g_01381
OG0000713	Prah.g_00729	Prac.g_01380
OG0000714	Prah.g_00726	Prac.g_01378
OG0000715	Prah.g_00724	Prac.g_01377
OG0000716	Prah.g_00721	Prac.g_01375
OG0000717	Prah.g_00718	Prac.g_01374
OG0000718	Prah.g_00715	Prac.g_01373
OG0000719	Prah.g_00702	Prac.g_01371
OG0000720	Prah.g_00701	Prac.g_01370
OG0000721	Prah.g_00699	Prac.g_01368
OG0000722	Prah.g_00698	Prac.g_01367
OG0000723	Prah.g_00697	Prac.g_01366
OG0000724	Prah.g_00683	Prac.g_01365
OG0000725	Prah.g_00684	Prac.g_01364
OG0000726	Prah.g_00685	Prac.g_01363
OG0000727	Prah.g_00686	Prac.g_01362
OG0000728	Prah.g_00687	Prac.g_01361
OG0000729	Prah.g_00689	Prac.g_01360
OG0000730	Prah.g_00692	Prac.g_01359
OG0000731	Prah.g_00681	Prac.g_01358
OG0000732	Prah.g_00680	Prac.g_01357
OG0000733	Prah.g_00679	Prac.g_01356
OG0000734	Prah.g_00678	Prac.g_01355
OG0000735	Prah.g_00677	Prac.g_01353
OG0000736	Prah.g_00675	Prac.g_01352
OG0000737	Prah.g_00674	Prac.g_01351
OG0000738	Prah.g_00761	Prac.g_01350
OG0000739	Prah.g_00762	Prac.g_01349
OG0000740	Prah.g_00763	Prac.g_01348
OG0000741	Prah.g_00765	Prac.g_01347
OG0000742	Prah.g_00767	Prac.g_01345
OG0000743	Prah.g_00768	Prac.g_01344
OG0000744	Prah.g_00770	Prac.g_01343
OG0000745	Prah.g_00771	Prac.g_01342
OG0000746	Prah.g_00772	Prac.g_01341
OG0000747	Prah.g_01178	Prac.g_01340
OG0000748	Prah.g_00780	Prac.g_01339
OG0000749	Prah.g_00781	Prac.g_01338
OG0000750	Prah.g_00783	Prac.g_01337
OG0000751	Prah.g_00784	Prac.g_01336
OG0000752	Prah.g_02517	Prac.g_01335
OG0000753	Prah.g_00789	Prac.g_01333
OG0000754	Prah.g_00790	Prac.g_01332
OG0000755	Prah.g_00791	Prac.g_01331
OG0000756	Prah.g_00793	Prac.g_01330
OG0000757	Prah.g_00794	Prac.g_01329
OG0000758	Prah.g_00795	Prac.g_01328
OG0000759	Prah.g_00800	Prac.g_01326
OG0000760	Prah.g_00801	Prac.g_01325
OG0000761	Prah.g_00803	Prac.g_01324
OG0000762	Prah.g_00806	Prac.g_01322
OG0000763	Prah.g_00808	Prac.g_01321
OG0000764	Prah.g_00810	Prac.g_01320
OG0000765	Prah.g_00811	Prac.g_01319
OG0000766	Prah.g_00812	Prac.g_01318
OG0000767	Prah.g_00814	Prac.g_01316
OG0000768	Prah.g_00815	Prac.g_01315
OG0000769	Prah.g_00816	Prac.g_01314
OG0000770	Prah.g_00817	Prac.g_01313
OG0000771	Prah.g_00818	Prac.g_01312
OG0000772	Prah.g_01131	Prac.g_01311
OG0000773	Prah.g_00821	Prac.g_01310
OG0000774	Prah.g_00824	Prac.g_01309
OG0000775	Prah.g_00826	Prac.g_01308
OG0000776	Prah.g_00828	Prac.g_01307
OG0000777	Prah.g_00829	Prac.g_01305
OG0000778	Prah.g_00830	Prac.g_01304
OG0000779	Prah.g_00833	Prac.g_01303
OG0000780	Prah.g_00835	Prac.g_01301
OG0000781	Prah.g_00839	Prac.g_01299
OG0000782	Prah.g_00840	Prac.g_01298
OG0000783	Prah.g_00846	Prac.g_01287
OG0000784	Prah.g_00848	Prac.g_01285
OG0000785	Prah.g_00849	Prac.g_01284
OG0000786	Prah.g_00851	Prac.g_01283
OG0000787	Prah.g_00852	Prac.g_01282
OG0000788	Prah.g_00858	Prac.g_01278
OG0000789	Prah.g_00861	Prac.g_01276
OG0000790	Prah.g_02518	Prac.g_01275
OG0000791	Prah.g_00862	Prac.g_01274
OG0000792	Prah.g_00863	Prac.g_01273
OG0000793	Prah.g_00864	Prac.g_01272
OG0000794	Prah.g_00867	Prac.g_01270
OG0000795	Prah.g_00903	Prac.g_01267
OG0000796	Prah.g_00904	Prac.g_01266
OG0000797	Prah.g_00907	Prac.g_01264
OG0000798	Prah.g_00908	Prac.g_01263
OG0000799	Prah.g_00909	Prac.g_01262
OG0000800	Prah.g_00910	Prac.g_01261
OG0000801	Prah.g_00913	Prac.g_01258
OG0000802	Prah.g_00914	Prac.g_01257
OG0000803	Prah.g_00919	Prac.g_01255
OG0000804	Prah.g_00920	Prac.g_01254
OG0000805	Prah.g_00921	Prac.g_01253
OG0000806	Prah.g_00922	Prac.g_01251
OG0000807	Prah.g_00893	Prac.g_01225
OG0000808	Prah.g_00539	Prac.g_01216
OG0000809	Prah.g_01601	Prac.g_01213
OG0000810	Prah.g_01176	Prac.g_01212
OG0000811	Prah.g_00133	Prac.g_01205
OG0000812	Prah.g_01942	Prac.g_01046
OG0000813	Prah.g_01932	Prac.g_01042
OG0000814	Prah.g_00383	Prac.g_01040
OG0000815	Prah.g_00521	Prac.g_01031
OG0000816	Prah.g_02532	Prac.g_01017
OG0000817	Prah.g_02525	Prac.g_01016
OG0000818	Prah.g_01803	Prac.g_01011
OG0000819	Prah.g_00378	Prac.g_01004
OG0000820	Prah.g_01905	Prac.g_01000
OG0000821	Prah.g_01340	Prac.g_00998
OG0000822	Prah.g_01339	Prac.g_00997
OG0000823	Prah.g_01338	Prac.g_00996
OG0000824	Prah.g_01337	Prac.g_00995
OG0000825	Prah.g_01336	Prac.g_00994
OG0000826	Prah.g_01335	Prac.g_00993
OG0000827	Prah.g_01331	Prac.g_00992
OG0000828	Prah.g_01329	Prac.g_00991
OG0000829	Prah.g_01328	Prac.g_00990
OG0000830	Prah.g_01325	Prac.g_00989
OG0000831	Prah.g_01323	Prac.g_00986
OG0000832	Prah.g_01321	Prac.g_00984
OG0000833	Prah.g_01320	Prac.g_00983
OG0000834	Prah.g_01318	Prac.g_00982
OG0000835	Prah.g_01317	Prac.g_00981
OG0000836	Prah.g_01316	Prac.g_00980
OG0000837	Prah.g_01307	Prac.g_00978
OG0000838	Prah.g_01305	Prac.g_00977
OG0000839	Prah.g_01304	Prac.g_00976
OG0000840	Prah.g_01303	Prac.g_00975
OG0000841	Prah.g_01302	Prac.g_00974
OG0000842	Prah.g_01298	Prac.g_00973
OG0000843	Prah.g_01297	Prac.g_00972
OG0000844	Prah.g_01296	Prac.g_00971
OG0000845	Prah.g_01295	Prac.g_00970
OG0000846	Prah.g_01292	Prac.g_00967
OG0000847	Prah.g_01291	Prac.g_00965
OG0000848	Prah.g_01262	Prac.g_00964
OG0000849	Prah.g_01259	Prac.g_00963
OG0000850	Prah.g_01258	Prac.g_00962
OG0000851	Prah.g_01255	Prac.g_00961
OG0000852	Prah.g_01253	Prac.g_00959
OG0000853	Prah.g_01251	Prac.g_00958
OG0000854	Prah.g_01249	Prac.g_00956
OG0000855	Prah.g_01248	Prac.g_00955
OG0000856	Prah.g_01247	Prac.g_00954
OG0000857	Prah.g_01246	Prac.g_00953
OG0000858	Prah.g_01245	Prac.g_00952
OG0000859	Prah.g_01244	Prac.g_00951
OG0000860	Prah.g_01243	Prac.g_00950
OG0000861	Prah.g_01263	Prac.g_00949
OG0000862	Prah.g_01264	Prac.g_00948
OG0000863	Prah.g_01265	Prac.g_00947
OG0000864	Prah.g_01266	Prac.g_00946
OG0000865	Prah.g_01268	Prac.g_00945
OG0000866	Prah.g_01272	Prac.g_00944
OG0000867	Prah.g_01273	Prac.g_00943
OG0000868	Prah.g_01275	Prac.g_00942
OG0000869	Prah.g_01278	Prac.g_00940
OG0000870	Prah.g_01279	Prac.g_00939
OG0000871	Prah.g_01282	Prac.g_00937
OG0000872	Prah.g_01283	Prac.g_00936
OG0000873	Prah.g_01285	Prac.g_00934
OG0000874	Prah.g_01286	Prac.g_00933
OG0000875	Prah.g_01289	Prac.g_00932
OG0000876	Prah.g_01290	Prac.g_00931
OG0000877	Prah.g_01239	Prac.g_00929
OG0000878	Prah.g_01610	Prac.g_00154
OG0000879	Prah.g_01349	Prac.g_00164
OG0000880	Prah.g_01350	Prac.g_00165
OG0000881	Prah.g_01351	Prac.g_00166
OG0000882	Prah.g_01353	Prac.g_00167
OG0000883	Prah.g_01355	Prac.g_00168
OG0000884	Prah.g_01357	Prac.g_00170
OG0000885	Prah.g_01358	Prac.g_00171
OG0000886	Prah.g_01359	Prac.g_00172
OG0000887	Prah.g_01360	Prac.g_00173
OG0000888	Prah.g_01361	Prac.g_00174
OG0000889	Prah.g_01365	Prac.g_00177
OG0000890	Prah.g_01368	Prac.g_00178
OG0000891	Prah.g_01369	Prac.g_00179
OG0000892	Prah.g_01372	Prac.g_00181
OG0000893	Prah.g_01373	Prac.g_00182
OG0000894	Prah.g_01374	Prac.g_00183
OG0000895	Prah.g_01375	Prac.g_00184
OG0000896	Prah.g_01376	Prac.g_00185
OG0000897	Prah.g_01377	Prac.g_00186
OG0000898	Prah.g_01380	Prac.g_00188
OG0000899	Prah.g_01381	Prac.g_00189
OG0000900	Prah.g_00327	Prac.g_00199
OG0000901	Prah.g_00323	Prac.g_00203
OG0000902	Prah.g_00224	Prac.g_00204
OG0000903	Prah.g_00571	Prac.g_00205
OG0000904	Prah.g_01183	Prac.g_00207
OG0000905	Prah.g_00918	Prac.g_00209
OG0000906	Prah.g_00895	Prac.g_00211
OG0000907	Prah.g_00560	Prac.g_00212
OG0000908	Prah.g_01663	Prac.g_00215
OG0000909	Prah.g_01577	Prac.g_00219
OG0000910	Prah.g_01578	Prac.g_00220
OG0000911	Prah.g_01579	Prac.g_00221
OG0000912	Prah.g_01580	Prac.g_00222
OG0000913	Prah.g_01581	Prac.g_00223
OG0000914	Prah.g_01582	Prac.g_00224
OG0000915	Prah.g_01583	Prac.g_00225
OG0000916	Prah.g_01584	Prac.g_00226
OG0000917	Prah.g_01586	Prac.g_00227
OG0000918	Prah.g_01587	Prac.g_00228
OG0000919	Prah.g_01588	Prac.g_00229
OG0000920	Prah.g_01589	Prac.g_00230
OG0000921	Prah.g_01590	Prac.g_00231
OG0000922	Prah.g_01591	Prac.g_00232
OG0000923	Prah.g_01592	Prac.g_00233
OG0000924	Prah.g_01593	Prac.g_00234
OG0000925	Prah.g_01594	Prac.g_00235
OG0000926	Prah.g_02242	Prac.g_00447
OG0000927	Prah.g_00435	Prac.g_00429
OG0000928	Prah.g_00434	Prac.g_00428
OG0000929	Prah.g_00433	Prac.g_00427
OG0000930	Prah.g_00428	Prac.g_00426
OG0000931	Prah.g_00427	Prac.g_00425
OG0000932	Prah.g_00423	Prac.g_00423
OG0000933	Prah.g_00421	Prac.g_00422
OG0000934	Prah.g_00420	Prac.g_00421
OG0000935	Prah.g_00419	Prac.g_00420
OG0000936	Prah.g_00418	Prac.g_00419
OG0000937	Prah.g_00417	Prac.g_00418
OG0000938	Prah.g_00415	Prac.g_00417
OG0000939	Prah.g_00414	Prac.g_00416
OG0000940	Prah.g_00412	Prac.g_00415
OG0000941	Prah.g_00410	Prac.g_00413
OG0000942	Prah.g_00409	Prac.g_00412
OG0000943	Prah.g_00406	Prac.g_00409
OG0000944	Prah.g_00403	Prac.g_00408
OG0000945	Prah.g_00402	Prac.g_00407
OG0000946	Prah.g_00401	Prac.g_00406
OG0000947	Prah.g_00400	Prac.g_00405
OG0000948	Prah.g_00399	Prac.g_00404
OG0000949	Prah.g_00398	Prac.g_00403
OG0000950	Prah.g_00397	Prac.g_00402
OG0000951	Prah.g_00396	Prac.g_00401
OG0000952	Prah.g_00395	Prac.g_00400
OG0000953	Prah.g_00394	Prac.g_00399
OG0000954	Prah.g_00391	Prac.g_00398
OG0000955	Prah.g_00390	Prac.g_00397
OG0000956	Prah.g_00389	Prac.g_00396
OG0000957	Prah.g_00388	Prac.g_00395
OG0000958	Prah.g_00386	Prac.g_00394
OG0000959	Prah.g_00385	Prac.g_00393
OG0000960	Prah.g_00384	Prac.g_00392
OG0000961	Prah.g_00379	Prac.g_00388
OG0000962	Prah.g_00376	Prac.g_00387
OG0000963	Prah.g_00374	Prac.g_00386
OG0000964	Prah.g_00371	Prac.g_00384
OG0000965	Prah.g_00370	Prac.g_00383
OG0000966	Prah.g_00369	Prac.g_00382
OG0000967	Prah.g_00368	Prac.g_00381
OG0000968	Prah.g_00367	Prac.g_00380
OG0000969	Prah.g_00366	Prac.g_00379
OG0000970	Prah.g_00365	Prac.g_00378
OG0000971	Prah.g_00364	Prac.g_00377
OG0000972	Prah.g_00363	Prac.g_00376
OG0000973	Prah.g_00362	Prac.g_00375
OG0000974	Prah.g_00360	Prac.g_00373
OG0000975	Prah.g_01217	Prac.g_00370
OG0000976	Prah.g_01605	Prac.g_00368
OG0000977	Prah.g_01615	Prac.g_00367
OG0000978	Prah.g_01617	Prac.g_00366
OG0000979	Prah.g_01619	Prac.g_00364
OG0000980	Prah.g_01620	Prac.g_00363
OG0000981	Prah.g_00538	Prac.g_00362
OG0000982	Prah.g_01621	Prac.g_00361
OG0000983	Prah.g_01623	Prac.g_00359
OG0000984	Prah.g_01624	Prac.g_00358
OG0000985	Prah.g_01625	Prac.g_00357
OG0000986	Prah.g_01627	Prac.g_00356
OG0000987	Prah.g_01628	Prac.g_00355
OG0000988	Prah.g_01631	Prac.g_00354
OG0000989	Prah.g_01632	Prac.g_00353
OG0000990	Prah.g_01633	Prac.g_00352
OG0000991	Prah.g_01634	Prac.g_00351
OG0000992	Prah.g_01635	Prac.g_00350
OG0000993	Prah.g_01636	Prac.g_00349
OG0000994	Prah.g_01637	Prac.g_00348
OG0000995	Prah.g_01639	Prac.g_00347
OG0000996	Prah.g_01640	Prac.g_00346
OG0000997	Prah.g_01641	Prac.g_00345
OG0000998	Prah.g_01642	Prac.g_00344
OG0000999	Prah.g_01643	Prac.g_00343
OG0001000	Prah.g_01644	Prac.g_00342
OG0001001	Prah.g_01645	Prac.g_00340
OG0001002	Prah.g_01648	Prac.g_00339
OG0001003	Prah.g_01649	Prac.g_00338
OG0001004	Prah.g_01791	Prac.g_00337
OG0001005	Prah.g_01651	Prac.g_00336
OG0001006	Prah.g_01652	Prac.g_00335
OG0001007	Prah.g_01653	Prac.g_00334
OG0001008	Prah.g_01655	Prac.g_00332
OG0001009	Prah.g_01656	Prac.g_00331
OG0001010	Prah.g_00541	Prac.g_00324
OG0001011	Prah.g_00515	Prac.g_00317
OG0001012	Prah.g_00651	Prac.g_00288
OG0001013	Prah.g_01667	Prac.g_00631
OG0001014	Prah.g_01668	Prac.g_00630
OG0001015	Prah.g_01677	Prac.g_00624
OG0001016	Prah.g_01678	Prac.g_00623
OG0001017	Prah.g_01679	Prac.g_00622
OG0001018	Prah.g_01681	Prac.g_00621
OG0001019	Prah.g_01685	Prac.g_00619
OG0001020	Prah.g_01687	Prac.g_00618
OG0001021	Prah.g_01688	Prac.g_00617
OG0001022	Prah.g_01689	Prac.g_00616
OG0001023	Prah.g_01690	Prac.g_00615
OG0001024	Prah.g_01692	Prac.g_00614
OG0001025	Prah.g_01693	Prac.g_00613
OG0001026	Prah.g_01694	Prac.g_00611
OG0001027	Prah.g_01695	Prac.g_00610
OG0001028	Prah.g_01696	Prac.g_00609
OG0001029	Prah.g_01697	Prac.g_00608
OG0001030	Prah.g_01698	Prac.g_00607
OG0001031	Prah.g_01699	Prac.g_00606
OG0001032	Prah.g_01700	Prac.g_00605
OG0001033	Prah.g_01701	Prac.g_00604
OG0001034	Prah.g_01703	Prac.g_00603
OG0001035	Prah.g_01705	Prac.g_00601
OG0001036	Prah.g_01707	Prac.g_00600
OG0001037	Prah.g_01709	Prac.g_00599
OG0001038	Prah.g_01710	Prac.g_00598
OG0001039	Prah.g_01711	Prac.g_00597
OG0001040	Prah.g_01713	Prac.g_00596
OG0001041	Prah.g_01714	Prac.g_00595
OG0001042	Prah.g_01716	Prac.g_00594
OG0001043	Prah.g_01717	Prac.g_00593
OG0001044	Prah.g_01718	Prac.g_00592
OG0001045	Prah.g_01719	Prac.g_00591
OG0001046	Prah.g_01720	Prac.g_00590
OG0001047	Prah.g_01727	Prac.g_00587
OG0001048	Prah.g_01729	Prac.g_00585
OG0001049	Prah.g_01730	Prac.g_00584
OG0001050	Prah.g_01731	Prac.g_00583
OG0001051	Prah.g_01732	Prac.g_00582
OG0001052	Prah.g_01733	Prac.g_00581
OG0001053	Prah.g_01736	Prac.g_00580
OG0001054	Prah.g_01738	Prac.g_00578
OG0001055	Prah.g_01739	Prac.g_00577
OG0001056	Prah.g_01740	Prac.g_00576
OG0001057	Prah.g_01741	Prac.g_00575
OG0001058	Prah.g_01742	Prac.g_00574
OG0001059	Prah.g_01743	Prac.g_00573
OG0001060	Prah.g_01744	Prac.g_00572
OG0001061	Prah.g_01745	Prac.g_00571
OG0001062	Prah.g_01759	Prac.g_00570
OG0001063	Prah.g_01760	Prac.g_00569
OG0001064	Prah.g_01762	Prac.g_00471
OG0001065	Prah.g_02073	Prac.g_00476
OG0001066	Prah.g_02071	Prac.g_00477
OG0001067	Prah.g_02070	Prac.g_00478
OG0001068	Prah.g_02067	Prac.g_00480
OG0001069	Prah.g_02066	Prac.g_00481
OG0001070	Prah.g_02065	Prac.g_00482
OG0001071	Prah.g_02064	Prac.g_00483
OG0001072	Prah.g_02063	Prac.g_00484
OG0001073	Prah.g_02062	Prac.g_00485
OG0001074	Prah.g_02061	Prac.g_00486
OG0001075	Prah.g_02060	Prac.g_00487
OG0001076	Prah.g_02059	Prac.g_00488
OG0001077	Prah.g_02058	Prac.g_00489
OG0001078	Prah.g_02056	Prac.g_00490
OG0001079	Prah.g_02055	Prac.g_00491
OG0001080	Prah.g_02054	Prac.g_00492
OG0001081	Prah.g_02041	Prac.g_00495
OG0001082	Prah.g_02042	Prac.g_00496
OG0001083	Prah.g_02046	Prac.g_00497
OG0001084	Prah.g_02044	Prac.g_00499
OG0001085	Prah.g_02043	Prac.g_00500
OG0001086	Prah.g_02047	Prac.g_00501
OG0001087	Prah.g_02048	Prac.g_00502
OG0001088	Prah.g_02050	Prac.g_00503
OG0001089	Prah.g_02039	Prac.g_00506
OG0001090	Prah.g_02037	Prac.g_00508
OG0001091	Prah.g_02036	Prac.g_00509
OG0001092	Prah.g_02035	Prac.g_00510
OG0001093	Prah.g_02034	Prac.g_00511
OG0001094	Prah.g_02033	Prac.g_00512
OG0001095	Prah.g_02032	Prac.g_00513
OG0001096	Prah.g_02031	Prac.g_00514
OG0001097	Prah.g_02030	Prac.g_00515
OG0001098	Prah.g_02029	Prac.g_00516
OG0001099	Prah.g_02028	Prac.g_00517
OG0001100	Prah.g_02027	Prac.g_00518
OG0001101	Prah.g_02026	Prac.g_00519
OG0001102	Prah.g_02025	Prac.g_00520
OG0001103	Prah.g_02024	Prac.g_00521
OG0001104	Prah.g_02023	Prac.g_00522
OG0001105	Prah.g_02022	Prac.g_00523
OG0001106	Prah.g_02021	Prac.g_00524
OG0001107	Prah.g_02020	Prac.g_00525
OG0001108	Prah.g_02019	Prac.g_00526
OG0001109	Prah.g_02018	Prac.g_00527
OG0001110	Prah.g_02017	Prac.g_00528
OG0001111	Prah.g_02016	Prac.g_00529
OG0001112	Prah.g_02015	Prac.g_00530
OG0001113	Prah.g_02014	Prac.g_00531
OG0001114	Prah.g_02013	Prac.g_00532
OG0001115	Prah.g_02012	Prac.g_00533
OG0001116	Prah.g_02011	Prac.g_00534
OG0001117	Prah.g_02010	Prac.g_00535
OG0001118	Prah.g_02009	Prac.g_00536
OG0001119	Prah.g_02008	Prac.g_00537
OG0001120	Prah.g_02007	Prac.g_00538
OG0001121	Prah.g_02004	Prac.g_00540
OG0001122	Prah.g_02003	Prac.g_00541
OG0001123	Prah.g_02002	Prac.g_00542
OG0001124	Prah.g_02000	Prac.g_00544
OG0001125	Prah.g_01998	Prac.g_00546
OG0001126	Prah.g_01997	Prac.g_00547
OG0001127	Prah.g_01994	Prac.g_00549
OG0001128	Prah.g_01993	Prac.g_00550
OG0001129	Prah.g_01991	Prac.g_00551
OG0001130	Prah.g_01988	Prac.g_00553
OG0001131	Prah.g_01987	Prac.g_00554
OG0001132	Prah.g_01986	Prac.g_00555
OG0001133	Prah.g_01985	Prac.g_00556
OG0001134	Prah.g_01984	Prac.g_00557
OG0001135	Prah.g_01983	Prac.g_00558
OG0001136	Prah.g_01982	Prac.g_00559
OG0001137	Prah.g_01981	Prac.g_00560
OG0001138	Prah.g_01980	Prac.g_00561
OG0001139	Prah.g_01978	Prac.g_00562
OG0001140	Prah.g_01977	Prac.g_00563
OG0001141	Prah.g_01976	Prac.g_00564
OG0001142	Prah.g_01966	Prac.g_00005
OG0001143	Prah.g_01965	Prac.g_00006
OG0001144	Prah.g_01963	Prac.g_00007
OG0001145	Prah.g_01962	Prac.g_00008
OG0001146	Prah.g_01961	Prac.g_00009
OG0001147	Prah.g_01960	Prac.g_00010
OG0001148	Prah.g_01958	Prac.g_00011
OG0001149	Prah.g_02224	Prac.g_00013
OG0001150	Prah.g_02227	Prac.g_00014
OG0001151	Prah.g_02231	Prac.g_00016
OG0001152	Prah.g_02232	Prac.g_00017
OG0001153	Prah.g_02234	Prac.g_00018
OG0001154	Prah.g_02236	Prac.g_00020
OG0001155	Prah.g_02239	Prac.g_00022
OG0001156	Prah.g_02241	Prac.g_00024
OG0001157	Prah.g_02243	Prac.g_00025
OG0001158	Prah.g_02245	Prac.g_00027
OG0001159	Prah.g_02246	Prac.g_00028
OG0001160	Prah.g_02247	Prac.g_00029
OG0001161	Prah.g_00168	Prac.g_00030
OG0001162	Prah.g_00167	Prac.g_00031
OG0001163	Prah.g_00166	Prac.g_00032
OG0001164	Prah.g_00165	Prac.g_00033
OG0001165	Prah.g_00164	Prac.g_00034
OG0001166	Prah.g_00163	Prac.g_00035
OG0001167	Prah.g_00156	Prac.g_00036
OG0001168	Prah.g_00155	Prac.g_00037
