Orthogroup	Prah	Prak
OG0000588	Prah.g_00444	Prak.g_00797
OG0000589	Prah.g_00442	Prak.g_00798
OG0000590	Prah.g_02193	Prak.g_00800
OG0000591	Prah.g_01789	Prak.g_00806
OG0000592	Prah.g_01029	Prak.g_00807
OG0000593	Prah.g_02413	Prak.g_00808
OG0000594	Prah.g_00625	Prak.g_00811
OG0000595	Prah.g_02051	Prak.g_00812
OG0000596	Prah.g_00981	Prak.g_00813
OG0000597	Prah.g_00965	Prak.g_00815
OG0000598	Prah.g_00968	Prak.g_00816
OG0000599	Prah.g_00972	Prak.g_00817
OG0000600	Prah.g_00973	Prak.g_00818
OG0000601	Prah.g_00985	Prak.g_00821
OG0000602	Prah.g_00986	Prak.g_00822
OG0000603	Prah.g_00987	Prak.g_00823
OG0000604	Prah.g_01022	Prak.g_00826
OG0000605	Prah.g_01023	Prak.g_00827
OG0000606	Prah.g_01025	Prak.g_00828
OG0000607	Prah.g_01028	Prak.g_00830
OG0000608	Prah.g_00706	Prak.g_00832
OG0000609	Prah.g_02588	Prak.g_01934
OG0000610	Prah.g_01344	Prak.g_00756
OG0000611	Prah.g_00886	Prak.g_00838
OG0000612	Prah.g_00885	Prak.g_00839
OG0000613	Prah.g_00884	Prak.g_01060
OG0000614	Prah.g_00882	Prak.g_01059
OG0000615	Prah.g_00881	Prak.g_01057
OG0000616	Prah.g_00880	Prak.g_01056
OG0000617	Prah.g_00879	Prak.g_01055
OG0000618	Prah.g_00878	Prak.g_01054
OG0000619	Prah.g_00876	Prak.g_01053
OG0000620	Prah.g_00875	Prak.g_01052
OG0000621	Prah.g_00874	Prak.g_01051
OG0000622	Prah.g_00873	Prak.g_01050
OG0000623	Prah.g_00872	Prak.g_01049
OG0000624	Prah.g_00871	Prak.g_01047
OG0000625	Prah.g_00870	Prak.g_01046
OG0000626	Prah.g_00869	Prak.g_01045
OG0000627	Prah.g_00746	Prak.g_01044
OG0000628	Prah.g_00747	Prak.g_01043
OG0000629	Prah.g_00750	Prak.g_01042
OG0000630	Prah.g_00751	Prak.g_01041
OG0000631	Prah.g_00754	Prak.g_01039
OG0000632	Prah.g_01043	Prak.g_01038
OG0000633	Prah.g_01447	Prak.g_00728
OG0000634	Prah.g_01543	Prak.g_01261
OG0000635	Prah.g_00788	Prak.g_00608
OG0000636	Prah.g_00787	Prak.g_00607
OG0000637	Prah.g_00786	Prak.g_00606
OG0000638	Prah.g_01946	Prak.g_00353
OG0000639	Prah.g_01802	Prak.g_00940
OG0000640	Prah.g_00755	Prak.g_00944
OG0000641	Prah.g_00758	Prak.g_00946
OG0000642	Prah.g_00759	Prak.g_00947
OG0000643	Prah.g_00760	Prak.g_00948
OG0000644	Prah.g_00673	Prak.g_01061
OG0000645	Prah.g_00672	Prak.g_00840
OG0000646	Prah.g_00671	Prak.g_00841
OG0000647	Prah.g_00670	Prak.g_00842
OG0000648	Prah.g_00668	Prak.g_00844
OG0000649	Prah.g_00667	Prak.g_00845
OG0000650	Prah.g_00666	Prak.g_00846
OG0000651	Prah.g_00665	Prak.g_00847
OG0000652	Prah.g_00664	Prak.g_00848
OG0000653	Prah.g_00663	Prak.g_00849
OG0000654	Prah.g_00661	Prak.g_00851
OG0000655	Prah.g_00659	Prak.g_00853
OG0000656	Prah.g_00658	Prak.g_00854
OG0000657	Prah.g_00657	Prak.g_00855
OG0000658	Prah.g_00656	Prak.g_00856
OG0000659	Prah.g_00655	Prak.g_00857
OG0000660	Prah.g_00654	Prak.g_00858
OG0000661	Prah.g_00652	Prak.g_00859
OG0000662	Prah.g_00650	Prak.g_00861
OG0000663	Prah.g_00649	Prak.g_00862
OG0000664	Prah.g_00648	Prak.g_00863
OG0000665	Prah.g_00647	Prak.g_00864
OG0000666	Prah.g_00646	Prak.g_00865
OG0000667	Prah.g_00645	Prak.g_00866
OG0000668	Prah.g_00644	Prak.g_00867
OG0000669	Prah.g_00640	Prak.g_00869
OG0000670	Prah.g_00639	Prak.g_00870
OG0000671	Prah.g_00638	Prak.g_00871
OG0000672	Prah.g_00637	Prak.g_00872
OG0000673	Prah.g_00636	Prak.g_00873
OG0000674	Prah.g_00635	Prak.g_00874
OG0000675	Prah.g_00609	Prak.g_00876
OG0000676	Prah.g_00608	Prak.g_00877
OG0000677	Prah.g_00605	Prak.g_00880
OG0000678	Prah.g_00603	Prak.g_00882
OG0000679	Prah.g_00601	Prak.g_00884
OG0000680	Prah.g_00600	Prak.g_00885
OG0000681	Prah.g_00599	Prak.g_00886
OG0000682	Prah.g_00598	Prak.g_00887
OG0000683	Prah.g_00596	Prak.g_00889
OG0000684	Prah.g_00595	Prak.g_00890
OG0000685	Prah.g_00594	Prak.g_00891
OG0000686	Prah.g_00593	Prak.g_00892
OG0000687	Prah.g_00592	Prak.g_00893
OG0000688	Prah.g_00591	Prak.g_00894
OG0000689	Prah.g_00589	Prak.g_00895
OG0000690	Prah.g_00588	Prak.g_00896
OG0000691	Prah.g_00587	Prak.g_00897
OG0000692	Prah.g_00575	Prak.g_00901
OG0000693	Prah.g_00574	Prak.g_00902
OG0000694	Prah.g_00572	Prak.g_00903
OG0000695	Prah.g_00568	Prak.g_00904
OG0000696	Prah.g_00566	Prak.g_00905
OG0000697	Prah.g_00564	Prak.g_00907
OG0000698	Prah.g_00743	Prak.g_00911
OG0000699	Prah.g_00866	Prak.g_00912
OG0000700	Prah.g_00850	Prak.g_00748
OG0000701	Prah.g_00192	Prak.g_00753
OG0000702	Prah.g_00558	Prak.g_00759
OG0000703	Prah.g_00740	Prak.g_00761
OG0000704	Prah.g_01212	Prak.g_00762
OG0000705	Prah.g_00739	Prak.g_00764
OG0000706	Prah.g_00738	Prak.g_00765
OG0000707	Prah.g_00736	Prak.g_00767
OG0000708	Prah.g_00735	Prak.g_00768
OG0000709	Prah.g_00733	Prak.g_00770
OG0000710	Prah.g_00732	Prak.g_00771
OG0000711	Prah.g_00731	Prak.g_00772
OG0000712	Prah.g_00730	Prak.g_00773
OG0000713	Prah.g_00729	Prak.g_00774
OG0000714	Prah.g_00726	Prak.g_00776
OG0000715	Prah.g_00724	Prak.g_00777
OG0000716	Prah.g_00721	Prak.g_00779
OG0000717	Prah.g_00718	Prak.g_00780
OG0000718	Prah.g_00715	Prak.g_00781
OG0000719	Prah.g_00702	Prak.g_00783
OG0000720	Prah.g_00701	Prak.g_00784
OG0000721	Prah.g_00699	Prak.g_00787
OG0000722	Prah.g_00698	Prak.g_00788
OG0000723	Prah.g_00697	Prak.g_00789
OG0000724	Prah.g_00683	Prak.g_00791
OG0000725	Prah.g_00684	Prak.g_00792
OG0000726	Prah.g_00685	Prak.g_00793
OG0000727	Prah.g_00686	Prak.g_00794
OG0000728	Prah.g_00687	Prak.g_00795
OG0000729	Prah.g_00689	Prak.g_00796
OG0000730	Prah.g_00692	Prak.g_01071
OG0000731	Prah.g_00681	Prak.g_01069
OG0000732	Prah.g_00680	Prak.g_01068
OG0000733	Prah.g_00679	Prak.g_01067
OG0000734	Prah.g_00678	Prak.g_01066
OG0000735	Prah.g_00677	Prak.g_01064
OG0000736	Prah.g_00675	Prak.g_01063
OG0000737	Prah.g_00674	Prak.g_01062
OG0000738	Prah.g_00761	Prak.g_00949
OG0000739	Prah.g_00762	Prak.g_00950
OG0000740	Prah.g_00763	Prak.g_00951
OG0000741	Prah.g_00765	Prak.g_00952
OG0000742	Prah.g_00767	Prak.g_00954
OG0000743	Prah.g_00768	Prak.g_00955
OG0000744	Prah.g_00770	Prak.g_00956
OG0000745	Prah.g_00771	Prak.g_00957
OG0000746	Prah.g_00772	Prak.g_00958
OG0000747	Prah.g_01178	Prak.g_00959
OG0000748	Prah.g_00780	Prak.g_00960
OG0000749	Prah.g_00781	Prak.g_00961
OG0000750	Prah.g_00783	Prak.g_00963
OG0000751	Prah.g_00784	Prak.g_00964
OG0000752	Prah.g_02517	Prak.g_01023
OG0000753	Prah.g_00789	Prak.g_00966
OG0000754	Prah.g_00790	Prak.g_00967
OG0000755	Prah.g_00791	Prak.g_00968
OG0000756	Prah.g_00793	Prak.g_00970
OG0000757	Prah.g_00794	Prak.g_00971
OG0000758	Prah.g_00795	Prak.g_00972
OG0000759	Prah.g_00800	Prak.g_00974
OG0000760	Prah.g_00801	Prak.g_00975
OG0000761	Prah.g_00803	Prak.g_00976
OG0000762	Prah.g_00806	Prak.g_00978
OG0000763	Prah.g_00808	Prak.g_00979
OG0000764	Prah.g_00810	Prak.g_00980
OG0000765	Prah.g_00811	Prak.g_00981
OG0000766	Prah.g_00812	Prak.g_00982
OG0000767	Prah.g_00814	Prak.g_00984
OG0000768	Prah.g_00815	Prak.g_00985
OG0000769	Prah.g_00816	Prak.g_00986
OG0000770	Prah.g_00817	Prak.g_00987
OG0000771	Prah.g_00818	Prak.g_00988
OG0000772	Prah.g_01131	Prak.g_01238
OG0000773	Prah.g_00821	Prak.g_00990
OG0000774	Prah.g_00824	Prak.g_00991
OG0000775	Prah.g_00826	Prak.g_00992
OG0000776	Prah.g_00828	Prak.g_00995
OG0000777	Prah.g_00829	Prak.g_00996
OG0000778	Prah.g_00830	Prak.g_00997
OG0000779	Prah.g_00833	Prak.g_00998
OG0000780	Prah.g_00835	Prak.g_01000
OG0000781	Prah.g_00839	Prak.g_01002
OG0000782	Prah.g_00840	Prak.g_01003
OG0000783	Prah.g_00846	Prak.g_01007
OG0000784	Prah.g_00848	Prak.g_01009
OG0000785	Prah.g_00849	Prak.g_01010
OG0000786	Prah.g_00851	Prak.g_01011
OG0000787	Prah.g_00852	Prak.g_01012
OG0000788	Prah.g_00858	Prak.g_01018
OG0000789	Prah.g_00861	Prak.g_01021
OG0000790	Prah.g_02518	Prak.g_01022
OG0000791	Prah.g_00862	Prak.g_01025
OG0000792	Prah.g_00863	Prak.g_01026
OG0000793	Prah.g_00864	Prak.g_01027
OG0000794	Prah.g_00867	Prak.g_01030
OG0000795	Prah.g_00903	Prak.g_00931
OG0000796	Prah.g_00904	Prak.g_00930
OG0000797	Prah.g_00907	Prak.g_00928
OG0000798	Prah.g_00908	Prak.g_00927
OG0000799	Prah.g_00909	Prak.g_00926
OG0000800	Prah.g_00910	Prak.g_00925
OG0000801	Prah.g_00913	Prak.g_00922
OG0000802	Prah.g_00914	Prak.g_00921
OG0000803	Prah.g_00919	Prak.g_00919
OG0000804	Prah.g_00920	Prak.g_00918
OG0000805	Prah.g_00921	Prak.g_00917
OG0000806	Prah.g_00922	Prak.g_00915
OG0000807	Prah.g_00893	Prak.g_00383
OG0000808	Prah.g_00539	Prak.g_00712
OG0000809	Prah.g_01601	Prak.g_01220
OG0000810	Prah.g_01176	Prak.g_00603
OG0000811	Prah.g_00133	Prak.g_01255
OG0000812	Prah.g_01942	Prak.g_01214
OG0000813	Prah.g_01932	Prak.g_00362
OG0000814	Prah.g_00383	Prak.g_01241
OG0000815	Prah.g_00521	Prak.g_01328
OG0000816	Prah.g_02532	Prak.g_01551
OG0000817	Prah.g_02525	Prak.g_01552
OG0000818	Prah.g_01803	Prak.g_00723
OG0000819	Prah.g_00378	Prak.g_01194
OG0000820	Prah.g_01905	Prak.g_01188
OG0000821	Prah.g_01340	Prak.g_01186
OG0000822	Prah.g_01339	Prak.g_01185
OG0000823	Prah.g_01338	Prak.g_01184
OG0000824	Prah.g_01337	Prak.g_01183
OG0000825	Prah.g_01336	Prak.g_01182
OG0000826	Prah.g_01335	Prak.g_01181
OG0000827	Prah.g_01331	Prak.g_01180
OG0000828	Prah.g_01329	Prak.g_01179
OG0000829	Prah.g_01328	Prak.g_01178
OG0000830	Prah.g_01325	Prak.g_01176
OG0000831	Prah.g_01323	Prak.g_01173
OG0000832	Prah.g_01321	Prak.g_01171
OG0000833	Prah.g_01320	Prak.g_01170
OG0000834	Prah.g_01318	Prak.g_01169
OG0000835	Prah.g_01317	Prak.g_01168
OG0000836	Prah.g_01316	Prak.g_01167
OG0000837	Prah.g_01307	Prak.g_01164
OG0000838	Prah.g_01305	Prak.g_01163
OG0000839	Prah.g_01304	Prak.g_01162
OG0000840	Prah.g_01303	Prak.g_01161
OG0000841	Prah.g_01302	Prak.g_01160
OG0000842	Prah.g_01298	Prak.g_01158
OG0000843	Prah.g_01297	Prak.g_01157
OG0000844	Prah.g_01296	Prak.g_01156
OG0000845	Prah.g_01295	Prak.g_01155
OG0000846	Prah.g_01292	Prak.g_01153
OG0000847	Prah.g_01291	Prak.g_01151
OG0000848	Prah.g_01262	Prak.g_01150
OG0000849	Prah.g_01259	Prak.g_01147
OG0000850	Prah.g_01258	Prak.g_01146
OG0000851	Prah.g_01255	Prak.g_01144
OG0000852	Prah.g_01253	Prak.g_01142
OG0000853	Prah.g_01251	Prak.g_01140
OG0000854	Prah.g_01249	Prak.g_01138
OG0000855	Prah.g_01248	Prak.g_01137
OG0000856	Prah.g_01247	Prak.g_01136
OG0000857	Prah.g_01246	Prak.g_01135
OG0000858	Prah.g_01245	Prak.g_01134
OG0000859	Prah.g_01244	Prak.g_01133
OG0000860	Prah.g_01243	Prak.g_01132
OG0000861	Prah.g_01263	Prak.g_01131
OG0000862	Prah.g_01264	Prak.g_01130
OG0000863	Prah.g_01265	Prak.g_01129
OG0000864	Prah.g_01266	Prak.g_01128
OG0000865	Prah.g_01268	Prak.g_01127
OG0000866	Prah.g_01272	Prak.g_01126
OG0000867	Prah.g_01273	Prak.g_01125
OG0000868	Prah.g_01275	Prak.g_01124
OG0000869	Prah.g_01278	Prak.g_01122
OG0000870	Prah.g_01279	Prak.g_01121
OG0000871	Prah.g_01282	Prak.g_01120
OG0000872	Prah.g_01283	Prak.g_01119
OG0000873	Prah.g_01285	Prak.g_01117
OG0000874	Prah.g_01286	Prak.g_01116
OG0000875	Prah.g_01289	Prak.g_01115
OG0000876	Prah.g_01290	Prak.g_01114
OG0000877	Prah.g_01239	Prak.g_00593
OG0000878	Prah.g_01610	Prak.g_01571
OG0000879	Prah.g_01349	Prak.g_01266
OG0000880	Prah.g_01350	Prak.g_01267
OG0000881	Prah.g_01351	Prak.g_01268
OG0000882	Prah.g_01353	Prak.g_01269
OG0000883	Prah.g_01355	Prak.g_01270
OG0000884	Prah.g_01357	Prak.g_01272
OG0000885	Prah.g_01358	Prak.g_01273
OG0000886	Prah.g_01359	Prak.g_01274
OG0000887	Prah.g_01360	Prak.g_01275
OG0000888	Prah.g_01361	Prak.g_01276
OG0000889	Prah.g_01365	Prak.g_01279
OG0000890	Prah.g_01368	Prak.g_01280
OG0000891	Prah.g_01369	Prak.g_01281
OG0000892	Prah.g_01372	Prak.g_01284
OG0000893	Prah.g_01373	Prak.g_01285
OG0000894	Prah.g_01374	Prak.g_01286
OG0000895	Prah.g_01375	Prak.g_01287
OG0000896	Prah.g_01376	Prak.g_01288
OG0000897	Prah.g_01377	Prak.g_01289
OG0000898	Prah.g_01380	Prak.g_01292
OG0000899	Prah.g_01381	Prak.g_01293
OG0000900	Prah.g_00327	Prak.g_01305
OG0000901	Prah.g_00323	Prak.g_01301
OG0000902	Prah.g_00224	Prak.g_00460
OG0000903	Prah.g_00571	Prak.g_01237
OG0000904	Prah.g_01183	Prak.g_01490
OG0000905	Prah.g_00918	Prak.g_01215
OG0000906	Prah.g_00895	Prak.g_01197
OG0000907	Prah.g_00560	Prak.g_00909
OG0000908	Prah.g_01663	Prak.g_01234
OG0000909	Prah.g_01577	Prak.g_01331
OG0000910	Prah.g_01578	Prak.g_01332
OG0000911	Prah.g_01579	Prak.g_01333
OG0000912	Prah.g_01580	Prak.g_01334
OG0000913	Prah.g_01581	Prak.g_01335
OG0000914	Prah.g_01582	Prak.g_01336
OG0000915	Prah.g_01583	Prak.g_01337
OG0000916	Prah.g_01584	Prak.g_01338
OG0000917	Prah.g_01586	Prak.g_01339
OG0000918	Prah.g_01587	Prak.g_01340
OG0000919	Prah.g_01588	Prak.g_01341
OG0000920	Prah.g_01589	Prak.g_01342
OG0000921	Prah.g_01590	Prak.g_01343
OG0000922	Prah.g_01591	Prak.g_01344
OG0000923	Prah.g_01592	Prak.g_01345
OG0000924	Prah.g_01593	Prak.g_01346
OG0000925	Prah.g_01594	Prak.g_01347
OG0000926	Prah.g_02242	Prak.g_01824
OG0000927	Prah.g_00435	Prak.g_01374
OG0000928	Prah.g_00434	Prak.g_01375
OG0000929	Prah.g_00433	Prak.g_01376
OG0000930	Prah.g_00428	Prak.g_01377
OG0000931	Prah.g_00427	Prak.g_01378
OG0000932	Prah.g_00423	Prak.g_01380
OG0000933	Prah.g_00421	Prak.g_01381
OG0000934	Prah.g_00420	Prak.g_01382
OG0000935	Prah.g_00419	Prak.g_01383
OG0000936	Prah.g_00418	Prak.g_01384
OG0000937	Prah.g_00417	Prak.g_01385
OG0000938	Prah.g_00415	Prak.g_01386
OG0000939	Prah.g_00414	Prak.g_01387
OG0000940	Prah.g_00412	Prak.g_01388
OG0000941	Prah.g_00410	Prak.g_01389
OG0000942	Prah.g_00409	Prak.g_01390
OG0000943	Prah.g_00406	Prak.g_01393
OG0000944	Prah.g_00403	Prak.g_01394
OG0000945	Prah.g_00402	Prak.g_01395
OG0000946	Prah.g_00401	Prak.g_01396
OG0000947	Prah.g_00400	Prak.g_01397
OG0000948	Prah.g_00399	Prak.g_01398
OG0000949	Prah.g_00398	Prak.g_01399
OG0000950	Prah.g_00397	Prak.g_01400
OG0000951	Prah.g_00396	Prak.g_01401
OG0000952	Prah.g_00395	Prak.g_01402
OG0000953	Prah.g_00394	Prak.g_01403
OG0000954	Prah.g_00391	Prak.g_01404
OG0000955	Prah.g_00390	Prak.g_01405
OG0000956	Prah.g_00389	Prak.g_01406
OG0000957	Prah.g_00388	Prak.g_01407
OG0000958	Prah.g_00386	Prak.g_01408
OG0000959	Prah.g_00385	Prak.g_01409
OG0000960	Prah.g_00384	Prak.g_01410
OG0000961	Prah.g_00379	Prak.g_01414
OG0000962	Prah.g_00376	Prak.g_01415
OG0000963	Prah.g_00374	Prak.g_01416
OG0000964	Prah.g_00371	Prak.g_01418
OG0000965	Prah.g_00370	Prak.g_01419
OG0000966	Prah.g_00369	Prak.g_01420
OG0000967	Prah.g_00368	Prak.g_01421
OG0000968	Prah.g_00367	Prak.g_01422
OG0000969	Prah.g_00366	Prak.g_01423
OG0000970	Prah.g_00365	Prak.g_01424
OG0000971	Prah.g_00364	Prak.g_01425
OG0000972	Prah.g_00363	Prak.g_01426
OG0000973	Prah.g_00362	Prak.g_01427
OG0000974	Prah.g_00360	Prak.g_01429
OG0000975	Prah.g_01217	Prak.g_01435
OG0000976	Prah.g_01605	Prak.g_01437
OG0000977	Prah.g_01615	Prak.g_01439
OG0000978	Prah.g_01617	Prak.g_01441
OG0000979	Prah.g_01619	Prak.g_01443
OG0000980	Prah.g_01620	Prak.g_01444
OG0000981	Prah.g_00538	Prak.g_01445
OG0000982	Prah.g_01621	Prak.g_01446
OG0000983	Prah.g_01623	Prak.g_01448
OG0000984	Prah.g_01624	Prak.g_01449
OG0000985	Prah.g_01625	Prak.g_01450
OG0000986	Prah.g_01627	Prak.g_01451
OG0000987	Prah.g_01628	Prak.g_01452
OG0000988	Prah.g_01631	Prak.g_01453
OG0000989	Prah.g_01632	Prak.g_01454
OG0000990	Prah.g_01633	Prak.g_01455
OG0000991	Prah.g_01634	Prak.g_01456
OG0000992	Prah.g_01635	Prak.g_01457
OG0000993	Prah.g_01636	Prak.g_01458
OG0000994	Prah.g_01637	Prak.g_01459
OG0000995	Prah.g_01639	Prak.g_01460
OG0000996	Prah.g_01640	Prak.g_01461
OG0000997	Prah.g_01641	Prak.g_01462
OG0000998	Prah.g_01642	Prak.g_01463
OG0000999	Prah.g_01643	Prak.g_01464
OG0001000	Prah.g_01644	Prak.g_01465
OG0001001	Prah.g_01645	Prak.g_01467
OG0001002	Prah.g_01648	Prak.g_01468
OG0001003	Prah.g_01649	Prak.g_01469
OG0001004	Prah.g_01791	Prak.g_01470
OG0001005	Prah.g_01651	Prak.g_01473
OG0001006	Prah.g_01652	Prak.g_01474
OG0001007	Prah.g_01653	Prak.g_01475
OG0001008	Prah.g_01655	Prak.g_01477
OG0001009	Prah.g_01656	Prak.g_01478
OG0001010	Prah.g_00541	Prak.g_01588
OG0001011	Prah.g_00515	Prak.g_00590
OG0001012	Prah.g_00651	Prak.g_00860
OG0001013	Prah.g_01667	Prak.g_01638
OG0001014	Prah.g_01668	Prak.g_01639
OG0001015	Prah.g_01677	Prak.g_01646
OG0001016	Prah.g_01678	Prak.g_01647
OG0001017	Prah.g_01679	Prak.g_01648
OG0001018	Prah.g_01681	Prak.g_01649
OG0001019	Prah.g_01685	Prak.g_01651
OG0001020	Prah.g_01687	Prak.g_01652
OG0001021	Prah.g_01688	Prak.g_01653
OG0001022	Prah.g_01689	Prak.g_01654
OG0001023	Prah.g_01690	Prak.g_01655
OG0001024	Prah.g_01692	Prak.g_01657
OG0001025	Prah.g_01693	Prak.g_01658
OG0001026	Prah.g_01694	Prak.g_01659
OG0001027	Prah.g_01695	Prak.g_01660
OG0001028	Prah.g_01696	Prak.g_01661
OG0001029	Prah.g_01697	Prak.g_01662
OG0001030	Prah.g_01698	Prak.g_01663
OG0001031	Prah.g_01699	Prak.g_01664
OG0001032	Prah.g_01700	Prak.g_01665
OG0001033	Prah.g_01701	Prak.g_01666
OG0001034	Prah.g_01703	Prak.g_01667
OG0001035	Prah.g_01705	Prak.g_01669
OG0001036	Prah.g_01707	Prak.g_01670
OG0001037	Prah.g_01709	Prak.g_01671
OG0001038	Prah.g_01710	Prak.g_01672
OG0001039	Prah.g_01711	Prak.g_01673
OG0001040	Prah.g_01713	Prak.g_01674
OG0001041	Prah.g_01714	Prak.g_01675
OG0001042	Prah.g_01716	Prak.g_01676
OG0001043	Prah.g_01717	Prak.g_01677
OG0001044	Prah.g_01718	Prak.g_01678
OG0001045	Prah.g_01719	Prak.g_01679
OG0001046	Prah.g_01720	Prak.g_01680
OG0001047	Prah.g_01727	Prak.g_01683
OG0001048	Prah.g_01729	Prak.g_01685
OG0001049	Prah.g_01730	Prak.g_01686
OG0001050	Prah.g_01731	Prak.g_01687
OG0001051	Prah.g_01732	Prak.g_01688
OG0001052	Prah.g_01733	Prak.g_01689
OG0001053	Prah.g_01736	Prak.g_01691
OG0001054	Prah.g_01738	Prak.g_01693
OG0001055	Prah.g_01739	Prak.g_01694
OG0001056	Prah.g_01740	Prak.g_01695
OG0001057	Prah.g_01741	Prak.g_01696
OG0001058	Prah.g_01742	Prak.g_01697
OG0001059	Prah.g_01743	Prak.g_01698
OG0001060	Prah.g_01744	Prak.g_01699
OG0001061	Prah.g_01745	Prak.g_01700
OG0001062	Prah.g_01759	Prak.g_01701
OG0001063	Prah.g_01760	Prak.g_01702
OG0001064	Prah.g_01762	Prak.g_01704
OG0001065	Prah.g_02073	Prak.g_01708
OG0001066	Prah.g_02071	Prak.g_01710
OG0001067	Prah.g_02070	Prak.g_01711
OG0001068	Prah.g_02067	Prak.g_01714
OG0001069	Prah.g_02066	Prak.g_01715
OG0001070	Prah.g_02065	Prak.g_01716
OG0001071	Prah.g_02064	Prak.g_01717
OG0001072	Prah.g_02063	Prak.g_01718
OG0001073	Prah.g_02062	Prak.g_01719
OG0001074	Prah.g_02061	Prak.g_01720
OG0001075	Prah.g_02060	Prak.g_01721
OG0001076	Prah.g_02059	Prak.g_01722
OG0001077	Prah.g_02058	Prak.g_01723
OG0001078	Prah.g_02056	Prak.g_01724
OG0001079	Prah.g_02055	Prak.g_01725
OG0001080	Prah.g_02054	Prak.g_01726
OG0001081	Prah.g_02041	Prak.g_01730
OG0001082	Prah.g_02042	Prak.g_01731
OG0001083	Prah.g_02046	Prak.g_01734
OG0001084	Prah.g_02044	Prak.g_01733
OG0001085	Prah.g_02043	Prak.g_01732
OG0001086	Prah.g_02047	Prak.g_01729
OG0001087	Prah.g_02048	Prak.g_01728
OG0001088	Prah.g_02050	Prak.g_01727
OG0001089	Prah.g_02039	Prak.g_01737
OG0001090	Prah.g_02037	Prak.g_01739
OG0001091	Prah.g_02036	Prak.g_01740
OG0001092	Prah.g_02035	Prak.g_01741
OG0001093	Prah.g_02034	Prak.g_01742
OG0001094	Prah.g_02033	Prak.g_01743
OG0001095	Prah.g_02032	Prak.g_01744
OG0001096	Prah.g_02031	Prak.g_01745
OG0001097	Prah.g_02030	Prak.g_01746
OG0001098	Prah.g_02029	Prak.g_01747
OG0001099	Prah.g_02028	Prak.g_01748
OG0001100	Prah.g_02027	Prak.g_01749
OG0001101	Prah.g_02026	Prak.g_01750
OG0001102	Prah.g_02025	Prak.g_01751
OG0001103	Prah.g_02024	Prak.g_01752
OG0001104	Prah.g_02023	Prak.g_01753
OG0001105	Prah.g_02022	Prak.g_01754
OG0001106	Prah.g_02021	Prak.g_01755
OG0001107	Prah.g_02020	Prak.g_01756
OG0001108	Prah.g_02019	Prak.g_01757
OG0001109	Prah.g_02018	Prak.g_01758
OG0001110	Prah.g_02017	Prak.g_01759
OG0001111	Prah.g_02016	Prak.g_01760
OG0001112	Prah.g_02015	Prak.g_01761
OG0001113	Prah.g_02014	Prak.g_01762
OG0001114	Prah.g_02013	Prak.g_01763
OG0001115	Prah.g_02012	Prak.g_01764
OG0001116	Prah.g_02011	Prak.g_01765
OG0001117	Prah.g_02010	Prak.g_01766
OG0001118	Prah.g_02009	Prak.g_01767
OG0001119	Prah.g_02008	Prak.g_01768
OG0001120	Prah.g_02007	Prak.g_01769
OG0001121	Prah.g_02004	Prak.g_01771
OG0001122	Prah.g_02003	Prak.g_01772
OG0001123	Prah.g_02002	Prak.g_01773
OG0001124	Prah.g_02000	Prak.g_01775
OG0001125	Prah.g_01998	Prak.g_01777
OG0001126	Prah.g_01997	Prak.g_01778
OG0001127	Prah.g_01994	Prak.g_01781
OG0001128	Prah.g_01993	Prak.g_01782
OG0001129	Prah.g_01991	Prak.g_01783
OG0001130	Prah.g_01988	Prak.g_01786
OG0001131	Prah.g_01987	Prak.g_01787
OG0001132	Prah.g_01986	Prak.g_01788
OG0001133	Prah.g_01985	Prak.g_01789
OG0001134	Prah.g_01984	Prak.g_01790
OG0001135	Prah.g_01983	Prak.g_01791
OG0001136	Prah.g_01982	Prak.g_01792
OG0001137	Prah.g_01981	Prak.g_01793
OG0001138	Prah.g_01980	Prak.g_01794
OG0001139	Prah.g_01978	Prak.g_01796
OG0001140	Prah.g_01977	Prak.g_01797
OG0001141	Prah.g_01976	Prak.g_01798
OG0001142	Prah.g_01966	Prak.g_01802
OG0001143	Prah.g_01965	Prak.g_01803
OG0001144	Prah.g_01963	Prak.g_01804
OG0001145	Prah.g_01962	Prak.g_01805
OG0001146	Prah.g_01961	Prak.g_01806
OG0001147	Prah.g_01960	Prak.g_01807
OG0001148	Prah.g_01958	Prak.g_01808
OG0001149	Prah.g_02224	Prak.g_01810
OG0001150	Prah.g_02227	Prak.g_01811
OG0001151	Prah.g_02231	Prak.g_01815
OG0001152	Prah.g_02232	Prak.g_01816
OG0001153	Prah.g_02234	Prak.g_01817
OG0001154	Prah.g_02236	Prak.g_01819
OG0001155	Prah.g_02239	Prak.g_01821
OG0001156	Prah.g_02241	Prak.g_01823
OG0001157	Prah.g_02243	Prak.g_01825
OG0001158	Prah.g_02245	Prak.g_01827
OG0001159	Prah.g_02246	Prak.g_01828
OG0001160	Prah.g_02247	Prak.g_01829
OG0001161	Prah.g_00168	Prak.g_01830
OG0001162	Prah.g_00167	Prak.g_01831
OG0001163	Prah.g_00166	Prak.g_01832
OG0001164	Prah.g_00165	Prak.g_01833
OG0001165	Prah.g_00164	Prak.g_01834
OG0001166	Prah.g_00163	Prak.g_01835
OG0001167	Prah.g_00156	Prak.g_01837
OG0001168	Prah.g_00155	Prak.g_01838
OG0001169	Prah.g_00154	Prak.g_01839
