Orthogroup	Prah	Prar
OG0000585	Prah.g_00451	Prar.g_01495
OG0000586	Prah.g_00449	Prar.g_01497
OG0000587	Prah.g_00448	Prar.g_01498
OG0000588	Prah.g_00444	Prar.g_01500
OG0000589	Prah.g_00442	Prar.g_01501
OG0000590	Prah.g_02193	Prar.g_01503
OG0000591	Prah.g_01789	Prar.g_01509
OG0000592	Prah.g_01029	Prar.g_01510
OG0000593	Prah.g_02413	Prar.g_01511
OG0000594	Prah.g_00625	Prar.g_01513
OG0000595	Prah.g_02051	Prar.g_01514
OG0000596	Prah.g_00981	Prar.g_01515
OG0000597	Prah.g_00965	Prar.g_01517
OG0000598	Prah.g_00968	Prar.g_01518
OG0000599	Prah.g_00972	Prar.g_01519
OG0000600	Prah.g_00973	Prar.g_01520
OG0000601	Prah.g_00985	Prar.g_01522
OG0000602	Prah.g_00986	Prar.g_01523
OG0000603	Prah.g_00987	Prar.g_01524
OG0000604	Prah.g_01022	Prar.g_01525
OG0000605	Prah.g_01023	Prar.g_01526
OG0000606	Prah.g_01025	Prar.g_01527
OG0000607	Prah.g_01028	Prar.g_01529
OG0000608	Prah.g_00706	Prar.g_01530
OG0000609	Prah.g_02588	Prar.g_01534
OG0000610	Prah.g_01344	Prar.g_01535
OG0000611	Prah.g_00886	Prar.g_01600
OG0000612	Prah.g_00885	Prar.g_01601
OG0000613	Prah.g_00884	Prar.g_01602
OG0000614	Prah.g_00882	Prar.g_01603
OG0000615	Prah.g_00881	Prar.g_01605
OG0000616	Prah.g_00880	Prar.g_01606
OG0000617	Prah.g_00879	Prar.g_01607
OG0000618	Prah.g_00878	Prar.g_01608
OG0000619	Prah.g_00876	Prar.g_01609
OG0000620	Prah.g_00875	Prar.g_01610
OG0000621	Prah.g_00874	Prar.g_01611
OG0000622	Prah.g_00873	Prar.g_01612
OG0000623	Prah.g_00872	Prar.g_01613
OG0000624	Prah.g_00871	Prar.g_01614
OG0000625	Prah.g_00870	Prar.g_01615
OG0000626	Prah.g_00869	Prar.g_01616
OG0000627	Prah.g_00746	Prar.g_01617
OG0000628	Prah.g_00747	Prar.g_01618
OG0000629	Prah.g_00750	Prar.g_01619
OG0000630	Prah.g_00751	Prar.g_01620
OG0000631	Prah.g_00754	Prar.g_01622
OG0000632	Prah.g_01043	Prar.g_01634
OG0000633	Prah.g_01447	Prar.g_01638
OG0000634	Prah.g_01543	Prar.g_01651
OG0000635	Prah.g_00788	Prar.g_01652
OG0000636	Prah.g_00787	Prar.g_01653
OG0000637	Prah.g_00786	Prar.g_01654
OG0000638	Prah.g_01946	Prar.g_01661
OG0000639	Prah.g_01802	Prar.g_01670
OG0000640	Prah.g_00755	Prar.g_01672
OG0000641	Prah.g_00758	Prar.g_01675
OG0000642	Prah.g_00759	Prar.g_01676
OG0000643	Prah.g_00760	Prar.g_01677
OG0000644	Prah.g_00673	Prar.g_01678
OG0000645	Prah.g_00672	Prar.g_01679
OG0000646	Prah.g_00671	Prar.g_01680
OG0000647	Prah.g_00670	Prar.g_01681
OG0000648	Prah.g_00668	Prar.g_01683
OG0000649	Prah.g_00667	Prar.g_01684
OG0000650	Prah.g_00666	Prar.g_01685
OG0000651	Prah.g_00665	Prar.g_01686
OG0000652	Prah.g_00664	Prar.g_01687
OG0000653	Prah.g_00663	Prar.g_01688
OG0000654	Prah.g_00661	Prar.g_01690
OG0000655	Prah.g_00659	Prar.g_01692
OG0000656	Prah.g_00658	Prar.g_01693
OG0000657	Prah.g_00657	Prar.g_01694
OG0000658	Prah.g_00656	Prar.g_01695
OG0000659	Prah.g_00655	Prar.g_01696
OG0000660	Prah.g_00654	Prar.g_01697
OG0000661	Prah.g_00652	Prar.g_01698
OG0000662	Prah.g_00650	Prar.g_01699
OG0000663	Prah.g_00649	Prar.g_01700
OG0000664	Prah.g_00648	Prar.g_01701
OG0000665	Prah.g_00647	Prar.g_01702
OG0000666	Prah.g_00646	Prar.g_01703
OG0000667	Prah.g_00645	Prar.g_01704
OG0000668	Prah.g_00644	Prar.g_01705
OG0000669	Prah.g_00640	Prar.g_01707
OG0000670	Prah.g_00639	Prar.g_01708
OG0000671	Prah.g_00638	Prar.g_01709
OG0000672	Prah.g_00637	Prar.g_01710
OG0000673	Prah.g_00636	Prar.g_01711
OG0000674	Prah.g_00635	Prar.g_01712
OG0000675	Prah.g_00609	Prar.g_01714
OG0000676	Prah.g_00608	Prar.g_01715
OG0000677	Prah.g_00605	Prar.g_01717
OG0000678	Prah.g_00603	Prar.g_01719
OG0000679	Prah.g_00601	Prar.g_01720
OG0000680	Prah.g_00600	Prar.g_01721
OG0000681	Prah.g_00599	Prar.g_01722
OG0000682	Prah.g_00598	Prar.g_01723
OG0000683	Prah.g_00596	Prar.g_01725
OG0000684	Prah.g_00595	Prar.g_01726
OG0000685	Prah.g_00594	Prar.g_01727
OG0000686	Prah.g_00593	Prar.g_01728
OG0000687	Prah.g_00592	Prar.g_01729
OG0000688	Prah.g_00591	Prar.g_01730
OG0000689	Prah.g_00589	Prar.g_01731
OG0000690	Prah.g_00588	Prar.g_01732
OG0000691	Prah.g_00587	Prar.g_01733
OG0000692	Prah.g_00575	Prar.g_01735
OG0000693	Prah.g_00574	Prar.g_01736
OG0000694	Prah.g_00572	Prar.g_01737
OG0000695	Prah.g_00568	Prar.g_01738
OG0000696	Prah.g_00566	Prar.g_01740
OG0000697	Prah.g_00564	Prar.g_01742
OG0000698	Prah.g_00743	Prar.g_01744
OG0000699	Prah.g_00866	Prar.g_01745
OG0000700	Prah.g_00850	Prar.g_01759
OG0000701	Prah.g_00192	Prar.g_01764
OG0000702	Prah.g_00558	Prar.g_01767
OG0000703	Prah.g_00740	Prar.g_01768
OG0000704	Prah.g_01212	Prar.g_01769
OG0000705	Prah.g_00739	Prar.g_01770
OG0000706	Prah.g_00738	Prar.g_01771
OG0000707	Prah.g_00736	Prar.g_01773
OG0000708	Prah.g_00735	Prar.g_01774
OG0000709	Prah.g_00733	Prar.g_01776
OG0000710	Prah.g_00732	Prar.g_01777
OG0000711	Prah.g_00731	Prar.g_01778
OG0000712	Prah.g_00730	Prar.g_01779
OG0000713	Prah.g_00729	Prar.g_01780
OG0000714	Prah.g_00726	Prar.g_01782
OG0000715	Prah.g_00724	Prar.g_01783
OG0000716	Prah.g_00721	Prar.g_01785
OG0000717	Prah.g_00718	Prar.g_01786
OG0000718	Prah.g_00715	Prar.g_01787
OG0000719	Prah.g_00702	Prar.g_01789
OG0000720	Prah.g_00701	Prar.g_01790
OG0000721	Prah.g_00699	Prar.g_01792
OG0000722	Prah.g_00698	Prar.g_01793
OG0000723	Prah.g_00697	Prar.g_01794
OG0000724	Prah.g_00683	Prar.g_01795
OG0000725	Prah.g_00684	Prar.g_01796
OG0000726	Prah.g_00685	Prar.g_01797
OG0000727	Prah.g_00686	Prar.g_01798
OG0000728	Prah.g_00687	Prar.g_01799
OG0000729	Prah.g_00689	Prar.g_01800
OG0000730	Prah.g_00692	Prar.g_01801
OG0000731	Prah.g_00681	Prar.g_01802
OG0000732	Prah.g_00680	Prar.g_01803
OG0000733	Prah.g_00679	Prar.g_01804
OG0000734	Prah.g_00678	Prar.g_01805
OG0000735	Prah.g_00677	Prar.g_01807
OG0000736	Prah.g_00675	Prar.g_01808
OG0000737	Prah.g_00674	Prar.g_01809
OG0000738	Prah.g_00761	Prar.g_01810
OG0000739	Prah.g_00762	Prar.g_01811
OG0000740	Prah.g_00763	Prar.g_01812
OG0000741	Prah.g_00765	Prar.g_01813
OG0000742	Prah.g_00767	Prar.g_01815
OG0000743	Prah.g_00768	Prar.g_01816
OG0000744	Prah.g_00770	Prar.g_01817
OG0000745	Prah.g_00771	Prar.g_01818
OG0000746	Prah.g_00772	Prar.g_01819
OG0000747	Prah.g_01178	Prar.g_01820
OG0000748	Prah.g_00780	Prar.g_01821
OG0000749	Prah.g_00781	Prar.g_01822
OG0000750	Prah.g_00783	Prar.g_01823
OG0000751	Prah.g_00784	Prar.g_01824
OG0000752	Prah.g_02517	Prar.g_01825
OG0000753	Prah.g_00789	Prar.g_01827
OG0000754	Prah.g_00790	Prar.g_01828
OG0000755	Prah.g_00791	Prar.g_01829
OG0000756	Prah.g_00793	Prar.g_01830
OG0000757	Prah.g_00794	Prar.g_01831
OG0000758	Prah.g_00795	Prar.g_01832
OG0000759	Prah.g_00800	Prar.g_01834
OG0000760	Prah.g_00801	Prar.g_01835
OG0000761	Prah.g_00803	Prar.g_01836
OG0000762	Prah.g_00806	Prar.g_01838
OG0000763	Prah.g_00808	Prar.g_01839
OG0000764	Prah.g_00810	Prar.g_01840
OG0000765	Prah.g_00811	Prar.g_01841
OG0000766	Prah.g_00812	Prar.g_01842
OG0000767	Prah.g_00814	Prar.g_01844
OG0000768	Prah.g_00815	Prar.g_01845
OG0000769	Prah.g_00816	Prar.g_01846
OG0000770	Prah.g_00817	Prar.g_01847
OG0000771	Prah.g_00818	Prar.g_01848
OG0000772	Prah.g_01131	Prar.g_01849
OG0000773	Prah.g_00821	Prar.g_01850
OG0000774	Prah.g_00824	Prar.g_01851
OG0000775	Prah.g_00826	Prar.g_01852
OG0000776	Prah.g_00828	Prar.g_01853
OG0000777	Prah.g_00829	Prar.g_01855
OG0000778	Prah.g_00830	Prar.g_01856
OG0000779	Prah.g_00833	Prar.g_01857
OG0000780	Prah.g_00835	Prar.g_01859
OG0000781	Prah.g_00839	Prar.g_01861
OG0000782	Prah.g_00840	Prar.g_01862
OG0000783	Prah.g_00846	Prar.g_01873
OG0000784	Prah.g_00848	Prar.g_01875
OG0000785	Prah.g_00849	Prar.g_01876
OG0000786	Prah.g_00851	Prar.g_01877
OG0000787	Prah.g_00852	Prar.g_01878
OG0000788	Prah.g_00858	Prar.g_01882
OG0000789	Prah.g_00861	Prar.g_01884
OG0000790	Prah.g_02518	Prar.g_01885
OG0000791	Prah.g_00862	Prar.g_01886
OG0000792	Prah.g_00863	Prar.g_01887
OG0000793	Prah.g_00864	Prar.g_01888
OG0000794	Prah.g_00867	Prar.g_01890
OG0000795	Prah.g_00903	Prar.g_01893
OG0000796	Prah.g_00904	Prar.g_01894
OG0000797	Prah.g_00907	Prar.g_01896
OG0000798	Prah.g_00908	Prar.g_01897
OG0000799	Prah.g_00909	Prar.g_01898
OG0000800	Prah.g_00910	Prar.g_01899
OG0000801	Prah.g_00913	Prar.g_01902
OG0000802	Prah.g_00914	Prar.g_01903
OG0000803	Prah.g_00919	Prar.g_01905
OG0000804	Prah.g_00920	Prar.g_01906
OG0000805	Prah.g_00921	Prar.g_01907
OG0000806	Prah.g_00922	Prar.g_01909
OG0000807	Prah.g_00893	Prar.g_01935
OG0000808	Prah.g_00539	Prar.g_01944
OG0000809	Prah.g_01601	Prar.g_01947
OG0000810	Prah.g_01176	Prar.g_01948
OG0000811	Prah.g_00133	Prar.g_01955
OG0000812	Prah.g_01942	Prar.g_01324
OG0000813	Prah.g_01932	Prar.g_01320
OG0000814	Prah.g_00383	Prar.g_01318
OG0000815	Prah.g_00521	Prar.g_01309
OG0000816	Prah.g_02532	Prar.g_01295
OG0000817	Prah.g_02525	Prar.g_01294
OG0000818	Prah.g_01803	Prar.g_01289
OG0000819	Prah.g_00378	Prar.g_01282
OG0000820	Prah.g_01905	Prar.g_01278
OG0000821	Prah.g_01340	Prar.g_01276
OG0000822	Prah.g_01339	Prar.g_01275
OG0000823	Prah.g_01338	Prar.g_01274
OG0000824	Prah.g_01337	Prar.g_01273
OG0000825	Prah.g_01336	Prar.g_01272
OG0000826	Prah.g_01335	Prar.g_01271
OG0000827	Prah.g_01331	Prar.g_01270
OG0000828	Prah.g_01329	Prar.g_01269
OG0000829	Prah.g_01328	Prar.g_01268
OG0000830	Prah.g_01325	Prar.g_01267
OG0000831	Prah.g_01323	Prar.g_01264
OG0000832	Prah.g_01321	Prar.g_01262
OG0000833	Prah.g_01320	Prar.g_01261
OG0000834	Prah.g_01318	Prar.g_01260
OG0000835	Prah.g_01317	Prar.g_01259
OG0000836	Prah.g_01316	Prar.g_01258
OG0000837	Prah.g_01307	Prar.g_01256
OG0000838	Prah.g_01305	Prar.g_01255
OG0000839	Prah.g_01304	Prar.g_01254
OG0000840	Prah.g_01303	Prar.g_01253
OG0000841	Prah.g_01302	Prar.g_01252
OG0000842	Prah.g_01298	Prar.g_01251
OG0000843	Prah.g_01297	Prar.g_01250
OG0000844	Prah.g_01296	Prar.g_01249
OG0000845	Prah.g_01295	Prar.g_01248
OG0000846	Prah.g_01292	Prar.g_01245
OG0000847	Prah.g_01291	Prar.g_01243
OG0000848	Prah.g_01262	Prar.g_01242
OG0000849	Prah.g_01259	Prar.g_01241
OG0000850	Prah.g_01258	Prar.g_01240
OG0000851	Prah.g_01255	Prar.g_01239
OG0000852	Prah.g_01253	Prar.g_01237
OG0000853	Prah.g_01251	Prar.g_01236
OG0000854	Prah.g_01249	Prar.g_01234
OG0000855	Prah.g_01248	Prar.g_01233
OG0000856	Prah.g_01247	Prar.g_01232
OG0000857	Prah.g_01246	Prar.g_01231
OG0000858	Prah.g_01245	Prar.g_01230
OG0000859	Prah.g_01244	Prar.g_01229
OG0000860	Prah.g_01243	Prar.g_01228
OG0000861	Prah.g_01263	Prar.g_01227
OG0000862	Prah.g_01264	Prar.g_01226
OG0000863	Prah.g_01265	Prar.g_01225
OG0000864	Prah.g_01266	Prar.g_01224
OG0000865	Prah.g_01268	Prar.g_01223
OG0000866	Prah.g_01272	Prar.g_01222
OG0000867	Prah.g_01273	Prar.g_01221
OG0000868	Prah.g_01275	Prar.g_01220
OG0000869	Prah.g_01278	Prar.g_01218
OG0000870	Prah.g_01279	Prar.g_01217
OG0000871	Prah.g_01282	Prar.g_01215
OG0000872	Prah.g_01283	Prar.g_01214
OG0000873	Prah.g_01285	Prar.g_01212
OG0000874	Prah.g_01286	Prar.g_01211
OG0000875	Prah.g_01289	Prar.g_01210
OG0000876	Prah.g_01290	Prar.g_01209
OG0000877	Prah.g_01239	Prar.g_01207
OG0000878	Prah.g_01610	Prar.g_00976
OG0000879	Prah.g_01349	Prar.g_00966
OG0000880	Prah.g_01350	Prar.g_00965
OG0000881	Prah.g_01351	Prar.g_00964
OG0000882	Prah.g_01353	Prar.g_00963
OG0000883	Prah.g_01355	Prar.g_00962
OG0000884	Prah.g_01357	Prar.g_00960
OG0000885	Prah.g_01358	Prar.g_00959
OG0000886	Prah.g_01359	Prar.g_00958
OG0000887	Prah.g_01360	Prar.g_00957
OG0000888	Prah.g_01361	Prar.g_00956
OG0000889	Prah.g_01365	Prar.g_00953
OG0000890	Prah.g_01368	Prar.g_00952
OG0000891	Prah.g_01369	Prar.g_00951
OG0000892	Prah.g_01372	Prar.g_00949
OG0000893	Prah.g_01373	Prar.g_00948
OG0000894	Prah.g_01374	Prar.g_00947
OG0000895	Prah.g_01375	Prar.g_00946
OG0000896	Prah.g_01376	Prar.g_00945
OG0000897	Prah.g_01377	Prar.g_00944
OG0000898	Prah.g_01380	Prar.g_00942
OG0000899	Prah.g_01381	Prar.g_00941
OG0000900	Prah.g_00327	Prar.g_00929
OG0000901	Prah.g_00323	Prar.g_00925
OG0000902	Prah.g_00224	Prar.g_00924
OG0000903	Prah.g_00571	Prar.g_00923
OG0000904	Prah.g_01183	Prar.g_00921
OG0000905	Prah.g_00918	Prar.g_00919
OG0000906	Prah.g_00895	Prar.g_00917
OG0000907	Prah.g_00560	Prar.g_00916
OG0000908	Prah.g_01663	Prar.g_00913
OG0000909	Prah.g_01577	Prar.g_00909
OG0000910	Prah.g_01578	Prar.g_00908
OG0000911	Prah.g_01579	Prar.g_00907
OG0000912	Prah.g_01580	Prar.g_00906
OG0000913	Prah.g_01581	Prar.g_00905
OG0000914	Prah.g_01582	Prar.g_00904
OG0000915	Prah.g_01583	Prar.g_00903
OG0000916	Prah.g_01584	Prar.g_00902
OG0000917	Prah.g_01586	Prar.g_00901
OG0000918	Prah.g_01587	Prar.g_00900
OG0000919	Prah.g_01588	Prar.g_00899
OG0000920	Prah.g_01589	Prar.g_00898
OG0000921	Prah.g_01590	Prar.g_00897
OG0000922	Prah.g_01591	Prar.g_00896
OG0000923	Prah.g_01592	Prar.g_00895
OG0000924	Prah.g_01593	Prar.g_00894
OG0000925	Prah.g_01594	Prar.g_00893
OG0000926	Prah.g_02242	Prar.g_00375
OG0000927	Prah.g_00435	Prar.g_00357
OG0000928	Prah.g_00434	Prar.g_00356
OG0000929	Prah.g_00433	Prar.g_00355
OG0000930	Prah.g_00428	Prar.g_00354
OG0000931	Prah.g_00427	Prar.g_00353
OG0000932	Prah.g_00423	Prar.g_00351
OG0000933	Prah.g_00421	Prar.g_00350
OG0000934	Prah.g_00420	Prar.g_00349
OG0000935	Prah.g_00419	Prar.g_00348
OG0000936	Prah.g_00418	Prar.g_00347
OG0000937	Prah.g_00417	Prar.g_00346
OG0000938	Prah.g_00415	Prar.g_00345
OG0000939	Prah.g_00414	Prar.g_00344
OG0000940	Prah.g_00412	Prar.g_00343
OG0000941	Prah.g_00410	Prar.g_00341
OG0000942	Prah.g_00409	Prar.g_00340
OG0000943	Prah.g_00406	Prar.g_00337
OG0000944	Prah.g_00403	Prar.g_00336
OG0000945	Prah.g_00402	Prar.g_00335
OG0000946	Prah.g_00401	Prar.g_00842
OG0000947	Prah.g_00400	Prar.g_00841
OG0000948	Prah.g_00399	Prar.g_00840
OG0000949	Prah.g_00398	Prar.g_00839
OG0000950	Prah.g_00397	Prar.g_00838
OG0000951	Prah.g_00396	Prar.g_00837
OG0000952	Prah.g_00395	Prar.g_00836
OG0000953	Prah.g_00394	Prar.g_00835
OG0000954	Prah.g_00391	Prar.g_00834
OG0000955	Prah.g_00390	Prar.g_00833
OG0000956	Prah.g_00389	Prar.g_00832
OG0000957	Prah.g_00388	Prar.g_00831
OG0000958	Prah.g_00386	Prar.g_00830
OG0000959	Prah.g_00385	Prar.g_00829
OG0000960	Prah.g_00384	Prar.g_00828
OG0000961	Prah.g_00379	Prar.g_00824
OG0000962	Prah.g_00376	Prar.g_00823
OG0000963	Prah.g_00374	Prar.g_00822
OG0000964	Prah.g_00371	Prar.g_00820
OG0000965	Prah.g_00370	Prar.g_00819
OG0000966	Prah.g_00369	Prar.g_00818
OG0000967	Prah.g_00368	Prar.g_00817
OG0000968	Prah.g_00367	Prar.g_00816
OG0000969	Prah.g_00366	Prar.g_00815
OG0000970	Prah.g_00365	Prar.g_00814
OG0000971	Prah.g_00364	Prar.g_00813
OG0000972	Prah.g_00363	Prar.g_00812
OG0000973	Prah.g_00362	Prar.g_00811
OG0000974	Prah.g_00360	Prar.g_00809
OG0000975	Prah.g_01217	Prar.g_00806
OG0000976	Prah.g_01605	Prar.g_00804
OG0000977	Prah.g_01615	Prar.g_00803
OG0000978	Prah.g_01617	Prar.g_00802
OG0000979	Prah.g_01619	Prar.g_00800
OG0000980	Prah.g_01620	Prar.g_00799
OG0000981	Prah.g_00538	Prar.g_00798
OG0000982	Prah.g_01621	Prar.g_00797
OG0000983	Prah.g_01623	Prar.g_00795
OG0000984	Prah.g_01624	Prar.g_00794
OG0000985	Prah.g_01625	Prar.g_00793
OG0000986	Prah.g_01627	Prar.g_00792
OG0000987	Prah.g_01628	Prar.g_00791
OG0000988	Prah.g_01631	Prar.g_00790
OG0000989	Prah.g_01632	Prar.g_00789
OG0000990	Prah.g_01633	Prar.g_00788
OG0000991	Prah.g_01634	Prar.g_00787
OG0000992	Prah.g_01635	Prar.g_00786
OG0000993	Prah.g_01636	Prar.g_00785
OG0000994	Prah.g_01637	Prar.g_00784
OG0000995	Prah.g_01639	Prar.g_00783
OG0000996	Prah.g_01640	Prar.g_00782
OG0000997	Prah.g_01641	Prar.g_00781
OG0000998	Prah.g_01642	Prar.g_00780
OG0000999	Prah.g_01643	Prar.g_00779
OG0001000	Prah.g_01644	Prar.g_00778
OG0001001	Prah.g_01645	Prar.g_00776
OG0001002	Prah.g_01648	Prar.g_00775
OG0001003	Prah.g_01649	Prar.g_00774
OG0001004	Prah.g_01791	Prar.g_00773
OG0001005	Prah.g_01651	Prar.g_00772
OG0001006	Prah.g_01652	Prar.g_00771
OG0001007	Prah.g_01653	Prar.g_00770
OG0001008	Prah.g_01655	Prar.g_00768
OG0001009	Prah.g_01656	Prar.g_00767
OG0001010	Prah.g_00541	Prar.g_00760
OG0001011	Prah.g_00515	Prar.g_00753
OG0001012	Prah.g_00651	Prar.g_00725
OG0001013	Prah.g_01667	Prar.g_01149
OG0001014	Prah.g_01668	Prar.g_01148
OG0001015	Prah.g_01677	Prar.g_01142
OG0001016	Prah.g_01678	Prar.g_01141
OG0001017	Prah.g_01679	Prar.g_01140
OG0001018	Prah.g_01681	Prar.g_01139
OG0001019	Prah.g_01685	Prar.g_01137
OG0001020	Prah.g_01687	Prar.g_01136
OG0001021	Prah.g_01688	Prar.g_01135
OG0001022	Prah.g_01689	Prar.g_01134
OG0001023	Prah.g_01690	Prar.g_01133
OG0001024	Prah.g_01692	Prar.g_01132
OG0001025	Prah.g_01693	Prar.g_01131
OG0001026	Prah.g_01694	Prar.g_01129
OG0001027	Prah.g_01695	Prar.g_01128
OG0001028	Prah.g_01696	Prar.g_01127
OG0001029	Prah.g_01697	Prar.g_01126
OG0001030	Prah.g_01698	Prar.g_01125
OG0001031	Prah.g_01699	Prar.g_01124
OG0001032	Prah.g_01700	Prar.g_01123
OG0001033	Prah.g_01701	Prar.g_01122
OG0001034	Prah.g_01703	Prar.g_01121
OG0001035	Prah.g_01705	Prar.g_01964
OG0001036	Prah.g_01707	Prar.g_01965
OG0001037	Prah.g_01709	Prar.g_01966
OG0001038	Prah.g_01710	Prar.g_01967
OG0001039	Prah.g_01711	Prar.g_01968
OG0001040	Prah.g_01713	Prar.g_01969
OG0001041	Prah.g_01714	Prar.g_01970
OG0001042	Prah.g_01716	Prar.g_01971
OG0001043	Prah.g_01717	Prar.g_01963
OG0001044	Prah.g_01718	Prar.g_01962
OG0001045	Prah.g_01719	Prar.g_01961
OG0001046	Prah.g_01720	Prar.g_01960
OG0001047	Prah.g_01727	Prar.g_01957
OG0001048	Prah.g_01729	Prar.g_00596
OG0001049	Prah.g_01730	Prar.g_00597
OG0001050	Prah.g_01731	Prar.g_00598
OG0001051	Prah.g_01732	Prar.g_00599
OG0001052	Prah.g_01733	Prar.g_00600
OG0001053	Prah.g_01736	Prar.g_00601
OG0001054	Prah.g_01738	Prar.g_00603
OG0001055	Prah.g_01739	Prar.g_00604
OG0001056	Prah.g_01740	Prar.g_00605
OG0001057	Prah.g_01741	Prar.g_00606
OG0001058	Prah.g_01742	Prar.g_00607
OG0001059	Prah.g_01743	Prar.g_00608
OG0001060	Prah.g_01744	Prar.g_00609
OG0001061	Prah.g_01745	Prar.g_00610
OG0001062	Prah.g_01759	Prar.g_00611
OG0001063	Prah.g_01760	Prar.g_00612
OG0001064	Prah.g_01762	Prar.g_01119
OG0001065	Prah.g_02073	Prar.g_01114
OG0001066	Prah.g_02071	Prar.g_01113
OG0001067	Prah.g_02070	Prar.g_01112
OG0001068	Prah.g_02067	Prar.g_01110
OG0001069	Prah.g_02066	Prar.g_01109
OG0001070	Prah.g_02065	Prar.g_01108
OG0001071	Prah.g_02064	Prar.g_01107
OG0001072	Prah.g_02063	Prar.g_01106
OG0001073	Prah.g_02062	Prar.g_01105
OG0001074	Prah.g_02061	Prar.g_01104
OG0001075	Prah.g_02060	Prar.g_01103
OG0001076	Prah.g_02059	Prar.g_01102
OG0001077	Prah.g_02058	Prar.g_01101
OG0001078	Prah.g_02056	Prar.g_01100
OG0001079	Prah.g_02055	Prar.g_01099
OG0001080	Prah.g_02054	Prar.g_01098
OG0001081	Prah.g_02041	Prar.g_01095
OG0001082	Prah.g_02042	Prar.g_01094
OG0001083	Prah.g_02046	Prar.g_01093
OG0001084	Prah.g_02044	Prar.g_01091
OG0001085	Prah.g_02043	Prar.g_01090
OG0001086	Prah.g_02047	Prar.g_01089
OG0001087	Prah.g_02048	Prar.g_01088
OG0001088	Prah.g_02050	Prar.g_01087
OG0001089	Prah.g_02039	Prar.g_01069
OG0001090	Prah.g_02037	Prar.g_01067
OG0001091	Prah.g_02036	Prar.g_01066
OG0001092	Prah.g_02035	Prar.g_01065
OG0001093	Prah.g_02034	Prar.g_01064
OG0001094	Prah.g_02033	Prar.g_01063
OG0001095	Prah.g_02032	Prar.g_01062
OG0001096	Prah.g_02031	Prar.g_01061
OG0001097	Prah.g_02030	Prar.g_01060
OG0001098	Prah.g_02029	Prar.g_01059
OG0001099	Prah.g_02028	Prar.g_01058
OG0001100	Prah.g_02027	Prar.g_01057
OG0001101	Prah.g_02026	Prar.g_01056
OG0001102	Prah.g_02025	Prar.g_01055
OG0001103	Prah.g_02024	Prar.g_01054
OG0001104	Prah.g_02023	Prar.g_01053
OG0001105	Prah.g_02022	Prar.g_01052
OG0001106	Prah.g_02021	Prar.g_01051
OG0001107	Prah.g_02020	Prar.g_01050
OG0001108	Prah.g_02019	Prar.g_01049
OG0001109	Prah.g_02018	Prar.g_01048
OG0001110	Prah.g_02017	Prar.g_01047
OG0001111	Prah.g_02016	Prar.g_01046
OG0001112	Prah.g_02015	Prar.g_01045
OG0001113	Prah.g_02014	Prar.g_01044
OG0001114	Prah.g_02013	Prar.g_01043
OG0001115	Prah.g_02012	Prar.g_01042
OG0001116	Prah.g_02011	Prar.g_01041
OG0001117	Prah.g_02010	Prar.g_01040
OG0001118	Prah.g_02009	Prar.g_01039
OG0001119	Prah.g_02008	Prar.g_01038
OG0001120	Prah.g_02007	Prar.g_01037
OG0001121	Prah.g_02004	Prar.g_01035
OG0001122	Prah.g_02003	Prar.g_01034
OG0001123	Prah.g_02002	Prar.g_01033
OG0001124	Prah.g_02000	Prar.g_01031
OG0001125	Prah.g_01998	Prar.g_01029
OG0001126	Prah.g_01997	Prar.g_01028
OG0001127	Prah.g_01994	Prar.g_01026
OG0001128	Prah.g_01993	Prar.g_01025
OG0001129	Prah.g_01991	Prar.g_01024
OG0001130	Prah.g_01988	Prar.g_01022
OG0001131	Prah.g_01987	Prar.g_01021
OG0001132	Prah.g_01986	Prar.g_01020
OG0001133	Prah.g_01985	Prar.g_01019
OG0001134	Prah.g_01984	Prar.g_01018
OG0001135	Prah.g_01983	Prar.g_01017
OG0001136	Prah.g_01982	Prar.g_01016
OG0001137	Prah.g_01981	Prar.g_01015
OG0001138	Prah.g_01980	Prar.g_01014
OG0001139	Prah.g_01978	Prar.g_01013
OG0001140	Prah.g_01977	Prar.g_01012
OG0001141	Prah.g_01976	Prar.g_01011
OG0001142	Prah.g_01966	Prar.g_00617
OG0001143	Prah.g_01965	Prar.g_00618
OG0001144	Prah.g_01963	Prar.g_00619
OG0001145	Prah.g_01962	Prar.g_00620
OG0001146	Prah.g_01961	Prar.g_00621
OG0001147	Prah.g_01960	Prar.g_00622
OG0001148	Prah.g_01958	Prar.g_00623
OG0001149	Prah.g_02224	Prar.g_00625
OG0001150	Prah.g_02227	Prar.g_00626
OG0001151	Prah.g_02231	Prar.g_00628
OG0001152	Prah.g_02232	Prar.g_00629
OG0001153	Prah.g_02234	Prar.g_00630
OG0001154	Prah.g_02236	Prar.g_00632
OG0001155	Prah.g_02239	Prar.g_00634
OG0001156	Prah.g_02241	Prar.g_00636
OG0001157	Prah.g_02243	Prar.g_00637
OG0001158	Prah.g_02245	Prar.g_00639
OG0001159	Prah.g_02246	Prar.g_00640
OG0001160	Prah.g_02247	Prar.g_00641
OG0001161	Prah.g_00168	Prar.g_00642
OG0001162	Prah.g_00167	Prar.g_00643
OG0001163	Prah.g_00166	Prar.g_00644
OG0001164	Prah.g_00165	Prar.g_00645
OG0001165	Prah.g_00164	Prar.g_00646
OG0001166	Prah.g_00163	Prar.g_00647
