Orthogroup	Prah	Prap
OG0000589	Prah.g_00442	Prap.g_00830
OG0000590	Prah.g_02193	Prap.g_00828
OG0000591	Prah.g_01789	Prap.g_00822
OG0000592	Prah.g_01029	Prap.g_00821
OG0000593	Prah.g_02413	Prap.g_00820
OG0000594	Prah.g_00625	Prap.g_00817
OG0000595	Prah.g_02051	Prap.g_00816
OG0000596	Prah.g_00981	Prap.g_00815
OG0000597	Prah.g_00965	Prap.g_00813
OG0000598	Prah.g_00968	Prap.g_00812
OG0000599	Prah.g_00972	Prap.g_00811
OG0000600	Prah.g_00973	Prap.g_00810
OG0000601	Prah.g_00985	Prap.g_00807
OG0000602	Prah.g_00986	Prap.g_00806
OG0000603	Prah.g_00987	Prap.g_00805
OG0000604	Prah.g_01022	Prap.g_00802
OG0000605	Prah.g_01023	Prap.g_00801
OG0000606	Prah.g_01025	Prap.g_00800
OG0000607	Prah.g_01028	Prap.g_00798
OG0000608	Prah.g_00706	Prap.g_00796
OG0000609	Prah.g_02588	Prap.g_01489
OG0000610	Prah.g_01344	Prap.g_00872
OG0000611	Prah.g_00886	Prap.g_00790
OG0000612	Prah.g_00885	Prap.g_00789
OG0000613	Prah.g_00884	Prap.g_00344
OG0000614	Prah.g_00882	Prap.g_00343
OG0000615	Prah.g_00881	Prap.g_00341
OG0000616	Prah.g_00880	Prap.g_00340
OG0000617	Prah.g_00879	Prap.g_00339
OG0000618	Prah.g_00878	Prap.g_00338
OG0000619	Prah.g_00876	Prap.g_00337
OG0000620	Prah.g_00875	Prap.g_00336
OG0000621	Prah.g_00874	Prap.g_00335
OG0000622	Prah.g_00873	Prap.g_00334
OG0000623	Prah.g_00872	Prap.g_00333
OG0000624	Prah.g_00871	Prap.g_00331
OG0000625	Prah.g_00870	Prap.g_00330
OG0000626	Prah.g_00869	Prap.g_00329
OG0000627	Prah.g_00746	Prap.g_00328
OG0000628	Prah.g_00747	Prap.g_00327
OG0000629	Prah.g_00750	Prap.g_00326
OG0000630	Prah.g_00751	Prap.g_00325
OG0000631	Prah.g_00754	Prap.g_00323
OG0000632	Prah.g_01043	Prap.g_00322
OG0000633	Prah.g_01447	Prap.g_00036
OG0000634	Prah.g_01543	Prap.g_00545
OG0000635	Prah.g_00788	Prap.g_01121
OG0000636	Prah.g_00787	Prap.g_01122
OG0000637	Prah.g_00786	Prap.g_01123
OG0000638	Prah.g_01946	Prap.g_01375
OG0000639	Prah.g_01802	Prap.g_00688
OG0000640	Prah.g_00755	Prap.g_00685
OG0000641	Prah.g_00758	Prap.g_00683
OG0000642	Prah.g_00759	Prap.g_00682
OG0000643	Prah.g_00760	Prap.g_00681
OG0000644	Prah.g_00673	Prap.g_00345
OG0000645	Prah.g_00672	Prap.g_00788
OG0000646	Prah.g_00671	Prap.g_00787
OG0000647	Prah.g_00670	Prap.g_00786
OG0000648	Prah.g_00668	Prap.g_00784
OG0000649	Prah.g_00667	Prap.g_00783
OG0000650	Prah.g_00666	Prap.g_00782
OG0000651	Prah.g_00665	Prap.g_00781
OG0000652	Prah.g_00664	Prap.g_00780
OG0000653	Prah.g_00663	Prap.g_00779
OG0000654	Prah.g_00661	Prap.g_00777
OG0000655	Prah.g_00659	Prap.g_00775
OG0000656	Prah.g_00658	Prap.g_00774
OG0000657	Prah.g_00657	Prap.g_00773
OG0000658	Prah.g_00656	Prap.g_00772
OG0000659	Prah.g_00655	Prap.g_00771
OG0000660	Prah.g_00654	Prap.g_00770
OG0000661	Prah.g_00652	Prap.g_00769
OG0000662	Prah.g_00650	Prap.g_00767
OG0000663	Prah.g_00649	Prap.g_00766
OG0000664	Prah.g_00648	Prap.g_00765
OG0000665	Prah.g_00647	Prap.g_00764
OG0000666	Prah.g_00646	Prap.g_00763
OG0000667	Prah.g_00645	Prap.g_00762
OG0000668	Prah.g_00644	Prap.g_00761
OG0000669	Prah.g_00640	Prap.g_00759
OG0000670	Prah.g_00639	Prap.g_00758
OG0000671	Prah.g_00638	Prap.g_00757
OG0000672	Prah.g_00637	Prap.g_00756
OG0000673	Prah.g_00636	Prap.g_00755
OG0000674	Prah.g_00635	Prap.g_00754
OG0000675	Prah.g_00609	Prap.g_00752
OG0000676	Prah.g_00608	Prap.g_00751
OG0000677	Prah.g_00605	Prap.g_00748
OG0000678	Prah.g_00603	Prap.g_00746
OG0000679	Prah.g_00601	Prap.g_00744
OG0000680	Prah.g_00600	Prap.g_00743
OG0000681	Prah.g_00599	Prap.g_00742
OG0000682	Prah.g_00598	Prap.g_00741
OG0000683	Prah.g_00596	Prap.g_00739
OG0000684	Prah.g_00595	Prap.g_00738
OG0000685	Prah.g_00594	Prap.g_00737
OG0000686	Prah.g_00593	Prap.g_00736
OG0000687	Prah.g_00592	Prap.g_00735
OG0000688	Prah.g_00591	Prap.g_00734
OG0000689	Prah.g_00589	Prap.g_00733
OG0000690	Prah.g_00588	Prap.g_00732
OG0000691	Prah.g_00587	Prap.g_00731
OG0000692	Prah.g_00575	Prap.g_00727
OG0000693	Prah.g_00574	Prap.g_00726
OG0000694	Prah.g_00572	Prap.g_00725
OG0000695	Prah.g_00568	Prap.g_00724
OG0000696	Prah.g_00566	Prap.g_00723
OG0000697	Prah.g_00564	Prap.g_00721
OG0000698	Prah.g_00743	Prap.g_00717
OG0000699	Prah.g_00866	Prap.g_00716
OG0000700	Prah.g_00850	Prap.g_00660
OG0000701	Prah.g_00192	Prap.g_00655
OG0000702	Prah.g_00558	Prap.g_00869
OG0000703	Prah.g_00740	Prap.g_00867
OG0000704	Prah.g_01212	Prap.g_00866
OG0000705	Prah.g_00739	Prap.g_00864
OG0000706	Prah.g_00738	Prap.g_00863
OG0000707	Prah.g_00736	Prap.g_00861
OG0000708	Prah.g_00735	Prap.g_00860
OG0000709	Prah.g_00733	Prap.g_00858
OG0000710	Prah.g_00732	Prap.g_00857
OG0000711	Prah.g_00731	Prap.g_00856
OG0000712	Prah.g_00730	Prap.g_00855
OG0000713	Prah.g_00729	Prap.g_00854
OG0000714	Prah.g_00726	Prap.g_00852
OG0000715	Prah.g_00724	Prap.g_00851
OG0000716	Prah.g_00721	Prap.g_00849
OG0000717	Prah.g_00718	Prap.g_00848
OG0000718	Prah.g_00715	Prap.g_00847
OG0000719	Prah.g_00702	Prap.g_00845
OG0000720	Prah.g_00701	Prap.g_00844
OG0000721	Prah.g_00699	Prap.g_00841
OG0000722	Prah.g_00698	Prap.g_00840
OG0000723	Prah.g_00697	Prap.g_00839
OG0000724	Prah.g_00683	Prap.g_00837
OG0000725	Prah.g_00684	Prap.g_00836
OG0000726	Prah.g_00685	Prap.g_00835
OG0000727	Prah.g_00686	Prap.g_00834
OG0000728	Prah.g_00687	Prap.g_00833
OG0000729	Prah.g_00689	Prap.g_00832
OG0000730	Prah.g_00692	Prap.g_00355
OG0000731	Prah.g_00681	Prap.g_00353
OG0000732	Prah.g_00680	Prap.g_00352
OG0000733	Prah.g_00679	Prap.g_00351
OG0000734	Prah.g_00678	Prap.g_00350
OG0000735	Prah.g_00677	Prap.g_00348
OG0000736	Prah.g_00675	Prap.g_00347
OG0000737	Prah.g_00674	Prap.g_00346
OG0000738	Prah.g_00761	Prap.g_00680
OG0000739	Prah.g_00762	Prap.g_00679
OG0000740	Prah.g_00763	Prap.g_00678
OG0000741	Prah.g_00765	Prap.g_00677
OG0000742	Prah.g_00767	Prap.g_00675
OG0000743	Prah.g_00768	Prap.g_00239
OG0000744	Prah.g_00770	Prap.g_00240
OG0000745	Prah.g_00771	Prap.g_00241
OG0000746	Prah.g_00772	Prap.g_00242
OG0000747	Prah.g_01178	Prap.g_00243
OG0000748	Prah.g_00780	Prap.g_00244
OG0000749	Prah.g_00781	Prap.g_00245
OG0000750	Prah.g_00783	Prap.g_00247
OG0000751	Prah.g_00784	Prap.g_00248
OG0000752	Prah.g_02517	Prap.g_00307
OG0000753	Prah.g_00789	Prap.g_00250
OG0000754	Prah.g_00790	Prap.g_00251
OG0000755	Prah.g_00791	Prap.g_00252
OG0000756	Prah.g_00793	Prap.g_00254
OG0000757	Prah.g_00794	Prap.g_00255
OG0000758	Prah.g_00795	Prap.g_00256
OG0000759	Prah.g_00800	Prap.g_00258
OG0000760	Prah.g_00801	Prap.g_00259
OG0000761	Prah.g_00803	Prap.g_00260
OG0000762	Prah.g_00806	Prap.g_00262
OG0000763	Prah.g_00808	Prap.g_00263
OG0000764	Prah.g_00810	Prap.g_00264
OG0000765	Prah.g_00811	Prap.g_00265
OG0000766	Prah.g_00812	Prap.g_00266
OG0000767	Prah.g_00814	Prap.g_00268
OG0000768	Prah.g_00815	Prap.g_00269
OG0000769	Prah.g_00816	Prap.g_00270
OG0000770	Prah.g_00817	Prap.g_00271
OG0000771	Prah.g_00818	Prap.g_00272
OG0000772	Prah.g_01131	Prap.g_00522
OG0000773	Prah.g_00821	Prap.g_00274
OG0000774	Prah.g_00824	Prap.g_00275
OG0000775	Prah.g_00826	Prap.g_00276
OG0000776	Prah.g_00828	Prap.g_00279
OG0000777	Prah.g_00829	Prap.g_00280
OG0000778	Prah.g_00830	Prap.g_00281
OG0000779	Prah.g_00833	Prap.g_00282
OG0000780	Prah.g_00835	Prap.g_00284
OG0000781	Prah.g_00839	Prap.g_00286
OG0000782	Prah.g_00840	Prap.g_00287
OG0000783	Prah.g_00846	Prap.g_00291
OG0000784	Prah.g_00848	Prap.g_00293
OG0000785	Prah.g_00849	Prap.g_00294
OG0000786	Prah.g_00851	Prap.g_00295
OG0000787	Prah.g_00852	Prap.g_00296
OG0000788	Prah.g_00858	Prap.g_00302
OG0000789	Prah.g_00861	Prap.g_00305
OG0000790	Prah.g_02518	Prap.g_00306
OG0000791	Prah.g_00862	Prap.g_00309
OG0000792	Prah.g_00863	Prap.g_00310
OG0000793	Prah.g_00864	Prap.g_00311
OG0000794	Prah.g_00867	Prap.g_00314
OG0000795	Prah.g_00903	Prap.g_00697
OG0000796	Prah.g_00904	Prap.g_00698
OG0000797	Prah.g_00907	Prap.g_00700
OG0000798	Prah.g_00908	Prap.g_00701
OG0000799	Prah.g_00909	Prap.g_00702
OG0000800	Prah.g_00910	Prap.g_00703
OG0000801	Prah.g_00913	Prap.g_00706
OG0000802	Prah.g_00914	Prap.g_00707
OG0000803	Prah.g_00919	Prap.g_00709
OG0000804	Prah.g_00920	Prap.g_00710
OG0000805	Prah.g_00921	Prap.g_00711
OG0000806	Prah.g_00922	Prap.g_00713
OG0000807	Prah.g_00893	Prap.g_01345
OG0000808	Prah.g_00539	Prap.g_00020
OG0000809	Prah.g_01601	Prap.g_00504
OG0000810	Prah.g_01176	Prap.g_01126
OG0000811	Prah.g_00133	Prap.g_00539
OG0000812	Prah.g_01942	Prap.g_00498
OG0000813	Prah.g_01932	Prap.g_01366
OG0000814	Prah.g_00383	Prap.g_00525
OG0000815	Prah.g_00521	Prap.g_00058
OG0000816	Prah.g_02532	Prap.g_01882
OG0000817	Prah.g_02525	Prap.g_01881
OG0000818	Prah.g_01803	Prap.g_00031
OG0000819	Prah.g_00378	Prap.g_00478
OG0000820	Prah.g_01905	Prap.g_00472
OG0000821	Prah.g_01340	Prap.g_00470
OG0000822	Prah.g_01339	Prap.g_00469
OG0000823	Prah.g_01338	Prap.g_00468
OG0000824	Prah.g_01337	Prap.g_00467
OG0000825	Prah.g_01336	Prap.g_00466
OG0000826	Prah.g_01335	Prap.g_00465
OG0000827	Prah.g_01331	Prap.g_00464
OG0000828	Prah.g_01329	Prap.g_00463
OG0000829	Prah.g_01328	Prap.g_00462
OG0000830	Prah.g_01325	Prap.g_00460
OG0000831	Prah.g_01323	Prap.g_00457
OG0000832	Prah.g_01321	Prap.g_00455
OG0000833	Prah.g_01320	Prap.g_00454
OG0000834	Prah.g_01318	Prap.g_00453
OG0000835	Prah.g_01317	Prap.g_00452
OG0000836	Prah.g_01316	Prap.g_00451
OG0000837	Prah.g_01307	Prap.g_00448
OG0000838	Prah.g_01305	Prap.g_00447
OG0000839	Prah.g_01304	Prap.g_00446
OG0000840	Prah.g_01303	Prap.g_00445
OG0000841	Prah.g_01302	Prap.g_00444
OG0000842	Prah.g_01298	Prap.g_00442
OG0000843	Prah.g_01297	Prap.g_00441
OG0000844	Prah.g_01296	Prap.g_00440
OG0000845	Prah.g_01295	Prap.g_00439
OG0000846	Prah.g_01292	Prap.g_00437
OG0000847	Prah.g_01291	Prap.g_00435
OG0000848	Prah.g_01262	Prap.g_00434
OG0000849	Prah.g_01259	Prap.g_00431
OG0000850	Prah.g_01258	Prap.g_00430
OG0000851	Prah.g_01255	Prap.g_00428
OG0000852	Prah.g_01253	Prap.g_00426
OG0000853	Prah.g_01251	Prap.g_00424
OG0000854	Prah.g_01249	Prap.g_00422
OG0000855	Prah.g_01248	Prap.g_00421
OG0000856	Prah.g_01247	Prap.g_00420
OG0000857	Prah.g_01246	Prap.g_00419
OG0000858	Prah.g_01245	Prap.g_00418
OG0000859	Prah.g_01244	Prap.g_00417
OG0000860	Prah.g_01243	Prap.g_00416
OG0000861	Prah.g_01263	Prap.g_00415
OG0000862	Prah.g_01264	Prap.g_00414
OG0000863	Prah.g_01265	Prap.g_00413
OG0000864	Prah.g_01266	Prap.g_00412
OG0000865	Prah.g_01268	Prap.g_00411
OG0000866	Prah.g_01272	Prap.g_00410
OG0000867	Prah.g_01273	Prap.g_00409
OG0000868	Prah.g_01275	Prap.g_00408
OG0000869	Prah.g_01278	Prap.g_00406
OG0000870	Prah.g_01279	Prap.g_00405
OG0000871	Prah.g_01282	Prap.g_00404
OG0000872	Prah.g_01283	Prap.g_00403
OG0000873	Prah.g_01285	Prap.g_00401
OG0000874	Prah.g_01286	Prap.g_00400
OG0000875	Prah.g_01289	Prap.g_00399
OG0000876	Prah.g_01290	Prap.g_00398
OG0000877	Prah.g_01239	Prap.g_01136
OG0000878	Prah.g_01610	Prap.g_01853
OG0000879	Prah.g_01349	Prap.g_00550
OG0000880	Prah.g_01350	Prap.g_00551
OG0000881	Prah.g_01351	Prap.g_00552
OG0000882	Prah.g_01353	Prap.g_00553
OG0000883	Prah.g_01355	Prap.g_00554
OG0000884	Prah.g_01357	Prap.g_00556
OG0000885	Prah.g_01358	Prap.g_00557
OG0000886	Prah.g_01359	Prap.g_00558
OG0000887	Prah.g_01360	Prap.g_00559
OG0000888	Prah.g_01361	Prap.g_00560
OG0000889	Prah.g_01365	Prap.g_00563
OG0000890	Prah.g_01368	Prap.g_00564
OG0000891	Prah.g_01369	Prap.g_00565
OG0000892	Prah.g_01372	Prap.g_00568
OG0000893	Prah.g_01373	Prap.g_00569
OG0000894	Prah.g_01374	Prap.g_00570
OG0000895	Prah.g_01375	Prap.g_00571
OG0000896	Prah.g_01376	Prap.g_00572
OG0000897	Prah.g_01377	Prap.g_00573
OG0000898	Prah.g_01380	Prap.g_00576
OG0000899	Prah.g_01381	Prap.g_00577
OG0000900	Prah.g_00327	Prap.g_01928
OG0000901	Prah.g_00323	Prap.g_00585
OG0000902	Prah.g_00224	Prap.g_01268
OG0000903	Prah.g_00571	Prap.g_00521
OG0000904	Prah.g_01183	Prap.g_00220
OG0000905	Prah.g_00918	Prap.g_00499
OG0000906	Prah.g_00895	Prap.g_00481
OG0000907	Prah.g_00560	Prap.g_00719
OG0000908	Prah.g_01663	Prap.g_00518
OG0000909	Prah.g_01577	Prap.g_00061
OG0000910	Prah.g_01578	Prap.g_00062
OG0000911	Prah.g_01579	Prap.g_00063
OG0000912	Prah.g_01580	Prap.g_00064
OG0000913	Prah.g_01581	Prap.g_00065
OG0000914	Prah.g_01582	Prap.g_00066
OG0000915	Prah.g_01583	Prap.g_00067
OG0000916	Prah.g_01584	Prap.g_00068
OG0000917	Prah.g_01586	Prap.g_00069
OG0000918	Prah.g_01587	Prap.g_00070
OG0000919	Prah.g_01588	Prap.g_00071
OG0000920	Prah.g_01589	Prap.g_00072
OG0000921	Prah.g_01590	Prap.g_00073
OG0000922	Prah.g_01591	Prap.g_00074
OG0000923	Prah.g_01592	Prap.g_00075
OG0000924	Prah.g_01593	Prap.g_00076
OG0000925	Prah.g_01594	Prap.g_00077
OG0000926	Prah.g_02242	Prap.g_01598
OG0000927	Prah.g_00435	Prap.g_00104
OG0000928	Prah.g_00434	Prap.g_00105
OG0000929	Prah.g_00433	Prap.g_00106
OG0000930	Prah.g_00428	Prap.g_00107
OG0000931	Prah.g_00427	Prap.g_00108
OG0000932	Prah.g_00423	Prap.g_00110
OG0000933	Prah.g_00421	Prap.g_00111
OG0000934	Prah.g_00420	Prap.g_00112
OG0000935	Prah.g_00419	Prap.g_00113
OG0000936	Prah.g_00418	Prap.g_00114
OG0000937	Prah.g_00417	Prap.g_00115
OG0000938	Prah.g_00415	Prap.g_00116
OG0000939	Prah.g_00414	Prap.g_00117
OG0000940	Prah.g_00412	Prap.g_00118
OG0000941	Prah.g_00410	Prap.g_00119
OG0000942	Prah.g_00409	Prap.g_00120
OG0000943	Prah.g_00406	Prap.g_00123
OG0000944	Prah.g_00403	Prap.g_00124
OG0000945	Prah.g_00402	Prap.g_00125
OG0000946	Prah.g_00401	Prap.g_00126
OG0000947	Prah.g_00400	Prap.g_00127
OG0000948	Prah.g_00399	Prap.g_00128
OG0000949	Prah.g_00398	Prap.g_00129
OG0000950	Prah.g_00397	Prap.g_00130
OG0000951	Prah.g_00396	Prap.g_00131
OG0000952	Prah.g_00395	Prap.g_00132
OG0000953	Prah.g_00394	Prap.g_00133
OG0000954	Prah.g_00391	Prap.g_00134
OG0000955	Prah.g_00390	Prap.g_00135
OG0000956	Prah.g_00389	Prap.g_00136
OG0000957	Prah.g_00388	Prap.g_00137
OG0000958	Prah.g_00386	Prap.g_00138
OG0000959	Prah.g_00385	Prap.g_00139
OG0000960	Prah.g_00384	Prap.g_00140
OG0000961	Prah.g_00379	Prap.g_00144
OG0000962	Prah.g_00376	Prap.g_00145
OG0000963	Prah.g_00374	Prap.g_00146
OG0000964	Prah.g_00371	Prap.g_00148
OG0000965	Prah.g_00370	Prap.g_00149
OG0000966	Prah.g_00369	Prap.g_00150
OG0000967	Prah.g_00368	Prap.g_00151
OG0000968	Prah.g_00367	Prap.g_00152
OG0000969	Prah.g_00366	Prap.g_00153
OG0000970	Prah.g_00365	Prap.g_00154
OG0000971	Prah.g_00364	Prap.g_00155
OG0000972	Prah.g_00363	Prap.g_00156
OG0000973	Prah.g_00362	Prap.g_00157
OG0000974	Prah.g_00360	Prap.g_00159
OG0000975	Prah.g_01217	Prap.g_00165
OG0000976	Prah.g_01605	Prap.g_00167
OG0000977	Prah.g_01615	Prap.g_00169
OG0000978	Prah.g_01617	Prap.g_00171
OG0000979	Prah.g_01619	Prap.g_00173
OG0000980	Prah.g_01620	Prap.g_00174
OG0000981	Prah.g_00538	Prap.g_00175
OG0000982	Prah.g_01621	Prap.g_00176
OG0000983	Prah.g_01623	Prap.g_00178
OG0000984	Prah.g_01624	Prap.g_00179
OG0000985	Prah.g_01625	Prap.g_00180
OG0000986	Prah.g_01627	Prap.g_00181
OG0000987	Prah.g_01628	Prap.g_00182
OG0000988	Prah.g_01631	Prap.g_00183
OG0000989	Prah.g_01632	Prap.g_00184
OG0000990	Prah.g_01633	Prap.g_00185
OG0000991	Prah.g_01634	Prap.g_00186
OG0000992	Prah.g_01635	Prap.g_00187
OG0000993	Prah.g_01636	Prap.g_00188
OG0000994	Prah.g_01637	Prap.g_00189
OG0000995	Prah.g_01639	Prap.g_00190
OG0000996	Prah.g_01640	Prap.g_00191
OG0000997	Prah.g_01641	Prap.g_00192
OG0000998	Prah.g_01642	Prap.g_00193
OG0000999	Prah.g_01643	Prap.g_00194
OG0001000	Prah.g_01644	Prap.g_00195
OG0001001	Prah.g_01645	Prap.g_00197
OG0001002	Prah.g_01648	Prap.g_00198
OG0001003	Prah.g_01649	Prap.g_00199
OG0001004	Prah.g_01791	Prap.g_00200
OG0001005	Prah.g_01651	Prap.g_00203
OG0001006	Prah.g_01652	Prap.g_00204
OG0001007	Prah.g_01653	Prap.g_00205
OG0001008	Prah.g_01655	Prap.g_00207
OG0001009	Prah.g_01656	Prap.g_00208
OG0001010	Prah.g_00541	Prap.g_01836
OG0001011	Prah.g_00515	Prap.g_01139
OG0001012	Prah.g_00651	Prap.g_00768
OG0001013	Prah.g_01667	Prap.g_01786
OG0001014	Prah.g_01668	Prap.g_01785
OG0001015	Prah.g_01677	Prap.g_01778
OG0001016	Prah.g_01678	Prap.g_01777
OG0001017	Prah.g_01679	Prap.g_01776
OG0001018	Prah.g_01681	Prap.g_01775
OG0001019	Prah.g_01685	Prap.g_01773
OG0001020	Prah.g_01687	Prap.g_01772
OG0001021	Prah.g_01688	Prap.g_01771
OG0001022	Prah.g_01689	Prap.g_01770
OG0001023	Prah.g_01690	Prap.g_01769
OG0001024	Prah.g_01692	Prap.g_01767
OG0001025	Prah.g_01693	Prap.g_01766
OG0001026	Prah.g_01694	Prap.g_01765
OG0001027	Prah.g_01695	Prap.g_01764
OG0001028	Prah.g_01696	Prap.g_01763
OG0001029	Prah.g_01697	Prap.g_01762
OG0001030	Prah.g_01698	Prap.g_01761
OG0001031	Prah.g_01699	Prap.g_01760
OG0001032	Prah.g_01700	Prap.g_01759
OG0001033	Prah.g_01701	Prap.g_01758
OG0001034	Prah.g_01703	Prap.g_01757
OG0001035	Prah.g_01705	Prap.g_01754
OG0001036	Prah.g_01707	Prap.g_01753
OG0001037	Prah.g_01709	Prap.g_01752
OG0001038	Prah.g_01710	Prap.g_01751
OG0001039	Prah.g_01711	Prap.g_01750
OG0001040	Prah.g_01713	Prap.g_01749
OG0001041	Prah.g_01714	Prap.g_01748
OG0001042	Prah.g_01716	Prap.g_01747
OG0001043	Prah.g_01717	Prap.g_01746
OG0001044	Prah.g_01718	Prap.g_01745
OG0001045	Prah.g_01719	Prap.g_01744
OG0001046	Prah.g_01720	Prap.g_01743
OG0001047	Prah.g_01727	Prap.g_01740
OG0001048	Prah.g_01729	Prap.g_01738
OG0001049	Prah.g_01730	Prap.g_01737
OG0001050	Prah.g_01731	Prap.g_01736
OG0001051	Prah.g_01732	Prap.g_01735
OG0001052	Prah.g_01733	Prap.g_01734
OG0001053	Prah.g_01736	Prap.g_01732
OG0001054	Prah.g_01738	Prap.g_01730
OG0001055	Prah.g_01739	Prap.g_01729
OG0001056	Prah.g_01740	Prap.g_01728
OG0001057	Prah.g_01741	Prap.g_01727
OG0001058	Prah.g_01742	Prap.g_01726
OG0001059	Prah.g_01743	Prap.g_01725
OG0001060	Prah.g_01744	Prap.g_01724
OG0001061	Prah.g_01745	Prap.g_01723
OG0001062	Prah.g_01759	Prap.g_01722
OG0001063	Prah.g_01760	Prap.g_01721
OG0001064	Prah.g_01762	Prap.g_01719
OG0001065	Prah.g_02073	Prap.g_01715
OG0001066	Prah.g_02071	Prap.g_01713
OG0001067	Prah.g_02070	Prap.g_01712
OG0001068	Prah.g_02067	Prap.g_01709
OG0001069	Prah.g_02066	Prap.g_01708
OG0001070	Prah.g_02065	Prap.g_01707
OG0001071	Prah.g_02064	Prap.g_01706
OG0001072	Prah.g_02063	Prap.g_01705
OG0001073	Prah.g_02062	Prap.g_01704
OG0001074	Prah.g_02061	Prap.g_01703
OG0001075	Prah.g_02060	Prap.g_01702
OG0001076	Prah.g_02059	Prap.g_01701
OG0001077	Prah.g_02058	Prap.g_01700
OG0001078	Prah.g_02056	Prap.g_01699
OG0001079	Prah.g_02055	Prap.g_01698
OG0001080	Prah.g_02054	Prap.g_01697
OG0001081	Prah.g_02041	Prap.g_01693
OG0001082	Prah.g_02042	Prap.g_01692
OG0001083	Prah.g_02046	Prap.g_01689
OG0001084	Prah.g_02044	Prap.g_01690
OG0001085	Prah.g_02043	Prap.g_01691
OG0001086	Prah.g_02047	Prap.g_01694
OG0001087	Prah.g_02048	Prap.g_01695
OG0001088	Prah.g_02050	Prap.g_01696
OG0001089	Prah.g_02039	Prap.g_01686
OG0001090	Prah.g_02037	Prap.g_01684
OG0001091	Prah.g_02036	Prap.g_01683
OG0001092	Prah.g_02035	Prap.g_01682
OG0001093	Prah.g_02034	Prap.g_01681
OG0001094	Prah.g_02033	Prap.g_01680
OG0001095	Prah.g_02032	Prap.g_01679
OG0001096	Prah.g_02031	Prap.g_01678
OG0001097	Prah.g_02030	Prap.g_01677
OG0001098	Prah.g_02029	Prap.g_01676
OG0001099	Prah.g_02028	Prap.g_01675
OG0001100	Prah.g_02027	Prap.g_01674
OG0001101	Prah.g_02026	Prap.g_01673
OG0001102	Prah.g_02025	Prap.g_01672
OG0001103	Prah.g_02024	Prap.g_01671
OG0001104	Prah.g_02023	Prap.g_01670
OG0001105	Prah.g_02022	Prap.g_01669
OG0001106	Prah.g_02021	Prap.g_01668
OG0001107	Prah.g_02020	Prap.g_01667
OG0001108	Prah.g_02019	Prap.g_01666
OG0001109	Prah.g_02018	Prap.g_01665
OG0001110	Prah.g_02017	Prap.g_01664
OG0001111	Prah.g_02016	Prap.g_01663
OG0001112	Prah.g_02015	Prap.g_01662
OG0001113	Prah.g_02014	Prap.g_01661
OG0001114	Prah.g_02013	Prap.g_01660
OG0001115	Prah.g_02012	Prap.g_01659
OG0001116	Prah.g_02011	Prap.g_01658
OG0001117	Prah.g_02010	Prap.g_01657
OG0001118	Prah.g_02009	Prap.g_01656
OG0001119	Prah.g_02008	Prap.g_01655
OG0001120	Prah.g_02007	Prap.g_01654
OG0001121	Prah.g_02004	Prap.g_01652
OG0001122	Prah.g_02003	Prap.g_01651
OG0001123	Prah.g_02002	Prap.g_01650
OG0001124	Prah.g_02000	Prap.g_01647
OG0001125	Prah.g_01998	Prap.g_01645
OG0001126	Prah.g_01997	Prap.g_01644
OG0001127	Prah.g_01994	Prap.g_01641
OG0001128	Prah.g_01993	Prap.g_01640
OG0001129	Prah.g_01991	Prap.g_01639
OG0001130	Prah.g_01988	Prap.g_01636
OG0001131	Prah.g_01987	Prap.g_01635
OG0001132	Prah.g_01986	Prap.g_01634
OG0001133	Prah.g_01985	Prap.g_01633
OG0001134	Prah.g_01984	Prap.g_01632
OG0001135	Prah.g_01983	Prap.g_01631
OG0001136	Prah.g_01982	Prap.g_01630
OG0001137	Prah.g_01981	Prap.g_01629
OG0001138	Prah.g_01980	Prap.g_01628
OG0001139	Prah.g_01978	Prap.g_01626
OG0001140	Prah.g_01977	Prap.g_01625
OG0001141	Prah.g_01976	Prap.g_01624
OG0001142	Prah.g_01966	Prap.g_01620
OG0001143	Prah.g_01965	Prap.g_01619
OG0001144	Prah.g_01963	Prap.g_01618
OG0001145	Prah.g_01962	Prap.g_01617
OG0001146	Prah.g_01961	Prap.g_01616
OG0001147	Prah.g_01960	Prap.g_01615
OG0001148	Prah.g_01958	Prap.g_01614
OG0001149	Prah.g_02224	Prap.g_01612
OG0001150	Prah.g_02227	Prap.g_01611
OG0001151	Prah.g_02231	Prap.g_01607
OG0001152	Prah.g_02232	Prap.g_01606
OG0001153	Prah.g_02234	Prap.g_01605
OG0001154	Prah.g_02236	Prap.g_01603
OG0001155	Prah.g_02239	Prap.g_01601
OG0001156	Prah.g_02241	Prap.g_01599
OG0001157	Prah.g_02243	Prap.g_01597
OG0001158	Prah.g_02245	Prap.g_01595
OG0001159	Prah.g_02246	Prap.g_01594
OG0001160	Prah.g_02247	Prap.g_01593
OG0001161	Prah.g_00168	Prap.g_01592
OG0001162	Prah.g_00167	Prap.g_01591
OG0001163	Prah.g_00166	Prap.g_01590
OG0001164	Prah.g_00165	Prap.g_01589
OG0001165	Prah.g_00164	Prap.g_01588
OG0001166	Prah.g_00163	Prap.g_01587
OG0001167	Prah.g_00156	Prap.g_01585
OG0001168	Prah.g_00155	Prap.g_01584
OG0001169	Prah.g_00154	Prap.g_01583
OG0001170	Prah.g_00152	Prap.g_01582
