Orthogroup	Prah	Prbd
OG0000571	Prah.g_00477	Prbd.g_00595
OG0000572	Prah.g_00476	Prbd.g_00594
OG0000573	Prah.g_00472	Prbd.g_00591
OG0000574	Prah.g_00466	Prbd.g_00590
OG0000575	Prah.g_00465	Prbd.g_00589
OG0000576	Prah.g_00464	Prbd.g_00588
OG0000577	Prah.g_00463	Prbd.g_00587
OG0000578	Prah.g_00462	Prbd.g_00586
OG0000579	Prah.g_00460	Prbd.g_00585
OG0000580	Prah.g_00457	Prbd.g_00584
OG0000581	Prah.g_00456	Prbd.g_00583
OG0000582	Prah.g_00455	Prbd.g_00582
OG0000583	Prah.g_00454	Prbd.g_00581
OG0000584	Prah.g_00452	Prbd.g_00580
OG0000585	Prah.g_00451	Prbd.g_00579
OG0000586	Prah.g_00449	Prbd.g_00577
OG0000587	Prah.g_00448	Prbd.g_00576
OG0000588	Prah.g_00444	Prbd.g_00574
OG0000589	Prah.g_00442	Prbd.g_00573
OG0000590	Prah.g_02193	Prbd.g_00571
OG0000591	Prah.g_01789	Prbd.g_00565
OG0000592	Prah.g_01029	Prbd.g_00564
OG0000593	Prah.g_02413	Prbd.g_00563
OG0000594	Prah.g_00625	Prbd.g_00561
OG0000595	Prah.g_02051	Prbd.g_00560
OG0000596	Prah.g_00981	Prbd.g_00559
OG0000597	Prah.g_00965	Prbd.g_00557
OG0000598	Prah.g_00968	Prbd.g_00556
OG0000599	Prah.g_00972	Prbd.g_00555
OG0000600	Prah.g_00973	Prbd.g_00554
OG0000601	Prah.g_00985	Prbd.g_00552
OG0000602	Prah.g_00986	Prbd.g_00551
OG0000603	Prah.g_00987	Prbd.g_00550
OG0000604	Prah.g_01022	Prbd.g_00549
OG0000605	Prah.g_01023	Prbd.g_00548
OG0000606	Prah.g_01025	Prbd.g_00547
OG0000607	Prah.g_01028	Prbd.g_00545
OG0000608	Prah.g_00706	Prbd.g_00544
OG0000609	Prah.g_02588	Prbd.g_00540
OG0000610	Prah.g_01344	Prbd.g_00539
OG0000611	Prah.g_00886	Prbd.g_00008
OG0000612	Prah.g_00885	Prbd.g_00009
OG0000613	Prah.g_00884	Prbd.g_00010
OG0000614	Prah.g_00882	Prbd.g_00011
OG0000615	Prah.g_00881	Prbd.g_00013
OG0000616	Prah.g_00880	Prbd.g_00014
OG0000617	Prah.g_00879	Prbd.g_00015
OG0000618	Prah.g_00878	Prbd.g_00016
OG0000619	Prah.g_00876	Prbd.g_00017
OG0000620	Prah.g_00875	Prbd.g_00018
OG0000621	Prah.g_00874	Prbd.g_00019
OG0000622	Prah.g_00873	Prbd.g_00020
OG0000623	Prah.g_00872	Prbd.g_00021
OG0000624	Prah.g_00871	Prbd.g_00022
OG0000625	Prah.g_00870	Prbd.g_00023
OG0000626	Prah.g_00869	Prbd.g_00024
OG0000627	Prah.g_00746	Prbd.g_00025
OG0000628	Prah.g_00747	Prbd.g_00026
OG0000629	Prah.g_00750	Prbd.g_00027
OG0000630	Prah.g_00751	Prbd.g_00028
OG0000631	Prah.g_00754	Prbd.g_00030
OG0000632	Prah.g_01043	Prbd.g_00045
OG0000633	Prah.g_01447	Prbd.g_00049
OG0000634	Prah.g_01543	Prbd.g_00062
OG0000635	Prah.g_00788	Prbd.g_00066
OG0000636	Prah.g_00787	Prbd.g_00067
OG0000637	Prah.g_00786	Prbd.g_00068
OG0000638	Prah.g_01946	Prbd.g_00080
OG0000639	Prah.g_01802	Prbd.g_00089
OG0000640	Prah.g_00755	Prbd.g_00091
OG0000641	Prah.g_00758	Prbd.g_00093
OG0000642	Prah.g_00759	Prbd.g_00094
OG0000643	Prah.g_00760	Prbd.g_00095
OG0000644	Prah.g_00673	Prbd.g_00096
OG0000645	Prah.g_00672	Prbd.g_00097
OG0000646	Prah.g_00671	Prbd.g_00098
OG0000647	Prah.g_00670	Prbd.g_00099
OG0000648	Prah.g_00668	Prbd.g_00101
OG0000649	Prah.g_00667	Prbd.g_00102
OG0000650	Prah.g_00666	Prbd.g_00103
OG0000651	Prah.g_00665	Prbd.g_00104
OG0000652	Prah.g_00664	Prbd.g_00105
OG0000653	Prah.g_00663	Prbd.g_00106
OG0000654	Prah.g_00661	Prbd.g_00108
OG0000655	Prah.g_00659	Prbd.g_00110
OG0000656	Prah.g_00658	Prbd.g_00111
OG0000657	Prah.g_00657	Prbd.g_00112
OG0000658	Prah.g_00656	Prbd.g_00113
OG0000659	Prah.g_00655	Prbd.g_00114
OG0000660	Prah.g_00654	Prbd.g_00115
OG0000661	Prah.g_00652	Prbd.g_00116
OG0000662	Prah.g_00650	Prbd.g_00117
OG0000663	Prah.g_00649	Prbd.g_00118
OG0000664	Prah.g_00648	Prbd.g_00119
OG0000665	Prah.g_00647	Prbd.g_00120
OG0000666	Prah.g_00646	Prbd.g_00121
OG0000667	Prah.g_00645	Prbd.g_00122
OG0000668	Prah.g_00644	Prbd.g_00123
OG0000669	Prah.g_00640	Prbd.g_00125
OG0000670	Prah.g_00639	Prbd.g_00126
OG0000671	Prah.g_00638	Prbd.g_00127
OG0000672	Prah.g_00637	Prbd.g_00128
OG0000673	Prah.g_00636	Prbd.g_00129
OG0000674	Prah.g_00635	Prbd.g_00130
OG0000675	Prah.g_00609	Prbd.g_00132
OG0000676	Prah.g_00608	Prbd.g_00133
OG0000677	Prah.g_00605	Prbd.g_00136
OG0000678	Prah.g_00603	Prbd.g_00138
OG0000679	Prah.g_00601	Prbd.g_00139
OG0000680	Prah.g_00600	Prbd.g_00140
OG0000681	Prah.g_00599	Prbd.g_00141
OG0000682	Prah.g_00598	Prbd.g_00142
OG0000683	Prah.g_00596	Prbd.g_00144
OG0000684	Prah.g_00595	Prbd.g_00145
OG0000685	Prah.g_00594	Prbd.g_00146
OG0000686	Prah.g_00593	Prbd.g_00147
OG0000687	Prah.g_00592	Prbd.g_00148
OG0000688	Prah.g_00591	Prbd.g_00149
OG0000689	Prah.g_00589	Prbd.g_00150
OG0000690	Prah.g_00588	Prbd.g_00151
OG0000691	Prah.g_00587	Prbd.g_00152
OG0000692	Prah.g_00575	Prbd.g_00154
OG0000693	Prah.g_00574	Prbd.g_00155
OG0000694	Prah.g_00572	Prbd.g_00156
OG0000695	Prah.g_00568	Prbd.g_00157
OG0000696	Prah.g_00566	Prbd.g_00158
OG0000697	Prah.g_00564	Prbd.g_00160
OG0000698	Prah.g_00743	Prbd.g_00162
OG0000699	Prah.g_00866	Prbd.g_00163
OG0000700	Prah.g_00850	Prbd.g_00190
OG0000701	Prah.g_00192	Prbd.g_00194
OG0000702	Prah.g_00558	Prbd.g_00197
OG0000703	Prah.g_00740	Prbd.g_00198
OG0000704	Prah.g_01212	Prbd.g_00199
OG0000705	Prah.g_00739	Prbd.g_00200
OG0000706	Prah.g_00738	Prbd.g_00201
OG0000707	Prah.g_00736	Prbd.g_00203
OG0000708	Prah.g_00735	Prbd.g_00204
OG0000709	Prah.g_00733	Prbd.g_00206
OG0000710	Prah.g_00732	Prbd.g_00207
OG0000711	Prah.g_00731	Prbd.g_00208
OG0000712	Prah.g_00730	Prbd.g_00209
OG0000713	Prah.g_00729	Prbd.g_00210
OG0000714	Prah.g_00726	Prbd.g_00212
OG0000715	Prah.g_00724	Prbd.g_00213
OG0000716	Prah.g_00721	Prbd.g_00215
OG0000717	Prah.g_00718	Prbd.g_00216
OG0000718	Prah.g_00715	Prbd.g_00217
OG0000719	Prah.g_00702	Prbd.g_00219
OG0000720	Prah.g_00701	Prbd.g_00220
OG0000721	Prah.g_00699	Prbd.g_00222
OG0000722	Prah.g_00698	Prbd.g_00223
OG0000723	Prah.g_00697	Prbd.g_00224
OG0000724	Prah.g_00683	Prbd.g_00226
OG0000725	Prah.g_00684	Prbd.g_00227
OG0000726	Prah.g_00685	Prbd.g_00228
OG0000727	Prah.g_00686	Prbd.g_00229
OG0000728	Prah.g_00687	Prbd.g_00230
OG0000729	Prah.g_00689	Prbd.g_00231
OG0000730	Prah.g_00692	Prbd.g_00232
OG0000731	Prah.g_00681	Prbd.g_00233
OG0000732	Prah.g_00680	Prbd.g_00234
OG0000733	Prah.g_00679	Prbd.g_00235
OG0000734	Prah.g_00678	Prbd.g_00236
OG0000735	Prah.g_00677	Prbd.g_00238
OG0000736	Prah.g_00675	Prbd.g_00239
OG0000737	Prah.g_00674	Prbd.g_00240
OG0000738	Prah.g_00761	Prbd.g_00241
OG0000739	Prah.g_00762	Prbd.g_00242
OG0000740	Prah.g_00763	Prbd.g_00243
OG0000741	Prah.g_00765	Prbd.g_00244
OG0000742	Prah.g_00767	Prbd.g_00246
OG0000743	Prah.g_00768	Prbd.g_00247
OG0000744	Prah.g_00770	Prbd.g_00248
OG0000745	Prah.g_00771	Prbd.g_00249
OG0000746	Prah.g_00772	Prbd.g_00250
OG0000747	Prah.g_01178	Prbd.g_00251
OG0000748	Prah.g_00780	Prbd.g_00252
OG0000749	Prah.g_00781	Prbd.g_00253
OG0000750	Prah.g_00783	Prbd.g_00254
OG0000751	Prah.g_00784	Prbd.g_00255
OG0000752	Prah.g_02517	Prbd.g_00256
OG0000753	Prah.g_00789	Prbd.g_00258
OG0000754	Prah.g_00790	Prbd.g_00259
OG0000755	Prah.g_00791	Prbd.g_00260
OG0000756	Prah.g_00793	Prbd.g_00261
OG0000757	Prah.g_00794	Prbd.g_00262
OG0000758	Prah.g_00795	Prbd.g_00263
OG0000759	Prah.g_00800	Prbd.g_00265
OG0000760	Prah.g_00801	Prbd.g_00266
OG0000761	Prah.g_00803	Prbd.g_00267
OG0000762	Prah.g_00806	Prbd.g_00269
OG0000763	Prah.g_00808	Prbd.g_00270
OG0000764	Prah.g_00810	Prbd.g_00271
OG0000765	Prah.g_00811	Prbd.g_00272
OG0000766	Prah.g_00812	Prbd.g_00273
OG0000767	Prah.g_00814	Prbd.g_00275
OG0000768	Prah.g_00815	Prbd.g_00276
OG0000769	Prah.g_00816	Prbd.g_00277
OG0000770	Prah.g_00817	Prbd.g_00278
OG0000771	Prah.g_00818	Prbd.g_00279
OG0000772	Prah.g_01131	Prbd.g_00280
OG0000773	Prah.g_00821	Prbd.g_00281
OG0000774	Prah.g_00824	Prbd.g_00282
OG0000775	Prah.g_00826	Prbd.g_00283
OG0000776	Prah.g_00828	Prbd.g_00285
OG0000777	Prah.g_00829	Prbd.g_00287
OG0000778	Prah.g_00830	Prbd.g_00288
OG0000779	Prah.g_00833	Prbd.g_00289
OG0000780	Prah.g_00835	Prbd.g_00291
OG0000781	Prah.g_00839	Prbd.g_00293
OG0000782	Prah.g_00840	Prbd.g_00294
OG0000783	Prah.g_00846	Prbd.g_00309
OG0000784	Prah.g_00848	Prbd.g_00311
OG0000785	Prah.g_00849	Prbd.g_00312
OG0000786	Prah.g_00851	Prbd.g_00313
OG0000787	Prah.g_00852	Prbd.g_00314
OG0000788	Prah.g_00858	Prbd.g_00318
OG0000789	Prah.g_00861	Prbd.g_00320
OG0000790	Prah.g_02518	Prbd.g_00321
OG0000791	Prah.g_00862	Prbd.g_00322
OG0000792	Prah.g_00863	Prbd.g_00323
OG0000793	Prah.g_00864	Prbd.g_00324
OG0000794	Prah.g_00867	Prbd.g_00326
OG0000795	Prah.g_00903	Prbd.g_00329
OG0000796	Prah.g_00904	Prbd.g_00330
OG0000797	Prah.g_00907	Prbd.g_00332
OG0000798	Prah.g_00908	Prbd.g_00333
OG0000799	Prah.g_00909	Prbd.g_00334
OG0000800	Prah.g_00910	Prbd.g_00335
OG0000801	Prah.g_00913	Prbd.g_00338
OG0000802	Prah.g_00914	Prbd.g_00339
OG0000803	Prah.g_00919	Prbd.g_00341
OG0000804	Prah.g_00920	Prbd.g_00342
OG0000805	Prah.g_00921	Prbd.g_00343
OG0000806	Prah.g_00922	Prbd.g_00345
OG0000807	Prah.g_00893	Prbd.g_00370
OG0000808	Prah.g_00539	Prbd.g_00380
OG0000809	Prah.g_01601	Prbd.g_00383
OG0000810	Prah.g_01176	Prbd.g_00384
OG0000811	Prah.g_00133	Prbd.g_00391
OG0000812	Prah.g_01942	Prbd.g_00395
OG0000813	Prah.g_01932	Prbd.g_00399
OG0000814	Prah.g_00383	Prbd.g_00401
OG0000815	Prah.g_00521	Prbd.g_00414
OG0000816	Prah.g_02532	Prbd.g_00428
OG0000817	Prah.g_02525	Prbd.g_00429
OG0000818	Prah.g_01803	Prbd.g_00434
OG0000819	Prah.g_00378	Prbd.g_00449
OG0000820	Prah.g_01905	Prbd.g_00453
OG0000821	Prah.g_01340	Prbd.g_00455
OG0000822	Prah.g_01339	Prbd.g_00456
OG0000823	Prah.g_01338	Prbd.g_00457
OG0000824	Prah.g_01337	Prbd.g_00458
OG0000825	Prah.g_01336	Prbd.g_00459
OG0000826	Prah.g_01335	Prbd.g_00460
OG0000827	Prah.g_01331	Prbd.g_00461
OG0000828	Prah.g_01329	Prbd.g_00462
OG0000829	Prah.g_01328	Prbd.g_00463
OG0000830	Prah.g_01325	Prbd.g_00464
OG0000831	Prah.g_01323	Prbd.g_00467
OG0000832	Prah.g_01321	Prbd.g_00469
OG0000833	Prah.g_01320	Prbd.g_00470
OG0000834	Prah.g_01318	Prbd.g_00471
OG0000835	Prah.g_01317	Prbd.g_00472
OG0000836	Prah.g_01316	Prbd.g_00473
OG0000837	Prah.g_01307	Prbd.g_00475
OG0000838	Prah.g_01305	Prbd.g_00476
OG0000839	Prah.g_01304	Prbd.g_00477
OG0000840	Prah.g_01303	Prbd.g_00478
OG0000841	Prah.g_01302	Prbd.g_00479
OG0000842	Prah.g_01298	Prbd.g_00480
OG0000843	Prah.g_01297	Prbd.g_00481
OG0000844	Prah.g_01296	Prbd.g_00482
OG0000845	Prah.g_01295	Prbd.g_00483
OG0000846	Prah.g_01292	Prbd.g_00486
OG0000847	Prah.g_01291	Prbd.g_00488
OG0000848	Prah.g_01262	Prbd.g_00489
OG0000849	Prah.g_01259	Prbd.g_00490
OG0000850	Prah.g_01258	Prbd.g_00491
OG0000851	Prah.g_01255	Prbd.g_00492
OG0000852	Prah.g_01253	Prbd.g_00494
OG0000853	Prah.g_01251	Prbd.g_00495
OG0000854	Prah.g_01249	Prbd.g_00497
OG0000855	Prah.g_01248	Prbd.g_00498
OG0000856	Prah.g_01247	Prbd.g_00499
OG0000857	Prah.g_01246	Prbd.g_00500
OG0000858	Prah.g_01245	Prbd.g_00501
OG0000859	Prah.g_01244	Prbd.g_00502
OG0000860	Prah.g_01243	Prbd.g_00503
OG0000861	Prah.g_01263	Prbd.g_00504
OG0000862	Prah.g_01264	Prbd.g_00505
OG0000863	Prah.g_01265	Prbd.g_00506
OG0000864	Prah.g_01266	Prbd.g_00507
OG0000865	Prah.g_01268	Prbd.g_00508
OG0000866	Prah.g_01272	Prbd.g_00509
OG0000867	Prah.g_01273	Prbd.g_00510
OG0000868	Prah.g_01275	Prbd.g_00511
OG0000869	Prah.g_01278	Prbd.g_00513
OG0000870	Prah.g_01279	Prbd.g_00514
OG0000871	Prah.g_01282	Prbd.g_00516
OG0000872	Prah.g_01283	Prbd.g_00517
OG0000873	Prah.g_01285	Prbd.g_00519
OG0000874	Prah.g_01286	Prbd.g_00520
OG0000875	Prah.g_01289	Prbd.g_00521
OG0000876	Prah.g_01290	Prbd.g_00522
OG0000877	Prah.g_01239	Prbd.g_00524
OG0000878	Prah.g_01610	Prbd.g_01858
OG0000879	Prah.g_01349	Prbd.g_01812
OG0000880	Prah.g_01350	Prbd.g_01811
OG0000881	Prah.g_01351	Prbd.g_01810
OG0000882	Prah.g_01353	Prbd.g_01809
OG0000883	Prah.g_01355	Prbd.g_01808
OG0000884	Prah.g_01357	Prbd.g_01806
OG0000885	Prah.g_01358	Prbd.g_01805
OG0000886	Prah.g_01359	Prbd.g_01804
OG0000887	Prah.g_01360	Prbd.g_01803
OG0000888	Prah.g_01361	Prbd.g_01802
OG0000889	Prah.g_01365	Prbd.g_01799
OG0000890	Prah.g_01368	Prbd.g_01798
OG0000891	Prah.g_01369	Prbd.g_01797
OG0000892	Prah.g_01372	Prbd.g_01795
OG0000893	Prah.g_01373	Prbd.g_01794
OG0000894	Prah.g_01374	Prbd.g_01793
OG0000895	Prah.g_01375	Prbd.g_01792
OG0000896	Prah.g_01376	Prbd.g_01791
OG0000897	Prah.g_01377	Prbd.g_01790
OG0000898	Prah.g_01380	Prbd.g_01788
OG0000899	Prah.g_01381	Prbd.g_01787
OG0000900	Prah.g_00327	Prbd.g_01782
OG0000901	Prah.g_00323	Prbd.g_01778
OG0000902	Prah.g_00224	Prbd.g_01777
OG0000903	Prah.g_00571	Prbd.g_01776
OG0000904	Prah.g_01183	Prbd.g_01774
OG0000905	Prah.g_00918	Prbd.g_01772
OG0000906	Prah.g_00895	Prbd.g_01770
OG0000907	Prah.g_00560	Prbd.g_01769
OG0000908	Prah.g_01663	Prbd.g_01766
OG0000909	Prah.g_01577	Prbd.g_01762
OG0000910	Prah.g_01578	Prbd.g_01761
OG0000911	Prah.g_01579	Prbd.g_01760
OG0000912	Prah.g_01580	Prbd.g_01759
OG0000913	Prah.g_01581	Prbd.g_01758
OG0000914	Prah.g_01582	Prbd.g_01757
OG0000915	Prah.g_01583	Prbd.g_01756
OG0000916	Prah.g_01584	Prbd.g_01755
OG0000917	Prah.g_01586	Prbd.g_01754
OG0000918	Prah.g_01587	Prbd.g_01753
OG0000919	Prah.g_01588	Prbd.g_01752
OG0000920	Prah.g_01589	Prbd.g_01751
OG0000921	Prah.g_01590	Prbd.g_01750
OG0000922	Prah.g_01591	Prbd.g_01749
OG0000923	Prah.g_01592	Prbd.g_01748
OG0000924	Prah.g_01593	Prbd.g_01747
OG0000925	Prah.g_01594	Prbd.g_01746
OG0000926	Prah.g_02242	Prbd.g_01736
OG0000927	Prah.g_00435	Prbd.g_01707
OG0000928	Prah.g_00434	Prbd.g_01706
OG0000929	Prah.g_00433	Prbd.g_01705
OG0000930	Prah.g_00428	Prbd.g_01704
OG0000931	Prah.g_00427	Prbd.g_01703
OG0000932	Prah.g_00423	Prbd.g_01701
OG0000933	Prah.g_00421	Prbd.g_01700
OG0000934	Prah.g_00420	Prbd.g_01699
OG0000935	Prah.g_00419	Prbd.g_01698
OG0000936	Prah.g_00418	Prbd.g_01697
OG0000937	Prah.g_00417	Prbd.g_01696
OG0000938	Prah.g_00415	Prbd.g_01695
OG0000939	Prah.g_00414	Prbd.g_01694
OG0000940	Prah.g_00412	Prbd.g_01693
OG0000941	Prah.g_00410	Prbd.g_01691
OG0000942	Prah.g_00409	Prbd.g_01690
OG0000943	Prah.g_00406	Prbd.g_01687
OG0000944	Prah.g_00403	Prbd.g_01686
OG0000945	Prah.g_00402	Prbd.g_01685
OG0000946	Prah.g_00401	Prbd.g_01684
OG0000947	Prah.g_00400	Prbd.g_01683
OG0000948	Prah.g_00399	Prbd.g_01682
OG0000949	Prah.g_00398	Prbd.g_01681
OG0000950	Prah.g_00397	Prbd.g_01680
OG0000951	Prah.g_00396	Prbd.g_01679
OG0000952	Prah.g_00395	Prbd.g_01678
OG0000953	Prah.g_00394	Prbd.g_01677
OG0000954	Prah.g_00391	Prbd.g_01676
OG0000955	Prah.g_00390	Prbd.g_01675
OG0000956	Prah.g_00389	Prbd.g_01674
OG0000957	Prah.g_00388	Prbd.g_01673
OG0000958	Prah.g_00386	Prbd.g_01672
OG0000959	Prah.g_00385	Prbd.g_01671
OG0000960	Prah.g_00384	Prbd.g_01670
OG0000961	Prah.g_00379	Prbd.g_01666
OG0000962	Prah.g_00376	Prbd.g_01665
OG0000963	Prah.g_00374	Prbd.g_01664
OG0000964	Prah.g_00371	Prbd.g_01662
OG0000965	Prah.g_00370	Prbd.g_01661
OG0000966	Prah.g_00369	Prbd.g_01660
OG0000967	Prah.g_00368	Prbd.g_01659
OG0000968	Prah.g_00367	Prbd.g_01658
OG0000969	Prah.g_00366	Prbd.g_01657
OG0000970	Prah.g_00365	Prbd.g_01656
OG0000971	Prah.g_00364	Prbd.g_01655
OG0000972	Prah.g_00363	Prbd.g_01654
OG0000973	Prah.g_00362	Prbd.g_01653
OG0000974	Prah.g_00360	Prbd.g_01651
OG0000975	Prah.g_01217	Prbd.g_01648
OG0000976	Prah.g_01605	Prbd.g_01646
OG0000977	Prah.g_01615	Prbd.g_01645
OG0000978	Prah.g_01617	Prbd.g_01644
OG0000979	Prah.g_01619	Prbd.g_01642
OG0000980	Prah.g_01620	Prbd.g_01641
OG0000981	Prah.g_00538	Prbd.g_01640
OG0000982	Prah.g_01621	Prbd.g_01639
OG0000983	Prah.g_01623	Prbd.g_01637
OG0000984	Prah.g_01624	Prbd.g_01636
OG0000985	Prah.g_01625	Prbd.g_01635
OG0000986	Prah.g_01627	Prbd.g_01634
OG0000987	Prah.g_01628	Prbd.g_01633
OG0000988	Prah.g_01631	Prbd.g_01632
OG0000989	Prah.g_01632	Prbd.g_01631
OG0000990	Prah.g_01633	Prbd.g_01630
OG0000991	Prah.g_01634	Prbd.g_01629
OG0000992	Prah.g_01635	Prbd.g_01628
OG0000993	Prah.g_01636	Prbd.g_01627
OG0000994	Prah.g_01637	Prbd.g_01626
OG0000995	Prah.g_01639	Prbd.g_01625
OG0000996	Prah.g_01640	Prbd.g_01624
OG0000997	Prah.g_01641	Prbd.g_01623
OG0000998	Prah.g_01642	Prbd.g_01622
OG0000999	Prah.g_01643	Prbd.g_01621
OG0001000	Prah.g_01644	Prbd.g_01620
OG0001001	Prah.g_01645	Prbd.g_01617
OG0001002	Prah.g_01648	Prbd.g_01616
OG0001003	Prah.g_01649	Prbd.g_01615
OG0001004	Prah.g_01791	Prbd.g_01614
OG0001005	Prah.g_01651	Prbd.g_01613
OG0001006	Prah.g_01652	Prbd.g_01612
OG0001007	Prah.g_01653	Prbd.g_01611
OG0001008	Prah.g_01655	Prbd.g_01609
OG0001009	Prah.g_01656	Prbd.g_01608
OG0001010	Prah.g_00541	Prbd.g_01600
OG0001011	Prah.g_00515	Prbd.g_01593
OG0001012	Prah.g_00651	Prbd.g_01566
OG0001013	Prah.g_01667	Prbd.g_01531
OG0001014	Prah.g_01668	Prbd.g_01530
OG0001015	Prah.g_01677	Prbd.g_01524
OG0001016	Prah.g_01678	Prbd.g_01523
OG0001017	Prah.g_01679	Prbd.g_01522
OG0001018	Prah.g_01681	Prbd.g_01521
OG0001019	Prah.g_01685	Prbd.g_01519
OG0001020	Prah.g_01687	Prbd.g_01518
OG0001021	Prah.g_01688	Prbd.g_01517
OG0001022	Prah.g_01689	Prbd.g_01516
OG0001023	Prah.g_01690	Prbd.g_01515
OG0001024	Prah.g_01692	Prbd.g_01514
OG0001025	Prah.g_01693	Prbd.g_01513
OG0001026	Prah.g_01694	Prbd.g_01511
OG0001027	Prah.g_01695	Prbd.g_01510
OG0001028	Prah.g_01696	Prbd.g_01509
OG0001029	Prah.g_01697	Prbd.g_01508
OG0001030	Prah.g_01698	Prbd.g_01507
OG0001031	Prah.g_01699	Prbd.g_01506
OG0001032	Prah.g_01700	Prbd.g_01505
OG0001033	Prah.g_01701	Prbd.g_01504
OG0001034	Prah.g_01703	Prbd.g_01503
OG0001035	Prah.g_01705	Prbd.g_01501
OG0001036	Prah.g_01707	Prbd.g_01500
OG0001037	Prah.g_01709	Prbd.g_01499
OG0001038	Prah.g_01710	Prbd.g_01498
OG0001039	Prah.g_01711	Prbd.g_01497
OG0001040	Prah.g_01713	Prbd.g_01496
OG0001041	Prah.g_01714	Prbd.g_01495
OG0001042	Prah.g_01716	Prbd.g_01494
OG0001043	Prah.g_01717	Prbd.g_01493
OG0001044	Prah.g_01718	Prbd.g_01492
OG0001045	Prah.g_01719	Prbd.g_01491
OG0001046	Prah.g_01720	Prbd.g_01490
OG0001047	Prah.g_01727	Prbd.g_01487
OG0001048	Prah.g_01729	Prbd.g_01485
OG0001049	Prah.g_01730	Prbd.g_01484
OG0001050	Prah.g_01731	Prbd.g_01483
OG0001051	Prah.g_01732	Prbd.g_01482
OG0001052	Prah.g_01733	Prbd.g_01481
OG0001053	Prah.g_01736	Prbd.g_01479
OG0001054	Prah.g_01738	Prbd.g_01477
OG0001055	Prah.g_01739	Prbd.g_01476
OG0001056	Prah.g_01740	Prbd.g_01475
OG0001057	Prah.g_01741	Prbd.g_01474
OG0001058	Prah.g_01742	Prbd.g_01473
OG0001059	Prah.g_01743	Prbd.g_01472
OG0001060	Prah.g_01744	Prbd.g_01471
OG0001061	Prah.g_01745	Prbd.g_01470
OG0001062	Prah.g_01759	Prbd.g_01469
OG0001063	Prah.g_01760	Prbd.g_01468
OG0001064	Prah.g_01762	Prbd.g_01466
OG0001065	Prah.g_02073	Prbd.g_01463
OG0001066	Prah.g_02071	Prbd.g_01462
OG0001067	Prah.g_02070	Prbd.g_01461
OG0001068	Prah.g_02067	Prbd.g_01459
OG0001069	Prah.g_02066	Prbd.g_01458
OG0001070	Prah.g_02065	Prbd.g_01457
OG0001071	Prah.g_02064	Prbd.g_01456
OG0001072	Prah.g_02063	Prbd.g_01455
OG0001073	Prah.g_02062	Prbd.g_01454
OG0001074	Prah.g_02061	Prbd.g_01453
OG0001075	Prah.g_02060	Prbd.g_01452
OG0001076	Prah.g_02059	Prbd.g_01451
OG0001077	Prah.g_02058	Prbd.g_01450
OG0001078	Prah.g_02056	Prbd.g_01449
OG0001079	Prah.g_02055	Prbd.g_01448
OG0001080	Prah.g_02054	Prbd.g_01447
OG0001081	Prah.g_02041	Prbd.g_01444
OG0001082	Prah.g_02042	Prbd.g_01443
OG0001083	Prah.g_02046	Prbd.g_01442
OG0001084	Prah.g_02044	Prbd.g_01440
OG0001085	Prah.g_02043	Prbd.g_01439
OG0001086	Prah.g_02047	Prbd.g_01438
OG0001087	Prah.g_02048	Prbd.g_01437
OG0001088	Prah.g_02050	Prbd.g_01436
OG0001089	Prah.g_02039	Prbd.g_01433
OG0001090	Prah.g_02037	Prbd.g_01431
OG0001091	Prah.g_02036	Prbd.g_01430
OG0001092	Prah.g_02035	Prbd.g_01429
OG0001093	Prah.g_02034	Prbd.g_01428
OG0001094	Prah.g_02033	Prbd.g_01427
OG0001095	Prah.g_02032	Prbd.g_01426
OG0001096	Prah.g_02031	Prbd.g_01425
OG0001097	Prah.g_02030	Prbd.g_01424
OG0001098	Prah.g_02029	Prbd.g_01423
OG0001099	Prah.g_02028	Prbd.g_01422
OG0001100	Prah.g_02027	Prbd.g_01421
OG0001101	Prah.g_02026	Prbd.g_01420
OG0001102	Prah.g_02025	Prbd.g_01419
OG0001103	Prah.g_02024	Prbd.g_01418
OG0001104	Prah.g_02023	Prbd.g_01417
OG0001105	Prah.g_02022	Prbd.g_01416
OG0001106	Prah.g_02021	Prbd.g_01415
OG0001107	Prah.g_02020	Prbd.g_01414
OG0001108	Prah.g_02019	Prbd.g_01413
OG0001109	Prah.g_02018	Prbd.g_01412
OG0001110	Prah.g_02017	Prbd.g_01411
OG0001111	Prah.g_02016	Prbd.g_01410
OG0001112	Prah.g_02015	Prbd.g_01409
OG0001113	Prah.g_02014	Prbd.g_01408
OG0001114	Prah.g_02013	Prbd.g_01407
OG0001115	Prah.g_02012	Prbd.g_01406
OG0001116	Prah.g_02011	Prbd.g_01405
OG0001117	Prah.g_02010	Prbd.g_01404
OG0001118	Prah.g_02009	Prbd.g_01403
OG0001119	Prah.g_02008	Prbd.g_01402
OG0001120	Prah.g_02007	Prbd.g_01401
OG0001121	Prah.g_02004	Prbd.g_01399
OG0001122	Prah.g_02003	Prbd.g_01398
OG0001123	Prah.g_02002	Prbd.g_01397
OG0001124	Prah.g_02000	Prbd.g_01395
OG0001125	Prah.g_01998	Prbd.g_01393
OG0001126	Prah.g_01997	Prbd.g_01392
OG0001127	Prah.g_01994	Prbd.g_01390
OG0001128	Prah.g_01993	Prbd.g_01389
OG0001129	Prah.g_01991	Prbd.g_01388
