Orthogroup	Prah	Praa
OG0000594	Prah.g_00625	Praa.g_00683
OG0000595	Prah.g_02051	Praa.g_00684
OG0000596	Prah.g_00981	Praa.g_00685
OG0000597	Prah.g_00965	Praa.g_00687
OG0000598	Prah.g_00968	Praa.g_00688
OG0000599	Prah.g_00972	Praa.g_00689
OG0000600	Prah.g_00973	Praa.g_00690
OG0000601	Prah.g_00985	Praa.g_00692
OG0000602	Prah.g_00986	Praa.g_00693
OG0000603	Prah.g_00987	Praa.g_00694
OG0000604	Prah.g_01022	Praa.g_00695
OG0000605	Prah.g_01023	Praa.g_00696
OG0000606	Prah.g_01025	Praa.g_00697
OG0000607	Prah.g_01028	Praa.g_00699
OG0000608	Prah.g_00706	Praa.g_00700
OG0000609	Prah.g_02588	Praa.g_00704
OG0000610	Prah.g_01344	Praa.g_00705
OG0000611	Prah.g_00886	Praa.g_00712
OG0000612	Prah.g_00885	Praa.g_00713
OG0000613	Prah.g_00884	Praa.g_00714
OG0000614	Prah.g_00882	Praa.g_00715
OG0000615	Prah.g_00881	Praa.g_00717
OG0000616	Prah.g_00880	Praa.g_00718
OG0000617	Prah.g_00879	Praa.g_00719
OG0000618	Prah.g_00878	Praa.g_00720
OG0000619	Prah.g_00876	Praa.g_00721
OG0000620	Prah.g_00875	Praa.g_00722
OG0000621	Prah.g_00874	Praa.g_00723
OG0000622	Prah.g_00873	Praa.g_00724
OG0000623	Prah.g_00872	Praa.g_00725
OG0000624	Prah.g_00871	Praa.g_00726
OG0000625	Prah.g_00870	Praa.g_00727
OG0000626	Prah.g_00869	Praa.g_00728
OG0000627	Prah.g_00746	Praa.g_00729
OG0000628	Prah.g_00747	Praa.g_00730
OG0000629	Prah.g_00750	Praa.g_00731
OG0000630	Prah.g_00751	Praa.g_00732
OG0000631	Prah.g_00754	Praa.g_00734
OG0000632	Prah.g_01043	Praa.g_00747
OG0000633	Prah.g_01447	Praa.g_00751
OG0000634	Prah.g_01543	Praa.g_00764
OG0000635	Prah.g_00788	Praa.g_00766
OG0000636	Prah.g_00787	Praa.g_00767
OG0000637	Prah.g_00786	Praa.g_00768
OG0000638	Prah.g_01946	Praa.g_00780
OG0000639	Prah.g_01802	Praa.g_00789
OG0000640	Prah.g_00755	Praa.g_00791
OG0000641	Prah.g_00758	Praa.g_00794
OG0000642	Prah.g_00759	Praa.g_00795
OG0000643	Prah.g_00760	Praa.g_00796
OG0000644	Prah.g_00673	Praa.g_00797
OG0000645	Prah.g_00672	Praa.g_00798
OG0000646	Prah.g_00671	Praa.g_00799
OG0000647	Prah.g_00670	Praa.g_00800
OG0000648	Prah.g_00668	Praa.g_00802
OG0000649	Prah.g_00667	Praa.g_00803
OG0000650	Prah.g_00666	Praa.g_00804
OG0000651	Prah.g_00665	Praa.g_00805
OG0000652	Prah.g_00664	Praa.g_00806
OG0000653	Prah.g_00663	Praa.g_00807
OG0000654	Prah.g_00661	Praa.g_00809
OG0000655	Prah.g_00659	Praa.g_00812
OG0000656	Prah.g_00658	Praa.g_00813
OG0000657	Prah.g_00657	Praa.g_00814
OG0000658	Prah.g_00656	Praa.g_00815
OG0000659	Prah.g_00655	Praa.g_00816
OG0000660	Prah.g_00654	Praa.g_00817
OG0000661	Prah.g_00652	Praa.g_00818
OG0000662	Prah.g_00650	Praa.g_00819
OG0000663	Prah.g_00649	Praa.g_00820
OG0000664	Prah.g_00648	Praa.g_00821
OG0000665	Prah.g_00647	Praa.g_00822
OG0000666	Prah.g_00646	Praa.g_00823
OG0000667	Prah.g_00645	Praa.g_00824
OG0000668	Prah.g_00644	Praa.g_00825
OG0000669	Prah.g_00640	Praa.g_00827
OG0000670	Prah.g_00639	Praa.g_00828
OG0000671	Prah.g_00638	Praa.g_00829
OG0000672	Prah.g_00637	Praa.g_00830
OG0000673	Prah.g_00636	Praa.g_00831
OG0000674	Prah.g_00635	Praa.g_00832
OG0000675	Prah.g_00609	Praa.g_00834
OG0000676	Prah.g_00608	Praa.g_00835
OG0000677	Prah.g_00605	Praa.g_00838
OG0000678	Prah.g_00603	Praa.g_00840
OG0000679	Prah.g_00601	Praa.g_00841
OG0000680	Prah.g_00600	Praa.g_00842
OG0000681	Prah.g_00599	Praa.g_00843
OG0000682	Prah.g_00598	Praa.g_00844
OG0000683	Prah.g_00596	Praa.g_00846
OG0000684	Prah.g_00595	Praa.g_00847
OG0000685	Prah.g_00594	Praa.g_00848
OG0000686	Prah.g_00593	Praa.g_00849
OG0000687	Prah.g_00592	Praa.g_00850
OG0000688	Prah.g_00591	Praa.g_00851
OG0000689	Prah.g_00589	Praa.g_00852
OG0000690	Prah.g_00588	Praa.g_00853
OG0000691	Prah.g_00587	Praa.g_00854
OG0000692	Prah.g_00575	Praa.g_00856
OG0000693	Prah.g_00574	Praa.g_00857
OG0000694	Prah.g_00572	Praa.g_00858
OG0000695	Prah.g_00568	Praa.g_00859
OG0000696	Prah.g_00566	Praa.g_00860
OG0000697	Prah.g_00564	Praa.g_00862
OG0000698	Prah.g_00743	Praa.g_00864
OG0000699	Prah.g_00866	Praa.g_00865
OG0000700	Prah.g_00850	Praa.g_00892
OG0000701	Prah.g_00192	Praa.g_00896
OG0000702	Prah.g_00558	Praa.g_00899
OG0000703	Prah.g_00740	Praa.g_00900
OG0000704	Prah.g_01212	Praa.g_00901
OG0000705	Prah.g_00739	Praa.g_00902
OG0000706	Prah.g_00738	Praa.g_00903
OG0000707	Prah.g_00736	Praa.g_00904
OG0000708	Prah.g_00735	Praa.g_00905
OG0000709	Prah.g_00733	Praa.g_00907
OG0000710	Prah.g_00732	Praa.g_00908
OG0000711	Prah.g_00731	Praa.g_00909
OG0000712	Prah.g_00730	Praa.g_00910
OG0000713	Prah.g_00729	Praa.g_00911
OG0000714	Prah.g_00726	Praa.g_00913
OG0000715	Prah.g_00724	Praa.g_00914
OG0000716	Prah.g_00721	Praa.g_00916
OG0000717	Prah.g_00718	Praa.g_00917
OG0000718	Prah.g_00715	Praa.g_00918
OG0000719	Prah.g_00702	Praa.g_00920
OG0000720	Prah.g_00701	Praa.g_00921
OG0000721	Prah.g_00699	Praa.g_00923
OG0000722	Prah.g_00698	Praa.g_00924
OG0000723	Prah.g_00697	Praa.g_00925
OG0000724	Prah.g_00683	Praa.g_00926
OG0000725	Prah.g_00684	Praa.g_00927
OG0000726	Prah.g_00685	Praa.g_00928
OG0000727	Prah.g_00686	Praa.g_00929
OG0000728	Prah.g_00687	Praa.g_00930
OG0000729	Prah.g_00689	Praa.g_00931
OG0000730	Prah.g_00692	Praa.g_00932
OG0000731	Prah.g_00681	Praa.g_00933
OG0000732	Prah.g_00680	Praa.g_00934
OG0000733	Prah.g_00679	Praa.g_00935
OG0000734	Prah.g_00678	Praa.g_00936
OG0000735	Prah.g_00677	Praa.g_00938
OG0000736	Prah.g_00675	Praa.g_00939
OG0000737	Prah.g_00674	Praa.g_00940
OG0000738	Prah.g_00761	Praa.g_00941
OG0000739	Prah.g_00762	Praa.g_00942
OG0000740	Prah.g_00763	Praa.g_00943
OG0000741	Prah.g_00765	Praa.g_00944
OG0000742	Prah.g_00767	Praa.g_00946
OG0000743	Prah.g_00768	Praa.g_00947
OG0000744	Prah.g_00770	Praa.g_00948
OG0000745	Prah.g_00771	Praa.g_00949
OG0000746	Prah.g_00772	Praa.g_00950
OG0000747	Prah.g_01178	Praa.g_00951
OG0000748	Prah.g_00780	Praa.g_00952
OG0000749	Prah.g_00781	Praa.g_00953
OG0000750	Prah.g_00783	Praa.g_00954
OG0000751	Prah.g_00784	Praa.g_00955
OG0000752	Prah.g_02517	Praa.g_00956
OG0000753	Prah.g_00789	Praa.g_00958
OG0000754	Prah.g_00790	Praa.g_00959
OG0000755	Prah.g_00791	Praa.g_00960
OG0000756	Prah.g_00793	Praa.g_00961
OG0000757	Prah.g_00794	Praa.g_00962
OG0000758	Prah.g_00795	Praa.g_00963
OG0000759	Prah.g_00800	Praa.g_00965
OG0000760	Prah.g_00801	Praa.g_00966
OG0000761	Prah.g_00803	Praa.g_00967
OG0000762	Prah.g_00806	Praa.g_00969
OG0000763	Prah.g_00808	Praa.g_00970
OG0000764	Prah.g_00810	Praa.g_00971
OG0000765	Prah.g_00811	Praa.g_00972
OG0000766	Prah.g_00812	Praa.g_00973
OG0000767	Prah.g_00814	Praa.g_00975
OG0000768	Prah.g_00815	Praa.g_00976
OG0000769	Prah.g_00816	Praa.g_00977
OG0000770	Prah.g_00817	Praa.g_00978
OG0000771	Prah.g_00818	Praa.g_00979
OG0000772	Prah.g_01131	Praa.g_00980
OG0000773	Prah.g_00821	Praa.g_00981
OG0000774	Prah.g_00824	Praa.g_00982
OG0000775	Prah.g_00826	Praa.g_00983
OG0000776	Prah.g_00828	Praa.g_00985
OG0000777	Prah.g_00829	Praa.g_00987
OG0000778	Prah.g_00830	Praa.g_00988
OG0000779	Prah.g_00833	Praa.g_00989
OG0000780	Prah.g_00835	Praa.g_00991
OG0000781	Prah.g_00839	Praa.g_00993
OG0000782	Prah.g_00840	Praa.g_00994
OG0000783	Prah.g_00846	Praa.g_01008
OG0000784	Prah.g_00848	Praa.g_01010
OG0000785	Prah.g_00849	Praa.g_01011
OG0000786	Prah.g_00851	Praa.g_01012
OG0000787	Prah.g_00852	Praa.g_01013
OG0000788	Prah.g_00858	Praa.g_01017
OG0000789	Prah.g_00861	Praa.g_01019
OG0000790	Prah.g_02518	Praa.g_01020
OG0000791	Prah.g_00862	Praa.g_01021
OG0000792	Prah.g_00863	Praa.g_01022
OG0000793	Prah.g_00864	Praa.g_01023
OG0000794	Prah.g_00867	Praa.g_01025
OG0000795	Prah.g_00903	Praa.g_01028
OG0000796	Prah.g_00904	Praa.g_01029
OG0000797	Prah.g_00907	Praa.g_01031
OG0000798	Prah.g_00908	Praa.g_01032
OG0000799	Prah.g_00909	Praa.g_01033
OG0000800	Prah.g_00910	Praa.g_01034
OG0000801	Prah.g_00913	Praa.g_01037
OG0000802	Prah.g_00914	Praa.g_01038
OG0000803	Prah.g_00919	Praa.g_01040
OG0000804	Prah.g_00920	Praa.g_01041
OG0000805	Prah.g_00921	Praa.g_01042
OG0000806	Prah.g_00922	Praa.g_01044
OG0000807	Prah.g_00893	Praa.g_01070
OG0000808	Prah.g_00539	Praa.g_01080
OG0000809	Prah.g_01601	Praa.g_01083
OG0000810	Prah.g_01176	Praa.g_01084
OG0000811	Prah.g_00133	Praa.g_01091
OG0000812	Prah.g_01942	Praa.g_01095
OG0000813	Prah.g_01932	Praa.g_01099
OG0000814	Prah.g_00383	Praa.g_01101
OG0000815	Prah.g_00521	Praa.g_01115
OG0000816	Prah.g_02532	Praa.g_01128
OG0000817	Prah.g_02525	Praa.g_01129
OG0000818	Prah.g_01803	Praa.g_01134
OG0000819	Prah.g_00378	Praa.g_01141
OG0000820	Prah.g_01905	Praa.g_01145
OG0000821	Prah.g_01340	Praa.g_01147
OG0000822	Prah.g_01339	Praa.g_01148
OG0000823	Prah.g_01338	Praa.g_01149
OG0000824	Prah.g_01337	Praa.g_01150
OG0000825	Prah.g_01336	Praa.g_01151
OG0000826	Prah.g_01335	Praa.g_01152
OG0000827	Prah.g_01331	Praa.g_01153
OG0000828	Prah.g_01329	Praa.g_01154
OG0000829	Prah.g_01328	Praa.g_01155
OG0000830	Prah.g_01325	Praa.g_01156
OG0000831	Prah.g_01323	Praa.g_01158
OG0000832	Prah.g_01321	Praa.g_01160
OG0000833	Prah.g_01320	Praa.g_01161
OG0000834	Prah.g_01318	Praa.g_01162
OG0000835	Prah.g_01317	Praa.g_01163
OG0000836	Prah.g_01316	Praa.g_01164
OG0000837	Prah.g_01307	Praa.g_01166
OG0000838	Prah.g_01305	Praa.g_01167
OG0000839	Prah.g_01304	Praa.g_01168
OG0000840	Prah.g_01303	Praa.g_01169
OG0000841	Prah.g_01302	Praa.g_01170
OG0000842	Prah.g_01298	Praa.g_01171
OG0000843	Prah.g_01297	Praa.g_01172
OG0000844	Prah.g_01296	Praa.g_01173
OG0000845	Prah.g_01295	Praa.g_01174
OG0000846	Prah.g_01292	Praa.g_01177
OG0000847	Prah.g_01291	Praa.g_01179
OG0000848	Prah.g_01262	Praa.g_01180
OG0000849	Prah.g_01259	Praa.g_01181
OG0000850	Prah.g_01258	Praa.g_01182
OG0000851	Prah.g_01255	Praa.g_01183
OG0000852	Prah.g_01253	Praa.g_01185
OG0000853	Prah.g_01251	Praa.g_01186
OG0000854	Prah.g_01249	Praa.g_01188
OG0000855	Prah.g_01248	Praa.g_01189
OG0000856	Prah.g_01247	Praa.g_01190
OG0000857	Prah.g_01246	Praa.g_01191
OG0000858	Prah.g_01245	Praa.g_01192
OG0000859	Prah.g_01244	Praa.g_01193
OG0000860	Prah.g_01243	Praa.g_01194
OG0000861	Prah.g_01263	Praa.g_01195
OG0000862	Prah.g_01264	Praa.g_01196
OG0000863	Prah.g_01265	Praa.g_01197
OG0000864	Prah.g_01266	Praa.g_01198
OG0000865	Prah.g_01268	Praa.g_01199
OG0000866	Prah.g_01272	Praa.g_01200
OG0000867	Prah.g_01273	Praa.g_01201
OG0000868	Prah.g_01275	Praa.g_01202
OG0000869	Prah.g_01278	Praa.g_01204
OG0000870	Prah.g_01279	Praa.g_01205
OG0000871	Prah.g_01282	Praa.g_01207
OG0000872	Prah.g_01283	Praa.g_01208
OG0000873	Prah.g_01285	Praa.g_01210
OG0000874	Prah.g_01286	Praa.g_01211
OG0000875	Prah.g_01289	Praa.g_01212
OG0000876	Prah.g_01290	Praa.g_01213
OG0000877	Prah.g_01239	Praa.g_01215
OG0000878	Prah.g_01610	Praa.g_01290
OG0000879	Prah.g_01349	Praa.g_01307
OG0000880	Prah.g_01350	Praa.g_01308
OG0000881	Prah.g_01351	Praa.g_01309
OG0000882	Prah.g_01353	Praa.g_01310
OG0000883	Prah.g_01355	Praa.g_01311
OG0000884	Prah.g_01357	Praa.g_01313
OG0000885	Prah.g_01358	Praa.g_01314
OG0000886	Prah.g_01359	Praa.g_01315
OG0000887	Prah.g_01360	Praa.g_01316
OG0000888	Prah.g_01361	Praa.g_01317
OG0000889	Prah.g_01365	Praa.g_01320
OG0000890	Prah.g_01368	Praa.g_01321
OG0000891	Prah.g_01369	Praa.g_01322
OG0000892	Prah.g_01372	Praa.g_01324
OG0000893	Prah.g_01373	Praa.g_01325
OG0000894	Prah.g_01374	Praa.g_01326
OG0000895	Prah.g_01375	Praa.g_01327
OG0000896	Prah.g_01376	Praa.g_01328
OG0000897	Prah.g_01377	Praa.g_01329
OG0000898	Prah.g_01380	Praa.g_01331
OG0000899	Prah.g_01381	Praa.g_01332
OG0000900	Prah.g_00327	Praa.g_01348
OG0000901	Prah.g_00323	Praa.g_01352
OG0000902	Prah.g_00224	Praa.g_01353
OG0000903	Prah.g_00571	Praa.g_01354
OG0000904	Prah.g_01183	Praa.g_01356
OG0000905	Prah.g_00918	Praa.g_01358
OG0000906	Prah.g_00895	Praa.g_01360
OG0000907	Prah.g_00560	Praa.g_01361
OG0000908	Prah.g_01663	Praa.g_01364
OG0000909	Prah.g_01577	Praa.g_01368
OG0000910	Prah.g_01578	Praa.g_01369
OG0000911	Prah.g_01579	Praa.g_01370
OG0000912	Prah.g_01580	Praa.g_01371
OG0000913	Prah.g_01581	Praa.g_01372
OG0000914	Prah.g_01582	Praa.g_01373
OG0000915	Prah.g_01583	Praa.g_01374
OG0000916	Prah.g_01584	Praa.g_01375
OG0000917	Prah.g_01586	Praa.g_01376
OG0000918	Prah.g_01587	Praa.g_01377
OG0000919	Prah.g_01588	Praa.g_01378
OG0000920	Prah.g_01589	Praa.g_01379
OG0000921	Prah.g_01590	Praa.g_01380
OG0000922	Prah.g_01591	Praa.g_01381
OG0000923	Prah.g_01592	Praa.g_01382
OG0000924	Prah.g_01593	Praa.g_01383
OG0000925	Prah.g_01594	Praa.g_01384
OG0000926	Prah.g_02242	Praa.g_01395
OG0000927	Prah.g_00435	Praa.g_01458
OG0000928	Prah.g_00434	Praa.g_01459
OG0000929	Prah.g_00433	Praa.g_01460
OG0000930	Prah.g_00428	Praa.g_01461
OG0000931	Prah.g_00427	Praa.g_01462
OG0000932	Prah.g_00423	Praa.g_01464
OG0000933	Prah.g_00421	Praa.g_01465
OG0000934	Prah.g_00420	Praa.g_01466
OG0000935	Prah.g_00419	Praa.g_01467
OG0000936	Prah.g_00418	Praa.g_01468
OG0000937	Prah.g_00417	Praa.g_01469
OG0000938	Prah.g_00415	Praa.g_01470
OG0000939	Prah.g_00414	Praa.g_01471
OG0000940	Prah.g_00412	Praa.g_01472
OG0000941	Prah.g_00410	Praa.g_01474
OG0000942	Prah.g_00409	Praa.g_01475
OG0000943	Prah.g_00406	Praa.g_01478
OG0000944	Prah.g_00403	Praa.g_01479
OG0000945	Prah.g_00402	Praa.g_01480
OG0000946	Prah.g_00401	Praa.g_01481
OG0000947	Prah.g_00400	Praa.g_01482
OG0000948	Prah.g_00399	Praa.g_01483
OG0000949	Prah.g_00398	Praa.g_01484
OG0000950	Prah.g_00397	Praa.g_01485
OG0000951	Prah.g_00396	Praa.g_01486
OG0000952	Prah.g_00395	Praa.g_01487
OG0000953	Prah.g_00394	Praa.g_01488
OG0000954	Prah.g_00391	Praa.g_01489
OG0000955	Prah.g_00390	Praa.g_01490
OG0000956	Prah.g_00389	Praa.g_01491
OG0000957	Prah.g_00388	Praa.g_01492
OG0000958	Prah.g_00386	Praa.g_01493
OG0000959	Prah.g_00385	Praa.g_01494
OG0000960	Prah.g_00384	Praa.g_01495
OG0000961	Prah.g_00379	Praa.g_01499
OG0000962	Prah.g_00376	Praa.g_01500
OG0000963	Prah.g_00374	Praa.g_01501
OG0000964	Prah.g_00371	Praa.g_01503
OG0000965	Prah.g_00370	Praa.g_01504
OG0000966	Prah.g_00369	Praa.g_01505
OG0000967	Prah.g_00368	Praa.g_01506
OG0000968	Prah.g_00367	Praa.g_01507
OG0000969	Prah.g_00366	Praa.g_01508
OG0000970	Prah.g_00365	Praa.g_01509
OG0000971	Prah.g_00364	Praa.g_01510
OG0000972	Prah.g_00363	Praa.g_01511
OG0000973	Prah.g_00362	Praa.g_01512
OG0000974	Prah.g_00360	Praa.g_01514
OG0000975	Prah.g_01217	Praa.g_01517
OG0000976	Prah.g_01605	Praa.g_01519
OG0000977	Prah.g_01615	Praa.g_01520
OG0000978	Prah.g_01617	Praa.g_01521
OG0000979	Prah.g_01619	Praa.g_01523
OG0000980	Prah.g_01620	Praa.g_01524
OG0000981	Prah.g_00538	Praa.g_01525
OG0000982	Prah.g_01621	Praa.g_01526
OG0000983	Prah.g_01623	Praa.g_01528
OG0000984	Prah.g_01624	Praa.g_01529
OG0000985	Prah.g_01625	Praa.g_01530
OG0000986	Prah.g_01627	Praa.g_01531
OG0000987	Prah.g_01628	Praa.g_01532
OG0000988	Prah.g_01631	Praa.g_01533
OG0000989	Prah.g_01632	Praa.g_01534
OG0000990	Prah.g_01633	Praa.g_01535
OG0000991	Prah.g_01634	Praa.g_01536
OG0000992	Prah.g_01635	Praa.g_01537
OG0000993	Prah.g_01636	Praa.g_01538
OG0000994	Prah.g_01637	Praa.g_01539
OG0000995	Prah.g_01639	Praa.g_01541
OG0000996	Prah.g_01640	Praa.g_01542
OG0000997	Prah.g_01641	Praa.g_01543
OG0000998	Prah.g_01642	Praa.g_01544
OG0000999	Prah.g_01643	Praa.g_01545
OG0001000	Prah.g_01644	Praa.g_01546
OG0001001	Prah.g_01645	Praa.g_01548
OG0001002	Prah.g_01648	Praa.g_01549
OG0001003	Prah.g_01649	Praa.g_01550
OG0001004	Prah.g_01791	Praa.g_01551
OG0001005	Prah.g_01651	Praa.g_01552
OG0001006	Prah.g_01652	Praa.g_01553
OG0001007	Prah.g_01653	Praa.g_01554
OG0001008	Prah.g_01655	Praa.g_01556
OG0001009	Prah.g_01656	Praa.g_01557
OG0001010	Prah.g_00541	Praa.g_01565
OG0001011	Prah.g_00515	Praa.g_01572
OG0001012	Prah.g_00651	Praa.g_01600
OG0001013	Prah.g_01667	Praa.g_01629
OG0001014	Prah.g_01668	Praa.g_01630
OG0001015	Prah.g_01677	Praa.g_01636
OG0001016	Prah.g_01678	Praa.g_01637
OG0001017	Prah.g_01679	Praa.g_01638
OG0001018	Prah.g_01681	Praa.g_01639
OG0001019	Prah.g_01685	Praa.g_01641
OG0001020	Prah.g_01687	Praa.g_01642
OG0001021	Prah.g_01688	Praa.g_01643
OG0001022	Prah.g_01689	Praa.g_01644
OG0001023	Prah.g_01690	Praa.g_01645
OG0001024	Prah.g_01692	Praa.g_01646
OG0001025	Prah.g_01693	Praa.g_01647
OG0001026	Prah.g_01694	Praa.g_01649
OG0001027	Prah.g_01695	Praa.g_01650
OG0001028	Prah.g_01696	Praa.g_01651
OG0001029	Prah.g_01697	Praa.g_01652
OG0001030	Prah.g_01698	Praa.g_01653
OG0001031	Prah.g_01699	Praa.g_01654
OG0001032	Prah.g_01700	Praa.g_01655
OG0001033	Prah.g_01701	Praa.g_01656
OG0001034	Prah.g_01703	Praa.g_01657
OG0001035	Prah.g_01705	Praa.g_01659
OG0001036	Prah.g_01707	Praa.g_01660
OG0001037	Prah.g_01709	Praa.g_01661
OG0001038	Prah.g_01710	Praa.g_01662
OG0001039	Prah.g_01711	Praa.g_01663
OG0001040	Prah.g_01713	Praa.g_01665
OG0001041	Prah.g_01714	Praa.g_01666
OG0001042	Prah.g_01716	Praa.g_01667
OG0001043	Prah.g_01717	Praa.g_01668
OG0001044	Prah.g_01718	Praa.g_01669
OG0001045	Prah.g_01719	Praa.g_01670
OG0001046	Prah.g_01720	Praa.g_01671
OG0001047	Prah.g_01727	Praa.g_01674
OG0001048	Prah.g_01729	Praa.g_01676
OG0001049	Prah.g_01730	Praa.g_01677
OG0001050	Prah.g_01731	Praa.g_01678
OG0001051	Prah.g_01732	Praa.g_01679
OG0001052	Prah.g_01733	Praa.g_01680
OG0001053	Prah.g_01736	Praa.g_01682
OG0001054	Prah.g_01738	Praa.g_01684
OG0001055	Prah.g_01739	Praa.g_01685
OG0001056	Prah.g_01740	Praa.g_01686
OG0001057	Prah.g_01741	Praa.g_01687
OG0001058	Prah.g_01742	Praa.g_01688
OG0001059	Prah.g_01743	Praa.g_01689
OG0001060	Prah.g_01744	Praa.g_01690
OG0001061	Prah.g_01745	Praa.g_01691
OG0001062	Prah.g_01759	Praa.g_01692
OG0001063	Prah.g_01760	Praa.g_01693
OG0001064	Prah.g_01762	Praa.g_01695
OG0001065	Prah.g_02073	Praa.g_01699
OG0001066	Prah.g_02071	Praa.g_01700
OG0001067	Prah.g_02070	Praa.g_01701
OG0001068	Prah.g_02067	Praa.g_01703
OG0001069	Prah.g_02066	Praa.g_01704
OG0001070	Prah.g_02065	Praa.g_01705
OG0001071	Prah.g_02064	Praa.g_01706
OG0001072	Prah.g_02063	Praa.g_01707
OG0001073	Prah.g_02062	Praa.g_01708
OG0001074	Prah.g_02061	Praa.g_01709
OG0001075	Prah.g_02060	Praa.g_01710
OG0001076	Prah.g_02059	Praa.g_01711
OG0001077	Prah.g_02058	Praa.g_01712
OG0001078	Prah.g_02056	Praa.g_01713
OG0001079	Prah.g_02055	Praa.g_01714
OG0001080	Prah.g_02054	Praa.g_01715
OG0001081	Prah.g_02041	Praa.g_01718
OG0001082	Prah.g_02042	Praa.g_01719
OG0001083	Prah.g_02046	Praa.g_01720
OG0001084	Prah.g_02044	Praa.g_01722
OG0001085	Prah.g_02043	Praa.g_01723
OG0001086	Prah.g_02047	Praa.g_01724
OG0001087	Prah.g_02048	Praa.g_01725
OG0001088	Prah.g_02050	Praa.g_01726
OG0001089	Prah.g_02039	Praa.g_01733
OG0001090	Prah.g_02037	Praa.g_01735
OG0001091	Prah.g_02036	Praa.g_01736
OG0001092	Prah.g_02035	Praa.g_01737
OG0001093	Prah.g_02034	Praa.g_01738
OG0001094	Prah.g_02033	Praa.g_01739
OG0001095	Prah.g_02032	Praa.g_01740
OG0001096	Prah.g_02031	Praa.g_01741
OG0001097	Prah.g_02030	Praa.g_01742
OG0001098	Prah.g_02029	Praa.g_01743
OG0001099	Prah.g_02028	Praa.g_01744
OG0001100	Prah.g_02027	Praa.g_01745
OG0001101	Prah.g_02026	Praa.g_01746
OG0001102	Prah.g_02025	Praa.g_01747
OG0001103	Prah.g_02024	Praa.g_01748
OG0001104	Prah.g_02023	Praa.g_01749
OG0001105	Prah.g_02022	Praa.g_01750
OG0001106	Prah.g_02021	Praa.g_01751
OG0001107	Prah.g_02020	Praa.g_01752
OG0001108	Prah.g_02019	Praa.g_01753
OG0001109	Prah.g_02018	Praa.g_01754
OG0001110	Prah.g_02017	Praa.g_01755
OG0001111	Prah.g_02016	Praa.g_01756
OG0001112	Prah.g_02015	Praa.g_01757
OG0001113	Prah.g_02014	Praa.g_01758
OG0001114	Prah.g_02013	Praa.g_01759
OG0001115	Prah.g_02012	Praa.g_01760
OG0001116	Prah.g_02011	Praa.g_01761
OG0001117	Prah.g_02010	Praa.g_01762
OG0001118	Prah.g_02009	Praa.g_01763
OG0001119	Prah.g_02008	Praa.g_01764
OG0001120	Prah.g_02007	Praa.g_01765
OG0001121	Prah.g_02004	Praa.g_01767
OG0001122	Prah.g_02003	Praa.g_01768
OG0001123	Prah.g_02002	Praa.g_01769
OG0001124	Prah.g_02000	Praa.g_01771
OG0001125	Prah.g_01998	Praa.g_01773
OG0001126	Prah.g_01997	Praa.g_01774
OG0001127	Prah.g_01994	Praa.g_01776
OG0001128	Prah.g_01993	Praa.g_01777
OG0001129	Prah.g_01991	Praa.g_01778
OG0001130	Prah.g_01988	Praa.g_01781
OG0001131	Prah.g_01987	Praa.g_01782
OG0001132	Prah.g_01986	Praa.g_01783
OG0001133	Prah.g_01985	Praa.g_01784
OG0001134	Prah.g_01984	Praa.g_01785
OG0001135	Prah.g_01983	Praa.g_01786
OG0001136	Prah.g_01982	Praa.g_01787
OG0001137	Prah.g_01981	Praa.g_01788
OG0001138	Prah.g_01980	Praa.g_01789
OG0001139	Prah.g_01978	Praa.g_01790
OG0001140	Prah.g_01977	Praa.g_01791
OG0001141	Prah.g_01976	Praa.g_01792
OG0001142	Prah.g_01966	Praa.g_01796
OG0001143	Prah.g_01965	Praa.g_01797
OG0001144	Prah.g_01963	Praa.g_01798
OG0001145	Prah.g_01962	Praa.g_01799
OG0001146	Prah.g_01961	Praa.g_01800
OG0001147	Prah.g_01960	Praa.g_01801
OG0001148	Prah.g_01958	Praa.g_01802
OG0001149	Prah.g_02224	Praa.g_01804
OG0001150	Prah.g_02227	Praa.g_01805
OG0001151	Prah.g_02231	Praa.g_01807
OG0001152	Prah.g_02232	Praa.g_01808
OG0001153	Prah.g_02234	Praa.g_01809
OG0001154	Prah.g_02236	Praa.g_01811
OG0001155	Prah.g_02239	Praa.g_01813
OG0001156	Prah.g_02241	Praa.g_01815
OG0001157	Prah.g_02243	Praa.g_01816
OG0001158	Prah.g_02245	Praa.g_01818
OG0001159	Prah.g_02246	Praa.g_01819
OG0001160	Prah.g_02247	Praa.g_01820
OG0001161	Prah.g_00168	Praa.g_01821
OG0001162	Prah.g_00167	Praa.g_01822
OG0001163	Prah.g_00166	Praa.g_01823
OG0001164	Prah.g_00165	Praa.g_01824
OG0001165	Prah.g_00164	Praa.g_01825
OG0001166	Prah.g_00163	Praa.g_01826
OG0001167	Prah.g_00156	Praa.g_01827
OG0001168	Prah.g_00155	Praa.g_01828
OG0001169	Prah.g_00154	Praa.g_01829
OG0001170	Prah.g_00152	Praa.g_01830
OG0001171	Prah.g_00151	Praa.g_01831
OG0001172	Prah.g_00149	Praa.g_01833
OG0001173	Prah.g_00146	Praa.g_01835
OG0001174	Prah.g_00145	Praa.g_01836
OG0001175	Prah.g_00144	Praa.g_01837
