Orthogroup	Prae	Prbi
OG0000543	Prae.g_00566	Prbi.g_00594
OG0000544	Prae.g_00567	Prbi.g_00595
OG0000545	Prae.g_00568	Prbi.g_00596
OG0000546	Prae.g_00569	Prbi.g_00597
OG0000547	Prae.g_00570	Prbi.g_00598
OG0000548	Prae.g_00571	Prbi.g_00599
OG0000549	Prae.g_00573	Prbi.g_00601
OG0000550	Prae.g_00574	Prbi.g_00602
OG0000551	Prae.g_00575	Prbi.g_00603
OG0000552	Prae.g_00576	Prbi.g_00604
OG0000553	Prae.g_00577	Prbi.g_00605
OG0000554	Prae.g_00578	Prbi.g_00606
OG0000555	Prae.g_00579	Prbi.g_00607
OG0000556	Prae.g_00580	Prbi.g_00608
OG0000557	Prae.g_00581	Prbi.g_00609
OG0000558	Prae.g_00582	Prbi.g_00610
OG0000559	Prae.g_00583	Prbi.g_00611
OG0000560	Prae.g_00584	Prbi.g_00612
OG0000561	Prae.g_00585	Prbi.g_00613
OG0000562	Prae.g_00586	Prbi.g_00614
OG0000563	Prae.g_00587	Prbi.g_00615
OG0000564	Prae.g_00588	Prbi.g_00616
OG0000565	Prae.g_00589	Prbi.g_00617
OG0000566	Prae.g_00590	Prbi.g_00618
OG0000567	Prae.g_00591	Prbi.g_00619
OG0000568	Prae.g_00592	Prbi.g_00620
OG0000569	Prae.g_00595	Prbi.g_00623
OG0000570	Prae.g_00596	Prbi.g_00624
OG0000571	Prae.g_00598	Prbi.g_00626
OG0000572	Prae.g_00599	Prbi.g_00627
OG0000573	Prae.g_00600	Prbi.g_00628
OG0000574	Prae.g_00601	Prbi.g_00629
OG0000575	Prae.g_00602	Prbi.g_00630
OG0000576	Prae.g_00603	Prbi.g_00631
OG0000577	Prae.g_00604	Prbi.g_00632
OG0000578	Prae.g_00605	Prbi.g_00634
OG0000579	Prae.g_00606	Prbi.g_00635
OG0000580	Prae.g_00607	Prbi.g_00636
OG0000581	Prae.g_00608	Prbi.g_00637
OG0000582	Prae.g_00609	Prbi.g_00638
OG0000583	Prae.g_00610	Prbi.g_00639
OG0000584	Prae.g_00612	Prbi.g_00641
OG0000585	Prae.g_00613	Prbi.g_00642
OG0000586	Prae.g_00614	Prbi.g_00643
OG0000587	Prae.g_00615	Prbi.g_00644
OG0000588	Prae.g_00616	Prbi.g_00645
OG0000589	Prae.g_00617	Prbi.g_00646
OG0000590	Prae.g_00618	Prbi.g_00647
OG0000591	Prae.g_00619	Prbi.g_00648
OG0000592	Prae.g_00620	Prbi.g_00649
OG0000593	Prae.g_00621	Prbi.g_00650
OG0000594	Prae.g_00622	Prbi.g_00651
OG0000595	Prae.g_00623	Prbi.g_00652
OG0000596	Prae.g_00624	Prbi.g_00653
OG0000597	Prae.g_00628	Prbi.g_00657
OG0000598	Prae.g_00629	Prbi.g_00658
OG0000599	Prae.g_00630	Prbi.g_00659
OG0000600	Prae.g_00631	Prbi.g_00660
OG0000601	Prae.g_00632	Prbi.g_00661
OG0000602	Prae.g_00633	Prbi.g_00662
OG0000603	Prae.g_00634	Prbi.g_00663
OG0000604	Prae.g_00635	Prbi.g_00664
OG0000605	Prae.g_00636	Prbi.g_00665
OG0000606	Prae.g_00637	Prbi.g_00666
OG0000607	Prae.g_00638	Prbi.g_00667
OG0000608	Prae.g_00639	Prbi.g_00668
OG0000609	Prae.g_00641	Prbi.g_00670
OG0000610	Prae.g_00642	Prbi.g_00671
OG0000611	Prae.g_00644	Prbi.g_00673
OG0000612	Prae.g_00645	Prbi.g_00674
OG0000613	Prae.g_00647	Prbi.g_00676
OG0000614	Prae.g_00653	Prbi.g_00682
OG0000615	Prae.g_00654	Prbi.g_00683
OG0000616	Prae.g_00655	Prbi.g_00684
OG0000617	Prae.g_00657	Prbi.g_00686
OG0000618	Prae.g_00658	Prbi.g_00687
OG0000619	Prae.g_00659	Prbi.g_00688
OG0000620	Prae.g_00661	Prbi.g_00690
OG0000621	Prae.g_00662	Prbi.g_00691
OG0000622	Prae.g_00663	Prbi.g_00692
OG0000623	Prae.g_00664	Prbi.g_00693
OG0000624	Prae.g_00666	Prbi.g_00695
OG0000625	Prae.g_00667	Prbi.g_00696
OG0000626	Prae.g_00668	Prbi.g_00697
OG0000627	Prae.g_00669	Prbi.g_00698
OG0000628	Prae.g_00670	Prbi.g_00699
OG0000629	Prae.g_00671	Prbi.g_00700
OG0000630	Prae.g_00673	Prbi.g_00703
OG0000631	Prae.g_00674	Prbi.g_00704
OG0000632	Prae.g_00678	Prbi.g_00708
OG0000633	Prae.g_00679	Prbi.g_00709
OG0000634	Prae.g_00712	Prbi.g_00746
OG0000635	Prae.g_00714	Prbi.g_00748
OG0000636	Prae.g_00715	Prbi.g_00749
OG0000637	Prae.g_00717	Prbi.g_00751
OG0000638	Prae.g_00718	Prbi.g_00752
OG0000639	Prae.g_00719	Prbi.g_00753
OG0000640	Prae.g_00720	Prbi.g_00754
OG0000641	Prae.g_00721	Prbi.g_00755
OG0000642	Prae.g_00722	Prbi.g_00756
OG0000643	Prae.g_00723	Prbi.g_00757
OG0000644	Prae.g_00725	Prbi.g_00759
OG0000645	Prae.g_00726	Prbi.g_00760
OG0000646	Prae.g_00727	Prbi.g_00761
OG0000647	Prae.g_00728	Prbi.g_00762
OG0000648	Prae.g_00729	Prbi.g_00763
OG0000649	Prae.g_00730	Prbi.g_00764
OG0000650	Prae.g_00731	Prbi.g_00765
OG0000651	Prae.g_00732	Prbi.g_00766
OG0000652	Prae.g_00734	Prbi.g_00768
OG0000653	Prae.g_00750	Prbi.g_00790
OG0000654	Prae.g_00752	Prbi.g_00792
OG0000655	Prae.g_00761	Prbi.g_00802
OG0000656	Prae.g_00766	Prbi.g_00807
OG0000657	Prae.g_00770	Prbi.g_00811
OG0000658	Prae.g_00771	Prbi.g_00812
OG0000659	Prae.g_00772	Prbi.g_00813
OG0000660	Prae.g_00784	Prbi.g_00825
OG0000661	Prae.g_00793	Prbi.g_00834
OG0000662	Prae.g_00794	Prbi.g_00835
OG0000663	Prae.g_00797	Prbi.g_00838
OG0000664	Prae.g_00798	Prbi.g_00839
OG0000665	Prae.g_00799	Prbi.g_00840
OG0000666	Prae.g_00800	Prbi.g_00841
OG0000667	Prae.g_00801	Prbi.g_00842
OG0000668	Prae.g_00802	Prbi.g_00843
OG0000669	Prae.g_00803	Prbi.g_00844
OG0000670	Prae.g_00805	Prbi.g_00846
OG0000671	Prae.g_00806	Prbi.g_00847
OG0000672	Prae.g_00807	Prbi.g_00848
OG0000673	Prae.g_00808	Prbi.g_00849
OG0000674	Prae.g_00809	Prbi.g_00850
OG0000675	Prae.g_00810	Prbi.g_00851
OG0000676	Prae.g_00812	Prbi.g_00853
OG0000677	Prae.g_00814	Prbi.g_00855
OG0000678	Prae.g_00815	Prbi.g_00856
OG0000679	Prae.g_00816	Prbi.g_00857
OG0000680	Prae.g_00817	Prbi.g_00858
OG0000681	Prae.g_00818	Prbi.g_00859
OG0000682	Prae.g_00819	Prbi.g_00860
OG0000683	Prae.g_00820	Prbi.g_00861
OG0000684	Prae.g_00821	Prbi.g_00862
OG0000685	Prae.g_00822	Prbi.g_00863
OG0000686	Prae.g_00823	Prbi.g_00864
OG0000687	Prae.g_00824	Prbi.g_00865
OG0000688	Prae.g_00825	Prbi.g_00866
OG0000689	Prae.g_00826	Prbi.g_00867
OG0000690	Prae.g_00827	Prbi.g_00868
OG0000691	Prae.g_00829	Prbi.g_00870
OG0000692	Prae.g_00830	Prbi.g_00871
OG0000693	Prae.g_00831	Prbi.g_00872
OG0000694	Prae.g_00832	Prbi.g_00873
OG0000695	Prae.g_00833	Prbi.g_00874
OG0000696	Prae.g_00834	Prbi.g_00875
OG0000697	Prae.g_00836	Prbi.g_00877
OG0000698	Prae.g_00837	Prbi.g_00878
OG0000699	Prae.g_00840	Prbi.g_00882
OG0000700	Prae.g_00841	Prbi.g_00883
OG0000701	Prae.g_00842	Prbi.g_00884
OG0000702	Prae.g_00843	Prbi.g_00885
OG0000703	Prae.g_00844	Prbi.g_00886
OG0000704	Prae.g_00845	Prbi.g_00887
OG0000705	Prae.g_00847	Prbi.g_00889
OG0000706	Prae.g_00848	Prbi.g_00890
OG0000707	Prae.g_00849	Prbi.g_00891
OG0000708	Prae.g_00850	Prbi.g_00892
OG0000709	Prae.g_00851	Prbi.g_00893
OG0000710	Prae.g_00852	Prbi.g_00894
OG0000711	Prae.g_00853	Prbi.g_00895
OG0000712	Prae.g_00854	Prbi.g_00896
OG0000713	Prae.g_00855	Prbi.g_00897
OG0000714	Prae.g_00857	Prbi.g_00899
OG0000715	Prae.g_00858	Prbi.g_00900
OG0000716	Prae.g_00859	Prbi.g_00901
OG0000717	Prae.g_00860	Prbi.g_00902
OG0000718	Prae.g_00861	Prbi.g_00903
OG0000719	Prae.g_00863	Prbi.g_00905
OG0000720	Prae.g_00865	Prbi.g_00907
OG0000721	Prae.g_00866	Prbi.g_00908
OG0000722	Prae.g_00892	Prbi.g_00934
OG0000723	Prae.g_00897	Prbi.g_00939
OG0000724	Prae.g_00900	Prbi.g_00942
OG0000725	Prae.g_00901	Prbi.g_00943
OG0000726	Prae.g_00902	Prbi.g_00944
OG0000727	Prae.g_00903	Prbi.g_00945
OG0000728	Prae.g_00904	Prbi.g_00946
OG0000729	Prae.g_00905	Prbi.g_00948
OG0000730	Prae.g_00906	Prbi.g_00949
OG0000731	Prae.g_00908	Prbi.g_00951
OG0000732	Prae.g_00909	Prbi.g_00952
OG0000733	Prae.g_00910	Prbi.g_00953
OG0000734	Prae.g_00911	Prbi.g_00954
OG0000735	Prae.g_00912	Prbi.g_00955
OG0000736	Prae.g_00914	Prbi.g_00957
OG0000737	Prae.g_00915	Prbi.g_00958
OG0000738	Prae.g_00917	Prbi.g_00960
OG0000739	Prae.g_00918	Prbi.g_00961
OG0000740	Prae.g_00919	Prbi.g_00962
OG0000741	Prae.g_00921	Prbi.g_00964
OG0000742	Prae.g_00922	Prbi.g_00965
OG0000743	Prae.g_00925	Prbi.g_00969
OG0000744	Prae.g_00926	Prbi.g_00970
OG0000745	Prae.g_00927	Prbi.g_00971
OG0000746	Prae.g_00928	Prbi.g_00972
OG0000747	Prae.g_00929	Prbi.g_00973
OG0000748	Prae.g_00930	Prbi.g_00974
OG0000749	Prae.g_00931	Prbi.g_00975
OG0000750	Prae.g_00932	Prbi.g_00976
OG0000751	Prae.g_00934	Prbi.g_00978
OG0000752	Prae.g_00935	Prbi.g_00979
OG0000753	Prae.g_00936	Prbi.g_00980
OG0000754	Prae.g_00937	Prbi.g_00981
OG0000755	Prae.g_00938	Prbi.g_00983
OG0000756	Prae.g_00939	Prbi.g_00984
OG0000757	Prae.g_00940	Prbi.g_00985
OG0000758	Prae.g_00941	Prbi.g_00986
OG0000759	Prae.g_00942	Prbi.g_00987
OG0000760	Prae.g_00943	Prbi.g_00988
OG0000761	Prae.g_00944	Prbi.g_00989
OG0000762	Prae.g_00946	Prbi.g_00991
OG0000763	Prae.g_00947	Prbi.g_00992
OG0000764	Prae.g_00948	Prbi.g_00993
OG0000765	Prae.g_00949	Prbi.g_00994
OG0000766	Prae.g_00950	Prbi.g_00995
OG0000767	Prae.g_00951	Prbi.g_00996
OG0000768	Prae.g_00952	Prbi.g_00997
OG0000769	Prae.g_00953	Prbi.g_00998
OG0000770	Prae.g_00954	Prbi.g_00999
OG0000771	Prae.g_00955	Prbi.g_01000
OG0000772	Prae.g_00956	Prbi.g_01001
OG0000773	Prae.g_00958	Prbi.g_01003
OG0000774	Prae.g_00959	Prbi.g_01004
OG0000775	Prae.g_00960	Prbi.g_01005
OG0000776	Prae.g_00961	Prbi.g_01006
OG0000777	Prae.g_00962	Prbi.g_01007
OG0000778	Prae.g_00963	Prbi.g_01008
OG0000779	Prae.g_00965	Prbi.g_01010
OG0000780	Prae.g_00966	Prbi.g_01011
OG0000781	Prae.g_00967	Prbi.g_01012
OG0000782	Prae.g_00969	Prbi.g_01014
OG0000783	Prae.g_00970	Prbi.g_01015
OG0000784	Prae.g_00971	Prbi.g_01016
OG0000785	Prae.g_00972	Prbi.g_01017
OG0000786	Prae.g_00973	Prbi.g_01018
OG0000787	Prae.g_00975	Prbi.g_01020
OG0000788	Prae.g_00976	Prbi.g_01021
OG0000789	Prae.g_00977	Prbi.g_01022
OG0000790	Prae.g_00978	Prbi.g_01023
OG0000791	Prae.g_00979	Prbi.g_01024
OG0000792	Prae.g_00980	Prbi.g_01025
OG0000793	Prae.g_00981	Prbi.g_01026
OG0000794	Prae.g_00982	Prbi.g_01027
OG0000795	Prae.g_00983	Prbi.g_01028
OG0000796	Prae.g_00985	Prbi.g_01030
OG0000797	Prae.g_00987	Prbi.g_01032
OG0000798	Prae.g_00988	Prbi.g_01033
OG0000799	Prae.g_00989	Prbi.g_01034
OG0000800	Prae.g_00990	Prbi.g_01035
OG0000801	Prae.g_00991	Prbi.g_01036
OG0000802	Prae.g_00993	Prbi.g_01038
OG0000803	Prae.g_00994	Prbi.g_01039
OG0000804	Prae.g_01009	Prbi.g_01055
OG0000805	Prae.g_01011	Prbi.g_01057
OG0000806	Prae.g_01012	Prbi.g_01058
OG0000807	Prae.g_01013	Prbi.g_01059
OG0000808	Prae.g_01014	Prbi.g_01060
OG0000809	Prae.g_01018	Prbi.g_01064
OG0000810	Prae.g_01019	Prbi.g_01065
OG0000811	Prae.g_01020	Prbi.g_01066
OG0000812	Prae.g_01021	Prbi.g_01067
OG0000813	Prae.g_01022	Prbi.g_01068
OG0000814	Prae.g_01023	Prbi.g_01069
OG0000815	Prae.g_01024	Prbi.g_01070
OG0000816	Prae.g_01026	Prbi.g_01072
OG0000817	Prae.g_01029	Prbi.g_01075
OG0000818	Prae.g_01030	Prbi.g_01076
OG0000819	Prae.g_01032	Prbi.g_01078
OG0000820	Prae.g_01033	Prbi.g_01079
OG0000821	Prae.g_01034	Prbi.g_01080
OG0000822	Prae.g_01035	Prbi.g_01081
OG0000823	Prae.g_01038	Prbi.g_01084
OG0000824	Prae.g_01039	Prbi.g_01085
OG0000825	Prae.g_01041	Prbi.g_01087
OG0000826	Prae.g_01042	Prbi.g_01088
OG0000827	Prae.g_01043	Prbi.g_01089
OG0000828	Prae.g_01045	Prbi.g_01091
OG0000829	Prae.g_01072	Prbi.g_01117
OG0000830	Prae.g_01081	Prbi.g_01127
OG0000831	Prae.g_01084	Prbi.g_01130
OG0000832	Prae.g_01085	Prbi.g_01131
OG0000833	Prae.g_01092	Prbi.g_01138
OG0000834	Prae.g_01096	Prbi.g_01142
OG0000835	Prae.g_01100	Prbi.g_01146
OG0000836	Prae.g_01102	Prbi.g_01148
OG0000837	Prae.g_01115	Prbi.g_01161
OG0000838	Prae.g_01131	Prbi.g_01175
OG0000839	Prae.g_01132	Prbi.g_01176
OG0000840	Prae.g_01137	Prbi.g_01181
OG0000841	Prae.g_01144	Prbi.g_01188
OG0000842	Prae.g_01148	Prbi.g_01192
OG0000843	Prae.g_01150	Prbi.g_01194
OG0000844	Prae.g_01151	Prbi.g_01195
OG0000845	Prae.g_01152	Prbi.g_01196
OG0000846	Prae.g_01153	Prbi.g_01197
OG0000847	Prae.g_01154	Prbi.g_01198
OG0000848	Prae.g_01155	Prbi.g_01199
OG0000849	Prae.g_01156	Prbi.g_01200
OG0000850	Prae.g_01157	Prbi.g_01201
OG0000851	Prae.g_01159	Prbi.g_01203
OG0000852	Prae.g_01162	Prbi.g_01206
OG0000853	Prae.g_01164	Prbi.g_01208
OG0000854	Prae.g_01165	Prbi.g_01209
OG0000855	Prae.g_01166	Prbi.g_01210
OG0000856	Prae.g_01167	Prbi.g_01211
OG0000857	Prae.g_01168	Prbi.g_01212
OG0000858	Prae.g_01170	Prbi.g_01214
OG0000859	Prae.g_01171	Prbi.g_01215
OG0000860	Prae.g_01172	Prbi.g_01216
OG0000861	Prae.g_01173	Prbi.g_01217
OG0000862	Prae.g_01174	Prbi.g_01218
OG0000863	Prae.g_01175	Prbi.g_01219
OG0000864	Prae.g_01176	Prbi.g_01220
OG0000865	Prae.g_01177	Prbi.g_01221
OG0000866	Prae.g_01178	Prbi.g_01222
OG0000867	Prae.g_01181	Prbi.g_01225
OG0000868	Prae.g_01183	Prbi.g_01227
OG0000869	Prae.g_01184	Prbi.g_01228
OG0000870	Prae.g_01185	Prbi.g_01229
OG0000871	Prae.g_01186	Prbi.g_01230
OG0000872	Prae.g_01187	Prbi.g_01231
OG0000873	Prae.g_01188	Prbi.g_01232
OG0000874	Prae.g_01189	Prbi.g_01233
OG0000875	Prae.g_01190	Prbi.g_01234
OG0000876	Prae.g_01192	Prbi.g_01236
OG0000877	Prae.g_01193	Prbi.g_01237
OG0000878	Prae.g_01194	Prbi.g_01238
OG0000879	Prae.g_01195	Prbi.g_01239
OG0000880	Prae.g_01196	Prbi.g_01240
OG0000881	Prae.g_01197	Prbi.g_01241
OG0000882	Prae.g_01198	Prbi.g_01242
OG0000883	Prae.g_01199	Prbi.g_01243
OG0000884	Prae.g_01200	Prbi.g_01244
OG0000885	Prae.g_01201	Prbi.g_01245
OG0000886	Prae.g_01202	Prbi.g_01246
OG0000887	Prae.g_01203	Prbi.g_01247
OG0000888	Prae.g_01204	Prbi.g_01248
OG0000889	Prae.g_01205	Prbi.g_01249
OG0000890	Prae.g_01206	Prbi.g_01250
OG0000891	Prae.g_01207	Prbi.g_01251
OG0000892	Prae.g_01208	Prbi.g_01252
OG0000893	Prae.g_01209	Prbi.g_01253
OG0000894	Prae.g_01211	Prbi.g_01255
OG0000895	Prae.g_01212	Prbi.g_01256
OG0000896	Prae.g_01214	Prbi.g_01258
OG0000897	Prae.g_01215	Prbi.g_01259
OG0000898	Prae.g_01216	Prbi.g_01260
OG0000899	Prae.g_01217	Prbi.g_01261
OG0000900	Prae.g_01219	Prbi.g_01263
OG0000901	Prae.g_01293	Prbi.g_01363
OG0000902	Prae.g_01317	Prbi.g_01380
OG0000903	Prae.g_01318	Prbi.g_01381
OG0000904	Prae.g_01319	Prbi.g_01382
OG0000905	Prae.g_01320	Prbi.g_01383
OG0000906	Prae.g_01321	Prbi.g_01384
OG0000907	Prae.g_01324	Prbi.g_01386
OG0000908	Prae.g_01325	Prbi.g_01387
OG0000909	Prae.g_01326	Prbi.g_01388
OG0000910	Prae.g_01327	Prbi.g_01389
OG0000911	Prae.g_01328	Prbi.g_01390
OG0000912	Prae.g_01331	Prbi.g_01393
OG0000913	Prae.g_01332	Prbi.g_01394
OG0000914	Prae.g_01333	Prbi.g_01395
OG0000915	Prae.g_01335	Prbi.g_01397
OG0000916	Prae.g_01336	Prbi.g_01398
OG0000917	Prae.g_01337	Prbi.g_01399
OG0000918	Prae.g_01338	Prbi.g_01400
OG0000919	Prae.g_01339	Prbi.g_01401
OG0000920	Prae.g_01340	Prbi.g_01402
OG0000921	Prae.g_01342	Prbi.g_01404
OG0000922	Prae.g_01343	Prbi.g_01405
OG0000923	Prae.g_01350	Prbi.g_01421
OG0000924	Prae.g_01351	Prbi.g_01422
OG0000925	Prae.g_01354	Prbi.g_01425
OG0000926	Prae.g_01355	Prbi.g_01426
OG0000927	Prae.g_01356	Prbi.g_01427
OG0000928	Prae.g_01358	Prbi.g_01429
OG0000929	Prae.g_01360	Prbi.g_01431
OG0000930	Prae.g_01362	Prbi.g_01433
OG0000931	Prae.g_01363	Prbi.g_01434
OG0000932	Prae.g_01366	Prbi.g_01437
OG0000933	Prae.g_01370	Prbi.g_01441
OG0000934	Prae.g_01371	Prbi.g_01442
OG0000935	Prae.g_01372	Prbi.g_01443
OG0000936	Prae.g_01373	Prbi.g_01444
OG0000937	Prae.g_01374	Prbi.g_01445
OG0000938	Prae.g_01375	Prbi.g_01446
OG0000939	Prae.g_01376	Prbi.g_01447
OG0000940	Prae.g_01377	Prbi.g_01448
OG0000941	Prae.g_01378	Prbi.g_01449
OG0000942	Prae.g_01379	Prbi.g_01450
OG0000943	Prae.g_01380	Prbi.g_01451
OG0000944	Prae.g_01381	Prbi.g_01452
OG0000945	Prae.g_01382	Prbi.g_01453
OG0000946	Prae.g_01383	Prbi.g_01454
OG0000947	Prae.g_01384	Prbi.g_01455
OG0000948	Prae.g_01385	Prbi.g_01456
OG0000949	Prae.g_01386	Prbi.g_01457
OG0000950	Prae.g_01426	Prbi.g_01489
OG0000951	Prae.g_01441	Prbi.g_01571
OG0000952	Prae.g_01442	Prbi.g_01572
OG0000953	Prae.g_01443	Prbi.g_01573
OG0000954	Prae.g_01444	Prbi.g_01574
OG0000955	Prae.g_01445	Prbi.g_01575
OG0000956	Prae.g_01447	Prbi.g_01577
OG0000957	Prae.g_01448	Prbi.g_01578
OG0000958	Prae.g_01449	Prbi.g_01579
OG0000959	Prae.g_01450	Prbi.g_01580
OG0000960	Prae.g_01451	Prbi.g_01581
OG0000961	Prae.g_01452	Prbi.g_01582
OG0000962	Prae.g_01453	Prbi.g_01583
OG0000963	Prae.g_01454	Prbi.g_01584
OG0000964	Prae.g_01455	Prbi.g_01585
OG0000965	Prae.g_01457	Prbi.g_01587
OG0000966	Prae.g_01458	Prbi.g_01588
OG0000967	Prae.g_01461	Prbi.g_01593
OG0000968	Prae.g_01462	Prbi.g_01594
OG0000969	Prae.g_01463	Prbi.g_01595
OG0000970	Prae.g_01464	Prbi.g_01596
OG0000971	Prae.g_01465	Prbi.g_01597
OG0000972	Prae.g_01466	Prbi.g_01598
OG0000973	Prae.g_01468	Prbi.g_01600
OG0000974	Prae.g_01469	Prbi.g_01601
OG0000975	Prae.g_01470	Prbi.g_01602
OG0000976	Prae.g_01471	Prbi.g_01603
OG0000977	Prae.g_01472	Prbi.g_01604
OG0000978	Prae.g_01473	Prbi.g_01605
OG0000979	Prae.g_01474	Prbi.g_01606
OG0000980	Prae.g_01475	Prbi.g_01607
OG0000981	Prae.g_01476	Prbi.g_01608
OG0000982	Prae.g_01477	Prbi.g_01609
OG0000983	Prae.g_01478	Prbi.g_01610
OG0000984	Prae.g_01482	Prbi.g_01613
OG0000985	Prae.g_01483	Prbi.g_01614
OG0000986	Prae.g_01484	Prbi.g_01615
OG0000987	Prae.g_01486	Prbi.g_01617
OG0000988	Prae.g_01487	Prbi.g_01618
OG0000989	Prae.g_01488	Prbi.g_01619
OG0000990	Prae.g_01489	Prbi.g_01620
OG0000991	Prae.g_01490	Prbi.g_01621
OG0000992	Prae.g_01491	Prbi.g_01622
OG0000993	Prae.g_01492	Prbi.g_01623
OG0000994	Prae.g_01493	Prbi.g_01624
OG0000995	Prae.g_01494	Prbi.g_01625
OG0000996	Prae.g_01495	Prbi.g_01626
OG0000997	Prae.g_01497	Prbi.g_01628
OG0000998	Prae.g_01500	Prbi.g_01631
OG0000999	Prae.g_01502	Prbi.g_01633
OG0001000	Prae.g_01503	Prbi.g_01634
OG0001001	Prae.g_01504	Prbi.g_01635
OG0001002	Prae.g_01506	Prbi.g_01637
OG0001003	Prae.g_01507	Prbi.g_01638
OG0001004	Prae.g_01508	Prbi.g_01639
OG0001005	Prae.g_01509	Prbi.g_01640
OG0001006	Prae.g_01511	Prbi.g_01642
OG0001007	Prae.g_01512	Prbi.g_01643
OG0001008	Prae.g_01513	Prbi.g_01644
OG0001009	Prae.g_01514	Prbi.g_01645
OG0001010	Prae.g_01515	Prbi.g_01646
OG0001011	Prae.g_01516	Prbi.g_01647
OG0001012	Prae.g_01517	Prbi.g_01648
OG0001013	Prae.g_01518	Prbi.g_01649
OG0001014	Prae.g_01519	Prbi.g_01650
OG0001015	Prae.g_01520	Prbi.g_01651
OG0001016	Prae.g_01521	Prbi.g_01652
OG0001017	Prae.g_01522	Prbi.g_01653
OG0001018	Prae.g_01523	Prbi.g_01654
OG0001019	Prae.g_01524	Prbi.g_01655
OG0001020	Prae.g_01525	Prbi.g_01656
OG0001021	Prae.g_01526	Prbi.g_01657
OG0001022	Prae.g_01527	Prbi.g_01658
OG0001023	Prae.g_01528	Prbi.g_01659
OG0001024	Prae.g_01530	Prbi.g_01661
OG0001025	Prae.g_01531	Prbi.g_01662
OG0001026	Prae.g_01532	Prbi.g_01663
OG0001027	Prae.g_01533	Prbi.g_01664
OG0001028	Prae.g_01534	Prbi.g_01665
OG0001029	Prae.g_01535	Prbi.g_01666
OG0001030	Prae.g_01538	Prbi.g_01669
OG0001031	Prae.g_01539	Prbi.g_01670
OG0001032	Prae.g_01547	Prbi.g_01678
OG0001033	Prae.g_01554	Prbi.g_01685
OG0001034	Prae.g_01582	Prbi.g_01711
OG0001035	Prae.g_01617	Prbi.g_01781
OG0001036	Prae.g_01618	Prbi.g_01782
OG0001037	Prae.g_01624	Prbi.g_01788
OG0001038	Prae.g_01625	Prbi.g_01789
OG0001039	Prae.g_01626	Prbi.g_01790
OG0001040	Prae.g_01627	Prbi.g_01791
OG0001041	Prae.g_01629	Prbi.g_01793
OG0001042	Prae.g_01630	Prbi.g_01794
OG0001043	Prae.g_01631	Prbi.g_01795
OG0001044	Prae.g_01632	Prbi.g_01796
OG0001045	Prae.g_01633	Prbi.g_01797
OG0001046	Prae.g_01634	Prbi.g_01798
OG0001047	Prae.g_01635	Prbi.g_01799
OG0001048	Prae.g_01637	Prbi.g_01801
OG0001049	Prae.g_01638	Prbi.g_01802
OG0001050	Prae.g_01639	Prbi.g_01803
OG0001051	Prae.g_01640	Prbi.g_01804
OG0001052	Prae.g_01641	Prbi.g_01805
OG0001053	Prae.g_01642	Prbi.g_01806
OG0001054	Prae.g_01643	Prbi.g_01807
OG0001055	Prae.g_01644	Prbi.g_01808
OG0001056	Prae.g_01645	Prbi.g_01809
OG0001057	Prae.g_01647	Prbi.g_01811
OG0001058	Prae.g_01648	Prbi.g_01812
OG0001059	Prae.g_01649	Prbi.g_01813
OG0001060	Prae.g_01650	Prbi.g_01814
OG0001061	Prae.g_01651	Prbi.g_01815
OG0001062	Prae.g_01652	Prbi.g_01816
OG0001063	Prae.g_01653	Prbi.g_01817
OG0001064	Prae.g_01654	Prbi.g_01818
OG0001065	Prae.g_01655	Prbi.g_01819
OG0001066	Prae.g_01656	Prbi.g_01820
OG0001067	Prae.g_01657	Prbi.g_01821
OG0001068	Prae.g_01658	Prbi.g_01822
OG0001069	Prae.g_01661	Prbi.g_01825
OG0001070	Prae.g_01663	Prbi.g_01827
OG0001071	Prae.g_01664	Prbi.g_01828
OG0001072	Prae.g_01665	Prbi.g_01829
OG0001073	Prae.g_01666	Prbi.g_01830
OG0001074	Prae.g_01667	Prbi.g_01831
OG0001075	Prae.g_01668	Prbi.g_01832
OG0001076	Prae.g_01670	Prbi.g_01834
OG0001077	Prae.g_01671	Prbi.g_01835
OG0001078	Prae.g_01672	Prbi.g_01836
OG0001079	Prae.g_01673	Prbi.g_01837
OG0001080	Prae.g_01674	Prbi.g_01838
OG0001081	Prae.g_01675	Prbi.g_01839
OG0001082	Prae.g_01676	Prbi.g_01840
OG0001083	Prae.g_01677	Prbi.g_01841
OG0001084	Prae.g_01678	Prbi.g_01842
OG0001085	Prae.g_01679	Prbi.g_01843
OG0001086	Prae.g_01686	Prbi.g_01848
OG0001087	Prae.g_01687	Prbi.g_01849
OG0001088	Prae.g_01688	Prbi.g_01850
OG0001089	Prae.g_01690	Prbi.g_01852
OG0001090	Prae.g_01691	Prbi.g_01853
OG0001091	Prae.g_01692	Prbi.g_01854
OG0001092	Prae.g_01693	Prbi.g_01855
OG0001093	Prae.g_01694	Prbi.g_01856
OG0001094	Prae.g_01695	Prbi.g_01857
OG0001095	Prae.g_01696	Prbi.g_01858
OG0001096	Prae.g_01697	Prbi.g_01859
OG0001097	Prae.g_01698	Prbi.g_01860
OG0001098	Prae.g_01699	Prbi.g_01861
OG0001099	Prae.g_01700	Prbi.g_01863
OG0001100	Prae.g_01701	Prbi.g_01864
OG0001101	Prae.g_01702	Prbi.g_01865
