Orthogroup	Prae	Prbm
OG0000547	Prae.g_00570	Prbm.g_00626
OG0000548	Prae.g_00571	Prbm.g_00627
OG0000549	Prae.g_00573	Prbm.g_00629
OG0000550	Prae.g_00574	Prbm.g_00630
OG0000551	Prae.g_00575	Prbm.g_00631
OG0000552	Prae.g_00576	Prbm.g_00632
OG0000553	Prae.g_00577	Prbm.g_00633
OG0000554	Prae.g_00578	Prbm.g_00634
OG0000555	Prae.g_00579	Prbm.g_00636
OG0000556	Prae.g_00580	Prbm.g_00637
OG0000557	Prae.g_00581	Prbm.g_00638
OG0000558	Prae.g_00582	Prbm.g_00639
OG0000559	Prae.g_00583	Prbm.g_00640
OG0000560	Prae.g_00584	Prbm.g_00641
OG0000561	Prae.g_00585	Prbm.g_00642
OG0000562	Prae.g_00586	Prbm.g_00643
OG0000563	Prae.g_00587	Prbm.g_00644
OG0000564	Prae.g_00588	Prbm.g_00645
OG0000565	Prae.g_00589	Prbm.g_00646
OG0000566	Prae.g_00590	Prbm.g_00647
OG0000567	Prae.g_00591	Prbm.g_00648
OG0000568	Prae.g_00592	Prbm.g_00649
OG0000569	Prae.g_00595	Prbm.g_00652
OG0000570	Prae.g_00596	Prbm.g_00653
OG0000571	Prae.g_00598	Prbm.g_00654
OG0000572	Prae.g_00599	Prbm.g_00656
OG0000573	Prae.g_00600	Prbm.g_00657
OG0000574	Prae.g_00601	Prbm.g_00658
OG0000575	Prae.g_00602	Prbm.g_00659
OG0000576	Prae.g_00603	Prbm.g_00660
OG0000577	Prae.g_00604	Prbm.g_00661
OG0000578	Prae.g_00605	Prbm.g_00662
OG0000579	Prae.g_00606	Prbm.g_00663
OG0000580	Prae.g_00607	Prbm.g_00664
OG0000581	Prae.g_00608	Prbm.g_00665
OG0000582	Prae.g_00609	Prbm.g_00666
OG0000583	Prae.g_00610	Prbm.g_00667
OG0000584	Prae.g_00612	Prbm.g_00669
OG0000585	Prae.g_00613	Prbm.g_00670
OG0000586	Prae.g_00614	Prbm.g_00671
OG0000587	Prae.g_00615	Prbm.g_00672
OG0000588	Prae.g_00616	Prbm.g_00673
OG0000589	Prae.g_00617	Prbm.g_00674
OG0000590	Prae.g_00618	Prbm.g_00675
OG0000591	Prae.g_00619	Prbm.g_00676
OG0000592	Prae.g_00620	Prbm.g_00677
OG0000593	Prae.g_00621	Prbm.g_00678
OG0000594	Prae.g_00622	Prbm.g_00679
OG0000595	Prae.g_00623	Prbm.g_00680
OG0000596	Prae.g_00624	Prbm.g_00681
OG0000597	Prae.g_00628	Prbm.g_00685
OG0000598	Prae.g_00629	Prbm.g_00686
OG0000599	Prae.g_00630	Prbm.g_00687
OG0000600	Prae.g_00631	Prbm.g_00688
OG0000601	Prae.g_00632	Prbm.g_00689
OG0000602	Prae.g_00633	Prbm.g_00690
OG0000603	Prae.g_00634	Prbm.g_00691
OG0000604	Prae.g_00635	Prbm.g_00692
OG0000605	Prae.g_00636	Prbm.g_00693
OG0000606	Prae.g_00637	Prbm.g_00694
OG0000607	Prae.g_00638	Prbm.g_00696
OG0000608	Prae.g_00639	Prbm.g_00697
OG0000609	Prae.g_00641	Prbm.g_00699
OG0000610	Prae.g_00642	Prbm.g_00700
OG0000611	Prae.g_00644	Prbm.g_00703
OG0000612	Prae.g_00645	Prbm.g_00704
OG0000613	Prae.g_00647	Prbm.g_00706
OG0000614	Prae.g_00653	Prbm.g_00713
OG0000615	Prae.g_00654	Prbm.g_00714
OG0000616	Prae.g_00655	Prbm.g_00716
OG0000617	Prae.g_00657	Prbm.g_00719
OG0000618	Prae.g_00658	Prbm.g_00720
OG0000619	Prae.g_00659	Prbm.g_00722
OG0000620	Prae.g_00661	Prbm.g_00724
OG0000621	Prae.g_00662	Prbm.g_00725
OG0000622	Prae.g_00663	Prbm.g_00726
OG0000623	Prae.g_00664	Prbm.g_00727
OG0000624	Prae.g_00666	Prbm.g_00730
OG0000625	Prae.g_00667	Prbm.g_00731
OG0000626	Prae.g_00668	Prbm.g_00732
OG0000627	Prae.g_00669	Prbm.g_01483
OG0000628	Prae.g_00670	Prbm.g_00733
OG0000629	Prae.g_00671	Prbm.g_00734
OG0000630	Prae.g_00673	Prbm.g_00736
OG0000631	Prae.g_00674	Prbm.g_00737
OG0000632	Prae.g_00678	Prbm.g_02220
OG0000633	Prae.g_00679	Prbm.g_01326
OG0000634	Prae.g_00712	Prbm.g_00743
OG0000635	Prae.g_00714	Prbm.g_00745
OG0000636	Prae.g_00715	Prbm.g_00746
OG0000637	Prae.g_00717	Prbm.g_00748
OG0000638	Prae.g_00718	Prbm.g_00749
OG0000639	Prae.g_00719	Prbm.g_00750
OG0000640	Prae.g_00720	Prbm.g_00751
OG0000641	Prae.g_00721	Prbm.g_00752
OG0000642	Prae.g_00722	Prbm.g_00753
OG0000643	Prae.g_00723	Prbm.g_00754
OG0000644	Prae.g_00725	Prbm.g_00756
OG0000645	Prae.g_00726	Prbm.g_00758
OG0000646	Prae.g_00727	Prbm.g_00759
OG0000647	Prae.g_00728	Prbm.g_00760
OG0000648	Prae.g_00729	Prbm.g_00762
OG0000649	Prae.g_00730	Prbm.g_00763
OG0000650	Prae.g_00731	Prbm.g_00764
OG0000651	Prae.g_00732	Prbm.g_00765
OG0000652	Prae.g_00734	Prbm.g_00767
OG0000653	Prae.g_00750	Prbm.g_00091
OG0000654	Prae.g_00752	Prbm.g_00111
OG0000655	Prae.g_00761	Prbm.g_01485
OG0000656	Prae.g_00766	Prbm.g_01094
OG0000657	Prae.g_00770	Prbm.g_00980
OG0000658	Prae.g_00771	Prbm.g_00979
OG0000659	Prae.g_00772	Prbm.g_00978
OG0000660	Prae.g_00784	Prbm.g_00395
OG0000661	Prae.g_00793	Prbm.g_00955
OG0000662	Prae.g_00794	Prbm.g_00957
OG0000663	Prae.g_00797	Prbm.g_00959
OG0000664	Prae.g_00798	Prbm.g_00960
OG0000665	Prae.g_00799	Prbm.g_00961
OG0000666	Prae.g_00800	Prbm.g_00808
OG0000667	Prae.g_00801	Prbm.g_00809
OG0000668	Prae.g_00802	Prbm.g_00810
OG0000669	Prae.g_00803	Prbm.g_00811
OG0000670	Prae.g_00805	Prbm.g_00813
OG0000671	Prae.g_00806	Prbm.g_00814
OG0000672	Prae.g_00807	Prbm.g_00815
OG0000673	Prae.g_00808	Prbm.g_00816
OG0000674	Prae.g_00809	Prbm.g_00817
OG0000675	Prae.g_00810	Prbm.g_00818
OG0000676	Prae.g_00812	Prbm.g_00820
OG0000677	Prae.g_00814	Prbm.g_00822
OG0000678	Prae.g_00815	Prbm.g_00823
OG0000679	Prae.g_00816	Prbm.g_00824
OG0000680	Prae.g_00817	Prbm.g_00825
OG0000681	Prae.g_00818	Prbm.g_00826
OG0000682	Prae.g_00819	Prbm.g_00827
OG0000683	Prae.g_00820	Prbm.g_00829
OG0000684	Prae.g_00821	Prbm.g_00831
OG0000685	Prae.g_00822	Prbm.g_00832
OG0000686	Prae.g_00823	Prbm.g_00833
OG0000687	Prae.g_00824	Prbm.g_00834
OG0000688	Prae.g_00825	Prbm.g_00835
OG0000689	Prae.g_00826	Prbm.g_00836
OG0000690	Prae.g_00827	Prbm.g_00837
OG0000691	Prae.g_00829	Prbm.g_00839
OG0000692	Prae.g_00830	Prbm.g_00840
OG0000693	Prae.g_00831	Prbm.g_00841
OG0000694	Prae.g_00832	Prbm.g_00842
OG0000695	Prae.g_00833	Prbm.g_00843
OG0000696	Prae.g_00834	Prbm.g_00844
OG0000697	Prae.g_00836	Prbm.g_00845
OG0000698	Prae.g_00837	Prbm.g_00846
OG0000699	Prae.g_00840	Prbm.g_00849
OG0000700	Prae.g_00841	Prbm.g_00850
OG0000701	Prae.g_00842	Prbm.g_00852
OG0000702	Prae.g_00843	Prbm.g_00853
OG0000703	Prae.g_00844	Prbm.g_00854
OG0000704	Prae.g_00845	Prbm.g_00855
OG0000705	Prae.g_00847	Prbm.g_00857
OG0000706	Prae.g_00848	Prbm.g_00858
OG0000707	Prae.g_00849	Prbm.g_00859
OG0000708	Prae.g_00850	Prbm.g_00860
OG0000709	Prae.g_00851	Prbm.g_00861
OG0000710	Prae.g_00852	Prbm.g_00862
OG0000711	Prae.g_00853	Prbm.g_00863
OG0000712	Prae.g_00854	Prbm.g_00864
OG0000713	Prae.g_00855	Prbm.g_00865
OG0000714	Prae.g_00857	Prbm.g_00867
OG0000715	Prae.g_00858	Prbm.g_00868
OG0000716	Prae.g_00859	Prbm.g_00869
OG0000717	Prae.g_00860	Prbm.g_00870
OG0000718	Prae.g_00861	Prbm.g_00871
OG0000719	Prae.g_00863	Prbm.g_00873
OG0000720	Prae.g_00865	Prbm.g_00877
OG0000721	Prae.g_00866	Prbm.g_00878
OG0000722	Prae.g_00892	Prbm.g_00911
OG0000723	Prae.g_00897	Prbm.g_00914
OG0000724	Prae.g_00900	Prbm.g_00919
OG0000725	Prae.g_00901	Prbm.g_00921
OG0000726	Prae.g_00902	Prbm.g_00922
OG0000727	Prae.g_00903	Prbm.g_00923
OG0000728	Prae.g_00904	Prbm.g_00924
OG0000729	Prae.g_00905	Prbm.g_00926
OG0000730	Prae.g_00906	Prbm.g_00927
OG0000731	Prae.g_00908	Prbm.g_00929
OG0000732	Prae.g_00909	Prbm.g_00930
OG0000733	Prae.g_00910	Prbm.g_00931
OG0000734	Prae.g_00911	Prbm.g_00932
OG0000735	Prae.g_00912	Prbm.g_00933
OG0000736	Prae.g_00914	Prbm.g_00935
OG0000737	Prae.g_00915	Prbm.g_00936
OG0000738	Prae.g_00917	Prbm.g_00939
OG0000739	Prae.g_00918	Prbm.g_00940
OG0000740	Prae.g_00919	Prbm.g_00941
OG0000741	Prae.g_00921	Prbm.g_00943
OG0000742	Prae.g_00922	Prbm.g_00944
OG0000743	Prae.g_00925	Prbm.g_00947
OG0000744	Prae.g_00926	Prbm.g_00948
OG0000745	Prae.g_00927	Prbm.g_00793
OG0000746	Prae.g_00928	Prbm.g_00794
OG0000747	Prae.g_00929	Prbm.g_00795
OG0000748	Prae.g_00930	Prbm.g_00796
OG0000749	Prae.g_00931	Prbm.g_00797
OG0000750	Prae.g_00932	Prbm.g_00798
OG0000751	Prae.g_00934	Prbm.g_00800
OG0000752	Prae.g_00935	Prbm.g_00801
OG0000753	Prae.g_00936	Prbm.g_00802
OG0000754	Prae.g_00937	Prbm.g_00803
OG0000755	Prae.g_00938	Prbm.g_00805
OG0000756	Prae.g_00939	Prbm.g_00806
OG0000757	Prae.g_00940	Prbm.g_00807
OG0000758	Prae.g_00941	Prbm.g_00962
OG0000759	Prae.g_00942	Prbm.g_00963
OG0000760	Prae.g_00943	Prbm.g_00964
OG0000761	Prae.g_00944	Prbm.g_00965
OG0000762	Prae.g_00946	Prbm.g_00967
OG0000763	Prae.g_00947	Prbm.g_00968
OG0000764	Prae.g_00948	Prbm.g_00969
OG0000765	Prae.g_00949	Prbm.g_00970
OG0000766	Prae.g_00950	Prbm.g_00971
OG0000767	Prae.g_00951	Prbm.g_00972
OG0000768	Prae.g_00952	Prbm.g_00973
OG0000769	Prae.g_00953	Prbm.g_00974
OG0000770	Prae.g_00954	Prbm.g_00975
OG0000771	Prae.g_00955	Prbm.g_00976
OG0000772	Prae.g_00956	Prbm.g_00889
OG0000773	Prae.g_00958	Prbm.g_00981
OG0000774	Prae.g_00959	Prbm.g_00982
OG0000775	Prae.g_00960	Prbm.g_00983
OG0000776	Prae.g_00961	Prbm.g_00985
OG0000777	Prae.g_00962	Prbm.g_00986
OG0000778	Prae.g_00963	Prbm.g_00987
OG0000779	Prae.g_00965	Prbm.g_00989
OG0000780	Prae.g_00966	Prbm.g_00990
OG0000781	Prae.g_00967	Prbm.g_00991
OG0000782	Prae.g_00969	Prbm.g_00993
OG0000783	Prae.g_00970	Prbm.g_00994
OG0000784	Prae.g_00971	Prbm.g_00995
OG0000785	Prae.g_00972	Prbm.g_00996
OG0000786	Prae.g_00973	Prbm.g_00997
OG0000787	Prae.g_00975	Prbm.g_00999
OG0000788	Prae.g_00976	Prbm.g_01000
OG0000789	Prae.g_00977	Prbm.g_01001
OG0000790	Prae.g_00978	Prbm.g_01002
OG0000791	Prae.g_00979	Prbm.g_01003
OG0000792	Prae.g_00980	Prbm.g_00102
OG0000793	Prae.g_00981	Prbm.g_01004
OG0000794	Prae.g_00982	Prbm.g_01005
OG0000795	Prae.g_00983	Prbm.g_01006
OG0000796	Prae.g_00985	Prbm.g_01007
OG0000797	Prae.g_00987	Prbm.g_01009
OG0000798	Prae.g_00988	Prbm.g_01010
OG0000799	Prae.g_00989	Prbm.g_01011
OG0000800	Prae.g_00990	Prbm.g_01012
OG0000801	Prae.g_00991	Prbm.g_01013
OG0000802	Prae.g_00993	Prbm.g_01014
OG0000803	Prae.g_00994	Prbm.g_01015
OG0000804	Prae.g_01009	Prbm.g_01031
OG0000805	Prae.g_01011	Prbm.g_01032
OG0000806	Prae.g_01012	Prbm.g_01033
OG0000807	Prae.g_01013	Prbm.g_01034
OG0000808	Prae.g_01014	Prbm.g_01035
OG0000809	Prae.g_01018	Prbm.g_01039
OG0000810	Prae.g_01019	Prbm.g_01041
OG0000811	Prae.g_01020	Prbm.g_01042
OG0000812	Prae.g_01021	Prbm.g_00888
OG0000813	Prae.g_01022	Prbm.g_01043
OG0000814	Prae.g_01023	Prbm.g_01044
OG0000815	Prae.g_01024	Prbm.g_01045
OG0000816	Prae.g_01026	Prbm.g_01048
OG0000817	Prae.g_01029	Prbm.g_01052
OG0000818	Prae.g_01030	Prbm.g_01053
OG0000819	Prae.g_01032	Prbm.g_01056
OG0000820	Prae.g_01033	Prbm.g_01057
OG0000821	Prae.g_01034	Prbm.g_01058
OG0000822	Prae.g_01035	Prbm.g_01059
OG0000823	Prae.g_01038	Prbm.g_01062
OG0000824	Prae.g_01039	Prbm.g_01063
OG0000825	Prae.g_01041	Prbm.g_00887
OG0000826	Prae.g_01042	Prbm.g_00886
OG0000827	Prae.g_01043	Prbm.g_00885
OG0000828	Prae.g_01045	Prbm.g_00883
OG0000829	Prae.g_01072	Prbm.g_00894
OG0000830	Prae.g_01081	Prbm.g_01103
OG0000831	Prae.g_01084	Prbm.g_01085
OG0000832	Prae.g_01085	Prbm.g_01806
OG0000833	Prae.g_01092	Prbm.g_02104
OG0000834	Prae.g_01096	Prbm.g_00398
OG0000835	Prae.g_01100	Prbm.g_00406
OG0000836	Prae.g_01102	Prbm.g_01803
OG0000837	Prae.g_01115	Prbm.g_01079
OG0000838	Prae.g_01131	Prbm.g_01911
OG0000839	Prae.g_01132	Prbm.g_01912
OG0000840	Prae.g_01137	Prbm.g_01123
OG0000841	Prae.g_01144	Prbm.g_01571
OG0000842	Prae.g_01148	Prbm.g_01565
OG0000843	Prae.g_01150	Prbm.g_01563
OG0000844	Prae.g_01151	Prbm.g_01562
OG0000845	Prae.g_01152	Prbm.g_01561
OG0000846	Prae.g_01153	Prbm.g_01560
OG0000847	Prae.g_01154	Prbm.g_01559
OG0000848	Prae.g_01155	Prbm.g_01558
OG0000849	Prae.g_01156	Prbm.g_01557
OG0000850	Prae.g_01157	Prbm.g_01556
OG0000851	Prae.g_01159	Prbm.g_01553
OG0000852	Prae.g_01162	Prbm.g_01550
OG0000853	Prae.g_01164	Prbm.g_01548
OG0000854	Prae.g_01165	Prbm.g_01547
OG0000855	Prae.g_01166	Prbm.g_01545
OG0000856	Prae.g_01167	Prbm.g_01544
OG0000857	Prae.g_01168	Prbm.g_01543
OG0000858	Prae.g_01170	Prbm.g_01540
OG0000859	Prae.g_01171	Prbm.g_01539
OG0000860	Prae.g_01172	Prbm.g_01538
OG0000861	Prae.g_01173	Prbm.g_01537
OG0000862	Prae.g_01174	Prbm.g_01536
OG0000863	Prae.g_01175	Prbm.g_01534
OG0000864	Prae.g_01176	Prbm.g_01533
OG0000865	Prae.g_01177	Prbm.g_01532
OG0000866	Prae.g_01178	Prbm.g_01531
OG0000867	Prae.g_01181	Prbm.g_01529
OG0000868	Prae.g_01183	Prbm.g_01527
OG0000869	Prae.g_01184	Prbm.g_01525
OG0000870	Prae.g_01185	Prbm.g_01524
OG0000871	Prae.g_01186	Prbm.g_01523
OG0000872	Prae.g_01187	Prbm.g_01520
OG0000873	Prae.g_01188	Prbm.g_01519
OG0000874	Prae.g_01189	Prbm.g_01518
OG0000875	Prae.g_01190	Prbm.g_01516
OG0000876	Prae.g_01192	Prbm.g_01514
OG0000877	Prae.g_01193	Prbm.g_01513
OG0000878	Prae.g_01194	Prbm.g_01512
OG0000879	Prae.g_01195	Prbm.g_01511
OG0000880	Prae.g_01196	Prbm.g_01510
OG0000881	Prae.g_01197	Prbm.g_01509
OG0000882	Prae.g_01198	Prbm.g_01508
OG0000883	Prae.g_01199	Prbm.g_01507
OG0000884	Prae.g_01200	Prbm.g_01506
OG0000885	Prae.g_01201	Prbm.g_01505
OG0000886	Prae.g_01202	Prbm.g_01504
OG0000887	Prae.g_01203	Prbm.g_01503
OG0000888	Prae.g_01204	Prbm.g_01502
OG0000889	Prae.g_01205	Prbm.g_01501
OG0000890	Prae.g_01206	Prbm.g_01500
OG0000891	Prae.g_01207	Prbm.g_01499
OG0000892	Prae.g_01208	Prbm.g_01498
OG0000893	Prae.g_01209	Prbm.g_01497
OG0000894	Prae.g_01211	Prbm.g_01496
OG0000895	Prae.g_01212	Prbm.g_01495
OG0000896	Prae.g_01214	Prbm.g_01494
OG0000897	Prae.g_01215	Prbm.g_01493
OG0000898	Prae.g_01216	Prbm.g_01492
OG0000899	Prae.g_01217	Prbm.g_01491
OG0000900	Prae.g_01219	Prbm.g_01490
OG0000901	Prae.g_01293	Prbm.g_01356
OG0000902	Prae.g_01317	Prbm.g_01600
OG0000903	Prae.g_01318	Prbm.g_01601
OG0000904	Prae.g_01319	Prbm.g_01602
OG0000905	Prae.g_01320	Prbm.g_01603
OG0000906	Prae.g_01321	Prbm.g_01605
OG0000907	Prae.g_01324	Prbm.g_01606
OG0000908	Prae.g_01325	Prbm.g_01607
OG0000909	Prae.g_01326	Prbm.g_01608
OG0000910	Prae.g_01327	Prbm.g_01609
OG0000911	Prae.g_01328	Prbm.g_01610
OG0000912	Prae.g_01331	Prbm.g_01613
OG0000913	Prae.g_01332	Prbm.g_01614
OG0000914	Prae.g_01333	Prbm.g_01615
OG0000915	Prae.g_01335	Prbm.g_01616
OG0000916	Prae.g_01336	Prbm.g_01617
OG0000917	Prae.g_01337	Prbm.g_01618
OG0000918	Prae.g_01338	Prbm.g_01619
OG0000919	Prae.g_01339	Prbm.g_01620
OG0000920	Prae.g_01340	Prbm.g_01621
OG0000921	Prae.g_01342	Prbm.g_01624
OG0000922	Prae.g_01343	Prbm.g_01625
OG0000923	Prae.g_01350	Prbm.g_01630
OG0000924	Prae.g_01226	Prbm.g_01594
OG0000924	Prae.g_01351	Prbm.g_01631
OG0000925	Prae.g_01354	Prbm.g_01634
OG0000926	Prae.g_01355	Prbm.g_00777
OG0000927	Prae.g_01356	Prbm.g_01573
OG0000928	Prae.g_01358	Prbm.g_01051
OG0000929	Prae.g_01360	Prbm.g_01812
OG0000930	Prae.g_01362	Prbm.g_01658
OG0000931	Prae.g_01363	Prbm.g_00875
OG0000932	Prae.g_01366	Prbm.g_01176
OG0000933	Prae.g_01370	Prbm.g_01662
OG0000934	Prae.g_01371	Prbm.g_01663
OG0000935	Prae.g_01372	Prbm.g_01664
OG0000936	Prae.g_01373	Prbm.g_01665
OG0000937	Prae.g_01374	Prbm.g_01666
OG0000938	Prae.g_01375	Prbm.g_01667
OG0000939	Prae.g_01376	Prbm.g_01668
OG0000940	Prae.g_01377	Prbm.g_01669
OG0000941	Prae.g_01378	Prbm.g_01670
OG0000942	Prae.g_01379	Prbm.g_01671
OG0000943	Prae.g_01380	Prbm.g_01672
OG0000944	Prae.g_01381	Prbm.g_01673
OG0000945	Prae.g_01382	Prbm.g_01674
OG0000946	Prae.g_01383	Prbm.g_01675
OG0000947	Prae.g_01384	Prbm.g_01676
OG0000948	Prae.g_01385	Prbm.g_01677
OG0000949	Prae.g_01386	Prbm.g_01678
OG0000950	Prae.g_01426	Prbm.g_02077
OG0000951	Prae.g_01441	Prbm.g_01691
OG0000952	Prae.g_01442	Prbm.g_01692
OG0000953	Prae.g_01443	Prbm.g_01693
OG0000954	Prae.g_01444	Prbm.g_01694
OG0000955	Prae.g_01445	Prbm.g_01695
OG0000956	Prae.g_01447	Prbm.g_01697
OG0000957	Prae.g_01448	Prbm.g_01698
OG0000958	Prae.g_01449	Prbm.g_01699
OG0000959	Prae.g_01450	Prbm.g_01700
OG0000960	Prae.g_01451	Prbm.g_01701
OG0000961	Prae.g_01452	Prbm.g_01702
OG0000962	Prae.g_01453	Prbm.g_01703
OG0000963	Prae.g_01454	Prbm.g_01704
OG0000964	Prae.g_01455	Prbm.g_01706
OG0000965	Prae.g_01457	Prbm.g_01708
OG0000966	Prae.g_01458	Prbm.g_01709
OG0000967	Prae.g_01461	Prbm.g_01712
OG0000968	Prae.g_01462	Prbm.g_01713
OG0000969	Prae.g_01463	Prbm.g_01714
OG0000970	Prae.g_01464	Prbm.g_01715
OG0000971	Prae.g_01465	Prbm.g_01716
OG0000972	Prae.g_01466	Prbm.g_01717
OG0000973	Prae.g_01468	Prbm.g_01719
OG0000974	Prae.g_01469	Prbm.g_01720
OG0000975	Prae.g_01470	Prbm.g_01721
OG0000976	Prae.g_01471	Prbm.g_01722
OG0000977	Prae.g_01472	Prbm.g_01723
OG0000978	Prae.g_01473	Prbm.g_01724
OG0000979	Prae.g_01474	Prbm.g_01725
OG0000980	Prae.g_01475	Prbm.g_00487
OG0000981	Prae.g_01476	Prbm.g_01726
OG0000982	Prae.g_01477	Prbm.g_01727
OG0000983	Prae.g_01478	Prbm.g_01728
OG0000984	Prae.g_01482	Prbm.g_01731
OG0000985	Prae.g_01483	Prbm.g_01732
OG0000986	Prae.g_01484	Prbm.g_01733
OG0000987	Prae.g_01486	Prbm.g_01735
OG0000988	Prae.g_01487	Prbm.g_01736
OG0000989	Prae.g_01488	Prbm.g_01737
OG0000990	Prae.g_01489	Prbm.g_01738
OG0000991	Prae.g_01490	Prbm.g_01739
OG0000992	Prae.g_01491	Prbm.g_01740
OG0000993	Prae.g_01492	Prbm.g_01741
OG0000994	Prae.g_01493	Prbm.g_01742
OG0000995	Prae.g_01494	Prbm.g_01743
OG0000996	Prae.g_01495	Prbm.g_01744
OG0000997	Prae.g_01497	Prbm.g_01746
OG0000998	Prae.g_01500	Prbm.g_01752
OG0000999	Prae.g_01502	Prbm.g_01755
OG0001000	Prae.g_01503	Prbm.g_01756
OG0001001	Prae.g_01504	Prbm.g_01757
OG0001002	Prae.g_01506	Prbm.g_01759
OG0001003	Prae.g_01507	Prbm.g_01760
OG0001004	Prae.g_01508	Prbm.g_01761
OG0001005	Prae.g_01509	Prbm.g_01762
OG0001006	Prae.g_01511	Prbm.g_01764
OG0001007	Prae.g_01512	Prbm.g_01765
OG0001008	Prae.g_01513	Prbm.g_01766
OG0001009	Prae.g_01514	Prbm.g_01768
OG0001010	Prae.g_01515	Prbm.g_01769
OG0001011	Prae.g_01516	Prbm.g_01770
OG0001012	Prae.g_01517	Prbm.g_01771
OG0001013	Prae.g_01518	Prbm.g_01772
OG0001014	Prae.g_01519	Prbm.g_01773
OG0001015	Prae.g_01520	Prbm.g_01774
OG0001016	Prae.g_01521	Prbm.g_01775
OG0001017	Prae.g_01522	Prbm.g_01776
OG0001018	Prae.g_01523	Prbm.g_01777
OG0001019	Prae.g_01524	Prbm.g_01778
OG0001020	Prae.g_01525	Prbm.g_01779
OG0001021	Prae.g_01526	Prbm.g_01780
OG0001022	Prae.g_01527	Prbm.g_01781
OG0001023	Prae.g_01528	Prbm.g_01782
OG0001024	Prae.g_01530	Prbm.g_01784
OG0001025	Prae.g_01531	Prbm.g_01785
OG0001026	Prae.g_01532	Prbm.g_01786
OG0001027	Prae.g_01533	Prbm.g_01787
OG0001028	Prae.g_01534	Prbm.g_01789
OG0001029	Prae.g_01535	Prbm.g_01790
OG0001030	Prae.g_01538	Prbm.g_01793
OG0001031	Prae.g_01539	Prbm.g_01794
OG0001032	Prae.g_01547	Prbm.g_01586
OG0001033	Prae.g_01554	Prbm.g_01685
OG0001034	Prae.g_01582	Prbm.g_00830
OG0001035	Prae.g_01617	Prbm.g_01835
OG0001036	Prae.g_01618	Prbm.g_01836
OG0001037	Prae.g_01624	Prbm.g_01842
OG0001038	Prae.g_01625	Prbm.g_01843
OG0001039	Prae.g_01626	Prbm.g_01844
OG0001040	Prae.g_01627	Prbm.g_01845
OG0001041	Prae.g_01629	Prbm.g_01846
OG0001042	Prae.g_01630	Prbm.g_01847
OG0001043	Prae.g_01631	Prbm.g_01848
OG0001044	Prae.g_01632	Prbm.g_01849
OG0001045	Prae.g_01633	Prbm.g_01850
OG0001046	Prae.g_01634	Prbm.g_01851
OG0001047	Prae.g_01635	Prbm.g_01852
OG0001048	Prae.g_01637	Prbm.g_01853
OG0001049	Prae.g_01638	Prbm.g_01854
OG0001050	Prae.g_01639	Prbm.g_01855
OG0001051	Prae.g_01640	Prbm.g_01856
OG0001052	Prae.g_01641	Prbm.g_01857
OG0001053	Prae.g_01642	Prbm.g_01858
OG0001054	Prae.g_01643	Prbm.g_01859
OG0001055	Prae.g_01644	Prbm.g_01860
OG0001056	Prae.g_01645	Prbm.g_01861
OG0001057	Prae.g_01647	Prbm.g_01863
OG0001058	Prae.g_01648	Prbm.g_01864
OG0001059	Prae.g_01649	Prbm.g_01865
OG0001060	Prae.g_01650	Prbm.g_01866
OG0001061	Prae.g_01651	Prbm.g_01867
OG0001062	Prae.g_01652	Prbm.g_01869
OG0001063	Prae.g_01653	Prbm.g_01870
OG0001064	Prae.g_01654	Prbm.g_01871
OG0001065	Prae.g_01655	Prbm.g_01872
OG0001066	Prae.g_01656	Prbm.g_01873
OG0001067	Prae.g_01657	Prbm.g_01874
OG0001068	Prae.g_01658	Prbm.g_01875
OG0001069	Prae.g_01661	Prbm.g_01877
OG0001070	Prae.g_01663	Prbm.g_01879
OG0001071	Prae.g_01664	Prbm.g_01880
OG0001072	Prae.g_01665	Prbm.g_01881
OG0001073	Prae.g_01666	Prbm.g_01882
OG0001074	Prae.g_01667	Prbm.g_01883
OG0001075	Prae.g_01668	Prbm.g_01885
OG0001076	Prae.g_01670	Prbm.g_01887
OG0001077	Prae.g_01671	Prbm.g_01888
OG0001078	Prae.g_01672	Prbm.g_01889
OG0001079	Prae.g_01673	Prbm.g_01890
OG0001080	Prae.g_01674	Prbm.g_01891
OG0001081	Prae.g_01675	Prbm.g_01892
OG0001082	Prae.g_01676	Prbm.g_01893
OG0001083	Prae.g_01677	Prbm.g_01894
OG0001084	Prae.g_01678	Prbm.g_01895
OG0001085	Prae.g_01679	Prbm.g_01896
OG0001086	Prae.g_01686	Prbm.g_01948
OG0001087	Prae.g_01687	Prbm.g_01950
OG0001088	Prae.g_01688	Prbm.g_01951
OG0001089	Prae.g_01690	Prbm.g_01953
OG0001090	Prae.g_01691	Prbm.g_01954
OG0001091	Prae.g_01692	Prbm.g_01955
OG0001092	Prae.g_01693	Prbm.g_01956
OG0001093	Prae.g_01694	Prbm.g_01957
OG0001094	Prae.g_01695	Prbm.g_01958
OG0001095	Prae.g_01696	Prbm.g_01959
OG0001096	Prae.g_01697	Prbm.g_01960
OG0001097	Prae.g_01698	Prbm.g_01961
OG0001098	Prae.g_01699	Prbm.g_01962
OG0001099	Prae.g_01700	Prbm.g_01963
OG0001100	Prae.g_01701	Prbm.g_01964
OG0001101	Prae.g_01702	Prbm.g_01965
OG0001102	Prae.g_01705	Prbm.g_01975
OG0001103	Prae.g_01706	Prbm.g_01974
OG0001104	Prae.g_01707	Prbm.g_01970
