Orthogroup	Prae	Prat
OG0000592	Prae.g_00620	Prat.g_01078
OG0000593	Prae.g_00621	Prat.g_01077
OG0000594	Prae.g_00622	Prat.g_01076
OG0000595	Prae.g_00623	Prat.g_01075
OG0000596	Prae.g_00624	Prat.g_01074
OG0000597	Prae.g_00628	Prat.g_01070
OG0000598	Prae.g_00629	Prat.g_01069
OG0000599	Prae.g_00630	Prat.g_01068
OG0000600	Prae.g_00631	Prat.g_01067
OG0000601	Prae.g_00632	Prat.g_01066
OG0000602	Prae.g_00633	Prat.g_01065
OG0000603	Prae.g_00634	Prat.g_01064
OG0000604	Prae.g_00635	Prat.g_01063
OG0000605	Prae.g_00636	Prat.g_01062
OG0000606	Prae.g_00637	Prat.g_01061
OG0000607	Prae.g_00638	Prat.g_01059
OG0000608	Prae.g_00639	Prat.g_01058
OG0000609	Prae.g_00641	Prat.g_01056
OG0000610	Prae.g_00642	Prat.g_01055
OG0000611	Prae.g_00644	Prat.g_00744
OG0000612	Prae.g_00645	Prat.g_00745
OG0000613	Prae.g_00647	Prat.g_00747
OG0000614	Prae.g_00653	Prat.g_00752
OG0000615	Prae.g_00654	Prat.g_00753
OG0000616	Prae.g_00655	Prat.g_00754
OG0000617	Prae.g_00657	Prat.g_00757
OG0000618	Prae.g_00658	Prat.g_00758
OG0000619	Prae.g_00659	Prat.g_00759
OG0000620	Prae.g_00661	Prat.g_00761
OG0000621	Prae.g_00662	Prat.g_00762
OG0000622	Prae.g_00663	Prat.g_00763
OG0000623	Prae.g_00664	Prat.g_00764
OG0000624	Prae.g_00666	Prat.g_00767
OG0000625	Prae.g_00667	Prat.g_00768
OG0000626	Prae.g_00668	Prat.g_00769
OG0000627	Prae.g_00669	Prat.g_00772
OG0000628	Prae.g_00670	Prat.g_00773
OG0000629	Prae.g_00671	Prat.g_00774
OG0000630	Prae.g_00673	Prat.g_00776
OG0000631	Prae.g_00674	Prat.g_00777
OG0000632	Prae.g_00678	Prat.g_01882
OG0000633	Prae.g_00679	Prat.g_00826
OG0000634	Prae.g_00712	Prat.g_00789
OG0000635	Prae.g_00714	Prat.g_00791
OG0000636	Prae.g_00715	Prat.g_00792
OG0000637	Prae.g_00717	Prat.g_00797
OG0000638	Prae.g_00718	Prat.g_00798
OG0000639	Prae.g_00719	Prat.g_00799
OG0000640	Prae.g_00720	Prat.g_00800
OG0000641	Prae.g_00721	Prat.g_00801
OG0000642	Prae.g_00722	Prat.g_00802
OG0000643	Prae.g_00723	Prat.g_00803
OG0000644	Prae.g_00725	Prat.g_00805
OG0000645	Prae.g_00726	Prat.g_00807
OG0000646	Prae.g_00727	Prat.g_00808
OG0000647	Prae.g_00728	Prat.g_00809
OG0000648	Prae.g_00729	Prat.g_00811
OG0000649	Prae.g_00730	Prat.g_00812
OG0000650	Prae.g_00731	Prat.g_00813
OG0000651	Prae.g_00732	Prat.g_00814
OG0000652	Prae.g_00734	Prat.g_00816
OG0000653	Prae.g_00750	Prat.g_01225
OG0000654	Prae.g_00752	Prat.g_01486
OG0000655	Prae.g_00761	Prat.g_00600
OG0000656	Prae.g_00766	Prat.g_01472
OG0000657	Prae.g_00770	Prat.g_00888
OG0000658	Prae.g_00771	Prat.g_00887
OG0000659	Prae.g_00772	Prat.g_00886
OG0000660	Prae.g_00784	Prat.g_00345
OG0000661	Prae.g_00793	Prat.g_00859
OG0000662	Prae.g_00794	Prat.g_00863
OG0000663	Prae.g_00797	Prat.g_00865
OG0000664	Prae.g_00798	Prat.g_00866
OG0000665	Prae.g_00799	Prat.g_00867
OG0000666	Prae.g_00800	Prat.g_01043
OG0000667	Prae.g_00801	Prat.g_01042
OG0000668	Prae.g_00802	Prat.g_01041
OG0000669	Prae.g_00803	Prat.g_01040
OG0000670	Prae.g_00805	Prat.g_01038
OG0000671	Prae.g_00806	Prat.g_01037
OG0000672	Prae.g_00807	Prat.g_01036
OG0000673	Prae.g_00808	Prat.g_01035
OG0000674	Prae.g_00809	Prat.g_01034
OG0000675	Prae.g_00810	Prat.g_01033
OG0000676	Prae.g_00812	Prat.g_01031
OG0000677	Prae.g_00814	Prat.g_01029
OG0000678	Prae.g_00815	Prat.g_01028
OG0000679	Prae.g_00816	Prat.g_01027
OG0000680	Prae.g_00817	Prat.g_01026
OG0000681	Prae.g_00818	Prat.g_01025
OG0000682	Prae.g_00819	Prat.g_01024
OG0000683	Prae.g_00820	Prat.g_01023
OG0000684	Prae.g_00821	Prat.g_01021
OG0000685	Prae.g_00822	Prat.g_01020
OG0000686	Prae.g_00823	Prat.g_01019
OG0000687	Prae.g_00824	Prat.g_01018
OG0000688	Prae.g_00825	Prat.g_01017
OG0000689	Prae.g_00826	Prat.g_01016
OG0000690	Prae.g_00827	Prat.g_01015
OG0000691	Prae.g_00829	Prat.g_01013
OG0000692	Prae.g_00830	Prat.g_01012
OG0000693	Prae.g_00831	Prat.g_01011
OG0000694	Prae.g_00832	Prat.g_01010
OG0000695	Prae.g_00833	Prat.g_01009
OG0000696	Prae.g_00834	Prat.g_01008
OG0000697	Prae.g_00836	Prat.g_01007
OG0000698	Prae.g_00837	Prat.g_01006
OG0000699	Prae.g_00840	Prat.g_01003
OG0000700	Prae.g_00841	Prat.g_01002
OG0000701	Prae.g_00842	Prat.g_01001
OG0000702	Prae.g_00843	Prat.g_01000
OG0000703	Prae.g_00844	Prat.g_00999
OG0000704	Prae.g_00845	Prat.g_00998
OG0000705	Prae.g_00847	Prat.g_00996
OG0000706	Prae.g_00848	Prat.g_00995
OG0000707	Prae.g_00849	Prat.g_00994
OG0000708	Prae.g_00850	Prat.g_00993
OG0000709	Prae.g_00851	Prat.g_00992
OG0000710	Prae.g_00852	Prat.g_00991
OG0000711	Prae.g_00853	Prat.g_00990
OG0000712	Prae.g_00854	Prat.g_00989
OG0000713	Prae.g_00855	Prat.g_00988
OG0000714	Prae.g_00857	Prat.g_00984
OG0000715	Prae.g_00858	Prat.g_00983
OG0000716	Prae.g_00859	Prat.g_00982
OG0000717	Prae.g_00860	Prat.g_00981
OG0000718	Prae.g_00861	Prat.g_00980
OG0000719	Prae.g_00863	Prat.g_00978
OG0000720	Prae.g_00865	Prat.g_00974
OG0000721	Prae.g_00866	Prat.g_00973
OG0000722	Prae.g_00892	Prat.g_00694
OG0000723	Prae.g_00897	Prat.g_00699
OG0000724	Prae.g_00900	Prat.g_00705
OG0000725	Prae.g_00901	Prat.g_00707
OG0000726	Prae.g_00902	Prat.g_00708
OG0000727	Prae.g_00903	Prat.g_00709
OG0000728	Prae.g_00904	Prat.g_00710
OG0000729	Prae.g_00905	Prat.g_00712
OG0000730	Prae.g_00906	Prat.g_00713
OG0000731	Prae.g_00908	Prat.g_00716
OG0000732	Prae.g_00909	Prat.g_00717
OG0000733	Prae.g_00910	Prat.g_00718
OG0000734	Prae.g_00911	Prat.g_00719
OG0000735	Prae.g_00912	Prat.g_00720
OG0000736	Prae.g_00914	Prat.g_00722
OG0000737	Prae.g_00915	Prat.g_00723
OG0000738	Prae.g_00917	Prat.g_00725
OG0000739	Prae.g_00918	Prat.g_00726
OG0000740	Prae.g_00919	Prat.g_00728
OG0000741	Prae.g_00921	Prat.g_00730
OG0000742	Prae.g_00922	Prat.g_00731
OG0000743	Prae.g_00925	Prat.g_00735
OG0000744	Prae.g_00926	Prat.g_00736
OG0000745	Prae.g_00927	Prat.g_00738
OG0000746	Prae.g_00928	Prat.g_00739
OG0000747	Prae.g_00929	Prat.g_00740
OG0000748	Prae.g_00930	Prat.g_00741
OG0000749	Prae.g_00931	Prat.g_00742
OG0000750	Prae.g_00932	Prat.g_00743
OG0000751	Prae.g_00934	Prat.g_01051
OG0000752	Prae.g_00935	Prat.g_01050
OG0000753	Prae.g_00936	Prat.g_01049
OG0000754	Prae.g_00937	Prat.g_01048
OG0000755	Prae.g_00938	Prat.g_01046
OG0000756	Prae.g_00939	Prat.g_01045
OG0000757	Prae.g_00940	Prat.g_01044
OG0000758	Prae.g_00941	Prat.g_00868
OG0000759	Prae.g_00942	Prat.g_00869
OG0000760	Prae.g_00943	Prat.g_00870
OG0000761	Prae.g_00944	Prat.g_00871
OG0000762	Prae.g_00946	Prat.g_00873
OG0000763	Prae.g_00947	Prat.g_00874
OG0000764	Prae.g_00948	Prat.g_00876
OG0000765	Prae.g_00949	Prat.g_00877
OG0000766	Prae.g_00950	Prat.g_00878
OG0000767	Prae.g_00951	Prat.g_00879
OG0000768	Prae.g_00952	Prat.g_00880
OG0000769	Prae.g_00953	Prat.g_00881
OG0000770	Prae.g_00954	Prat.g_00883
OG0000771	Prae.g_00955	Prat.g_00884
OG0000772	Prae.g_00956	Prat.g_00944
OG0000773	Prae.g_00958	Prat.g_00889
OG0000774	Prae.g_00959	Prat.g_00890
OG0000775	Prae.g_00960	Prat.g_00891
OG0000776	Prae.g_00961	Prat.g_00893
OG0000777	Prae.g_00962	Prat.g_00894
OG0000778	Prae.g_00963	Prat.g_00895
OG0000779	Prae.g_00965	Prat.g_00897
OG0000780	Prae.g_00966	Prat.g_00898
OG0000781	Prae.g_00967	Prat.g_00899
OG0000782	Prae.g_00969	Prat.g_00901
OG0000783	Prae.g_00970	Prat.g_00902
OG0000784	Prae.g_00971	Prat.g_00903
OG0000785	Prae.g_00972	Prat.g_00904
OG0000786	Prae.g_00973	Prat.g_00905
OG0000787	Prae.g_00975	Prat.g_00907
OG0000788	Prae.g_00976	Prat.g_00908
OG0000789	Prae.g_00977	Prat.g_00909
OG0000790	Prae.g_00978	Prat.g_00910
OG0000791	Prae.g_00979	Prat.g_00911
OG0000792	Prae.g_00980	Prat.g_00912
OG0000793	Prae.g_00981	Prat.g_00913
OG0000794	Prae.g_00982	Prat.g_00914
OG0000795	Prae.g_00983	Prat.g_00915
OG0000796	Prae.g_00985	Prat.g_00916
OG0000797	Prae.g_00987	Prat.g_00917
OG0000798	Prae.g_00988	Prat.g_00918
OG0000799	Prae.g_00989	Prat.g_00919
OG0000800	Prae.g_00990	Prat.g_00920
OG0000801	Prae.g_00991	Prat.g_00921
OG0000802	Prae.g_00993	Prat.g_00923
OG0000803	Prae.g_00994	Prat.g_00924
OG0000804	Prae.g_01009	Prat.g_00929
OG0000805	Prae.g_01011	Prat.g_00931
OG0000806	Prae.g_01012	Prat.g_00932
OG0000807	Prae.g_01013	Prat.g_00933
OG0000808	Prae.g_01014	Prat.g_00934
OG0000809	Prae.g_01018	Prat.g_00939
OG0000810	Prae.g_01019	Prat.g_00941
OG0000811	Prae.g_01020	Prat.g_00942
OG0000812	Prae.g_01021	Prat.g_00943
OG0000813	Prae.g_01022	Prat.g_00946
OG0000814	Prae.g_01023	Prat.g_00947
OG0000815	Prae.g_01024	Prat.g_00948
OG0000816	Prae.g_01026	Prat.g_00951
OG0000817	Prae.g_01029	Prat.g_00955
OG0000818	Prae.g_01030	Prat.g_00956
OG0000819	Prae.g_01032	Prat.g_00957
OG0000820	Prae.g_01033	Prat.g_00958
OG0000821	Prae.g_01034	Prat.g_00959
OG0000822	Prae.g_01035	Prat.g_00960
OG0000823	Prae.g_01038	Prat.g_00963
OG0000824	Prae.g_01039	Prat.g_00964
OG0000825	Prae.g_01041	Prat.g_00966
OG0000826	Prae.g_01042	Prat.g_00967
OG0000827	Prae.g_01043	Prat.g_00968
OG0000828	Prae.g_01045	Prat.g_00970
OG0000829	Prae.g_01072	Prat.g_01204
OG0000830	Prae.g_01081	Prat.g_01479
OG0000831	Prae.g_01084	Prat.g_01197
OG0000832	Prae.g_01085	Prat.g_01480
OG0000833	Prae.g_01092	Prat.g_01214
OG0000834	Prae.g_01096	Prat.g_01199
OG0000835	Prae.g_01100	Prat.g_00354
OG0000836	Prae.g_01102	Prat.g_01373
OG0000837	Prae.g_01115	Prat.g_01211
OG0000838	Prae.g_01131	Prat.g_01560
OG0000839	Prae.g_01132	Prat.g_01559
OG0000840	Prae.g_01137	Prat.g_01175
OG0000841	Prae.g_01144	Prat.g_01177
OG0000842	Prae.g_01148	Prat.g_01171
OG0000843	Prae.g_01150	Prat.g_01169
OG0000844	Prae.g_01151	Prat.g_01168
OG0000845	Prae.g_01152	Prat.g_01167
OG0000846	Prae.g_01153	Prat.g_01166
OG0000847	Prae.g_01154	Prat.g_01165
OG0000848	Prae.g_01155	Prat.g_01164
OG0000849	Prae.g_01156	Prat.g_01163
OG0000850	Prae.g_01157	Prat.g_01162
OG0000851	Prae.g_01159	Prat.g_01159
OG0000852	Prae.g_01162	Prat.g_01157
OG0000853	Prae.g_01164	Prat.g_01155
OG0000854	Prae.g_01165	Prat.g_01154
OG0000855	Prae.g_01166	Prat.g_01153
OG0000856	Prae.g_01167	Prat.g_01152
OG0000857	Prae.g_01168	Prat.g_01151
OG0000858	Prae.g_01170	Prat.g_01148
OG0000859	Prae.g_01171	Prat.g_01147
OG0000860	Prae.g_01172	Prat.g_01146
OG0000861	Prae.g_01173	Prat.g_01145
OG0000862	Prae.g_01174	Prat.g_01144
OG0000863	Prae.g_01175	Prat.g_01142
OG0000864	Prae.g_01176	Prat.g_01141
OG0000865	Prae.g_01177	Prat.g_01140
OG0000866	Prae.g_01178	Prat.g_01139
OG0000867	Prae.g_01181	Prat.g_01136
OG0000868	Prae.g_01183	Prat.g_01135
OG0000869	Prae.g_01184	Prat.g_01134
OG0000870	Prae.g_01185	Prat.g_01131
OG0000871	Prae.g_01186	Prat.g_01130
OG0000872	Prae.g_01187	Prat.g_01128
OG0000873	Prae.g_01188	Prat.g_01127
OG0000874	Prae.g_01189	Prat.g_01126
OG0000875	Prae.g_01190	Prat.g_01124
OG0000876	Prae.g_01192	Prat.g_01123
OG0000877	Prae.g_01193	Prat.g_01122
OG0000878	Prae.g_01194	Prat.g_01121
OG0000879	Prae.g_01195	Prat.g_01120
OG0000880	Prae.g_01196	Prat.g_01119
OG0000881	Prae.g_01197	Prat.g_01118
OG0000882	Prae.g_01198	Prat.g_01117
OG0000883	Prae.g_01199	Prat.g_01116
OG0000884	Prae.g_01200	Prat.g_01115
OG0000885	Prae.g_01201	Prat.g_01114
OG0000886	Prae.g_01202	Prat.g_01113
OG0000887	Prae.g_01203	Prat.g_01112
OG0000888	Prae.g_01204	Prat.g_01111
OG0000889	Prae.g_01205	Prat.g_01110
OG0000890	Prae.g_01206	Prat.g_01108
OG0000891	Prae.g_01207	Prat.g_01107
OG0000892	Prae.g_01208	Prat.g_01106
OG0000893	Prae.g_01209	Prat.g_01105
OG0000894	Prae.g_01211	Prat.g_01104
OG0000895	Prae.g_01212	Prat.g_01103
OG0000896	Prae.g_01214	Prat.g_01101
OG0000897	Prae.g_01215	Prat.g_01100
OG0000898	Prae.g_01216	Prat.g_01099
OG0000899	Prae.g_01217	Prat.g_01098
OG0000900	Prae.g_01219	Prat.g_00594
OG0000901	Prae.g_01293	Prat.g_00626
OG0000902	Prae.g_01317	Prat.g_01238
OG0000903	Prae.g_01318	Prat.g_01239
OG0000904	Prae.g_01319	Prat.g_01240
OG0000905	Prae.g_01320	Prat.g_01241
OG0000906	Prae.g_01321	Prat.g_01242
OG0000907	Prae.g_01324	Prat.g_01244
OG0000908	Prae.g_01325	Prat.g_01245
OG0000909	Prae.g_01326	Prat.g_01246
OG0000910	Prae.g_01327	Prat.g_01247
OG0000911	Prae.g_01328	Prat.g_01248
OG0000912	Prae.g_01331	Prat.g_01251
OG0000913	Prae.g_01332	Prat.g_01252
OG0000914	Prae.g_01333	Prat.g_01253
OG0000915	Prae.g_01335	Prat.g_01255
OG0000916	Prae.g_01336	Prat.g_01256
OG0000917	Prae.g_01337	Prat.g_01257
OG0000918	Prae.g_01338	Prat.g_01258
OG0000919	Prae.g_01339	Prat.g_01259
OG0000920	Prae.g_01340	Prat.g_01260
OG0000921	Prae.g_01342	Prat.g_01263
OG0000922	Prae.g_01343	Prat.g_01264
OG0000923	Prae.g_01350	Prat.g_01282
OG0000924	Prae.g_01226, Prae.g_01351	Prat.g_01283
OG0000925	Prae.g_01354	Prat.g_01287
OG0000926	Prae.g_01355	Prat.g_01471
OG0000927	Prae.g_01356	Prat.g_01178
OG0000928	Prae.g_01358	Prat.g_01455
OG0000929	Prae.g_01360	Prat.g_01200
OG0000930	Prae.g_01362	Prat.g_01181
OG0000931	Prae.g_01363	Prat.g_00976
OG0000932	Prae.g_01366	Prat.g_01228
OG0000933	Prae.g_01370	Prat.g_01293
OG0000934	Prae.g_01371	Prat.g_01294
OG0000935	Prae.g_01372	Prat.g_01295
OG0000936	Prae.g_01373	Prat.g_01296
OG0000937	Prae.g_01374	Prat.g_01297
OG0000938	Prae.g_01375	Prat.g_01298
OG0000939	Prae.g_01376	Prat.g_01299
OG0000940	Prae.g_01377	Prat.g_01300
OG0000941	Prae.g_01378	Prat.g_01301
OG0000942	Prae.g_01379	Prat.g_01302
OG0000943	Prae.g_01380	Prat.g_01303
OG0000944	Prae.g_01381	Prat.g_01304
OG0000945	Prae.g_01382	Prat.g_01305
OG0000946	Prae.g_01383	Prat.g_01306
OG0000947	Prae.g_01384	Prat.g_01307
OG0000948	Prae.g_01385	Prat.g_01308
OG0000949	Prae.g_01386	Prat.g_01309
OG0000950	Prae.g_01426	Prat.g_01769
OG0000951	Prae.g_01441	Prat.g_01333
OG0000952	Prae.g_01442	Prat.g_01334
OG0000953	Prae.g_01443	Prat.g_01335
OG0000954	Prae.g_01444	Prat.g_01336
OG0000955	Prae.g_01445	Prat.g_01337
OG0000956	Prae.g_01447	Prat.g_01339
OG0000957	Prae.g_01448	Prat.g_01340
OG0000958	Prae.g_01449	Prat.g_01341
OG0000959	Prae.g_01450	Prat.g_01342
OG0000960	Prae.g_01451	Prat.g_01343
OG0000961	Prae.g_01452	Prat.g_01344
OG0000962	Prae.g_01453	Prat.g_01345
OG0000963	Prae.g_01454	Prat.g_01346
OG0000964	Prae.g_01455	Prat.g_01348
OG0000965	Prae.g_01457	Prat.g_01350
OG0000966	Prae.g_01458	Prat.g_01351
OG0000967	Prae.g_01461	Prat.g_01355
OG0000968	Prae.g_01462	Prat.g_01356
OG0000969	Prae.g_01463	Prat.g_01357
OG0000970	Prae.g_01464	Prat.g_01358
OG0000971	Prae.g_01465	Prat.g_01359
OG0000972	Prae.g_01466	Prat.g_01360
OG0000973	Prae.g_01468	Prat.g_01362
OG0000974	Prae.g_01469	Prat.g_01363
OG0000975	Prae.g_01470	Prat.g_01364
OG0000976	Prae.g_01471	Prat.g_01365
OG0000977	Prae.g_01472	Prat.g_01366
OG0000978	Prae.g_01473	Prat.g_01367
OG0000979	Prae.g_01474	Prat.g_01368
OG0000980	Prae.g_01475	Prat.g_01369
OG0000981	Prae.g_01476	Prat.g_01370
OG0000982	Prae.g_01477	Prat.g_01371
OG0000983	Prae.g_01478	Prat.g_01372
OG0000984	Prae.g_01482	Prat.g_01378
OG0000985	Prae.g_01483	Prat.g_01379
OG0000986	Prae.g_01484	Prat.g_01380
OG0000987	Prae.g_01486	Prat.g_01382
OG0000988	Prae.g_01487	Prat.g_01383
OG0000989	Prae.g_01488	Prat.g_01384
OG0000990	Prae.g_01489	Prat.g_01385
OG0000991	Prae.g_01490	Prat.g_01386
OG0000992	Prae.g_01491	Prat.g_01387
OG0000993	Prae.g_01492	Prat.g_01388
OG0000994	Prae.g_01493	Prat.g_01389
OG0000995	Prae.g_01494	Prat.g_01390
OG0000996	Prae.g_01495	Prat.g_01391
OG0000997	Prae.g_01497	Prat.g_01393
OG0000998	Prae.g_01500	Prat.g_01399
OG0000999	Prae.g_01502	Prat.g_01403
OG0001000	Prae.g_01503	Prat.g_01405
OG0001001	Prae.g_01504	Prat.g_01407
OG0001002	Prae.g_01506	Prat.g_01409
OG0001003	Prae.g_01507	Prat.g_01410
OG0001004	Prae.g_01508	Prat.g_01411
OG0001005	Prae.g_01509	Prat.g_01412
OG0001006	Prae.g_01511	Prat.g_01414
OG0001007	Prae.g_01512	Prat.g_01415
OG0001008	Prae.g_01513	Prat.g_01416
OG0001009	Prae.g_01514	Prat.g_01417
OG0001010	Prae.g_01515	Prat.g_01418
OG0001011	Prae.g_01516	Prat.g_01420
OG0001012	Prae.g_01517	Prat.g_01421
OG0001013	Prae.g_01518	Prat.g_01422
OG0001014	Prae.g_01519	Prat.g_01423
OG0001015	Prae.g_01520	Prat.g_01424
OG0001016	Prae.g_01521	Prat.g_01425
OG0001017	Prae.g_01522	Prat.g_01426
OG0001018	Prae.g_01523	Prat.g_01427
OG0001019	Prae.g_01524	Prat.g_01428
OG0001020	Prae.g_01525	Prat.g_01429
OG0001021	Prae.g_01526	Prat.g_01430
OG0001022	Prae.g_01527	Prat.g_01431
OG0001023	Prae.g_01528	Prat.g_01432
OG0001024	Prae.g_01530	Prat.g_01434
OG0001025	Prae.g_01531	Prat.g_01435
OG0001026	Prae.g_01532	Prat.g_01436
OG0001027	Prae.g_01533	Prat.g_01437
OG0001028	Prae.g_01534	Prat.g_01439
OG0001029	Prae.g_01535	Prat.g_01440
OG0001030	Prae.g_01538	Prat.g_01443
OG0001031	Prae.g_01539	Prat.g_01444
OG0001032	Prae.g_01547	Prat.g_01502
OG0001033	Prae.g_01554	Prat.g_01457
OG0001034	Prae.g_01582	Prat.g_01022
OG0001035	Prae.g_01617	Prat.g_01585
OG0001036	Prae.g_01618	Prat.g_01586
OG0001037	Prae.g_01624	Prat.g_01593
OG0001038	Prae.g_01625	Prat.g_01594
OG0001039	Prae.g_01626	Prat.g_01595
OG0001040	Prae.g_01627	Prat.g_01596
OG0001041	Prae.g_01629	Prat.g_01598
OG0001042	Prae.g_01630	Prat.g_01599
OG0001043	Prae.g_01631	Prat.g_01600
OG0001044	Prae.g_01632	Prat.g_01601
OG0001045	Prae.g_01633	Prat.g_01602
OG0001046	Prae.g_01634	Prat.g_01603
OG0001047	Prae.g_01635	Prat.g_01604
OG0001048	Prae.g_01637	Prat.g_01605
OG0001049	Prae.g_01638	Prat.g_01606
OG0001050	Prae.g_01639	Prat.g_01607
OG0001051	Prae.g_01640	Prat.g_01608
OG0001052	Prae.g_01641	Prat.g_01609
OG0001053	Prae.g_01642	Prat.g_01610
OG0001054	Prae.g_01643	Prat.g_01611
OG0001055	Prae.g_01644	Prat.g_01612
OG0001056	Prae.g_01645	Prat.g_01613
OG0001057	Prae.g_01647	Prat.g_01615
OG0001058	Prae.g_01648	Prat.g_01616
OG0001059	Prae.g_01649	Prat.g_01617
OG0001060	Prae.g_01650	Prat.g_01618
OG0001061	Prae.g_01651	Prat.g_01619
OG0001062	Prae.g_01652	Prat.g_01621
OG0001063	Prae.g_01653	Prat.g_01622
OG0001064	Prae.g_01654	Prat.g_01623
OG0001065	Prae.g_01655	Prat.g_01624
OG0001066	Prae.g_01656	Prat.g_01625
OG0001067	Prae.g_01657	Prat.g_01626
OG0001068	Prae.g_01658	Prat.g_01627
OG0001069	Prae.g_01661	Prat.g_01630
OG0001070	Prae.g_01663	Prat.g_01632
OG0001071	Prae.g_01664	Prat.g_01633
OG0001072	Prae.g_01665	Prat.g_01634
OG0001073	Prae.g_01666	Prat.g_01635
OG0001074	Prae.g_01667	Prat.g_01636
OG0001075	Prae.g_01668	Prat.g_01639
OG0001076	Prae.g_01670	Prat.g_01641
OG0001077	Prae.g_01671	Prat.g_01642
OG0001078	Prae.g_01672	Prat.g_01643
OG0001079	Prae.g_01673	Prat.g_01644
OG0001080	Prae.g_01674	Prat.g_01645
OG0001081	Prae.g_01675	Prat.g_01646
OG0001082	Prae.g_01676	Prat.g_01647
OG0001083	Prae.g_01677	Prat.g_01648
OG0001084	Prae.g_01678	Prat.g_01649
OG0001085	Prae.g_01679	Prat.g_01650
OG0001086	Prae.g_01686	Prat.g_01655
OG0001087	Prae.g_01687	Prat.g_01657
OG0001088	Prae.g_01688	Prat.g_01658
OG0001089	Prae.g_01690	Prat.g_01661
OG0001090	Prae.g_01691	Prat.g_01662
OG0001091	Prae.g_01692	Prat.g_01663
OG0001092	Prae.g_01693	Prat.g_01664
OG0001093	Prae.g_01694	Prat.g_01665
OG0001094	Prae.g_01695	Prat.g_01666
OG0001095	Prae.g_01696	Prat.g_01667
OG0001096	Prae.g_01697	Prat.g_01668
OG0001097	Prae.g_01698	Prat.g_01669
OG0001098	Prae.g_01699	Prat.g_01670
OG0001099	Prae.g_01700	Prat.g_01671
OG0001100	Prae.g_01701	Prat.g_01672
OG0001101	Prae.g_01702	Prat.g_01673
OG0001102	Prae.g_01705	Prat.g_01677
OG0001103	Prae.g_01706	Prat.g_01678
OG0001104	Prae.g_01707	Prat.g_01682
OG0001105	Prae.g_01709	Prat.g_01680
OG0001106	Prae.g_01711	Prat.g_01676
OG0001107	Prae.g_01712	Prat.g_01675
OG0001108	Prae.g_01713	Prat.g_01674
OG0001109	Prae.g_01716	Prat.g_01684
OG0001110	Prae.g_01718	Prat.g_01686
OG0001111	Prae.g_01719	Prat.g_01687
OG0001112	Prae.g_01720	Prat.g_01688
OG0001113	Prae.g_01721	Prat.g_01689
OG0001114	Prae.g_01722	Prat.g_01690
OG0001115	Prae.g_01723	Prat.g_01691
OG0001116	Prae.g_01724	Prat.g_01692
OG0001117	Prae.g_01725	Prat.g_01693
OG0001118	Prae.g_01726	Prat.g_01694
OG0001119	Prae.g_01727	Prat.g_01695
OG0001120	Prae.g_01728	Prat.g_01696
OG0001121	Prae.g_01729	Prat.g_01697
OG0001122	Prae.g_01730	Prat.g_01698
OG0001123	Prae.g_01731	Prat.g_01699
OG0001124	Prae.g_01732	Prat.g_01700
OG0001125	Prae.g_01733	Prat.g_01701
OG0001126	Prae.g_01734	Prat.g_01702
OG0001127	Prae.g_01735	Prat.g_01703
OG0001128	Prae.g_01736	Prat.g_01704
OG0001129	Prae.g_01737	Prat.g_01705
OG0001130	Prae.g_01738	Prat.g_01706
OG0001131	Prae.g_01739	Prat.g_01707
OG0001132	Prae.g_01740	Prat.g_01708
OG0001133	Prae.g_01741	Prat.g_01709
OG0001134	Prae.g_01742	Prat.g_01710
OG0001135	Prae.g_01743	Prat.g_01711
OG0001136	Prae.g_01744	Prat.g_01712
OG0001137	Prae.g_01745	Prat.g_01713
OG0001138	Prae.g_01746	Prat.g_01714
OG0001139	Prae.g_01747	Prat.g_01715
OG0001140	Prae.g_01748	Prat.g_01327
OG0001141	Prae.g_01750	Prat.g_01717
OG0001142	Prae.g_01751	Prat.g_01718
OG0001143	Prae.g_01752	Prat.g_01719
OG0001144	Prae.g_01754	Prat.g_01721
OG0001145	Prae.g_01756	Prat.g_01723
OG0001146	Prae.g_01757	Prat.g_01724
OG0001147	Prae.g_01759	Prat.g_01727
OG0001148	Prae.g_01760	Prat.g_01728
OG0001149	Prae.g_01761	Prat.g_01729
OG0001150	Prae.g_01765	Prat.g_01732
OG0001151	Prae.g_01766	Prat.g_01733
OG0001152	Prae.g_01767	Prat.g_01734
OG0001153	Prae.g_01768	Prat.g_01735
OG0001154	Prae.g_01769	Prat.g_01736
OG0001155	Prae.g_01770	Prat.g_01737
OG0001156	Prae.g_01771	Prat.g_01738
OG0001157	Prae.g_01773	Prat.g_01740
OG0001158	Prae.g_01774	Prat.g_01742
OG0001159	Prae.g_01775	Prat.g_01744
OG0001160	Prae.g_01776	Prat.g_01745
OG0001161	Prae.g_01779	Prat.g_01748
OG0001162	Prae.g_01780	Prat.g_01749
OG0001163	Prae.g_01781	Prat.g_01750
OG0001164	Prae.g_01782	Prat.g_01751
OG0001165	Prae.g_01783	Prat.g_01752
OG0001166	Prae.g_01784	Prat.g_01753
OG0001167	Prae.g_01785	Prat.g_01754
OG0001168	Prae.g_01787	Prat.g_01756
OG0001169	Prae.g_01788	Prat.g_01757
OG0001170	Prae.g_01790	Prat.g_01760
OG0001171	Prae.g_01791	Prat.g_01761
OG0001172	Prae.g_01792	Prat.g_01762
OG0001173	Prae.g_01794	Prat.g_01764
