Orthogroup	Prae	Prbb
OG0000550	Prae.g_00574	Prbb.g_00600
OG0000551	Prae.g_00575	Prbb.g_00601
OG0000552	Prae.g_00576	Prbb.g_00602
OG0000553	Prae.g_00577	Prbb.g_00603
OG0000554	Prae.g_00578	Prbb.g_00604
OG0000555	Prae.g_00579	Prbb.g_00606
OG0000556	Prae.g_00580	Prbb.g_00607
OG0000557	Prae.g_00581	Prbb.g_00608
OG0000558	Prae.g_00582	Prbb.g_00609
OG0000559	Prae.g_00583	Prbb.g_00610
OG0000560	Prae.g_00584	Prbb.g_00611
OG0000561	Prae.g_00585	Prbb.g_00612
OG0000562	Prae.g_00586	Prbb.g_00613
OG0000563	Prae.g_00587	Prbb.g_00614
OG0000564	Prae.g_00588	Prbb.g_00615
OG0000565	Prae.g_00589	Prbb.g_00616
OG0000566	Prae.g_00590	Prbb.g_00617
OG0000567	Prae.g_00591	Prbb.g_00618
OG0000568	Prae.g_00592	Prbb.g_00619
OG0000569	Prae.g_00595	Prbb.g_00622
OG0000570	Prae.g_00596	Prbb.g_00623
OG0000571	Prae.g_00598	Prbb.g_00624
OG0000572	Prae.g_00599	Prbb.g_00626
OG0000573	Prae.g_00600	Prbb.g_00627
OG0000574	Prae.g_00601	Prbb.g_00628
OG0000575	Prae.g_00602	Prbb.g_00629
OG0000576	Prae.g_00603	Prbb.g_00630
OG0000577	Prae.g_00604	Prbb.g_00631
OG0000578	Prae.g_00605	Prbb.g_00632
OG0000579	Prae.g_00606	Prbb.g_00633
OG0000580	Prae.g_00607	Prbb.g_00634
OG0000581	Prae.g_00608	Prbb.g_00635
OG0000582	Prae.g_00609	Prbb.g_00636
OG0000583	Prae.g_00610	Prbb.g_00637
OG0000584	Prae.g_00612	Prbb.g_00639
OG0000585	Prae.g_00613	Prbb.g_00640
OG0000586	Prae.g_00614	Prbb.g_00641
OG0000587	Prae.g_00615	Prbb.g_00642
OG0000588	Prae.g_00616	Prbb.g_00643
OG0000589	Prae.g_00617	Prbb.g_00644
OG0000590	Prae.g_00618	Prbb.g_00645
OG0000591	Prae.g_00619	Prbb.g_00646
OG0000592	Prae.g_00620	Prbb.g_00647
OG0000593	Prae.g_00621	Prbb.g_00648
OG0000594	Prae.g_00622	Prbb.g_00649
OG0000595	Prae.g_00623	Prbb.g_00650
OG0000596	Prae.g_00624	Prbb.g_00651
OG0000597	Prae.g_00628	Prbb.g_00655
OG0000598	Prae.g_00629	Prbb.g_00656
OG0000599	Prae.g_00630	Prbb.g_00657
OG0000600	Prae.g_00631	Prbb.g_00658
OG0000601	Prae.g_00632	Prbb.g_00659
OG0000602	Prae.g_00633	Prbb.g_00660
OG0000603	Prae.g_00634	Prbb.g_00661
OG0000604	Prae.g_00635	Prbb.g_00662
OG0000605	Prae.g_00636	Prbb.g_00664
OG0000606	Prae.g_00637	Prbb.g_00665
OG0000607	Prae.g_00638	Prbb.g_00667
OG0000608	Prae.g_00639	Prbb.g_00668
OG0000609	Prae.g_00641	Prbb.g_00670
OG0000610	Prae.g_00642	Prbb.g_00671
OG0000611	Prae.g_00644	Prbb.g_00674
OG0000612	Prae.g_00645	Prbb.g_00675
OG0000613	Prae.g_00647	Prbb.g_00677
OG0000614	Prae.g_00653	Prbb.g_00684
OG0000615	Prae.g_00654	Prbb.g_00685
OG0000616	Prae.g_00655	Prbb.g_00686
OG0000617	Prae.g_00657	Prbb.g_00689
OG0000618	Prae.g_00658	Prbb.g_00690
OG0000619	Prae.g_00659	Prbb.g_00691
OG0000620	Prae.g_00661	Prbb.g_00693
OG0000621	Prae.g_00662	Prbb.g_00694
OG0000622	Prae.g_00663	Prbb.g_00695
OG0000623	Prae.g_00664	Prbb.g_00696
OG0000624	Prae.g_00666	Prbb.g_00700
OG0000625	Prae.g_00667	Prbb.g_00701
OG0000626	Prae.g_00668	Prbb.g_00702
OG0000627	Prae.g_00669	Prbb.g_01450
OG0000628	Prae.g_00670	Prbb.g_00703
OG0000629	Prae.g_00671	Prbb.g_00705
OG0000630	Prae.g_00673	Prbb.g_00707
OG0000631	Prae.g_00674	Prbb.g_00708
OG0000632	Prae.g_00678	Prbb.g_02176
OG0000633	Prae.g_00679	Prbb.g_01260
OG0000634	Prae.g_00712	Prbb.g_00714
OG0000635	Prae.g_00714	Prbb.g_00716
OG0000636	Prae.g_00715	Prbb.g_00717
OG0000637	Prae.g_00717	Prbb.g_00719
OG0000638	Prae.g_00718	Prbb.g_00720
OG0000639	Prae.g_00719	Prbb.g_00721
OG0000640	Prae.g_00720	Prbb.g_00722
OG0000641	Prae.g_00721	Prbb.g_00723
OG0000642	Prae.g_00722	Prbb.g_00724
OG0000643	Prae.g_00723	Prbb.g_00725
OG0000644	Prae.g_00725	Prbb.g_00727
OG0000645	Prae.g_00726	Prbb.g_00729
OG0000646	Prae.g_00727	Prbb.g_00730
OG0000647	Prae.g_00728	Prbb.g_00731
OG0000648	Prae.g_00729	Prbb.g_00733
OG0000649	Prae.g_00730	Prbb.g_00734
OG0000650	Prae.g_00731	Prbb.g_00735
OG0000651	Prae.g_00732	Prbb.g_00736
OG0000652	Prae.g_00734	Prbb.g_00738
OG0000653	Prae.g_00750	Prbb.g_00086
OG0000654	Prae.g_00752	Prbb.g_00108
OG0000655	Prae.g_00761	Prbb.g_01452
OG0000656	Prae.g_00766	Prbb.g_01099
OG0000657	Prae.g_00770	Prbb.g_00983
OG0000658	Prae.g_00771	Prbb.g_00982
OG0000659	Prae.g_00772	Prbb.g_00981
OG0000660	Prae.g_00784	Prbb.g_00389
OG0000661	Prae.g_00793	Prbb.g_00958
OG0000662	Prae.g_00794	Prbb.g_00960
OG0000663	Prae.g_00797	Prbb.g_00962
OG0000664	Prae.g_00798	Prbb.g_00963
OG0000665	Prae.g_00799	Prbb.g_00964
OG0000666	Prae.g_00800	Prbb.g_00777
OG0000667	Prae.g_00801	Prbb.g_00778
OG0000668	Prae.g_00802	Prbb.g_00779
OG0000669	Prae.g_00803	Prbb.g_00780
OG0000670	Prae.g_00805	Prbb.g_00782
OG0000671	Prae.g_00806	Prbb.g_00783
OG0000672	Prae.g_00807	Prbb.g_00784
OG0000673	Prae.g_00808	Prbb.g_00785
OG0000674	Prae.g_00809	Prbb.g_00786
OG0000675	Prae.g_00810	Prbb.g_00787
OG0000676	Prae.g_00812	Prbb.g_00789
OG0000677	Prae.g_00814	Prbb.g_00791
OG0000678	Prae.g_00815	Prbb.g_00792
OG0000679	Prae.g_00816	Prbb.g_00793
OG0000680	Prae.g_00817	Prbb.g_00794
OG0000681	Prae.g_00818	Prbb.g_00795
OG0000682	Prae.g_00819	Prbb.g_00796
OG0000683	Prae.g_00820	Prbb.g_00798
OG0000684	Prae.g_00821	Prbb.g_00800
OG0000685	Prae.g_00822	Prbb.g_00801
OG0000686	Prae.g_00823	Prbb.g_00802
OG0000687	Prae.g_00824	Prbb.g_00803
OG0000688	Prae.g_00825	Prbb.g_00804
OG0000689	Prae.g_00826	Prbb.g_00805
OG0000690	Prae.g_00827	Prbb.g_00806
OG0000691	Prae.g_00829	Prbb.g_00808
OG0000692	Prae.g_00830	Prbb.g_00809
OG0000693	Prae.g_00831	Prbb.g_00810
OG0000694	Prae.g_00832	Prbb.g_00811
OG0000695	Prae.g_00833	Prbb.g_00812
OG0000696	Prae.g_00834	Prbb.g_00813
OG0000697	Prae.g_00836	Prbb.g_00814
OG0000698	Prae.g_00837	Prbb.g_00815
OG0000699	Prae.g_00840	Prbb.g_00818
OG0000700	Prae.g_00841	Prbb.g_00819
OG0000701	Prae.g_00842	Prbb.g_00821
OG0000702	Prae.g_00843	Prbb.g_00822
OG0000703	Prae.g_00844	Prbb.g_00823
OG0000704	Prae.g_00845	Prbb.g_00824
OG0000705	Prae.g_00847	Prbb.g_00827
OG0000706	Prae.g_00848	Prbb.g_00828
OG0000707	Prae.g_00849	Prbb.g_00829
OG0000708	Prae.g_00850	Prbb.g_00830
OG0000709	Prae.g_00851	Prbb.g_00831
OG0000710	Prae.g_00852	Prbb.g_00832
OG0000711	Prae.g_00853	Prbb.g_00833
OG0000712	Prae.g_00854	Prbb.g_00834
OG0000713	Prae.g_00855	Prbb.g_00835
OG0000714	Prae.g_00857	Prbb.g_00837
OG0000715	Prae.g_00858	Prbb.g_00838
OG0000716	Prae.g_00859	Prbb.g_00839
OG0000717	Prae.g_00860	Prbb.g_00840
OG0000718	Prae.g_00861	Prbb.g_00841
OG0000719	Prae.g_00863	Prbb.g_00843
OG0000720	Prae.g_00865	Prbb.g_00847
OG0000721	Prae.g_00866	Prbb.g_00848
OG0000722	Prae.g_00892	Prbb.g_00914
OG0000723	Prae.g_00897	Prbb.g_00917
OG0000724	Prae.g_00900	Prbb.g_00922
OG0000725	Prae.g_00901	Prbb.g_00924
OG0000726	Prae.g_00902	Prbb.g_00925
OG0000727	Prae.g_00903	Prbb.g_00926
OG0000728	Prae.g_00904	Prbb.g_00927
OG0000729	Prae.g_00905	Prbb.g_00929
OG0000730	Prae.g_00906	Prbb.g_00930
OG0000731	Prae.g_00908	Prbb.g_00932
OG0000732	Prae.g_00909	Prbb.g_00933
OG0000733	Prae.g_00910	Prbb.g_00934
OG0000734	Prae.g_00911	Prbb.g_00935
OG0000735	Prae.g_00912	Prbb.g_00936
OG0000736	Prae.g_00914	Prbb.g_00938
OG0000737	Prae.g_00915	Prbb.g_00939
OG0000738	Prae.g_00917	Prbb.g_00942
OG0000739	Prae.g_00918	Prbb.g_00943
OG0000740	Prae.g_00919	Prbb.g_00944
OG0000741	Prae.g_00921	Prbb.g_00946
OG0000742	Prae.g_00922	Prbb.g_00947
OG0000743	Prae.g_00925	Prbb.g_00951
OG0000744	Prae.g_00926	Prbb.g_00952
OG0000745	Prae.g_00927	Prbb.g_00762
OG0000746	Prae.g_00928	Prbb.g_00763
OG0000747	Prae.g_00929	Prbb.g_00764
OG0000748	Prae.g_00930	Prbb.g_00765
OG0000749	Prae.g_00931	Prbb.g_00766
OG0000750	Prae.g_00932	Prbb.g_00767
OG0000751	Prae.g_00934	Prbb.g_00769
OG0000752	Prae.g_00935	Prbb.g_00770
OG0000753	Prae.g_00936	Prbb.g_00771
OG0000754	Prae.g_00937	Prbb.g_00772
OG0000755	Prae.g_00938	Prbb.g_00774
OG0000756	Prae.g_00939	Prbb.g_00775
OG0000757	Prae.g_00940	Prbb.g_00776
OG0000758	Prae.g_00941	Prbb.g_00965
OG0000759	Prae.g_00942	Prbb.g_00966
OG0000760	Prae.g_00943	Prbb.g_00967
OG0000761	Prae.g_00944	Prbb.g_00968
OG0000762	Prae.g_00946	Prbb.g_00970
OG0000763	Prae.g_00947	Prbb.g_00971
OG0000764	Prae.g_00948	Prbb.g_00972
OG0000765	Prae.g_00949	Prbb.g_00973
OG0000766	Prae.g_00950	Prbb.g_00974
OG0000767	Prae.g_00951	Prbb.g_00975
OG0000768	Prae.g_00952	Prbb.g_00976
OG0000769	Prae.g_00953	Prbb.g_00977
OG0000770	Prae.g_00954	Prbb.g_00978
OG0000771	Prae.g_00955	Prbb.g_00979
OG0000772	Prae.g_00956	Prbb.g_00893
OG0000773	Prae.g_00958	Prbb.g_00984
OG0000774	Prae.g_00959	Prbb.g_00985
OG0000775	Prae.g_00960	Prbb.g_00986
OG0000776	Prae.g_00961	Prbb.g_00988
OG0000777	Prae.g_00962	Prbb.g_00989
OG0000778	Prae.g_00963	Prbb.g_00990
OG0000779	Prae.g_00965	Prbb.g_00992
OG0000780	Prae.g_00966	Prbb.g_00993
OG0000781	Prae.g_00967	Prbb.g_00994
OG0000782	Prae.g_00969	Prbb.g_00996
OG0000783	Prae.g_00970	Prbb.g_00997
OG0000784	Prae.g_00971	Prbb.g_00998
OG0000785	Prae.g_00972	Prbb.g_00999
OG0000786	Prae.g_00973	Prbb.g_01000
OG0000787	Prae.g_00975	Prbb.g_01002
OG0000788	Prae.g_00976	Prbb.g_01003
OG0000789	Prae.g_00977	Prbb.g_01004
OG0000790	Prae.g_00978	Prbb.g_01005
OG0000791	Prae.g_00979	Prbb.g_01006
OG0000792	Prae.g_00980	Prbb.g_00101
OG0000793	Prae.g_00981	Prbb.g_01007
OG0000794	Prae.g_00982	Prbb.g_01008
OG0000795	Prae.g_00983	Prbb.g_01009
OG0000796	Prae.g_00985	Prbb.g_01010
OG0000797	Prae.g_00987	Prbb.g_01012
OG0000798	Prae.g_00988	Prbb.g_01013
OG0000799	Prae.g_00989	Prbb.g_01014
OG0000800	Prae.g_00990	Prbb.g_01015
OG0000801	Prae.g_00991	Prbb.g_01016
OG0000802	Prae.g_00993	Prbb.g_01017
OG0000803	Prae.g_00994	Prbb.g_01018
OG0000804	Prae.g_01009	Prbb.g_01036
OG0000805	Prae.g_01011	Prbb.g_01037
OG0000806	Prae.g_01012	Prbb.g_01038
OG0000807	Prae.g_01013	Prbb.g_01039
OG0000808	Prae.g_01014	Prbb.g_01040
OG0000809	Prae.g_01018	Prbb.g_01045
OG0000810	Prae.g_01019	Prbb.g_01047
OG0000811	Prae.g_01020	Prbb.g_01048
OG0000812	Prae.g_01021	Prbb.g_00892
OG0000813	Prae.g_01022	Prbb.g_01049
OG0000814	Prae.g_01023	Prbb.g_01050
OG0000815	Prae.g_01024	Prbb.g_01051
OG0000816	Prae.g_01026	Prbb.g_01054
OG0000817	Prae.g_01029	Prbb.g_01058
OG0000818	Prae.g_01030	Prbb.g_01059
OG0000819	Prae.g_01032	Prbb.g_01062
OG0000820	Prae.g_01033	Prbb.g_01063
OG0000821	Prae.g_01034	Prbb.g_01064
OG0000822	Prae.g_01035	Prbb.g_01065
OG0000823	Prae.g_01038	Prbb.g_01068
OG0000824	Prae.g_01039	Prbb.g_01069
OG0000825	Prae.g_01041	Prbb.g_00891
OG0000826	Prae.g_01042	Prbb.g_00890
OG0000827	Prae.g_01043	Prbb.g_00889
OG0000828	Prae.g_01045	Prbb.g_00887
OG0000829	Prae.g_01072	Prbb.g_00897
OG0000830	Prae.g_01081	Prbb.g_01108
OG0000831	Prae.g_01084	Prbb.g_01090
OG0000832	Prae.g_01085	Prbb.g_01783
OG0000833	Prae.g_01092	Prbb.g_02071
OG0000834	Prae.g_01096	Prbb.g_00392
OG0000835	Prae.g_01100	Prbb.g_00400
OG0000836	Prae.g_01102	Prbb.g_01780
OG0000837	Prae.g_01115	Prbb.g_01085
OG0000838	Prae.g_01131	Prbb.g_01888
OG0000839	Prae.g_01132	Prbb.g_01889
OG0000840	Prae.g_01137	Prbb.g_01126
OG0000841	Prae.g_01144	Prbb.g_01539
OG0000842	Prae.g_01148	Prbb.g_01533
OG0000843	Prae.g_01150	Prbb.g_01531
OG0000844	Prae.g_01151	Prbb.g_01530
OG0000845	Prae.g_01152	Prbb.g_01529
OG0000846	Prae.g_01153	Prbb.g_01528
OG0000847	Prae.g_01154	Prbb.g_01527
OG0000848	Prae.g_01155	Prbb.g_01526
OG0000849	Prae.g_01156	Prbb.g_01525
OG0000850	Prae.g_01157	Prbb.g_01524
OG0000851	Prae.g_01159	Prbb.g_01521
OG0000852	Prae.g_01162	Prbb.g_01518
OG0000853	Prae.g_01164	Prbb.g_01516
OG0000854	Prae.g_01165	Prbb.g_01515
OG0000855	Prae.g_01166	Prbb.g_01513
OG0000856	Prae.g_01167	Prbb.g_01512
OG0000857	Prae.g_01168	Prbb.g_01511
OG0000858	Prae.g_01170	Prbb.g_01508
OG0000859	Prae.g_01171	Prbb.g_01507
OG0000860	Prae.g_01172	Prbb.g_01506
OG0000861	Prae.g_01173	Prbb.g_01505
OG0000862	Prae.g_01174	Prbb.g_01504
OG0000863	Prae.g_01175	Prbb.g_01502
OG0000864	Prae.g_01176	Prbb.g_01501
OG0000865	Prae.g_01177	Prbb.g_01500
OG0000866	Prae.g_01178	Prbb.g_01499
OG0000867	Prae.g_01181	Prbb.g_01497
OG0000868	Prae.g_01183	Prbb.g_01495
OG0000869	Prae.g_01184	Prbb.g_01493
OG0000870	Prae.g_01185	Prbb.g_01491
OG0000871	Prae.g_01186	Prbb.g_01490
OG0000872	Prae.g_01187	Prbb.g_01488
OG0000873	Prae.g_01188	Prbb.g_01487
OG0000874	Prae.g_01189	Prbb.g_01486
OG0000875	Prae.g_01190	Prbb.g_01484
OG0000876	Prae.g_01192	Prbb.g_01482
OG0000877	Prae.g_01193	Prbb.g_01481
OG0000878	Prae.g_01194	Prbb.g_01480
OG0000879	Prae.g_01195	Prbb.g_01479
OG0000880	Prae.g_01196	Prbb.g_01478
OG0000881	Prae.g_01197	Prbb.g_01477
OG0000882	Prae.g_01198	Prbb.g_01476
OG0000883	Prae.g_01199	Prbb.g_01475
OG0000884	Prae.g_01200	Prbb.g_01474
OG0000885	Prae.g_01201	Prbb.g_01473
OG0000886	Prae.g_01202	Prbb.g_01472
OG0000887	Prae.g_01203	Prbb.g_01471
OG0000888	Prae.g_01204	Prbb.g_01470
OG0000889	Prae.g_01205	Prbb.g_01469
OG0000890	Prae.g_01206	Prbb.g_01468
OG0000891	Prae.g_01207	Prbb.g_01467
OG0000892	Prae.g_01208	Prbb.g_01465
OG0000893	Prae.g_01209	Prbb.g_01464
OG0000894	Prae.g_01211	Prbb.g_01463
OG0000895	Prae.g_01212	Prbb.g_01462
OG0000896	Prae.g_01214	Prbb.g_01461
OG0000897	Prae.g_01215	Prbb.g_01460
OG0000898	Prae.g_01216	Prbb.g_01459
OG0000899	Prae.g_01217	Prbb.g_01458
OG0000900	Prae.g_01219	Prbb.g_01457
OG0000901	Prae.g_01293	Prbb.g_01291
OG0000902	Prae.g_01317	Prbb.g_01575
OG0000903	Prae.g_01318	Prbb.g_01576
OG0000904	Prae.g_01319	Prbb.g_01577
OG0000905	Prae.g_01320	Prbb.g_01578
OG0000906	Prae.g_01321	Prbb.g_01580
OG0000907	Prae.g_01324	Prbb.g_01581
OG0000908	Prae.g_01325	Prbb.g_01582
OG0000909	Prae.g_01326	Prbb.g_01583
OG0000910	Prae.g_01327	Prbb.g_01584
OG0000911	Prae.g_01328	Prbb.g_01585
OG0000912	Prae.g_01331	Prbb.g_01588
OG0000913	Prae.g_01332	Prbb.g_01589
OG0000914	Prae.g_01333	Prbb.g_01590
OG0000915	Prae.g_01335	Prbb.g_01592
OG0000916	Prae.g_01336	Prbb.g_01593
OG0000917	Prae.g_01337	Prbb.g_01594
OG0000918	Prae.g_01338	Prbb.g_01595
OG0000919	Prae.g_01339	Prbb.g_01596
OG0000920	Prae.g_01340	Prbb.g_01597
OG0000921	Prae.g_01342	Prbb.g_01600
OG0000922	Prae.g_01343	Prbb.g_01601
OG0000923	Prae.g_01350	Prbb.g_01608
OG0000924	Prae.g_01351	Prbb.g_01609
OG0000925	Prae.g_01354	Prbb.g_01612
OG0000926	Prae.g_01355	Prbb.g_00746
OG0000927	Prae.g_01356	Prbb.g_01541
OG0000928	Prae.g_01358	Prbb.g_01057
OG0000929	Prae.g_01360	Prbb.g_01789
OG0000930	Prae.g_01362	Prbb.g_01637
OG0000931	Prae.g_01363	Prbb.g_00845
OG0000932	Prae.g_01366	Prbb.g_01201
OG0000933	Prae.g_01370	Prbb.g_01641
OG0000934	Prae.g_01371	Prbb.g_01642
OG0000935	Prae.g_01372	Prbb.g_01643
OG0000936	Prae.g_01373	Prbb.g_01644
OG0000937	Prae.g_01374	Prbb.g_01645
OG0000938	Prae.g_01375	Prbb.g_01646
OG0000939	Prae.g_01376	Prbb.g_01647
OG0000940	Prae.g_01377	Prbb.g_01648
OG0000941	Prae.g_01378	Prbb.g_01649
OG0000942	Prae.g_01379	Prbb.g_01650
OG0000943	Prae.g_01380	Prbb.g_01651
OG0000944	Prae.g_01381	Prbb.g_01652
OG0000945	Prae.g_01382	Prbb.g_01653
OG0000946	Prae.g_01383	Prbb.g_01654
OG0000947	Prae.g_01384	Prbb.g_01655
OG0000948	Prae.g_01385	Prbb.g_01656
OG0000949	Prae.g_01386	Prbb.g_01657
OG0000950	Prae.g_01426	Prbb.g_02044
OG0000951	Prae.g_01441	Prbb.g_01668
OG0000952	Prae.g_01442	Prbb.g_01669
OG0000953	Prae.g_01443	Prbb.g_01670
OG0000954	Prae.g_01444	Prbb.g_01671
OG0000955	Prae.g_01445	Prbb.g_01672
OG0000956	Prae.g_01447	Prbb.g_01674
OG0000957	Prae.g_01448	Prbb.g_01675
OG0000958	Prae.g_01449	Prbb.g_01676
OG0000959	Prae.g_01450	Prbb.g_01677
OG0000960	Prae.g_01451	Prbb.g_01678
OG0000961	Prae.g_01452	Prbb.g_01679
OG0000962	Prae.g_01453	Prbb.g_01680
OG0000963	Prae.g_01454	Prbb.g_01681
OG0000964	Prae.g_01455	Prbb.g_01683
OG0000965	Prae.g_01457	Prbb.g_01684
OG0000966	Prae.g_01458	Prbb.g_01685
OG0000967	Prae.g_01461	Prbb.g_01688
OG0000968	Prae.g_01462	Prbb.g_01689
OG0000969	Prae.g_01463	Prbb.g_01690
OG0000970	Prae.g_01464	Prbb.g_01691
OG0000971	Prae.g_01465	Prbb.g_01692
OG0000972	Prae.g_01466	Prbb.g_01693
OG0000973	Prae.g_01468	Prbb.g_01695
OG0000974	Prae.g_01469	Prbb.g_01696
OG0000975	Prae.g_01470	Prbb.g_01697
OG0000976	Prae.g_01471	Prbb.g_01698
OG0000977	Prae.g_01472	Prbb.g_01699
OG0000978	Prae.g_01473	Prbb.g_01700
OG0000979	Prae.g_01474	Prbb.g_01701
OG0000980	Prae.g_01475	Prbb.g_00465
OG0000981	Prae.g_01476	Prbb.g_01702
OG0000982	Prae.g_01477	Prbb.g_01703
OG0000983	Prae.g_01478	Prbb.g_01704
OG0000984	Prae.g_01482	Prbb.g_01707
OG0000985	Prae.g_01483	Prbb.g_01708
OG0000986	Prae.g_01484	Prbb.g_01709
OG0000987	Prae.g_01486	Prbb.g_01711
OG0000988	Prae.g_01487	Prbb.g_01712
OG0000989	Prae.g_01488	Prbb.g_01713
OG0000990	Prae.g_01489	Prbb.g_01714
OG0000991	Prae.g_01490	Prbb.g_01715
OG0000992	Prae.g_01491	Prbb.g_01716
OG0000993	Prae.g_01492	Prbb.g_01717
OG0000994	Prae.g_01493	Prbb.g_01718
OG0000995	Prae.g_01494	Prbb.g_01719
OG0000996	Prae.g_01495	Prbb.g_01720
OG0000997	Prae.g_01497	Prbb.g_01722
OG0000998	Prae.g_01500	Prbb.g_01728
OG0000999	Prae.g_01502	Prbb.g_01731
OG0001000	Prae.g_01503	Prbb.g_01732
OG0001001	Prae.g_01504	Prbb.g_01733
OG0001002	Prae.g_01506	Prbb.g_01735
OG0001003	Prae.g_01507	Prbb.g_01736
OG0001004	Prae.g_01508	Prbb.g_01737
OG0001005	Prae.g_01509	Prbb.g_01738
OG0001006	Prae.g_01511	Prbb.g_01740
OG0001007	Prae.g_01512	Prbb.g_01741
OG0001008	Prae.g_01513	Prbb.g_01742
OG0001009	Prae.g_01514	Prbb.g_01744
OG0001010	Prae.g_01515	Prbb.g_01745
OG0001011	Prae.g_01516	Prbb.g_01746
OG0001012	Prae.g_01517	Prbb.g_01747
OG0001013	Prae.g_01518	Prbb.g_01748
OG0001014	Prae.g_01519	Prbb.g_01749
OG0001015	Prae.g_01520	Prbb.g_01750
OG0001016	Prae.g_01521	Prbb.g_01751
OG0001017	Prae.g_01522	Prbb.g_01752
OG0001018	Prae.g_01523	Prbb.g_01753
OG0001019	Prae.g_01524	Prbb.g_01754
OG0001020	Prae.g_01525	Prbb.g_01755
OG0001021	Prae.g_01526	Prbb.g_01756
OG0001022	Prae.g_01527	Prbb.g_01757
OG0001023	Prae.g_01528	Prbb.g_01758
OG0001024	Prae.g_01530	Prbb.g_01760
OG0001025	Prae.g_01531	Prbb.g_01761
OG0001026	Prae.g_01532	Prbb.g_01762
OG0001027	Prae.g_01533	Prbb.g_01763
OG0001028	Prae.g_01534	Prbb.g_01765
OG0001029	Prae.g_01535	Prbb.g_01766
OG0001030	Prae.g_01538	Prbb.g_01769
OG0001031	Prae.g_01539	Prbb.g_01770
OG0001032	Prae.g_01547	Prbb.g_01555
OG0001033	Prae.g_01554	Prbb.g_01659
OG0001034	Prae.g_01582	Prbb.g_00799
OG0001035	Prae.g_01617	Prbb.g_01817
OG0001036	Prae.g_01618	Prbb.g_01818
OG0001037	Prae.g_01624	Prbb.g_01824
OG0001038	Prae.g_01625	Prbb.g_01825
OG0001039	Prae.g_01626	Prbb.g_01826
OG0001040	Prae.g_01627	Prbb.g_01827
OG0001041	Prae.g_01629	Prbb.g_01828
OG0001042	Prae.g_01630	Prbb.g_01829
OG0001043	Prae.g_01631	Prbb.g_01830
OG0001044	Prae.g_01632	Prbb.g_01831
OG0001045	Prae.g_01633	Prbb.g_01832
OG0001046	Prae.g_01634	Prbb.g_01833
OG0001047	Prae.g_01635	Prbb.g_01834
OG0001048	Prae.g_01637	Prbb.g_01835
OG0001049	Prae.g_01638	Prbb.g_01836
OG0001050	Prae.g_01639	Prbb.g_01837
OG0001051	Prae.g_01640	Prbb.g_01838
OG0001052	Prae.g_01641	Prbb.g_01839
OG0001053	Prae.g_01642	Prbb.g_01840
OG0001054	Prae.g_01643	Prbb.g_01841
OG0001055	Prae.g_01644	Prbb.g_01842
OG0001056	Prae.g_01645	Prbb.g_01843
OG0001057	Prae.g_01647	Prbb.g_01845
OG0001058	Prae.g_01648	Prbb.g_01846
OG0001059	Prae.g_01649	Prbb.g_01847
OG0001060	Prae.g_01650	Prbb.g_01848
OG0001061	Prae.g_01651	Prbb.g_01849
OG0001062	Prae.g_01652	Prbb.g_01851
OG0001063	Prae.g_01653	Prbb.g_01852
OG0001064	Prae.g_01654	Prbb.g_01853
OG0001065	Prae.g_01655	Prbb.g_01854
OG0001066	Prae.g_01656	Prbb.g_01855
OG0001067	Prae.g_01657	Prbb.g_01856
OG0001068	Prae.g_01658	Prbb.g_01857
OG0001069	Prae.g_01661	Prbb.g_01859
OG0001070	Prae.g_01663	Prbb.g_01861
OG0001071	Prae.g_01664	Prbb.g_01862
OG0001072	Prae.g_01665	Prbb.g_01863
OG0001073	Prae.g_01666	Prbb.g_01864
OG0001074	Prae.g_01667	Prbb.g_01865
OG0001075	Prae.g_01668	Prbb.g_01867
OG0001076	Prae.g_01670	Prbb.g_01869
OG0001077	Prae.g_01671	Prbb.g_01870
OG0001078	Prae.g_01672	Prbb.g_01871
OG0001079	Prae.g_01673	Prbb.g_01872
OG0001080	Prae.g_01674	Prbb.g_01873
OG0001081	Prae.g_01675	Prbb.g_01874
OG0001082	Prae.g_01676	Prbb.g_01875
OG0001083	Prae.g_01677	Prbb.g_01876
OG0001084	Prae.g_01678	Prbb.g_01877
OG0001085	Prae.g_01679	Prbb.g_01878
OG0001086	Prae.g_01686	Prbb.g_01922
OG0001087	Prae.g_01687	Prbb.g_01924
OG0001088	Prae.g_01688	Prbb.g_01925
OG0001089	Prae.g_01690	Prbb.g_01927
OG0001090	Prae.g_01691	Prbb.g_01928
OG0001091	Prae.g_01692	Prbb.g_01929
OG0001092	Prae.g_01693	Prbb.g_01930
OG0001093	Prae.g_01694	Prbb.g_01931
OG0001094	Prae.g_01695	Prbb.g_01932
OG0001095	Prae.g_01696	Prbb.g_01933
OG0001096	Prae.g_01697	Prbb.g_01934
OG0001097	Prae.g_01698	Prbb.g_01935
OG0001098	Prae.g_01699	Prbb.g_01936
OG0001099	Prae.g_01700	Prbb.g_01937
OG0001100	Prae.g_01701	Prbb.g_01938
OG0001101	Prae.g_01702	Prbb.g_01939
OG0001102	Prae.g_01705	Prbb.g_01948
OG0001103	Prae.g_01706	Prbb.g_01947
OG0001104	Prae.g_01707	Prbb.g_01943
OG0001105	Prae.g_01709	Prbb.g_01945
OG0001106	Prae.g_01711	Prbb.g_01942
OG0001107	Prae.g_01712	Prbb.g_01941
OG0001108	Prae.g_01713	Prbb.g_01940
