Orthogroup	Prbl	Prax
OG0000574	Prbl.g_01032	Prax.g_00113
OG0000575	Prbl.g_01031	Prax.g_00114
OG0000576	Prbl.g_01030	Prax.g_00115
OG0000577	Prbl.g_01412	Prax.g_00116
OG0000578	Prbl.g_01411	Prax.g_00117
OG0000579	Prbl.g_01409	Prax.g_00118
OG0000580	Prbl.g_01406	Prax.g_00119
OG0000581	Prbl.g_01405	Prax.g_00120
OG0000582	Prbl.g_01404	Prax.g_00121
OG0000583	Prbl.g_01403	Prax.g_00122
OG0000584	Prbl.g_01401	Prax.g_00123
OG0000585	Prbl.g_01400	Prax.g_00977
OG0000586	Prbl.g_01398	Prax.g_00975
OG0000587	Prbl.g_01397	Prax.g_00974
OG0000588	Prbl.g_01394	Prax.g_00972
OG0000589	Prbl.g_01392	Prax.g_00971
OG0000590	Prbl.g_00891	Prax.g_00969
OG0000591	Prbl.g_01915	Prax.g_00963
OG0000592	Prbl.g_00027	Prax.g_00962
OG0000593	Prbl.g_01242	Prax.g_00961
OG0000594	Prbl.g_02295	Prax.g_00959
OG0000595	Prbl.g_01046	Prax.g_00958
OG0000596	Prbl.g_01869	Prax.g_00957
OG0000597	Prbl.g_01847	Prax.g_00955
OG0000598	Prbl.g_01853	Prax.g_00954
OG0000599	Prbl.g_01857	Prax.g_00953
OG0000600	Prbl.g_01858	Prax.g_00952
OG0000601	Prbl.g_01872	Prax.g_00950
OG0000602	Prbl.g_01873	Prax.g_00949
OG0000603	Prbl.g_01874	Prax.g_00948
OG0000604	Prbl.g_00021	Prax.g_00947
OG0000605	Prbl.g_00022	Prax.g_00946
OG0000606	Prbl.g_00024	Prax.g_00945
OG0000607	Prbl.g_00026	Prax.g_00943
OG0000608	Prbl.g_02373	Prax.g_00942
OG0000609	Prbl.g_02137	Prax.g_00938
OG0000610	Prbl.g_00120	Prax.g_00937
OG0000611	Prbl.g_02565	Prax.g_00484
OG0000612	Prbl.g_02564	Prax.g_00483
OG0000613	Prbl.g_02563	Prax.g_00482
OG0000614	Prbl.g_02562	Prax.g_00481
OG0000615	Prbl.g_02561	Prax.g_00479
OG0000616	Prbl.g_02560	Prax.g_00478
OG0000617	Prbl.g_02559	Prax.g_00477
OG0000618	Prbl.g_02558	Prax.g_00476
OG0000619	Prbl.g_02556	Prax.g_00475
OG0000620	Prbl.g_02555	Prax.g_00474
OG0000621	Prbl.g_02554	Prax.g_00473
OG0000622	Prbl.g_02553	Prax.g_00472
OG0000623	Prbl.g_02552	Prax.g_00471
OG0000624	Prbl.g_02551	Prax.g_00470
OG0000625	Prbl.g_02550	Prax.g_00469
OG0000626	Prbl.g_02549	Prax.g_00468
OG0000627	Prbl.g_02426	Prax.g_00467
OG0000628	Prbl.g_02427	Prax.g_00466
OG0000629	Prbl.g_02430	Prax.g_00465
OG0000630	Prbl.g_02431	Prax.g_00464
OG0000631	Prbl.g_02434	Prax.g_00462
OG0000632	Prbl.g_00040	Prax.g_00432
OG0000633	Prbl.g_01904	Prax.g_00428
OG0000634	Prbl.g_00534	Prax.g_00413
OG0000635	Prbl.g_02470	Prax.g_00409
OG0000636	Prbl.g_02469	Prax.g_00408
OG0000637	Prbl.g_02468	Prax.g_00407
OG0000638	Prbl.g_01195	Prax.g_00395
OG0000639	Prbl.g_01930	Prax.g_00386
OG0000640	Prbl.g_02435	Prax.g_00384
OG0000641	Prbl.g_02440	Prax.g_00382
OG0000642	Prbl.g_02441	Prax.g_00381
OG0000643	Prbl.g_02442	Prax.g_00380
OG0000644	Prbl.g_02341	Prax.g_00379
OG0000645	Prbl.g_02340	Prax.g_00378
OG0000646	Prbl.g_02339	Prax.g_00377
OG0000647	Prbl.g_02338	Prax.g_00376
OG0000648	Prbl.g_02336	Prax.g_00374
OG0000649	Prbl.g_02335	Prax.g_00373
OG0000650	Prbl.g_02334	Prax.g_00372
OG0000651	Prbl.g_02333	Prax.g_00371
OG0000652	Prbl.g_02332	Prax.g_00370
OG0000653	Prbl.g_02331	Prax.g_00369
OG0000654	Prbl.g_02329	Prax.g_00367
OG0000655	Prbl.g_02327	Prax.g_00365
OG0000656	Prbl.g_02326	Prax.g_00364
OG0000657	Prbl.g_02325	Prax.g_00363
OG0000658	Prbl.g_02324	Prax.g_00362
OG0000659	Prbl.g_02323	Prax.g_00361
OG0000660	Prbl.g_02322	Prax.g_00360
OG0000661	Prbl.g_02320	Prax.g_00359
OG0000662	Prbl.g_02317	Prax.g_00358
OG0000663	Prbl.g_02316	Prax.g_00357
OG0000664	Prbl.g_02315	Prax.g_00356
OG0000665	Prbl.g_02314	Prax.g_00355
OG0000666	Prbl.g_02313	Prax.g_00354
OG0000667	Prbl.g_02312	Prax.g_00353
OG0000668	Prbl.g_02311	Prax.g_00352
OG0000669	Prbl.g_02309	Prax.g_00350
OG0000670	Prbl.g_02308	Prax.g_00349
OG0000671	Prbl.g_02307	Prax.g_00348
OG0000672	Prbl.g_02306	Prax.g_00347
OG0000673	Prbl.g_02305	Prax.g_00346
OG0000674	Prbl.g_02304	Prax.g_00345
OG0000675	Prbl.g_01534	Prax.g_00343
OG0000676	Prbl.g_01535	Prax.g_00342
OG0000677	Prbl.g_01538	Prax.g_00339
OG0000678	Prbl.g_01540	Prax.g_00337
OG0000679	Prbl.g_01542	Prax.g_00336
OG0000680	Prbl.g_01543	Prax.g_00335
OG0000681	Prbl.g_01544	Prax.g_00334
OG0000682	Prbl.g_01545	Prax.g_00333
OG0000683	Prbl.g_01547	Prax.g_00331
OG0000684	Prbl.g_01548	Prax.g_00330
OG0000685	Prbl.g_01549	Prax.g_00329
OG0000686	Prbl.g_01550	Prax.g_00328
OG0000687	Prbl.g_01551	Prax.g_00327
OG0000688	Prbl.g_01552	Prax.g_00326
OG0000689	Prbl.g_01554	Prax.g_00325
OG0000690	Prbl.g_01555	Prax.g_00324
OG0000691	Prbl.g_01556	Prax.g_00323
OG0000692	Prbl.g_01567	Prax.g_00321
OG0000693	Prbl.g_01568	Prax.g_00320
OG0000694	Prbl.g_01571	Prax.g_00319
OG0000695	Prbl.g_01576	Prax.g_00318
OG0000696	Prbl.g_01577	Prax.g_00317
OG0000697	Prbl.g_01579	Prax.g_00315
OG0000698	Prbl.g_02423	Prax.g_00313
OG0000699	Prbl.g_02546	Prax.g_00312
OG0000700	Prbl.g_02530	Prax.g_00546
OG0000701	Prbl.g_01329	Prax.g_00550
OG0000702	Prbl.g_01588	Prax.g_00553
OG0000703	Prbl.g_02414	Prax.g_00554
OG0000704	Prbl.g_01078	Prax.g_00555
OG0000705	Prbl.g_02413	Prax.g_00556
OG0000706	Prbl.g_02412	Prax.g_00557
OG0000707	Prbl.g_02410	Prax.g_00558
OG0000708	Prbl.g_02409	Prax.g_00559
OG0000709	Prbl.g_02407	Prax.g_00561
OG0000710	Prbl.g_02406	Prax.g_00562
OG0000711	Prbl.g_02405	Prax.g_00563
OG0000712	Prbl.g_02404	Prax.g_00564
OG0000713	Prbl.g_02403	Prax.g_00565
OG0000714	Prbl.g_02395	Prax.g_00567
OG0000715	Prbl.g_02393	Prax.g_00568
OG0000716	Prbl.g_02388	Prax.g_00570
OG0000717	Prbl.g_02386	Prax.g_00571
OG0000718	Prbl.g_02383	Prax.g_00572
OG0000719	Prbl.g_02368	Prax.g_00574
OG0000720	Prbl.g_02367	Prax.g_00575
OG0000721	Prbl.g_02365	Prax.g_00578
OG0000722	Prbl.g_02364	Prax.g_00579
OG0000723	Prbl.g_02363	Prax.g_00580
OG0000724	Prbl.g_02350	Prax.g_00582
OG0000725	Prbl.g_02351	Prax.g_00583
OG0000726	Prbl.g_02352	Prax.g_00584
OG0000727	Prbl.g_02353	Prax.g_00585
OG0000728	Prbl.g_02354	Prax.g_00586
OG0000729	Prbl.g_02356	Prax.g_00587
OG0000730	Prbl.g_02359	Prax.g_00588
OG0000731	Prbl.g_02348	Prax.g_00589
OG0000732	Prbl.g_02347	Prax.g_00590
OG0000733	Prbl.g_02346	Prax.g_00591
OG0000734	Prbl.g_02345	Prax.g_00592
OG0000735	Prbl.g_02344	Prax.g_00594
OG0000736	Prbl.g_02343	Prax.g_00595
OG0000737	Prbl.g_02342	Prax.g_00596
OG0000738	Prbl.g_02443	Prax.g_00597
OG0000739	Prbl.g_02444	Prax.g_00598
OG0000740	Prbl.g_02445	Prax.g_00599
OG0000741	Prbl.g_02447	Prax.g_00600
OG0000742	Prbl.g_02449	Prax.g_00602
OG0000743	Prbl.g_02450	Prax.g_00603
OG0000744	Prbl.g_02452	Prax.g_00604
OG0000745	Prbl.g_02453	Prax.g_00605
OG0000746	Prbl.g_02454	Prax.g_00606
OG0000747	Prbl.g_01688	Prax.g_00607
OG0000748	Prbl.g_02462	Prax.g_00608
OG0000749	Prbl.g_02463	Prax.g_00609
OG0000750	Prbl.g_02465	Prax.g_00610
OG0000751	Prbl.g_02466	Prax.g_00611
OG0000752	Prbl.g_02210	Prax.g_00612
OG0000753	Prbl.g_02471	Prax.g_00614
OG0000754	Prbl.g_02472	Prax.g_00615
OG0000755	Prbl.g_02473	Prax.g_00616
OG0000756	Prbl.g_02475	Prax.g_00617
OG0000757	Prbl.g_02476	Prax.g_00618
OG0000758	Prbl.g_02477	Prax.g_00619
OG0000759	Prbl.g_02482	Prax.g_01130
OG0000760	Prbl.g_02483	Prax.g_01131
OG0000761	Prbl.g_02485	Prax.g_01132
OG0000762	Prbl.g_02487	Prax.g_01134
OG0000763	Prbl.g_02489	Prax.g_01135
OG0000764	Prbl.g_02491	Prax.g_01136
OG0000765	Prbl.g_02492	Prax.g_01137
OG0000766	Prbl.g_02493	Prax.g_01138
OG0000767	Prbl.g_02495	Prax.g_01140
OG0000768	Prbl.g_02496	Prax.g_01141
OG0000769	Prbl.g_02497	Prax.g_01142
OG0000770	Prbl.g_02498	Prax.g_01143
OG0000771	Prbl.g_02499	Prax.g_01144
OG0000772	Prbl.g_02608	Prax.g_01145
OG0000773	Prbl.g_02501	Prax.g_01146
OG0000774	Prbl.g_02503	Prax.g_01147
OG0000775	Prbl.g_02505	Prax.g_01148
OG0000776	Prbl.g_02508	Prax.g_01150
OG0000777	Prbl.g_02509	Prax.g_01152
OG0000778	Prbl.g_02510	Prax.g_01153
OG0000779	Prbl.g_02514	Prax.g_01154
OG0000780	Prbl.g_02516	Prax.g_01156
OG0000781	Prbl.g_02520	Prax.g_01158
OG0000782	Prbl.g_02521	Prax.g_01159
OG0000783	Prbl.g_02526	Prax.g_01173
OG0000784	Prbl.g_02528	Prax.g_01175
OG0000785	Prbl.g_02529	Prax.g_01176
OG0000786	Prbl.g_02531	Prax.g_01177
OG0000787	Prbl.g_02532	Prax.g_01178
OG0000788	Prbl.g_02538	Prax.g_01182
OG0000789	Prbl.g_02541	Prax.g_01184
OG0000790	Prbl.g_02209	Prax.g_01185
OG0000791	Prbl.g_02542	Prax.g_01186
OG0000792	Prbl.g_02543	Prax.g_01187
OG0000793	Prbl.g_02544	Prax.g_01188
OG0000794	Prbl.g_02547	Prax.g_01190
OG0000795	Prbl.g_00939	Prax.g_01193
OG0000796	Prbl.g_00938	Prax.g_01194
OG0000797	Prbl.g_00935	Prax.g_01196
OG0000798	Prbl.g_00934	Prax.g_01197
OG0000799	Prbl.g_00933	Prax.g_01198
OG0000800	Prbl.g_00932	Prax.g_01199
OG0000801	Prbl.g_00929	Prax.g_01202
OG0000802	Prbl.g_00928	Prax.g_01203
OG0000803	Prbl.g_00925	Prax.g_01205
OG0000804	Prbl.g_00924	Prax.g_01206
OG0000805	Prbl.g_00923	Prax.g_01207
OG0000806	Prbl.g_00922	Prax.g_01209
OG0000807	Prbl.g_02575	Prax.g_01235
OG0000808	Prbl.g_01603	Prax.g_01245
OG0000809	Prbl.g_00472	Prax.g_01248
OG0000810	Prbl.g_01686	Prax.g_01249
OG0000811	Prbl.g_02062	Prax.g_01256
OG0000812	Prbl.g_01199	Prax.g_00126
OG0000813	Prbl.g_01208	Prax.g_00130
OG0000814	Prbl.g_00687	Prax.g_00132
OG0000815	Prbl.g_01621	Prax.g_00146
OG0000816	Prbl.g_02197	Prax.g_00162
OG0000817	Prbl.g_02203	Prax.g_00163
OG0000818	Prbl.g_01931	Prax.g_00168
OG0000819	Prbl.g_00694	Prax.g_00181
OG0000820	Prbl.g_00545	Prax.g_00185
OG0000821	Prbl.g_02066	Prax.g_00187
OG0000822	Prbl.g_02067	Prax.g_00188
OG0000823	Prbl.g_02068	Prax.g_00189
OG0000824	Prbl.g_02069	Prax.g_00190
OG0000825	Prbl.g_02071	Prax.g_00191
OG0000826	Prbl.g_02072	Prax.g_00192
OG0000827	Prbl.g_02075	Prax.g_00193
OG0000828	Prbl.g_02077	Prax.g_00194
OG0000829	Prbl.g_02078	Prax.g_00195
OG0000830	Prbl.g_02081	Prax.g_00196
OG0000831	Prbl.g_02083	Prax.g_00199
OG0000832	Prbl.g_02085	Prax.g_00201
OG0000833	Prbl.g_02086	Prax.g_00202
OG0000834	Prbl.g_02088	Prax.g_00203
OG0000835	Prbl.g_02089	Prax.g_00204
OG0000836	Prbl.g_02090	Prax.g_00205
OG0000837	Prbl.g_02100	Prax.g_00207
OG0000838	Prbl.g_02102	Prax.g_00208
OG0000839	Prbl.g_02103	Prax.g_00209
OG0000840	Prbl.g_02104	Prax.g_00210
OG0000841	Prbl.g_02105	Prax.g_00211
OG0000842	Prbl.g_00178	Prax.g_00212
OG0000843	Prbl.g_00179	Prax.g_00213
OG0000844	Prbl.g_00180	Prax.g_00214
OG0000845	Prbl.g_00181	Prax.g_00215
OG0000846	Prbl.g_00184	Prax.g_00218
OG0000847	Prbl.g_00185	Prax.g_00220
OG0000848	Prbl.g_01379	Prax.g_00221
OG0000849	Prbl.g_01382	Prax.g_00222
OG0000850	Prbl.g_01383	Prax.g_00223
OG0000851	Prbl.g_01120	Prax.g_00224
OG0000852	Prbl.g_01118	Prax.g_00226
OG0000853	Prbl.g_01116	Prax.g_00227
OG0000854	Prbl.g_01114	Prax.g_00229
OG0000855	Prbl.g_01113	Prax.g_00230
OG0000856	Prbl.g_01112	Prax.g_00231
OG0000857	Prbl.g_01111	Prax.g_00232
OG0000858	Prbl.g_01110	Prax.g_00233
OG0000859	Prbl.g_01109	Prax.g_00234
OG0000860	Prbl.g_01108	Prax.g_00235
OG0000861	Prbl.g_01377	Prax.g_00236
OG0000862	Prbl.g_01376	Prax.g_00237
OG0000863	Prbl.g_01375	Prax.g_00238
OG0000864	Prbl.g_01374	Prax.g_00239
OG0000865	Prbl.g_01372	Prax.g_00240
OG0000866	Prbl.g_02579	Prax.g_00241
OG0000867	Prbl.g_02580	Prax.g_00242
OG0000868	Prbl.g_02582	Prax.g_00243
OG0000869	Prbl.g_02585	Prax.g_00245
OG0000870	Prbl.g_02586	Prax.g_00246
OG0000871	Prbl.g_02590	Prax.g_00248
OG0000872	Prbl.g_02591	Prax.g_00249
OG0000873	Prbl.g_02593	Prax.g_00251
OG0000874	Prbl.g_02594	Prax.g_00252
OG0000875	Prbl.g_00187	Prax.g_00253
OG0000876	Prbl.g_00186	Prax.g_00254
OG0000877	Prbl.g_01103	Prax.g_00256
OG0000878	Prbl.g_00461	Prax.g_01928
OG0000879	Prbl.g_00115	Prax.g_01910
OG0000880	Prbl.g_00114	Prax.g_01909
OG0000881	Prbl.g_00113	Prax.g_01908
OG0000882	Prbl.g_01711	Prax.g_01907
OG0000883	Prbl.g_01713	Prax.g_01906
OG0000884	Prbl.g_01715	Prax.g_01904
OG0000885	Prbl.g_01716	Prax.g_01903
OG0000886	Prbl.g_01717	Prax.g_01902
OG0000887	Prbl.g_01718	Prax.g_01901
OG0000888	Prbl.g_01719	Prax.g_01900
OG0000889	Prbl.g_01723	Prax.g_01897
OG0000890	Prbl.g_01726	Prax.g_01896
OG0000891	Prbl.g_01727	Prax.g_01895
OG0000892	Prbl.g_01730	Prax.g_01893
OG0000893	Prbl.g_01731	Prax.g_01892
OG0000894	Prbl.g_01732	Prax.g_01891
OG0000895	Prbl.g_01733	Prax.g_01890
OG0000896	Prbl.g_01734	Prax.g_01889
OG0000897	Prbl.g_01735	Prax.g_01888
OG0000898	Prbl.g_01738	Prax.g_01886
OG0000899	Prbl.g_01739	Prax.g_01885
OG0000900	Prbl.g_00722	Prax.g_01881
OG0000901	Prbl.g_01333	Prax.g_01877
OG0000902	Prbl.g_00658	Prax.g_01876
OG0000903	Prbl.g_01572	Prax.g_01875
OG0000904	Prbl.g_01695	Prax.g_01873
OG0000905	Prbl.g_00926	Prax.g_01871
OG0000906	Prbl.g_02577	Prax.g_01869
OG0000907	Prbl.g_01586	Prax.g_01868
OG0000908	Prbl.g_00409	Prax.g_01865
OG0000909	Prbl.g_00501	Prax.g_01861
OG0000910	Prbl.g_00500	Prax.g_01860
OG0000911	Prbl.g_00499	Prax.g_01859
OG0000912	Prbl.g_00498	Prax.g_01858
OG0000913	Prbl.g_00497	Prax.g_01857
OG0000914	Prbl.g_00496	Prax.g_01856
OG0000915	Prbl.g_00495	Prax.g_01855
OG0000916	Prbl.g_00494	Prax.g_01854
OG0000917	Prbl.g_00492	Prax.g_01853
OG0000918	Prbl.g_00491	Prax.g_01852
OG0000919	Prbl.g_00490	Prax.g_01851
OG0000920	Prbl.g_00489	Prax.g_01850
OG0000921	Prbl.g_00488	Prax.g_01849
OG0000922	Prbl.g_00487	Prax.g_01848
OG0000923	Prbl.g_00486	Prax.g_01847
OG0000924	Prbl.g_00485	Prax.g_01846
OG0000925	Prbl.g_00484	Prax.g_01845
OG0000926	Prbl.g_00843	Prax.g_01780
OG0000927	Prbl.g_00152	Prax.g_01751
OG0000928	Prbl.g_00153	Prax.g_01750
OG0000929	Prbl.g_00154	Prax.g_01749
OG0000930	Prbl.g_00160	Prax.g_01748
OG0000931	Prbl.g_00161	Prax.g_01747
OG0000932	Prbl.g_00257	Prax.g_01745
OG0000933	Prbl.g_00255	Prax.g_01744
OG0000934	Prbl.g_00254	Prax.g_01743
OG0000935	Prbl.g_00253	Prax.g_01742
OG0000936	Prbl.g_00252	Prax.g_01741
OG0000937	Prbl.g_00251	Prax.g_01740
OG0000938	Prbl.g_00249	Prax.g_01739
OG0000939	Prbl.g_00248	Prax.g_01738
OG0000940	Prbl.g_00246	Prax.g_01737
OG0000941	Prbl.g_00244	Prax.g_01735
OG0000942	Prbl.g_00243	Prax.g_01734
OG0000943	Prbl.g_00240	Prax.g_01726
OG0000944	Prbl.g_00231	Prax.g_01725
OG0000945	Prbl.g_00230	Prax.g_01724
OG0000946	Prbl.g_00229	Prax.g_01723
OG0000947	Prbl.g_00228	Prax.g_01722
OG0000948	Prbl.g_00227	Prax.g_01721
OG0000949	Prbl.g_00226	Prax.g_01720
OG0000950	Prbl.g_00225	Prax.g_01719
OG0000951	Prbl.g_00224	Prax.g_01718
OG0000952	Prbl.g_00223	Prax.g_01717
OG0000953	Prbl.g_00222	Prax.g_01716
OG0000954	Prbl.g_00221	Prax.g_01715
OG0000955	Prbl.g_00220	Prax.g_01714
OG0000956	Prbl.g_00219	Prax.g_01713
OG0000957	Prbl.g_00218	Prax.g_01712
OG0000958	Prbl.g_00684	Prax.g_01711
OG0000959	Prbl.g_00685	Prax.g_01710
OG0000960	Prbl.g_00686	Prax.g_01709
OG0000961	Prbl.g_00693	Prax.g_01705
OG0000962	Prbl.g_00695	Prax.g_01704
OG0000963	Prbl.g_00696	Prax.g_01703
OG0000964	Prbl.g_00699	Prax.g_01701
OG0000965	Prbl.g_00700	Prax.g_01700
OG0000966	Prbl.g_00701	Prax.g_01699
OG0000967	Prbl.g_00702	Prax.g_01698
OG0000968	Prbl.g_00703	Prax.g_01697
OG0000969	Prbl.g_00704	Prax.g_01696
OG0000970	Prbl.g_00705	Prax.g_01695
OG0000971	Prbl.g_00706	Prax.g_01694
OG0000972	Prbl.g_00707	Prax.g_01693
OG0000973	Prbl.g_00708	Prax.g_01692
OG0000974	Prbl.g_00710	Prax.g_01690
OG0000975	Prbl.g_01086	Prax.g_01687
OG0000976	Prbl.g_00466	Prax.g_01685
OG0000977	Prbl.g_00456	Prax.g_01684
OG0000978	Prbl.g_00454	Prax.g_01683
OG0000979	Prbl.g_00452	Prax.g_01681
OG0000980	Prbl.g_00451	Prax.g_01680
OG0000981	Prbl.g_01604	Prax.g_01679
OG0000982	Prbl.g_00450	Prax.g_01678
OG0000983	Prbl.g_00448	Prax.g_01676
OG0000984	Prbl.g_00447	Prax.g_01675
OG0000985	Prbl.g_00446	Prax.g_01674
OG0000986	Prbl.g_00444	Prax.g_01673
OG0000987	Prbl.g_00443	Prax.g_01672
OG0000988	Prbl.g_00441	Prax.g_01671
OG0000989	Prbl.g_00440	Prax.g_01670
OG0000990	Prbl.g_00439	Prax.g_01669
OG0000991	Prbl.g_00438	Prax.g_01668
OG0000992	Prbl.g_00437	Prax.g_01667
OG0000993	Prbl.g_00436	Prax.g_01666
OG0000994	Prbl.g_00435	Prax.g_01665
OG0000995	Prbl.g_00433	Prax.g_01664
OG0000996	Prbl.g_00432	Prax.g_01663
OG0000997	Prbl.g_00431	Prax.g_01662
OG0000998	Prbl.g_00430	Prax.g_01661
OG0000999	Prbl.g_00429	Prax.g_01660
OG0001000	Prbl.g_00428	Prax.g_01659
OG0001001	Prbl.g_00427	Prax.g_01657
OG0001002	Prbl.g_00423	Prax.g_01656
OG0001003	Prbl.g_00422	Prax.g_01655
OG0001004	Prbl.g_01914	Prax.g_01654
OG0001005	Prbl.g_00420	Prax.g_01653
OG0001006	Prbl.g_00419	Prax.g_01652
OG0001007	Prbl.g_00418	Prax.g_01651
OG0001008	Prbl.g_00416	Prax.g_01649
OG0001009	Prbl.g_00415	Prax.g_01648
OG0001010	Prbl.g_01601	Prax.g_01640
OG0001011	Prbl.g_01627	Prax.g_01633
OG0001012	Prbl.g_02318	Prax.g_01605
OG0001013	Prbl.g_00404	Prax.g_01565
OG0001014	Prbl.g_00403	Prax.g_01564
OG0001015	Prbl.g_00393	Prax.g_01558
OG0001016	Prbl.g_00392	Prax.g_01557
OG0001017	Prbl.g_00391	Prax.g_01556
OG0001018	Prbl.g_00389	Prax.g_01555
OG0001019	Prbl.g_00385	Prax.g_01553
OG0001020	Prbl.g_00383	Prax.g_01552
OG0001021	Prbl.g_00382	Prax.g_01551
OG0001022	Prbl.g_00381	Prax.g_01550
OG0001023	Prbl.g_00380	Prax.g_01549
OG0001024	Prbl.g_00378	Prax.g_01548
OG0001025	Prbl.g_00377	Prax.g_01547
OG0001026	Prbl.g_00376	Prax.g_01545
OG0001027	Prbl.g_00375	Prax.g_01544
OG0001028	Prbl.g_00374	Prax.g_01543
OG0001029	Prbl.g_00373	Prax.g_01542
OG0001030	Prbl.g_00372	Prax.g_01541
OG0001031	Prbl.g_00371	Prax.g_01540
OG0001032	Prbl.g_00370	Prax.g_01539
OG0001033	Prbl.g_00369	Prax.g_01538
OG0001034	Prbl.g_00367	Prax.g_01537
OG0001035	Prbl.g_00365	Prax.g_01535
OG0001036	Prbl.g_00364	Prax.g_01534
OG0001037	Prbl.g_00362	Prax.g_01533
OG0001038	Prbl.g_00361	Prax.g_01532
OG0001039	Prbl.g_00360	Prax.g_01531
OG0001040	Prbl.g_00359	Prax.g_01530
OG0001041	Prbl.g_00358	Prax.g_01529
OG0001042	Prbl.g_00356	Prax.g_01528
OG0001043	Prbl.g_00355	Prax.g_01527
OG0001044	Prbl.g_00354	Prax.g_01526
OG0001045	Prbl.g_00353	Prax.g_01525
OG0001046	Prbl.g_00352	Prax.g_01524
OG0001047	Prbl.g_00348	Prax.g_01521
OG0001048	Prbl.g_00346	Prax.g_01519
OG0001049	Prbl.g_00345	Prax.g_01518
OG0001050	Prbl.g_00344	Prax.g_01517
OG0001051	Prbl.g_00343	Prax.g_01516
OG0001052	Prbl.g_00342	Prax.g_01515
OG0001053	Prbl.g_00340	Prax.g_01513
OG0001054	Prbl.g_00338	Prax.g_01511
OG0001055	Prbl.g_00337	Prax.g_01510
OG0001056	Prbl.g_00336	Prax.g_01509
OG0001057	Prbl.g_00335	Prax.g_01508
OG0001058	Prbl.g_00334	Prax.g_01507
OG0001059	Prbl.g_00333	Prax.g_01506
OG0001060	Prbl.g_00332	Prax.g_01505
OG0001061	Prbl.g_00331	Prax.g_01504
OG0001062	Prbl.g_00317	Prax.g_01503
OG0001063	Prbl.g_00316	Prax.g_01502
OG0001064	Prbl.g_02620	Prax.g_01257
OG0001065	Prbl.g_02680	Prax.g_01262
OG0001066	Prbl.g_02683	Prax.g_01263
OG0001067	Prbl.g_02684	Prax.g_01264
OG0001068	Prbl.g_01062	Prax.g_01266
OG0001069	Prbl.g_01061	Prax.g_01267
OG0001070	Prbl.g_01060	Prax.g_01268
OG0001071	Prbl.g_01059	Prax.g_01269
OG0001072	Prbl.g_01058	Prax.g_01270
OG0001073	Prbl.g_01057	Prax.g_01271
OG0001074	Prbl.g_01056	Prax.g_01272
OG0001075	Prbl.g_01055	Prax.g_01273
OG0001076	Prbl.g_01054	Prax.g_01274
OG0001077	Prbl.g_01053	Prax.g_01275
OG0001078	Prbl.g_01051	Prax.g_01276
OG0001079	Prbl.g_01050	Prax.g_01277
OG0001080	Prbl.g_01049	Prax.g_01278
OG0001081	Prbl.g_00954	Prax.g_01281
OG0001082	Prbl.g_00953	Prax.g_01282
OG0001083	Prbl.g_00949	Prax.g_01283
OG0001084	Prbl.g_00951	Prax.g_01285
OG0001085	Prbl.g_00952	Prax.g_01286
OG0001086	Prbl.g_00948	Prax.g_01287
OG0001087	Prbl.g_00947	Prax.g_01288
OG0001088	Prbl.g_01045	Prax.g_01289
OG0001089	Prbl.g_00956	Prax.g_01296
OG0001090	Prbl.g_00958	Prax.g_01298
OG0001091	Prbl.g_00959	Prax.g_01299
OG0001092	Prbl.g_00960	Prax.g_01300
OG0001093	Prbl.g_00961	Prax.g_01301
OG0001094	Prbl.g_00962	Prax.g_01302
OG0001095	Prbl.g_00963	Prax.g_01303
OG0001096	Prbl.g_00964	Prax.g_01304
OG0001097	Prbl.g_00965	Prax.g_01305
OG0001098	Prbl.g_00966	Prax.g_01306
OG0001099	Prbl.g_00967	Prax.g_01307
OG0001100	Prbl.g_00968	Prax.g_01308
OG0001101	Prbl.g_00969	Prax.g_01309
OG0001102	Prbl.g_00970	Prax.g_01310
OG0001103	Prbl.g_00971	Prax.g_01311
OG0001104	Prbl.g_00972	Prax.g_01312
OG0001105	Prbl.g_00973	Prax.g_01313
OG0001106	Prbl.g_00974	Prax.g_01314
OG0001107	Prbl.g_00975	Prax.g_01315
OG0001108	Prbl.g_00976	Prax.g_01316
OG0001109	Prbl.g_00977	Prax.g_01317
OG0001110	Prbl.g_00978	Prax.g_01318
OG0001111	Prbl.g_00979	Prax.g_01319
OG0001112	Prbl.g_00980	Prax.g_01320
OG0001113	Prbl.g_00981	Prax.g_01321
OG0001114	Prbl.g_00982	Prax.g_01322
OG0001115	Prbl.g_00983	Prax.g_01323
OG0001116	Prbl.g_00984	Prax.g_01324
OG0001117	Prbl.g_00985	Prax.g_01325
OG0001118	Prbl.g_00986	Prax.g_01326
OG0001119	Prbl.g_00987	Prax.g_01327
OG0001120	Prbl.g_00988	Prax.g_01328
OG0001121	Prbl.g_00991	Prax.g_01330
OG0001122	Prbl.g_00992	Prax.g_01331
OG0001123	Prbl.g_00993	Prax.g_01332
OG0001124	Prbl.g_00995	Prax.g_01334
OG0001125	Prbl.g_00997	Prax.g_01336
OG0001126	Prbl.g_00998	Prax.g_01337
OG0001127	Prbl.g_01127	Prax.g_01339
OG0001128	Prbl.g_01128	Prax.g_01340
OG0001129	Prbl.g_01131	Prax.g_01341
OG0001130	Prbl.g_01134	Prax.g_01344
OG0001131	Prbl.g_01135	Prax.g_01345
OG0001132	Prbl.g_01136	Prax.g_01346
