Orthogroup	Prbl	Prbd
OG0000555	Prbl.g_01635	Prbd.g_00612
OG0000556	Prbl.g_01636	Prbd.g_00611
OG0000557	Prbl.g_01637	Prbd.g_00610
OG0000558	Prbl.g_01639	Prbd.g_00609
OG0000559	Prbl.g_01640	Prbd.g_00608
OG0000560	Prbl.g_01642	Prbd.g_00606
OG0000561	Prbl.g_01643	Prbd.g_00605
OG0000562	Prbl.g_01645	Prbd.g_00604
OG0000563	Prbl.g_01646	Prbd.g_00603
OG0000564	Prbl.g_01647	Prbd.g_00602
OG0000565	Prbl.g_01655	Prbd.g_00601
OG0000566	Prbl.g_01656	Prbd.g_00600
OG0000567	Prbl.g_01657	Prbd.g_00599
OG0000568	Prbl.g_01658	Prbd.g_00598
OG0000569	Prbl.g_01659	Prbd.g_00597
OG0000570	Prbl.g_01662	Prbd.g_00596
OG0000571	Prbl.g_01663	Prbd.g_00595
OG0000572	Prbl.g_01664	Prbd.g_00594
OG0000573	Prbl.g_01041	Prbd.g_00591
OG0000574	Prbl.g_01032	Prbd.g_00590
OG0000575	Prbl.g_01031	Prbd.g_00589
OG0000576	Prbl.g_01030	Prbd.g_00588
OG0000577	Prbl.g_01412	Prbd.g_00587
OG0000578	Prbl.g_01411	Prbd.g_00586
OG0000579	Prbl.g_01409	Prbd.g_00585
OG0000580	Prbl.g_01406	Prbd.g_00584
OG0000581	Prbl.g_01405	Prbd.g_00583
OG0000582	Prbl.g_01404	Prbd.g_00582
OG0000583	Prbl.g_01403	Prbd.g_00581
OG0000584	Prbl.g_01401	Prbd.g_00580
OG0000585	Prbl.g_01400	Prbd.g_00579
OG0000586	Prbl.g_01398	Prbd.g_00577
OG0000587	Prbl.g_01397	Prbd.g_00576
OG0000588	Prbl.g_01394	Prbd.g_00574
OG0000589	Prbl.g_01392	Prbd.g_00573
OG0000590	Prbl.g_00891	Prbd.g_00571
OG0000591	Prbl.g_01915	Prbd.g_00565
OG0000592	Prbl.g_00027	Prbd.g_00564
OG0000593	Prbl.g_01242	Prbd.g_00563
OG0000594	Prbl.g_02295	Prbd.g_00561
OG0000595	Prbl.g_01046	Prbd.g_00560
OG0000596	Prbl.g_01869	Prbd.g_00559
OG0000597	Prbl.g_01847	Prbd.g_00557
OG0000598	Prbl.g_01853	Prbd.g_00556
OG0000599	Prbl.g_01857	Prbd.g_00555
OG0000600	Prbl.g_01858	Prbd.g_00554
OG0000601	Prbl.g_01872	Prbd.g_00552
OG0000602	Prbl.g_01873	Prbd.g_00551
OG0000603	Prbl.g_01874	Prbd.g_00550
OG0000604	Prbl.g_00021	Prbd.g_00549
OG0000605	Prbl.g_00022	Prbd.g_00548
OG0000606	Prbl.g_00024	Prbd.g_00547
OG0000607	Prbl.g_00026	Prbd.g_00545
OG0000608	Prbl.g_02373	Prbd.g_00544
OG0000609	Prbl.g_02137	Prbd.g_00540
OG0000610	Prbl.g_00120	Prbd.g_00539
OG0000611	Prbl.g_02565	Prbd.g_00008
OG0000612	Prbl.g_02564	Prbd.g_00009
OG0000613	Prbl.g_02563	Prbd.g_00010
OG0000614	Prbl.g_02562	Prbd.g_00011
OG0000615	Prbl.g_02561	Prbd.g_00013
OG0000616	Prbl.g_02560	Prbd.g_00014
OG0000617	Prbl.g_02559	Prbd.g_00015
OG0000618	Prbl.g_02558	Prbd.g_00016
OG0000619	Prbl.g_02556	Prbd.g_00017
OG0000620	Prbl.g_02555	Prbd.g_00018
OG0000621	Prbl.g_02554	Prbd.g_00019
OG0000622	Prbl.g_02553	Prbd.g_00020
OG0000623	Prbl.g_02552	Prbd.g_00021
OG0000624	Prbl.g_02551	Prbd.g_00022
OG0000625	Prbl.g_02550	Prbd.g_00023
OG0000626	Prbl.g_02549	Prbd.g_00024
OG0000627	Prbl.g_02426	Prbd.g_00025
OG0000628	Prbl.g_02427	Prbd.g_00026
OG0000629	Prbl.g_02430	Prbd.g_00027
OG0000630	Prbl.g_02431	Prbd.g_00028
OG0000631	Prbl.g_02434	Prbd.g_00030
OG0000632	Prbl.g_00040	Prbd.g_00045
OG0000633	Prbl.g_01904	Prbd.g_00049
OG0000634	Prbl.g_00534	Prbd.g_00062
OG0000635	Prbl.g_02470	Prbd.g_00066
OG0000636	Prbl.g_02469	Prbd.g_00067
OG0000637	Prbl.g_02468	Prbd.g_00068
OG0000638	Prbl.g_01195	Prbd.g_00080
OG0000639	Prbl.g_01930	Prbd.g_00089
OG0000640	Prbl.g_02435	Prbd.g_00091
OG0000641	Prbl.g_02440	Prbd.g_00093
OG0000642	Prbl.g_02441	Prbd.g_00094
OG0000643	Prbl.g_02442	Prbd.g_00095
OG0000644	Prbl.g_02341	Prbd.g_00096
OG0000645	Prbl.g_02340	Prbd.g_00097
OG0000646	Prbl.g_02339	Prbd.g_00098
OG0000647	Prbl.g_02338	Prbd.g_00099
OG0000648	Prbl.g_02336	Prbd.g_00101
OG0000649	Prbl.g_02335	Prbd.g_00102
OG0000650	Prbl.g_02334	Prbd.g_00103
OG0000651	Prbl.g_02333	Prbd.g_00104
OG0000652	Prbl.g_02332	Prbd.g_00105
OG0000653	Prbl.g_02331	Prbd.g_00106
OG0000654	Prbl.g_02329	Prbd.g_00108
OG0000655	Prbl.g_02327	Prbd.g_00110
OG0000656	Prbl.g_02326	Prbd.g_00111
OG0000657	Prbl.g_02325	Prbd.g_00112
OG0000658	Prbl.g_02324	Prbd.g_00113
OG0000659	Prbl.g_02323	Prbd.g_00114
OG0000660	Prbl.g_02322	Prbd.g_00115
OG0000661	Prbl.g_02320	Prbd.g_00116
OG0000662	Prbl.g_02317	Prbd.g_00117
OG0000663	Prbl.g_02316	Prbd.g_00118
OG0000664	Prbl.g_02315	Prbd.g_00119
OG0000665	Prbl.g_02314	Prbd.g_00120
OG0000666	Prbl.g_02313	Prbd.g_00121
OG0000667	Prbl.g_02312	Prbd.g_00122
OG0000668	Prbl.g_02311	Prbd.g_00123
OG0000669	Prbl.g_02309	Prbd.g_00125
OG0000670	Prbl.g_02308	Prbd.g_00126
OG0000671	Prbl.g_02307	Prbd.g_00127
OG0000672	Prbl.g_02306	Prbd.g_00128
OG0000673	Prbl.g_02305	Prbd.g_00129
OG0000674	Prbl.g_02304	Prbd.g_00130
OG0000675	Prbl.g_01534	Prbd.g_00132
OG0000676	Prbl.g_01535	Prbd.g_00133
OG0000677	Prbl.g_01538	Prbd.g_00136
OG0000678	Prbl.g_01540	Prbd.g_00138
OG0000679	Prbl.g_01542	Prbd.g_00139
OG0000680	Prbl.g_01543	Prbd.g_00140
OG0000681	Prbl.g_01544	Prbd.g_00141
OG0000682	Prbl.g_01545	Prbd.g_00142
OG0000683	Prbl.g_01547	Prbd.g_00144
OG0000684	Prbl.g_01548	Prbd.g_00145
OG0000685	Prbl.g_01549	Prbd.g_00146
OG0000686	Prbl.g_01550	Prbd.g_00147
OG0000687	Prbl.g_01551	Prbd.g_00148
OG0000688	Prbl.g_01552	Prbd.g_00149
OG0000689	Prbl.g_01554	Prbd.g_00150
OG0000690	Prbl.g_01555	Prbd.g_00151
OG0000691	Prbl.g_01556	Prbd.g_00152
OG0000692	Prbl.g_01567	Prbd.g_00154
OG0000693	Prbl.g_01568	Prbd.g_00155
OG0000694	Prbl.g_01571	Prbd.g_00156
OG0000695	Prbl.g_01576	Prbd.g_00157
OG0000696	Prbl.g_01577	Prbd.g_00158
OG0000697	Prbl.g_01579	Prbd.g_00160
OG0000698	Prbl.g_02423	Prbd.g_00162
OG0000699	Prbl.g_02546	Prbd.g_00163
OG0000700	Prbl.g_02530	Prbd.g_00190
OG0000701	Prbl.g_01329	Prbd.g_00194
OG0000702	Prbl.g_01588	Prbd.g_00197
OG0000703	Prbl.g_02414	Prbd.g_00198
OG0000704	Prbl.g_01078	Prbd.g_00199
OG0000705	Prbl.g_02413	Prbd.g_00200
OG0000706	Prbl.g_02412	Prbd.g_00201
OG0000707	Prbl.g_02410	Prbd.g_00203
OG0000708	Prbl.g_02409	Prbd.g_00204
OG0000709	Prbl.g_02407	Prbd.g_00206
OG0000710	Prbl.g_02406	Prbd.g_00207
OG0000711	Prbl.g_02405	Prbd.g_00208
OG0000712	Prbl.g_02404	Prbd.g_00209
OG0000713	Prbl.g_02403	Prbd.g_00210
OG0000714	Prbl.g_02395	Prbd.g_00212
OG0000715	Prbl.g_02393	Prbd.g_00213
OG0000716	Prbl.g_02388	Prbd.g_00215
OG0000717	Prbl.g_02386	Prbd.g_00216
OG0000718	Prbl.g_02383	Prbd.g_00217
OG0000719	Prbl.g_02368	Prbd.g_00219
OG0000720	Prbl.g_02367	Prbd.g_00220
OG0000721	Prbl.g_02365	Prbd.g_00222
OG0000722	Prbl.g_02364	Prbd.g_00223
OG0000723	Prbl.g_02363	Prbd.g_00224
OG0000724	Prbl.g_02350	Prbd.g_00226
OG0000725	Prbl.g_02351	Prbd.g_00227
OG0000726	Prbl.g_02352	Prbd.g_00228
OG0000727	Prbl.g_02353	Prbd.g_00229
OG0000728	Prbl.g_02354	Prbd.g_00230
OG0000729	Prbl.g_02356	Prbd.g_00231
OG0000730	Prbl.g_02359	Prbd.g_00232
OG0000731	Prbl.g_02348	Prbd.g_00233
OG0000732	Prbl.g_02347	Prbd.g_00234
OG0000733	Prbl.g_02346	Prbd.g_00235
OG0000734	Prbl.g_02345	Prbd.g_00236
OG0000735	Prbl.g_02344	Prbd.g_00238
OG0000736	Prbl.g_02343	Prbd.g_00239
OG0000737	Prbl.g_02342	Prbd.g_00240
OG0000738	Prbl.g_02443	Prbd.g_00241
OG0000739	Prbl.g_02444	Prbd.g_00242
OG0000740	Prbl.g_02445	Prbd.g_00243
OG0000741	Prbl.g_02447	Prbd.g_00244
OG0000742	Prbl.g_02449	Prbd.g_00246
OG0000743	Prbl.g_02450	Prbd.g_00247
OG0000744	Prbl.g_02452	Prbd.g_00248
OG0000745	Prbl.g_02453	Prbd.g_00249
OG0000746	Prbl.g_02454	Prbd.g_00250
OG0000747	Prbl.g_01688	Prbd.g_00251
OG0000748	Prbl.g_02462	Prbd.g_00252
OG0000749	Prbl.g_02463	Prbd.g_00253
OG0000750	Prbl.g_02465	Prbd.g_00254
OG0000751	Prbl.g_02466	Prbd.g_00255
OG0000752	Prbl.g_02210	Prbd.g_00256
OG0000753	Prbl.g_02471	Prbd.g_00258
OG0000754	Prbl.g_02472	Prbd.g_00259
OG0000755	Prbl.g_02473	Prbd.g_00260
OG0000756	Prbl.g_02475	Prbd.g_00261
OG0000757	Prbl.g_02476	Prbd.g_00262
OG0000758	Prbl.g_02477	Prbd.g_00263
OG0000759	Prbl.g_02482	Prbd.g_00265
OG0000760	Prbl.g_02483	Prbd.g_00266
OG0000761	Prbl.g_02485	Prbd.g_00267
OG0000762	Prbl.g_02487	Prbd.g_00269
OG0000763	Prbl.g_02489	Prbd.g_00270
OG0000764	Prbl.g_02491	Prbd.g_00271
OG0000765	Prbl.g_02492	Prbd.g_00272
OG0000766	Prbl.g_02493	Prbd.g_00273
OG0000767	Prbl.g_02495	Prbd.g_00275
OG0000768	Prbl.g_02496	Prbd.g_00276
OG0000769	Prbl.g_02497	Prbd.g_00277
OG0000770	Prbl.g_02498	Prbd.g_00278
OG0000771	Prbl.g_02499	Prbd.g_00279
OG0000772	Prbl.g_02608	Prbd.g_00280
OG0000773	Prbl.g_02501	Prbd.g_00281
OG0000774	Prbl.g_02503	Prbd.g_00282
OG0000775	Prbl.g_02505	Prbd.g_00283
OG0000776	Prbl.g_02508	Prbd.g_00285
OG0000777	Prbl.g_02509	Prbd.g_00287
OG0000778	Prbl.g_02510	Prbd.g_00288
OG0000779	Prbl.g_02514	Prbd.g_00289
OG0000780	Prbl.g_02516	Prbd.g_00291
OG0000781	Prbl.g_02520	Prbd.g_00293
OG0000782	Prbl.g_02521	Prbd.g_00294
OG0000783	Prbl.g_02526	Prbd.g_00309
OG0000784	Prbl.g_02528	Prbd.g_00311
OG0000785	Prbl.g_02529	Prbd.g_00312
OG0000786	Prbl.g_02531	Prbd.g_00313
OG0000787	Prbl.g_02532	Prbd.g_00314
OG0000788	Prbl.g_02538	Prbd.g_00318
OG0000789	Prbl.g_02541	Prbd.g_00320
OG0000790	Prbl.g_02209	Prbd.g_00321
OG0000791	Prbl.g_02542	Prbd.g_00322
OG0000792	Prbl.g_02543	Prbd.g_00323
OG0000793	Prbl.g_02544	Prbd.g_00324
OG0000794	Prbl.g_02547	Prbd.g_00326
OG0000795	Prbl.g_00939	Prbd.g_00329
OG0000796	Prbl.g_00938	Prbd.g_00330
OG0000797	Prbl.g_00935	Prbd.g_00332
OG0000798	Prbl.g_00934	Prbd.g_00333
OG0000799	Prbl.g_00933	Prbd.g_00334
OG0000800	Prbl.g_00932	Prbd.g_00335
OG0000801	Prbl.g_00929	Prbd.g_00338
OG0000802	Prbl.g_00928	Prbd.g_00339
OG0000803	Prbl.g_00925	Prbd.g_00341
OG0000804	Prbl.g_00924	Prbd.g_00342
OG0000805	Prbl.g_00923	Prbd.g_00343
OG0000806	Prbl.g_00922	Prbd.g_00345
OG0000807	Prbl.g_02575	Prbd.g_00370
OG0000808	Prbl.g_01603	Prbd.g_00380
OG0000809	Prbl.g_00472	Prbd.g_00383
OG0000810	Prbl.g_01686	Prbd.g_00384
OG0000811	Prbl.g_02062	Prbd.g_00391
OG0000812	Prbl.g_01199	Prbd.g_00395
OG0000813	Prbl.g_01208	Prbd.g_00399
OG0000814	Prbl.g_00687	Prbd.g_00401
OG0000815	Prbl.g_01621	Prbd.g_00414
OG0000816	Prbl.g_02197	Prbd.g_00428
OG0000817	Prbl.g_02203	Prbd.g_00429
OG0000818	Prbl.g_01931	Prbd.g_00434
OG0000819	Prbl.g_00694	Prbd.g_00449
OG0000820	Prbl.g_00545	Prbd.g_00453
OG0000821	Prbl.g_02066	Prbd.g_00455
OG0000822	Prbl.g_02067	Prbd.g_00456
OG0000823	Prbl.g_02068	Prbd.g_00457
OG0000824	Prbl.g_02069	Prbd.g_00458
OG0000825	Prbl.g_02071	Prbd.g_00459
OG0000826	Prbl.g_02072	Prbd.g_00460
OG0000827	Prbl.g_02075	Prbd.g_00461
OG0000828	Prbl.g_02077	Prbd.g_00462
OG0000829	Prbl.g_02078	Prbd.g_00463
OG0000830	Prbl.g_02081	Prbd.g_00464
OG0000831	Prbl.g_02083	Prbd.g_00467
OG0000832	Prbl.g_02085	Prbd.g_00469
OG0000833	Prbl.g_02086	Prbd.g_00470
OG0000834	Prbl.g_02088	Prbd.g_00471
OG0000835	Prbl.g_02089	Prbd.g_00472
OG0000836	Prbl.g_02090	Prbd.g_00473
OG0000837	Prbl.g_02100	Prbd.g_00475
OG0000838	Prbl.g_02102	Prbd.g_00476
OG0000839	Prbl.g_02103	Prbd.g_00477
OG0000840	Prbl.g_02104	Prbd.g_00478
OG0000841	Prbl.g_02105	Prbd.g_00479
OG0000842	Prbl.g_00178	Prbd.g_00480
OG0000843	Prbl.g_00179	Prbd.g_00481
OG0000844	Prbl.g_00180	Prbd.g_00482
OG0000845	Prbl.g_00181	Prbd.g_00483
OG0000846	Prbl.g_00184	Prbd.g_00486
OG0000847	Prbl.g_00185	Prbd.g_00488
OG0000848	Prbl.g_01379	Prbd.g_00489
OG0000849	Prbl.g_01382	Prbd.g_00490
OG0000850	Prbl.g_01383	Prbd.g_00491
OG0000851	Prbl.g_01120	Prbd.g_00492
OG0000852	Prbl.g_01118	Prbd.g_00494
OG0000853	Prbl.g_01116	Prbd.g_00495
OG0000854	Prbl.g_01114	Prbd.g_00497
OG0000855	Prbl.g_01113	Prbd.g_00498
OG0000856	Prbl.g_01112	Prbd.g_00499
OG0000857	Prbl.g_01111	Prbd.g_00500
OG0000858	Prbl.g_01110	Prbd.g_00501
OG0000859	Prbl.g_01109	Prbd.g_00502
OG0000860	Prbl.g_01108	Prbd.g_00503
OG0000861	Prbl.g_01377	Prbd.g_00504
OG0000862	Prbl.g_01376	Prbd.g_00505
OG0000863	Prbl.g_01375	Prbd.g_00506
OG0000864	Prbl.g_01374	Prbd.g_00507
OG0000865	Prbl.g_01372	Prbd.g_00508
OG0000866	Prbl.g_02579	Prbd.g_00509
OG0000867	Prbl.g_02580	Prbd.g_00510
OG0000868	Prbl.g_02582	Prbd.g_00511
OG0000869	Prbl.g_02585	Prbd.g_00513
OG0000870	Prbl.g_02586	Prbd.g_00514
OG0000871	Prbl.g_02590	Prbd.g_00516
OG0000872	Prbl.g_02591	Prbd.g_00517
OG0000873	Prbl.g_02593	Prbd.g_00519
OG0000874	Prbl.g_02594	Prbd.g_00520
OG0000875	Prbl.g_00187	Prbd.g_00521
OG0000876	Prbl.g_00186	Prbd.g_00522
OG0000877	Prbl.g_01103	Prbd.g_00524
OG0000878	Prbl.g_00461	Prbd.g_01858
OG0000879	Prbl.g_00115	Prbd.g_01812
OG0000880	Prbl.g_00114	Prbd.g_01811
OG0000881	Prbl.g_00113	Prbd.g_01810
OG0000882	Prbl.g_01711	Prbd.g_01809
OG0000883	Prbl.g_01713	Prbd.g_01808
OG0000884	Prbl.g_01715	Prbd.g_01806
OG0000885	Prbl.g_01716	Prbd.g_01805
OG0000886	Prbl.g_01717	Prbd.g_01804
OG0000887	Prbl.g_01718	Prbd.g_01803
OG0000888	Prbl.g_01719	Prbd.g_01802
OG0000889	Prbl.g_01723	Prbd.g_01799
OG0000890	Prbl.g_01726	Prbd.g_01798
OG0000891	Prbl.g_01727	Prbd.g_01797
OG0000892	Prbl.g_01730	Prbd.g_01795
OG0000893	Prbl.g_01731	Prbd.g_01794
OG0000894	Prbl.g_01732	Prbd.g_01793
OG0000895	Prbl.g_01733	Prbd.g_01792
OG0000896	Prbl.g_01734	Prbd.g_01791
OG0000897	Prbl.g_01735	Prbd.g_01790
OG0000898	Prbl.g_01738	Prbd.g_01788
OG0000899	Prbl.g_01739	Prbd.g_01787
OG0000900	Prbl.g_00722	Prbd.g_01782
OG0000901	Prbl.g_01333	Prbd.g_01778
OG0000902	Prbl.g_00658	Prbd.g_01777
OG0000903	Prbl.g_01572	Prbd.g_01776
OG0000904	Prbl.g_01695	Prbd.g_01774
OG0000905	Prbl.g_00926	Prbd.g_01772
OG0000906	Prbl.g_02577	Prbd.g_01770
OG0000907	Prbl.g_01586	Prbd.g_01769
OG0000908	Prbl.g_00409	Prbd.g_01766
OG0000909	Prbl.g_00501	Prbd.g_01762
OG0000910	Prbl.g_00500	Prbd.g_01761
OG0000911	Prbl.g_00499	Prbd.g_01760
OG0000912	Prbl.g_00498	Prbd.g_01759
OG0000913	Prbl.g_00497	Prbd.g_01758
OG0000914	Prbl.g_00496	Prbd.g_01757
OG0000915	Prbl.g_00495	Prbd.g_01756
OG0000916	Prbl.g_00494	Prbd.g_01755
OG0000917	Prbl.g_00492	Prbd.g_01754
OG0000918	Prbl.g_00491	Prbd.g_01753
OG0000919	Prbl.g_00490	Prbd.g_01752
OG0000920	Prbl.g_00489	Prbd.g_01751
OG0000921	Prbl.g_00488	Prbd.g_01750
OG0000922	Prbl.g_00487	Prbd.g_01749
OG0000923	Prbl.g_00486	Prbd.g_01748
OG0000924	Prbl.g_00485	Prbd.g_01747
OG0000925	Prbl.g_00484	Prbd.g_01746
OG0000926	Prbl.g_00843	Prbd.g_01736
OG0000927	Prbl.g_00152	Prbd.g_01707
OG0000928	Prbl.g_00153	Prbd.g_01706
OG0000929	Prbl.g_00154	Prbd.g_01705
OG0000930	Prbl.g_00160	Prbd.g_01704
OG0000931	Prbl.g_00161	Prbd.g_01703
OG0000932	Prbl.g_00257	Prbd.g_01701
OG0000933	Prbl.g_00255	Prbd.g_01700
OG0000934	Prbl.g_00254	Prbd.g_01699
OG0000935	Prbl.g_00253	Prbd.g_01698
OG0000936	Prbl.g_00252	Prbd.g_01697
OG0000937	Prbl.g_00251	Prbd.g_01696
OG0000938	Prbl.g_00249	Prbd.g_01695
OG0000939	Prbl.g_00248	Prbd.g_01694
OG0000940	Prbl.g_00246	Prbd.g_01693
OG0000941	Prbl.g_00244	Prbd.g_01691
OG0000942	Prbl.g_00243	Prbd.g_01690
OG0000943	Prbl.g_00240	Prbd.g_01687
OG0000944	Prbl.g_00231	Prbd.g_01686
OG0000945	Prbl.g_00230	Prbd.g_01685
OG0000946	Prbl.g_00229	Prbd.g_01684
OG0000947	Prbl.g_00228	Prbd.g_01683
OG0000948	Prbl.g_00227	Prbd.g_01682
OG0000949	Prbl.g_00226	Prbd.g_01681
OG0000950	Prbl.g_00225	Prbd.g_01680
OG0000951	Prbl.g_00224	Prbd.g_01679
OG0000952	Prbl.g_00223	Prbd.g_01678
OG0000953	Prbl.g_00222	Prbd.g_01677
OG0000954	Prbl.g_00221	Prbd.g_01676
OG0000955	Prbl.g_00220	Prbd.g_01675
OG0000956	Prbl.g_00219	Prbd.g_01674
OG0000957	Prbl.g_00218	Prbd.g_01673
OG0000958	Prbl.g_00684	Prbd.g_01672
OG0000959	Prbl.g_00685	Prbd.g_01671
OG0000960	Prbl.g_00686	Prbd.g_01670
OG0000961	Prbl.g_00693	Prbd.g_01666
OG0000962	Prbl.g_00695	Prbd.g_01665
OG0000963	Prbl.g_00696	Prbd.g_01664
OG0000964	Prbl.g_00699	Prbd.g_01662
OG0000965	Prbl.g_00700	Prbd.g_01661
OG0000966	Prbl.g_00701	Prbd.g_01660
OG0000967	Prbl.g_00702	Prbd.g_01659
OG0000968	Prbl.g_00703	Prbd.g_01658
OG0000969	Prbl.g_00704	Prbd.g_01657
OG0000970	Prbl.g_00705	Prbd.g_01656
OG0000971	Prbl.g_00706	Prbd.g_01655
OG0000972	Prbl.g_00707	Prbd.g_01654
OG0000973	Prbl.g_00708	Prbd.g_01653
OG0000974	Prbl.g_00710	Prbd.g_01651
OG0000975	Prbl.g_01086	Prbd.g_01648
OG0000976	Prbl.g_00466	Prbd.g_01646
OG0000977	Prbl.g_00456	Prbd.g_01645
OG0000978	Prbl.g_00454	Prbd.g_01644
OG0000979	Prbl.g_00452	Prbd.g_01642
OG0000980	Prbl.g_00451	Prbd.g_01641
OG0000981	Prbl.g_01604	Prbd.g_01640
OG0000982	Prbl.g_00450	Prbd.g_01639
OG0000983	Prbl.g_00448	Prbd.g_01637
OG0000984	Prbl.g_00447	Prbd.g_01636
OG0000985	Prbl.g_00446	Prbd.g_01635
OG0000986	Prbl.g_00444	Prbd.g_01634
OG0000987	Prbl.g_00443	Prbd.g_01633
OG0000988	Prbl.g_00441	Prbd.g_01632
OG0000989	Prbl.g_00440	Prbd.g_01631
OG0000990	Prbl.g_00439	Prbd.g_01630
OG0000991	Prbl.g_00438	Prbd.g_01629
OG0000992	Prbl.g_00437	Prbd.g_01628
OG0000993	Prbl.g_00436	Prbd.g_01627
OG0000994	Prbl.g_00435	Prbd.g_01626
OG0000995	Prbl.g_00433	Prbd.g_01625
OG0000996	Prbl.g_00432	Prbd.g_01624
OG0000997	Prbl.g_00431	Prbd.g_01623
OG0000998	Prbl.g_00430	Prbd.g_01622
OG0000999	Prbl.g_00429	Prbd.g_01621
OG0001000	Prbl.g_00428	Prbd.g_01620
OG0001001	Prbl.g_00427	Prbd.g_01617
OG0001002	Prbl.g_00423	Prbd.g_01616
OG0001003	Prbl.g_00422	Prbd.g_01615
OG0001004	Prbl.g_01914	Prbd.g_01614
OG0001005	Prbl.g_00420	Prbd.g_01613
OG0001006	Prbl.g_00419	Prbd.g_01612
OG0001007	Prbl.g_00418	Prbd.g_01611
OG0001008	Prbl.g_00416	Prbd.g_01609
OG0001009	Prbl.g_00415	Prbd.g_01608
OG0001010	Prbl.g_01601	Prbd.g_01600
OG0001011	Prbl.g_01627	Prbd.g_01593
OG0001012	Prbl.g_02318	Prbd.g_01566
OG0001013	Prbl.g_00404	Prbd.g_01531
OG0001014	Prbl.g_00403	Prbd.g_01530
OG0001015	Prbl.g_00393	Prbd.g_01524
OG0001016	Prbl.g_00392	Prbd.g_01523
OG0001017	Prbl.g_00391	Prbd.g_01522
OG0001018	Prbl.g_00389	Prbd.g_01521
OG0001019	Prbl.g_00385	Prbd.g_01519
OG0001020	Prbl.g_00383	Prbd.g_01518
OG0001021	Prbl.g_00382	Prbd.g_01517
OG0001022	Prbl.g_00381	Prbd.g_01516
OG0001023	Prbl.g_00380	Prbd.g_01515
OG0001024	Prbl.g_00378	Prbd.g_01514
OG0001025	Prbl.g_00377	Prbd.g_01513
OG0001026	Prbl.g_00376	Prbd.g_01511
OG0001027	Prbl.g_00375	Prbd.g_01510
OG0001028	Prbl.g_00374	Prbd.g_01509
OG0001029	Prbl.g_00373	Prbd.g_01508
OG0001030	Prbl.g_00372	Prbd.g_01507
OG0001031	Prbl.g_00371	Prbd.g_01506
OG0001032	Prbl.g_00370	Prbd.g_01505
OG0001033	Prbl.g_00369	Prbd.g_01504
OG0001034	Prbl.g_00367	Prbd.g_01503
OG0001035	Prbl.g_00365	Prbd.g_01501
OG0001036	Prbl.g_00364	Prbd.g_01500
OG0001037	Prbl.g_00362	Prbd.g_01499
OG0001038	Prbl.g_00361	Prbd.g_01498
OG0001039	Prbl.g_00360	Prbd.g_01497
OG0001040	Prbl.g_00359	Prbd.g_01496
OG0001041	Prbl.g_00358	Prbd.g_01495
OG0001042	Prbl.g_00356	Prbd.g_01494
OG0001043	Prbl.g_00355	Prbd.g_01493
OG0001044	Prbl.g_00354	Prbd.g_01492
OG0001045	Prbl.g_00353	Prbd.g_01491
OG0001046	Prbl.g_00352	Prbd.g_01490
OG0001047	Prbl.g_00348	Prbd.g_01487
OG0001048	Prbl.g_00346	Prbd.g_01485
OG0001049	Prbl.g_00345	Prbd.g_01484
OG0001050	Prbl.g_00344	Prbd.g_01483
OG0001051	Prbl.g_00343	Prbd.g_01482
OG0001052	Prbl.g_00342	Prbd.g_01481
OG0001053	Prbl.g_00340	Prbd.g_01479
OG0001054	Prbl.g_00338	Prbd.g_01477
OG0001055	Prbl.g_00337	Prbd.g_01476
OG0001056	Prbl.g_00336	Prbd.g_01475
OG0001057	Prbl.g_00335	Prbd.g_01474
OG0001058	Prbl.g_00334	Prbd.g_01473
OG0001059	Prbl.g_00333	Prbd.g_01472
OG0001060	Prbl.g_00332	Prbd.g_01471
OG0001061	Prbl.g_00331	Prbd.g_01470
OG0001062	Prbl.g_00317	Prbd.g_01469
OG0001063	Prbl.g_00316	Prbd.g_01468
OG0001064	Prbl.g_02620	Prbd.g_01466
OG0001065	Prbl.g_02680	Prbd.g_01463
OG0001066	Prbl.g_02683	Prbd.g_01462
OG0001067	Prbl.g_02684	Prbd.g_01461
OG0001068	Prbl.g_01062	Prbd.g_01459
OG0001069	Prbl.g_01061	Prbd.g_01458
OG0001070	Prbl.g_01060	Prbd.g_01457
OG0001071	Prbl.g_01059	Prbd.g_01456
OG0001072	Prbl.g_01058	Prbd.g_01455
OG0001073	Prbl.g_01057	Prbd.g_01454
OG0001074	Prbl.g_01056	Prbd.g_01453
OG0001075	Prbl.g_01055	Prbd.g_01452
OG0001076	Prbl.g_01054	Prbd.g_01451
OG0001077	Prbl.g_01053	Prbd.g_01450
OG0001078	Prbl.g_01051	Prbd.g_01449
OG0001079	Prbl.g_01050	Prbd.g_01448
OG0001080	Prbl.g_01049	Prbd.g_01447
OG0001081	Prbl.g_00954	Prbd.g_01444
OG0001082	Prbl.g_00953	Prbd.g_01443
OG0001083	Prbl.g_00949	Prbd.g_01442
OG0001084	Prbl.g_00951	Prbd.g_01440
OG0001085	Prbl.g_00952	Prbd.g_01439
OG0001086	Prbl.g_00948	Prbd.g_01438
OG0001087	Prbl.g_00947	Prbd.g_01437
OG0001088	Prbl.g_01045	Prbd.g_01436
OG0001089	Prbl.g_00956	Prbd.g_01433
OG0001090	Prbl.g_00958	Prbd.g_01431
OG0001091	Prbl.g_00959	Prbd.g_01430
