Orthogroup	Prbl	Prap
OG0000569	Prbl.g_01659	Prap.g_00379
OG0000570	Prbl.g_01662	Prap.g_00378
OG0000571	Prbl.g_01663	Prap.g_00377
OG0000572	Prbl.g_01664	Prap.g_00376
OG0000573	Prbl.g_01041	Prap.g_00373
OG0000574	Prbl.g_01032	Prap.g_00372
OG0000575	Prbl.g_01031	Prap.g_00371
OG0000576	Prbl.g_01030	Prap.g_00370
OG0000577	Prbl.g_01412	Prap.g_00369
OG0000578	Prbl.g_01411	Prap.g_00368
OG0000579	Prbl.g_01409	Prap.g_00367
OG0000580	Prbl.g_01406	Prap.g_00366
OG0000581	Prbl.g_01405	Prap.g_00365
OG0000582	Prbl.g_01404	Prap.g_00364
OG0000583	Prbl.g_01403	Prap.g_00363
OG0000584	Prbl.g_01401	Prap.g_00361
OG0000585	Prbl.g_01400	Prap.g_00360
OG0000586	Prbl.g_01398	Prap.g_00358
OG0000587	Prbl.g_01397	Prap.g_00357
OG0000588	Prbl.g_01394	Prap.g_00831
OG0000589	Prbl.g_01392	Prap.g_00830
OG0000590	Prbl.g_00891	Prap.g_00828
OG0000591	Prbl.g_01915	Prap.g_00822
OG0000592	Prbl.g_00027	Prap.g_00821
OG0000593	Prbl.g_01242	Prap.g_00820
OG0000594	Prbl.g_02295	Prap.g_00817
OG0000595	Prbl.g_01046	Prap.g_00816
OG0000596	Prbl.g_01869	Prap.g_00815
OG0000597	Prbl.g_01847	Prap.g_00813
OG0000598	Prbl.g_01853	Prap.g_00812
OG0000599	Prbl.g_01857	Prap.g_00811
OG0000600	Prbl.g_01858	Prap.g_00810
OG0000601	Prbl.g_01872	Prap.g_00807
OG0000602	Prbl.g_01873	Prap.g_00806
OG0000603	Prbl.g_01874	Prap.g_00805
OG0000604	Prbl.g_00021	Prap.g_00802
OG0000605	Prbl.g_00022	Prap.g_00801
OG0000606	Prbl.g_00024	Prap.g_00800
OG0000607	Prbl.g_00026	Prap.g_00798
OG0000608	Prbl.g_02373	Prap.g_00796
OG0000609	Prbl.g_02137	Prap.g_01489
OG0000610	Prbl.g_00120	Prap.g_00872
OG0000611	Prbl.g_02565	Prap.g_00790
OG0000612	Prbl.g_02564	Prap.g_00789
OG0000613	Prbl.g_02563	Prap.g_00344
OG0000614	Prbl.g_02562	Prap.g_00343
OG0000615	Prbl.g_02561	Prap.g_00341
OG0000616	Prbl.g_02560	Prap.g_00340
OG0000617	Prbl.g_02559	Prap.g_00339
OG0000618	Prbl.g_02558	Prap.g_00338
OG0000619	Prbl.g_02556	Prap.g_00337
OG0000620	Prbl.g_02555	Prap.g_00336
OG0000621	Prbl.g_02554	Prap.g_00335
OG0000622	Prbl.g_02553	Prap.g_00334
OG0000623	Prbl.g_02552	Prap.g_00333
OG0000624	Prbl.g_02551	Prap.g_00331
OG0000625	Prbl.g_02550	Prap.g_00330
OG0000626	Prbl.g_02549	Prap.g_00329
OG0000627	Prbl.g_02426	Prap.g_00328
OG0000628	Prbl.g_02427	Prap.g_00327
OG0000629	Prbl.g_02430	Prap.g_00326
OG0000630	Prbl.g_02431	Prap.g_00325
OG0000631	Prbl.g_02434	Prap.g_00323
OG0000632	Prbl.g_00040	Prap.g_00322
OG0000633	Prbl.g_01904	Prap.g_00036
OG0000634	Prbl.g_00534	Prap.g_00545
OG0000635	Prbl.g_02470	Prap.g_01121
OG0000636	Prbl.g_02469	Prap.g_01122
OG0000637	Prbl.g_02468	Prap.g_01123
OG0000638	Prbl.g_01195	Prap.g_01375
OG0000639	Prbl.g_01930	Prap.g_00688
OG0000640	Prbl.g_02435	Prap.g_00685
OG0000641	Prbl.g_02440	Prap.g_00683
OG0000642	Prbl.g_02441	Prap.g_00682
OG0000643	Prbl.g_02442	Prap.g_00681
OG0000644	Prbl.g_02341	Prap.g_00345
OG0000645	Prbl.g_02340	Prap.g_00788
OG0000646	Prbl.g_02339	Prap.g_00787
OG0000647	Prbl.g_02338	Prap.g_00786
OG0000648	Prbl.g_02336	Prap.g_00784
OG0000649	Prbl.g_02335	Prap.g_00783
OG0000650	Prbl.g_02334	Prap.g_00782
OG0000651	Prbl.g_02333	Prap.g_00781
OG0000652	Prbl.g_02332	Prap.g_00780
OG0000653	Prbl.g_02331	Prap.g_00779
OG0000654	Prbl.g_02329	Prap.g_00777
OG0000655	Prbl.g_02327	Prap.g_00775
OG0000656	Prbl.g_02326	Prap.g_00774
OG0000657	Prbl.g_02325	Prap.g_00773
OG0000658	Prbl.g_02324	Prap.g_00772
OG0000659	Prbl.g_02323	Prap.g_00771
OG0000660	Prbl.g_02322	Prap.g_00770
OG0000661	Prbl.g_02320	Prap.g_00769
OG0000662	Prbl.g_02317	Prap.g_00767
OG0000663	Prbl.g_02316	Prap.g_00766
OG0000664	Prbl.g_02315	Prap.g_00765
OG0000665	Prbl.g_02314	Prap.g_00764
OG0000666	Prbl.g_02313	Prap.g_00763
OG0000667	Prbl.g_02312	Prap.g_00762
OG0000668	Prbl.g_02311	Prap.g_00761
OG0000669	Prbl.g_02309	Prap.g_00759
OG0000670	Prbl.g_02308	Prap.g_00758
OG0000671	Prbl.g_02307	Prap.g_00757
OG0000672	Prbl.g_02306	Prap.g_00756
OG0000673	Prbl.g_02305	Prap.g_00755
OG0000674	Prbl.g_02304	Prap.g_00754
OG0000675	Prbl.g_01534	Prap.g_00752
OG0000676	Prbl.g_01535	Prap.g_00751
OG0000677	Prbl.g_01538	Prap.g_00748
OG0000678	Prbl.g_01540	Prap.g_00746
OG0000679	Prbl.g_01542	Prap.g_00744
OG0000680	Prbl.g_01543	Prap.g_00743
OG0000681	Prbl.g_01544	Prap.g_00742
OG0000682	Prbl.g_01545	Prap.g_00741
OG0000683	Prbl.g_01547	Prap.g_00739
OG0000684	Prbl.g_01548	Prap.g_00738
OG0000685	Prbl.g_01549	Prap.g_00737
OG0000686	Prbl.g_01550	Prap.g_00736
OG0000687	Prbl.g_01551	Prap.g_00735
OG0000688	Prbl.g_01552	Prap.g_00734
OG0000689	Prbl.g_01554	Prap.g_00733
OG0000690	Prbl.g_01555	Prap.g_00732
OG0000691	Prbl.g_01556	Prap.g_00731
OG0000692	Prbl.g_01567	Prap.g_00727
OG0000693	Prbl.g_01568	Prap.g_00726
OG0000694	Prbl.g_01571	Prap.g_00725
OG0000695	Prbl.g_01576	Prap.g_00724
OG0000696	Prbl.g_01577	Prap.g_00723
OG0000697	Prbl.g_01579	Prap.g_00721
OG0000698	Prbl.g_02423	Prap.g_00717
OG0000699	Prbl.g_02546	Prap.g_00716
OG0000700	Prbl.g_02530	Prap.g_00660
OG0000701	Prbl.g_01329	Prap.g_00655
OG0000702	Prbl.g_01588	Prap.g_00869
OG0000703	Prbl.g_02414	Prap.g_00867
OG0000704	Prbl.g_01078	Prap.g_00866
OG0000705	Prbl.g_02413	Prap.g_00864
OG0000706	Prbl.g_02412	Prap.g_00863
OG0000707	Prbl.g_02410	Prap.g_00861
OG0000708	Prbl.g_02409	Prap.g_00860
OG0000709	Prbl.g_02407	Prap.g_00858
OG0000710	Prbl.g_02406	Prap.g_00857
OG0000711	Prbl.g_02405	Prap.g_00856
OG0000712	Prbl.g_02404	Prap.g_00855
OG0000713	Prbl.g_02403	Prap.g_00854
OG0000714	Prbl.g_02395	Prap.g_00852
OG0000715	Prbl.g_02393	Prap.g_00851
OG0000716	Prbl.g_02388	Prap.g_00849
OG0000717	Prbl.g_02386	Prap.g_00848
OG0000718	Prbl.g_02383	Prap.g_00847
OG0000719	Prbl.g_02368	Prap.g_00845
OG0000720	Prbl.g_02367	Prap.g_00844
OG0000721	Prbl.g_02365	Prap.g_00841
OG0000722	Prbl.g_02364	Prap.g_00840
OG0000723	Prbl.g_02363	Prap.g_00839
OG0000724	Prbl.g_02350	Prap.g_00837
OG0000725	Prbl.g_02351	Prap.g_00836
OG0000726	Prbl.g_02352	Prap.g_00835
OG0000727	Prbl.g_02353	Prap.g_00834
OG0000728	Prbl.g_02354	Prap.g_00833
OG0000729	Prbl.g_02356	Prap.g_00832
OG0000730	Prbl.g_02359	Prap.g_00355
OG0000731	Prbl.g_02348	Prap.g_00353
OG0000732	Prbl.g_02347	Prap.g_00352
OG0000733	Prbl.g_02346	Prap.g_00351
OG0000734	Prbl.g_02345	Prap.g_00350
OG0000735	Prbl.g_02344	Prap.g_00348
OG0000736	Prbl.g_02343	Prap.g_00347
OG0000737	Prbl.g_02342	Prap.g_00346
OG0000738	Prbl.g_02443	Prap.g_00680
OG0000739	Prbl.g_02444	Prap.g_00679
OG0000740	Prbl.g_02445	Prap.g_00678
OG0000741	Prbl.g_02447	Prap.g_00677
OG0000742	Prbl.g_02449	Prap.g_00675
OG0000743	Prbl.g_02450	Prap.g_00239
OG0000744	Prbl.g_02452	Prap.g_00240
OG0000745	Prbl.g_02453	Prap.g_00241
OG0000746	Prbl.g_02454	Prap.g_00242
OG0000747	Prbl.g_01688	Prap.g_00243
OG0000748	Prbl.g_02462	Prap.g_00244
OG0000749	Prbl.g_02463	Prap.g_00245
OG0000750	Prbl.g_02465	Prap.g_00247
OG0000751	Prbl.g_02466	Prap.g_00248
OG0000752	Prbl.g_02210	Prap.g_00307
OG0000753	Prbl.g_02471	Prap.g_00250
OG0000754	Prbl.g_02472	Prap.g_00251
OG0000755	Prbl.g_02473	Prap.g_00252
OG0000756	Prbl.g_02475	Prap.g_00254
OG0000757	Prbl.g_02476	Prap.g_00255
OG0000758	Prbl.g_02477	Prap.g_00256
OG0000759	Prbl.g_02482	Prap.g_00258
OG0000760	Prbl.g_02483	Prap.g_00259
OG0000761	Prbl.g_02485	Prap.g_00260
OG0000762	Prbl.g_02487	Prap.g_00262
OG0000763	Prbl.g_02489	Prap.g_00263
OG0000764	Prbl.g_02491	Prap.g_00264
OG0000765	Prbl.g_02492	Prap.g_00265
OG0000766	Prbl.g_02493	Prap.g_00266
OG0000767	Prbl.g_02495	Prap.g_00268
OG0000768	Prbl.g_02496	Prap.g_00269
OG0000769	Prbl.g_02497	Prap.g_00270
OG0000770	Prbl.g_02498	Prap.g_00271
OG0000771	Prbl.g_02499	Prap.g_00272
OG0000772	Prbl.g_02608	Prap.g_00522
OG0000773	Prbl.g_02501	Prap.g_00274
OG0000774	Prbl.g_02503	Prap.g_00275
OG0000775	Prbl.g_02505	Prap.g_00276
OG0000776	Prbl.g_02508	Prap.g_00279
OG0000777	Prbl.g_02509	Prap.g_00280
OG0000778	Prbl.g_02510	Prap.g_00281
OG0000779	Prbl.g_02514	Prap.g_00282
OG0000780	Prbl.g_02516	Prap.g_00284
OG0000781	Prbl.g_02520	Prap.g_00286
OG0000782	Prbl.g_02521	Prap.g_00287
OG0000783	Prbl.g_02526	Prap.g_00291
OG0000784	Prbl.g_02528	Prap.g_00293
OG0000785	Prbl.g_02529	Prap.g_00294
OG0000786	Prbl.g_02531	Prap.g_00295
OG0000787	Prbl.g_02532	Prap.g_00296
OG0000788	Prbl.g_02538	Prap.g_00302
OG0000789	Prbl.g_02541	Prap.g_00305
OG0000790	Prbl.g_02209	Prap.g_00306
OG0000791	Prbl.g_02542	Prap.g_00309
OG0000792	Prbl.g_02543	Prap.g_00310
OG0000793	Prbl.g_02544	Prap.g_00311
OG0000794	Prbl.g_02547	Prap.g_00314
OG0000795	Prbl.g_00939	Prap.g_00697
OG0000796	Prbl.g_00938	Prap.g_00698
OG0000797	Prbl.g_00935	Prap.g_00700
OG0000798	Prbl.g_00934	Prap.g_00701
OG0000799	Prbl.g_00933	Prap.g_00702
OG0000800	Prbl.g_00932	Prap.g_00703
OG0000801	Prbl.g_00929	Prap.g_00706
OG0000802	Prbl.g_00928	Prap.g_00707
OG0000803	Prbl.g_00925	Prap.g_00709
OG0000804	Prbl.g_00924	Prap.g_00710
OG0000805	Prbl.g_00923	Prap.g_00711
OG0000806	Prbl.g_00922	Prap.g_00713
OG0000807	Prbl.g_02575	Prap.g_01345
OG0000808	Prbl.g_01603	Prap.g_00020
OG0000809	Prbl.g_00472	Prap.g_00504
OG0000810	Prbl.g_01686	Prap.g_01126
OG0000811	Prbl.g_02062	Prap.g_00539
OG0000812	Prbl.g_01199	Prap.g_00498
OG0000813	Prbl.g_01208	Prap.g_01366
OG0000814	Prbl.g_00687	Prap.g_00525
OG0000815	Prbl.g_01621	Prap.g_00058
OG0000816	Prbl.g_02197	Prap.g_01882
OG0000817	Prbl.g_02203	Prap.g_01881
OG0000818	Prbl.g_01931	Prap.g_00031
OG0000819	Prbl.g_00694	Prap.g_00478
OG0000820	Prbl.g_00545	Prap.g_00472
OG0000821	Prbl.g_02066	Prap.g_00470
OG0000822	Prbl.g_02067	Prap.g_00469
OG0000823	Prbl.g_02068	Prap.g_00468
OG0000824	Prbl.g_02069	Prap.g_00467
OG0000825	Prbl.g_02071	Prap.g_00466
OG0000826	Prbl.g_02072	Prap.g_00465
OG0000827	Prbl.g_02075	Prap.g_00464
OG0000828	Prbl.g_02077	Prap.g_00463
OG0000829	Prbl.g_02078	Prap.g_00462
OG0000830	Prbl.g_02081	Prap.g_00460
OG0000831	Prbl.g_02083	Prap.g_00457
OG0000832	Prbl.g_02085	Prap.g_00455
OG0000833	Prbl.g_02086	Prap.g_00454
OG0000834	Prbl.g_02088	Prap.g_00453
OG0000835	Prbl.g_02089	Prap.g_00452
OG0000836	Prbl.g_02090	Prap.g_00451
OG0000837	Prbl.g_02100	Prap.g_00448
OG0000838	Prbl.g_02102	Prap.g_00447
OG0000839	Prbl.g_02103	Prap.g_00446
OG0000840	Prbl.g_02104	Prap.g_00445
OG0000841	Prbl.g_02105	Prap.g_00444
OG0000842	Prbl.g_00178	Prap.g_00442
OG0000843	Prbl.g_00179	Prap.g_00441
OG0000844	Prbl.g_00180	Prap.g_00440
OG0000845	Prbl.g_00181	Prap.g_00439
OG0000846	Prbl.g_00184	Prap.g_00437
OG0000847	Prbl.g_00185	Prap.g_00435
OG0000848	Prbl.g_01379	Prap.g_00434
OG0000849	Prbl.g_01382	Prap.g_00431
OG0000850	Prbl.g_01383	Prap.g_00430
OG0000851	Prbl.g_01120	Prap.g_00428
OG0000852	Prbl.g_01118	Prap.g_00426
OG0000853	Prbl.g_01116	Prap.g_00424
OG0000854	Prbl.g_01114	Prap.g_00422
OG0000855	Prbl.g_01113	Prap.g_00421
OG0000856	Prbl.g_01112	Prap.g_00420
OG0000857	Prbl.g_01111	Prap.g_00419
OG0000858	Prbl.g_01110	Prap.g_00418
OG0000859	Prbl.g_01109	Prap.g_00417
OG0000860	Prbl.g_01108	Prap.g_00416
OG0000861	Prbl.g_01377	Prap.g_00415
OG0000862	Prbl.g_01376	Prap.g_00414
OG0000863	Prbl.g_01375	Prap.g_00413
OG0000864	Prbl.g_01374	Prap.g_00412
OG0000865	Prbl.g_01372	Prap.g_00411
OG0000866	Prbl.g_02579	Prap.g_00410
OG0000867	Prbl.g_02580	Prap.g_00409
OG0000868	Prbl.g_02582	Prap.g_00408
OG0000869	Prbl.g_02585	Prap.g_00406
OG0000870	Prbl.g_02586	Prap.g_00405
OG0000871	Prbl.g_02590	Prap.g_00404
OG0000872	Prbl.g_02591	Prap.g_00403
OG0000873	Prbl.g_02593	Prap.g_00401
OG0000874	Prbl.g_02594	Prap.g_00400
OG0000875	Prbl.g_00187	Prap.g_00399
OG0000876	Prbl.g_00186	Prap.g_00398
OG0000877	Prbl.g_01103	Prap.g_01136
OG0000878	Prbl.g_00461	Prap.g_01853
OG0000879	Prbl.g_00115	Prap.g_00550
OG0000880	Prbl.g_00114	Prap.g_00551
OG0000881	Prbl.g_00113	Prap.g_00552
OG0000882	Prbl.g_01711	Prap.g_00553
OG0000883	Prbl.g_01713	Prap.g_00554
OG0000884	Prbl.g_01715	Prap.g_00556
OG0000885	Prbl.g_01716	Prap.g_00557
OG0000886	Prbl.g_01717	Prap.g_00558
OG0000887	Prbl.g_01718	Prap.g_00559
OG0000888	Prbl.g_01719	Prap.g_00560
OG0000889	Prbl.g_01723	Prap.g_00563
OG0000890	Prbl.g_01726	Prap.g_00564
OG0000891	Prbl.g_01727	Prap.g_00565
OG0000892	Prbl.g_01730	Prap.g_00568
OG0000893	Prbl.g_01731	Prap.g_00569
OG0000894	Prbl.g_01732	Prap.g_00570
OG0000895	Prbl.g_01733	Prap.g_00571
OG0000896	Prbl.g_01734	Prap.g_00572
OG0000897	Prbl.g_01735	Prap.g_00573
OG0000898	Prbl.g_01738	Prap.g_00576
OG0000899	Prbl.g_01739	Prap.g_00577
OG0000900	Prbl.g_00722	Prap.g_01928
OG0000901	Prbl.g_01333	Prap.g_00585
OG0000902	Prbl.g_00658	Prap.g_01268
OG0000903	Prbl.g_01572	Prap.g_00521
OG0000904	Prbl.g_01695	Prap.g_00220
OG0000905	Prbl.g_00926	Prap.g_00499
OG0000906	Prbl.g_02577	Prap.g_00481
OG0000907	Prbl.g_01586	Prap.g_00719
OG0000908	Prbl.g_00409	Prap.g_00518
OG0000909	Prbl.g_00501	Prap.g_00061
OG0000910	Prbl.g_00500	Prap.g_00062
OG0000911	Prbl.g_00499	Prap.g_00063
OG0000912	Prbl.g_00498	Prap.g_00064
OG0000913	Prbl.g_00497	Prap.g_00065
OG0000914	Prbl.g_00496	Prap.g_00066
OG0000915	Prbl.g_00495	Prap.g_00067
OG0000916	Prbl.g_00494	Prap.g_00068
OG0000917	Prbl.g_00492	Prap.g_00069
OG0000918	Prbl.g_00491	Prap.g_00070
OG0000919	Prbl.g_00490	Prap.g_00071
OG0000920	Prbl.g_00489	Prap.g_00072
OG0000921	Prbl.g_00488	Prap.g_00073
OG0000922	Prbl.g_00487	Prap.g_00074
OG0000923	Prbl.g_00486	Prap.g_00075
OG0000924	Prbl.g_00485	Prap.g_00076
OG0000925	Prbl.g_00484	Prap.g_00077
OG0000926	Prbl.g_00843	Prap.g_01598
OG0000927	Prbl.g_00152	Prap.g_00104
OG0000928	Prbl.g_00153	Prap.g_00105
OG0000929	Prbl.g_00154	Prap.g_00106
OG0000930	Prbl.g_00160	Prap.g_00107
OG0000931	Prbl.g_00161	Prap.g_00108
OG0000932	Prbl.g_00257	Prap.g_00110
OG0000933	Prbl.g_00255	Prap.g_00111
OG0000934	Prbl.g_00254	Prap.g_00112
OG0000935	Prbl.g_00253	Prap.g_00113
OG0000936	Prbl.g_00252	Prap.g_00114
OG0000937	Prbl.g_00251	Prap.g_00115
OG0000938	Prbl.g_00249	Prap.g_00116
OG0000939	Prbl.g_00248	Prap.g_00117
OG0000940	Prbl.g_00246	Prap.g_00118
OG0000941	Prbl.g_00244	Prap.g_00119
OG0000942	Prbl.g_00243	Prap.g_00120
OG0000943	Prbl.g_00240	Prap.g_00123
OG0000944	Prbl.g_00231	Prap.g_00124
OG0000945	Prbl.g_00230	Prap.g_00125
OG0000946	Prbl.g_00229	Prap.g_00126
OG0000947	Prbl.g_00228	Prap.g_00127
OG0000948	Prbl.g_00227	Prap.g_00128
OG0000949	Prbl.g_00226	Prap.g_00129
OG0000950	Prbl.g_00225	Prap.g_00130
OG0000951	Prbl.g_00224	Prap.g_00131
OG0000952	Prbl.g_00223	Prap.g_00132
OG0000953	Prbl.g_00222	Prap.g_00133
OG0000954	Prbl.g_00221	Prap.g_00134
OG0000955	Prbl.g_00220	Prap.g_00135
OG0000956	Prbl.g_00219	Prap.g_00136
OG0000957	Prbl.g_00218	Prap.g_00137
OG0000958	Prbl.g_00684	Prap.g_00138
OG0000959	Prbl.g_00685	Prap.g_00139
OG0000960	Prbl.g_00686	Prap.g_00140
OG0000961	Prbl.g_00693	Prap.g_00144
OG0000962	Prbl.g_00695	Prap.g_00145
OG0000963	Prbl.g_00696	Prap.g_00146
OG0000964	Prbl.g_00699	Prap.g_00148
OG0000965	Prbl.g_00700	Prap.g_00149
OG0000966	Prbl.g_00701	Prap.g_00150
OG0000967	Prbl.g_00702	Prap.g_00151
OG0000968	Prbl.g_00703	Prap.g_00152
OG0000969	Prbl.g_00704	Prap.g_00153
OG0000970	Prbl.g_00705	Prap.g_00154
OG0000971	Prbl.g_00706	Prap.g_00155
OG0000972	Prbl.g_00707	Prap.g_00156
OG0000973	Prbl.g_00708	Prap.g_00157
OG0000974	Prbl.g_00710	Prap.g_00159
OG0000975	Prbl.g_01086	Prap.g_00165
OG0000976	Prbl.g_00466	Prap.g_00167
OG0000977	Prbl.g_00456	Prap.g_00169
OG0000978	Prbl.g_00454	Prap.g_00171
OG0000979	Prbl.g_00452	Prap.g_00173
OG0000980	Prbl.g_00451	Prap.g_00174
OG0000981	Prbl.g_01604	Prap.g_00175
OG0000982	Prbl.g_00450	Prap.g_00176
OG0000983	Prbl.g_00448	Prap.g_00178
OG0000984	Prbl.g_00447	Prap.g_00179
OG0000985	Prbl.g_00446	Prap.g_00180
OG0000986	Prbl.g_00444	Prap.g_00181
OG0000987	Prbl.g_00443	Prap.g_00182
OG0000988	Prbl.g_00441	Prap.g_00183
OG0000989	Prbl.g_00440	Prap.g_00184
OG0000990	Prbl.g_00439	Prap.g_00185
OG0000991	Prbl.g_00438	Prap.g_00186
OG0000992	Prbl.g_00437	Prap.g_00187
OG0000993	Prbl.g_00436	Prap.g_00188
OG0000994	Prbl.g_00435	Prap.g_00189
OG0000995	Prbl.g_00433	Prap.g_00190
OG0000996	Prbl.g_00432	Prap.g_00191
OG0000997	Prbl.g_00431	Prap.g_00192
OG0000998	Prbl.g_00430	Prap.g_00193
OG0000999	Prbl.g_00429	Prap.g_00194
OG0001000	Prbl.g_00428	Prap.g_00195
OG0001001	Prbl.g_00427	Prap.g_00197
OG0001002	Prbl.g_00423	Prap.g_00198
OG0001003	Prbl.g_00422	Prap.g_00199
OG0001004	Prbl.g_01914	Prap.g_00200
OG0001005	Prbl.g_00420	Prap.g_00203
OG0001006	Prbl.g_00419	Prap.g_00204
OG0001007	Prbl.g_00418	Prap.g_00205
OG0001008	Prbl.g_00416	Prap.g_00207
OG0001009	Prbl.g_00415	Prap.g_00208
OG0001010	Prbl.g_01601	Prap.g_01836
OG0001011	Prbl.g_01627	Prap.g_01139
OG0001012	Prbl.g_02318	Prap.g_00768
OG0001013	Prbl.g_00404	Prap.g_01786
OG0001014	Prbl.g_00403	Prap.g_01785
OG0001015	Prbl.g_00393	Prap.g_01778
OG0001016	Prbl.g_00392	Prap.g_01777
OG0001017	Prbl.g_00391	Prap.g_01776
OG0001018	Prbl.g_00389	Prap.g_01775
OG0001019	Prbl.g_00385	Prap.g_01773
OG0001020	Prbl.g_00383	Prap.g_01772
OG0001021	Prbl.g_00382	Prap.g_01771
OG0001022	Prbl.g_00381	Prap.g_01770
OG0001023	Prbl.g_00380	Prap.g_01769
OG0001024	Prbl.g_00378	Prap.g_01767
OG0001025	Prbl.g_00377	Prap.g_01766
OG0001026	Prbl.g_00376	Prap.g_01765
OG0001027	Prbl.g_00375	Prap.g_01764
OG0001028	Prbl.g_00374	Prap.g_01763
OG0001029	Prbl.g_00373	Prap.g_01762
OG0001030	Prbl.g_00372	Prap.g_01761
OG0001031	Prbl.g_00371	Prap.g_01760
OG0001032	Prbl.g_00370	Prap.g_01759
OG0001033	Prbl.g_00369	Prap.g_01758
OG0001034	Prbl.g_00367	Prap.g_01757
OG0001035	Prbl.g_00365	Prap.g_01754
OG0001036	Prbl.g_00364	Prap.g_01753
OG0001037	Prbl.g_00362	Prap.g_01752
OG0001038	Prbl.g_00361	Prap.g_01751
OG0001039	Prbl.g_00360	Prap.g_01750
OG0001040	Prbl.g_00359	Prap.g_01749
OG0001041	Prbl.g_00358	Prap.g_01748
OG0001042	Prbl.g_00356	Prap.g_01747
OG0001043	Prbl.g_00355	Prap.g_01746
OG0001044	Prbl.g_00354	Prap.g_01745
OG0001045	Prbl.g_00353	Prap.g_01744
OG0001046	Prbl.g_00352	Prap.g_01743
OG0001047	Prbl.g_00348	Prap.g_01740
OG0001048	Prbl.g_00346	Prap.g_01738
OG0001049	Prbl.g_00345	Prap.g_01737
OG0001050	Prbl.g_00344	Prap.g_01736
OG0001051	Prbl.g_00343	Prap.g_01735
OG0001052	Prbl.g_00342	Prap.g_01734
OG0001053	Prbl.g_00340	Prap.g_01732
OG0001054	Prbl.g_00338	Prap.g_01730
OG0001055	Prbl.g_00337	Prap.g_01729
OG0001056	Prbl.g_00336	Prap.g_01728
OG0001057	Prbl.g_00335	Prap.g_01727
OG0001058	Prbl.g_00334	Prap.g_01726
OG0001059	Prbl.g_00333	Prap.g_01725
OG0001060	Prbl.g_00332	Prap.g_01724
OG0001061	Prbl.g_00331	Prap.g_01723
OG0001062	Prbl.g_00317	Prap.g_01722
OG0001063	Prbl.g_00316	Prap.g_01721
OG0001064	Prbl.g_02620	Prap.g_01719
OG0001065	Prbl.g_02680	Prap.g_01715
OG0001066	Prbl.g_02683	Prap.g_01713
OG0001067	Prbl.g_02684	Prap.g_01712
OG0001068	Prbl.g_01062	Prap.g_01709
OG0001069	Prbl.g_01061	Prap.g_01708
OG0001070	Prbl.g_01060	Prap.g_01707
OG0001071	Prbl.g_01059	Prap.g_01706
OG0001072	Prbl.g_01058	Prap.g_01705
OG0001073	Prbl.g_01057	Prap.g_01704
OG0001074	Prbl.g_01056	Prap.g_01703
OG0001075	Prbl.g_01055	Prap.g_01702
OG0001076	Prbl.g_01054	Prap.g_01701
OG0001077	Prbl.g_01053	Prap.g_01700
OG0001078	Prbl.g_01051	Prap.g_01699
OG0001079	Prbl.g_01050	Prap.g_01698
OG0001080	Prbl.g_01049	Prap.g_01697
OG0001081	Prbl.g_00954	Prap.g_01693
OG0001082	Prbl.g_00953	Prap.g_01692
OG0001083	Prbl.g_00949	Prap.g_01689
OG0001084	Prbl.g_00951	Prap.g_01690
OG0001085	Prbl.g_00952	Prap.g_01691
OG0001086	Prbl.g_00948	Prap.g_01694
OG0001087	Prbl.g_00947	Prap.g_01695
OG0001088	Prbl.g_01045	Prap.g_01696
OG0001089	Prbl.g_00956	Prap.g_01686
OG0001090	Prbl.g_00958	Prap.g_01684
OG0001091	Prbl.g_00959	Prap.g_01683
OG0001092	Prbl.g_00960	Prap.g_01682
OG0001093	Prbl.g_00961	Prap.g_01681
OG0001094	Prbl.g_00962	Prap.g_01680
OG0001095	Prbl.g_00963	Prap.g_01679
OG0001096	Prbl.g_00964	Prap.g_01678
OG0001097	Prbl.g_00965	Prap.g_01677
OG0001098	Prbl.g_00966	Prap.g_01676
OG0001099	Prbl.g_00967	Prap.g_01675
OG0001100	Prbl.g_00968	Prap.g_01674
OG0001101	Prbl.g_00969	Prap.g_01673
OG0001102	Prbl.g_00970	Prap.g_01672
OG0001103	Prbl.g_00971	Prap.g_01671
OG0001104	Prbl.g_00972	Prap.g_01670
OG0001105	Prbl.g_00973	Prap.g_01669
OG0001106	Prbl.g_00974	Prap.g_01668
OG0001107	Prbl.g_00975	Prap.g_01667
OG0001108	Prbl.g_00976	Prap.g_01666
OG0001109	Prbl.g_00977	Prap.g_01665
OG0001110	Prbl.g_00978	Prap.g_01664
OG0001111	Prbl.g_00979	Prap.g_01663
OG0001112	Prbl.g_00980	Prap.g_01662
OG0001113	Prbl.g_00981	Prap.g_01661
OG0001114	Prbl.g_00982	Prap.g_01660
OG0001115	Prbl.g_00983	Prap.g_01659
OG0001116	Prbl.g_00984	Prap.g_01658
OG0001117	Prbl.g_00985	Prap.g_01657
OG0001118	Prbl.g_00986	Prap.g_01656
OG0001119	Prbl.g_00987	Prap.g_01655
OG0001120	Prbl.g_00988	Prap.g_01654
OG0001121	Prbl.g_00991	Prap.g_01652
OG0001122	Prbl.g_00992	Prap.g_01651
OG0001123	Prbl.g_00993	Prap.g_01650
OG0001124	Prbl.g_00995	Prap.g_01647
OG0001125	Prbl.g_00997	Prap.g_01645
OG0001126	Prbl.g_00998	Prap.g_01644
OG0001127	Prbl.g_01127	Prap.g_01641
