Orthogroup	Prbl	Prad
OG0000574	Prbl.g_01032	Prad.g_01228
OG0000575	Prbl.g_01031	Prad.g_01229
OG0000576	Prbl.g_01030	Prad.g_01230
OG0000577	Prbl.g_01412	Prad.g_01231
OG0000578	Prbl.g_01411	Prad.g_01232
OG0000579	Prbl.g_01409	Prad.g_01233
OG0000580	Prbl.g_01406	Prad.g_01234
OG0000581	Prbl.g_01405	Prad.g_01235
OG0000582	Prbl.g_01404	Prad.g_01236
OG0000583	Prbl.g_01403	Prad.g_01237
OG0000584	Prbl.g_01401	Prad.g_01238
OG0000585	Prbl.g_01400	Prad.g_01239
OG0000586	Prbl.g_01398	Prad.g_01241
OG0000587	Prbl.g_01397	Prad.g_01242
OG0000588	Prbl.g_01394	Prad.g_01244
OG0000589	Prbl.g_01392	Prad.g_01245
OG0000590	Prbl.g_00891	Prad.g_01247
OG0000591	Prbl.g_01915	Prad.g_01253
OG0000592	Prbl.g_00027	Prad.g_01254
OG0000593	Prbl.g_01242	Prad.g_01255
OG0000594	Prbl.g_02295	Prad.g_01257
OG0000595	Prbl.g_01046	Prad.g_01258
OG0000596	Prbl.g_01869	Prad.g_01259
OG0000597	Prbl.g_01847	Prad.g_01261
OG0000598	Prbl.g_01853	Prad.g_01262
OG0000599	Prbl.g_01857	Prad.g_01263
OG0000600	Prbl.g_01858	Prad.g_01264
OG0000601	Prbl.g_01872	Prad.g_01266
OG0000602	Prbl.g_01873	Prad.g_01267
OG0000603	Prbl.g_01874	Prad.g_01268
OG0000604	Prbl.g_00021	Prad.g_01269
OG0000605	Prbl.g_00022	Prad.g_01270
OG0000606	Prbl.g_00024	Prad.g_01271
OG0000607	Prbl.g_00026	Prad.g_01273
OG0000608	Prbl.g_02373	Prad.g_01274
OG0000609	Prbl.g_02137	Prad.g_01278
OG0000610	Prbl.g_00120	Prad.g_01279
OG0000611	Prbl.g_02565	Prad.g_01050
OG0000612	Prbl.g_02564	Prad.g_01051
OG0000613	Prbl.g_02563	Prad.g_01052
OG0000614	Prbl.g_02562	Prad.g_01053
OG0000615	Prbl.g_02561	Prad.g_01055
OG0000616	Prbl.g_02560	Prad.g_01056
OG0000617	Prbl.g_02559	Prad.g_01057
OG0000618	Prbl.g_02558	Prad.g_01058
OG0000619	Prbl.g_02556	Prad.g_01059
OG0000620	Prbl.g_02555	Prad.g_01060
OG0000621	Prbl.g_02554	Prad.g_01061
OG0000622	Prbl.g_02553	Prad.g_01062
OG0000623	Prbl.g_02552	Prad.g_01063
OG0000624	Prbl.g_02551	Prad.g_01064
OG0000625	Prbl.g_02550	Prad.g_01065
OG0000626	Prbl.g_02549	Prad.g_01066
OG0000627	Prbl.g_02426	Prad.g_01067
OG0000628	Prbl.g_02427	Prad.g_01068
OG0000629	Prbl.g_02430	Prad.g_01069
OG0000630	Prbl.g_02431	Prad.g_01070
OG0000631	Prbl.g_02434	Prad.g_01072
OG0000632	Prbl.g_00040	Prad.g_01088
OG0000633	Prbl.g_01904	Prad.g_01092
OG0000634	Prbl.g_00534	Prad.g_01107
OG0000635	Prbl.g_02470	Prad.g_01109
OG0000636	Prbl.g_02469	Prad.g_01110
OG0000637	Prbl.g_02468	Prad.g_01111
OG0000638	Prbl.g_01195	Prad.g_01123
OG0000639	Prbl.g_01930	Prad.g_01132
OG0000640	Prbl.g_02435	Prad.g_01134
OG0000641	Prbl.g_02440	Prad.g_01137
OG0000642	Prbl.g_02441	Prad.g_01138
OG0000643	Prbl.g_02442	Prad.g_01139
OG0000644	Prbl.g_02341	Prad.g_01140
OG0000645	Prbl.g_02340	Prad.g_01141
OG0000646	Prbl.g_02339	Prad.g_01142
OG0000647	Prbl.g_02338	Prad.g_01143
OG0000648	Prbl.g_02336	Prad.g_01145
OG0000649	Prbl.g_02335	Prad.g_01146
OG0000650	Prbl.g_02334	Prad.g_01147
OG0000651	Prbl.g_02333	Prad.g_01148
OG0000652	Prbl.g_02332	Prad.g_01149
OG0000653	Prbl.g_02331	Prad.g_01150
OG0000654	Prbl.g_02329	Prad.g_01152
OG0000655	Prbl.g_02327	Prad.g_01154
OG0000656	Prbl.g_02326	Prad.g_01155
OG0000657	Prbl.g_02325	Prad.g_01156
OG0000658	Prbl.g_02324	Prad.g_01157
OG0000659	Prbl.g_02323	Prad.g_01158
OG0000660	Prbl.g_02322	Prad.g_01159
OG0000661	Prbl.g_02320	Prad.g_01160
OG0000662	Prbl.g_02317	Prad.g_01161
OG0000663	Prbl.g_02316	Prad.g_01162
OG0000664	Prbl.g_02315	Prad.g_01163
OG0000665	Prbl.g_02314	Prad.g_01164
OG0000666	Prbl.g_02313	Prad.g_01165
OG0000667	Prbl.g_02312	Prad.g_01166
OG0000668	Prbl.g_02311	Prad.g_01167
OG0000669	Prbl.g_02309	Prad.g_01169
OG0000670	Prbl.g_02308	Prad.g_01170
OG0000671	Prbl.g_02307	Prad.g_01171
OG0000672	Prbl.g_02306	Prad.g_01172
OG0000673	Prbl.g_02305	Prad.g_01173
OG0000674	Prbl.g_02304	Prad.g_01174
OG0000675	Prbl.g_01534	Prad.g_01176
OG0000676	Prbl.g_01535	Prad.g_01177
OG0000677	Prbl.g_01538	Prad.g_01180
OG0000678	Prbl.g_01540	Prad.g_01182
OG0000679	Prbl.g_01542	Prad.g_01183
OG0000680	Prbl.g_01543	Prad.g_01184
OG0000681	Prbl.g_01544	Prad.g_01185
OG0000682	Prbl.g_01545	Prad.g_00308
OG0000683	Prbl.g_01547	Prad.g_00306
OG0000684	Prbl.g_01548	Prad.g_00305
OG0000685	Prbl.g_01549	Prad.g_00304
OG0000686	Prbl.g_01550	Prad.g_00303
OG0000687	Prbl.g_01551	Prad.g_00302
OG0000688	Prbl.g_01552	Prad.g_00301
OG0000689	Prbl.g_01554	Prad.g_00300
OG0000690	Prbl.g_01555	Prad.g_00299
OG0000691	Prbl.g_01556	Prad.g_00298
OG0000692	Prbl.g_01567	Prad.g_00296
OG0000693	Prbl.g_01568	Prad.g_00295
OG0000694	Prbl.g_01571	Prad.g_00294
OG0000695	Prbl.g_01576	Prad.g_00293
OG0000696	Prbl.g_01577	Prad.g_00292
OG0000697	Prbl.g_01579	Prad.g_00290
OG0000698	Prbl.g_02423	Prad.g_00288
OG0000699	Prbl.g_02546	Prad.g_00287
OG0000700	Prbl.g_02530	Prad.g_00260
OG0000701	Prbl.g_01329	Prad.g_00256
OG0000702	Prbl.g_01588	Prad.g_00253
OG0000703	Prbl.g_02414	Prad.g_00252
OG0000704	Prbl.g_01078	Prad.g_00251
OG0000705	Prbl.g_02413	Prad.g_00250
OG0000706	Prbl.g_02412	Prad.g_00249
OG0000707	Prbl.g_02410	Prad.g_00248
OG0000708	Prbl.g_02409	Prad.g_00247
OG0000709	Prbl.g_02407	Prad.g_00245
OG0000710	Prbl.g_02406	Prad.g_00244
OG0000711	Prbl.g_02405	Prad.g_00243
OG0000712	Prbl.g_02404	Prad.g_00242
OG0000713	Prbl.g_02403	Prad.g_00241
OG0000714	Prbl.g_02395	Prad.g_00239
OG0000715	Prbl.g_02393	Prad.g_00238
OG0000716	Prbl.g_02388	Prad.g_00236
OG0000717	Prbl.g_02386	Prad.g_00235
OG0000718	Prbl.g_02383	Prad.g_00234
OG0000719	Prbl.g_02368	Prad.g_00232
OG0000720	Prbl.g_02367	Prad.g_00231
OG0000721	Prbl.g_02365	Prad.g_00228
OG0000722	Prbl.g_02364	Prad.g_00227
OG0000723	Prbl.g_02363	Prad.g_00226
OG0000724	Prbl.g_02350	Prad.g_00224
OG0000725	Prbl.g_02351	Prad.g_00223
OG0000726	Prbl.g_02352	Prad.g_00222
OG0000727	Prbl.g_02353	Prad.g_00221
OG0000728	Prbl.g_02354	Prad.g_00220
OG0000729	Prbl.g_02356	Prad.g_00219
OG0000730	Prbl.g_02359	Prad.g_00218
OG0000731	Prbl.g_02348	Prad.g_00217
OG0000732	Prbl.g_02347	Prad.g_00216
OG0000733	Prbl.g_02346	Prad.g_00215
OG0000734	Prbl.g_02345	Prad.g_00214
OG0000735	Prbl.g_02344	Prad.g_00212
OG0000736	Prbl.g_02343	Prad.g_00211
OG0000737	Prbl.g_02342	Prad.g_00210
OG0000738	Prbl.g_02443	Prad.g_00209
OG0000739	Prbl.g_02444	Prad.g_00208
OG0000740	Prbl.g_02445	Prad.g_00207
OG0000741	Prbl.g_02447	Prad.g_00206
OG0000742	Prbl.g_02449	Prad.g_00204
OG0000743	Prbl.g_02450	Prad.g_00203
OG0000744	Prbl.g_02452	Prad.g_00202
OG0000745	Prbl.g_02453	Prad.g_00201
OG0000746	Prbl.g_02454	Prad.g_00200
OG0000747	Prbl.g_01688	Prad.g_00199
OG0000748	Prbl.g_02462	Prad.g_00198
OG0000749	Prbl.g_02463	Prad.g_00197
OG0000750	Prbl.g_02465	Prad.g_00196
OG0000751	Prbl.g_02466	Prad.g_00195
OG0000752	Prbl.g_02210	Prad.g_00194
OG0000753	Prbl.g_02471	Prad.g_00192
OG0000754	Prbl.g_02472	Prad.g_00191
OG0000755	Prbl.g_02473	Prad.g_00190
OG0000756	Prbl.g_02475	Prad.g_00189
OG0000757	Prbl.g_02476	Prad.g_00188
OG0000758	Prbl.g_02477	Prad.g_00187
OG0000759	Prbl.g_02482	Prad.g_00185
OG0000760	Prbl.g_02483	Prad.g_00184
OG0000761	Prbl.g_02485	Prad.g_00183
OG0000762	Prbl.g_02487	Prad.g_00181
OG0000763	Prbl.g_02489	Prad.g_00180
OG0000764	Prbl.g_02491	Prad.g_00179
OG0000765	Prbl.g_02492	Prad.g_00178
OG0000766	Prbl.g_02493	Prad.g_00177
OG0000767	Prbl.g_02495	Prad.g_00175
OG0000768	Prbl.g_02496	Prad.g_00174
OG0000769	Prbl.g_02497	Prad.g_00173
OG0000770	Prbl.g_02498	Prad.g_00172
OG0000771	Prbl.g_02499	Prad.g_00171
OG0000772	Prbl.g_02608	Prad.g_00170
OG0000773	Prbl.g_02501	Prad.g_00169
OG0000774	Prbl.g_02503	Prad.g_00168
OG0000775	Prbl.g_02505	Prad.g_00167
OG0000776	Prbl.g_02508	Prad.g_00165
OG0000777	Prbl.g_02509	Prad.g_00163
OG0000778	Prbl.g_02510	Prad.g_00162
OG0000779	Prbl.g_02514	Prad.g_00161
OG0000780	Prbl.g_02516	Prad.g_00159
OG0000781	Prbl.g_02520	Prad.g_00157
OG0000782	Prbl.g_02521	Prad.g_00156
OG0000783	Prbl.g_02526	Prad.g_00144
OG0000784	Prbl.g_02528	Prad.g_00142
OG0000785	Prbl.g_02529	Prad.g_00141
OG0000786	Prbl.g_02531	Prad.g_00140
OG0000787	Prbl.g_02532	Prad.g_00139
OG0000788	Prbl.g_02538	Prad.g_00135
OG0000789	Prbl.g_02541	Prad.g_01039
OG0000790	Prbl.g_02209	Prad.g_01038
OG0000791	Prbl.g_02542	Prad.g_01037
OG0000792	Prbl.g_02543	Prad.g_01036
OG0000793	Prbl.g_02544	Prad.g_01035
OG0000794	Prbl.g_02547	Prad.g_01033
OG0000795	Prbl.g_00939	Prad.g_01030
OG0000796	Prbl.g_00938	Prad.g_01029
OG0000797	Prbl.g_00935	Prad.g_01026
OG0000798	Prbl.g_00934	Prad.g_01025
OG0000799	Prbl.g_00933	Prad.g_01024
OG0000800	Prbl.g_00932	Prad.g_01023
OG0000801	Prbl.g_00929	Prad.g_01020
OG0000802	Prbl.g_00928	Prad.g_01019
OG0000803	Prbl.g_00925	Prad.g_01017
OG0000804	Prbl.g_00924	Prad.g_01016
OG0000805	Prbl.g_00923	Prad.g_01015
OG0000806	Prbl.g_00922	Prad.g_01013
OG0000807	Prbl.g_02575	Prad.g_00990
OG0000808	Prbl.g_01603	Prad.g_00981
OG0000809	Prbl.g_00472	Prad.g_00978
OG0000810	Prbl.g_01686	Prad.g_00977
OG0000811	Prbl.g_02062	Prad.g_00970
OG0000812	Prbl.g_01199	Prad.g_00635
OG0000813	Prbl.g_01208	Prad.g_00639
OG0000814	Prbl.g_00687	Prad.g_00641
OG0000815	Prbl.g_01621	Prad.g_00655
OG0000816	Prbl.g_02197	Prad.g_01988
OG0000817	Prbl.g_02203	Prad.g_01987
OG0000818	Prbl.g_01931	Prad.g_01522
OG0000819	Prbl.g_00694	Prad.g_01515
OG0000820	Prbl.g_00545	Prad.g_01511
OG0000821	Prbl.g_02066	Prad.g_01509
OG0000822	Prbl.g_02067	Prad.g_01508
OG0000823	Prbl.g_02068	Prad.g_01507
OG0000824	Prbl.g_02069	Prad.g_01506
OG0000825	Prbl.g_02071	Prad.g_01505
OG0000826	Prbl.g_02072	Prad.g_01504
OG0000827	Prbl.g_02075	Prad.g_01503
OG0000828	Prbl.g_02077	Prad.g_01502
OG0000829	Prbl.g_02078	Prad.g_01501
OG0000830	Prbl.g_02081	Prad.g_01500
OG0000831	Prbl.g_02083	Prad.g_01497
OG0000832	Prbl.g_02085	Prad.g_01495
OG0000833	Prbl.g_02086	Prad.g_01494
OG0000834	Prbl.g_02088	Prad.g_01493
OG0000835	Prbl.g_02089	Prad.g_01492
OG0000836	Prbl.g_02090	Prad.g_01491
OG0000837	Prbl.g_02100	Prad.g_01489
OG0000838	Prbl.g_02102	Prad.g_01488
OG0000839	Prbl.g_02103	Prad.g_01487
OG0000840	Prbl.g_02104	Prad.g_01486
OG0000841	Prbl.g_02105	Prad.g_01485
OG0000842	Prbl.g_00178	Prad.g_01484
OG0000843	Prbl.g_00179	Prad.g_01483
OG0000844	Prbl.g_00180	Prad.g_01482
OG0000845	Prbl.g_00181	Prad.g_01481
OG0000846	Prbl.g_00184	Prad.g_01478
OG0000847	Prbl.g_00185	Prad.g_01476
OG0000848	Prbl.g_01379	Prad.g_01475
OG0000849	Prbl.g_01382	Prad.g_01474
OG0000850	Prbl.g_01383	Prad.g_01473
OG0000851	Prbl.g_01120	Prad.g_01472
OG0000852	Prbl.g_01118	Prad.g_01469
OG0000853	Prbl.g_01116	Prad.g_01468
OG0000854	Prbl.g_01114	Prad.g_01466
OG0000855	Prbl.g_01113	Prad.g_01465
OG0000856	Prbl.g_01112	Prad.g_01464
OG0000857	Prbl.g_01111	Prad.g_01463
OG0000858	Prbl.g_01110	Prad.g_01462
OG0000859	Prbl.g_01109	Prad.g_01461
OG0000860	Prbl.g_01108	Prad.g_01460
OG0000861	Prbl.g_01377	Prad.g_01459
OG0000862	Prbl.g_01376	Prad.g_01458
OG0000863	Prbl.g_01375	Prad.g_01457
OG0000864	Prbl.g_01374	Prad.g_01456
OG0000865	Prbl.g_01372	Prad.g_01455
OG0000866	Prbl.g_02579	Prad.g_01454
OG0000867	Prbl.g_02580	Prad.g_01453
OG0000868	Prbl.g_02582	Prad.g_01452
OG0000869	Prbl.g_02585	Prad.g_01450
OG0000870	Prbl.g_02586	Prad.g_01449
OG0000871	Prbl.g_02590	Prad.g_01447
OG0000872	Prbl.g_02591	Prad.g_01446
OG0000873	Prbl.g_02593	Prad.g_01444
OG0000874	Prbl.g_02594	Prad.g_01443
OG0000875	Prbl.g_00187	Prad.g_01442
OG0000876	Prbl.g_00186	Prad.g_01441
OG0000877	Prbl.g_01103	Prad.g_01439
OG0000878	Prbl.g_00461	Prad.g_00341
OG0000879	Prbl.g_00115	Prad.g_00359
OG0000880	Prbl.g_00114	Prad.g_00360
OG0000881	Prbl.g_00113	Prad.g_00361
OG0000882	Prbl.g_01711	Prad.g_00362
OG0000883	Prbl.g_01713	Prad.g_00363
OG0000884	Prbl.g_01715	Prad.g_00365
OG0000885	Prbl.g_01716	Prad.g_00366
OG0000886	Prbl.g_01717	Prad.g_00631
OG0000887	Prbl.g_01718	Prad.g_00630
OG0000888	Prbl.g_01719	Prad.g_00629
OG0000889	Prbl.g_01723	Prad.g_00626
OG0000890	Prbl.g_01726	Prad.g_00625
OG0000891	Prbl.g_01727	Prad.g_00624
OG0000892	Prbl.g_01730	Prad.g_00622
OG0000893	Prbl.g_01731	Prad.g_00621
OG0000894	Prbl.g_01732	Prad.g_00620
OG0000895	Prbl.g_01733	Prad.g_00619
OG0000896	Prbl.g_01734	Prad.g_00618
OG0000897	Prbl.g_01735	Prad.g_00617
OG0000898	Prbl.g_01738	Prad.g_00615
OG0000899	Prbl.g_01739	Prad.g_00614
OG0000900	Prbl.g_00722	Prad.g_00612
OG0000901	Prbl.g_01333	Prad.g_00608
OG0000902	Prbl.g_00658	Prad.g_00607
OG0000903	Prbl.g_01572	Prad.g_00606
OG0000904	Prbl.g_01695	Prad.g_00604
OG0000905	Prbl.g_00926	Prad.g_00602
OG0000906	Prbl.g_02577	Prad.g_00600
OG0000907	Prbl.g_01586	Prad.g_00599
OG0000908	Prbl.g_00409	Prad.g_00596
OG0000909	Prbl.g_00501	Prad.g_00592
OG0000910	Prbl.g_00500	Prad.g_00591
OG0000911	Prbl.g_00499	Prad.g_00590
OG0000912	Prbl.g_00498	Prad.g_00589
OG0000913	Prbl.g_00497	Prad.g_00588
OG0000914	Prbl.g_00496	Prad.g_00587
OG0000915	Prbl.g_00495	Prad.g_00586
OG0000916	Prbl.g_00494	Prad.g_00585
OG0000917	Prbl.g_00492	Prad.g_00584
OG0000918	Prbl.g_00491	Prad.g_00583
OG0000919	Prbl.g_00490	Prad.g_00582
OG0000920	Prbl.g_00489	Prad.g_00581
OG0000921	Prbl.g_00488	Prad.g_00580
OG0000922	Prbl.g_00487	Prad.g_00579
OG0000923	Prbl.g_00486	Prad.g_00578
OG0000924	Prbl.g_00485	Prad.g_00577
OG0000925	Prbl.g_00484	Prad.g_00576
OG0000926	Prbl.g_00843	Prad.g_00567
OG0000927	Prbl.g_00152	Prad.g_00533
OG0000928	Prbl.g_00153	Prad.g_00532
OG0000929	Prbl.g_00154	Prad.g_00531
OG0000930	Prbl.g_00160	Prad.g_00530
OG0000931	Prbl.g_00161	Prad.g_00529
OG0000932	Prbl.g_00257	Prad.g_00527
OG0000933	Prbl.g_00255	Prad.g_00526
OG0000934	Prbl.g_00254	Prad.g_00525
OG0000935	Prbl.g_00253	Prad.g_00524
OG0000936	Prbl.g_00252	Prad.g_00523
OG0000937	Prbl.g_00251	Prad.g_00522
OG0000938	Prbl.g_00249	Prad.g_00521
OG0000939	Prbl.g_00248	Prad.g_00520
OG0000940	Prbl.g_00246	Prad.g_00519
OG0000941	Prbl.g_00244	Prad.g_00517
OG0000942	Prbl.g_00243	Prad.g_00516
OG0000943	Prbl.g_00240	Prad.g_00513
OG0000944	Prbl.g_00231	Prad.g_00512
OG0000945	Prbl.g_00230	Prad.g_00511
OG0000946	Prbl.g_00229	Prad.g_00510
OG0000947	Prbl.g_00228	Prad.g_00509
OG0000948	Prbl.g_00227	Prad.g_00508
OG0000949	Prbl.g_00226	Prad.g_00507
OG0000950	Prbl.g_00225	Prad.g_00506
OG0000951	Prbl.g_00224	Prad.g_00505
OG0000952	Prbl.g_00223	Prad.g_00504
OG0000953	Prbl.g_00222	Prad.g_00503
OG0000954	Prbl.g_00221	Prad.g_00502
OG0000955	Prbl.g_00220	Prad.g_00501
OG0000956	Prbl.g_00219	Prad.g_00500
OG0000957	Prbl.g_00218	Prad.g_00499
OG0000958	Prbl.g_00684	Prad.g_00498
OG0000959	Prbl.g_00685	Prad.g_00497
OG0000960	Prbl.g_00686	Prad.g_00496
OG0000961	Prbl.g_00693	Prad.g_00491
OG0000962	Prbl.g_00695	Prad.g_00490
OG0000963	Prbl.g_00696	Prad.g_00489
OG0000964	Prbl.g_00699	Prad.g_00487
OG0000965	Prbl.g_00700	Prad.g_00486
OG0000966	Prbl.g_00701	Prad.g_00485
OG0000967	Prbl.g_00702	Prad.g_00484
OG0000968	Prbl.g_00703	Prad.g_00483
OG0000969	Prbl.g_00704	Prad.g_00482
OG0000970	Prbl.g_00705	Prad.g_00481
OG0000971	Prbl.g_00706	Prad.g_00480
OG0000972	Prbl.g_00707	Prad.g_00479
OG0000973	Prbl.g_00708	Prad.g_00478
OG0000974	Prbl.g_00710	Prad.g_00476
OG0000975	Prbl.g_01086	Prad.g_00473
OG0000976	Prbl.g_00466	Prad.g_00471
OG0000977	Prbl.g_00456	Prad.g_00470
OG0000978	Prbl.g_00454	Prad.g_00469
OG0000979	Prbl.g_00452	Prad.g_00467
OG0000980	Prbl.g_00451	Prad.g_00466
OG0000981	Prbl.g_01604	Prad.g_00465
OG0000982	Prbl.g_00450	Prad.g_00464
OG0000983	Prbl.g_00448	Prad.g_00462
OG0000984	Prbl.g_00447	Prad.g_00461
OG0000985	Prbl.g_00446	Prad.g_00460
OG0000986	Prbl.g_00444	Prad.g_00459
OG0000987	Prbl.g_00443	Prad.g_00458
OG0000988	Prbl.g_00441	Prad.g_00457
OG0000989	Prbl.g_00440	Prad.g_00456
OG0000990	Prbl.g_00439	Prad.g_00455
OG0000991	Prbl.g_00438	Prad.g_00454
OG0000992	Prbl.g_00437	Prad.g_00453
OG0000993	Prbl.g_00436	Prad.g_00452
OG0000994	Prbl.g_00435	Prad.g_00451
OG0000995	Prbl.g_00433	Prad.g_00450
OG0000996	Prbl.g_00432	Prad.g_00449
OG0000997	Prbl.g_00431	Prad.g_00448
OG0000998	Prbl.g_00430	Prad.g_00447
OG0000999	Prbl.g_00429	Prad.g_00446
OG0001000	Prbl.g_00428	Prad.g_00445
OG0001001	Prbl.g_00427	Prad.g_00443
OG0001002	Prbl.g_00423	Prad.g_00442
OG0001003	Prbl.g_00422	Prad.g_00441
OG0001004	Prbl.g_01914	Prad.g_00440
OG0001005	Prbl.g_00420	Prad.g_00439
OG0001006	Prbl.g_00419	Prad.g_00438
OG0001007	Prbl.g_00418	Prad.g_00437
OG0001008	Prbl.g_00416	Prad.g_00435
OG0001009	Prbl.g_00415	Prad.g_00434
OG0001010	Prbl.g_01601	Prad.g_00426
OG0001011	Prbl.g_01627	Prad.g_00419
OG0001012	Prbl.g_02318	Prad.g_00388
OG0001013	Prbl.g_00404	Prad.g_00947
OG0001014	Prbl.g_00403	Prad.g_00946
OG0001015	Prbl.g_00393	Prad.g_00940
OG0001016	Prbl.g_00392	Prad.g_00939
OG0001017	Prbl.g_00391	Prad.g_00938
OG0001018	Prbl.g_00389	Prad.g_00937
OG0001019	Prbl.g_00385	Prad.g_00935
OG0001020	Prbl.g_00383	Prad.g_00934
OG0001021	Prbl.g_00382	Prad.g_00933
OG0001022	Prbl.g_00381	Prad.g_00932
OG0001023	Prbl.g_00380	Prad.g_00931
OG0001024	Prbl.g_00378	Prad.g_00930
OG0001025	Prbl.g_00377	Prad.g_00929
OG0001026	Prbl.g_00376	Prad.g_00927
OG0001027	Prbl.g_00375	Prad.g_00926
OG0001028	Prbl.g_00374	Prad.g_00925
OG0001029	Prbl.g_00373	Prad.g_00924
OG0001030	Prbl.g_00372	Prad.g_00923
OG0001031	Prbl.g_00371	Prad.g_00922
OG0001032	Prbl.g_00370	Prad.g_00921
OG0001033	Prbl.g_00369	Prad.g_00920
OG0001034	Prbl.g_00367	Prad.g_00919
OG0001035	Prbl.g_00365	Prad.g_00917
OG0001036	Prbl.g_00364	Prad.g_00916
OG0001037	Prbl.g_00362	Prad.g_00915
OG0001038	Prbl.g_00361	Prad.g_00914
OG0001039	Prbl.g_00360	Prad.g_00913
OG0001040	Prbl.g_00359	Prad.g_00912
OG0001041	Prbl.g_00358	Prad.g_00911
OG0001042	Prbl.g_00356	Prad.g_00910
OG0001043	Prbl.g_00355	Prad.g_00909
OG0001044	Prbl.g_00354	Prad.g_00908
OG0001045	Prbl.g_00353	Prad.g_00907
OG0001046	Prbl.g_00352	Prad.g_00906
OG0001047	Prbl.g_00348	Prad.g_00903
OG0001048	Prbl.g_00346	Prad.g_00901
OG0001049	Prbl.g_00345	Prad.g_00900
OG0001050	Prbl.g_00344	Prad.g_00899
OG0001051	Prbl.g_00343	Prad.g_00898
OG0001052	Prbl.g_00342	Prad.g_00897
OG0001053	Prbl.g_00340	Prad.g_00895
OG0001054	Prbl.g_00338	Prad.g_00893
OG0001055	Prbl.g_00337	Prad.g_00892
OG0001056	Prbl.g_00336	Prad.g_00891
OG0001057	Prbl.g_00335	Prad.g_00890
OG0001058	Prbl.g_00334	Prad.g_00889
OG0001059	Prbl.g_00333	Prad.g_00888
OG0001060	Prbl.g_00332	Prad.g_00887
OG0001061	Prbl.g_00331	Prad.g_00886
OG0001062	Prbl.g_00317	Prad.g_00885
OG0001063	Prbl.g_00316	Prad.g_00884
OG0001064	Prbl.g_02620	Prad.g_00882
OG0001065	Prbl.g_02680	Prad.g_00879
OG0001066	Prbl.g_02683	Prad.g_00878
OG0001067	Prbl.g_02684	Prad.g_00877
OG0001068	Prbl.g_01062	Prad.g_00875
OG0001069	Prbl.g_01061	Prad.g_00874
OG0001070	Prbl.g_01060	Prad.g_00873
OG0001071	Prbl.g_01059	Prad.g_00872
OG0001072	Prbl.g_01058	Prad.g_00871
OG0001073	Prbl.g_01057	Prad.g_00870
OG0001074	Prbl.g_01056	Prad.g_00869
OG0001075	Prbl.g_01055	Prad.g_00868
OG0001076	Prbl.g_01054	Prad.g_00867
OG0001077	Prbl.g_01053	Prad.g_00866
OG0001078	Prbl.g_01051	Prad.g_00865
OG0001079	Prbl.g_01050	Prad.g_00864
OG0001080	Prbl.g_01049	Prad.g_00863
OG0001081	Prbl.g_00954	Prad.g_00860
OG0001082	Prbl.g_00953	Prad.g_00859
OG0001083	Prbl.g_00949	Prad.g_00858
OG0001084	Prbl.g_00951	Prad.g_00856
OG0001085	Prbl.g_00952	Prad.g_00855
OG0001086	Prbl.g_00948	Prad.g_00854
OG0001087	Prbl.g_00947	Prad.g_00853
OG0001088	Prbl.g_01045	Prad.g_00852
OG0001089	Prbl.g_00956	Prad.g_00849
OG0001090	Prbl.g_00958	Prad.g_00847
OG0001091	Prbl.g_00959	Prad.g_00846
OG0001092	Prbl.g_00960	Prad.g_00845
OG0001093	Prbl.g_00961	Prad.g_00844
OG0001094	Prbl.g_00962	Prad.g_00843
OG0001095	Prbl.g_00963	Prad.g_00842
OG0001096	Prbl.g_00964	Prad.g_00841
OG0001097	Prbl.g_00965	Prad.g_00840
OG0001098	Prbl.g_00966	Prad.g_00839
OG0001099	Prbl.g_00967	Prad.g_00838
OG0001100	Prbl.g_00968	Prad.g_00837
OG0001101	Prbl.g_00969	Prad.g_00836
OG0001102	Prbl.g_00970	Prad.g_00835
OG0001103	Prbl.g_00971	Prad.g_00834
OG0001104	Prbl.g_00972	Prad.g_00833
OG0001105	Prbl.g_00973	Prad.g_00832
OG0001106	Prbl.g_00974	Prad.g_00831
OG0001107	Prbl.g_00975	Prad.g_00830
OG0001108	Prbl.g_00976	Prad.g_00829
OG0001109	Prbl.g_00977	Prad.g_00828
OG0001110	Prbl.g_00978	Prad.g_00827
OG0001111	Prbl.g_00979	Prad.g_00826
OG0001112	Prbl.g_00980	Prad.g_00825
OG0001113	Prbl.g_00981	Prad.g_00824
OG0001114	Prbl.g_00982	Prad.g_00823
OG0001115	Prbl.g_00983	Prad.g_00822
OG0001116	Prbl.g_00984	Prad.g_00821
OG0001117	Prbl.g_00985	Prad.g_00820
OG0001118	Prbl.g_00986	Prad.g_00819
OG0001119	Prbl.g_00987	Prad.g_00818
OG0001120	Prbl.g_00988	Prad.g_00817
OG0001121	Prbl.g_00991	Prad.g_00815
OG0001122	Prbl.g_00992	Prad.g_00814
OG0001123	Prbl.g_00993	Prad.g_00813
OG0001124	Prbl.g_00995	Prad.g_00811
OG0001125	Prbl.g_00997	Prad.g_00809
OG0001126	Prbl.g_00998	Prad.g_00808
OG0001127	Prbl.g_01127	Prad.g_00806
OG0001128	Prbl.g_01128	Prad.g_00805
OG0001129	Prbl.g_01131	Prad.g_00804
OG0001130	Prbl.g_01134	Prad.g_00801
OG0001131	Prbl.g_01135	Prad.g_00800
OG0001132	Prbl.g_01136	Prad.g_00799
