Orthogroup	Prbl	Prat
OG0000569	Prbl.g_01659	Prat.g_01077
OG0000570	Prbl.g_01662	Prat.g_01076
OG0000571	Prbl.g_01663	Prat.g_01075
OG0000572	Prbl.g_01664	Prat.g_01074
OG0000573	Prbl.g_01041	Prat.g_01071
OG0000574	Prbl.g_01032	Prat.g_01070
OG0000575	Prbl.g_01031	Prat.g_01069
OG0000576	Prbl.g_01030	Prat.g_01068
OG0000577	Prbl.g_01412	Prat.g_01067
OG0000578	Prbl.g_01411	Prat.g_01066
OG0000579	Prbl.g_01409	Prat.g_01065
OG0000580	Prbl.g_01406	Prat.g_01064
OG0000581	Prbl.g_01405	Prat.g_01063
OG0000582	Prbl.g_01404	Prat.g_01062
OG0000583	Prbl.g_01403	Prat.g_01061
OG0000584	Prbl.g_01401	Prat.g_01059
OG0000585	Prbl.g_01400	Prat.g_01058
OG0000586	Prbl.g_01398	Prat.g_01056
OG0000587	Prbl.g_01397	Prat.g_01055
OG0000588	Prbl.g_01394	Prat.g_00744
OG0000589	Prbl.g_01392	Prat.g_00745
OG0000590	Prbl.g_00891	Prat.g_00747
OG0000591	Prbl.g_01915	Prat.g_00752
OG0000592	Prbl.g_00027	Prat.g_00753
OG0000593	Prbl.g_01242	Prat.g_00754
OG0000594	Prbl.g_02295	Prat.g_00757
OG0000595	Prbl.g_01046	Prat.g_00758
OG0000596	Prbl.g_01869	Prat.g_00759
OG0000597	Prbl.g_01847	Prat.g_00761
OG0000598	Prbl.g_01853	Prat.g_00762
OG0000599	Prbl.g_01857	Prat.g_00763
OG0000600	Prbl.g_01858	Prat.g_00764
OG0000601	Prbl.g_01872	Prat.g_00767
OG0000602	Prbl.g_01873	Prat.g_00768
OG0000603	Prbl.g_01874	Prat.g_00769
OG0000604	Prbl.g_00021	Prat.g_00772
OG0000605	Prbl.g_00022	Prat.g_00773
OG0000606	Prbl.g_00024	Prat.g_00774
OG0000607	Prbl.g_00026	Prat.g_00776
OG0000608	Prbl.g_02373	Prat.g_00777
OG0000609	Prbl.g_02137	Prat.g_01882
OG0000610	Prbl.g_00120	Prat.g_00826
OG0000611	Prbl.g_02565	Prat.g_00789
OG0000612	Prbl.g_02564	Prat.g_00790
OG0000613	Prbl.g_02563	Prat.g_00791
OG0000614	Prbl.g_02562	Prat.g_00792
OG0000615	Prbl.g_02561	Prat.g_00797
OG0000616	Prbl.g_02560	Prat.g_00798
OG0000617	Prbl.g_02559	Prat.g_00799
OG0000618	Prbl.g_02558	Prat.g_00800
OG0000619	Prbl.g_02556	Prat.g_00801
OG0000620	Prbl.g_02555	Prat.g_00802
OG0000621	Prbl.g_02554	Prat.g_00803
OG0000622	Prbl.g_02553	Prat.g_00804
OG0000623	Prbl.g_02552	Prat.g_00805
OG0000624	Prbl.g_02551	Prat.g_00807
OG0000625	Prbl.g_02550	Prat.g_00808
OG0000626	Prbl.g_02549	Prat.g_00809
OG0000627	Prbl.g_02426	Prat.g_00811
OG0000628	Prbl.g_02427	Prat.g_00812
OG0000629	Prbl.g_02430	Prat.g_00813
OG0000630	Prbl.g_02431	Prat.g_00814
OG0000631	Prbl.g_02434	Prat.g_00816
OG0000632	Prbl.g_00040	Prat.g_00622
OG0000633	Prbl.g_01904	Prat.g_01486
OG0000634	Prbl.g_00534	Prat.g_01472
OG0000635	Prbl.g_02470	Prat.g_00888
OG0000636	Prbl.g_02469	Prat.g_00887
OG0000637	Prbl.g_02468	Prat.g_00886
OG0000638	Prbl.g_01195	Prat.g_00345
OG0000639	Prbl.g_01930	Prat.g_00859
OG0000640	Prbl.g_02435	Prat.g_00863
OG0000641	Prbl.g_02440	Prat.g_00865
OG0000642	Prbl.g_02441	Prat.g_00866
OG0000643	Prbl.g_02442	Prat.g_00867
OG0000644	Prbl.g_02341	Prat.g_01043
OG0000645	Prbl.g_02340	Prat.g_01042
OG0000646	Prbl.g_02339	Prat.g_01041
OG0000647	Prbl.g_02338	Prat.g_01040
OG0000648	Prbl.g_02336	Prat.g_01038
OG0000649	Prbl.g_02335	Prat.g_01037
OG0000650	Prbl.g_02334	Prat.g_01036
OG0000651	Prbl.g_02333	Prat.g_01035
OG0000652	Prbl.g_02332	Prat.g_01034
OG0000653	Prbl.g_02331	Prat.g_01033
OG0000654	Prbl.g_02329	Prat.g_01031
OG0000655	Prbl.g_02327	Prat.g_01029
OG0000656	Prbl.g_02326	Prat.g_01028
OG0000657	Prbl.g_02325	Prat.g_01027
OG0000658	Prbl.g_02324	Prat.g_01026
OG0000659	Prbl.g_02323	Prat.g_01025
OG0000660	Prbl.g_02322	Prat.g_01024
OG0000661	Prbl.g_02320	Prat.g_01023
OG0000662	Prbl.g_02317	Prat.g_01021
OG0000663	Prbl.g_02316	Prat.g_01020
OG0000664	Prbl.g_02315	Prat.g_01019
OG0000665	Prbl.g_02314	Prat.g_01018
OG0000666	Prbl.g_02313	Prat.g_01017
OG0000667	Prbl.g_02312	Prat.g_01016
OG0000668	Prbl.g_02311	Prat.g_01015
OG0000669	Prbl.g_02309	Prat.g_01013
OG0000670	Prbl.g_02308	Prat.g_01012
OG0000671	Prbl.g_02307	Prat.g_01011
OG0000672	Prbl.g_02306	Prat.g_01010
OG0000673	Prbl.g_02305	Prat.g_01009
OG0000674	Prbl.g_02304	Prat.g_01008
OG0000675	Prbl.g_01534	Prat.g_01007
OG0000676	Prbl.g_01535	Prat.g_01006
OG0000677	Prbl.g_01538	Prat.g_01004
OG0000678	Prbl.g_01540	Prat.g_01002
OG0000679	Prbl.g_01542	Prat.g_01001
OG0000680	Prbl.g_01543	Prat.g_01000
OG0000681	Prbl.g_01544	Prat.g_00999
OG0000682	Prbl.g_01545	Prat.g_00998
OG0000683	Prbl.g_01547	Prat.g_00996
OG0000684	Prbl.g_01548	Prat.g_00995
OG0000685	Prbl.g_01549	Prat.g_00994
OG0000686	Prbl.g_01550	Prat.g_00993
OG0000687	Prbl.g_01551	Prat.g_00992
OG0000688	Prbl.g_01552	Prat.g_00991
OG0000689	Prbl.g_01554	Prat.g_00990
OG0000690	Prbl.g_01555	Prat.g_00989
OG0000691	Prbl.g_01556	Prat.g_00988
OG0000692	Prbl.g_01567	Prat.g_00984
OG0000693	Prbl.g_01568	Prat.g_00983
OG0000694	Prbl.g_01571	Prat.g_00982
OG0000695	Prbl.g_01576	Prat.g_00981
OG0000696	Prbl.g_01577	Prat.g_00980
OG0000697	Prbl.g_01579	Prat.g_00978
OG0000698	Prbl.g_02423	Prat.g_00974
OG0000699	Prbl.g_02546	Prat.g_00973
OG0000700	Prbl.g_02530	Prat.g_00694
OG0000701	Prbl.g_01329	Prat.g_00699
OG0000702	Prbl.g_01588	Prat.g_00705
OG0000703	Prbl.g_02414	Prat.g_00707
OG0000704	Prbl.g_01078	Prat.g_00708
OG0000705	Prbl.g_02413	Prat.g_00709
OG0000706	Prbl.g_02412	Prat.g_00710
OG0000707	Prbl.g_02410	Prat.g_00712
OG0000708	Prbl.g_02409	Prat.g_00713
OG0000709	Prbl.g_02407	Prat.g_00716
OG0000710	Prbl.g_02406	Prat.g_00717
OG0000711	Prbl.g_02405	Prat.g_00718
OG0000712	Prbl.g_02404	Prat.g_00719
OG0000713	Prbl.g_02403	Prat.g_00720
OG0000714	Prbl.g_02395	Prat.g_00722
OG0000715	Prbl.g_02393	Prat.g_00723
OG0000716	Prbl.g_02388	Prat.g_00725
OG0000717	Prbl.g_02386	Prat.g_00726
OG0000718	Prbl.g_02383	Prat.g_00728
OG0000719	Prbl.g_02368	Prat.g_00730
OG0000720	Prbl.g_02367	Prat.g_00731
OG0000721	Prbl.g_02365	Prat.g_00734
OG0000722	Prbl.g_02364	Prat.g_00735
OG0000723	Prbl.g_02363	Prat.g_00736
OG0000724	Prbl.g_02350	Prat.g_00738
OG0000725	Prbl.g_02351	Prat.g_00739
OG0000726	Prbl.g_02352	Prat.g_00740
OG0000727	Prbl.g_02353	Prat.g_00741
OG0000728	Prbl.g_02354	Prat.g_00742
OG0000729	Prbl.g_02356	Prat.g_00743
OG0000730	Prbl.g_02359	Prat.g_01053
OG0000731	Prbl.g_02348	Prat.g_01051
OG0000732	Prbl.g_02347	Prat.g_01050
OG0000733	Prbl.g_02346	Prat.g_01049
OG0000734	Prbl.g_02345	Prat.g_01048
OG0000735	Prbl.g_02344	Prat.g_01046
OG0000736	Prbl.g_02343	Prat.g_01045
OG0000737	Prbl.g_02342	Prat.g_01044
OG0000738	Prbl.g_02443	Prat.g_00868
OG0000739	Prbl.g_02444	Prat.g_00869
OG0000740	Prbl.g_02445	Prat.g_00870
OG0000741	Prbl.g_02447	Prat.g_00871
OG0000742	Prbl.g_02449	Prat.g_00873
OG0000743	Prbl.g_02450	Prat.g_00874
OG0000744	Prbl.g_02452	Prat.g_00876
OG0000745	Prbl.g_02453	Prat.g_00877
OG0000746	Prbl.g_02454	Prat.g_00878
OG0000747	Prbl.g_01688	Prat.g_00879
OG0000748	Prbl.g_02462	Prat.g_00880
OG0000749	Prbl.g_02463	Prat.g_00881
OG0000750	Prbl.g_02465	Prat.g_00883
OG0000751	Prbl.g_02466	Prat.g_00884
OG0000752	Prbl.g_02210	Prat.g_00944
OG0000753	Prbl.g_02471	Prat.g_00889
OG0000754	Prbl.g_02472	Prat.g_00890
OG0000755	Prbl.g_02473	Prat.g_00891
OG0000756	Prbl.g_02475	Prat.g_00893
OG0000757	Prbl.g_02476	Prat.g_00894
OG0000758	Prbl.g_02477	Prat.g_00895
OG0000759	Prbl.g_02482	Prat.g_00897
OG0000760	Prbl.g_02483	Prat.g_00898
OG0000761	Prbl.g_02485	Prat.g_00899
OG0000762	Prbl.g_02487	Prat.g_00901
OG0000763	Prbl.g_02489	Prat.g_00902
OG0000764	Prbl.g_02491	Prat.g_00903
OG0000765	Prbl.g_02492	Prat.g_00904
OG0000766	Prbl.g_02493	Prat.g_00905
OG0000767	Prbl.g_02495	Prat.g_00907
OG0000768	Prbl.g_02496	Prat.g_00908
OG0000769	Prbl.g_02497	Prat.g_00909
OG0000770	Prbl.g_02498	Prat.g_00910
OG0000771	Prbl.g_02499	Prat.g_00911
OG0000772	Prbl.g_02608	Prat.g_00912
OG0000773	Prbl.g_02501	Prat.g_00913
OG0000774	Prbl.g_02503	Prat.g_00914
OG0000775	Prbl.g_02505	Prat.g_00915
OG0000776	Prbl.g_02508	Prat.g_00916
OG0000777	Prbl.g_02509	Prat.g_00917
OG0000778	Prbl.g_02510	Prat.g_00918
OG0000779	Prbl.g_02514	Prat.g_00919
OG0000780	Prbl.g_02516	Prat.g_00921
OG0000781	Prbl.g_02520	Prat.g_00923
OG0000782	Prbl.g_02521	Prat.g_00924
OG0000783	Prbl.g_02526	Prat.g_00929
OG0000784	Prbl.g_02528	Prat.g_00931
OG0000785	Prbl.g_02529	Prat.g_00932
OG0000786	Prbl.g_02531	Prat.g_00933
OG0000787	Prbl.g_02532	Prat.g_00934
OG0000788	Prbl.g_02538	Prat.g_00939
OG0000789	Prbl.g_02541	Prat.g_00942
OG0000790	Prbl.g_02209	Prat.g_00943
OG0000791	Prbl.g_02542	Prat.g_00946
OG0000792	Prbl.g_02543	Prat.g_00947
OG0000793	Prbl.g_02544	Prat.g_00948
OG0000794	Prbl.g_02547	Prat.g_00951
OG0000795	Prbl.g_00939	Prat.g_00955
OG0000796	Prbl.g_00938	Prat.g_00956
OG0000797	Prbl.g_00935	Prat.g_00957
OG0000798	Prbl.g_00934	Prat.g_00958
OG0000799	Prbl.g_00933	Prat.g_00959
OG0000800	Prbl.g_00932	Prat.g_00960
OG0000801	Prbl.g_00929	Prat.g_00963
OG0000802	Prbl.g_00928	Prat.g_00964
OG0000803	Prbl.g_00925	Prat.g_00966
OG0000804	Prbl.g_00924	Prat.g_00967
OG0000805	Prbl.g_00923	Prat.g_00968
OG0000806	Prbl.g_00922	Prat.g_00970
OG0000807	Prbl.g_02575	Prat.g_01204
OG0000808	Prbl.g_01603	Prat.g_01479
OG0000809	Prbl.g_00472	Prat.g_01197
OG0000810	Prbl.g_01686	Prat.g_01480
OG0000811	Prbl.g_02062	Prat.g_01214
OG0000812	Prbl.g_01199	Prat.g_01199
OG0000813	Prbl.g_01208	Prat.g_00354
OG0000814	Prbl.g_00687	Prat.g_01373
OG0000815	Prbl.g_01621	Prat.g_01211
OG0000816	Prbl.g_02197	Prat.g_01560
OG0000817	Prbl.g_02203	Prat.g_01559
OG0000818	Prbl.g_01931	Prat.g_01175
OG0000819	Prbl.g_00694	Prat.g_01177
OG0000820	Prbl.g_00545	Prat.g_01171
OG0000821	Prbl.g_02066	Prat.g_01169
OG0000822	Prbl.g_02067	Prat.g_01168
OG0000823	Prbl.g_02068	Prat.g_01167
OG0000824	Prbl.g_02069	Prat.g_01166
OG0000825	Prbl.g_02071	Prat.g_01165
OG0000826	Prbl.g_02072	Prat.g_01164
OG0000827	Prbl.g_02075	Prat.g_01163
OG0000828	Prbl.g_02077	Prat.g_01162
OG0000829	Prbl.g_02078	Prat.g_01161
OG0000830	Prbl.g_02081	Prat.g_01159
OG0000831	Prbl.g_02083	Prat.g_01157
OG0000832	Prbl.g_02085	Prat.g_01155
OG0000833	Prbl.g_02086	Prat.g_01154
OG0000834	Prbl.g_02088	Prat.g_01153
OG0000835	Prbl.g_02089	Prat.g_01152
OG0000836	Prbl.g_02090	Prat.g_01151
OG0000837	Prbl.g_02100	Prat.g_01148
OG0000838	Prbl.g_02102	Prat.g_01147
OG0000839	Prbl.g_02103	Prat.g_01146
OG0000840	Prbl.g_02104	Prat.g_01145
OG0000841	Prbl.g_02105	Prat.g_01144
OG0000842	Prbl.g_00178	Prat.g_01142
OG0000843	Prbl.g_00179	Prat.g_01141
OG0000844	Prbl.g_00180	Prat.g_01140
OG0000845	Prbl.g_00181	Prat.g_01139
OG0000846	Prbl.g_00184	Prat.g_01136
OG0000847	Prbl.g_00185	Prat.g_01135
OG0000848	Prbl.g_01379	Prat.g_01134
OG0000849	Prbl.g_01382	Prat.g_01131
OG0000850	Prbl.g_01383	Prat.g_01130
OG0000851	Prbl.g_01120	Prat.g_01128
OG0000852	Prbl.g_01118	Prat.g_01126
OG0000853	Prbl.g_01116	Prat.g_01124
OG0000854	Prbl.g_01114	Prat.g_01123
OG0000855	Prbl.g_01113	Prat.g_01122
OG0000856	Prbl.g_01112	Prat.g_01121
OG0000857	Prbl.g_01111	Prat.g_01120
OG0000858	Prbl.g_01110	Prat.g_01119
OG0000859	Prbl.g_01109	Prat.g_01118
OG0000860	Prbl.g_01108	Prat.g_01117
OG0000861	Prbl.g_01377	Prat.g_01116
OG0000862	Prbl.g_01376	Prat.g_01115
OG0000863	Prbl.g_01375	Prat.g_01114
OG0000864	Prbl.g_01374	Prat.g_01113
OG0000865	Prbl.g_01372	Prat.g_01112
OG0000866	Prbl.g_02579	Prat.g_01111
OG0000867	Prbl.g_02580	Prat.g_01110
OG0000868	Prbl.g_02582	Prat.g_01108
OG0000869	Prbl.g_02585	Prat.g_01106
OG0000870	Prbl.g_02586	Prat.g_01105
OG0000871	Prbl.g_02590	Prat.g_01104
OG0000872	Prbl.g_02591	Prat.g_01103
OG0000873	Prbl.g_02593	Prat.g_01101
OG0000874	Prbl.g_02594	Prat.g_01100
OG0000875	Prbl.g_00187	Prat.g_01099
OG0000876	Prbl.g_00186	Prat.g_01098
OG0000877	Prbl.g_01103	Prat.g_00594
OG0000878	Prbl.g_00461	Prat.g_00626
OG0000879	Prbl.g_00115	Prat.g_01238
OG0000880	Prbl.g_00114	Prat.g_01239
OG0000881	Prbl.g_00113	Prat.g_01240
OG0000882	Prbl.g_01711	Prat.g_01241
OG0000883	Prbl.g_01713	Prat.g_01242
OG0000884	Prbl.g_01715	Prat.g_01244
OG0000885	Prbl.g_01716	Prat.g_01245
OG0000886	Prbl.g_01717	Prat.g_01246
OG0000887	Prbl.g_01718	Prat.g_01247
OG0000888	Prbl.g_01719	Prat.g_01248
OG0000889	Prbl.g_01723	Prat.g_01251
OG0000890	Prbl.g_01726	Prat.g_01252
OG0000891	Prbl.g_01727	Prat.g_01253
OG0000892	Prbl.g_01730	Prat.g_01255
OG0000893	Prbl.g_01731	Prat.g_01256
OG0000894	Prbl.g_01732	Prat.g_01257
OG0000895	Prbl.g_01733	Prat.g_01258
OG0000896	Prbl.g_01734	Prat.g_01259
OG0000897	Prbl.g_01735	Prat.g_01260
OG0000898	Prbl.g_01738	Prat.g_01263
OG0000899	Prbl.g_01739	Prat.g_01264
OG0000900	Prbl.g_00722	Prat.g_01282
OG0000901	Prbl.g_01333	Prat.g_01287
OG0000902	Prbl.g_00658	Prat.g_01471
OG0000903	Prbl.g_01572	Prat.g_01178
OG0000904	Prbl.g_01695	Prat.g_01455
OG0000905	Prbl.g_00926	Prat.g_01200
OG0000906	Prbl.g_02577	Prat.g_01181
OG0000907	Prbl.g_01586	Prat.g_00976
OG0000908	Prbl.g_00409	Prat.g_01228
OG0000909	Prbl.g_00501	Prat.g_01293
OG0000910	Prbl.g_00500	Prat.g_01294
OG0000911	Prbl.g_00499	Prat.g_01295
OG0000912	Prbl.g_00498	Prat.g_01296
OG0000913	Prbl.g_00497	Prat.g_01297
OG0000914	Prbl.g_00496	Prat.g_01298
OG0000915	Prbl.g_00495	Prat.g_01299
OG0000916	Prbl.g_00494	Prat.g_01300
OG0000917	Prbl.g_00492	Prat.g_01301
OG0000918	Prbl.g_00491	Prat.g_01302
OG0000919	Prbl.g_00490	Prat.g_01303
OG0000920	Prbl.g_00489	Prat.g_01304
OG0000921	Prbl.g_00488	Prat.g_01305
OG0000922	Prbl.g_00487	Prat.g_01306
OG0000923	Prbl.g_00486	Prat.g_01307
OG0000924	Prbl.g_00485	Prat.g_01308
OG0000925	Prbl.g_00484	Prat.g_01309
OG0000926	Prbl.g_00843	Prat.g_01769
OG0000927	Prbl.g_00152	Prat.g_01333
OG0000928	Prbl.g_00153	Prat.g_01334
OG0000929	Prbl.g_00154	Prat.g_01335
OG0000930	Prbl.g_00160	Prat.g_01336
OG0000931	Prbl.g_00161	Prat.g_01337
OG0000932	Prbl.g_00257	Prat.g_01339
OG0000933	Prbl.g_00255	Prat.g_01340
OG0000934	Prbl.g_00254	Prat.g_01341
OG0000935	Prbl.g_00253	Prat.g_01342
OG0000936	Prbl.g_00252	Prat.g_01343
OG0000937	Prbl.g_00251	Prat.g_01344
OG0000938	Prbl.g_00249	Prat.g_01345
OG0000939	Prbl.g_00248	Prat.g_01346
OG0000940	Prbl.g_00246	Prat.g_01348
OG0000941	Prbl.g_00244	Prat.g_01350
OG0000942	Prbl.g_00243	Prat.g_01351
OG0000943	Prbl.g_00240	Prat.g_01355
OG0000944	Prbl.g_00231	Prat.g_01356
OG0000945	Prbl.g_00230	Prat.g_01357
OG0000946	Prbl.g_00229	Prat.g_01358
OG0000947	Prbl.g_00228	Prat.g_01359
OG0000948	Prbl.g_00227	Prat.g_01360
OG0000949	Prbl.g_00226	Prat.g_01361
OG0000950	Prbl.g_00225	Prat.g_01362
OG0000951	Prbl.g_00224	Prat.g_01363
OG0000952	Prbl.g_00223	Prat.g_01364
OG0000953	Prbl.g_00222	Prat.g_01365
OG0000954	Prbl.g_00221	Prat.g_01366
OG0000955	Prbl.g_00220	Prat.g_01367
OG0000956	Prbl.g_00219	Prat.g_01368
OG0000957	Prbl.g_00218	Prat.g_01369
OG0000958	Prbl.g_00684	Prat.g_01370
OG0000959	Prbl.g_00685	Prat.g_01371
OG0000960	Prbl.g_00686	Prat.g_01372
OG0000961	Prbl.g_00693	Prat.g_01378
OG0000962	Prbl.g_00695	Prat.g_01379
OG0000963	Prbl.g_00696	Prat.g_01380
OG0000964	Prbl.g_00699	Prat.g_01382
OG0000965	Prbl.g_00700	Prat.g_01383
OG0000966	Prbl.g_00701	Prat.g_01384
OG0000967	Prbl.g_00702	Prat.g_01385
OG0000968	Prbl.g_00703	Prat.g_01386
OG0000969	Prbl.g_00704	Prat.g_01387
OG0000970	Prbl.g_00705	Prat.g_01388
OG0000971	Prbl.g_00706	Prat.g_01389
OG0000972	Prbl.g_00707	Prat.g_01390
OG0000973	Prbl.g_00708	Prat.g_01391
OG0000974	Prbl.g_00710	Prat.g_01393
OG0000975	Prbl.g_01086	Prat.g_01399
OG0000976	Prbl.g_00466	Prat.g_01403
OG0000977	Prbl.g_00456	Prat.g_01405
OG0000978	Prbl.g_00454	Prat.g_01407
OG0000979	Prbl.g_00452	Prat.g_01409
OG0000980	Prbl.g_00451	Prat.g_01410
OG0000981	Prbl.g_01604	Prat.g_01411
OG0000982	Prbl.g_00450	Prat.g_01412
OG0000983	Prbl.g_00448	Prat.g_01414
OG0000984	Prbl.g_00447	Prat.g_01415
OG0000985	Prbl.g_00446	Prat.g_01416
OG0000986	Prbl.g_00444	Prat.g_01417
OG0000987	Prbl.g_00443	Prat.g_01418
OG0000988	Prbl.g_00441	Prat.g_01420
OG0000989	Prbl.g_00440	Prat.g_01421
OG0000990	Prbl.g_00439	Prat.g_01422
OG0000991	Prbl.g_00438	Prat.g_01423
OG0000992	Prbl.g_00437	Prat.g_01424
OG0000993	Prbl.g_00436	Prat.g_01425
OG0000994	Prbl.g_00435	Prat.g_01426
OG0000995	Prbl.g_00433	Prat.g_01427
OG0000996	Prbl.g_00432	Prat.g_01428
OG0000997	Prbl.g_00431	Prat.g_01429
OG0000998	Prbl.g_00430	Prat.g_01430
OG0000999	Prbl.g_00429	Prat.g_01431
OG0001000	Prbl.g_00428	Prat.g_01432
OG0001001	Prbl.g_00427	Prat.g_01434
OG0001002	Prbl.g_00423	Prat.g_01435
OG0001003	Prbl.g_00422	Prat.g_01436
OG0001004	Prbl.g_01914	Prat.g_01437
OG0001005	Prbl.g_00420	Prat.g_01439
OG0001006	Prbl.g_00419	Prat.g_01440
OG0001007	Prbl.g_00418	Prat.g_01441
OG0001008	Prbl.g_00416	Prat.g_01443
OG0001009	Prbl.g_00415	Prat.g_01444
OG0001010	Prbl.g_01601	Prat.g_01502
OG0001011	Prbl.g_01627	Prat.g_01457
OG0001012	Prbl.g_02318	Prat.g_01022
OG0001013	Prbl.g_00404	Prat.g_01585
OG0001014	Prbl.g_00403	Prat.g_01586
OG0001015	Prbl.g_00393	Prat.g_01593
OG0001016	Prbl.g_00392	Prat.g_01594
OG0001017	Prbl.g_00391	Prat.g_01595
OG0001018	Prbl.g_00389	Prat.g_01596
OG0001019	Prbl.g_00385	Prat.g_01598
OG0001020	Prbl.g_00383	Prat.g_01599
OG0001021	Prbl.g_00382	Prat.g_01600
OG0001022	Prbl.g_00381	Prat.g_01601
OG0001023	Prbl.g_00380	Prat.g_01602
OG0001024	Prbl.g_00378	Prat.g_01603
OG0001025	Prbl.g_00377	Prat.g_01604
OG0001026	Prbl.g_00376	Prat.g_01605
OG0001027	Prbl.g_00375	Prat.g_01606
OG0001028	Prbl.g_00374	Prat.g_01607
OG0001029	Prbl.g_00373	Prat.g_01608
OG0001030	Prbl.g_00372	Prat.g_01609
OG0001031	Prbl.g_00371	Prat.g_01610
OG0001032	Prbl.g_00370	Prat.g_01611
OG0001033	Prbl.g_00369	Prat.g_01612
OG0001034	Prbl.g_00367	Prat.g_01613
OG0001035	Prbl.g_00365	Prat.g_01615
OG0001036	Prbl.g_00364	Prat.g_01616
OG0001037	Prbl.g_00362	Prat.g_01617
OG0001038	Prbl.g_00361	Prat.g_01618
OG0001039	Prbl.g_00360	Prat.g_01619
OG0001040	Prbl.g_00359	Prat.g_01621
OG0001041	Prbl.g_00358	Prat.g_01622
OG0001042	Prbl.g_00356	Prat.g_01623
OG0001043	Prbl.g_00355	Prat.g_01624
OG0001044	Prbl.g_00354	Prat.g_01625
OG0001045	Prbl.g_00353	Prat.g_01626
OG0001046	Prbl.g_00352	Prat.g_01627
OG0001047	Prbl.g_00348	Prat.g_01630
OG0001048	Prbl.g_00346	Prat.g_01632
OG0001049	Prbl.g_00345	Prat.g_01633
OG0001050	Prbl.g_00344	Prat.g_01634
OG0001051	Prbl.g_00343	Prat.g_01635
OG0001052	Prbl.g_00342	Prat.g_01636
OG0001053	Prbl.g_00340	Prat.g_01639
OG0001054	Prbl.g_00338	Prat.g_01641
OG0001055	Prbl.g_00337	Prat.g_01642
OG0001056	Prbl.g_00336	Prat.g_01643
OG0001057	Prbl.g_00335	Prat.g_01644
OG0001058	Prbl.g_00334	Prat.g_01645
OG0001059	Prbl.g_00333	Prat.g_01646
OG0001060	Prbl.g_00332	Prat.g_01647
OG0001061	Prbl.g_00331	Prat.g_01648
OG0001062	Prbl.g_00317	Prat.g_01649
OG0001063	Prbl.g_00316	Prat.g_01650
OG0001064	Prbl.g_02620	Prat.g_01652
OG0001065	Prbl.g_02680	Prat.g_01655
OG0001066	Prbl.g_02683	Prat.g_01657
OG0001067	Prbl.g_02684	Prat.g_01658
OG0001068	Prbl.g_01062	Prat.g_01661
OG0001069	Prbl.g_01061	Prat.g_01662
OG0001070	Prbl.g_01060	Prat.g_01663
OG0001071	Prbl.g_01059	Prat.g_01664
OG0001072	Prbl.g_01058	Prat.g_01665
OG0001073	Prbl.g_01057	Prat.g_01666
OG0001074	Prbl.g_01056	Prat.g_01667
OG0001075	Prbl.g_01055	Prat.g_01668
OG0001076	Prbl.g_01054	Prat.g_01669
OG0001077	Prbl.g_01053	Prat.g_01670
OG0001078	Prbl.g_01051	Prat.g_01671
OG0001079	Prbl.g_01050	Prat.g_01672
OG0001080	Prbl.g_01049	Prat.g_01673
OG0001081	Prbl.g_00954	Prat.g_01677
OG0001082	Prbl.g_00953	Prat.g_01678
OG0001083	Prbl.g_00949	Prat.g_01682
OG0001084	Prbl.g_00951	Prat.g_01680
OG0001085	Prbl.g_00952	Prat.g_01679
OG0001086	Prbl.g_00948	Prat.g_01676
OG0001087	Prbl.g_00947	Prat.g_01675
OG0001088	Prbl.g_01045	Prat.g_01674
OG0001089	Prbl.g_00956	Prat.g_01684
OG0001090	Prbl.g_00958	Prat.g_01686
OG0001091	Prbl.g_00959	Prat.g_01687
OG0001092	Prbl.g_00960	Prat.g_01688
OG0001093	Prbl.g_00961	Prat.g_01689
OG0001094	Prbl.g_00962	Prat.g_01690
OG0001095	Prbl.g_00963	Prat.g_01691
OG0001096	Prbl.g_00964	Prat.g_01692
OG0001097	Prbl.g_00965	Prat.g_01693
OG0001098	Prbl.g_00966	Prat.g_01694
OG0001099	Prbl.g_00967	Prat.g_01695
OG0001100	Prbl.g_00968	Prat.g_01696
OG0001101	Prbl.g_00969	Prat.g_01697
OG0001102	Prbl.g_00970	Prat.g_01698
OG0001103	Prbl.g_00971	Prat.g_01699
OG0001104	Prbl.g_00972	Prat.g_01700
OG0001105	Prbl.g_00973	Prat.g_01701
OG0001106	Prbl.g_00974	Prat.g_01702
OG0001107	Prbl.g_00975	Prat.g_01703
OG0001108	Prbl.g_00976	Prat.g_01704
OG0001109	Prbl.g_00977	Prat.g_01705
OG0001110	Prbl.g_00978	Prat.g_01706
OG0001111	Prbl.g_00979	Prat.g_01707
OG0001112	Prbl.g_00980	Prat.g_01708
OG0001113	Prbl.g_00981	Prat.g_01709
OG0001114	Prbl.g_00982	Prat.g_01710
OG0001115	Prbl.g_00983	Prat.g_01711
OG0001116	Prbl.g_00984	Prat.g_01712
OG0001117	Prbl.g_00985	Prat.g_01713
OG0001118	Prbl.g_00986	Prat.g_01714
OG0001119	Prbl.g_00987	Prat.g_01715
OG0001120	Prbl.g_00988	Prat.g_01327
OG0001121	Prbl.g_00991	Prat.g_01717
OG0001122	Prbl.g_00992	Prat.g_01718
OG0001123	Prbl.g_00993	Prat.g_01719
OG0001124	Prbl.g_00995	Prat.g_01721
OG0001125	Prbl.g_00997	Prat.g_01723
OG0001126	Prbl.g_00998	Prat.g_01724
OG0001127	Prbl.g_01127	Prat.g_01727
