Orthogroup	Prbl	Prac
OG0000574	Prbl.g_01032	Prac.g_00717
OG0000575	Prbl.g_01031	Prac.g_00716
OG0000576	Prbl.g_01030	Prac.g_00715
OG0000577	Prbl.g_01412	Prac.g_00714
OG0000578	Prbl.g_01411	Prac.g_00713
OG0000579	Prbl.g_01409	Prac.g_00712
OG0000580	Prbl.g_01406	Prac.g_00711
OG0000581	Prbl.g_01405	Prac.g_00710
OG0000582	Prbl.g_01404	Prac.g_00709
OG0000583	Prbl.g_01403	Prac.g_00708
OG0000584	Prbl.g_01401	Prac.g_00707
OG0000585	Prbl.g_01400	Prac.g_00706
OG0000586	Prbl.g_01398	Prac.g_00704
OG0000587	Prbl.g_01397	Prac.g_00703
OG0000588	Prbl.g_01394	Prac.g_00701
OG0000589	Prbl.g_01392	Prac.g_00700
OG0000590	Prbl.g_00891	Prac.g_00698
OG0000591	Prbl.g_01915	Prac.g_00692
OG0000592	Prbl.g_00027	Prac.g_00691
OG0000593	Prbl.g_01242	Prac.g_00690
OG0000594	Prbl.g_02295	Prac.g_00688
OG0000595	Prbl.g_01046	Prac.g_00687
OG0000596	Prbl.g_01869	Prac.g_00686
OG0000597	Prbl.g_01847	Prac.g_00684
OG0000598	Prbl.g_01853	Prac.g_00683
OG0000599	Prbl.g_01857	Prac.g_00682
OG0000600	Prbl.g_01858	Prac.g_00681
OG0000601	Prbl.g_01872	Prac.g_00679
OG0000602	Prbl.g_01873	Prac.g_00678
OG0000603	Prbl.g_01874	Prac.g_00677
OG0000604	Prbl.g_00021	Prac.g_00676
OG0000605	Prbl.g_00022	Prac.g_00675
OG0000606	Prbl.g_00024	Prac.g_00674
OG0000607	Prbl.g_00026	Prac.g_00672
OG0000608	Prbl.g_02373	Prac.g_00671
OG0000609	Prbl.g_02137	Prac.g_00667
OG0000610	Prbl.g_00120	Prac.g_00666
OG0000611	Prbl.g_02565	Prac.g_01559
OG0000612	Prbl.g_02564	Prac.g_01558
OG0000613	Prbl.g_02563	Prac.g_01557
OG0000614	Prbl.g_02562	Prac.g_01556
OG0000615	Prbl.g_02561	Prac.g_01554
OG0000616	Prbl.g_02560	Prac.g_01553
OG0000617	Prbl.g_02559	Prac.g_01552
OG0000618	Prbl.g_02558	Prac.g_01551
OG0000619	Prbl.g_02556	Prac.g_01550
OG0000620	Prbl.g_02555	Prac.g_01549
OG0000621	Prbl.g_02554	Prac.g_01548
OG0000622	Prbl.g_02553	Prac.g_01547
OG0000623	Prbl.g_02552	Prac.g_01546
OG0000624	Prbl.g_02551	Prac.g_01545
OG0000625	Prbl.g_02550	Prac.g_01544
OG0000626	Prbl.g_02549	Prac.g_01543
OG0000627	Prbl.g_02426	Prac.g_01542
OG0000628	Prbl.g_02427	Prac.g_01541
OG0000629	Prbl.g_02430	Prac.g_01540
OG0000630	Prbl.g_02431	Prac.g_01539
OG0000631	Prbl.g_02434	Prac.g_01537
OG0000632	Prbl.g_00040	Prac.g_01525
OG0000633	Prbl.g_01904	Prac.g_01521
OG0000634	Prbl.g_00534	Prac.g_01508
OG0000635	Prbl.g_02470	Prac.g_01507
OG0000636	Prbl.g_02469	Prac.g_01506
OG0000637	Prbl.g_02468	Prac.g_01505
OG0000638	Prbl.g_01195	Prac.g_01498
OG0000639	Prbl.g_01930	Prac.g_01489
OG0000640	Prbl.g_02435	Prac.g_01487
OG0000641	Prbl.g_02440	Prac.g_01484
OG0000642	Prbl.g_02441	Prac.g_01483
OG0000643	Prbl.g_02442	Prac.g_01482
OG0000644	Prbl.g_02341	Prac.g_01481
OG0000645	Prbl.g_02340	Prac.g_01480
OG0000646	Prbl.g_02339	Prac.g_01479
OG0000647	Prbl.g_02338	Prac.g_01478
OG0000648	Prbl.g_02336	Prac.g_01476
OG0000649	Prbl.g_02335	Prac.g_01475
OG0000650	Prbl.g_02334	Prac.g_01474
OG0000651	Prbl.g_02333	Prac.g_01473
OG0000652	Prbl.g_02332	Prac.g_01472
OG0000653	Prbl.g_02331	Prac.g_01471
OG0000654	Prbl.g_02329	Prac.g_01469
OG0000655	Prbl.g_02327	Prac.g_01467
OG0000656	Prbl.g_02326	Prac.g_01466
OG0000657	Prbl.g_02325	Prac.g_01465
OG0000658	Prbl.g_02324	Prac.g_01464
OG0000659	Prbl.g_02323	Prac.g_01463
OG0000660	Prbl.g_02322	Prac.g_01462
OG0000661	Prbl.g_02320	Prac.g_01461
OG0000662	Prbl.g_02317	Prac.g_01460
OG0000663	Prbl.g_02316	Prac.g_01459
OG0000664	Prbl.g_02315	Prac.g_01458
OG0000665	Prbl.g_02314	Prac.g_01457
OG0000666	Prbl.g_02313	Prac.g_01456
OG0000667	Prbl.g_02312	Prac.g_01455
OG0000668	Prbl.g_02311	Prac.g_01454
OG0000669	Prbl.g_02309	Prac.g_01452
OG0000670	Prbl.g_02308	Prac.g_01451
OG0000671	Prbl.g_02307	Prac.g_01450
OG0000672	Prbl.g_02306	Prac.g_01449
OG0000673	Prbl.g_02305	Prac.g_01448
OG0000674	Prbl.g_02304	Prac.g_01447
OG0000675	Prbl.g_01534	Prac.g_01445
OG0000676	Prbl.g_01535	Prac.g_01444
OG0000677	Prbl.g_01538	Prac.g_01442
OG0000678	Prbl.g_01540	Prac.g_01440
OG0000679	Prbl.g_01542	Prac.g_01439
OG0000680	Prbl.g_01543	Prac.g_01438
OG0000681	Prbl.g_01544	Prac.g_01437
OG0000682	Prbl.g_01545	Prac.g_01436
OG0000683	Prbl.g_01547	Prac.g_01434
OG0000684	Prbl.g_01548	Prac.g_01433
OG0000685	Prbl.g_01549	Prac.g_01432
OG0000686	Prbl.g_01550	Prac.g_01431
OG0000687	Prbl.g_01551	Prac.g_01430
OG0000688	Prbl.g_01552	Prac.g_01429
OG0000689	Prbl.g_01554	Prac.g_01428
OG0000690	Prbl.g_01555	Prac.g_01427
OG0000691	Prbl.g_01556	Prac.g_01426
OG0000692	Prbl.g_01567	Prac.g_01424
OG0000693	Prbl.g_01568	Prac.g_01423
OG0000694	Prbl.g_01571	Prac.g_01422
OG0000695	Prbl.g_01576	Prac.g_01421
OG0000696	Prbl.g_01577	Prac.g_01420
OG0000697	Prbl.g_01579	Prac.g_01418
OG0000698	Prbl.g_02423	Prac.g_01416
OG0000699	Prbl.g_02546	Prac.g_01415
OG0000700	Prbl.g_02530	Prac.g_01401
OG0000701	Prbl.g_01329	Prac.g_01396
OG0000702	Prbl.g_01588	Prac.g_01393
OG0000703	Prbl.g_02414	Prac.g_01392
OG0000704	Prbl.g_01078	Prac.g_01391
OG0000705	Prbl.g_02413	Prac.g_01390
OG0000706	Prbl.g_02412	Prac.g_01389
OG0000707	Prbl.g_02410	Prac.g_01387
OG0000708	Prbl.g_02409	Prac.g_01386
OG0000709	Prbl.g_02407	Prac.g_01384
OG0000710	Prbl.g_02406	Prac.g_01383
OG0000711	Prbl.g_02405	Prac.g_01382
OG0000712	Prbl.g_02404	Prac.g_01381
OG0000713	Prbl.g_02403	Prac.g_01380
OG0000714	Prbl.g_02395	Prac.g_01378
OG0000715	Prbl.g_02393	Prac.g_01377
OG0000716	Prbl.g_02388	Prac.g_01375
OG0000717	Prbl.g_02386	Prac.g_01374
OG0000718	Prbl.g_02383	Prac.g_01373
OG0000719	Prbl.g_02368	Prac.g_01371
OG0000720	Prbl.g_02367	Prac.g_01370
OG0000721	Prbl.g_02365	Prac.g_01368
OG0000722	Prbl.g_02364	Prac.g_01367
OG0000723	Prbl.g_02363	Prac.g_01366
OG0000724	Prbl.g_02350	Prac.g_01365
OG0000725	Prbl.g_02351	Prac.g_01364
OG0000726	Prbl.g_02352	Prac.g_01363
OG0000727	Prbl.g_02353	Prac.g_01362
OG0000728	Prbl.g_02354	Prac.g_01361
OG0000729	Prbl.g_02356	Prac.g_01360
OG0000730	Prbl.g_02359	Prac.g_01359
OG0000731	Prbl.g_02348	Prac.g_01358
OG0000732	Prbl.g_02347	Prac.g_01357
OG0000733	Prbl.g_02346	Prac.g_01356
OG0000734	Prbl.g_02345	Prac.g_01355
OG0000735	Prbl.g_02344	Prac.g_01353
OG0000736	Prbl.g_02343	Prac.g_01352
OG0000737	Prbl.g_02342	Prac.g_01351
OG0000738	Prbl.g_02443	Prac.g_01350
OG0000739	Prbl.g_02444	Prac.g_01349
OG0000740	Prbl.g_02445	Prac.g_01348
OG0000741	Prbl.g_02447	Prac.g_01347
OG0000742	Prbl.g_02449	Prac.g_01345
OG0000743	Prbl.g_02450	Prac.g_01344
OG0000744	Prbl.g_02452	Prac.g_01343
OG0000745	Prbl.g_02453	Prac.g_01342
OG0000746	Prbl.g_02454	Prac.g_01341
OG0000747	Prbl.g_01688	Prac.g_01340
OG0000748	Prbl.g_02462	Prac.g_01339
OG0000749	Prbl.g_02463	Prac.g_01338
OG0000750	Prbl.g_02465	Prac.g_01337
OG0000751	Prbl.g_02466	Prac.g_01336
OG0000752	Prbl.g_02210	Prac.g_01335
OG0000753	Prbl.g_02471	Prac.g_01333
OG0000754	Prbl.g_02472	Prac.g_01332
OG0000755	Prbl.g_02473	Prac.g_01331
OG0000756	Prbl.g_02475	Prac.g_01330
OG0000757	Prbl.g_02476	Prac.g_01329
OG0000758	Prbl.g_02477	Prac.g_01328
OG0000759	Prbl.g_02482	Prac.g_01326
OG0000760	Prbl.g_02483	Prac.g_01325
OG0000761	Prbl.g_02485	Prac.g_01324
OG0000762	Prbl.g_02487	Prac.g_01322
OG0000763	Prbl.g_02489	Prac.g_01321
OG0000764	Prbl.g_02491	Prac.g_01320
OG0000765	Prbl.g_02492	Prac.g_01319
OG0000766	Prbl.g_02493	Prac.g_01318
OG0000767	Prbl.g_02495	Prac.g_01316
OG0000768	Prbl.g_02496	Prac.g_01315
OG0000769	Prbl.g_02497	Prac.g_01314
OG0000770	Prbl.g_02498	Prac.g_01313
OG0000771	Prbl.g_02499	Prac.g_01312
OG0000772	Prbl.g_02608	Prac.g_01311
OG0000773	Prbl.g_02501	Prac.g_01310
OG0000774	Prbl.g_02503	Prac.g_01309
OG0000775	Prbl.g_02505	Prac.g_01308
OG0000776	Prbl.g_02508	Prac.g_01307
OG0000777	Prbl.g_02509	Prac.g_01305
OG0000778	Prbl.g_02510	Prac.g_01304
OG0000779	Prbl.g_02514	Prac.g_01303
OG0000780	Prbl.g_02516	Prac.g_01301
OG0000781	Prbl.g_02520	Prac.g_01299
OG0000782	Prbl.g_02521	Prac.g_01298
OG0000783	Prbl.g_02526	Prac.g_01287
OG0000784	Prbl.g_02528	Prac.g_01285
OG0000785	Prbl.g_02529	Prac.g_01284
OG0000786	Prbl.g_02531	Prac.g_01283
OG0000787	Prbl.g_02532	Prac.g_01282
OG0000788	Prbl.g_02538	Prac.g_01278
OG0000789	Prbl.g_02541	Prac.g_01276
OG0000790	Prbl.g_02209	Prac.g_01275
OG0000791	Prbl.g_02542	Prac.g_01274
OG0000792	Prbl.g_02543	Prac.g_01273
OG0000793	Prbl.g_02544	Prac.g_01272
OG0000794	Prbl.g_02547	Prac.g_01270
OG0000795	Prbl.g_00939	Prac.g_01267
OG0000796	Prbl.g_00938	Prac.g_01266
OG0000797	Prbl.g_00935	Prac.g_01264
OG0000798	Prbl.g_00934	Prac.g_01263
OG0000799	Prbl.g_00933	Prac.g_01262
OG0000800	Prbl.g_00932	Prac.g_01261
OG0000801	Prbl.g_00929	Prac.g_01258
OG0000802	Prbl.g_00928	Prac.g_01257
OG0000803	Prbl.g_00925	Prac.g_01255
OG0000804	Prbl.g_00924	Prac.g_01254
OG0000805	Prbl.g_00923	Prac.g_01253
OG0000806	Prbl.g_00922	Prac.g_01251
OG0000807	Prbl.g_02575	Prac.g_01225
OG0000808	Prbl.g_01603	Prac.g_01216
OG0000809	Prbl.g_00472	Prac.g_01213
OG0000810	Prbl.g_01686	Prac.g_01212
OG0000811	Prbl.g_02062	Prac.g_01205
OG0000812	Prbl.g_01199	Prac.g_01046
OG0000813	Prbl.g_01208	Prac.g_01042
OG0000814	Prbl.g_00687	Prac.g_01040
OG0000815	Prbl.g_01621	Prac.g_01031
OG0000816	Prbl.g_02197	Prac.g_01017
OG0000817	Prbl.g_02203	Prac.g_01016
OG0000818	Prbl.g_01931	Prac.g_01011
OG0000819	Prbl.g_00694	Prac.g_01004
OG0000820	Prbl.g_00545	Prac.g_01000
OG0000821	Prbl.g_02066	Prac.g_00998
OG0000822	Prbl.g_02067	Prac.g_00997
OG0000823	Prbl.g_02068	Prac.g_00996
OG0000824	Prbl.g_02069	Prac.g_00995
OG0000825	Prbl.g_02071	Prac.g_00994
OG0000826	Prbl.g_02072	Prac.g_00993
OG0000827	Prbl.g_02075	Prac.g_00992
OG0000828	Prbl.g_02077	Prac.g_00991
OG0000829	Prbl.g_02078	Prac.g_00990
OG0000830	Prbl.g_02081	Prac.g_00989
OG0000831	Prbl.g_02083	Prac.g_00986
OG0000832	Prbl.g_02085	Prac.g_00984
OG0000833	Prbl.g_02086	Prac.g_00983
OG0000834	Prbl.g_02088	Prac.g_00982
OG0000835	Prbl.g_02089	Prac.g_00981
OG0000836	Prbl.g_02090	Prac.g_00980
OG0000837	Prbl.g_02100	Prac.g_00978
OG0000838	Prbl.g_02102	Prac.g_00977
OG0000839	Prbl.g_02103	Prac.g_00976
OG0000840	Prbl.g_02104	Prac.g_00975
OG0000841	Prbl.g_02105	Prac.g_00974
OG0000842	Prbl.g_00178	Prac.g_00973
OG0000843	Prbl.g_00179	Prac.g_00972
OG0000844	Prbl.g_00180	Prac.g_00971
OG0000845	Prbl.g_00181	Prac.g_00970
OG0000846	Prbl.g_00184	Prac.g_00967
OG0000847	Prbl.g_00185	Prac.g_00965
OG0000848	Prbl.g_01379	Prac.g_00964
OG0000849	Prbl.g_01382	Prac.g_00963
OG0000850	Prbl.g_01383	Prac.g_00962
OG0000851	Prbl.g_01120	Prac.g_00961
OG0000852	Prbl.g_01118	Prac.g_00959
OG0000853	Prbl.g_01116	Prac.g_00958
OG0000854	Prbl.g_01114	Prac.g_00956
OG0000855	Prbl.g_01113	Prac.g_00955
OG0000856	Prbl.g_01112	Prac.g_00954
OG0000857	Prbl.g_01111	Prac.g_00953
OG0000858	Prbl.g_01110	Prac.g_00952
OG0000859	Prbl.g_01109	Prac.g_00951
OG0000860	Prbl.g_01108	Prac.g_00950
OG0000861	Prbl.g_01377	Prac.g_00949
OG0000862	Prbl.g_01376	Prac.g_00948
OG0000863	Prbl.g_01375	Prac.g_00947
OG0000864	Prbl.g_01374	Prac.g_00946
OG0000865	Prbl.g_01372	Prac.g_00945
OG0000866	Prbl.g_02579	Prac.g_00944
OG0000867	Prbl.g_02580	Prac.g_00943
OG0000868	Prbl.g_02582	Prac.g_00942
OG0000869	Prbl.g_02585	Prac.g_00940
OG0000870	Prbl.g_02586	Prac.g_00939
OG0000871	Prbl.g_02590	Prac.g_00937
OG0000872	Prbl.g_02591	Prac.g_00936
OG0000873	Prbl.g_02593	Prac.g_00934
OG0000874	Prbl.g_02594	Prac.g_00933
OG0000875	Prbl.g_00187	Prac.g_00932
OG0000876	Prbl.g_00186	Prac.g_00931
OG0000877	Prbl.g_01103	Prac.g_00929
OG0000878	Prbl.g_00461	Prac.g_00154
OG0000879	Prbl.g_00115	Prac.g_00164
OG0000880	Prbl.g_00114	Prac.g_00165
OG0000881	Prbl.g_00113	Prac.g_00166
OG0000882	Prbl.g_01711	Prac.g_00167
OG0000883	Prbl.g_01713	Prac.g_00168
OG0000884	Prbl.g_01715	Prac.g_00170
OG0000885	Prbl.g_01716	Prac.g_00171
OG0000886	Prbl.g_01717	Prac.g_00172
OG0000887	Prbl.g_01718	Prac.g_00173
OG0000888	Prbl.g_01719	Prac.g_00174
OG0000889	Prbl.g_01723	Prac.g_00177
OG0000890	Prbl.g_01726	Prac.g_00178
OG0000891	Prbl.g_01727	Prac.g_00179
OG0000892	Prbl.g_01730	Prac.g_00181
OG0000893	Prbl.g_01731	Prac.g_00182
OG0000894	Prbl.g_01732	Prac.g_00183
OG0000895	Prbl.g_01733	Prac.g_00184
OG0000896	Prbl.g_01734	Prac.g_00185
OG0000897	Prbl.g_01735	Prac.g_00186
OG0000898	Prbl.g_01738	Prac.g_00188
OG0000899	Prbl.g_01739	Prac.g_00189
OG0000900	Prbl.g_00722	Prac.g_00199
OG0000901	Prbl.g_01333	Prac.g_00203
OG0000902	Prbl.g_00658	Prac.g_00204
OG0000903	Prbl.g_01572	Prac.g_00205
OG0000904	Prbl.g_01695	Prac.g_00207
OG0000905	Prbl.g_00926	Prac.g_00209
OG0000906	Prbl.g_02577	Prac.g_00211
OG0000907	Prbl.g_01586	Prac.g_00212
OG0000908	Prbl.g_00409	Prac.g_00215
OG0000909	Prbl.g_00501	Prac.g_00219
OG0000910	Prbl.g_00500	Prac.g_00220
OG0000911	Prbl.g_00499	Prac.g_00221
OG0000912	Prbl.g_00498	Prac.g_00222
OG0000913	Prbl.g_00497	Prac.g_00223
OG0000914	Prbl.g_00496	Prac.g_00224
OG0000915	Prbl.g_00495	Prac.g_00225
OG0000916	Prbl.g_00494	Prac.g_00226
OG0000917	Prbl.g_00492	Prac.g_00227
OG0000918	Prbl.g_00491	Prac.g_00228
OG0000919	Prbl.g_00490	Prac.g_00229
OG0000920	Prbl.g_00489	Prac.g_00230
OG0000921	Prbl.g_00488	Prac.g_00231
OG0000922	Prbl.g_00487	Prac.g_00232
OG0000923	Prbl.g_00486	Prac.g_00233
OG0000924	Prbl.g_00485	Prac.g_00234
OG0000925	Prbl.g_00484	Prac.g_00235
OG0000926	Prbl.g_00843	Prac.g_00447
OG0000927	Prbl.g_00152	Prac.g_00429
OG0000928	Prbl.g_00153	Prac.g_00428
OG0000929	Prbl.g_00154	Prac.g_00427
OG0000930	Prbl.g_00160	Prac.g_00426
OG0000931	Prbl.g_00161	Prac.g_00425
OG0000932	Prbl.g_00257	Prac.g_00423
OG0000933	Prbl.g_00255	Prac.g_00422
OG0000934	Prbl.g_00254	Prac.g_00421
OG0000935	Prbl.g_00253	Prac.g_00420
OG0000936	Prbl.g_00252	Prac.g_00419
OG0000937	Prbl.g_00251	Prac.g_00418
OG0000938	Prbl.g_00249	Prac.g_00417
OG0000939	Prbl.g_00248	Prac.g_00416
OG0000940	Prbl.g_00246	Prac.g_00415
OG0000941	Prbl.g_00244	Prac.g_00413
OG0000942	Prbl.g_00243	Prac.g_00412
OG0000943	Prbl.g_00240	Prac.g_00409
OG0000944	Prbl.g_00231	Prac.g_00408
OG0000945	Prbl.g_00230	Prac.g_00407
OG0000946	Prbl.g_00229	Prac.g_00406
OG0000947	Prbl.g_00228	Prac.g_00405
OG0000948	Prbl.g_00227	Prac.g_00404
OG0000949	Prbl.g_00226	Prac.g_00403
OG0000950	Prbl.g_00225	Prac.g_00402
OG0000951	Prbl.g_00224	Prac.g_00401
OG0000952	Prbl.g_00223	Prac.g_00400
OG0000953	Prbl.g_00222	Prac.g_00399
OG0000954	Prbl.g_00221	Prac.g_00398
OG0000955	Prbl.g_00220	Prac.g_00397
OG0000956	Prbl.g_00219	Prac.g_00396
OG0000957	Prbl.g_00218	Prac.g_00395
OG0000958	Prbl.g_00684	Prac.g_00394
OG0000959	Prbl.g_00685	Prac.g_00393
OG0000960	Prbl.g_00686	Prac.g_00392
OG0000961	Prbl.g_00693	Prac.g_00388
OG0000962	Prbl.g_00695	Prac.g_00387
OG0000963	Prbl.g_00696	Prac.g_00386
OG0000964	Prbl.g_00699	Prac.g_00384
OG0000965	Prbl.g_00700	Prac.g_00383
OG0000966	Prbl.g_00701	Prac.g_00382
OG0000967	Prbl.g_00702	Prac.g_00381
OG0000968	Prbl.g_00703	Prac.g_00380
OG0000969	Prbl.g_00704	Prac.g_00379
OG0000970	Prbl.g_00705	Prac.g_00378
OG0000971	Prbl.g_00706	Prac.g_00377
OG0000972	Prbl.g_00707	Prac.g_00376
OG0000973	Prbl.g_00708	Prac.g_00375
OG0000974	Prbl.g_00710	Prac.g_00373
OG0000975	Prbl.g_01086	Prac.g_00370
OG0000976	Prbl.g_00466	Prac.g_00368
OG0000977	Prbl.g_00456	Prac.g_00367
OG0000978	Prbl.g_00454	Prac.g_00366
OG0000979	Prbl.g_00452	Prac.g_00364
OG0000980	Prbl.g_00451	Prac.g_00363
OG0000981	Prbl.g_01604	Prac.g_00362
OG0000982	Prbl.g_00450	Prac.g_00361
OG0000983	Prbl.g_00448	Prac.g_00359
OG0000984	Prbl.g_00447	Prac.g_00358
OG0000985	Prbl.g_00446	Prac.g_00357
OG0000986	Prbl.g_00444	Prac.g_00356
OG0000987	Prbl.g_00443	Prac.g_00355
OG0000988	Prbl.g_00441	Prac.g_00354
OG0000989	Prbl.g_00440	Prac.g_00353
OG0000990	Prbl.g_00439	Prac.g_00352
OG0000991	Prbl.g_00438	Prac.g_00351
OG0000992	Prbl.g_00437	Prac.g_00350
OG0000993	Prbl.g_00436	Prac.g_00349
OG0000994	Prbl.g_00435	Prac.g_00348
OG0000995	Prbl.g_00433	Prac.g_00347
OG0000996	Prbl.g_00432	Prac.g_00346
OG0000997	Prbl.g_00431	Prac.g_00345
OG0000998	Prbl.g_00430	Prac.g_00344
OG0000999	Prbl.g_00429	Prac.g_00343
OG0001000	Prbl.g_00428	Prac.g_00342
OG0001001	Prbl.g_00427	Prac.g_00340
OG0001002	Prbl.g_00423	Prac.g_00339
OG0001003	Prbl.g_00422	Prac.g_00338
OG0001004	Prbl.g_01914	Prac.g_00337
OG0001005	Prbl.g_00420	Prac.g_00336
OG0001006	Prbl.g_00419	Prac.g_00335
OG0001007	Prbl.g_00418	Prac.g_00334
OG0001008	Prbl.g_00416	Prac.g_00332
OG0001009	Prbl.g_00415	Prac.g_00331
OG0001010	Prbl.g_01601	Prac.g_00324
OG0001011	Prbl.g_01627	Prac.g_00317
OG0001012	Prbl.g_02318	Prac.g_00288
OG0001013	Prbl.g_00404	Prac.g_00631
OG0001014	Prbl.g_00403	Prac.g_00630
OG0001015	Prbl.g_00393	Prac.g_00624
OG0001016	Prbl.g_00392	Prac.g_00623
OG0001017	Prbl.g_00391	Prac.g_00622
OG0001018	Prbl.g_00389	Prac.g_00621
OG0001019	Prbl.g_00385	Prac.g_00619
OG0001020	Prbl.g_00383	Prac.g_00618
OG0001021	Prbl.g_00382	Prac.g_00617
OG0001022	Prbl.g_00381	Prac.g_00616
OG0001023	Prbl.g_00380	Prac.g_00615
OG0001024	Prbl.g_00378	Prac.g_00614
OG0001025	Prbl.g_00377	Prac.g_00613
OG0001026	Prbl.g_00376	Prac.g_00611
OG0001027	Prbl.g_00375	Prac.g_00610
OG0001028	Prbl.g_00374	Prac.g_00609
OG0001029	Prbl.g_00373	Prac.g_00608
OG0001030	Prbl.g_00372	Prac.g_00607
OG0001031	Prbl.g_00371	Prac.g_00606
OG0001032	Prbl.g_00370	Prac.g_00605
OG0001033	Prbl.g_00369	Prac.g_00604
OG0001034	Prbl.g_00367	Prac.g_00603
OG0001035	Prbl.g_00365	Prac.g_00601
OG0001036	Prbl.g_00364	Prac.g_00600
OG0001037	Prbl.g_00362	Prac.g_00599
OG0001038	Prbl.g_00361	Prac.g_00598
OG0001039	Prbl.g_00360	Prac.g_00597
OG0001040	Prbl.g_00359	Prac.g_00596
OG0001041	Prbl.g_00358	Prac.g_00595
OG0001042	Prbl.g_00356	Prac.g_00594
OG0001043	Prbl.g_00355	Prac.g_00593
OG0001044	Prbl.g_00354	Prac.g_00592
OG0001045	Prbl.g_00353	Prac.g_00591
OG0001046	Prbl.g_00352	Prac.g_00590
OG0001047	Prbl.g_00348	Prac.g_00587
OG0001048	Prbl.g_00346	Prac.g_00585
OG0001049	Prbl.g_00345	Prac.g_00584
OG0001050	Prbl.g_00344	Prac.g_00583
OG0001051	Prbl.g_00343	Prac.g_00582
OG0001052	Prbl.g_00342	Prac.g_00581
OG0001053	Prbl.g_00340	Prac.g_00580
OG0001054	Prbl.g_00338	Prac.g_00578
OG0001055	Prbl.g_00337	Prac.g_00577
OG0001056	Prbl.g_00336	Prac.g_00576
OG0001057	Prbl.g_00335	Prac.g_00575
OG0001058	Prbl.g_00334	Prac.g_00574
OG0001059	Prbl.g_00333	Prac.g_00573
OG0001060	Prbl.g_00332	Prac.g_00572
OG0001061	Prbl.g_00331	Prac.g_00571
OG0001062	Prbl.g_00317	Prac.g_00570
OG0001063	Prbl.g_00316	Prac.g_00569
OG0001064	Prbl.g_02620	Prac.g_00471
OG0001065	Prbl.g_02680	Prac.g_00476
OG0001066	Prbl.g_02683	Prac.g_00477
OG0001067	Prbl.g_02684	Prac.g_00478
OG0001068	Prbl.g_01062	Prac.g_00480
OG0001069	Prbl.g_01061	Prac.g_00481
OG0001070	Prbl.g_01060	Prac.g_00482
OG0001071	Prbl.g_01059	Prac.g_00483
OG0001072	Prbl.g_01058	Prac.g_00484
OG0001073	Prbl.g_01057	Prac.g_00485
OG0001074	Prbl.g_01056	Prac.g_00486
OG0001075	Prbl.g_01055	Prac.g_00487
OG0001076	Prbl.g_01054	Prac.g_00488
OG0001077	Prbl.g_01053	Prac.g_00489
OG0001078	Prbl.g_01051	Prac.g_00490
OG0001079	Prbl.g_01050	Prac.g_00491
OG0001080	Prbl.g_01049	Prac.g_00492
OG0001081	Prbl.g_00954	Prac.g_00495
OG0001082	Prbl.g_00953	Prac.g_00496
OG0001083	Prbl.g_00949	Prac.g_00497
OG0001084	Prbl.g_00951	Prac.g_00499
OG0001085	Prbl.g_00952	Prac.g_00500
OG0001086	Prbl.g_00948	Prac.g_00501
OG0001087	Prbl.g_00947	Prac.g_00502
OG0001088	Prbl.g_01045	Prac.g_00503
OG0001089	Prbl.g_00956	Prac.g_00506
OG0001090	Prbl.g_00958	Prac.g_00508
OG0001091	Prbl.g_00959	Prac.g_00509
OG0001092	Prbl.g_00960	Prac.g_00510
OG0001093	Prbl.g_00961	Prac.g_00511
OG0001094	Prbl.g_00962	Prac.g_00512
OG0001095	Prbl.g_00963	Prac.g_00513
OG0001096	Prbl.g_00964	Prac.g_00514
OG0001097	Prbl.g_00965	Prac.g_00515
OG0001098	Prbl.g_00966	Prac.g_00516
OG0001099	Prbl.g_00967	Prac.g_00517
OG0001100	Prbl.g_00968	Prac.g_00518
OG0001101	Prbl.g_00969	Prac.g_00519
OG0001102	Prbl.g_00970	Prac.g_00520
OG0001103	Prbl.g_00971	Prac.g_00521
OG0001104	Prbl.g_00972	Prac.g_00522
OG0001105	Prbl.g_00973	Prac.g_00523
OG0001106	Prbl.g_00974	Prac.g_00524
OG0001107	Prbl.g_00975	Prac.g_00525
OG0001108	Prbl.g_00976	Prac.g_00526
OG0001109	Prbl.g_00977	Prac.g_00527
OG0001110	Prbl.g_00978	Prac.g_00528
OG0001111	Prbl.g_00979	Prac.g_00529
OG0001112	Prbl.g_00980	Prac.g_00530
OG0001113	Prbl.g_00981	Prac.g_00531
OG0001114	Prbl.g_00982	Prac.g_00532
OG0001115	Prbl.g_00983	Prac.g_00533
OG0001116	Prbl.g_00984	Prac.g_00534
OG0001117	Prbl.g_00985	Prac.g_00535
OG0001118	Prbl.g_00986	Prac.g_00536
OG0001119	Prbl.g_00987	Prac.g_00537
OG0001120	Prbl.g_00988	Prac.g_00538
OG0001121	Prbl.g_00991	Prac.g_00540
OG0001122	Prbl.g_00992	Prac.g_00541
OG0001123	Prbl.g_00993	Prac.g_00542
OG0001124	Prbl.g_00995	Prac.g_00544
OG0001125	Prbl.g_00997	Prac.g_00546
OG0001126	Prbl.g_00998	Prac.g_00547
OG0001127	Prbl.g_01127	Prac.g_00549
OG0001128	Prbl.g_01128	Prac.g_00550
OG0001129	Prbl.g_01131	Prac.g_00551
OG0001130	Prbl.g_01134	Prac.g_00553
OG0001131	Prbl.g_01135	Prac.g_00554
OG0001132	Prbl.g_01136	Prac.g_00555
