Orthogroup	Prat	Praj
OG0000574	Prat.g_00591	Praj.g_00615
OG0000575	Prat.g_00592	Praj.g_00616
OG0000576	Prat.g_00593	Praj.g_00617
OG0000577	Prat.g_01097	Praj.g_00618
OG0000578	Prat.g_01095	Praj.g_00619
OG0000579	Prat.g_01094	Praj.g_00620
OG0000580	Prat.g_01093	Praj.g_00621
OG0000581	Prat.g_01091	Praj.g_00622
OG0000582	Prat.g_01090	Praj.g_00623
OG0000583	Prat.g_01089	Praj.g_00624
OG0000584	Prat.g_01087	Praj.g_00626
OG0000585	Prat.g_01086	Praj.g_00627
OG0000586	Prat.g_01084	Praj.g_00628
OG0000587	Prat.g_01083	Praj.g_00629
OG0000588	Prat.g_01082	Praj.g_00630
OG0000589	Prat.g_01081	Praj.g_00631
OG0000590	Prat.g_01080	Praj.g_00632
OG0000591	Prat.g_01079	Praj.g_00633
OG0000592	Prat.g_01078	Praj.g_00634
OG0000593	Prat.g_01077	Praj.g_00635
OG0000594	Prat.g_01076	Praj.g_00636
OG0000595	Prat.g_01075	Praj.g_00637
OG0000596	Prat.g_01074	Praj.g_00638
OG0000597	Prat.g_01070	Praj.g_00642
OG0000598	Prat.g_01069	Praj.g_00643
OG0000599	Prat.g_01068	Praj.g_00644
OG0000600	Prat.g_01067	Praj.g_00645
OG0000601	Prat.g_01066	Praj.g_00646
OG0000602	Prat.g_01065	Praj.g_00647
OG0000603	Prat.g_01064	Praj.g_00648
OG0000604	Prat.g_01063	Praj.g_00649
OG0000605	Prat.g_01062	Praj.g_00650
OG0000606	Prat.g_01061	Praj.g_00651
OG0000607	Prat.g_01059	Praj.g_00653
OG0000608	Prat.g_01058	Praj.g_00654
OG0000609	Prat.g_01056	Praj.g_00656
OG0000610	Prat.g_01055	Praj.g_00657
OG0000611	Prat.g_00744	Praj.g_00660
OG0000612	Prat.g_00745	Praj.g_00661
OG0000613	Prat.g_00747	Praj.g_00663
OG0000614	Prat.g_00752	Praj.g_00671
OG0000615	Prat.g_00753	Praj.g_00672
OG0000616	Prat.g_00754	Praj.g_00673
OG0000617	Prat.g_00757	Praj.g_00676
OG0000618	Prat.g_00758	Praj.g_00677
OG0000619	Prat.g_00759	Praj.g_00678
OG0000620	Prat.g_00761	Praj.g_00680
OG0000621	Prat.g_00762	Praj.g_00681
OG0000622	Prat.g_00763	Praj.g_00682
OG0000623	Prat.g_00764	Praj.g_00683
OG0000624	Prat.g_00767	Praj.g_00686
OG0000625	Prat.g_00768	Praj.g_00687
OG0000626	Prat.g_00769	Praj.g_00688
OG0000627	Prat.g_00772	Praj.g_01396
OG0000628	Prat.g_00773	Praj.g_00689
OG0000629	Prat.g_00774	Praj.g_00690
OG0000630	Prat.g_00776	Praj.g_00692
OG0000631	Prat.g_00777	Praj.g_00693
OG0000632	Prat.g_01882	Praj.g_02137
OG0000633	Prat.g_00826	Praj.g_01218
OG0000634	Prat.g_00789	Praj.g_00699
OG0000635	Prat.g_00791	Praj.g_00701
OG0000636	Prat.g_00792	Praj.g_00702
OG0000637	Prat.g_00797	Praj.g_00704
OG0000638	Prat.g_00798	Praj.g_00705
OG0000639	Prat.g_00799	Praj.g_00706
OG0000640	Prat.g_00800	Praj.g_00707
OG0000641	Prat.g_00801	Praj.g_00708
OG0000642	Prat.g_00802	Praj.g_00709
OG0000643	Prat.g_00803	Praj.g_00710
OG0000644	Prat.g_00805	Praj.g_00712
OG0000645	Prat.g_00807	Praj.g_00714
OG0000646	Prat.g_00808	Praj.g_00715
OG0000647	Prat.g_00809	Praj.g_00716
OG0000648	Prat.g_00811	Praj.g_00718
OG0000649	Prat.g_00812	Praj.g_00719
OG0000650	Prat.g_00813	Praj.g_00720
OG0000651	Prat.g_00814	Praj.g_00721
OG0000652	Prat.g_00816	Praj.g_00723
OG0000653	Prat.g_01225	Praj.g_00069
OG0000654	Prat.g_01486	Praj.g_00091
OG0000655	Prat.g_00600	Praj.g_01398
OG0000656	Prat.g_01472	Praj.g_01054
OG0000657	Prat.g_00888	Praj.g_00938
OG0000658	Prat.g_00887	Praj.g_00937
OG0000659	Prat.g_00886	Praj.g_00936
OG0000660	Prat.g_00345	Praj.g_00373
OG0000661	Prat.g_00859	Praj.g_00913
OG0000662	Prat.g_00863	Praj.g_00915
OG0000663	Prat.g_00865	Praj.g_00917
OG0000664	Prat.g_00866	Praj.g_00918
OG0000665	Prat.g_00867	Praj.g_00919
OG0000666	Prat.g_01043	Praj.g_00763
OG0000667	Prat.g_01042	Praj.g_00764
OG0000668	Prat.g_01041	Praj.g_00765
OG0000669	Prat.g_01040	Praj.g_00766
OG0000670	Prat.g_01038	Praj.g_00768
OG0000671	Prat.g_01037	Praj.g_00769
OG0000672	Prat.g_01036	Praj.g_00770
OG0000673	Prat.g_01035	Praj.g_00771
OG0000674	Prat.g_01034	Praj.g_00772
OG0000675	Prat.g_01033	Praj.g_00773
OG0000676	Prat.g_01031	Praj.g_00775
OG0000677	Prat.g_01029	Praj.g_00777
OG0000678	Prat.g_01028	Praj.g_00778
OG0000679	Prat.g_01027	Praj.g_00779
OG0000680	Prat.g_01026	Praj.g_00780
OG0000681	Prat.g_01025	Praj.g_00781
OG0000682	Prat.g_01024	Praj.g_00782
OG0000683	Prat.g_01023	Praj.g_00784
OG0000684	Prat.g_01021	Praj.g_00786
OG0000685	Prat.g_01020	Praj.g_00787
OG0000686	Prat.g_01019	Praj.g_00788
OG0000687	Prat.g_01018	Praj.g_00789
OG0000688	Prat.g_01017	Praj.g_00790
OG0000689	Prat.g_01016	Praj.g_00791
OG0000690	Prat.g_01015	Praj.g_00792
OG0000691	Prat.g_01013	Praj.g_00794
OG0000692	Prat.g_01012	Praj.g_00795
OG0000693	Prat.g_01011	Praj.g_00796
OG0000694	Prat.g_01010	Praj.g_00797
OG0000695	Prat.g_01009	Praj.g_00798
OG0000696	Prat.g_01008	Praj.g_00799
OG0000697	Prat.g_01007	Praj.g_00801
OG0000698	Prat.g_01006	Praj.g_00802
OG0000699	Prat.g_01003	Praj.g_00805
OG0000700	Prat.g_01002	Praj.g_00806
OG0000701	Prat.g_01001	Praj.g_00808
OG0000702	Prat.g_01000	Praj.g_00809
OG0000703	Prat.g_00999	Praj.g_00810
OG0000704	Prat.g_00998	Praj.g_00811
OG0000705	Prat.g_00996	Praj.g_00814
OG0000706	Prat.g_00995	Praj.g_00815
OG0000707	Prat.g_00994	Praj.g_00816
OG0000708	Prat.g_00993	Praj.g_00817
OG0000709	Prat.g_00992	Praj.g_00818
OG0000710	Prat.g_00991	Praj.g_00819
OG0000711	Prat.g_00990	Praj.g_00820
OG0000712	Prat.g_00989	Praj.g_00821
OG0000713	Prat.g_00988	Praj.g_00822
OG0000714	Prat.g_00984	Praj.g_00825
OG0000715	Prat.g_00983	Praj.g_00826
OG0000716	Prat.g_00982	Praj.g_00827
OG0000717	Prat.g_00981	Praj.g_00828
OG0000718	Prat.g_00980	Praj.g_00829
OG0000719	Prat.g_00978	Praj.g_00831
OG0000720	Prat.g_00974	Praj.g_00835
OG0000721	Prat.g_00973	Praj.g_00836
OG0000722	Prat.g_00694	Praj.g_00869
OG0000723	Prat.g_00699	Praj.g_00872
OG0000724	Prat.g_00705	Praj.g_00877
OG0000725	Prat.g_00707	Praj.g_00879
OG0000726	Prat.g_00708	Praj.g_00880
OG0000727	Prat.g_00709	Praj.g_00881
OG0000728	Prat.g_00710	Praj.g_00882
OG0000729	Prat.g_00712	Praj.g_00884
OG0000730	Prat.g_00713	Praj.g_00885
OG0000731	Prat.g_00716	Praj.g_00887
OG0000732	Prat.g_00717	Praj.g_00888
OG0000733	Prat.g_00718	Praj.g_00889
OG0000734	Prat.g_00719	Praj.g_00890
OG0000735	Prat.g_00720	Praj.g_00891
OG0000736	Prat.g_00722	Praj.g_00893
OG0000737	Prat.g_00723	Praj.g_00894
OG0000738	Prat.g_00725	Praj.g_00897
OG0000739	Prat.g_00726	Praj.g_00898
OG0000740	Prat.g_00728	Praj.g_00899
OG0000741	Prat.g_00730	Praj.g_00901
OG0000742	Prat.g_00731	Praj.g_00902
OG0000743	Prat.g_00735	Praj.g_00906
OG0000744	Prat.g_00736	Praj.g_00907
OG0000745	Prat.g_00738	Praj.g_00748
OG0000746	Prat.g_00739	Praj.g_00749
OG0000747	Prat.g_00740	Praj.g_00750
OG0000748	Prat.g_00741	Praj.g_00751
OG0000749	Prat.g_00742	Praj.g_00752
OG0000750	Prat.g_00743	Praj.g_00753
OG0000751	Prat.g_01051	Praj.g_00755
OG0000752	Prat.g_01050	Praj.g_00756
OG0000753	Prat.g_01049	Praj.g_00757
OG0000754	Prat.g_01048	Praj.g_00758
OG0000755	Prat.g_01046	Praj.g_00760
OG0000756	Prat.g_01045	Praj.g_00761
OG0000757	Prat.g_01044	Praj.g_00762
OG0000758	Prat.g_00868	Praj.g_00920
OG0000759	Prat.g_00869	Praj.g_00921
OG0000760	Prat.g_00870	Praj.g_00922
OG0000761	Prat.g_00871	Praj.g_00923
OG0000762	Prat.g_00873	Praj.g_00925
OG0000763	Prat.g_00874	Praj.g_00926
OG0000764	Prat.g_00876	Praj.g_00927
OG0000765	Prat.g_00877	Praj.g_00928
OG0000766	Prat.g_00878	Praj.g_00929
OG0000767	Prat.g_00879	Praj.g_00930
OG0000768	Prat.g_00880	Praj.g_00931
OG0000769	Prat.g_00881	Praj.g_00932
OG0000770	Prat.g_00883	Praj.g_00933
OG0000771	Prat.g_00884	Praj.g_00934
OG0000772	Prat.g_00944	Praj.g_00847
OG0000773	Prat.g_00889	Praj.g_00939
OG0000774	Prat.g_00890	Praj.g_00940
OG0000775	Prat.g_00891	Praj.g_00941
OG0000776	Prat.g_00893	Praj.g_00943
OG0000777	Prat.g_00894	Praj.g_00944
OG0000778	Prat.g_00895	Praj.g_00945
OG0000779	Prat.g_00897	Praj.g_00947
OG0000780	Prat.g_00898	Praj.g_00948
OG0000781	Prat.g_00899	Praj.g_00949
OG0000782	Prat.g_00901	Praj.g_00951
OG0000783	Prat.g_00902	Praj.g_00952
OG0000784	Prat.g_00903	Praj.g_00953
OG0000785	Prat.g_00904	Praj.g_00954
OG0000786	Prat.g_00905	Praj.g_00955
OG0000787	Prat.g_00907	Praj.g_00957
OG0000788	Prat.g_00908	Praj.g_00958
OG0000789	Prat.g_00909	Praj.g_00959
OG0000790	Prat.g_00910	Praj.g_00960
OG0000791	Prat.g_00911	Praj.g_00961
OG0000792	Prat.g_00912	Praj.g_00085
OG0000793	Prat.g_00913	Praj.g_00963
OG0000794	Prat.g_00914	Praj.g_00964
OG0000795	Prat.g_00915	Praj.g_00965
OG0000796	Prat.g_00916	Praj.g_00966
OG0000797	Prat.g_00917	Praj.g_00968
OG0000798	Prat.g_00918	Praj.g_00969
OG0000799	Prat.g_00919	Praj.g_00970
OG0000800	Prat.g_00920	Praj.g_00971
OG0000801	Prat.g_00921	Praj.g_00972
OG0000802	Prat.g_00923	Praj.g_00973
OG0000803	Prat.g_00924	Praj.g_00974
OG0000804	Prat.g_00929	Praj.g_00991
OG0000805	Prat.g_00931	Praj.g_00992
OG0000806	Prat.g_00932	Praj.g_00993
OG0000807	Prat.g_00933	Praj.g_00994
OG0000808	Prat.g_00934	Praj.g_00995
OG0000809	Prat.g_00939	Praj.g_00999
OG0000810	Prat.g_00941	Praj.g_01001
OG0000811	Prat.g_00942	Praj.g_01002
OG0000812	Prat.g_00943	Praj.g_00846
OG0000813	Prat.g_00946	Praj.g_01003
OG0000814	Prat.g_00947	Praj.g_01004
OG0000815	Prat.g_00948	Praj.g_01005
OG0000816	Prat.g_00951	Praj.g_01008
OG0000817	Prat.g_00955	Praj.g_01012
OG0000818	Prat.g_00956	Praj.g_01013
OG0000819	Prat.g_00957	Praj.g_01016
OG0000820	Prat.g_00958	Praj.g_01017
OG0000821	Prat.g_00959	Praj.g_01018
OG0000822	Prat.g_00960	Praj.g_01019
OG0000823	Prat.g_00963	Praj.g_01022
OG0000824	Prat.g_00964	Praj.g_01023
OG0000825	Prat.g_00966	Praj.g_00845
OG0000826	Prat.g_00967	Praj.g_00844
OG0000827	Prat.g_00968	Praj.g_00843
OG0000828	Prat.g_00970	Praj.g_00841
OG0000829	Prat.g_01204	Praj.g_00852
OG0000830	Prat.g_01479	Praj.g_01063
OG0000831	Prat.g_01197	Praj.g_01045
OG0000832	Prat.g_01480	Praj.g_01728
OG0000833	Prat.g_01214	Praj.g_02022
OG0000834	Prat.g_01199	Praj.g_00378
OG0000835	Prat.g_00354	Praj.g_00386
OG0000836	Prat.g_01373	Praj.g_01725
OG0000837	Prat.g_01211	Praj.g_01040
OG0000838	Prat.g_01560	Praj.g_01833
OG0000839	Prat.g_01559	Praj.g_01834
OG0000840	Prat.g_01175	Praj.g_01083
OG0000841	Prat.g_01177	Praj.g_01482
OG0000842	Prat.g_01171	Praj.g_01476
OG0000843	Prat.g_01169	Praj.g_01474
OG0000844	Prat.g_01168	Praj.g_01473
OG0000845	Prat.g_01167	Praj.g_01472
OG0000846	Prat.g_01166	Praj.g_01471
OG0000847	Prat.g_01165	Praj.g_01470
OG0000848	Prat.g_01164	Praj.g_01469
OG0000849	Prat.g_01163	Praj.g_01468
OG0000850	Prat.g_01162	Praj.g_01467
OG0000851	Prat.g_01159	Praj.g_01464
OG0000852	Prat.g_01157	Praj.g_01462
OG0000853	Prat.g_01155	Praj.g_01460
OG0000854	Prat.g_01154	Praj.g_01459
OG0000855	Prat.g_01153	Praj.g_01458
OG0000856	Prat.g_01152	Praj.g_01457
OG0000857	Prat.g_01151	Praj.g_01456
OG0000858	Prat.g_01148	Praj.g_01453
OG0000859	Prat.g_01147	Praj.g_01452
OG0000860	Prat.g_01146	Praj.g_01451
OG0000861	Prat.g_01145	Praj.g_01450
OG0000862	Prat.g_01144	Praj.g_01449
OG0000863	Prat.g_01142	Praj.g_01447
OG0000864	Prat.g_01141	Praj.g_01446
OG0000865	Prat.g_01140	Praj.g_01445
OG0000866	Prat.g_01139	Praj.g_01444
OG0000867	Prat.g_01136	Praj.g_01442
OG0000868	Prat.g_01135	Praj.g_01440
OG0000869	Prat.g_01134	Praj.g_01438
OG0000870	Prat.g_01131	Praj.g_01437
OG0000871	Prat.g_01130	Praj.g_01436
OG0000872	Prat.g_01128	Praj.g_01434
OG0000873	Prat.g_01127	Praj.g_01433
OG0000874	Prat.g_01126	Praj.g_01432
OG0000875	Prat.g_01124	Praj.g_01430
OG0000876	Prat.g_01123	Praj.g_01428
OG0000877	Prat.g_01122	Praj.g_01427
OG0000878	Prat.g_01121	Praj.g_01426
OG0000879	Prat.g_01120	Praj.g_01425
OG0000880	Prat.g_01119	Praj.g_01424
OG0000881	Prat.g_01118	Praj.g_01423
OG0000882	Prat.g_01117	Praj.g_01422
OG0000883	Prat.g_01116	Praj.g_01421
OG0000884	Prat.g_01115	Praj.g_01420
OG0000885	Prat.g_01114	Praj.g_01419
OG0000886	Prat.g_01113	Praj.g_01418
OG0000887	Prat.g_01112	Praj.g_01417
OG0000888	Prat.g_01111	Praj.g_01416
OG0000889	Prat.g_01110	Praj.g_01415
OG0000890	Prat.g_01108	Praj.g_01414
OG0000891	Prat.g_01107	Praj.g_01413
OG0000892	Prat.g_01106	Praj.g_01411
OG0000893	Prat.g_01105	Praj.g_01410
OG0000894	Prat.g_01104	Praj.g_01409
OG0000895	Prat.g_01103	Praj.g_01408
OG0000896	Prat.g_01101	Praj.g_01407
OG0000897	Prat.g_01100	Praj.g_01406
OG0000898	Prat.g_01099	Praj.g_01405
OG0000899	Prat.g_01098	Praj.g_01404
OG0000900	Prat.g_00594	Praj.g_01403
OG0000901	Prat.g_00626	Praj.g_01246
OG0000902	Prat.g_01238	Praj.g_01517
OG0000903	Prat.g_01239	Praj.g_01518
OG0000904	Prat.g_01240	Praj.g_01519
OG0000905	Prat.g_01241	Praj.g_01520
OG0000906	Prat.g_01242	Praj.g_01522
OG0000907	Prat.g_01244	Praj.g_01523
OG0000908	Prat.g_01245	Praj.g_01524
OG0000909	Prat.g_01246	Praj.g_01525
OG0000910	Prat.g_01247	Praj.g_01526
OG0000911	Prat.g_01248	Praj.g_01527
OG0000912	Prat.g_01251	Praj.g_01530
OG0000913	Prat.g_01252	Praj.g_01531
OG0000914	Prat.g_01253	Praj.g_01532
OG0000915	Prat.g_01255	Praj.g_01534
OG0000916	Prat.g_01256	Praj.g_01535
OG0000917	Prat.g_01257	Praj.g_01536
OG0000918	Prat.g_01258	Praj.g_01537
OG0000919	Prat.g_01259	Praj.g_01538
OG0000920	Prat.g_01260	Praj.g_01539
OG0000921	Prat.g_01263	Praj.g_01542
OG0000922	Prat.g_01264	Praj.g_01543
OG0000923	Prat.g_01282	Praj.g_01546
OG0000924	Prat.g_01283	Praj.g_01547
OG0000925	Prat.g_01287	Praj.g_01550
OG0000926	Prat.g_01471	Praj.g_00732
OG0000927	Prat.g_01178	Praj.g_01484
OG0000928	Prat.g_01455	Praj.g_01011
OG0000929	Prat.g_01200	Praj.g_01734
OG0000930	Prat.g_01181	Praj.g_01573
OG0000931	Prat.g_00976	Praj.g_00833
OG0000932	Prat.g_01228	Praj.g_01160
OG0000933	Prat.g_01293	Praj.g_01577
OG0000934	Prat.g_01294	Praj.g_01578
OG0000935	Prat.g_01295	Praj.g_01579
OG0000936	Prat.g_01296	Praj.g_01580
OG0000937	Prat.g_01297	Praj.g_01581
OG0000938	Prat.g_01298	Praj.g_01582
OG0000939	Prat.g_01299	Praj.g_01583
OG0000940	Prat.g_01300	Praj.g_01584
OG0000941	Prat.g_01301	Praj.g_01585
OG0000942	Prat.g_01302	Praj.g_01586
OG0000943	Prat.g_01303	Praj.g_01587
OG0000944	Prat.g_01304	Praj.g_01588
OG0000945	Prat.g_01305	Praj.g_01589
OG0000946	Prat.g_01306	Praj.g_01590
OG0000947	Prat.g_01307	Praj.g_01591
OG0000948	Prat.g_01308	Praj.g_01592
OG0000949	Prat.g_01309	Praj.g_01593
OG0000950	Prat.g_01769	Praj.g_01995
OG0000951	Prat.g_01333	Praj.g_01613
OG0000952	Prat.g_01334	Praj.g_01614
OG0000953	Prat.g_01335	Praj.g_01615
OG0000954	Prat.g_01336	Praj.g_01616
OG0000955	Prat.g_01337	Praj.g_01617
OG0000956	Prat.g_01339	Praj.g_01619
OG0000957	Prat.g_01340	Praj.g_01620
OG0000958	Prat.g_01341	Praj.g_01621
OG0000959	Prat.g_01342	Praj.g_01622
OG0000960	Prat.g_01343	Praj.g_01623
OG0000961	Prat.g_01344	Praj.g_01624
OG0000962	Prat.g_01345	Praj.g_01625
OG0000963	Prat.g_01346	Praj.g_01626
OG0000964	Prat.g_01348	Praj.g_01628
OG0000965	Prat.g_01350	Praj.g_01630
OG0000966	Prat.g_01351	Praj.g_01631
OG0000967	Prat.g_01355	Praj.g_01634
OG0000968	Prat.g_01356	Praj.g_01635
OG0000969	Prat.g_01357	Praj.g_01636
OG0000970	Prat.g_01358	Praj.g_01637
OG0000971	Prat.g_01359	Praj.g_01638
OG0000972	Prat.g_01360	Praj.g_01639
OG0000973	Prat.g_01362	Praj.g_01641
OG0000974	Prat.g_01363	Praj.g_01642
OG0000975	Prat.g_01364	Praj.g_01643
OG0000976	Prat.g_01365	Praj.g_01644
OG0000977	Prat.g_01366	Praj.g_01645
OG0000978	Prat.g_01367	Praj.g_01646
OG0000979	Prat.g_01368	Praj.g_01647
OG0000980	Prat.g_01369	Praj.g_00454
OG0000981	Prat.g_01370	Praj.g_01648
OG0000982	Prat.g_01371	Praj.g_01649
OG0000983	Prat.g_01372	Praj.g_01650
OG0000984	Prat.g_01378	Praj.g_01653
OG0000985	Prat.g_01379	Praj.g_01654
OG0000986	Prat.g_01380	Praj.g_01655
OG0000987	Prat.g_01382	Praj.g_01657
OG0000988	Prat.g_01383	Praj.g_01658
OG0000989	Prat.g_01384	Praj.g_01659
OG0000990	Prat.g_01385	Praj.g_01660
OG0000991	Prat.g_01386	Praj.g_01661
OG0000992	Prat.g_01387	Praj.g_01662
OG0000993	Prat.g_01388	Praj.g_01663
OG0000994	Prat.g_01389	Praj.g_01664
OG0000995	Prat.g_01390	Praj.g_01665
OG0000996	Prat.g_01391	Praj.g_01666
OG0000997	Prat.g_01393	Praj.g_01668
OG0000998	Prat.g_01399	Praj.g_01674
OG0000999	Prat.g_01403	Praj.g_01677
OG0001000	Prat.g_01405	Praj.g_01678
OG0001001	Prat.g_01407	Praj.g_01679
OG0001002	Prat.g_01409	Praj.g_01681
OG0001003	Prat.g_01410	Praj.g_01682
OG0001004	Prat.g_01411	Praj.g_01683
OG0001005	Prat.g_01412	Praj.g_01684
OG0001006	Prat.g_01414	Praj.g_01686
OG0001007	Prat.g_01415	Praj.g_01687
OG0001008	Prat.g_01416	Praj.g_01688
OG0001009	Prat.g_01417	Praj.g_01690
OG0001010	Prat.g_01418	Praj.g_01691
OG0001011	Prat.g_01420	Praj.g_01692
OG0001012	Prat.g_01421	Praj.g_01693
OG0001013	Prat.g_01422	Praj.g_01694
OG0001014	Prat.g_01423	Praj.g_01695
OG0001015	Prat.g_01424	Praj.g_01696
OG0001016	Prat.g_01425	Praj.g_01697
OG0001017	Prat.g_01426	Praj.g_01698
OG0001018	Prat.g_01427	Praj.g_01699
OG0001019	Prat.g_01428	Praj.g_01700
OG0001020	Prat.g_01429	Praj.g_01701
OG0001021	Prat.g_01430	Praj.g_01702
OG0001022	Prat.g_01431	Praj.g_01703
OG0001023	Prat.g_01432	Praj.g_01704
OG0001024	Prat.g_01434	Praj.g_01706
OG0001025	Prat.g_01435	Praj.g_01707
OG0001026	Prat.g_01436	Praj.g_01708
OG0001027	Prat.g_01437	Praj.g_01709
OG0001028	Prat.g_01439	Praj.g_01711
OG0001029	Prat.g_01440	Praj.g_01712
OG0001030	Prat.g_01443	Praj.g_01715
OG0001031	Prat.g_01444	Praj.g_01716
OG0001032	Prat.g_01502	Praj.g_01499
OG0001033	Prat.g_01457	Praj.g_01599
OG0001034	Prat.g_01022	Praj.g_00785
OG0001035	Prat.g_01585	Praj.g_01763
OG0001036	Prat.g_01586	Praj.g_01764
OG0001037	Prat.g_01593	Praj.g_01769
OG0001038	Prat.g_01594	Praj.g_01770
OG0001039	Prat.g_01595	Praj.g_01771
OG0001040	Prat.g_01596	Praj.g_01772
OG0001041	Prat.g_01598	Praj.g_01773
OG0001042	Prat.g_01599	Praj.g_01774
OG0001043	Prat.g_01600	Praj.g_01775
OG0001044	Prat.g_01601	Praj.g_01776
OG0001045	Prat.g_01602	Praj.g_01777
OG0001046	Prat.g_01603	Praj.g_01778
OG0001047	Prat.g_01604	Praj.g_01779
OG0001048	Prat.g_01605	Praj.g_01780
OG0001049	Prat.g_01606	Praj.g_01781
OG0001050	Prat.g_01607	Praj.g_01782
OG0001051	Prat.g_01608	Praj.g_01783
OG0001052	Prat.g_01609	Praj.g_01784
OG0001053	Prat.g_01610	Praj.g_01785
OG0001054	Prat.g_01611	Praj.g_01786
OG0001055	Prat.g_01612	Praj.g_01787
OG0001056	Prat.g_01613	Praj.g_01788
OG0001057	Prat.g_01615	Praj.g_01790
OG0001058	Prat.g_01616	Praj.g_01791
OG0001059	Prat.g_01617	Praj.g_01792
OG0001060	Prat.g_01618	Praj.g_01793
OG0001061	Prat.g_01619	Praj.g_01794
OG0001062	Prat.g_01621	Praj.g_01796
OG0001063	Prat.g_01622	Praj.g_01797
OG0001064	Prat.g_01623	Praj.g_01798
OG0001065	Prat.g_01624	Praj.g_01799
OG0001066	Prat.g_01625	Praj.g_01800
OG0001067	Prat.g_01626	Praj.g_01801
OG0001068	Prat.g_01627	Praj.g_01802
OG0001069	Prat.g_01630	Praj.g_01804
OG0001070	Prat.g_01632	Praj.g_01806
OG0001071	Prat.g_01633	Praj.g_01807
OG0001072	Prat.g_01634	Praj.g_01808
OG0001073	Prat.g_01635	Praj.g_01809
OG0001074	Prat.g_01636	Praj.g_01810
OG0001075	Prat.g_01639	Praj.g_01812
OG0001076	Prat.g_01641	Praj.g_01814
OG0001077	Prat.g_01642	Praj.g_01815
OG0001078	Prat.g_01643	Praj.g_01816
OG0001079	Prat.g_01644	Praj.g_01817
OG0001080	Prat.g_01645	Praj.g_01818
OG0001081	Prat.g_01646	Praj.g_01819
OG0001082	Prat.g_01647	Praj.g_01820
OG0001083	Prat.g_01648	Praj.g_01821
OG0001084	Prat.g_01649	Praj.g_01822
OG0001085	Prat.g_01650	Praj.g_01823
OG0001086	Prat.g_01655	Praj.g_01868
OG0001087	Prat.g_01657	Praj.g_01870
OG0001088	Prat.g_01658	Praj.g_01871
OG0001089	Prat.g_01661	Praj.g_01873
OG0001090	Prat.g_01662	Praj.g_01874
OG0001091	Prat.g_01663	Praj.g_01875
OG0001092	Prat.g_01664	Praj.g_01876
OG0001093	Prat.g_01665	Praj.g_01877
OG0001094	Prat.g_01666	Praj.g_01878
OG0001095	Prat.g_01667	Praj.g_01879
OG0001096	Prat.g_01668	Praj.g_01880
OG0001097	Prat.g_01669	Praj.g_01881
OG0001098	Prat.g_01670	Praj.g_01882
OG0001099	Prat.g_01671	Praj.g_01883
OG0001100	Prat.g_01672	Praj.g_01884
OG0001101	Prat.g_01673	Praj.g_01885
OG0001102	Prat.g_01677	Praj.g_01894
OG0001103	Prat.g_01678	Praj.g_01893
OG0001104	Prat.g_01682	Praj.g_01889
OG0001105	Prat.g_01680	Praj.g_01891
OG0001106	Prat.g_01676	Praj.g_01888
OG0001107	Prat.g_01675	Praj.g_01887
OG0001108	Prat.g_01674	Praj.g_01886
OG0001109	Prat.g_01684	Praj.g_01909
OG0001110	Prat.g_01686	Praj.g_01911
OG0001111	Prat.g_01687	Praj.g_01912
OG0001112	Prat.g_01688	Praj.g_01913
OG0001113	Prat.g_01689	Praj.g_01914
OG0001114	Prat.g_01690	Praj.g_01915
OG0001115	Prat.g_01691	Praj.g_01916
OG0001116	Prat.g_01692	Praj.g_01917
OG0001117	Prat.g_01693	Praj.g_01918
OG0001118	Prat.g_01694	Praj.g_01919
OG0001119	Prat.g_01695	Praj.g_01920
OG0001120	Prat.g_01696	Praj.g_01921
OG0001121	Prat.g_01697	Praj.g_01922
OG0001122	Prat.g_01698	Praj.g_01923
OG0001123	Prat.g_01699	Praj.g_01924
OG0001124	Prat.g_01700	Praj.g_01925
OG0001125	Prat.g_01701	Praj.g_01926
OG0001126	Prat.g_01702	Praj.g_01927
OG0001127	Prat.g_01703	Praj.g_01928
OG0001128	Prat.g_01704	Praj.g_01929
OG0001129	Prat.g_01705	Praj.g_01930
OG0001130	Prat.g_01706	Praj.g_01931
OG0001131	Prat.g_01707	Praj.g_01932
OG0001132	Prat.g_01708	Praj.g_01933
OG0001133	Prat.g_01709	Praj.g_01934
OG0001134	Prat.g_01710	Praj.g_01935
OG0001135	Prat.g_01711	Praj.g_01936
OG0001136	Prat.g_01712	Praj.g_01937
OG0001137	Prat.g_01713	Praj.g_01938
OG0001138	Prat.g_01714	Praj.g_01939
OG0001139	Prat.g_01715	Praj.g_01940
OG0001140	Prat.g_01327	Praj.g_01941
OG0001141	Prat.g_01717	Praj.g_01943
OG0001142	Prat.g_01718	Praj.g_01944
OG0001143	Prat.g_01719	Praj.g_01945
OG0001144	Prat.g_01721	Praj.g_01947
OG0001145	Prat.g_01723	Praj.g_01949
OG0001146	Prat.g_01724	Praj.g_01950
OG0001147	Prat.g_01727	Praj.g_01953
OG0001148	Prat.g_01728	Praj.g_01954
OG0001149	Prat.g_01729	Praj.g_01955
OG0001150	Prat.g_01732	Praj.g_01958
OG0001151	Prat.g_01733	Praj.g_01959
OG0001152	Prat.g_01734	Praj.g_01960
OG0001153	Prat.g_01735	Praj.g_01961
OG0001154	Prat.g_01736	Praj.g_01962
OG0001155	Prat.g_01737	Praj.g_01963
