Orthogroup	Prat	Prbc
OG0000550	Prat.g_00562	Prbc.g_01676
OG0000551	Prat.g_00563	Prbc.g_01677
OG0000552	Prat.g_00564	Prbc.g_01678
OG0000553	Prat.g_00565	Prbc.g_01679
OG0000554	Prat.g_00566	Prbc.g_01680
OG0000555	Prat.g_00568	Prbc.g_01682
OG0000556	Prat.g_00569	Prbc.g_01683
OG0000557	Prat.g_00570	Prbc.g_01684
OG0000558	Prat.g_00571	Prbc.g_01685
OG0000559	Prat.g_00572	Prbc.g_01686
OG0000560	Prat.g_00573	Prbc.g_01687
OG0000561	Prat.g_00574	Prbc.g_01688
OG0000562	Prat.g_00575	Prbc.g_01689
OG0000563	Prat.g_00576	Prbc.g_01690
OG0000564	Prat.g_00577	Prbc.g_01691
OG0000565	Prat.g_00579	Prbc.g_01692
OG0000566	Prat.g_00580	Prbc.g_01693
OG0000567	Prat.g_00581	Prbc.g_01694
OG0000568	Prat.g_00582	Prbc.g_01695
OG0000569	Prat.g_00584	Prbc.g_01698
OG0000570	Prat.g_00585	Prbc.g_01699
OG0000571	Prat.g_00587	Prbc.g_01700
OG0000572	Prat.g_00589	Prbc.g_01702
OG0000573	Prat.g_00590	Prbc.g_01703
OG0000574	Prat.g_00591	Prbc.g_01704
OG0000575	Prat.g_00592	Prbc.g_01705
OG0000576	Prat.g_00593	Prbc.g_01706
OG0000577	Prat.g_01097	Prbc.g_01707
OG0000578	Prat.g_01095	Prbc.g_01708
OG0000579	Prat.g_01094	Prbc.g_01709
OG0000580	Prat.g_01093	Prbc.g_01710
OG0000581	Prat.g_01091	Prbc.g_01711
OG0000582	Prat.g_01090	Prbc.g_01712
OG0000583	Prat.g_01089	Prbc.g_01713
OG0000584	Prat.g_01087	Prbc.g_01715
OG0000585	Prat.g_01086	Prbc.g_01716
OG0000586	Prat.g_01084	Prbc.g_01717
OG0000587	Prat.g_01083	Prbc.g_01718
OG0000588	Prat.g_01082	Prbc.g_01719
OG0000589	Prat.g_01081	Prbc.g_01720
OG0000590	Prat.g_01080	Prbc.g_01721
OG0000591	Prat.g_01079	Prbc.g_01722
OG0000592	Prat.g_01078	Prbc.g_01723
OG0000593	Prat.g_01077	Prbc.g_01724
OG0000594	Prat.g_01076	Prbc.g_01725
OG0000595	Prat.g_01075	Prbc.g_01726
OG0000596	Prat.g_01074	Prbc.g_01727
OG0000597	Prat.g_01070	Prbc.g_01731
OG0000598	Prat.g_01069	Prbc.g_01732
OG0000599	Prat.g_01068	Prbc.g_01733
OG0000600	Prat.g_01067	Prbc.g_01734
OG0000601	Prat.g_01066	Prbc.g_01735
OG0000602	Prat.g_01065	Prbc.g_01736
OG0000603	Prat.g_01064	Prbc.g_01737
OG0000604	Prat.g_01063	Prbc.g_01738
OG0000605	Prat.g_01062	Prbc.g_01739
OG0000606	Prat.g_01061	Prbc.g_01740
OG0000607	Prat.g_01059	Prbc.g_01742
OG0000608	Prat.g_01058	Prbc.g_01743
OG0000609	Prat.g_01056	Prbc.g_01745
OG0000610	Prat.g_01055	Prbc.g_01746
OG0000611	Prat.g_00744	Prbc.g_01749
OG0000612	Prat.g_00745	Prbc.g_01750
OG0000613	Prat.g_00747	Prbc.g_01752
OG0000614	Prat.g_00752	Prbc.g_01760
OG0000615	Prat.g_00753	Prbc.g_01761
OG0000616	Prat.g_00754	Prbc.g_01762
OG0000617	Prat.g_00757	Prbc.g_01765
OG0000618	Prat.g_00758	Prbc.g_01766
OG0000619	Prat.g_00759	Prbc.g_01767
OG0000620	Prat.g_00761	Prbc.g_01769
OG0000621	Prat.g_00762	Prbc.g_01770
OG0000622	Prat.g_00763	Prbc.g_01771
OG0000623	Prat.g_00764	Prbc.g_01772
OG0000624	Prat.g_00767	Prbc.g_01775
OG0000625	Prat.g_00768	Prbc.g_01776
OG0000626	Prat.g_00769	Prbc.g_01777
OG0000627	Prat.g_00772	Prbc.g_01381
OG0000628	Prat.g_00773	Prbc.g_01778
OG0000629	Prat.g_00774	Prbc.g_01779
OG0000630	Prat.g_00776	Prbc.g_01781
OG0000631	Prat.g_00777	Prbc.g_01782
OG0000632	Prat.g_01882	Prbc.g_01055
OG0000633	Prat.g_00826	Prbc.g_01290
OG0000634	Prat.g_00789	Prbc.g_01788
OG0000635	Prat.g_00791	Prbc.g_01790
OG0000636	Prat.g_00792	Prbc.g_01791
OG0000637	Prat.g_00797	Prbc.g_01793
OG0000638	Prat.g_00798	Prbc.g_01794
OG0000639	Prat.g_00799	Prbc.g_01795
OG0000640	Prat.g_00800	Prbc.g_01796
OG0000641	Prat.g_00801	Prbc.g_01797
OG0000642	Prat.g_00802	Prbc.g_01798
OG0000643	Prat.g_00803	Prbc.g_01799
OG0000644	Prat.g_00805	Prbc.g_01801
OG0000645	Prat.g_00807	Prbc.g_01803
OG0000646	Prat.g_00808	Prbc.g_01804
OG0000647	Prat.g_00809	Prbc.g_01805
OG0000648	Prat.g_00811	Prbc.g_01807
OG0000649	Prat.g_00812	Prbc.g_01808
OG0000650	Prat.g_00813	Prbc.g_01809
OG0000651	Prat.g_00814	Prbc.g_01810
OG0000652	Prat.g_00816	Prbc.g_01812
OG0000653	Prat.g_01225	Prbc.g_00539
OG0000654	Prat.g_01486	Prbc.g_00521
OG0000655	Prat.g_00600	Prbc.g_01383
OG0000656	Prat.g_01472	Prbc.g_02142
OG0000657	Prat.g_00888	Prbc.g_02028
OG0000658	Prat.g_00887	Prbc.g_02027
OG0000659	Prat.g_00886	Prbc.g_02026
OG0000660	Prat.g_00345	Prbc.g_01230
OG0000661	Prat.g_00859	Prbc.g_02003
OG0000662	Prat.g_00863	Prbc.g_02005
OG0000663	Prat.g_00865	Prbc.g_02007
OG0000664	Prat.g_00866	Prbc.g_02008
OG0000665	Prat.g_00867	Prbc.g_02009
OG0000666	Prat.g_01043	Prbc.g_01852
OG0000667	Prat.g_01042	Prbc.g_01853
OG0000668	Prat.g_01041	Prbc.g_01854
OG0000669	Prat.g_01040	Prbc.g_01855
OG0000670	Prat.g_01038	Prbc.g_01857
OG0000671	Prat.g_01037	Prbc.g_01858
OG0000672	Prat.g_01036	Prbc.g_01859
OG0000673	Prat.g_01035	Prbc.g_01860
OG0000674	Prat.g_01034	Prbc.g_01861
OG0000675	Prat.g_01033	Prbc.g_01862
OG0000676	Prat.g_01031	Prbc.g_01864
OG0000677	Prat.g_01029	Prbc.g_01866
OG0000678	Prat.g_01028	Prbc.g_01867
OG0000679	Prat.g_01027	Prbc.g_01868
OG0000680	Prat.g_01026	Prbc.g_01869
OG0000681	Prat.g_01025	Prbc.g_01870
OG0000682	Prat.g_01024	Prbc.g_01871
OG0000683	Prat.g_01023	Prbc.g_01873
OG0000684	Prat.g_01021	Prbc.g_01875
OG0000685	Prat.g_01020	Prbc.g_01876
OG0000686	Prat.g_01019	Prbc.g_01877
OG0000687	Prat.g_01018	Prbc.g_01878
OG0000688	Prat.g_01017	Prbc.g_01879
OG0000689	Prat.g_01016	Prbc.g_01880
OG0000690	Prat.g_01015	Prbc.g_01881
OG0000691	Prat.g_01013	Prbc.g_01883
OG0000692	Prat.g_01012	Prbc.g_01884
OG0000693	Prat.g_01011	Prbc.g_01885
OG0000694	Prat.g_01010	Prbc.g_01886
OG0000695	Prat.g_01009	Prbc.g_01887
OG0000696	Prat.g_01008	Prbc.g_01888
OG0000697	Prat.g_01007	Prbc.g_01890
OG0000698	Prat.g_01006	Prbc.g_01891
OG0000699	Prat.g_01003	Prbc.g_01894
OG0000700	Prat.g_01002	Prbc.g_01895
OG0000701	Prat.g_01001	Prbc.g_01897
OG0000702	Prat.g_01000	Prbc.g_01898
OG0000703	Prat.g_00999	Prbc.g_01899
OG0000704	Prat.g_00998	Prbc.g_01900
OG0000705	Prat.g_00996	Prbc.g_01903
OG0000706	Prat.g_00995	Prbc.g_01904
OG0000707	Prat.g_00994	Prbc.g_01905
OG0000708	Prat.g_00993	Prbc.g_01906
OG0000709	Prat.g_00992	Prbc.g_01907
OG0000710	Prat.g_00991	Prbc.g_01908
OG0000711	Prat.g_00990	Prbc.g_01909
OG0000712	Prat.g_00989	Prbc.g_01910
OG0000713	Prat.g_00988	Prbc.g_01911
OG0000714	Prat.g_00984	Prbc.g_01913
OG0000715	Prat.g_00983	Prbc.g_01914
OG0000716	Prat.g_00982	Prbc.g_01915
OG0000717	Prat.g_00981	Prbc.g_01916
OG0000718	Prat.g_00980	Prbc.g_01917
OG0000719	Prat.g_00978	Prbc.g_01919
OG0000720	Prat.g_00974	Prbc.g_01923
OG0000721	Prat.g_00973	Prbc.g_01924
OG0000722	Prat.g_00694	Prbc.g_01959
OG0000723	Prat.g_00699	Prbc.g_01962
OG0000724	Prat.g_00705	Prbc.g_01967
OG0000725	Prat.g_00707	Prbc.g_01969
OG0000726	Prat.g_00708	Prbc.g_01970
OG0000727	Prat.g_00709	Prbc.g_01971
OG0000728	Prat.g_00710	Prbc.g_01972
OG0000729	Prat.g_00712	Prbc.g_01974
OG0000730	Prat.g_00713	Prbc.g_01975
OG0000731	Prat.g_00716	Prbc.g_01977
OG0000732	Prat.g_00717	Prbc.g_01978
OG0000733	Prat.g_00718	Prbc.g_01979
OG0000734	Prat.g_00719	Prbc.g_01980
OG0000735	Prat.g_00720	Prbc.g_01981
OG0000736	Prat.g_00722	Prbc.g_01983
OG0000737	Prat.g_00723	Prbc.g_01984
OG0000738	Prat.g_00725	Prbc.g_01987
OG0000739	Prat.g_00726	Prbc.g_01988
OG0000740	Prat.g_00728	Prbc.g_01989
OG0000741	Prat.g_00730	Prbc.g_01991
OG0000742	Prat.g_00731	Prbc.g_01992
OG0000743	Prat.g_00735	Prbc.g_01996
OG0000744	Prat.g_00736	Prbc.g_01997
OG0000745	Prat.g_00738	Prbc.g_01837
OG0000746	Prat.g_00739	Prbc.g_01838
OG0000747	Prat.g_00740	Prbc.g_01839
OG0000748	Prat.g_00741	Prbc.g_01840
OG0000749	Prat.g_00742	Prbc.g_01841
OG0000750	Prat.g_00743	Prbc.g_01842
OG0000751	Prat.g_01051	Prbc.g_01844
OG0000752	Prat.g_01050	Prbc.g_01845
OG0000753	Prat.g_01049	Prbc.g_01846
OG0000754	Prat.g_01048	Prbc.g_01847
OG0000755	Prat.g_01046	Prbc.g_01849
OG0000756	Prat.g_01045	Prbc.g_01850
OG0000757	Prat.g_01044	Prbc.g_01851
OG0000758	Prat.g_00868	Prbc.g_02010
OG0000759	Prat.g_00869	Prbc.g_02011
OG0000760	Prat.g_00870	Prbc.g_02012
OG0000761	Prat.g_00871	Prbc.g_02013
OG0000762	Prat.g_00873	Prbc.g_02015
OG0000763	Prat.g_00874	Prbc.g_02016
OG0000764	Prat.g_00876	Prbc.g_02017
OG0000765	Prat.g_00877	Prbc.g_02018
OG0000766	Prat.g_00878	Prbc.g_02019
OG0000767	Prat.g_00879	Prbc.g_02020
OG0000768	Prat.g_00880	Prbc.g_02021
OG0000769	Prat.g_00881	Prbc.g_02022
OG0000770	Prat.g_00883	Prbc.g_02023
OG0000771	Prat.g_00884	Prbc.g_02024
OG0000772	Prat.g_00944	Prbc.g_01936
OG0000773	Prat.g_00889	Prbc.g_02029
OG0000774	Prat.g_00890	Prbc.g_02030
OG0000775	Prat.g_00891	Prbc.g_02031
OG0000776	Prat.g_00893	Prbc.g_02033
OG0000777	Prat.g_00894	Prbc.g_02034
OG0000778	Prat.g_00895	Prbc.g_02035
OG0000779	Prat.g_00897	Prbc.g_02037
OG0000780	Prat.g_00898	Prbc.g_02038
OG0000781	Prat.g_00899	Prbc.g_02039
OG0000782	Prat.g_00901	Prbc.g_02041
OG0000783	Prat.g_00902	Prbc.g_02042
OG0000784	Prat.g_00903	Prbc.g_02043
OG0000785	Prat.g_00904	Prbc.g_02044
OG0000786	Prat.g_00905	Prbc.g_02045
OG0000787	Prat.g_00907	Prbc.g_02047
OG0000788	Prat.g_00908	Prbc.g_02048
OG0000789	Prat.g_00909	Prbc.g_02049
OG0000790	Prat.g_00910	Prbc.g_02050
OG0000791	Prat.g_00911	Prbc.g_02051
OG0000792	Prat.g_00912	Prbc.g_02190
OG0000793	Prat.g_00913	Prbc.g_02052
OG0000794	Prat.g_00914	Prbc.g_02053
OG0000795	Prat.g_00915	Prbc.g_02054
OG0000796	Prat.g_00916	Prbc.g_02055
OG0000797	Prat.g_00917	Prbc.g_02057
OG0000798	Prat.g_00918	Prbc.g_02058
OG0000799	Prat.g_00919	Prbc.g_02059
OG0000800	Prat.g_00920	Prbc.g_02060
OG0000801	Prat.g_00921	Prbc.g_02061
OG0000802	Prat.g_00923	Prbc.g_02062
OG0000803	Prat.g_00924	Prbc.g_02063
OG0000804	Prat.g_00929	Prbc.g_02079
OG0000805	Prat.g_00931	Prbc.g_02080
OG0000806	Prat.g_00932	Prbc.g_02081
OG0000807	Prat.g_00933	Prbc.g_02082
OG0000808	Prat.g_00934	Prbc.g_02083
OG0000809	Prat.g_00939	Prbc.g_02088
OG0000810	Prat.g_00941	Prbc.g_02090
OG0000811	Prat.g_00942	Prbc.g_02091
OG0000812	Prat.g_00943	Prbc.g_01935
OG0000813	Prat.g_00946	Prbc.g_02092
OG0000814	Prat.g_00947	Prbc.g_02093
OG0000815	Prat.g_00948	Prbc.g_02094
OG0000816	Prat.g_00951	Prbc.g_02097
OG0000817	Prat.g_00955	Prbc.g_02101
OG0000818	Prat.g_00956	Prbc.g_02102
OG0000819	Prat.g_00957	Prbc.g_02105
OG0000820	Prat.g_00958	Prbc.g_02106
OG0000821	Prat.g_00959	Prbc.g_02107
OG0000822	Prat.g_00960	Prbc.g_02108
OG0000823	Prat.g_00963	Prbc.g_02111
OG0000824	Prat.g_00964	Prbc.g_02112
OG0000825	Prat.g_00966	Prbc.g_01934
OG0000826	Prat.g_00967	Prbc.g_01933
OG0000827	Prat.g_00968	Prbc.g_01932
OG0000828	Prat.g_00970	Prbc.g_01930
OG0000829	Prat.g_01204	Prbc.g_01941
OG0000830	Prat.g_01479	Prbc.g_02152
OG0000831	Prat.g_01197	Prbc.g_02133
OG0000832	Prat.g_01480	Prbc.g_00804
OG0000833	Prat.g_01214	Prbc.g_00201
OG0000834	Prat.g_01199	Prbc.g_01244
OG0000835	Prat.g_00354	Prbc.g_01252
OG0000836	Prat.g_01373	Prbc.g_00801
OG0000837	Prat.g_01211	Prbc.g_02128
OG0000838	Prat.g_01560	Prbc.g_00897
OG0000839	Prat.g_01559	Prbc.g_00898
OG0000840	Prat.g_01175	Prbc.g_02170
OG0000841	Prat.g_01177	Prbc.g_01468
OG0000842	Prat.g_01171	Prbc.g_01462
OG0000843	Prat.g_01169	Prbc.g_01460
OG0000844	Prat.g_01168	Prbc.g_01459
OG0000845	Prat.g_01167	Prbc.g_01458
OG0000846	Prat.g_01166	Prbc.g_01457
OG0000847	Prat.g_01165	Prbc.g_01456
OG0000848	Prat.g_01164	Prbc.g_01455
OG0000849	Prat.g_01163	Prbc.g_01454
OG0000850	Prat.g_01162	Prbc.g_01453
OG0000851	Prat.g_01159	Prbc.g_01450
OG0000852	Prat.g_01157	Prbc.g_01447
OG0000853	Prat.g_01155	Prbc.g_01445
OG0000854	Prat.g_01154	Prbc.g_01444
OG0000855	Prat.g_01153	Prbc.g_01442
OG0000856	Prat.g_01152	Prbc.g_01441
OG0000857	Prat.g_01151	Prbc.g_01440
OG0000858	Prat.g_01148	Prbc.g_01437
OG0000859	Prat.g_01147	Prbc.g_01436
OG0000860	Prat.g_01146	Prbc.g_01435
OG0000861	Prat.g_01145	Prbc.g_01434
OG0000862	Prat.g_01144	Prbc.g_01433
OG0000863	Prat.g_01142	Prbc.g_01431
OG0000864	Prat.g_01141	Prbc.g_01430
OG0000865	Prat.g_01140	Prbc.g_01429
OG0000866	Prat.g_01139	Prbc.g_01428
OG0000867	Prat.g_01136	Prbc.g_01426
OG0000868	Prat.g_01135	Prbc.g_01424
OG0000869	Prat.g_01134	Prbc.g_01422
OG0000870	Prat.g_01131	Prbc.g_01421
OG0000871	Prat.g_01130	Prbc.g_01420
OG0000872	Prat.g_01128	Prbc.g_01418
OG0000873	Prat.g_01127	Prbc.g_01417
OG0000874	Prat.g_01126	Prbc.g_01416
OG0000875	Prat.g_01124	Prbc.g_01414
OG0000876	Prat.g_01123	Prbc.g_01412
OG0000877	Prat.g_01122	Prbc.g_01411
OG0000878	Prat.g_01121	Prbc.g_01410
OG0000879	Prat.g_01120	Prbc.g_01409
OG0000880	Prat.g_01119	Prbc.g_01408
OG0000881	Prat.g_01118	Prbc.g_01407
OG0000882	Prat.g_01117	Prbc.g_01406
OG0000883	Prat.g_01116	Prbc.g_01405
OG0000884	Prat.g_01115	Prbc.g_01404
OG0000885	Prat.g_01114	Prbc.g_01403
OG0000886	Prat.g_01113	Prbc.g_01402
OG0000887	Prat.g_01112	Prbc.g_01401
OG0000888	Prat.g_01111	Prbc.g_01400
OG0000889	Prat.g_01110	Prbc.g_01399
OG0000890	Prat.g_01108	Prbc.g_01398
OG0000891	Prat.g_01107	Prbc.g_01397
OG0000892	Prat.g_01106	Prbc.g_01396
OG0000893	Prat.g_01105	Prbc.g_01395
OG0000894	Prat.g_01104	Prbc.g_01394
OG0000895	Prat.g_01103	Prbc.g_01393
OG0000896	Prat.g_01101	Prbc.g_01392
OG0000897	Prat.g_01100	Prbc.g_01391
OG0000898	Prat.g_01099	Prbc.g_01390
OG0000899	Prat.g_01098	Prbc.g_01389
OG0000900	Prat.g_00594	Prbc.g_01388
OG0000901	Prat.g_00626	Prbc.g_01320
OG0000902	Prat.g_01238	Prbc.g_00555
OG0000903	Prat.g_01239	Prbc.g_00556
OG0000904	Prat.g_01240	Prbc.g_00557
OG0000905	Prat.g_01241	Prbc.g_00558
OG0000906	Prat.g_01242	Prbc.g_00560
OG0000907	Prat.g_01244	Prbc.g_00561
OG0000908	Prat.g_01245	Prbc.g_00562
OG0000909	Prat.g_01246	Prbc.g_00563
OG0000910	Prat.g_01247	Prbc.g_00564
OG0000911	Prat.g_01248	Prbc.g_00565
OG0000912	Prat.g_01251	Prbc.g_00568
OG0000913	Prat.g_01252	Prbc.g_00569
OG0000914	Prat.g_01253	Prbc.g_00570
OG0000915	Prat.g_01255	Prbc.g_00571
OG0000916	Prat.g_01256	Prbc.g_00572
OG0000917	Prat.g_01257	Prbc.g_00573
OG0000918	Prat.g_01258	Prbc.g_00574
OG0000919	Prat.g_01259	Prbc.g_00575
OG0000920	Prat.g_01260	Prbc.g_00576
OG0000921	Prat.g_01263	Prbc.g_00579
OG0000922	Prat.g_01264	Prbc.g_00580
OG0000923	Prat.g_01282	Prbc.g_00585
OG0000924	Prat.g_01283	Prbc.g_00586
OG0000925	Prat.g_01287	Prbc.g_00589
OG0000926	Prat.g_01471	Prbc.g_01820
OG0000927	Prat.g_01178	Prbc.g_01470
OG0000928	Prat.g_01455	Prbc.g_02100
OG0000929	Prat.g_01200	Prbc.g_00810
OG0000930	Prat.g_01181	Prbc.g_00655
OG0000931	Prat.g_00976	Prbc.g_01921
OG0000932	Prat.g_01228	Prbc.g_00138
OG0000933	Prat.g_01293	Prbc.g_00659
OG0000934	Prat.g_01294	Prbc.g_00660
OG0000935	Prat.g_01295	Prbc.g_00661
OG0000936	Prat.g_01296	Prbc.g_00662
OG0000937	Prat.g_01297	Prbc.g_00663
OG0000938	Prat.g_01298	Prbc.g_00664
OG0000939	Prat.g_01299	Prbc.g_00665
OG0000940	Prat.g_01300	Prbc.g_00666
OG0000941	Prat.g_01301	Prbc.g_00667
OG0000942	Prat.g_01302	Prbc.g_00668
OG0000943	Prat.g_01303	Prbc.g_00669
OG0000944	Prat.g_01304	Prbc.g_00670
OG0000945	Prat.g_01305	Prbc.g_00671
OG0000946	Prat.g_01306	Prbc.g_00672
OG0000947	Prat.g_01307	Prbc.g_00673
OG0000948	Prat.g_01308	Prbc.g_00674
OG0000949	Prat.g_01309	Prbc.g_00675
OG0000950	Prat.g_01769	Prbc.g_00228
OG0000951	Prat.g_01333	Prbc.g_00690
OG0000952	Prat.g_01334	Prbc.g_00691
OG0000953	Prat.g_01335	Prbc.g_00692
OG0000954	Prat.g_01336	Prbc.g_00693
OG0000955	Prat.g_01337	Prbc.g_00694
OG0000956	Prat.g_01339	Prbc.g_00696
OG0000957	Prat.g_01340	Prbc.g_00697
OG0000958	Prat.g_01341	Prbc.g_00698
OG0000959	Prat.g_01342	Prbc.g_00699
OG0000960	Prat.g_01343	Prbc.g_00700
OG0000961	Prat.g_01344	Prbc.g_00701
OG0000962	Prat.g_01345	Prbc.g_00702
OG0000963	Prat.g_01346	Prbc.g_00703
OG0000964	Prat.g_01348	Prbc.g_00705
OG0000965	Prat.g_01350	Prbc.g_00707
OG0000966	Prat.g_01351	Prbc.g_00708
OG0000967	Prat.g_01355	Prbc.g_00711
OG0000968	Prat.g_01356	Prbc.g_00712
OG0000969	Prat.g_01357	Prbc.g_00713
OG0000970	Prat.g_01358	Prbc.g_00714
OG0000971	Prat.g_01359	Prbc.g_00715
OG0000972	Prat.g_01360	Prbc.g_00716
OG0000973	Prat.g_01362	Prbc.g_00718
OG0000974	Prat.g_01363	Prbc.g_00719
OG0000975	Prat.g_01364	Prbc.g_00720
OG0000976	Prat.g_01365	Prbc.g_00721
OG0000977	Prat.g_01366	Prbc.g_00722
OG0000978	Prat.g_01367	Prbc.g_00723
OG0000979	Prat.g_01368	Prbc.g_00724
OG0000980	Prat.g_01369	Prbc.g_01521
OG0000981	Prat.g_01370	Prbc.g_00725
OG0000982	Prat.g_01371	Prbc.g_00726
OG0000983	Prat.g_01372	Prbc.g_00727
OG0000984	Prat.g_01378	Prbc.g_00730
OG0000985	Prat.g_01379	Prbc.g_00731
OG0000986	Prat.g_01380	Prbc.g_00732
OG0000987	Prat.g_01382	Prbc.g_00734
OG0000988	Prat.g_01383	Prbc.g_00735
OG0000989	Prat.g_01384	Prbc.g_00736
OG0000990	Prat.g_01385	Prbc.g_00737
OG0000991	Prat.g_01386	Prbc.g_00738
OG0000992	Prat.g_01387	Prbc.g_00739
OG0000993	Prat.g_01388	Prbc.g_00740
OG0000994	Prat.g_01389	Prbc.g_00741
OG0000995	Prat.g_01390	Prbc.g_00742
OG0000996	Prat.g_01391	Prbc.g_00743
OG0000997	Prat.g_01393	Prbc.g_00745
OG0000998	Prat.g_01399	Prbc.g_00751
OG0000999	Prat.g_01403	Prbc.g_00754
OG0001000	Prat.g_01405	Prbc.g_00755
OG0001001	Prat.g_01407	Prbc.g_00756
OG0001002	Prat.g_01409	Prbc.g_00758
OG0001003	Prat.g_01410	Prbc.g_00759
OG0001004	Prat.g_01411	Prbc.g_00760
OG0001005	Prat.g_01412	Prbc.g_00761
OG0001006	Prat.g_01414	Prbc.g_00763
OG0001007	Prat.g_01415	Prbc.g_00764
OG0001008	Prat.g_01416	Prbc.g_00765
OG0001009	Prat.g_01417	Prbc.g_00766
OG0001010	Prat.g_01418	Prbc.g_00767
OG0001011	Prat.g_01420	Prbc.g_00768
OG0001012	Prat.g_01421	Prbc.g_00769
OG0001013	Prat.g_01422	Prbc.g_00770
OG0001014	Prat.g_01423	Prbc.g_00771
OG0001015	Prat.g_01424	Prbc.g_00772
OG0001016	Prat.g_01425	Prbc.g_00773
OG0001017	Prat.g_01426	Prbc.g_00774
OG0001018	Prat.g_01427	Prbc.g_00775
OG0001019	Prat.g_01428	Prbc.g_00776
OG0001020	Prat.g_01429	Prbc.g_00777
OG0001021	Prat.g_01430	Prbc.g_00778
OG0001022	Prat.g_01431	Prbc.g_00779
OG0001023	Prat.g_01432	Prbc.g_00780
OG0001024	Prat.g_01434	Prbc.g_00782
OG0001025	Prat.g_01435	Prbc.g_00783
OG0001026	Prat.g_01436	Prbc.g_00784
OG0001027	Prat.g_01437	Prbc.g_00785
OG0001028	Prat.g_01439	Prbc.g_00787
OG0001029	Prat.g_01440	Prbc.g_00788
OG0001030	Prat.g_01443	Prbc.g_00791
OG0001031	Prat.g_01444	Prbc.g_00792
OG0001032	Prat.g_01502	Prbc.g_01485
OG0001033	Prat.g_01457	Prbc.g_00677
OG0001034	Prat.g_01022	Prbc.g_01874
OG0001035	Prat.g_01585	Prbc.g_00827
OG0001036	Prat.g_01586	Prbc.g_00828
OG0001037	Prat.g_01593	Prbc.g_00833
OG0001038	Prat.g_01594	Prbc.g_00834
OG0001039	Prat.g_01595	Prbc.g_00835
OG0001040	Prat.g_01596	Prbc.g_00836
OG0001041	Prat.g_01598	Prbc.g_00837
OG0001042	Prat.g_01599	Prbc.g_00838
OG0001043	Prat.g_01600	Prbc.g_00839
OG0001044	Prat.g_01601	Prbc.g_00840
OG0001045	Prat.g_01602	Prbc.g_00841
OG0001046	Prat.g_01603	Prbc.g_00842
OG0001047	Prat.g_01604	Prbc.g_00843
OG0001048	Prat.g_01605	Prbc.g_00844
OG0001049	Prat.g_01606	Prbc.g_00845
OG0001050	Prat.g_01607	Prbc.g_00846
OG0001051	Prat.g_01608	Prbc.g_00847
OG0001052	Prat.g_01609	Prbc.g_00848
OG0001053	Prat.g_01610	Prbc.g_00849
OG0001054	Prat.g_01611	Prbc.g_00850
OG0001055	Prat.g_01612	Prbc.g_00851
OG0001056	Prat.g_01613	Prbc.g_00852
OG0001057	Prat.g_01615	Prbc.g_00854
OG0001058	Prat.g_01616	Prbc.g_00855
OG0001059	Prat.g_01617	Prbc.g_00856
OG0001060	Prat.g_01618	Prbc.g_00857
OG0001061	Prat.g_01619	Prbc.g_00858
OG0001062	Prat.g_01621	Prbc.g_00860
OG0001063	Prat.g_01622	Prbc.g_00861
OG0001064	Prat.g_01623	Prbc.g_00862
OG0001065	Prat.g_01624	Prbc.g_00863
OG0001066	Prat.g_01625	Prbc.g_00864
OG0001067	Prat.g_01626	Prbc.g_00865
OG0001068	Prat.g_01627	Prbc.g_00866
OG0001069	Prat.g_01630	Prbc.g_00868
OG0001070	Prat.g_01632	Prbc.g_00870
OG0001071	Prat.g_01633	Prbc.g_00871
OG0001072	Prat.g_01634	Prbc.g_00872
OG0001073	Prat.g_01635	Prbc.g_00873
OG0001074	Prat.g_01636	Prbc.g_00874
OG0001075	Prat.g_01639	Prbc.g_00876
OG0001076	Prat.g_01641	Prbc.g_00878
OG0001077	Prat.g_01642	Prbc.g_00879
OG0001078	Prat.g_01643	Prbc.g_00880
OG0001079	Prat.g_01644	Prbc.g_00881
OG0001080	Prat.g_01645	Prbc.g_00882
OG0001081	Prat.g_01646	Prbc.g_00883
OG0001082	Prat.g_01647	Prbc.g_00884
OG0001083	Prat.g_01648	Prbc.g_00885
OG0001084	Prat.g_01649	Prbc.g_00886
OG0001085	Prat.g_01650	Prbc.g_00887
OG0001086	Prat.g_01655	Prbc.g_00933
OG0001087	Prat.g_01657	Prbc.g_00935
OG0001088	Prat.g_01658	Prbc.g_00936
OG0001089	Prat.g_01661	Prbc.g_00938
OG0001090	Prat.g_01662	Prbc.g_00939
OG0001091	Prat.g_01663	Prbc.g_00940
OG0001092	Prat.g_01664	Prbc.g_00941
OG0001093	Prat.g_01665	Prbc.g_00942
OG0001094	Prat.g_01666	Prbc.g_00943
OG0001095	Prat.g_01667	Prbc.g_00944
OG0001096	Prat.g_01668	Prbc.g_00945
OG0001097	Prat.g_01669	Prbc.g_00946
OG0001098	Prat.g_01670	Prbc.g_00947
OG0001099	Prat.g_01671	Prbc.g_00948
OG0001100	Prat.g_01672	Prbc.g_00949
OG0001101	Prat.g_01673	Prbc.g_00950
OG0001102	Prat.g_01677	Prbc.g_00960
OG0001103	Prat.g_01678	Prbc.g_00959
OG0001104	Prat.g_01682	Prbc.g_00955
OG0001105	Prat.g_01680	Prbc.g_00957
OG0001106	Prat.g_01676	Prbc.g_00953
OG0001107	Prat.g_01675	Prbc.g_00952
OG0001108	Prat.g_01674	Prbc.g_00951
