Orthogroup	Praf	Praa
OG0000592	Praf.g_01127	Praa.g_00680
OG0000593	Praf.g_02570	Praa.g_00681
OG0000594	Praf.g_01572	Praa.g_00683
OG0000595	Praf.g_02180	Praa.g_00684
OG0000596	Praf.g_01210	Praa.g_00685
OG0000597	Praf.g_01230	Praa.g_00687
OG0000598	Praf.g_01225	Praa.g_00688
OG0000599	Praf.g_01221	Praa.g_00689
OG0000600	Praf.g_01220	Praa.g_00690
OG0000601	Praf.g_01207	Praa.g_00692
OG0000602	Praf.g_01206	Praa.g_00693
OG0000603	Praf.g_01205	Praa.g_00694
OG0000604	Praf.g_01121	Praa.g_00695
OG0000605	Praf.g_01122	Praa.g_00696
OG0000606	Praf.g_01124	Praa.g_00697
OG0000607	Praf.g_01126	Praa.g_00699
OG0000608	Praf.g_01489	Praa.g_00700
OG0000609	Praf.g_02767	Praa.g_00704
OG0000610	Praf.g_00817	Praa.g_00705
OG0000611	Praf.g_01303	Praa.g_00712
OG0000612	Praf.g_01304	Praa.g_00713
OG0000613	Praf.g_01305	Praa.g_00714
OG0000614	Praf.g_01307	Praa.g_00715
OG0000615	Praf.g_01308	Praa.g_00717
OG0000616	Praf.g_01309	Praa.g_00718
OG0000617	Praf.g_01310	Praa.g_00719
OG0000618	Praf.g_01311	Praa.g_00720
OG0000619	Praf.g_01313	Praa.g_00721
OG0000620	Praf.g_01314	Praa.g_00722
OG0000621	Praf.g_01315	Praa.g_00723
OG0000622	Praf.g_01316	Praa.g_00724
OG0000623	Praf.g_01317	Praa.g_00725
OG0000624	Praf.g_01318	Praa.g_00726
OG0000625	Praf.g_01319	Praa.g_00727
OG0000626	Praf.g_01320	Praa.g_00728
OG0000627	Praf.g_01441	Praa.g_00729
OG0000628	Praf.g_01440	Praa.g_00730
OG0000629	Praf.g_01437	Praa.g_00731
OG0000630	Praf.g_01436	Praa.g_00732
OG0000631	Praf.g_01433	Praa.g_00734
OG0000632	Praf.g_01139	Praa.g_00747
OG0000633	Praf.g_00710	Praa.g_00751
OG0000634	Praf.g_00617	Praa.g_00764
OG0000635	Praf.g_01400	Praa.g_00766
OG0000636	Praf.g_01401	Praa.g_00767
OG0000637	Praf.g_01402	Praa.g_00768
OG0000638	Praf.g_02063	Praa.g_00780
OG0000639	Praf.g_00360	Praa.g_00789
OG0000640	Praf.g_01432	Praa.g_00791
OG0000641	Praf.g_01429	Praa.g_00794
OG0000642	Praf.g_01428	Praa.g_00795
OG0000643	Praf.g_01427	Praa.g_00796
OG0000644	Praf.g_01524	Praa.g_00797
OG0000645	Praf.g_01525	Praa.g_00798
OG0000646	Praf.g_01526	Praa.g_00799
OG0000647	Praf.g_01527	Praa.g_00800
OG0000648	Praf.g_01529	Praa.g_00802
OG0000649	Praf.g_01530	Praa.g_00803
OG0000650	Praf.g_01531	Praa.g_00804
OG0000651	Praf.g_01532	Praa.g_00805
OG0000652	Praf.g_01533	Praa.g_00806
OG0000653	Praf.g_01534	Praa.g_00807
OG0000654	Praf.g_01536	Praa.g_00809
OG0000655	Praf.g_01538	Praa.g_00812
OG0000656	Praf.g_01539	Praa.g_00813
OG0000657	Praf.g_01540	Praa.g_00814
OG0000658	Praf.g_01541	Praa.g_00815
OG0000659	Praf.g_01542	Praa.g_00816
OG0000660	Praf.g_01543	Praa.g_00817
OG0000661	Praf.g_01545	Praa.g_00818
OG0000662	Praf.g_01547	Praa.g_00819
OG0000663	Praf.g_01548	Praa.g_00820
OG0000664	Praf.g_01549	Praa.g_00821
OG0000665	Praf.g_01550	Praa.g_00822
OG0000666	Praf.g_01551	Praa.g_00823
OG0000667	Praf.g_01552	Praa.g_00824
OG0000668	Praf.g_01553	Praa.g_00825
OG0000669	Praf.g_01557	Praa.g_00827
OG0000670	Praf.g_01558	Praa.g_00828
OG0000671	Praf.g_01559	Praa.g_00829
OG0000672	Praf.g_01560	Praa.g_00830
OG0000673	Praf.g_01561	Praa.g_00831
OG0000674	Praf.g_01562	Praa.g_00832
OG0000675	Praf.g_01585	Praa.g_00834
OG0000676	Praf.g_01586	Praa.g_00835
OG0000677	Praf.g_01590	Praa.g_00838
OG0000678	Praf.g_01592	Praa.g_00840
OG0000679	Praf.g_01594	Praa.g_00841
OG0000680	Praf.g_01595	Praa.g_00842
OG0000681	Praf.g_01596	Praa.g_00843
OG0000682	Praf.g_01597	Praa.g_00844
OG0000683	Praf.g_01599	Praa.g_00846
OG0000684	Praf.g_01600	Praa.g_00847
OG0000685	Praf.g_01601	Praa.g_00848
OG0000686	Praf.g_01602	Praa.g_00849
OG0000687	Praf.g_01603	Praa.g_00850
OG0000688	Praf.g_01604	Praa.g_00851
OG0000689	Praf.g_01606	Praa.g_00852
OG0000690	Praf.g_01607	Praa.g_00853
OG0000691	Praf.g_01608	Praa.g_00854
OG0000692	Praf.g_01619	Praa.g_00856
OG0000693	Praf.g_01620	Praa.g_00857
OG0000694	Praf.g_01622	Praa.g_00858
OG0000695	Praf.g_01625	Praa.g_00859
OG0000696	Praf.g_01627	Praa.g_00860
OG0000697	Praf.g_01629	Praa.g_00862
OG0000698	Praf.g_01444	Praa.g_00864
OG0000699	Praf.g_01323	Praa.g_00865
OG0000700	Praf.g_01339	Praa.g_00892
OG0000701	Praf.g_00222	Praa.g_00896
OG0000702	Praf.g_01638	Praa.g_00899
OG0000703	Praf.g_01454	Praa.g_00900
OG0000704	Praf.g_00961	Praa.g_00901
OG0000705	Praf.g_01455	Praa.g_00902
OG0000706	Praf.g_01456	Praa.g_00903
OG0000707	Praf.g_01458	Praa.g_00904
OG0000708	Praf.g_01459	Praa.g_00905
OG0000709	Praf.g_01461	Praa.g_00907
OG0000710	Praf.g_01462	Praa.g_00908
OG0000711	Praf.g_01463	Praa.g_00909
OG0000712	Praf.g_01464	Praa.g_00910
OG0000713	Praf.g_01465	Praa.g_00911
OG0000714	Praf.g_01467	Praa.g_00913
OG0000715	Praf.g_01469	Praa.g_00914
OG0000716	Praf.g_01475	Praa.g_00916
OG0000717	Praf.g_01478	Praa.g_00917
OG0000718	Praf.g_01480	Praa.g_00918
OG0000719	Praf.g_01494	Praa.g_00920
OG0000720	Praf.g_01495	Praa.g_00921
OG0000721	Praf.g_01497	Praa.g_00923
OG0000722	Praf.g_01498	Praa.g_00924
OG0000723	Praf.g_01499	Praa.g_00925
OG0000724	Praf.g_01512	Praa.g_00926
OG0000725	Praf.g_01511	Praa.g_00927
OG0000726	Praf.g_01510	Praa.g_00928
OG0000727	Praf.g_01509	Praa.g_00929
OG0000728	Praf.g_01508	Praa.g_00930
OG0000729	Praf.g_01506	Praa.g_00931
OG0000730	Praf.g_01503	Praa.g_00932
OG0000731	Praf.g_01515	Praa.g_00933
OG0000732	Praf.g_01516	Praa.g_00934
OG0000733	Praf.g_01517	Praa.g_00935
OG0000734	Praf.g_01519	Praa.g_00936
OG0000735	Praf.g_01520	Praa.g_00938
OG0000736	Praf.g_01522	Praa.g_00939
OG0000737	Praf.g_01523	Praa.g_00940
OG0000738	Praf.g_01426	Praa.g_00941
OG0000739	Praf.g_01425	Praa.g_00942
OG0000740	Praf.g_01424	Praa.g_00943
OG0000741	Praf.g_01422	Praa.g_00944
OG0000742	Praf.g_01420	Praa.g_00946
OG0000743	Praf.g_01419	Praa.g_00947
OG0000744	Praf.g_01417	Praa.g_00948
OG0000745	Praf.g_01416	Praa.g_00949
OG0000746	Praf.g_01415	Praa.g_00950
OG0000747	Praf.g_01006	Praa.g_00951
OG0000748	Praf.g_01408	Praa.g_00952
OG0000749	Praf.g_01407	Praa.g_00953
OG0000750	Praf.g_01405	Praa.g_00954
OG0000751	Praf.g_01404	Praa.g_00955
OG0000752	Praf.g_02684	Praa.g_00956
OG0000753	Praf.g_01399	Praa.g_00958
OG0000754	Praf.g_01398	Praa.g_00959
OG0000755	Praf.g_01397	Praa.g_00960
OG0000756	Praf.g_01395	Praa.g_00961
OG0000757	Praf.g_01394	Praa.g_00962
OG0000758	Praf.g_01393	Praa.g_00963
OG0000759	Praf.g_01388	Praa.g_00965
OG0000760	Praf.g_01387	Praa.g_00966
OG0000761	Praf.g_01385	Praa.g_00967
OG0000762	Praf.g_01382	Praa.g_00969
OG0000763	Praf.g_01380	Praa.g_00970
OG0000764	Praf.g_01378	Praa.g_00971
OG0000765	Praf.g_01377	Praa.g_00972
OG0000766	Praf.g_01376	Praa.g_00973
OG0000767	Praf.g_01374	Praa.g_00975
OG0000768	Praf.g_01372	Praa.g_00976
OG0000769	Praf.g_01371	Praa.g_00977
OG0000770	Praf.g_01370	Praa.g_00978
OG0000771	Praf.g_01369	Praa.g_00979
OG0000772	Praf.g_01073	Praa.g_00980
OG0000773	Praf.g_01366	Praa.g_00981
OG0000774	Praf.g_01364	Praa.g_00982
OG0000775	Praf.g_01362	Praa.g_00983
OG0000776	Praf.g_01360	Praa.g_00985
OG0000777	Praf.g_01359	Praa.g_00987
OG0000778	Praf.g_01358	Praa.g_00988
OG0000779	Praf.g_01355	Praa.g_00989
OG0000780	Praf.g_01353	Praa.g_00991
OG0000781	Praf.g_01349	Praa.g_00993
OG0000782	Praf.g_01348	Praa.g_00994
OG0000783	Praf.g_01343	Praa.g_01008
OG0000784	Praf.g_01341	Praa.g_01010
OG0000785	Praf.g_01340	Praa.g_01011
OG0000786	Praf.g_01338	Praa.g_01012
OG0000787	Praf.g_01337	Praa.g_01013
OG0000788	Praf.g_01331	Praa.g_01017
OG0000789	Praf.g_01328	Praa.g_01019
OG0000790	Praf.g_02685	Praa.g_01020
OG0000791	Praf.g_01327	Praa.g_01021
OG0000792	Praf.g_01326	Praa.g_01022
OG0000793	Praf.g_01325	Praa.g_01023
OG0000794	Praf.g_01322	Praa.g_01025
OG0000795	Praf.g_01287	Praa.g_01028
OG0000796	Praf.g_01286	Praa.g_01029
OG0000797	Praf.g_01283	Praa.g_01031
OG0000798	Praf.g_01281	Praa.g_01032
OG0000799	Praf.g_01280	Praa.g_01033
OG0000800	Praf.g_01279	Praa.g_01034
OG0000801	Praf.g_01276	Praa.g_01037
OG0000802	Praf.g_01275	Praa.g_01038
OG0000803	Praf.g_01270	Praa.g_01040
OG0000804	Praf.g_01269	Praa.g_01041
OG0000805	Praf.g_01268	Praa.g_01042
OG0000806	Praf.g_01267	Praa.g_01044
OG0000807	Praf.g_01296	Praa.g_01070
OG0000808	Praf.g_01652	Praa.g_01080
OG0000809	Praf.g_00558	Praa.g_01083
OG0000810	Praf.g_01008	Praa.g_01084
OG0000811	Praf.g_00162	Praa.g_01091
OG0000812	Praf.g_02056	Praa.g_01095
OG0000813	Praf.g_02047	Praa.g_01099
OG0000814	Praf.g_01825	Praa.g_01101
OG0000815	Praf.g_01671	Praa.g_01115
OG0000816	Praf.g_02698	Praa.g_01128
OG0000817	Praf.g_02691	Praa.g_01129
OG0000818	Praf.g_00359	Praa.g_01134
OG0000819	Praf.g_01832	Praa.g_01141
OG0000820	Praf.g_00233	Praa.g_01145
OG0000821	Praf.g_00822	Praa.g_01147
OG0000822	Praf.g_00823	Praa.g_01148
OG0000823	Praf.g_00824	Praa.g_01149
OG0000824	Praf.g_00825	Praa.g_01150
OG0000825	Praf.g_00826	Praa.g_01151
OG0000826	Praf.g_00827	Praa.g_01152
OG0000827	Praf.g_00830	Praa.g_01153
OG0000828	Praf.g_00832	Praa.g_01154
OG0000829	Praf.g_00833	Praa.g_01155
OG0000830	Praf.g_00836	Praa.g_01156
OG0000831	Praf.g_00853	Praa.g_01158
OG0000832	Praf.g_00855	Praa.g_01160
OG0000833	Praf.g_00856	Praa.g_01161
OG0000834	Praf.g_00858	Praa.g_01162
OG0000835	Praf.g_00859	Praa.g_01163
OG0000836	Praf.g_00860	Praa.g_01164
OG0000837	Praf.g_00870	Praa.g_01166
OG0000838	Praf.g_00872	Praa.g_01167
OG0000839	Praf.g_00873	Praa.g_01168
OG0000840	Praf.g_00874	Praa.g_01169
OG0000841	Praf.g_00875	Praa.g_01170
OG0000842	Praf.g_00879	Praa.g_01171
OG0000843	Praf.g_00880	Praa.g_01172
OG0000844	Praf.g_00881	Praa.g_01173
OG0000845	Praf.g_00882	Praa.g_01174
OG0000846	Praf.g_00885	Praa.g_01177
OG0000847	Praf.g_00886	Praa.g_01179
OG0000848	Praf.g_00914	Praa.g_01180
OG0000849	Praf.g_00917	Praa.g_01181
OG0000850	Praf.g_00918	Praa.g_01182
OG0000851	Praf.g_00921	Praa.g_01183
OG0000852	Praf.g_00923	Praa.g_01185
OG0000853	Praf.g_00925	Praa.g_01186
OG0000854	Praf.g_00927	Praa.g_01188
OG0000855	Praf.g_00928	Praa.g_01189
OG0000856	Praf.g_00929	Praa.g_01190
OG0000857	Praf.g_00930	Praa.g_01191
OG0000858	Praf.g_00931	Praa.g_01192
OG0000859	Praf.g_00932	Praa.g_01193
OG0000860	Praf.g_00933	Praa.g_01194
OG0000861	Praf.g_00913	Praa.g_01195
OG0000862	Praf.g_00912	Praa.g_01196
OG0000863	Praf.g_00911	Praa.g_01197
OG0000864	Praf.g_00910	Praa.g_01198
OG0000865	Praf.g_00908	Praa.g_01199
OG0000866	Praf.g_00905	Praa.g_01200
OG0000867	Praf.g_00904	Praa.g_01201
OG0000868	Praf.g_00902	Praa.g_01202
OG0000869	Praf.g_00899	Praa.g_01204
OG0000870	Praf.g_00898	Praa.g_01205
OG0000871	Praf.g_00895	Praa.g_01207
OG0000872	Praf.g_00894	Praa.g_01208
OG0000873	Praf.g_00892	Praa.g_01210
OG0000874	Praf.g_00891	Praa.g_01211
OG0000875	Praf.g_00888	Praa.g_01212
OG0000876	Praf.g_00887	Praa.g_01213
OG0000877	Praf.g_00937	Praa.g_01215
OG0000878	Praf.g_00548	Praa.g_01290
OG0000879	Praf.g_00810	Praa.g_01307
OG0000880	Praf.g_00809	Praa.g_01308
OG0000881	Praf.g_00808	Praa.g_01309
OG0000882	Praf.g_00806	Praa.g_01310
OG0000883	Praf.g_00804	Praa.g_01311
OG0000884	Praf.g_00802	Praa.g_01313
OG0000885	Praf.g_00801	Praa.g_01314
OG0000886	Praf.g_00800	Praa.g_01315
OG0000887	Praf.g_00799	Praa.g_01316
OG0000888	Praf.g_00798	Praa.g_01317
OG0000889	Praf.g_00794	Praa.g_01320
OG0000890	Praf.g_00791	Praa.g_01321
OG0000891	Praf.g_00790	Praa.g_01322
OG0000892	Praf.g_00787	Praa.g_01324
OG0000893	Praf.g_00786	Praa.g_01325
OG0000894	Praf.g_00785	Praa.g_01326
OG0000895	Praf.g_00784	Praa.g_01327
OG0000896	Praf.g_00783	Praa.g_01328
OG0000897	Praf.g_00782	Praa.g_01329
OG0000898	Praf.g_00777	Praa.g_01331
OG0000899	Praf.g_00776	Praa.g_01332
OG0000900	Praf.g_01886	Praa.g_01348
OG0000901	Praf.g_01897	Praa.g_01352
OG0000902	Praf.g_01996	Praa.g_01353
OG0000903	Praf.g_01623	Praa.g_01354
OG0000904	Praf.g_01001	Praa.g_01356
OG0000905	Praf.g_01271	Praa.g_01358
OG0000906	Praf.g_01294	Praa.g_01360
OG0000907	Praf.g_01635	Praa.g_01361
OG0000908	Praf.g_00494	Praa.g_01364
OG0000909	Praf.g_00582	Praa.g_01368
OG0000910	Praf.g_00581	Praa.g_01369
OG0000911	Praf.g_00580	Praa.g_01370
OG0000912	Praf.g_00579	Praa.g_01371
OG0000913	Praf.g_00578	Praa.g_01372
OG0000914	Praf.g_00577	Praa.g_01373
OG0000915	Praf.g_00576	Praa.g_01374
OG0000916	Praf.g_00575	Praa.g_01375
OG0000917	Praf.g_00573	Praa.g_01376
OG0000918	Praf.g_00572	Praa.g_01377
OG0000919	Praf.g_00571	Praa.g_01378
OG0000920	Praf.g_00570	Praa.g_01379
OG0000921	Praf.g_00569	Praa.g_01380
OG0000922	Praf.g_00568	Praa.g_01381
OG0000923	Praf.g_00567	Praa.g_01382
OG0000924	Praf.g_00566	Praa.g_01383
OG0000925	Praf.g_00565	Praa.g_01384
OG0000926	Praf.g_02394	Praa.g_01395
OG0000927	Praf.g_01765	Praa.g_01458
OG0000928	Praf.g_01766	Praa.g_01459
OG0000929	Praf.g_01767	Praa.g_01460
OG0000930	Praf.g_01772	Praa.g_01461
OG0000931	Praf.g_01773	Praa.g_01462
OG0000932	Praf.g_01779	Praa.g_01464
OG0000933	Praf.g_01781	Praa.g_01465
OG0000934	Praf.g_01782	Praa.g_01466
OG0000935	Praf.g_01783	Praa.g_01467
OG0000936	Praf.g_01784	Praa.g_01468
OG0000937	Praf.g_01785	Praa.g_01469
OG0000938	Praf.g_01787	Praa.g_01470
OG0000939	Praf.g_01788	Praa.g_01471
OG0000940	Praf.g_01790	Praa.g_01472
OG0000941	Praf.g_01792	Praa.g_01474
OG0000942	Praf.g_01793	Praa.g_01475
OG0000943	Praf.g_01796	Praa.g_01478
OG0000944	Praf.g_01801	Praa.g_01479
OG0000945	Praf.g_01802	Praa.g_01480
OG0000946	Praf.g_01803	Praa.g_01481
OG0000947	Praf.g_01804	Praa.g_01482
OG0000948	Praf.g_01805	Praa.g_01483
OG0000949	Praf.g_01806	Praa.g_01484
OG0000950	Praf.g_01807	Praa.g_01485
OG0000951	Praf.g_01808	Praa.g_01486
OG0000952	Praf.g_01809	Praa.g_01487
OG0000953	Praf.g_01810	Praa.g_01488
OG0000954	Praf.g_01817	Praa.g_01489
OG0000955	Praf.g_01818	Praa.g_01490
OG0000956	Praf.g_01819	Praa.g_01491
OG0000957	Praf.g_01820	Praa.g_01492
OG0000958	Praf.g_01822	Praa.g_01493
OG0000959	Praf.g_01823	Praa.g_01494
OG0000960	Praf.g_01824	Praa.g_01495
OG0000961	Praf.g_01831	Praa.g_01499
OG0000962	Praf.g_01833	Praa.g_01500
OG0000963	Praf.g_01834	Praa.g_01501
OG0000964	Praf.g_01837	Praa.g_01503
OG0000965	Praf.g_01838	Praa.g_01504
OG0000966	Praf.g_01839	Praa.g_01505
OG0000967	Praf.g_01840	Praa.g_01506
OG0000968	Praf.g_01841	Praa.g_01507
OG0000969	Praf.g_01842	Praa.g_01508
OG0000970	Praf.g_01843	Praa.g_01509
OG0000971	Praf.g_01844	Praa.g_01510
OG0000972	Praf.g_01845	Praa.g_01511
OG0000973	Praf.g_01846	Praa.g_01512
OG0000974	Praf.g_01849	Praa.g_01514
OG0000975	Praf.g_00956	Praa.g_01517
OG0000976	Praf.g_00554	Praa.g_01519
OG0000977	Praf.g_00542	Praa.g_01520
OG0000978	Praf.g_00540	Praa.g_01521
OG0000979	Praf.g_00538	Praa.g_01523
OG0000980	Praf.g_00537	Praa.g_01524
OG0000981	Praf.g_01653	Praa.g_01525
OG0000982	Praf.g_00536	Praa.g_01526
OG0000983	Praf.g_00534	Praa.g_01528
OG0000984	Praf.g_00533	Praa.g_01529
OG0000985	Praf.g_00532	Praa.g_01530
OG0000986	Praf.g_00530	Praa.g_01531
OG0000987	Praf.g_00529	Praa.g_01532
OG0000988	Praf.g_00526	Praa.g_01533
OG0000989	Praf.g_00525	Praa.g_01534
OG0000990	Praf.g_00524	Praa.g_01535
OG0000991	Praf.g_00523	Praa.g_01536
OG0000992	Praf.g_00522	Praa.g_01537
OG0000993	Praf.g_00521	Praa.g_01538
OG0000994	Praf.g_00520	Praa.g_01539
OG0000995	Praf.g_00518	Praa.g_01541
OG0000996	Praf.g_00517	Praa.g_01542
OG0000997	Praf.g_00516	Praa.g_01543
OG0000998	Praf.g_00515	Praa.g_01544
OG0000999	Praf.g_00513	Praa.g_01545
OG0001000	Praf.g_00512	Praa.g_01546
OG0001001	Praf.g_00511	Praa.g_01548
OG0001002	Praf.g_00508	Praa.g_01549
OG0001003	Praf.g_00507	Praa.g_01550
OG0001004	Praf.g_00370	Praa.g_01551
OG0001005	Praf.g_00504	Praa.g_01552
OG0001006	Praf.g_00503	Praa.g_01553
OG0001007	Praf.g_00502	Praa.g_01554
OG0001008	Praf.g_00500	Praa.g_01556
OG0001009	Praf.g_00499	Praa.g_01557
OG0001010	Praf.g_01650	Praa.g_01565
OG0001011	Praf.g_01677	Praa.g_01572
OG0001012	Praf.g_01546	Praa.g_01600
OG0001013	Praf.g_00490	Praa.g_01629
OG0001014	Praf.g_00489	Praa.g_01630
OG0001015	Praf.g_00479	Praa.g_01636
OG0001016	Praf.g_00478	Praa.g_01637
OG0001017	Praf.g_00477	Praa.g_01638
OG0001018	Praf.g_00475	Praa.g_01639
OG0001019	Praf.g_00472	Praa.g_01641
OG0001020	Praf.g_00471	Praa.g_01642
OG0001021	Praf.g_00470	Praa.g_01643
OG0001022	Praf.g_00469	Praa.g_01644
OG0001023	Praf.g_00468	Praa.g_01645
OG0001024	Praf.g_00466	Praa.g_01646
OG0001025	Praf.g_00465	Praa.g_01647
OG0001026	Praf.g_00464	Praa.g_01649
OG0001027	Praf.g_00463	Praa.g_01650
OG0001028	Praf.g_00462	Praa.g_01651
OG0001029	Praf.g_00461	Praa.g_01652
OG0001030	Praf.g_00460	Praa.g_01653
OG0001031	Praf.g_00459	Praa.g_01654
OG0001032	Praf.g_00458	Praa.g_01655
OG0001033	Praf.g_00457	Praa.g_01656
OG0001034	Praf.g_00455	Praa.g_01657
OG0001035	Praf.g_00453	Praa.g_01659
OG0001036	Praf.g_00452	Praa.g_01660
OG0001037	Praf.g_00450	Praa.g_01661
OG0001038	Praf.g_00449	Praa.g_01662
OG0001039	Praf.g_00448	Praa.g_01663
OG0001040	Praf.g_00447	Praa.g_01665
OG0001041	Praf.g_00446	Praa.g_01666
OG0001042	Praf.g_00444	Praa.g_01667
OG0001043	Praf.g_00443	Praa.g_01668
OG0001044	Praf.g_00442	Praa.g_01669
OG0001045	Praf.g_00441	Praa.g_01670
OG0001046	Praf.g_00440	Praa.g_01671
OG0001047	Praf.g_00435	Praa.g_01674
OG0001048	Praf.g_00433	Praa.g_01676
OG0001049	Praf.g_00432	Praa.g_01677
OG0001050	Praf.g_00431	Praa.g_01678
OG0001051	Praf.g_00430	Praa.g_01679
OG0001052	Praf.g_00429	Praa.g_01680
OG0001053	Praf.g_00427	Praa.g_01682
OG0001054	Praf.g_00425	Praa.g_01684
OG0001055	Praf.g_00424	Praa.g_01685
OG0001056	Praf.g_00423	Praa.g_01686
OG0001057	Praf.g_00422	Praa.g_01687
OG0001058	Praf.g_00421	Praa.g_01688
OG0001059	Praf.g_00420	Praa.g_01689
OG0001060	Praf.g_00419	Praa.g_01690
OG0001061	Praf.g_00418	Praa.g_01691
OG0001062	Praf.g_00405	Praa.g_01692
OG0001063	Praf.g_00404	Praa.g_01693
OG0001064	Praf.g_00402	Praa.g_01695
OG0001065	Praf.g_02202	Praa.g_01699
OG0001066	Praf.g_02200	Praa.g_01700
OG0001067	Praf.g_02199	Praa.g_01701
OG0001068	Praf.g_02196	Praa.g_01703
OG0001069	Praf.g_02195	Praa.g_01704
OG0001070	Praf.g_02194	Praa.g_01705
OG0001071	Praf.g_02193	Praa.g_01706
OG0001072	Praf.g_02192	Praa.g_01707
OG0001073	Praf.g_02191	Praa.g_01708
OG0001074	Praf.g_02190	Praa.g_01709
OG0001075	Praf.g_02189	Praa.g_01710
OG0001076	Praf.g_02188	Praa.g_01711
OG0001077	Praf.g_02187	Praa.g_01712
OG0001078	Praf.g_02185	Praa.g_01713
OG0001079	Praf.g_02184	Praa.g_01714
OG0001080	Praf.g_02183	Praa.g_01715
OG0001081	Praf.g_02170	Praa.g_01718
OG0001082	Praf.g_02171	Praa.g_01719
OG0001083	Praf.g_02175	Praa.g_01720
OG0001084	Praf.g_02173	Praa.g_01722
OG0001085	Praf.g_02172	Praa.g_01723
OG0001086	Praf.g_02176	Praa.g_01724
OG0001087	Praf.g_02177	Praa.g_01725
OG0001088	Praf.g_02179	Praa.g_01726
OG0001089	Praf.g_02163	Praa.g_01733
OG0001090	Praf.g_02161	Praa.g_01735
OG0001091	Praf.g_02160	Praa.g_01736
OG0001092	Praf.g_02159	Praa.g_01737
OG0001093	Praf.g_02158	Praa.g_01738
OG0001094	Praf.g_02157	Praa.g_01739
OG0001095	Praf.g_02156	Praa.g_01740
OG0001096	Praf.g_02155	Praa.g_01741
OG0001097	Praf.g_02154	Praa.g_01742
OG0001098	Praf.g_02153	Praa.g_01743
OG0001099	Praf.g_02152	Praa.g_01744
OG0001100	Praf.g_02151	Praa.g_01745
OG0001101	Praf.g_02150	Praa.g_01746
OG0001102	Praf.g_02149	Praa.g_01747
OG0001103	Praf.g_02148	Praa.g_01748
OG0001104	Praf.g_02147	Praa.g_01749
OG0001105	Praf.g_02146	Praa.g_01750
OG0001106	Praf.g_02145	Praa.g_01751
OG0001107	Praf.g_02144	Praa.g_01752
OG0001108	Praf.g_02143	Praa.g_01753
OG0001109	Praf.g_02142	Praa.g_01754
OG0001110	Praf.g_02141	Praa.g_01755
OG0001111	Praf.g_02140	Praa.g_01756
OG0001112	Praf.g_02139	Praa.g_01757
OG0001113	Praf.g_02138	Praa.g_01758
OG0001114	Praf.g_02137	Praa.g_01759
OG0001115	Praf.g_02136	Praa.g_01760
OG0001116	Praf.g_02135	Praa.g_01761
OG0001117	Praf.g_02134	Praa.g_01762
OG0001118	Praf.g_02133	Praa.g_01763
OG0001119	Praf.g_02132	Praa.g_01764
OG0001120	Praf.g_02131	Praa.g_01765
OG0001121	Praf.g_02128	Praa.g_01767
OG0001122	Praf.g_02127	Praa.g_01768
OG0001123	Praf.g_02126	Praa.g_01769
OG0001124	Praf.g_02124	Praa.g_01771
OG0001125	Praf.g_02122	Praa.g_01773
OG0001126	Praf.g_02121	Praa.g_01774
OG0001127	Praf.g_02118	Praa.g_01776
OG0001128	Praf.g_02117	Praa.g_01777
OG0001129	Praf.g_02112	Praa.g_01778
OG0001130	Praf.g_02109	Praa.g_01781
OG0001131	Praf.g_02108	Praa.g_01782
OG0001132	Praf.g_02107	Praa.g_01783
OG0001133	Praf.g_02106	Praa.g_01784
OG0001134	Praf.g_02105	Praa.g_01785
OG0001135	Praf.g_02104	Praa.g_01786
OG0001136	Praf.g_02103	Praa.g_01787
OG0001137	Praf.g_02102	Praa.g_01788
OG0001138	Praf.g_02101	Praa.g_01789
OG0001139	Praf.g_02099	Praa.g_01790
OG0001140	Praf.g_02097	Praa.g_01791
OG0001141	Praf.g_02096	Praa.g_01792
OG0001142	Praf.g_02082	Praa.g_01796
OG0001143	Praf.g_02081	Praa.g_01797
OG0001144	Praf.g_02079	Praa.g_01798
OG0001145	Praf.g_02078	Praa.g_01799
OG0001146	Praf.g_02077	Praa.g_01800
OG0001147	Praf.g_02076	Praa.g_01801
OG0001148	Praf.g_02075	Praa.g_01802
OG0001149	Praf.g_02372	Praa.g_01804
OG0001150	Praf.g_02375	Praa.g_01805
OG0001151	Praf.g_02383	Praa.g_01807
OG0001152	Praf.g_02384	Praa.g_01808
OG0001153	Praf.g_02386	Praa.g_01809
OG0001154	Praf.g_02388	Praa.g_01811
OG0001155	Praf.g_02391	Praa.g_01813
OG0001156	Praf.g_02393	Praa.g_01815
OG0001157	Praf.g_02395	Praa.g_01816
OG0001158	Praf.g_02397	Praa.g_01818
OG0001159	Praf.g_02398	Praa.g_01819
OG0001160	Praf.g_02399	Praa.g_01820
OG0001161	Praf.g_00196	Praa.g_01821
OG0001162	Praf.g_00195	Praa.g_01822
OG0001163	Praf.g_00194	Praa.g_01823
OG0001164	Praf.g_00193	Praa.g_01824
OG0001165	Praf.g_00192	Praa.g_01825
OG0001166	Praf.g_00191	Praa.g_01826
OG0001167	Praf.g_00184	Praa.g_01827
OG0001168	Praf.g_00183	Praa.g_01828
OG0001169	Praf.g_00182	Praa.g_01829
OG0001170	Praf.g_00180	Praa.g_01830
OG0001171	Praf.g_00179	Praa.g_01831
OG0001172	Praf.g_00177	Praa.g_01833
OG0001173	Praf.g_00175	Praa.g_01835
