Orthogroup	Praf	Prad
OG0000589	Praf.g_01751	Prad.g_01245
OG0000590	Praf.g_02344	Prad.g_01247
OG0000591	Praf.g_00371	Prad.g_01253
OG0000592	Praf.g_01127	Prad.g_01254
OG0000593	Praf.g_02570	Prad.g_01255
OG0000594	Praf.g_01572	Prad.g_01257
OG0000595	Praf.g_02180	Prad.g_01258
OG0000596	Praf.g_01210	Prad.g_01259
OG0000597	Praf.g_01230	Prad.g_01261
OG0000598	Praf.g_01225	Prad.g_01262
OG0000599	Praf.g_01221	Prad.g_01263
OG0000600	Praf.g_01220	Prad.g_01264
OG0000601	Praf.g_01207	Prad.g_01266
OG0000602	Praf.g_01206	Prad.g_01267
OG0000603	Praf.g_01205	Prad.g_01268
OG0000604	Praf.g_01121	Prad.g_01269
OG0000605	Praf.g_01122	Prad.g_01270
OG0000606	Praf.g_01124	Prad.g_01271
OG0000607	Praf.g_01126	Prad.g_01273
OG0000608	Praf.g_01489	Prad.g_01274
OG0000609	Praf.g_02767	Prad.g_01278
OG0000610	Praf.g_00817	Prad.g_01279
OG0000611	Praf.g_01303	Prad.g_01050
OG0000612	Praf.g_01304	Prad.g_01051
OG0000613	Praf.g_01305	Prad.g_01052
OG0000614	Praf.g_01307	Prad.g_01053
OG0000615	Praf.g_01308	Prad.g_01055
OG0000616	Praf.g_01309	Prad.g_01056
OG0000617	Praf.g_01310	Prad.g_01057
OG0000618	Praf.g_01311	Prad.g_01058
OG0000619	Praf.g_01313	Prad.g_01059
OG0000620	Praf.g_01314	Prad.g_01060
OG0000621	Praf.g_01315	Prad.g_01061
OG0000622	Praf.g_01316	Prad.g_01062
OG0000623	Praf.g_01317	Prad.g_01063
OG0000624	Praf.g_01318	Prad.g_01064
OG0000625	Praf.g_01319	Prad.g_01065
OG0000626	Praf.g_01320	Prad.g_01066
OG0000627	Praf.g_01441	Prad.g_01067
OG0000628	Praf.g_01440	Prad.g_01068
OG0000629	Praf.g_01437	Prad.g_01069
OG0000630	Praf.g_01436	Prad.g_01070
OG0000631	Praf.g_01433	Prad.g_01072
OG0000632	Praf.g_01139	Prad.g_01088
OG0000633	Praf.g_00710	Prad.g_01092
OG0000634	Praf.g_00617	Prad.g_01107
OG0000635	Praf.g_01400	Prad.g_01109
OG0000636	Praf.g_01401	Prad.g_01110
OG0000637	Praf.g_01402	Prad.g_01111
OG0000638	Praf.g_02063	Prad.g_01123
OG0000639	Praf.g_00360	Prad.g_01132
OG0000640	Praf.g_01432	Prad.g_01134
OG0000641	Praf.g_01429	Prad.g_01137
OG0000642	Praf.g_01428	Prad.g_01138
OG0000643	Praf.g_01427	Prad.g_01139
OG0000644	Praf.g_01524	Prad.g_01140
OG0000645	Praf.g_01525	Prad.g_01141
OG0000646	Praf.g_01526	Prad.g_01142
OG0000647	Praf.g_01527	Prad.g_01143
OG0000648	Praf.g_01529	Prad.g_01145
OG0000649	Praf.g_01530	Prad.g_01146
OG0000650	Praf.g_01531	Prad.g_01147
OG0000651	Praf.g_01532	Prad.g_01148
OG0000652	Praf.g_01533	Prad.g_01149
OG0000653	Praf.g_01534	Prad.g_01150
OG0000654	Praf.g_01536	Prad.g_01152
OG0000655	Praf.g_01538	Prad.g_01154
OG0000656	Praf.g_01539	Prad.g_01155
OG0000657	Praf.g_01540	Prad.g_01156
OG0000658	Praf.g_01541	Prad.g_01157
OG0000659	Praf.g_01542	Prad.g_01158
OG0000660	Praf.g_01543	Prad.g_01159
OG0000661	Praf.g_01545	Prad.g_01160
OG0000662	Praf.g_01547	Prad.g_01161
OG0000663	Praf.g_01548	Prad.g_01162
OG0000664	Praf.g_01549	Prad.g_01163
OG0000665	Praf.g_01550	Prad.g_01164
OG0000666	Praf.g_01551	Prad.g_01165
OG0000667	Praf.g_01552	Prad.g_01166
OG0000668	Praf.g_01553	Prad.g_01167
OG0000669	Praf.g_01557	Prad.g_01169
OG0000670	Praf.g_01558	Prad.g_01170
OG0000671	Praf.g_01559	Prad.g_01171
OG0000672	Praf.g_01560	Prad.g_01172
OG0000673	Praf.g_01561	Prad.g_01173
OG0000674	Praf.g_01562	Prad.g_01174
OG0000675	Praf.g_01585	Prad.g_01176
OG0000676	Praf.g_01586	Prad.g_01177
OG0000677	Praf.g_01590	Prad.g_01180
OG0000678	Praf.g_01592	Prad.g_01182
OG0000679	Praf.g_01594	Prad.g_01183
OG0000680	Praf.g_01595	Prad.g_01184
OG0000681	Praf.g_01596	Prad.g_01185
OG0000682	Praf.g_01597	Prad.g_00308
OG0000683	Praf.g_01599	Prad.g_00306
OG0000684	Praf.g_01600	Prad.g_00305
OG0000685	Praf.g_01601	Prad.g_00304
OG0000686	Praf.g_01602	Prad.g_00303
OG0000687	Praf.g_01603	Prad.g_00302
OG0000688	Praf.g_01604	Prad.g_00301
OG0000689	Praf.g_01606	Prad.g_00300
OG0000690	Praf.g_01607	Prad.g_00299
OG0000691	Praf.g_01608	Prad.g_00298
OG0000692	Praf.g_01619	Prad.g_00296
OG0000693	Praf.g_01620	Prad.g_00295
OG0000694	Praf.g_01622	Prad.g_00294
OG0000695	Praf.g_01625	Prad.g_00293
OG0000696	Praf.g_01627	Prad.g_00292
OG0000697	Praf.g_01629	Prad.g_00290
OG0000698	Praf.g_01444	Prad.g_00288
OG0000699	Praf.g_01323	Prad.g_00287
OG0000700	Praf.g_01339	Prad.g_00260
OG0000701	Praf.g_00222	Prad.g_00256
OG0000702	Praf.g_01638	Prad.g_00253
OG0000703	Praf.g_01454	Prad.g_00252
OG0000704	Praf.g_00961	Prad.g_00251
OG0000705	Praf.g_01455	Prad.g_00250
OG0000706	Praf.g_01456	Prad.g_00249
OG0000707	Praf.g_01458	Prad.g_00248
OG0000708	Praf.g_01459	Prad.g_00247
OG0000709	Praf.g_01461	Prad.g_00245
OG0000710	Praf.g_01462	Prad.g_00244
OG0000711	Praf.g_01463	Prad.g_00243
OG0000712	Praf.g_01464	Prad.g_00242
OG0000713	Praf.g_01465	Prad.g_00241
OG0000714	Praf.g_01467	Prad.g_00239
OG0000715	Praf.g_01469	Prad.g_00238
OG0000716	Praf.g_01475	Prad.g_00236
OG0000717	Praf.g_01478	Prad.g_00235
OG0000718	Praf.g_01480	Prad.g_00234
OG0000719	Praf.g_01494	Prad.g_00232
OG0000720	Praf.g_01495	Prad.g_00231
OG0000721	Praf.g_01497	Prad.g_00228
OG0000722	Praf.g_01498	Prad.g_00227
OG0000723	Praf.g_01499	Prad.g_00226
OG0000724	Praf.g_01512	Prad.g_00224
OG0000725	Praf.g_01511	Prad.g_00223
OG0000726	Praf.g_01510	Prad.g_00222
OG0000727	Praf.g_01509	Prad.g_00221
OG0000728	Praf.g_01508	Prad.g_00220
OG0000729	Praf.g_01506	Prad.g_00219
OG0000730	Praf.g_01503	Prad.g_00218
OG0000731	Praf.g_01515	Prad.g_00217
OG0000732	Praf.g_01516	Prad.g_00216
OG0000733	Praf.g_01517	Prad.g_00215
OG0000734	Praf.g_01519	Prad.g_00214
OG0000735	Praf.g_01520	Prad.g_00212
OG0000736	Praf.g_01522	Prad.g_00211
OG0000737	Praf.g_01523	Prad.g_00210
OG0000738	Praf.g_01426	Prad.g_00209
OG0000739	Praf.g_01425	Prad.g_00208
OG0000740	Praf.g_01424	Prad.g_00207
OG0000741	Praf.g_01422	Prad.g_00206
OG0000742	Praf.g_01420	Prad.g_00204
OG0000743	Praf.g_01419	Prad.g_00203
OG0000744	Praf.g_01417	Prad.g_00202
OG0000745	Praf.g_01416	Prad.g_00201
OG0000746	Praf.g_01415	Prad.g_00200
OG0000747	Praf.g_01006	Prad.g_00199
OG0000748	Praf.g_01408	Prad.g_00198
OG0000749	Praf.g_01407	Prad.g_00197
OG0000750	Praf.g_01405	Prad.g_00196
OG0000751	Praf.g_01404	Prad.g_00195
OG0000752	Praf.g_02684	Prad.g_00194
OG0000753	Praf.g_01399	Prad.g_00192
OG0000754	Praf.g_01398	Prad.g_00191
OG0000755	Praf.g_01397	Prad.g_00190
OG0000756	Praf.g_01395	Prad.g_00189
OG0000757	Praf.g_01394	Prad.g_00188
OG0000758	Praf.g_01393	Prad.g_00187
OG0000759	Praf.g_01388	Prad.g_00185
OG0000760	Praf.g_01387	Prad.g_00184
OG0000761	Praf.g_01385	Prad.g_00183
OG0000762	Praf.g_01382	Prad.g_00181
OG0000763	Praf.g_01380	Prad.g_00180
OG0000764	Praf.g_01378	Prad.g_00179
OG0000765	Praf.g_01377	Prad.g_00178
OG0000766	Praf.g_01376	Prad.g_00177
OG0000767	Praf.g_01374	Prad.g_00175
OG0000768	Praf.g_01372	Prad.g_00174
OG0000769	Praf.g_01371	Prad.g_00173
OG0000770	Praf.g_01370	Prad.g_00172
OG0000771	Praf.g_01369	Prad.g_00171
OG0000772	Praf.g_01073	Prad.g_00170
OG0000773	Praf.g_01366	Prad.g_00169
OG0000774	Praf.g_01364	Prad.g_00168
OG0000775	Praf.g_01362	Prad.g_00167
OG0000776	Praf.g_01360	Prad.g_00165
OG0000777	Praf.g_01359	Prad.g_00163
OG0000778	Praf.g_01358	Prad.g_00162
OG0000779	Praf.g_01355	Prad.g_00161
OG0000780	Praf.g_01353	Prad.g_00159
OG0000781	Praf.g_01349	Prad.g_00157
OG0000782	Praf.g_01348	Prad.g_00156
OG0000783	Praf.g_01343	Prad.g_00144
OG0000784	Praf.g_01341	Prad.g_00142
OG0000785	Praf.g_01340	Prad.g_00141
OG0000786	Praf.g_01338	Prad.g_00140
OG0000787	Praf.g_01337	Prad.g_00139
OG0000788	Praf.g_01331	Prad.g_00135
OG0000789	Praf.g_01328	Prad.g_01039
OG0000790	Praf.g_02685	Prad.g_01038
OG0000791	Praf.g_01327	Prad.g_01037
OG0000792	Praf.g_01326	Prad.g_01036
OG0000793	Praf.g_01325	Prad.g_01035
OG0000794	Praf.g_01322	Prad.g_01033
OG0000795	Praf.g_01287	Prad.g_01030
OG0000796	Praf.g_01286	Prad.g_01029
OG0000797	Praf.g_01283	Prad.g_01026
OG0000798	Praf.g_01281	Prad.g_01025
OG0000799	Praf.g_01280	Prad.g_01024
OG0000800	Praf.g_01279	Prad.g_01023
OG0000801	Praf.g_01276	Prad.g_01020
OG0000802	Praf.g_01275	Prad.g_01019
OG0000803	Praf.g_01270	Prad.g_01017
OG0000804	Praf.g_01269	Prad.g_01016
OG0000805	Praf.g_01268	Prad.g_01015
OG0000806	Praf.g_01267	Prad.g_01013
OG0000807	Praf.g_01296	Prad.g_00990
OG0000808	Praf.g_01652	Prad.g_00981
OG0000809	Praf.g_00558	Prad.g_00978
OG0000810	Praf.g_01008	Prad.g_00977
OG0000811	Praf.g_00162	Prad.g_00970
OG0000812	Praf.g_02056	Prad.g_00635
OG0000813	Praf.g_02047	Prad.g_00639
OG0000814	Praf.g_01825	Prad.g_00641
OG0000815	Praf.g_01671	Prad.g_00655
OG0000816	Praf.g_02698	Prad.g_01988
OG0000817	Praf.g_02691	Prad.g_01987
OG0000818	Praf.g_00359	Prad.g_01522
OG0000819	Praf.g_01832	Prad.g_01515
OG0000820	Praf.g_00233	Prad.g_01511
OG0000821	Praf.g_00822	Prad.g_01509
OG0000822	Praf.g_00823	Prad.g_01508
OG0000823	Praf.g_00824	Prad.g_01507
OG0000824	Praf.g_00825	Prad.g_01506
OG0000825	Praf.g_00826	Prad.g_01505
OG0000826	Praf.g_00827	Prad.g_01504
OG0000827	Praf.g_00830	Prad.g_01503
OG0000828	Praf.g_00832	Prad.g_01502
OG0000829	Praf.g_00833	Prad.g_01501
OG0000830	Praf.g_00836	Prad.g_01500
OG0000831	Praf.g_00853	Prad.g_01497
OG0000832	Praf.g_00855	Prad.g_01495
OG0000833	Praf.g_00856	Prad.g_01494
OG0000834	Praf.g_00858	Prad.g_01493
OG0000835	Praf.g_00859	Prad.g_01492
OG0000836	Praf.g_00860	Prad.g_01491
OG0000837	Praf.g_00870	Prad.g_01489
OG0000838	Praf.g_00872	Prad.g_01488
OG0000839	Praf.g_00873	Prad.g_01487
OG0000840	Praf.g_00874	Prad.g_01486
OG0000841	Praf.g_00875	Prad.g_01485
OG0000842	Praf.g_00879	Prad.g_01484
OG0000843	Praf.g_00880	Prad.g_01483
OG0000844	Praf.g_00881	Prad.g_01482
OG0000845	Praf.g_00882	Prad.g_01481
OG0000846	Praf.g_00885	Prad.g_01478
OG0000847	Praf.g_00886	Prad.g_01476
OG0000848	Praf.g_00914	Prad.g_01475
OG0000849	Praf.g_00917	Prad.g_01474
OG0000850	Praf.g_00918	Prad.g_01473
OG0000851	Praf.g_00921	Prad.g_01472
OG0000852	Praf.g_00923	Prad.g_01469
OG0000853	Praf.g_00925	Prad.g_01468
OG0000854	Praf.g_00927	Prad.g_01466
OG0000855	Praf.g_00928	Prad.g_01465
OG0000856	Praf.g_00929	Prad.g_01464
OG0000857	Praf.g_00930	Prad.g_01463
OG0000858	Praf.g_00931	Prad.g_01462
OG0000859	Praf.g_00932	Prad.g_01461
OG0000860	Praf.g_00933	Prad.g_01460
OG0000861	Praf.g_00913	Prad.g_01459
OG0000862	Praf.g_00912	Prad.g_01458
OG0000863	Praf.g_00911	Prad.g_01457
OG0000864	Praf.g_00910	Prad.g_01456
OG0000865	Praf.g_00908	Prad.g_01455
OG0000866	Praf.g_00905	Prad.g_01454
OG0000867	Praf.g_00904	Prad.g_01453
OG0000868	Praf.g_00902	Prad.g_01452
OG0000869	Praf.g_00899	Prad.g_01450
OG0000870	Praf.g_00898	Prad.g_01449
OG0000871	Praf.g_00895	Prad.g_01447
OG0000872	Praf.g_00894	Prad.g_01446
OG0000873	Praf.g_00892	Prad.g_01444
OG0000874	Praf.g_00891	Prad.g_01443
OG0000875	Praf.g_00888	Prad.g_01442
OG0000876	Praf.g_00887	Prad.g_01441
OG0000877	Praf.g_00937	Prad.g_01439
OG0000878	Praf.g_00548	Prad.g_00341
OG0000879	Praf.g_00810	Prad.g_00359
OG0000880	Praf.g_00809	Prad.g_00360
OG0000881	Praf.g_00808	Prad.g_00361
OG0000882	Praf.g_00806	Prad.g_00362
OG0000883	Praf.g_00804	Prad.g_00363
OG0000884	Praf.g_00802	Prad.g_00365
OG0000885	Praf.g_00801	Prad.g_00366
OG0000886	Praf.g_00800	Prad.g_00631
OG0000887	Praf.g_00799	Prad.g_00630
OG0000888	Praf.g_00798	Prad.g_00629
OG0000889	Praf.g_00794	Prad.g_00626
OG0000890	Praf.g_00791	Prad.g_00625
OG0000891	Praf.g_00790	Prad.g_00624
OG0000892	Praf.g_00787	Prad.g_00622
OG0000893	Praf.g_00786	Prad.g_00621
OG0000894	Praf.g_00785	Prad.g_00620
OG0000895	Praf.g_00784	Prad.g_00619
OG0000896	Praf.g_00783	Prad.g_00618
OG0000897	Praf.g_00782	Prad.g_00617
OG0000898	Praf.g_00777	Prad.g_00615
OG0000899	Praf.g_00776	Prad.g_00614
OG0000900	Praf.g_01886	Prad.g_00612
OG0000901	Praf.g_01897	Prad.g_00608
OG0000902	Praf.g_01996	Prad.g_00607
OG0000903	Praf.g_01623	Prad.g_00606
OG0000904	Praf.g_01001	Prad.g_00604
OG0000905	Praf.g_01271	Prad.g_00602
OG0000906	Praf.g_01294	Prad.g_00600
OG0000907	Praf.g_01635	Prad.g_00599
OG0000908	Praf.g_00494	Prad.g_00596
OG0000909	Praf.g_00582	Prad.g_00592
OG0000910	Praf.g_00581	Prad.g_00591
OG0000911	Praf.g_00580	Prad.g_00590
OG0000912	Praf.g_00579	Prad.g_00589
OG0000913	Praf.g_00578	Prad.g_00588
OG0000914	Praf.g_00577	Prad.g_00587
OG0000915	Praf.g_00576	Prad.g_00586
OG0000916	Praf.g_00575	Prad.g_00585
OG0000917	Praf.g_00573	Prad.g_00584
OG0000918	Praf.g_00572	Prad.g_00583
OG0000919	Praf.g_00571	Prad.g_00582
OG0000920	Praf.g_00570	Prad.g_00581
OG0000921	Praf.g_00569	Prad.g_00580
OG0000922	Praf.g_00568	Prad.g_00579
OG0000923	Praf.g_00567	Prad.g_00578
OG0000924	Praf.g_00566	Prad.g_00577
OG0000925	Praf.g_00565	Prad.g_00576
OG0000926	Praf.g_02394	Prad.g_00567
OG0000927	Praf.g_01765	Prad.g_00533
OG0000928	Praf.g_01766	Prad.g_00532
OG0000929	Praf.g_01767	Prad.g_00531
OG0000930	Praf.g_01772	Prad.g_00530
OG0000931	Praf.g_01773	Prad.g_00529
OG0000932	Praf.g_01779	Prad.g_00527
OG0000933	Praf.g_01781	Prad.g_00526
OG0000934	Praf.g_01782	Prad.g_00525
OG0000935	Praf.g_01783	Prad.g_00524
OG0000936	Praf.g_01784	Prad.g_00523
OG0000937	Praf.g_01785	Prad.g_00522
OG0000938	Praf.g_01787	Prad.g_00521
OG0000939	Praf.g_01788	Prad.g_00520
OG0000940	Praf.g_01790	Prad.g_00519
OG0000941	Praf.g_01792	Prad.g_00517
OG0000942	Praf.g_01793	Prad.g_00516
OG0000943	Praf.g_01796	Prad.g_00513
OG0000944	Praf.g_01801	Prad.g_00512
OG0000945	Praf.g_01802	Prad.g_00511
OG0000946	Praf.g_01803	Prad.g_00510
OG0000947	Praf.g_01804	Prad.g_00509
OG0000948	Praf.g_01805	Prad.g_00508
OG0000949	Praf.g_01806	Prad.g_00507
OG0000950	Praf.g_01807	Prad.g_00506
OG0000951	Praf.g_01808	Prad.g_00505
OG0000952	Praf.g_01809	Prad.g_00504
OG0000953	Praf.g_01810	Prad.g_00503
OG0000954	Praf.g_01817	Prad.g_00502
OG0000955	Praf.g_01818	Prad.g_00501
OG0000956	Praf.g_01819	Prad.g_00500
OG0000957	Praf.g_01820	Prad.g_00499
OG0000958	Praf.g_01822	Prad.g_00498
OG0000959	Praf.g_01823	Prad.g_00497
OG0000960	Praf.g_01824	Prad.g_00496
OG0000961	Praf.g_01831	Prad.g_00491
OG0000962	Praf.g_01833	Prad.g_00490
OG0000963	Praf.g_01834	Prad.g_00489
OG0000964	Praf.g_01837	Prad.g_00487
OG0000965	Praf.g_01838	Prad.g_00486
OG0000966	Praf.g_01839	Prad.g_00485
OG0000967	Praf.g_01840	Prad.g_00484
OG0000968	Praf.g_01841	Prad.g_00483
OG0000969	Praf.g_01842	Prad.g_00482
OG0000970	Praf.g_01843	Prad.g_00481
OG0000971	Praf.g_01844	Prad.g_00480
OG0000972	Praf.g_01845	Prad.g_00479
OG0000973	Praf.g_01846	Prad.g_00478
OG0000974	Praf.g_01849	Prad.g_00476
OG0000975	Praf.g_00956	Prad.g_00473
OG0000976	Praf.g_00554	Prad.g_00471
OG0000977	Praf.g_00542	Prad.g_00470
OG0000978	Praf.g_00540	Prad.g_00469
OG0000979	Praf.g_00538	Prad.g_00467
OG0000980	Praf.g_00537	Prad.g_00466
OG0000981	Praf.g_01653	Prad.g_00465
OG0000982	Praf.g_00536	Prad.g_00464
OG0000983	Praf.g_00534	Prad.g_00462
OG0000984	Praf.g_00533	Prad.g_00461
OG0000985	Praf.g_00532	Prad.g_00460
OG0000986	Praf.g_00530	Prad.g_00459
OG0000987	Praf.g_00529	Prad.g_00458
OG0000988	Praf.g_00526	Prad.g_00457
OG0000989	Praf.g_00525	Prad.g_00456
OG0000990	Praf.g_00524	Prad.g_00455
OG0000991	Praf.g_00523	Prad.g_00454
OG0000992	Praf.g_00522	Prad.g_00453
OG0000993	Praf.g_00521	Prad.g_00452
OG0000994	Praf.g_00520	Prad.g_00451
OG0000995	Praf.g_00518	Prad.g_00450
OG0000996	Praf.g_00517	Prad.g_00449
OG0000997	Praf.g_00516	Prad.g_00448
OG0000998	Praf.g_00515	Prad.g_00447
OG0000999	Praf.g_00513	Prad.g_00446
OG0001000	Praf.g_00512	Prad.g_00445
OG0001001	Praf.g_00511	Prad.g_00443
OG0001002	Praf.g_00508	Prad.g_00442
OG0001003	Praf.g_00507	Prad.g_00441
OG0001004	Praf.g_00370	Prad.g_00440
OG0001005	Praf.g_00504	Prad.g_00439
OG0001006	Praf.g_00503	Prad.g_00438
OG0001007	Praf.g_00502	Prad.g_00437
OG0001008	Praf.g_00500	Prad.g_00435
OG0001009	Praf.g_00499	Prad.g_00434
OG0001010	Praf.g_01650	Prad.g_00426
OG0001011	Praf.g_01677	Prad.g_00419
OG0001012	Praf.g_01546	Prad.g_00388
OG0001013	Praf.g_00490	Prad.g_00947
OG0001014	Praf.g_00489	Prad.g_00946
OG0001015	Praf.g_00479	Prad.g_00940
OG0001016	Praf.g_00478	Prad.g_00939
OG0001017	Praf.g_00477	Prad.g_00938
OG0001018	Praf.g_00475	Prad.g_00937
OG0001019	Praf.g_00472	Prad.g_00935
OG0001020	Praf.g_00471	Prad.g_00934
OG0001021	Praf.g_00470	Prad.g_00933
OG0001022	Praf.g_00469	Prad.g_00932
OG0001023	Praf.g_00468	Prad.g_00931
OG0001024	Praf.g_00466	Prad.g_00930
OG0001025	Praf.g_00465	Prad.g_00929
OG0001026	Praf.g_00464	Prad.g_00927
OG0001027	Praf.g_00463	Prad.g_00926
OG0001028	Praf.g_00462	Prad.g_00925
OG0001029	Praf.g_00461	Prad.g_00924
OG0001030	Praf.g_00460	Prad.g_00923
OG0001031	Praf.g_00459	Prad.g_00922
OG0001032	Praf.g_00458	Prad.g_00921
OG0001033	Praf.g_00457	Prad.g_00920
OG0001034	Praf.g_00455	Prad.g_00919
OG0001035	Praf.g_00453	Prad.g_00917
OG0001036	Praf.g_00452	Prad.g_00916
OG0001037	Praf.g_00450	Prad.g_00915
OG0001038	Praf.g_00449	Prad.g_00914
OG0001039	Praf.g_00448	Prad.g_00913
OG0001040	Praf.g_00447	Prad.g_00912
OG0001041	Praf.g_00446	Prad.g_00911
OG0001042	Praf.g_00444	Prad.g_00910
OG0001043	Praf.g_00443	Prad.g_00909
OG0001044	Praf.g_00442	Prad.g_00908
OG0001045	Praf.g_00441	Prad.g_00907
OG0001046	Praf.g_00440	Prad.g_00906
OG0001047	Praf.g_00435	Prad.g_00903
OG0001048	Praf.g_00433	Prad.g_00901
OG0001049	Praf.g_00432	Prad.g_00900
OG0001050	Praf.g_00431	Prad.g_00899
OG0001051	Praf.g_00430	Prad.g_00898
OG0001052	Praf.g_00429	Prad.g_00897
OG0001053	Praf.g_00427	Prad.g_00895
OG0001054	Praf.g_00425	Prad.g_00893
OG0001055	Praf.g_00424	Prad.g_00892
OG0001056	Praf.g_00423	Prad.g_00891
OG0001057	Praf.g_00422	Prad.g_00890
OG0001058	Praf.g_00421	Prad.g_00889
OG0001059	Praf.g_00420	Prad.g_00888
OG0001060	Praf.g_00419	Prad.g_00887
OG0001061	Praf.g_00418	Prad.g_00886
OG0001062	Praf.g_00405	Prad.g_00885
OG0001063	Praf.g_00404	Prad.g_00884
OG0001064	Praf.g_00402	Prad.g_00882
OG0001065	Praf.g_02202	Prad.g_00879
OG0001066	Praf.g_02200	Prad.g_00878
OG0001067	Praf.g_02199	Prad.g_00877
OG0001068	Praf.g_02196	Prad.g_00875
OG0001069	Praf.g_02195	Prad.g_00874
OG0001070	Praf.g_02194	Prad.g_00873
OG0001071	Praf.g_02193	Prad.g_00872
OG0001072	Praf.g_02192	Prad.g_00871
OG0001073	Praf.g_02191	Prad.g_00870
OG0001074	Praf.g_02190	Prad.g_00869
OG0001075	Praf.g_02189	Prad.g_00868
OG0001076	Praf.g_02188	Prad.g_00867
OG0001077	Praf.g_02187	Prad.g_00866
OG0001078	Praf.g_02185	Prad.g_00865
OG0001079	Praf.g_02184	Prad.g_00864
OG0001080	Praf.g_02183	Prad.g_00863
OG0001081	Praf.g_02170	Prad.g_00860
OG0001082	Praf.g_02171	Prad.g_00859
OG0001083	Praf.g_02175	Prad.g_00858
OG0001084	Praf.g_02173	Prad.g_00856
OG0001085	Praf.g_02172	Prad.g_00855
OG0001086	Praf.g_02176	Prad.g_00854
OG0001087	Praf.g_02177	Prad.g_00853
OG0001088	Praf.g_02179	Prad.g_00852
OG0001089	Praf.g_02163	Prad.g_00849
OG0001090	Praf.g_02161	Prad.g_00847
OG0001091	Praf.g_02160	Prad.g_00846
OG0001092	Praf.g_02159	Prad.g_00845
OG0001093	Praf.g_02158	Prad.g_00844
OG0001094	Praf.g_02157	Prad.g_00843
OG0001095	Praf.g_02156	Prad.g_00842
OG0001096	Praf.g_02155	Prad.g_00841
OG0001097	Praf.g_02154	Prad.g_00840
OG0001098	Praf.g_02153	Prad.g_00839
OG0001099	Praf.g_02152	Prad.g_00838
OG0001100	Praf.g_02151	Prad.g_00837
OG0001101	Praf.g_02150	Prad.g_00836
OG0001102	Praf.g_02149	Prad.g_00835
OG0001103	Praf.g_02148	Prad.g_00834
OG0001104	Praf.g_02147	Prad.g_00833
OG0001105	Praf.g_02146	Prad.g_00832
OG0001106	Praf.g_02145	Prad.g_00831
OG0001107	Praf.g_02144	Prad.g_00830
OG0001108	Praf.g_02143	Prad.g_00829
OG0001109	Praf.g_02142	Prad.g_00828
OG0001110	Praf.g_02141	Prad.g_00827
OG0001111	Praf.g_02140	Prad.g_00826
OG0001112	Praf.g_02139	Prad.g_00825
OG0001113	Praf.g_02138	Prad.g_00824
OG0001114	Praf.g_02137	Prad.g_00823
OG0001115	Praf.g_02136	Prad.g_00822
OG0001116	Praf.g_02135	Prad.g_00821
OG0001117	Praf.g_02134	Prad.g_00820
OG0001118	Praf.g_02133	Prad.g_00819
OG0001119	Praf.g_02132	Prad.g_00818
OG0001120	Praf.g_02131	Prad.g_00817
OG0001121	Praf.g_02128	Prad.g_00815
OG0001122	Praf.g_02127	Prad.g_00814
OG0001123	Praf.g_02126	Prad.g_00813
OG0001124	Praf.g_02124	Prad.g_00811
OG0001125	Praf.g_02122	Prad.g_00809
OG0001126	Praf.g_02121	Prad.g_00808
OG0001127	Praf.g_02118	Prad.g_00806
OG0001128	Praf.g_02117	Prad.g_00805
OG0001129	Praf.g_02112	Prad.g_00804
OG0001130	Praf.g_02109	Prad.g_00801
OG0001131	Praf.g_02108	Prad.g_00800
OG0001132	Praf.g_02107	Prad.g_00799
OG0001133	Praf.g_02106	Prad.g_00798
OG0001134	Praf.g_02105	Prad.g_00797
OG0001135	Praf.g_02104	Prad.g_00796
OG0001136	Praf.g_02103	Prad.g_00795
OG0001137	Praf.g_02102	Prad.g_00794
OG0001138	Praf.g_02101	Prad.g_00793
OG0001139	Praf.g_02099	Prad.g_00792
OG0001140	Praf.g_02097	Prad.g_00791
OG0001141	Praf.g_02096	Prad.g_00790
OG0001142	Praf.g_02082	Prad.g_00787
OG0001143	Praf.g_02081	Prad.g_00786
OG0001144	Praf.g_02079	Prad.g_00785
OG0001145	Praf.g_02078	Prad.g_00784
OG0001146	Praf.g_02077	Prad.g_00783
OG0001147	Praf.g_02076	Prad.g_00782
OG0001148	Praf.g_02075	Prad.g_00781
OG0001149	Praf.g_02372	Prad.g_00779
OG0001150	Praf.g_02375	Prad.g_00778
OG0001151	Praf.g_02383	Prad.g_00776
OG0001152	Praf.g_02384	Prad.g_00775
OG0001153	Praf.g_02386	Prad.g_00774
OG0001154	Praf.g_02388	Prad.g_00772
OG0001155	Praf.g_02391	Prad.g_00770
OG0001156	Praf.g_02393	Prad.g_00768
OG0001157	Praf.g_02395	Prad.g_00767
OG0001158	Praf.g_02397	Prad.g_00765
OG0001159	Praf.g_02398	Prad.g_00764
OG0001160	Praf.g_02399	Prad.g_00763
OG0001161	Praf.g_00196	Prad.g_00762
OG0001162	Praf.g_00195	Prad.g_01641
OG0001163	Praf.g_00194	Prad.g_01640
OG0001164	Praf.g_00193	Prad.g_01639
OG0001165	Praf.g_00192	Prad.g_01638
OG0001166	Praf.g_00191	Prad.g_01637
OG0001167	Praf.g_00184	Prad.g_01636
OG0001168	Praf.g_00183	Prad.g_01635
OG0001169	Praf.g_00182	Prad.g_01634
OG0001170	Praf.g_00180	Prad.g_01633
