Orthogroup	Prbb	Prat
OG0000548	Prbb.g_00626	Prat.g_00589
OG0000549	Prbb.g_00627	Prat.g_00590
OG0000550	Prbb.g_00628	Prat.g_00591
OG0000551	Prbb.g_00629	Prat.g_00592
OG0000552	Prbb.g_00630	Prat.g_00593
OG0000553	Prbb.g_00631	Prat.g_01097
OG0000554	Prbb.g_00632	Prat.g_01095
OG0000555	Prbb.g_00633	Prat.g_01094
OG0000556	Prbb.g_00634	Prat.g_01093
OG0000557	Prbb.g_00635	Prat.g_01091
OG0000558	Prbb.g_00636	Prat.g_01090
OG0000559	Prbb.g_00637	Prat.g_01089
OG0000560	Prbb.g_00639	Prat.g_01087
OG0000561	Prbb.g_00640	Prat.g_01086
OG0000562	Prbb.g_00641	Prat.g_01084
OG0000563	Prbb.g_00642	Prat.g_01083
OG0000564	Prbb.g_00643	Prat.g_01082
OG0000565	Prbb.g_00644	Prat.g_01081
OG0000566	Prbb.g_00645	Prat.g_01080
OG0000567	Prbb.g_00646	Prat.g_01079
OG0000568	Prbb.g_00647	Prat.g_01078
OG0000569	Prbb.g_00648	Prat.g_01077
OG0000570	Prbb.g_00649	Prat.g_01076
OG0000571	Prbb.g_00650	Prat.g_01075
OG0000572	Prbb.g_00651	Prat.g_01074
OG0000573	Prbb.g_00654	Prat.g_01071
OG0000574	Prbb.g_00655	Prat.g_01070
OG0000575	Prbb.g_00656	Prat.g_01069
OG0000576	Prbb.g_00657	Prat.g_01068
OG0000577	Prbb.g_00658	Prat.g_01067
OG0000578	Prbb.g_00659	Prat.g_01066
OG0000579	Prbb.g_00660	Prat.g_01065
OG0000580	Prbb.g_00661	Prat.g_01064
OG0000581	Prbb.g_00662	Prat.g_01063
OG0000582	Prbb.g_00664	Prat.g_01062
OG0000583	Prbb.g_00665	Prat.g_01061
OG0000584	Prbb.g_00667	Prat.g_01059
OG0000585	Prbb.g_00668	Prat.g_01058
OG0000586	Prbb.g_00670	Prat.g_01056
OG0000587	Prbb.g_00671	Prat.g_01055
OG0000588	Prbb.g_00674	Prat.g_00744
OG0000589	Prbb.g_00675	Prat.g_00745
OG0000590	Prbb.g_00677	Prat.g_00747
OG0000591	Prbb.g_00684	Prat.g_00752
OG0000592	Prbb.g_00685	Prat.g_00753
OG0000593	Prbb.g_00686	Prat.g_00754
OG0000594	Prbb.g_00689	Prat.g_00757
OG0000595	Prbb.g_00690	Prat.g_00758
OG0000596	Prbb.g_00691	Prat.g_00759
OG0000597	Prbb.g_00693	Prat.g_00761
OG0000598	Prbb.g_00694	Prat.g_00762
OG0000599	Prbb.g_00695	Prat.g_00763
OG0000600	Prbb.g_00696	Prat.g_00764
OG0000601	Prbb.g_00700	Prat.g_00767
OG0000602	Prbb.g_00701	Prat.g_00768
OG0000603	Prbb.g_00702	Prat.g_00769
OG0000604	Prbb.g_01450	Prat.g_00772
OG0000605	Prbb.g_00703	Prat.g_00773
OG0000606	Prbb.g_00705	Prat.g_00774
OG0000607	Prbb.g_00707	Prat.g_00776
OG0000608	Prbb.g_00708	Prat.g_00777
OG0000609	Prbb.g_02176	Prat.g_01882
OG0000610	Prbb.g_01260	Prat.g_00826
OG0000611	Prbb.g_00714	Prat.g_00789
OG0000612	Prbb.g_00715	Prat.g_00790
OG0000613	Prbb.g_00716	Prat.g_00791
OG0000614	Prbb.g_00717	Prat.g_00792
OG0000615	Prbb.g_00719	Prat.g_00797
OG0000616	Prbb.g_00720	Prat.g_00798
OG0000617	Prbb.g_00721	Prat.g_00799
OG0000618	Prbb.g_00722	Prat.g_00800
OG0000619	Prbb.g_00723	Prat.g_00801
OG0000620	Prbb.g_00724	Prat.g_00802
OG0000621	Prbb.g_00725	Prat.g_00803
OG0000622	Prbb.g_00726	Prat.g_00804
OG0000623	Prbb.g_00727	Prat.g_00805
OG0000624	Prbb.g_00729	Prat.g_00807
OG0000625	Prbb.g_00730	Prat.g_00808
OG0000626	Prbb.g_00731	Prat.g_00809
OG0000627	Prbb.g_00733	Prat.g_00811
OG0000628	Prbb.g_00734	Prat.g_00812
OG0000629	Prbb.g_00735	Prat.g_00813
OG0000630	Prbb.g_00736	Prat.g_00814
OG0000631	Prbb.g_00738	Prat.g_00816
OG0000632	Prbb.g_01175	Prat.g_00622
OG0000633	Prbb.g_00108	Prat.g_01486
OG0000634	Prbb.g_01099	Prat.g_01472
OG0000635	Prbb.g_00983	Prat.g_00888
OG0000636	Prbb.g_00982	Prat.g_00887
OG0000637	Prbb.g_00981	Prat.g_00886
OG0000638	Prbb.g_00389	Prat.g_00345
OG0000639	Prbb.g_00958	Prat.g_00859
OG0000640	Prbb.g_00960	Prat.g_00863
OG0000641	Prbb.g_00962	Prat.g_00865
OG0000642	Prbb.g_00963	Prat.g_00866
OG0000643	Prbb.g_00964	Prat.g_00867
OG0000644	Prbb.g_00777	Prat.g_01043
OG0000645	Prbb.g_00778	Prat.g_01042
OG0000646	Prbb.g_00779	Prat.g_01041
OG0000647	Prbb.g_00780	Prat.g_01040
OG0000648	Prbb.g_00782	Prat.g_01038
OG0000649	Prbb.g_00783	Prat.g_01037
OG0000650	Prbb.g_00784	Prat.g_01036
OG0000651	Prbb.g_00785	Prat.g_01035
OG0000652	Prbb.g_00786	Prat.g_01034
OG0000653	Prbb.g_00787	Prat.g_01033
OG0000654	Prbb.g_00789	Prat.g_01031
OG0000655	Prbb.g_00791	Prat.g_01029
OG0000656	Prbb.g_00792	Prat.g_01028
OG0000657	Prbb.g_00793	Prat.g_01027
OG0000658	Prbb.g_00794	Prat.g_01026
OG0000659	Prbb.g_00795	Prat.g_01025
OG0000660	Prbb.g_00796	Prat.g_01024
OG0000661	Prbb.g_00798	Prat.g_01023
OG0000662	Prbb.g_00800	Prat.g_01021
OG0000663	Prbb.g_00801	Prat.g_01020
OG0000664	Prbb.g_00802	Prat.g_01019
OG0000665	Prbb.g_00803	Prat.g_01018
OG0000666	Prbb.g_00804	Prat.g_01017
OG0000667	Prbb.g_00805	Prat.g_01016
OG0000668	Prbb.g_00806	Prat.g_01015
OG0000669	Prbb.g_00808	Prat.g_01013
OG0000670	Prbb.g_00809	Prat.g_01012
OG0000671	Prbb.g_00810	Prat.g_01011
OG0000672	Prbb.g_00811	Prat.g_01010
OG0000673	Prbb.g_00812	Prat.g_01009
OG0000674	Prbb.g_00813	Prat.g_01008
OG0000675	Prbb.g_00814	Prat.g_01007
OG0000676	Prbb.g_00815	Prat.g_01006
OG0000677	Prbb.g_00817	Prat.g_01004
OG0000678	Prbb.g_00819	Prat.g_01002
OG0000679	Prbb.g_00821	Prat.g_01001
OG0000680	Prbb.g_00822	Prat.g_01000
OG0000681	Prbb.g_00823	Prat.g_00999
OG0000682	Prbb.g_00824	Prat.g_00998
OG0000683	Prbb.g_00827	Prat.g_00996
OG0000684	Prbb.g_00828	Prat.g_00995
OG0000685	Prbb.g_00829	Prat.g_00994
OG0000686	Prbb.g_00830	Prat.g_00993
OG0000687	Prbb.g_00831	Prat.g_00992
OG0000688	Prbb.g_00832	Prat.g_00991
OG0000689	Prbb.g_00833	Prat.g_00990
OG0000690	Prbb.g_00834	Prat.g_00989
OG0000691	Prbb.g_00835	Prat.g_00988
OG0000692	Prbb.g_00837	Prat.g_00984
OG0000693	Prbb.g_00838	Prat.g_00983
OG0000694	Prbb.g_00839	Prat.g_00982
OG0000695	Prbb.g_00840	Prat.g_00981
OG0000696	Prbb.g_00841	Prat.g_00980
OG0000697	Prbb.g_00843	Prat.g_00978
OG0000698	Prbb.g_00847	Prat.g_00974
OG0000699	Prbb.g_00848	Prat.g_00973
OG0000700	Prbb.g_00914	Prat.g_00694
OG0000701	Prbb.g_00917	Prat.g_00699
OG0000702	Prbb.g_00922	Prat.g_00705
OG0000703	Prbb.g_00924	Prat.g_00707
OG0000704	Prbb.g_00925	Prat.g_00708
OG0000705	Prbb.g_00926	Prat.g_00709
OG0000706	Prbb.g_00927	Prat.g_00710
OG0000707	Prbb.g_00929	Prat.g_00712
OG0000708	Prbb.g_00930	Prat.g_00713
OG0000709	Prbb.g_00932	Prat.g_00716
OG0000710	Prbb.g_00933	Prat.g_00717
OG0000711	Prbb.g_00934	Prat.g_00718
OG0000712	Prbb.g_00935	Prat.g_00719
OG0000713	Prbb.g_00936	Prat.g_00720
OG0000714	Prbb.g_00938	Prat.g_00722
OG0000715	Prbb.g_00939	Prat.g_00723
OG0000716	Prbb.g_00942	Prat.g_00725
OG0000717	Prbb.g_00943	Prat.g_00726
OG0000718	Prbb.g_00944	Prat.g_00728
OG0000719	Prbb.g_00946	Prat.g_00730
OG0000720	Prbb.g_00947	Prat.g_00731
OG0000721	Prbb.g_00950	Prat.g_00734
OG0000722	Prbb.g_00951	Prat.g_00735
OG0000723	Prbb.g_00952	Prat.g_00736
OG0000724	Prbb.g_00762	Prat.g_00738
OG0000725	Prbb.g_00763	Prat.g_00739
OG0000726	Prbb.g_00764	Prat.g_00740
OG0000727	Prbb.g_00765	Prat.g_00741
OG0000728	Prbb.g_00766	Prat.g_00742
OG0000729	Prbb.g_00767	Prat.g_00743
OG0000730	Prbb.g_00768	Prat.g_01053
OG0000731	Prbb.g_00769	Prat.g_01051
OG0000732	Prbb.g_00770	Prat.g_01050
OG0000733	Prbb.g_00771	Prat.g_01049
OG0000734	Prbb.g_00772	Prat.g_01048
OG0000735	Prbb.g_00774	Prat.g_01046
OG0000736	Prbb.g_00775	Prat.g_01045
OG0000737	Prbb.g_00776	Prat.g_01044
OG0000738	Prbb.g_00965	Prat.g_00868
OG0000739	Prbb.g_00966	Prat.g_00869
OG0000740	Prbb.g_00967	Prat.g_00870
OG0000741	Prbb.g_00968	Prat.g_00871
OG0000742	Prbb.g_00970	Prat.g_00873
OG0000743	Prbb.g_00971	Prat.g_00874
OG0000744	Prbb.g_00972	Prat.g_00876
OG0000745	Prbb.g_00973	Prat.g_00877
OG0000746	Prbb.g_00974	Prat.g_00878
OG0000747	Prbb.g_00975	Prat.g_00879
OG0000748	Prbb.g_00976	Prat.g_00880
OG0000749	Prbb.g_00977	Prat.g_00881
OG0000750	Prbb.g_00978	Prat.g_00883
OG0000751	Prbb.g_00979	Prat.g_00884
OG0000752	Prbb.g_00893	Prat.g_00944
OG0000753	Prbb.g_00984	Prat.g_00889
OG0000754	Prbb.g_00985	Prat.g_00890
OG0000755	Prbb.g_00986	Prat.g_00891
OG0000756	Prbb.g_00988	Prat.g_00893
OG0000757	Prbb.g_00989	Prat.g_00894
OG0000758	Prbb.g_00990	Prat.g_00895
OG0000759	Prbb.g_00992	Prat.g_00897
OG0000760	Prbb.g_00993	Prat.g_00898
OG0000761	Prbb.g_00994	Prat.g_00899
OG0000762	Prbb.g_00996	Prat.g_00901
OG0000763	Prbb.g_00997	Prat.g_00902
OG0000764	Prbb.g_00998	Prat.g_00903
OG0000765	Prbb.g_00999	Prat.g_00904
OG0000766	Prbb.g_01000	Prat.g_00905
OG0000767	Prbb.g_01002	Prat.g_00907
OG0000768	Prbb.g_01003	Prat.g_00908
OG0000769	Prbb.g_01004	Prat.g_00909
OG0000770	Prbb.g_01005	Prat.g_00910
OG0000771	Prbb.g_01006	Prat.g_00911
OG0000772	Prbb.g_00101	Prat.g_00912
OG0000773	Prbb.g_01007	Prat.g_00913
OG0000774	Prbb.g_01008	Prat.g_00914
OG0000775	Prbb.g_01009	Prat.g_00915
OG0000776	Prbb.g_01010	Prat.g_00916
OG0000777	Prbb.g_01012	Prat.g_00917
OG0000778	Prbb.g_01013	Prat.g_00918
OG0000779	Prbb.g_01014	Prat.g_00919
OG0000780	Prbb.g_01016	Prat.g_00921
OG0000781	Prbb.g_01017	Prat.g_00923
OG0000782	Prbb.g_01018	Prat.g_00924
OG0000783	Prbb.g_01036	Prat.g_00929
OG0000784	Prbb.g_01037	Prat.g_00931
OG0000785	Prbb.g_01038	Prat.g_00932
OG0000786	Prbb.g_01039	Prat.g_00933
OG0000787	Prbb.g_01040	Prat.g_00934
OG0000788	Prbb.g_01045	Prat.g_00939
OG0000789	Prbb.g_01048	Prat.g_00942
OG0000790	Prbb.g_00892	Prat.g_00943
OG0000791	Prbb.g_01049	Prat.g_00946
OG0000792	Prbb.g_01050	Prat.g_00947
OG0000793	Prbb.g_01051	Prat.g_00948
OG0000794	Prbb.g_01054	Prat.g_00951
OG0000795	Prbb.g_01058	Prat.g_00955
OG0000796	Prbb.g_01059	Prat.g_00956
OG0000797	Prbb.g_01062	Prat.g_00957
OG0000798	Prbb.g_01063	Prat.g_00958
OG0000799	Prbb.g_01064	Prat.g_00959
OG0000800	Prbb.g_01065	Prat.g_00960
OG0000801	Prbb.g_01068	Prat.g_00963
OG0000802	Prbb.g_01069	Prat.g_00964
OG0000803	Prbb.g_00891	Prat.g_00966
OG0000804	Prbb.g_00890	Prat.g_00967
OG0000805	Prbb.g_00889	Prat.g_00968
OG0000806	Prbb.g_00887	Prat.g_00970
OG0000807	Prbb.g_00897	Prat.g_01204
OG0000808	Prbb.g_01108	Prat.g_01479
OG0000809	Prbb.g_01090	Prat.g_01197
OG0000810	Prbb.g_01783	Prat.g_01480
OG0000811	Prbb.g_02071	Prat.g_01214
OG0000812	Prbb.g_00392	Prat.g_01199
OG0000813	Prbb.g_00400	Prat.g_00354
OG0000814	Prbb.g_01780	Prat.g_01373
OG0000815	Prbb.g_01085	Prat.g_01211
OG0000816	Prbb.g_01888	Prat.g_01560
OG0000817	Prbb.g_01889	Prat.g_01559
OG0000818	Prbb.g_01126	Prat.g_01175
OG0000819	Prbb.g_01539	Prat.g_01177
OG0000820	Prbb.g_01533	Prat.g_01171
OG0000821	Prbb.g_01531	Prat.g_01169
OG0000822	Prbb.g_01530	Prat.g_01168
OG0000823	Prbb.g_01529	Prat.g_01167
OG0000824	Prbb.g_01528	Prat.g_01166
OG0000825	Prbb.g_01527	Prat.g_01165
OG0000826	Prbb.g_01526	Prat.g_01164
OG0000827	Prbb.g_01525	Prat.g_01163
OG0000828	Prbb.g_01524	Prat.g_01162
OG0000829	Prbb.g_01523	Prat.g_01161
OG0000830	Prbb.g_01521	Prat.g_01159
OG0000831	Prbb.g_01518	Prat.g_01157
OG0000832	Prbb.g_01516	Prat.g_01155
OG0000833	Prbb.g_01515	Prat.g_01154
OG0000834	Prbb.g_01513	Prat.g_01153
OG0000835	Prbb.g_01512	Prat.g_01152
OG0000836	Prbb.g_01511	Prat.g_01151
OG0000837	Prbb.g_01508	Prat.g_01148
OG0000838	Prbb.g_01507	Prat.g_01147
OG0000839	Prbb.g_01506	Prat.g_01146
OG0000840	Prbb.g_01505	Prat.g_01145
OG0000841	Prbb.g_01504	Prat.g_01144
OG0000842	Prbb.g_01502	Prat.g_01142
OG0000843	Prbb.g_01501	Prat.g_01141
OG0000844	Prbb.g_01500	Prat.g_01140
OG0000845	Prbb.g_01499	Prat.g_01139
OG0000846	Prbb.g_01497	Prat.g_01136
OG0000847	Prbb.g_01495	Prat.g_01135
OG0000848	Prbb.g_01493	Prat.g_01134
OG0000849	Prbb.g_01491	Prat.g_01131
OG0000850	Prbb.g_01490	Prat.g_01130
OG0000851	Prbb.g_01488	Prat.g_01128
OG0000852	Prbb.g_01486	Prat.g_01126
OG0000853	Prbb.g_01484	Prat.g_01124
OG0000854	Prbb.g_01482	Prat.g_01123
OG0000855	Prbb.g_01481	Prat.g_01122
OG0000856	Prbb.g_01480	Prat.g_01121
OG0000857	Prbb.g_01479	Prat.g_01120
OG0000858	Prbb.g_01478	Prat.g_01119
OG0000859	Prbb.g_01477	Prat.g_01118
OG0000860	Prbb.g_01476	Prat.g_01117
OG0000861	Prbb.g_01475	Prat.g_01116
OG0000862	Prbb.g_01474	Prat.g_01115
OG0000863	Prbb.g_01473	Prat.g_01114
OG0000864	Prbb.g_01472	Prat.g_01113
OG0000865	Prbb.g_01471	Prat.g_01112
OG0000866	Prbb.g_01470	Prat.g_01111
OG0000867	Prbb.g_01469	Prat.g_01110
OG0000868	Prbb.g_01468	Prat.g_01108
OG0000869	Prbb.g_01465	Prat.g_01106
OG0000870	Prbb.g_01464	Prat.g_01105
OG0000871	Prbb.g_01463	Prat.g_01104
OG0000872	Prbb.g_01462	Prat.g_01103
OG0000873	Prbb.g_01461	Prat.g_01101
OG0000874	Prbb.g_01460	Prat.g_01100
OG0000875	Prbb.g_01459	Prat.g_01099
OG0000876	Prbb.g_01458	Prat.g_01098
OG0000877	Prbb.g_01457	Prat.g_00594
OG0000878	Prbb.g_01291	Prat.g_00626
OG0000879	Prbb.g_01575	Prat.g_01238
OG0000880	Prbb.g_01576	Prat.g_01239
OG0000881	Prbb.g_01577	Prat.g_01240
OG0000882	Prbb.g_01578	Prat.g_01241
OG0000883	Prbb.g_01580	Prat.g_01242
OG0000884	Prbb.g_01581	Prat.g_01244
OG0000885	Prbb.g_01582	Prat.g_01245
OG0000886	Prbb.g_01583	Prat.g_01246
OG0000887	Prbb.g_01584	Prat.g_01247
OG0000888	Prbb.g_01585	Prat.g_01248
OG0000889	Prbb.g_01588	Prat.g_01251
OG0000890	Prbb.g_01589	Prat.g_01252
OG0000891	Prbb.g_01590	Prat.g_01253
OG0000892	Prbb.g_01592	Prat.g_01255
OG0000893	Prbb.g_01593	Prat.g_01256
OG0000894	Prbb.g_01594	Prat.g_01257
OG0000895	Prbb.g_01595	Prat.g_01258
OG0000896	Prbb.g_01596	Prat.g_01259
OG0000897	Prbb.g_01597	Prat.g_01260
OG0000898	Prbb.g_01600	Prat.g_01263
OG0000899	Prbb.g_01601	Prat.g_01264
OG0000900	Prbb.g_01608	Prat.g_01282
OG0000901	Prbb.g_01612	Prat.g_01287
OG0000902	Prbb.g_00746	Prat.g_01471
OG0000903	Prbb.g_01541	Prat.g_01178
OG0000904	Prbb.g_01057	Prat.g_01455
OG0000905	Prbb.g_01789	Prat.g_01200
OG0000906	Prbb.g_01637	Prat.g_01181
OG0000907	Prbb.g_00845	Prat.g_00976
OG0000908	Prbb.g_01201	Prat.g_01228
OG0000909	Prbb.g_01641	Prat.g_01293
OG0000910	Prbb.g_01642	Prat.g_01294
OG0000911	Prbb.g_01643	Prat.g_01295
OG0000912	Prbb.g_01644	Prat.g_01296
OG0000913	Prbb.g_01645	Prat.g_01297
OG0000914	Prbb.g_01646	Prat.g_01298
OG0000915	Prbb.g_01647	Prat.g_01299
OG0000916	Prbb.g_01648	Prat.g_01300
OG0000917	Prbb.g_01649	Prat.g_01301
OG0000918	Prbb.g_01650	Prat.g_01302
OG0000919	Prbb.g_01651	Prat.g_01303
OG0000920	Prbb.g_01652	Prat.g_01304
OG0000921	Prbb.g_01653	Prat.g_01305
OG0000922	Prbb.g_01654	Prat.g_01306
OG0000923	Prbb.g_01655	Prat.g_01307
OG0000924	Prbb.g_01656	Prat.g_01308
OG0000925	Prbb.g_01657	Prat.g_01309
OG0000926	Prbb.g_02044	Prat.g_01769
OG0000927	Prbb.g_01668	Prat.g_01333
OG0000928	Prbb.g_01669	Prat.g_01334
OG0000929	Prbb.g_01670	Prat.g_01335
OG0000930	Prbb.g_01671	Prat.g_01336
OG0000931	Prbb.g_01672	Prat.g_01337
OG0000932	Prbb.g_01674	Prat.g_01339
OG0000933	Prbb.g_01675	Prat.g_01340
OG0000934	Prbb.g_01676	Prat.g_01341
OG0000935	Prbb.g_01677	Prat.g_01342
OG0000936	Prbb.g_01678	Prat.g_01343
OG0000937	Prbb.g_01679	Prat.g_01344
OG0000938	Prbb.g_01680	Prat.g_01345
OG0000939	Prbb.g_01681	Prat.g_01346
OG0000940	Prbb.g_01683	Prat.g_01348
OG0000941	Prbb.g_01684	Prat.g_01350
OG0000942	Prbb.g_01685	Prat.g_01351
OG0000943	Prbb.g_01688	Prat.g_01355
OG0000944	Prbb.g_01689	Prat.g_01356
OG0000945	Prbb.g_01690	Prat.g_01357
OG0000946	Prbb.g_01691	Prat.g_01358
OG0000947	Prbb.g_01692	Prat.g_01359
OG0000948	Prbb.g_01693	Prat.g_01360
OG0000949	Prbb.g_01694	Prat.g_01361
OG0000950	Prbb.g_01695	Prat.g_01362
OG0000951	Prbb.g_01696	Prat.g_01363
OG0000952	Prbb.g_01697	Prat.g_01364
OG0000953	Prbb.g_01698	Prat.g_01365
OG0000954	Prbb.g_01699	Prat.g_01366
OG0000955	Prbb.g_01700	Prat.g_01367
OG0000956	Prbb.g_01701	Prat.g_01368
OG0000957	Prbb.g_00465	Prat.g_01369
OG0000958	Prbb.g_01702	Prat.g_01370
OG0000959	Prbb.g_01703	Prat.g_01371
OG0000960	Prbb.g_01704	Prat.g_01372
OG0000961	Prbb.g_01707	Prat.g_01378
OG0000962	Prbb.g_01708	Prat.g_01379
OG0000963	Prbb.g_01709	Prat.g_01380
OG0000964	Prbb.g_01711	Prat.g_01382
OG0000965	Prbb.g_01712	Prat.g_01383
OG0000966	Prbb.g_01713	Prat.g_01384
OG0000967	Prbb.g_01714	Prat.g_01385
OG0000968	Prbb.g_01715	Prat.g_01386
OG0000969	Prbb.g_01716	Prat.g_01387
OG0000970	Prbb.g_01717	Prat.g_01388
OG0000971	Prbb.g_01718	Prat.g_01389
OG0000972	Prbb.g_01719	Prat.g_01390
OG0000973	Prbb.g_01720	Prat.g_01391
OG0000974	Prbb.g_01722	Prat.g_01393
OG0000975	Prbb.g_01728	Prat.g_01399
OG0000976	Prbb.g_01731	Prat.g_01403
OG0000977	Prbb.g_01732	Prat.g_01405
OG0000978	Prbb.g_01733	Prat.g_01407
OG0000979	Prbb.g_01735	Prat.g_01409
OG0000980	Prbb.g_01736	Prat.g_01410
OG0000981	Prbb.g_01737	Prat.g_01411
OG0000982	Prbb.g_01738	Prat.g_01412
OG0000983	Prbb.g_01740	Prat.g_01414
OG0000984	Prbb.g_01741	Prat.g_01415
OG0000985	Prbb.g_01742	Prat.g_01416
OG0000986	Prbb.g_01744	Prat.g_01417
OG0000987	Prbb.g_01745	Prat.g_01418
OG0000988	Prbb.g_01746	Prat.g_01420
OG0000989	Prbb.g_01747	Prat.g_01421
OG0000990	Prbb.g_01748	Prat.g_01422
OG0000991	Prbb.g_01749	Prat.g_01423
OG0000992	Prbb.g_01750	Prat.g_01424
OG0000993	Prbb.g_01751	Prat.g_01425
OG0000994	Prbb.g_01752	Prat.g_01426
OG0000995	Prbb.g_01753	Prat.g_01427
OG0000996	Prbb.g_01754	Prat.g_01428
OG0000997	Prbb.g_01755	Prat.g_01429
OG0000998	Prbb.g_01756	Prat.g_01430
OG0000999	Prbb.g_01757	Prat.g_01431
OG0001000	Prbb.g_01758	Prat.g_01432
OG0001001	Prbb.g_01760	Prat.g_01434
OG0001002	Prbb.g_01761	Prat.g_01435
OG0001003	Prbb.g_01762	Prat.g_01436
OG0001004	Prbb.g_01763	Prat.g_01437
OG0001005	Prbb.g_01765	Prat.g_01439
OG0001006	Prbb.g_01766	Prat.g_01440
OG0001007	Prbb.g_01767	Prat.g_01441
OG0001008	Prbb.g_01769	Prat.g_01443
OG0001009	Prbb.g_01770	Prat.g_01444
OG0001010	Prbb.g_01555	Prat.g_01502
OG0001011	Prbb.g_01659	Prat.g_01457
OG0001012	Prbb.g_00799	Prat.g_01022
OG0001013	Prbb.g_01817	Prat.g_01585
OG0001014	Prbb.g_01818	Prat.g_01586
OG0001015	Prbb.g_01824	Prat.g_01593
OG0001016	Prbb.g_01825	Prat.g_01594
OG0001017	Prbb.g_01826	Prat.g_01595
OG0001018	Prbb.g_01827	Prat.g_01596
OG0001019	Prbb.g_01828	Prat.g_01598
OG0001020	Prbb.g_01829	Prat.g_01599
OG0001021	Prbb.g_01830	Prat.g_01600
OG0001022	Prbb.g_01831	Prat.g_01601
OG0001023	Prbb.g_01832	Prat.g_01602
OG0001024	Prbb.g_01833	Prat.g_01603
OG0001025	Prbb.g_01834	Prat.g_01604
OG0001026	Prbb.g_01835	Prat.g_01605
OG0001027	Prbb.g_01836	Prat.g_01606
OG0001028	Prbb.g_01837	Prat.g_01607
OG0001029	Prbb.g_01838	Prat.g_01608
OG0001030	Prbb.g_01839	Prat.g_01609
OG0001031	Prbb.g_01840	Prat.g_01610
OG0001032	Prbb.g_01841	Prat.g_01611
OG0001033	Prbb.g_01842	Prat.g_01612
OG0001034	Prbb.g_01843	Prat.g_01613
OG0001035	Prbb.g_01845	Prat.g_01615
OG0001036	Prbb.g_01846	Prat.g_01616
OG0001037	Prbb.g_01847	Prat.g_01617
OG0001038	Prbb.g_01848	Prat.g_01618
OG0001039	Prbb.g_01849	Prat.g_01619
OG0001040	Prbb.g_01851	Prat.g_01621
OG0001041	Prbb.g_01852	Prat.g_01622
OG0001042	Prbb.g_01853	Prat.g_01623
OG0001043	Prbb.g_01854	Prat.g_01624
OG0001044	Prbb.g_01855	Prat.g_01625
OG0001045	Prbb.g_01856	Prat.g_01626
OG0001046	Prbb.g_01857	Prat.g_01627
OG0001047	Prbb.g_01859	Prat.g_01630
OG0001048	Prbb.g_01861	Prat.g_01632
OG0001049	Prbb.g_01862	Prat.g_01633
OG0001050	Prbb.g_01863	Prat.g_01634
OG0001051	Prbb.g_01864	Prat.g_01635
OG0001052	Prbb.g_01865	Prat.g_01636
OG0001053	Prbb.g_01867	Prat.g_01639
OG0001054	Prbb.g_01869	Prat.g_01641
OG0001055	Prbb.g_01870	Prat.g_01642
OG0001056	Prbb.g_01871	Prat.g_01643
OG0001057	Prbb.g_01872	Prat.g_01644
OG0001058	Prbb.g_01873	Prat.g_01645
OG0001059	Prbb.g_01874	Prat.g_01646
OG0001060	Prbb.g_01875	Prat.g_01647
OG0001061	Prbb.g_01876	Prat.g_01648
OG0001062	Prbb.g_01877	Prat.g_01649
OG0001063	Prbb.g_01878	Prat.g_01650
OG0001064	Prbb.g_01880	Prat.g_01652
OG0001065	Prbb.g_01922	Prat.g_01655
OG0001066	Prbb.g_01924	Prat.g_01657
OG0001067	Prbb.g_01925	Prat.g_01658
OG0001068	Prbb.g_01927	Prat.g_01661
OG0001069	Prbb.g_01928	Prat.g_01662
OG0001070	Prbb.g_01929	Prat.g_01663
OG0001071	Prbb.g_01930	Prat.g_01664
OG0001072	Prbb.g_01931	Prat.g_01665
OG0001073	Prbb.g_01932	Prat.g_01666
OG0001074	Prbb.g_01933	Prat.g_01667
OG0001075	Prbb.g_01934	Prat.g_01668
OG0001076	Prbb.g_01935	Prat.g_01669
OG0001077	Prbb.g_01936	Prat.g_01670
OG0001078	Prbb.g_01937	Prat.g_01671
OG0001079	Prbb.g_01938	Prat.g_01672
OG0001080	Prbb.g_01939	Prat.g_01673
OG0001081	Prbb.g_01948	Prat.g_01677
OG0001082	Prbb.g_01947	Prat.g_01678
OG0001083	Prbb.g_01943	Prat.g_01682
OG0001084	Prbb.g_01945	Prat.g_01680
OG0001085	Prbb.g_01946	Prat.g_01679
OG0001086	Prbb.g_01942	Prat.g_01676
OG0001087	Prbb.g_01941	Prat.g_01675
OG0001088	Prbb.g_01940	Prat.g_01674
OG0001089	Prbb.g_01958	Prat.g_01684
OG0001090	Prbb.g_01960	Prat.g_01686
OG0001091	Prbb.g_01961	Prat.g_01687
OG0001092	Prbb.g_01962	Prat.g_01688
OG0001093	Prbb.g_01963	Prat.g_01689
OG0001094	Prbb.g_01964	Prat.g_01690
OG0001095	Prbb.g_01965	Prat.g_01691
OG0001096	Prbb.g_01966	Prat.g_01692
OG0001097	Prbb.g_01967	Prat.g_01693
OG0001098	Prbb.g_01968	Prat.g_01694
OG0001099	Prbb.g_01969	Prat.g_01695
OG0001100	Prbb.g_01970	Prat.g_01696
OG0001101	Prbb.g_01971	Prat.g_01697
OG0001102	Prbb.g_01972	Prat.g_01698
OG0001103	Prbb.g_01973	Prat.g_01699
OG0001104	Prbb.g_01974	Prat.g_01700
OG0001105	Prbb.g_01975	Prat.g_01701
OG0001106	Prbb.g_01976	Prat.g_01702
