Orthogroup	Prbb	Prag
OG0000543	Prbb.g_00618	Prag.g_00595
OG0000544	Prbb.g_00619	Prag.g_00596
OG0000545	Prbb.g_00622	Prag.g_00599
OG0000546	Prbb.g_00623	Prag.g_00600
OG0000547	Prbb.g_00624	Prag.g_00602
OG0000548	Prbb.g_00626	Prag.g_00603
OG0000549	Prbb.g_00627	Prag.g_00604
OG0000550	Prbb.g_00628	Prag.g_00605
OG0000551	Prbb.g_00629	Prag.g_00606
OG0000552	Prbb.g_00630	Prag.g_00607
OG0000553	Prbb.g_00631	Prag.g_00608
OG0000554	Prbb.g_00632	Prag.g_00609
OG0000555	Prbb.g_00633	Prag.g_00610
OG0000556	Prbb.g_00634	Prag.g_00611
OG0000557	Prbb.g_00635	Prag.g_00612
OG0000558	Prbb.g_00636	Prag.g_00613
OG0000559	Prbb.g_00637	Prag.g_00614
OG0000560	Prbb.g_00639	Prag.g_00616
OG0000561	Prbb.g_00640	Prag.g_00617
OG0000562	Prbb.g_00641	Prag.g_00618
OG0000563	Prbb.g_00642	Prag.g_00619
OG0000564	Prbb.g_00643	Prag.g_00620
OG0000565	Prbb.g_00644	Prag.g_00621
OG0000566	Prbb.g_00645	Prag.g_00622
OG0000567	Prbb.g_00646	Prag.g_00623
OG0000568	Prbb.g_00647	Prag.g_00624
OG0000569	Prbb.g_00648	Prag.g_00625
OG0000570	Prbb.g_00649	Prag.g_00626
OG0000571	Prbb.g_00650	Prag.g_00627
OG0000572	Prbb.g_00651	Prag.g_00628
OG0000573	Prbb.g_00654	Prag.g_00631
OG0000574	Prbb.g_00655	Prag.g_00632
OG0000575	Prbb.g_00656	Prag.g_00633
OG0000576	Prbb.g_00657	Prag.g_00634
OG0000577	Prbb.g_00658	Prag.g_00635
OG0000578	Prbb.g_00659	Prag.g_00636
OG0000579	Prbb.g_00660	Prag.g_00637
OG0000580	Prbb.g_00661	Prag.g_00638
OG0000581	Prbb.g_00662	Prag.g_00639
OG0000582	Prbb.g_00664	Prag.g_00640
OG0000583	Prbb.g_00665	Prag.g_00641
OG0000584	Prbb.g_00667	Prag.g_00642
OG0000585	Prbb.g_00668	Prag.g_00643
OG0000586	Prbb.g_00670	Prag.g_00645
OG0000587	Prbb.g_00671	Prag.g_00646
OG0000588	Prbb.g_00674	Prag.g_00648
OG0000589	Prbb.g_00675	Prag.g_00649
OG0000590	Prbb.g_00677	Prag.g_00651
OG0000591	Prbb.g_00684	Prag.g_00657
OG0000592	Prbb.g_00685	Prag.g_00658
OG0000593	Prbb.g_00686	Prag.g_00659
OG0000594	Prbb.g_00689	Prag.g_00661
OG0000595	Prbb.g_00690	Prag.g_00662
OG0000596	Prbb.g_00691	Prag.g_00663
OG0000597	Prbb.g_00693	Prag.g_00665
OG0000598	Prbb.g_00694	Prag.g_00666
OG0000599	Prbb.g_00695	Prag.g_00667
OG0000600	Prbb.g_00696	Prag.g_00668
OG0000601	Prbb.g_00700	Prag.g_00670
OG0000602	Prbb.g_00701	Prag.g_00671
OG0000603	Prbb.g_00702	Prag.g_00672
OG0000604	Prbb.g_01450	Prag.g_00673
OG0000605	Prbb.g_00703	Prag.g_00674
OG0000606	Prbb.g_00705	Prag.g_00675
OG0000607	Prbb.g_00707	Prag.g_00677
OG0000608	Prbb.g_00708	Prag.g_00678
OG0000609	Prbb.g_02176	Prag.g_00682
OG0000610	Prbb.g_01260	Prag.g_00683
OG0000611	Prbb.g_00714	Prag.g_00693
OG0000612	Prbb.g_00715	Prag.g_00694
OG0000613	Prbb.g_00716	Prag.g_00695
OG0000614	Prbb.g_00717	Prag.g_00696
OG0000615	Prbb.g_00719	Prag.g_00698
OG0000616	Prbb.g_00720	Prag.g_00699
OG0000617	Prbb.g_00721	Prag.g_00700
OG0000618	Prbb.g_00722	Prag.g_00701
OG0000619	Prbb.g_00723	Prag.g_00702
OG0000620	Prbb.g_00724	Prag.g_00703
OG0000621	Prbb.g_00725	Prag.g_00704
OG0000622	Prbb.g_00726	Prag.g_00705
OG0000623	Prbb.g_00727	Prag.g_00706
OG0000624	Prbb.g_00729	Prag.g_00707
OG0000625	Prbb.g_00730	Prag.g_00708
OG0000626	Prbb.g_00731	Prag.g_00709
OG0000627	Prbb.g_00733	Prag.g_00710
OG0000628	Prbb.g_00734	Prag.g_00711
OG0000629	Prbb.g_00735	Prag.g_00712
OG0000630	Prbb.g_00736	Prag.g_00713
OG0000631	Prbb.g_00738	Prag.g_00715
OG0000632	Prbb.g_01175	Prag.g_00740
OG0000633	Prbb.g_00108	Prag.g_00744
OG0000634	Prbb.g_01099	Prag.g_00758
OG0000635	Prbb.g_00983	Prag.g_00771
OG0000636	Prbb.g_00982	Prag.g_00772
OG0000637	Prbb.g_00981	Prag.g_00773
OG0000638	Prbb.g_00389	Prag.g_00784
OG0000639	Prbb.g_00958	Prag.g_00793
OG0000640	Prbb.g_00960	Prag.g_00795
OG0000641	Prbb.g_00962	Prag.g_00797
OG0000642	Prbb.g_00963	Prag.g_00798
OG0000643	Prbb.g_00964	Prag.g_00799
OG0000644	Prbb.g_00777	Prag.g_00800
OG0000645	Prbb.g_00778	Prag.g_00801
OG0000646	Prbb.g_00779	Prag.g_00802
OG0000647	Prbb.g_00780	Prag.g_00803
OG0000648	Prbb.g_00782	Prag.g_00805
OG0000649	Prbb.g_00783	Prag.g_00806
OG0000650	Prbb.g_00784	Prag.g_00807
OG0000651	Prbb.g_00785	Prag.g_00808
OG0000652	Prbb.g_00786	Prag.g_00809
OG0000653	Prbb.g_00787	Prag.g_00810
OG0000654	Prbb.g_00789	Prag.g_00812
OG0000655	Prbb.g_00791	Prag.g_00814
OG0000656	Prbb.g_00792	Prag.g_00815
OG0000657	Prbb.g_00793	Prag.g_00816
OG0000658	Prbb.g_00794	Prag.g_00817
OG0000659	Prbb.g_00795	Prag.g_00818
OG0000660	Prbb.g_00796	Prag.g_00819
OG0000661	Prbb.g_00798	Prag.g_00820
OG0000662	Prbb.g_00800	Prag.g_00821
OG0000663	Prbb.g_00801	Prag.g_00822
OG0000664	Prbb.g_00802	Prag.g_00823
OG0000665	Prbb.g_00803	Prag.g_00824
OG0000666	Prbb.g_00804	Prag.g_00825
OG0000667	Prbb.g_00805	Prag.g_00826
OG0000668	Prbb.g_00806	Prag.g_00827
OG0000669	Prbb.g_00808	Prag.g_00829
OG0000670	Prbb.g_00809	Prag.g_00830
OG0000671	Prbb.g_00810	Prag.g_00831
OG0000672	Prbb.g_00811	Prag.g_00832
OG0000673	Prbb.g_00812	Prag.g_00833
OG0000674	Prbb.g_00813	Prag.g_00834
OG0000675	Prbb.g_00814	Prag.g_00835
OG0000676	Prbb.g_00815	Prag.g_00836
OG0000677	Prbb.g_00817	Prag.g_00838
OG0000678	Prbb.g_00819	Prag.g_00840
OG0000679	Prbb.g_00821	Prag.g_00841
OG0000680	Prbb.g_00822	Prag.g_00842
OG0000681	Prbb.g_00823	Prag.g_00843
OG0000682	Prbb.g_00824	Prag.g_00844
OG0000683	Prbb.g_00827	Prag.g_00846
OG0000684	Prbb.g_00828	Prag.g_00847
OG0000685	Prbb.g_00829	Prag.g_00848
OG0000686	Prbb.g_00830	Prag.g_00849
OG0000687	Prbb.g_00831	Prag.g_00850
OG0000688	Prbb.g_00832	Prag.g_00851
OG0000689	Prbb.g_00833	Prag.g_00852
OG0000690	Prbb.g_00834	Prag.g_00853
OG0000691	Prbb.g_00835	Prag.g_00854
OG0000692	Prbb.g_00837	Prag.g_00856
OG0000693	Prbb.g_00838	Prag.g_00857
OG0000694	Prbb.g_00839	Prag.g_00858
OG0000695	Prbb.g_00840	Prag.g_00859
OG0000696	Prbb.g_00841	Prag.g_00860
OG0000697	Prbb.g_00843	Prag.g_00862
OG0000698	Prbb.g_00847	Prag.g_00864
OG0000699	Prbb.g_00848	Prag.g_00865
OG0000700	Prbb.g_00914	Prag.g_00892
OG0000701	Prbb.g_00917	Prag.g_00895
OG0000702	Prbb.g_00922	Prag.g_00898
OG0000703	Prbb.g_00924	Prag.g_00899
OG0000704	Prbb.g_00925	Prag.g_00900
OG0000705	Prbb.g_00926	Prag.g_00901
OG0000706	Prbb.g_00927	Prag.g_00902
OG0000707	Prbb.g_00929	Prag.g_00903
OG0000708	Prbb.g_00930	Prag.g_00904
OG0000709	Prbb.g_00932	Prag.g_00906
OG0000710	Prbb.g_00933	Prag.g_00907
OG0000711	Prbb.g_00934	Prag.g_00908
OG0000712	Prbb.g_00935	Prag.g_00909
OG0000713	Prbb.g_00936	Prag.g_00910
OG0000714	Prbb.g_00938	Prag.g_00912
OG0000715	Prbb.g_00939	Prag.g_00913
OG0000716	Prbb.g_00942	Prag.g_00915
OG0000717	Prbb.g_00943	Prag.g_00916
OG0000718	Prbb.g_00944	Prag.g_00917
OG0000719	Prbb.g_00946	Prag.g_00919
OG0000720	Prbb.g_00947	Prag.g_00920
OG0000721	Prbb.g_00950	Prag.g_00922
OG0000722	Prbb.g_00951	Prag.g_00923
OG0000723	Prbb.g_00952	Prag.g_00924
OG0000724	Prbb.g_00762	Prag.g_00926
OG0000725	Prbb.g_00763	Prag.g_00927
OG0000726	Prbb.g_00764	Prag.g_00928
OG0000727	Prbb.g_00765	Prag.g_00929
OG0000728	Prbb.g_00766	Prag.g_00930
OG0000729	Prbb.g_00767	Prag.g_00931
OG0000730	Prbb.g_00768	Prag.g_00932
OG0000731	Prbb.g_00769	Prag.g_00933
OG0000732	Prbb.g_00770	Prag.g_00934
OG0000733	Prbb.g_00771	Prag.g_00935
OG0000734	Prbb.g_00772	Prag.g_00936
OG0000735	Prbb.g_00774	Prag.g_00938
OG0000736	Prbb.g_00775	Prag.g_00939
OG0000737	Prbb.g_00776	Prag.g_00940
OG0000738	Prbb.g_00965	Prag.g_00941
OG0000739	Prbb.g_00966	Prag.g_00942
OG0000740	Prbb.g_00967	Prag.g_00943
OG0000741	Prbb.g_00968	Prag.g_00944
OG0000742	Prbb.g_00970	Prag.g_00946
OG0000743	Prbb.g_00971	Prag.g_00947
OG0000744	Prbb.g_00972	Prag.g_00948
OG0000745	Prbb.g_00973	Prag.g_00949
OG0000746	Prbb.g_00974	Prag.g_00950
OG0000747	Prbb.g_00975	Prag.g_00951
OG0000748	Prbb.g_00976	Prag.g_00952
OG0000749	Prbb.g_00977	Prag.g_00953
OG0000750	Prbb.g_00978	Prag.g_00954
OG0000751	Prbb.g_00979	Prag.g_00955
OG0000752	Prbb.g_00893	Prag.g_00956
OG0000753	Prbb.g_00984	Prag.g_00958
OG0000754	Prbb.g_00985	Prag.g_00959
OG0000755	Prbb.g_00986	Prag.g_00960
OG0000756	Prbb.g_00988	Prag.g_00961
OG0000757	Prbb.g_00989	Prag.g_00962
OG0000758	Prbb.g_00990	Prag.g_00963
OG0000759	Prbb.g_00992	Prag.g_00965
OG0000760	Prbb.g_00993	Prag.g_00966
OG0000761	Prbb.g_00994	Prag.g_00967
OG0000762	Prbb.g_00996	Prag.g_00969
OG0000763	Prbb.g_00997	Prag.g_00970
OG0000764	Prbb.g_00998	Prag.g_00971
OG0000765	Prbb.g_00999	Prag.g_00972
OG0000766	Prbb.g_01000	Prag.g_00973
OG0000767	Prbb.g_01002	Prag.g_00975
OG0000768	Prbb.g_01003	Prag.g_00976
OG0000769	Prbb.g_01004	Prag.g_00977
OG0000770	Prbb.g_01005	Prag.g_00978
OG0000771	Prbb.g_01006	Prag.g_00979
OG0000772	Prbb.g_00101	Prag.g_00980
OG0000773	Prbb.g_01007	Prag.g_00981
OG0000774	Prbb.g_01008	Prag.g_00982
OG0000775	Prbb.g_01009	Prag.g_00983
OG0000776	Prbb.g_01010	Prag.g_00985
OG0000777	Prbb.g_01012	Prag.g_00987
OG0000778	Prbb.g_01013	Prag.g_00988
OG0000779	Prbb.g_01014	Prag.g_00989
OG0000780	Prbb.g_01016	Prag.g_00991
OG0000781	Prbb.g_01017	Prag.g_00993
OG0000782	Prbb.g_01018	Prag.g_00994
OG0000783	Prbb.g_01036	Prag.g_01005
OG0000784	Prbb.g_01037	Prag.g_01007
OG0000785	Prbb.g_01038	Prag.g_01008
OG0000786	Prbb.g_01039	Prag.g_01009
OG0000787	Prbb.g_01040	Prag.g_01010
OG0000788	Prbb.g_01045	Prag.g_01014
OG0000789	Prbb.g_01048	Prag.g_01016
OG0000790	Prbb.g_00892	Prag.g_01017
OG0000791	Prbb.g_01049	Prag.g_01018
OG0000792	Prbb.g_01050	Prag.g_01019
OG0000793	Prbb.g_01051	Prag.g_01020
OG0000794	Prbb.g_01054	Prag.g_01022
OG0000795	Prbb.g_01058	Prag.g_01025
OG0000796	Prbb.g_01059	Prag.g_01026
OG0000797	Prbb.g_01062	Prag.g_01028
OG0000798	Prbb.g_01063	Prag.g_01029
OG0000799	Prbb.g_01064	Prag.g_01030
OG0000800	Prbb.g_01065	Prag.g_01031
OG0000801	Prbb.g_01068	Prag.g_01034
OG0000802	Prbb.g_01069	Prag.g_01035
OG0000803	Prbb.g_00891	Prag.g_01037
OG0000804	Prbb.g_00890	Prag.g_01038
OG0000805	Prbb.g_00889	Prag.g_01039
OG0000806	Prbb.g_00887	Prag.g_01041
OG0000807	Prbb.g_00897	Prag.g_01066
OG0000808	Prbb.g_01108	Prag.g_01076
OG0000809	Prbb.g_01090	Prag.g_01079
OG0000810	Prbb.g_01783	Prag.g_01080
OG0000811	Prbb.g_02071	Prag.g_01087
OG0000812	Prbb.g_00392	Prag.g_01091
OG0000813	Prbb.g_00400	Prag.g_01095
OG0000814	Prbb.g_01780	Prag.g_01097
OG0000815	Prbb.g_01085	Prag.g_01106
OG0000816	Prbb.g_01888	Prag.g_01121
OG0000817	Prbb.g_01889	Prag.g_01122
OG0000818	Prbb.g_01126	Prag.g_01127
OG0000819	Prbb.g_01539	Prag.g_01134
OG0000820	Prbb.g_01533	Prag.g_01138
OG0000821	Prbb.g_01531	Prag.g_01140
OG0000822	Prbb.g_01530	Prag.g_01141
OG0000823	Prbb.g_01529	Prag.g_01142
OG0000824	Prbb.g_01528	Prag.g_01143
OG0000825	Prbb.g_01527	Prag.g_01144
OG0000826	Prbb.g_01526	Prag.g_01145
OG0000827	Prbb.g_01525	Prag.g_01146
OG0000828	Prbb.g_01524	Prag.g_01147
OG0000829	Prbb.g_01523	Prag.g_01148
OG0000830	Prbb.g_01521	Prag.g_01149
OG0000831	Prbb.g_01518	Prag.g_01152
OG0000832	Prbb.g_01516	Prag.g_01154
OG0000833	Prbb.g_01515	Prag.g_01155
OG0000834	Prbb.g_01513	Prag.g_01156
OG0000835	Prbb.g_01512	Prag.g_01157
OG0000836	Prbb.g_01511	Prag.g_01158
OG0000837	Prbb.g_01508	Prag.g_01160
OG0000838	Prbb.g_01507	Prag.g_01161
OG0000839	Prbb.g_01506	Prag.g_01162
OG0000840	Prbb.g_01505	Prag.g_01163
OG0000841	Prbb.g_01504	Prag.g_01164
OG0000842	Prbb.g_01502	Prag.g_01165
OG0000843	Prbb.g_01501	Prag.g_01166
OG0000844	Prbb.g_01500	Prag.g_01167
OG0000845	Prbb.g_01499	Prag.g_01168
OG0000846	Prbb.g_01497	Prag.g_01171
OG0000847	Prbb.g_01495	Prag.g_01173
OG0000848	Prbb.g_01493	Prag.g_01174
OG0000849	Prbb.g_01491	Prag.g_01175
OG0000850	Prbb.g_01490	Prag.g_01176
OG0000851	Prbb.g_01488	Prag.g_01177
OG0000852	Prbb.g_01486	Prag.g_01179
OG0000853	Prbb.g_01484	Prag.g_01180
OG0000854	Prbb.g_01482	Prag.g_01182
OG0000855	Prbb.g_01481	Prag.g_01183
OG0000856	Prbb.g_01480	Prag.g_01184
OG0000857	Prbb.g_01479	Prag.g_01185
OG0000858	Prbb.g_01478	Prag.g_01186
OG0000859	Prbb.g_01477	Prag.g_01187
OG0000860	Prbb.g_01476	Prag.g_01188
OG0000861	Prbb.g_01475	Prag.g_01189
OG0000862	Prbb.g_01474	Prag.g_01190
OG0000863	Prbb.g_01473	Prag.g_01191
OG0000864	Prbb.g_01472	Prag.g_01192
OG0000865	Prbb.g_01471	Prag.g_01193
OG0000866	Prbb.g_01470	Prag.g_01194
OG0000867	Prbb.g_01469	Prag.g_01195
OG0000868	Prbb.g_01468	Prag.g_01196
OG0000869	Prbb.g_01465	Prag.g_01198
OG0000870	Prbb.g_01464	Prag.g_01199
OG0000871	Prbb.g_01463	Prag.g_01201
OG0000872	Prbb.g_01462	Prag.g_01202
OG0000873	Prbb.g_01461	Prag.g_01204
OG0000874	Prbb.g_01460	Prag.g_01205
OG0000875	Prbb.g_01459	Prag.g_01206
OG0000876	Prbb.g_01458	Prag.g_01207
OG0000877	Prbb.g_01457	Prag.g_01209
OG0000878	Prbb.g_01291	Prag.g_01328
OG0000879	Prbb.g_01575	Prag.g_01342
OG0000880	Prbb.g_01576	Prag.g_01343
OG0000881	Prbb.g_01577	Prag.g_01344
OG0000882	Prbb.g_01578	Prag.g_01345
OG0000883	Prbb.g_01580	Prag.g_01346
OG0000884	Prbb.g_01581	Prag.g_01350
OG0000885	Prbb.g_01582	Prag.g_01351
OG0000886	Prbb.g_01583	Prag.g_01352
OG0000887	Prbb.g_01584	Prag.g_01353
OG0000888	Prbb.g_01585	Prag.g_01354
OG0000889	Prbb.g_01588	Prag.g_01357
OG0000890	Prbb.g_01589	Prag.g_01358
OG0000891	Prbb.g_01590	Prag.g_01359
OG0000892	Prbb.g_01592	Prag.g_01361
OG0000893	Prbb.g_01593	Prag.g_01362
OG0000894	Prbb.g_01594	Prag.g_01363
OG0000895	Prbb.g_01595	Prag.g_01364
OG0000896	Prbb.g_01596	Prag.g_01365
OG0000897	Prbb.g_01597	Prag.g_01366
OG0000898	Prbb.g_01600	Prag.g_01368
OG0000899	Prbb.g_01601	Prag.g_01369
OG0000900	Prbb.g_01608	Prag.g_01371
OG0000901	Prbb.g_01612	Prag.g_01375
OG0000902	Prbb.g_00746	Prag.g_01376
OG0000903	Prbb.g_01541	Prag.g_01377
OG0000904	Prbb.g_01057	Prag.g_01379
OG0000905	Prbb.g_01789	Prag.g_01381
OG0000906	Prbb.g_01637	Prag.g_01383
OG0000907	Prbb.g_00845	Prag.g_01384
OG0000908	Prbb.g_01201	Prag.g_01387
OG0000909	Prbb.g_01641	Prag.g_01391
OG0000910	Prbb.g_01642	Prag.g_01392
OG0000911	Prbb.g_01643	Prag.g_01393
OG0000912	Prbb.g_01644	Prag.g_01394
OG0000913	Prbb.g_01645	Prag.g_01395
OG0000914	Prbb.g_01646	Prag.g_01396
OG0000915	Prbb.g_01647	Prag.g_01397
OG0000916	Prbb.g_01648	Prag.g_01398
OG0000917	Prbb.g_01649	Prag.g_01399
OG0000918	Prbb.g_01650	Prag.g_01400
OG0000919	Prbb.g_01651	Prag.g_01401
OG0000920	Prbb.g_01652	Prag.g_01402
OG0000921	Prbb.g_01653	Prag.g_01403
OG0000922	Prbb.g_01654	Prag.g_01404
OG0000923	Prbb.g_01655	Prag.g_01405
OG0000924	Prbb.g_01656	Prag.g_01406
OG0000925	Prbb.g_01657	Prag.g_01407
OG0000926	Prbb.g_02044	Prag.g_01425
OG0000927	Prbb.g_01668	Prag.g_01470
OG0000928	Prbb.g_01669	Prag.g_01471
OG0000929	Prbb.g_01670	Prag.g_01472
OG0000930	Prbb.g_01671	Prag.g_01473
OG0000931	Prbb.g_01672	Prag.g_01474
OG0000932	Prbb.g_01674	Prag.g_01476
OG0000933	Prbb.g_01675	Prag.g_01477
OG0000934	Prbb.g_01676	Prag.g_01478
OG0000935	Prbb.g_01677	Prag.g_01479
OG0000936	Prbb.g_01678	Prag.g_01480
OG0000937	Prbb.g_01679	Prag.g_01481
OG0000938	Prbb.g_01680	Prag.g_01482
OG0000939	Prbb.g_01681	Prag.g_01483
OG0000940	Prbb.g_01683	Prag.g_01484
OG0000941	Prbb.g_01684	Prag.g_01486
OG0000942	Prbb.g_01685	Prag.g_01487
OG0000943	Prbb.g_01688	Prag.g_01492
OG0000944	Prbb.g_01689	Prag.g_01493
OG0000945	Prbb.g_01690	Prag.g_01494
OG0000946	Prbb.g_01691	Prag.g_01495
OG0000947	Prbb.g_01692	Prag.g_01496
OG0000948	Prbb.g_01693	Prag.g_01497
OG0000949	Prbb.g_01694	Prag.g_01498
OG0000950	Prbb.g_01695	Prag.g_01499
OG0000951	Prbb.g_01696	Prag.g_01500
OG0000952	Prbb.g_01697	Prag.g_01501
OG0000953	Prbb.g_01698	Prag.g_01502
OG0000954	Prbb.g_01699	Prag.g_01503
OG0000955	Prbb.g_01700	Prag.g_01504
OG0000956	Prbb.g_01701	Prag.g_01505
OG0000957	Prbb.g_00465	Prag.g_01506
OG0000958	Prbb.g_01702	Prag.g_01507
OG0000959	Prbb.g_01703	Prag.g_01508
OG0000960	Prbb.g_01704	Prag.g_01509
OG0000961	Prbb.g_01707	Prag.g_01512
OG0000962	Prbb.g_01708	Prag.g_01513
OG0000963	Prbb.g_01709	Prag.g_01514
OG0000964	Prbb.g_01711	Prag.g_01516
OG0000965	Prbb.g_01712	Prag.g_01517
OG0000966	Prbb.g_01713	Prag.g_01518
OG0000967	Prbb.g_01714	Prag.g_01519
OG0000968	Prbb.g_01715	Prag.g_01520
OG0000969	Prbb.g_01716	Prag.g_01521
OG0000970	Prbb.g_01717	Prag.g_01523
OG0000971	Prbb.g_01718	Prag.g_01524
OG0000972	Prbb.g_01719	Prag.g_01525
OG0000973	Prbb.g_01720	Prag.g_01526
OG0000974	Prbb.g_01722	Prag.g_01528
OG0000975	Prbb.g_01728	Prag.g_01531
OG0000976	Prbb.g_01731	Prag.g_01533
OG0000977	Prbb.g_01732	Prag.g_01534
OG0000978	Prbb.g_01733	Prag.g_01535
OG0000979	Prbb.g_01735	Prag.g_01537
OG0000980	Prbb.g_01736	Prag.g_01538
OG0000981	Prbb.g_01737	Prag.g_01539
OG0000982	Prbb.g_01738	Prag.g_01540
OG0000983	Prbb.g_01740	Prag.g_01542
OG0000984	Prbb.g_01741	Prag.g_01543
OG0000985	Prbb.g_01742	Prag.g_01544
OG0000986	Prbb.g_01744	Prag.g_01545
OG0000987	Prbb.g_01745	Prag.g_01546
OG0000988	Prbb.g_01746	Prag.g_01547
OG0000989	Prbb.g_01747	Prag.g_01548
OG0000990	Prbb.g_01748	Prag.g_01549
OG0000991	Prbb.g_01749	Prag.g_01550
OG0000992	Prbb.g_01750	Prag.g_01551
OG0000993	Prbb.g_01751	Prag.g_01552
OG0000994	Prbb.g_01752	Prag.g_01553
OG0000995	Prbb.g_01753	Prag.g_01554
OG0000996	Prbb.g_01754	Prag.g_01555
OG0000997	Prbb.g_01755	Prag.g_01556
OG0000998	Prbb.g_01756	Prag.g_01557
OG0000999	Prbb.g_01757	Prag.g_01558
OG0001000	Prbb.g_01758	Prag.g_01559
OG0001001	Prbb.g_01760	Prag.g_01561
OG0001002	Prbb.g_01761	Prag.g_01562
OG0001003	Prbb.g_01762	Prag.g_01563
OG0001004	Prbb.g_01763	Prag.g_01564
OG0001005	Prbb.g_01765	Prag.g_01565
OG0001006	Prbb.g_01766	Prag.g_01566
OG0001007	Prbb.g_01767	Prag.g_01567
OG0001008	Prbb.g_01769	Prag.g_01569
OG0001009	Prbb.g_01770	Prag.g_01570
OG0001010	Prbb.g_01555	Prag.g_01576
OG0001011	Prbb.g_01659	Prag.g_01583
OG0001012	Prbb.g_00799	Prag.g_01611
OG0001013	Prbb.g_01817	Prag.g_01663
OG0001014	Prbb.g_01818	Prag.g_01664
OG0001015	Prbb.g_01824	Prag.g_01670
OG0001016	Prbb.g_01825	Prag.g_01671
OG0001017	Prbb.g_01826	Prag.g_01672
OG0001018	Prbb.g_01827	Prag.g_01673
OG0001019	Prbb.g_01828	Prag.g_01675
OG0001020	Prbb.g_01829	Prag.g_01676
OG0001021	Prbb.g_01830	Prag.g_01677
OG0001022	Prbb.g_01831	Prag.g_01678
OG0001023	Prbb.g_01832	Prag.g_01679
OG0001024	Prbb.g_01833	Prag.g_01680
OG0001025	Prbb.g_01834	Prag.g_01681
OG0001026	Prbb.g_01835	Prag.g_01683
OG0001027	Prbb.g_01836	Prag.g_01684
OG0001028	Prbb.g_01837	Prag.g_01685
OG0001029	Prbb.g_01838	Prag.g_01686
OG0001030	Prbb.g_01839	Prag.g_01687
OG0001031	Prbb.g_01840	Prag.g_01688
OG0001032	Prbb.g_01841	Prag.g_01689
OG0001033	Prbb.g_01842	Prag.g_01690
OG0001034	Prbb.g_01843	Prag.g_01691
OG0001035	Prbb.g_01845	Prag.g_01693
OG0001036	Prbb.g_01846	Prag.g_01694
OG0001037	Prbb.g_01847	Prag.g_01695
OG0001038	Prbb.g_01848	Prag.g_01696
OG0001039	Prbb.g_01849	Prag.g_01697
OG0001040	Prbb.g_01851	Prag.g_01698
OG0001041	Prbb.g_01852	Prag.g_01699
OG0001042	Prbb.g_01853	Prag.g_01700
OG0001043	Prbb.g_01854	Prag.g_01701
OG0001044	Prbb.g_01855	Prag.g_01702
OG0001045	Prbb.g_01856	Prag.g_01703
OG0001046	Prbb.g_01857	Prag.g_01704
OG0001047	Prbb.g_01859	Prag.g_01707
OG0001048	Prbb.g_01861	Prag.g_01709
OG0001049	Prbb.g_01862	Prag.g_01710
OG0001050	Prbb.g_01863	Prag.g_01711
OG0001051	Prbb.g_01864	Prag.g_01712
OG0001052	Prbb.g_01865	Prag.g_01713
OG0001053	Prbb.g_01867	Prag.g_01715
OG0001054	Prbb.g_01869	Prag.g_01717
OG0001055	Prbb.g_01870	Prag.g_01718
OG0001056	Prbb.g_01871	Prag.g_01719
OG0001057	Prbb.g_01872	Prag.g_01720
OG0001058	Prbb.g_01873	Prag.g_01721
OG0001059	Prbb.g_01874	Prag.g_01722
OG0001060	Prbb.g_01875	Prag.g_01723
OG0001061	Prbb.g_01876	Prag.g_01724
OG0001062	Prbb.g_01877	Prag.g_01725
OG0001063	Prbb.g_01878	Prag.g_01726
OG0001064	Prbb.g_01880	Prag.g_01728
OG0001065	Prbb.g_01922	Prag.g_01732
OG0001066	Prbb.g_01924	Prag.g_01733
OG0001067	Prbb.g_01925	Prag.g_01734
OG0001068	Prbb.g_01927	Prag.g_01736
OG0001069	Prbb.g_01928	Prag.g_01737
OG0001070	Prbb.g_01929	Prag.g_01738
OG0001071	Prbb.g_01930	Prag.g_01739
OG0001072	Prbb.g_01931	Prag.g_01740
OG0001073	Prbb.g_01932	Prag.g_01741
OG0001074	Prbb.g_01933	Prag.g_01742
OG0001075	Prbb.g_01934	Prag.g_01743
OG0001076	Prbb.g_01935	Prag.g_01744
OG0001077	Prbb.g_01936	Prag.g_01745
OG0001078	Prbb.g_01937	Prag.g_01746
OG0001079	Prbb.g_01938	Prag.g_01747
OG0001080	Prbb.g_01939	Prag.g_01748
OG0001081	Prbb.g_01948	Prag.g_01751
OG0001082	Prbb.g_01947	Prag.g_01752
OG0001083	Prbb.g_01943	Prag.g_01753
OG0001084	Prbb.g_01945	Prag.g_01754
OG0001085	Prbb.g_01946	Prag.g_01755
OG0001086	Prbb.g_01942	Prag.g_01756
OG0001087	Prbb.g_01941	Prag.g_01757
OG0001088	Prbb.g_01940	Prag.g_01758
OG0001089	Prbb.g_01958	Prag.g_01762
OG0001090	Prbb.g_01960	Prag.g_01764
OG0001091	Prbb.g_01961	Prag.g_01765
OG0001092	Prbb.g_01962	Prag.g_01766
OG0001093	Prbb.g_01963	Prag.g_01767
OG0001094	Prbb.g_01964	Prag.g_01768
OG0001095	Prbb.g_01965	Prag.g_01769
OG0001096	Prbb.g_01966	Prag.g_01770
OG0001097	Prbb.g_01967	Prag.g_01771
OG0001098	Prbb.g_01968	Prag.g_01772
OG0001099	Prbb.g_01969	Prag.g_01773
OG0001100	Prbb.g_01970	Prag.g_01774
OG0001101	Prbb.g_01971	Prag.g_01775
