Orthogroup	Prbb	Prak
OG0000536	Prbb.g_00611	Prak.g_00572
OG0000537	Prbb.g_00612	Prak.g_00573
OG0000538	Prbb.g_00613	Prak.g_00574
OG0000539	Prbb.g_00614	Prak.g_00575
OG0000540	Prbb.g_00615	Prak.g_00576
OG0000541	Prbb.g_00616	Prak.g_00577
OG0000542	Prbb.g_00617	Prak.g_00578
OG0000543	Prbb.g_00618	Prak.g_00579
OG0000544	Prbb.g_00619	Prak.g_00580
OG0000545	Prbb.g_00622	Prak.g_00582
OG0000546	Prbb.g_00623	Prak.g_00583
OG0000547	Prbb.g_00624	Prak.g_00585
OG0000548	Prbb.g_00626	Prak.g_00587
OG0000549	Prbb.g_00627	Prak.g_00588
OG0000550	Prbb.g_00628	Prak.g_00589
OG0000551	Prbb.g_00629	Prak.g_00591
OG0000552	Prbb.g_00630	Prak.g_00592
OG0000553	Prbb.g_00631	Prak.g_01113
OG0000554	Prbb.g_00632	Prak.g_01112
OG0000555	Prbb.g_00633	Prak.g_01111
OG0000556	Prbb.g_00634	Prak.g_01110
OG0000557	Prbb.g_00635	Prak.g_01109
OG0000558	Prbb.g_00636	Prak.g_01108
OG0000559	Prbb.g_00637	Prak.g_01107
OG0000560	Prbb.g_00639	Prak.g_01105
OG0000561	Prbb.g_00640	Prak.g_01104
OG0000562	Prbb.g_00641	Prak.g_01102
OG0000563	Prbb.g_00642	Prak.g_01101
OG0000564	Prbb.g_00643	Prak.g_01100
OG0000565	Prbb.g_00644	Prak.g_01099
OG0000566	Prbb.g_00645	Prak.g_01098
OG0000567	Prbb.g_00646	Prak.g_01097
OG0000568	Prbb.g_00647	Prak.g_01096
OG0000569	Prbb.g_00648	Prak.g_01095
OG0000570	Prbb.g_00649	Prak.g_01094
OG0000571	Prbb.g_00650	Prak.g_01093
OG0000572	Prbb.g_00651	Prak.g_01092
OG0000573	Prbb.g_00654	Prak.g_01089
OG0000574	Prbb.g_00655	Prak.g_01088
OG0000575	Prbb.g_00656	Prak.g_01087
OG0000576	Prbb.g_00657	Prak.g_01086
OG0000577	Prbb.g_00658	Prak.g_01085
OG0000578	Prbb.g_00659	Prak.g_01084
OG0000579	Prbb.g_00660	Prak.g_01083
OG0000580	Prbb.g_00661	Prak.g_01082
OG0000581	Prbb.g_00662	Prak.g_01081
OG0000582	Prbb.g_00664	Prak.g_01080
OG0000583	Prbb.g_00665	Prak.g_01079
OG0000584	Prbb.g_00667	Prak.g_01077
OG0000585	Prbb.g_00668	Prak.g_01076
OG0000586	Prbb.g_00670	Prak.g_01074
OG0000587	Prbb.g_00671	Prak.g_01073
OG0000588	Prbb.g_00674	Prak.g_00797
OG0000589	Prbb.g_00675	Prak.g_00798
OG0000590	Prbb.g_00677	Prak.g_00800
OG0000591	Prbb.g_00684	Prak.g_00806
OG0000592	Prbb.g_00685	Prak.g_00807
OG0000593	Prbb.g_00686	Prak.g_00808
OG0000594	Prbb.g_00689	Prak.g_00811
OG0000595	Prbb.g_00690	Prak.g_00812
OG0000596	Prbb.g_00691	Prak.g_00813
OG0000597	Prbb.g_00693	Prak.g_00815
OG0000598	Prbb.g_00694	Prak.g_00816
OG0000599	Prbb.g_00695	Prak.g_00817
OG0000600	Prbb.g_00696	Prak.g_00818
OG0000601	Prbb.g_00700	Prak.g_00821
OG0000602	Prbb.g_00701	Prak.g_00822
OG0000603	Prbb.g_00702	Prak.g_00823
OG0000604	Prbb.g_01450	Prak.g_00826
OG0000605	Prbb.g_00703	Prak.g_00827
OG0000606	Prbb.g_00705	Prak.g_00828
OG0000607	Prbb.g_00707	Prak.g_00830
OG0000608	Prbb.g_00708	Prak.g_00832
OG0000609	Prbb.g_02176	Prak.g_01934
OG0000610	Prbb.g_01260	Prak.g_00756
OG0000611	Prbb.g_00714	Prak.g_00838
OG0000612	Prbb.g_00715	Prak.g_00839
OG0000613	Prbb.g_00716	Prak.g_01060
OG0000614	Prbb.g_00717	Prak.g_01059
OG0000615	Prbb.g_00719	Prak.g_01057
OG0000616	Prbb.g_00720	Prak.g_01056
OG0000617	Prbb.g_00721	Prak.g_01055
OG0000618	Prbb.g_00722	Prak.g_01054
OG0000619	Prbb.g_00723	Prak.g_01053
OG0000620	Prbb.g_00724	Prak.g_01052
OG0000621	Prbb.g_00725	Prak.g_01051
OG0000622	Prbb.g_00726	Prak.g_01050
OG0000623	Prbb.g_00727	Prak.g_01049
OG0000624	Prbb.g_00729	Prak.g_01047
OG0000625	Prbb.g_00730	Prak.g_01046
OG0000626	Prbb.g_00731	Prak.g_01045
OG0000627	Prbb.g_00733	Prak.g_01044
OG0000628	Prbb.g_00734	Prak.g_01043
OG0000629	Prbb.g_00735	Prak.g_01042
OG0000630	Prbb.g_00736	Prak.g_01041
OG0000631	Prbb.g_00738	Prak.g_01039
OG0000632	Prbb.g_01175	Prak.g_01038
OG0000633	Prbb.g_00108	Prak.g_00728
OG0000634	Prbb.g_01099	Prak.g_01261
OG0000635	Prbb.g_00983	Prak.g_00608
OG0000636	Prbb.g_00982	Prak.g_00607
OG0000637	Prbb.g_00981	Prak.g_00606
OG0000638	Prbb.g_00389	Prak.g_00353
OG0000639	Prbb.g_00958	Prak.g_00940
OG0000640	Prbb.g_00960	Prak.g_00944
OG0000641	Prbb.g_00962	Prak.g_00946
OG0000642	Prbb.g_00963	Prak.g_00947
OG0000643	Prbb.g_00964	Prak.g_00948
OG0000644	Prbb.g_00777	Prak.g_01061
OG0000645	Prbb.g_00778	Prak.g_00840
OG0000646	Prbb.g_00779	Prak.g_00841
OG0000647	Prbb.g_00780	Prak.g_00842
OG0000648	Prbb.g_00782	Prak.g_00844
OG0000649	Prbb.g_00783	Prak.g_00845
OG0000650	Prbb.g_00784	Prak.g_00846
OG0000651	Prbb.g_00785	Prak.g_00847
OG0000652	Prbb.g_00786	Prak.g_00848
OG0000653	Prbb.g_00787	Prak.g_00849
OG0000654	Prbb.g_00789	Prak.g_00851
OG0000655	Prbb.g_00791	Prak.g_00853
OG0000656	Prbb.g_00792	Prak.g_00854
OG0000657	Prbb.g_00793	Prak.g_00855
OG0000658	Prbb.g_00794	Prak.g_00856
OG0000659	Prbb.g_00795	Prak.g_00857
OG0000660	Prbb.g_00796	Prak.g_00858
OG0000661	Prbb.g_00798	Prak.g_00859
OG0000662	Prbb.g_00800	Prak.g_00861
OG0000663	Prbb.g_00801	Prak.g_00862
OG0000664	Prbb.g_00802	Prak.g_00863
OG0000665	Prbb.g_00803	Prak.g_00864
OG0000666	Prbb.g_00804	Prak.g_00865
OG0000667	Prbb.g_00805	Prak.g_00866
OG0000668	Prbb.g_00806	Prak.g_00867
OG0000669	Prbb.g_00808	Prak.g_00869
OG0000670	Prbb.g_00809	Prak.g_00870
OG0000671	Prbb.g_00810	Prak.g_00871
OG0000672	Prbb.g_00811	Prak.g_00872
OG0000673	Prbb.g_00812	Prak.g_00873
OG0000674	Prbb.g_00813	Prak.g_00874
OG0000675	Prbb.g_00814	Prak.g_00876
OG0000676	Prbb.g_00815	Prak.g_00877
OG0000677	Prbb.g_00817	Prak.g_00880
OG0000678	Prbb.g_00819	Prak.g_00882
OG0000679	Prbb.g_00821	Prak.g_00884
OG0000680	Prbb.g_00822	Prak.g_00885
OG0000681	Prbb.g_00823	Prak.g_00886
OG0000682	Prbb.g_00824	Prak.g_00887
OG0000683	Prbb.g_00827	Prak.g_00889
OG0000684	Prbb.g_00828	Prak.g_00890
OG0000685	Prbb.g_00829	Prak.g_00891
OG0000686	Prbb.g_00830	Prak.g_00892
OG0000687	Prbb.g_00831	Prak.g_00893
OG0000688	Prbb.g_00832	Prak.g_00894
OG0000689	Prbb.g_00833	Prak.g_00895
OG0000690	Prbb.g_00834	Prak.g_00896
OG0000691	Prbb.g_00835	Prak.g_00897
OG0000692	Prbb.g_00837	Prak.g_00901
OG0000693	Prbb.g_00838	Prak.g_00902
OG0000694	Prbb.g_00839	Prak.g_00903
OG0000695	Prbb.g_00840	Prak.g_00904
OG0000696	Prbb.g_00841	Prak.g_00905
OG0000697	Prbb.g_00843	Prak.g_00907
OG0000698	Prbb.g_00847	Prak.g_00911
OG0000699	Prbb.g_00848	Prak.g_00912
OG0000700	Prbb.g_00914	Prak.g_00748
OG0000701	Prbb.g_00917	Prak.g_00753
OG0000702	Prbb.g_00922	Prak.g_00759
OG0000703	Prbb.g_00924	Prak.g_00761
OG0000704	Prbb.g_00925	Prak.g_00762
OG0000705	Prbb.g_00926	Prak.g_00764
OG0000706	Prbb.g_00927	Prak.g_00765
OG0000707	Prbb.g_00929	Prak.g_00767
OG0000708	Prbb.g_00930	Prak.g_00768
OG0000709	Prbb.g_00932	Prak.g_00770
OG0000710	Prbb.g_00933	Prak.g_00771
OG0000711	Prbb.g_00934	Prak.g_00772
OG0000712	Prbb.g_00935	Prak.g_00773
OG0000713	Prbb.g_00936	Prak.g_00774
OG0000714	Prbb.g_00938	Prak.g_00776
OG0000715	Prbb.g_00939	Prak.g_00777
OG0000716	Prbb.g_00942	Prak.g_00779
OG0000717	Prbb.g_00943	Prak.g_00780
OG0000718	Prbb.g_00944	Prak.g_00781
OG0000719	Prbb.g_00946	Prak.g_00783
OG0000720	Prbb.g_00947	Prak.g_00784
OG0000721	Prbb.g_00950	Prak.g_00787
OG0000722	Prbb.g_00951	Prak.g_00788
OG0000723	Prbb.g_00952	Prak.g_00789
OG0000724	Prbb.g_00762	Prak.g_00791
OG0000725	Prbb.g_00763	Prak.g_00792
OG0000726	Prbb.g_00764	Prak.g_00793
OG0000727	Prbb.g_00765	Prak.g_00794
OG0000728	Prbb.g_00766	Prak.g_00795
OG0000729	Prbb.g_00767	Prak.g_00796
OG0000730	Prbb.g_00768	Prak.g_01071
OG0000731	Prbb.g_00769	Prak.g_01069
OG0000732	Prbb.g_00770	Prak.g_01068
OG0000733	Prbb.g_00771	Prak.g_01067
OG0000734	Prbb.g_00772	Prak.g_01066
OG0000735	Prbb.g_00774	Prak.g_01064
OG0000736	Prbb.g_00775	Prak.g_01063
OG0000737	Prbb.g_00776	Prak.g_01062
OG0000738	Prbb.g_00965	Prak.g_00949
OG0000739	Prbb.g_00966	Prak.g_00950
OG0000740	Prbb.g_00967	Prak.g_00951
OG0000741	Prbb.g_00968	Prak.g_00952
OG0000742	Prbb.g_00970	Prak.g_00954
OG0000743	Prbb.g_00971	Prak.g_00955
OG0000744	Prbb.g_00972	Prak.g_00956
OG0000745	Prbb.g_00973	Prak.g_00957
OG0000746	Prbb.g_00974	Prak.g_00958
OG0000747	Prbb.g_00975	Prak.g_00959
OG0000748	Prbb.g_00976	Prak.g_00960
OG0000749	Prbb.g_00977	Prak.g_00961
OG0000750	Prbb.g_00978	Prak.g_00963
OG0000751	Prbb.g_00979	Prak.g_00964
OG0000752	Prbb.g_00893	Prak.g_01023
OG0000753	Prbb.g_00984	Prak.g_00966
OG0000754	Prbb.g_00985	Prak.g_00967
OG0000755	Prbb.g_00986	Prak.g_00968
OG0000756	Prbb.g_00988	Prak.g_00970
OG0000757	Prbb.g_00989	Prak.g_00971
OG0000758	Prbb.g_00990	Prak.g_00972
OG0000759	Prbb.g_00992	Prak.g_00974
OG0000760	Prbb.g_00993	Prak.g_00975
OG0000761	Prbb.g_00994	Prak.g_00976
OG0000762	Prbb.g_00996	Prak.g_00978
OG0000763	Prbb.g_00997	Prak.g_00979
OG0000764	Prbb.g_00998	Prak.g_00980
OG0000765	Prbb.g_00999	Prak.g_00981
OG0000766	Prbb.g_01000	Prak.g_00982
OG0000767	Prbb.g_01002	Prak.g_00984
OG0000768	Prbb.g_01003	Prak.g_00985
OG0000769	Prbb.g_01004	Prak.g_00986
OG0000770	Prbb.g_01005	Prak.g_00987
OG0000771	Prbb.g_01006	Prak.g_00988
OG0000772	Prbb.g_00101	Prak.g_01238
OG0000773	Prbb.g_01007	Prak.g_00990
OG0000774	Prbb.g_01008	Prak.g_00991
OG0000775	Prbb.g_01009	Prak.g_00992
OG0000776	Prbb.g_01010	Prak.g_00995
OG0000777	Prbb.g_01012	Prak.g_00996
OG0000778	Prbb.g_01013	Prak.g_00997
OG0000779	Prbb.g_01014	Prak.g_00998
OG0000780	Prbb.g_01016	Prak.g_01000
OG0000781	Prbb.g_01017	Prak.g_01002
OG0000782	Prbb.g_01018	Prak.g_01003
OG0000783	Prbb.g_01036	Prak.g_01007
OG0000784	Prbb.g_01037	Prak.g_01009
OG0000785	Prbb.g_01038	Prak.g_01010
OG0000786	Prbb.g_01039	Prak.g_01011
OG0000787	Prbb.g_01040	Prak.g_01012
OG0000788	Prbb.g_01045	Prak.g_01018
OG0000789	Prbb.g_01048	Prak.g_01021
OG0000790	Prbb.g_00892	Prak.g_01022
OG0000791	Prbb.g_01049	Prak.g_01025
OG0000792	Prbb.g_01050	Prak.g_01026
OG0000793	Prbb.g_01051	Prak.g_01027
OG0000794	Prbb.g_01054	Prak.g_01030
OG0000795	Prbb.g_01058	Prak.g_00931
OG0000796	Prbb.g_01059	Prak.g_00930
OG0000797	Prbb.g_01062	Prak.g_00928
OG0000798	Prbb.g_01063	Prak.g_00927
OG0000799	Prbb.g_01064	Prak.g_00926
OG0000800	Prbb.g_01065	Prak.g_00925
OG0000801	Prbb.g_01068	Prak.g_00922
OG0000802	Prbb.g_01069	Prak.g_00921
OG0000803	Prbb.g_00891	Prak.g_00919
OG0000804	Prbb.g_00890	Prak.g_00918
OG0000805	Prbb.g_00889	Prak.g_00917
OG0000806	Prbb.g_00887	Prak.g_00915
OG0000807	Prbb.g_00897	Prak.g_00383
OG0000808	Prbb.g_01108	Prak.g_00712
OG0000809	Prbb.g_01090	Prak.g_01220
OG0000810	Prbb.g_01783	Prak.g_00603
OG0000811	Prbb.g_02071	Prak.g_01255
OG0000812	Prbb.g_00392	Prak.g_01214
OG0000813	Prbb.g_00400	Prak.g_00362
OG0000814	Prbb.g_01780	Prak.g_01241
OG0000815	Prbb.g_01085	Prak.g_01328
OG0000816	Prbb.g_01888	Prak.g_01551
OG0000817	Prbb.g_01889	Prak.g_01552
OG0000818	Prbb.g_01126	Prak.g_00723
OG0000819	Prbb.g_01539	Prak.g_01194
OG0000820	Prbb.g_01533	Prak.g_01188
OG0000821	Prbb.g_01531	Prak.g_01186
OG0000822	Prbb.g_01530	Prak.g_01185
OG0000823	Prbb.g_01529	Prak.g_01184
OG0000824	Prbb.g_01528	Prak.g_01183
OG0000825	Prbb.g_01527	Prak.g_01182
OG0000826	Prbb.g_01526	Prak.g_01181
OG0000827	Prbb.g_01525	Prak.g_01180
OG0000828	Prbb.g_01524	Prak.g_01179
OG0000829	Prbb.g_01523	Prak.g_01178
OG0000830	Prbb.g_01521	Prak.g_01176
OG0000831	Prbb.g_01518	Prak.g_01173
OG0000832	Prbb.g_01516	Prak.g_01171
OG0000833	Prbb.g_01515	Prak.g_01170
OG0000834	Prbb.g_01513	Prak.g_01169
OG0000835	Prbb.g_01512	Prak.g_01168
OG0000836	Prbb.g_01511	Prak.g_01167
OG0000837	Prbb.g_01508	Prak.g_01164
OG0000838	Prbb.g_01507	Prak.g_01163
OG0000839	Prbb.g_01506	Prak.g_01162
OG0000840	Prbb.g_01505	Prak.g_01161
OG0000841	Prbb.g_01504	Prak.g_01160
OG0000842	Prbb.g_01502	Prak.g_01158
OG0000843	Prbb.g_01501	Prak.g_01157
OG0000844	Prbb.g_01500	Prak.g_01156
OG0000845	Prbb.g_01499	Prak.g_01155
OG0000846	Prbb.g_01497	Prak.g_01153
OG0000847	Prbb.g_01495	Prak.g_01151
OG0000848	Prbb.g_01493	Prak.g_01150
OG0000849	Prbb.g_01491	Prak.g_01147
OG0000850	Prbb.g_01490	Prak.g_01146
OG0000851	Prbb.g_01488	Prak.g_01144
OG0000852	Prbb.g_01486	Prak.g_01142
OG0000853	Prbb.g_01484	Prak.g_01140
OG0000854	Prbb.g_01482	Prak.g_01138
OG0000855	Prbb.g_01481	Prak.g_01137
OG0000856	Prbb.g_01480	Prak.g_01136
OG0000857	Prbb.g_01479	Prak.g_01135
OG0000858	Prbb.g_01478	Prak.g_01134
OG0000859	Prbb.g_01477	Prak.g_01133
OG0000860	Prbb.g_01476	Prak.g_01132
OG0000861	Prbb.g_01475	Prak.g_01131
OG0000862	Prbb.g_01474	Prak.g_01130
OG0000863	Prbb.g_01473	Prak.g_01129
OG0000864	Prbb.g_01472	Prak.g_01128
OG0000865	Prbb.g_01471	Prak.g_01127
OG0000866	Prbb.g_01470	Prak.g_01126
OG0000867	Prbb.g_01469	Prak.g_01125
OG0000868	Prbb.g_01468	Prak.g_01124
OG0000869	Prbb.g_01465	Prak.g_01122
OG0000870	Prbb.g_01464	Prak.g_01121
OG0000871	Prbb.g_01463	Prak.g_01120
OG0000872	Prbb.g_01462	Prak.g_01119
OG0000873	Prbb.g_01461	Prak.g_01117
OG0000874	Prbb.g_01460	Prak.g_01116
OG0000875	Prbb.g_01459	Prak.g_01115
OG0000876	Prbb.g_01458	Prak.g_01114
OG0000877	Prbb.g_01457	Prak.g_00593
OG0000878	Prbb.g_01291	Prak.g_01571
OG0000879	Prbb.g_01575	Prak.g_01266
OG0000880	Prbb.g_01576	Prak.g_01267
OG0000881	Prbb.g_01577	Prak.g_01268
OG0000882	Prbb.g_01578	Prak.g_01269
OG0000883	Prbb.g_01580	Prak.g_01270
OG0000884	Prbb.g_01581	Prak.g_01272
OG0000885	Prbb.g_01582	Prak.g_01273
OG0000886	Prbb.g_01583	Prak.g_01274
OG0000887	Prbb.g_01584	Prak.g_01275
OG0000888	Prbb.g_01585	Prak.g_01276
OG0000889	Prbb.g_01588	Prak.g_01279
OG0000890	Prbb.g_01589	Prak.g_01280
OG0000891	Prbb.g_01590	Prak.g_01281
OG0000892	Prbb.g_01592	Prak.g_01284
OG0000893	Prbb.g_01593	Prak.g_01285
OG0000894	Prbb.g_01594	Prak.g_01286
OG0000895	Prbb.g_01595	Prak.g_01287
OG0000896	Prbb.g_01596	Prak.g_01288
OG0000897	Prbb.g_01597	Prak.g_01289
OG0000898	Prbb.g_01600	Prak.g_01292
OG0000899	Prbb.g_01601	Prak.g_01293
OG0000900	Prbb.g_01608	Prak.g_01305
OG0000901	Prbb.g_01612	Prak.g_01301
OG0000902	Prbb.g_00746	Prak.g_00460
OG0000903	Prbb.g_01541	Prak.g_01237
OG0000904	Prbb.g_01057	Prak.g_01490
OG0000905	Prbb.g_01789	Prak.g_01215
OG0000906	Prbb.g_01637	Prak.g_01197
OG0000907	Prbb.g_00845	Prak.g_00909
OG0000908	Prbb.g_01201	Prak.g_01234
OG0000909	Prbb.g_01641	Prak.g_01331
OG0000910	Prbb.g_01642	Prak.g_01332
OG0000911	Prbb.g_01643	Prak.g_01333
OG0000912	Prbb.g_01644	Prak.g_01334
OG0000913	Prbb.g_01645	Prak.g_01335
OG0000914	Prbb.g_01646	Prak.g_01336
OG0000915	Prbb.g_01647	Prak.g_01337
OG0000916	Prbb.g_01648	Prak.g_01338
OG0000917	Prbb.g_01649	Prak.g_01339
OG0000918	Prbb.g_01650	Prak.g_01340
OG0000919	Prbb.g_01651	Prak.g_01341
OG0000920	Prbb.g_01652	Prak.g_01342
OG0000921	Prbb.g_01653	Prak.g_01343
OG0000922	Prbb.g_01654	Prak.g_01344
OG0000923	Prbb.g_01655	Prak.g_01345
OG0000924	Prbb.g_01656	Prak.g_01346
OG0000925	Prbb.g_01657	Prak.g_01347
OG0000926	Prbb.g_02044	Prak.g_01824
OG0000927	Prbb.g_01668	Prak.g_01374
OG0000928	Prbb.g_01669	Prak.g_01375
OG0000929	Prbb.g_01670	Prak.g_01376
OG0000930	Prbb.g_01671	Prak.g_01377
OG0000931	Prbb.g_01672	Prak.g_01378
OG0000932	Prbb.g_01674	Prak.g_01380
OG0000933	Prbb.g_01675	Prak.g_01381
OG0000934	Prbb.g_01676	Prak.g_01382
OG0000935	Prbb.g_01677	Prak.g_01383
OG0000936	Prbb.g_01678	Prak.g_01384
OG0000937	Prbb.g_01679	Prak.g_01385
OG0000938	Prbb.g_01680	Prak.g_01386
OG0000939	Prbb.g_01681	Prak.g_01387
OG0000940	Prbb.g_01683	Prak.g_01388
OG0000941	Prbb.g_01684	Prak.g_01389
OG0000942	Prbb.g_01685	Prak.g_01390
OG0000943	Prbb.g_01688	Prak.g_01393
OG0000944	Prbb.g_01689	Prak.g_01394
OG0000945	Prbb.g_01690	Prak.g_01395
OG0000946	Prbb.g_01691	Prak.g_01396
OG0000947	Prbb.g_01692	Prak.g_01397
OG0000948	Prbb.g_01693	Prak.g_01398
OG0000949	Prbb.g_01694	Prak.g_01399
OG0000950	Prbb.g_01695	Prak.g_01400
OG0000951	Prbb.g_01696	Prak.g_01401
OG0000952	Prbb.g_01697	Prak.g_01402
OG0000953	Prbb.g_01698	Prak.g_01403
OG0000954	Prbb.g_01699	Prak.g_01404
OG0000955	Prbb.g_01700	Prak.g_01405
OG0000956	Prbb.g_01701	Prak.g_01406
OG0000957	Prbb.g_00465	Prak.g_01407
OG0000958	Prbb.g_01702	Prak.g_01408
OG0000959	Prbb.g_01703	Prak.g_01409
OG0000960	Prbb.g_01704	Prak.g_01410
OG0000961	Prbb.g_01707	Prak.g_01414
OG0000962	Prbb.g_01708	Prak.g_01415
OG0000963	Prbb.g_01709	Prak.g_01416
OG0000964	Prbb.g_01711	Prak.g_01418
OG0000965	Prbb.g_01712	Prak.g_01419
OG0000966	Prbb.g_01713	Prak.g_01420
OG0000967	Prbb.g_01714	Prak.g_01421
OG0000968	Prbb.g_01715	Prak.g_01422
OG0000969	Prbb.g_01716	Prak.g_01423
OG0000970	Prbb.g_01717	Prak.g_01424
OG0000971	Prbb.g_01718	Prak.g_01425
OG0000972	Prbb.g_01719	Prak.g_01426
OG0000973	Prbb.g_01720	Prak.g_01427
OG0000974	Prbb.g_01722	Prak.g_01429
OG0000975	Prbb.g_01728	Prak.g_01435
OG0000976	Prbb.g_01731	Prak.g_01437
OG0000977	Prbb.g_01732	Prak.g_01439
OG0000978	Prbb.g_01733	Prak.g_01441
OG0000979	Prbb.g_01735	Prak.g_01443
OG0000980	Prbb.g_01736	Prak.g_01444
OG0000981	Prbb.g_01737	Prak.g_01445
OG0000982	Prbb.g_01738	Prak.g_01446
OG0000983	Prbb.g_01740	Prak.g_01448
OG0000984	Prbb.g_01741	Prak.g_01449
OG0000985	Prbb.g_01742	Prak.g_01450
OG0000986	Prbb.g_01744	Prak.g_01451
OG0000987	Prbb.g_01745	Prak.g_01452
OG0000988	Prbb.g_01746	Prak.g_01453
OG0000989	Prbb.g_01747	Prak.g_01454
OG0000990	Prbb.g_01748	Prak.g_01455
OG0000991	Prbb.g_01749	Prak.g_01456
OG0000992	Prbb.g_01750	Prak.g_01457
OG0000993	Prbb.g_01751	Prak.g_01458
OG0000994	Prbb.g_01752	Prak.g_01459
OG0000995	Prbb.g_01753	Prak.g_01460
OG0000996	Prbb.g_01754	Prak.g_01461
OG0000997	Prbb.g_01755	Prak.g_01462
OG0000998	Prbb.g_01756	Prak.g_01463
OG0000999	Prbb.g_01757	Prak.g_01464
OG0001000	Prbb.g_01758	Prak.g_01465
OG0001001	Prbb.g_01760	Prak.g_01467
OG0001002	Prbb.g_01761	Prak.g_01468
OG0001003	Prbb.g_01762	Prak.g_01469
OG0001004	Prbb.g_01763	Prak.g_01470
OG0001005	Prbb.g_01765	Prak.g_01473
OG0001006	Prbb.g_01766	Prak.g_01474
OG0001007	Prbb.g_01767	Prak.g_01475
OG0001008	Prbb.g_01769	Prak.g_01477
OG0001009	Prbb.g_01770	Prak.g_01478
OG0001010	Prbb.g_01555	Prak.g_01588
OG0001011	Prbb.g_01659	Prak.g_00590
OG0001012	Prbb.g_00799	Prak.g_00860
OG0001013	Prbb.g_01817	Prak.g_01638
OG0001014	Prbb.g_01818	Prak.g_01639
OG0001015	Prbb.g_01824	Prak.g_01646
OG0001016	Prbb.g_01825	Prak.g_01647
OG0001017	Prbb.g_01826	Prak.g_01648
OG0001018	Prbb.g_01827	Prak.g_01649
OG0001019	Prbb.g_01828	Prak.g_01651
OG0001020	Prbb.g_01829	Prak.g_01652
OG0001021	Prbb.g_01830	Prak.g_01653
OG0001022	Prbb.g_01831	Prak.g_01654
OG0001023	Prbb.g_01832	Prak.g_01655
OG0001024	Prbb.g_01833	Prak.g_01657
OG0001025	Prbb.g_01834	Prak.g_01658
OG0001026	Prbb.g_01835	Prak.g_01659
OG0001027	Prbb.g_01836	Prak.g_01660
OG0001028	Prbb.g_01837	Prak.g_01661
OG0001029	Prbb.g_01838	Prak.g_01662
OG0001030	Prbb.g_01839	Prak.g_01663
OG0001031	Prbb.g_01840	Prak.g_01664
OG0001032	Prbb.g_01841	Prak.g_01665
OG0001033	Prbb.g_01842	Prak.g_01666
OG0001034	Prbb.g_01843	Prak.g_01667
OG0001035	Prbb.g_01845	Prak.g_01669
OG0001036	Prbb.g_01846	Prak.g_01670
OG0001037	Prbb.g_01847	Prak.g_01671
OG0001038	Prbb.g_01848	Prak.g_01672
OG0001039	Prbb.g_01849	Prak.g_01673
OG0001040	Prbb.g_01851	Prak.g_01674
OG0001041	Prbb.g_01852	Prak.g_01675
OG0001042	Prbb.g_01853	Prak.g_01676
OG0001043	Prbb.g_01854	Prak.g_01677
OG0001044	Prbb.g_01855	Prak.g_01678
OG0001045	Prbb.g_01856	Prak.g_01679
OG0001046	Prbb.g_01857	Prak.g_01680
OG0001047	Prbb.g_01859	Prak.g_01683
OG0001048	Prbb.g_01861	Prak.g_01685
OG0001049	Prbb.g_01862	Prak.g_01686
OG0001050	Prbb.g_01863	Prak.g_01687
OG0001051	Prbb.g_01864	Prak.g_01688
OG0001052	Prbb.g_01865	Prak.g_01689
OG0001053	Prbb.g_01867	Prak.g_01691
OG0001054	Prbb.g_01869	Prak.g_01693
OG0001055	Prbb.g_01870	Prak.g_01694
OG0001056	Prbb.g_01871	Prak.g_01695
OG0001057	Prbb.g_01872	Prak.g_01696
OG0001058	Prbb.g_01873	Prak.g_01697
OG0001059	Prbb.g_01874	Prak.g_01698
OG0001060	Prbb.g_01875	Prak.g_01699
OG0001061	Prbb.g_01876	Prak.g_01700
OG0001062	Prbb.g_01877	Prak.g_01701
OG0001063	Prbb.g_01878	Prak.g_01702
OG0001064	Prbb.g_01880	Prak.g_01704
OG0001065	Prbb.g_01922	Prak.g_01708
OG0001066	Prbb.g_01924	Prak.g_01710
OG0001067	Prbb.g_01925	Prak.g_01711
OG0001068	Prbb.g_01927	Prak.g_01714
OG0001069	Prbb.g_01928	Prak.g_01715
OG0001070	Prbb.g_01929	Prak.g_01716
OG0001071	Prbb.g_01930	Prak.g_01717
OG0001072	Prbb.g_01931	Prak.g_01718
OG0001073	Prbb.g_01932	Prak.g_01719
OG0001074	Prbb.g_01933	Prak.g_01720
OG0001075	Prbb.g_01934	Prak.g_01721
OG0001076	Prbb.g_01935	Prak.g_01722
OG0001077	Prbb.g_01936	Prak.g_01723
OG0001078	Prbb.g_01937	Prak.g_01724
OG0001079	Prbb.g_01938	Prak.g_01725
OG0001080	Prbb.g_01939	Prak.g_01726
OG0001081	Prbb.g_01948	Prak.g_01730
OG0001082	Prbb.g_01947	Prak.g_01731
OG0001083	Prbb.g_01943	Prak.g_01734
OG0001084	Prbb.g_01945	Prak.g_01733
OG0001085	Prbb.g_01946	Prak.g_01732
OG0001086	Prbb.g_01942	Prak.g_01729
OG0001087	Prbb.g_01941	Prak.g_01728
OG0001088	Prbb.g_01940	Prak.g_01727
OG0001089	Prbb.g_01958	Prak.g_01737
OG0001090	Prbb.g_01960	Prak.g_01739
OG0001091	Prbb.g_01961	Prak.g_01740
OG0001092	Prbb.g_01962	Prak.g_01741
OG0001093	Prbb.g_01963	Prak.g_01742
OG0001094	Prbb.g_01964	Prak.g_01743
