Orthogroup	Prah	Pras
OG0000588	Prah.g_00444	Pras.g_01546
OG0000589	Prah.g_00442	Pras.g_01547
OG0000590	Prah.g_02193	Pras.g_01549
OG0000591	Prah.g_01789	Pras.g_01555
OG0000592	Prah.g_01029	Pras.g_01556
OG0000593	Prah.g_02413	Pras.g_01557
OG0000594	Prah.g_00625	Pras.g_01559
OG0000595	Prah.g_02051	Pras.g_01560
OG0000596	Prah.g_00981	Pras.g_01561
OG0000597	Prah.g_00965	Pras.g_01563
OG0000598	Prah.g_00968	Pras.g_01564
OG0000599	Prah.g_00972	Pras.g_01565
OG0000600	Prah.g_00973	Pras.g_01566
OG0000601	Prah.g_00985	Pras.g_01568
OG0000602	Prah.g_00986	Pras.g_01569
OG0000603	Prah.g_00987	Pras.g_01570
OG0000604	Prah.g_01022	Pras.g_01571
OG0000605	Prah.g_01023	Pras.g_01572
OG0000606	Prah.g_01025	Pras.g_01573
OG0000607	Prah.g_01028	Pras.g_01575
OG0000608	Prah.g_00706	Pras.g_01576
OG0000609	Prah.g_02588	Pras.g_01580
OG0000610	Prah.g_01344	Pras.g_01581
OG0000611	Prah.g_00886	Pras.g_01607
OG0000612	Prah.g_00885	Pras.g_01608
OG0000613	Prah.g_00884	Pras.g_01609
OG0000614	Prah.g_00882	Pras.g_01610
OG0000615	Prah.g_00881	Pras.g_01612
OG0000616	Prah.g_00880	Pras.g_01613
OG0000617	Prah.g_00879	Pras.g_01614
OG0000618	Prah.g_00878	Pras.g_01615
OG0000619	Prah.g_00876	Pras.g_01616
OG0000620	Prah.g_00875	Pras.g_01617
OG0000621	Prah.g_00874	Pras.g_01618
OG0000622	Prah.g_00873	Pras.g_01619
OG0000623	Prah.g_00872	Pras.g_01620
OG0000624	Prah.g_00871	Pras.g_01621
OG0000625	Prah.g_00870	Pras.g_01622
OG0000626	Prah.g_00869	Pras.g_01623
OG0000627	Prah.g_00746	Pras.g_01624
OG0000628	Prah.g_00747	Pras.g_01625
OG0000629	Prah.g_00750	Pras.g_01626
OG0000630	Prah.g_00751	Pras.g_01627
OG0000631	Prah.g_00754	Pras.g_01629
OG0000632	Prah.g_01043	Pras.g_01645
OG0000633	Prah.g_01447	Pras.g_01649
OG0000634	Prah.g_01543	Pras.g_01664
OG0000635	Prah.g_00788	Pras.g_01665
OG0000636	Prah.g_00787	Pras.g_01666
OG0000637	Prah.g_00786	Pras.g_01667
OG0000638	Prah.g_01946	Pras.g_01679
OG0000639	Prah.g_01802	Pras.g_01688
OG0000640	Prah.g_00755	Pras.g_01690
OG0000641	Prah.g_00758	Pras.g_01692
OG0000642	Prah.g_00759	Pras.g_01693
OG0000643	Prah.g_00760	Pras.g_01694
OG0000644	Prah.g_00673	Pras.g_01695
OG0000645	Prah.g_00672	Pras.g_01696
OG0000646	Prah.g_00671	Pras.g_01697
OG0000647	Prah.g_00670	Pras.g_01698
OG0000648	Prah.g_00668	Pras.g_01700
OG0000649	Prah.g_00667	Pras.g_01701
OG0000650	Prah.g_00666	Pras.g_01702
OG0000651	Prah.g_00665	Pras.g_01703
OG0000652	Prah.g_00664	Pras.g_01704
OG0000653	Prah.g_00663	Pras.g_01705
OG0000654	Prah.g_00661	Pras.g_01707
OG0000655	Prah.g_00659	Pras.g_01709
OG0000656	Prah.g_00658	Pras.g_01710
OG0000657	Prah.g_00657	Pras.g_01711
OG0000658	Prah.g_00656	Pras.g_01712
OG0000659	Prah.g_00655	Pras.g_01713
OG0000660	Prah.g_00654	Pras.g_01714
OG0000661	Prah.g_00652	Pras.g_01715
OG0000662	Prah.g_00650	Pras.g_01716
OG0000663	Prah.g_00649	Pras.g_01717
OG0000664	Prah.g_00648	Pras.g_01718
OG0000665	Prah.g_00647	Pras.g_01719
OG0000666	Prah.g_00646	Pras.g_01720
OG0000667	Prah.g_00645	Pras.g_01721
OG0000668	Prah.g_00644	Pras.g_01722
OG0000669	Prah.g_00640	Pras.g_01724
OG0000670	Prah.g_00639	Pras.g_01725
OG0000671	Prah.g_00638	Pras.g_01726
OG0000672	Prah.g_00637	Pras.g_01727
OG0000673	Prah.g_00636	Pras.g_01728
OG0000674	Prah.g_00635	Pras.g_01729
OG0000675	Prah.g_00609	Pras.g_01731
OG0000676	Prah.g_00608	Pras.g_01732
OG0000677	Prah.g_00605	Pras.g_01734
OG0000678	Prah.g_00603	Pras.g_01736
OG0000679	Prah.g_00601	Pras.g_01737
OG0000680	Prah.g_00600	Pras.g_01738
OG0000681	Prah.g_00599	Pras.g_01739
OG0000682	Prah.g_00598	Pras.g_01740
OG0000683	Prah.g_00596	Pras.g_01742
OG0000684	Prah.g_00595	Pras.g_01743
OG0000685	Prah.g_00594	Pras.g_01744
OG0000686	Prah.g_00593	Pras.g_01745
OG0000687	Prah.g_00592	Pras.g_01746
OG0000688	Prah.g_00591	Pras.g_01747
OG0000689	Prah.g_00589	Pras.g_01748
OG0000690	Prah.g_00588	Pras.g_01749
OG0000691	Prah.g_00587	Pras.g_01750
OG0000692	Prah.g_00575	Pras.g_01752
OG0000693	Prah.g_00574	Pras.g_01753
OG0000694	Prah.g_00572	Pras.g_01754
OG0000695	Prah.g_00568	Pras.g_01755
OG0000696	Prah.g_00566	Pras.g_01756
OG0000697	Prah.g_00564	Pras.g_01758
OG0000698	Prah.g_00743	Pras.g_01760
OG0000699	Prah.g_00866	Pras.g_01761
OG0000700	Prah.g_00850	Pras.g_01788
OG0000701	Prah.g_00192	Pras.g_01791
OG0000702	Prah.g_00558	Pras.g_01792
OG0000703	Prah.g_00740	Pras.g_01793
OG0000704	Prah.g_01212	Pras.g_01794
OG0000705	Prah.g_00739	Pras.g_01795
OG0000706	Prah.g_00738	Pras.g_01796
OG0000707	Prah.g_00736	Pras.g_01798
OG0000708	Prah.g_00735	Pras.g_01799
OG0000709	Prah.g_00733	Pras.g_01801
OG0000710	Prah.g_00732	Pras.g_01802
OG0000711	Prah.g_00731	Pras.g_01803
OG0000712	Prah.g_00730	Pras.g_01804
OG0000713	Prah.g_00729	Pras.g_01805
OG0000714	Prah.g_00726	Pras.g_01807
OG0000715	Prah.g_00724	Pras.g_01808
OG0000716	Prah.g_00721	Pras.g_01810
OG0000717	Prah.g_00718	Pras.g_01811
OG0000718	Prah.g_00715	Pras.g_01812
OG0000719	Prah.g_00702	Pras.g_01814
OG0000720	Prah.g_00701	Pras.g_01815
OG0000721	Prah.g_00699	Pras.g_01818
OG0000722	Prah.g_00698	Pras.g_01819
OG0000723	Prah.g_00697	Pras.g_01820
OG0000724	Prah.g_00683	Pras.g_01821
OG0000725	Prah.g_00684	Pras.g_01822
OG0000726	Prah.g_00685	Pras.g_01823
OG0000727	Prah.g_00686	Pras.g_01824
OG0000728	Prah.g_00687	Pras.g_01825
OG0000729	Prah.g_00689	Pras.g_01826
OG0000730	Prah.g_00692	Pras.g_01827
OG0000731	Prah.g_00681	Pras.g_01828
OG0000732	Prah.g_00680	Pras.g_01829
OG0000733	Prah.g_00679	Pras.g_01830
OG0000734	Prah.g_00678	Pras.g_01831
OG0000735	Prah.g_00677	Pras.g_01833
OG0000736	Prah.g_00675	Pras.g_01834
OG0000737	Prah.g_00674	Pras.g_01835
OG0000738	Prah.g_00761	Pras.g_01836
OG0000739	Prah.g_00762	Pras.g_01837
OG0000740	Prah.g_00763	Pras.g_01838
OG0000741	Prah.g_00765	Pras.g_01839
OG0000742	Prah.g_00767	Pras.g_01841
OG0000743	Prah.g_00768	Pras.g_01842
OG0000744	Prah.g_00770	Pras.g_01843
OG0000745	Prah.g_00771	Pras.g_01844
OG0000746	Prah.g_00772	Pras.g_01845
OG0000747	Prah.g_01178	Pras.g_01846
OG0000748	Prah.g_00780	Pras.g_01847
OG0000749	Prah.g_00781	Pras.g_01848
OG0000750	Prah.g_00783	Pras.g_01849
OG0000751	Prah.g_00784	Pras.g_01850
OG0000752	Prah.g_02517	Pras.g_01851
OG0000753	Prah.g_00789	Pras.g_01853
OG0000754	Prah.g_00790	Pras.g_01854
OG0000755	Prah.g_00791	Pras.g_01855
OG0000756	Prah.g_00793	Pras.g_01856
OG0000757	Prah.g_00794	Pras.g_01857
OG0000758	Prah.g_00795	Pras.g_01858
OG0000759	Prah.g_00800	Pras.g_01860
OG0000760	Prah.g_00801	Pras.g_01861
OG0000761	Prah.g_00803	Pras.g_01862
OG0000762	Prah.g_00806	Pras.g_01864
OG0000763	Prah.g_00808	Pras.g_01865
OG0000764	Prah.g_00810	Pras.g_01866
OG0000765	Prah.g_00811	Pras.g_01867
OG0000766	Prah.g_00812	Pras.g_01868
OG0000767	Prah.g_00814	Pras.g_01870
OG0000768	Prah.g_00815	Pras.g_01871
OG0000769	Prah.g_00816	Pras.g_01872
OG0000770	Prah.g_00817	Pras.g_01873
OG0000771	Prah.g_00818	Pras.g_01874
OG0000772	Prah.g_01131	Pras.g_01875
OG0000773	Prah.g_00821	Pras.g_01876
OG0000774	Prah.g_00824	Pras.g_01877
OG0000775	Prah.g_00826	Pras.g_01878
OG0000776	Prah.g_00828	Pras.g_01881
OG0000777	Prah.g_00829	Pras.g_01883
OG0000778	Prah.g_00830	Pras.g_01884
OG0000779	Prah.g_00833	Pras.g_01885
OG0000780	Prah.g_00835	Pras.g_01887
OG0000781	Prah.g_00839	Pras.g_01889
OG0000782	Prah.g_00840	Pras.g_01890
OG0000783	Prah.g_00846	Pras.g_01903
OG0000784	Prah.g_00848	Pras.g_01905
OG0000785	Prah.g_00849	Pras.g_01906
OG0000786	Prah.g_00851	Pras.g_01907
OG0000787	Prah.g_00852	Pras.g_01908
OG0000788	Prah.g_00858	Pras.g_01912
OG0000789	Prah.g_00861	Pras.g_01914
OG0000790	Prah.g_02518	Pras.g_01915
OG0000791	Prah.g_00862	Pras.g_01916
OG0000792	Prah.g_00863	Pras.g_01917
OG0000793	Prah.g_00864	Pras.g_01918
OG0000794	Prah.g_00867	Pras.g_01920
OG0000795	Prah.g_00903	Pras.g_01923
OG0000796	Prah.g_00904	Pras.g_01924
OG0000797	Prah.g_00907	Pras.g_01926
OG0000798	Prah.g_00908	Pras.g_01927
OG0000799	Prah.g_00909	Pras.g_01928
OG0000800	Prah.g_00910	Pras.g_01929
OG0000801	Prah.g_00913	Pras.g_01932
OG0000802	Prah.g_00914	Pras.g_01933
OG0000803	Prah.g_00919	Pras.g_01935
OG0000804	Prah.g_00920	Pras.g_01936
OG0000805	Prah.g_00921	Pras.g_01937
OG0000806	Prah.g_00922	Pras.g_01939
OG0000807	Prah.g_00893	Pras.g_01964
OG0000808	Prah.g_00539	Pras.g_01973
OG0000809	Prah.g_01601	Pras.g_01976
OG0000810	Prah.g_01176	Pras.g_01977
OG0000811	Prah.g_00133	Pras.g_01984
OG0000812	Prah.g_01942	Pras.g_01988
OG0000813	Prah.g_01932	Pras.g_01992
OG0000814	Prah.g_00383	Pras.g_01994
OG0000815	Prah.g_00521	Pras.g_00009
OG0000816	Prah.g_02532	Pras.g_00024
OG0000817	Prah.g_02525	Pras.g_00025
OG0000818	Prah.g_01803	Pras.g_00030
OG0000819	Prah.g_00378	Pras.g_00037
OG0000820	Prah.g_01905	Pras.g_00041
OG0000821	Prah.g_01340	Pras.g_00043
OG0000822	Prah.g_01339	Pras.g_00044
OG0000823	Prah.g_01338	Pras.g_00045
OG0000824	Prah.g_01337	Pras.g_00046
OG0000825	Prah.g_01336	Pras.g_00047
OG0000826	Prah.g_01335	Pras.g_00048
OG0000827	Prah.g_01331	Pras.g_00049
OG0000828	Prah.g_01329	Pras.g_00050
OG0000829	Prah.g_01328	Pras.g_00051
OG0000830	Prah.g_01325	Pras.g_00052
OG0000831	Prah.g_01323	Pras.g_00055
OG0000832	Prah.g_01321	Pras.g_00057
OG0000833	Prah.g_01320	Pras.g_00058
OG0000834	Prah.g_01318	Pras.g_00059
OG0000835	Prah.g_01317	Pras.g_00060
OG0000836	Prah.g_01316	Pras.g_00061
OG0000837	Prah.g_01307	Pras.g_00063
OG0000838	Prah.g_01305	Pras.g_00064
OG0000839	Prah.g_01304	Pras.g_00065
OG0000840	Prah.g_01303	Pras.g_00066
OG0000841	Prah.g_01302	Pras.g_00067
OG0000842	Prah.g_01298	Pras.g_00068
OG0000843	Prah.g_01297	Pras.g_00069
OG0000844	Prah.g_01296	Pras.g_00070
OG0000845	Prah.g_01295	Pras.g_00071
OG0000846	Prah.g_01292	Pras.g_00074
OG0000847	Prah.g_01291	Pras.g_00076
OG0000848	Prah.g_01262	Pras.g_00077
OG0000849	Prah.g_01259	Pras.g_00078
OG0000850	Prah.g_01258	Pras.g_00079
OG0000851	Prah.g_01255	Pras.g_00080
OG0000852	Prah.g_01253	Pras.g_00082
OG0000853	Prah.g_01251	Pras.g_00083
OG0000854	Prah.g_01249	Pras.g_00085
OG0000855	Prah.g_01248	Pras.g_00086
OG0000856	Prah.g_01247	Pras.g_00087
OG0000857	Prah.g_01246	Pras.g_00088
OG0000858	Prah.g_01245	Pras.g_00089
OG0000859	Prah.g_01244	Pras.g_00090
OG0000860	Prah.g_01243	Pras.g_00091
OG0000861	Prah.g_01263	Pras.g_00092
OG0000862	Prah.g_01264	Pras.g_00093
OG0000863	Prah.g_01265	Pras.g_00094
OG0000864	Prah.g_01266	Pras.g_00095
OG0000865	Prah.g_01268	Pras.g_00097
OG0000866	Prah.g_01272	Pras.g_00098
OG0000867	Prah.g_01273	Pras.g_00099
OG0000868	Prah.g_01275	Pras.g_00100
OG0000869	Prah.g_01278	Pras.g_00102
OG0000870	Prah.g_01279	Pras.g_00103
OG0000871	Prah.g_01282	Pras.g_00105
OG0000872	Prah.g_01283	Pras.g_00106
OG0000873	Prah.g_01285	Pras.g_00108
OG0000874	Prah.g_01286	Pras.g_00109
OG0000875	Prah.g_01289	Pras.g_00110
OG0000876	Prah.g_01290	Pras.g_00111
OG0000877	Prah.g_01239	Pras.g_00113
OG0000878	Prah.g_01610	Pras.g_00178
OG0000879	Prah.g_01349	Pras.g_00197
OG0000880	Prah.g_01350	Pras.g_00198
OG0000881	Prah.g_01351	Pras.g_00199
OG0000882	Prah.g_01353	Pras.g_00200
OG0000883	Prah.g_01355	Pras.g_00201
OG0000884	Prah.g_01357	Pras.g_00204
OG0000885	Prah.g_01358	Pras.g_00205
OG0000886	Prah.g_01359	Pras.g_00206
OG0000887	Prah.g_01360	Pras.g_00207
OG0000888	Prah.g_01361	Pras.g_00208
OG0000889	Prah.g_01365	Pras.g_00211
OG0000890	Prah.g_01368	Pras.g_00212
OG0000891	Prah.g_01369	Pras.g_00213
OG0000892	Prah.g_01372	Pras.g_00214
OG0000893	Prah.g_01373	Pras.g_00216
OG0000894	Prah.g_01374	Pras.g_00217
OG0000895	Prah.g_01375	Pras.g_00218
OG0000896	Prah.g_01376	Pras.g_00219
OG0000897	Prah.g_01377	Pras.g_00220
OG0000898	Prah.g_01380	Pras.g_00223
OG0000899	Prah.g_01381	Pras.g_00224
OG0000900	Prah.g_00327	Pras.g_00232
OG0000901	Prah.g_00323	Pras.g_00236
OG0000902	Prah.g_00224	Pras.g_00237
OG0000903	Prah.g_00571	Pras.g_00238
OG0000904	Prah.g_01183	Pras.g_00240
OG0000905	Prah.g_00918	Pras.g_00242
OG0000906	Prah.g_00895	Pras.g_00244
OG0000907	Prah.g_00560	Pras.g_00245
OG0000908	Prah.g_01663	Pras.g_00248
OG0000909	Prah.g_01577	Pras.g_00252
OG0000910	Prah.g_01578	Pras.g_00253
OG0000911	Prah.g_01579	Pras.g_00254
OG0000912	Prah.g_01580	Pras.g_00255
OG0000913	Prah.g_01581	Pras.g_00256
OG0000914	Prah.g_01582	Pras.g_00257
OG0000915	Prah.g_01583	Pras.g_00258
OG0000916	Prah.g_01584	Pras.g_00259
OG0000917	Prah.g_01586	Pras.g_00260
OG0000918	Prah.g_01587	Pras.g_00261
OG0000919	Prah.g_01588	Pras.g_00262
OG0000920	Prah.g_01589	Pras.g_00263
OG0000921	Prah.g_01590	Pras.g_00264
OG0000922	Prah.g_01591	Pras.g_00265
OG0000923	Prah.g_01592	Pras.g_00266
OG0000924	Prah.g_01593	Pras.g_00267
OG0000925	Prah.g_01594	Pras.g_00268
OG0000926	Prah.g_02242	Pras.g_00289
OG0000927	Prah.g_00435	Pras.g_00332
OG0000928	Prah.g_00434	Pras.g_00333
OG0000929	Prah.g_00433	Pras.g_00334
OG0000930	Prah.g_00428	Pras.g_00335
OG0000931	Prah.g_00427	Pras.g_00336
OG0000932	Prah.g_00423	Pras.g_00338
OG0000933	Prah.g_00421	Pras.g_00339
OG0000934	Prah.g_00420	Pras.g_00340
OG0000935	Prah.g_00419	Pras.g_00341
OG0000936	Prah.g_00418	Pras.g_00342
OG0000937	Prah.g_00417	Pras.g_00343
OG0000938	Prah.g_00415	Pras.g_00344
OG0000939	Prah.g_00414	Pras.g_00345
OG0000940	Prah.g_00412	Pras.g_00346
OG0000941	Prah.g_00410	Pras.g_00348
OG0000942	Prah.g_00409	Pras.g_00349
OG0000943	Prah.g_00406	Pras.g_00352
OG0000944	Prah.g_00403	Pras.g_00353
OG0000945	Prah.g_00402	Pras.g_00354
OG0000946	Prah.g_00401	Pras.g_00355
OG0000947	Prah.g_00400	Pras.g_00356
OG0000948	Prah.g_00399	Pras.g_00357
OG0000949	Prah.g_00398	Pras.g_00358
OG0000950	Prah.g_00397	Pras.g_00359
OG0000951	Prah.g_00396	Pras.g_00360
OG0000952	Prah.g_00395	Pras.g_00361
OG0000953	Prah.g_00394	Pras.g_00362
OG0000954	Prah.g_00391	Pras.g_00363
OG0000955	Prah.g_00390	Pras.g_00364
OG0000956	Prah.g_00389	Pras.g_00365
OG0000957	Prah.g_00388	Pras.g_00366
OG0000958	Prah.g_00386	Pras.g_00367
OG0000959	Prah.g_00385	Pras.g_00368
OG0000960	Prah.g_00384	Pras.g_00369
OG0000961	Prah.g_00379	Pras.g_00373
OG0000962	Prah.g_00376	Pras.g_00374
OG0000963	Prah.g_00374	Pras.g_00375
OG0000964	Prah.g_00371	Pras.g_00377
OG0000965	Prah.g_00370	Pras.g_00378
OG0000966	Prah.g_00369	Pras.g_00379
OG0000967	Prah.g_00368	Pras.g_00380
OG0000968	Prah.g_00367	Pras.g_00381
OG0000969	Prah.g_00366	Pras.g_00382
OG0000970	Prah.g_00365	Pras.g_00384
OG0000971	Prah.g_00364	Pras.g_00385
OG0000972	Prah.g_00363	Pras.g_00386
OG0000973	Prah.g_00362	Pras.g_00387
OG0000974	Prah.g_00360	Pras.g_00389
OG0000975	Prah.g_01217	Pras.g_00392
OG0000976	Prah.g_01605	Pras.g_00394
OG0000977	Prah.g_01615	Pras.g_00395
OG0000978	Prah.g_01617	Pras.g_00396
OG0000979	Prah.g_01619	Pras.g_00399
OG0000980	Prah.g_01620	Pras.g_00400
OG0000981	Prah.g_00538	Pras.g_00401
OG0000982	Prah.g_01621	Pras.g_00402
OG0000983	Prah.g_01623	Pras.g_00405
OG0000984	Prah.g_01624	Pras.g_00406
OG0000985	Prah.g_01625	Pras.g_00407
OG0000986	Prah.g_01627	Pras.g_00408
OG0000987	Prah.g_01628	Pras.g_00409
OG0000988	Prah.g_01631	Pras.g_00410
OG0000989	Prah.g_01632	Pras.g_00411
OG0000990	Prah.g_01633	Pras.g_00412
OG0000991	Prah.g_01634	Pras.g_00413
OG0000992	Prah.g_01635	Pras.g_00414
OG0000993	Prah.g_01636	Pras.g_00415
OG0000994	Prah.g_01637	Pras.g_00416
OG0000995	Prah.g_01639	Pras.g_00417
OG0000996	Prah.g_01640	Pras.g_00418
OG0000997	Prah.g_01641	Pras.g_00419
OG0000998	Prah.g_01642	Pras.g_00420
OG0000999	Prah.g_01643	Pras.g_00421
OG0001000	Prah.g_01644	Pras.g_00422
OG0001001	Prah.g_01645	Pras.g_00424
OG0001002	Prah.g_01648	Pras.g_00425
OG0001003	Prah.g_01649	Pras.g_00426
OG0001004	Prah.g_01791	Pras.g_00427
OG0001005	Prah.g_01651	Pras.g_00428
OG0001006	Prah.g_01652	Pras.g_00429
OG0001007	Prah.g_01653	Pras.g_00430
OG0001008	Prah.g_01655	Pras.g_00432
OG0001009	Prah.g_01656	Pras.g_00433
OG0001010	Prah.g_00541	Pras.g_00441
OG0001011	Prah.g_00515	Pras.g_00448
OG0001012	Prah.g_00651	Pras.g_00473
OG0001013	Prah.g_01667	Pras.g_00544
OG0001014	Prah.g_01668	Pras.g_00545
OG0001015	Prah.g_01677	Pras.g_00551
OG0001016	Prah.g_01678	Pras.g_00552
OG0001017	Prah.g_01679	Pras.g_00553
OG0001018	Prah.g_01681	Pras.g_00554
OG0001019	Prah.g_01685	Pras.g_00556
OG0001020	Prah.g_01687	Pras.g_00557
OG0001021	Prah.g_01688	Pras.g_00558
OG0001022	Prah.g_01689	Pras.g_00559
OG0001023	Prah.g_01690	Pras.g_00560
OG0001024	Prah.g_01692	Pras.g_00561
OG0001025	Prah.g_01693	Pras.g_00562
OG0001026	Prah.g_01694	Pras.g_00564
OG0001027	Prah.g_01695	Pras.g_00565
OG0001028	Prah.g_01696	Pras.g_00566
OG0001029	Prah.g_01697	Pras.g_00567
OG0001030	Prah.g_01698	Pras.g_00568
OG0001031	Prah.g_01699	Pras.g_00569
OG0001032	Prah.g_01700	Pras.g_00570
OG0001033	Prah.g_01701	Pras.g_00571
OG0001034	Prah.g_01703	Pras.g_00572
OG0001035	Prah.g_01705	Pras.g_00574
OG0001036	Prah.g_01707	Pras.g_00575
OG0001037	Prah.g_01709	Pras.g_00576
OG0001038	Prah.g_01710	Pras.g_00577
OG0001039	Prah.g_01711	Pras.g_00578
OG0001040	Prah.g_01713	Pras.g_00579
OG0001041	Prah.g_01714	Pras.g_00580
OG0001042	Prah.g_01716	Pras.g_00581
OG0001043	Prah.g_01717	Pras.g_00582
OG0001044	Prah.g_01718	Pras.g_00583
OG0001045	Prah.g_01719	Pras.g_00584
OG0001046	Prah.g_01720	Pras.g_00585
OG0001047	Prah.g_01727	Pras.g_00588
OG0001048	Prah.g_01729	Pras.g_00590
OG0001049	Prah.g_01730	Pras.g_00591
OG0001050	Prah.g_01731	Pras.g_00592
OG0001051	Prah.g_01732	Pras.g_00593
OG0001052	Prah.g_01733	Pras.g_00594
OG0001053	Prah.g_01736	Pras.g_00596
OG0001054	Prah.g_01738	Pras.g_00598
OG0001055	Prah.g_01739	Pras.g_00599
OG0001056	Prah.g_01740	Pras.g_00600
OG0001057	Prah.g_01741	Pras.g_00601
OG0001058	Prah.g_01742	Pras.g_00602
OG0001059	Prah.g_01743	Pras.g_00603
OG0001060	Prah.g_01744	Pras.g_00604
OG0001061	Prah.g_01745	Pras.g_00605
OG0001062	Prah.g_01759	Pras.g_00606
OG0001063	Prah.g_01760	Pras.g_00607
OG0001064	Prah.g_01762	Pras.g_00609
OG0001065	Prah.g_02073	Pras.g_00613
OG0001066	Prah.g_02071	Pras.g_00614
OG0001067	Prah.g_02070	Pras.g_00615
OG0001068	Prah.g_02067	Pras.g_00617
OG0001069	Prah.g_02066	Pras.g_00618
OG0001070	Prah.g_02065	Pras.g_00619
OG0001071	Prah.g_02064	Pras.g_00620
OG0001072	Prah.g_02063	Pras.g_00621
OG0001073	Prah.g_02062	Pras.g_00622
OG0001074	Prah.g_02061	Pras.g_00623
OG0001075	Prah.g_02060	Pras.g_00624
OG0001076	Prah.g_02059	Pras.g_00625
OG0001077	Prah.g_02058	Pras.g_00626
OG0001078	Prah.g_02056	Pras.g_00627
OG0001079	Prah.g_02055	Pras.g_00628
OG0001080	Prah.g_02054	Pras.g_00629
OG0001081	Prah.g_02041	Pras.g_00632
OG0001082	Prah.g_02042	Pras.g_00633
OG0001083	Prah.g_02046	Pras.g_00634
OG0001084	Prah.g_02044	Pras.g_00636
OG0001085	Prah.g_02043	Pras.g_00637
OG0001086	Prah.g_02047	Pras.g_00638
OG0001087	Prah.g_02048	Pras.g_00639
OG0001088	Prah.g_02050	Pras.g_00640
OG0001089	Prah.g_02039	Pras.g_00645
OG0001090	Prah.g_02037	Pras.g_00647
OG0001091	Prah.g_02036	Pras.g_00648
OG0001092	Prah.g_02035	Pras.g_00649
OG0001093	Prah.g_02034	Pras.g_00650
OG0001094	Prah.g_02033	Pras.g_00651
OG0001095	Prah.g_02032	Pras.g_00652
OG0001096	Prah.g_02031	Pras.g_00653
OG0001097	Prah.g_02030	Pras.g_00654
OG0001098	Prah.g_02029	Pras.g_00655
OG0001099	Prah.g_02028	Pras.g_00656
OG0001100	Prah.g_02027	Pras.g_00657
OG0001101	Prah.g_02026	Pras.g_00658
OG0001102	Prah.g_02025	Pras.g_00659
OG0001103	Prah.g_02024	Pras.g_00660
OG0001104	Prah.g_02023	Pras.g_00661
OG0001105	Prah.g_02022	Pras.g_00662
OG0001106	Prah.g_02021	Pras.g_00663
OG0001107	Prah.g_02020	Pras.g_00664
OG0001108	Prah.g_02019	Pras.g_00665
OG0001109	Prah.g_02018	Pras.g_00666
OG0001110	Prah.g_02017	Pras.g_00667
OG0001111	Prah.g_02016	Pras.g_00668
OG0001112	Prah.g_02015	Pras.g_00669
OG0001113	Prah.g_02014	Pras.g_00670
OG0001114	Prah.g_02013	Pras.g_00671
OG0001115	Prah.g_02012	Pras.g_00672
OG0001116	Prah.g_02011	Pras.g_00673
OG0001117	Prah.g_02010	Pras.g_00674
OG0001118	Prah.g_02009	Pras.g_00675
OG0001119	Prah.g_02008	Pras.g_00676
OG0001120	Prah.g_02007	Pras.g_00677
OG0001121	Prah.g_02004	Pras.g_00679
OG0001122	Prah.g_02003	Pras.g_00680
OG0001123	Prah.g_02002	Pras.g_00681
OG0001124	Prah.g_02000	Pras.g_00683
OG0001125	Prah.g_01998	Pras.g_00685
OG0001126	Prah.g_01997	Pras.g_00686
OG0001127	Prah.g_01994	Pras.g_00688
OG0001128	Prah.g_01993	Pras.g_00689
OG0001129	Prah.g_01991	Pras.g_00690
OG0001130	Prah.g_01988	Pras.g_00693
OG0001131	Prah.g_01987	Pras.g_00694
OG0001132	Prah.g_01986	Pras.g_00695
OG0001133	Prah.g_01985	Pras.g_00696
OG0001134	Prah.g_01984	Pras.g_00697
OG0001135	Prah.g_01983	Pras.g_00698
OG0001136	Prah.g_01982	Pras.g_00699
OG0001137	Prah.g_01981	Pras.g_00700
OG0001138	Prah.g_01980	Pras.g_00701
OG0001139	Prah.g_01978	Pras.g_00702
OG0001140	Prah.g_01977	Pras.g_00703
OG0001141	Prah.g_01976	Pras.g_00704
OG0001142	Prah.g_01966	Pras.g_00707
OG0001143	Prah.g_01965	Pras.g_00708
OG0001144	Prah.g_01963	Pras.g_00709
OG0001145	Prah.g_01962	Pras.g_00710
OG0001146	Prah.g_01961	Pras.g_00711
OG0001147	Prah.g_01960	Pras.g_00712
OG0001148	Prah.g_01958	Pras.g_00713
OG0001149	Prah.g_02224	Pras.g_00715
OG0001150	Prah.g_02227	Pras.g_00716
OG0001151	Prah.g_02231	Pras.g_00718
OG0001152	Prah.g_02232	Pras.g_00719
OG0001153	Prah.g_02234	Pras.g_00720
OG0001154	Prah.g_02236	Pras.g_00722
OG0001155	Prah.g_02239	Pras.g_00724
OG0001156	Prah.g_02241	Pras.g_00726
OG0001157	Prah.g_02243	Pras.g_00727
OG0001158	Prah.g_02245	Pras.g_00729
OG0001159	Prah.g_02246	Pras.g_00730
OG0001160	Prah.g_02247	Pras.g_00731
OG0001161	Prah.g_00168	Pras.g_00732
OG0001162	Prah.g_00167	Pras.g_00733
OG0001163	Prah.g_00166	Pras.g_00734
OG0001164	Prah.g_00165	Pras.g_00735
OG0001165	Prah.g_00164	Pras.g_00736
OG0001166	Prah.g_00163	Pras.g_00737
OG0001167	Prah.g_00156	Pras.g_00738
OG0001168	Prah.g_00155	Pras.g_00739
OG0001169	Prah.g_00154	Pras.g_00740
