Orthogroup	Prah	Prad
OG0000593	Prah.g_02413	Prad.g_01255
OG0000594	Prah.g_00625	Prad.g_01257
OG0000595	Prah.g_02051	Prad.g_01258
OG0000596	Prah.g_00981	Prad.g_01259
OG0000597	Prah.g_00965	Prad.g_01261
OG0000598	Prah.g_00968	Prad.g_01262
OG0000599	Prah.g_00972	Prad.g_01263
OG0000600	Prah.g_00973	Prad.g_01264
OG0000601	Prah.g_00985	Prad.g_01266
OG0000602	Prah.g_00986	Prad.g_01267
OG0000603	Prah.g_00987	Prad.g_01268
OG0000604	Prah.g_01022	Prad.g_01269
OG0000605	Prah.g_01023	Prad.g_01270
OG0000606	Prah.g_01025	Prad.g_01271
OG0000607	Prah.g_01028	Prad.g_01273
OG0000608	Prah.g_00706	Prad.g_01274
OG0000609	Prah.g_02588	Prad.g_01278
OG0000610	Prah.g_01344	Prad.g_01279
OG0000611	Prah.g_00886	Prad.g_01050
OG0000612	Prah.g_00885	Prad.g_01051
OG0000613	Prah.g_00884	Prad.g_01052
OG0000614	Prah.g_00882	Prad.g_01053
OG0000615	Prah.g_00881	Prad.g_01055
OG0000616	Prah.g_00880	Prad.g_01056
OG0000617	Prah.g_00879	Prad.g_01057
OG0000618	Prah.g_00878	Prad.g_01058
OG0000619	Prah.g_00876	Prad.g_01059
OG0000620	Prah.g_00875	Prad.g_01060
OG0000621	Prah.g_00874	Prad.g_01061
OG0000622	Prah.g_00873	Prad.g_01062
OG0000623	Prah.g_00872	Prad.g_01063
OG0000624	Prah.g_00871	Prad.g_01064
OG0000625	Prah.g_00870	Prad.g_01065
OG0000626	Prah.g_00869	Prad.g_01066
OG0000627	Prah.g_00746	Prad.g_01067
OG0000628	Prah.g_00747	Prad.g_01068
OG0000629	Prah.g_00750	Prad.g_01069
OG0000630	Prah.g_00751	Prad.g_01070
OG0000631	Prah.g_00754	Prad.g_01072
OG0000632	Prah.g_01043	Prad.g_01088
OG0000633	Prah.g_01447	Prad.g_01092
OG0000634	Prah.g_01543	Prad.g_01107
OG0000635	Prah.g_00788	Prad.g_01109
OG0000636	Prah.g_00787	Prad.g_01110
OG0000637	Prah.g_00786	Prad.g_01111
OG0000638	Prah.g_01946	Prad.g_01123
OG0000639	Prah.g_01802	Prad.g_01132
OG0000640	Prah.g_00755	Prad.g_01134
OG0000641	Prah.g_00758	Prad.g_01137
OG0000642	Prah.g_00759	Prad.g_01138
OG0000643	Prah.g_00760	Prad.g_01139
OG0000644	Prah.g_00673	Prad.g_01140
OG0000645	Prah.g_00672	Prad.g_01141
OG0000646	Prah.g_00671	Prad.g_01142
OG0000647	Prah.g_00670	Prad.g_01143
OG0000648	Prah.g_00668	Prad.g_01145
OG0000649	Prah.g_00667	Prad.g_01146
OG0000650	Prah.g_00666	Prad.g_01147
OG0000651	Prah.g_00665	Prad.g_01148
OG0000652	Prah.g_00664	Prad.g_01149
OG0000653	Prah.g_00663	Prad.g_01150
OG0000654	Prah.g_00661	Prad.g_01152
OG0000655	Prah.g_00659	Prad.g_01154
OG0000656	Prah.g_00658	Prad.g_01155
OG0000657	Prah.g_00657	Prad.g_01156
OG0000658	Prah.g_00656	Prad.g_01157
OG0000659	Prah.g_00655	Prad.g_01158
OG0000660	Prah.g_00654	Prad.g_01159
OG0000661	Prah.g_00652	Prad.g_01160
OG0000662	Prah.g_00650	Prad.g_01161
OG0000663	Prah.g_00649	Prad.g_01162
OG0000664	Prah.g_00648	Prad.g_01163
OG0000665	Prah.g_00647	Prad.g_01164
OG0000666	Prah.g_00646	Prad.g_01165
OG0000667	Prah.g_00645	Prad.g_01166
OG0000668	Prah.g_00644	Prad.g_01167
OG0000669	Prah.g_00640	Prad.g_01169
OG0000670	Prah.g_00639	Prad.g_01170
OG0000671	Prah.g_00638	Prad.g_01171
OG0000672	Prah.g_00637	Prad.g_01172
OG0000673	Prah.g_00636	Prad.g_01173
OG0000674	Prah.g_00635	Prad.g_01174
OG0000675	Prah.g_00609	Prad.g_01176
OG0000676	Prah.g_00608	Prad.g_01177
OG0000677	Prah.g_00605	Prad.g_01180
OG0000678	Prah.g_00603	Prad.g_01182
OG0000679	Prah.g_00601	Prad.g_01183
OG0000680	Prah.g_00600	Prad.g_01184
OG0000681	Prah.g_00599	Prad.g_01185
OG0000682	Prah.g_00598	Prad.g_00308
OG0000683	Prah.g_00596	Prad.g_00306
OG0000684	Prah.g_00595	Prad.g_00305
OG0000685	Prah.g_00594	Prad.g_00304
OG0000686	Prah.g_00593	Prad.g_00303
OG0000687	Prah.g_00592	Prad.g_00302
OG0000688	Prah.g_00591	Prad.g_00301
OG0000689	Prah.g_00589	Prad.g_00300
OG0000690	Prah.g_00588	Prad.g_00299
OG0000691	Prah.g_00587	Prad.g_00298
OG0000692	Prah.g_00575	Prad.g_00296
OG0000693	Prah.g_00574	Prad.g_00295
OG0000694	Prah.g_00572	Prad.g_00294
OG0000695	Prah.g_00568	Prad.g_00293
OG0000696	Prah.g_00566	Prad.g_00292
OG0000697	Prah.g_00564	Prad.g_00290
OG0000698	Prah.g_00743	Prad.g_00288
OG0000699	Prah.g_00866	Prad.g_00287
OG0000700	Prah.g_00850	Prad.g_00260
OG0000701	Prah.g_00192	Prad.g_00256
OG0000702	Prah.g_00558	Prad.g_00253
OG0000703	Prah.g_00740	Prad.g_00252
OG0000704	Prah.g_01212	Prad.g_00251
OG0000705	Prah.g_00739	Prad.g_00250
OG0000706	Prah.g_00738	Prad.g_00249
OG0000707	Prah.g_00736	Prad.g_00248
OG0000708	Prah.g_00735	Prad.g_00247
OG0000709	Prah.g_00733	Prad.g_00245
OG0000710	Prah.g_00732	Prad.g_00244
OG0000711	Prah.g_00731	Prad.g_00243
OG0000712	Prah.g_00730	Prad.g_00242
OG0000713	Prah.g_00729	Prad.g_00241
OG0000714	Prah.g_00726	Prad.g_00239
OG0000715	Prah.g_00724	Prad.g_00238
OG0000716	Prah.g_00721	Prad.g_00236
OG0000717	Prah.g_00718	Prad.g_00235
OG0000718	Prah.g_00715	Prad.g_00234
OG0000719	Prah.g_00702	Prad.g_00232
OG0000720	Prah.g_00701	Prad.g_00231
OG0000721	Prah.g_00699	Prad.g_00228
OG0000722	Prah.g_00698	Prad.g_00227
OG0000723	Prah.g_00697	Prad.g_00226
OG0000724	Prah.g_00683	Prad.g_00224
OG0000725	Prah.g_00684	Prad.g_00223
OG0000726	Prah.g_00685	Prad.g_00222
OG0000727	Prah.g_00686	Prad.g_00221
OG0000728	Prah.g_00687	Prad.g_00220
OG0000729	Prah.g_00689	Prad.g_00219
OG0000730	Prah.g_00692	Prad.g_00218
OG0000731	Prah.g_00681	Prad.g_00217
OG0000732	Prah.g_00680	Prad.g_00216
OG0000733	Prah.g_00679	Prad.g_00215
OG0000734	Prah.g_00678	Prad.g_00214
OG0000735	Prah.g_00677	Prad.g_00212
OG0000736	Prah.g_00675	Prad.g_00211
OG0000737	Prah.g_00674	Prad.g_00210
OG0000738	Prah.g_00761	Prad.g_00209
OG0000739	Prah.g_00762	Prad.g_00208
OG0000740	Prah.g_00763	Prad.g_00207
OG0000741	Prah.g_00765	Prad.g_00206
OG0000742	Prah.g_00767	Prad.g_00204
OG0000743	Prah.g_00768	Prad.g_00203
OG0000744	Prah.g_00770	Prad.g_00202
OG0000745	Prah.g_00771	Prad.g_00201
OG0000746	Prah.g_00772	Prad.g_00200
OG0000747	Prah.g_01178	Prad.g_00199
OG0000748	Prah.g_00780	Prad.g_00198
OG0000749	Prah.g_00781	Prad.g_00197
OG0000750	Prah.g_00783	Prad.g_00196
OG0000751	Prah.g_00784	Prad.g_00195
OG0000752	Prah.g_02517	Prad.g_00194
OG0000753	Prah.g_00789	Prad.g_00192
OG0000754	Prah.g_00790	Prad.g_00191
OG0000755	Prah.g_00791	Prad.g_00190
OG0000756	Prah.g_00793	Prad.g_00189
OG0000757	Prah.g_00794	Prad.g_00188
OG0000758	Prah.g_00795	Prad.g_00187
OG0000759	Prah.g_00800	Prad.g_00185
OG0000760	Prah.g_00801	Prad.g_00184
OG0000761	Prah.g_00803	Prad.g_00183
OG0000762	Prah.g_00806	Prad.g_00181
OG0000763	Prah.g_00808	Prad.g_00180
OG0000764	Prah.g_00810	Prad.g_00179
OG0000765	Prah.g_00811	Prad.g_00178
OG0000766	Prah.g_00812	Prad.g_00177
OG0000767	Prah.g_00814	Prad.g_00175
OG0000768	Prah.g_00815	Prad.g_00174
OG0000769	Prah.g_00816	Prad.g_00173
OG0000770	Prah.g_00817	Prad.g_00172
OG0000771	Prah.g_00818	Prad.g_00171
OG0000772	Prah.g_01131	Prad.g_00170
OG0000773	Prah.g_00821	Prad.g_00169
OG0000774	Prah.g_00824	Prad.g_00168
OG0000775	Prah.g_00826	Prad.g_00167
OG0000776	Prah.g_00828	Prad.g_00165
OG0000777	Prah.g_00829	Prad.g_00163
OG0000778	Prah.g_00830	Prad.g_00162
OG0000779	Prah.g_00833	Prad.g_00161
OG0000780	Prah.g_00835	Prad.g_00159
OG0000781	Prah.g_00839	Prad.g_00157
OG0000782	Prah.g_00840	Prad.g_00156
OG0000783	Prah.g_00846	Prad.g_00144
OG0000784	Prah.g_00848	Prad.g_00142
OG0000785	Prah.g_00849	Prad.g_00141
OG0000786	Prah.g_00851	Prad.g_00140
OG0000787	Prah.g_00852	Prad.g_00139
OG0000788	Prah.g_00858	Prad.g_00135
OG0000789	Prah.g_00861	Prad.g_01039
OG0000790	Prah.g_02518	Prad.g_01038
OG0000791	Prah.g_00862	Prad.g_01037
OG0000792	Prah.g_00863	Prad.g_01036
OG0000793	Prah.g_00864	Prad.g_01035
OG0000794	Prah.g_00867	Prad.g_01033
OG0000795	Prah.g_00903	Prad.g_01030
OG0000796	Prah.g_00904	Prad.g_01029
OG0000797	Prah.g_00907	Prad.g_01026
OG0000798	Prah.g_00908	Prad.g_01025
OG0000799	Prah.g_00909	Prad.g_01024
OG0000800	Prah.g_00910	Prad.g_01023
OG0000801	Prah.g_00913	Prad.g_01020
OG0000802	Prah.g_00914	Prad.g_01019
OG0000803	Prah.g_00919	Prad.g_01017
OG0000804	Prah.g_00920	Prad.g_01016
OG0000805	Prah.g_00921	Prad.g_01015
OG0000806	Prah.g_00922	Prad.g_01013
OG0000807	Prah.g_00893	Prad.g_00990
OG0000808	Prah.g_00539	Prad.g_00981
OG0000809	Prah.g_01601	Prad.g_00978
OG0000810	Prah.g_01176	Prad.g_00977
OG0000811	Prah.g_00133	Prad.g_00970
OG0000812	Prah.g_01942	Prad.g_00635
OG0000813	Prah.g_01932	Prad.g_00639
OG0000814	Prah.g_00383	Prad.g_00641
OG0000815	Prah.g_00521	Prad.g_00655
OG0000816	Prah.g_02532	Prad.g_01988
OG0000817	Prah.g_02525	Prad.g_01987
OG0000818	Prah.g_01803	Prad.g_01522
OG0000819	Prah.g_00378	Prad.g_01515
OG0000820	Prah.g_01905	Prad.g_01511
OG0000821	Prah.g_01340	Prad.g_01509
OG0000822	Prah.g_01339	Prad.g_01508
OG0000823	Prah.g_01338	Prad.g_01507
OG0000824	Prah.g_01337	Prad.g_01506
OG0000825	Prah.g_01336	Prad.g_01505
OG0000826	Prah.g_01335	Prad.g_01504
OG0000827	Prah.g_01331	Prad.g_01503
OG0000828	Prah.g_01329	Prad.g_01502
OG0000829	Prah.g_01328	Prad.g_01501
OG0000830	Prah.g_01325	Prad.g_01500
OG0000831	Prah.g_01323	Prad.g_01497
OG0000832	Prah.g_01321	Prad.g_01495
OG0000833	Prah.g_01320	Prad.g_01494
OG0000834	Prah.g_01318	Prad.g_01493
OG0000835	Prah.g_01317	Prad.g_01492
OG0000836	Prah.g_01316	Prad.g_01491
OG0000837	Prah.g_01307	Prad.g_01489
OG0000838	Prah.g_01305	Prad.g_01488
OG0000839	Prah.g_01304	Prad.g_01487
OG0000840	Prah.g_01303	Prad.g_01486
OG0000841	Prah.g_01302	Prad.g_01485
OG0000842	Prah.g_01298	Prad.g_01484
OG0000843	Prah.g_01297	Prad.g_01483
OG0000844	Prah.g_01296	Prad.g_01482
OG0000845	Prah.g_01295	Prad.g_01481
OG0000846	Prah.g_01292	Prad.g_01478
OG0000847	Prah.g_01291	Prad.g_01476
OG0000848	Prah.g_01262	Prad.g_01475
OG0000849	Prah.g_01259	Prad.g_01474
OG0000850	Prah.g_01258	Prad.g_01473
OG0000851	Prah.g_01255	Prad.g_01472
OG0000852	Prah.g_01253	Prad.g_01469
OG0000853	Prah.g_01251	Prad.g_01468
OG0000854	Prah.g_01249	Prad.g_01466
OG0000855	Prah.g_01248	Prad.g_01465
OG0000856	Prah.g_01247	Prad.g_01464
OG0000857	Prah.g_01246	Prad.g_01463
OG0000858	Prah.g_01245	Prad.g_01462
OG0000859	Prah.g_01244	Prad.g_01461
OG0000860	Prah.g_01243	Prad.g_01460
OG0000861	Prah.g_01263	Prad.g_01459
OG0000862	Prah.g_01264	Prad.g_01458
OG0000863	Prah.g_01265	Prad.g_01457
OG0000864	Prah.g_01266	Prad.g_01456
OG0000865	Prah.g_01268	Prad.g_01455
OG0000866	Prah.g_01272	Prad.g_01454
OG0000867	Prah.g_01273	Prad.g_01453
OG0000868	Prah.g_01275	Prad.g_01452
OG0000869	Prah.g_01278	Prad.g_01450
OG0000870	Prah.g_01279	Prad.g_01449
OG0000871	Prah.g_01282	Prad.g_01447
OG0000872	Prah.g_01283	Prad.g_01446
OG0000873	Prah.g_01285	Prad.g_01444
OG0000874	Prah.g_01286	Prad.g_01443
OG0000875	Prah.g_01289	Prad.g_01442
OG0000876	Prah.g_01290	Prad.g_01441
OG0000877	Prah.g_01239	Prad.g_01439
OG0000878	Prah.g_01610	Prad.g_00341
OG0000879	Prah.g_01349	Prad.g_00359
OG0000880	Prah.g_01350	Prad.g_00360
OG0000881	Prah.g_01351	Prad.g_00361
OG0000882	Prah.g_01353	Prad.g_00362
OG0000883	Prah.g_01355	Prad.g_00363
OG0000884	Prah.g_01357	Prad.g_00365
OG0000885	Prah.g_01358	Prad.g_00366
OG0000886	Prah.g_01359	Prad.g_00631
OG0000887	Prah.g_01360	Prad.g_00630
OG0000888	Prah.g_01361	Prad.g_00629
OG0000889	Prah.g_01365	Prad.g_00626
OG0000890	Prah.g_01368	Prad.g_00625
OG0000891	Prah.g_01369	Prad.g_00624
OG0000892	Prah.g_01372	Prad.g_00622
OG0000893	Prah.g_01373	Prad.g_00621
OG0000894	Prah.g_01374	Prad.g_00620
OG0000895	Prah.g_01375	Prad.g_00619
OG0000896	Prah.g_01376	Prad.g_00618
OG0000897	Prah.g_01377	Prad.g_00617
OG0000898	Prah.g_01380	Prad.g_00615
OG0000899	Prah.g_01381	Prad.g_00614
OG0000900	Prah.g_00327	Prad.g_00612
OG0000901	Prah.g_00323	Prad.g_00608
OG0000902	Prah.g_00224	Prad.g_00607
OG0000903	Prah.g_00571	Prad.g_00606
OG0000904	Prah.g_01183	Prad.g_00604
OG0000905	Prah.g_00918	Prad.g_00602
OG0000906	Prah.g_00895	Prad.g_00600
OG0000907	Prah.g_00560	Prad.g_00599
OG0000908	Prah.g_01663	Prad.g_00596
OG0000909	Prah.g_01577	Prad.g_00592
OG0000910	Prah.g_01578	Prad.g_00591
OG0000911	Prah.g_01579	Prad.g_00590
OG0000912	Prah.g_01580	Prad.g_00589
OG0000913	Prah.g_01581	Prad.g_00588
OG0000914	Prah.g_01582	Prad.g_00587
OG0000915	Prah.g_01583	Prad.g_00586
OG0000916	Prah.g_01584	Prad.g_00585
OG0000917	Prah.g_01586	Prad.g_00584
OG0000918	Prah.g_01587	Prad.g_00583
OG0000919	Prah.g_01588	Prad.g_00582
OG0000920	Prah.g_01589	Prad.g_00581
OG0000921	Prah.g_01590	Prad.g_00580
OG0000922	Prah.g_01591	Prad.g_00579
OG0000923	Prah.g_01592	Prad.g_00578
OG0000924	Prah.g_01593	Prad.g_00577
OG0000925	Prah.g_01594	Prad.g_00576
OG0000926	Prah.g_02242	Prad.g_00567
OG0000927	Prah.g_00435	Prad.g_00533
OG0000928	Prah.g_00434	Prad.g_00532
OG0000929	Prah.g_00433	Prad.g_00531
OG0000930	Prah.g_00428	Prad.g_00530
OG0000931	Prah.g_00427	Prad.g_00529
OG0000932	Prah.g_00423	Prad.g_00527
OG0000933	Prah.g_00421	Prad.g_00526
OG0000934	Prah.g_00420	Prad.g_00525
OG0000935	Prah.g_00419	Prad.g_00524
OG0000936	Prah.g_00418	Prad.g_00523
OG0000937	Prah.g_00417	Prad.g_00522
OG0000938	Prah.g_00415	Prad.g_00521
OG0000939	Prah.g_00414	Prad.g_00520
OG0000940	Prah.g_00412	Prad.g_00519
OG0000941	Prah.g_00410	Prad.g_00517
OG0000942	Prah.g_00409	Prad.g_00516
OG0000943	Prah.g_00406	Prad.g_00513
OG0000944	Prah.g_00403	Prad.g_00512
OG0000945	Prah.g_00402	Prad.g_00511
OG0000946	Prah.g_00401	Prad.g_00510
OG0000947	Prah.g_00400	Prad.g_00509
OG0000948	Prah.g_00399	Prad.g_00508
OG0000949	Prah.g_00398	Prad.g_00507
OG0000950	Prah.g_00397	Prad.g_00506
OG0000951	Prah.g_00396	Prad.g_00505
OG0000952	Prah.g_00395	Prad.g_00504
OG0000953	Prah.g_00394	Prad.g_00503
OG0000954	Prah.g_00391	Prad.g_00502
OG0000955	Prah.g_00390	Prad.g_00501
OG0000956	Prah.g_00389	Prad.g_00500
OG0000957	Prah.g_00388	Prad.g_00499
OG0000958	Prah.g_00386	Prad.g_00498
OG0000959	Prah.g_00385	Prad.g_00497
OG0000960	Prah.g_00384	Prad.g_00496
OG0000961	Prah.g_00379	Prad.g_00491
OG0000962	Prah.g_00376	Prad.g_00490
OG0000963	Prah.g_00374	Prad.g_00489
OG0000964	Prah.g_00371	Prad.g_00487
OG0000965	Prah.g_00370	Prad.g_00486
OG0000966	Prah.g_00369	Prad.g_00485
OG0000967	Prah.g_00368	Prad.g_00484
OG0000968	Prah.g_00367	Prad.g_00483
OG0000969	Prah.g_00366	Prad.g_00482
OG0000970	Prah.g_00365	Prad.g_00481
OG0000971	Prah.g_00364	Prad.g_00480
OG0000972	Prah.g_00363	Prad.g_00479
OG0000973	Prah.g_00362	Prad.g_00478
OG0000974	Prah.g_00360	Prad.g_00476
OG0000975	Prah.g_01217	Prad.g_00473
OG0000976	Prah.g_01605	Prad.g_00471
OG0000977	Prah.g_01615	Prad.g_00470
OG0000978	Prah.g_01617	Prad.g_00469
OG0000979	Prah.g_01619	Prad.g_00467
OG0000980	Prah.g_01620	Prad.g_00466
OG0000981	Prah.g_00538	Prad.g_00465
OG0000982	Prah.g_01621	Prad.g_00464
OG0000983	Prah.g_01623	Prad.g_00462
OG0000984	Prah.g_01624	Prad.g_00461
OG0000985	Prah.g_01625	Prad.g_00460
OG0000986	Prah.g_01627	Prad.g_00459
OG0000987	Prah.g_01628	Prad.g_00458
OG0000988	Prah.g_01631	Prad.g_00457
OG0000989	Prah.g_01632	Prad.g_00456
OG0000990	Prah.g_01633	Prad.g_00455
OG0000991	Prah.g_01634	Prad.g_00454
OG0000992	Prah.g_01635	Prad.g_00453
OG0000993	Prah.g_01636	Prad.g_00452
OG0000994	Prah.g_01637	Prad.g_00451
OG0000995	Prah.g_01639	Prad.g_00450
OG0000996	Prah.g_01640	Prad.g_00449
OG0000997	Prah.g_01641	Prad.g_00448
OG0000998	Prah.g_01642	Prad.g_00447
OG0000999	Prah.g_01643	Prad.g_00446
OG0001000	Prah.g_01644	Prad.g_00445
OG0001001	Prah.g_01645	Prad.g_00443
OG0001002	Prah.g_01648	Prad.g_00442
OG0001003	Prah.g_01649	Prad.g_00441
OG0001004	Prah.g_01791	Prad.g_00440
OG0001005	Prah.g_01651	Prad.g_00439
OG0001006	Prah.g_01652	Prad.g_00438
OG0001007	Prah.g_01653	Prad.g_00437
OG0001008	Prah.g_01655	Prad.g_00435
OG0001009	Prah.g_01656	Prad.g_00434
OG0001010	Prah.g_00541	Prad.g_00426
OG0001011	Prah.g_00515	Prad.g_00419
OG0001012	Prah.g_00651	Prad.g_00388
OG0001013	Prah.g_01667	Prad.g_00947
OG0001014	Prah.g_01668	Prad.g_00946
OG0001015	Prah.g_01677	Prad.g_00940
OG0001016	Prah.g_01678	Prad.g_00939
OG0001017	Prah.g_01679	Prad.g_00938
OG0001018	Prah.g_01681	Prad.g_00937
OG0001019	Prah.g_01685	Prad.g_00935
OG0001020	Prah.g_01687	Prad.g_00934
OG0001021	Prah.g_01688	Prad.g_00933
OG0001022	Prah.g_01689	Prad.g_00932
OG0001023	Prah.g_01690	Prad.g_00931
OG0001024	Prah.g_01692	Prad.g_00930
OG0001025	Prah.g_01693	Prad.g_00929
OG0001026	Prah.g_01694	Prad.g_00927
OG0001027	Prah.g_01695	Prad.g_00926
OG0001028	Prah.g_01696	Prad.g_00925
OG0001029	Prah.g_01697	Prad.g_00924
OG0001030	Prah.g_01698	Prad.g_00923
OG0001031	Prah.g_01699	Prad.g_00922
OG0001032	Prah.g_01700	Prad.g_00921
OG0001033	Prah.g_01701	Prad.g_00920
OG0001034	Prah.g_01703	Prad.g_00919
OG0001035	Prah.g_01705	Prad.g_00917
OG0001036	Prah.g_01707	Prad.g_00916
OG0001037	Prah.g_01709	Prad.g_00915
OG0001038	Prah.g_01710	Prad.g_00914
OG0001039	Prah.g_01711	Prad.g_00913
OG0001040	Prah.g_01713	Prad.g_00912
OG0001041	Prah.g_01714	Prad.g_00911
OG0001042	Prah.g_01716	Prad.g_00910
OG0001043	Prah.g_01717	Prad.g_00909
OG0001044	Prah.g_01718	Prad.g_00908
OG0001045	Prah.g_01719	Prad.g_00907
OG0001046	Prah.g_01720	Prad.g_00906
OG0001047	Prah.g_01727	Prad.g_00903
OG0001048	Prah.g_01729	Prad.g_00901
OG0001049	Prah.g_01730	Prad.g_00900
OG0001050	Prah.g_01731	Prad.g_00899
OG0001051	Prah.g_01732	Prad.g_00898
OG0001052	Prah.g_01733	Prad.g_00897
OG0001053	Prah.g_01736	Prad.g_00895
OG0001054	Prah.g_01738	Prad.g_00893
OG0001055	Prah.g_01739	Prad.g_00892
OG0001056	Prah.g_01740	Prad.g_00891
OG0001057	Prah.g_01741	Prad.g_00890
OG0001058	Prah.g_01742	Prad.g_00889
OG0001059	Prah.g_01743	Prad.g_00888
OG0001060	Prah.g_01744	Prad.g_00887
OG0001061	Prah.g_01745	Prad.g_00886
OG0001062	Prah.g_01759	Prad.g_00885
OG0001063	Prah.g_01760	Prad.g_00884
OG0001064	Prah.g_01762	Prad.g_00882
OG0001065	Prah.g_02073	Prad.g_00879
OG0001066	Prah.g_02071	Prad.g_00878
OG0001067	Prah.g_02070	Prad.g_00877
OG0001068	Prah.g_02067	Prad.g_00875
OG0001069	Prah.g_02066	Prad.g_00874
OG0001070	Prah.g_02065	Prad.g_00873
OG0001071	Prah.g_02064	Prad.g_00872
OG0001072	Prah.g_02063	Prad.g_00871
OG0001073	Prah.g_02062	Prad.g_00870
OG0001074	Prah.g_02061	Prad.g_00869
OG0001075	Prah.g_02060	Prad.g_00868
OG0001076	Prah.g_02059	Prad.g_00867
OG0001077	Prah.g_02058	Prad.g_00866
OG0001078	Prah.g_02056	Prad.g_00865
OG0001079	Prah.g_02055	Prad.g_00864
OG0001080	Prah.g_02054	Prad.g_00863
OG0001081	Prah.g_02041	Prad.g_00860
OG0001082	Prah.g_02042	Prad.g_00859
OG0001083	Prah.g_02046	Prad.g_00858
OG0001084	Prah.g_02044	Prad.g_00856
OG0001085	Prah.g_02043	Prad.g_00855
OG0001086	Prah.g_02047	Prad.g_00854
OG0001087	Prah.g_02048	Prad.g_00853
OG0001088	Prah.g_02050	Prad.g_00852
OG0001089	Prah.g_02039	Prad.g_00849
OG0001090	Prah.g_02037	Prad.g_00847
OG0001091	Prah.g_02036	Prad.g_00846
OG0001092	Prah.g_02035	Prad.g_00845
OG0001093	Prah.g_02034	Prad.g_00844
OG0001094	Prah.g_02033	Prad.g_00843
OG0001095	Prah.g_02032	Prad.g_00842
OG0001096	Prah.g_02031	Prad.g_00841
OG0001097	Prah.g_02030	Prad.g_00840
OG0001098	Prah.g_02029	Prad.g_00839
OG0001099	Prah.g_02028	Prad.g_00838
OG0001100	Prah.g_02027	Prad.g_00837
OG0001101	Prah.g_02026	Prad.g_00836
OG0001102	Prah.g_02025	Prad.g_00835
OG0001103	Prah.g_02024	Prad.g_00834
OG0001104	Prah.g_02023	Prad.g_00833
OG0001105	Prah.g_02022	Prad.g_00832
OG0001106	Prah.g_02021	Prad.g_00831
OG0001107	Prah.g_02020	Prad.g_00830
OG0001108	Prah.g_02019	Prad.g_00829
OG0001109	Prah.g_02018	Prad.g_00828
OG0001110	Prah.g_02017	Prad.g_00827
OG0001111	Prah.g_02016	Prad.g_00826
OG0001112	Prah.g_02015	Prad.g_00825
OG0001113	Prah.g_02014	Prad.g_00824
OG0001114	Prah.g_02013	Prad.g_00823
OG0001115	Prah.g_02012	Prad.g_00822
OG0001116	Prah.g_02011	Prad.g_00821
OG0001117	Prah.g_02010	Prad.g_00820
OG0001118	Prah.g_02009	Prad.g_00819
OG0001119	Prah.g_02008	Prad.g_00818
OG0001120	Prah.g_02007	Prad.g_00817
OG0001121	Prah.g_02004	Prad.g_00815
OG0001122	Prah.g_02003	Prad.g_00814
OG0001123	Prah.g_02002	Prad.g_00813
OG0001124	Prah.g_02000	Prad.g_00811
OG0001125	Prah.g_01998	Prad.g_00809
OG0001126	Prah.g_01997	Prad.g_00808
OG0001127	Prah.g_01994	Prad.g_00806
OG0001128	Prah.g_01993	Prad.g_00805
OG0001129	Prah.g_01991	Prad.g_00804
OG0001130	Prah.g_01988	Prad.g_00801
OG0001131	Prah.g_01987	Prad.g_00800
OG0001132	Prah.g_01986	Prad.g_00799
OG0001133	Prah.g_01985	Prad.g_00798
OG0001134	Prah.g_01984	Prad.g_00797
OG0001135	Prah.g_01983	Prad.g_00796
OG0001136	Prah.g_01982	Prad.g_00795
OG0001137	Prah.g_01981	Prad.g_00794
OG0001138	Prah.g_01980	Prad.g_00793
OG0001139	Prah.g_01978	Prad.g_00792
OG0001140	Prah.g_01977	Prad.g_00791
OG0001141	Prah.g_01976	Prad.g_00790
OG0001142	Prah.g_01966	Prad.g_00787
OG0001143	Prah.g_01965	Prad.g_00786
OG0001144	Prah.g_01963	Prad.g_00785
OG0001145	Prah.g_01962	Prad.g_00784
OG0001146	Prah.g_01961	Prad.g_00783
OG0001147	Prah.g_01960	Prad.g_00782
OG0001148	Prah.g_01958	Prad.g_00781
OG0001149	Prah.g_02224	Prad.g_00779
OG0001150	Prah.g_02227	Prad.g_00778
OG0001151	Prah.g_02231	Prad.g_00776
OG0001152	Prah.g_02232	Prad.g_00775
OG0001153	Prah.g_02234	Prad.g_00774
OG0001154	Prah.g_02236	Prad.g_00772
OG0001155	Prah.g_02239	Prad.g_00770
OG0001156	Prah.g_02241	Prad.g_00768
OG0001157	Prah.g_02243	Prad.g_00767
OG0001158	Prah.g_02245	Prad.g_00765
OG0001159	Prah.g_02246	Prad.g_00764
OG0001160	Prah.g_02247	Prad.g_00763
OG0001161	Prah.g_00168	Prad.g_00762
OG0001162	Prah.g_00167	Prad.g_01641
OG0001163	Prah.g_00166	Prad.g_01640
OG0001164	Prah.g_00165	Prad.g_01639
OG0001165	Prah.g_00164	Prad.g_01638
OG0001166	Prah.g_00163	Prad.g_01637
OG0001167	Prah.g_00156	Prad.g_01636
OG0001168	Prah.g_00155	Prad.g_01635
OG0001169	Prah.g_00154	Prad.g_01634
OG0001170	Prah.g_00152	Prad.g_01633
OG0001171	Prah.g_00151	Prad.g_01632
OG0001172	Prah.g_00149	Prad.g_01630
OG0001173	Prah.g_00146	Prad.g_01628
OG0001174	Prah.g_00145	Prad.g_01627
