Orthogroup	Prah	Praw
OG0000593	Prah.g_02413	Praw.g_01841
OG0000594	Prah.g_00625	Praw.g_01839
OG0000595	Prah.g_02051	Praw.g_01838
OG0000596	Prah.g_00981	Praw.g_01837
OG0000597	Prah.g_00965	Praw.g_01835
OG0000598	Prah.g_00968	Praw.g_01834
OG0000599	Prah.g_00972	Praw.g_01833
OG0000600	Prah.g_00973	Praw.g_01832
OG0000601	Prah.g_00985	Praw.g_01830
OG0000602	Prah.g_00986	Praw.g_01829
OG0000603	Prah.g_00987	Praw.g_01828
OG0000604	Prah.g_01022	Praw.g_01827
OG0000605	Prah.g_01023	Praw.g_01826
OG0000606	Prah.g_01025	Praw.g_01825
OG0000607	Prah.g_01028	Praw.g_01823
OG0000608	Prah.g_00706	Praw.g_01822
OG0000609	Prah.g_02588	Praw.g_01818
OG0000610	Prah.g_01344	Praw.g_01817
OG0000611	Prah.g_00886	Praw.g_01808
OG0000612	Prah.g_00885	Praw.g_01807
OG0000613	Prah.g_00884	Praw.g_01806
OG0000614	Prah.g_00882	Praw.g_01805
OG0000615	Prah.g_00881	Praw.g_01803
OG0000616	Prah.g_00880	Praw.g_01802
OG0000617	Prah.g_00879	Praw.g_01801
OG0000618	Prah.g_00878	Praw.g_01800
OG0000619	Prah.g_00876	Praw.g_01799
OG0000620	Prah.g_00875	Praw.g_01798
OG0000621	Prah.g_00874	Praw.g_01797
OG0000622	Prah.g_00873	Praw.g_01796
OG0000623	Prah.g_00872	Praw.g_01795
OG0000624	Prah.g_00871	Praw.g_01794
OG0000625	Prah.g_00870	Praw.g_01793
OG0000626	Prah.g_00869	Praw.g_01792
OG0000627	Prah.g_00746	Praw.g_01791
OG0000628	Prah.g_00747	Praw.g_01790
OG0000629	Prah.g_00750	Praw.g_01789
OG0000630	Prah.g_00751	Praw.g_01788
OG0000631	Prah.g_00754	Praw.g_01786
OG0000632	Prah.g_01043	Praw.g_01763
OG0000633	Prah.g_01447	Praw.g_01759
OG0000634	Prah.g_01543	Praw.g_01745
OG0000635	Prah.g_00788	Praw.g_01732
OG0000636	Prah.g_00787	Praw.g_01731
OG0000637	Prah.g_00786	Praw.g_01730
OG0000638	Prah.g_01946	Praw.g_01719
OG0000639	Prah.g_01802	Praw.g_01710
OG0000640	Prah.g_00755	Praw.g_01708
OG0000641	Prah.g_00758	Praw.g_01706
OG0000642	Prah.g_00759	Praw.g_01705
OG0000643	Prah.g_00760	Praw.g_01704
OG0000644	Prah.g_00673	Praw.g_01703
OG0000645	Prah.g_00672	Praw.g_01702
OG0000646	Prah.g_00671	Praw.g_01701
OG0000647	Prah.g_00670	Praw.g_01700
OG0000648	Prah.g_00668	Praw.g_01698
OG0000649	Prah.g_00667	Praw.g_01697
OG0000650	Prah.g_00666	Praw.g_01696
OG0000651	Prah.g_00665	Praw.g_01695
OG0000652	Prah.g_00664	Praw.g_01694
OG0000653	Prah.g_00663	Praw.g_01693
OG0000654	Prah.g_00661	Praw.g_01691
OG0000655	Prah.g_00659	Praw.g_01689
OG0000656	Prah.g_00658	Praw.g_01688
OG0000657	Prah.g_00657	Praw.g_01687
OG0000658	Prah.g_00656	Praw.g_01686
OG0000659	Prah.g_00655	Praw.g_01685
OG0000660	Prah.g_00654	Praw.g_01684
OG0000661	Prah.g_00652	Praw.g_01683
OG0000662	Prah.g_00650	Praw.g_01682
OG0000663	Prah.g_00649	Praw.g_01681
OG0000664	Prah.g_00648	Praw.g_01680
OG0000665	Prah.g_00647	Praw.g_01679
OG0000666	Prah.g_00646	Praw.g_01678
OG0000667	Prah.g_00645	Praw.g_01677
OG0000668	Prah.g_00644	Praw.g_01676
OG0000669	Prah.g_00640	Praw.g_01674
OG0000670	Prah.g_00639	Praw.g_01673
OG0000671	Prah.g_00638	Praw.g_01672
OG0000672	Prah.g_00637	Praw.g_01671
OG0000673	Prah.g_00636	Praw.g_01670
OG0000674	Prah.g_00635	Praw.g_01669
OG0000675	Prah.g_00609	Praw.g_01668
OG0000676	Prah.g_00608	Praw.g_01667
OG0000677	Prah.g_00605	Praw.g_01665
OG0000678	Prah.g_00603	Praw.g_01663
OG0000679	Prah.g_00601	Praw.g_01662
OG0000680	Prah.g_00600	Praw.g_01661
OG0000681	Prah.g_00599	Praw.g_01660
OG0000682	Prah.g_00598	Praw.g_01659
OG0000683	Prah.g_00596	Praw.g_01657
OG0000684	Prah.g_00595	Praw.g_01656
OG0000685	Prah.g_00594	Praw.g_01655
OG0000686	Prah.g_00593	Praw.g_01654
OG0000687	Prah.g_00592	Praw.g_01653
OG0000688	Prah.g_00591	Praw.g_01652
OG0000689	Prah.g_00589	Praw.g_01651
OG0000690	Prah.g_00588	Praw.g_01650
OG0000691	Prah.g_00587	Praw.g_01649
OG0000692	Prah.g_00575	Praw.g_01647
OG0000693	Prah.g_00574	Praw.g_01646
OG0000694	Prah.g_00572	Praw.g_01645
OG0000695	Prah.g_00568	Praw.g_01644
OG0000696	Prah.g_00566	Praw.g_01643
OG0000697	Prah.g_00564	Praw.g_01641
OG0000698	Prah.g_00743	Praw.g_01639
OG0000699	Prah.g_00866	Praw.g_01638
OG0000700	Prah.g_00850	Praw.g_01611
OG0000701	Prah.g_00192	Praw.g_01608
OG0000702	Prah.g_00558	Praw.g_01605
OG0000703	Prah.g_00740	Praw.g_01604
OG0000704	Prah.g_01212	Praw.g_01603
OG0000705	Prah.g_00739	Praw.g_01602
OG0000706	Prah.g_00738	Praw.g_01601
OG0000707	Prah.g_00736	Praw.g_01600
OG0000708	Prah.g_00735	Praw.g_01599
OG0000709	Prah.g_00733	Praw.g_01597
OG0000710	Prah.g_00732	Praw.g_01596
OG0000711	Prah.g_00731	Praw.g_01595
OG0000712	Prah.g_00730	Praw.g_01594
OG0000713	Prah.g_00729	Praw.g_01593
OG0000714	Prah.g_00726	Praw.g_01591
OG0000715	Prah.g_00724	Praw.g_01590
OG0000716	Prah.g_00721	Praw.g_01588
OG0000717	Prah.g_00718	Praw.g_01587
OG0000718	Prah.g_00715	Praw.g_01586
OG0000719	Prah.g_00702	Praw.g_01584
OG0000720	Prah.g_00701	Praw.g_01583
OG0000721	Prah.g_00699	Praw.g_01581
OG0000722	Prah.g_00698	Praw.g_01580
OG0000723	Prah.g_00697	Praw.g_01579
OG0000724	Prah.g_00683	Praw.g_01577
OG0000725	Prah.g_00684	Praw.g_01576
OG0000726	Prah.g_00685	Praw.g_01575
OG0000727	Prah.g_00686	Praw.g_01574
OG0000728	Prah.g_00687	Praw.g_01573
OG0000729	Prah.g_00689	Praw.g_01572
OG0000730	Prah.g_00692	Praw.g_01571
OG0000731	Prah.g_00681	Praw.g_01570
OG0000732	Prah.g_00680	Praw.g_01569
OG0000733	Prah.g_00679	Praw.g_01568
OG0000734	Prah.g_00678	Praw.g_01567
OG0000735	Prah.g_00677	Praw.g_01565
OG0000736	Prah.g_00675	Praw.g_01564
OG0000737	Prah.g_00674	Praw.g_01563
OG0000738	Prah.g_00761	Praw.g_01562
OG0000739	Prah.g_00762	Praw.g_01561
OG0000740	Prah.g_00763	Praw.g_01560
OG0000741	Prah.g_00765	Praw.g_01559
OG0000742	Prah.g_00767	Praw.g_01557
OG0000743	Prah.g_00768	Praw.g_01556
OG0000744	Prah.g_00770	Praw.g_01555
OG0000745	Prah.g_00771	Praw.g_01554
OG0000746	Prah.g_00772	Praw.g_01553
OG0000747	Prah.g_01178	Praw.g_01552
OG0000748	Prah.g_00780	Praw.g_01551
OG0000749	Prah.g_00781	Praw.g_01550
OG0000750	Prah.g_00783	Praw.g_01549
OG0000751	Prah.g_00784	Praw.g_01548
OG0000752	Prah.g_02517	Praw.g_01547
OG0000753	Prah.g_00789	Praw.g_01545
OG0000754	Prah.g_00790	Praw.g_01544
OG0000755	Prah.g_00791	Praw.g_01543
OG0000756	Prah.g_00793	Praw.g_01542
OG0000757	Prah.g_00794	Praw.g_01541
OG0000758	Prah.g_00795	Praw.g_01540
OG0000759	Prah.g_00800	Praw.g_01538
OG0000760	Prah.g_00801	Praw.g_01537
OG0000761	Prah.g_00803	Praw.g_01536
OG0000762	Prah.g_00806	Praw.g_01534
OG0000763	Prah.g_00808	Praw.g_01533
OG0000764	Prah.g_00810	Praw.g_01532
OG0000765	Prah.g_00811	Praw.g_01531
OG0000766	Prah.g_00812	Praw.g_01530
OG0000767	Prah.g_00814	Praw.g_01528
OG0000768	Prah.g_00815	Praw.g_01527
OG0000769	Prah.g_00816	Praw.g_01526
OG0000770	Prah.g_00817	Praw.g_01525
OG0000771	Prah.g_00818	Praw.g_01524
OG0000772	Prah.g_01131	Praw.g_01523
OG0000773	Prah.g_00821	Praw.g_01522
OG0000774	Prah.g_00824	Praw.g_01521
OG0000775	Prah.g_00826	Praw.g_01520
OG0000776	Prah.g_00828	Praw.g_01518
OG0000777	Prah.g_00829	Praw.g_01516
OG0000778	Prah.g_00830	Praw.g_01515
OG0000779	Prah.g_00833	Praw.g_01514
OG0000780	Prah.g_00835	Praw.g_01512
OG0000781	Prah.g_00839	Praw.g_01510
OG0000782	Prah.g_00840	Praw.g_01509
OG0000783	Prah.g_00846	Praw.g_01498
OG0000784	Prah.g_00848	Praw.g_01496
OG0000785	Prah.g_00849	Praw.g_01495
OG0000786	Prah.g_00851	Praw.g_01494
OG0000787	Prah.g_00852	Praw.g_01493
OG0000788	Prah.g_00858	Praw.g_01489
OG0000789	Prah.g_00861	Praw.g_01487
OG0000790	Prah.g_02518	Praw.g_01486
OG0000791	Prah.g_00862	Praw.g_01485
OG0000792	Prah.g_00863	Praw.g_01484
OG0000793	Prah.g_00864	Praw.g_01483
OG0000794	Prah.g_00867	Praw.g_01481
OG0000795	Prah.g_00903	Praw.g_01478
OG0000796	Prah.g_00904	Praw.g_01477
OG0000797	Prah.g_00907	Praw.g_01475
OG0000798	Prah.g_00908	Praw.g_01474
OG0000799	Prah.g_00909	Praw.g_01473
OG0000800	Prah.g_00910	Praw.g_01472
OG0000801	Prah.g_00913	Praw.g_01469
OG0000802	Prah.g_00914	Praw.g_01468
OG0000803	Prah.g_00919	Praw.g_01466
OG0000804	Prah.g_00920	Praw.g_01465
OG0000805	Prah.g_00921	Praw.g_01464
OG0000806	Prah.g_00922	Praw.g_01462
OG0000807	Prah.g_00893	Praw.g_01437
OG0000808	Prah.g_00539	Praw.g_01427
OG0000809	Prah.g_01601	Praw.g_01424
OG0000810	Prah.g_01176	Praw.g_01423
OG0000811	Prah.g_00133	Praw.g_01416
OG0000812	Prah.g_01942	Praw.g_00172
OG0000813	Prah.g_01932	Praw.g_00176
OG0000814	Prah.g_00383	Praw.g_00178
OG0000815	Prah.g_00521	Praw.g_00187
OG0000816	Prah.g_02532	Praw.g_00202
OG0000817	Prah.g_02525	Praw.g_00203
OG0000818	Prah.g_01803	Praw.g_00208
OG0000819	Prah.g_00378	Praw.g_00215
OG0000820	Prah.g_01905	Praw.g_00219
OG0000821	Prah.g_01340	Praw.g_00221
OG0000822	Prah.g_01339	Praw.g_00222
OG0000823	Prah.g_01338	Praw.g_00223
OG0000824	Prah.g_01337	Praw.g_00224
OG0000825	Prah.g_01336	Praw.g_00225
OG0000826	Prah.g_01335	Praw.g_00226
OG0000827	Prah.g_01331	Praw.g_00227
OG0000828	Prah.g_01329	Praw.g_00228
OG0000829	Prah.g_01328	Praw.g_00229
OG0000830	Prah.g_01325	Praw.g_00230
OG0000831	Prah.g_01323	Praw.g_00233
OG0000832	Prah.g_01321	Praw.g_00235
OG0000833	Prah.g_01320	Praw.g_00236
OG0000834	Prah.g_01318	Praw.g_00237
OG0000835	Prah.g_01317	Praw.g_00238
OG0000836	Prah.g_01316	Praw.g_00239
OG0000837	Prah.g_01307	Praw.g_00241
OG0000838	Prah.g_01305	Praw.g_00242
OG0000839	Prah.g_01304	Praw.g_00243
OG0000840	Prah.g_01303	Praw.g_00244
OG0000841	Prah.g_01302	Praw.g_00245
OG0000842	Prah.g_01298	Praw.g_00246
OG0000843	Prah.g_01297	Praw.g_00247
OG0000844	Prah.g_01296	Praw.g_00248
OG0000845	Prah.g_01295	Praw.g_00249
OG0000846	Prah.g_01292	Praw.g_00252
OG0000847	Prah.g_01291	Praw.g_00254
OG0000848	Prah.g_01262	Praw.g_00255
OG0000849	Prah.g_01259	Praw.g_00256
OG0000850	Prah.g_01258	Praw.g_00257
OG0000851	Prah.g_01255	Praw.g_00258
OG0000852	Prah.g_01253	Praw.g_00260
OG0000853	Prah.g_01251	Praw.g_00261
OG0000854	Prah.g_01249	Praw.g_00263
OG0000855	Prah.g_01248	Praw.g_00264
OG0000856	Prah.g_01247	Praw.g_00265
OG0000857	Prah.g_01246	Praw.g_00266
OG0000858	Prah.g_01245	Praw.g_00267
OG0000859	Prah.g_01244	Praw.g_00268
OG0000860	Prah.g_01243	Praw.g_00269
OG0000861	Prah.g_01263	Praw.g_00270
OG0000862	Prah.g_01264	Praw.g_00271
OG0000863	Prah.g_01265	Praw.g_00272
OG0000864	Prah.g_01266	Praw.g_00273
OG0000865	Prah.g_01268	Praw.g_00274
OG0000866	Prah.g_01272	Praw.g_00275
OG0000867	Prah.g_01273	Praw.g_00276
OG0000868	Prah.g_01275	Praw.g_00277
OG0000869	Prah.g_01278	Praw.g_00279
OG0000870	Prah.g_01279	Praw.g_00280
OG0000871	Prah.g_01282	Praw.g_00282
OG0000872	Prah.g_01283	Praw.g_00283
OG0000873	Prah.g_01285	Praw.g_00285
OG0000874	Prah.g_01286	Praw.g_00286
OG0000875	Prah.g_01289	Praw.g_00287
OG0000876	Prah.g_01290	Praw.g_00288
OG0000877	Prah.g_01239	Praw.g_00290
OG0000878	Prah.g_01610	Praw.g_00954
OG0000879	Prah.g_01349	Praw.g_00968
OG0000880	Prah.g_01350	Praw.g_00969
OG0000881	Prah.g_01351	Praw.g_00970
OG0000882	Prah.g_01353	Praw.g_00971
OG0000883	Prah.g_01355	Praw.g_00972
OG0000884	Prah.g_01357	Praw.g_00976
OG0000885	Prah.g_01358	Praw.g_00977
OG0000886	Prah.g_01359	Praw.g_00978
OG0000887	Prah.g_01360	Praw.g_00979
OG0000888	Prah.g_01361	Praw.g_00980
OG0000889	Prah.g_01365	Praw.g_00983
OG0000890	Prah.g_01368	Praw.g_00984
OG0000891	Prah.g_01369	Praw.g_00985
OG0000892	Prah.g_01372	Praw.g_00987
OG0000893	Prah.g_01373	Praw.g_00988
OG0000894	Prah.g_01374	Praw.g_00989
OG0000895	Prah.g_01375	Praw.g_00990
OG0000896	Prah.g_01376	Praw.g_00991
OG0000897	Prah.g_01377	Praw.g_00992
OG0000898	Prah.g_01380	Praw.g_00994
OG0000899	Prah.g_01381	Praw.g_00995
OG0000900	Prah.g_00327	Praw.g_00997
OG0000901	Prah.g_00323	Praw.g_01001
OG0000902	Prah.g_00224	Praw.g_01002
OG0000903	Prah.g_00571	Praw.g_01003
OG0000904	Prah.g_01183	Praw.g_01006
OG0000905	Prah.g_00918	Praw.g_01008
OG0000906	Prah.g_00895	Praw.g_01010
OG0000907	Prah.g_00560	Praw.g_01011
OG0000908	Prah.g_01663	Praw.g_01014
OG0000909	Prah.g_01577	Praw.g_01018
OG0000910	Prah.g_01578	Praw.g_01019
OG0000911	Prah.g_01579	Praw.g_01020
OG0000912	Prah.g_01580	Praw.g_01021
OG0000913	Prah.g_01581	Praw.g_01022
OG0000914	Prah.g_01582	Praw.g_01023
OG0000915	Prah.g_01583	Praw.g_01024
OG0000916	Prah.g_01584	Praw.g_01025
OG0000917	Prah.g_01586	Praw.g_01026
OG0000918	Prah.g_01587	Praw.g_01027
OG0000919	Prah.g_01588	Praw.g_01028
OG0000920	Prah.g_01589	Praw.g_01029
OG0000921	Prah.g_01590	Praw.g_01030
OG0000922	Prah.g_01591	Praw.g_01031
OG0000923	Prah.g_01592	Praw.g_01032
OG0000924	Prah.g_01593	Praw.g_01033
OG0000925	Prah.g_01594	Praw.g_01034
OG0000926	Prah.g_02242	Praw.g_01052
OG0000927	Prah.g_00435	Praw.g_01101
OG0000928	Prah.g_00434	Praw.g_01100
OG0000929	Prah.g_00433	Praw.g_01099
OG0000930	Prah.g_00428	Praw.g_01098
OG0000931	Prah.g_00427	Praw.g_01097
OG0000932	Prah.g_00423	Praw.g_01095
OG0000933	Prah.g_00421	Praw.g_01094
OG0000934	Prah.g_00420	Praw.g_01093
OG0000935	Prah.g_00419	Praw.g_01092
OG0000936	Prah.g_00418	Praw.g_01091
OG0000937	Prah.g_00417	Praw.g_01090
OG0000938	Prah.g_00415	Praw.g_01089
OG0000939	Prah.g_00414	Praw.g_01088
OG0000940	Prah.g_00412	Praw.g_01087
OG0000941	Prah.g_00410	Praw.g_01085
OG0000942	Prah.g_00409	Praw.g_01084
OG0000943	Prah.g_00406	Praw.g_01078
OG0000944	Prah.g_00403	Praw.g_01077
OG0000945	Prah.g_00402	Praw.g_01076
OG0000946	Prah.g_00401	Praw.g_01075
OG0000947	Prah.g_00400	Praw.g_00343
OG0000948	Prah.g_00399	Praw.g_00344
OG0000949	Prah.g_00398	Praw.g_00345
OG0000950	Prah.g_00397	Praw.g_00346
OG0000951	Prah.g_00396	Praw.g_00347
OG0000952	Prah.g_00395	Praw.g_00348
OG0000953	Prah.g_00394	Praw.g_00349
OG0000954	Prah.g_00391	Praw.g_00350
OG0000955	Prah.g_00390	Praw.g_00351
OG0000956	Prah.g_00389	Praw.g_00352
OG0000957	Prah.g_00388	Praw.g_00353
OG0000958	Prah.g_00386	Praw.g_00354
OG0000959	Prah.g_00385	Praw.g_00355
OG0000960	Prah.g_00384	Praw.g_00356
OG0000961	Prah.g_00379	Praw.g_00359
OG0000962	Prah.g_00376	Praw.g_00360
OG0000963	Prah.g_00374	Praw.g_00361
OG0000964	Prah.g_00371	Praw.g_00363
OG0000965	Prah.g_00370	Praw.g_00364
OG0000966	Prah.g_00369	Praw.g_00365
OG0000967	Prah.g_00368	Praw.g_00366
OG0000968	Prah.g_00367	Praw.g_00367
OG0000969	Prah.g_00366	Praw.g_00368
OG0000970	Prah.g_00365	Praw.g_00370
OG0000971	Prah.g_00364	Praw.g_00371
OG0000972	Prah.g_00363	Praw.g_00372
OG0000973	Prah.g_00362	Praw.g_00373
OG0000974	Prah.g_00360	Praw.g_00375
OG0000975	Prah.g_01217	Praw.g_00378
OG0000976	Prah.g_01605	Praw.g_00380
OG0000977	Prah.g_01615	Praw.g_00381
OG0000978	Prah.g_01617	Praw.g_00382
OG0000979	Prah.g_01619	Praw.g_00384
OG0000980	Prah.g_01620	Praw.g_00385
OG0000981	Prah.g_00538	Praw.g_00386
OG0000982	Prah.g_01621	Praw.g_00387
OG0000983	Prah.g_01623	Praw.g_00389
OG0000984	Prah.g_01624	Praw.g_00390
OG0000985	Prah.g_01625	Praw.g_00391
OG0000986	Prah.g_01627	Praw.g_00392
OG0000987	Prah.g_01628	Praw.g_00393
OG0000988	Prah.g_01631	Praw.g_00394
OG0000989	Prah.g_01632	Praw.g_00395
OG0000990	Prah.g_01633	Praw.g_00396
OG0000991	Prah.g_01634	Praw.g_00397
OG0000992	Prah.g_01635	Praw.g_00398
OG0000993	Prah.g_01636	Praw.g_00399
OG0000994	Prah.g_01637	Praw.g_00400
OG0000995	Prah.g_01639	Praw.g_00401
OG0000996	Prah.g_01640	Praw.g_00402
OG0000997	Prah.g_01641	Praw.g_00403
OG0000998	Prah.g_01642	Praw.g_00404
OG0000999	Prah.g_01643	Praw.g_00405
OG0001000	Prah.g_01644	Praw.g_00406
OG0001001	Prah.g_01645	Praw.g_00408
OG0001002	Prah.g_01648	Praw.g_00409
OG0001003	Prah.g_01649	Praw.g_00410
OG0001004	Prah.g_01791	Praw.g_00411
OG0001005	Prah.g_01651	Praw.g_00412
OG0001006	Prah.g_01652	Praw.g_00413
OG0001007	Prah.g_01653	Praw.g_00414
OG0001008	Prah.g_01655	Praw.g_00416
OG0001009	Prah.g_01656	Praw.g_00417
OG0001010	Prah.g_00541	Praw.g_00423
OG0001011	Prah.g_00515	Praw.g_00430
OG0001012	Prah.g_00651	Praw.g_00458
OG0001013	Prah.g_01667	Praw.g_00509
OG0001014	Prah.g_01668	Praw.g_00510
OG0001015	Prah.g_01677	Praw.g_00516
OG0001016	Prah.g_01678	Praw.g_00517
OG0001017	Prah.g_01679	Praw.g_00518
OG0001018	Prah.g_01681	Praw.g_00519
OG0001019	Prah.g_01685	Praw.g_00521
OG0001020	Prah.g_01687	Praw.g_00522
OG0001021	Prah.g_01688	Praw.g_00523
OG0001022	Prah.g_01689	Praw.g_00524
OG0001023	Prah.g_01690	Praw.g_00525
OG0001024	Prah.g_01692	Praw.g_00526
OG0001025	Prah.g_01693	Praw.g_00527
OG0001026	Prah.g_01694	Praw.g_00529
OG0001027	Prah.g_01695	Praw.g_00530
OG0001028	Prah.g_01696	Praw.g_00531
OG0001029	Prah.g_01697	Praw.g_00532
OG0001030	Prah.g_01698	Praw.g_00533
OG0001031	Prah.g_01699	Praw.g_00534
OG0001032	Prah.g_01700	Praw.g_00535
OG0001033	Prah.g_01701	Praw.g_00536
OG0001034	Prah.g_01703	Praw.g_00537
OG0001035	Prah.g_01705	Praw.g_00539
OG0001036	Prah.g_01707	Praw.g_00540
OG0001037	Prah.g_01709	Praw.g_00541
OG0001038	Prah.g_01710	Praw.g_00542
OG0001039	Prah.g_01711	Praw.g_00543
OG0001040	Prah.g_01713	Praw.g_00544
OG0001041	Prah.g_01714	Praw.g_00545
OG0001042	Prah.g_01716	Praw.g_00546
OG0001043	Prah.g_01717	Praw.g_00547
OG0001044	Prah.g_01718	Praw.g_00548
OG0001045	Prah.g_01719	Praw.g_00549
OG0001046	Prah.g_01720	Praw.g_00550
OG0001047	Prah.g_01727	Praw.g_00553
OG0001048	Prah.g_01729	Praw.g_00555
OG0001049	Prah.g_01730	Praw.g_00556
OG0001050	Prah.g_01731	Praw.g_00557
OG0001051	Prah.g_01732	Praw.g_00558
OG0001052	Prah.g_01733	Praw.g_00559
OG0001053	Prah.g_01736	Praw.g_00561
OG0001054	Prah.g_01738	Praw.g_00563
OG0001055	Prah.g_01739	Praw.g_00564
OG0001056	Prah.g_01740	Praw.g_00565
OG0001057	Prah.g_01741	Praw.g_00566
OG0001058	Prah.g_01742	Praw.g_00567
OG0001059	Prah.g_01743	Praw.g_00568
OG0001060	Prah.g_01744	Praw.g_00569
OG0001061	Prah.g_01745	Praw.g_00570
OG0001062	Prah.g_01759	Praw.g_00571
OG0001063	Prah.g_01760	Praw.g_00572
OG0001064	Prah.g_01762	Praw.g_01921
OG0001065	Prah.g_02073	Praw.g_01917
OG0001066	Prah.g_02071	Praw.g_01916
OG0001067	Prah.g_02070	Praw.g_01915
OG0001068	Prah.g_02067	Praw.g_01913
OG0001069	Prah.g_02066	Praw.g_01912
OG0001070	Prah.g_02065	Praw.g_01911
OG0001071	Prah.g_02064	Praw.g_01910
OG0001072	Prah.g_02063	Praw.g_01909
OG0001073	Prah.g_02062	Praw.g_01908
OG0001074	Prah.g_02061	Praw.g_01907
OG0001075	Prah.g_02060	Praw.g_01906
OG0001076	Prah.g_02059	Praw.g_01905
OG0001077	Prah.g_02058	Praw.g_01904
OG0001078	Prah.g_02056	Praw.g_01903
OG0001079	Prah.g_02055	Praw.g_01902
OG0001080	Prah.g_02054	Praw.g_01901
OG0001081	Prah.g_02041	Praw.g_01898
OG0001082	Prah.g_02042	Praw.g_01897
OG0001083	Prah.g_02046	Praw.g_01896
OG0001084	Prah.g_02044	Praw.g_01895
OG0001085	Prah.g_02043	Praw.g_01894
OG0001086	Prah.g_02047	Praw.g_01893
OG0001087	Prah.g_02048	Praw.g_01892
OG0001088	Prah.g_02050	Praw.g_01891
OG0001089	Prah.g_02039	Praw.g_00138
OG0001090	Prah.g_02037	Praw.g_00136
OG0001091	Prah.g_02036	Praw.g_00135
OG0001092	Prah.g_02035	Praw.g_00134
OG0001093	Prah.g_02034	Praw.g_00133
OG0001094	Prah.g_02033	Praw.g_00132
OG0001095	Prah.g_02032	Praw.g_00131
OG0001096	Prah.g_02031	Praw.g_00130
OG0001097	Prah.g_02030	Praw.g_00129
OG0001098	Prah.g_02029	Praw.g_00128
OG0001099	Prah.g_02028	Praw.g_00127
OG0001100	Prah.g_02027	Praw.g_00126
OG0001101	Prah.g_02026	Praw.g_00125
OG0001102	Prah.g_02025	Praw.g_00124
OG0001103	Prah.g_02024	Praw.g_00123
OG0001104	Prah.g_02023	Praw.g_00122
OG0001105	Prah.g_02022	Praw.g_00121
OG0001106	Prah.g_02021	Praw.g_00120
OG0001107	Prah.g_02020	Praw.g_00119
OG0001108	Prah.g_02019	Praw.g_00118
OG0001109	Prah.g_02018	Praw.g_00117
OG0001110	Prah.g_02017	Praw.g_00116
OG0001111	Prah.g_02016	Praw.g_00115
OG0001112	Prah.g_02015	Praw.g_00114
OG0001113	Prah.g_02014	Praw.g_00113
OG0001114	Prah.g_02013	Praw.g_00112
OG0001115	Prah.g_02012	Praw.g_00111
OG0001116	Prah.g_02011	Praw.g_00110
OG0001117	Prah.g_02010	Praw.g_00109
OG0001118	Prah.g_02009	Praw.g_00108
OG0001119	Prah.g_02008	Praw.g_00107
OG0001120	Prah.g_02007	Praw.g_00106
OG0001121	Prah.g_02004	Praw.g_00104
OG0001122	Prah.g_02003	Praw.g_00103
OG0001123	Prah.g_02002	Praw.g_00102
OG0001124	Prah.g_02000	Praw.g_00100
OG0001125	Prah.g_01998	Praw.g_00098
OG0001126	Prah.g_01997	Praw.g_00097
OG0001127	Prah.g_01994	Praw.g_00095
OG0001128	Prah.g_01993	Praw.g_00094
OG0001129	Prah.g_01991	Praw.g_00093
OG0001130	Prah.g_01988	Praw.g_00090
OG0001131	Prah.g_01987	Praw.g_00089
OG0001132	Prah.g_01986	Praw.g_00088
OG0001133	Prah.g_01985	Praw.g_00087
OG0001134	Prah.g_01984	Praw.g_00086
OG0001135	Prah.g_01983	Praw.g_00085
OG0001136	Prah.g_01982	Praw.g_00084
OG0001137	Prah.g_01981	Praw.g_00083
OG0001138	Prah.g_01980	Praw.g_00082
OG0001139	Prah.g_01978	Praw.g_00081
OG0001140	Prah.g_01977	Praw.g_00080
OG0001141	Prah.g_01976	Praw.g_00079
OG0001142	Prah.g_01966	Praw.g_00076
OG0001143	Prah.g_01965	Praw.g_00075
OG0001144	Prah.g_01963	Praw.g_00074
OG0001145	Prah.g_01962	Praw.g_00073
OG0001146	Prah.g_01961	Praw.g_00072
OG0001147	Prah.g_01960	Praw.g_00071
OG0001148	Prah.g_01958	Praw.g_00070
OG0001149	Prah.g_02224	Praw.g_00068
OG0001150	Prah.g_02227	Praw.g_00067
OG0001151	Prah.g_02231	Praw.g_00065
OG0001152	Prah.g_02232	Praw.g_00064
OG0001153	Prah.g_02234	Praw.g_00063
OG0001154	Prah.g_02236	Praw.g_00061
OG0001155	Prah.g_02239	Praw.g_00059
OG0001156	Prah.g_02241	Praw.g_00057
OG0001157	Prah.g_02243	Praw.g_00056
OG0001158	Prah.g_02245	Praw.g_00054
OG0001159	Prah.g_02246	Praw.g_00053
OG0001160	Prah.g_02247	Praw.g_00052
OG0001161	Prah.g_00168	Praw.g_00051
OG0001162	Prah.g_00167	Praw.g_00050
OG0001163	Prah.g_00166	Praw.g_00049
OG0001164	Prah.g_00165	Praw.g_00048
OG0001165	Prah.g_00164	Praw.g_00047
OG0001166	Prah.g_00163	Praw.g_00046
OG0001167	Prah.g_00156	Praw.g_00045
OG0001168	Prah.g_00155	Praw.g_00044
OG0001169	Prah.g_00154	Praw.g_00043
OG0001170	Prah.g_00152	Praw.g_00041
OG0001171	Prah.g_00151	Praw.g_00040
OG0001172	Prah.g_00149	Praw.g_00038
OG0001173	Prah.g_00146	Praw.g_00036
OG0001174	Prah.g_00145	Praw.g_00035
