Orthogroup	Prbd	Prbc
OG0000532	Prbd.g_00638	Prbc.g_01683
OG0000533	Prbd.g_00637	Prbc.g_01684
OG0000534	Prbd.g_00636	Prbc.g_01685
OG0000535	Prbd.g_00635	Prbc.g_01686
OG0000536	Prbd.g_00634	Prbc.g_01687
OG0000537	Prbd.g_00633	Prbc.g_01688
OG0000538	Prbd.g_00632	Prbc.g_01689
OG0000539	Prbd.g_00631	Prbc.g_01690
OG0000540	Prbd.g_00630	Prbc.g_01691
OG0000541	Prbd.g_00629	Prbc.g_01692
OG0000542	Prbd.g_00628	Prbc.g_01693
OG0000543	Prbd.g_00627	Prbc.g_01694
OG0000544	Prbd.g_00626	Prbc.g_01695
OG0000545	Prbd.g_00623	Prbc.g_01698
OG0000546	Prbd.g_00622	Prbc.g_01699
OG0000547	Prbd.g_00620	Prbc.g_01700
OG0000548	Prbd.g_00619	Prbc.g_01702
OG0000549	Prbd.g_00618	Prbc.g_01703
OG0000550	Prbd.g_00617	Prbc.g_01704
OG0000551	Prbd.g_00616	Prbc.g_01705
OG0000552	Prbd.g_00615	Prbc.g_01706
OG0000553	Prbd.g_00614	Prbc.g_01707
OG0000554	Prbd.g_00613	Prbc.g_01708
OG0000555	Prbd.g_00612	Prbc.g_01709
OG0000556	Prbd.g_00611	Prbc.g_01710
OG0000557	Prbd.g_00610	Prbc.g_01711
OG0000558	Prbd.g_00609	Prbc.g_01712
OG0000559	Prbd.g_00608	Prbc.g_01713
OG0000560	Prbd.g_00606	Prbc.g_01715
OG0000561	Prbd.g_00605	Prbc.g_01716
OG0000562	Prbd.g_00604	Prbc.g_01717
OG0000563	Prbd.g_00603	Prbc.g_01718
OG0000564	Prbd.g_00602	Prbc.g_01719
OG0000565	Prbd.g_00601	Prbc.g_01720
OG0000566	Prbd.g_00600	Prbc.g_01721
OG0000567	Prbd.g_00599	Prbc.g_01722
OG0000568	Prbd.g_00598	Prbc.g_01723
OG0000569	Prbd.g_00597	Prbc.g_01724
OG0000570	Prbd.g_00596	Prbc.g_01725
OG0000571	Prbd.g_00595	Prbc.g_01726
OG0000572	Prbd.g_00594	Prbc.g_01727
OG0000573	Prbd.g_00591	Prbc.g_01730
OG0000574	Prbd.g_00590	Prbc.g_01731
OG0000575	Prbd.g_00589	Prbc.g_01732
OG0000576	Prbd.g_00588	Prbc.g_01733
OG0000577	Prbd.g_00587	Prbc.g_01734
OG0000578	Prbd.g_00586	Prbc.g_01735
OG0000579	Prbd.g_00585	Prbc.g_01736
OG0000580	Prbd.g_00584	Prbc.g_01737
OG0000581	Prbd.g_00583	Prbc.g_01738
OG0000582	Prbd.g_00582	Prbc.g_01739
OG0000583	Prbd.g_00581	Prbc.g_01740
OG0000584	Prbd.g_00580	Prbc.g_01742
OG0000585	Prbd.g_00579	Prbc.g_01743
OG0000586	Prbd.g_00577	Prbc.g_01745
OG0000587	Prbd.g_00576	Prbc.g_01746
OG0000588	Prbd.g_00574	Prbc.g_01749
OG0000589	Prbd.g_00573	Prbc.g_01750
OG0000590	Prbd.g_00571	Prbc.g_01752
OG0000591	Prbd.g_00565	Prbc.g_01760
OG0000592	Prbd.g_00564	Prbc.g_01761
OG0000593	Prbd.g_00563	Prbc.g_01762
OG0000594	Prbd.g_00561	Prbc.g_01765
OG0000595	Prbd.g_00560	Prbc.g_01766
OG0000596	Prbd.g_00559	Prbc.g_01767
OG0000597	Prbd.g_00557	Prbc.g_01769
OG0000598	Prbd.g_00556	Prbc.g_01770
OG0000599	Prbd.g_00555	Prbc.g_01771
OG0000600	Prbd.g_00554	Prbc.g_01772
OG0000601	Prbd.g_00552	Prbc.g_01775
OG0000602	Prbd.g_00551	Prbc.g_01776
OG0000603	Prbd.g_00550	Prbc.g_01777
OG0000604	Prbd.g_00549	Prbc.g_01381
OG0000605	Prbd.g_00548	Prbc.g_01778
OG0000606	Prbd.g_00547	Prbc.g_01779
OG0000607	Prbd.g_00545	Prbc.g_01781
OG0000608	Prbd.g_00544	Prbc.g_01782
OG0000609	Prbd.g_00540	Prbc.g_01055
OG0000610	Prbd.g_00539	Prbc.g_01290
OG0000611	Prbd.g_00008	Prbc.g_01788
OG0000612	Prbd.g_00009	Prbc.g_01789
OG0000613	Prbd.g_00010	Prbc.g_01790
OG0000614	Prbd.g_00011	Prbc.g_01791
OG0000615	Prbd.g_00013	Prbc.g_01793
OG0000616	Prbd.g_00014	Prbc.g_01794
OG0000617	Prbd.g_00015	Prbc.g_01795
OG0000618	Prbd.g_00016	Prbc.g_01796
OG0000619	Prbd.g_00017	Prbc.g_01797
OG0000620	Prbd.g_00018	Prbc.g_01798
OG0000621	Prbd.g_00019	Prbc.g_01799
OG0000622	Prbd.g_00020	Prbc.g_01800
OG0000623	Prbd.g_00021	Prbc.g_01801
OG0000624	Prbd.g_00022	Prbc.g_01803
OG0000625	Prbd.g_00023	Prbc.g_01804
OG0000626	Prbd.g_00024	Prbc.g_01805
OG0000627	Prbd.g_00025	Prbc.g_01807
OG0000628	Prbd.g_00026	Prbc.g_01808
OG0000629	Prbd.g_00027	Prbc.g_01809
OG0000630	Prbd.g_00028	Prbc.g_01810
OG0000631	Prbd.g_00030	Prbc.g_01812
OG0000632	Prbd.g_00045	Prbc.g_00598
OG0000633	Prbd.g_00049	Prbc.g_00521
OG0000634	Prbd.g_00062	Prbc.g_02142
OG0000635	Prbd.g_00066	Prbc.g_02028
OG0000636	Prbd.g_00067	Prbc.g_02027
OG0000637	Prbd.g_00068	Prbc.g_02026
OG0000638	Prbd.g_00080	Prbc.g_01230
OG0000639	Prbd.g_00089	Prbc.g_02003
OG0000640	Prbd.g_00091	Prbc.g_02005
OG0000641	Prbd.g_00093	Prbc.g_02007
OG0000642	Prbd.g_00094	Prbc.g_02008
OG0000643	Prbd.g_00095	Prbc.g_02009
OG0000644	Prbd.g_00096	Prbc.g_01852
OG0000645	Prbd.g_00097	Prbc.g_01853
OG0000646	Prbd.g_00098	Prbc.g_01854
OG0000647	Prbd.g_00099	Prbc.g_01855
OG0000648	Prbd.g_00101	Prbc.g_01857
OG0000649	Prbd.g_00102	Prbc.g_01858
OG0000650	Prbd.g_00103	Prbc.g_01859
OG0000651	Prbd.g_00104	Prbc.g_01860
OG0000652	Prbd.g_00105	Prbc.g_01861
OG0000653	Prbd.g_00106	Prbc.g_01862
OG0000654	Prbd.g_00108	Prbc.g_01864
OG0000655	Prbd.g_00110	Prbc.g_01866
OG0000656	Prbd.g_00111	Prbc.g_01867
OG0000657	Prbd.g_00112	Prbc.g_01868
OG0000658	Prbd.g_00113	Prbc.g_01869
OG0000659	Prbd.g_00114	Prbc.g_01870
OG0000660	Prbd.g_00115	Prbc.g_01871
OG0000661	Prbd.g_00116	Prbc.g_01873
OG0000662	Prbd.g_00117	Prbc.g_01875
OG0000663	Prbd.g_00118	Prbc.g_01876
OG0000664	Prbd.g_00119	Prbc.g_01877
OG0000665	Prbd.g_00120	Prbc.g_01878
OG0000666	Prbd.g_00121	Prbc.g_01879
OG0000667	Prbd.g_00122	Prbc.g_01880
OG0000668	Prbd.g_00123	Prbc.g_01881
OG0000669	Prbd.g_00125	Prbc.g_01883
OG0000670	Prbd.g_00126	Prbc.g_01884
OG0000671	Prbd.g_00127	Prbc.g_01885
OG0000672	Prbd.g_00128	Prbc.g_01886
OG0000673	Prbd.g_00129	Prbc.g_01887
OG0000674	Prbd.g_00130	Prbc.g_01888
OG0000675	Prbd.g_00132	Prbc.g_01890
OG0000676	Prbd.g_00133	Prbc.g_01891
OG0000677	Prbd.g_00136	Prbc.g_01893
OG0000678	Prbd.g_00138	Prbc.g_01895
OG0000679	Prbd.g_00139	Prbc.g_01897
OG0000680	Prbd.g_00140	Prbc.g_01898
OG0000681	Prbd.g_00141	Prbc.g_01899
OG0000682	Prbd.g_00142	Prbc.g_01900
OG0000683	Prbd.g_00144	Prbc.g_01903
OG0000684	Prbd.g_00145	Prbc.g_01904
OG0000685	Prbd.g_00146	Prbc.g_01905
OG0000686	Prbd.g_00147	Prbc.g_01906
OG0000687	Prbd.g_00148	Prbc.g_01907
OG0000688	Prbd.g_00149	Prbc.g_01908
OG0000689	Prbd.g_00150	Prbc.g_01909
OG0000690	Prbd.g_00151	Prbc.g_01910
OG0000691	Prbd.g_00152	Prbc.g_01911
OG0000692	Prbd.g_00154	Prbc.g_01913
OG0000693	Prbd.g_00155	Prbc.g_01914
OG0000694	Prbd.g_00156	Prbc.g_01915
OG0000695	Prbd.g_00157	Prbc.g_01916
OG0000696	Prbd.g_00158	Prbc.g_01917
OG0000697	Prbd.g_00160	Prbc.g_01919
OG0000698	Prbd.g_00162	Prbc.g_01923
OG0000699	Prbd.g_00163	Prbc.g_01924
OG0000700	Prbd.g_00190	Prbc.g_01959
OG0000701	Prbd.g_00194	Prbc.g_01962
OG0000702	Prbd.g_00197	Prbc.g_01967
OG0000703	Prbd.g_00198	Prbc.g_01969
OG0000704	Prbd.g_00199	Prbc.g_01970
OG0000705	Prbd.g_00200	Prbc.g_01971
OG0000706	Prbd.g_00201	Prbc.g_01972
OG0000707	Prbd.g_00203	Prbc.g_01974
OG0000708	Prbd.g_00204	Prbc.g_01975
OG0000709	Prbd.g_00206	Prbc.g_01977
OG0000710	Prbd.g_00207	Prbc.g_01978
OG0000711	Prbd.g_00208	Prbc.g_01979
OG0000712	Prbd.g_00209	Prbc.g_01980
OG0000713	Prbd.g_00210	Prbc.g_01981
OG0000714	Prbd.g_00212	Prbc.g_01983
OG0000715	Prbd.g_00213	Prbc.g_01984
OG0000716	Prbd.g_00215	Prbc.g_01987
OG0000717	Prbd.g_00216	Prbc.g_01988
OG0000718	Prbd.g_00217	Prbc.g_01989
OG0000719	Prbd.g_00219	Prbc.g_01991
OG0000720	Prbd.g_00220	Prbc.g_01992
OG0000721	Prbd.g_00222	Prbc.g_01995
OG0000722	Prbd.g_00223	Prbc.g_01996
OG0000723	Prbd.g_00224	Prbc.g_01997
OG0000724	Prbd.g_00226	Prbc.g_01837
OG0000725	Prbd.g_00227	Prbc.g_01838
OG0000726	Prbd.g_00228	Prbc.g_01839
OG0000727	Prbd.g_00229	Prbc.g_01840
OG0000728	Prbd.g_00230	Prbc.g_01841
OG0000729	Prbd.g_00231	Prbc.g_01842
OG0000730	Prbd.g_00232	Prbc.g_01843
OG0000731	Prbd.g_00233	Prbc.g_01844
OG0000732	Prbd.g_00234	Prbc.g_01845
OG0000733	Prbd.g_00235	Prbc.g_01846
OG0000734	Prbd.g_00236	Prbc.g_01847
OG0000735	Prbd.g_00238	Prbc.g_01849
OG0000736	Prbd.g_00239	Prbc.g_01850
OG0000737	Prbd.g_00240	Prbc.g_01851
OG0000738	Prbd.g_00241	Prbc.g_02010
OG0000739	Prbd.g_00242	Prbc.g_02011
OG0000740	Prbd.g_00243	Prbc.g_02012
OG0000741	Prbd.g_00244	Prbc.g_02013
OG0000742	Prbd.g_00246	Prbc.g_02015
OG0000743	Prbd.g_00247	Prbc.g_02016
OG0000744	Prbd.g_00248	Prbc.g_02017
OG0000745	Prbd.g_00249	Prbc.g_02018
OG0000746	Prbd.g_00250	Prbc.g_02019
OG0000747	Prbd.g_00251	Prbc.g_02020
OG0000748	Prbd.g_00252	Prbc.g_02021
OG0000749	Prbd.g_00253	Prbc.g_02022
OG0000750	Prbd.g_00254	Prbc.g_02023
OG0000751	Prbd.g_00255	Prbc.g_02024
OG0000752	Prbd.g_00256	Prbc.g_01936
OG0000753	Prbd.g_00258	Prbc.g_02029
OG0000754	Prbd.g_00259	Prbc.g_02030
OG0000755	Prbd.g_00260	Prbc.g_02031
OG0000756	Prbd.g_00261	Prbc.g_02033
OG0000757	Prbd.g_00262	Prbc.g_02034
OG0000758	Prbd.g_00263	Prbc.g_02035
OG0000759	Prbd.g_00265	Prbc.g_02037
OG0000760	Prbd.g_00266	Prbc.g_02038
OG0000761	Prbd.g_00267	Prbc.g_02039
OG0000762	Prbd.g_00269	Prbc.g_02041
OG0000763	Prbd.g_00270	Prbc.g_02042
OG0000764	Prbd.g_00271	Prbc.g_02043
OG0000765	Prbd.g_00272	Prbc.g_02044
OG0000766	Prbd.g_00273	Prbc.g_02045
OG0000767	Prbd.g_00275	Prbc.g_02047
OG0000768	Prbd.g_00276	Prbc.g_02048
OG0000769	Prbd.g_00277	Prbc.g_02049
OG0000770	Prbd.g_00278	Prbc.g_02050
OG0000771	Prbd.g_00279	Prbc.g_02051
OG0000772	Prbd.g_00280	Prbc.g_02190
OG0000773	Prbd.g_00281	Prbc.g_02052
OG0000774	Prbd.g_00282	Prbc.g_02053
OG0000775	Prbd.g_00283	Prbc.g_02054
OG0000776	Prbd.g_00285	Prbc.g_02055
OG0000777	Prbd.g_00287	Prbc.g_02057
OG0000778	Prbd.g_00288	Prbc.g_02058
OG0000779	Prbd.g_00289	Prbc.g_02059
OG0000780	Prbd.g_00291	Prbc.g_02061
OG0000781	Prbd.g_00293	Prbc.g_02062
OG0000782	Prbd.g_00294	Prbc.g_02063
OG0000783	Prbd.g_00309	Prbc.g_02079
OG0000784	Prbd.g_00311	Prbc.g_02080
OG0000785	Prbd.g_00312	Prbc.g_02081
OG0000786	Prbd.g_00313	Prbc.g_02082
OG0000787	Prbd.g_00314	Prbc.g_02083
OG0000788	Prbd.g_00318	Prbc.g_02088
OG0000789	Prbd.g_00320	Prbc.g_02091
OG0000790	Prbd.g_00321	Prbc.g_01935
OG0000791	Prbd.g_00322	Prbc.g_02092
OG0000792	Prbd.g_00323	Prbc.g_02093
OG0000793	Prbd.g_00324	Prbc.g_02094
OG0000794	Prbd.g_00326	Prbc.g_02097
OG0000795	Prbd.g_00329	Prbc.g_02101
OG0000796	Prbd.g_00330	Prbc.g_02102
OG0000797	Prbd.g_00332	Prbc.g_02105
OG0000798	Prbd.g_00333	Prbc.g_02106
OG0000799	Prbd.g_00334	Prbc.g_02107
OG0000800	Prbd.g_00335	Prbc.g_02108
OG0000801	Prbd.g_00338	Prbc.g_02111
OG0000802	Prbd.g_00339	Prbc.g_02112
OG0000803	Prbd.g_00341	Prbc.g_01934
OG0000804	Prbd.g_00342	Prbc.g_01933
OG0000805	Prbd.g_00343	Prbc.g_01932
OG0000806	Prbd.g_00345	Prbc.g_01930
OG0000807	Prbd.g_00370	Prbc.g_01941
OG0000808	Prbd.g_00380	Prbc.g_02152
OG0000809	Prbd.g_00383	Prbc.g_02133
OG0000810	Prbd.g_00384	Prbc.g_00804
OG0000811	Prbd.g_00391	Prbc.g_00201
OG0000812	Prbd.g_00395	Prbc.g_01244
OG0000813	Prbd.g_00399	Prbc.g_01252
OG0000814	Prbd.g_00401	Prbc.g_00801
OG0000815	Prbd.g_00414	Prbc.g_02128
OG0000816	Prbd.g_00428	Prbc.g_00897
OG0000817	Prbd.g_00429	Prbc.g_00898
OG0000818	Prbd.g_00434	Prbc.g_02170
OG0000819	Prbd.g_00449	Prbc.g_01468
OG0000820	Prbd.g_00453	Prbc.g_01462
OG0000821	Prbd.g_00455	Prbc.g_01460
OG0000822	Prbd.g_00456	Prbc.g_01459
OG0000823	Prbd.g_00457	Prbc.g_01458
OG0000824	Prbd.g_00458	Prbc.g_01457
OG0000825	Prbd.g_00459	Prbc.g_01456
OG0000826	Prbd.g_00460	Prbc.g_01455
OG0000827	Prbd.g_00461	Prbc.g_01454
OG0000828	Prbd.g_00462	Prbc.g_01453
OG0000829	Prbd.g_00463	Prbc.g_01452
OG0000830	Prbd.g_00464	Prbc.g_01450
OG0000831	Prbd.g_00467	Prbc.g_01447
OG0000832	Prbd.g_00469	Prbc.g_01445
OG0000833	Prbd.g_00470	Prbc.g_01444
OG0000834	Prbd.g_00471	Prbc.g_01442
OG0000835	Prbd.g_00472	Prbc.g_01441
OG0000836	Prbd.g_00473	Prbc.g_01440
OG0000837	Prbd.g_00475	Prbc.g_01437
OG0000838	Prbd.g_00476	Prbc.g_01436
OG0000839	Prbd.g_00477	Prbc.g_01435
OG0000840	Prbd.g_00478	Prbc.g_01434
OG0000841	Prbd.g_00479	Prbc.g_01433
OG0000842	Prbd.g_00480	Prbc.g_01431
OG0000843	Prbd.g_00481	Prbc.g_01430
OG0000844	Prbd.g_00482	Prbc.g_01429
OG0000845	Prbd.g_00483	Prbc.g_01428
OG0000846	Prbd.g_00486	Prbc.g_01426
OG0000847	Prbd.g_00488	Prbc.g_01424
OG0000848	Prbd.g_00489	Prbc.g_01422
OG0000849	Prbd.g_00490	Prbc.g_01421
OG0000850	Prbd.g_00491	Prbc.g_01420
OG0000851	Prbd.g_00492	Prbc.g_01418
OG0000852	Prbd.g_00494	Prbc.g_01416
OG0000853	Prbd.g_00495	Prbc.g_01414
OG0000854	Prbd.g_00497	Prbc.g_01412
OG0000855	Prbd.g_00498	Prbc.g_01411
OG0000856	Prbd.g_00499	Prbc.g_01410
OG0000857	Prbd.g_00500	Prbc.g_01409
OG0000858	Prbd.g_00501	Prbc.g_01408
OG0000859	Prbd.g_00502	Prbc.g_01407
OG0000860	Prbd.g_00503	Prbc.g_01406
OG0000861	Prbd.g_00504	Prbc.g_01405
OG0000862	Prbd.g_00505	Prbc.g_01404
OG0000863	Prbd.g_00506	Prbc.g_01403
OG0000864	Prbd.g_00507	Prbc.g_01402
OG0000865	Prbd.g_00508	Prbc.g_01401
OG0000866	Prbd.g_00509	Prbc.g_01400
OG0000867	Prbd.g_00510	Prbc.g_01399
OG0000868	Prbd.g_00511	Prbc.g_01398
OG0000869	Prbd.g_00513	Prbc.g_01396
OG0000870	Prbd.g_00514	Prbc.g_01395
OG0000871	Prbd.g_00516	Prbc.g_01394
OG0000872	Prbd.g_00517	Prbc.g_01393
OG0000873	Prbd.g_00519	Prbc.g_01392
OG0000874	Prbd.g_00520	Prbc.g_01391
OG0000875	Prbd.g_00521	Prbc.g_01390
OG0000876	Prbd.g_00522	Prbc.g_01389
OG0000877	Prbd.g_00524	Prbc.g_01388
OG0000878	Prbd.g_01858	Prbc.g_01320
OG0000879	Prbd.g_01812	Prbc.g_00555
OG0000880	Prbd.g_01811	Prbc.g_00556
OG0000881	Prbd.g_01810	Prbc.g_00557
OG0000882	Prbd.g_01809	Prbc.g_00558
OG0000883	Prbd.g_01808	Prbc.g_00560
OG0000884	Prbd.g_01806	Prbc.g_00561
OG0000885	Prbd.g_01805	Prbc.g_00562
OG0000886	Prbd.g_01804	Prbc.g_00563
OG0000887	Prbd.g_01803	Prbc.g_00564
OG0000888	Prbd.g_01802	Prbc.g_00565
OG0000889	Prbd.g_01799	Prbc.g_00568
OG0000890	Prbd.g_01798	Prbc.g_00569
OG0000891	Prbd.g_01797	Prbc.g_00570
OG0000892	Prbd.g_01795	Prbc.g_00571
OG0000893	Prbd.g_01794	Prbc.g_00572
OG0000894	Prbd.g_01793	Prbc.g_00573
OG0000895	Prbd.g_01792	Prbc.g_00574
OG0000896	Prbd.g_01791	Prbc.g_00575
OG0000897	Prbd.g_01790	Prbc.g_00576
OG0000898	Prbd.g_01788	Prbc.g_00579
OG0000899	Prbd.g_01787	Prbc.g_00580
OG0000900	Prbd.g_01782	Prbc.g_00585
OG0000901	Prbd.g_01778	Prbc.g_00589
OG0000902	Prbd.g_01777	Prbc.g_01820
OG0000903	Prbd.g_01776	Prbc.g_01470
OG0000904	Prbd.g_01774	Prbc.g_02100
OG0000905	Prbd.g_01772	Prbc.g_00810
OG0000906	Prbd.g_01770	Prbc.g_00655
OG0000907	Prbd.g_01769	Prbc.g_01921
OG0000908	Prbd.g_01766	Prbc.g_00138
OG0000909	Prbd.g_01762	Prbc.g_00659
OG0000910	Prbd.g_01761	Prbc.g_00660
OG0000911	Prbd.g_01760	Prbc.g_00661
OG0000912	Prbd.g_01759	Prbc.g_00662
OG0000913	Prbd.g_01758	Prbc.g_00663
OG0000914	Prbd.g_01757	Prbc.g_00664
OG0000915	Prbd.g_01756	Prbc.g_00665
OG0000916	Prbd.g_01755	Prbc.g_00666
OG0000917	Prbd.g_01754	Prbc.g_00667
OG0000918	Prbd.g_01753	Prbc.g_00668
OG0000919	Prbd.g_01752	Prbc.g_00669
OG0000920	Prbd.g_01751	Prbc.g_00670
OG0000921	Prbd.g_01750	Prbc.g_00671
OG0000922	Prbd.g_01749	Prbc.g_00672
OG0000923	Prbd.g_01748	Prbc.g_00673
OG0000924	Prbd.g_01747	Prbc.g_00674
OG0000925	Prbd.g_01746	Prbc.g_00675
OG0000926	Prbd.g_01736	Prbc.g_00228
OG0000927	Prbd.g_01707	Prbc.g_00690
OG0000928	Prbd.g_01706	Prbc.g_00691
OG0000929	Prbd.g_01705	Prbc.g_00692
OG0000930	Prbd.g_01704	Prbc.g_00693
OG0000931	Prbd.g_01703	Prbc.g_00694
OG0000932	Prbd.g_01701	Prbc.g_00696
OG0000933	Prbd.g_01700	Prbc.g_00697
OG0000934	Prbd.g_01699	Prbc.g_00698
OG0000935	Prbd.g_01698	Prbc.g_00699
OG0000936	Prbd.g_01697	Prbc.g_00700
OG0000937	Prbd.g_01696	Prbc.g_00701
OG0000938	Prbd.g_01695	Prbc.g_00702
OG0000939	Prbd.g_01694	Prbc.g_00703
OG0000940	Prbd.g_01693	Prbc.g_00705
OG0000941	Prbd.g_01691	Prbc.g_00707
OG0000942	Prbd.g_01690	Prbc.g_00708
OG0000943	Prbd.g_01687	Prbc.g_00711
OG0000944	Prbd.g_01686	Prbc.g_00712
OG0000945	Prbd.g_01685	Prbc.g_00713
OG0000946	Prbd.g_01684	Prbc.g_00714
OG0000947	Prbd.g_01683	Prbc.g_00715
OG0000948	Prbd.g_01682	Prbc.g_00716
OG0000949	Prbd.g_01681	Prbc.g_00717
OG0000950	Prbd.g_01680	Prbc.g_00718
OG0000951	Prbd.g_01679	Prbc.g_00719
OG0000952	Prbd.g_01678	Prbc.g_00720
OG0000953	Prbd.g_01677	Prbc.g_00721
OG0000954	Prbd.g_01676	Prbc.g_00722
OG0000955	Prbd.g_01675	Prbc.g_00723
OG0000956	Prbd.g_01674	Prbc.g_00724
OG0000957	Prbd.g_01673	Prbc.g_01521
OG0000958	Prbd.g_01672	Prbc.g_00725
OG0000959	Prbd.g_01671	Prbc.g_00726
OG0000960	Prbd.g_01670	Prbc.g_00727
OG0000961	Prbd.g_01666	Prbc.g_00730
OG0000962	Prbd.g_01665	Prbc.g_00731
OG0000963	Prbd.g_01664	Prbc.g_00732
OG0000964	Prbd.g_01662	Prbc.g_00734
OG0000965	Prbd.g_01661	Prbc.g_00735
OG0000966	Prbd.g_01660	Prbc.g_00736
OG0000967	Prbd.g_01659	Prbc.g_00737
OG0000968	Prbd.g_01658	Prbc.g_00738
OG0000969	Prbd.g_01657	Prbc.g_00739
OG0000970	Prbd.g_01656	Prbc.g_00740
OG0000971	Prbd.g_01655	Prbc.g_00741
OG0000972	Prbd.g_01654	Prbc.g_00742
OG0000973	Prbd.g_01653	Prbc.g_00743
OG0000974	Prbd.g_01651	Prbc.g_00745
OG0000975	Prbd.g_01648	Prbc.g_00751
OG0000976	Prbd.g_01646	Prbc.g_00754
OG0000977	Prbd.g_01645	Prbc.g_00755
OG0000978	Prbd.g_01644	Prbc.g_00756
OG0000979	Prbd.g_01642	Prbc.g_00758
OG0000980	Prbd.g_01641	Prbc.g_00759
OG0000981	Prbd.g_01640	Prbc.g_00760
OG0000982	Prbd.g_01639	Prbc.g_00761
OG0000983	Prbd.g_01637	Prbc.g_00763
OG0000984	Prbd.g_01636	Prbc.g_00764
OG0000985	Prbd.g_01635	Prbc.g_00765
OG0000986	Prbd.g_01634	Prbc.g_00766
OG0000987	Prbd.g_01633	Prbc.g_00767
OG0000988	Prbd.g_01632	Prbc.g_00768
OG0000989	Prbd.g_01631	Prbc.g_00769
OG0000990	Prbd.g_01630	Prbc.g_00770
OG0000991	Prbd.g_01629	Prbc.g_00771
OG0000992	Prbd.g_01628	Prbc.g_00772
OG0000993	Prbd.g_01627	Prbc.g_00773
OG0000994	Prbd.g_01626	Prbc.g_00774
OG0000995	Prbd.g_01625	Prbc.g_00775
OG0000996	Prbd.g_01624	Prbc.g_00776
OG0000997	Prbd.g_01623	Prbc.g_00777
OG0000998	Prbd.g_01622	Prbc.g_00778
OG0000999	Prbd.g_01621	Prbc.g_00779
OG0001000	Prbd.g_01620	Prbc.g_00780
OG0001001	Prbd.g_01617	Prbc.g_00782
OG0001002	Prbd.g_01616	Prbc.g_00783
OG0001003	Prbd.g_01615	Prbc.g_00784
OG0001004	Prbd.g_01614	Prbc.g_00785
OG0001005	Prbd.g_01613	Prbc.g_00787
OG0001006	Prbd.g_01612	Prbc.g_00788
OG0001007	Prbd.g_01611	Prbc.g_00789
OG0001008	Prbd.g_01609	Prbc.g_00791
OG0001009	Prbd.g_01608	Prbc.g_00792
OG0001010	Prbd.g_01600	Prbc.g_01485
OG0001011	Prbd.g_01593	Prbc.g_00677
OG0001012	Prbd.g_01566	Prbc.g_01874
OG0001013	Prbd.g_01531	Prbc.g_00827
OG0001014	Prbd.g_01530	Prbc.g_00828
OG0001015	Prbd.g_01524	Prbc.g_00833
OG0001016	Prbd.g_01523	Prbc.g_00834
OG0001017	Prbd.g_01522	Prbc.g_00835
OG0001018	Prbd.g_01521	Prbc.g_00836
OG0001019	Prbd.g_01519	Prbc.g_00837
OG0001020	Prbd.g_01518	Prbc.g_00838
OG0001021	Prbd.g_01517	Prbc.g_00839
OG0001022	Prbd.g_01516	Prbc.g_00840
OG0001023	Prbd.g_01515	Prbc.g_00841
OG0001024	Prbd.g_01514	Prbc.g_00842
OG0001025	Prbd.g_01513	Prbc.g_00843
OG0001026	Prbd.g_01511	Prbc.g_00844
OG0001027	Prbd.g_01510	Prbc.g_00845
OG0001028	Prbd.g_01509	Prbc.g_00846
OG0001029	Prbd.g_01508	Prbc.g_00847
OG0001030	Prbd.g_01507	Prbc.g_00848
OG0001031	Prbd.g_01506	Prbc.g_00849
OG0001032	Prbd.g_01505	Prbc.g_00850
OG0001033	Prbd.g_01504	Prbc.g_00851
OG0001034	Prbd.g_01503	Prbc.g_00852
OG0001035	Prbd.g_01501	Prbc.g_00854
OG0001036	Prbd.g_01500	Prbc.g_00855
OG0001037	Prbd.g_01499	Prbc.g_00856
OG0001038	Prbd.g_01498	Prbc.g_00857
OG0001039	Prbd.g_01497	Prbc.g_00858
OG0001040	Prbd.g_01496	Prbc.g_00860
OG0001041	Prbd.g_01495	Prbc.g_00861
OG0001042	Prbd.g_01494	Prbc.g_00862
OG0001043	Prbd.g_01493	Prbc.g_00863
OG0001044	Prbd.g_01492	Prbc.g_00864
OG0001045	Prbd.g_01491	Prbc.g_00865
OG0001046	Prbd.g_01490	Prbc.g_00866
OG0001047	Prbd.g_01487	Prbc.g_00868
OG0001048	Prbd.g_01485	Prbc.g_00870
OG0001049	Prbd.g_01484	Prbc.g_00871
OG0001050	Prbd.g_01483	Prbc.g_00872
OG0001051	Prbd.g_01482	Prbc.g_00873
OG0001052	Prbd.g_01481	Prbc.g_00874
OG0001053	Prbd.g_01479	Prbc.g_00876
OG0001054	Prbd.g_01477	Prbc.g_00878
OG0001055	Prbd.g_01476	Prbc.g_00879
OG0001056	Prbd.g_01475	Prbc.g_00880
OG0001057	Prbd.g_01474	Prbc.g_00881
OG0001058	Prbd.g_01473	Prbc.g_00882
OG0001059	Prbd.g_01472	Prbc.g_00883
OG0001060	Prbd.g_01471	Prbc.g_00884
OG0001061	Prbd.g_01470	Prbc.g_00885
OG0001062	Prbd.g_01469	Prbc.g_00886
OG0001063	Prbd.g_01468	Prbc.g_00887
OG0001064	Prbd.g_01466	Prbc.g_00889
OG0001065	Prbd.g_01463	Prbc.g_00933
OG0001066	Prbd.g_01462	Prbc.g_00935
OG0001067	Prbd.g_01461	Prbc.g_00936
OG0001068	Prbd.g_01459	Prbc.g_00938
