Orthogroup	Prbd	Prag
OG0000550	Prbd.g_00617	Prag.g_00605
OG0000551	Prbd.g_00616	Prag.g_00606
OG0000552	Prbd.g_00615	Prag.g_00607
OG0000553	Prbd.g_00614	Prag.g_00608
OG0000554	Prbd.g_00613	Prag.g_00609
OG0000555	Prbd.g_00612	Prag.g_00610
OG0000556	Prbd.g_00611	Prag.g_00611
OG0000557	Prbd.g_00610	Prag.g_00612
OG0000558	Prbd.g_00609	Prag.g_00613
OG0000559	Prbd.g_00608	Prag.g_00614
OG0000560	Prbd.g_00606	Prag.g_00616
OG0000561	Prbd.g_00605	Prag.g_00617
OG0000562	Prbd.g_00604	Prag.g_00618
OG0000563	Prbd.g_00603	Prag.g_00619
OG0000564	Prbd.g_00602	Prag.g_00620
OG0000565	Prbd.g_00601	Prag.g_00621
OG0000566	Prbd.g_00600	Prag.g_00622
OG0000567	Prbd.g_00599	Prag.g_00623
OG0000568	Prbd.g_00598	Prag.g_00624
OG0000569	Prbd.g_00597	Prag.g_00625
OG0000570	Prbd.g_00596	Prag.g_00626
OG0000571	Prbd.g_00595	Prag.g_00627
OG0000572	Prbd.g_00594	Prag.g_00628
OG0000573	Prbd.g_00591	Prag.g_00631
OG0000574	Prbd.g_00590	Prag.g_00632
OG0000575	Prbd.g_00589	Prag.g_00633
OG0000576	Prbd.g_00588	Prag.g_00634
OG0000577	Prbd.g_00587	Prag.g_00635
OG0000578	Prbd.g_00586	Prag.g_00636
OG0000579	Prbd.g_00585	Prag.g_00637
OG0000580	Prbd.g_00584	Prag.g_00638
OG0000581	Prbd.g_00583	Prag.g_00639
OG0000582	Prbd.g_00582	Prag.g_00640
OG0000583	Prbd.g_00581	Prag.g_00641
OG0000584	Prbd.g_00580	Prag.g_00642
OG0000585	Prbd.g_00579	Prag.g_00643
OG0000586	Prbd.g_00577	Prag.g_00645
OG0000587	Prbd.g_00576	Prag.g_00646
OG0000588	Prbd.g_00574	Prag.g_00648
OG0000589	Prbd.g_00573	Prag.g_00649
OG0000590	Prbd.g_00571	Prag.g_00651
OG0000591	Prbd.g_00565	Prag.g_00657
OG0000592	Prbd.g_00564	Prag.g_00658
OG0000593	Prbd.g_00563	Prag.g_00659
OG0000594	Prbd.g_00561	Prag.g_00661
OG0000595	Prbd.g_00560	Prag.g_00662
OG0000596	Prbd.g_00559	Prag.g_00663
OG0000597	Prbd.g_00557	Prag.g_00665
OG0000598	Prbd.g_00556	Prag.g_00666
OG0000599	Prbd.g_00555	Prag.g_00667
OG0000600	Prbd.g_00554	Prag.g_00668
OG0000601	Prbd.g_00552	Prag.g_00670
OG0000602	Prbd.g_00551	Prag.g_00671
OG0000603	Prbd.g_00550	Prag.g_00672
OG0000604	Prbd.g_00549	Prag.g_00673
OG0000605	Prbd.g_00548	Prag.g_00674
OG0000606	Prbd.g_00547	Prag.g_00675
OG0000607	Prbd.g_00545	Prag.g_00677
OG0000608	Prbd.g_00544	Prag.g_00678
OG0000609	Prbd.g_00540	Prag.g_00682
OG0000610	Prbd.g_00539	Prag.g_00683
OG0000611	Prbd.g_00008	Prag.g_00693
OG0000612	Prbd.g_00009	Prag.g_00694
OG0000613	Prbd.g_00010	Prag.g_00695
OG0000614	Prbd.g_00011	Prag.g_00696
OG0000615	Prbd.g_00013	Prag.g_00698
OG0000616	Prbd.g_00014	Prag.g_00699
OG0000617	Prbd.g_00015	Prag.g_00700
OG0000618	Prbd.g_00016	Prag.g_00701
OG0000619	Prbd.g_00017	Prag.g_00702
OG0000620	Prbd.g_00018	Prag.g_00703
OG0000621	Prbd.g_00019	Prag.g_00704
OG0000622	Prbd.g_00020	Prag.g_00705
OG0000623	Prbd.g_00021	Prag.g_00706
OG0000624	Prbd.g_00022	Prag.g_00707
OG0000625	Prbd.g_00023	Prag.g_00708
OG0000626	Prbd.g_00024	Prag.g_00709
OG0000627	Prbd.g_00025	Prag.g_00710
OG0000628	Prbd.g_00026	Prag.g_00711
OG0000629	Prbd.g_00027	Prag.g_00712
OG0000630	Prbd.g_00028	Prag.g_00713
OG0000631	Prbd.g_00030	Prag.g_00715
OG0000632	Prbd.g_00045	Prag.g_00740
OG0000633	Prbd.g_00049	Prag.g_00744
OG0000634	Prbd.g_00062	Prag.g_00758
OG0000635	Prbd.g_00066	Prag.g_00771
OG0000636	Prbd.g_00067	Prag.g_00772
OG0000637	Prbd.g_00068	Prag.g_00773
OG0000638	Prbd.g_00080	Prag.g_00784
OG0000639	Prbd.g_00089	Prag.g_00793
OG0000640	Prbd.g_00091	Prag.g_00795
OG0000641	Prbd.g_00093	Prag.g_00797
OG0000642	Prbd.g_00094	Prag.g_00798
OG0000643	Prbd.g_00095	Prag.g_00799
OG0000644	Prbd.g_00096	Prag.g_00800
OG0000645	Prbd.g_00097	Prag.g_00801
OG0000646	Prbd.g_00098	Prag.g_00802
OG0000647	Prbd.g_00099	Prag.g_00803
OG0000648	Prbd.g_00101	Prag.g_00805
OG0000649	Prbd.g_00102	Prag.g_00806
OG0000650	Prbd.g_00103	Prag.g_00807
OG0000651	Prbd.g_00104	Prag.g_00808
OG0000652	Prbd.g_00105	Prag.g_00809
OG0000653	Prbd.g_00106	Prag.g_00810
OG0000654	Prbd.g_00108	Prag.g_00812
OG0000655	Prbd.g_00110	Prag.g_00814
OG0000656	Prbd.g_00111	Prag.g_00815
OG0000657	Prbd.g_00112	Prag.g_00816
OG0000658	Prbd.g_00113	Prag.g_00817
OG0000659	Prbd.g_00114	Prag.g_00818
OG0000660	Prbd.g_00115	Prag.g_00819
OG0000661	Prbd.g_00116	Prag.g_00820
OG0000662	Prbd.g_00117	Prag.g_00821
OG0000663	Prbd.g_00118	Prag.g_00822
OG0000664	Prbd.g_00119	Prag.g_00823
OG0000665	Prbd.g_00120	Prag.g_00824
OG0000666	Prbd.g_00121	Prag.g_00825
OG0000667	Prbd.g_00122	Prag.g_00826
OG0000668	Prbd.g_00123	Prag.g_00827
OG0000669	Prbd.g_00125	Prag.g_00829
OG0000670	Prbd.g_00126	Prag.g_00830
OG0000671	Prbd.g_00127	Prag.g_00831
OG0000672	Prbd.g_00128	Prag.g_00832
OG0000673	Prbd.g_00129	Prag.g_00833
OG0000674	Prbd.g_00130	Prag.g_00834
OG0000675	Prbd.g_00132	Prag.g_00835
OG0000676	Prbd.g_00133	Prag.g_00836
OG0000677	Prbd.g_00136	Prag.g_00838
OG0000678	Prbd.g_00138	Prag.g_00840
OG0000679	Prbd.g_00139	Prag.g_00841
OG0000680	Prbd.g_00140	Prag.g_00842
OG0000681	Prbd.g_00141	Prag.g_00843
OG0000682	Prbd.g_00142	Prag.g_00844
OG0000683	Prbd.g_00144	Prag.g_00846
OG0000684	Prbd.g_00145	Prag.g_00847
OG0000685	Prbd.g_00146	Prag.g_00848
OG0000686	Prbd.g_00147	Prag.g_00849
OG0000687	Prbd.g_00148	Prag.g_00850
OG0000688	Prbd.g_00149	Prag.g_00851
OG0000689	Prbd.g_00150	Prag.g_00852
OG0000690	Prbd.g_00151	Prag.g_00853
OG0000691	Prbd.g_00152	Prag.g_00854
OG0000692	Prbd.g_00154	Prag.g_00856
OG0000693	Prbd.g_00155	Prag.g_00857
OG0000694	Prbd.g_00156	Prag.g_00858
OG0000695	Prbd.g_00157	Prag.g_00859
OG0000696	Prbd.g_00158	Prag.g_00860
OG0000697	Prbd.g_00160	Prag.g_00862
OG0000698	Prbd.g_00162	Prag.g_00864
OG0000699	Prbd.g_00163	Prag.g_00865
OG0000700	Prbd.g_00190	Prag.g_00892
OG0000701	Prbd.g_00194	Prag.g_00895
OG0000702	Prbd.g_00197	Prag.g_00898
OG0000703	Prbd.g_00198	Prag.g_00899
OG0000704	Prbd.g_00199	Prag.g_00900
OG0000705	Prbd.g_00200	Prag.g_00901
OG0000706	Prbd.g_00201	Prag.g_00902
OG0000707	Prbd.g_00203	Prag.g_00903
OG0000708	Prbd.g_00204	Prag.g_00904
OG0000709	Prbd.g_00206	Prag.g_00906
OG0000710	Prbd.g_00207	Prag.g_00907
OG0000711	Prbd.g_00208	Prag.g_00908
OG0000712	Prbd.g_00209	Prag.g_00909
OG0000713	Prbd.g_00210	Prag.g_00910
OG0000714	Prbd.g_00212	Prag.g_00912
OG0000715	Prbd.g_00213	Prag.g_00913
OG0000716	Prbd.g_00215	Prag.g_00915
OG0000717	Prbd.g_00216	Prag.g_00916
OG0000718	Prbd.g_00217	Prag.g_00917
OG0000719	Prbd.g_00219	Prag.g_00919
OG0000720	Prbd.g_00220	Prag.g_00920
OG0000721	Prbd.g_00222	Prag.g_00922
OG0000722	Prbd.g_00223	Prag.g_00923
OG0000723	Prbd.g_00224	Prag.g_00924
OG0000724	Prbd.g_00226	Prag.g_00926
OG0000725	Prbd.g_00227	Prag.g_00927
OG0000726	Prbd.g_00228	Prag.g_00928
OG0000727	Prbd.g_00229	Prag.g_00929
OG0000728	Prbd.g_00230	Prag.g_00930
OG0000729	Prbd.g_00231	Prag.g_00931
OG0000730	Prbd.g_00232	Prag.g_00932
OG0000731	Prbd.g_00233	Prag.g_00933
OG0000732	Prbd.g_00234	Prag.g_00934
OG0000733	Prbd.g_00235	Prag.g_00935
OG0000734	Prbd.g_00236	Prag.g_00936
OG0000735	Prbd.g_00238	Prag.g_00938
OG0000736	Prbd.g_00239	Prag.g_00939
OG0000737	Prbd.g_00240	Prag.g_00940
OG0000738	Prbd.g_00241	Prag.g_00941
OG0000739	Prbd.g_00242	Prag.g_00942
OG0000740	Prbd.g_00243	Prag.g_00943
OG0000741	Prbd.g_00244	Prag.g_00944
OG0000742	Prbd.g_00246	Prag.g_00946
OG0000743	Prbd.g_00247	Prag.g_00947
OG0000744	Prbd.g_00248	Prag.g_00948
OG0000745	Prbd.g_00249	Prag.g_00949
OG0000746	Prbd.g_00250	Prag.g_00950
OG0000747	Prbd.g_00251	Prag.g_00951
OG0000748	Prbd.g_00252	Prag.g_00952
OG0000749	Prbd.g_00253	Prag.g_00953
OG0000750	Prbd.g_00254	Prag.g_00954
OG0000751	Prbd.g_00255	Prag.g_00955
OG0000752	Prbd.g_00256	Prag.g_00956
OG0000753	Prbd.g_00258	Prag.g_00958
OG0000754	Prbd.g_00259	Prag.g_00959
OG0000755	Prbd.g_00260	Prag.g_00960
OG0000756	Prbd.g_00261	Prag.g_00961
OG0000757	Prbd.g_00262	Prag.g_00962
OG0000758	Prbd.g_00263	Prag.g_00963
OG0000759	Prbd.g_00265	Prag.g_00965
OG0000760	Prbd.g_00266	Prag.g_00966
OG0000761	Prbd.g_00267	Prag.g_00967
OG0000762	Prbd.g_00269	Prag.g_00969
OG0000763	Prbd.g_00270	Prag.g_00970
OG0000764	Prbd.g_00271	Prag.g_00971
OG0000765	Prbd.g_00272	Prag.g_00972
OG0000766	Prbd.g_00273	Prag.g_00973
OG0000767	Prbd.g_00275	Prag.g_00975
OG0000768	Prbd.g_00276	Prag.g_00976
OG0000769	Prbd.g_00277	Prag.g_00977
OG0000770	Prbd.g_00278	Prag.g_00978
OG0000771	Prbd.g_00279	Prag.g_00979
OG0000772	Prbd.g_00280	Prag.g_00980
OG0000773	Prbd.g_00281	Prag.g_00981
OG0000774	Prbd.g_00282	Prag.g_00982
OG0000775	Prbd.g_00283	Prag.g_00983
OG0000776	Prbd.g_00285	Prag.g_00985
OG0000777	Prbd.g_00287	Prag.g_00987
OG0000778	Prbd.g_00288	Prag.g_00988
OG0000779	Prbd.g_00289	Prag.g_00989
OG0000780	Prbd.g_00291	Prag.g_00991
OG0000781	Prbd.g_00293	Prag.g_00993
OG0000782	Prbd.g_00294	Prag.g_00994
OG0000783	Prbd.g_00309	Prag.g_01005
OG0000784	Prbd.g_00311	Prag.g_01007
OG0000785	Prbd.g_00312	Prag.g_01008
OG0000786	Prbd.g_00313	Prag.g_01009
OG0000787	Prbd.g_00314	Prag.g_01010
OG0000788	Prbd.g_00318	Prag.g_01014
OG0000789	Prbd.g_00320	Prag.g_01016
OG0000790	Prbd.g_00321	Prag.g_01017
OG0000791	Prbd.g_00322	Prag.g_01018
OG0000792	Prbd.g_00323	Prag.g_01019
OG0000793	Prbd.g_00324	Prag.g_01020
OG0000794	Prbd.g_00326	Prag.g_01022
OG0000795	Prbd.g_00329	Prag.g_01025
OG0000796	Prbd.g_00330	Prag.g_01026
OG0000797	Prbd.g_00332	Prag.g_01028
OG0000798	Prbd.g_00333	Prag.g_01029
OG0000799	Prbd.g_00334	Prag.g_01030
OG0000800	Prbd.g_00335	Prag.g_01031
OG0000801	Prbd.g_00338	Prag.g_01034
OG0000802	Prbd.g_00339	Prag.g_01035
OG0000803	Prbd.g_00341	Prag.g_01037
OG0000804	Prbd.g_00342	Prag.g_01038
OG0000805	Prbd.g_00343	Prag.g_01039
OG0000806	Prbd.g_00345	Prag.g_01041
OG0000807	Prbd.g_00370	Prag.g_01066
OG0000808	Prbd.g_00380	Prag.g_01076
OG0000809	Prbd.g_00383	Prag.g_01079
OG0000810	Prbd.g_00384	Prag.g_01080
OG0000811	Prbd.g_00391	Prag.g_01087
OG0000812	Prbd.g_00395	Prag.g_01091
OG0000813	Prbd.g_00399	Prag.g_01095
OG0000814	Prbd.g_00401	Prag.g_01097
OG0000815	Prbd.g_00414	Prag.g_01106
OG0000816	Prbd.g_00428	Prag.g_01121
OG0000817	Prbd.g_00429	Prag.g_01122
OG0000818	Prbd.g_00434	Prag.g_01127
OG0000819	Prbd.g_00449	Prag.g_01134
OG0000820	Prbd.g_00453	Prag.g_01138
OG0000821	Prbd.g_00455	Prag.g_01140
OG0000822	Prbd.g_00456	Prag.g_01141
OG0000823	Prbd.g_00457	Prag.g_01142
OG0000824	Prbd.g_00458	Prag.g_01143
OG0000825	Prbd.g_00459	Prag.g_01144
OG0000826	Prbd.g_00460	Prag.g_01145
OG0000827	Prbd.g_00461	Prag.g_01146
OG0000828	Prbd.g_00462	Prag.g_01147
OG0000829	Prbd.g_00463	Prag.g_01148
OG0000830	Prbd.g_00464	Prag.g_01149
OG0000831	Prbd.g_00467	Prag.g_01152
OG0000832	Prbd.g_00469	Prag.g_01154
OG0000833	Prbd.g_00470	Prag.g_01155
OG0000834	Prbd.g_00471	Prag.g_01156
OG0000835	Prbd.g_00472	Prag.g_01157
OG0000836	Prbd.g_00473	Prag.g_01158
OG0000837	Prbd.g_00475	Prag.g_01160
OG0000838	Prbd.g_00476	Prag.g_01161
OG0000839	Prbd.g_00477	Prag.g_01162
OG0000840	Prbd.g_00478	Prag.g_01163
OG0000841	Prbd.g_00479	Prag.g_01164
OG0000842	Prbd.g_00480	Prag.g_01165
OG0000843	Prbd.g_00481	Prag.g_01166
OG0000844	Prbd.g_00482	Prag.g_01167
OG0000845	Prbd.g_00483	Prag.g_01168
OG0000846	Prbd.g_00486	Prag.g_01171
OG0000847	Prbd.g_00488	Prag.g_01173
OG0000848	Prbd.g_00489	Prag.g_01174
OG0000849	Prbd.g_00490	Prag.g_01175
OG0000850	Prbd.g_00491	Prag.g_01176
OG0000851	Prbd.g_00492	Prag.g_01177
OG0000852	Prbd.g_00494	Prag.g_01179
OG0000853	Prbd.g_00495	Prag.g_01180
OG0000854	Prbd.g_00497	Prag.g_01182
OG0000855	Prbd.g_00498	Prag.g_01183
OG0000856	Prbd.g_00499	Prag.g_01184
OG0000857	Prbd.g_00500	Prag.g_01185
OG0000858	Prbd.g_00501	Prag.g_01186
OG0000859	Prbd.g_00502	Prag.g_01187
OG0000860	Prbd.g_00503	Prag.g_01188
OG0000861	Prbd.g_00504	Prag.g_01189
OG0000862	Prbd.g_00505	Prag.g_01190
OG0000863	Prbd.g_00506	Prag.g_01191
OG0000864	Prbd.g_00507	Prag.g_01192
OG0000865	Prbd.g_00508	Prag.g_01193
OG0000866	Prbd.g_00509	Prag.g_01194
OG0000867	Prbd.g_00510	Prag.g_01195
OG0000868	Prbd.g_00511	Prag.g_01196
OG0000869	Prbd.g_00513	Prag.g_01198
OG0000870	Prbd.g_00514	Prag.g_01199
OG0000871	Prbd.g_00516	Prag.g_01201
OG0000872	Prbd.g_00517	Prag.g_01202
OG0000873	Prbd.g_00519	Prag.g_01204
OG0000874	Prbd.g_00520	Prag.g_01205
OG0000875	Prbd.g_00521	Prag.g_01206
OG0000876	Prbd.g_00522	Prag.g_01207
OG0000877	Prbd.g_00524	Prag.g_01209
OG0000878	Prbd.g_01858	Prag.g_01328
OG0000879	Prbd.g_01812	Prag.g_01342
OG0000880	Prbd.g_01811	Prag.g_01343
OG0000881	Prbd.g_01810	Prag.g_01344
OG0000882	Prbd.g_01809	Prag.g_01345
OG0000883	Prbd.g_01808	Prag.g_01346
OG0000884	Prbd.g_01806	Prag.g_01350
OG0000885	Prbd.g_01805	Prag.g_01351
OG0000886	Prbd.g_01804	Prag.g_01352
OG0000887	Prbd.g_01803	Prag.g_01353
OG0000888	Prbd.g_01802	Prag.g_01354
OG0000889	Prbd.g_01799	Prag.g_01357
OG0000890	Prbd.g_01798	Prag.g_01358
OG0000891	Prbd.g_01797	Prag.g_01359
OG0000892	Prbd.g_01795	Prag.g_01361
OG0000893	Prbd.g_01794	Prag.g_01362
OG0000894	Prbd.g_01793	Prag.g_01363
OG0000895	Prbd.g_01792	Prag.g_01364
OG0000896	Prbd.g_01791	Prag.g_01365
OG0000897	Prbd.g_01790	Prag.g_01366
OG0000898	Prbd.g_01788	Prag.g_01368
OG0000899	Prbd.g_01787	Prag.g_01369
OG0000900	Prbd.g_01782	Prag.g_01371
OG0000901	Prbd.g_01778	Prag.g_01375
OG0000902	Prbd.g_01777	Prag.g_01376
OG0000903	Prbd.g_01776	Prag.g_01377
OG0000904	Prbd.g_01774	Prag.g_01379
OG0000905	Prbd.g_01772	Prag.g_01381
OG0000906	Prbd.g_01770	Prag.g_01383
OG0000907	Prbd.g_01769	Prag.g_01384
OG0000908	Prbd.g_01766	Prag.g_01387
OG0000909	Prbd.g_01762	Prag.g_01391
OG0000910	Prbd.g_01761	Prag.g_01392
OG0000911	Prbd.g_01760	Prag.g_01393
OG0000912	Prbd.g_01759	Prag.g_01394
OG0000913	Prbd.g_01758	Prag.g_01395
OG0000914	Prbd.g_01757	Prag.g_01396
OG0000915	Prbd.g_01756	Prag.g_01397
OG0000916	Prbd.g_01755	Prag.g_01398
OG0000917	Prbd.g_01754	Prag.g_01399
OG0000918	Prbd.g_01753	Prag.g_01400
OG0000919	Prbd.g_01752	Prag.g_01401
OG0000920	Prbd.g_01751	Prag.g_01402
OG0000921	Prbd.g_01750	Prag.g_01403
OG0000922	Prbd.g_01749	Prag.g_01404
OG0000923	Prbd.g_01748	Prag.g_01405
OG0000924	Prbd.g_01747	Prag.g_01406
OG0000925	Prbd.g_01746	Prag.g_01407
OG0000926	Prbd.g_01736	Prag.g_01425
OG0000927	Prbd.g_01707	Prag.g_01470
OG0000928	Prbd.g_01706	Prag.g_01471
OG0000929	Prbd.g_01705	Prag.g_01472
OG0000930	Prbd.g_01704	Prag.g_01473
OG0000931	Prbd.g_01703	Prag.g_01474
OG0000932	Prbd.g_01701	Prag.g_01476
OG0000933	Prbd.g_01700	Prag.g_01477
OG0000934	Prbd.g_01699	Prag.g_01478
OG0000935	Prbd.g_01698	Prag.g_01479
OG0000936	Prbd.g_01697	Prag.g_01480
OG0000937	Prbd.g_01696	Prag.g_01481
OG0000938	Prbd.g_01695	Prag.g_01482
OG0000939	Prbd.g_01694	Prag.g_01483
OG0000940	Prbd.g_01693	Prag.g_01484
OG0000941	Prbd.g_01691	Prag.g_01486
OG0000942	Prbd.g_01690	Prag.g_01487
OG0000943	Prbd.g_01687	Prag.g_01492
OG0000944	Prbd.g_01686	Prag.g_01493
OG0000945	Prbd.g_01685	Prag.g_01494
OG0000946	Prbd.g_01684	Prag.g_01495
OG0000947	Prbd.g_01683	Prag.g_01496
OG0000948	Prbd.g_01682	Prag.g_01497
OG0000949	Prbd.g_01681	Prag.g_01498
OG0000950	Prbd.g_01680	Prag.g_01499
OG0000951	Prbd.g_01679	Prag.g_01500
OG0000952	Prbd.g_01678	Prag.g_01501
OG0000953	Prbd.g_01677	Prag.g_01502
OG0000954	Prbd.g_01676	Prag.g_01503
OG0000955	Prbd.g_01675	Prag.g_01504
OG0000956	Prbd.g_01674	Prag.g_01505
OG0000957	Prbd.g_01673	Prag.g_01506
OG0000958	Prbd.g_01672	Prag.g_01507
OG0000959	Prbd.g_01671	Prag.g_01508
OG0000960	Prbd.g_01670	Prag.g_01509
OG0000961	Prbd.g_01666	Prag.g_01512
OG0000962	Prbd.g_01665	Prag.g_01513
OG0000963	Prbd.g_01664	Prag.g_01514
OG0000964	Prbd.g_01662	Prag.g_01516
OG0000965	Prbd.g_01661	Prag.g_01517
OG0000966	Prbd.g_01660	Prag.g_01518
OG0000967	Prbd.g_01659	Prag.g_01519
OG0000968	Prbd.g_01658	Prag.g_01520
OG0000969	Prbd.g_01657	Prag.g_01521
OG0000970	Prbd.g_01656	Prag.g_01523
OG0000971	Prbd.g_01655	Prag.g_01524
OG0000972	Prbd.g_01654	Prag.g_01525
OG0000973	Prbd.g_01653	Prag.g_01526
OG0000974	Prbd.g_01651	Prag.g_01528
OG0000975	Prbd.g_01648	Prag.g_01531
OG0000976	Prbd.g_01646	Prag.g_01533
OG0000977	Prbd.g_01645	Prag.g_01534
OG0000978	Prbd.g_01644	Prag.g_01535
OG0000979	Prbd.g_01642	Prag.g_01537
OG0000980	Prbd.g_01641	Prag.g_01538
OG0000981	Prbd.g_01640	Prag.g_01539
OG0000982	Prbd.g_01639	Prag.g_01540
OG0000983	Prbd.g_01637	Prag.g_01542
OG0000984	Prbd.g_01636	Prag.g_01543
OG0000985	Prbd.g_01635	Prag.g_01544
OG0000986	Prbd.g_01634	Prag.g_01545
OG0000987	Prbd.g_01633	Prag.g_01546
OG0000988	Prbd.g_01632	Prag.g_01547
OG0000989	Prbd.g_01631	Prag.g_01548
OG0000990	Prbd.g_01630	Prag.g_01549
OG0000991	Prbd.g_01629	Prag.g_01550
OG0000992	Prbd.g_01628	Prag.g_01551
OG0000993	Prbd.g_01627	Prag.g_01552
OG0000994	Prbd.g_01626	Prag.g_01553
OG0000995	Prbd.g_01625	Prag.g_01554
OG0000996	Prbd.g_01624	Prag.g_01555
OG0000997	Prbd.g_01623	Prag.g_01556
OG0000998	Prbd.g_01622	Prag.g_01557
OG0000999	Prbd.g_01621	Prag.g_01558
OG0001000	Prbd.g_01620	Prag.g_01559
OG0001001	Prbd.g_01617	Prag.g_01561
OG0001002	Prbd.g_01616	Prag.g_01562
OG0001003	Prbd.g_01615	Prag.g_01563
OG0001004	Prbd.g_01614	Prag.g_01564
OG0001005	Prbd.g_01613	Prag.g_01565
OG0001006	Prbd.g_01612	Prag.g_01566
OG0001007	Prbd.g_01611	Prag.g_01567
OG0001008	Prbd.g_01609	Prag.g_01569
OG0001009	Prbd.g_01608	Prag.g_01570
OG0001010	Prbd.g_01600	Prag.g_01576
OG0001011	Prbd.g_01593	Prag.g_01583
OG0001012	Prbd.g_01566	Prag.g_01611
OG0001013	Prbd.g_01531	Prag.g_01663
OG0001014	Prbd.g_01530	Prag.g_01664
OG0001015	Prbd.g_01524	Prag.g_01670
OG0001016	Prbd.g_01523	Prag.g_01671
OG0001017	Prbd.g_01522	Prag.g_01672
OG0001018	Prbd.g_01521	Prag.g_01673
OG0001019	Prbd.g_01519	Prag.g_01675
OG0001020	Prbd.g_01518	Prag.g_01676
OG0001021	Prbd.g_01517	Prag.g_01677
OG0001022	Prbd.g_01516	Prag.g_01678
OG0001023	Prbd.g_01515	Prag.g_01679
OG0001024	Prbd.g_01514	Prag.g_01680
OG0001025	Prbd.g_01513	Prag.g_01681
OG0001026	Prbd.g_01511	Prag.g_01683
OG0001027	Prbd.g_01510	Prag.g_01684
OG0001028	Prbd.g_01509	Prag.g_01685
OG0001029	Prbd.g_01508	Prag.g_01686
OG0001030	Prbd.g_01507	Prag.g_01687
OG0001031	Prbd.g_01506	Prag.g_01688
OG0001032	Prbd.g_01505	Prag.g_01689
OG0001033	Prbd.g_01504	Prag.g_01690
OG0001034	Prbd.g_01503	Prag.g_01691
OG0001035	Prbd.g_01501	Prag.g_01693
OG0001036	Prbd.g_01500	Prag.g_01694
OG0001037	Prbd.g_01499	Prag.g_01695
OG0001038	Prbd.g_01498	Prag.g_01696
OG0001039	Prbd.g_01497	Prag.g_01697
OG0001040	Prbd.g_01496	Prag.g_01698
OG0001041	Prbd.g_01495	Prag.g_01699
OG0001042	Prbd.g_01494	Prag.g_01700
OG0001043	Prbd.g_01493	Prag.g_01701
OG0001044	Prbd.g_01492	Prag.g_01702
OG0001045	Prbd.g_01491	Prag.g_01703
OG0001046	Prbd.g_01490	Prag.g_01704
OG0001047	Prbd.g_01487	Prag.g_01707
OG0001048	Prbd.g_01485	Prag.g_01709
OG0001049	Prbd.g_01484	Prag.g_01710
OG0001050	Prbd.g_01483	Prag.g_01711
OG0001051	Prbd.g_01482	Prag.g_01712
OG0001052	Prbd.g_01481	Prag.g_01713
OG0001053	Prbd.g_01479	Prag.g_01715
OG0001054	Prbd.g_01477	Prag.g_01717
OG0001055	Prbd.g_01476	Prag.g_01718
OG0001056	Prbd.g_01475	Prag.g_01719
OG0001057	Prbd.g_01474	Prag.g_01720
OG0001058	Prbd.g_01473	Prag.g_01721
OG0001059	Prbd.g_01472	Prag.g_01722
OG0001060	Prbd.g_01471	Prag.g_01723
OG0001061	Prbd.g_01470	Prag.g_01724
OG0001062	Prbd.g_01469	Prag.g_01725
OG0001063	Prbd.g_01468	Prag.g_01726
OG0001064	Prbd.g_01466	Prag.g_01728
OG0001065	Prbd.g_01463	Prag.g_01732
OG0001066	Prbd.g_01462	Prag.g_01733
OG0001067	Prbd.g_01461	Prag.g_01734
OG0001068	Prbd.g_01459	Prag.g_01736
OG0001069	Prbd.g_01458	Prag.g_01737
OG0001070	Prbd.g_01457	Prag.g_01738
OG0001071	Prbd.g_01456	Prag.g_01739
OG0001072	Prbd.g_01455	Prag.g_01740
OG0001073	Prbd.g_01454	Prag.g_01741
OG0001074	Prbd.g_01453	Prag.g_01742
OG0001075	Prbd.g_01452	Prag.g_01743
OG0001076	Prbd.g_01451	Prag.g_01744
OG0001077	Prbd.g_01450	Prag.g_01745
OG0001078	Prbd.g_01449	Prag.g_01746
OG0001079	Prbd.g_01448	Prag.g_01747
OG0001080	Prbd.g_01447	Prag.g_01748
OG0001081	Prbd.g_01444	Prag.g_01751
OG0001082	Prbd.g_01443	Prag.g_01752
OG0001083	Prbd.g_01442	Prag.g_01753
OG0001084	Prbd.g_01440	Prag.g_01754
OG0001085	Prbd.g_01439	Prag.g_01755
OG0001086	Prbd.g_01438	Prag.g_01756
OG0001087	Prbd.g_01437	Prag.g_01757
OG0001088	Prbd.g_01436	Prag.g_01758
OG0001089	Prbd.g_01433	Prag.g_01762
OG0001090	Prbd.g_01431	Prag.g_01764
OG0001091	Prbd.g_01430	Prag.g_01765
OG0001092	Prbd.g_01429	Prag.g_01766
OG0001093	Prbd.g_01428	Prag.g_01767
OG0001094	Prbd.g_01427	Prag.g_01768
OG0001095	Prbd.g_01426	Prag.g_01769
OG0001096	Prbd.g_01425	Prag.g_01770
OG0001097	Prbd.g_01424	Prag.g_01771
OG0001098	Prbd.g_01423	Prag.g_01772
OG0001099	Prbd.g_01422	Prag.g_01773
OG0001100	Prbd.g_01421	Prag.g_01774
OG0001101	Prbd.g_01420	Prag.g_01775
OG0001102	Prbd.g_01419	Prag.g_01776
OG0001103	Prbd.g_01418	Prag.g_01777
OG0001104	Prbd.g_01417	Prag.g_01778
OG0001105	Prbd.g_01416	Prag.g_01779
OG0001106	Prbd.g_01415	Prag.g_01780
OG0001107	Prbd.g_01414	Prag.g_01781
OG0001108	Prbd.g_01413	Prag.g_01782
