Orthogroup	Prbd	Prat
OG0000567	Prbd.g_00599	Prat.g_01079
OG0000568	Prbd.g_00598	Prat.g_01078
OG0000569	Prbd.g_00597	Prat.g_01077
OG0000570	Prbd.g_00596	Prat.g_01076
OG0000571	Prbd.g_00595	Prat.g_01075
OG0000572	Prbd.g_00594	Prat.g_01074
OG0000573	Prbd.g_00591	Prat.g_01071
OG0000574	Prbd.g_00590	Prat.g_01070
OG0000575	Prbd.g_00589	Prat.g_01069
OG0000576	Prbd.g_00588	Prat.g_01068
OG0000577	Prbd.g_00587	Prat.g_01067
OG0000578	Prbd.g_00586	Prat.g_01066
OG0000579	Prbd.g_00585	Prat.g_01065
OG0000580	Prbd.g_00584	Prat.g_01064
OG0000581	Prbd.g_00583	Prat.g_01063
OG0000582	Prbd.g_00582	Prat.g_01062
OG0000583	Prbd.g_00581	Prat.g_01061
OG0000584	Prbd.g_00580	Prat.g_01059
OG0000585	Prbd.g_00579	Prat.g_01058
OG0000586	Prbd.g_00577	Prat.g_01056
OG0000587	Prbd.g_00576	Prat.g_01055
OG0000588	Prbd.g_00574	Prat.g_00744
OG0000589	Prbd.g_00573	Prat.g_00745
OG0000590	Prbd.g_00571	Prat.g_00747
OG0000591	Prbd.g_00565	Prat.g_00752
OG0000592	Prbd.g_00564	Prat.g_00753
OG0000593	Prbd.g_00563	Prat.g_00754
OG0000594	Prbd.g_00561	Prat.g_00757
OG0000595	Prbd.g_00560	Prat.g_00758
OG0000596	Prbd.g_00559	Prat.g_00759
OG0000597	Prbd.g_00557	Prat.g_00761
OG0000598	Prbd.g_00556	Prat.g_00762
OG0000599	Prbd.g_00555	Prat.g_00763
OG0000600	Prbd.g_00554	Prat.g_00764
OG0000601	Prbd.g_00552	Prat.g_00767
OG0000602	Prbd.g_00551	Prat.g_00768
OG0000603	Prbd.g_00550	Prat.g_00769
OG0000604	Prbd.g_00549	Prat.g_00772
OG0000605	Prbd.g_00548	Prat.g_00773
OG0000606	Prbd.g_00547	Prat.g_00774
OG0000607	Prbd.g_00545	Prat.g_00776
OG0000608	Prbd.g_00544	Prat.g_00777
OG0000609	Prbd.g_00540	Prat.g_01882
OG0000610	Prbd.g_00539	Prat.g_00826
OG0000611	Prbd.g_00008	Prat.g_00789
OG0000612	Prbd.g_00009	Prat.g_00790
OG0000613	Prbd.g_00010	Prat.g_00791
OG0000614	Prbd.g_00011	Prat.g_00792
OG0000615	Prbd.g_00013	Prat.g_00797
OG0000616	Prbd.g_00014	Prat.g_00798
OG0000617	Prbd.g_00015	Prat.g_00799
OG0000618	Prbd.g_00016	Prat.g_00800
OG0000619	Prbd.g_00017	Prat.g_00801
OG0000620	Prbd.g_00018	Prat.g_00802
OG0000621	Prbd.g_00019	Prat.g_00803
OG0000622	Prbd.g_00020	Prat.g_00804
OG0000623	Prbd.g_00021	Prat.g_00805
OG0000624	Prbd.g_00022	Prat.g_00807
OG0000625	Prbd.g_00023	Prat.g_00808
OG0000626	Prbd.g_00024	Prat.g_00809
OG0000627	Prbd.g_00025	Prat.g_00811
OG0000628	Prbd.g_00026	Prat.g_00812
OG0000629	Prbd.g_00027	Prat.g_00813
OG0000630	Prbd.g_00028	Prat.g_00814
OG0000631	Prbd.g_00030	Prat.g_00816
OG0000632	Prbd.g_00045	Prat.g_00622
OG0000633	Prbd.g_00049	Prat.g_01486
OG0000634	Prbd.g_00062	Prat.g_01472
OG0000635	Prbd.g_00066	Prat.g_00888
OG0000636	Prbd.g_00067	Prat.g_00887
OG0000637	Prbd.g_00068	Prat.g_00886
OG0000638	Prbd.g_00080	Prat.g_00345
OG0000639	Prbd.g_00089	Prat.g_00859
OG0000640	Prbd.g_00091	Prat.g_00863
OG0000641	Prbd.g_00093	Prat.g_00865
OG0000642	Prbd.g_00094	Prat.g_00866
OG0000643	Prbd.g_00095	Prat.g_00867
OG0000644	Prbd.g_00096	Prat.g_01043
OG0000645	Prbd.g_00097	Prat.g_01042
OG0000646	Prbd.g_00098	Prat.g_01041
OG0000647	Prbd.g_00099	Prat.g_01040
OG0000648	Prbd.g_00101	Prat.g_01038
OG0000649	Prbd.g_00102	Prat.g_01037
OG0000650	Prbd.g_00103	Prat.g_01036
OG0000651	Prbd.g_00104	Prat.g_01035
OG0000652	Prbd.g_00105	Prat.g_01034
OG0000653	Prbd.g_00106	Prat.g_01033
OG0000654	Prbd.g_00108	Prat.g_01031
OG0000655	Prbd.g_00110	Prat.g_01029
OG0000656	Prbd.g_00111	Prat.g_01028
OG0000657	Prbd.g_00112	Prat.g_01027
OG0000658	Prbd.g_00113	Prat.g_01026
OG0000659	Prbd.g_00114	Prat.g_01025
OG0000660	Prbd.g_00115	Prat.g_01024
OG0000661	Prbd.g_00116	Prat.g_01023
OG0000662	Prbd.g_00117	Prat.g_01021
OG0000663	Prbd.g_00118	Prat.g_01020
OG0000664	Prbd.g_00119	Prat.g_01019
OG0000665	Prbd.g_00120	Prat.g_01018
OG0000666	Prbd.g_00121	Prat.g_01017
OG0000667	Prbd.g_00122	Prat.g_01016
OG0000668	Prbd.g_00123	Prat.g_01015
OG0000669	Prbd.g_00125	Prat.g_01013
OG0000670	Prbd.g_00126	Prat.g_01012
OG0000671	Prbd.g_00127	Prat.g_01011
OG0000672	Prbd.g_00128	Prat.g_01010
OG0000673	Prbd.g_00129	Prat.g_01009
OG0000674	Prbd.g_00130	Prat.g_01008
OG0000675	Prbd.g_00132	Prat.g_01007
OG0000676	Prbd.g_00133	Prat.g_01006
OG0000677	Prbd.g_00136	Prat.g_01004
OG0000678	Prbd.g_00138	Prat.g_01002
OG0000679	Prbd.g_00139	Prat.g_01001
OG0000680	Prbd.g_00140	Prat.g_01000
OG0000681	Prbd.g_00141	Prat.g_00999
OG0000682	Prbd.g_00142	Prat.g_00998
OG0000683	Prbd.g_00144	Prat.g_00996
OG0000684	Prbd.g_00145	Prat.g_00995
OG0000685	Prbd.g_00146	Prat.g_00994
OG0000686	Prbd.g_00147	Prat.g_00993
OG0000687	Prbd.g_00148	Prat.g_00992
OG0000688	Prbd.g_00149	Prat.g_00991
OG0000689	Prbd.g_00150	Prat.g_00990
OG0000690	Prbd.g_00151	Prat.g_00989
OG0000691	Prbd.g_00152	Prat.g_00988
OG0000692	Prbd.g_00154	Prat.g_00984
OG0000693	Prbd.g_00155	Prat.g_00983
OG0000694	Prbd.g_00156	Prat.g_00982
OG0000695	Prbd.g_00157	Prat.g_00981
OG0000696	Prbd.g_00158	Prat.g_00980
OG0000697	Prbd.g_00160	Prat.g_00978
OG0000698	Prbd.g_00162	Prat.g_00974
OG0000699	Prbd.g_00163	Prat.g_00973
OG0000700	Prbd.g_00190	Prat.g_00694
OG0000701	Prbd.g_00194	Prat.g_00699
OG0000702	Prbd.g_00197	Prat.g_00705
OG0000703	Prbd.g_00198	Prat.g_00707
OG0000704	Prbd.g_00199	Prat.g_00708
OG0000705	Prbd.g_00200	Prat.g_00709
OG0000706	Prbd.g_00201	Prat.g_00710
OG0000707	Prbd.g_00203	Prat.g_00712
OG0000708	Prbd.g_00204	Prat.g_00713
OG0000709	Prbd.g_00206	Prat.g_00716
OG0000710	Prbd.g_00207	Prat.g_00717
OG0000711	Prbd.g_00208	Prat.g_00718
OG0000712	Prbd.g_00209	Prat.g_00719
OG0000713	Prbd.g_00210	Prat.g_00720
OG0000714	Prbd.g_00212	Prat.g_00722
OG0000715	Prbd.g_00213	Prat.g_00723
OG0000716	Prbd.g_00215	Prat.g_00725
OG0000717	Prbd.g_00216	Prat.g_00726
OG0000718	Prbd.g_00217	Prat.g_00728
OG0000719	Prbd.g_00219	Prat.g_00730
OG0000720	Prbd.g_00220	Prat.g_00731
OG0000721	Prbd.g_00222	Prat.g_00734
OG0000722	Prbd.g_00223	Prat.g_00735
OG0000723	Prbd.g_00224	Prat.g_00736
OG0000724	Prbd.g_00226	Prat.g_00738
OG0000725	Prbd.g_00227	Prat.g_00739
OG0000726	Prbd.g_00228	Prat.g_00740
OG0000727	Prbd.g_00229	Prat.g_00741
OG0000728	Prbd.g_00230	Prat.g_00742
OG0000729	Prbd.g_00231	Prat.g_00743
OG0000730	Prbd.g_00232	Prat.g_01053
OG0000731	Prbd.g_00233	Prat.g_01051
OG0000732	Prbd.g_00234	Prat.g_01050
OG0000733	Prbd.g_00235	Prat.g_01049
OG0000734	Prbd.g_00236	Prat.g_01048
OG0000735	Prbd.g_00238	Prat.g_01046
OG0000736	Prbd.g_00239	Prat.g_01045
OG0000737	Prbd.g_00240	Prat.g_01044
OG0000738	Prbd.g_00241	Prat.g_00868
OG0000739	Prbd.g_00242	Prat.g_00869
OG0000740	Prbd.g_00243	Prat.g_00870
OG0000741	Prbd.g_00244	Prat.g_00871
OG0000742	Prbd.g_00246	Prat.g_00873
OG0000743	Prbd.g_00247	Prat.g_00874
OG0000744	Prbd.g_00248	Prat.g_00876
OG0000745	Prbd.g_00249	Prat.g_00877
OG0000746	Prbd.g_00250	Prat.g_00878
OG0000747	Prbd.g_00251	Prat.g_00879
OG0000748	Prbd.g_00252	Prat.g_00880
OG0000749	Prbd.g_00253	Prat.g_00881
OG0000750	Prbd.g_00254	Prat.g_00883
OG0000751	Prbd.g_00255	Prat.g_00884
OG0000752	Prbd.g_00256	Prat.g_00944
OG0000753	Prbd.g_00258	Prat.g_00889
OG0000754	Prbd.g_00259	Prat.g_00890
OG0000755	Prbd.g_00260	Prat.g_00891
OG0000756	Prbd.g_00261	Prat.g_00893
OG0000757	Prbd.g_00262	Prat.g_00894
OG0000758	Prbd.g_00263	Prat.g_00895
OG0000759	Prbd.g_00265	Prat.g_00897
OG0000760	Prbd.g_00266	Prat.g_00898
OG0000761	Prbd.g_00267	Prat.g_00899
OG0000762	Prbd.g_00269	Prat.g_00901
OG0000763	Prbd.g_00270	Prat.g_00902
OG0000764	Prbd.g_00271	Prat.g_00903
OG0000765	Prbd.g_00272	Prat.g_00904
OG0000766	Prbd.g_00273	Prat.g_00905
OG0000767	Prbd.g_00275	Prat.g_00907
OG0000768	Prbd.g_00276	Prat.g_00908
OG0000769	Prbd.g_00277	Prat.g_00909
OG0000770	Prbd.g_00278	Prat.g_00910
OG0000771	Prbd.g_00279	Prat.g_00911
OG0000772	Prbd.g_00280	Prat.g_00912
OG0000773	Prbd.g_00281	Prat.g_00913
OG0000774	Prbd.g_00282	Prat.g_00914
OG0000775	Prbd.g_00283	Prat.g_00915
OG0000776	Prbd.g_00285	Prat.g_00916
OG0000777	Prbd.g_00287	Prat.g_00917
OG0000778	Prbd.g_00288	Prat.g_00918
OG0000779	Prbd.g_00289	Prat.g_00919
OG0000780	Prbd.g_00291	Prat.g_00921
OG0000781	Prbd.g_00293	Prat.g_00923
OG0000782	Prbd.g_00294	Prat.g_00924
OG0000783	Prbd.g_00309	Prat.g_00929
OG0000784	Prbd.g_00311	Prat.g_00931
OG0000785	Prbd.g_00312	Prat.g_00932
OG0000786	Prbd.g_00313	Prat.g_00933
OG0000787	Prbd.g_00314	Prat.g_00934
OG0000788	Prbd.g_00318	Prat.g_00939
OG0000789	Prbd.g_00320	Prat.g_00942
OG0000790	Prbd.g_00321	Prat.g_00943
OG0000791	Prbd.g_00322	Prat.g_00946
OG0000792	Prbd.g_00323	Prat.g_00947
OG0000793	Prbd.g_00324	Prat.g_00948
OG0000794	Prbd.g_00326	Prat.g_00951
OG0000795	Prbd.g_00329	Prat.g_00955
OG0000796	Prbd.g_00330	Prat.g_00956
OG0000797	Prbd.g_00332	Prat.g_00957
OG0000798	Prbd.g_00333	Prat.g_00958
OG0000799	Prbd.g_00334	Prat.g_00959
OG0000800	Prbd.g_00335	Prat.g_00960
OG0000801	Prbd.g_00338	Prat.g_00963
OG0000802	Prbd.g_00339	Prat.g_00964
OG0000803	Prbd.g_00341	Prat.g_00966
OG0000804	Prbd.g_00342	Prat.g_00967
OG0000805	Prbd.g_00343	Prat.g_00968
OG0000806	Prbd.g_00345	Prat.g_00970
OG0000807	Prbd.g_00370	Prat.g_01204
OG0000808	Prbd.g_00380	Prat.g_01479
OG0000809	Prbd.g_00383	Prat.g_01197
OG0000810	Prbd.g_00384	Prat.g_01480
OG0000811	Prbd.g_00391	Prat.g_01214
OG0000812	Prbd.g_00395	Prat.g_01199
OG0000813	Prbd.g_00399	Prat.g_00354
OG0000814	Prbd.g_00401	Prat.g_01373
OG0000815	Prbd.g_00414	Prat.g_01211
OG0000816	Prbd.g_00428	Prat.g_01560
OG0000817	Prbd.g_00429	Prat.g_01559
OG0000818	Prbd.g_00434	Prat.g_01175
OG0000819	Prbd.g_00449	Prat.g_01177
OG0000820	Prbd.g_00453	Prat.g_01171
OG0000821	Prbd.g_00455	Prat.g_01169
OG0000822	Prbd.g_00456	Prat.g_01168
OG0000823	Prbd.g_00457	Prat.g_01167
OG0000824	Prbd.g_00458	Prat.g_01166
OG0000825	Prbd.g_00459	Prat.g_01165
OG0000826	Prbd.g_00460	Prat.g_01164
OG0000827	Prbd.g_00461	Prat.g_01163
OG0000828	Prbd.g_00462	Prat.g_01162
OG0000829	Prbd.g_00463	Prat.g_01161
OG0000830	Prbd.g_00464	Prat.g_01159
OG0000831	Prbd.g_00467	Prat.g_01157
OG0000832	Prbd.g_00469	Prat.g_01155
OG0000833	Prbd.g_00470	Prat.g_01154
OG0000834	Prbd.g_00471	Prat.g_01153
OG0000835	Prbd.g_00472	Prat.g_01152
OG0000836	Prbd.g_00473	Prat.g_01151
OG0000837	Prbd.g_00475	Prat.g_01148
OG0000838	Prbd.g_00476	Prat.g_01147
OG0000839	Prbd.g_00477	Prat.g_01146
OG0000840	Prbd.g_00478	Prat.g_01145
OG0000841	Prbd.g_00479	Prat.g_01144
OG0000842	Prbd.g_00480	Prat.g_01142
OG0000843	Prbd.g_00481	Prat.g_01141
OG0000844	Prbd.g_00482	Prat.g_01140
OG0000845	Prbd.g_00483	Prat.g_01139
OG0000846	Prbd.g_00486	Prat.g_01136
OG0000847	Prbd.g_00488	Prat.g_01135
OG0000848	Prbd.g_00489	Prat.g_01134
OG0000849	Prbd.g_00490	Prat.g_01131
OG0000850	Prbd.g_00491	Prat.g_01130
OG0000851	Prbd.g_00492	Prat.g_01128
OG0000852	Prbd.g_00494	Prat.g_01126
OG0000853	Prbd.g_00495	Prat.g_01124
OG0000854	Prbd.g_00497	Prat.g_01123
OG0000855	Prbd.g_00498	Prat.g_01122
OG0000856	Prbd.g_00499	Prat.g_01121
OG0000857	Prbd.g_00500	Prat.g_01120
OG0000858	Prbd.g_00501	Prat.g_01119
OG0000859	Prbd.g_00502	Prat.g_01118
OG0000860	Prbd.g_00503	Prat.g_01117
OG0000861	Prbd.g_00504	Prat.g_01116
OG0000862	Prbd.g_00505	Prat.g_01115
OG0000863	Prbd.g_00506	Prat.g_01114
OG0000864	Prbd.g_00507	Prat.g_01113
OG0000865	Prbd.g_00508	Prat.g_01112
OG0000866	Prbd.g_00509	Prat.g_01111
OG0000867	Prbd.g_00510	Prat.g_01110
OG0000868	Prbd.g_00511	Prat.g_01108
OG0000869	Prbd.g_00513	Prat.g_01106
OG0000870	Prbd.g_00514	Prat.g_01105
OG0000871	Prbd.g_00516	Prat.g_01104
OG0000872	Prbd.g_00517	Prat.g_01103
OG0000873	Prbd.g_00519	Prat.g_01101
OG0000874	Prbd.g_00520	Prat.g_01100
OG0000875	Prbd.g_00521	Prat.g_01099
OG0000876	Prbd.g_00522	Prat.g_01098
OG0000877	Prbd.g_00524	Prat.g_00594
OG0000878	Prbd.g_01858	Prat.g_00626
OG0000879	Prbd.g_01812	Prat.g_01238
OG0000880	Prbd.g_01811	Prat.g_01239
OG0000881	Prbd.g_01810	Prat.g_01240
OG0000882	Prbd.g_01809	Prat.g_01241
OG0000883	Prbd.g_01808	Prat.g_01242
OG0000884	Prbd.g_01806	Prat.g_01244
OG0000885	Prbd.g_01805	Prat.g_01245
OG0000886	Prbd.g_01804	Prat.g_01246
OG0000887	Prbd.g_01803	Prat.g_01247
OG0000888	Prbd.g_01802	Prat.g_01248
OG0000889	Prbd.g_01799	Prat.g_01251
OG0000890	Prbd.g_01798	Prat.g_01252
OG0000891	Prbd.g_01797	Prat.g_01253
OG0000892	Prbd.g_01795	Prat.g_01255
OG0000893	Prbd.g_01794	Prat.g_01256
OG0000894	Prbd.g_01793	Prat.g_01257
OG0000895	Prbd.g_01792	Prat.g_01258
OG0000896	Prbd.g_01791	Prat.g_01259
OG0000897	Prbd.g_01790	Prat.g_01260
OG0000898	Prbd.g_01788	Prat.g_01263
OG0000899	Prbd.g_01787	Prat.g_01264
OG0000900	Prbd.g_01782	Prat.g_01282
OG0000901	Prbd.g_01778	Prat.g_01287
OG0000902	Prbd.g_01777	Prat.g_01471
OG0000903	Prbd.g_01776	Prat.g_01178
OG0000904	Prbd.g_01774	Prat.g_01455
OG0000905	Prbd.g_01772	Prat.g_01200
OG0000906	Prbd.g_01770	Prat.g_01181
OG0000907	Prbd.g_01769	Prat.g_00976
OG0000908	Prbd.g_01766	Prat.g_01228
OG0000909	Prbd.g_01762	Prat.g_01293
OG0000910	Prbd.g_01761	Prat.g_01294
OG0000911	Prbd.g_01760	Prat.g_01295
OG0000912	Prbd.g_01759	Prat.g_01296
OG0000913	Prbd.g_01758	Prat.g_01297
OG0000914	Prbd.g_01757	Prat.g_01298
OG0000915	Prbd.g_01756	Prat.g_01299
OG0000916	Prbd.g_01755	Prat.g_01300
OG0000917	Prbd.g_01754	Prat.g_01301
OG0000918	Prbd.g_01753	Prat.g_01302
OG0000919	Prbd.g_01752	Prat.g_01303
OG0000920	Prbd.g_01751	Prat.g_01304
OG0000921	Prbd.g_01750	Prat.g_01305
OG0000922	Prbd.g_01749	Prat.g_01306
OG0000923	Prbd.g_01748	Prat.g_01307
OG0000924	Prbd.g_01747	Prat.g_01308
OG0000925	Prbd.g_01746	Prat.g_01309
OG0000926	Prbd.g_01736	Prat.g_01769
OG0000927	Prbd.g_01707	Prat.g_01333
OG0000928	Prbd.g_01706	Prat.g_01334
OG0000929	Prbd.g_01705	Prat.g_01335
OG0000930	Prbd.g_01704	Prat.g_01336
OG0000931	Prbd.g_01703	Prat.g_01337
OG0000932	Prbd.g_01701	Prat.g_01339
OG0000933	Prbd.g_01700	Prat.g_01340
OG0000934	Prbd.g_01699	Prat.g_01341
OG0000935	Prbd.g_01698	Prat.g_01342
OG0000936	Prbd.g_01697	Prat.g_01343
OG0000937	Prbd.g_01696	Prat.g_01344
OG0000938	Prbd.g_01695	Prat.g_01345
OG0000939	Prbd.g_01694	Prat.g_01346
OG0000940	Prbd.g_01693	Prat.g_01348
OG0000941	Prbd.g_01691	Prat.g_01350
OG0000942	Prbd.g_01690	Prat.g_01351
OG0000943	Prbd.g_01687	Prat.g_01355
OG0000944	Prbd.g_01686	Prat.g_01356
OG0000945	Prbd.g_01685	Prat.g_01357
OG0000946	Prbd.g_01684	Prat.g_01358
OG0000947	Prbd.g_01683	Prat.g_01359
OG0000948	Prbd.g_01682	Prat.g_01360
OG0000949	Prbd.g_01681	Prat.g_01361
OG0000950	Prbd.g_01680	Prat.g_01362
OG0000951	Prbd.g_01679	Prat.g_01363
OG0000952	Prbd.g_01678	Prat.g_01364
OG0000953	Prbd.g_01677	Prat.g_01365
OG0000954	Prbd.g_01676	Prat.g_01366
OG0000955	Prbd.g_01675	Prat.g_01367
OG0000956	Prbd.g_01674	Prat.g_01368
OG0000957	Prbd.g_01673	Prat.g_01369
OG0000958	Prbd.g_01672	Prat.g_01370
OG0000959	Prbd.g_01671	Prat.g_01371
OG0000960	Prbd.g_01670	Prat.g_01372
OG0000961	Prbd.g_01666	Prat.g_01378
OG0000962	Prbd.g_01665	Prat.g_01379
OG0000963	Prbd.g_01664	Prat.g_01380
OG0000964	Prbd.g_01662	Prat.g_01382
OG0000965	Prbd.g_01661	Prat.g_01383
OG0000966	Prbd.g_01660	Prat.g_01384
OG0000967	Prbd.g_01659	Prat.g_01385
OG0000968	Prbd.g_01658	Prat.g_01386
OG0000969	Prbd.g_01657	Prat.g_01387
OG0000970	Prbd.g_01656	Prat.g_01388
OG0000971	Prbd.g_01655	Prat.g_01389
OG0000972	Prbd.g_01654	Prat.g_01390
OG0000973	Prbd.g_01653	Prat.g_01391
OG0000974	Prbd.g_01651	Prat.g_01393
OG0000975	Prbd.g_01648	Prat.g_01399
OG0000976	Prbd.g_01646	Prat.g_01403
OG0000977	Prbd.g_01645	Prat.g_01405
OG0000978	Prbd.g_01644	Prat.g_01407
OG0000979	Prbd.g_01642	Prat.g_01409
OG0000980	Prbd.g_01641	Prat.g_01410
OG0000981	Prbd.g_01640	Prat.g_01411
OG0000982	Prbd.g_01639	Prat.g_01412
OG0000983	Prbd.g_01637	Prat.g_01414
OG0000984	Prbd.g_01636	Prat.g_01415
OG0000985	Prbd.g_01635	Prat.g_01416
OG0000986	Prbd.g_01634	Prat.g_01417
OG0000987	Prbd.g_01633	Prat.g_01418
OG0000988	Prbd.g_01632	Prat.g_01420
OG0000989	Prbd.g_01631	Prat.g_01421
OG0000990	Prbd.g_01630	Prat.g_01422
OG0000991	Prbd.g_01629	Prat.g_01423
OG0000992	Prbd.g_01628	Prat.g_01424
OG0000993	Prbd.g_01627	Prat.g_01425
OG0000994	Prbd.g_01626	Prat.g_01426
OG0000995	Prbd.g_01625	Prat.g_01427
OG0000996	Prbd.g_01624	Prat.g_01428
OG0000997	Prbd.g_01623	Prat.g_01429
OG0000998	Prbd.g_01622	Prat.g_01430
OG0000999	Prbd.g_01621	Prat.g_01431
OG0001000	Prbd.g_01620	Prat.g_01432
OG0001001	Prbd.g_01617	Prat.g_01434
OG0001002	Prbd.g_01616	Prat.g_01435
OG0001003	Prbd.g_01615	Prat.g_01436
OG0001004	Prbd.g_01614	Prat.g_01437
OG0001005	Prbd.g_01613	Prat.g_01439
OG0001006	Prbd.g_01612	Prat.g_01440
OG0001007	Prbd.g_01611	Prat.g_01441
OG0001008	Prbd.g_01609	Prat.g_01443
OG0001009	Prbd.g_01608	Prat.g_01444
OG0001010	Prbd.g_01600	Prat.g_01502
OG0001011	Prbd.g_01593	Prat.g_01457
OG0001012	Prbd.g_01566	Prat.g_01022
OG0001013	Prbd.g_01531	Prat.g_01585
OG0001014	Prbd.g_01530	Prat.g_01586
OG0001015	Prbd.g_01524	Prat.g_01593
OG0001016	Prbd.g_01523	Prat.g_01594
OG0001017	Prbd.g_01522	Prat.g_01595
OG0001018	Prbd.g_01521	Prat.g_01596
OG0001019	Prbd.g_01519	Prat.g_01598
OG0001020	Prbd.g_01518	Prat.g_01599
OG0001021	Prbd.g_01517	Prat.g_01600
OG0001022	Prbd.g_01516	Prat.g_01601
OG0001023	Prbd.g_01515	Prat.g_01602
OG0001024	Prbd.g_01514	Prat.g_01603
OG0001025	Prbd.g_01513	Prat.g_01604
OG0001026	Prbd.g_01511	Prat.g_01605
OG0001027	Prbd.g_01510	Prat.g_01606
OG0001028	Prbd.g_01509	Prat.g_01607
OG0001029	Prbd.g_01508	Prat.g_01608
OG0001030	Prbd.g_01507	Prat.g_01609
OG0001031	Prbd.g_01506	Prat.g_01610
OG0001032	Prbd.g_01505	Prat.g_01611
OG0001033	Prbd.g_01504	Prat.g_01612
OG0001034	Prbd.g_01503	Prat.g_01613
OG0001035	Prbd.g_01501	Prat.g_01615
OG0001036	Prbd.g_01500	Prat.g_01616
OG0001037	Prbd.g_01499	Prat.g_01617
OG0001038	Prbd.g_01498	Prat.g_01618
OG0001039	Prbd.g_01497	Prat.g_01619
OG0001040	Prbd.g_01496	Prat.g_01621
OG0001041	Prbd.g_01495	Prat.g_01622
OG0001042	Prbd.g_01494	Prat.g_01623
OG0001043	Prbd.g_01493	Prat.g_01624
OG0001044	Prbd.g_01492	Prat.g_01625
OG0001045	Prbd.g_01491	Prat.g_01626
OG0001046	Prbd.g_01490	Prat.g_01627
OG0001047	Prbd.g_01487	Prat.g_01630
OG0001048	Prbd.g_01485	Prat.g_01632
OG0001049	Prbd.g_01484	Prat.g_01633
OG0001050	Prbd.g_01483	Prat.g_01634
OG0001051	Prbd.g_01482	Prat.g_01635
OG0001052	Prbd.g_01481	Prat.g_01636
OG0001053	Prbd.g_01479	Prat.g_01639
OG0001054	Prbd.g_01477	Prat.g_01641
OG0001055	Prbd.g_01476	Prat.g_01642
OG0001056	Prbd.g_01475	Prat.g_01643
OG0001057	Prbd.g_01474	Prat.g_01644
OG0001058	Prbd.g_01473	Prat.g_01645
OG0001059	Prbd.g_01472	Prat.g_01646
OG0001060	Prbd.g_01471	Prat.g_01647
OG0001061	Prbd.g_01470	Prat.g_01648
OG0001062	Prbd.g_01469	Prat.g_01649
OG0001063	Prbd.g_01468	Prat.g_01650
OG0001064	Prbd.g_01466	Prat.g_01652
OG0001065	Prbd.g_01463	Prat.g_01655
OG0001066	Prbd.g_01462	Prat.g_01657
OG0001067	Prbd.g_01461	Prat.g_01658
OG0001068	Prbd.g_01459	Prat.g_01661
OG0001069	Prbd.g_01458	Prat.g_01662
OG0001070	Prbd.g_01457	Prat.g_01663
OG0001071	Prbd.g_01456	Prat.g_01664
OG0001072	Prbd.g_01455	Prat.g_01665
OG0001073	Prbd.g_01454	Prat.g_01666
OG0001074	Prbd.g_01453	Prat.g_01667
OG0001075	Prbd.g_01452	Prat.g_01668
OG0001076	Prbd.g_01451	Prat.g_01669
OG0001077	Prbd.g_01450	Prat.g_01670
OG0001078	Prbd.g_01449	Prat.g_01671
OG0001079	Prbd.g_01448	Prat.g_01672
OG0001080	Prbd.g_01447	Prat.g_01673
OG0001081	Prbd.g_01444	Prat.g_01677
OG0001082	Prbd.g_01443	Prat.g_01678
OG0001083	Prbd.g_01442	Prat.g_01682
OG0001084	Prbd.g_01440	Prat.g_01680
OG0001085	Prbd.g_01439	Prat.g_01679
OG0001086	Prbd.g_01438	Prat.g_01676
OG0001087	Prbd.g_01437	Prat.g_01675
OG0001088	Prbd.g_01436	Prat.g_01674
OG0001089	Prbd.g_01433	Prat.g_01684
OG0001090	Prbd.g_01431	Prat.g_01686
OG0001091	Prbd.g_01430	Prat.g_01687
OG0001092	Prbd.g_01429	Prat.g_01688
OG0001093	Prbd.g_01428	Prat.g_01689
OG0001094	Prbd.g_01427	Prat.g_01690
OG0001095	Prbd.g_01426	Prat.g_01691
OG0001096	Prbd.g_01425	Prat.g_01692
OG0001097	Prbd.g_01424	Prat.g_01693
OG0001098	Prbd.g_01423	Prat.g_01694
OG0001099	Prbd.g_01422	Prat.g_01695
OG0001100	Prbd.g_01421	Prat.g_01696
OG0001101	Prbd.g_01420	Prat.g_01697
OG0001102	Prbd.g_01419	Prat.g_01698
OG0001103	Prbd.g_01418	Prat.g_01699
OG0001104	Prbd.g_01417	Prat.g_01700
OG0001105	Prbd.g_01416	Prat.g_01701
OG0001106	Prbd.g_01415	Prat.g_01702
OG0001107	Prbd.g_01414	Prat.g_01703
OG0001108	Prbd.g_01413	Prat.g_01704
OG0001109	Prbd.g_01412	Prat.g_01705
OG0001110	Prbd.g_01411	Prat.g_01706
OG0001111	Prbd.g_01410	Prat.g_01707
OG0001112	Prbd.g_01409	Prat.g_01708
OG0001113	Prbd.g_01408	Prat.g_01709
OG0001114	Prbd.g_01407	Prat.g_01710
OG0001115	Prbd.g_01406	Prat.g_01711
OG0001116	Prbd.g_01405	Prat.g_01712
OG0001117	Prbd.g_01404	Prat.g_01713
OG0001118	Prbd.g_01403	Prat.g_01714
OG0001119	Prbd.g_01402	Prat.g_01715
OG0001120	Prbd.g_01401	Prat.g_01327
OG0001121	Prbd.g_01399	Prat.g_01717
OG0001122	Prbd.g_01398	Prat.g_01718
OG0001123	Prbd.g_01397	Prat.g_01719
OG0001124	Prbd.g_01395	Prat.g_01721
OG0001125	Prbd.g_01393	Prat.g_01723
