Orthogroup	Prbf	Prae
OG0000562	Prbf.g_01837	Prae.g_00531
OG0000563	Prbf.g_01838	Prae.g_00532
OG0000564	Prbf.g_01839	Prae.g_00533
OG0000565	Prbf.g_01841	Prae.g_00536
OG0000566	Prbf.g_01845	Prae.g_00538
OG0000567	Prbf.g_01849	Prae.g_00542
OG0000568	Prbf.g_01850	Prae.g_00543
OG0000569	Prbf.g_01851	Prae.g_00544
OG0000570	Prbf.g_01852	Prae.g_00545
OG0000571	Prbf.g_01854	Prae.g_00547
OG0000572	Prbf.g_01868	Prae.g_00560
OG0000573	Prbf.g_01874	Prae.g_00566
OG0000574	Prbf.g_01875	Prae.g_00567
OG0000575	Prbf.g_01879	Prae.g_00571
OG0000576	Prbf.g_01881	Prae.g_00573
OG0000577	Prbf.g_01882	Prae.g_00574
OG0000578	Prbf.g_01883	Prae.g_00575
OG0000579	Prbf.g_01884	Prae.g_00576
OG0000580	Prbf.g_01885	Prae.g_00577
OG0000581	Prbf.g_01888	Prae.g_00579
OG0000582	Prbf.g_01891	Prae.g_00582
OG0000583	Prbf.g_01892	Prae.g_00583
OG0000584	Prbf.g_01893	Prae.g_00584
OG0000585	Prbf.g_01895	Prae.g_00586
OG0000586	Prbf.g_01896	Prae.g_00587
OG0000587	Prbf.g_01897	Prae.g_00588
OG0000588	Prbf.g_01901	Prae.g_00592
OG0000589	Prbf.g_01903	Prae.g_00595
OG0000590	Prbf.g_01904	Prae.g_00596
OG0000591	Prbf.g_01908	Prae.g_00599
OG0000592	Prbf.g_01909	Prae.g_00600
OG0000593	Prbf.g_00979	Prae.g_00606
OG0000594	Prbf.g_00980	Prae.g_00607
OG0000595	Prbf.g_00981	Prae.g_00608
OG0000596	Prbf.g_00985	Prae.g_00612
OG0000597	Prbf.g_00988	Prae.g_00614
OG0000598	Prbf.g_00989	Prae.g_00615
OG0000599	Prbf.g_00992	Prae.g_00618
OG0000600	Prbf.g_00993	Prae.g_00619
OG0000601	Prbf.g_00994	Prae.g_00620
OG0000602	Prbf.g_00996	Prae.g_00622
OG0000603	Prbf.g_00997	Prae.g_00623
OG0000604	Prbf.g_00998	Prae.g_00624
OG0000605	Prbf.g_00999	Prae.g_00625
OG0000606	Prbf.g_01002	Prae.g_00628
OG0000607	Prbf.g_01005	Prae.g_00631
OG0000608	Prbf.g_01006	Prae.g_00632
OG0000609	Prbf.g_01007	Prae.g_00633
OG0000610	Prbf.g_01013	Prae.g_00638
OG0000611	Prbf.g_01016	Prae.g_00641
OG0000612	Prbf.g_01017	Prae.g_00642
OG0000613	Prbf.g_01290	Prae.g_00647
OG0000614	Prbf.g_01269	Prae.g_00666
OG0000615	Prbf.g_01258	Prae.g_00674
OG0000616	Prbf.g_00404	Prae.g_00678
OG0000617	Prbf.g_01033	Prae.g_00717
OG0000618	Prbf.g_01034	Prae.g_00718
OG0000619	Prbf.g_01035	Prae.g_00719
OG0000620	Prbf.g_01038	Prae.g_00722
OG0000621	Prbf.g_01039	Prae.g_00723
OG0000622	Prbf.g_01040	Prae.g_00724
OG0000623	Prbf.g_01041	Prae.g_00725
OG0000624	Prbf.g_01043	Prae.g_00726
OG0000625	Prbf.g_01044	Prae.g_00727
OG0000626	Prbf.g_01045	Prae.g_00728
OG0000627	Prbf.g_01046	Prae.g_00729
OG0000628	Prbf.g_01047	Prae.g_00730
OG0000629	Prbf.g_01048	Prae.g_00731
OG0000630	Prbf.g_01051	Prae.g_00734
OG0000631	Prbf.g_01144	Prae.g_00797
OG0000632	Prbf.g_01143	Prae.g_00798
OG0000633	Prbf.g_01142	Prae.g_00799
OG0000634	Prbf.g_01249	Prae.g_00802
OG0000635	Prbf.g_01248	Prae.g_00803
OG0000636	Prbf.g_01246	Prae.g_00805
OG0000637	Prbf.g_01244	Prae.g_00807
OG0000638	Prbf.g_01243	Prae.g_00808
OG0000639	Prbf.g_01242	Prae.g_00809
OG0000640	Prbf.g_01241	Prae.g_00810
OG0000641	Prbf.g_01237	Prae.g_00814
OG0000642	Prbf.g_01236	Prae.g_00815
OG0000643	Prbf.g_01235	Prae.g_00816
OG0000644	Prbf.g_01234	Prae.g_00817
OG0000645	Prbf.g_01233	Prae.g_00818
OG0000646	Prbf.g_01231	Prae.g_00820
OG0000647	Prbf.g_01229	Prae.g_00821
OG0000648	Prbf.g_01227	Prae.g_00823
OG0000649	Prbf.g_01226	Prae.g_00824
OG0000650	Prbf.g_01225	Prae.g_00825
OG0000651	Prbf.g_01224	Prae.g_00826
OG0000652	Prbf.g_01223	Prae.g_00827
OG0000653	Prbf.g_01221	Prae.g_00829
OG0000654	Prbf.g_01220	Prae.g_00830
OG0000655	Prbf.g_01219	Prae.g_00831
OG0000656	Prbf.g_01216	Prae.g_00834
OG0000657	Prbf.g_01208	Prae.g_00841
OG0000658	Prbf.g_01206	Prae.g_00842
OG0000659	Prbf.g_01205	Prae.g_00843
OG0000660	Prbf.g_01201	Prae.g_00847
OG0000661	Prbf.g_01199	Prae.g_00849
OG0000662	Prbf.g_01197	Prae.g_00851
OG0000663	Prbf.g_01195	Prae.g_00853
OG0000664	Prbf.g_01194	Prae.g_00854
OG0000665	Prbf.g_01188	Prae.g_00858
OG0000666	Prbf.g_01187	Prae.g_00859
OG0000667	Prbf.g_01183	Prae.g_00863
OG0000668	Prbf.g_00838	Prae.g_00892
OG0000669	Prbf.g_01331	Prae.g_00900
OG0000670	Prbf.g_01328	Prae.g_00902
OG0000671	Prbf.g_01325	Prae.g_00904
OG0000672	Prbf.g_01322	Prae.g_00906
OG0000673	Prbf.g_01319	Prae.g_00909
OG0000674	Prbf.g_01317	Prae.g_00911
OG0000675	Prbf.g_01316	Prae.g_00912
OG0000676	Prbf.g_01314	Prae.g_00914
OG0000677	Prbf.g_01313	Prae.g_00915
OG0000678	Prbf.g_01311	Prae.g_00917
OG0000679	Prbf.g_01307	Prae.g_00921
OG0000680	Prbf.g_01306	Prae.g_00922
OG0000681	Prbf.g_01303	Prae.g_00924
OG0000682	Prbf.g_01302	Prae.g_00925
OG0000683	Prbf.g_01301	Prae.g_00926
OG0000684	Prbf.g_01299	Prae.g_00927
OG0000685	Prbf.g_01297	Prae.g_00929
OG0000686	Prbf.g_01296	Prae.g_00930
OG0000687	Prbf.g_01295	Prae.g_00931
OG0000688	Prbf.g_01021	Prae.g_00934
OG0000689	Prbf.g_01022	Prae.g_00935
OG0000690	Prbf.g_01023	Prae.g_00936
OG0000691	Prbf.g_01024	Prae.g_00937
OG0000692	Prbf.g_01026	Prae.g_00938
OG0000693	Prbf.g_01027	Prae.g_00939
OG0000694	Prbf.g_01028	Prae.g_00940
OG0000695	Prbf.g_01140	Prae.g_00942
OG0000696	Prbf.g_01139	Prae.g_00943
OG0000697	Prbf.g_01138	Prae.g_00944
OG0000698	Prbf.g_01135	Prae.g_00947
OG0000699	Prbf.g_01134	Prae.g_00948
OG0000700	Prbf.g_01133	Prae.g_00949
OG0000701	Prbf.g_01132	Prae.g_00950
OG0000702	Prbf.g_01130	Prae.g_00952
OG0000703	Prbf.g_01129	Prae.g_00953
OG0000704	Prbf.g_01127	Prae.g_00954
OG0000705	Prbf.g_01124	Prae.g_00958
OG0000706	Prbf.g_01123	Prae.g_00959
OG0000707	Prbf.g_01122	Prae.g_00960
OG0000708	Prbf.g_01120	Prae.g_00961
OG0000709	Prbf.g_01116	Prae.g_00965
OG0000710	Prbf.g_01113	Prae.g_00968
OG0000711	Prbf.g_01095	Prae.g_00985
OG0000712	Prbf.g_01094	Prae.g_00987
OG0000713	Prbf.g_01093	Prae.g_00988
OG0000714	Prbf.g_01092	Prae.g_00989
OG0000715	Prbf.g_01090	Prae.g_00991
OG0000716	Prbf.g_01088	Prae.g_00993
OG0000717	Prbf.g_01087	Prae.g_00994
OG0000718	Prbf.g_01083	Prae.g_01009
OG0000719	Prbf.g_01081	Prae.g_01011
OG0000720	Prbf.g_01069	Prae.g_01020
OG0000721	Prbf.g_01065	Prae.g_01022
OG0000722	Prbf.g_01064	Prae.g_01023
OG0000723	Prbf.g_01060	Prae.g_01026
OG0000724	Prbf.g_01165	Prae.g_01035
OG0000725	Prbf.g_01171	Prae.g_01041
OG0000726	Prbf.g_01172	Prae.g_01042
OG0000727	Prbf.g_01173	Prae.g_01043
OG0000728	Prbf.g_01175	Prae.g_01045
OG0000729	Prbf.g_00048	Prae.g_01092
OG0000730	Prbf.g_00876	Prae.g_01096
OG0000731	Prbf.g_01684	Prae.g_01100
OG0000732	Prbf.g_00453	Prae.g_01109
OG0000733	Prbf.g_00787	Prae.g_01131
OG0000734	Prbf.g_00902	Prae.g_01148
OG0000735	Prbf.g_00904	Prae.g_01150
OG0000736	Prbf.g_00905	Prae.g_01151
OG0000737	Prbf.g_00906	Prae.g_01152
OG0000738	Prbf.g_00910	Prae.g_01156
OG0000739	Prbf.g_00911	Prae.g_01157
OG0000740	Prbf.g_00912	Prae.g_01158
OG0000741	Prbf.g_00914	Prae.g_01159
OG0000742	Prbf.g_00917	Prae.g_01162
OG0000743	Prbf.g_00919	Prae.g_01164
OG0000744	Prbf.g_00920	Prae.g_01165
OG0000745	Prbf.g_00921	Prae.g_01166
OG0000746	Prbf.g_00923	Prae.g_01168
OG0000747	Prbf.g_00924	Prae.g_01169
OG0000748	Prbf.g_00928	Prae.g_01172
OG0000749	Prbf.g_00929	Prae.g_01173
OG0000750	Prbf.g_00930	Prae.g_01174
OG0000751	Prbf.g_00933	Prae.g_01176
OG0000752	Prbf.g_00935	Prae.g_01178
OG0000753	Prbf.g_00937	Prae.g_01181
OG0000754	Prbf.g_00940	Prae.g_01184
OG0000755	Prbf.g_00946	Prae.g_01187
OG0000756	Prbf.g_00947	Prae.g_01188
OG0000757	Prbf.g_00954	Prae.g_01194
OG0000758	Prbf.g_00955	Prae.g_01195
OG0000759	Prbf.g_00956	Prae.g_01196
OG0000760	Prbf.g_00957	Prae.g_01197
OG0000761	Prbf.g_00958	Prae.g_01198
OG0000762	Prbf.g_00959	Prae.g_01199
OG0000763	Prbf.g_00961	Prae.g_01201
OG0000764	Prbf.g_00962	Prae.g_01202
OG0000765	Prbf.g_00970	Prae.g_01211
OG0000766	Prbf.g_00971	Prae.g_01212
OG0000767	Prbf.g_00973	Prae.g_01214
OG0000768	Prbf.g_00974	Prae.g_01215
OG0000769	Prbf.g_00976	Prae.g_01217
OG0000770	Prbf.g_01914	Prae.g_01219
OG0000771	Prbf.g_00253	Prae.g_01434
OG0000772	Prbf.g_00767	Prae.g_01293
OG0000773	Prbf.g_00035	Prae.g_01319
OG0000774	Prbf.g_00033	Prae.g_01321
OG0000775	Prbf.g_00031	Prae.g_01324
OG0000776	Prbf.g_00030	Prae.g_01325
OG0000777	Prbf.g_00029	Prae.g_01326
OG0000778	Prbf.g_00028	Prae.g_01327
OG0000779	Prbf.g_00024	Prae.g_01331
OG0000780	Prbf.g_00023	Prae.g_01332
OG0000781	Prbf.g_00019	Prae.g_01335
OG0000782	Prbf.g_00018	Prae.g_01336
OG0000783	Prbf.g_00017	Prae.g_01337
OG0000784	Prbf.g_00016	Prae.g_01338
OG0000785	Prbf.g_00014	Prae.g_01340
OG0000786	Prbf.g_00011	Prae.g_01342
OG0000787	Prbf.g_00010	Prae.g_01343
OG0000788	Prbf.g_01782	Prae.g_01355
OG0000789	Prbf.g_00256	Prae.g_01358
OG0000790	Prbf.g_00100	Prae.g_01373
OG0000791	Prbf.g_00102	Prae.g_01375
OG0000792	Prbf.g_00103	Prae.g_01376
OG0000793	Prbf.g_00106	Prae.g_01379
OG0000794	Prbf.g_00107	Prae.g_01380
OG0000795	Prbf.g_00108	Prae.g_01381
OG0000796	Prbf.g_00112	Prae.g_01385
OG0000797	Prbf.g_00113	Prae.g_01386
OG0000798	Prbf.g_00312	Prae.g_01420
OG0000799	Prbf.g_00140	Prae.g_01441
OG0000800	Prbf.g_00141	Prae.g_01442
OG0000801	Prbf.g_00142	Prae.g_01443
OG0000802	Prbf.g_00144	Prae.g_01445
OG0000803	Prbf.g_00146	Prae.g_01447
OG0000804	Prbf.g_00147	Prae.g_01448
OG0000805	Prbf.g_00149	Prae.g_01450
OG0000806	Prbf.g_00151	Prae.g_01452
OG0000807	Prbf.g_00152	Prae.g_01453
OG0000808	Prbf.g_00153	Prae.g_01454
OG0000809	Prbf.g_00155	Prae.g_01457
OG0000810	Prbf.g_00156	Prae.g_01458
OG0000811	Prbf.g_00160	Prae.g_01462
OG0000812	Prbf.g_00162	Prae.g_01464
OG0000813	Prbf.g_00163	Prae.g_01465
OG0000814	Prbf.g_00165	Prae.g_01467
OG0000815	Prbf.g_00166	Prae.g_01468
OG0000816	Prbf.g_00168	Prae.g_01470
OG0000817	Prbf.g_00169	Prae.g_01471
OG0000818	Prbf.g_00174	Prae.g_01476
OG0000819	Prbf.g_00175	Prae.g_01477
OG0000820	Prbf.g_00176	Prae.g_01478
OG0000821	Prbf.g_00180	Prae.g_01482
OG0000822	Prbf.g_00181	Prae.g_01483
OG0000823	Prbf.g_00182	Prae.g_01484
OG0000824	Prbf.g_00185	Prae.g_01487
OG0000825	Prbf.g_00186	Prae.g_01488
OG0000826	Prbf.g_00187	Prae.g_01489
OG0000827	Prbf.g_00188	Prae.g_01490
OG0000828	Prbf.g_00191	Prae.g_01493
OG0000829	Prbf.g_00192	Prae.g_01494
OG0000830	Prbf.g_00193	Prae.g_01495
OG0000831	Prbf.g_00195	Prae.g_01497
OG0000832	Prbf.g_00205	Prae.g_01503
OG0000833	Prbf.g_00214	Prae.g_01511
OG0000834	Prbf.g_00215	Prae.g_01512
OG0000835	Prbf.g_00216	Prae.g_01513
OG0000836	Prbf.g_00217	Prae.g_01514
OG0000837	Prbf.g_00218	Prae.g_01515
OG0000838	Prbf.g_00220	Prae.g_01517
OG0000839	Prbf.g_00221	Prae.g_01518
OG0000840	Prbf.g_00222	Prae.g_01519
OG0000841	Prbf.g_00223	Prae.g_01520
OG0000842	Prbf.g_00224	Prae.g_01521
OG0000843	Prbf.g_00225	Prae.g_01522
OG0000844	Prbf.g_00226	Prae.g_01523
OG0000845	Prbf.g_00227	Prae.g_01524
OG0000846	Prbf.g_00228	Prae.g_01525
OG0000847	Prbf.g_00229	Prae.g_01526
OG0000848	Prbf.g_00230	Prae.g_01527
OG0000849	Prbf.g_00231	Prae.g_01528
OG0000850	Prbf.g_00233	Prae.g_01530
OG0000851	Prbf.g_00234	Prae.g_01531
OG0000852	Prbf.g_00235	Prae.g_01532
OG0000853	Prbf.g_00241	Prae.g_01536
OG0000854	Prbf.g_00243	Prae.g_01538
OG0000855	Prbf.g_00244	Prae.g_01539
OG0000856	Prbf.g_01911	Prae.g_01554
OG0000857	Prbf.g_01230	Prae.g_01582
OG0000858	Prbf.g_00700	Prae.g_01617
OG0000859	Prbf.g_00699	Prae.g_01618
OG0000860	Prbf.g_00691	Prae.g_01625
OG0000861	Prbf.g_00690	Prae.g_01626
OG0000862	Prbf.g_00689	Prae.g_01627
OG0000863	Prbf.g_00687	Prae.g_01629
OG0000864	Prbf.g_00686	Prae.g_01630
OG0000865	Prbf.g_00685	Prae.g_01631
OG0000866	Prbf.g_00684	Prae.g_01632
OG0000867	Prbf.g_00683	Prae.g_01633
OG0000868	Prbf.g_00681	Prae.g_01634
OG0000869	Prbf.g_00678	Prae.g_01638
OG0000870	Prbf.g_00673	Prae.g_01643
OG0000871	Prbf.g_00672	Prae.g_01644
OG0000872	Prbf.g_00671	Prae.g_01645
OG0000873	Prbf.g_00668	Prae.g_01648
OG0000874	Prbf.g_00665	Prae.g_01651
OG0000875	Prbf.g_00664	Prae.g_01652
OG0000876	Prbf.g_00663	Prae.g_01653
OG0000877	Prbf.g_00661	Prae.g_01655
OG0000878	Prbf.g_00660	Prae.g_01656
OG0000879	Prbf.g_00659	Prae.g_01657
OG0000880	Prbf.g_00658	Prae.g_01658
OG0000881	Prbf.g_00654	Prae.g_01662
OG0000882	Prbf.g_00649	Prae.g_01667
OG0000883	Prbf.g_00647	Prae.g_01668
OG0000884	Prbf.g_00645	Prae.g_01670
OG0000885	Prbf.g_00644	Prae.g_01671
OG0000886	Prbf.g_00643	Prae.g_01672
OG0000887	Prbf.g_00642	Prae.g_01673
OG0000888	Prbf.g_00640	Prae.g_01675
OG0000889	Prbf.g_00638	Prae.g_01677
OG0000890	Prbf.g_00637	Prae.g_01678
OG0000891	Prbf.g_00636	Prae.g_01679
OG0000892	Prbf.g_00634	Prae.g_01681
OG0000893	Prbf.g_00630	Prae.g_01686
OG0000894	Prbf.g_00627	Prae.g_01688
OG0000895	Prbf.g_00623	Prae.g_01691
OG0000896	Prbf.g_00622	Prae.g_01692
OG0000897	Prbf.g_00620	Prae.g_01694
OG0000898	Prbf.g_00619	Prae.g_01695
OG0000899	Prbf.g_00618	Prae.g_01696
OG0000900	Prbf.g_00617	Prae.g_01697
OG0000901	Prbf.g_00614	Prae.g_01700
OG0000902	Prbf.g_00612	Prae.g_01702
OG0000903	Prbf.g_00608	Prae.g_01705
OG0000904	Prbf.g_00604	Prae.g_01707
OG0000905	Prbf.g_00610	Prae.g_01712
OG0000906	Prbf.g_00611	Prae.g_01713
OG0000907	Prbf.g_00601	Prae.g_01716
OG0000908	Prbf.g_00598	Prae.g_01719
OG0000909	Prbf.g_00597	Prae.g_01720
OG0000910	Prbf.g_00596	Prae.g_01721
OG0000911	Prbf.g_00594	Prae.g_01723
OG0000912	Prbf.g_00593	Prae.g_01724
OG0000913	Prbf.g_00592	Prae.g_01725
OG0000914	Prbf.g_00591	Prae.g_01726
OG0000915	Prbf.g_00590	Prae.g_01727
OG0000916	Prbf.g_00589	Prae.g_01728
OG0000917	Prbf.g_00588	Prae.g_01729
OG0000918	Prbf.g_00587	Prae.g_01730
OG0000919	Prbf.g_00586	Prae.g_01731
OG0000920	Prbf.g_00585	Prae.g_01732
OG0000921	Prbf.g_00584	Prae.g_01733
OG0000922	Prbf.g_00583	Prae.g_01734
OG0000923	Prbf.g_00579	Prae.g_01738
OG0000924	Prbf.g_00578	Prae.g_01739
OG0000925	Prbf.g_00577	Prae.g_01740
OG0000926	Prbf.g_00576	Prae.g_01741
OG0000927	Prbf.g_00574	Prae.g_01743
OG0000928	Prbf.g_00573	Prae.g_01744
OG0000929	Prbf.g_00572	Prae.g_01745
OG0000930	Prbf.g_00571	Prae.g_01746
OG0000931	Prbf.g_00570	Prae.g_01747
OG0000932	Prbf.g_00569	Prae.g_01748
OG0000933	Prbf.g_00565	Prae.g_01752
OG0000934	Prbf.g_00563	Prae.g_01754
OG0000935	Prbf.g_00562	Prae.g_01755
OG0000936	Prbf.g_00561	Prae.g_01756
OG0000937	Prbf.g_00560	Prae.g_01757
OG0000938	Prbf.g_00557	Prae.g_01759
OG0000939	Prbf.g_00556	Prae.g_01760
OG0000940	Prbf.g_00549	Prae.g_01768
OG0000941	Prbf.g_00547	Prae.g_01770
OG0000942	Prbf.g_00545	Prae.g_01772
OG0000943	Prbf.g_00544	Prae.g_01773
OG0000944	Prbf.g_00542	Prae.g_01774
OG0000945	Prbf.g_00541	Prae.g_01775
OG0000946	Prbf.g_00536	Prae.g_01779
OG0000947	Prbf.g_00534	Prae.g_01781
OG0000948	Prbf.g_00533	Prae.g_01782
OG0000949	Prbf.g_00530	Prae.g_01785
OG0000950	Prbf.g_00523	Prae.g_01790
OG0000951	Prbf.g_00519	Prae.g_01794
OG0000952	Prbf.g_00515	Prae.g_01798
OG0000953	Prbf.g_00511	Prae.g_01801
OG0000954	Prbf.g_00507	Prae.g_01805
OG0000955	Prbf.g_00506	Prae.g_01806
OG0000956	Prbf.g_00504	Prae.g_01808
OG0000957	Prbf.g_00498	Prae.g_01813
OG0000958	Prbf.g_00497	Prae.g_01814
OG0000959	Prbf.g_00493	Prae.g_01818
OG0000960	Prbf.g_00492	Prae.g_01819
OG0000961	Prbf.g_00488	Prae.g_01821
OG0000962	Prbf.g_00486	Prae.g_01823
OG0000963	Prbf.g_00482	Prae.g_01827
OG0000964	Prbf.g_00481	Prae.g_01828
OG0000965	Prbf.g_00480	Prae.g_01829
OG0000966	Prbf.g_00474	Prae.g_01836
OG0000967	Prbf.g_00470	Prae.g_01840
OG0000968	Prbf.g_00468	Prae.g_01842
OG0000969	Prbf.g_00467	Prae.g_01843
OG0000970	Prbf.g_00466	Prae.g_01844
OG0000971	Prbf.g_00465	Prae.g_01845
OG0000972	Prbf.g_00464	Prae.g_01846
OG0000973	Prbf.g_00463	Prae.g_01847
OG0000974	Prbf.g_00462	Prae.g_01848
OG0000975	Prbf.g_00461	Prae.g_01849
OG0000976	Prbf.g_00460	Prae.g_01850
OG0000977	Prbf.g_00459	Prae.g_01851
OG0000978	Prbf.g_00458	Prae.g_01852
OG0000979	Prbf.g_00456	Prae.g_01855
OG0000980	Prbf.g_00454	Prae.g_01857
OG0000981	Prbf.g_00451	Prae.g_01859
OG0000982	Prbf.g_00449	Prae.g_01861
OG0000983	Prbf.g_00448	Prae.g_01862
OG0000984	Prbf.g_00447	Prae.g_01863
OG0000985	Prbf.g_00444	Prae.g_01866
OG0000986	Prbf.g_00442	Prae.g_01868
OG0000987	Prbf.g_00441	Prae.g_01869
OG0000988	Prbf.g_00438	Prae.g_01872
OG0000989	Prbf.g_00434	Prae.g_01876
OG0000990	Prbf.g_00430	Prae.g_01879
OG0000991	Prbf.g_00429	Prae.g_01880
OG0000992	Prbf.g_00426	Prae.g_01882
OG0000993	Prbf.g_00425	Prae.g_01883
OG0000994	Prbf.g_00424	Prae.g_01884
OG0000995	Prbf.g_00420	Prae.g_01888
OG0000996	Prbf.g_00419	Prae.g_01889
OG0000997	Prbf.g_00416	Prae.g_01890
OG0000998	Prbf.g_00414	Prae.g_01892
OG0000999	Prbf.g_00413	Prae.g_01893
OG0001000	Prbf.g_00410	Prae.g_01896
OG0001001	Prbf.g_00407	Prae.g_01898
OG0001002	Prbf.g_00402	Prae.g_01902
OG0001003	Prbf.g_00401	Prae.g_01903
OG0001004	Prbf.g_00400	Prae.g_01904
OG0001005	Prbf.g_00399	Prae.g_01905
OG0001006	Prbf.g_00395	Prae.g_01909
OG0001007	Prbf.g_00393	Prae.g_01911
OG0001008	Prbf.g_01721	Prae.g_00411
OG0001009	Prbf.g_01349	Prae.g_00027
OG0001010	Prbf.g_01350	Prae.g_00028
OG0001011	Prbf.g_01352	Prae.g_00029
OG0001012	Prbf.g_01366	Prae.g_00045
OG0001013	Prbf.g_01373	Prae.g_00050
OG0001014	Prbf.g_01376	Prae.g_00053
OG0001015	Prbf.g_01378	Prae.g_00054
OG0001016	Prbf.g_01400	Prae.g_00073
OG0001017	Prbf.g_01404	Prae.g_00077
OG0001018	Prbf.g_01406	Prae.g_00080
OG0001019	Prbf.g_01415	Prae.g_00089
OG0001020	Prbf.g_01416	Prae.g_00090
OG0001021	Prbf.g_01417	Prae.g_00091
OG0001022	Prbf.g_01420	Prae.g_00094
OG0001023	Prbf.g_01421	Prae.g_00095
OG0001024	Prbf.g_01425	Prae.g_00098
OG0001025	Prbf.g_01432	Prae.g_00104
OG0001026	Prbf.g_01441	Prae.g_00110
OG0001027	Prbf.g_01442	Prae.g_00111
OG0001028	Prbf.g_01444	Prae.g_00113
OG0001029	Prbf.g_01445	Prae.g_00115
OG0001030	Prbf.g_01461	Prae.g_00130
OG0001031	Prbf.g_01521	Prae.g_00189
OG0001032	Prbf.g_01522	Prae.g_00190
OG0001033	Prbf.g_01543	Prae.g_00211
OG0001034	Prbf.g_01574	Prae.g_00239
OG0001035	Prbf.g_01594	Prae.g_00257
OG0001036	Prbf.g_01598	Prae.g_00262
OG0001037	Prbf.g_01599	Prae.g_00263
OG0001038	Prbf.g_01618	Prae.g_00279
OG0001039	Prbf.g_01621	Prae.g_00282
OG0001040	Prbf.g_01623	Prae.g_00284
OG0001041	Prbf.g_01628	Prae.g_00288
OG0001042	Prbf.g_01645	Prae.g_00305
OG0001043	Prbf.g_01646	Prae.g_00306
OG0001044	Prbf.g_01677	Prae.g_00334
OG0001045	Prbf.g_01686	Prae.g_00342
OG0001046	Prbf.g_00741	Prae.g_00379
OG0001047	Prbf.g_01723	Prae.g_00413
OG0001048	Prbf.g_01724	Prae.g_00414
OG0001049	Prbf.g_01726	Prae.g_00416
OG0001050	Prbf.g_01727	Prae.g_00417
OG0001051	Prbf.g_01728	Prae.g_00418
OG0001052	Prbf.g_01754	Prae.g_00445
OG0001053	Prbf.g_01766	Prae.g_00457
OG0001054	Prbf.g_01781	Prae.g_00472
OG0001055	Prbf.g_01800	Prae.g_00491
OG0001056	Prbf.g_01817	Prae.g_00511
OG0001057	Prbf.g_01822	Prae.g_00516
OG0001058	Prbf.g_01830	Prae.g_00524
OG0001059	Prbf.g_01834	Prae.g_00528
OG0001060	Prbf.g_01840	Prae.g_00535
OG0001061	Prbf.g_01855	Prae.g_00548
OG0001062	Prbf.g_01857	Prae.g_00550
OG0001063	Prbf.g_01859	Prae.g_00552
OG0001064	Prbf.g_01860	Prae.g_00553
OG0001065	Prbf.g_01861	Prae.g_00554
OG0001066	Prbf.g_01862	Prae.g_00555
OG0001067	Prbf.g_01863	Prae.g_00556
OG0001068	Prbf.g_01864	Prae.g_00557
OG0001069	Prbf.g_01865	Prae.g_00558
OG0001070	Prbf.g_01869	Prae.g_00561
OG0001071	Prbf.g_01870	Prae.g_00562
OG0001072	Prbf.g_01872	Prae.g_00564
OG0001073	Prbf.g_01886	Prae.g_00578
OG0001074	Prbf.g_01898	Prae.g_00589
OG0001075	Prbf.g_01899	Prae.g_00590
OG0001076	Prbf.g_01906	Prae.g_00598
OG0001077	Prbf.g_01912	Prae.g_00602
OG0001078	Prbf.g_00983	Prae.g_00610
OG0001079	Prbf.g_00995	Prae.g_00621
OG0001080	Prbf.g_01001	Prae.g_00627
OG0001081	Prbf.g_01003	Prae.g_00629
OG0001082	Prbf.g_01004	Prae.g_00630
OG0001083	Prbf.g_01009	Prae.g_00635
OG0001084	Prbf.g_01010	Prae.g_00636
OG0001085	Prbf.g_01293	Prae.g_00644
OG0001086	Prbf.g_01292	Prae.g_00645
OG0001087	Prbf.g_01274	Prae.g_00662
OG0001088	Prbf.g_01273	Prae.g_00663
OG0001089	Prbf.g_01262	Prae.g_00671
OG0001090	Prbf.g_01252	Prae.g_00712
OG0001091	Prbf.g_01030	Prae.g_00714
OG0001092	Prbf.g_01031	Prae.g_00715
OG0001093	Prbf.g_01036	Prae.g_00720
OG0001094	Prbf.g_01029	Prae.g_00800
OG0001095	Prbf.g_01232	Prae.g_00819
OG0001096	Prbf.g_01218	Prae.g_00832
OG0001097	Prbf.g_01198	Prae.g_00850
OG0001098	Prbf.g_01179	Prae.g_00865
OG0001099	Prbf.g_00833	Prae.g_00897
OG0001100	Prbf.g_01329	Prae.g_00901
OG0001101	Prbf.g_01326	Prae.g_00903
OG0001102	Prbf.g_01323	Prae.g_00905
OG0001103	Prbf.g_01321	Prae.g_00907
OG0001104	Prbf.g_01298	Prae.g_00928
OG0001105	Prbf.g_01294	Prae.g_00932
OG0001106	Prbf.g_01126	Prae.g_00955
OG0001107	Prbf.g_01119	Prae.g_00962
OG0001108	Prbf.g_01115	Prae.g_00966
OG0001109	Prbf.g_01114	Prae.g_00967
OG0001110	Prbf.g_01112	Prae.g_00969
OG0001111	Prbf.g_01111	Prae.g_00970
OG0001112	Prbf.g_01110	Prae.g_00971
OG0001113	Prbf.g_01109	Prae.g_00972
OG0001114	Prbf.g_01108	Prae.g_00973
OG0001115	Prbf.g_01106	Prae.g_00975
OG0001116	Prbf.g_01105	Prae.g_00976
OG0001117	Prbf.g_01104	Prae.g_00977
OG0001118	Prbf.g_01103	Prae.g_00978
OG0001119	Prbf.g_01102	Prae.g_00979
OG0001120	Prbf.g_01100	Prae.g_00981
