Orthogroup	Prbf	Prax
OG0000559	Prbf.g_01832	Prax.g_00012
OG0000560	Prbf.g_01835	Prax.g_00015
OG0000561	Prbf.g_01836	Prax.g_00016
OG0000562	Prbf.g_01837	Prax.g_00017
OG0000563	Prbf.g_01838	Prax.g_00018
OG0000564	Prbf.g_01839	Prax.g_00019
OG0000565	Prbf.g_01841	Prax.g_00022
OG0000566	Prbf.g_01845	Prax.g_00024
OG0000567	Prbf.g_01849	Prax.g_00028
OG0000568	Prbf.g_01850	Prax.g_00029
OG0000569	Prbf.g_01851	Prax.g_00030
OG0000570	Prbf.g_01852	Prax.g_00031
OG0000571	Prbf.g_01854	Prax.g_00033
OG0000572	Prbf.g_01868	Prax.g_00046
OG0000573	Prbf.g_01874	Prax.g_00051
OG0000574	Prbf.g_01875	Prax.g_00052
OG0000575	Prbf.g_01879	Prax.g_00056
OG0000576	Prbf.g_01881	Prax.g_00058
OG0000577	Prbf.g_01882	Prax.g_00059
OG0000578	Prbf.g_01883	Prax.g_00060
OG0000579	Prbf.g_01884	Prax.g_00061
OG0000580	Prbf.g_01885	Prax.g_00062
OG0000581	Prbf.g_01888	Prax.g_00064
OG0000582	Prbf.g_01891	Prax.g_00067
OG0000583	Prbf.g_01892	Prax.g_00068
OG0000584	Prbf.g_01893	Prax.g_00069
OG0000585	Prbf.g_01895	Prax.g_00071
OG0000586	Prbf.g_01896	Prax.g_00072
OG0000587	Prbf.g_01897	Prax.g_00073
OG0000588	Prbf.g_01901	Prax.g_00077
OG0000589	Prbf.g_01903	Prax.g_00080
OG0000590	Prbf.g_01904	Prax.g_00081
OG0000591	Prbf.g_01908	Prax.g_00084
OG0000592	Prbf.g_01909	Prax.g_00085
OG0000593	Prbf.g_00979	Prax.g_00091
OG0000594	Prbf.g_00980	Prax.g_00092
OG0000595	Prbf.g_00981	Prax.g_00093
OG0000596	Prbf.g_00985	Prax.g_00097
OG0000597	Prbf.g_00988	Prax.g_00099
OG0000598	Prbf.g_00989	Prax.g_00100
OG0000599	Prbf.g_00992	Prax.g_00103
OG0000600	Prbf.g_00993	Prax.g_00104
OG0000601	Prbf.g_00994	Prax.g_00105
OG0000602	Prbf.g_00996	Prax.g_00107
OG0000603	Prbf.g_00997	Prax.g_00108
OG0000604	Prbf.g_00998	Prax.g_00109
OG0000605	Prbf.g_00999	Prax.g_00110
OG0000606	Prbf.g_01002	Prax.g_00113
OG0000607	Prbf.g_01005	Prax.g_00116
OG0000608	Prbf.g_01006	Prax.g_00117
OG0000609	Prbf.g_01007	Prax.g_00118
OG0000610	Prbf.g_01013	Prax.g_00123
OG0000611	Prbf.g_01016	Prax.g_00975
OG0000612	Prbf.g_01017	Prax.g_00974
OG0000613	Prbf.g_01290	Prax.g_00969
OG0000614	Prbf.g_01269	Prax.g_00950
OG0000615	Prbf.g_01258	Prax.g_00942
OG0000616	Prbf.g_00404	Prax.g_00938
OG0000617	Prbf.g_01033	Prax.g_00479
OG0000618	Prbf.g_01034	Prax.g_00478
OG0000619	Prbf.g_01035	Prax.g_00477
OG0000620	Prbf.g_01038	Prax.g_00474
OG0000621	Prbf.g_01039	Prax.g_00473
OG0000622	Prbf.g_01040	Prax.g_00472
OG0000623	Prbf.g_01041	Prax.g_00471
OG0000624	Prbf.g_01043	Prax.g_00470
OG0000625	Prbf.g_01044	Prax.g_00469
OG0000626	Prbf.g_01045	Prax.g_00468
OG0000627	Prbf.g_01046	Prax.g_00467
OG0000628	Prbf.g_01047	Prax.g_00466
OG0000629	Prbf.g_01048	Prax.g_00465
OG0000630	Prbf.g_01051	Prax.g_00462
OG0000631	Prbf.g_01144	Prax.g_00382
OG0000632	Prbf.g_01143	Prax.g_00381
OG0000633	Prbf.g_01142	Prax.g_00380
OG0000634	Prbf.g_01249	Prax.g_00377
OG0000635	Prbf.g_01248	Prax.g_00376
OG0000636	Prbf.g_01246	Prax.g_00374
OG0000637	Prbf.g_01244	Prax.g_00372
OG0000638	Prbf.g_01243	Prax.g_00371
OG0000639	Prbf.g_01242	Prax.g_00370
OG0000640	Prbf.g_01241	Prax.g_00369
OG0000641	Prbf.g_01237	Prax.g_00365
OG0000642	Prbf.g_01236	Prax.g_00364
OG0000643	Prbf.g_01235	Prax.g_00363
OG0000644	Prbf.g_01234	Prax.g_00362
OG0000645	Prbf.g_01233	Prax.g_00361
OG0000646	Prbf.g_01231	Prax.g_00359
OG0000647	Prbf.g_01229	Prax.g_00358
OG0000648	Prbf.g_01227	Prax.g_00356
OG0000649	Prbf.g_01226	Prax.g_00355
OG0000650	Prbf.g_01225	Prax.g_00354
OG0000651	Prbf.g_01224	Prax.g_00353
OG0000652	Prbf.g_01223	Prax.g_00352
OG0000653	Prbf.g_01221	Prax.g_00350
OG0000654	Prbf.g_01220	Prax.g_00349
OG0000655	Prbf.g_01219	Prax.g_00348
OG0000656	Prbf.g_01216	Prax.g_00345
OG0000657	Prbf.g_01208	Prax.g_00337
OG0000658	Prbf.g_01206	Prax.g_00336
OG0000659	Prbf.g_01205	Prax.g_00335
OG0000660	Prbf.g_01201	Prax.g_00331
OG0000661	Prbf.g_01199	Prax.g_00329
OG0000662	Prbf.g_01197	Prax.g_00327
OG0000663	Prbf.g_01195	Prax.g_00325
OG0000664	Prbf.g_01194	Prax.g_00324
OG0000665	Prbf.g_01188	Prax.g_00320
OG0000666	Prbf.g_01187	Prax.g_00319
OG0000667	Prbf.g_01183	Prax.g_00315
OG0000668	Prbf.g_00838	Prax.g_00546
OG0000669	Prbf.g_01331	Prax.g_00553
OG0000670	Prbf.g_01328	Prax.g_00555
OG0000671	Prbf.g_01325	Prax.g_00557
OG0000672	Prbf.g_01322	Prax.g_00559
OG0000673	Prbf.g_01319	Prax.g_00562
OG0000674	Prbf.g_01317	Prax.g_00564
OG0000675	Prbf.g_01316	Prax.g_00565
OG0000676	Prbf.g_01314	Prax.g_00567
OG0000677	Prbf.g_01313	Prax.g_00568
OG0000678	Prbf.g_01311	Prax.g_00570
OG0000679	Prbf.g_01307	Prax.g_00574
OG0000680	Prbf.g_01306	Prax.g_00575
OG0000681	Prbf.g_01303	Prax.g_00578
OG0000682	Prbf.g_01302	Prax.g_00579
OG0000683	Prbf.g_01301	Prax.g_00580
OG0000684	Prbf.g_01299	Prax.g_00582
OG0000685	Prbf.g_01297	Prax.g_00584
OG0000686	Prbf.g_01296	Prax.g_00585
OG0000687	Prbf.g_01295	Prax.g_00586
OG0000688	Prbf.g_01021	Prax.g_00589
OG0000689	Prbf.g_01022	Prax.g_00590
OG0000690	Prbf.g_01023	Prax.g_00591
OG0000691	Prbf.g_01024	Prax.g_00592
OG0000692	Prbf.g_01026	Prax.g_00594
OG0000693	Prbf.g_01027	Prax.g_00595
OG0000694	Prbf.g_01028	Prax.g_00596
OG0000695	Prbf.g_01140	Prax.g_00598
OG0000696	Prbf.g_01139	Prax.g_00599
OG0000697	Prbf.g_01138	Prax.g_00600
OG0000698	Prbf.g_01135	Prax.g_00603
OG0000699	Prbf.g_01134	Prax.g_00604
OG0000700	Prbf.g_01133	Prax.g_00605
OG0000701	Prbf.g_01132	Prax.g_00606
OG0000702	Prbf.g_01130	Prax.g_00608
OG0000703	Prbf.g_01129	Prax.g_00609
OG0000704	Prbf.g_01127	Prax.g_00610
OG0000705	Prbf.g_01124	Prax.g_00614
OG0000706	Prbf.g_01123	Prax.g_00615
OG0000707	Prbf.g_01122	Prax.g_00616
OG0000708	Prbf.g_01120	Prax.g_00617
OG0000709	Prbf.g_01116	Prax.g_01130
OG0000710	Prbf.g_01113	Prax.g_01133
OG0000711	Prbf.g_01095	Prax.g_01150
OG0000712	Prbf.g_01094	Prax.g_01152
OG0000713	Prbf.g_01093	Prax.g_01153
OG0000714	Prbf.g_01092	Prax.g_01154
OG0000715	Prbf.g_01090	Prax.g_01156
OG0000716	Prbf.g_01088	Prax.g_01158
OG0000717	Prbf.g_01087	Prax.g_01159
OG0000718	Prbf.g_01083	Prax.g_01173
OG0000719	Prbf.g_01081	Prax.g_01175
OG0000720	Prbf.g_01069	Prax.g_01184
OG0000721	Prbf.g_01065	Prax.g_01186
OG0000722	Prbf.g_01064	Prax.g_01187
OG0000723	Prbf.g_01060	Prax.g_01190
OG0000724	Prbf.g_01165	Prax.g_01199
OG0000725	Prbf.g_01171	Prax.g_01205
OG0000726	Prbf.g_01172	Prax.g_01206
OG0000727	Prbf.g_01173	Prax.g_01207
OG0000728	Prbf.g_01175	Prax.g_01209
OG0000729	Prbf.g_00048	Prax.g_01256
OG0000730	Prbf.g_00876	Prax.g_00126
OG0000731	Prbf.g_01684	Prax.g_00130
OG0000732	Prbf.g_00453	Prax.g_00140
OG0000733	Prbf.g_00787	Prax.g_00162
OG0000734	Prbf.g_00902	Prax.g_00185
OG0000735	Prbf.g_00904	Prax.g_00187
OG0000736	Prbf.g_00905	Prax.g_00188
OG0000737	Prbf.g_00906	Prax.g_00189
OG0000738	Prbf.g_00910	Prax.g_00193
OG0000739	Prbf.g_00911	Prax.g_00194
OG0000740	Prbf.g_00912	Prax.g_00195
OG0000741	Prbf.g_00914	Prax.g_00196
OG0000742	Prbf.g_00917	Prax.g_00199
OG0000743	Prbf.g_00919	Prax.g_00201
OG0000744	Prbf.g_00920	Prax.g_00202
OG0000745	Prbf.g_00921	Prax.g_00203
OG0000746	Prbf.g_00923	Prax.g_00205
OG0000747	Prbf.g_00924	Prax.g_00206
OG0000748	Prbf.g_00928	Prax.g_00209
OG0000749	Prbf.g_00929	Prax.g_00210
OG0000750	Prbf.g_00930	Prax.g_00211
OG0000751	Prbf.g_00933	Prax.g_00213
OG0000752	Prbf.g_00935	Prax.g_00215
OG0000753	Prbf.g_00937	Prax.g_00218
OG0000754	Prbf.g_00940	Prax.g_00221
OG0000755	Prbf.g_00946	Prax.g_00224
OG0000756	Prbf.g_00947	Prax.g_00225
OG0000757	Prbf.g_00954	Prax.g_00231
OG0000758	Prbf.g_00955	Prax.g_00232
OG0000759	Prbf.g_00956	Prax.g_00233
OG0000760	Prbf.g_00957	Prax.g_00234
OG0000761	Prbf.g_00958	Prax.g_00235
OG0000762	Prbf.g_00959	Prax.g_00236
OG0000763	Prbf.g_00961	Prax.g_00238
OG0000764	Prbf.g_00962	Prax.g_00239
OG0000765	Prbf.g_00970	Prax.g_00248
OG0000766	Prbf.g_00971	Prax.g_00249
OG0000767	Prbf.g_00973	Prax.g_00251
OG0000768	Prbf.g_00974	Prax.g_00252
OG0000769	Prbf.g_00976	Prax.g_00254
OG0000770	Prbf.g_01914	Prax.g_00256
OG0000771	Prbf.g_00253	Prax.g_01789
OG0000772	Prbf.g_00767	Prax.g_01928
OG0000773	Prbf.g_00035	Prax.g_01908
OG0000774	Prbf.g_00033	Prax.g_01906
OG0000775	Prbf.g_00031	Prax.g_01904
OG0000776	Prbf.g_00030	Prax.g_01903
OG0000777	Prbf.g_00029	Prax.g_01902
OG0000778	Prbf.g_00028	Prax.g_01901
OG0000779	Prbf.g_00024	Prax.g_01897
OG0000780	Prbf.g_00023	Prax.g_01896
OG0000781	Prbf.g_00019	Prax.g_01893
OG0000782	Prbf.g_00018	Prax.g_01892
OG0000783	Prbf.g_00017	Prax.g_01891
OG0000784	Prbf.g_00016	Prax.g_01890
OG0000785	Prbf.g_00014	Prax.g_01888
OG0000786	Prbf.g_00011	Prax.g_01886
OG0000787	Prbf.g_00010	Prax.g_01885
OG0000788	Prbf.g_01782	Prax.g_01876
OG0000789	Prbf.g_00256	Prax.g_01873
OG0000790	Prbf.g_00100	Prax.g_01858
OG0000791	Prbf.g_00102	Prax.g_01856
OG0000792	Prbf.g_00103	Prax.g_01855
OG0000793	Prbf.g_00106	Prax.g_01852
OG0000794	Prbf.g_00107	Prax.g_01851
OG0000795	Prbf.g_00108	Prax.g_01850
OG0000796	Prbf.g_00112	Prax.g_01846
OG0000797	Prbf.g_00113	Prax.g_01845
OG0000798	Prbf.g_00312	Prax.g_01819
OG0000799	Prbf.g_00140	Prax.g_01751
OG0000800	Prbf.g_00141	Prax.g_01750
OG0000801	Prbf.g_00142	Prax.g_01749
OG0000802	Prbf.g_00144	Prax.g_01747
OG0000803	Prbf.g_00146	Prax.g_01745
OG0000804	Prbf.g_00147	Prax.g_01744
OG0000805	Prbf.g_00149	Prax.g_01742
OG0000806	Prbf.g_00151	Prax.g_01740
OG0000807	Prbf.g_00152	Prax.g_01739
OG0000808	Prbf.g_00153	Prax.g_01738
OG0000809	Prbf.g_00155	Prax.g_01735
OG0000810	Prbf.g_00156	Prax.g_01734
OG0000811	Prbf.g_00160	Prax.g_01725
OG0000812	Prbf.g_00162	Prax.g_01723
OG0000813	Prbf.g_00163	Prax.g_01722
OG0000814	Prbf.g_00165	Prax.g_01720
OG0000815	Prbf.g_00166	Prax.g_01719
OG0000816	Prbf.g_00168	Prax.g_01717
OG0000817	Prbf.g_00169	Prax.g_01716
OG0000818	Prbf.g_00174	Prax.g_01711
OG0000819	Prbf.g_00175	Prax.g_01710
OG0000820	Prbf.g_00176	Prax.g_01709
OG0000821	Prbf.g_00180	Prax.g_01705
OG0000822	Prbf.g_00181	Prax.g_01704
OG0000823	Prbf.g_00182	Prax.g_01703
OG0000824	Prbf.g_00185	Prax.g_01700
OG0000825	Prbf.g_00186	Prax.g_01699
OG0000826	Prbf.g_00187	Prax.g_01698
OG0000827	Prbf.g_00188	Prax.g_01697
OG0000828	Prbf.g_00191	Prax.g_01694
OG0000829	Prbf.g_00192	Prax.g_01693
OG0000830	Prbf.g_00193	Prax.g_01692
OG0000831	Prbf.g_00195	Prax.g_01690
OG0000832	Prbf.g_00205	Prax.g_01684
OG0000833	Prbf.g_00214	Prax.g_01676
OG0000834	Prbf.g_00215	Prax.g_01675
OG0000835	Prbf.g_00216	Prax.g_01674
OG0000836	Prbf.g_00217	Prax.g_01673
OG0000837	Prbf.g_00218	Prax.g_01672
OG0000838	Prbf.g_00220	Prax.g_01670
OG0000839	Prbf.g_00221	Prax.g_01669
OG0000840	Prbf.g_00222	Prax.g_01668
OG0000841	Prbf.g_00223	Prax.g_01667
OG0000842	Prbf.g_00224	Prax.g_01666
OG0000843	Prbf.g_00225	Prax.g_01665
OG0000844	Prbf.g_00226	Prax.g_01664
OG0000845	Prbf.g_00227	Prax.g_01663
OG0000846	Prbf.g_00228	Prax.g_01662
OG0000847	Prbf.g_00229	Prax.g_01661
OG0000848	Prbf.g_00230	Prax.g_01660
OG0000849	Prbf.g_00231	Prax.g_01659
OG0000850	Prbf.g_00233	Prax.g_01657
OG0000851	Prbf.g_00234	Prax.g_01656
OG0000852	Prbf.g_00235	Prax.g_01655
OG0000853	Prbf.g_00241	Prax.g_01651
OG0000854	Prbf.g_00243	Prax.g_01649
OG0000855	Prbf.g_00244	Prax.g_01648
OG0000856	Prbf.g_01911	Prax.g_01633
OG0000857	Prbf.g_01230	Prax.g_01605
OG0000858	Prbf.g_00700	Prax.g_01565
OG0000859	Prbf.g_00699	Prax.g_01564
OG0000860	Prbf.g_00691	Prax.g_01557
OG0000861	Prbf.g_00690	Prax.g_01556
OG0000862	Prbf.g_00689	Prax.g_01555
OG0000863	Prbf.g_00687	Prax.g_01553
OG0000864	Prbf.g_00686	Prax.g_01552
OG0000865	Prbf.g_00685	Prax.g_01551
OG0000866	Prbf.g_00684	Prax.g_01550
OG0000867	Prbf.g_00683	Prax.g_01549
OG0000868	Prbf.g_00681	Prax.g_01548
OG0000869	Prbf.g_00678	Prax.g_01544
OG0000870	Prbf.g_00673	Prax.g_01539
OG0000871	Prbf.g_00672	Prax.g_01538
OG0000872	Prbf.g_00671	Prax.g_01537
OG0000873	Prbf.g_00668	Prax.g_01534
OG0000874	Prbf.g_00665	Prax.g_01531
OG0000875	Prbf.g_00664	Prax.g_01530
OG0000876	Prbf.g_00663	Prax.g_01529
OG0000877	Prbf.g_00661	Prax.g_01527
OG0000878	Prbf.g_00660	Prax.g_01526
OG0000879	Prbf.g_00659	Prax.g_01525
OG0000880	Prbf.g_00658	Prax.g_01524
OG0000881	Prbf.g_00654	Prax.g_01520
OG0000882	Prbf.g_00649	Prax.g_01515
OG0000883	Prbf.g_00647	Prax.g_01513
OG0000884	Prbf.g_00645	Prax.g_01511
OG0000885	Prbf.g_00644	Prax.g_01510
OG0000886	Prbf.g_00643	Prax.g_01509
OG0000887	Prbf.g_00642	Prax.g_01508
OG0000888	Prbf.g_00640	Prax.g_01506
OG0000889	Prbf.g_00638	Prax.g_01504
OG0000890	Prbf.g_00637	Prax.g_01503
OG0000891	Prbf.g_00636	Prax.g_01502
OG0000892	Prbf.g_00634	Prax.g_01257
OG0000893	Prbf.g_00630	Prax.g_01262
OG0000894	Prbf.g_00627	Prax.g_01264
OG0000895	Prbf.g_00623	Prax.g_01267
OG0000896	Prbf.g_00622	Prax.g_01268
OG0000897	Prbf.g_00620	Prax.g_01270
OG0000898	Prbf.g_00619	Prax.g_01271
OG0000899	Prbf.g_00618	Prax.g_01272
OG0000900	Prbf.g_00617	Prax.g_01273
OG0000901	Prbf.g_00614	Prax.g_01276
OG0000902	Prbf.g_00612	Prax.g_01278
OG0000903	Prbf.g_00608	Prax.g_01281
OG0000904	Prbf.g_00604	Prax.g_01283
OG0000905	Prbf.g_00610	Prax.g_01288
OG0000906	Prbf.g_00611	Prax.g_01289
OG0000907	Prbf.g_00601	Prax.g_01296
OG0000908	Prbf.g_00598	Prax.g_01299
OG0000909	Prbf.g_00597	Prax.g_01300
OG0000910	Prbf.g_00596	Prax.g_01301
OG0000911	Prbf.g_00594	Prax.g_01303
OG0000912	Prbf.g_00593	Prax.g_01304
OG0000913	Prbf.g_00592	Prax.g_01305
OG0000914	Prbf.g_00591	Prax.g_01306
OG0000915	Prbf.g_00590	Prax.g_01307
OG0000916	Prbf.g_00589	Prax.g_01308
OG0000917	Prbf.g_00588	Prax.g_01309
OG0000918	Prbf.g_00587	Prax.g_01310
OG0000919	Prbf.g_00586	Prax.g_01311
OG0000920	Prbf.g_00585	Prax.g_01312
OG0000921	Prbf.g_00584	Prax.g_01313
OG0000922	Prbf.g_00583	Prax.g_01314
OG0000923	Prbf.g_00579	Prax.g_01318
OG0000924	Prbf.g_00578	Prax.g_01319
OG0000925	Prbf.g_00577	Prax.g_01320
OG0000926	Prbf.g_00576	Prax.g_01321
OG0000927	Prbf.g_00574	Prax.g_01323
OG0000928	Prbf.g_00573	Prax.g_01324
OG0000929	Prbf.g_00572	Prax.g_01325
OG0000930	Prbf.g_00571	Prax.g_01326
OG0000931	Prbf.g_00570	Prax.g_01327
OG0000932	Prbf.g_00569	Prax.g_01328
OG0000933	Prbf.g_00565	Prax.g_01332
OG0000934	Prbf.g_00563	Prax.g_01334
OG0000935	Prbf.g_00562	Prax.g_01335
OG0000936	Prbf.g_00561	Prax.g_01336
OG0000937	Prbf.g_00560	Prax.g_01337
OG0000938	Prbf.g_00557	Prax.g_01339
OG0000939	Prbf.g_00556	Prax.g_01340
OG0000940	Prbf.g_00549	Prax.g_01347
OG0000941	Prbf.g_00547	Prax.g_01349
OG0000942	Prbf.g_00545	Prax.g_01351
OG0000943	Prbf.g_00544	Prax.g_01352
OG0000944	Prbf.g_00542	Prax.g_01353
OG0000945	Prbf.g_00541	Prax.g_01354
OG0000946	Prbf.g_00536	Prax.g_01358
OG0000947	Prbf.g_00534	Prax.g_01360
OG0000948	Prbf.g_00533	Prax.g_01361
OG0000949	Prbf.g_00530	Prax.g_01364
OG0000950	Prbf.g_00523	Prax.g_01369
OG0000951	Prbf.g_00519	Prax.g_01373
OG0000952	Prbf.g_00515	Prax.g_01377
OG0000953	Prbf.g_00511	Prax.g_01380
OG0000954	Prbf.g_00507	Prax.g_01384
OG0000955	Prbf.g_00506	Prax.g_01385
OG0000956	Prbf.g_00504	Prax.g_01387
OG0000957	Prbf.g_00498	Prax.g_01392
OG0000958	Prbf.g_00497	Prax.g_01393
OG0000959	Prbf.g_00493	Prax.g_01397
OG0000960	Prbf.g_00492	Prax.g_01398
OG0000961	Prbf.g_00488	Prax.g_01400
OG0000962	Prbf.g_00486	Prax.g_01402
OG0000963	Prbf.g_00482	Prax.g_01406
OG0000964	Prbf.g_00481	Prax.g_01407
OG0000965	Prbf.g_00480	Prax.g_01408
OG0000966	Prbf.g_00474	Prax.g_01415
OG0000967	Prbf.g_00470	Prax.g_01420
OG0000968	Prbf.g_00468	Prax.g_01422
OG0000969	Prbf.g_00467	Prax.g_01423
OG0000970	Prbf.g_00466	Prax.g_01424
OG0000971	Prbf.g_00465	Prax.g_01425
OG0000972	Prbf.g_00464	Prax.g_01426
OG0000973	Prbf.g_00463	Prax.g_01427
OG0000974	Prbf.g_00462	Prax.g_01428
OG0000975	Prbf.g_00461	Prax.g_01429
OG0000976	Prbf.g_00460	Prax.g_01430
OG0000977	Prbf.g_00459	Prax.g_01431
OG0000978	Prbf.g_00458	Prax.g_01432
OG0000979	Prbf.g_00456	Prax.g_01435
OG0000980	Prbf.g_00454	Prax.g_01437
OG0000981	Prbf.g_00451	Prax.g_01439
OG0000982	Prbf.g_00449	Prax.g_01441
OG0000983	Prbf.g_00448	Prax.g_01442
OG0000984	Prbf.g_00447	Prax.g_01443
OG0000985	Prbf.g_00444	Prax.g_01446
OG0000986	Prbf.g_00442	Prax.g_01448
OG0000987	Prbf.g_00441	Prax.g_01449
OG0000988	Prbf.g_00438	Prax.g_01452
OG0000989	Prbf.g_00434	Prax.g_01455
OG0000990	Prbf.g_00430	Prax.g_01458
OG0000991	Prbf.g_00429	Prax.g_01459
OG0000992	Prbf.g_00426	Prax.g_01461
OG0000993	Prbf.g_00425	Prax.g_01462
OG0000994	Prbf.g_00424	Prax.g_01463
OG0000995	Prbf.g_00420	Prax.g_01467
OG0000996	Prbf.g_00419	Prax.g_01468
OG0000997	Prbf.g_00416	Prax.g_01469
OG0000998	Prbf.g_00414	Prax.g_01471
OG0000999	Prbf.g_00413	Prax.g_01472
OG0001000	Prbf.g_00410	Prax.g_01475
OG0001001	Prbf.g_00407	Prax.g_01477
OG0001002	Prbf.g_00402	Prax.g_01481
OG0001003	Prbf.g_00401	Prax.g_01482
OG0001004	Prbf.g_00400	Prax.g_01483
OG0001005	Prbf.g_00399	Prax.g_01484
OG0001006	Prbf.g_00395	Prax.g_01488
OG0001007	Prbf.g_00393	Prax.g_01490
OG0001008	Prbf.g_01721	Prax.g_00763
OG0001009	Prbf.g_01349	Prax.g_00286
OG0001010	Prbf.g_01350	Prax.g_00285
OG0001011	Prbf.g_01352	Prax.g_00284
OG0001012	Prbf.g_01366	Prax.g_00270
OG0001013	Prbf.g_01373	Prax.g_00623
OG0001014	Prbf.g_01376	Prax.g_00626
OG0001015	Prbf.g_01378	Prax.g_00627
OG0001016	Prbf.g_01400	Prax.g_00644
OG0001017	Prbf.g_01404	Prax.g_00648
OG0001018	Prbf.g_01406	Prax.g_00651
OG0001019	Prbf.g_01415	Prax.g_00660
OG0001020	Prbf.g_01416	Prax.g_01128
OG0001021	Prbf.g_01417	Prax.g_01127
OG0001022	Prbf.g_01420	Prax.g_01124
OG0001023	Prbf.g_01421	Prax.g_01123
OG0001024	Prbf.g_01425	Prax.g_01120
OG0001025	Prbf.g_01432	Prax.g_01114
OG0001026	Prbf.g_01441	Prax.g_01108
OG0001027	Prbf.g_01442	Prax.g_01107
OG0001028	Prbf.g_01444	Prax.g_01105
OG0001029	Prbf.g_01445	Prax.g_01103
OG0001030	Prbf.g_01461	Prax.g_01088
OG0001031	Prbf.g_01521	Prax.g_01032
OG0001032	Prbf.g_01522	Prax.g_01031
OG0001033	Prbf.g_01543	Prax.g_01010
OG0001034	Prbf.g_01574	Prax.g_00982
OG0001035	Prbf.g_01594	Prax.g_00921
OG0001036	Prbf.g_01598	Prax.g_00916
OG0001037	Prbf.g_01599	Prax.g_00915
OG0001038	Prbf.g_01618	Prax.g_00897
OG0001039	Prbf.g_01621	Prax.g_00894
OG0001040	Prbf.g_01623	Prax.g_00892
OG0001041	Prbf.g_01628	Prax.g_00888
OG0001042	Prbf.g_01645	Prax.g_00871
OG0001043	Prbf.g_01646	Prax.g_00870
OG0001044	Prbf.g_01677	Prax.g_00840
OG0001045	Prbf.g_01686	Prax.g_00831
OG0001046	Prbf.g_00741	Prax.g_00795
OG0001047	Prbf.g_01723	Prax.g_00761
OG0001048	Prbf.g_01724	Prax.g_00760
OG0001049	Prbf.g_01726	Prax.g_00758
OG0001050	Prbf.g_01727	Prax.g_00757
OG0001051	Prbf.g_01728	Prax.g_00756
OG0001052	Prbf.g_01754	Prax.g_00731
OG0001053	Prbf.g_01766	Prax.g_00719
OG0001054	Prbf.g_01781	Prax.g_00703
OG0001055	Prbf.g_01800	Prax.g_00684
OG0001056	Prbf.g_01817	Prax.g_00665
OG0001057	Prbf.g_01822	Prax.g_00002
OG0001058	Prbf.g_01830	Prax.g_00010
OG0001059	Prbf.g_01834	Prax.g_00014
OG0001060	Prbf.g_01840	Prax.g_00021
OG0001061	Prbf.g_01855	Prax.g_00034
OG0001062	Prbf.g_01857	Prax.g_00036
OG0001063	Prbf.g_01859	Prax.g_00038
OG0001064	Prbf.g_01860	Prax.g_00039
OG0001065	Prbf.g_01861	Prax.g_00040
OG0001066	Prbf.g_01862	Prax.g_00041
OG0001067	Prbf.g_01863	Prax.g_00042
OG0001068	Prbf.g_01864	Prax.g_00043
OG0001069	Prbf.g_01865	Prax.g_00044
OG0001070	Prbf.g_01869	Prax.g_00047
OG0001071	Prbf.g_01870	Prax.g_00048
OG0001072	Prbf.g_01872	Prax.g_00049
OG0001073	Prbf.g_01886	Prax.g_00063
OG0001074	Prbf.g_01898	Prax.g_00074
OG0001075	Prbf.g_01899	Prax.g_00075
OG0001076	Prbf.g_01906	Prax.g_00083
OG0001077	Prbf.g_01912	Prax.g_00087
OG0001078	Prbf.g_00983	Prax.g_00095
OG0001079	Prbf.g_00995	Prax.g_00106
OG0001080	Prbf.g_01001	Prax.g_00112
OG0001081	Prbf.g_01003	Prax.g_00114
OG0001082	Prbf.g_01004	Prax.g_00115
OG0001083	Prbf.g_01009	Prax.g_00120
OG0001084	Prbf.g_01010	Prax.g_00121
OG0001085	Prbf.g_01293	Prax.g_00972
OG0001086	Prbf.g_01292	Prax.g_00971
OG0001087	Prbf.g_01274	Prax.g_00954
OG0001088	Prbf.g_01273	Prax.g_00953
OG0001089	Prbf.g_01262	Prax.g_00945
OG0001090	Prbf.g_01252	Prax.g_00484
OG0001091	Prbf.g_01030	Prax.g_00482
OG0001092	Prbf.g_01031	Prax.g_00481
OG0001093	Prbf.g_01036	Prax.g_00476
OG0001094	Prbf.g_01029	Prax.g_00379
OG0001095	Prbf.g_01232	Prax.g_00360
OG0001096	Prbf.g_01218	Prax.g_00347
OG0001097	Prbf.g_01198	Prax.g_00328
OG0001098	Prbf.g_01179	Prax.g_00313
OG0001099	Prbf.g_00833	Prax.g_00550
OG0001100	Prbf.g_01329	Prax.g_00554
OG0001101	Prbf.g_01326	Prax.g_00556
OG0001102	Prbf.g_01323	Prax.g_00558
OG0001103	Prbf.g_01321	Prax.g_00560
OG0001104	Prbf.g_01298	Prax.g_00583
OG0001105	Prbf.g_01294	Prax.g_00587
OG0001106	Prbf.g_01126	Prax.g_00611
OG0001107	Prbf.g_01119	Prax.g_00618
OG0001108	Prbf.g_01115	Prax.g_01131
OG0001109	Prbf.g_01114	Prax.g_01132
OG0001110	Prbf.g_01112	Prax.g_01134
OG0001111	Prbf.g_01111	Prax.g_01135
OG0001112	Prbf.g_01110	Prax.g_01136
OG0001113	Prbf.g_01109	Prax.g_01137
OG0001114	Prbf.g_01108	Prax.g_01138
OG0001115	Prbf.g_01106	Prax.g_01140
OG0001116	Prbf.g_01105	Prax.g_01141
OG0001117	Prbf.g_01104	Prax.g_01142
