Orthogroup	Prbf	Praq
OG0000561	Prbf.g_01836	Praq.g_01047
OG0000562	Prbf.g_01837	Praq.g_01046
OG0000563	Prbf.g_01838	Praq.g_01045
OG0000564	Prbf.g_01839	Praq.g_01044
OG0000565	Prbf.g_01841	Praq.g_01041
OG0000566	Prbf.g_01845	Praq.g_01039
OG0000567	Prbf.g_01849	Praq.g_01035
OG0000568	Prbf.g_01850	Praq.g_01034
OG0000569	Prbf.g_01851	Praq.g_01033
OG0000570	Prbf.g_01852	Praq.g_01032
OG0000571	Prbf.g_01854	Praq.g_01030
OG0000572	Prbf.g_01868	Praq.g_01017
OG0000573	Prbf.g_01874	Praq.g_01010
OG0000574	Prbf.g_01875	Praq.g_01009
OG0000575	Prbf.g_01879	Praq.g_01005
OG0000576	Prbf.g_01881	Praq.g_01003
OG0000577	Prbf.g_01882	Praq.g_01002
OG0000578	Prbf.g_01883	Praq.g_01001
OG0000579	Prbf.g_01884	Praq.g_01000
OG0000580	Prbf.g_01885	Praq.g_00999
OG0000581	Prbf.g_01888	Praq.g_00997
OG0000582	Prbf.g_01891	Praq.g_00994
OG0000583	Prbf.g_01892	Praq.g_00993
OG0000584	Prbf.g_01893	Praq.g_00992
OG0000585	Prbf.g_01895	Praq.g_00990
OG0000586	Prbf.g_01896	Praq.g_00989
OG0000587	Prbf.g_01897	Praq.g_00988
OG0000588	Prbf.g_01901	Praq.g_00984
OG0000589	Prbf.g_01903	Praq.g_00981
OG0000590	Prbf.g_01904	Praq.g_00980
OG0000591	Prbf.g_01908	Praq.g_00977
OG0000592	Prbf.g_01909	Praq.g_00976
OG0000593	Prbf.g_00979	Praq.g_00970
OG0000594	Prbf.g_00980	Praq.g_00969
OG0000595	Prbf.g_00981	Praq.g_00968
OG0000596	Prbf.g_00985	Praq.g_00964
OG0000597	Prbf.g_00988	Praq.g_00962
OG0000598	Prbf.g_00989	Praq.g_00961
OG0000599	Prbf.g_00992	Praq.g_00958
OG0000600	Prbf.g_00993	Praq.g_00957
OG0000601	Prbf.g_00994	Praq.g_00775
OG0000602	Prbf.g_00996	Praq.g_00777
OG0000603	Prbf.g_00997	Praq.g_00778
OG0000604	Prbf.g_00998	Praq.g_00779
OG0000605	Prbf.g_00999	Praq.g_00780
OG0000606	Prbf.g_01002	Praq.g_00783
OG0000607	Prbf.g_01005	Praq.g_00786
OG0000608	Prbf.g_01006	Praq.g_00787
OG0000609	Prbf.g_01007	Praq.g_00788
OG0000610	Prbf.g_01013	Praq.g_00793
OG0000611	Prbf.g_01016	Praq.g_00796
OG0000612	Prbf.g_01017	Praq.g_00797
OG0000613	Prbf.g_01290	Praq.g_00802
OG0000614	Prbf.g_01269	Praq.g_00821
OG0000615	Prbf.g_01258	Praq.g_00829
OG0000616	Prbf.g_00404	Praq.g_00833
OG0000617	Prbf.g_01033	Praq.g_00589
OG0000618	Prbf.g_01034	Praq.g_00590
OG0000619	Prbf.g_01035	Praq.g_00591
OG0000620	Prbf.g_01038	Praq.g_00594
OG0000621	Prbf.g_01039	Praq.g_00595
OG0000622	Prbf.g_01040	Praq.g_00596
OG0000623	Prbf.g_01041	Praq.g_00597
OG0000624	Prbf.g_01043	Praq.g_00598
OG0000625	Prbf.g_01044	Praq.g_00599
OG0000626	Prbf.g_01045	Praq.g_00600
OG0000627	Prbf.g_01046	Praq.g_00601
OG0000628	Prbf.g_01047	Praq.g_00602
OG0000629	Prbf.g_01048	Praq.g_00603
OG0000630	Prbf.g_01051	Praq.g_00606
OG0000631	Prbf.g_01144	Praq.g_00661
OG0000632	Prbf.g_01143	Praq.g_00662
OG0000633	Prbf.g_01142	Praq.g_00663
OG0000634	Prbf.g_01249	Praq.g_00666
OG0000635	Prbf.g_01248	Praq.g_00667
OG0000636	Prbf.g_01246	Praq.g_00669
OG0000637	Prbf.g_01244	Praq.g_00671
OG0000638	Prbf.g_01243	Praq.g_00672
OG0000639	Prbf.g_01242	Praq.g_00673
OG0000640	Prbf.g_01241	Praq.g_00674
OG0000641	Prbf.g_01237	Praq.g_00678
OG0000642	Prbf.g_01236	Praq.g_01407
OG0000643	Prbf.g_01235	Praq.g_01408
OG0000644	Prbf.g_01234	Praq.g_01409
OG0000645	Prbf.g_01233	Praq.g_01410
OG0000646	Prbf.g_01231	Praq.g_01412
OG0000647	Prbf.g_01229	Praq.g_01413
OG0000648	Prbf.g_01227	Praq.g_01415
OG0000649	Prbf.g_01226	Praq.g_01416
OG0000650	Prbf.g_01225	Praq.g_01417
OG0000651	Prbf.g_01224	Praq.g_01418
OG0000652	Prbf.g_01223	Praq.g_01419
OG0000653	Prbf.g_01221	Praq.g_01421
OG0000654	Prbf.g_01220	Praq.g_01422
OG0000655	Prbf.g_01219	Praq.g_01423
OG0000656	Prbf.g_01216	Praq.g_01426
OG0000657	Prbf.g_01208	Praq.g_01433
OG0000658	Prbf.g_01206	Praq.g_01434
OG0000659	Prbf.g_01205	Praq.g_01435
OG0000660	Prbf.g_01201	Praq.g_01439
OG0000661	Prbf.g_01199	Praq.g_01441
OG0000662	Prbf.g_01197	Praq.g_01443
OG0000663	Prbf.g_01195	Praq.g_01445
OG0000664	Prbf.g_01194	Praq.g_01446
OG0000665	Prbf.g_01188	Praq.g_01450
OG0000666	Prbf.g_01187	Praq.g_01451
OG0000667	Prbf.g_01183	Praq.g_01456
OG0000668	Prbf.g_00838	Praq.g_01473
OG0000669	Prbf.g_01331	Praq.g_01481
OG0000670	Prbf.g_01328	Praq.g_01483
OG0000671	Prbf.g_01325	Praq.g_01485
OG0000672	Prbf.g_01322	Praq.g_01488
OG0000673	Prbf.g_01319	Praq.g_01491
OG0000674	Prbf.g_01317	Praq.g_01493
OG0000675	Prbf.g_01316	Praq.g_01494
OG0000676	Prbf.g_01314	Praq.g_01496
OG0000677	Prbf.g_01313	Praq.g_01497
OG0000678	Prbf.g_01311	Praq.g_01499
OG0000679	Prbf.g_01307	Praq.g_01503
OG0000680	Prbf.g_01306	Praq.g_01504
OG0000681	Prbf.g_01303	Praq.g_01506
OG0000682	Prbf.g_01302	Praq.g_01507
OG0000683	Prbf.g_01301	Praq.g_01508
OG0000684	Prbf.g_01299	Praq.g_01510
OG0000685	Prbf.g_01297	Praq.g_01512
OG0000686	Prbf.g_01296	Praq.g_01513
OG0000687	Prbf.g_01295	Praq.g_01514
OG0000688	Prbf.g_01021	Praq.g_01517
OG0000689	Prbf.g_01022	Praq.g_01518
OG0000690	Prbf.g_01023	Praq.g_01519
OG0000691	Prbf.g_01024	Praq.g_01520
OG0000692	Prbf.g_01026	Praq.g_01522
OG0000693	Prbf.g_01027	Praq.g_01523
OG0000694	Prbf.g_01028	Praq.g_01524
OG0000695	Prbf.g_01140	Praq.g_01526
OG0000696	Prbf.g_01139	Praq.g_01527
OG0000697	Prbf.g_01138	Praq.g_01528
OG0000698	Prbf.g_01135	Praq.g_01531
OG0000699	Prbf.g_01134	Praq.g_01532
OG0000700	Prbf.g_01133	Praq.g_01533
OG0000701	Prbf.g_01132	Praq.g_01534
OG0000702	Prbf.g_01130	Praq.g_01536
OG0000703	Prbf.g_01129	Praq.g_01537
OG0000704	Prbf.g_01127	Praq.g_01538
OG0000705	Prbf.g_01124	Praq.g_01542
OG0000706	Prbf.g_01123	Praq.g_01543
OG0000707	Prbf.g_01122	Praq.g_01544
OG0000708	Prbf.g_01120	Praq.g_01545
OG0000709	Prbf.g_01116	Praq.g_01549
OG0000710	Prbf.g_01113	Praq.g_01552
OG0000711	Prbf.g_01095	Praq.g_01568
OG0000712	Prbf.g_01094	Praq.g_01570
OG0000713	Prbf.g_01093	Praq.g_01571
OG0000714	Prbf.g_01092	Praq.g_01572
OG0000715	Prbf.g_01090	Praq.g_01574
OG0000716	Prbf.g_01088	Praq.g_01576
OG0000717	Prbf.g_01087	Praq.g_01577
OG0000718	Prbf.g_01083	Praq.g_01588
OG0000719	Prbf.g_01081	Praq.g_01590
OG0000720	Prbf.g_01069	Praq.g_01599
OG0000721	Prbf.g_01065	Praq.g_01601
OG0000722	Prbf.g_01064	Praq.g_01602
OG0000723	Prbf.g_01060	Praq.g_01605
OG0000724	Prbf.g_01165	Praq.g_01614
OG0000725	Prbf.g_01171	Praq.g_01620
OG0000726	Prbf.g_01172	Praq.g_01621
OG0000727	Prbf.g_01173	Praq.g_01622
OG0000728	Prbf.g_01175	Praq.g_01624
OG0000729	Prbf.g_00048	Praq.g_01669
OG0000730	Prbf.g_00876	Praq.g_01273
OG0000731	Prbf.g_01684	Praq.g_01276
OG0000732	Prbf.g_00453	Praq.g_01282
OG0000733	Prbf.g_00787	Praq.g_01301
OG0000734	Prbf.g_00902	Praq.g_01318
OG0000735	Prbf.g_00904	Praq.g_01320
OG0000736	Prbf.g_00905	Praq.g_01321
OG0000737	Prbf.g_00906	Praq.g_01322
OG0000738	Prbf.g_00910	Praq.g_01326
OG0000739	Prbf.g_00911	Praq.g_01327
OG0000740	Prbf.g_00912	Praq.g_01328
OG0000741	Prbf.g_00914	Praq.g_01329
OG0000742	Prbf.g_00917	Praq.g_01332
OG0000743	Prbf.g_00919	Praq.g_01334
OG0000744	Prbf.g_00920	Praq.g_01335
OG0000745	Prbf.g_00921	Praq.g_01336
OG0000746	Prbf.g_00923	Praq.g_01338
OG0000747	Prbf.g_00924	Praq.g_01339
OG0000748	Prbf.g_00928	Praq.g_01342
OG0000749	Prbf.g_00929	Praq.g_01343
OG0000750	Prbf.g_00930	Praq.g_01344
OG0000751	Prbf.g_00933	Praq.g_01346
OG0000752	Prbf.g_00935	Praq.g_01348
OG0000753	Prbf.g_00937	Praq.g_01351
OG0000754	Prbf.g_00940	Praq.g_01354
OG0000755	Prbf.g_00946	Praq.g_01357
OG0000756	Prbf.g_00947	Praq.g_01358
OG0000757	Prbf.g_00954	Praq.g_01364
OG0000758	Prbf.g_00955	Praq.g_01365
OG0000759	Prbf.g_00956	Praq.g_01366
OG0000760	Prbf.g_00957	Praq.g_01367
OG0000761	Prbf.g_00958	Praq.g_01368
OG0000762	Prbf.g_00959	Praq.g_01369
OG0000763	Prbf.g_00961	Praq.g_01371
OG0000764	Prbf.g_00962	Praq.g_01372
OG0000765	Prbf.g_00970	Praq.g_01381
OG0000766	Prbf.g_00971	Praq.g_01382
OG0000767	Prbf.g_00973	Praq.g_01384
OG0000768	Prbf.g_00974	Praq.g_01385
OG0000769	Prbf.g_00976	Praq.g_01387
OG0000770	Prbf.g_01914	Praq.g_01389
OG0000771	Prbf.g_00253	Praq.g_00257
OG0000772	Prbf.g_00767	Praq.g_00112
OG0000773	Prbf.g_00035	Praq.g_00124
OG0000774	Prbf.g_00033	Praq.g_00126
OG0000775	Prbf.g_00031	Praq.g_00128
OG0000776	Prbf.g_00030	Praq.g_00129
OG0000777	Prbf.g_00029	Praq.g_00130
OG0000778	Prbf.g_00028	Praq.g_00131
OG0000779	Prbf.g_00024	Praq.g_00135
OG0000780	Prbf.g_00023	Praq.g_00136
OG0000781	Prbf.g_00019	Praq.g_00139
OG0000782	Prbf.g_00018	Praq.g_00140
OG0000783	Prbf.g_00017	Praq.g_00141
OG0000784	Prbf.g_00016	Praq.g_00142
OG0000785	Prbf.g_00014	Praq.g_00144
OG0000786	Prbf.g_00011	Praq.g_00146
OG0000787	Prbf.g_00010	Praq.g_00147
OG0000788	Prbf.g_01782	Praq.g_00162
OG0000789	Prbf.g_00256	Praq.g_00165
OG0000790	Prbf.g_00100	Praq.g_00182
OG0000791	Prbf.g_00102	Praq.g_00184
OG0000792	Prbf.g_00103	Praq.g_00185
OG0000793	Prbf.g_00106	Praq.g_00188
OG0000794	Prbf.g_00107	Praq.g_00189
OG0000795	Prbf.g_00108	Praq.g_00190
OG0000796	Prbf.g_00112	Praq.g_00194
OG0000797	Prbf.g_00113	Praq.g_00195
OG0000798	Prbf.g_00312	Praq.g_00222
OG0000799	Prbf.g_00140	Praq.g_00276
OG0000800	Prbf.g_00141	Praq.g_00277
OG0000801	Prbf.g_00142	Praq.g_00278
OG0000802	Prbf.g_00144	Praq.g_00280
OG0000803	Prbf.g_00146	Praq.g_00282
OG0000804	Prbf.g_00147	Praq.g_00283
OG0000805	Prbf.g_00149	Praq.g_00285
OG0000806	Prbf.g_00151	Praq.g_00287
OG0000807	Prbf.g_00152	Praq.g_00288
OG0000808	Prbf.g_00153	Praq.g_00289
OG0000809	Prbf.g_00155	Praq.g_00292
OG0000810	Prbf.g_00156	Praq.g_00293
OG0000811	Prbf.g_00160	Praq.g_00297
OG0000812	Prbf.g_00162	Praq.g_00299
OG0000813	Prbf.g_00163	Praq.g_00300
OG0000814	Prbf.g_00165	Praq.g_00302
OG0000815	Prbf.g_00166	Praq.g_00303
OG0000816	Prbf.g_00168	Praq.g_00305
OG0000817	Prbf.g_00169	Praq.g_00306
OG0000818	Prbf.g_00174	Praq.g_00311
OG0000819	Prbf.g_00175	Praq.g_00312
OG0000820	Prbf.g_00176	Praq.g_00313
OG0000821	Prbf.g_00180	Praq.g_00317
OG0000822	Prbf.g_00181	Praq.g_00318
OG0000823	Prbf.g_00182	Praq.g_00319
OG0000824	Prbf.g_00185	Praq.g_00322
OG0000825	Prbf.g_00186	Praq.g_00323
OG0000826	Prbf.g_00187	Praq.g_00324
OG0000827	Prbf.g_00188	Praq.g_00325
OG0000828	Prbf.g_00191	Praq.g_00328
OG0000829	Prbf.g_00192	Praq.g_00329
OG0000830	Prbf.g_00193	Praq.g_00330
OG0000831	Prbf.g_00195	Praq.g_00332
OG0000832	Prbf.g_00205	Praq.g_00338
OG0000833	Prbf.g_00214	Praq.g_00346
OG0000834	Prbf.g_00215	Praq.g_00347
OG0000835	Prbf.g_00216	Praq.g_00348
OG0000836	Prbf.g_00217	Praq.g_00349
OG0000837	Prbf.g_00218	Praq.g_00350
OG0000838	Prbf.g_00220	Praq.g_00352
OG0000839	Prbf.g_00221	Praq.g_00353
OG0000840	Prbf.g_00222	Praq.g_00354
OG0000841	Prbf.g_00223	Praq.g_00355
OG0000842	Prbf.g_00224	Praq.g_00356
OG0000843	Prbf.g_00225	Praq.g_00357
OG0000844	Prbf.g_00226	Praq.g_00358
OG0000845	Prbf.g_00227	Praq.g_00359
OG0000846	Prbf.g_00228	Praq.g_00360
OG0000847	Prbf.g_00229	Praq.g_00361
OG0000848	Prbf.g_00230	Praq.g_00362
OG0000849	Prbf.g_00231	Praq.g_00363
OG0000850	Prbf.g_00233	Praq.g_00365
OG0000851	Prbf.g_00234	Praq.g_00366
OG0000852	Prbf.g_00235	Praq.g_00367
OG0000853	Prbf.g_00241	Praq.g_00371
OG0000854	Prbf.g_00243	Praq.g_00373
OG0000855	Prbf.g_00244	Praq.g_00374
OG0000856	Prbf.g_01911	Praq.g_00001
OG0000857	Prbf.g_01230	Praq.g_00030
OG0000858	Prbf.g_00700	Praq.g_01953
OG0000859	Prbf.g_00699	Praq.g_01952
OG0000860	Prbf.g_00691	Praq.g_00495
OG0000861	Prbf.g_00690	Praq.g_00494
OG0000862	Prbf.g_00689	Praq.g_00493
OG0000863	Prbf.g_00687	Praq.g_00491
OG0000864	Prbf.g_00686	Praq.g_00490
OG0000865	Prbf.g_00685	Praq.g_00489
OG0000866	Prbf.g_00684	Praq.g_00488
OG0000867	Prbf.g_00683	Praq.g_00487
OG0000868	Prbf.g_00681	Praq.g_00486
OG0000869	Prbf.g_00678	Praq.g_00482
OG0000870	Prbf.g_00673	Praq.g_00477
OG0000871	Prbf.g_00672	Praq.g_00476
OG0000872	Prbf.g_00671	Praq.g_00475
OG0000873	Prbf.g_00668	Praq.g_00472
OG0000874	Prbf.g_00665	Praq.g_00469
OG0000875	Prbf.g_00664	Praq.g_00468
OG0000876	Prbf.g_00663	Praq.g_00467
OG0000877	Prbf.g_00661	Praq.g_00465
OG0000878	Prbf.g_00660	Praq.g_00464
OG0000879	Prbf.g_00659	Praq.g_00463
OG0000880	Prbf.g_00658	Praq.g_00462
OG0000881	Prbf.g_00654	Praq.g_00458
OG0000882	Prbf.g_00649	Praq.g_00453
OG0000883	Prbf.g_00647	Praq.g_00452
OG0000884	Prbf.g_00645	Praq.g_00450
OG0000885	Prbf.g_00644	Praq.g_00449
OG0000886	Prbf.g_00643	Praq.g_00448
OG0000887	Prbf.g_00642	Praq.g_00447
OG0000888	Prbf.g_00640	Praq.g_00445
OG0000889	Prbf.g_00638	Praq.g_00443
OG0000890	Prbf.g_00637	Praq.g_00442
OG0000891	Prbf.g_00636	Praq.g_00441
OG0000892	Prbf.g_00634	Praq.g_00956
OG0000893	Prbf.g_00630	Praq.g_00951
OG0000894	Prbf.g_00627	Praq.g_00949
OG0000895	Prbf.g_00623	Praq.g_00946
OG0000896	Prbf.g_00622	Praq.g_00945
OG0000897	Prbf.g_00620	Praq.g_00943
OG0000898	Prbf.g_00619	Praq.g_00942
OG0000899	Prbf.g_00618	Praq.g_00941
OG0000900	Prbf.g_00617	Praq.g_00940
OG0000901	Prbf.g_00614	Praq.g_00937
OG0000902	Prbf.g_00612	Praq.g_00935
OG0000903	Prbf.g_00608	Praq.g_00932
OG0000904	Prbf.g_00604	Praq.g_00930
OG0000905	Prbf.g_00610	Praq.g_00925
OG0000906	Prbf.g_00611	Praq.g_00924
OG0000907	Prbf.g_00601	Praq.g_00921
OG0000908	Prbf.g_00598	Praq.g_00918
OG0000909	Prbf.g_00597	Praq.g_00917
OG0000910	Prbf.g_00596	Praq.g_00916
OG0000911	Prbf.g_00594	Praq.g_00914
OG0000912	Prbf.g_00593	Praq.g_00913
OG0000913	Prbf.g_00592	Praq.g_00912
OG0000914	Prbf.g_00591	Praq.g_00911
OG0000915	Prbf.g_00590	Praq.g_00910
OG0000916	Prbf.g_00589	Praq.g_00909
OG0000917	Prbf.g_00588	Praq.g_00908
OG0000918	Prbf.g_00587	Praq.g_00907
OG0000919	Prbf.g_00586	Praq.g_00906
OG0000920	Prbf.g_00585	Praq.g_00905
OG0000921	Prbf.g_00584	Praq.g_00904
OG0000922	Prbf.g_00583	Praq.g_00903
OG0000923	Prbf.g_00579	Praq.g_00899
OG0000924	Prbf.g_00578	Praq.g_00898
OG0000925	Prbf.g_00577	Praq.g_00897
OG0000926	Prbf.g_00576	Praq.g_00896
OG0000927	Prbf.g_00574	Praq.g_00894
OG0000928	Prbf.g_00573	Praq.g_00893
OG0000929	Prbf.g_00572	Praq.g_00892
OG0000930	Prbf.g_00571	Praq.g_00891
OG0000931	Prbf.g_00570	Praq.g_00890
OG0000932	Prbf.g_00569	Praq.g_00889
OG0000933	Prbf.g_00565	Praq.g_00885
OG0000934	Prbf.g_00563	Praq.g_00883
OG0000935	Prbf.g_00562	Praq.g_00882
OG0000936	Prbf.g_00561	Praq.g_00881
OG0000937	Prbf.g_00560	Praq.g_00880
OG0000938	Prbf.g_00557	Praq.g_00878
OG0000939	Prbf.g_00556	Praq.g_00877
OG0000940	Prbf.g_00549	Praq.g_00871
OG0000941	Prbf.g_00547	Praq.g_00869
OG0000942	Prbf.g_00545	Praq.g_00867
OG0000943	Prbf.g_00544	Praq.g_00866
OG0000944	Prbf.g_00542	Praq.g_00865
OG0000945	Prbf.g_00541	Praq.g_00864
OG0000946	Prbf.g_00536	Praq.g_00727
OG0000947	Prbf.g_00534	Praq.g_00729
OG0000948	Prbf.g_00533	Praq.g_00730
OG0000949	Prbf.g_00530	Praq.g_00733
OG0000950	Prbf.g_00523	Praq.g_00738
OG0000951	Prbf.g_00519	Praq.g_00742
OG0000952	Prbf.g_00515	Praq.g_00746
OG0000953	Prbf.g_00511	Praq.g_00749
OG0000954	Prbf.g_00507	Praq.g_00753
OG0000955	Prbf.g_00506	Praq.g_00754
OG0000956	Prbf.g_00504	Praq.g_00756
OG0000957	Prbf.g_00498	Praq.g_00761
OG0000958	Prbf.g_00497	Praq.g_00762
OG0000959	Prbf.g_00493	Praq.g_00766
OG0000960	Prbf.g_00492	Praq.g_00767
OG0000961	Prbf.g_00488	Praq.g_00769
OG0000962	Prbf.g_00486	Praq.g_00771
OG0000963	Prbf.g_00482	Praq.g_00774
OG0000964	Prbf.g_00481	Praq.g_00679
OG0000965	Prbf.g_00480	Praq.g_00680
OG0000966	Prbf.g_00474	Praq.g_00687
OG0000967	Prbf.g_00470	Praq.g_00691
OG0000968	Prbf.g_00468	Praq.g_00693
OG0000969	Prbf.g_00467	Praq.g_00694
OG0000970	Prbf.g_00466	Praq.g_00695
OG0000971	Prbf.g_00465	Praq.g_00696
OG0000972	Prbf.g_00464	Praq.g_00697
OG0000973	Prbf.g_00463	Praq.g_00698
OG0000974	Prbf.g_00462	Praq.g_00699
OG0000975	Prbf.g_00461	Praq.g_00700
OG0000976	Prbf.g_00460	Praq.g_00701
OG0000977	Prbf.g_00459	Praq.g_00702
OG0000978	Prbf.g_00458	Praq.g_00703
OG0000979	Prbf.g_00456	Praq.g_00706
OG0000980	Prbf.g_00454	Praq.g_00708
OG0000981	Prbf.g_00451	Praq.g_00710
OG0000982	Prbf.g_00449	Praq.g_00712
OG0000983	Prbf.g_00448	Praq.g_00713
OG0000984	Prbf.g_00447	Praq.g_00714
OG0000985	Prbf.g_00444	Praq.g_00717
OG0000986	Prbf.g_00442	Praq.g_00719
OG0000987	Prbf.g_00441	Praq.g_00720
OG0000988	Prbf.g_00438	Praq.g_00723
OG0000989	Prbf.g_00434	Praq.g_00391
OG0000990	Prbf.g_00430	Praq.g_00394
OG0000991	Prbf.g_00429	Praq.g_00395
OG0000992	Prbf.g_00426	Praq.g_00397
OG0000993	Prbf.g_00425	Praq.g_00398
OG0000994	Prbf.g_00424	Praq.g_00399
OG0000995	Prbf.g_00420	Praq.g_00403
OG0000996	Prbf.g_00419	Praq.g_00404
OG0000997	Prbf.g_00416	Praq.g_00405
OG0000998	Prbf.g_00414	Praq.g_00407
OG0000999	Prbf.g_00413	Praq.g_00408
OG0001000	Prbf.g_00410	Praq.g_00411
OG0001001	Prbf.g_00407	Praq.g_00413
OG0001002	Prbf.g_00402	Praq.g_00417
OG0001003	Prbf.g_00401	Praq.g_00418
OG0001004	Prbf.g_00400	Praq.g_00419
OG0001005	Prbf.g_00399	Praq.g_00420
OG0001006	Prbf.g_00395	Praq.g_00424
OG0001007	Prbf.g_00393	Praq.g_00426
OG0001008	Prbf.g_01721	Praq.g_01120
OG0001009	Prbf.g_01349	Praq.g_01230
OG0001010	Prbf.g_01350	Praq.g_01231
OG0001011	Prbf.g_01352	Praq.g_01232
OG0001012	Prbf.g_01366	Praq.g_01258
OG0001013	Prbf.g_01373	Praq.g_01264
OG0001014	Prbf.g_01376	Praq.g_01267
OG0001015	Prbf.g_01378	Praq.g_01268
OG0001016	Prbf.g_01400	Praq.g_01930
OG0001017	Prbf.g_01404	Praq.g_01926
OG0001018	Prbf.g_01406	Praq.g_01923
OG0001019	Prbf.g_01415	Praq.g_01914
OG0001020	Prbf.g_01416	Praq.g_01913
OG0001021	Prbf.g_01417	Praq.g_01912
OG0001022	Prbf.g_01420	Praq.g_01909
OG0001023	Prbf.g_01421	Praq.g_01908
OG0001024	Prbf.g_01425	Praq.g_01905
OG0001025	Prbf.g_01432	Praq.g_01899
OG0001026	Prbf.g_01441	Praq.g_01892
OG0001027	Prbf.g_01442	Praq.g_01891
OG0001028	Prbf.g_01444	Praq.g_01889
OG0001029	Prbf.g_01445	Praq.g_01888
OG0001030	Prbf.g_01461	Praq.g_01873
OG0001031	Prbf.g_01521	Praq.g_01816
OG0001032	Prbf.g_01522	Praq.g_01815
OG0001033	Prbf.g_01543	Praq.g_01794
OG0001034	Prbf.g_01574	Praq.g_01766
OG0001035	Prbf.g_01594	Praq.g_01749
OG0001036	Prbf.g_01598	Praq.g_01744
OG0001037	Prbf.g_01599	Praq.g_01743
OG0001038	Prbf.g_01618	Praq.g_01725
OG0001039	Prbf.g_01621	Praq.g_01722
OG0001040	Prbf.g_01623	Praq.g_01719
OG0001041	Prbf.g_01628	Praq.g_01715
OG0001042	Prbf.g_01645	Praq.g_01698
OG0001043	Prbf.g_01646	Praq.g_01697
OG0001044	Prbf.g_01677	Praq.g_01212
OG0001045	Prbf.g_01686	Praq.g_01203
OG0001046	Prbf.g_00741	Praq.g_01164
OG0001047	Prbf.g_01723	Praq.g_01118
OG0001048	Prbf.g_01724	Praq.g_01117
OG0001049	Prbf.g_01726	Praq.g_01115
OG0001050	Prbf.g_01727	Praq.g_01114
OG0001051	Prbf.g_01728	Praq.g_01113
OG0001052	Prbf.g_01754	Praq.g_00522
OG0001053	Prbf.g_01766	Praq.g_00534
OG0001054	Prbf.g_01781	Praq.g_01104
OG0001055	Prbf.g_01800	Praq.g_01085
OG0001056	Prbf.g_01817	Praq.g_01066
OG0001057	Prbf.g_01822	Praq.g_01061
OG0001058	Prbf.g_01830	Praq.g_01053
OG0001059	Prbf.g_01834	Praq.g_01049
OG0001060	Prbf.g_01840	Praq.g_01042
OG0001061	Prbf.g_01855	Praq.g_01029
OG0001062	Prbf.g_01857	Praq.g_01027
OG0001063	Prbf.g_01859	Praq.g_01025
OG0001064	Prbf.g_01860	Praq.g_01024
OG0001065	Prbf.g_01861	Praq.g_01023
OG0001066	Prbf.g_01862	Praq.g_01022
OG0001067	Prbf.g_01863	Praq.g_01021
OG0001068	Prbf.g_01864	Praq.g_01020
OG0001069	Prbf.g_01865	Praq.g_01019
OG0001070	Prbf.g_01869	Praq.g_01016
OG0001071	Prbf.g_01870	Praq.g_01015
OG0001072	Prbf.g_01872	Praq.g_01013
OG0001073	Prbf.g_01886	Praq.g_00998
OG0001074	Prbf.g_01898	Praq.g_00987
OG0001075	Prbf.g_01899	Praq.g_00986
OG0001076	Prbf.g_01906	Praq.g_00978
OG0001077	Prbf.g_01912	Praq.g_00974
OG0001078	Prbf.g_00983	Praq.g_00966
OG0001079	Prbf.g_00995	Praq.g_00776
OG0001080	Prbf.g_01001	Praq.g_00782
OG0001081	Prbf.g_01003	Praq.g_00784
OG0001082	Prbf.g_01004	Praq.g_00785
OG0001083	Prbf.g_01009	Praq.g_00790
OG0001084	Prbf.g_01010	Praq.g_00791
OG0001085	Prbf.g_01293	Praq.g_00799
OG0001086	Prbf.g_01292	Praq.g_00800
OG0001087	Prbf.g_01274	Praq.g_00817
OG0001088	Prbf.g_01273	Praq.g_00818
OG0001089	Prbf.g_01262	Praq.g_00826
OG0001090	Prbf.g_01252	Praq.g_00584
OG0001091	Prbf.g_01030	Praq.g_00586
OG0001092	Prbf.g_01031	Praq.g_00587
OG0001093	Prbf.g_01036	Praq.g_00592
OG0001094	Prbf.g_01029	Praq.g_00664
OG0001095	Prbf.g_01232	Praq.g_01411
OG0001096	Prbf.g_01218	Praq.g_01424
OG0001097	Prbf.g_01198	Praq.g_01442
OG0001098	Prbf.g_01179	Praq.g_01458
OG0001099	Prbf.g_00833	Praq.g_01478
OG0001100	Prbf.g_01329	Praq.g_01482
OG0001101	Prbf.g_01326	Praq.g_01484
OG0001102	Prbf.g_01323	Praq.g_01487
OG0001103	Prbf.g_01321	Praq.g_01489
OG0001104	Prbf.g_01298	Praq.g_01511
OG0001105	Prbf.g_01294	Praq.g_01515
OG0001106	Prbf.g_01126	Praq.g_01539
OG0001107	Prbf.g_01119	Praq.g_01546
OG0001108	Prbf.g_01115	Praq.g_01550
OG0001109	Prbf.g_01114	Praq.g_01551
OG0001110	Prbf.g_01112	Praq.g_01553
OG0001111	Prbf.g_01111	Praq.g_01554
OG0001112	Prbf.g_01110	Praq.g_01555
OG0001113	Prbf.g_01109	Praq.g_01556
OG0001114	Prbf.g_01108	Praq.g_01557
OG0001115	Prbf.g_01106	Praq.g_01559
OG0001116	Prbf.g_01105	Praq.g_01560
OG0001117	Prbf.g_01104	Praq.g_01561
OG0001118	Prbf.g_01103	Praq.g_01562
OG0001119	Prbf.g_01102	Praq.g_01563
