Orthogroup	Prbf	Praw
OG0000563	Prbf.g_00989	Praw.g_01881
OG0000564	Prbf.g_00990	Praw.g_01880
OG0000565	Prbf.g_00991	Praw.g_01879
OG0000566	Prbf.g_00992	Praw.g_01878
OG0000567	Prbf.g_00993	Praw.g_01877
OG0000568	Prbf.g_00994	Praw.g_01876
OG0000569	Prbf.g_00995	Praw.g_01875
OG0000570	Prbf.g_00996	Praw.g_01874
OG0000571	Prbf.g_00997	Praw.g_01873
OG0000572	Prbf.g_00998	Praw.g_01872
OG0000573	Prbf.g_01001	Praw.g_01869
OG0000574	Prbf.g_01002	Praw.g_01868
OG0000575	Prbf.g_01003	Praw.g_01867
OG0000576	Prbf.g_01004	Praw.g_01866
OG0000577	Prbf.g_01005	Praw.g_01865
OG0000578	Prbf.g_01006	Praw.g_01864
OG0000579	Prbf.g_01007	Praw.g_01863
OG0000580	Prbf.g_01008	Praw.g_01862
OG0000581	Prbf.g_01009	Praw.g_01861
OG0000582	Prbf.g_01010	Praw.g_01860
OG0000583	Prbf.g_01011	Praw.g_01859
OG0000584	Prbf.g_01013	Praw.g_01858
OG0000585	Prbf.g_01014	Praw.g_01857
OG0000586	Prbf.g_01016	Praw.g_01855
OG0000587	Prbf.g_01017	Praw.g_01854
OG0000588	Prbf.g_01293	Praw.g_01852
OG0000589	Prbf.g_01292	Praw.g_01851
OG0000590	Prbf.g_01290	Praw.g_01849
OG0000591	Prbf.g_01284	Praw.g_01843
OG0000592	Prbf.g_01283	Praw.g_01842
OG0000593	Prbf.g_01282	Praw.g_01841
OG0000594	Prbf.g_01279	Praw.g_01839
OG0000595	Prbf.g_01278	Praw.g_01838
OG0000596	Prbf.g_01277	Praw.g_01837
OG0000597	Prbf.g_01275	Praw.g_01835
OG0000598	Prbf.g_01274	Praw.g_01834
OG0000599	Prbf.g_01273	Praw.g_01833
OG0000600	Prbf.g_01272	Praw.g_01832
OG0000601	Prbf.g_01269	Praw.g_01830
OG0000602	Prbf.g_01268	Praw.g_01829
OG0000603	Prbf.g_01267	Praw.g_01828
OG0000604	Prbf.g_01264	Praw.g_01827
OG0000605	Prbf.g_01263	Praw.g_01826
OG0000606	Prbf.g_01262	Praw.g_01825
OG0000607	Prbf.g_01260	Praw.g_01823
OG0000608	Prbf.g_01258	Praw.g_01822
OG0000609	Prbf.g_00404	Praw.g_01818
OG0000610	Prbf.g_01334	Praw.g_01817
OG0000611	Prbf.g_01252	Praw.g_01808
OG0000612	Prbf.g_01251	Praw.g_01807
OG0000613	Prbf.g_01030	Praw.g_01806
OG0000614	Prbf.g_01031	Praw.g_01805
OG0000615	Prbf.g_01033	Praw.g_01803
OG0000616	Prbf.g_01034	Praw.g_01802
OG0000617	Prbf.g_01035	Praw.g_01801
OG0000618	Prbf.g_01036	Praw.g_01800
OG0000619	Prbf.g_01037	Praw.g_01799
OG0000620	Prbf.g_01038	Praw.g_01798
OG0000621	Prbf.g_01039	Praw.g_01797
OG0000622	Prbf.g_01040	Praw.g_01796
OG0000623	Prbf.g_01041	Praw.g_01795
OG0000624	Prbf.g_01043	Praw.g_01794
OG0000625	Prbf.g_01044	Praw.g_01793
OG0000626	Prbf.g_01045	Praw.g_01792
OG0000627	Prbf.g_01046	Praw.g_01791
OG0000628	Prbf.g_01047	Praw.g_01790
OG0000629	Prbf.g_01048	Praw.g_01789
OG0000630	Prbf.g_01049	Praw.g_01788
OG0000631	Prbf.g_01051	Praw.g_01786
OG0000632	Prbf.g_01052	Praw.g_01763
OG0000633	Prbf.g_00280	Praw.g_01759
OG0000634	Prbf.g_00042	Praw.g_01745
OG0000635	Prbf.g_01929	Praw.g_01732
OG0000636	Prbf.g_01928	Praw.g_01731
OG0000637	Prbf.g_01927	Praw.g_01730
OG0000638	Prbf.g_01675	Praw.g_01719
OG0000639	Prbf.g_01150	Praw.g_01710
OG0000640	Prbf.g_01146	Praw.g_01708
OG0000641	Prbf.g_01144	Praw.g_01706
OG0000642	Prbf.g_01143	Praw.g_01705
OG0000643	Prbf.g_01142	Praw.g_01704
OG0000644	Prbf.g_01029	Praw.g_01703
OG0000645	Prbf.g_01250	Praw.g_01702
OG0000646	Prbf.g_01249	Praw.g_01701
OG0000647	Prbf.g_01248	Praw.g_01700
OG0000648	Prbf.g_01246	Praw.g_01698
OG0000649	Prbf.g_01245	Praw.g_01697
OG0000650	Prbf.g_01244	Praw.g_01696
OG0000651	Prbf.g_01243	Praw.g_01695
OG0000652	Prbf.g_01242	Praw.g_01694
OG0000653	Prbf.g_01241	Praw.g_01693
OG0000654	Prbf.g_01239	Praw.g_01691
OG0000655	Prbf.g_01237	Praw.g_01689
OG0000656	Prbf.g_01236	Praw.g_01688
OG0000657	Prbf.g_01235	Praw.g_01687
OG0000658	Prbf.g_01234	Praw.g_01686
OG0000659	Prbf.g_01233	Praw.g_01685
OG0000660	Prbf.g_01232	Praw.g_01684
OG0000661	Prbf.g_01231	Praw.g_01683
OG0000662	Prbf.g_01229	Praw.g_01682
OG0000663	Prbf.g_01228	Praw.g_01681
OG0000664	Prbf.g_01227	Praw.g_01680
OG0000665	Prbf.g_01226	Praw.g_01679
OG0000666	Prbf.g_01225	Praw.g_01678
OG0000667	Prbf.g_01224	Praw.g_01677
OG0000668	Prbf.g_01223	Praw.g_01676
OG0000669	Prbf.g_01221	Praw.g_01674
OG0000670	Prbf.g_01220	Praw.g_01673
OG0000671	Prbf.g_01219	Praw.g_01672
OG0000672	Prbf.g_01218	Praw.g_01671
OG0000673	Prbf.g_01217	Praw.g_01670
OG0000674	Prbf.g_01216	Praw.g_01669
OG0000675	Prbf.g_01214	Praw.g_01668
OG0000676	Prbf.g_01213	Praw.g_01667
OG0000677	Prbf.g_01210	Praw.g_01665
OG0000678	Prbf.g_01208	Praw.g_01663
OG0000679	Prbf.g_01206	Praw.g_01662
OG0000680	Prbf.g_01205	Praw.g_01661
OG0000681	Prbf.g_01204	Praw.g_01660
OG0000682	Prbf.g_01203	Praw.g_01659
OG0000683	Prbf.g_01201	Praw.g_01657
OG0000684	Prbf.g_01200	Praw.g_01656
OG0000685	Prbf.g_01199	Praw.g_01655
OG0000686	Prbf.g_01198	Praw.g_01654
OG0000687	Prbf.g_01197	Praw.g_01653
OG0000688	Prbf.g_01196	Praw.g_01652
OG0000689	Prbf.g_01195	Praw.g_01651
OG0000690	Prbf.g_01194	Praw.g_01650
OG0000691	Prbf.g_01193	Praw.g_01649
OG0000692	Prbf.g_01189	Praw.g_01647
OG0000693	Prbf.g_01188	Praw.g_01646
OG0000694	Prbf.g_01187	Praw.g_01645
OG0000695	Prbf.g_01186	Praw.g_01644
OG0000696	Prbf.g_01185	Praw.g_01643
OG0000697	Prbf.g_01183	Praw.g_01641
OG0000698	Prbf.g_01179	Praw.g_01639
OG0000699	Prbf.g_01178	Praw.g_01638
OG0000700	Prbf.g_00838	Praw.g_01611
OG0000701	Prbf.g_00833	Praw.g_01608
OG0000702	Prbf.g_01331	Praw.g_01605
OG0000703	Prbf.g_01329	Praw.g_01604
OG0000704	Prbf.g_01328	Praw.g_01603
OG0000705	Prbf.g_01326	Praw.g_01602
OG0000706	Prbf.g_01325	Praw.g_01601
OG0000707	Prbf.g_01323	Praw.g_01600
OG0000708	Prbf.g_01322	Praw.g_01599
OG0000709	Prbf.g_01320	Praw.g_01597
OG0000710	Prbf.g_01319	Praw.g_01596
OG0000711	Prbf.g_01318	Praw.g_01595
OG0000712	Prbf.g_01317	Praw.g_01594
OG0000713	Prbf.g_01316	Praw.g_01593
OG0000714	Prbf.g_01314	Praw.g_01591
OG0000715	Prbf.g_01313	Praw.g_01590
OG0000716	Prbf.g_01311	Praw.g_01588
OG0000717	Prbf.g_01310	Praw.g_01587
OG0000718	Prbf.g_01309	Praw.g_01586
OG0000719	Prbf.g_01307	Praw.g_01584
OG0000720	Prbf.g_01306	Praw.g_01583
OG0000721	Prbf.g_01303	Praw.g_01581
OG0000722	Prbf.g_01302	Praw.g_01580
OG0000723	Prbf.g_01301	Praw.g_01579
OG0000724	Prbf.g_01299	Praw.g_01577
OG0000725	Prbf.g_01298	Praw.g_01576
OG0000726	Prbf.g_01297	Praw.g_01575
OG0000727	Prbf.g_01296	Praw.g_01574
OG0000728	Prbf.g_01295	Praw.g_01573
OG0000729	Prbf.g_01294	Praw.g_01572
OG0000730	Prbf.g_01019	Praw.g_01571
OG0000731	Prbf.g_01021	Praw.g_01570
OG0000732	Prbf.g_01022	Praw.g_01569
OG0000733	Prbf.g_01023	Praw.g_01568
OG0000734	Prbf.g_01024	Praw.g_01567
OG0000735	Prbf.g_01026	Praw.g_01565
OG0000736	Prbf.g_01027	Praw.g_01564
OG0000737	Prbf.g_01028	Praw.g_01563
OG0000738	Prbf.g_01141	Praw.g_01562
OG0000739	Prbf.g_01140	Praw.g_01561
OG0000740	Prbf.g_01139	Praw.g_01560
OG0000741	Prbf.g_01138	Praw.g_01559
OG0000742	Prbf.g_01136	Praw.g_01557
OG0000743	Prbf.g_01135	Praw.g_01556
OG0000744	Prbf.g_01134	Praw.g_01555
OG0000745	Prbf.g_01133	Praw.g_01554
OG0000746	Prbf.g_01132	Praw.g_01553
OG0000747	Prbf.g_01131	Praw.g_01552
OG0000748	Prbf.g_01130	Praw.g_01551
OG0000749	Prbf.g_01129	Praw.g_01550
OG0000750	Prbf.g_01127	Praw.g_01549
OG0000751	Prbf.g_01126	Praw.g_01548
OG0000752	Prbf.g_01067	Praw.g_01547
OG0000753	Prbf.g_01124	Praw.g_01545
OG0000754	Prbf.g_01123	Praw.g_01544
OG0000755	Prbf.g_01122	Praw.g_01543
OG0000756	Prbf.g_01120	Praw.g_01542
OG0000757	Prbf.g_01119	Praw.g_01541
OG0000758	Prbf.g_01118	Praw.g_01540
OG0000759	Prbf.g_01116	Praw.g_01538
OG0000760	Prbf.g_01115	Praw.g_01537
OG0000761	Prbf.g_01114	Praw.g_01536
OG0000762	Prbf.g_01112	Praw.g_01534
OG0000763	Prbf.g_01111	Praw.g_01533
OG0000764	Prbf.g_01110	Praw.g_01532
OG0000765	Prbf.g_01109	Praw.g_01531
OG0000766	Prbf.g_01108	Praw.g_01530
OG0000767	Prbf.g_01106	Praw.g_01528
OG0000768	Prbf.g_01105	Praw.g_01527
OG0000769	Prbf.g_01104	Praw.g_01526
OG0000770	Prbf.g_01103	Praw.g_01525
OG0000771	Prbf.g_01102	Praw.g_01524
OG0000772	Prbf.g_00065	Praw.g_01523
OG0000773	Prbf.g_01100	Praw.g_01522
OG0000774	Prbf.g_01099	Praw.g_01521
OG0000775	Prbf.g_01098	Praw.g_01520
OG0000776	Prbf.g_01095	Praw.g_01518
OG0000777	Prbf.g_01094	Praw.g_01516
OG0000778	Prbf.g_01093	Praw.g_01515
OG0000779	Prbf.g_01092	Praw.g_01514
OG0000780	Prbf.g_01090	Praw.g_01512
OG0000781	Prbf.g_01088	Praw.g_01510
OG0000782	Prbf.g_01087	Praw.g_01509
OG0000783	Prbf.g_01083	Praw.g_01498
OG0000784	Prbf.g_01081	Praw.g_01496
OG0000785	Prbf.g_01080	Praw.g_01495
OG0000786	Prbf.g_01079	Praw.g_01494
OG0000787	Prbf.g_01078	Praw.g_01493
OG0000788	Prbf.g_01072	Praw.g_01489
OG0000789	Prbf.g_01069	Praw.g_01487
OG0000790	Prbf.g_01068	Praw.g_01486
OG0000791	Prbf.g_01065	Praw.g_01485
OG0000792	Prbf.g_01064	Praw.g_01484
OG0000793	Prbf.g_01063	Praw.g_01483
OG0000794	Prbf.g_01060	Praw.g_01481
OG0000795	Prbf.g_01159	Praw.g_01478
OG0000796	Prbf.g_01160	Praw.g_01477
OG0000797	Prbf.g_01162	Praw.g_01475
OG0000798	Prbf.g_01163	Praw.g_01474
OG0000799	Prbf.g_01164	Praw.g_01473
OG0000800	Prbf.g_01165	Praw.g_01472
OG0000801	Prbf.g_01168	Praw.g_01469
OG0000802	Prbf.g_01169	Praw.g_01468
OG0000803	Prbf.g_01171	Praw.g_01466
OG0000804	Prbf.g_01172	Praw.g_01465
OG0000805	Prbf.g_01173	Praw.g_01464
OG0000806	Prbf.g_01175	Praw.g_01462
OG0000807	Prbf.g_01705	Praw.g_01437
OG0000808	Prbf.g_00296	Praw.g_01427
OG0000809	Prbf.g_00870	Praw.g_01424
OG0000810	Prbf.g_01924	Praw.g_01423
OG0000811	Prbf.g_00048	Praw.g_01416
OG0000812	Prbf.g_00876	Praw.g_00172
OG0000813	Prbf.g_01684	Praw.g_00176
OG0000814	Prbf.g_00062	Praw.g_00178
OG0000815	Prbf.g_00094	Praw.g_00187
OG0000816	Prbf.g_00787	Praw.g_00202
OG0000817	Prbf.g_00786	Praw.g_00203
OG0000818	Prbf.g_00285	Praw.g_00208
OG0000819	Prbf.g_00896	Praw.g_00215
OG0000820	Prbf.g_00902	Praw.g_00219
OG0000821	Prbf.g_00904	Praw.g_00221
OG0000822	Prbf.g_00905	Praw.g_00222
OG0000823	Prbf.g_00906	Praw.g_00223
OG0000824	Prbf.g_00907	Praw.g_00224
OG0000825	Prbf.g_00908	Praw.g_00225
OG0000826	Prbf.g_00909	Praw.g_00226
OG0000827	Prbf.g_00910	Praw.g_00227
OG0000828	Prbf.g_00911	Praw.g_00228
OG0000829	Prbf.g_00912	Praw.g_00229
OG0000830	Prbf.g_00914	Praw.g_00230
OG0000831	Prbf.g_00917	Praw.g_00233
OG0000832	Prbf.g_00919	Praw.g_00235
OG0000833	Prbf.g_00920	Praw.g_00236
OG0000834	Prbf.g_00921	Praw.g_00237
OG0000835	Prbf.g_00922	Praw.g_00238
OG0000836	Prbf.g_00923	Praw.g_00239
OG0000837	Prbf.g_00926	Praw.g_00241
OG0000838	Prbf.g_00927	Praw.g_00242
OG0000839	Prbf.g_00928	Praw.g_00243
OG0000840	Prbf.g_00929	Praw.g_00244
OG0000841	Prbf.g_00930	Praw.g_00245
OG0000842	Prbf.g_00932	Praw.g_00246
OG0000843	Prbf.g_00933	Praw.g_00247
OG0000844	Prbf.g_00934	Praw.g_00248
OG0000845	Prbf.g_00935	Praw.g_00249
OG0000846	Prbf.g_00937	Praw.g_00252
OG0000847	Prbf.g_00939	Praw.g_00254
OG0000848	Prbf.g_00940	Praw.g_00255
OG0000849	Prbf.g_00943	Praw.g_00256
OG0000850	Prbf.g_00944	Praw.g_00257
OG0000851	Prbf.g_00946	Praw.g_00258
OG0000852	Prbf.g_00948	Praw.g_00260
OG0000853	Prbf.g_00950	Praw.g_00261
OG0000854	Prbf.g_00952	Praw.g_00263
OG0000855	Prbf.g_00953	Praw.g_00264
OG0000856	Prbf.g_00954	Praw.g_00265
OG0000857	Prbf.g_00955	Praw.g_00266
OG0000858	Prbf.g_00956	Praw.g_00267
OG0000859	Prbf.g_00957	Praw.g_00268
OG0000860	Prbf.g_00958	Praw.g_00269
OG0000861	Prbf.g_00959	Praw.g_00270
OG0000862	Prbf.g_00960	Praw.g_00271
OG0000863	Prbf.g_00961	Praw.g_00272
OG0000864	Prbf.g_00962	Praw.g_00273
OG0000865	Prbf.g_00963	Praw.g_00274
OG0000866	Prbf.g_00964	Praw.g_00275
OG0000867	Prbf.g_00965	Praw.g_00276
OG0000868	Prbf.g_00966	Praw.g_00277
OG0000869	Prbf.g_00968	Praw.g_00279
OG0000870	Prbf.g_00969	Praw.g_00280
OG0000871	Prbf.g_00970	Praw.g_00282
OG0000872	Prbf.g_00971	Praw.g_00283
OG0000873	Prbf.g_00973	Praw.g_00285
OG0000874	Prbf.g_00974	Praw.g_00286
OG0000875	Prbf.g_00975	Praw.g_00287
OG0000876	Prbf.g_00976	Praw.g_00288
OG0000877	Prbf.g_01914	Praw.g_00290
OG0000878	Prbf.g_00767	Praw.g_00954
OG0000879	Prbf.g_00037	Praw.g_00968
OG0000880	Prbf.g_00036	Praw.g_00969
OG0000881	Prbf.g_00035	Praw.g_00970
OG0000882	Prbf.g_00034	Praw.g_00971
OG0000883	Prbf.g_00033	Praw.g_00972
OG0000884	Prbf.g_00031	Praw.g_00976
OG0000885	Prbf.g_00030	Praw.g_00977
OG0000886	Prbf.g_00029	Praw.g_00978
OG0000887	Prbf.g_00028	Praw.g_00979
OG0000888	Prbf.g_00027	Praw.g_00980
OG0000889	Prbf.g_00024	Praw.g_00983
OG0000890	Prbf.g_00023	Praw.g_00984
OG0000891	Prbf.g_00022	Praw.g_00985
OG0000892	Prbf.g_00019	Praw.g_00987
OG0000893	Prbf.g_00018	Praw.g_00988
OG0000894	Prbf.g_00017	Praw.g_00989
OG0000895	Prbf.g_00016	Praw.g_00990
OG0000896	Prbf.g_00015	Praw.g_00991
OG0000897	Prbf.g_00014	Praw.g_00992
OG0000898	Prbf.g_00011	Praw.g_00994
OG0000899	Prbf.g_00010	Praw.g_00995
OG0000900	Prbf.g_00071	Praw.g_00997
OG0000901	Prbf.g_00002	Praw.g_01001
OG0000902	Prbf.g_01782	Praw.g_01002
OG0000903	Prbf.g_00853, Prbf.g_00066	Praw.g_01003
OG0000904	Prbf.g_00256	Praw.g_01006
OG0000905	Prbf.g_00875	Praw.g_01008
OG0000906	Prbf.g_00893	Praw.g_01010
OG0000907	Prbf.g_01181	Praw.g_01011
OG0000908	Prbf.g_00856	Praw.g_01014
OG0000909	Prbf.g_00097	Praw.g_01018
OG0000910	Prbf.g_00098	Praw.g_01019
OG0000911	Prbf.g_00099	Praw.g_01020
OG0000912	Prbf.g_00100	Praw.g_01021
OG0000913	Prbf.g_00101	Praw.g_01022
OG0000914	Prbf.g_00102	Praw.g_01023
OG0000915	Prbf.g_00103	Praw.g_01024
OG0000916	Prbf.g_00104	Praw.g_01025
OG0000917	Prbf.g_00105	Praw.g_01026
OG0000918	Prbf.g_00106	Praw.g_01027
OG0000919	Prbf.g_00107	Praw.g_01028
OG0000920	Prbf.g_00108	Praw.g_01029
OG0000921	Prbf.g_00109	Praw.g_01030
OG0000922	Prbf.g_00110	Praw.g_01031
OG0000923	Prbf.g_00111	Praw.g_01032
OG0000924	Prbf.g_00112	Praw.g_01033
OG0000925	Prbf.g_00113	Praw.g_01034
OG0000926	Prbf.g_00514	Praw.g_01052
OG0000927	Prbf.g_00140	Praw.g_01101
OG0000928	Prbf.g_00141	Praw.g_01100
OG0000929	Prbf.g_00142	Praw.g_01099
OG0000930	Prbf.g_00143	Praw.g_01098
OG0000931	Prbf.g_00144	Praw.g_01097
OG0000932	Prbf.g_00146	Praw.g_01095
OG0000933	Prbf.g_00147	Praw.g_01094
OG0000934	Prbf.g_00148	Praw.g_01093
OG0000935	Prbf.g_00149	Praw.g_01092
OG0000936	Prbf.g_00150	Praw.g_01091
OG0000937	Prbf.g_00151	Praw.g_01090
OG0000938	Prbf.g_00152	Praw.g_01089
OG0000939	Prbf.g_00153	Praw.g_01088
OG0000940	Prbf.g_00154	Praw.g_01087
OG0000941	Prbf.g_00155	Praw.g_01085
OG0000942	Prbf.g_00156	Praw.g_01084
OG0000943	Prbf.g_00159	Praw.g_01078
OG0000944	Prbf.g_00160	Praw.g_01077
OG0000945	Prbf.g_00161	Praw.g_01076
OG0000946	Prbf.g_00162	Praw.g_01075
OG0000947	Prbf.g_00163	Praw.g_00343
OG0000948	Prbf.g_00164	Praw.g_00344
OG0000949	Prbf.g_00165	Praw.g_00345
OG0000950	Prbf.g_00166	Praw.g_00346
OG0000951	Prbf.g_00167	Praw.g_00347
OG0000952	Prbf.g_00168	Praw.g_00348
OG0000953	Prbf.g_00169	Praw.g_00349
OG0000954	Prbf.g_00170	Praw.g_00350
OG0000955	Prbf.g_00171	Praw.g_00351
OG0000956	Prbf.g_00172	Praw.g_00352
OG0000957	Prbf.g_00173	Praw.g_00353
OG0000958	Prbf.g_00174	Praw.g_00354
OG0000959	Prbf.g_00175	Praw.g_00355
OG0000960	Prbf.g_00176	Praw.g_00356
OG0000961	Prbf.g_00180	Praw.g_00359
OG0000962	Prbf.g_00181	Praw.g_00360
OG0000963	Prbf.g_00182	Praw.g_00361
OG0000964	Prbf.g_00184	Praw.g_00363
OG0000965	Prbf.g_00185	Praw.g_00364
OG0000966	Prbf.g_00186	Praw.g_00365
OG0000967	Prbf.g_00187	Praw.g_00366
OG0000968	Prbf.g_00188	Praw.g_00367
OG0000969	Prbf.g_00189	Praw.g_00368
OG0000970	Prbf.g_00190	Praw.g_00370
OG0000971	Prbf.g_00191	Praw.g_00371
OG0000972	Prbf.g_00192	Praw.g_00372
OG0000973	Prbf.g_00193	Praw.g_00373
OG0000974	Prbf.g_00195	Praw.g_00375
OG0000975	Prbf.g_00201	Praw.g_00378
OG0000976	Prbf.g_00203	Praw.g_00380
OG0000977	Prbf.g_00205	Praw.g_00381
OG0000978	Prbf.g_00207	Praw.g_00382
OG0000979	Prbf.g_00209	Praw.g_00384
OG0000980	Prbf.g_00210	Praw.g_00385
OG0000981	Prbf.g_00211	Praw.g_00386
OG0000982	Prbf.g_00212	Praw.g_00387
OG0000983	Prbf.g_00214	Praw.g_00389
OG0000984	Prbf.g_00215	Praw.g_00390
OG0000985	Prbf.g_00216	Praw.g_00391
OG0000986	Prbf.g_00217	Praw.g_00392
OG0000987	Prbf.g_00218	Praw.g_00393
OG0000988	Prbf.g_00219	Praw.g_00394
OG0000989	Prbf.g_00220	Praw.g_00395
OG0000990	Prbf.g_00221	Praw.g_00396
OG0000991	Prbf.g_00222	Praw.g_00397
OG0000992	Prbf.g_00223	Praw.g_00398
OG0000993	Prbf.g_00224	Praw.g_00399
OG0000994	Prbf.g_00225	Praw.g_00400
OG0000995	Prbf.g_00226	Praw.g_00401
OG0000996	Prbf.g_00227	Praw.g_00402
OG0000997	Prbf.g_00228	Praw.g_00403
OG0000998	Prbf.g_00229	Praw.g_00404
OG0000999	Prbf.g_00230	Praw.g_00405
OG0001000	Prbf.g_00231	Praw.g_00406
OG0001001	Prbf.g_00233	Praw.g_00408
OG0001002	Prbf.g_00234	Praw.g_00409
OG0001003	Prbf.g_00235	Praw.g_00410
OG0001004	Prbf.g_00236	Praw.g_00411
OG0001005	Prbf.g_00239	Praw.g_00412
OG0001006	Prbf.g_00240	Praw.g_00413
OG0001007	Prbf.g_00241	Praw.g_00414
OG0001008	Prbf.g_00243	Praw.g_00416
OG0001009	Prbf.g_00244	Praw.g_00417
OG0001010	Prbf.g_00750	Praw.g_00423
OG0001011	Prbf.g_01911	Praw.g_00430
OG0001012	Prbf.g_01230	Praw.g_00458
OG0001013	Prbf.g_00700	Praw.g_00509
OG0001014	Prbf.g_00699	Praw.g_00510
OG0001015	Prbf.g_00692	Praw.g_00516
OG0001016	Prbf.g_00691	Praw.g_00517
OG0001017	Prbf.g_00690	Praw.g_00518
OG0001018	Prbf.g_00689	Praw.g_00519
OG0001019	Prbf.g_00687	Praw.g_00521
OG0001020	Prbf.g_00686	Praw.g_00522
OG0001021	Prbf.g_00685	Praw.g_00523
OG0001022	Prbf.g_00684	Praw.g_00524
OG0001023	Prbf.g_00683	Praw.g_00525
OG0001024	Prbf.g_00681	Praw.g_00526
OG0001025	Prbf.g_00680	Praw.g_00527
OG0001026	Prbf.g_00679	Praw.g_00529
OG0001027	Prbf.g_00678	Praw.g_00530
OG0001028	Prbf.g_00677	Praw.g_00531
OG0001029	Prbf.g_00676	Praw.g_00532
OG0001030	Prbf.g_00675	Praw.g_00533
OG0001031	Prbf.g_00674	Praw.g_00534
OG0001032	Prbf.g_00673	Praw.g_00535
OG0001033	Prbf.g_00672	Praw.g_00536
OG0001034	Prbf.g_00671	Praw.g_00537
OG0001035	Prbf.g_00669	Praw.g_00539
OG0001036	Prbf.g_00668	Praw.g_00540
OG0001037	Prbf.g_00667	Praw.g_00541
OG0001038	Prbf.g_00666	Praw.g_00542
OG0001039	Prbf.g_00665	Praw.g_00543
OG0001040	Prbf.g_00664	Praw.g_00544
OG0001041	Prbf.g_00663	Praw.g_00545
OG0001042	Prbf.g_00662	Praw.g_00546
OG0001043	Prbf.g_00661	Praw.g_00547
OG0001044	Prbf.g_00660	Praw.g_00548
OG0001045	Prbf.g_00659	Praw.g_00549
OG0001046	Prbf.g_00658	Praw.g_00550
OG0001047	Prbf.g_00655	Praw.g_00553
OG0001048	Prbf.g_00653	Praw.g_00555
OG0001049	Prbf.g_00652	Praw.g_00556
OG0001050	Prbf.g_00651	Praw.g_00557
OG0001051	Prbf.g_00650	Praw.g_00558
OG0001052	Prbf.g_00649	Praw.g_00559
OG0001053	Prbf.g_00647	Praw.g_00561
OG0001054	Prbf.g_00645	Praw.g_00563
OG0001055	Prbf.g_00644	Praw.g_00564
OG0001056	Prbf.g_00643	Praw.g_00565
OG0001057	Prbf.g_00642	Praw.g_00566
OG0001058	Prbf.g_00641	Praw.g_00567
OG0001059	Prbf.g_00640	Praw.g_00568
OG0001060	Prbf.g_00639	Praw.g_00569
OG0001061	Prbf.g_00638	Praw.g_00570
OG0001062	Prbf.g_00637	Praw.g_00571
OG0001063	Prbf.g_00636	Praw.g_00572
OG0001064	Prbf.g_00634	Praw.g_01921
OG0001065	Prbf.g_00630	Praw.g_01917
OG0001066	Prbf.g_00628	Praw.g_01916
OG0001067	Prbf.g_00627	Praw.g_01915
OG0001068	Prbf.g_00624	Praw.g_01913
OG0001069	Prbf.g_00623	Praw.g_01912
OG0001070	Prbf.g_00622	Praw.g_01911
OG0001071	Prbf.g_00621	Praw.g_01910
OG0001072	Prbf.g_00620	Praw.g_01909
OG0001073	Prbf.g_00619	Praw.g_01908
OG0001074	Prbf.g_00618	Praw.g_01907
OG0001075	Prbf.g_00617	Praw.g_01906
OG0001076	Prbf.g_00616	Praw.g_01905
OG0001077	Prbf.g_00615	Praw.g_01904
OG0001078	Prbf.g_00614	Praw.g_01903
OG0001079	Prbf.g_00613	Praw.g_01902
OG0001080	Prbf.g_00612	Praw.g_01901
OG0001081	Prbf.g_00608	Praw.g_01898
OG0001082	Prbf.g_00607	Praw.g_01897
OG0001083	Prbf.g_00604	Praw.g_01896
OG0001084	Prbf.g_00605	Praw.g_01895
OG0001085	Prbf.g_00606	Praw.g_01894
OG0001086	Prbf.g_00609	Praw.g_01893
OG0001087	Prbf.g_00610	Praw.g_01892
OG0001088	Prbf.g_00611	Praw.g_01891
OG0001089	Prbf.g_00601	Praw.g_00138
OG0001090	Prbf.g_00599	Praw.g_00136
OG0001091	Prbf.g_00598	Praw.g_00135
OG0001092	Prbf.g_00597	Praw.g_00134
OG0001093	Prbf.g_00596	Praw.g_00133
OG0001094	Prbf.g_00595	Praw.g_00132
OG0001095	Prbf.g_00594	Praw.g_00131
OG0001096	Prbf.g_00593	Praw.g_00130
OG0001097	Prbf.g_00592	Praw.g_00129
OG0001098	Prbf.g_00591	Praw.g_00128
OG0001099	Prbf.g_00590	Praw.g_00127
OG0001100	Prbf.g_00589	Praw.g_00126
OG0001101	Prbf.g_00588	Praw.g_00125
OG0001102	Prbf.g_00587	Praw.g_00124
OG0001103	Prbf.g_00586	Praw.g_00123
OG0001104	Prbf.g_00585	Praw.g_00122
OG0001105	Prbf.g_00584	Praw.g_00121
OG0001106	Prbf.g_00583	Praw.g_00120
OG0001107	Prbf.g_00582	Praw.g_00119
OG0001108	Prbf.g_00581	Praw.g_00118
OG0001109	Prbf.g_00580	Praw.g_00117
OG0001110	Prbf.g_00579	Praw.g_00116
OG0001111	Prbf.g_00578	Praw.g_00115
OG0001112	Prbf.g_00577	Praw.g_00114
OG0001113	Prbf.g_00576	Praw.g_00113
OG0001114	Prbf.g_00575	Praw.g_00112
OG0001115	Prbf.g_00574	Praw.g_00111
OG0001116	Prbf.g_00573	Praw.g_00110
OG0001117	Prbf.g_00572	Praw.g_00109
OG0001118	Prbf.g_00571	Praw.g_00108
OG0001119	Prbf.g_00570	Praw.g_00107
OG0001120	Prbf.g_00569	Praw.g_00106
