Orthogroup	Prbf	Prbd
OG0000547	Prbf.g_01906	Prbd.g_00620
OG0000548	Prbf.g_01908	Prbd.g_00619
OG0000549	Prbf.g_01909	Prbd.g_00618
OG0000550	Prbf.g_01910	Prbd.g_00617
OG0000551	Prbf.g_01912	Prbd.g_00616
OG0000552	Prbf.g_01913	Prbd.g_00615
OG0000553	Prbf.g_00977	Prbd.g_00614
OG0000554	Prbf.g_00978	Prbd.g_00613
OG0000555	Prbf.g_00979	Prbd.g_00612
OG0000556	Prbf.g_00980	Prbd.g_00611
OG0000557	Prbf.g_00981	Prbd.g_00610
OG0000558	Prbf.g_00982	Prbd.g_00609
OG0000559	Prbf.g_00983	Prbd.g_00608
OG0000560	Prbf.g_00985	Prbd.g_00606
OG0000561	Prbf.g_00986	Prbd.g_00605
OG0000562	Prbf.g_00988	Prbd.g_00604
OG0000563	Prbf.g_00989	Prbd.g_00603
OG0000564	Prbf.g_00990	Prbd.g_00602
OG0000565	Prbf.g_00991	Prbd.g_00601
OG0000566	Prbf.g_00992	Prbd.g_00600
OG0000567	Prbf.g_00993	Prbd.g_00599
OG0000568	Prbf.g_00994	Prbd.g_00598
OG0000569	Prbf.g_00995	Prbd.g_00597
OG0000570	Prbf.g_00996	Prbd.g_00596
OG0000571	Prbf.g_00997	Prbd.g_00595
OG0000572	Prbf.g_00998	Prbd.g_00594
OG0000573	Prbf.g_01001	Prbd.g_00591
OG0000574	Prbf.g_01002	Prbd.g_00590
OG0000575	Prbf.g_01003	Prbd.g_00589
OG0000576	Prbf.g_01004	Prbd.g_00588
OG0000577	Prbf.g_01005	Prbd.g_00587
OG0000578	Prbf.g_01006	Prbd.g_00586
OG0000579	Prbf.g_01007	Prbd.g_00585
OG0000580	Prbf.g_01008	Prbd.g_00584
OG0000581	Prbf.g_01009	Prbd.g_00583
OG0000582	Prbf.g_01010	Prbd.g_00582
OG0000583	Prbf.g_01011	Prbd.g_00581
OG0000584	Prbf.g_01013	Prbd.g_00580
OG0000585	Prbf.g_01014	Prbd.g_00579
OG0000586	Prbf.g_01016	Prbd.g_00577
OG0000587	Prbf.g_01017	Prbd.g_00576
OG0000588	Prbf.g_01293	Prbd.g_00574
OG0000589	Prbf.g_01292	Prbd.g_00573
OG0000590	Prbf.g_01290	Prbd.g_00571
OG0000591	Prbf.g_01284	Prbd.g_00565
OG0000592	Prbf.g_01283	Prbd.g_00564
OG0000593	Prbf.g_01282	Prbd.g_00563
OG0000594	Prbf.g_01279	Prbd.g_00561
OG0000595	Prbf.g_01278	Prbd.g_00560
OG0000596	Prbf.g_01277	Prbd.g_00559
OG0000597	Prbf.g_01275	Prbd.g_00557
OG0000598	Prbf.g_01274	Prbd.g_00556
OG0000599	Prbf.g_01273	Prbd.g_00555
OG0000600	Prbf.g_01272	Prbd.g_00554
OG0000601	Prbf.g_01269	Prbd.g_00552
OG0000602	Prbf.g_01268	Prbd.g_00551
OG0000603	Prbf.g_01267	Prbd.g_00550
OG0000604	Prbf.g_01264	Prbd.g_00549
OG0000605	Prbf.g_01263	Prbd.g_00548
OG0000606	Prbf.g_01262	Prbd.g_00547
OG0000607	Prbf.g_01260	Prbd.g_00545
OG0000608	Prbf.g_01258	Prbd.g_00544
OG0000609	Prbf.g_00404	Prbd.g_00540
OG0000610	Prbf.g_01334	Prbd.g_00539
OG0000611	Prbf.g_01252	Prbd.g_00008
OG0000612	Prbf.g_01251	Prbd.g_00009
OG0000613	Prbf.g_01030	Prbd.g_00010
OG0000614	Prbf.g_01031	Prbd.g_00011
OG0000615	Prbf.g_01033	Prbd.g_00013
OG0000616	Prbf.g_01034	Prbd.g_00014
OG0000617	Prbf.g_01035	Prbd.g_00015
OG0000618	Prbf.g_01036	Prbd.g_00016
OG0000619	Prbf.g_01037	Prbd.g_00017
OG0000620	Prbf.g_01038	Prbd.g_00018
OG0000621	Prbf.g_01039	Prbd.g_00019
OG0000622	Prbf.g_01040	Prbd.g_00020
OG0000623	Prbf.g_01041	Prbd.g_00021
OG0000624	Prbf.g_01043	Prbd.g_00022
OG0000625	Prbf.g_01044	Prbd.g_00023
OG0000626	Prbf.g_01045	Prbd.g_00024
OG0000627	Prbf.g_01046	Prbd.g_00025
OG0000628	Prbf.g_01047	Prbd.g_00026
OG0000629	Prbf.g_01048	Prbd.g_00027
OG0000630	Prbf.g_01049	Prbd.g_00028
OG0000631	Prbf.g_01051	Prbd.g_00030
OG0000632	Prbf.g_01052	Prbd.g_00045
OG0000633	Prbf.g_00280	Prbd.g_00049
OG0000634	Prbf.g_00042	Prbd.g_00062
OG0000635	Prbf.g_01929	Prbd.g_00066
OG0000636	Prbf.g_01928	Prbd.g_00067
OG0000637	Prbf.g_01927	Prbd.g_00068
OG0000638	Prbf.g_01675	Prbd.g_00080
OG0000639	Prbf.g_01150	Prbd.g_00089
OG0000640	Prbf.g_01146	Prbd.g_00091
OG0000641	Prbf.g_01144	Prbd.g_00093
OG0000642	Prbf.g_01143	Prbd.g_00094
OG0000643	Prbf.g_01142	Prbd.g_00095
OG0000644	Prbf.g_01029	Prbd.g_00096
OG0000645	Prbf.g_01250	Prbd.g_00097
OG0000646	Prbf.g_01249	Prbd.g_00098
OG0000647	Prbf.g_01248	Prbd.g_00099
OG0000648	Prbf.g_01246	Prbd.g_00101
OG0000649	Prbf.g_01245	Prbd.g_00102
OG0000650	Prbf.g_01244	Prbd.g_00103
OG0000651	Prbf.g_01243	Prbd.g_00104
OG0000652	Prbf.g_01242	Prbd.g_00105
OG0000653	Prbf.g_01241	Prbd.g_00106
OG0000654	Prbf.g_01239	Prbd.g_00108
OG0000655	Prbf.g_01237	Prbd.g_00110
OG0000656	Prbf.g_01236	Prbd.g_00111
OG0000657	Prbf.g_01235	Prbd.g_00112
OG0000658	Prbf.g_01234	Prbd.g_00113
OG0000659	Prbf.g_01233	Prbd.g_00114
OG0000660	Prbf.g_01232	Prbd.g_00115
OG0000661	Prbf.g_01231	Prbd.g_00116
OG0000662	Prbf.g_01229	Prbd.g_00117
OG0000663	Prbf.g_01228	Prbd.g_00118
OG0000664	Prbf.g_01227	Prbd.g_00119
OG0000665	Prbf.g_01226	Prbd.g_00120
OG0000666	Prbf.g_01225	Prbd.g_00121
OG0000667	Prbf.g_01224	Prbd.g_00122
OG0000668	Prbf.g_01223	Prbd.g_00123
OG0000669	Prbf.g_01221	Prbd.g_00125
OG0000670	Prbf.g_01220	Prbd.g_00126
OG0000671	Prbf.g_01219	Prbd.g_00127
OG0000672	Prbf.g_01218	Prbd.g_00128
OG0000673	Prbf.g_01217	Prbd.g_00129
OG0000674	Prbf.g_01216	Prbd.g_00130
OG0000675	Prbf.g_01214	Prbd.g_00132
OG0000676	Prbf.g_01213	Prbd.g_00133
OG0000677	Prbf.g_01210	Prbd.g_00136
OG0000678	Prbf.g_01208	Prbd.g_00138
OG0000679	Prbf.g_01206	Prbd.g_00139
OG0000680	Prbf.g_01205	Prbd.g_00140
OG0000681	Prbf.g_01204	Prbd.g_00141
OG0000682	Prbf.g_01203	Prbd.g_00142
OG0000683	Prbf.g_01201	Prbd.g_00144
OG0000684	Prbf.g_01200	Prbd.g_00145
OG0000685	Prbf.g_01199	Prbd.g_00146
OG0000686	Prbf.g_01198	Prbd.g_00147
OG0000687	Prbf.g_01197	Prbd.g_00148
OG0000688	Prbf.g_01196	Prbd.g_00149
OG0000689	Prbf.g_01195	Prbd.g_00150
OG0000690	Prbf.g_01194	Prbd.g_00151
OG0000691	Prbf.g_01193	Prbd.g_00152
OG0000692	Prbf.g_01189	Prbd.g_00154
OG0000693	Prbf.g_01188	Prbd.g_00155
OG0000694	Prbf.g_01187	Prbd.g_00156
OG0000695	Prbf.g_01186	Prbd.g_00157
OG0000696	Prbf.g_01185	Prbd.g_00158
OG0000697	Prbf.g_01183	Prbd.g_00160
OG0000698	Prbf.g_01179	Prbd.g_00162
OG0000699	Prbf.g_01178	Prbd.g_00163
OG0000700	Prbf.g_00838	Prbd.g_00190
OG0000701	Prbf.g_00833	Prbd.g_00194
OG0000702	Prbf.g_01331	Prbd.g_00197
OG0000703	Prbf.g_01329	Prbd.g_00198
OG0000704	Prbf.g_01328	Prbd.g_00199
OG0000705	Prbf.g_01326	Prbd.g_00200
OG0000706	Prbf.g_01325	Prbd.g_00201
OG0000707	Prbf.g_01323	Prbd.g_00203
OG0000708	Prbf.g_01322	Prbd.g_00204
OG0000709	Prbf.g_01320	Prbd.g_00206
OG0000710	Prbf.g_01319	Prbd.g_00207
OG0000711	Prbf.g_01318	Prbd.g_00208
OG0000712	Prbf.g_01317	Prbd.g_00209
OG0000713	Prbf.g_01316	Prbd.g_00210
OG0000714	Prbf.g_01314	Prbd.g_00212
OG0000715	Prbf.g_01313	Prbd.g_00213
OG0000716	Prbf.g_01311	Prbd.g_00215
OG0000717	Prbf.g_01310	Prbd.g_00216
OG0000718	Prbf.g_01309	Prbd.g_00217
OG0000719	Prbf.g_01307	Prbd.g_00219
OG0000720	Prbf.g_01306	Prbd.g_00220
OG0000721	Prbf.g_01303	Prbd.g_00222
OG0000722	Prbf.g_01302	Prbd.g_00223
OG0000723	Prbf.g_01301	Prbd.g_00224
OG0000724	Prbf.g_01299	Prbd.g_00226
OG0000725	Prbf.g_01298	Prbd.g_00227
OG0000726	Prbf.g_01297	Prbd.g_00228
OG0000727	Prbf.g_01296	Prbd.g_00229
OG0000728	Prbf.g_01295	Prbd.g_00230
OG0000729	Prbf.g_01294	Prbd.g_00231
OG0000730	Prbf.g_01019	Prbd.g_00232
OG0000731	Prbf.g_01021	Prbd.g_00233
OG0000732	Prbf.g_01022	Prbd.g_00234
OG0000733	Prbf.g_01023	Prbd.g_00235
OG0000734	Prbf.g_01024	Prbd.g_00236
OG0000735	Prbf.g_01026	Prbd.g_00238
OG0000736	Prbf.g_01027	Prbd.g_00239
OG0000737	Prbf.g_01028	Prbd.g_00240
OG0000738	Prbf.g_01141	Prbd.g_00241
OG0000739	Prbf.g_01140	Prbd.g_00242
OG0000740	Prbf.g_01139	Prbd.g_00243
OG0000741	Prbf.g_01138	Prbd.g_00244
OG0000742	Prbf.g_01136	Prbd.g_00246
OG0000743	Prbf.g_01135	Prbd.g_00247
OG0000744	Prbf.g_01134	Prbd.g_00248
OG0000745	Prbf.g_01133	Prbd.g_00249
OG0000746	Prbf.g_01132	Prbd.g_00250
OG0000747	Prbf.g_01131	Prbd.g_00251
OG0000748	Prbf.g_01130	Prbd.g_00252
OG0000749	Prbf.g_01129	Prbd.g_00253
OG0000750	Prbf.g_01127	Prbd.g_00254
OG0000751	Prbf.g_01126	Prbd.g_00255
OG0000752	Prbf.g_01067	Prbd.g_00256
OG0000753	Prbf.g_01124	Prbd.g_00258
OG0000754	Prbf.g_01123	Prbd.g_00259
OG0000755	Prbf.g_01122	Prbd.g_00260
OG0000756	Prbf.g_01120	Prbd.g_00261
OG0000757	Prbf.g_01119	Prbd.g_00262
OG0000758	Prbf.g_01118	Prbd.g_00263
OG0000759	Prbf.g_01116	Prbd.g_00265
OG0000760	Prbf.g_01115	Prbd.g_00266
OG0000761	Prbf.g_01114	Prbd.g_00267
OG0000762	Prbf.g_01112	Prbd.g_00269
OG0000763	Prbf.g_01111	Prbd.g_00270
OG0000764	Prbf.g_01110	Prbd.g_00271
OG0000765	Prbf.g_01109	Prbd.g_00272
OG0000766	Prbf.g_01108	Prbd.g_00273
OG0000767	Prbf.g_01106	Prbd.g_00275
OG0000768	Prbf.g_01105	Prbd.g_00276
OG0000769	Prbf.g_01104	Prbd.g_00277
OG0000770	Prbf.g_01103	Prbd.g_00278
OG0000771	Prbf.g_01102	Prbd.g_00279
OG0000772	Prbf.g_00065	Prbd.g_00280
OG0000773	Prbf.g_01100	Prbd.g_00281
OG0000774	Prbf.g_01099	Prbd.g_00282
OG0000775	Prbf.g_01098	Prbd.g_00283
OG0000776	Prbf.g_01095	Prbd.g_00285
OG0000777	Prbf.g_01094	Prbd.g_00287
OG0000778	Prbf.g_01093	Prbd.g_00288
OG0000779	Prbf.g_01092	Prbd.g_00289
OG0000780	Prbf.g_01090	Prbd.g_00291
OG0000781	Prbf.g_01088	Prbd.g_00293
OG0000782	Prbf.g_01087	Prbd.g_00294
OG0000783	Prbf.g_01083	Prbd.g_00309
OG0000784	Prbf.g_01081	Prbd.g_00311
OG0000785	Prbf.g_01080	Prbd.g_00312
OG0000786	Prbf.g_01079	Prbd.g_00313
OG0000787	Prbf.g_01078	Prbd.g_00314
OG0000788	Prbf.g_01072	Prbd.g_00318
OG0000789	Prbf.g_01069	Prbd.g_00320
OG0000790	Prbf.g_01068	Prbd.g_00321
OG0000791	Prbf.g_01065	Prbd.g_00322
OG0000792	Prbf.g_01064	Prbd.g_00323
OG0000793	Prbf.g_01063	Prbd.g_00324
OG0000794	Prbf.g_01060	Prbd.g_00326
OG0000795	Prbf.g_01159	Prbd.g_00329
OG0000796	Prbf.g_01160	Prbd.g_00330
OG0000797	Prbf.g_01162	Prbd.g_00332
OG0000798	Prbf.g_01163	Prbd.g_00333
OG0000799	Prbf.g_01164	Prbd.g_00334
OG0000800	Prbf.g_01165	Prbd.g_00335
OG0000801	Prbf.g_01168	Prbd.g_00338
OG0000802	Prbf.g_01169	Prbd.g_00339
OG0000803	Prbf.g_01171	Prbd.g_00341
OG0000804	Prbf.g_01172	Prbd.g_00342
OG0000805	Prbf.g_01173	Prbd.g_00343
OG0000806	Prbf.g_01175	Prbd.g_00345
OG0000807	Prbf.g_01705	Prbd.g_00370
OG0000808	Prbf.g_00296	Prbd.g_00380
OG0000809	Prbf.g_00870	Prbd.g_00383
OG0000810	Prbf.g_01924	Prbd.g_00384
OG0000811	Prbf.g_00048	Prbd.g_00391
OG0000812	Prbf.g_00876	Prbd.g_00395
OG0000813	Prbf.g_01684	Prbd.g_00399
OG0000814	Prbf.g_00062	Prbd.g_00401
OG0000815	Prbf.g_00094	Prbd.g_00414
OG0000816	Prbf.g_00787	Prbd.g_00428
OG0000817	Prbf.g_00786	Prbd.g_00429
OG0000818	Prbf.g_00285	Prbd.g_00434
OG0000819	Prbf.g_00896	Prbd.g_00449
OG0000820	Prbf.g_00902	Prbd.g_00453
OG0000821	Prbf.g_00904	Prbd.g_00455
OG0000822	Prbf.g_00905	Prbd.g_00456
OG0000823	Prbf.g_00906	Prbd.g_00457
OG0000824	Prbf.g_00907	Prbd.g_00458
OG0000825	Prbf.g_00908	Prbd.g_00459
OG0000826	Prbf.g_00909	Prbd.g_00460
OG0000827	Prbf.g_00910	Prbd.g_00461
OG0000828	Prbf.g_00911	Prbd.g_00462
OG0000829	Prbf.g_00912	Prbd.g_00463
OG0000830	Prbf.g_00914	Prbd.g_00464
OG0000831	Prbf.g_00917	Prbd.g_00467
OG0000832	Prbf.g_00919	Prbd.g_00469
OG0000833	Prbf.g_00920	Prbd.g_00470
OG0000834	Prbf.g_00921	Prbd.g_00471
OG0000835	Prbf.g_00922	Prbd.g_00472
OG0000836	Prbf.g_00923	Prbd.g_00473
OG0000837	Prbf.g_00926	Prbd.g_00475
OG0000838	Prbf.g_00927	Prbd.g_00476
OG0000839	Prbf.g_00928	Prbd.g_00477
OG0000840	Prbf.g_00929	Prbd.g_00478
OG0000841	Prbf.g_00930	Prbd.g_00479
OG0000842	Prbf.g_00932	Prbd.g_00480
OG0000843	Prbf.g_00933	Prbd.g_00481
OG0000844	Prbf.g_00934	Prbd.g_00482
OG0000845	Prbf.g_00935	Prbd.g_00483
OG0000846	Prbf.g_00937	Prbd.g_00486
OG0000847	Prbf.g_00939	Prbd.g_00488
OG0000848	Prbf.g_00940	Prbd.g_00489
OG0000849	Prbf.g_00943	Prbd.g_00490
OG0000850	Prbf.g_00944	Prbd.g_00491
OG0000851	Prbf.g_00946	Prbd.g_00492
OG0000852	Prbf.g_00948	Prbd.g_00494
OG0000853	Prbf.g_00950	Prbd.g_00495
OG0000854	Prbf.g_00952	Prbd.g_00497
OG0000855	Prbf.g_00953	Prbd.g_00498
OG0000856	Prbf.g_00954	Prbd.g_00499
OG0000857	Prbf.g_00955	Prbd.g_00500
OG0000858	Prbf.g_00956	Prbd.g_00501
OG0000859	Prbf.g_00957	Prbd.g_00502
OG0000860	Prbf.g_00958	Prbd.g_00503
OG0000861	Prbf.g_00959	Prbd.g_00504
OG0000862	Prbf.g_00960	Prbd.g_00505
OG0000863	Prbf.g_00961	Prbd.g_00506
OG0000864	Prbf.g_00962	Prbd.g_00507
OG0000865	Prbf.g_00963	Prbd.g_00508
OG0000866	Prbf.g_00964	Prbd.g_00509
OG0000867	Prbf.g_00965	Prbd.g_00510
OG0000868	Prbf.g_00966	Prbd.g_00511
OG0000869	Prbf.g_00968	Prbd.g_00513
OG0000870	Prbf.g_00969	Prbd.g_00514
OG0000871	Prbf.g_00970	Prbd.g_00516
OG0000872	Prbf.g_00971	Prbd.g_00517
OG0000873	Prbf.g_00973	Prbd.g_00519
OG0000874	Prbf.g_00974	Prbd.g_00520
OG0000875	Prbf.g_00975	Prbd.g_00521
OG0000876	Prbf.g_00976	Prbd.g_00522
OG0000877	Prbf.g_01914	Prbd.g_00524
OG0000878	Prbf.g_00767	Prbd.g_01858
OG0000879	Prbf.g_00037	Prbd.g_01812
OG0000880	Prbf.g_00036	Prbd.g_01811
OG0000881	Prbf.g_00035	Prbd.g_01810
OG0000882	Prbf.g_00034	Prbd.g_01809
OG0000883	Prbf.g_00033	Prbd.g_01808
OG0000884	Prbf.g_00031	Prbd.g_01806
OG0000885	Prbf.g_00030	Prbd.g_01805
OG0000886	Prbf.g_00029	Prbd.g_01804
OG0000887	Prbf.g_00028	Prbd.g_01803
OG0000888	Prbf.g_00027	Prbd.g_01802
OG0000889	Prbf.g_00024	Prbd.g_01799
OG0000890	Prbf.g_00023	Prbd.g_01798
OG0000891	Prbf.g_00022	Prbd.g_01797
OG0000892	Prbf.g_00019	Prbd.g_01795
OG0000893	Prbf.g_00018	Prbd.g_01794
OG0000894	Prbf.g_00017	Prbd.g_01793
OG0000895	Prbf.g_00016	Prbd.g_01792
OG0000896	Prbf.g_00015	Prbd.g_01791
OG0000897	Prbf.g_00014	Prbd.g_01790
OG0000898	Prbf.g_00011	Prbd.g_01788
OG0000899	Prbf.g_00010	Prbd.g_01787
OG0000900	Prbf.g_00071	Prbd.g_01782
OG0000901	Prbf.g_00002	Prbd.g_01778
OG0000902	Prbf.g_01782	Prbd.g_01777
OG0000903	Prbf.g_00853, Prbf.g_00066	Prbd.g_01776
OG0000904	Prbf.g_00256	Prbd.g_01774
OG0000905	Prbf.g_00875	Prbd.g_01772
OG0000906	Prbf.g_00893	Prbd.g_01770
OG0000907	Prbf.g_01181	Prbd.g_01769
OG0000908	Prbf.g_00856	Prbd.g_01766
OG0000909	Prbf.g_00097	Prbd.g_01762
OG0000910	Prbf.g_00098	Prbd.g_01761
OG0000911	Prbf.g_00099	Prbd.g_01760
OG0000912	Prbf.g_00100	Prbd.g_01759
OG0000913	Prbf.g_00101	Prbd.g_01758
OG0000914	Prbf.g_00102	Prbd.g_01757
OG0000915	Prbf.g_00103	Prbd.g_01756
OG0000916	Prbf.g_00104	Prbd.g_01755
OG0000917	Prbf.g_00105	Prbd.g_01754
OG0000918	Prbf.g_00106	Prbd.g_01753
OG0000919	Prbf.g_00107	Prbd.g_01752
OG0000920	Prbf.g_00108	Prbd.g_01751
OG0000921	Prbf.g_00109	Prbd.g_01750
OG0000922	Prbf.g_00110	Prbd.g_01749
OG0000923	Prbf.g_00111	Prbd.g_01748
OG0000924	Prbf.g_00112	Prbd.g_01747
OG0000925	Prbf.g_00113	Prbd.g_01746
OG0000926	Prbf.g_00514	Prbd.g_01736
OG0000927	Prbf.g_00140	Prbd.g_01707
OG0000928	Prbf.g_00141	Prbd.g_01706
OG0000929	Prbf.g_00142	Prbd.g_01705
OG0000930	Prbf.g_00143	Prbd.g_01704
OG0000931	Prbf.g_00144	Prbd.g_01703
OG0000932	Prbf.g_00146	Prbd.g_01701
OG0000933	Prbf.g_00147	Prbd.g_01700
OG0000934	Prbf.g_00148	Prbd.g_01699
OG0000935	Prbf.g_00149	Prbd.g_01698
OG0000936	Prbf.g_00150	Prbd.g_01697
OG0000937	Prbf.g_00151	Prbd.g_01696
OG0000938	Prbf.g_00152	Prbd.g_01695
OG0000939	Prbf.g_00153	Prbd.g_01694
OG0000940	Prbf.g_00154	Prbd.g_01693
OG0000941	Prbf.g_00155	Prbd.g_01691
OG0000942	Prbf.g_00156	Prbd.g_01690
OG0000943	Prbf.g_00159	Prbd.g_01687
OG0000944	Prbf.g_00160	Prbd.g_01686
OG0000945	Prbf.g_00161	Prbd.g_01685
OG0000946	Prbf.g_00162	Prbd.g_01684
OG0000947	Prbf.g_00163	Prbd.g_01683
OG0000948	Prbf.g_00164	Prbd.g_01682
OG0000949	Prbf.g_00165	Prbd.g_01681
OG0000950	Prbf.g_00166	Prbd.g_01680
OG0000951	Prbf.g_00167	Prbd.g_01679
OG0000952	Prbf.g_00168	Prbd.g_01678
OG0000953	Prbf.g_00169	Prbd.g_01677
OG0000954	Prbf.g_00170	Prbd.g_01676
OG0000955	Prbf.g_00171	Prbd.g_01675
OG0000956	Prbf.g_00172	Prbd.g_01674
OG0000957	Prbf.g_00173	Prbd.g_01673
OG0000958	Prbf.g_00174	Prbd.g_01672
OG0000959	Prbf.g_00175	Prbd.g_01671
OG0000960	Prbf.g_00176	Prbd.g_01670
OG0000961	Prbf.g_00180	Prbd.g_01666
OG0000962	Prbf.g_00181	Prbd.g_01665
OG0000963	Prbf.g_00182	Prbd.g_01664
OG0000964	Prbf.g_00184	Prbd.g_01662
OG0000965	Prbf.g_00185	Prbd.g_01661
OG0000966	Prbf.g_00186	Prbd.g_01660
OG0000967	Prbf.g_00187	Prbd.g_01659
OG0000968	Prbf.g_00188	Prbd.g_01658
OG0000969	Prbf.g_00189	Prbd.g_01657
OG0000970	Prbf.g_00190	Prbd.g_01656
OG0000971	Prbf.g_00191	Prbd.g_01655
OG0000972	Prbf.g_00192	Prbd.g_01654
OG0000973	Prbf.g_00193	Prbd.g_01653
OG0000974	Prbf.g_00195	Prbd.g_01651
OG0000975	Prbf.g_00201	Prbd.g_01648
OG0000976	Prbf.g_00203	Prbd.g_01646
OG0000977	Prbf.g_00205	Prbd.g_01645
OG0000978	Prbf.g_00207	Prbd.g_01644
OG0000979	Prbf.g_00209	Prbd.g_01642
OG0000980	Prbf.g_00210	Prbd.g_01641
OG0000981	Prbf.g_00211	Prbd.g_01640
OG0000982	Prbf.g_00212	Prbd.g_01639
OG0000983	Prbf.g_00214	Prbd.g_01637
OG0000984	Prbf.g_00215	Prbd.g_01636
OG0000985	Prbf.g_00216	Prbd.g_01635
OG0000986	Prbf.g_00217	Prbd.g_01634
OG0000987	Prbf.g_00218	Prbd.g_01633
OG0000988	Prbf.g_00219	Prbd.g_01632
OG0000989	Prbf.g_00220	Prbd.g_01631
OG0000990	Prbf.g_00221	Prbd.g_01630
OG0000991	Prbf.g_00222	Prbd.g_01629
OG0000992	Prbf.g_00223	Prbd.g_01628
OG0000993	Prbf.g_00224	Prbd.g_01627
OG0000994	Prbf.g_00225	Prbd.g_01626
OG0000995	Prbf.g_00226	Prbd.g_01625
OG0000996	Prbf.g_00227	Prbd.g_01624
OG0000997	Prbf.g_00228	Prbd.g_01623
OG0000998	Prbf.g_00229	Prbd.g_01622
OG0000999	Prbf.g_00230	Prbd.g_01621
OG0001000	Prbf.g_00231	Prbd.g_01620
OG0001001	Prbf.g_00233	Prbd.g_01617
OG0001002	Prbf.g_00234	Prbd.g_01616
OG0001003	Prbf.g_00235	Prbd.g_01615
OG0001004	Prbf.g_00236	Prbd.g_01614
OG0001005	Prbf.g_00239	Prbd.g_01613
OG0001006	Prbf.g_00240	Prbd.g_01612
OG0001007	Prbf.g_00241	Prbd.g_01611
OG0001008	Prbf.g_00243	Prbd.g_01609
OG0001009	Prbf.g_00244	Prbd.g_01608
OG0001010	Prbf.g_00750	Prbd.g_01600
OG0001011	Prbf.g_01911	Prbd.g_01593
OG0001012	Prbf.g_01230	Prbd.g_01566
OG0001013	Prbf.g_00700	Prbd.g_01531
OG0001014	Prbf.g_00699	Prbd.g_01530
OG0001015	Prbf.g_00692	Prbd.g_01524
OG0001016	Prbf.g_00691	Prbd.g_01523
OG0001017	Prbf.g_00690	Prbd.g_01522
OG0001018	Prbf.g_00689	Prbd.g_01521
OG0001019	Prbf.g_00687	Prbd.g_01519
OG0001020	Prbf.g_00686	Prbd.g_01518
OG0001021	Prbf.g_00685	Prbd.g_01517
OG0001022	Prbf.g_00684	Prbd.g_01516
OG0001023	Prbf.g_00683	Prbd.g_01515
OG0001024	Prbf.g_00681	Prbd.g_01514
OG0001025	Prbf.g_00680	Prbd.g_01513
OG0001026	Prbf.g_00679	Prbd.g_01511
OG0001027	Prbf.g_00678	Prbd.g_01510
OG0001028	Prbf.g_00677	Prbd.g_01509
OG0001029	Prbf.g_00676	Prbd.g_01508
OG0001030	Prbf.g_00675	Prbd.g_01507
OG0001031	Prbf.g_00674	Prbd.g_01506
OG0001032	Prbf.g_00673	Prbd.g_01505
OG0001033	Prbf.g_00672	Prbd.g_01504
OG0001034	Prbf.g_00671	Prbd.g_01503
OG0001035	Prbf.g_00669	Prbd.g_01501
OG0001036	Prbf.g_00668	Prbd.g_01500
OG0001037	Prbf.g_00667	Prbd.g_01499
OG0001038	Prbf.g_00666	Prbd.g_01498
OG0001039	Prbf.g_00665	Prbd.g_01497
OG0001040	Prbf.g_00664	Prbd.g_01496
OG0001041	Prbf.g_00663	Prbd.g_01495
OG0001042	Prbf.g_00662	Prbd.g_01494
OG0001043	Prbf.g_00661	Prbd.g_01493
OG0001044	Prbf.g_00660	Prbd.g_01492
OG0001045	Prbf.g_00659	Prbd.g_01491
OG0001046	Prbf.g_00658	Prbd.g_01490
OG0001047	Prbf.g_00655	Prbd.g_01487
OG0001048	Prbf.g_00653	Prbd.g_01485
OG0001049	Prbf.g_00652	Prbd.g_01484
OG0001050	Prbf.g_00651	Prbd.g_01483
OG0001051	Prbf.g_00650	Prbd.g_01482
OG0001052	Prbf.g_00649	Prbd.g_01481
OG0001053	Prbf.g_00647	Prbd.g_01479
OG0001054	Prbf.g_00645	Prbd.g_01477
OG0001055	Prbf.g_00644	Prbd.g_01476
OG0001056	Prbf.g_00643	Prbd.g_01475
OG0001057	Prbf.g_00642	Prbd.g_01474
OG0001058	Prbf.g_00641	Prbd.g_01473
OG0001059	Prbf.g_00640	Prbd.g_01472
OG0001060	Prbf.g_00639	Prbd.g_01471
OG0001061	Prbf.g_00638	Prbd.g_01470
OG0001062	Prbf.g_00637	Prbd.g_01469
OG0001063	Prbf.g_00636	Prbd.g_01468
OG0001064	Prbf.g_00634	Prbd.g_01466
OG0001065	Prbf.g_00630	Prbd.g_01463
OG0001066	Prbf.g_00628	Prbd.g_01462
OG0001067	Prbf.g_00627	Prbd.g_01461
OG0001068	Prbf.g_00624	Prbd.g_01459
OG0001069	Prbf.g_00623	Prbd.g_01458
OG0001070	Prbf.g_00622	Prbd.g_01457
OG0001071	Prbf.g_00621	Prbd.g_01456
OG0001072	Prbf.g_00620	Prbd.g_01455
OG0001073	Prbf.g_00619	Prbd.g_01454
OG0001074	Prbf.g_00618	Prbd.g_01453
OG0001075	Prbf.g_00617	Prbd.g_01452
OG0001076	Prbf.g_00616	Prbd.g_01451
OG0001077	Prbf.g_00615	Prbd.g_01450
OG0001078	Prbf.g_00614	Prbd.g_01449
OG0001079	Prbf.g_00613	Prbd.g_01448
OG0001080	Prbf.g_00612	Prbd.g_01447
OG0001081	Prbf.g_00608	Prbd.g_01444
OG0001082	Prbf.g_00607	Prbd.g_01443
OG0001083	Prbf.g_00604	Prbd.g_01442
