Orthogroup	Praf	Prbm
OG0000547	Praf.g_00634	Prbm.g_00549
OG0000548	Praf.g_00635	Prbm.g_00550
OG0000549	Praf.g_00641	Prbm.g_00553
OG0000550	Praf.g_00646	Prbm.g_00557
OG0000551	Praf.g_00650	Prbm.g_00560
OG0000552	Praf.g_00651	Prbm.g_00561
OG0000553	Praf.g_00656	Prbm.g_00562
OG0000554	Praf.g_00661	Prbm.g_00567
OG0000555	Praf.g_00677	Prbm.g_00575
OG0000556	Praf.g_00683	Prbm.g_00577
OG0000557	Praf.g_00684	Prbm.g_00578
OG0000558	Praf.g_00687	Prbm.g_00580
OG0000559	Praf.g_00691	Prbm.g_00584
OG0000560	Praf.g_00694	Prbm.g_00587
OG0000561	Praf.g_00695	Prbm.g_00588
OG0000562	Praf.g_00696	Prbm.g_00589
OG0000563	Praf.g_00697	Prbm.g_00590
OG0000564	Praf.g_00698	Prbm.g_00591
OG0000565	Praf.g_00701	Prbm.g_00594
OG0000566	Praf.g_00705	Prbm.g_00596
OG0000567	Praf.g_00709	Prbm.g_00600
OG0000568	Praf.g_00711	Prbm.g_00601
OG0000569	Praf.g_00712	Prbm.g_00602
OG0000570	Praf.g_00713	Prbm.g_00603
OG0000571	Praf.g_00716	Prbm.g_00605
OG0000572	Praf.g_00733	Prbm.g_00616
OG0000573	Praf.g_00740	Prbm.g_00621
OG0000574	Praf.g_00741	Prbm.g_00624
OG0000575	Praf.g_00751	Prbm.g_00627
OG0000576	Praf.g_00753	Prbm.g_00629
OG0000577	Praf.g_00754	Prbm.g_00630
OG0000578	Praf.g_00755	Prbm.g_00631
OG0000579	Praf.g_00756	Prbm.g_00632
OG0000580	Praf.g_00757	Prbm.g_00633
OG0000581	Praf.g_00761	Prbm.g_00636
OG0000582	Praf.g_00765	Prbm.g_00639
OG0000583	Praf.g_00766	Prbm.g_00640
OG0000584	Praf.g_00767	Prbm.g_00641
OG0000585	Praf.g_00769	Prbm.g_00643
OG0000586	Praf.g_00771	Prbm.g_00644
OG0000587	Praf.g_00773	Prbm.g_00645
OG0000588	Praf.g_01663	Prbm.g_00649
OG0000589	Praf.g_01666	Prbm.g_00652
OG0000590	Praf.g_01667	Prbm.g_00653
OG0000591	Praf.g_01674	Prbm.g_00656
OG0000592	Praf.g_01675	Prbm.g_00657
OG0000593	Praf.g_01688	Prbm.g_00663
OG0000594	Praf.g_01689	Prbm.g_00664
OG0000595	Praf.g_01690	Prbm.g_00665
OG0000596	Praf.g_01695	Prbm.g_00669
OG0000597	Praf.g_01698	Prbm.g_00671
OG0000598	Praf.g_01699	Prbm.g_00672
OG0000599	Praf.g_01709	Prbm.g_00675
OG0000600	Praf.g_01710	Prbm.g_00676
OG0000601	Praf.g_01711	Prbm.g_00677
OG0000602	Praf.g_01716	Prbm.g_00679
OG0000603	Praf.g_01717	Prbm.g_00680
OG0000604	Praf.g_01718	Prbm.g_00681
OG0000605	Praf.g_01720	Prbm.g_00682
OG0000606	Praf.g_01727	Prbm.g_00685
OG0000607	Praf.g_01730	Prbm.g_00688
OG0000608	Praf.g_01731	Prbm.g_00689
OG0000609	Praf.g_01733	Prbm.g_00690
OG0000610	Praf.g_01741	Prbm.g_00696
OG0000611	Praf.g_01744	Prbm.g_00699
OG0000612	Praf.g_01745	Prbm.g_00700
OG0000613	Praf.g_02344	Prbm.g_00706
OG0000614	Praf.g_01207	Prbm.g_00730
OG0000615	Praf.g_01489	Prbm.g_00737
OG0000616	Praf.g_02767	Prbm.g_02220
OG0000617	Praf.g_01308	Prbm.g_00748
OG0000618	Praf.g_01309	Prbm.g_00749
OG0000619	Praf.g_01310	Prbm.g_00750
OG0000620	Praf.g_01314	Prbm.g_00753
OG0000621	Praf.g_01315	Prbm.g_00754
OG0000622	Praf.g_01316	Prbm.g_00755
OG0000623	Praf.g_01317	Prbm.g_00756
OG0000624	Praf.g_01318	Prbm.g_00758
OG0000625	Praf.g_01319	Prbm.g_00759
OG0000626	Praf.g_01320	Prbm.g_00760
OG0000627	Praf.g_01441	Prbm.g_00762
OG0000628	Praf.g_01440	Prbm.g_00763
OG0000629	Praf.g_01437	Prbm.g_00764
OG0000630	Praf.g_01433	Prbm.g_00767
OG0000631	Praf.g_01429	Prbm.g_00959
OG0000632	Praf.g_01428	Prbm.g_00960
OG0000633	Praf.g_01427	Prbm.g_00961
OG0000634	Praf.g_01526	Prbm.g_00810
OG0000635	Praf.g_01527	Prbm.g_00811
OG0000636	Praf.g_01529	Prbm.g_00813
OG0000637	Praf.g_01531	Prbm.g_00815
OG0000638	Praf.g_01532	Prbm.g_00816
OG0000639	Praf.g_01533	Prbm.g_00817
OG0000640	Praf.g_01534	Prbm.g_00818
OG0000641	Praf.g_01538	Prbm.g_00822
OG0000642	Praf.g_01539	Prbm.g_00823
OG0000643	Praf.g_01540	Prbm.g_00824
OG0000644	Praf.g_01541	Prbm.g_00825
OG0000645	Praf.g_01542	Prbm.g_00826
OG0000646	Praf.g_01545	Prbm.g_00829
OG0000647	Praf.g_01547	Prbm.g_00831
OG0000648	Praf.g_01549	Prbm.g_00833
OG0000649	Praf.g_01550	Prbm.g_00834
OG0000650	Praf.g_01551	Prbm.g_00835
OG0000651	Praf.g_01552	Prbm.g_00836
OG0000652	Praf.g_01553	Prbm.g_00837
OG0000653	Praf.g_01557	Prbm.g_00839
OG0000654	Praf.g_01558	Prbm.g_00840
OG0000655	Praf.g_01559	Prbm.g_00841
OG0000656	Praf.g_01562	Prbm.g_00844
OG0000657	Praf.g_01592	Prbm.g_00850
OG0000658	Praf.g_01594	Prbm.g_00852
OG0000659	Praf.g_01595	Prbm.g_00853
OG0000660	Praf.g_01599	Prbm.g_00857
OG0000661	Praf.g_01601	Prbm.g_00859
OG0000662	Praf.g_01603	Prbm.g_00861
OG0000663	Praf.g_01606	Prbm.g_00863
OG0000664	Praf.g_01607	Prbm.g_00864
OG0000665	Praf.g_01620	Prbm.g_00868
OG0000666	Praf.g_01622	Prbm.g_00869
OG0000667	Praf.g_01629	Prbm.g_00873
OG0000668	Praf.g_01339	Prbm.g_00911
OG0000669	Praf.g_01638	Prbm.g_00919
OG0000670	Praf.g_00961	Prbm.g_00922
OG0000671	Praf.g_01456	Prbm.g_00924
OG0000672	Praf.g_01459	Prbm.g_00927
OG0000673	Praf.g_01462	Prbm.g_00930
OG0000674	Praf.g_01464	Prbm.g_00932
OG0000675	Praf.g_01465	Prbm.g_00933
OG0000676	Praf.g_01467	Prbm.g_00935
OG0000677	Praf.g_01469	Prbm.g_00936
OG0000678	Praf.g_01475	Prbm.g_00939
OG0000679	Praf.g_01494	Prbm.g_00943
OG0000680	Praf.g_01495	Prbm.g_00944
OG0000681	Praf.g_01497	Prbm.g_00946
OG0000682	Praf.g_01498	Prbm.g_00947
OG0000683	Praf.g_01499	Prbm.g_00948
OG0000684	Praf.g_01512	Prbm.g_00793
OG0000685	Praf.g_01510	Prbm.g_00795
OG0000686	Praf.g_01509	Prbm.g_00796
OG0000687	Praf.g_01508	Prbm.g_00797
OG0000688	Praf.g_01515	Prbm.g_00800
OG0000689	Praf.g_01516	Prbm.g_00801
OG0000690	Praf.g_01517	Prbm.g_00802
OG0000691	Praf.g_01519	Prbm.g_00803
OG0000692	Praf.g_01520	Prbm.g_00805
OG0000693	Praf.g_01522	Prbm.g_00806
OG0000694	Praf.g_01523	Prbm.g_00807
OG0000695	Praf.g_01425	Prbm.g_00963
OG0000696	Praf.g_01424	Prbm.g_00964
OG0000697	Praf.g_01422	Prbm.g_00965
OG0000698	Praf.g_01419	Prbm.g_00968
OG0000699	Praf.g_01417	Prbm.g_00969
OG0000700	Praf.g_01416	Prbm.g_00970
OG0000701	Praf.g_01415	Prbm.g_00971
OG0000702	Praf.g_01408	Prbm.g_00973
OG0000703	Praf.g_01407	Prbm.g_00974
OG0000704	Praf.g_01405	Prbm.g_00975
OG0000705	Praf.g_01399	Prbm.g_00981
OG0000706	Praf.g_01398	Prbm.g_00982
OG0000707	Praf.g_01397	Prbm.g_00983
OG0000708	Praf.g_01395	Prbm.g_00985
OG0000709	Praf.g_01388	Prbm.g_00989
OG0000710	Praf.g_01383, Praf.g_01384	Prbm.g_00992
OG0000711	Praf.g_01360	Prbm.g_01007
OG0000712	Praf.g_01359	Prbm.g_01009
OG0000713	Praf.g_01358	Prbm.g_01010
OG0000714	Praf.g_01355	Prbm.g_01011
OG0000715	Praf.g_01353	Prbm.g_01013
OG0000716	Praf.g_01349	Prbm.g_01014
OG0000717	Praf.g_01348	Prbm.g_01015
OG0000718	Praf.g_01343	Prbm.g_01031
OG0000719	Praf.g_01341	Prbm.g_01032
OG0000720	Praf.g_01328	Prbm.g_01042
OG0000721	Praf.g_01327	Prbm.g_01043
OG0000722	Praf.g_01326	Prbm.g_01044
OG0000723	Praf.g_01322	Prbm.g_01048
OG0000724	Praf.g_01279	Prbm.g_01059
OG0000725	Praf.g_01270	Prbm.g_00887
OG0000726	Praf.g_01269	Prbm.g_00886
OG0000727	Praf.g_01268	Prbm.g_00885
OG0000728	Praf.g_01267	Prbm.g_00883
OG0000729	Praf.g_00162	Prbm.g_02104
OG0000730	Praf.g_02056	Prbm.g_00398
OG0000731	Praf.g_02047	Prbm.g_00406
OG0000732	Praf.g_00055	Prbm.g_02166
OG0000733	Praf.g_02698	Prbm.g_01911
OG0000734	Praf.g_00233	Prbm.g_01565
OG0000735	Praf.g_00822	Prbm.g_01563
OG0000736	Praf.g_00823	Prbm.g_01562
OG0000737	Praf.g_00824	Prbm.g_01561
OG0000738	Praf.g_00830	Prbm.g_01557
OG0000739	Praf.g_00832	Prbm.g_01556
OG0000740	Praf.g_00833	Prbm.g_01555
OG0000741	Praf.g_00836	Prbm.g_01553
OG0000742	Praf.g_00853	Prbm.g_01550
OG0000743	Praf.g_00855	Prbm.g_01548
OG0000744	Praf.g_00856	Prbm.g_01547
OG0000745	Praf.g_00858	Prbm.g_01545
OG0000746	Praf.g_00860	Prbm.g_01543
OG0000747	Praf.g_00861	Prbm.g_01542
OG0000748	Praf.g_00873	Prbm.g_01538
OG0000749	Praf.g_00874	Prbm.g_01537
OG0000750	Praf.g_00875	Prbm.g_01536
OG0000751	Praf.g_00880	Prbm.g_01533
OG0000752	Praf.g_00882	Prbm.g_01531
OG0000753	Praf.g_00885	Prbm.g_01529
OG0000754	Praf.g_00914	Prbm.g_01525
OG0000755	Praf.g_00921	Prbm.g_01520
OG0000756	Praf.g_00922	Prbm.g_01519
OG0000757	Praf.g_00929	Prbm.g_01512
OG0000758	Praf.g_00930	Prbm.g_01511
OG0000759	Praf.g_00931	Prbm.g_01510
OG0000760	Praf.g_00932	Prbm.g_01509
OG0000761	Praf.g_00933	Prbm.g_01508
OG0000762	Praf.g_00913	Prbm.g_01507
OG0000763	Praf.g_00911	Prbm.g_01505
OG0000764	Praf.g_00910	Prbm.g_01504
OG0000765	Praf.g_00895	Prbm.g_01496
OG0000766	Praf.g_00894	Prbm.g_01495
OG0000767	Praf.g_00892	Prbm.g_01494
OG0000768	Praf.g_00891	Prbm.g_01493
OG0000769	Praf.g_00887	Prbm.g_01491
OG0000770	Praf.g_00937	Prbm.g_01490
OG0000771	Praf.g_01285	Prbm.g_01054
OG0000772	Praf.g_00548	Prbm.g_01356
OG0000773	Praf.g_00808	Prbm.g_01602
OG0000774	Praf.g_00804	Prbm.g_01605
OG0000775	Praf.g_00802	Prbm.g_01606
OG0000776	Praf.g_00801	Prbm.g_01607
OG0000777	Praf.g_00800	Prbm.g_01608
OG0000778	Praf.g_00799	Prbm.g_01609
OG0000779	Praf.g_00794	Prbm.g_01613
OG0000780	Praf.g_00791	Prbm.g_01614
OG0000781	Praf.g_00787	Prbm.g_01616
OG0000782	Praf.g_00786	Prbm.g_01617
OG0000783	Praf.g_00785	Prbm.g_01618
OG0000784	Praf.g_00784	Prbm.g_01619
OG0000785	Praf.g_00782	Prbm.g_01621
OG0000786	Praf.g_00777	Prbm.g_01624
OG0000787	Praf.g_00776	Prbm.g_01625
OG0000788	Praf.g_01996	Prbm.g_00777
OG0000789	Praf.g_01001	Prbm.g_01051
OG0000790	Praf.g_00579	Prbm.g_01665
OG0000791	Praf.g_00577	Prbm.g_01667
OG0000792	Praf.g_00576	Prbm.g_01668
OG0000793	Praf.g_00572	Prbm.g_01671
OG0000794	Praf.g_00571	Prbm.g_01672
OG0000795	Praf.g_00570	Prbm.g_01673
OG0000796	Praf.g_00566	Prbm.g_01677
OG0000797	Praf.g_00565	Prbm.g_01678
OG0000799	Praf.g_01765	Prbm.g_01691
OG0000800	Praf.g_01766	Prbm.g_01692
OG0000801	Praf.g_01767	Prbm.g_01693
OG0000802	Praf.g_01773	Prbm.g_01695
OG0000803	Praf.g_01779	Prbm.g_01697
OG0000804	Praf.g_01781	Prbm.g_01698
OG0000805	Praf.g_01783	Prbm.g_01700
OG0000806	Praf.g_01785	Prbm.g_01702
OG0000807	Praf.g_01787	Prbm.g_01703
OG0000808	Praf.g_01788	Prbm.g_01704
OG0000809	Praf.g_01792	Prbm.g_01708
OG0000810	Praf.g_01793	Prbm.g_01709
OG0000811	Praf.g_01801	Prbm.g_01713
OG0000812	Praf.g_01803	Prbm.g_01715
OG0000813	Praf.g_01804	Prbm.g_01716
OG0000814	Praf.g_01806	Prbm.g_01718
OG0000815	Praf.g_01807	Prbm.g_01719
OG0000816	Praf.g_01809	Prbm.g_01721
OG0000817	Praf.g_01810	Prbm.g_01722
OG0000818	Praf.g_01822	Prbm.g_01726
OG0000819	Praf.g_01823	Prbm.g_01727
OG0000820	Praf.g_01824	Prbm.g_01728
OG0000821	Praf.g_01831	Prbm.g_01731
OG0000822	Praf.g_01833	Prbm.g_01732
OG0000823	Praf.g_01834	Prbm.g_01733
OG0000824	Praf.g_01838	Prbm.g_01736
OG0000825	Praf.g_01839	Prbm.g_01737
OG0000826	Praf.g_01840	Prbm.g_01738
OG0000827	Praf.g_01841	Prbm.g_01739
OG0000828	Praf.g_01844	Prbm.g_01742
OG0000829	Praf.g_01845	Prbm.g_01743
OG0000830	Praf.g_01846	Prbm.g_01744
OG0000831	Praf.g_01849	Prbm.g_01746
OG0000832	Praf.g_00542	Prbm.g_01756
OG0000833	Praf.g_00534	Prbm.g_01764
OG0000834	Praf.g_00533	Prbm.g_01765
OG0000835	Praf.g_00532	Prbm.g_01766
OG0000836	Praf.g_00530	Prbm.g_01768
OG0000837	Praf.g_00529	Prbm.g_01769
OG0000838	Praf.g_00525	Prbm.g_01771
OG0000839	Praf.g_00524	Prbm.g_01772
OG0000840	Praf.g_00523	Prbm.g_01773
OG0000841	Praf.g_00522	Prbm.g_01774
OG0000842	Praf.g_00521	Prbm.g_01775
OG0000843	Praf.g_00520	Prbm.g_01776
OG0000844	Praf.g_00518	Prbm.g_01777
OG0000845	Praf.g_00517	Prbm.g_01778
OG0000846	Praf.g_00516	Prbm.g_01779
OG0000847	Praf.g_00515	Prbm.g_01780
OG0000848	Praf.g_00513	Prbm.g_01781
OG0000849	Praf.g_00512	Prbm.g_01782
OG0000850	Praf.g_00511	Prbm.g_01784
OG0000851	Praf.g_00508	Prbm.g_01785
OG0000852	Praf.g_00507	Prbm.g_01786
OG0000853	Praf.g_00502	Prbm.g_01791
OG0000854	Praf.g_00500	Prbm.g_01793
OG0000855	Praf.g_00499	Prbm.g_01794
OG0000856	Praf.g_01677	Prbm.g_01685
OG0000857	Praf.g_01546	Prbm.g_00830
OG0000858	Praf.g_00490	Prbm.g_01835
OG0000859	Praf.g_00489	Prbm.g_01836
OG0000860	Praf.g_00478	Prbm.g_01843
OG0000861	Praf.g_00477	Prbm.g_01844
OG0000862	Praf.g_00475	Prbm.g_01845
OG0000863	Praf.g_00472	Prbm.g_01846
OG0000864	Praf.g_00471	Prbm.g_01847
OG0000865	Praf.g_00470	Prbm.g_01848
OG0000866	Praf.g_00469	Prbm.g_01849
OG0000867	Praf.g_00468	Prbm.g_01850
OG0000868	Praf.g_00466	Prbm.g_01851
OG0000869	Praf.g_00463	Prbm.g_01854
OG0000870	Praf.g_00458	Prbm.g_01859
OG0000871	Praf.g_00457	Prbm.g_01860
OG0000872	Praf.g_00455	Prbm.g_01861
OG0000873	Praf.g_00452	Prbm.g_01864
OG0000874	Praf.g_00448	Prbm.g_01867
OG0000875	Praf.g_00447	Prbm.g_01869
OG0000876	Praf.g_00446	Prbm.g_01870
OG0000877	Praf.g_00443	Prbm.g_01872
OG0000878	Praf.g_00442	Prbm.g_01873
OG0000879	Praf.g_00441	Prbm.g_01874
OG0000880	Praf.g_00440	Prbm.g_01875
OG0000881	Praf.g_00434	Prbm.g_01878
OG0000882	Praf.g_00429	Prbm.g_01883
OG0000883	Praf.g_00427	Prbm.g_01885
OG0000884	Praf.g_00425	Prbm.g_01887
OG0000885	Praf.g_00424	Prbm.g_01888
OG0000886	Praf.g_00423	Prbm.g_01889
OG0000887	Praf.g_00422	Prbm.g_01890
OG0000888	Praf.g_00420	Prbm.g_01892
OG0000889	Praf.g_00418	Prbm.g_01894
OG0000890	Praf.g_00405	Prbm.g_01895
OG0000891	Praf.g_00404	Prbm.g_01896
OG0000892	Praf.g_00402	Prbm.g_01898
OG0000893	Praf.g_02202	Prbm.g_01948
OG0000894	Praf.g_02199	Prbm.g_01951
OG0000895	Praf.g_02195	Prbm.g_01954
OG0000896	Praf.g_02194	Prbm.g_01955
OG0000897	Praf.g_02192	Prbm.g_01957
OG0000898	Praf.g_02191	Prbm.g_01958
OG0000899	Praf.g_02190	Prbm.g_01959
OG0000900	Praf.g_02189	Prbm.g_01960
OG0000901	Praf.g_02185	Prbm.g_01963
OG0000902	Praf.g_02183	Prbm.g_01965
OG0000903	Praf.g_02170	Prbm.g_01975
OG0000904	Praf.g_02175	Prbm.g_01970
OG0000905	Praf.g_02177	Prbm.g_01967
OG0000906	Praf.g_02179	Prbm.g_01966
OG0000907	Praf.g_02163	Prbm.g_01990
OG0000908	Praf.g_02160	Prbm.g_01993
OG0000909	Praf.g_02159	Prbm.g_01994
OG0000910	Praf.g_02158	Prbm.g_01995
OG0000911	Praf.g_02156	Prbm.g_01997
OG0000912	Praf.g_02155	Prbm.g_01998
OG0000913	Praf.g_02154	Prbm.g_01999
OG0000914	Praf.g_02153	Prbm.g_02000
OG0000915	Praf.g_02152	Prbm.g_02001
OG0000916	Praf.g_02151	Prbm.g_02002
OG0000917	Praf.g_02150	Prbm.g_02003
OG0000918	Praf.g_02149	Prbm.g_02004
OG0000919	Praf.g_02148	Prbm.g_02005
OG0000920	Praf.g_02147	Prbm.g_02006
OG0000921	Praf.g_02146	Prbm.g_02007
OG0000922	Praf.g_02145	Prbm.g_02008
OG0000923	Praf.g_02141	Prbm.g_02012
OG0000924	Praf.g_02140	Prbm.g_02013
OG0000925	Praf.g_02139	Prbm.g_02014
OG0000926	Praf.g_02138	Prbm.g_02015
OG0000927	Praf.g_02136	Prbm.g_02017
OG0000928	Praf.g_02135	Prbm.g_02018
OG0000929	Praf.g_02134	Prbm.g_02019
OG0000930	Praf.g_02133	Prbm.g_02020
OG0000931	Praf.g_02132	Prbm.g_02021
OG0000932	Praf.g_02131	Prbm.g_02022
OG0000933	Praf.g_02126	Prbm.g_02026
OG0000934	Praf.g_02124	Prbm.g_02028
OG0000935	Praf.g_02123	Prbm.g_02029
OG0000936	Praf.g_02122	Prbm.g_02030
OG0000937	Praf.g_02121	Prbm.g_02031
OG0000938	Praf.g_02118	Prbm.g_02034
OG0000939	Praf.g_02117	Prbm.g_02035
OG0000940	Praf.g_02106	Prbm.g_02042
OG0000941	Praf.g_02104	Prbm.g_02044
OG0000942	Praf.g_02102	Prbm.g_02046
OG0000943	Praf.g_02101	Prbm.g_02048
OG0000944	Praf.g_02099	Prbm.g_02050
OG0000945	Praf.g_02097	Prbm.g_02051
OG0000946	Praf.g_02082	Prbm.g_02057
OG0000947	Praf.g_02079	Prbm.g_02059
OG0000948	Praf.g_02078	Prbm.g_02060
OG0000949	Praf.g_02075	Prbm.g_02063
OG0000950	Praf.g_02383	Prbm.g_02068
OG0000951	Praf.g_02388	Prbm.g_02072
OG0000952	Praf.g_02393	Prbm.g_02076
OG0000953	Praf.g_02397	Prbm.g_02080
OG0000954	Praf.g_00195	Prbm.g_02084
OG0000955	Praf.g_00194	Prbm.g_02085
OG0000956	Praf.g_00192	Prbm.g_02087
OG0000957	Praf.g_00180	Prbm.g_02092
OG0000958	Praf.g_00179	Prbm.g_02093
OG0000959	Praf.g_00175	Prbm.g_02097
OG0000960	Praf.g_00174	Prbm.g_02098
OG0000961	Praf.g_00165	Prbm.g_02101
OG0000962	Praf.g_00163	Prbm.g_02103
OG0000963	Praf.g_00157	Prbm.g_02107
OG0000964	Praf.g_00156	Prbm.g_02108
OG0000965	Praf.g_00155	Prbm.g_02109
OG0000966	Praf.g_00089	Prbm.g_02144
OG0000967	Praf.g_00082	Prbm.g_02148
OG0000968	Praf.g_00077	Prbm.g_02150
OG0000969	Praf.g_00075	Prbm.g_02151
OG0000970	Praf.g_00074	Prbm.g_02152
OG0000971	Praf.g_00072	Prbm.g_02153
OG0000972	Praf.g_00071	Prbm.g_02154
OG0000973	Praf.g_00070	Prbm.g_02155
OG0000974	Praf.g_00069	Prbm.g_02156
OG0000975	Praf.g_00068	Prbm.g_02157
OG0000976	Praf.g_00067	Prbm.g_02158
OG0000977	Praf.g_00064	Prbm.g_02159
OG0000978	Praf.g_00063	Prbm.g_02160
OG0000979	Praf.g_00060	Prbm.g_02163
OG0000980	Praf.g_00056	Prbm.g_02165
OG0000981	Praf.g_00053	Prbm.g_02168
OG0000982	Praf.g_02657	Prbm.g_02170
OG0000983	Praf.g_02658	Prbm.g_02171
OG0000984	Praf.g_02659	Prbm.g_02172
OG0000985	Praf.g_02663	Prbm.g_02175
OG0000986	Praf.g_02665	Prbm.g_02177
OG0000987	Praf.g_02667	Prbm.g_02178
OG0000988	Praf.g_02671	Prbm.g_02181
OG0000989	Praf.g_02680	Prbm.g_02185
OG0000990	Praf.g_02702	Prbm.g_02190
OG0000991	Praf.g_02716	Prbm.g_02191
OG0000992	Praf.g_02719	Prbm.g_02194
OG0000993	Praf.g_02720	Prbm.g_02195
OG0000994	Praf.g_02723	Prbm.g_02196
OG0000995	Praf.g_02730	Prbm.g_02200
OG0000996	Praf.g_02743	Prbm.g_02201
OG0000997	Praf.g_02753	Prbm.g_02208
OG0000998	Praf.g_02755	Prbm.g_02210
OG0000999	Praf.g_02756	Prbm.g_02211
OG0001000	Praf.g_02759	Prbm.g_02214
OG0001001	Praf.g_02764	Prbm.g_02217
OG0001002	Praf.g_02770	Prbm.g_02222
OG0001003	Praf.g_02772	Prbm.g_02225
OG0001004	Praf.g_02773	Prbm.g_02226
OG0001005	Praf.g_02775	Prbm.g_02227
OG0001006	Praf.g_02781	Prbm.g_02231
OG0001007	Praf.g_02783	Prbm.g_02233
OG0001008	Praf.g_01988	Prbm.g_00447
OG0001009	Praf.g_00032	Prbm.g_00027
OG0001010	Praf.g_00033	Prbm.g_00028
OG0001011	Praf.g_00035	Prbm.g_00029
OG0001012	Praf.g_02654	Prbm.g_00052
OG0001013	Praf.g_02603	Prbm.g_00057
OG0001014	Praf.g_02597	Prbm.g_00060
OG0001015	Praf.g_02596	Prbm.g_00061
OG0001016	Praf.g_00316	Prbm.g_00130
OG0001017	Praf.g_00310	Prbm.g_00134
OG0001018	Praf.g_00308	Prbm.g_00137
OG0001019	Praf.g_00296	Prbm.g_00146
OG0001020	Praf.g_00268	Prbm.g_00147
OG0001021	Praf.g_00264	Prbm.g_00148
OG0001022	Praf.g_00259	Prbm.g_00151
OG0001023	Praf.g_00258	Prbm.g_00152
OG0001024	Praf.g_00254	Prbm.g_00155
OG0001025	Praf.g_00247	Prbm.g_00162
OG0001026	Praf.g_00230	Prbm.g_00170
OG0001027	Praf.g_00225	Prbm.g_00171
OG0001028	Praf.g_00223	Prbm.g_00173
OG0001029	Praf.g_00221	Prbm.g_00175
OG0001030	Praf.g_02408	Prbm.g_00191
OG0001031	Praf.g_02497	Prbm.g_00246
OG0001032	Praf.g_02500	Prbm.g_00247
OG0001033	Praf.g_02533	Prbm.g_00267
OG0001034	Praf.g_00385	Prbm.g_00296
OG0001035	Praf.g_02243	Prbm.g_00313
OG0001036	Praf.g_02247	Prbm.g_00318
OG0001037	Praf.g_02249	Prbm.g_00319
OG0001038	Praf.g_02277	Prbm.g_00335
OG0001039	Praf.g_02280	Prbm.g_00337
OG0001040	Praf.g_02283	Prbm.g_00340
OG0001041	Praf.g_02288	Prbm.g_00344
OG0001042	Praf.g_02316	Prbm.g_00360
OG0001043	Praf.g_02318	Prbm.g_00361
OG0001044	Praf.g_02055	Prbm.g_00399
OG0001045	Praf.g_02044	Prbm.g_00408
OG0001046	Praf.g_00495	Prbm.g_01121
OG0001047	Praf.g_01986	Prbm.g_00449
OG0001048	Praf.g_01985	Prbm.g_00450
OG0001049	Praf.g_01982	Prbm.g_00452
OG0001050	Praf.g_01981	Prbm.g_00453
OG0001051	Praf.g_01980	Prbm.g_00454
OG0001052	Praf.g_01911	Prbm.g_00497
OG0001053	Praf.g_00598	Prbm.g_00509
OG0001054	Praf.g_00615	Prbm.g_00523
OG0001055	Praf.g_00636	Prbm.g_00551
OG0001056	Praf.g_00665	Prbm.g_00569
OG0001057	Praf.g_00675	Prbm.g_00574
OG0001058	Praf.g_00689	Prbm.g_00582
OG0001059	Praf.g_00693	Prbm.g_00586
OG0001060	Praf.g_00700	Prbm.g_00593
OG0001061	Praf.g_00717	Prbm.g_00606
OG0001062	Praf.g_00719	Prbm.g_00608
OG0001063	Praf.g_00723	Prbm.g_00609
OG0001064	Praf.g_00724	Prbm.g_00610
OG0001065	Praf.g_00725	Prbm.g_00611
OG0001066	Praf.g_00726	Prbm.g_00612
OG0001067	Praf.g_00728	Prbm.g_00613
OG0001068	Praf.g_00729	Prbm.g_00614
OG0001069	Praf.g_00730	Prbm.g_00615
OG0001070	Praf.g_00734	Prbm.g_00617
OG0001071	Praf.g_00735	Prbm.g_00618
OG0001072	Praf.g_00738	Prbm.g_00619
OG0001073	Praf.g_00758	Prbm.g_00634
OG0001074	Praf.g_01659	Prbm.g_00646
OG0001075	Praf.g_01661	Prbm.g_00647
OG0001076	Praf.g_01669	Prbm.g_00654
OG0001077	Praf.g_01680	Prbm.g_00659
OG0001078	Praf.g_01693	Prbm.g_00667
OG0001079	Praf.g_01713	Prbm.g_00678
OG0001080	Praf.g_01722	Prbm.g_00684
OG0001081	Praf.g_01728	Prbm.g_00686
OG0001082	Praf.g_01729	Prbm.g_00687
OG0001083	Praf.g_01737	Prbm.g_00692
OG0001084	Praf.g_01738	Prbm.g_00693
OG0001085	Praf.g_01749	Prbm.g_00703
OG0001086	Praf.g_01751	Prbm.g_00704
OG0001087	Praf.g_01225	Prbm.g_00725
OG0001088	Praf.g_01221	Prbm.g_00726
OG0001089	Praf.g_01124	Prbm.g_00734
OG0001090	Praf.g_01303	Prbm.g_00743
OG0001091	Praf.g_01305	Prbm.g_00745
OG0001092	Praf.g_01307	Prbm.g_00746
OG0001093	Praf.g_01311	Prbm.g_00751
OG0001094	Praf.g_01524	Prbm.g_00808
OG0001095	Praf.g_01543	Prbm.g_00827
OG0001096	Praf.g_01560	Prbm.g_00842
OG0001097	Praf.g_01602	Prbm.g_00860
OG0001098	Praf.g_01444	Prbm.g_00877
OG0001099	Praf.g_00222	Prbm.g_00914
OG0001100	Praf.g_01454	Prbm.g_00921
OG0001101	Praf.g_01455	Prbm.g_00923
OG0001102	Praf.g_01458	Prbm.g_00926
OG0001103	Praf.g_01460	Prbm.g_00928
OG0001104	Praf.g_01511	Prbm.g_00794
OG0001105	Praf.g_01506	Prbm.g_00798
OG0001106	Praf.g_01404	Prbm.g_00976
