Orthogroup	Praf	Syat
OG0000589	Praf.g_01666	Syat.g_03318
OG0000590	Praf.g_01667	Syat.g_03317
OG0000591	Praf.g_01674	Syat.g_03308
OG0000592	Praf.g_01675	Syat.g_03307
OG0000593	Praf.g_01688	Syat.g_00113
OG0000594	Praf.g_01689	Syat.g_00114
OG0000595	Praf.g_01690	Syat.g_00115
OG0000596	Praf.g_01695	Syat.g_00129
OG0000597	Praf.g_01698	Syat.g_00132
OG0000598	Praf.g_01699	Syat.g_00133
OG0000599	Praf.g_01709	Syat.g_00381
OG0000600	Praf.g_01710	Syat.g_00380
OG0000601	Praf.g_01711	Syat.g_00379
OG0000602	Praf.g_01716	Syat.g_00375
OG0000603	Praf.g_01717	Syat.g_00374
OG0000604	Praf.g_01718	Syat.g_00372
OG0000605	Praf.g_01720	Syat.g_00370
OG0000606	Praf.g_01727	Syat.g_00367
OG0000607	Praf.g_01730	Syat.g_00364
OG0000608	Praf.g_01731	Syat.g_00363
OG0000609	Praf.g_01733	Syat.g_00344
OG0000610	Praf.g_01741	Syat.g_00399
OG0000611	Praf.g_01744	Syat.g_00402
OG0000612	Praf.g_01745	Syat.g_00403
OG0000613	Praf.g_02344	Syat.g_02129
OG0000614	Praf.g_01207	Syat.g_01084
OG0000615	Praf.g_01489	Syat.g_00442
OG0000616	Praf.g_02767	Syat.g_02397
OG0000617	Praf.g_01308	Syat.g_00665
OG0000618	Praf.g_01309	Syat.g_00666
OG0000619	Praf.g_01310	Syat.g_00667
OG0000620	Praf.g_01314	Syat.g_02591
OG0000621	Praf.g_01315	Syat.g_02590
OG0000622	Praf.g_01316	Syat.g_02572
OG0000623	Praf.g_01317	Syat.g_00672
OG0000624	Praf.g_01318	Syat.g_00673
OG0000625	Praf.g_01319	Syat.g_00674
OG0000626	Praf.g_01320	Syat.g_00675
OG0000627	Praf.g_01441	Syat.g_00641
OG0000628	Praf.g_01440	Syat.g_00640
OG0000629	Praf.g_01437	Syat.g_00637
OG0000630	Praf.g_01433	Syat.g_00631
OG0000631	Praf.g_01429	Syat.g_00624
OG0000632	Praf.g_01428	Syat.g_00623
OG0000633	Praf.g_01427	Syat.g_00622
OG0000634	Praf.g_01526	Syat.g_00475
OG0000635	Praf.g_01527	Syat.g_00476
OG0000636	Praf.g_01529	Syat.g_00478
OG0000637	Praf.g_01531	Syat.g_00480
OG0000638	Praf.g_01532	Syat.g_00481
OG0000639	Praf.g_01533	Syat.g_00482
OG0000640	Praf.g_01534	Syat.g_00483
OG0000641	Praf.g_01538	Syat.g_00488
OG0000642	Praf.g_01539	Syat.g_00489
OG0000643	Praf.g_01540	Syat.g_00494
OG0000644	Praf.g_01541	Syat.g_00495
OG0000645	Praf.g_01542	Syat.g_00496
OG0000646	Praf.g_01545	Syat.g_00499
OG0000647	Praf.g_01547	Syat.g_00501
OG0000648	Praf.g_01549	Syat.g_00504
OG0000649	Praf.g_01550	Syat.g_00505
OG0000650	Praf.g_01551	Syat.g_00506
OG0000651	Praf.g_01552	Syat.g_00507
OG0000652	Praf.g_01553	Syat.g_00508
OG0000653	Praf.g_01557	Syat.g_00510
OG0000654	Praf.g_01558	Syat.g_00514
OG0000655	Praf.g_01559	Syat.g_00515
OG0000656	Praf.g_01562	Syat.g_00518
OG0000657	Praf.g_01592	Syat.g_00720
OG0000658	Praf.g_01594	Syat.g_00723
OG0000659	Praf.g_01595	Syat.g_00724
OG0000660	Praf.g_01599	Syat.g_00740
OG0000661	Praf.g_01601	Syat.g_00742
OG0000662	Praf.g_01603	Syat.g_00746
OG0000663	Praf.g_01606	Syat.g_00749
OG0000664	Praf.g_01607	Syat.g_00752
OG0000665	Praf.g_01620	Syat.g_03302
OG0000666	Praf.g_01622	Syat.g_01415
OG0000667	Praf.g_01629	Syat.g_00958, Syat.g_03278
OG0000668	Praf.g_01339	Syat.g_00710
OG0000669	Praf.g_01638	Syat.g_00416
OG0000670	Praf.g_00961	Syat.g_00419
OG0000671	Praf.g_01456	Syat.g_00421
OG0000672	Praf.g_01459	Syat.g_00424
OG0000673	Praf.g_01462	Syat.g_00430
OG0000674	Praf.g_01464	Syat.g_00432
OG0000675	Praf.g_01465	Syat.g_00433
OG0000676	Praf.g_01467	Syat.g_00436
OG0000677	Praf.g_01469	Syat.g_00437
OG0000678	Praf.g_01475	Syat.g_00439
OG0000679	Praf.g_01494	Syat.g_00448
OG0000680	Praf.g_01495	Syat.g_00449
OG0000681	Praf.g_01497	Syat.g_00452
OG0000682	Praf.g_01498	Syat.g_00453
OG0000683	Praf.g_01499	Syat.g_00454
OG0000684	Praf.g_01512	Syat.g_00457
OG0000685	Praf.g_01510	Syat.g_02571
OG0000686	Praf.g_01509	Syat.g_00459
OG0000687	Praf.g_01508	Syat.g_00460
OG0000688	Praf.g_01515	Syat.g_00463
OG0000689	Praf.g_01516	Syat.g_00465
OG0000690	Praf.g_01517	Syat.g_00466
OG0000691	Praf.g_01519	Syat.g_00467
OG0000692	Praf.g_01520	Syat.g_00469
OG0000693	Praf.g_01522	Syat.g_00471
OG0000694	Praf.g_01523	Syat.g_00472
OG0000695	Praf.g_01425	Syat.g_00619
OG0000696	Praf.g_01424	Syat.g_00618
OG0000697	Praf.g_01422	Syat.g_00616
OG0000698	Praf.g_01419	Syat.g_00613
OG0000699	Praf.g_01417	Syat.g_00611
OG0000700	Praf.g_01416	Syat.g_00610
OG0000701	Praf.g_01415	Syat.g_00609
OG0000702	Praf.g_01408	Syat.g_00606
OG0000703	Praf.g_01407	Syat.g_00601
OG0000704	Praf.g_01405	Syat.g_00599
OG0000705	Praf.g_01399	Syat.g_00592
OG0000706	Praf.g_01398	Syat.g_00591
OG0000707	Praf.g_01397	Syat.g_00590
OG0000708	Praf.g_01395	Syat.g_00587
OG0000709	Praf.g_01388	Syat.g_00573
OG0000710	Praf.g_01383, Praf.g_01384	Syat.g_00567
OG0000711	Praf.g_01360	Syat.g_00539
OG0000712	Praf.g_01359	Syat.g_00537
OG0000713	Praf.g_01358	Syat.g_00536
OG0000714	Praf.g_01355	Syat.g_00532
OG0000715	Praf.g_01353	Syat.g_00530
OG0000716	Praf.g_01349	Syat.g_00527
OG0000717	Praf.g_01348	Syat.g_00526
OG0000718	Praf.g_01343	Syat.g_00522
OG0000719	Praf.g_01341	Syat.g_00712
OG0000720	Praf.g_01328	Syat.g_00699
OG0000721	Praf.g_01327	Syat.g_00697
OG0000722	Praf.g_01326	Syat.g_00696
OG0000723	Praf.g_01322	Syat.g_00686
OG0000724	Praf.g_01279	Syat.g_00782
OG0000725	Praf.g_01270	Syat.g_00810
OG0000726	Praf.g_01269	Syat.g_00811
OG0000727	Praf.g_01268	Syat.g_00812
OG0000728	Praf.g_01267	Syat.g_00814
OG0000729	Praf.g_00162	Syat.g_02224
OG0000730	Praf.g_02056	Syat.g_01617
OG0000731	Praf.g_02047	Syat.g_01605
OG0000732	Praf.g_00055	Syat.g_02290
OG0000733	Praf.g_02698	Syat.g_03285
OG0000734	Praf.g_00233	Syat.g_01579
OG0000735	Praf.g_00822	Syat.g_03235
OG0000736	Praf.g_00823	Syat.g_03236
OG0000737	Praf.g_00824	Syat.g_03237
OG0000738	Praf.g_00830	Syat.g_03251
OG0000739	Praf.g_00832	Syat.g_03252
OG0000740	Praf.g_00833	Syat.g_03253
OG0000741	Praf.g_00836	Syat.g_03256
OG0000742	Praf.g_00853	Syat.g_03259
OG0000743	Praf.g_00855	Syat.g_03262
OG0000744	Praf.g_00856	Syat.g_03263
OG0000745	Praf.g_00858	Syat.g_03266
OG0000746	Praf.g_00860	Syat.g_00314
OG0000747	Praf.g_00861	Syat.g_00313
OG0000748	Praf.g_00873	Syat.g_00305
OG0000749	Praf.g_00874	Syat.g_00303
OG0000750	Praf.g_00875	Syat.g_00302
OG0000751	Praf.g_00880	Syat.g_00296
OG0000752	Praf.g_00882	Syat.g_00294
OG0000753	Praf.g_00885	Syat.g_00291
OG0000754	Praf.g_00914	Syat.g_00250
OG0000755	Praf.g_00921	Syat.g_00217
OG0000756	Praf.g_00922	Syat.g_00216
OG0000757	Praf.g_00929	Syat.g_00205
OG0000758	Praf.g_00930	Syat.g_00204
OG0000759	Praf.g_00931	Syat.g_00203
OG0000760	Praf.g_00932	Syat.g_00202
OG0000761	Praf.g_00933	Syat.g_00201
OG0000762	Praf.g_00913	Syat.g_00199
OG0000763	Praf.g_00911	Syat.g_00924
OG0000764	Praf.g_00910	Syat.g_00923
OG0000765	Praf.g_00895	Syat.g_00897
OG0000766	Praf.g_00894	Syat.g_00896
OG0000767	Praf.g_00892	Syat.g_00894
OG0000768	Praf.g_00891	Syat.g_00893
OG0000769	Praf.g_00887	Syat.g_00891
OG0000770	Praf.g_00937	Syat.g_00886
OG0000771	Praf.g_01285	Syat.g_00788
OG0000772	Praf.g_00548	Syat.g_01768
OG0000773	Praf.g_00808	Syat.g_01114
OG0000774	Praf.g_00804	Syat.g_01146
OG0000775	Praf.g_00802	Syat.g_01148
OG0000776	Praf.g_00801	Syat.g_01149
OG0000777	Praf.g_00800	Syat.g_01150
OG0000778	Praf.g_00799	Syat.g_01151
OG0000779	Praf.g_00794	Syat.g_01154
OG0000780	Praf.g_00791	Syat.g_01157
OG0000781	Praf.g_00787	Syat.g_01161
OG0000782	Praf.g_00786	Syat.g_01162
OG0000783	Praf.g_00785	Syat.g_01163
OG0000784	Praf.g_00784	Syat.g_01164
OG0000785	Praf.g_00782	Syat.g_01166
OG0000786	Praf.g_00777	Syat.g_01170
OG0000787	Praf.g_00776	Syat.g_01171
OG0000788	Praf.g_01996	Syat.g_00087
OG0000789	Praf.g_01001	Syat.g_00845
OG0000790	Praf.g_00579	Syat.g_01300
OG0000791	Praf.g_00577	Syat.g_01302
OG0000792	Praf.g_00576	Syat.g_01303
OG0000793	Praf.g_00572	Syat.g_01412
OG0000794	Praf.g_00571	Syat.g_01414
OG0000795	Praf.g_00570	Syat.g_01416
OG0000796	Praf.g_00566	Syat.g_01422
OG0000797	Praf.g_00565	Syat.g_01423
OG0000798	Praf.g_02276	Syat.g_02057
OG0000799	Praf.g_01765	Syat.g_01256
OG0000800	Praf.g_01766	Syat.g_01255
OG0000801	Praf.g_01767	Syat.g_01253
OG0000802	Praf.g_01773	Syat.g_01245
OG0000803	Praf.g_01779	Syat.g_01241
OG0000804	Praf.g_01781	Syat.g_01238
OG0000805	Praf.g_01783	Syat.g_01236
OG0000806	Praf.g_01785	Syat.g_01234
OG0000807	Praf.g_01787	Syat.g_01233
OG0000808	Praf.g_01788	Syat.g_01232
OG0000809	Praf.g_01792	Syat.g_01229
OG0000810	Praf.g_01793	Syat.g_01228
OG0000811	Praf.g_01801	Syat.g_01186
OG0000812	Praf.g_01803	Syat.g_01182
OG0000813	Praf.g_01804	Syat.g_01181
OG0000814	Praf.g_01806	Syat.g_01179
OG0000815	Praf.g_01807	Syat.g_01177
OG0000816	Praf.g_01809	Syat.g_01175
OG0000817	Praf.g_01810	Syat.g_01279
OG0000818	Praf.g_01822	Syat.g_01325
OG0000819	Praf.g_01823	Syat.g_01326
OG0000820	Praf.g_01824	Syat.g_01327
OG0000821	Praf.g_01831	Syat.g_01333
OG0000822	Praf.g_01833	Syat.g_01335
OG0000823	Praf.g_01834	Syat.g_01336
OG0000824	Praf.g_01838	Syat.g_01342
OG0000825	Praf.g_01839	Syat.g_01343
OG0000826	Praf.g_01840	Syat.g_01344
OG0000827	Praf.g_01841	Syat.g_01345
OG0000828	Praf.g_01844	Syat.g_01348
OG0000829	Praf.g_01845	Syat.g_01349
OG0000830	Praf.g_01846	Syat.g_01350
OG0000831	Praf.g_01849	Syat.g_01353
OG0000832	Praf.g_00542	Syat.g_02982
OG0000833	Praf.g_00534	Syat.g_03072
OG0000834	Praf.g_00533	Syat.g_03073
OG0000835	Praf.g_00532	Syat.g_03075
OG0000836	Praf.g_00530	Syat.g_03078
OG0000837	Praf.g_00529	Syat.g_03079
OG0000838	Praf.g_00525	Syat.g_03083
OG0000839	Praf.g_00524	Syat.g_03084
OG0000840	Praf.g_00523	Syat.g_03085
OG0000841	Praf.g_00522	Syat.g_03086
OG0000842	Praf.g_00521	Syat.g_03087
OG0000843	Praf.g_00520	Syat.g_03088
OG0000844	Praf.g_00518	Syat.g_03090
OG0000845	Praf.g_00517	Syat.g_03091
OG0000846	Praf.g_00516	Syat.g_03092
OG0000847	Praf.g_00515	Syat.g_03093
OG0000848	Praf.g_00513	Syat.g_03095
OG0000849	Praf.g_00512	Syat.g_03096
OG0000850	Praf.g_00511	Syat.g_03098
OG0000851	Praf.g_00508	Syat.g_03101
OG0000852	Praf.g_00507	Syat.g_03102
OG0000853	Praf.g_00502	Syat.g_03106
OG0000854	Praf.g_00500	Syat.g_03108
OG0000855	Praf.g_00499	Syat.g_03109
OG0000856	Praf.g_01677	Syat.g_03305
OG0000857	Praf.g_01546	Syat.g_00500
OG0000858	Praf.g_00490	Syat.g_03114
OG0000859	Praf.g_00489	Syat.g_03115
OG0000860	Praf.g_00478	Syat.g_03126
OG0000861	Praf.g_00477	Syat.g_03127
OG0000862	Praf.g_00475	Syat.g_03136
OG0000863	Praf.g_00472	Syat.g_03138
OG0000864	Praf.g_00471	Syat.g_03139
OG0000865	Praf.g_00470	Syat.g_03140
OG0000866	Praf.g_00469	Syat.g_03141
OG0000867	Praf.g_00468	Syat.g_03142
OG0000868	Praf.g_00466	Syat.g_03067
OG0000869	Praf.g_00463	Syat.g_03054
OG0000870	Praf.g_00458	Syat.g_03049
OG0000871	Praf.g_00457	Syat.g_03048
OG0000872	Praf.g_00455	Syat.g_03042
OG0000873	Praf.g_00452	Syat.g_03039
OG0000874	Praf.g_00448	Syat.g_03037
OG0000875	Praf.g_00447	Syat.g_03035
OG0000876	Praf.g_00446	Syat.g_00745
OG0000877	Praf.g_00443	Syat.g_03024
OG0000878	Praf.g_00442	Syat.g_03023
OG0000879	Praf.g_00441	Syat.g_03022
OG0000880	Praf.g_00440	Syat.g_03021
OG0000881	Praf.g_00434	Syat.g_03016
OG0000882	Praf.g_00429	Syat.g_03011
OG0000883	Praf.g_00427	Syat.g_03007
OG0000884	Praf.g_00425	Syat.g_03005
OG0000885	Praf.g_00424	Syat.g_03004
OG0000886	Praf.g_00423	Syat.g_03003
OG0000887	Praf.g_00422	Syat.g_03002
OG0000888	Praf.g_00420	Syat.g_03000
OG0000889	Praf.g_00418	Syat.g_02997
OG0000890	Praf.g_00405	Syat.g_02994
OG0000891	Praf.g_00404	Syat.g_02993
OG0000892	Praf.g_00402	Syat.g_02992
OG0000893	Praf.g_02202	Syat.g_01864
OG0000894	Praf.g_02199	Syat.g_01860
OG0000895	Praf.g_02195	Syat.g_01856
OG0000896	Praf.g_02194	Syat.g_01855
OG0000897	Praf.g_02192	Syat.g_01853
OG0000898	Praf.g_02191	Syat.g_01852
OG0000899	Praf.g_02190	Syat.g_01851
OG0000900	Praf.g_02189	Syat.g_01850
OG0000901	Praf.g_02185	Syat.g_01845
OG0000902	Praf.g_02183	Syat.g_01843
OG0000903	Praf.g_02170	Syat.g_01830
OG0000904	Praf.g_02175	Syat.g_01834
OG0000905	Praf.g_02177	Syat.g_01839
OG0000906	Praf.g_02179	Syat.g_01841
OG0000907	Praf.g_02163	Syat.g_01828
OG0000908	Praf.g_02160	Syat.g_01825
OG0000909	Praf.g_02159	Syat.g_01824
OG0000910	Praf.g_02158	Syat.g_01823
OG0000911	Praf.g_02156	Syat.g_01821
OG0000912	Praf.g_02155	Syat.g_01820
OG0000913	Praf.g_02154	Syat.g_01819
OG0000914	Praf.g_02153	Syat.g_01818
OG0000915	Praf.g_02152	Syat.g_01816
OG0000916	Praf.g_02151	Syat.g_01815
OG0000917	Praf.g_02150	Syat.g_01814
OG0000918	Praf.g_02149	Syat.g_01813
OG0000919	Praf.g_02148	Syat.g_01812
OG0000920	Praf.g_02147	Syat.g_01811
OG0000921	Praf.g_02146	Syat.g_01810
OG0000922	Praf.g_02145	Syat.g_01809
OG0000923	Praf.g_02141	Syat.g_01805
OG0000924	Praf.g_02140	Syat.g_01804
OG0000925	Praf.g_02139	Syat.g_01803
OG0000926	Praf.g_02138	Syat.g_01802
OG0000927	Praf.g_02136	Syat.g_01800
OG0000928	Praf.g_02135	Syat.g_01799
OG0000929	Praf.g_02134	Syat.g_01798
OG0000930	Praf.g_02133	Syat.g_01797
OG0000931	Praf.g_02132	Syat.g_01796
OG0000932	Praf.g_02131	Syat.g_01794
OG0000933	Praf.g_02126	Syat.g_01788
OG0000934	Praf.g_02124	Syat.g_01786
OG0000935	Praf.g_02123	Syat.g_01665
OG0000936	Praf.g_02122	Syat.g_01664
OG0000937	Praf.g_02121	Syat.g_01663
OG0000938	Praf.g_02118	Syat.g_01659
OG0000939	Praf.g_02117	Syat.g_01658
OG0000940	Praf.g_02106	Syat.g_01651
OG0000941	Praf.g_02104	Syat.g_01649
OG0000942	Praf.g_02102	Syat.g_01647
OG0000943	Praf.g_02101	Syat.g_01646
OG0000944	Praf.g_02099	Syat.g_01644
OG0000945	Praf.g_02097	Syat.g_01643
OG0000946	Praf.g_02082	Syat.g_01633
OG0000947	Praf.g_02079	Syat.g_01630
OG0000948	Praf.g_02078	Syat.g_01629
OG0000949	Praf.g_02075	Syat.g_02142
OG0000950	Praf.g_02383	Syat.g_02152
OG0000951	Praf.g_02388	Syat.g_02157
OG0000952	Praf.g_02393	Syat.g_02162
OG0000953	Praf.g_02397	Syat.g_02166
OG0000954	Praf.g_00195	Syat.g_02187
OG0000955	Praf.g_00194	Syat.g_02188
OG0000956	Praf.g_00192	Syat.g_02191
OG0000957	Praf.g_00180	Syat.g_02204
OG0000958	Praf.g_00179	Syat.g_02205
OG0000959	Praf.g_00175	Syat.g_02212
OG0000960	Praf.g_00174	Syat.g_02213
OG0000961	Praf.g_00165	Syat.g_02873
OG0000962	Praf.g_00163	Syat.g_02223
OG0000963	Praf.g_00157	Syat.g_02226
OG0000964	Praf.g_00156	Syat.g_02227
OG0000965	Praf.g_00155	Syat.g_02228
OG0000966	Praf.g_00089	Syat.g_02259
OG0000967	Praf.g_00082	Syat.g_02263
OG0000968	Praf.g_00077	Syat.g_02269
OG0000969	Praf.g_00075	Syat.g_02271
OG0000970	Praf.g_00074	Syat.g_02272
OG0000971	Praf.g_00072	Syat.g_02274
OG0000972	Praf.g_00071	Syat.g_02275
OG0000973	Praf.g_00070	Syat.g_02276
OG0000974	Praf.g_00069	Syat.g_02277
OG0000975	Praf.g_00068	Syat.g_02278
OG0000976	Praf.g_00067	Syat.g_02279
OG0000977	Praf.g_00064	Syat.g_02281
OG0000978	Praf.g_00063	Syat.g_02283
OG0000979	Praf.g_00060	Syat.g_02286
OG0000980	Praf.g_00056	Syat.g_02289
OG0000981	Praf.g_00053	Syat.g_02292
OG0000982	Praf.g_02657	Syat.g_02691
OG0000983	Praf.g_02658	Syat.g_02690
OG0000984	Praf.g_02659	Syat.g_02689
OG0000985	Praf.g_02663	Syat.g_02685
OG0000986	Praf.g_02665	Syat.g_02680
OG0000987	Praf.g_02667	Syat.g_02678
OG0000988	Praf.g_02671	Syat.g_02672
OG0000989	Praf.g_02680	Syat.g_02657
OG0000990	Praf.g_02702	Syat.g_02500
OG0000991	Praf.g_02716	Syat.g_02503
OG0000992	Praf.g_02719	Syat.g_02507
OG0000993	Praf.g_02720	Syat.g_02508
OG0000994	Praf.g_02723	Syat.g_02512
OG0000995	Praf.g_02730	Syat.g_02517
OG0000996	Praf.g_02743	Syat.g_02446
OG0000997	Praf.g_02753	Syat.g_02417
OG0000998	Praf.g_02755	Syat.g_02415
OG0000999	Praf.g_02756	Syat.g_02414
OG0001001	Praf.g_02764	Syat.g_02400
OG0001002	Praf.g_02770	Syat.g_02394
OG0001003	Praf.g_02772	Syat.g_02392
OG0001004	Praf.g_02773	Syat.g_02391
OG0001005	Praf.g_02775	Syat.g_02390
OG0001006	Praf.g_02781	Syat.g_02378
OG0001007	Praf.g_02783	Syat.g_02376
OG0001008	Praf.g_01988	Syat.g_02971
OG0001009	Praf.g_00032	Syat.g_02311
OG0001010	Praf.g_00033	Syat.g_02310
OG0001011	Praf.g_00035	Syat.g_02308
OG0001012	Praf.g_02654	Syat.g_01004
OG0001013	Praf.g_02603	Syat.g_02716
OG0001014	Praf.g_02597	Syat.g_02721
OG0001015	Praf.g_02596	Syat.g_02722
OG0001016	Praf.g_00316	Syat.g_01474
OG0001017	Praf.g_00310	Syat.g_01480
OG0001018	Praf.g_00308	Syat.g_01482
OG0001019	Praf.g_00296	Syat.g_01532
OG0001020	Praf.g_00268	Syat.g_01539
OG0001021	Praf.g_00264	Syat.g_01552
OG0001022	Praf.g_00259	Syat.g_01555
OG0001023	Praf.g_00258	Syat.g_01556
OG0001024	Praf.g_00254	Syat.g_01560
OG0001025	Praf.g_00247	Syat.g_01566
OG0001026	Praf.g_00230	Syat.g_01582
OG0001027	Praf.g_00225	Syat.g_02947
OG0001028	Praf.g_00223	Syat.g_02944
OG0001029	Praf.g_00221	Syat.g_02942
OG0001030	Praf.g_02408	Syat.g_02922
OG0001031	Praf.g_02497	Syat.g_02836
OG0001032	Praf.g_02500	Syat.g_02834
OG0001033	Praf.g_02533	Syat.g_02784
OG0001034	Praf.g_00385	Syat.g_01448
OG0001035	Praf.g_02243	Syat.g_01885
OG0001036	Praf.g_02247	Syat.g_01939
OG0001037	Praf.g_02249	Syat.g_01941
OG0001038	Praf.g_02277	Syat.g_02058
OG0001039	Praf.g_02280	Syat.g_02061
OG0001040	Praf.g_02283	Syat.g_02064
OG0001041	Praf.g_02288	Syat.g_02070
OG0001042	Praf.g_02316	Syat.g_02100
OG0001043	Praf.g_02318	Syat.g_02103
OG0001044	Praf.g_02055	Syat.g_01615
OG0001045	Praf.g_02044	Syat.g_01602
OG0001046	Praf.g_00495	Syat.g_00552
OG0001047	Praf.g_01986	Syat.g_02973
OG0001048	Praf.g_01985	Syat.g_02974
OG0001049	Praf.g_01982	Syat.g_01290
OG0001050	Praf.g_01981	Syat.g_01289
OG0001051	Praf.g_01980	Syat.g_01288
OG0001052	Praf.g_01911	Syat.g_01375
OG0001053	Praf.g_00598	Syat.g_03173
OG0001054	Praf.g_00615	Syat.g_03192
OG0001055	Praf.g_00636	Syat.g_03224
OG0001056	Praf.g_00665	Syat.g_03275
OG0001057	Praf.g_00675	Syat.g_00102
OG0001058	Praf.g_00689	Syat.g_00079
OG0001059	Praf.g_00693	Syat.g_00075
OG0001061	Praf.g_00717	Syat.g_00051
OG0001062	Praf.g_00719	Syat.g_00048
OG0001063	Praf.g_00723	Syat.g_00042
OG0001064	Praf.g_00724	Syat.g_00041
OG0001065	Praf.g_00725	Syat.g_00040
OG0001066	Praf.g_00726	Syat.g_00039
OG0001067	Praf.g_00728	Syat.g_00038
OG0001068	Praf.g_00729	Syat.g_00037
OG0001069	Praf.g_00730	Syat.g_00036
OG0001070	Praf.g_00734	Syat.g_00032
OG0001071	Praf.g_00735	Syat.g_00031
OG0001072	Praf.g_00738	Syat.g_00028
OG0001073	Praf.g_00758	Syat.g_00009
OG0001074	Praf.g_01659	Syat.g_01015
OG0001075	Praf.g_01661	Syat.g_01037
OG0001076	Praf.g_01669	Syat.g_03315
OG0001077	Praf.g_01680	Syat.g_03290
OG0001078	Praf.g_01693	Syat.g_00118
OG0001079	Praf.g_01713	Syat.g_00378
OG0001080	Praf.g_01722	Syat.g_00368
OG0001081	Praf.g_01728	Syat.g_00366
OG0001082	Praf.g_01729	Syat.g_00365
OG0001083	Praf.g_01737	Syat.g_00390
OG0001084	Praf.g_01738	Syat.g_00391
OG0001085	Praf.g_01749	Syat.g_00408
OG0001086	Praf.g_01751	Syat.g_00410
OG0001087	Praf.g_01225	Syat.g_03277
OG0001088	Praf.g_01221	Syat.g_02496
OG0001089	Praf.g_01124	Syat.g_00818
OG0001090	Praf.g_01303	Syat.g_00659
OG0001091	Praf.g_01305	Syat.g_00661
OG0001092	Praf.g_01307	Syat.g_00663
OG0001093	Praf.g_01311	Syat.g_00669
OG0001094	Praf.g_01524	Syat.g_00473
OG0001095	Praf.g_01543	Syat.g_00497
OG0001096	Praf.g_01560	Syat.g_00516
OG0001097	Praf.g_01602	Syat.g_00743
OG0001098	Praf.g_01444	Syat.g_01672
OG0001099	Praf.g_00222	Syat.g_02943
OG0001100	Praf.g_01454	Syat.g_00418
OG0001101	Praf.g_01455	Syat.g_00420
OG0001102	Praf.g_01458	Syat.g_00423
OG0001103	Praf.g_01460	Syat.g_00425
OG0001104	Praf.g_01511	Syat.g_00458
OG0001105	Praf.g_01506	Syat.g_00461
OG0001106	Praf.g_01404	Syat.g_00598
OG0001107	Praf.g_01394	Syat.g_00580
OG0001108	Praf.g_01387	Syat.g_00570
OG0001109	Praf.g_01385	Syat.g_00568
OG0001110	Praf.g_01382	Syat.g_00566
OG0001111	Praf.g_01380	Syat.g_00564
OG0001112	Praf.g_01378	Syat.g_00562
OG0001113	Praf.g_01377	Syat.g_00561
OG0001114	Praf.g_01376	Syat.g_00560
OG0001115	Praf.g_01374	Syat.g_00557
OG0001116	Praf.g_01372	Syat.g_00555
OG0001117	Praf.g_01371	Syat.g_00554
OG0001118	Praf.g_01370	Syat.g_00553
OG0001119	Praf.g_01369	Syat.g_00551
OG0001120	Praf.g_01366	Syat.g_00546
OG0001122	Praf.g_01340	Syat.g_00711
OG0001123	Praf.g_01333	Syat.g_00704
OG0001124	Praf.g_01331	Syat.g_00702
OG0001125	Praf.g_01329	Syat.g_00700
OG0001126	Praf.g_01287	Syat.g_00790
OG0001127	Praf.g_01286	Syat.g_00789
OG0001128	Praf.g_01283	Syat.g_00786
OG0001129	Praf.g_01281	Syat.g_00784
OG0001130	Praf.g_01280	Syat.g_00783
OG0001131	Praf.g_01296	Syat.g_01674
OG0001132	Praf.g_01652	Syat.g_00965
OG0001133	Praf.g_01671	Syat.g_03311
OG0001136	Praf.g_00852	Syat.g_03257
OG0001137	Praf.g_00872	Syat.g_00306
OG0001138	Praf.g_00923	Syat.g_00214
OG0001139	Praf.g_00925	Syat.g_00209
OG0001140	Praf.g_00926	Syat.g_00208
OG0001141	Praf.g_00927	Syat.g_00207
OG0001142	Praf.g_00928	Syat.g_00206
OG0001143	Praf.g_00912	Syat.g_00925
OG0001144	Praf.g_00904	Syat.g_00906
OG0001145	Praf.g_00806	Syat.g_01117
OG0001146	Praf.g_00790	Syat.g_01158
OG0001147	Praf.g_01897	Syat.g_01368
OG0001148	Praf.g_00582	Syat.g_01297
OG0001149	Praf.g_00581	Syat.g_01298
OG0001150	Praf.g_00580	Syat.g_01299
OG0001151	Praf.g_00568	Syat.g_01420
OG0001152	Praf.g_00567	Syat.g_01421
OG0001153	Praf.g_01842	Syat.g_01346
OG0001154	Praf.g_01843	Syat.g_01347
OG0001155	Praf.g_00540	Syat.g_02774
OG0001156	Praf.g_00537	Syat.g_02978
OG0001157	Praf.g_01653	Syat.g_02977
OG0001158	Praf.g_00536	Syat.g_02976
OG0001159	Praf.g_00535	Syat.g_02975
OG0001160	Praf.g_00504	Syat.g_03104
OG0001161	Praf.g_01650	Syat.g_02384
OG0001162	Praf.g_01145	Syat.g_01528
OG0001163	Praf.g_00492	Syat.g_03112
OG0001164	Praf.g_00487	Syat.g_03116
OG0001165	Praf.g_00484	Syat.g_03121
OG0001166	Praf.g_00459	Syat.g_03050
OG0001167	Praf.g_00437	Syat.g_03019
OG0001168	Praf.g_00435	Syat.g_03017
OG0001169	Praf.g_00433	Syat.g_03015
OG0001170	Praf.g_00431	Syat.g_03013
OG0001171	Praf.g_00421	Syat.g_03001
OG0001172	Praf.g_02197	Syat.g_01858
OG0001173	Praf.g_02196	Syat.g_01857
OG0001174	Praf.g_02188	Syat.g_01849
