Orthogroup	Praf	Syai
OG0000581	Praf.g_00761	Syai.g_00812
OG0000582	Praf.g_00765	Syai.g_01042
OG0000583	Praf.g_00766	Syai.g_01043
OG0000584	Praf.g_00767	Syai.g_01044
OG0000585	Praf.g_00769	Syai.g_01046
OG0000586	Praf.g_00771	Syai.g_01047
OG0000587	Praf.g_00773	Syai.g_01049
OG0000588	Praf.g_01663	Syai.g_01063
OG0000589	Praf.g_01666	Syai.g_01066
OG0000590	Praf.g_01667	Syai.g_01067
OG0000591	Praf.g_01674	Syai.g_01075
OG0000592	Praf.g_01675	Syai.g_01076
OG0000593	Praf.g_01688	Syai.g_01100
OG0000594	Praf.g_01689	Syai.g_01101
OG0000595	Praf.g_01690	Syai.g_01102
OG0000596	Praf.g_01695	Syai.g_01107
OG0000597	Praf.g_01698	Syai.g_01110
OG0000598	Praf.g_01699	Syai.g_01111
OG0000599	Praf.g_01709	Syai.g_01114
OG0000600	Praf.g_01710	Syai.g_01115
OG0000601	Praf.g_01711	Syai.g_01116
OG0000602	Praf.g_01716	Syai.g_01121
OG0000603	Praf.g_01717	Syai.g_01122
OG0000604	Praf.g_01718	Syai.g_01125
OG0000605	Praf.g_01720	Syai.g_01609
OG0000606	Praf.g_01727	Syai.g_01221
OG0000607	Praf.g_01730	Syai.g_01224
OG0000608	Praf.g_01731	Syai.g_01225
OG0000609	Praf.g_01733	Syai.g_01227
OG0000610	Praf.g_01741	Syai.g_01234
OG0000611	Praf.g_01744	Syai.g_01237
OG0000612	Praf.g_01745	Syai.g_01238
OG0000613	Praf.g_02344	Syai.g_00196
OG0000614	Praf.g_01207	Syai.g_01981
OG0000615	Praf.g_01489	Syai.g_01286
OG0000616	Praf.g_02767	Syai.g_02914
OG0000617	Praf.g_01308	Syai.g_01393
OG0000618	Praf.g_01309	Syai.g_01394
OG0000619	Praf.g_01310	Syai.g_01395
OG0000620	Praf.g_01314	Syai.g_01402
OG0000621	Praf.g_01315	Syai.g_01403
OG0000622	Praf.g_01316	Syai.g_01404
OG0000623	Praf.g_01317	Syai.g_01405
OG0000624	Praf.g_01318	Syai.g_01407
OG0000625	Praf.g_01319	Syai.g_01408
OG0000626	Praf.g_01320	Syai.g_01409
OG0000627	Praf.g_01441	Syai.g_01575
OG0000628	Praf.g_01440	Syai.g_01573
OG0000629	Praf.g_01437	Syai.g_01570
OG0000630	Praf.g_01433	Syai.g_01566
OG0000631	Praf.g_01429	Syai.g_01557
OG0000632	Praf.g_01428	Syai.g_01556
OG0000633	Praf.g_01427	Syai.g_01555
OG0000634	Praf.g_01526	Syai.g_01317
OG0000635	Praf.g_01527	Syai.g_01318
OG0000636	Praf.g_01529	Syai.g_01320
OG0000637	Praf.g_01531	Syai.g_01322
OG0000638	Praf.g_01532	Syai.g_01323
OG0000639	Praf.g_01533	Syai.g_01324
OG0000640	Praf.g_01534	Syai.g_01325
OG0000641	Praf.g_01538	Syai.g_01329
OG0000642	Praf.g_01539	Syai.g_01330
OG0000643	Praf.g_01540	Syai.g_01349
OG0000644	Praf.g_01541	Syai.g_01350
OG0000645	Praf.g_01542	Syai.g_01352
OG0000646	Praf.g_01545	Syai.g_01355
OG0000647	Praf.g_01547	Syai.g_01357
OG0000648	Praf.g_01549	Syai.g_01362
OG0000649	Praf.g_01550	Syai.g_01363
OG0000650	Praf.g_01551	Syai.g_01364
OG0000651	Praf.g_01552	Syai.g_01365
OG0000652	Praf.g_01553	Syai.g_01366
OG0000653	Praf.g_01557	Syai.g_01368
OG0000654	Praf.g_01558	Syai.g_01369
OG0000655	Praf.g_01559	Syai.g_01370
OG0000656	Praf.g_01562	Syai.g_01373
OG0000657	Praf.g_01592	Syai.g_02045
OG0000658	Praf.g_01594	Syai.g_02049
OG0000659	Praf.g_01595	Syai.g_02050
OG0000660	Praf.g_01599	Syai.g_02054
OG0000661	Praf.g_01601	Syai.g_02056
OG0000662	Praf.g_01603	Syai.g_02058
OG0000663	Praf.g_01606	Syai.g_02061
OG0000664	Praf.g_01607	Syai.g_02062
OG0000665	Praf.g_01620	Syai.g_02431
OG0000666	Praf.g_01622	Syai.g_01610
OG0000667	Praf.g_01629	Syai.g_01724
OG0000668	Praf.g_01339	Syai.g_01436
OG0000669	Praf.g_01638	Syai.g_01251
OG0000670	Praf.g_00961	Syai.g_00561
OG0000671	Praf.g_01456	Syai.g_01255
OG0000672	Praf.g_01459	Syai.g_01259
OG0000673	Praf.g_01462	Syai.g_01262
OG0000674	Praf.g_01464	Syai.g_01264
OG0000675	Praf.g_01465	Syai.g_01265
OG0000676	Praf.g_01467	Syai.g_01275
OG0000677	Praf.g_01469	Syai.g_01276
OG0000678	Praf.g_01475	Syai.g_01279
OG0000679	Praf.g_01494	Syai.g_01288
OG0000680	Praf.g_01495	Syai.g_01289
OG0000681	Praf.g_01497	Syai.g_01292
OG0000682	Praf.g_01498	Syai.g_01293
OG0000683	Praf.g_01499	Syai.g_01294
OG0000684	Praf.g_01512	Syai.g_01299
OG0000685	Praf.g_01510	Syai.g_01301
OG0000686	Praf.g_01509	Syai.g_01302
OG0000687	Praf.g_01508	Syai.g_01303
OG0000688	Praf.g_01515	Syai.g_01307
OG0000689	Praf.g_01516	Syai.g_01309
OG0000690	Praf.g_01517	Syai.g_01310
OG0000691	Praf.g_01519	Syai.g_01311
OG0000692	Praf.g_01520	Syai.g_01312
OG0000693	Praf.g_01522	Syai.g_01313
OG0000694	Praf.g_01523	Syai.g_01314
OG0000695	Praf.g_01425	Syai.g_01553
OG0000696	Praf.g_01424	Syai.g_01552
OG0000697	Praf.g_01422	Syai.g_01550
OG0000698	Praf.g_01419	Syai.g_01547
OG0000699	Praf.g_01417	Syai.g_01545
OG0000700	Praf.g_01416	Syai.g_01544
OG0000701	Praf.g_01415	Syai.g_01543
OG0000702	Praf.g_01408	Syai.g_01521
OG0000703	Praf.g_01407	Syai.g_01520
OG0000704	Praf.g_01405	Syai.g_01518
OG0000705	Praf.g_01399	Syai.g_01511
OG0000706	Praf.g_01398	Syai.g_01510
OG0000707	Praf.g_01397	Syai.g_01509
OG0000708	Praf.g_01395	Syai.g_01506
OG0000709	Praf.g_01388	Syai.g_01497
OG0000710	Praf.g_01383, Praf.g_01384	Syai.g_01487
OG0000711	Praf.g_01360	Syai.g_01456
OG0000712	Praf.g_01359	Syai.g_01454
OG0000713	Praf.g_01358	Syai.g_01453
OG0000714	Praf.g_01355	Syai.g_01451
OG0000715	Praf.g_01353	Syai.g_01449
OG0000716	Praf.g_01349	Syai.g_01445
OG0000717	Praf.g_01348	Syai.g_01444
OG0000718	Praf.g_01343	Syai.g_01440
OG0000719	Praf.g_01341	Syai.g_01438
OG0000720	Praf.g_01328	Syai.g_01425
OG0000721	Praf.g_01327	Syai.g_01423
OG0000722	Praf.g_01326	Syai.g_01422
OG0000723	Praf.g_01322	Syai.g_01411
OG0000724	Praf.g_01279	Syai.g_02013
OG0000725	Praf.g_01270	Syai.g_02004
OG0000726	Praf.g_01269	Syai.g_02003
OG0000727	Praf.g_01268	Syai.g_02002
OG0000728	Praf.g_01267	Syai.g_02000
OG0000729	Praf.g_00162	Syai.g_00097
OG0000730	Praf.g_02056	Syai.g_00483
OG0000731	Praf.g_02047	Syai.g_00495
OG0000732	Praf.g_00055	Syai.g_00058
OG0000733	Praf.g_02698	Syai.g_02805
OG0000734	Praf.g_00233	Syai.g_02548
OG0000735	Praf.g_00822	Syai.g_02159
OG0000736	Praf.g_00823	Syai.g_02158
OG0000737	Praf.g_00824	Syai.g_02157
OG0000738	Praf.g_00830	Syai.g_02152
OG0000739	Praf.g_00832	Syai.g_02151
OG0000740	Praf.g_00833	Syai.g_02150
OG0000741	Praf.g_00836	Syai.g_02147
OG0000742	Praf.g_00853	Syai.g_02145
OG0000743	Praf.g_00855	Syai.g_02143
OG0000744	Praf.g_00856	Syai.g_02142
OG0000745	Praf.g_00858	Syai.g_02140
OG0000746	Praf.g_00860	Syai.g_02138
OG0000747	Praf.g_00861	Syai.g_02137
OG0000748	Praf.g_00873	Syai.g_02125
OG0000749	Praf.g_00874	Syai.g_02123
OG0000750	Praf.g_00875	Syai.g_02122
OG0000751	Praf.g_00880	Syai.g_02116
OG0000752	Praf.g_00882	Syai.g_02114
OG0000753	Praf.g_00885	Syai.g_02111
OG0000754	Praf.g_00914	Syai.g_01750
OG0000755	Praf.g_00921	Syai.g_01760
OG0000756	Praf.g_00922	Syai.g_01761
OG0000757	Praf.g_00929	Syai.g_01769
OG0000758	Praf.g_00930	Syai.g_01770
OG0000759	Praf.g_00931	Syai.g_01771
OG0000760	Praf.g_00932	Syai.g_01772
OG0000761	Praf.g_00933	Syai.g_01775
OG0000762	Praf.g_00913	Syai.g_01777
OG0000763	Praf.g_00911	Syai.g_01779
OG0000764	Praf.g_00910	Syai.g_01780
OG0000765	Praf.g_00895	Syai.g_01797
OG0000766	Praf.g_00894	Syai.g_01798
OG0000767	Praf.g_00892	Syai.g_01800
OG0000768	Praf.g_00891	Syai.g_01801
OG0000769	Praf.g_00887	Syai.g_01803
OG0000770	Praf.g_00937	Syai.g_01822
OG0000771	Praf.g_01285	Syai.g_02019
OG0000772	Praf.g_00548	Syai.g_01639
OG0000773	Praf.g_00808	Syai.g_02164
OG0000774	Praf.g_00804	Syai.g_02168
OG0000775	Praf.g_00802	Syai.g_02172
OG0000776	Praf.g_00801	Syai.g_02173
OG0000777	Praf.g_00800	Syai.g_02174
OG0000778	Praf.g_00799	Syai.g_02175
OG0000779	Praf.g_00794	Syai.g_02181
OG0000780	Praf.g_00791	Syai.g_02184
OG0000781	Praf.g_00787	Syai.g_02188
OG0000782	Praf.g_00786	Syai.g_02189
OG0000783	Praf.g_00785	Syai.g_02190
OG0000784	Praf.g_00784	Syai.g_02191
OG0000785	Praf.g_00782	Syai.g_02193
OG0000786	Praf.g_00777	Syai.g_00816
OG0000787	Praf.g_00776	Syai.g_00815
OG0000788	Praf.g_01996	Syai.g_01117
OG0000789	Praf.g_01001	Syai.g_01596
OG0000790	Praf.g_00579	Syai.g_00623
OG0000791	Praf.g_00577	Syai.g_00621
OG0000792	Praf.g_00576	Syai.g_00620
OG0000793	Praf.g_00572	Syai.g_00615
OG0000794	Praf.g_00571	Syai.g_00614
OG0000795	Praf.g_00570	Syai.g_00613
OG0000796	Praf.g_00566	Syai.g_00609
OG0000797	Praf.g_00565	Syai.g_00608
OG0000798	Praf.g_02276	Syai.g_00262
OG0000799	Praf.g_01765	Syai.g_00996
OG0000800	Praf.g_01766	Syai.g_00993
OG0000801	Praf.g_01767	Syai.g_00992
OG0000802	Praf.g_01773	Syai.g_00988
OG0000803	Praf.g_01779	Syai.g_00983
OG0000804	Praf.g_01781	Syai.g_00980
OG0000805	Praf.g_01783	Syai.g_00965
OG0000806	Praf.g_01785	Syai.g_00963
OG0000807	Praf.g_01787	Syai.g_00961
OG0000808	Praf.g_01788	Syai.g_00960
OG0000809	Praf.g_01792	Syai.g_00957
OG0000810	Praf.g_01793	Syai.g_00956
OG0000811	Praf.g_01801	Syai.g_00950
OG0000812	Praf.g_01803	Syai.g_00948
OG0000813	Praf.g_01804	Syai.g_00947
OG0000814	Praf.g_01806	Syai.g_00945
OG0000815	Praf.g_01807	Syai.g_00944
OG0000816	Praf.g_01809	Syai.g_00942
OG0000817	Praf.g_01810	Syai.g_00941
OG0000818	Praf.g_01822	Syai.g_00935
OG0000819	Praf.g_01823	Syai.g_00934
OG0000820	Praf.g_01824	Syai.g_00933
OG0000821	Praf.g_01831	Syai.g_00916
OG0000822	Praf.g_01833	Syai.g_00914
OG0000823	Praf.g_01834	Syai.g_00913
OG0000824	Praf.g_01838	Syai.g_00907
OG0000825	Praf.g_01839	Syai.g_00906
OG0000826	Praf.g_01840	Syai.g_00905
OG0000827	Praf.g_01841	Syai.g_00904
OG0000828	Praf.g_01844	Syai.g_00900
OG0000829	Praf.g_01845	Syai.g_00899
OG0000830	Praf.g_01846	Syai.g_00898
OG0000831	Praf.g_01849	Syai.g_00896
OG0000832	Praf.g_00542	Syai.g_02296
OG0000833	Praf.g_00534	Syai.g_02305
OG0000834	Praf.g_00533	Syai.g_02307
OG0000835	Praf.g_00532	Syai.g_02308
OG0000836	Praf.g_00530	Syai.g_02312
OG0000837	Praf.g_00529	Syai.g_02313
OG0000838	Praf.g_00525	Syai.g_02323
OG0000839	Praf.g_00524	Syai.g_02324
OG0000840	Praf.g_00523	Syai.g_02325
OG0000841	Praf.g_00522	Syai.g_02326
OG0000842	Praf.g_00521	Syai.g_02327
OG0000843	Praf.g_00520	Syai.g_02328
OG0000844	Praf.g_00518	Syai.g_02330
OG0000845	Praf.g_00517	Syai.g_02331
OG0000846	Praf.g_00516	Syai.g_02332
OG0000847	Praf.g_00515	Syai.g_02333
OG0000848	Praf.g_00513	Syai.g_02335
OG0000849	Praf.g_00512	Syai.g_02336
OG0000850	Praf.g_00511	Syai.g_02339
OG0000851	Praf.g_00508	Syai.g_02352
OG0000852	Praf.g_00507	Syai.g_02353
OG0000853	Praf.g_00502	Syai.g_02357
OG0000854	Praf.g_00500	Syai.g_02359
OG0000855	Praf.g_00499	Syai.g_02360
OG0000856	Praf.g_01677	Syai.g_01078
OG0000857	Praf.g_01546	Syai.g_01356
OG0000858	Praf.g_00490	Syai.g_02366
OG0000859	Praf.g_00489	Syai.g_02367
OG0000860	Praf.g_00478	Syai.g_02380
OG0000861	Praf.g_00477	Syai.g_02381
OG0000862	Praf.g_00475	Syai.g_02382
OG0000863	Praf.g_00472	Syai.g_02385
OG0000864	Praf.g_00471	Syai.g_02386
OG0000865	Praf.g_00470	Syai.g_02387
OG0000866	Praf.g_00469	Syai.g_02388
OG0000867	Praf.g_00468	Syai.g_02389
OG0000868	Praf.g_00466	Syai.g_02392
OG0000869	Praf.g_00463	Syai.g_02396
OG0000870	Praf.g_00458	Syai.g_02401
OG0000871	Praf.g_00457	Syai.g_02402
OG0000872	Praf.g_00455	Syai.g_02409
OG0000873	Praf.g_00452	Syai.g_02412
OG0000874	Praf.g_00448	Syai.g_02408
OG0000875	Praf.g_00447	Syai.g_02416
OG0000876	Praf.g_00446	Syai.g_02243
OG0000877	Praf.g_00443	Syai.g_02250
OG0000878	Praf.g_00442	Syai.g_02251
OG0000879	Praf.g_00441	Syai.g_02252
OG0000880	Praf.g_00440	Syai.g_02253
OG0000881	Praf.g_00434	Syai.g_02257
OG0000882	Praf.g_00429	Syai.g_02262
OG0000883	Praf.g_00427	Syai.g_02264
OG0000884	Praf.g_00425	Syai.g_02266
OG0000885	Praf.g_00424	Syai.g_02267
OG0000886	Praf.g_00423	Syai.g_02268
OG0000887	Praf.g_00422	Syai.g_02269
OG0000888	Praf.g_00420	Syai.g_02271
OG0000889	Praf.g_00418	Syai.g_02273
OG0000890	Praf.g_00405	Syai.g_02279
OG0000891	Praf.g_00404	Syai.g_02280
OG0000892	Praf.g_00402	Syai.g_02282
OG0000893	Praf.g_02202	Syai.g_00318
OG0000894	Praf.g_02199	Syai.g_00321
OG0000895	Praf.g_02195	Syai.g_00325
OG0000896	Praf.g_02194	Syai.g_00326
OG0000897	Praf.g_02192	Syai.g_00328
OG0000898	Praf.g_02191	Syai.g_00329
OG0000899	Praf.g_02190	Syai.g_00330
OG0000900	Praf.g_02189	Syai.g_00331
OG0000901	Praf.g_02185	Syai.g_00336
OG0000902	Praf.g_02183	Syai.g_00338
OG0000903	Praf.g_02170	Syai.g_00353
OG0000904	Praf.g_02175	Syai.g_00348
OG0000905	Praf.g_02177	Syai.g_00342
OG0000906	Praf.g_02179	Syai.g_00340
OG0000907	Praf.g_02163	Syai.g_00358
OG0000908	Praf.g_02160	Syai.g_00361
OG0000909	Praf.g_02159	Syai.g_00362
OG0000910	Praf.g_02158	Syai.g_00363
OG0000911	Praf.g_02156	Syai.g_00365
OG0000912	Praf.g_02155	Syai.g_00366
OG0000913	Praf.g_02154	Syai.g_00367
OG0000914	Praf.g_02153	Syai.g_00368
OG0000915	Praf.g_02152	Syai.g_00370
OG0000916	Praf.g_02151	Syai.g_00371
OG0000917	Praf.g_02150	Syai.g_00372
OG0000918	Praf.g_02149	Syai.g_00373
OG0000919	Praf.g_02148	Syai.g_00374
OG0000920	Praf.g_02147	Syai.g_00375
OG0000921	Praf.g_02146	Syai.g_00376
OG0000922	Praf.g_02145	Syai.g_00377
OG0000923	Praf.g_02141	Syai.g_00381
OG0000924	Praf.g_02140	Syai.g_00382
OG0000925	Praf.g_02139	Syai.g_00383
OG0000926	Praf.g_02138	Syai.g_00384
OG0000927	Praf.g_02136	Syai.g_00386
OG0000928	Praf.g_02135	Syai.g_00387
OG0000929	Praf.g_02134	Syai.g_00388
OG0000930	Praf.g_02133	Syai.g_00389
OG0000931	Praf.g_02132	Syai.g_00390
OG0000932	Praf.g_02131	Syai.g_00391
OG0000933	Praf.g_02126	Syai.g_00397
OG0000934	Praf.g_02124	Syai.g_00399
OG0000935	Praf.g_02123	Syai.g_00400
OG0000936	Praf.g_02122	Syai.g_00401
OG0000937	Praf.g_02121	Syai.g_00402
OG0000938	Praf.g_02118	Syai.g_00405
OG0000939	Praf.g_02117	Syai.g_00406
OG0000940	Praf.g_02106	Syai.g_00413
OG0000941	Praf.g_02104	Syai.g_00415
OG0000942	Praf.g_02102	Syai.g_00417
OG0000943	Praf.g_02101	Syai.g_00418
OG0000944	Praf.g_02099	Syai.g_00420
OG0000945	Praf.g_02097	Syai.g_00422
OG0000946	Praf.g_02082	Syai.g_00428
OG0000947	Praf.g_02079	Syai.g_00431
OG0000948	Praf.g_02078	Syai.g_00432
OG0000949	Praf.g_02075	Syai.g_00174
OG0000950	Praf.g_02383	Syai.g_00163
OG0000951	Praf.g_02388	Syai.g_00158
OG0000952	Praf.g_02393	Syai.g_00136
OG0000953	Praf.g_02397	Syai.g_00132
OG0000954	Praf.g_00195	Syai.g_00127
OG0000955	Praf.g_00194	Syai.g_00126
OG0000956	Praf.g_00192	Syai.g_00124
OG0000957	Praf.g_00180	Syai.g_00113
OG0000958	Praf.g_00179	Syai.g_00112
OG0000959	Praf.g_00175	Syai.g_00108
OG0000960	Praf.g_00174	Syai.g_00107
OG0000961	Praf.g_00165	Syai.g_00100
OG0000962	Praf.g_00163	Syai.g_00098
OG0000963	Praf.g_00157	Syai.g_00094
OG0000964	Praf.g_00156	Syai.g_00093
OG0000965	Praf.g_00155	Syai.g_00092
OG0000966	Praf.g_00089	Syai.g_00082
OG0000967	Praf.g_00082	Syai.g_00077
OG0000968	Praf.g_00077	Syai.g_00085
OG0000969	Praf.g_00075	Syai.g_00080
OG0000970	Praf.g_00074	Syai.g_00079
OG0000971	Praf.g_00072	Syai.g_00074
OG0000972	Praf.g_00071	Syai.g_00073
OG0000973	Praf.g_00070	Syai.g_00072
OG0000974	Praf.g_00069	Syai.g_00071
OG0000975	Praf.g_00068	Syai.g_00070
OG0000976	Praf.g_00067	Syai.g_00069
OG0000977	Praf.g_00064	Syai.g_00067
OG0000978	Praf.g_00063	Syai.g_00065
OG0000979	Praf.g_00060	Syai.g_00062
OG0000980	Praf.g_00056	Syai.g_00059
OG0000981	Praf.g_00053	Syai.g_00056
OG0000982	Praf.g_02657	Syai.g_02777
OG0000983	Praf.g_02658	Syai.g_02778
OG0000984	Praf.g_02659	Syai.g_02779
OG0000985	Praf.g_02663	Syai.g_02781
OG0000986	Praf.g_02665	Syai.g_02784
OG0000987	Praf.g_02667	Syai.g_02786
OG0000988	Praf.g_02671	Syai.g_02790
OG0000989	Praf.g_02680	Syai.g_02797
OG0000990	Praf.g_02702	Syai.g_02825
OG0000991	Praf.g_02716	Syai.g_02827
OG0000992	Praf.g_02719	Syai.g_02830
OG0000993	Praf.g_02720	Syai.g_02831
OG0000994	Praf.g_02723	Syai.g_02834
OG0000995	Praf.g_02730	Syai.g_02840
OG0000996	Praf.g_02743	Syai.g_02891
OG0000997	Praf.g_02753	Syai.g_02900
OG0000998	Praf.g_02755	Syai.g_02902
OG0000999	Praf.g_02756	Syai.g_02903
OG0001000	Praf.g_02759	Syai.g_02906
OG0001001	Praf.g_02764	Syai.g_02911
OG0001002	Praf.g_02770	Syai.g_02918
OG0001003	Praf.g_02772	Syai.g_02919
OG0001004	Praf.g_02773	Syai.g_02920
OG0001005	Praf.g_02775	Syai.g_02921
OG0001006	Praf.g_02781	Syai.g_02931
OG0001007	Praf.g_02783	Syai.g_02933
OG0001008	Praf.g_01988	Syai.g_02227
OG0001009	Praf.g_00032	Syai.g_00034
OG0001010	Praf.g_00033	Syai.g_00035
OG0001011	Praf.g_00035	Syai.g_00037
OG0001012	Praf.g_02654	Syai.g_02773
OG0001013	Praf.g_02603	Syai.g_02750
OG0001014	Praf.g_02597	Syai.g_02726
OG0001015	Praf.g_02596	Syai.g_02725
OG0001016	Praf.g_00316	Syai.g_02479
OG0001017	Praf.g_00310	Syai.g_02485
OG0001018	Praf.g_00308	Syai.g_02487
OG0001019	Praf.g_00296	Syai.g_02508
OG0001020	Praf.g_00268	Syai.g_02516
OG0001021	Praf.g_00264	Syai.g_02523
OG0001022	Praf.g_00259	Syai.g_02528
OG0001023	Praf.g_00258	Syai.g_02529
OG0001024	Praf.g_00254	Syai.g_02533
OG0001025	Praf.g_00247	Syai.g_02540
OG0001026	Praf.g_00230	Syai.g_02550
OG0001027	Praf.g_00225	Syai.g_02555
OG0001028	Praf.g_00223	Syai.g_02557
OG0001029	Praf.g_00221	Syai.g_02559
OG0001030	Praf.g_02408	Syai.g_02580
OG0001031	Praf.g_02497	Syai.g_02656
OG0001032	Praf.g_02500	Syai.g_02658
OG0001033	Praf.g_02533	Syai.g_02685
OG0001034	Praf.g_00385	Syai.g_00537
OG0001035	Praf.g_02243	Syai.g_00295
OG0001036	Praf.g_02247	Syai.g_00290
OG0001037	Praf.g_02249	Syai.g_00288
OG0001038	Praf.g_02277	Syai.g_00261
OG0001039	Praf.g_02280	Syai.g_00258
OG0001040	Praf.g_02283	Syai.g_00255
OG0001041	Praf.g_02288	Syai.g_00250
OG0001042	Praf.g_02316	Syai.g_00225
OG0001043	Praf.g_02318	Syai.g_00221
OG0001044	Praf.g_02055	Syai.g_00485
OG0001045	Praf.g_02044	Syai.g_00498
OG0001046	Praf.g_00495	Syai.g_01471
OG0001047	Praf.g_01986	Syai.g_02225
OG0001048	Praf.g_01985	Syai.g_02224
OG0001049	Praf.g_01982	Syai.g_02215
OG0001050	Praf.g_01981	Syai.g_02214
OG0001051	Praf.g_01980	Syai.g_02213
OG0001052	Praf.g_01911	Syai.g_00861
OG0001053	Praf.g_00598	Syai.g_00641
OG0001054	Praf.g_00615	Syai.g_00658
OG0001055	Praf.g_00636	Syai.g_00679
OG0001056	Praf.g_00665	Syai.g_00713
OG0001057	Praf.g_00675	Syai.g_00721
OG0001058	Praf.g_00689	Syai.g_00734
OG0001059	Praf.g_00693	Syai.g_00738
OG0001060	Praf.g_00700	Syai.g_00744
OG0001061	Praf.g_00717	Syai.g_00765
OG0001062	Praf.g_00719	Syai.g_00767
OG0001063	Praf.g_00723	Syai.g_00774
OG0001064	Praf.g_00724	Syai.g_00775
OG0001065	Praf.g_00725	Syai.g_00776
OG0001066	Praf.g_00726	Syai.g_00777
OG0001067	Praf.g_00728	Syai.g_00778
OG0001068	Praf.g_00729	Syai.g_00779
OG0001069	Praf.g_00730	Syai.g_00780
OG0001070	Praf.g_00734	Syai.g_00783
OG0001071	Praf.g_00735	Syai.g_00784
OG0001072	Praf.g_00738	Syai.g_00788
OG0001073	Praf.g_00758	Syai.g_00807
OG0001074	Praf.g_01659	Syai.g_01051
OG0001075	Praf.g_01661	Syai.g_01053
OG0001076	Praf.g_01669	Syai.g_01069
OG0001077	Praf.g_01680	Syai.g_01081
OG0001078	Praf.g_01693	Syai.g_01105
OG0001079	Praf.g_01713	Syai.g_01118
OG0001080	Praf.g_01722	Syai.g_01606
OG0001081	Praf.g_01728	Syai.g_01222
OG0001082	Praf.g_01729	Syai.g_01223
OG0001083	Praf.g_01737	Syai.g_01230
OG0001084	Praf.g_01738	Syai.g_01231
OG0001085	Praf.g_01749	Syai.g_01241
OG0001086	Praf.g_01751	Syai.g_01243
OG0001087	Praf.g_01225	Syai.g_01953
OG0001088	Praf.g_01221	Syai.g_01957
OG0001089	Praf.g_01124	Syai.g_01996
OG0001090	Praf.g_01303	Syai.g_01387
OG0001091	Praf.g_01305	Syai.g_01389
OG0001092	Praf.g_01307	Syai.g_01391
OG0001093	Praf.g_01311	Syai.g_01397
OG0001094	Praf.g_01524	Syai.g_01315
OG0001096	Praf.g_01560	Syai.g_01371
OG0001097	Praf.g_01602	Syai.g_02057
OG0001098	Praf.g_01444	Syai.g_01603
OG0001099	Praf.g_00222	Syai.g_02558
OG0001100	Praf.g_01454	Syai.g_01253
OG0001101	Praf.g_01455	Syai.g_01254
OG0001102	Praf.g_01458	Syai.g_01257
OG0001103	Praf.g_01460	Syai.g_01260
OG0001104	Praf.g_01511	Syai.g_01300
OG0001105	Praf.g_01506	Syai.g_01304
OG0001106	Praf.g_01404	Syai.g_01517
OG0001107	Praf.g_01394	Syai.g_01505
OG0001108	Praf.g_01387	Syai.g_01496
OG0001109	Praf.g_01385	Syai.g_01488
OG0001110	Praf.g_01382	Syai.g_01486
OG0001111	Praf.g_01380	Syai.g_01484
OG0001112	Praf.g_01378	Syai.g_01482
OG0001113	Praf.g_01377	Syai.g_01481
OG0001114	Praf.g_01376	Syai.g_01480
OG0001115	Praf.g_01374	Syai.g_01476
OG0001116	Praf.g_01372	Syai.g_01474
OG0001117	Praf.g_01371	Syai.g_01473
OG0001118	Praf.g_01370	Syai.g_01472
OG0001119	Praf.g_01369	Syai.g_01470
OG0001120	Praf.g_01366	Syai.g_01466
OG0001122	Praf.g_01340	Syai.g_01437
OG0001123	Praf.g_01333	Syai.g_01430
OG0001124	Praf.g_01331	Syai.g_01428
OG0001125	Praf.g_01329	Syai.g_01426
OG0001126	Praf.g_01287	Syai.g_02021
OG0001127	Praf.g_01286	Syai.g_02020
OG0001128	Praf.g_01283	Syai.g_02017
OG0001129	Praf.g_01281	Syai.g_02015
OG0001130	Praf.g_01280	Syai.g_02014
OG0001131	Praf.g_01296	Syai.g_01281
OG0001132	Praf.g_01652	Syai.g_01620
OG0001133	Praf.g_01671	Syai.g_01072
OG0001134	Praf.g_02690	Syai.g_01745
OG0001135	Praf.g_02692	Syai.g_01742
OG0001136	Praf.g_00852	Syai.g_02146
OG0001137	Praf.g_00872	Syai.g_02126
OG0001138	Praf.g_00923	Syai.g_01763
OG0001139	Praf.g_00925	Syai.g_01765
OG0001140	Praf.g_00926	Syai.g_01766
OG0001141	Praf.g_00927	Syai.g_01767
OG0001142	Praf.g_00928	Syai.g_01768
OG0001143	Praf.g_00912	Syai.g_01778
OG0001144	Praf.g_00904	Syai.g_01788
OG0001145	Praf.g_00806	Syai.g_02165
OG0001146	Praf.g_00790	Syai.g_02185
OG0001147	Praf.g_01897	Syai.g_00869
OG0001148	Praf.g_00582	Syai.g_00626
OG0001149	Praf.g_00581	Syai.g_00625
OG0001150	Praf.g_00580	Syai.g_00624
OG0001151	Praf.g_00568	Syai.g_00611
OG0001152	Praf.g_00567	Syai.g_00610
OG0001153	Praf.g_01842	Syai.g_00903
OG0001154	Praf.g_01843	Syai.g_00901
OG0001155	Praf.g_00540	Syai.g_02298
OG0001156	Praf.g_00537	Syai.g_02301
OG0001157	Praf.g_01653	Syai.g_02302
OG0001158	Praf.g_00536	Syai.g_02303
OG0001159	Praf.g_00535	Syai.g_02304
OG0001160	Praf.g_00504	Syai.g_02355
OG0001161	Praf.g_01650	Syai.g_02803
OG0001162	Praf.g_01145	Syai.g_01374
OG0001163	Praf.g_00492	Syai.g_02363
OG0001164	Praf.g_00487	Syai.g_02369
