Orthogroup	Praf	Prau
OG0000578	Praf.g_00755	Prau.g_00639
OG0000579	Praf.g_00756	Prau.g_00640
OG0000580	Praf.g_00757	Prau.g_00641
OG0000581	Praf.g_00761	Prau.g_00643
OG0000582	Praf.g_00765	Prau.g_00646
OG0000583	Praf.g_00766	Prau.g_00647
OG0000584	Praf.g_00767	Prau.g_00648
OG0000585	Praf.g_00769	Prau.g_00650
OG0000586	Praf.g_00771	Prau.g_00651
OG0000587	Praf.g_00773	Prau.g_00652
OG0000588	Praf.g_01663	Prau.g_00656
OG0000589	Praf.g_01666	Prau.g_00661
OG0000590	Praf.g_01667	Prau.g_00662
OG0000591	Praf.g_01674	Prau.g_00665
OG0000592	Praf.g_01675	Prau.g_00666
OG0000593	Praf.g_01688	Prau.g_00672
OG0000594	Praf.g_01689	Prau.g_00673
OG0000595	Praf.g_01690	Prau.g_00674
OG0000596	Praf.g_01695	Prau.g_00678
OG0000597	Praf.g_01698	Prau.g_00680
OG0000598	Praf.g_01699	Prau.g_00681
OG0000599	Praf.g_01709	Prau.g_00684
OG0000600	Praf.g_01710	Prau.g_00685
OG0000601	Praf.g_01711	Prau.g_00686
OG0000602	Praf.g_01716	Prau.g_00688
OG0000603	Praf.g_01717	Prau.g_00689
OG0000604	Praf.g_01718	Prau.g_00690
OG0000605	Praf.g_01720	Prau.g_00691
OG0000606	Praf.g_01727	Prau.g_00694
OG0000607	Praf.g_01730	Prau.g_00697
OG0000608	Praf.g_01731	Prau.g_00698
OG0000609	Praf.g_01733	Prau.g_00699
OG0000610	Praf.g_01741	Prau.g_00704
OG0000611	Praf.g_01744	Prau.g_00707
OG0000612	Praf.g_01745	Prau.g_00708
OG0000613	Praf.g_02344	Prau.g_00713
OG0000614	Praf.g_01207	Prau.g_00732
OG0000615	Praf.g_01489	Prau.g_00740
OG0000616	Praf.g_02767	Prau.g_00744
OG0000617	Praf.g_01308	Prau.g_00761
OG0000618	Praf.g_01309	Prau.g_00762
OG0000619	Praf.g_01310	Prau.g_00763
OG0000620	Praf.g_01314	Prau.g_00766
OG0000621	Praf.g_01315	Prau.g_00767
OG0000622	Praf.g_01316	Prau.g_00768
OG0000623	Praf.g_01317	Prau.g_00769
OG0000624	Praf.g_01318	Prau.g_00770
OG0000625	Praf.g_01319	Prau.g_00771
OG0000626	Praf.g_01320	Prau.g_00772
OG0000627	Praf.g_01441	Prau.g_00773
OG0000628	Praf.g_01440	Prau.g_00774
OG0000629	Praf.g_01437	Prau.g_00775
OG0000630	Praf.g_01433	Prau.g_00778
OG0000631	Praf.g_01429	Prau.g_00845
OG0000632	Praf.g_01428	Prau.g_00846
OG0000633	Praf.g_01427	Prau.g_00847
OG0000634	Praf.g_01526	Prau.g_00850
OG0000635	Praf.g_01527	Prau.g_00851
OG0000636	Praf.g_01529	Prau.g_00853
OG0000637	Praf.g_01531	Prau.g_00855
OG0000638	Praf.g_01532	Prau.g_00856
OG0000639	Praf.g_01533	Prau.g_00857
OG0000640	Praf.g_01534	Prau.g_00858
OG0000641	Praf.g_01538	Prau.g_00862
OG0000642	Praf.g_01539	Prau.g_00863
OG0000643	Praf.g_01540	Prau.g_00864
OG0000644	Praf.g_01541	Prau.g_00865
OG0000645	Praf.g_01542	Prau.g_00866
OG0000646	Praf.g_01545	Prau.g_00868
OG0000647	Praf.g_01547	Prau.g_00869
OG0000648	Praf.g_01549	Prau.g_00871
OG0000649	Praf.g_01550	Prau.g_00872
OG0000650	Praf.g_01551	Prau.g_00873
OG0000651	Praf.g_01552	Prau.g_00874
OG0000652	Praf.g_01553	Prau.g_00875
OG0000653	Praf.g_01557	Prau.g_00877
OG0000654	Praf.g_01558	Prau.g_00878
OG0000655	Praf.g_01559	Prau.g_00879
OG0000656	Praf.g_01562	Prau.g_00882
OG0000657	Praf.g_01592	Prau.g_00889
OG0000658	Praf.g_01594	Prau.g_00890
OG0000659	Praf.g_01595	Prau.g_00891
OG0000660	Praf.g_01599	Prau.g_00895
OG0000661	Praf.g_01601	Prau.g_00897
OG0000662	Praf.g_01603	Prau.g_00899
OG0000663	Praf.g_01606	Prau.g_00902
OG0000664	Praf.g_01607	Prau.g_00903
OG0000665	Praf.g_01620	Prau.g_00907
OG0000666	Praf.g_01622	Prau.g_00908
OG0000667	Praf.g_01629	Prau.g_00912
OG0000668	Praf.g_01339	Prau.g_00942
OG0000669	Praf.g_01638	Prau.g_00949
OG0000670	Praf.g_00961	Prau.g_00951
OG0000671	Praf.g_01456	Prau.g_00953
OG0000672	Praf.g_01459	Prau.g_00955
OG0000673	Praf.g_01462	Prau.g_00957
OG0000674	Praf.g_01464	Prau.g_00959
OG0000675	Praf.g_01465	Prau.g_00960
OG0000676	Praf.g_01467	Prau.g_00962
OG0000677	Praf.g_01469	Prau.g_00963
OG0000678	Praf.g_01475	Prau.g_00965
OG0000679	Praf.g_01494	Prau.g_00969
OG0000680	Praf.g_01495	Prau.g_00970
OG0000681	Praf.g_01497	Prau.g_00973
OG0000682	Praf.g_01498	Prau.g_00974
OG0000683	Praf.g_01499	Prau.g_00975
OG0000684	Praf.g_01512	Prau.g_00977
OG0000685	Praf.g_01510	Prau.g_00979
OG0000686	Praf.g_01509	Prau.g_00980
OG0000687	Praf.g_01508	Prau.g_00981
OG0000688	Praf.g_01515	Prau.g_00984
OG0000689	Praf.g_01516	Prau.g_00985
OG0000690	Praf.g_01517	Prau.g_00986
OG0000691	Praf.g_01519	Prau.g_00987
OG0000692	Praf.g_01520	Prau.g_00989
OG0000693	Praf.g_01522	Prau.g_00990
OG0000694	Praf.g_01523	Prau.g_00991
OG0000695	Praf.g_01425	Prau.g_00993
OG0000696	Praf.g_01424	Prau.g_00994
OG0000697	Praf.g_01422	Prau.g_00995
OG0000698	Praf.g_01419	Prau.g_00998
OG0000699	Praf.g_01417	Prau.g_00999
OG0000700	Praf.g_01416	Prau.g_01000
OG0000701	Praf.g_01415	Prau.g_01001
OG0000702	Praf.g_01408	Prau.g_01003
OG0000703	Praf.g_01407	Prau.g_01004
OG0000704	Praf.g_01405	Prau.g_01005
OG0000705	Praf.g_01399	Prau.g_01009
OG0000706	Praf.g_01398	Prau.g_01010
OG0000707	Praf.g_01397	Prau.g_01011
OG0000708	Praf.g_01395	Prau.g_01012
OG0000709	Praf.g_01388	Prau.g_01016
OG0000710	Praf.g_01383, Praf.g_01384	Prau.g_01019
OG0000711	Praf.g_01360	Prau.g_01036
OG0000712	Praf.g_01359	Prau.g_01038
OG0000713	Praf.g_01358	Prau.g_01039
OG0000714	Praf.g_01355	Prau.g_01040
OG0000715	Praf.g_01353	Prau.g_01042
OG0000716	Praf.g_01349	Prau.g_01044
OG0000717	Praf.g_01348	Prau.g_01045
OG0000718	Praf.g_01343	Prau.g_01058
OG0000719	Praf.g_01341	Prau.g_01060
OG0000720	Praf.g_01328	Prau.g_01069
OG0000721	Praf.g_01327	Prau.g_01071
OG0000722	Praf.g_01326	Prau.g_01072
OG0000723	Praf.g_01322	Prau.g_01075
OG0000724	Praf.g_01279	Prau.g_01084
OG0000725	Praf.g_01270	Prau.g_01090
OG0000726	Praf.g_01269	Prau.g_01091
OG0000727	Praf.g_01268	Prau.g_01092
OG0000728	Praf.g_01267	Prau.g_01094
OG0000729	Praf.g_00162	Prau.g_01138
OG0000730	Praf.g_02056	Prau.g_01142
OG0000731	Praf.g_02047	Prau.g_01146
OG0000732	Praf.g_00055	Prau.g_01155
OG0000733	Praf.g_02698	Prau.g_01175
OG0000734	Praf.g_00233	Prau.g_01192
OG0000735	Praf.g_00822	Prau.g_01194
OG0000736	Praf.g_00823	Prau.g_01195
OG0000737	Praf.g_00824	Prau.g_01196
OG0000738	Praf.g_00830	Prau.g_01200
OG0000739	Praf.g_00832	Prau.g_01201
OG0000740	Praf.g_00833	Prau.g_01202
OG0000741	Praf.g_00836	Prau.g_01203
OG0000742	Praf.g_00853	Prau.g_01205
OG0000743	Praf.g_00855	Prau.g_01207
OG0000744	Praf.g_00856	Prau.g_01208
OG0000745	Praf.g_00858	Prau.g_01209
OG0000746	Praf.g_00860	Prau.g_01211
OG0000747	Praf.g_00861	Prau.g_01212
OG0000748	Praf.g_00873	Prau.g_01215
OG0000749	Praf.g_00874	Prau.g_01216
OG0000750	Praf.g_00875	Prau.g_01217
OG0000751	Praf.g_00880	Prau.g_01219
OG0000752	Praf.g_00882	Prau.g_01221
OG0000753	Praf.g_00885	Prau.g_01224
OG0000754	Praf.g_00914	Prau.g_01227
OG0000755	Praf.g_00921	Prau.g_01230
OG0000756	Praf.g_00922	Prau.g_01231
OG0000757	Praf.g_00929	Prau.g_01237
OG0000758	Praf.g_00930	Prau.g_01238
OG0000759	Praf.g_00931	Prau.g_01239
OG0000760	Praf.g_00932	Prau.g_01240
OG0000761	Praf.g_00933	Prau.g_01241
OG0000762	Praf.g_00913	Prau.g_01242
OG0000763	Praf.g_00911	Prau.g_01244
OG0000764	Praf.g_00910	Prau.g_01245
OG0000765	Praf.g_00895	Prau.g_01254
OG0000766	Praf.g_00894	Prau.g_01255
OG0000767	Praf.g_00892	Prau.g_01257
OG0000768	Praf.g_00891	Prau.g_01258
OG0000769	Praf.g_00887	Prau.g_01260
OG0000770	Praf.g_00937	Prau.g_01262
OG0000771	Praf.g_01285	Prau.g_01271, Prau.g_01496
OG0000772	Praf.g_00548	Prau.g_01346
OG0000773	Praf.g_00808	Prau.g_01361
OG0000774	Praf.g_00804	Prau.g_01363
OG0000775	Praf.g_00802	Prau.g_01366
OG0000776	Praf.g_00801	Prau.g_01367
OG0000777	Praf.g_00800	Prau.g_01368
OG0000778	Praf.g_00799	Prau.g_01369
OG0000779	Praf.g_00794	Prau.g_01373
OG0000780	Praf.g_00791	Prau.g_01374
OG0000781	Praf.g_00787	Prau.g_01377
OG0000782	Praf.g_00786	Prau.g_01378
OG0000783	Praf.g_00785	Prau.g_01379
OG0000784	Praf.g_00784	Prau.g_01380
OG0000785	Praf.g_00782	Prau.g_01382
OG0000786	Praf.g_00777	Prau.g_01384
OG0000787	Praf.g_00776	Prau.g_01385
OG0000788	Praf.g_01996	Prau.g_01396
OG0000789	Praf.g_01001	Prau.g_01399
OG0000790	Praf.g_00579	Prau.g_01414
OG0000791	Praf.g_00577	Prau.g_01416
OG0000792	Praf.g_00576	Prau.g_01417
OG0000793	Praf.g_00572	Prau.g_01420
OG0000794	Praf.g_00571	Prau.g_01421
OG0000795	Praf.g_00570	Prau.g_01422
OG0000796	Praf.g_00566	Prau.g_01426
OG0000797	Praf.g_00565	Prau.g_01427
OG0000799	Praf.g_01765	Prau.g_01510
OG0000800	Praf.g_01766	Prau.g_01511
OG0000801	Praf.g_01767	Prau.g_01512
OG0000802	Praf.g_01773	Prau.g_01514
OG0000803	Praf.g_01779	Prau.g_01516
OG0000804	Praf.g_01781	Prau.g_01517
OG0000805	Praf.g_01783	Prau.g_01519
OG0000806	Praf.g_01785	Prau.g_01521
OG0000807	Praf.g_01787	Prau.g_01522
OG0000808	Praf.g_01788	Prau.g_01523
OG0000809	Praf.g_01792	Prau.g_01526
OG0000810	Praf.g_01793	Prau.g_01527
OG0000811	Praf.g_01801	Prau.g_01534
OG0000812	Praf.g_01803	Prau.g_01536
OG0000813	Praf.g_01804	Prau.g_01537
OG0000814	Praf.g_01806	Prau.g_01539
OG0000815	Praf.g_01807	Prau.g_01540
OG0000816	Praf.g_01809	Prau.g_01542
OG0000817	Praf.g_01810	Prau.g_01543
OG0000818	Praf.g_01822	Prau.g_01548
OG0000819	Praf.g_01823	Prau.g_01549
OG0000820	Praf.g_01824	Prau.g_01550
OG0000821	Praf.g_01831	Prau.g_01554
OG0000822	Praf.g_01833	Prau.g_01555
OG0000823	Praf.g_01834	Prau.g_01556
OG0000824	Praf.g_01838	Prau.g_01559
OG0000825	Praf.g_01839	Prau.g_01560
OG0000826	Praf.g_01840	Prau.g_01561
OG0000827	Praf.g_01841	Prau.g_01562
OG0000828	Praf.g_01844	Prau.g_01565
OG0000829	Praf.g_01845	Prau.g_01566
OG0000830	Praf.g_01846	Prau.g_01567
OG0000831	Praf.g_01849	Prau.g_01569
OG0000832	Praf.g_00542	Prau.g_01575
OG0000833	Praf.g_00534	Prau.g_01583
OG0000834	Praf.g_00533	Prau.g_01584
OG0000835	Praf.g_00532	Prau.g_01585
OG0000836	Praf.g_00530	Prau.g_01586
OG0000837	Praf.g_00529	Prau.g_01587
OG0000838	Praf.g_00525	Prau.g_01589
OG0000839	Praf.g_00524	Prau.g_01590
OG0000840	Praf.g_00523	Prau.g_01591
OG0000841	Praf.g_00522	Prau.g_01592
OG0000842	Praf.g_00521	Prau.g_01593
OG0000843	Praf.g_00520	Prau.g_01594
OG0000844	Praf.g_00518	Prau.g_01595
OG0000845	Praf.g_00517	Prau.g_01596
OG0000846	Praf.g_00516	Prau.g_01597
OG0000847	Praf.g_00515	Prau.g_01598
OG0000848	Praf.g_00513	Prau.g_01599
OG0000849	Praf.g_00512	Prau.g_01600
OG0000850	Praf.g_00511	Prau.g_01602
OG0000851	Praf.g_00508	Prau.g_01603
OG0000852	Praf.g_00507	Prau.g_01604
OG0000853	Praf.g_00502	Prau.g_01608
OG0000854	Praf.g_00500	Prau.g_01610
OG0000855	Praf.g_00499	Prau.g_01611
OG0000856	Praf.g_01677	Prau.g_01626
OG0000857	Praf.g_01546	Prau.g_01652
OG0000858	Praf.g_00490	Prau.g_01726
OG0000859	Praf.g_00489	Prau.g_01727
OG0000860	Praf.g_00478	Prau.g_01734
OG0000861	Praf.g_00477	Prau.g_01735
OG0000862	Praf.g_00475	Prau.g_01736
OG0000863	Praf.g_00472	Prau.g_01738
OG0000864	Praf.g_00471	Prau.g_01739
OG0000865	Praf.g_00470	Prau.g_01740
OG0000866	Praf.g_00469	Prau.g_01741
OG0000867	Praf.g_00468	Prau.g_01742
OG0000868	Praf.g_00466	Prau.g_01743
OG0000869	Praf.g_00463	Prau.g_01747
OG0000870	Praf.g_00458	Prau.g_01752
OG0000871	Praf.g_00457	Prau.g_01753
OG0000872	Praf.g_00455	Prau.g_01754
OG0000873	Praf.g_00452	Prau.g_01757
OG0000874	Praf.g_00448	Prau.g_01760
OG0000875	Praf.g_00447	Prau.g_01761
OG0000876	Praf.g_00446	Prau.g_01762
OG0000877	Praf.g_00443	Prau.g_01764
OG0000878	Praf.g_00442	Prau.g_01765
OG0000879	Praf.g_00441	Prau.g_01766
OG0000880	Praf.g_00440	Prau.g_01767
OG0000881	Praf.g_00434	Prau.g_01771
OG0000882	Praf.g_00429	Prau.g_01776
OG0000883	Praf.g_00427	Prau.g_01777
OG0000884	Praf.g_00425	Prau.g_01779
OG0000885	Praf.g_00424	Prau.g_01780
OG0000886	Praf.g_00423	Prau.g_01781
OG0000887	Praf.g_00422	Prau.g_01782
OG0000888	Praf.g_00420	Prau.g_01784
OG0000889	Praf.g_00418	Prau.g_01786
OG0000890	Praf.g_00405	Prau.g_01787
OG0000891	Praf.g_00404	Prau.g_01788
OG0000892	Praf.g_00402	Prau.g_01790
OG0000893	Praf.g_02202	Prau.g_01794
OG0000894	Praf.g_02199	Prau.g_01796
OG0000895	Praf.g_02195	Prau.g_01799
OG0000896	Praf.g_02194	Prau.g_01800
OG0000897	Praf.g_02192	Prau.g_01802
OG0000898	Praf.g_02191	Prau.g_01803
OG0000899	Praf.g_02190	Prau.g_01804
OG0000900	Praf.g_02189	Prau.g_01805
OG0000901	Praf.g_02185	Prau.g_01808
OG0000902	Praf.g_02183	Prau.g_01810
OG0000903	Praf.g_02170	Prau.g_01813
OG0000904	Praf.g_02175	Prau.g_01815
OG0000905	Praf.g_02177	Prau.g_01820
OG0000906	Praf.g_02179	Prau.g_01821
OG0000907	Praf.g_02163	Prau.g_01827
OG0000908	Praf.g_02160	Prau.g_01830
OG0000909	Praf.g_02159	Prau.g_01831
OG0000910	Praf.g_02158	Prau.g_01832
OG0000911	Praf.g_02156	Prau.g_01834
OG0000912	Praf.g_02155	Prau.g_01835
OG0000913	Praf.g_02154	Prau.g_01836
OG0000914	Praf.g_02153	Prau.g_01837
OG0000915	Praf.g_02152	Prau.g_01838
OG0000916	Praf.g_02151	Prau.g_01839
OG0000917	Praf.g_02150	Prau.g_01840
OG0000918	Praf.g_02149	Prau.g_01841
OG0000919	Praf.g_02148	Prau.g_01842
OG0000920	Praf.g_02147	Prau.g_01843
OG0000921	Praf.g_02146	Prau.g_01844
OG0000922	Praf.g_02145	Prau.g_01845
OG0000923	Praf.g_02141	Prau.g_01849
OG0000924	Praf.g_02140	Prau.g_01850
OG0000925	Praf.g_02139	Prau.g_01851
OG0000926	Praf.g_02138	Prau.g_01852
OG0000927	Praf.g_02136	Prau.g_01854
OG0000928	Praf.g_02135	Prau.g_01855
OG0000929	Praf.g_02134	Prau.g_01856
OG0000930	Praf.g_02133	Prau.g_01857
OG0000931	Praf.g_02132	Prau.g_01858
OG0000932	Praf.g_02131	Prau.g_01859
OG0000933	Praf.g_02126	Prau.g_01863
OG0000934	Praf.g_02124	Prau.g_01865
OG0000935	Praf.g_02123	Prau.g_01866
OG0000936	Praf.g_02122	Prau.g_01867
OG0000937	Praf.g_02121	Prau.g_01868
OG0000938	Praf.g_02118	Prau.g_01870
OG0000939	Praf.g_02117	Prau.g_01871
OG0000940	Praf.g_02106	Prau.g_01878
OG0000941	Praf.g_02104	Prau.g_01880
OG0000942	Praf.g_02102	Prau.g_01882
OG0000943	Praf.g_02101	Prau.g_01883
OG0000944	Praf.g_02099	Prau.g_01884
OG0000945	Praf.g_02097	Prau.g_01885
OG0000946	Praf.g_02082	Prau.g_01889
OG0000947	Praf.g_02079	Prau.g_01891
OG0000948	Praf.g_02078	Prau.g_01892
OG0000949	Praf.g_02075	Prau.g_01895
OG0000950	Praf.g_02383	Prau.g_01900
OG0000951	Praf.g_02388	Prau.g_01904
OG0000952	Praf.g_02393	Prau.g_01908
OG0000953	Praf.g_02397	Prau.g_01911
OG0000954	Praf.g_00195	Prau.g_01915
OG0000955	Praf.g_00194	Prau.g_01916
OG0000956	Praf.g_00192	Prau.g_01918
OG0000957	Praf.g_00180	Prau.g_01923
OG0000958	Praf.g_00179	Prau.g_01924
OG0000959	Praf.g_00175	Prau.g_01928
OG0000960	Praf.g_00174	Prau.g_01929
OG0000961	Praf.g_00165	Prau.g_01931
OG0000962	Praf.g_00163	Prau.g_01933
OG0000963	Praf.g_00157	Prau.g_01937
OG0000964	Praf.g_00156	Prau.g_01938
OG0000965	Praf.g_00155	Prau.g_01939
OG0000966	Praf.g_00089	Prau.g_01946
OG0000967	Praf.g_00082	Prau.g_01951
OG0000968	Praf.g_00077	Prau.g_01953
OG0000969	Praf.g_00075	Prau.g_01954
OG0000970	Praf.g_00074	Prau.g_01955
OG0000971	Praf.g_00072	Prau.g_01956
OG0000972	Praf.g_00071	Prau.g_01957
OG0000973	Praf.g_00070	Prau.g_01958
OG0000974	Praf.g_00069	Prau.g_01959
OG0000975	Praf.g_00068	Prau.g_01960
OG0000976	Praf.g_00067	Prau.g_01961
OG0000977	Praf.g_00064	Prau.g_01962
OG0000978	Praf.g_00063	Prau.g_01963
OG0000979	Praf.g_00060	Prau.g_01966
OG0000980	Praf.g_00056	Prau.g_01968
OG0000981	Praf.g_00053	Prau.g_01970
OG0000982	Praf.g_02657	Prau.g_01972
OG0000983	Praf.g_02658	Prau.g_01973
OG0000984	Praf.g_02659	Prau.g_01974
OG0000985	Praf.g_02663	Prau.g_01977
OG0000986	Praf.g_02665	Prau.g_01979
OG0000987	Praf.g_02667	Prau.g_01980
OG0000988	Praf.g_02671	Prau.g_01983
OG0000989	Praf.g_02680	Prau.g_01986
OG0000990	Praf.g_02702	Prau.g_01989
OG0000991	Praf.g_02716	Prau.g_01990
OG0000992	Praf.g_02719	Prau.g_01992
OG0000993	Praf.g_02720	Prau.g_01993
OG0000994	Praf.g_02723	Prau.g_01994
OG0000995	Praf.g_02730	Prau.g_01998
OG0000996	Praf.g_02743	Prau.g_01999
OG0000997	Praf.g_02753	Prau.g_02000
OG0000998	Praf.g_02755	Prau.g_02002
OG0000999	Praf.g_02756	Prau.g_02003
OG0001000	Praf.g_02759	Prau.g_02006
OG0001001	Praf.g_02764	Prau.g_02008
OG0001002	Praf.g_02770	Prau.g_02012
OG0001003	Praf.g_02772	Prau.g_02014
OG0001004	Praf.g_02773	Prau.g_02015
OG0001005	Praf.g_02775	Prau.g_02016
OG0001006	Praf.g_02781	Prau.g_02020
OG0001007	Praf.g_02783	Prau.g_02022
OG0001008	Praf.g_01988	Prau.g_00478
OG0001009	Praf.g_00032	Prau.g_00027
OG0001010	Praf.g_00033	Prau.g_00028
OG0001011	Praf.g_00035	Prau.g_00029
OG0001012	Praf.g_02654	Prau.g_00050
OG0001013	Praf.g_02603	Prau.g_00056
OG0001014	Praf.g_02597	Prau.g_00059
OG0001015	Praf.g_02596	Prau.g_00060
OG0001016	Praf.g_00316	Prau.g_00074
OG0001017	Praf.g_00310	Prau.g_00078
OG0001018	Praf.g_00308	Prau.g_00081
OG0001019	Praf.g_00296	Prau.g_00090
OG0001020	Praf.g_00268	Prau.g_00091
OG0001021	Praf.g_00264	Prau.g_00092
OG0001022	Praf.g_00259	Prau.g_00095
OG0001023	Praf.g_00258	Prau.g_00096
OG0001024	Praf.g_00254	Prau.g_00099
OG0001025	Praf.g_00247	Prau.g_00105
OG0001026	Praf.g_00230	Prau.g_00112
OG0001027	Praf.g_00225	Prau.g_00113
OG0001028	Praf.g_00223	Prau.g_00115
OG0001029	Praf.g_00221	Prau.g_00116
OG0001030	Praf.g_02408	Prau.g_00131
OG0001031	Praf.g_02497	Prau.g_00187
OG0001032	Praf.g_02500	Prau.g_00188
OG0001033	Praf.g_02533	Prau.g_00209
OG0001034	Praf.g_00385	Prau.g_00237
OG0001035	Praf.g_02243	Prau.g_00256
OG0001036	Praf.g_02247	Prau.g_00261
OG0001037	Praf.g_02249	Prau.g_00262
OG0001038	Praf.g_02277	Prau.g_00280
OG0001039	Praf.g_02280	Prau.g_00283
OG0001040	Praf.g_02283	Prau.g_00285
OG0001041	Praf.g_02288	Prau.g_00289
OG0001042	Praf.g_02316	Prau.g_00306
OG0001043	Praf.g_02318	Prau.g_00307
OG0001044	Praf.g_02055	Prau.g_00335
OG0001045	Praf.g_02044	Prau.g_00344
OG0001046	Praf.g_00495	Prau.g_00382
OG0001047	Praf.g_01986	Prau.g_00480
OG0001048	Praf.g_01985	Prau.g_00481
OG0001049	Praf.g_01982	Prau.g_00483
OG0001050	Praf.g_01981	Prau.g_00484
OG0001051	Praf.g_01980	Prau.g_00485
OG0001052	Praf.g_01911	Prau.g_00512
OG0001053	Praf.g_00598	Prau.g_00524
OG0001054	Praf.g_00615	Prau.g_00539
OG0001055	Praf.g_00636	Prau.g_00558
OG0001056	Praf.g_00665	Prau.g_00576
OG0001057	Praf.g_00675	Prau.g_00581
OG0001058	Praf.g_00689	Prau.g_00589
OG0001059	Praf.g_00693	Prau.g_00593
OG0001060	Praf.g_00700	Prau.g_00600
OG0001061	Praf.g_00717	Prau.g_00613
OG0001062	Praf.g_00719	Prau.g_00615
OG0001063	Praf.g_00723	Prau.g_00617
OG0001064	Praf.g_00724	Prau.g_00618
OG0001065	Praf.g_00725	Prau.g_00619
OG0001066	Praf.g_00726	Prau.g_00620
OG0001067	Praf.g_00728	Prau.g_00621
OG0001068	Praf.g_00729	Prau.g_00622
OG0001069	Praf.g_00730	Prau.g_00623
OG0001070	Praf.g_00734	Prau.g_00626
OG0001071	Praf.g_00735	Prau.g_00627
OG0001072	Praf.g_00738	Prau.g_00628
OG0001073	Praf.g_00758	Prau.g_00642
OG0001074	Praf.g_01659	Prau.g_00653
OG0001075	Praf.g_01661	Prau.g_00654
OG0001076	Praf.g_01669	Prau.g_00664
OG0001077	Praf.g_01680	Prau.g_00668
OG0001078	Praf.g_01693	Prau.g_00676
OG0001079	Praf.g_01713	Prau.g_00687
OG0001080	Praf.g_01722	Prau.g_00693
OG0001081	Praf.g_01728	Prau.g_00695
OG0001082	Praf.g_01729	Prau.g_00696
OG0001083	Praf.g_01737	Prau.g_00701
OG0001084	Praf.g_01738	Prau.g_00702
OG0001085	Praf.g_01749	Prau.g_00710
OG0001086	Praf.g_01751	Prau.g_00711
OG0001087	Praf.g_01225	Prau.g_00728
OG0001088	Praf.g_01221	Prau.g_00729
OG0001089	Praf.g_01124	Prau.g_00737
OG0001090	Praf.g_01303	Prau.g_00756
OG0001091	Praf.g_01305	Prau.g_00758
OG0001092	Praf.g_01307	Prau.g_00759
OG0001093	Praf.g_01311	Prau.g_00764
OG0001094	Praf.g_01524	Prau.g_00848
OG0001095	Praf.g_01543	Prau.g_00867
OG0001096	Praf.g_01560	Prau.g_00880
OG0001097	Praf.g_01602	Prau.g_00898
OG0001098	Praf.g_01444	Prau.g_00914
OG0001099	Praf.g_00222	Prau.g_00946
OG0001100	Praf.g_01454	Prau.g_00950
OG0001101	Praf.g_01455	Prau.g_00952
OG0001102	Praf.g_01458	Prau.g_00954
OG0001104	Praf.g_01511	Prau.g_00978
OG0001105	Praf.g_01506	Prau.g_00982
OG0001106	Praf.g_01404	Prau.g_01006
OG0001107	Praf.g_01394	Prau.g_01013
OG0001108	Praf.g_01387	Prau.g_01017
OG0001109	Praf.g_01385	Prau.g_01018
OG0001110	Praf.g_01382	Prau.g_01020
OG0001111	Praf.g_01380	Prau.g_01021
OG0001112	Praf.g_01378	Prau.g_01022
OG0001113	Praf.g_01377	Prau.g_01023
OG0001114	Praf.g_01376	Prau.g_01024
OG0001115	Praf.g_01374	Prau.g_01026
OG0001116	Praf.g_01372	Prau.g_01027
OG0001117	Praf.g_01371	Prau.g_01028
OG0001118	Praf.g_01370	Prau.g_01029
OG0001119	Praf.g_01369	Prau.g_01030
OG0001120	Praf.g_01366	Prau.g_01032
OG0001122	Praf.g_01340	Prau.g_01061
OG0001123	Praf.g_01333	Prau.g_01065
OG0001124	Praf.g_01331	Prau.g_01067
OG0001125	Praf.g_01329	Prau.g_01068
OG0001126	Praf.g_01287	Prau.g_01078
OG0001127	Praf.g_01286	Prau.g_01079
OG0001128	Praf.g_01283	Prau.g_01081
OG0001129	Praf.g_01281	Prau.g_01082
OG0001130	Praf.g_01280	Prau.g_01083
OG0001131	Praf.g_01296	Prau.g_01118
OG0001132	Praf.g_01652	Prau.g_01127
OG0001133	Praf.g_01671	Prau.g_01160
OG0001134	Praf.g_02690	Prau.g_01174
OG0001135	Praf.g_02692	Prau.g_01177
OG0001136	Praf.g_00852	Prau.g_01204
OG0001137	Praf.g_00872	Prau.g_01214
OG0001138	Praf.g_00923	Prau.g_01232
OG0001139	Praf.g_00925	Prau.g_01233
OG0001140	Praf.g_00926	Prau.g_01234
OG0001141	Praf.g_00927	Prau.g_01235
OG0001142	Praf.g_00928	Prau.g_01236
OG0001143	Praf.g_00912	Prau.g_01243
OG0001144	Praf.g_00904	Prau.g_01248
OG0001145	Praf.g_00806	Prau.g_01362
OG0001146	Praf.g_00790	Prau.g_01375
OG0001147	Praf.g_01897	Prau.g_01395
OG0001148	Praf.g_00582	Prau.g_01411
OG0001149	Praf.g_00581	Prau.g_01412
OG0001150	Praf.g_00580	Prau.g_01413
OG0001151	Praf.g_00568	Prau.g_01424
OG0001152	Praf.g_00567	Prau.g_01425
OG0001153	Praf.g_01842	Prau.g_01563
OG0001154	Praf.g_01843	Prau.g_01564
OG0001155	Praf.g_00540	Prau.g_01576
OG0001156	Praf.g_00537	Prau.g_01579
OG0001157	Praf.g_01653	Prau.g_01580
OG0001158	Praf.g_00536	Prau.g_01581
OG0001159	Praf.g_00535	Prau.g_01582
OG0001160	Praf.g_00504	Prau.g_01606
OG0001161	Praf.g_01650	Prau.g_01619
