Orthogroup	Praf	Prav
OG0000577	Praf.g_00754	Prav.g_01196
OG0000578	Praf.g_00755	Prav.g_01197
OG0000579	Praf.g_00756	Prav.g_01198
OG0000580	Praf.g_00757	Prav.g_01199
OG0000581	Praf.g_00761	Prav.g_01201
OG0000582	Praf.g_00765	Prav.g_01204
OG0000583	Praf.g_00766	Prav.g_01205
OG0000584	Praf.g_00767	Prav.g_01206
OG0000585	Praf.g_00769	Prav.g_01208
OG0000586	Praf.g_00771	Prav.g_01209
OG0000587	Praf.g_00773	Prav.g_01210
OG0000588	Praf.g_01663	Prav.g_01214
OG0000589	Praf.g_01666	Prav.g_01219
OG0000590	Praf.g_01667	Prav.g_01220
OG0000591	Praf.g_01674	Prav.g_01223
OG0000592	Praf.g_01675	Prav.g_01224
OG0000593	Praf.g_01688	Prav.g_01230
OG0000594	Praf.g_01689	Prav.g_01231
OG0000595	Praf.g_01690	Prav.g_01232
OG0000596	Praf.g_01695	Prav.g_01236
OG0000597	Praf.g_01698	Prav.g_01238
OG0000598	Praf.g_01699	Prav.g_01239
OG0000599	Praf.g_01709	Prav.g_01242
OG0000600	Praf.g_01710	Prav.g_01243
OG0000601	Praf.g_01711	Prav.g_01244
OG0000602	Praf.g_01716	Prav.g_01246
OG0000603	Praf.g_01717	Prav.g_01247
OG0000604	Praf.g_01718	Prav.g_01248
OG0000605	Praf.g_01720	Prav.g_01249
OG0000606	Praf.g_01727	Prav.g_01252
OG0000607	Praf.g_01730	Prav.g_01255
OG0000608	Praf.g_01731	Prav.g_01256
OG0000609	Praf.g_01733	Prav.g_01257
OG0000610	Praf.g_01741	Prav.g_01262
OG0000611	Praf.g_01744	Prav.g_01265
OG0000612	Praf.g_01745	Prav.g_01266
OG0000613	Praf.g_02344	Prav.g_01271
OG0000614	Praf.g_01207	Prav.g_01290
OG0000615	Praf.g_01489	Prav.g_01298
OG0000616	Praf.g_02767	Prav.g_01312
OG0000617	Praf.g_01308	Prav.g_00312
OG0000618	Praf.g_01309	Prav.g_00313
OG0000619	Praf.g_01310	Prav.g_00314
OG0000620	Praf.g_01314	Prav.g_00317
OG0000621	Praf.g_01315	Prav.g_00318
OG0000622	Praf.g_01316	Prav.g_00319
OG0000623	Praf.g_01317	Prav.g_00320
OG0000624	Praf.g_01318	Prav.g_00321
OG0000625	Praf.g_01319	Prav.g_00322
OG0000626	Praf.g_01320	Prav.g_00323
OG0000627	Praf.g_01441	Prav.g_00324
OG0000628	Praf.g_01440	Prav.g_00325
OG0000629	Praf.g_01437	Prav.g_00326
OG0000630	Praf.g_01433	Prav.g_00329
OG0000631	Praf.g_01429	Prav.g_00388
OG0000632	Praf.g_01428	Prav.g_00389
OG0000633	Praf.g_01427	Prav.g_00390
OG0000634	Praf.g_01526	Prav.g_00393
OG0000635	Praf.g_01527	Prav.g_00394
OG0000636	Praf.g_01529	Prav.g_00396
OG0000637	Praf.g_01531	Prav.g_00398
OG0000638	Praf.g_01532	Prav.g_00399
OG0000639	Praf.g_01533	Prav.g_00400
OG0000640	Praf.g_01534	Prav.g_00401
OG0000641	Praf.g_01538	Prav.g_00405
OG0000642	Praf.g_01539	Prav.g_00406
OG0000643	Praf.g_01540	Prav.g_00407
OG0000644	Praf.g_01541	Prav.g_00408
OG0000645	Praf.g_01542	Prav.g_00409
OG0000646	Praf.g_01545	Prav.g_00411
OG0000647	Praf.g_01547	Prav.g_00412
OG0000648	Praf.g_01549	Prav.g_00414
OG0000649	Praf.g_01550	Prav.g_00415
OG0000650	Praf.g_01551	Prav.g_00416
OG0000651	Praf.g_01552	Prav.g_00417
OG0000652	Praf.g_01553	Prav.g_00418
OG0000653	Praf.g_01557	Prav.g_00420
OG0000654	Praf.g_01558	Prav.g_00421
OG0000655	Praf.g_01559	Prav.g_00422
OG0000656	Praf.g_01562	Prav.g_00425
OG0000657	Praf.g_01592	Prav.g_00432
OG0000658	Praf.g_01594	Prav.g_00433
OG0000659	Praf.g_01595	Prav.g_00434
OG0000660	Praf.g_01599	Prav.g_00438
OG0000661	Praf.g_01601	Prav.g_00440
OG0000662	Praf.g_01603	Prav.g_00442
OG0000663	Praf.g_01606	Prav.g_00444
OG0000664	Praf.g_01607	Prav.g_00445
OG0000665	Praf.g_01620	Prav.g_00449
OG0000666	Praf.g_01622	Prav.g_00450
OG0000667	Praf.g_01629	Prav.g_00454
OG0000668	Praf.g_01339	Prav.g_00483
OG0000669	Praf.g_01638	Prav.g_00490
OG0000670	Praf.g_00961	Prav.g_00492
OG0000671	Praf.g_01456	Prav.g_00494
OG0000672	Praf.g_01459	Prav.g_00497
OG0000673	Praf.g_01462	Prav.g_00500
OG0000674	Praf.g_01464	Prav.g_00502
OG0000675	Praf.g_01465	Prav.g_00503
OG0000676	Praf.g_01467	Prav.g_00505
OG0000677	Praf.g_01469	Prav.g_00506
OG0000678	Praf.g_01475	Prav.g_00508
OG0000679	Praf.g_01494	Prav.g_00512
OG0000680	Praf.g_01495	Prav.g_00513
OG0000681	Praf.g_01497	Prav.g_00515
OG0000682	Praf.g_01498	Prav.g_00516
OG0000683	Praf.g_01499	Prav.g_00517
OG0000684	Praf.g_01512	Prav.g_00519
OG0000685	Praf.g_01510	Prav.g_00521
OG0000686	Praf.g_01509	Prav.g_00522
OG0000687	Praf.g_01508	Prav.g_00523
OG0000688	Praf.g_01515	Prav.g_00526
OG0000689	Praf.g_01516	Prav.g_00527
OG0000690	Praf.g_01517	Prav.g_00528
OG0000691	Praf.g_01519	Prav.g_00529
OG0000692	Praf.g_01520	Prav.g_00530
OG0000693	Praf.g_01522	Prav.g_00531
OG0000694	Praf.g_01523	Prav.g_00532
OG0000695	Praf.g_01425	Prav.g_00534
OG0000696	Praf.g_01424	Prav.g_00535
OG0000697	Praf.g_01422	Prav.g_00536
OG0000698	Praf.g_01419	Prav.g_00539
OG0000699	Praf.g_01417	Prav.g_00540
OG0000700	Praf.g_01416	Prav.g_00541
OG0000701	Praf.g_01415	Prav.g_00542
OG0000702	Praf.g_01408	Prav.g_00544
OG0000703	Praf.g_01407	Prav.g_00545
OG0000704	Praf.g_01405	Prav.g_00546
OG0000705	Praf.g_01399	Prav.g_00550
OG0000706	Praf.g_01398	Prav.g_00551
OG0000707	Praf.g_01397	Prav.g_00552
OG0000708	Praf.g_01395	Prav.g_00553
OG0000709	Praf.g_01388	Prav.g_00557
OG0000710	Praf.g_01383, Praf.g_01384	Prav.g_00560
OG0000711	Praf.g_01360	Prav.g_00577
OG0000712	Praf.g_01359	Prav.g_00579
OG0000713	Praf.g_01358	Prav.g_00580
OG0000714	Praf.g_01355	Prav.g_00581
OG0000715	Praf.g_01353	Prav.g_00583
OG0000716	Praf.g_01349	Prav.g_00585
OG0000717	Praf.g_01348	Prav.g_00586
OG0000718	Praf.g_01343	Prav.g_00902
OG0000719	Praf.g_01341	Prav.g_00904
OG0000720	Praf.g_01328	Prav.g_00913
OG0000721	Praf.g_01327	Prav.g_00915
OG0000722	Praf.g_01326	Prav.g_00916
OG0000723	Praf.g_01322	Prav.g_00919
OG0000724	Praf.g_01279	Prav.g_00928
OG0000725	Praf.g_01270	Prav.g_00934
OG0000726	Praf.g_01269	Prav.g_00935
OG0000727	Praf.g_01268	Prav.g_00936
OG0000728	Praf.g_01267	Prav.g_00938
OG0000729	Praf.g_00162	Prav.g_00263
OG0000730	Praf.g_02056	Prav.g_00004
OG0000731	Praf.g_02047	Prav.g_00008
OG0000732	Praf.g_00055	Prav.g_00016
OG0000733	Praf.g_02698	Prav.g_00034
OG0000734	Praf.g_00233	Prav.g_00050
OG0000735	Praf.g_00822	Prav.g_00052
OG0000736	Praf.g_00823	Prav.g_00053
OG0000737	Praf.g_00824	Prav.g_00054
OG0000738	Praf.g_00830	Prav.g_00058
OG0000739	Praf.g_00832	Prav.g_00059
OG0000740	Praf.g_00833	Prav.g_00060
OG0000741	Praf.g_00836	Prav.g_00061
OG0000742	Praf.g_00853	Prav.g_00064
OG0000743	Praf.g_00855	Prav.g_00066
OG0000744	Praf.g_00856	Prav.g_00067
OG0000745	Praf.g_00858	Prav.g_00068
OG0000746	Praf.g_00860	Prav.g_00070
OG0000747	Praf.g_00861	Prav.g_00071
OG0000748	Praf.g_00873	Prav.g_00074
OG0000749	Praf.g_00874	Prav.g_00075
OG0000750	Praf.g_00875	Prav.g_00076
OG0000751	Praf.g_00880	Prav.g_01868
OG0000752	Praf.g_00882	Prav.g_01866
OG0000753	Praf.g_00885	Prav.g_01863
OG0000754	Praf.g_00914	Prav.g_01860
OG0000755	Praf.g_00921	Prav.g_01857
OG0000756	Praf.g_00922	Prav.g_01856
OG0000757	Praf.g_00929	Prav.g_01850
OG0000758	Praf.g_00930	Prav.g_01849
OG0000759	Praf.g_00931	Prav.g_01848
OG0000760	Praf.g_00932	Prav.g_01847
OG0000761	Praf.g_00933	Prav.g_01846
OG0000762	Praf.g_00913	Prav.g_01845
OG0000763	Praf.g_00911	Prav.g_01843
OG0000764	Praf.g_00910	Prav.g_01842
OG0000765	Praf.g_00895	Prav.g_01833
OG0000766	Praf.g_00894	Prav.g_01832
OG0000767	Praf.g_00892	Prav.g_01830
OG0000768	Praf.g_00891	Prav.g_01829
OG0000769	Praf.g_00887	Prav.g_01827
OG0000770	Praf.g_00937	Prav.g_01825
OG0000771	Praf.g_01285	Prav.g_02003
OG0000772	Praf.g_00548	Prav.g_01409
OG0000773	Praf.g_00808	Prav.g_01429
OG0000774	Praf.g_00804	Prav.g_01431
OG0000775	Praf.g_00802	Prav.g_01433
OG0000776	Praf.g_00801	Prav.g_01434
OG0000777	Praf.g_00800	Prav.g_01435
OG0000778	Praf.g_00799	Prav.g_01436
OG0000779	Praf.g_00794	Prav.g_01440
OG0000780	Praf.g_00791	Prav.g_01441
OG0000781	Praf.g_00787	Prav.g_01444
OG0000782	Praf.g_00786	Prav.g_01445
OG0000783	Praf.g_00785	Prav.g_01446
OG0000784	Praf.g_00784	Prav.g_01447
OG0000785	Praf.g_00782	Prav.g_01449
OG0000786	Praf.g_00777	Prav.g_01451
OG0000787	Praf.g_00776	Prav.g_01452
OG0000788	Praf.g_01996	Prav.g_01460
OG0000789	Praf.g_01001	Prav.g_01463
OG0000790	Praf.g_00579	Prav.g_01478
OG0000791	Praf.g_00577	Prav.g_01480
OG0000792	Praf.g_00576	Prav.g_01481
OG0000793	Praf.g_00572	Prav.g_01484
OG0000794	Praf.g_00571	Prav.g_01485
OG0000795	Praf.g_00570	Prav.g_01486
OG0000796	Praf.g_00566	Prav.g_01490
OG0000797	Praf.g_00565	Prav.g_01491
OG0000799	Praf.g_01765	Prav.g_01560
OG0000800	Praf.g_01766	Prav.g_01561
OG0000801	Praf.g_01767	Prav.g_01562
OG0000802	Praf.g_01773	Prav.g_01564
OG0000803	Praf.g_01779	Prav.g_01566
OG0000804	Praf.g_01781	Prav.g_01567
OG0000805	Praf.g_01783	Prav.g_01569
OG0000806	Praf.g_01785	Prav.g_01571
OG0000807	Praf.g_01787	Prav.g_01572
OG0000808	Praf.g_01788	Prav.g_01573
OG0000809	Praf.g_01792	Prav.g_01576
OG0000810	Praf.g_01793	Prav.g_01577
OG0000811	Praf.g_01801	Prav.g_01581
OG0000812	Praf.g_01803	Prav.g_01583
OG0000813	Praf.g_01804	Prav.g_01584
OG0000814	Praf.g_01806	Prav.g_01586
OG0000815	Praf.g_01807	Prav.g_01587
OG0000816	Praf.g_01809	Prav.g_01589
OG0000817	Praf.g_01810	Prav.g_01590
OG0000818	Praf.g_01822	Prav.g_01595
OG0000819	Praf.g_01823	Prav.g_01596
OG0000820	Praf.g_01824	Prav.g_01597
OG0000821	Praf.g_01831	Prav.g_01601
OG0000822	Praf.g_01833	Prav.g_01602
OG0000823	Praf.g_01834	Prav.g_01603
OG0000824	Praf.g_01838	Prav.g_01606
OG0000825	Praf.g_01839	Prav.g_01607
OG0000826	Praf.g_01840	Prav.g_01608
OG0000827	Praf.g_01841	Prav.g_01609
OG0000828	Praf.g_01844	Prav.g_01612
OG0000829	Praf.g_01845	Prav.g_01613
OG0000830	Praf.g_01846	Prav.g_01614
OG0000831	Praf.g_01849	Prav.g_01616
OG0000832	Praf.g_00542	Prav.g_01622
OG0000833	Praf.g_00534	Prav.g_01630
OG0000834	Praf.g_00533	Prav.g_01631
OG0000835	Praf.g_00532	Prav.g_01632
OG0000836	Praf.g_00530	Prav.g_01633
OG0000837	Praf.g_00529	Prav.g_01634
OG0000838	Praf.g_00525	Prav.g_01636
OG0000839	Praf.g_00524	Prav.g_01637
OG0000840	Praf.g_00523	Prav.g_01638
OG0000841	Praf.g_00522	Prav.g_01639
OG0000842	Praf.g_00521	Prav.g_01640
OG0000843	Praf.g_00520	Prav.g_01641
OG0000844	Praf.g_00518	Prav.g_01642
OG0000845	Praf.g_00517	Prav.g_01643
OG0000846	Praf.g_00516	Prav.g_01644
OG0000847	Praf.g_00515	Prav.g_01645
OG0000848	Praf.g_00513	Prav.g_01646
OG0000849	Praf.g_00512	Prav.g_01647
OG0000850	Praf.g_00511	Prav.g_01649
OG0000851	Praf.g_00508	Prav.g_01650
OG0000852	Praf.g_00507	Prav.g_01651
OG0000853	Praf.g_00502	Prav.g_01655
OG0000854	Praf.g_00500	Prav.g_01657
OG0000855	Praf.g_00499	Prav.g_01658
OG0000856	Praf.g_01677	Prav.g_01671
OG0000857	Praf.g_01546	Prav.g_01699
OG0000858	Praf.g_00490	Prav.g_01755
OG0000859	Praf.g_00489	Prav.g_01756
OG0000860	Praf.g_00478	Prav.g_01763
OG0000861	Praf.g_00477	Prav.g_01764
OG0000862	Praf.g_00475	Prav.g_01765
OG0000863	Praf.g_00472	Prav.g_01767
OG0000864	Praf.g_00471	Prav.g_01768
OG0000865	Praf.g_00470	Prav.g_01769
OG0000866	Praf.g_00469	Prav.g_01770
OG0000867	Praf.g_00468	Prav.g_01771
OG0000868	Praf.g_00466	Prav.g_01772
OG0000869	Praf.g_00463	Prav.g_01776
OG0000870	Praf.g_00458	Prav.g_01781
OG0000871	Praf.g_00457	Prav.g_01782
OG0000872	Praf.g_00455	Prav.g_01783
OG0000873	Praf.g_00452	Prav.g_01786
OG0000874	Praf.g_00448	Prav.g_01789
OG0000875	Praf.g_00447	Prav.g_01790
OG0000876	Praf.g_00446	Prav.g_01791
OG0000877	Praf.g_00443	Prav.g_01793
OG0000878	Praf.g_00442	Prav.g_01794
OG0000879	Praf.g_00441	Prav.g_01795
OG0000880	Praf.g_00440	Prav.g_01796
OG0000881	Praf.g_00434	Prav.g_01800
OG0000882	Praf.g_00429	Prav.g_01805
OG0000883	Praf.g_00427	Prav.g_01807
OG0000884	Praf.g_00425	Prav.g_01809
OG0000885	Praf.g_00424	Prav.g_01810
OG0000886	Praf.g_00423	Prav.g_01811
OG0000887	Praf.g_00422	Prav.g_01812
OG0000888	Praf.g_00420	Prav.g_01814
OG0000889	Praf.g_00418	Prav.g_01816
OG0000890	Praf.g_00405	Prav.g_01817
OG0000891	Praf.g_00404	Prav.g_01818
OG0000892	Praf.g_00402	Prav.g_00264
OG0000893	Praf.g_02202	Prav.g_00268
OG0000894	Praf.g_02199	Prav.g_00270
OG0000895	Praf.g_02195	Prav.g_00273
OG0000896	Praf.g_02194	Prav.g_00274
OG0000897	Praf.g_02192	Prav.g_00276
OG0000898	Praf.g_02191	Prav.g_00277
OG0000899	Praf.g_02190	Prav.g_00278
OG0000900	Praf.g_02189	Prav.g_00279
OG0000901	Praf.g_02185	Prav.g_00282
OG0000902	Praf.g_02183	Prav.g_00284
OG0000903	Praf.g_02170	Prav.g_00287
OG0000904	Praf.g_02175	Prav.g_00289
OG0000905	Praf.g_02177	Prav.g_00294
OG0000906	Praf.g_02179	Prav.g_00295
OG0000907	Praf.g_02163	Prav.g_00590
OG0000908	Praf.g_02160	Prav.g_00593
OG0000909	Praf.g_02159	Prav.g_00594
OG0000910	Praf.g_02158	Prav.g_00595
OG0000911	Praf.g_02156	Prav.g_00597
OG0000912	Praf.g_02155	Prav.g_00598
OG0000913	Praf.g_02154	Prav.g_00599
OG0000914	Praf.g_02153	Prav.g_00600
OG0000915	Praf.g_02152	Prav.g_00601
OG0000916	Praf.g_02151	Prav.g_00602
OG0000917	Praf.g_02150	Prav.g_00603
OG0000918	Praf.g_02149	Prav.g_00604
OG0000919	Praf.g_02148	Prav.g_00605
OG0000920	Praf.g_02147	Prav.g_00606
OG0000921	Praf.g_02146	Prav.g_00607
OG0000922	Praf.g_02145	Prav.g_00608
OG0000923	Praf.g_02141	Prav.g_00612
OG0000924	Praf.g_02140	Prav.g_00613
OG0000925	Praf.g_02139	Prav.g_00614
OG0000926	Praf.g_02138	Prav.g_00615
OG0000927	Praf.g_02136	Prav.g_00617
OG0000928	Praf.g_02135	Prav.g_00618
OG0000929	Praf.g_02134	Prav.g_00619
OG0000930	Praf.g_02133	Prav.g_00620
OG0000931	Praf.g_02132	Prav.g_00621
OG0000932	Praf.g_02131	Prav.g_00622
OG0000933	Praf.g_02126	Prav.g_00626
OG0000934	Praf.g_02124	Prav.g_00628
OG0000935	Praf.g_02123	Prav.g_00629
OG0000936	Praf.g_02122	Prav.g_00630
OG0000937	Praf.g_02121	Prav.g_00631
OG0000938	Praf.g_02118	Prav.g_00633
OG0000939	Praf.g_02117	Prav.g_00634
OG0000940	Praf.g_02106	Prav.g_00641
OG0000941	Praf.g_02104	Prav.g_00643
OG0000942	Praf.g_02102	Prav.g_00645
OG0000943	Praf.g_02101	Prav.g_00646
OG0000944	Praf.g_02099	Prav.g_00647
OG0000945	Praf.g_02097	Prav.g_00648
OG0000946	Praf.g_02082	Prav.g_00653
OG0000947	Praf.g_02079	Prav.g_00655
OG0000948	Praf.g_02078	Prav.g_00656
OG0000949	Praf.g_02075	Prav.g_00659
OG0000950	Praf.g_02383	Prav.g_00664
OG0000951	Praf.g_02388	Prav.g_00668
OG0000952	Praf.g_02393	Prav.g_00672
OG0000953	Praf.g_02397	Prav.g_00675
OG0000954	Praf.g_00195	Prav.g_00679
OG0000955	Praf.g_00194	Prav.g_00680
OG0000956	Praf.g_00192	Prav.g_00682
OG0000957	Praf.g_00180	Prav.g_00687
OG0000958	Praf.g_00179	Prav.g_00688
OG0000959	Praf.g_00175	Prav.g_00692
OG0000960	Praf.g_00174	Prav.g_00693
OG0000961	Praf.g_00165	Prav.g_00695
OG0000962	Praf.g_00163	Prav.g_00697
OG0000963	Praf.g_00157	Prav.g_00701
OG0000964	Praf.g_00156	Prav.g_00702
OG0000965	Praf.g_00155	Prav.g_00703
OG0000966	Praf.g_00089	Prav.g_00710
OG0000967	Praf.g_00082	Prav.g_00714
OG0000968	Praf.g_00077	Prav.g_00716
OG0000969	Praf.g_00075	Prav.g_00717
OG0000970	Praf.g_00074	Prav.g_00718
OG0000971	Praf.g_00072	Prav.g_00719
OG0000972	Praf.g_00071	Prav.g_00720
OG0000973	Praf.g_00070	Prav.g_00721
OG0000974	Praf.g_00069	Prav.g_00722
OG0000975	Praf.g_00068	Prav.g_00723
OG0000976	Praf.g_00067	Prav.g_00724
OG0000977	Praf.g_00064	Prav.g_00725
OG0000978	Praf.g_00063	Prav.g_00726
OG0000979	Praf.g_00060	Prav.g_00729
OG0000980	Praf.g_00056	Prav.g_00731
OG0000981	Praf.g_00053	Prav.g_00733
OG0000982	Praf.g_02657	Prav.g_00735
OG0000983	Praf.g_02658	Prav.g_00736
OG0000984	Praf.g_02659	Prav.g_00737
OG0000985	Praf.g_02663	Prav.g_00740
OG0000986	Praf.g_02665	Prav.g_00742
OG0000987	Praf.g_02667	Prav.g_00743
OG0000988	Praf.g_02671	Prav.g_00746
OG0000989	Praf.g_02680	Prav.g_00750
OG0000990	Praf.g_02702	Prav.g_00753
OG0000991	Praf.g_02716	Prav.g_00754
OG0000992	Praf.g_02719	Prav.g_00756
OG0000993	Praf.g_02720	Prav.g_00757
OG0000994	Praf.g_02723	Prav.g_00758
OG0000995	Praf.g_02730	Prav.g_00762
OG0000996	Praf.g_02743	Prav.g_00763
OG0000997	Praf.g_02753	Prav.g_00764
OG0000998	Praf.g_02755	Prav.g_00766
OG0000999	Praf.g_02756	Prav.g_00767
OG0001000	Praf.g_02759	Prav.g_00770
OG0001001	Praf.g_02764	Prav.g_00772
OG0001002	Praf.g_02770	Prav.g_00776
OG0001003	Praf.g_02772	Prav.g_00778
OG0001004	Praf.g_02773	Prav.g_00779
OG0001005	Praf.g_02775	Prav.g_00780
OG0001006	Praf.g_02781	Prav.g_00784
OG0001007	Praf.g_02783	Prav.g_00786
OG0001008	Praf.g_01988	Prav.g_01036
OG0001009	Praf.g_00032	Prav.g_00095
OG0001010	Praf.g_00033	Prav.g_00096
OG0001011	Praf.g_00035	Prav.g_00097
OG0001012	Praf.g_02654	Prav.g_00114
OG0001013	Praf.g_02603	Prav.g_00119
OG0001014	Praf.g_02597	Prav.g_00122
OG0001015	Praf.g_02596	Prav.g_00123
OG0001016	Praf.g_00316	Prav.g_00138
OG0001017	Praf.g_00310	Prav.g_00142
OG0001018	Praf.g_00308	Prav.g_00145
OG0001019	Praf.g_00296	Prav.g_00154
OG0001020	Praf.g_00268	Prav.g_00155
OG0001021	Praf.g_00264	Prav.g_00156
OG0001022	Praf.g_00259	Prav.g_00159
OG0001023	Praf.g_00258	Prav.g_00160
OG0001024	Praf.g_00254	Prav.g_00163
OG0001025	Praf.g_00247	Prav.g_00169
OG0001026	Praf.g_00230	Prav.g_00176
OG0001027	Praf.g_00225	Prav.g_00177
OG0001028	Praf.g_00223	Prav.g_00179
OG0001029	Praf.g_00221	Prav.g_00180
OG0001030	Praf.g_02408	Prav.g_00195
OG0001031	Praf.g_02497	Prav.g_00852
OG0001032	Praf.g_02500	Prav.g_00851
OG0001033	Praf.g_02533	Prav.g_00830
OG0001034	Praf.g_00385	Prav.g_00802
OG0001035	Praf.g_02243	Prav.g_01901
OG0001036	Praf.g_02247	Prav.g_01906
OG0001037	Praf.g_02249	Prav.g_01907
OG0001038	Praf.g_02277	Prav.g_01924
OG0001039	Praf.g_02280	Prav.g_01927
OG0001040	Praf.g_02283	Prav.g_01929
OG0001041	Praf.g_02288	Prav.g_01933
OG0001042	Praf.g_02316	Prav.g_01950
OG0001043	Praf.g_02318	Prav.g_01951
OG0001044	Praf.g_02055	Prav.g_01979
OG0001045	Praf.g_02044	Prav.g_01988
OG0001046	Praf.g_00495	Prav.g_00996
OG0001047	Praf.g_01986	Prav.g_01038
OG0001048	Praf.g_01985	Prav.g_01039
OG0001049	Praf.g_01982	Prav.g_01041
OG0001050	Praf.g_01981	Prav.g_01042
OG0001051	Praf.g_01980	Prav.g_01043
OG0001052	Praf.g_01911	Prav.g_01069
OG0001053	Praf.g_00598	Prav.g_01081
OG0001054	Praf.g_00615	Prav.g_01096
OG0001055	Praf.g_00636	Prav.g_01115
OG0001056	Praf.g_00665	Prav.g_01134
OG0001057	Praf.g_00675	Prav.g_01139
OG0001058	Praf.g_00689	Prav.g_01147
OG0001059	Praf.g_00693	Prav.g_01151
OG0001060	Praf.g_00700	Prav.g_01158
OG0001061	Praf.g_00717	Prav.g_01171
OG0001062	Praf.g_00719	Prav.g_01173
OG0001063	Praf.g_00723	Prav.g_01175
OG0001064	Praf.g_00724	Prav.g_01176
OG0001065	Praf.g_00725	Prav.g_01177
OG0001066	Praf.g_00726	Prav.g_01178
OG0001067	Praf.g_00728	Prav.g_01179
OG0001068	Praf.g_00729	Prav.g_01180
OG0001069	Praf.g_00730	Prav.g_01181
OG0001070	Praf.g_00734	Prav.g_01184
OG0001071	Praf.g_00735	Prav.g_01185
OG0001072	Praf.g_00738	Prav.g_01186
OG0001073	Praf.g_00758	Prav.g_01200
OG0001074	Praf.g_01659	Prav.g_01211
OG0001075	Praf.g_01661	Prav.g_01212
OG0001076	Praf.g_01669	Prav.g_01222
OG0001077	Praf.g_01680	Prav.g_01226
OG0001078	Praf.g_01693	Prav.g_01234
OG0001079	Praf.g_01713	Prav.g_01245
OG0001080	Praf.g_01722	Prav.g_01251
OG0001081	Praf.g_01728	Prav.g_01253
OG0001082	Praf.g_01729	Prav.g_01254
OG0001083	Praf.g_01737	Prav.g_01259
OG0001084	Praf.g_01738	Prav.g_01260
OG0001085	Praf.g_01749	Prav.g_01268
OG0001086	Praf.g_01751	Prav.g_01269
OG0001087	Praf.g_01225	Prav.g_01286
OG0001088	Praf.g_01221	Prav.g_01287
OG0001089	Praf.g_01124	Prav.g_01295
OG0001090	Praf.g_01303	Prav.g_00307
OG0001091	Praf.g_01305	Prav.g_00309
OG0001092	Praf.g_01307	Prav.g_00310
OG0001093	Praf.g_01311	Prav.g_00315
OG0001094	Praf.g_01524	Prav.g_00391
OG0001095	Praf.g_01543	Prav.g_00410
OG0001096	Praf.g_01560	Prav.g_00423
OG0001097	Praf.g_01602	Prav.g_00441
OG0001098	Praf.g_01444	Prav.g_00456
OG0001099	Praf.g_00222	Prav.g_00487
OG0001100	Praf.g_01454	Prav.g_00491
OG0001101	Praf.g_01455	Prav.g_00493
OG0001102	Praf.g_01458	Prav.g_00496
OG0001103	Praf.g_01460	Prav.g_00498
OG0001104	Praf.g_01511	Prav.g_00520
OG0001105	Praf.g_01506	Prav.g_00524
OG0001106	Praf.g_01404	Prav.g_00547
OG0001107	Praf.g_01394	Prav.g_00554
OG0001108	Praf.g_01387	Prav.g_00558
OG0001109	Praf.g_01385	Prav.g_00559
OG0001110	Praf.g_01382	Prav.g_00561
OG0001111	Praf.g_01380	Prav.g_00562
OG0001112	Praf.g_01378	Prav.g_00563
OG0001113	Praf.g_01377	Prav.g_00564
OG0001114	Praf.g_01376	Prav.g_00565
OG0001115	Praf.g_01374	Prav.g_00567
OG0001116	Praf.g_01372	Prav.g_00568
OG0001117	Praf.g_01371	Prav.g_00569
OG0001118	Praf.g_01370	Prav.g_00570
OG0001119	Praf.g_01369	Prav.g_00571
OG0001120	Praf.g_01366	Prav.g_00573
OG0001122	Praf.g_01340	Prav.g_00905
OG0001123	Praf.g_01333	Prav.g_00909
OG0001124	Praf.g_01331	Prav.g_00911
OG0001125	Praf.g_01329	Prav.g_00912
OG0001126	Praf.g_01287	Prav.g_00922
OG0001127	Praf.g_01286	Prav.g_00923
OG0001128	Praf.g_01283	Prav.g_00925
OG0001129	Praf.g_01281	Prav.g_00926
OG0001130	Praf.g_01280	Prav.g_00927
OG0001131	Praf.g_01296	Prav.g_00242
OG0001132	Praf.g_01652	Prav.g_00252
OG0001133	Praf.g_01671	Prav.g_00019
OG0001134	Praf.g_02690	Prav.g_00033
OG0001135	Praf.g_02692	Prav.g_00036
OG0001136	Praf.g_00852	Prav.g_00062
OG0001137	Praf.g_00872	Prav.g_00073
OG0001138	Praf.g_00923	Prav.g_01855
OG0001139	Praf.g_00925	Prav.g_01854
OG0001140	Praf.g_00926	Prav.g_01853
OG0001141	Praf.g_00927	Prav.g_01852
OG0001142	Praf.g_00928	Prav.g_01851
OG0001143	Praf.g_00912	Prav.g_01844
OG0001144	Praf.g_00904	Prav.g_01839
OG0001145	Praf.g_00806	Prav.g_01430
OG0001146	Praf.g_00790	Prav.g_01442
OG0001147	Praf.g_01897	Prav.g_01459
OG0001148	Praf.g_00582	Prav.g_01475
OG0001149	Praf.g_00581	Prav.g_01476
OG0001150	Praf.g_00580	Prav.g_01477
OG0001151	Praf.g_00568	Prav.g_01488
OG0001152	Praf.g_00567	Prav.g_01489
OG0001153	Praf.g_01842	Prav.g_01610
OG0001154	Praf.g_01843	Prav.g_01611
OG0001155	Praf.g_00540	Prav.g_01623
OG0001156	Praf.g_00537	Prav.g_01626
OG0001157	Praf.g_01653	Prav.g_01627
OG0001158	Praf.g_00536	Prav.g_01628
OG0001159	Praf.g_00535	Prav.g_01629
OG0001160	Praf.g_00504	Prav.g_01653
