Orthogroup	Praf	Prbd
OG0000563	Praf.g_00697	Prbd.g_00685
OG0000564	Praf.g_00698	Prbd.g_00684
OG0000565	Praf.g_00701	Prbd.g_00681
OG0000566	Praf.g_00705	Prbd.g_00679
OG0000567	Praf.g_00709	Prbd.g_00675
OG0000568	Praf.g_00711	Prbd.g_00674
OG0000569	Praf.g_00712	Prbd.g_00673
OG0000570	Praf.g_00713	Prbd.g_00672
OG0000571	Praf.g_00716	Prbd.g_00670
OG0000572	Praf.g_00733	Prbd.g_00657
OG0000573	Praf.g_00740	Prbd.g_00652
OG0000574	Praf.g_00741	Prbd.g_00651
OG0000575	Praf.g_00751	Prbd.g_00647
OG0000576	Praf.g_00753	Prbd.g_00645
OG0000577	Praf.g_00754	Prbd.g_00644
OG0000578	Praf.g_00755	Prbd.g_00643
OG0000579	Praf.g_00756	Prbd.g_00642
OG0000580	Praf.g_00757	Prbd.g_00641
OG0000581	Praf.g_00761	Prbd.g_00639
OG0000582	Praf.g_00765	Prbd.g_00636
OG0000583	Praf.g_00766	Prbd.g_00635
OG0000584	Praf.g_00767	Prbd.g_00634
OG0000585	Praf.g_00769	Prbd.g_00632
OG0000586	Praf.g_00771	Prbd.g_00631
OG0000587	Praf.g_00773	Prbd.g_00630
OG0000588	Praf.g_01663	Prbd.g_00626
OG0000589	Praf.g_01666	Prbd.g_00623
OG0000590	Praf.g_01667	Prbd.g_00622
OG0000591	Praf.g_01674	Prbd.g_00619
OG0000592	Praf.g_01675	Prbd.g_00618
OG0000593	Praf.g_01688	Prbd.g_00612
OG0000594	Praf.g_01689	Prbd.g_00611
OG0000595	Praf.g_01690	Prbd.g_00610
OG0000596	Praf.g_01695	Prbd.g_00606
OG0000597	Praf.g_01698	Prbd.g_00604
OG0000598	Praf.g_01699	Prbd.g_00603
OG0000599	Praf.g_01709	Prbd.g_00600
OG0000600	Praf.g_01710	Prbd.g_00599
OG0000601	Praf.g_01711	Prbd.g_00598
OG0000602	Praf.g_01716	Prbd.g_00596
OG0000603	Praf.g_01717	Prbd.g_00595
OG0000604	Praf.g_01718	Prbd.g_00594
OG0000605	Praf.g_01720	Prbd.g_00593
OG0000606	Praf.g_01727	Prbd.g_00590
OG0000607	Praf.g_01730	Prbd.g_00587
OG0000608	Praf.g_01731	Prbd.g_00586
OG0000609	Praf.g_01733	Prbd.g_00585
OG0000610	Praf.g_01741	Prbd.g_00580
OG0000611	Praf.g_01744	Prbd.g_00577
OG0000612	Praf.g_01745	Prbd.g_00576
OG0000613	Praf.g_02344	Prbd.g_00571
OG0000614	Praf.g_01207	Prbd.g_00552
OG0000615	Praf.g_01489	Prbd.g_00544
OG0000616	Praf.g_02767	Prbd.g_00540
OG0000617	Praf.g_01308	Prbd.g_00013
OG0000618	Praf.g_01309	Prbd.g_00014
OG0000619	Praf.g_01310	Prbd.g_00015
OG0000620	Praf.g_01314	Prbd.g_00018
OG0000621	Praf.g_01315	Prbd.g_00019
OG0000622	Praf.g_01316	Prbd.g_00020
OG0000623	Praf.g_01317	Prbd.g_00021
OG0000624	Praf.g_01318	Prbd.g_00022
OG0000625	Praf.g_01319	Prbd.g_00023
OG0000626	Praf.g_01320	Prbd.g_00024
OG0000627	Praf.g_01441	Prbd.g_00025
OG0000628	Praf.g_01440	Prbd.g_00026
OG0000629	Praf.g_01437	Prbd.g_00027
OG0000630	Praf.g_01433	Prbd.g_00030
OG0000631	Praf.g_01429	Prbd.g_00093
OG0000632	Praf.g_01428	Prbd.g_00094
OG0000633	Praf.g_01427	Prbd.g_00095
OG0000634	Praf.g_01526	Prbd.g_00098
OG0000635	Praf.g_01527	Prbd.g_00099
OG0000636	Praf.g_01529	Prbd.g_00101
OG0000637	Praf.g_01531	Prbd.g_00103
OG0000638	Praf.g_01532	Prbd.g_00104
OG0000639	Praf.g_01533	Prbd.g_00105
OG0000640	Praf.g_01534	Prbd.g_00106
OG0000641	Praf.g_01538	Prbd.g_00110
OG0000642	Praf.g_01539	Prbd.g_00111
OG0000643	Praf.g_01540	Prbd.g_00112
OG0000644	Praf.g_01541	Prbd.g_00113
OG0000645	Praf.g_01542	Prbd.g_00114
OG0000646	Praf.g_01545	Prbd.g_00116
OG0000647	Praf.g_01547	Prbd.g_00117
OG0000648	Praf.g_01549	Prbd.g_00119
OG0000649	Praf.g_01550	Prbd.g_00120
OG0000650	Praf.g_01551	Prbd.g_00121
OG0000651	Praf.g_01552	Prbd.g_00122
OG0000652	Praf.g_01553	Prbd.g_00123
OG0000653	Praf.g_01557	Prbd.g_00125
OG0000654	Praf.g_01558	Prbd.g_00126
OG0000655	Praf.g_01559	Prbd.g_00127
OG0000656	Praf.g_01562	Prbd.g_00130
OG0000657	Praf.g_01592	Prbd.g_00138
OG0000658	Praf.g_01594	Prbd.g_00139
OG0000659	Praf.g_01595	Prbd.g_00140
OG0000660	Praf.g_01599	Prbd.g_00144
OG0000661	Praf.g_01601	Prbd.g_00146
OG0000662	Praf.g_01603	Prbd.g_00148
OG0000663	Praf.g_01606	Prbd.g_00150
OG0000664	Praf.g_01607	Prbd.g_00151
OG0000665	Praf.g_01620	Prbd.g_00155
OG0000666	Praf.g_01622	Prbd.g_00156
OG0000667	Praf.g_01629	Prbd.g_00160
OG0000668	Praf.g_01339	Prbd.g_00190
OG0000669	Praf.g_01638	Prbd.g_00197
OG0000670	Praf.g_00961	Prbd.g_00199
OG0000671	Praf.g_01456	Prbd.g_00201
OG0000672	Praf.g_01459	Prbd.g_00204
OG0000673	Praf.g_01462	Prbd.g_00207
OG0000674	Praf.g_01464	Prbd.g_00209
OG0000675	Praf.g_01465	Prbd.g_00210
OG0000676	Praf.g_01467	Prbd.g_00212
OG0000677	Praf.g_01469	Prbd.g_00213
OG0000678	Praf.g_01475	Prbd.g_00215
OG0000679	Praf.g_01494	Prbd.g_00219
OG0000680	Praf.g_01495	Prbd.g_00220
OG0000681	Praf.g_01497	Prbd.g_00222
OG0000682	Praf.g_01498	Prbd.g_00223
OG0000683	Praf.g_01499	Prbd.g_00224
OG0000684	Praf.g_01512	Prbd.g_00226
OG0000685	Praf.g_01510	Prbd.g_00228
OG0000686	Praf.g_01509	Prbd.g_00229
OG0000687	Praf.g_01508	Prbd.g_00230
OG0000688	Praf.g_01515	Prbd.g_00233
OG0000689	Praf.g_01516	Prbd.g_00234
OG0000690	Praf.g_01517	Prbd.g_00235
OG0000691	Praf.g_01519	Prbd.g_00236
OG0000692	Praf.g_01520	Prbd.g_00238
OG0000693	Praf.g_01522	Prbd.g_00239
OG0000694	Praf.g_01523	Prbd.g_00240
OG0000695	Praf.g_01425	Prbd.g_00242
OG0000696	Praf.g_01424	Prbd.g_00243
OG0000697	Praf.g_01422	Prbd.g_00244
OG0000698	Praf.g_01419	Prbd.g_00247
OG0000699	Praf.g_01417	Prbd.g_00248
OG0000700	Praf.g_01416	Prbd.g_00249
OG0000701	Praf.g_01415	Prbd.g_00250
OG0000702	Praf.g_01408	Prbd.g_00252
OG0000703	Praf.g_01407	Prbd.g_00253
OG0000704	Praf.g_01405	Prbd.g_00254
OG0000705	Praf.g_01399	Prbd.g_00258
OG0000706	Praf.g_01398	Prbd.g_00259
OG0000707	Praf.g_01397	Prbd.g_00260
OG0000708	Praf.g_01395	Prbd.g_00261
OG0000709	Praf.g_01388	Prbd.g_00265
OG0000710	Praf.g_01383, Praf.g_01384	Prbd.g_00268
OG0000711	Praf.g_01360	Prbd.g_00285
OG0000712	Praf.g_01359	Prbd.g_00287
OG0000713	Praf.g_01358	Prbd.g_00288
OG0000714	Praf.g_01355	Prbd.g_00289
OG0000715	Praf.g_01353	Prbd.g_00291
OG0000716	Praf.g_01349	Prbd.g_00293
OG0000717	Praf.g_01348	Prbd.g_00294
OG0000718	Praf.g_01343	Prbd.g_00309
OG0000719	Praf.g_01341	Prbd.g_00311
OG0000720	Praf.g_01328	Prbd.g_00320
OG0000721	Praf.g_01327	Prbd.g_00322
OG0000722	Praf.g_01326	Prbd.g_00323
OG0000723	Praf.g_01322	Prbd.g_00326
OG0000724	Praf.g_01279	Prbd.g_00335
OG0000725	Praf.g_01270	Prbd.g_00341
OG0000726	Praf.g_01269	Prbd.g_00342
OG0000727	Praf.g_01268	Prbd.g_00343
OG0000728	Praf.g_01267	Prbd.g_00345
OG0000729	Praf.g_00162	Prbd.g_00391
OG0000730	Praf.g_02056	Prbd.g_00395
OG0000731	Praf.g_02047	Prbd.g_00399
OG0000732	Praf.g_00055	Prbd.g_00408
OG0000733	Praf.g_02698	Prbd.g_00428
OG0000734	Praf.g_00233	Prbd.g_00453
OG0000735	Praf.g_00822	Prbd.g_00455
OG0000736	Praf.g_00823	Prbd.g_00456
OG0000737	Praf.g_00824	Prbd.g_00457
OG0000738	Praf.g_00830	Prbd.g_00461
OG0000739	Praf.g_00832	Prbd.g_00462
OG0000740	Praf.g_00833	Prbd.g_00463
OG0000741	Praf.g_00836	Prbd.g_00464
OG0000742	Praf.g_00853	Prbd.g_00467
OG0000743	Praf.g_00855	Prbd.g_00469
OG0000744	Praf.g_00856	Prbd.g_00470
OG0000745	Praf.g_00858	Prbd.g_00471
OG0000746	Praf.g_00860	Prbd.g_00473
OG0000747	Praf.g_00861	Prbd.g_00474
OG0000748	Praf.g_00873	Prbd.g_00477
OG0000749	Praf.g_00874	Prbd.g_00478
OG0000750	Praf.g_00875	Prbd.g_00479
OG0000751	Praf.g_00880	Prbd.g_00481
OG0000752	Praf.g_00882	Prbd.g_00483
OG0000753	Praf.g_00885	Prbd.g_00486
OG0000754	Praf.g_00914	Prbd.g_00489
OG0000755	Praf.g_00921	Prbd.g_00492
OG0000756	Praf.g_00922	Prbd.g_00493
OG0000757	Praf.g_00929	Prbd.g_00499
OG0000758	Praf.g_00930	Prbd.g_00500
OG0000759	Praf.g_00931	Prbd.g_00501
OG0000760	Praf.g_00932	Prbd.g_00502
OG0000761	Praf.g_00933	Prbd.g_00503
OG0000762	Praf.g_00913	Prbd.g_00504
OG0000763	Praf.g_00911	Prbd.g_00506
OG0000764	Praf.g_00910	Prbd.g_00507
OG0000765	Praf.g_00895	Prbd.g_00516
OG0000766	Praf.g_00894	Prbd.g_00517
OG0000767	Praf.g_00892	Prbd.g_00519
OG0000768	Praf.g_00891	Prbd.g_00520
OG0000769	Praf.g_00887	Prbd.g_00522
OG0000770	Praf.g_00937	Prbd.g_00524
OG0000771	Praf.g_01285	Prbd.g_01921
OG0000772	Praf.g_00548	Prbd.g_01858
OG0000773	Praf.g_00808	Prbd.g_01810
OG0000774	Praf.g_00804	Prbd.g_01808
OG0000775	Praf.g_00802	Prbd.g_01806
OG0000776	Praf.g_00801	Prbd.g_01805
OG0000777	Praf.g_00800	Prbd.g_01804
OG0000778	Praf.g_00799	Prbd.g_01803
OG0000779	Praf.g_00794	Prbd.g_01799
OG0000780	Praf.g_00791	Prbd.g_01798
OG0000781	Praf.g_00787	Prbd.g_01795
OG0000782	Praf.g_00786	Prbd.g_01794
OG0000783	Praf.g_00785	Prbd.g_01793
OG0000784	Praf.g_00784	Prbd.g_01792
OG0000785	Praf.g_00782	Prbd.g_01790
OG0000786	Praf.g_00777	Prbd.g_01788
OG0000787	Praf.g_00776	Prbd.g_01787
OG0000788	Praf.g_01996	Prbd.g_01777
OG0000789	Praf.g_01001	Prbd.g_01774
OG0000790	Praf.g_00579	Prbd.g_01759
OG0000791	Praf.g_00577	Prbd.g_01757
OG0000792	Praf.g_00576	Prbd.g_01756
OG0000793	Praf.g_00572	Prbd.g_01753
OG0000794	Praf.g_00571	Prbd.g_01752
OG0000795	Praf.g_00570	Prbd.g_01751
OG0000796	Praf.g_00566	Prbd.g_01747
OG0000797	Praf.g_00565	Prbd.g_01746
OG0000799	Praf.g_01765	Prbd.g_01707
OG0000800	Praf.g_01766	Prbd.g_01706
OG0000801	Praf.g_01767	Prbd.g_01705
OG0000802	Praf.g_01773	Prbd.g_01703
OG0000803	Praf.g_01779	Prbd.g_01701
OG0000804	Praf.g_01781	Prbd.g_01700
OG0000805	Praf.g_01783	Prbd.g_01698
OG0000806	Praf.g_01785	Prbd.g_01696
OG0000807	Praf.g_01787	Prbd.g_01695
OG0000808	Praf.g_01788	Prbd.g_01694
OG0000809	Praf.g_01792	Prbd.g_01691
OG0000810	Praf.g_01793	Prbd.g_01690
OG0000811	Praf.g_01801	Prbd.g_01686
OG0000812	Praf.g_01803	Prbd.g_01684
OG0000813	Praf.g_01804	Prbd.g_01683
OG0000814	Praf.g_01806	Prbd.g_01681
OG0000815	Praf.g_01807	Prbd.g_01680
OG0000816	Praf.g_01809	Prbd.g_01678
OG0000817	Praf.g_01810	Prbd.g_01677
OG0000818	Praf.g_01822	Prbd.g_01672
OG0000819	Praf.g_01823	Prbd.g_01671
OG0000820	Praf.g_01824	Prbd.g_01670
OG0000821	Praf.g_01831	Prbd.g_01666
OG0000822	Praf.g_01833	Prbd.g_01665
OG0000823	Praf.g_01834	Prbd.g_01664
OG0000824	Praf.g_01838	Prbd.g_01661
OG0000825	Praf.g_01839	Prbd.g_01660
OG0000826	Praf.g_01840	Prbd.g_01659
OG0000827	Praf.g_01841	Prbd.g_01658
OG0000828	Praf.g_01844	Prbd.g_01655
OG0000829	Praf.g_01845	Prbd.g_01654
OG0000830	Praf.g_01846	Prbd.g_01653
OG0000831	Praf.g_01849	Prbd.g_01651
OG0000832	Praf.g_00542	Prbd.g_01645
OG0000833	Praf.g_00534	Prbd.g_01637
OG0000834	Praf.g_00533	Prbd.g_01636
OG0000835	Praf.g_00532	Prbd.g_01635
OG0000836	Praf.g_00530	Prbd.g_01634
OG0000837	Praf.g_00529	Prbd.g_01633
OG0000838	Praf.g_00525	Prbd.g_01631
OG0000839	Praf.g_00524	Prbd.g_01630
OG0000840	Praf.g_00523	Prbd.g_01629
OG0000841	Praf.g_00522	Prbd.g_01628
OG0000842	Praf.g_00521	Prbd.g_01627
OG0000843	Praf.g_00520	Prbd.g_01626
OG0000844	Praf.g_00518	Prbd.g_01625
OG0000845	Praf.g_00517	Prbd.g_01624
OG0000846	Praf.g_00516	Prbd.g_01623
OG0000847	Praf.g_00515	Prbd.g_01622
OG0000848	Praf.g_00513	Prbd.g_01621
OG0000849	Praf.g_00512	Prbd.g_01620
OG0000850	Praf.g_00511	Prbd.g_01617
OG0000851	Praf.g_00508	Prbd.g_01616
OG0000852	Praf.g_00507	Prbd.g_01615
OG0000853	Praf.g_00502	Prbd.g_01611
OG0000854	Praf.g_00500	Prbd.g_01609
OG0000855	Praf.g_00499	Prbd.g_01608
OG0000856	Praf.g_01677	Prbd.g_01593
OG0000857	Praf.g_01546	Prbd.g_01566
OG0000858	Praf.g_00490	Prbd.g_01531
OG0000859	Praf.g_00489	Prbd.g_01530
OG0000860	Praf.g_00478	Prbd.g_01523
OG0000861	Praf.g_00477	Prbd.g_01522
OG0000862	Praf.g_00475	Prbd.g_01521
OG0000863	Praf.g_00472	Prbd.g_01519
OG0000864	Praf.g_00471	Prbd.g_01518
OG0000865	Praf.g_00470	Prbd.g_01517
OG0000866	Praf.g_00469	Prbd.g_01516
OG0000867	Praf.g_00468	Prbd.g_01515
OG0000868	Praf.g_00466	Prbd.g_01514
OG0000869	Praf.g_00463	Prbd.g_01510
OG0000870	Praf.g_00458	Prbd.g_01505
OG0000871	Praf.g_00457	Prbd.g_01504
OG0000872	Praf.g_00455	Prbd.g_01503
OG0000873	Praf.g_00452	Prbd.g_01500
OG0000874	Praf.g_00448	Prbd.g_01497
OG0000875	Praf.g_00447	Prbd.g_01496
OG0000876	Praf.g_00446	Prbd.g_01495
OG0000877	Praf.g_00443	Prbd.g_01493
OG0000878	Praf.g_00442	Prbd.g_01492
OG0000879	Praf.g_00441	Prbd.g_01491
OG0000880	Praf.g_00440	Prbd.g_01490
OG0000881	Praf.g_00434	Prbd.g_01486
OG0000882	Praf.g_00429	Prbd.g_01481
OG0000883	Praf.g_00427	Prbd.g_01479
OG0000884	Praf.g_00425	Prbd.g_01477
OG0000885	Praf.g_00424	Prbd.g_01476
OG0000886	Praf.g_00423	Prbd.g_01475
OG0000887	Praf.g_00422	Prbd.g_01474
OG0000888	Praf.g_00420	Prbd.g_01472
OG0000889	Praf.g_00418	Prbd.g_01470
OG0000890	Praf.g_00405	Prbd.g_01469
OG0000891	Praf.g_00404	Prbd.g_01468
OG0000892	Praf.g_00402	Prbd.g_01466
OG0000893	Praf.g_02202	Prbd.g_01463
OG0000894	Praf.g_02199	Prbd.g_01461
OG0000895	Praf.g_02195	Prbd.g_01458
OG0000896	Praf.g_02194	Prbd.g_01457
OG0000897	Praf.g_02192	Prbd.g_01455
OG0000898	Praf.g_02191	Prbd.g_01454
OG0000899	Praf.g_02190	Prbd.g_01453
OG0000900	Praf.g_02189	Prbd.g_01452
OG0000901	Praf.g_02185	Prbd.g_01449
OG0000902	Praf.g_02183	Prbd.g_01447
OG0000903	Praf.g_02170	Prbd.g_01444
OG0000904	Praf.g_02175	Prbd.g_01442
OG0000905	Praf.g_02177	Prbd.g_01437
OG0000906	Praf.g_02179	Prbd.g_01436
OG0000907	Praf.g_02163	Prbd.g_01433
OG0000908	Praf.g_02160	Prbd.g_01430
OG0000909	Praf.g_02159	Prbd.g_01429
OG0000910	Praf.g_02158	Prbd.g_01428
OG0000911	Praf.g_02156	Prbd.g_01426
OG0000912	Praf.g_02155	Prbd.g_01425
OG0000913	Praf.g_02154	Prbd.g_01424
OG0000914	Praf.g_02153	Prbd.g_01423
OG0000915	Praf.g_02152	Prbd.g_01422
OG0000916	Praf.g_02151	Prbd.g_01421
OG0000917	Praf.g_02150	Prbd.g_01420
OG0000918	Praf.g_02149	Prbd.g_01419
OG0000919	Praf.g_02148	Prbd.g_01418
OG0000920	Praf.g_02147	Prbd.g_01417
OG0000921	Praf.g_02146	Prbd.g_01416
OG0000922	Praf.g_02145	Prbd.g_01415
OG0000923	Praf.g_02141	Prbd.g_01411
OG0000924	Praf.g_02140	Prbd.g_01410
OG0000925	Praf.g_02139	Prbd.g_01409
OG0000926	Praf.g_02138	Prbd.g_01408
OG0000927	Praf.g_02136	Prbd.g_01406
OG0000928	Praf.g_02135	Prbd.g_01405
OG0000929	Praf.g_02134	Prbd.g_01404
OG0000930	Praf.g_02133	Prbd.g_01403
OG0000931	Praf.g_02132	Prbd.g_01402
OG0000932	Praf.g_02131	Prbd.g_01401
OG0000933	Praf.g_02126	Prbd.g_01397
OG0000934	Praf.g_02124	Prbd.g_01395
OG0000935	Praf.g_02123	Prbd.g_01394
OG0000936	Praf.g_02122	Prbd.g_01393
OG0000937	Praf.g_02121	Prbd.g_01392
OG0000938	Praf.g_02118	Prbd.g_01390
OG0000939	Praf.g_02117	Prbd.g_01389
OG0000940	Praf.g_02106	Prbd.g_01382
OG0000941	Praf.g_02104	Prbd.g_01380
OG0000942	Praf.g_02102	Prbd.g_01378
OG0000943	Praf.g_02101	Prbd.g_01377
OG0000944	Praf.g_02099	Prbd.g_01376
OG0000945	Praf.g_02097	Prbd.g_01375
OG0000946	Praf.g_02082	Prbd.g_01371
OG0000947	Praf.g_02079	Prbd.g_01369
OG0000948	Praf.g_02078	Prbd.g_01368
OG0000949	Praf.g_02075	Prbd.g_01365
OG0000950	Praf.g_02383	Prbd.g_01360
OG0000951	Praf.g_02388	Prbd.g_01356
OG0000952	Praf.g_02393	Prbd.g_01352
OG0000953	Praf.g_02397	Prbd.g_01349
OG0000954	Praf.g_00195	Prbd.g_01345
OG0000955	Praf.g_00194	Prbd.g_01344
OG0000956	Praf.g_00192	Prbd.g_01342
OG0000957	Praf.g_00180	Prbd.g_01337
OG0000958	Praf.g_00179	Prbd.g_01336
OG0000959	Praf.g_00175	Prbd.g_01332
OG0000960	Praf.g_00174	Prbd.g_01331
OG0000961	Praf.g_00165	Prbd.g_01329
OG0000962	Praf.g_00163	Prbd.g_01327
OG0000963	Praf.g_00157	Prbd.g_01323
OG0000964	Praf.g_00156	Prbd.g_01321
OG0000965	Praf.g_00155	Prbd.g_01320
OG0000966	Praf.g_00089	Prbd.g_01312
OG0000967	Praf.g_00082	Prbd.g_01308
OG0000968	Praf.g_00077	Prbd.g_01306
OG0000969	Praf.g_00075	Prbd.g_01305
OG0000970	Praf.g_00074	Prbd.g_01304
OG0000971	Praf.g_00072	Prbd.g_01303
OG0000972	Praf.g_00071	Prbd.g_01302
OG0000973	Praf.g_00070	Prbd.g_01301
OG0000974	Praf.g_00069	Prbd.g_01300
OG0000975	Praf.g_00068	Prbd.g_01299
OG0000976	Praf.g_00067	Prbd.g_01298
OG0000977	Praf.g_00064	Prbd.g_01297
OG0000978	Praf.g_00063	Prbd.g_01296
OG0000979	Praf.g_00060	Prbd.g_01293
OG0000980	Praf.g_00056	Prbd.g_01291
OG0000981	Praf.g_00053	Prbd.g_01289
OG0000982	Praf.g_02657	Prbd.g_01287
OG0000983	Praf.g_02658	Prbd.g_01286
OG0000984	Praf.g_02659	Prbd.g_01285
OG0000985	Praf.g_02663	Prbd.g_01282
OG0000986	Praf.g_02665	Prbd.g_01280
OG0000987	Praf.g_02667	Prbd.g_01279
OG0000988	Praf.g_02671	Prbd.g_01276
OG0000989	Praf.g_02680	Prbd.g_01273
OG0000990	Praf.g_02702	Prbd.g_01270
OG0000991	Praf.g_02716	Prbd.g_01269
OG0000992	Praf.g_02719	Prbd.g_01267
OG0000993	Praf.g_02720	Prbd.g_01266
OG0000994	Praf.g_02723	Prbd.g_01265
OG0000995	Praf.g_02730	Prbd.g_01261
OG0000996	Praf.g_02743	Prbd.g_01260
OG0000997	Praf.g_02753	Prbd.g_01259
OG0000998	Praf.g_02755	Prbd.g_01257
OG0000999	Praf.g_02756	Prbd.g_01256
OG0001000	Praf.g_02759	Prbd.g_01253
OG0001001	Praf.g_02764	Prbd.g_01251
OG0001002	Praf.g_02770	Prbd.g_01247
OG0001003	Praf.g_02772	Prbd.g_01245
OG0001004	Praf.g_02773	Prbd.g_01244
OG0001005	Praf.g_02775	Prbd.g_01243
OG0001006	Praf.g_02781	Prbd.g_01239
OG0001007	Praf.g_02783	Prbd.g_01237
OG0001008	Praf.g_01988	Prbd.g_00805
OG0001009	Praf.g_00032	Prbd.g_01210
OG0001010	Praf.g_00033	Prbd.g_01209
OG0001011	Praf.g_00035	Prbd.g_01208
OG0001012	Praf.g_02654	Prbd.g_01195
OG0001013	Praf.g_02603	Prbd.g_01189
OG0001014	Praf.g_02597	Prbd.g_01186
OG0001015	Praf.g_02596	Prbd.g_01185
OG0001016	Praf.g_00316	Prbd.g_01171
OG0001017	Praf.g_00310	Prbd.g_01167
OG0001018	Praf.g_00308	Prbd.g_01164
OG0001019	Praf.g_00296	Prbd.g_01155
OG0001020	Praf.g_00268	Prbd.g_01154
OG0001021	Praf.g_00264	Prbd.g_01153
OG0001022	Praf.g_00259	Prbd.g_01150
OG0001023	Praf.g_00258	Prbd.g_01149
OG0001024	Praf.g_00254	Prbd.g_01146
OG0001025	Praf.g_00247	Prbd.g_01140
OG0001026	Praf.g_00230	Prbd.g_01133
OG0001027	Praf.g_00225	Prbd.g_01132
OG0001028	Praf.g_00223	Prbd.g_01130
OG0001029	Praf.g_00221	Prbd.g_01128
OG0001030	Praf.g_02408	Prbd.g_01113
OG0001031	Praf.g_02497	Prbd.g_01054
OG0001032	Praf.g_02500	Prbd.g_01053
OG0001033	Praf.g_02533	Prbd.g_01032
OG0001034	Praf.g_00385	Prbd.g_01003
OG0001035	Praf.g_02243	Prbd.g_00985
OG0001036	Praf.g_02247	Prbd.g_00980
OG0001037	Praf.g_02249	Prbd.g_00979
OG0001038	Praf.g_02277	Prbd.g_00961
OG0001039	Praf.g_02280	Prbd.g_00958
OG0001040	Praf.g_02283	Prbd.g_00956
OG0001041	Praf.g_02288	Prbd.g_00952
OG0001042	Praf.g_02316	Prbd.g_00935
OG0001043	Praf.g_02318	Prbd.g_00934
OG0001044	Praf.g_02055	Prbd.g_00906
OG0001045	Praf.g_02044	Prbd.g_00897
OG0001046	Praf.g_00495	Prbd.g_00859
OG0001047	Praf.g_01986	Prbd.g_00803
OG0001048	Praf.g_01985	Prbd.g_00802
OG0001049	Praf.g_01982	Prbd.g_00800
OG0001050	Praf.g_01981	Prbd.g_00799
OG0001051	Praf.g_01980	Prbd.g_00798
OG0001052	Praf.g_01911	Prbd.g_00771
OG0001053	Praf.g_00598	Prbd.g_00759
OG0001054	Praf.g_00615	Prbd.g_00744
OG0001055	Praf.g_00636	Prbd.g_00725
OG0001056	Praf.g_00665	Prbd.g_00706
OG0001057	Praf.g_00675	Prbd.g_00701
OG0001058	Praf.g_00689	Prbd.g_00693
OG0001059	Praf.g_00693	Prbd.g_00689
OG0001060	Praf.g_00700	Prbd.g_00682
OG0001061	Praf.g_00717	Prbd.g_00669
OG0001062	Praf.g_00719	Prbd.g_00667
OG0001063	Praf.g_00723	Prbd.g_00665
OG0001064	Praf.g_00724	Prbd.g_00664
OG0001065	Praf.g_00725	Prbd.g_00663
OG0001066	Praf.g_00726	Prbd.g_00662
OG0001067	Praf.g_00728	Prbd.g_00661
OG0001068	Praf.g_00729	Prbd.g_00660
OG0001069	Praf.g_00730	Prbd.g_00659
OG0001070	Praf.g_00734	Prbd.g_00656
OG0001071	Praf.g_00735	Prbd.g_00655
OG0001072	Praf.g_00738	Prbd.g_00654
OG0001073	Praf.g_00758	Prbd.g_00640
OG0001074	Praf.g_01659	Prbd.g_00629
OG0001075	Praf.g_01661	Prbd.g_00628
OG0001076	Praf.g_01669	Prbd.g_00620
OG0001077	Praf.g_01680	Prbd.g_00616
OG0001078	Praf.g_01693	Prbd.g_00608
OG0001079	Praf.g_01713	Prbd.g_00597
OG0001080	Praf.g_01722	Prbd.g_00591
OG0001081	Praf.g_01728	Prbd.g_00589
OG0001082	Praf.g_01729	Prbd.g_00588
OG0001083	Praf.g_01737	Prbd.g_00583
OG0001084	Praf.g_01738	Prbd.g_00582
OG0001085	Praf.g_01749	Prbd.g_00574
OG0001086	Praf.g_01751	Prbd.g_00573
OG0001087	Praf.g_01225	Prbd.g_00556
OG0001088	Praf.g_01221	Prbd.g_00555
OG0001089	Praf.g_01124	Prbd.g_00547
OG0001090	Praf.g_01303	Prbd.g_00008
OG0001091	Praf.g_01305	Prbd.g_00010
OG0001092	Praf.g_01307	Prbd.g_00011
OG0001093	Praf.g_01311	Prbd.g_00016
OG0001094	Praf.g_01524	Prbd.g_00096
OG0001095	Praf.g_01543	Prbd.g_00115
OG0001096	Praf.g_01560	Prbd.g_00128
OG0001097	Praf.g_01602	Prbd.g_00147
OG0001098	Praf.g_01444	Prbd.g_00162
OG0001099	Praf.g_00222	Prbd.g_00194
OG0001100	Praf.g_01454	Prbd.g_00198
OG0001101	Praf.g_01455	Prbd.g_00200
OG0001102	Praf.g_01458	Prbd.g_00203
OG0001103	Praf.g_01460	Prbd.g_00205
OG0001104	Praf.g_01511	Prbd.g_00227
OG0001105	Praf.g_01506	Prbd.g_00231
OG0001106	Praf.g_01404	Prbd.g_00255
OG0001107	Praf.g_01394	Prbd.g_00262
OG0001108	Praf.g_01387	Prbd.g_00266
OG0001109	Praf.g_01385	Prbd.g_00267
OG0001110	Praf.g_01382	Prbd.g_00269
OG0001111	Praf.g_01380	Prbd.g_00270
OG0001112	Praf.g_01378	Prbd.g_00271
OG0001113	Praf.g_01377	Prbd.g_00272
OG0001114	Praf.g_01376	Prbd.g_00273
OG0001115	Praf.g_01374	Prbd.g_00275
OG0001116	Praf.g_01372	Prbd.g_00276
OG0001117	Praf.g_01371	Prbd.g_00277
OG0001118	Praf.g_01370	Prbd.g_00278
OG0001119	Praf.g_01369	Prbd.g_00279
OG0001120	Praf.g_01366	Prbd.g_00281
OG0001122	Praf.g_01340	Prbd.g_00312
OG0001123	Praf.g_01333	Prbd.g_00316
