Orthogroup	Praf	Praj
OG0000573	Praf.g_00740	Praj.g_00579
OG0000574	Praf.g_00741	Praj.g_00581
OG0000575	Praf.g_00751	Praj.g_00584
OG0000576	Praf.g_00753	Praj.g_00586
OG0000577	Praf.g_00754	Praj.g_00587
OG0000578	Praf.g_00755	Praj.g_00588
OG0000579	Praf.g_00756	Praj.g_00589
OG0000580	Praf.g_00757	Praj.g_00590
OG0000581	Praf.g_00761	Praj.g_00593
OG0000582	Praf.g_00765	Praj.g_00596
OG0000583	Praf.g_00766	Praj.g_00597
OG0000584	Praf.g_00767	Praj.g_00598
OG0000585	Praf.g_00769	Praj.g_00600
OG0000586	Praf.g_00771	Praj.g_00601
OG0000587	Praf.g_00773	Praj.g_00602
OG0000588	Praf.g_01663	Praj.g_00606
OG0000589	Praf.g_01666	Praj.g_00609
OG0000590	Praf.g_01667	Praj.g_00610
OG0000591	Praf.g_01674	Praj.g_00613
OG0000592	Praf.g_01675	Praj.g_00614
OG0000593	Praf.g_01688	Praj.g_00620
OG0000594	Praf.g_01689	Praj.g_00621
OG0000595	Praf.g_01690	Praj.g_00622
OG0000596	Praf.g_01695	Praj.g_00626
OG0000597	Praf.g_01698	Praj.g_00628
OG0000598	Praf.g_01699	Praj.g_00629
OG0000599	Praf.g_01709	Praj.g_00632
OG0000600	Praf.g_01710	Praj.g_00633
OG0000601	Praf.g_01711	Praj.g_00634
OG0000602	Praf.g_01716	Praj.g_00636
OG0000603	Praf.g_01717	Praj.g_00637
OG0000604	Praf.g_01718	Praj.g_00638
OG0000605	Praf.g_01720	Praj.g_00639
OG0000606	Praf.g_01727	Praj.g_00642
OG0000607	Praf.g_01730	Praj.g_00645
OG0000608	Praf.g_01731	Praj.g_00646
OG0000609	Praf.g_01733	Praj.g_00647
OG0000610	Praf.g_01741	Praj.g_00653
OG0000611	Praf.g_01744	Praj.g_00656
OG0000612	Praf.g_01745	Praj.g_00657
OG0000613	Praf.g_02344	Praj.g_00663
OG0000614	Praf.g_01207	Praj.g_00686
OG0000615	Praf.g_01489	Praj.g_00693
OG0000616	Praf.g_02767	Praj.g_02137
OG0000617	Praf.g_01308	Praj.g_00704
OG0000618	Praf.g_01309	Praj.g_00705
OG0000619	Praf.g_01310	Praj.g_00706
OG0000620	Praf.g_01314	Praj.g_00709
OG0000621	Praf.g_01315	Praj.g_00710
OG0000622	Praf.g_01316	Praj.g_00711
OG0000623	Praf.g_01317	Praj.g_00712
OG0000624	Praf.g_01318	Praj.g_00714
OG0000625	Praf.g_01319	Praj.g_00715
OG0000626	Praf.g_01320	Praj.g_00716
OG0000627	Praf.g_01441	Praj.g_00718
OG0000628	Praf.g_01440	Praj.g_00719
OG0000629	Praf.g_01437	Praj.g_00720
OG0000630	Praf.g_01433	Praj.g_00723
OG0000631	Praf.g_01429	Praj.g_00917
OG0000632	Praf.g_01428	Praj.g_00918
OG0000633	Praf.g_01427	Praj.g_00919
OG0000634	Praf.g_01526	Praj.g_00765
OG0000635	Praf.g_01527	Praj.g_00766
OG0000636	Praf.g_01529	Praj.g_00768
OG0000637	Praf.g_01531	Praj.g_00770
OG0000638	Praf.g_01532	Praj.g_00771
OG0000639	Praf.g_01533	Praj.g_00772
OG0000640	Praf.g_01534	Praj.g_00773
OG0000641	Praf.g_01538	Praj.g_00777
OG0000642	Praf.g_01539	Praj.g_00778
OG0000643	Praf.g_01540	Praj.g_00779
OG0000644	Praf.g_01541	Praj.g_00780
OG0000645	Praf.g_01542	Praj.g_00781
OG0000646	Praf.g_01545	Praj.g_00784
OG0000647	Praf.g_01547	Praj.g_00786
OG0000648	Praf.g_01549	Praj.g_00788
OG0000649	Praf.g_01550	Praj.g_00789
OG0000650	Praf.g_01551	Praj.g_00790
OG0000651	Praf.g_01552	Praj.g_00791
OG0000652	Praf.g_01553	Praj.g_00792
OG0000653	Praf.g_01557	Praj.g_00794
OG0000654	Praf.g_01558	Praj.g_00795
OG0000655	Praf.g_01559	Praj.g_00796
OG0000656	Praf.g_01562	Praj.g_00799
OG0000657	Praf.g_01592	Praj.g_00806
OG0000658	Praf.g_01594	Praj.g_00808
OG0000659	Praf.g_01595	Praj.g_00809
OG0000660	Praf.g_01599	Praj.g_00814
OG0000661	Praf.g_01601	Praj.g_00816
OG0000662	Praf.g_01603	Praj.g_00818
OG0000663	Praf.g_01606	Praj.g_00820
OG0000664	Praf.g_01607	Praj.g_00821
OG0000665	Praf.g_01620	Praj.g_00826
OG0000666	Praf.g_01622	Praj.g_00827
OG0000667	Praf.g_01629	Praj.g_00831
OG0000668	Praf.g_01339	Praj.g_00869
OG0000669	Praf.g_01638	Praj.g_00877
OG0000670	Praf.g_00961	Praj.g_00880
OG0000671	Praf.g_01456	Praj.g_00882
OG0000672	Praf.g_01459	Praj.g_00885
OG0000673	Praf.g_01462	Praj.g_00888
OG0000674	Praf.g_01464	Praj.g_00890
OG0000675	Praf.g_01465	Praj.g_00891
OG0000676	Praf.g_01467	Praj.g_00893
OG0000677	Praf.g_01469	Praj.g_00894
OG0000678	Praf.g_01475	Praj.g_00897
OG0000679	Praf.g_01494	Praj.g_00901
OG0000680	Praf.g_01495	Praj.g_00902
OG0000681	Praf.g_01497	Praj.g_00905
OG0000682	Praf.g_01498	Praj.g_00906
OG0000683	Praf.g_01499	Praj.g_00907
OG0000684	Praf.g_01512	Praj.g_00748
OG0000685	Praf.g_01510	Praj.g_00750
OG0000686	Praf.g_01509	Praj.g_00751
OG0000687	Praf.g_01508	Praj.g_00752
OG0000688	Praf.g_01515	Praj.g_00755
OG0000689	Praf.g_01516	Praj.g_00756
OG0000690	Praf.g_01517	Praj.g_00757
OG0000691	Praf.g_01519	Praj.g_00758
OG0000692	Praf.g_01520	Praj.g_00760
OG0000693	Praf.g_01522	Praj.g_00761
OG0000694	Praf.g_01523	Praj.g_00762
OG0000695	Praf.g_01425	Praj.g_00921
OG0000696	Praf.g_01424	Praj.g_00922
OG0000697	Praf.g_01422	Praj.g_00923
OG0000698	Praf.g_01419	Praj.g_00926
OG0000699	Praf.g_01417	Praj.g_00927
OG0000700	Praf.g_01416	Praj.g_00928
OG0000701	Praf.g_01415	Praj.g_00929
OG0000702	Praf.g_01408	Praj.g_00931
OG0000703	Praf.g_01407	Praj.g_00932
OG0000704	Praf.g_01405	Praj.g_00933
OG0000705	Praf.g_01399	Praj.g_00939
OG0000706	Praf.g_01398	Praj.g_00940
OG0000707	Praf.g_01397	Praj.g_00941
OG0000708	Praf.g_01395	Praj.g_00943
OG0000709	Praf.g_01388	Praj.g_00947
OG0000710	Praf.g_01383, Praf.g_01384	Praj.g_00950
OG0000711	Praf.g_01360	Praj.g_00966
OG0000712	Praf.g_01359	Praj.g_00968
OG0000713	Praf.g_01358	Praj.g_00969
OG0000714	Praf.g_01355	Praj.g_00970
OG0000715	Praf.g_01353	Praj.g_00972
OG0000716	Praf.g_01349	Praj.g_00973
OG0000717	Praf.g_01348	Praj.g_00974
OG0000718	Praf.g_01343	Praj.g_00991
OG0000719	Praf.g_01341	Praj.g_00992
OG0000720	Praf.g_01328	Praj.g_01002
OG0000721	Praf.g_01327	Praj.g_01003
OG0000722	Praf.g_01326	Praj.g_01004
OG0000723	Praf.g_01322	Praj.g_01008
OG0000724	Praf.g_01279	Praj.g_01019
OG0000725	Praf.g_01270	Praj.g_00845
OG0000726	Praf.g_01269	Praj.g_00844
OG0000727	Praf.g_01268	Praj.g_00843
OG0000728	Praf.g_01267	Praj.g_00841
OG0000729	Praf.g_00162	Praj.g_02022
OG0000730	Praf.g_02056	Praj.g_00378
OG0000731	Praf.g_02047	Praj.g_00386
OG0000732	Praf.g_00055	Praj.g_02081
OG0000733	Praf.g_02698	Praj.g_01833
OG0000734	Praf.g_00233	Praj.g_01476
OG0000735	Praf.g_00822	Praj.g_01474
OG0000736	Praf.g_00823	Praj.g_01473
OG0000737	Praf.g_00824	Praj.g_01472
OG0000738	Praf.g_00830	Praj.g_01468
OG0000739	Praf.g_00832	Praj.g_01467
OG0000740	Praf.g_00833	Praj.g_01466
OG0000741	Praf.g_00836	Praj.g_01464
OG0000742	Praf.g_00853	Praj.g_01462
OG0000743	Praf.g_00855	Praj.g_01460
OG0000744	Praf.g_00856	Praj.g_01459
OG0000745	Praf.g_00858	Praj.g_01458
OG0000746	Praf.g_00860	Praj.g_01456
OG0000747	Praf.g_00861	Praj.g_01455
OG0000748	Praf.g_00873	Praj.g_01451
OG0000749	Praf.g_00874	Praj.g_01450
OG0000750	Praf.g_00875	Praj.g_01449
OG0000751	Praf.g_00880	Praj.g_01446
OG0000752	Praf.g_00882	Praj.g_01444
OG0000753	Praf.g_00885	Praj.g_01442
OG0000754	Praf.g_00914	Praj.g_01438
OG0000755	Praf.g_00921	Praj.g_01434
OG0000756	Praf.g_00922	Praj.g_01433
OG0000757	Praf.g_00929	Praj.g_01426
OG0000758	Praf.g_00930	Praj.g_01425
OG0000759	Praf.g_00931	Praj.g_01424
OG0000760	Praf.g_00932	Praj.g_01423
OG0000761	Praf.g_00933	Praj.g_01422
OG0000762	Praf.g_00913	Praj.g_01421
OG0000763	Praf.g_00911	Praj.g_01419
OG0000764	Praf.g_00910	Praj.g_01418
OG0000765	Praf.g_00895	Praj.g_01409
OG0000766	Praf.g_00894	Praj.g_01408
OG0000767	Praf.g_00892	Praj.g_01407
OG0000768	Praf.g_00891	Praj.g_01406
OG0000769	Praf.g_00887	Praj.g_01404
OG0000770	Praf.g_00937	Praj.g_01403
OG0000771	Praf.g_01285	Praj.g_01014
OG0000772	Praf.g_00548	Praj.g_01246
OG0000773	Praf.g_00808	Praj.g_01519
OG0000774	Praf.g_00804	Praj.g_01522
OG0000775	Praf.g_00802	Praj.g_01523
OG0000776	Praf.g_00801	Praj.g_01524
OG0000777	Praf.g_00800	Praj.g_01525
OG0000778	Praf.g_00799	Praj.g_01526
OG0000779	Praf.g_00794	Praj.g_01530
OG0000780	Praf.g_00791	Praj.g_01531
OG0000781	Praf.g_00787	Praj.g_01534
OG0000782	Praf.g_00786	Praj.g_01535
OG0000783	Praf.g_00785	Praj.g_01536
OG0000784	Praf.g_00784	Praj.g_01537
OG0000785	Praf.g_00782	Praj.g_01539
OG0000786	Praf.g_00777	Praj.g_01542
OG0000787	Praf.g_00776	Praj.g_01543
OG0000788	Praf.g_01996	Praj.g_00732
OG0000789	Praf.g_01001	Praj.g_01011
OG0000790	Praf.g_00579	Praj.g_01580
OG0000791	Praf.g_00577	Praj.g_01582
OG0000792	Praf.g_00576	Praj.g_01583
OG0000793	Praf.g_00572	Praj.g_01586
OG0000794	Praf.g_00571	Praj.g_01587
OG0000795	Praf.g_00570	Praj.g_01588
OG0000796	Praf.g_00566	Praj.g_01592
OG0000797	Praf.g_00565	Praj.g_01593
OG0000799	Praf.g_01765	Praj.g_01613
OG0000800	Praf.g_01766	Praj.g_01614
OG0000801	Praf.g_01767	Praj.g_01615
OG0000802	Praf.g_01773	Praj.g_01617
OG0000803	Praf.g_01779	Praj.g_01619
OG0000804	Praf.g_01781	Praj.g_01620
OG0000805	Praf.g_01783	Praj.g_01622
OG0000806	Praf.g_01785	Praj.g_01624
OG0000807	Praf.g_01787	Praj.g_01625
OG0000808	Praf.g_01788	Praj.g_01626
OG0000809	Praf.g_01792	Praj.g_01630
OG0000810	Praf.g_01793	Praj.g_01631
OG0000811	Praf.g_01801	Praj.g_01635
OG0000812	Praf.g_01803	Praj.g_01637
OG0000813	Praf.g_01804	Praj.g_01638
OG0000814	Praf.g_01806	Praj.g_01640
OG0000815	Praf.g_01807	Praj.g_01641
OG0000816	Praf.g_01809	Praj.g_01643
OG0000817	Praf.g_01810	Praj.g_01644
OG0000818	Praf.g_01822	Praj.g_01648
OG0000819	Praf.g_01823	Praj.g_01649
OG0000820	Praf.g_01824	Praj.g_01650
OG0000821	Praf.g_01831	Praj.g_01653
OG0000822	Praf.g_01833	Praj.g_01654
OG0000823	Praf.g_01834	Praj.g_01655
OG0000824	Praf.g_01838	Praj.g_01658
OG0000825	Praf.g_01839	Praj.g_01659
OG0000826	Praf.g_01840	Praj.g_01660
OG0000827	Praf.g_01841	Praj.g_01661
OG0000828	Praf.g_01844	Praj.g_01664
OG0000829	Praf.g_01845	Praj.g_01665
OG0000830	Praf.g_01846	Praj.g_01666
OG0000831	Praf.g_01849	Praj.g_01668
OG0000832	Praf.g_00542	Praj.g_01678
OG0000833	Praf.g_00534	Praj.g_01686
OG0000834	Praf.g_00533	Praj.g_01687
OG0000835	Praf.g_00532	Praj.g_01688
OG0000836	Praf.g_00530	Praj.g_01690
OG0000837	Praf.g_00529	Praj.g_01691
OG0000838	Praf.g_00525	Praj.g_01693
OG0000839	Praf.g_00524	Praj.g_01694
OG0000840	Praf.g_00523	Praj.g_01695
OG0000841	Praf.g_00522	Praj.g_01696
OG0000842	Praf.g_00521	Praj.g_01697
OG0000843	Praf.g_00520	Praj.g_01698
OG0000844	Praf.g_00518	Praj.g_01699
OG0000845	Praf.g_00517	Praj.g_01700
OG0000846	Praf.g_00516	Praj.g_01701
OG0000847	Praf.g_00515	Praj.g_01702
OG0000848	Praf.g_00513	Praj.g_01703
OG0000849	Praf.g_00512	Praj.g_01704
OG0000850	Praf.g_00511	Praj.g_01706
OG0000851	Praf.g_00508	Praj.g_01707
OG0000852	Praf.g_00507	Praj.g_01708
OG0000853	Praf.g_00502	Praj.g_01713
OG0000854	Praf.g_00500	Praj.g_01715
OG0000855	Praf.g_00499	Praj.g_01716
OG0000856	Praf.g_01677	Praj.g_01599
OG0000857	Praf.g_01546	Praj.g_00785
OG0000858	Praf.g_00490	Praj.g_01763
OG0000859	Praf.g_00489	Praj.g_01764
OG0000860	Praf.g_00478	Praj.g_01770
OG0000861	Praf.g_00477	Praj.g_01771
OG0000862	Praf.g_00475	Praj.g_01772
OG0000863	Praf.g_00472	Praj.g_01773
OG0000864	Praf.g_00471	Praj.g_01774
OG0000865	Praf.g_00470	Praj.g_01775
OG0000866	Praf.g_00469	Praj.g_01776
OG0000867	Praf.g_00468	Praj.g_01777
OG0000868	Praf.g_00466	Praj.g_01778
OG0000869	Praf.g_00463	Praj.g_01781
OG0000870	Praf.g_00458	Praj.g_01786
OG0000871	Praf.g_00457	Praj.g_01787
OG0000872	Praf.g_00455	Praj.g_01788
OG0000873	Praf.g_00452	Praj.g_01791
OG0000874	Praf.g_00448	Praj.g_01794
OG0000875	Praf.g_00447	Praj.g_01796
OG0000876	Praf.g_00446	Praj.g_01797
OG0000877	Praf.g_00443	Praj.g_01799
OG0000878	Praf.g_00442	Praj.g_01800
OG0000879	Praf.g_00441	Praj.g_01801
OG0000880	Praf.g_00440	Praj.g_01802
OG0000881	Praf.g_00434	Praj.g_01805
OG0000882	Praf.g_00429	Praj.g_01810
OG0000883	Praf.g_00427	Praj.g_01812
OG0000884	Praf.g_00425	Praj.g_01814
OG0000885	Praf.g_00424	Praj.g_01815
OG0000886	Praf.g_00423	Praj.g_01816
OG0000887	Praf.g_00422	Praj.g_01817
OG0000888	Praf.g_00420	Praj.g_01819
OG0000889	Praf.g_00418	Praj.g_01821
OG0000890	Praf.g_00405	Praj.g_01822
OG0000891	Praf.g_00404	Praj.g_01823
OG0000892	Praf.g_00402	Praj.g_01825
OG0000893	Praf.g_02202	Praj.g_01868
OG0000894	Praf.g_02199	Praj.g_01871
OG0000895	Praf.g_02195	Praj.g_01874
OG0000896	Praf.g_02194	Praj.g_01875
OG0000897	Praf.g_02192	Praj.g_01877
OG0000898	Praf.g_02191	Praj.g_01878
OG0000899	Praf.g_02190	Praj.g_01879
OG0000900	Praf.g_02189	Praj.g_01880
OG0000901	Praf.g_02185	Praj.g_01883
OG0000902	Praf.g_02183	Praj.g_01885
OG0000903	Praf.g_02170	Praj.g_01894
OG0000904	Praf.g_02175	Praj.g_01889
OG0000905	Praf.g_02177	Praj.g_01887
OG0000906	Praf.g_02179	Praj.g_01886
OG0000907	Praf.g_02163	Praj.g_01909
OG0000908	Praf.g_02160	Praj.g_01912
OG0000909	Praf.g_02159	Praj.g_01913
OG0000910	Praf.g_02158	Praj.g_01914
OG0000911	Praf.g_02156	Praj.g_01916
OG0000912	Praf.g_02155	Praj.g_01917
OG0000913	Praf.g_02154	Praj.g_01918
OG0000914	Praf.g_02153	Praj.g_01919
OG0000915	Praf.g_02152	Praj.g_01920
OG0000916	Praf.g_02151	Praj.g_01921
OG0000917	Praf.g_02150	Praj.g_01922
OG0000918	Praf.g_02149	Praj.g_01923
OG0000919	Praf.g_02148	Praj.g_01924
OG0000920	Praf.g_02147	Praj.g_01925
OG0000921	Praf.g_02146	Praj.g_01926
OG0000922	Praf.g_02145	Praj.g_01927
OG0000923	Praf.g_02141	Praj.g_01931
OG0000924	Praf.g_02140	Praj.g_01932
OG0000925	Praf.g_02139	Praj.g_01933
OG0000926	Praf.g_02138	Praj.g_01934
OG0000927	Praf.g_02136	Praj.g_01936
OG0000928	Praf.g_02135	Praj.g_01937
OG0000929	Praf.g_02134	Praj.g_01938
OG0000930	Praf.g_02133	Praj.g_01939
OG0000931	Praf.g_02132	Praj.g_01940
OG0000932	Praf.g_02131	Praj.g_01941
OG0000933	Praf.g_02126	Praj.g_01945
OG0000934	Praf.g_02124	Praj.g_01947
OG0000935	Praf.g_02123	Praj.g_01948
OG0000936	Praf.g_02122	Praj.g_01949
OG0000937	Praf.g_02121	Praj.g_01950
OG0000938	Praf.g_02118	Praj.g_01953
OG0000939	Praf.g_02117	Praj.g_01954
OG0000940	Praf.g_02106	Praj.g_01961
OG0000941	Praf.g_02104	Praj.g_01963
OG0000942	Praf.g_02102	Praj.g_01965
OG0000943	Praf.g_02101	Praj.g_01966
OG0000944	Praf.g_02099	Praj.g_01968
OG0000945	Praf.g_02097	Praj.g_01969
OG0000946	Praf.g_02082	Praj.g_01975
OG0000947	Praf.g_02079	Praj.g_01977
OG0000948	Praf.g_02078	Praj.g_01978
OG0000949	Praf.g_02075	Praj.g_01981
OG0000950	Praf.g_02383	Praj.g_01986
OG0000951	Praf.g_02388	Praj.g_01990
OG0000952	Praf.g_02393	Praj.g_01994
OG0000953	Praf.g_02397	Praj.g_01998
OG0000954	Praf.g_00195	Praj.g_02002
OG0000955	Praf.g_00194	Praj.g_02003
OG0000956	Praf.g_00192	Praj.g_02005
OG0000957	Praf.g_00180	Praj.g_02010
OG0000958	Praf.g_00179	Praj.g_02011
OG0000959	Praf.g_00175	Praj.g_02015
OG0000960	Praf.g_00174	Praj.g_02016
OG0000961	Praf.g_00165	Praj.g_02019
OG0000962	Praf.g_00163	Praj.g_02021
OG0000963	Praf.g_00157	Praj.g_02026
OG0000964	Praf.g_00156	Praj.g_02027
OG0000965	Praf.g_00155	Praj.g_02028
OG0000966	Praf.g_00089	Praj.g_02059
OG0000967	Praf.g_00082	Praj.g_02063
OG0000968	Praf.g_00077	Praj.g_02065
OG0000969	Praf.g_00075	Praj.g_02066
OG0000970	Praf.g_00074	Praj.g_02067
OG0000971	Praf.g_00072	Praj.g_02068
OG0000972	Praf.g_00071	Praj.g_02069
OG0000973	Praf.g_00070	Praj.g_02070
OG0000974	Praf.g_00069	Praj.g_02071
OG0000975	Praf.g_00068	Praj.g_02072
OG0000976	Praf.g_00067	Praj.g_02073
OG0000977	Praf.g_00064	Praj.g_02074
OG0000978	Praf.g_00063	Praj.g_02075
OG0000979	Praf.g_00060	Praj.g_02078
OG0000980	Praf.g_00056	Praj.g_02080
OG0000981	Praf.g_00053	Praj.g_02083
OG0000982	Praf.g_02657	Praj.g_02085
OG0000983	Praf.g_02658	Praj.g_02086
OG0000984	Praf.g_02659	Praj.g_02087
OG0000985	Praf.g_02663	Praj.g_02090
OG0000986	Praf.g_02665	Praj.g_02092
OG0000987	Praf.g_02667	Praj.g_02093
OG0000988	Praf.g_02671	Praj.g_02096
OG0000989	Praf.g_02680	Praj.g_02100
OG0000990	Praf.g_02702	Praj.g_02105
OG0000991	Praf.g_02716	Praj.g_02106
OG0000992	Praf.g_02719	Praj.g_02109
OG0000993	Praf.g_02720	Praj.g_02110
OG0000994	Praf.g_02723	Praj.g_02111
OG0000995	Praf.g_02730	Praj.g_02115
OG0000996	Praf.g_02743	Praj.g_02116
OG0000997	Praf.g_02753	Praj.g_02124
OG0000998	Praf.g_02755	Praj.g_02126
OG0000999	Praf.g_02756	Praj.g_02127
OG0001000	Praf.g_02759	Praj.g_02130, Praj.g_02131
OG0001001	Praf.g_02764	Praj.g_02134
OG0001002	Praf.g_02770	Praj.g_02139
OG0001003	Praf.g_02772	Praj.g_02141
OG0001004	Praf.g_02773	Praj.g_02142
OG0001005	Praf.g_02775	Praj.g_02143
OG0001006	Praf.g_02781	Praj.g_02147
OG0001007	Praf.g_02783	Praj.g_02149
OG0001008	Praf.g_01988	Praj.g_00431
OG0001009	Praf.g_00032	Praj.g_00027
OG0001010	Praf.g_00033	Praj.g_00028
OG0001011	Praf.g_00035	Praj.g_00029
OG0001012	Praf.g_02654	Praj.g_00047
OG0001013	Praf.g_02603	Praj.g_00052
OG0001014	Praf.g_02597	Praj.g_00055
OG0001015	Praf.g_02596	Praj.g_00056
OG0001016	Praf.g_00316	Praj.g_00111
OG0001017	Praf.g_00310	Praj.g_00115
OG0001018	Praf.g_00308	Praj.g_00118
OG0001019	Praf.g_00296	Praj.g_00127
OG0001020	Praf.g_00268	Praj.g_00128
OG0001021	Praf.g_00264	Praj.g_00129
OG0001022	Praf.g_00259	Praj.g_00132
OG0001023	Praf.g_00258	Praj.g_00133
OG0001024	Praf.g_00254	Praj.g_00136
OG0001025	Praf.g_00247	Praj.g_00143
OG0001026	Praf.g_00230	Praj.g_00151
OG0001027	Praf.g_00225	Praj.g_00152
OG0001028	Praf.g_00223	Praj.g_00154
OG0001029	Praf.g_00221	Praj.g_00156
OG0001030	Praf.g_02408	Praj.g_00172
OG0001031	Praf.g_02497	Praj.g_00226
OG0001032	Praf.g_02500	Praj.g_00227
OG0001033	Praf.g_02533	Praj.g_00247
OG0001034	Praf.g_00385	Praj.g_00276
OG0001035	Praf.g_02243	Praj.g_00293
OG0001036	Praf.g_02247	Praj.g_00297
OG0001037	Praf.g_02249	Praj.g_00298
OG0001038	Praf.g_02277	Praj.g_00314
OG0001039	Praf.g_02280	Praj.g_00316
OG0001040	Praf.g_02283	Praj.g_00319
OG0001041	Praf.g_02288	Praj.g_00323
OG0001042	Praf.g_02316	Praj.g_00339
OG0001043	Praf.g_02318	Praj.g_00340
OG0001044	Praf.g_02055	Praj.g_00379
OG0001045	Praf.g_02044	Praj.g_00388
OG0001046	Praf.g_00495	Praj.g_01081
OG0001047	Praf.g_01986	Praj.g_00433
OG0001048	Praf.g_01985	Praj.g_00434
OG0001049	Praf.g_01982	Praj.g_00436
OG0001050	Praf.g_01981	Praj.g_00437
OG0001051	Praf.g_01980	Praj.g_00438
OG0001052	Praf.g_01911	Praj.g_00464
OG0001053	Praf.g_00598	Praj.g_00476
OG0001054	Praf.g_00615	Praj.g_00490
OG0001055	Praf.g_00636	Praj.g_00509
OG0001056	Praf.g_00665	Praj.g_00527
OG0001057	Praf.g_00675	Praj.g_00532
OG0001058	Praf.g_00689	Praj.g_00540
OG0001059	Praf.g_00693	Praj.g_00544
OG0001060	Praf.g_00700	Praj.g_00551
OG0001061	Praf.g_00717	Praj.g_00564
OG0001062	Praf.g_00719	Praj.g_00566
OG0001063	Praf.g_00723	Praj.g_00567
OG0001064	Praf.g_00724	Praj.g_00568
OG0001065	Praf.g_00725	Praj.g_00569
OG0001066	Praf.g_00726	Praj.g_00570
OG0001067	Praf.g_00728	Praj.g_00571
OG0001068	Praf.g_00729	Praj.g_00572
OG0001069	Praf.g_00730	Praj.g_00573
OG0001070	Praf.g_00734	Praj.g_00575
OG0001071	Praf.g_00735	Praj.g_00576
OG0001072	Praf.g_00738	Praj.g_00577
OG0001073	Praf.g_00758	Praj.g_00591
OG0001074	Praf.g_01659	Praj.g_00603
OG0001075	Praf.g_01661	Praj.g_00604
OG0001076	Praf.g_01669	Praj.g_00611
OG0001077	Praf.g_01680	Praj.g_00616
OG0001078	Praf.g_01693	Praj.g_00624
OG0001079	Praf.g_01713	Praj.g_00635
OG0001080	Praf.g_01722	Praj.g_00641
OG0001081	Praf.g_01728	Praj.g_00643
OG0001082	Praf.g_01729	Praj.g_00644
OG0001083	Praf.g_01737	Praj.g_00649
OG0001084	Praf.g_01738	Praj.g_00650
OG0001085	Praf.g_01749	Praj.g_00660
OG0001086	Praf.g_01751	Praj.g_00661
OG0001087	Praf.g_01225	Praj.g_00681
OG0001088	Praf.g_01221	Praj.g_00682
OG0001089	Praf.g_01124	Praj.g_00690
OG0001090	Praf.g_01303	Praj.g_00699
OG0001091	Praf.g_01305	Praj.g_00701
OG0001092	Praf.g_01307	Praj.g_00702
OG0001093	Praf.g_01311	Praj.g_00707
OG0001094	Praf.g_01524	Praj.g_00763
OG0001095	Praf.g_01543	Praj.g_00782
OG0001096	Praf.g_01560	Praj.g_00797
OG0001097	Praf.g_01602	Praj.g_00817
OG0001098	Praf.g_01444	Praj.g_00835
OG0001099	Praf.g_00222	Praj.g_00872
OG0001100	Praf.g_01454	Praj.g_00879
OG0001101	Praf.g_01455	Praj.g_00881
OG0001102	Praf.g_01458	Praj.g_00884
OG0001103	Praf.g_01460	Praj.g_00886
OG0001104	Praf.g_01511	Praj.g_00749
OG0001105	Praf.g_01506	Praj.g_00753
OG0001106	Praf.g_01404	Praj.g_00934
OG0001107	Praf.g_01394	Praj.g_00944
OG0001108	Praf.g_01387	Praj.g_00948
OG0001109	Praf.g_01385	Praj.g_00949
OG0001110	Praf.g_01382	Praj.g_00951
OG0001111	Praf.g_01380	Praj.g_00952
OG0001112	Praf.g_01378	Praj.g_00953
OG0001113	Praf.g_01377	Praj.g_00954
OG0001114	Praf.g_01376	Praj.g_00955
OG0001115	Praf.g_01374	Praj.g_00957
OG0001116	Praf.g_01372	Praj.g_00958
OG0001117	Praf.g_01371	Praj.g_00959
OG0001118	Praf.g_01370	Praj.g_00960
OG0001119	Praf.g_01369	Praj.g_00961
OG0001120	Praf.g_01366	Praj.g_00963
OG0001122	Praf.g_01340	Praj.g_00993
OG0001123	Praf.g_01333	Praj.g_00997
OG0001124	Praf.g_01331	Praj.g_00999
OG0001125	Praf.g_01329	Praj.g_01001
OG0001126	Praf.g_01287	Praj.g_01012
OG0001127	Praf.g_01286	Praj.g_01013
OG0001128	Praf.g_01283	Praj.g_01016
OG0001129	Praf.g_01281	Praj.g_01017
OG0001130	Praf.g_01280	Praj.g_01018
OG0001131	Praf.g_01296	Praj.g_00852
OG0001132	Praf.g_01652	Praj.g_01063
OG0001133	Praf.g_01671	Praj.g_01040
OG0001134	Praf.g_02690	Praj.g_01832
OG0001135	Praf.g_02692	Praj.g_01835
OG0001136	Praf.g_00852	Praj.g_01463
OG0001137	Praf.g_00872	Praj.g_01452
OG0001138	Praf.g_00923	Praj.g_01432
OG0001139	Praf.g_00925	Praj.g_01430
OG0001140	Praf.g_00926	Praj.g_01429
OG0001141	Praf.g_00927	Praj.g_01428
OG0001142	Praf.g_00928	Praj.g_01427
OG0001143	Praf.g_00912	Praj.g_01420
OG0001144	Praf.g_00904	Praj.g_01415
OG0001145	Praf.g_00806	Praj.g_01520
OG0001146	Praf.g_00790	Praj.g_01532
OG0001147	Praf.g_01897	Praj.g_01550
OG0001148	Praf.g_00582	Praj.g_01577
OG0001149	Praf.g_00581	Praj.g_01578
OG0001150	Praf.g_00580	Praj.g_01579
OG0001151	Praf.g_00568	Praj.g_01590
OG0001152	Praf.g_00567	Praj.g_01591
OG0001153	Praf.g_01842	Praj.g_01662
OG0001154	Praf.g_01843	Praj.g_01663
OG0001155	Praf.g_00540	Praj.g_01679
