Orthogroup	Syaq	Syai
OG0000564	Syaq.g_01940	Syai.g_00743
OG0000565	Syaq.g_01943	Syai.g_00746
OG0000566	Syaq.g_01947	Syai.g_00750
OG0000567	Syaq.g_01951	Syai.g_00754
OG0000568	Syaq.g_01954	Syai.g_00758
OG0000569	Syaq.g_01955	Syai.g_00759
OG0000570	Syaq.g_01956	Syai.g_00760
OG0000571	Syaq.g_01960	Syai.g_00764
OG0000572	Syaq.g_01977	Syai.g_00782
OG0000573	Syaq.g_01985	Syai.g_00790
OG0000574	Syaq.g_01986	Syai.g_00796
OG0000575	Syaq.g_01991	Syai.g_00800
OG0000576	Syaq.g_01993	Syai.g_00802
OG0000577	Syaq.g_01994	Syai.g_00803
OG0000578	Syaq.g_01995	Syai.g_00804
OG0000579	Syaq.g_01996	Syai.g_00805
OG0000580	Syaq.g_01997	Syai.g_00806
OG0000581	Syaq.g_02003	Syai.g_00812
OG0000582	Syaq.g_02012	Syai.g_01042
OG0000583	Syaq.g_02013	Syai.g_01043
OG0000584	Syaq.g_02014	Syai.g_01044
OG0000585	Syaq.g_02017	Syai.g_01046
OG0000586	Syaq.g_02018	Syai.g_01047
OG0000587	Syaq.g_02020	Syai.g_01049
OG0000588	Syaq.g_02043	Syai.g_01063
OG0000589	Syaq.g_02057	Syai.g_01066
OG0000590	Syaq.g_02058	Syai.g_01067
OG0000591	Syaq.g_02066	Syai.g_01075
OG0000592	Syaq.g_02067	Syai.g_01076
OG0000593	Syaq.g_02078	Syai.g_01100
OG0000594	Syaq.g_02079	Syai.g_01101
OG0000595	Syaq.g_02080	Syai.g_01102
OG0000596	Syaq.g_02085	Syai.g_01107
OG0000597	Syaq.g_02088	Syai.g_01110
OG0000598	Syaq.g_02089	Syai.g_01111
OG0000599	Syaq.g_02096	Syai.g_01114
OG0000600	Syaq.g_02097	Syai.g_01115
OG0000601	Syaq.g_02098	Syai.g_01116
OG0000602	Syaq.g_02104	Syai.g_01121
OG0000603	Syaq.g_02105	Syai.g_01122
OG0000604	Syaq.g_02107	Syai.g_01125
OG0000605	Syaq.g_02151	Syai.g_01609
OG0000606	Syaq.g_02231	Syai.g_01221
OG0000607	Syaq.g_02234	Syai.g_01224
OG0000608	Syaq.g_02235	Syai.g_01225
OG0000609	Syaq.g_02237	Syai.g_01227
OG0000610	Syaq.g_02244	Syai.g_01234
OG0000611	Syaq.g_02247	Syai.g_01237
OG0000612	Syaq.g_02248	Syai.g_01238
OG0000613	Syaq.g_00885	Syai.g_00196
OG0000614	Syaq.g_02588	Syai.g_01981
OG0000615	Syaq.g_02302	Syai.g_01286
OG0000616	Syaq.g_01168	Syai.g_02914
OG0000617	Syaq.g_00031	Syai.g_01393
OG0000618	Syaq.g_00032	Syai.g_01394
OG0000619	Syaq.g_00033	Syai.g_01395
OG0000620	Syaq.g_00038	Syai.g_01402
OG0000621	Syaq.g_00039	Syai.g_01403
OG0000622	Syaq.g_00040	Syai.g_01404
OG0000623	Syaq.g_00041	Syai.g_01405
OG0000624	Syaq.g_00042	Syai.g_01407
OG0000625	Syaq.g_00043	Syai.g_01408
OG0000626	Syaq.g_00044	Syai.g_01409
OG0000627	Syaq.g_02425	Syai.g_01575
OG0000628	Syaq.g_02426	Syai.g_01573
OG0000629	Syaq.g_02429	Syai.g_01570
OG0000630	Syaq.g_02433	Syai.g_01566
OG0000631	Syaq.g_02441	Syai.g_01557
OG0000632	Syaq.g_02442	Syai.g_01556
OG0000633	Syaq.g_02444	Syai.g_01555
OG0000634	Syaq.g_02336	Syai.g_01317
OG0000635	Syaq.g_02337	Syai.g_01318
OG0000636	Syaq.g_02339	Syai.g_01320
OG0000637	Syaq.g_02341	Syai.g_01322
OG0000638	Syaq.g_02342	Syai.g_01323
OG0000639	Syaq.g_02343	Syai.g_01324
OG0000640	Syaq.g_02344	Syai.g_01325
OG0000641	Syaq.g_02348	Syai.g_01329
OG0000642	Syaq.g_02349	Syai.g_01330
OG0000643	Syaq.g_02350	Syai.g_01349
OG0000644	Syaq.g_02351	Syai.g_01350
OG0000645	Syaq.g_02353	Syai.g_01352
OG0000646	Syaq.g_02356	Syai.g_01355
OG0000647	Syaq.g_02358	Syai.g_01357
OG0000648	Syaq.g_02360	Syai.g_01362
OG0000649	Syaq.g_02361	Syai.g_01363
OG0000650	Syaq.g_02362	Syai.g_01364
OG0000651	Syaq.g_02363	Syai.g_01365
OG0000652	Syaq.g_02364	Syai.g_01366
OG0000653	Syaq.g_02367	Syai.g_01368
OG0000654	Syaq.g_02368	Syai.g_01369
OG0000655	Syaq.g_02369	Syai.g_01370
OG0000656	Syaq.g_02372	Syai.g_01373
OG0000657	Syaq.g_02382	Syai.g_02045
OG0000658	Syaq.g_02385	Syai.g_02049
OG0000659	Syaq.g_02386	Syai.g_02050
OG0000660	Syaq.g_02390	Syai.g_02054
OG0000661	Syaq.g_02392	Syai.g_02056
OG0000662	Syaq.g_02394	Syai.g_02058
OG0000663	Syaq.g_02397	Syai.g_02061
OG0000664	Syaq.g_02400	Syai.g_02062
OG0000665	Syaq.g_02124	Syai.g_02431
OG0000666	Syaq.g_02117	Syai.g_01610
OG0000667	Syaq.g_02222	Syai.g_01724
OG0000668	Syaq.g_00068	Syai.g_01436
OG0000669	Syaq.g_02260	Syai.g_01251
OG0000670	Syaq.g_00079	Syai.g_00561
OG0000671	Syaq.g_02264	Syai.g_01255
OG0000672	Syaq.g_02267	Syai.g_01259
OG0000673	Syaq.g_02270	Syai.g_01262
OG0000674	Syaq.g_02272	Syai.g_01264
OG0000675	Syaq.g_02273	Syai.g_01265
OG0000676	Syaq.g_02275	Syai.g_01275
OG0000677	Syaq.g_02276	Syai.g_01276
OG0000678	Syaq.g_02282	Syai.g_01279
OG0000679	Syaq.g_02305	Syai.g_01288
OG0000680	Syaq.g_02306	Syai.g_01289
OG0000681	Syaq.g_02309	Syai.g_01292
OG0000682	Syaq.g_02310	Syai.g_01293
OG0000683	Syaq.g_02311	Syai.g_01294
OG0000684	Syaq.g_02315	Syai.g_01299
OG0000685	Syaq.g_02317	Syai.g_01301
OG0000686	Syaq.g_02318	Syai.g_01302
OG0000687	Syaq.g_02319	Syai.g_01303
OG0000688	Syaq.g_02325	Syai.g_01307
OG0000689	Syaq.g_02327	Syai.g_01309
OG0000690	Syaq.g_02328	Syai.g_01310
OG0000691	Syaq.g_02329	Syai.g_01311
OG0000692	Syaq.g_02330	Syai.g_01312
OG0000693	Syaq.g_02332	Syai.g_01313
OG0000694	Syaq.g_02333	Syai.g_01314
OG0000695	Syaq.g_02446	Syai.g_01553
OG0000696	Syaq.g_02447	Syai.g_01552
OG0000697	Syaq.g_02448	Syai.g_01550
OG0000698	Syaq.g_02451	Syai.g_01547
OG0000699	Syaq.g_02452	Syai.g_01545
OG0000700	Syaq.g_02453	Syai.g_01544
OG0000701	Syaq.g_02454	Syai.g_01543
OG0000702	Syaq.g_02467	Syai.g_01521
OG0000703	Syaq.g_02468	Syai.g_01520
OG0000704	Syaq.g_02470	Syai.g_01518
OG0000705	Syaq.g_02477	Syai.g_01511
OG0000706	Syaq.g_02478	Syai.g_01510
OG0000707	Syaq.g_02479	Syai.g_01509
OG0000708	Syaq.g_02482	Syai.g_01506
OG0000709	Syaq.g_02490	Syai.g_01497
OG0000710	Syaq.g_02494	Syai.g_01487
OG0000711	Syaq.g_02521	Syai.g_01456
OG0000712	Syaq.g_02523	Syai.g_01454
OG0000713	Syaq.g_02524	Syai.g_01453
OG0000714	Syaq.g_02527	Syai.g_01451
OG0000715	Syaq.g_02529	Syai.g_01449
OG0000716	Syaq.g_02533	Syai.g_01445
OG0000717	Syaq.g_02534	Syai.g_01444
OG0000718	Syaq.g_00072	Syai.g_01440
OG0000719	Syaq.g_00070	Syai.g_01438
OG0000720	Syaq.g_00057	Syai.g_01425
OG0000721	Syaq.g_00055	Syai.g_01423
OG0000722	Syaq.g_00054	Syai.g_01422
OG0000723	Syaq.g_00046	Syai.g_01411
OG0000724	Syaq.g_02685	Syai.g_02013
OG0000725	Syaq.g_02676	Syai.g_02004
OG0000726	Syaq.g_02675	Syai.g_02003
OG0000727	Syaq.g_02674	Syai.g_02002
OG0000728	Syaq.g_02672	Syai.g_02000
OG0000729	Syaq.g_01046	Syai.g_00097
OG0000730	Syaq.g_00561	Syai.g_00483
OG0000731	Syaq.g_00550	Syai.g_00495
OG0000732	Syaq.g_01098	Syai.g_00058
OG0000733	Syaq.g_01232	Syai.g_02805
OG0000734	Syaq.g_01479	Syai.g_02548
OG0000735	Syaq.g_00266	Syai.g_02159
OG0000736	Syaq.g_00265	Syai.g_02158
OG0000737	Syaq.g_00264	Syai.g_02157
OG0000738	Syaq.g_00258	Syai.g_02152
OG0000739	Syaq.g_00257	Syai.g_02151
OG0000740	Syaq.g_00256	Syai.g_02150
OG0000741	Syaq.g_00253	Syai.g_02147
OG0000742	Syaq.g_00250	Syai.g_02145
OG0000743	Syaq.g_00248	Syai.g_02143
OG0000744	Syaq.g_00247	Syai.g_02142
OG0000745	Syaq.g_00245	Syai.g_02140
OG0000746	Syaq.g_00242	Syai.g_02138
OG0000747	Syaq.g_00241	Syai.g_02137
OG0000748	Syaq.g_00227	Syai.g_02125
OG0000749	Syaq.g_00226	Syai.g_02123
OG0000750	Syaq.g_00225	Syai.g_02122
OG0000751	Syaq.g_00219	Syai.g_02116
OG0000752	Syaq.g_00217	Syai.g_02114
OG0000753	Syaq.g_00214	Syai.g_02111
OG0000754	Syaq.g_00209	Syai.g_01750
OG0000755	Syaq.g_00198	Syai.g_01760
OG0000756	Syaq.g_00197	Syai.g_01761
OG0000757	Syaq.g_00190	Syai.g_01769
OG0000758	Syaq.g_00189	Syai.g_01770
OG0000759	Syaq.g_00188	Syai.g_01771
OG0000760	Syaq.g_00187	Syai.g_01772
OG0000761	Syaq.g_00186	Syai.g_01775
OG0000762	Syaq.g_00183	Syai.g_01777
OG0000763	Syaq.g_00181	Syai.g_01779
OG0000764	Syaq.g_00180	Syai.g_01780
OG0000765	Syaq.g_00157	Syai.g_01797
OG0000766	Syaq.g_00156	Syai.g_01798
OG0000767	Syaq.g_00154	Syai.g_01800
OG0000768	Syaq.g_00153	Syai.g_01801
OG0000769	Syaq.g_00151	Syai.g_01803
OG0000770	Syaq.g_00148	Syai.g_01822
OG0000771	Syaq.g_02691	Syai.g_02019
OG0000772	Syaq.g_01887	Syai.g_01639
OG0000773	Syaq.g_00283	Syai.g_02164
OG0000774	Syaq.g_00288	Syai.g_02168
OG0000775	Syaq.g_00290	Syai.g_02172
OG0000776	Syaq.g_00291	Syai.g_02173
OG0000777	Syaq.g_00292	Syai.g_02174
OG0000778	Syaq.g_00293	Syai.g_02175
OG0000779	Syaq.g_00299	Syai.g_02181
OG0000780	Syaq.g_00304	Syai.g_02184
OG0000781	Syaq.g_00308	Syai.g_02188
OG0000782	Syaq.g_00309	Syai.g_02189
OG0000783	Syaq.g_00310	Syai.g_02190
OG0000784	Syaq.g_00311	Syai.g_02191
OG0000785	Syaq.g_00313	Syai.g_02193
OG0000786	Syaq.g_00328	Syai.g_00816
OG0000787	Syaq.g_00329	Syai.g_00815
OG0000788	Syaq.g_02099	Syai.g_01117
OG0000789	Syaq.g_02123	Syai.g_01596
OG0000790	Syaq.g_01758	Syai.g_00623
OG0000791	Syaq.g_01756	Syai.g_00621
OG0000792	Syaq.g_01755	Syai.g_00620
OG0000793	Syaq.g_01750	Syai.g_00615
OG0000794	Syaq.g_01749	Syai.g_00614
OG0000795	Syaq.g_01748	Syai.g_00613
OG0000796	Syaq.g_01744	Syai.g_00609
OG0000797	Syaq.g_01743	Syai.g_00608
OG0000798	Syaq.g_00760	Syai.g_00262
OG0000799	Syaq.g_00341	Syai.g_00996
OG0000800	Syaq.g_00342	Syai.g_00993
OG0000801	Syaq.g_00343	Syai.g_00992
OG0000802	Syaq.g_00350	Syai.g_00988
OG0000803	Syaq.g_00353	Syai.g_00983
OG0000804	Syaq.g_00358	Syai.g_00980
OG0000805	Syaq.g_00360	Syai.g_00965
OG0000806	Syaq.g_00362	Syai.g_00963
OG0000807	Syaq.g_00364	Syai.g_00961
OG0000808	Syaq.g_00365	Syai.g_00960
OG0000809	Syaq.g_00369	Syai.g_00957
OG0000810	Syaq.g_00370	Syai.g_00956
OG0000811	Syaq.g_00378	Syai.g_00950
OG0000812	Syaq.g_00380	Syai.g_00948
OG0000813	Syaq.g_00381	Syai.g_00947
OG0000814	Syaq.g_00383	Syai.g_00945
OG0000815	Syaq.g_00384	Syai.g_00944
OG0000816	Syaq.g_00386	Syai.g_00942
OG0000817	Syaq.g_00387	Syai.g_00941
OG0000818	Syaq.g_00392	Syai.g_00935
OG0000819	Syaq.g_00393	Syai.g_00934
OG0000820	Syaq.g_00394	Syai.g_00933
OG0000821	Syaq.g_00400	Syai.g_00916
OG0000822	Syaq.g_00402	Syai.g_00914
OG0000823	Syaq.g_00403	Syai.g_00913
OG0000824	Syaq.g_00409	Syai.g_00907
OG0000825	Syaq.g_00410	Syai.g_00906
OG0000826	Syaq.g_00411	Syai.g_00905
OG0000827	Syaq.g_00412	Syai.g_00904
OG0000828	Syaq.g_00415	Syai.g_00900
OG0000829	Syaq.g_00416	Syai.g_00899
OG0000830	Syaq.g_00417	Syai.g_00898
OG0000831	Syaq.g_00419	Syai.g_00896
OG0000832	Syaq.g_01737	Syai.g_02296
OG0000833	Syaq.g_01725	Syai.g_02305
OG0000834	Syaq.g_01724	Syai.g_02307
OG0000835	Syaq.g_01723	Syai.g_02308
OG0000836	Syaq.g_01720	Syai.g_02312
OG0000837	Syaq.g_01719	Syai.g_02313
OG0000838	Syaq.g_01715	Syai.g_02323
OG0000839	Syaq.g_01714	Syai.g_02324
OG0000840	Syaq.g_01713	Syai.g_02325
OG0000841	Syaq.g_01712	Syai.g_02326
OG0000842	Syaq.g_01711	Syai.g_02327
OG0000843	Syaq.g_01710	Syai.g_02328
OG0000844	Syaq.g_01708	Syai.g_02330
OG0000845	Syaq.g_01707	Syai.g_02331
OG0000846	Syaq.g_01706	Syai.g_02332
OG0000847	Syaq.g_01705	Syai.g_02333
OG0000848	Syaq.g_01703	Syai.g_02335
OG0000849	Syaq.g_01702	Syai.g_02336
OG0000850	Syaq.g_01699	Syai.g_02339
OG0000851	Syaq.g_01696	Syai.g_02352
OG0000852	Syaq.g_01695	Syai.g_02353
OG0000853	Syaq.g_01691	Syai.g_02357
OG0000854	Syaq.g_01689	Syai.g_02359
OG0000855	Syaq.g_01688	Syai.g_02360
OG0000856	Syaq.g_02069	Syai.g_01078
OG0000857	Syaq.g_02357	Syai.g_01356
OG0000858	Syaq.g_01682	Syai.g_02366
OG0000859	Syaq.g_01681	Syai.g_02367
OG0000860	Syaq.g_01671	Syai.g_02380
OG0000861	Syaq.g_01670	Syai.g_02381
OG0000862	Syaq.g_01668	Syai.g_02382
OG0000863	Syaq.g_01665	Syai.g_02385
OG0000864	Syaq.g_01664	Syai.g_02386
OG0000865	Syaq.g_01663	Syai.g_02387
OG0000866	Syaq.g_01662	Syai.g_02388
OG0000867	Syaq.g_01661	Syai.g_02389
OG0000868	Syaq.g_01659	Syai.g_02392
OG0000869	Syaq.g_01656	Syai.g_02396
OG0000870	Syaq.g_01651	Syai.g_02401
OG0000871	Syaq.g_01650	Syai.g_02402
OG0000872	Syaq.g_01644	Syai.g_02409
OG0000873	Syaq.g_01641	Syai.g_02412
OG0000874	Syaq.g_01637	Syai.g_02408
OG0000875	Syaq.g_01633	Syai.g_02416
OG0000876	Syaq.g_01631	Syai.g_02243
OG0000877	Syaq.g_01628	Syai.g_02250
OG0000878	Syaq.g_01627	Syai.g_02251
OG0000879	Syaq.g_01626	Syai.g_02252
OG0000880	Syaq.g_01625	Syai.g_02253
OG0000881	Syaq.g_01621	Syai.g_02257
OG0000882	Syaq.g_01616	Syai.g_02262
OG0000883	Syaq.g_01613	Syai.g_02264
OG0000884	Syaq.g_01611	Syai.g_02266
OG0000885	Syaq.g_01610	Syai.g_02267
OG0000886	Syaq.g_01609	Syai.g_02268
OG0000887	Syaq.g_01608	Syai.g_02269
OG0000888	Syaq.g_01606	Syai.g_02271
OG0000889	Syaq.g_01604	Syai.g_02273
OG0000890	Syaq.g_01597	Syai.g_02279
OG0000891	Syaq.g_01596	Syai.g_02280
OG0000892	Syaq.g_01594	Syai.g_02282
OG0000893	Syaq.g_00695	Syai.g_00318
OG0000894	Syaq.g_00692	Syai.g_00321
OG0000895	Syaq.g_00688	Syai.g_00325
OG0000896	Syaq.g_00687	Syai.g_00326
OG0000897	Syaq.g_00685	Syai.g_00328
OG0000898	Syaq.g_00684	Syai.g_00329
OG0000899	Syaq.g_00683	Syai.g_00330
OG0000900	Syaq.g_00682	Syai.g_00331
OG0000901	Syaq.g_00677	Syai.g_00336
OG0000902	Syaq.g_00671	Syai.g_00338
OG0000903	Syaq.g_00655	Syai.g_00353
OG0000904	Syaq.g_00660	Syai.g_00348
OG0000905	Syaq.g_00666	Syai.g_00342
OG0000906	Syaq.g_00669	Syai.g_00340
OG0000907	Syaq.g_00653	Syai.g_00358
OG0000908	Syaq.g_00650	Syai.g_00361
OG0000909	Syaq.g_00649	Syai.g_00362
OG0000910	Syaq.g_00648	Syai.g_00363
OG0000911	Syaq.g_00646	Syai.g_00365
OG0000912	Syaq.g_00645	Syai.g_00366
OG0000913	Syaq.g_00644	Syai.g_00367
OG0000914	Syaq.g_00643	Syai.g_00368
OG0000915	Syaq.g_00641	Syai.g_00370
OG0000916	Syaq.g_00640	Syai.g_00371
OG0000917	Syaq.g_00639	Syai.g_00372
OG0000918	Syaq.g_00638	Syai.g_00373
OG0000919	Syaq.g_00637	Syai.g_00374
OG0000920	Syaq.g_00636	Syai.g_00375
OG0000921	Syaq.g_00635	Syai.g_00376
OG0000922	Syaq.g_00634	Syai.g_00377
OG0000923	Syaq.g_00630	Syai.g_00381
OG0000924	Syaq.g_00629	Syai.g_00382
OG0000925	Syaq.g_00628	Syai.g_00383
OG0000926	Syaq.g_00627	Syai.g_00384
OG0000927	Syaq.g_00625	Syai.g_00386
OG0000928	Syaq.g_00624	Syai.g_00387
OG0000929	Syaq.g_00623	Syai.g_00388
OG0000930	Syaq.g_00622	Syai.g_00389
OG0000931	Syaq.g_00621	Syai.g_00390
OG0000932	Syaq.g_00620	Syai.g_00391
OG0000933	Syaq.g_00614	Syai.g_00397
OG0000934	Syaq.g_00612	Syai.g_00399
OG0000935	Syaq.g_00611	Syai.g_00400
OG0000936	Syaq.g_00610	Syai.g_00401
OG0000937	Syaq.g_00609	Syai.g_00402
OG0000938	Syaq.g_00606	Syai.g_00405
OG0000939	Syaq.g_00604	Syai.g_00406
OG0000940	Syaq.g_00597	Syai.g_00413
OG0000941	Syaq.g_00595	Syai.g_00415
OG0000942	Syaq.g_00593	Syai.g_00417
OG0000943	Syaq.g_00592	Syai.g_00418
OG0000944	Syaq.g_00590	Syai.g_00420
OG0000945	Syaq.g_00588	Syai.g_00422
OG0000946	Syaq.g_00580	Syai.g_00428
OG0000947	Syaq.g_00577	Syai.g_00431
OG0000948	Syaq.g_00576	Syai.g_00432
OG0000949	Syaq.g_00971	Syai.g_00174
OG0000950	Syaq.g_00984	Syai.g_00163
OG0000951	Syaq.g_00991	Syai.g_00158
OG0000952	Syaq.g_01002	Syai.g_00136
OG0000953	Syaq.g_01006	Syai.g_00132
OG0000954	Syaq.g_01012	Syai.g_00127
OG0000955	Syaq.g_01013	Syai.g_00126
OG0000956	Syaq.g_01015	Syai.g_00124
OG0000957	Syaq.g_01026	Syai.g_00113
OG0000958	Syaq.g_01027	Syai.g_00112
OG0000959	Syaq.g_01031	Syai.g_00108
OG0000960	Syaq.g_01032	Syai.g_00107
OG0000961	Syaq.g_01043	Syai.g_00100
OG0000962	Syaq.g_01045	Syai.g_00098
OG0000963	Syaq.g_01049	Syai.g_00094
OG0000964	Syaq.g_01050	Syai.g_00093
OG0000965	Syaq.g_01051	Syai.g_00092
OG0000966	Syaq.g_01060	Syai.g_00082
OG0000967	Syaq.g_01067	Syai.g_00077
OG0000968	Syaq.g_01071	Syai.g_00085
OG0000969	Syaq.g_01078	Syai.g_00080
OG0000970	Syaq.g_01079	Syai.g_00079
OG0000971	Syaq.g_01081	Syai.g_00074
OG0000972	Syaq.g_01082	Syai.g_00073
OG0000973	Syaq.g_01083	Syai.g_00072
OG0000974	Syaq.g_01084	Syai.g_00071
OG0000975	Syaq.g_01085	Syai.g_00070
OG0000976	Syaq.g_01086	Syai.g_00069
OG0000977	Syaq.g_01088	Syai.g_00067
OG0000978	Syaq.g_01091	Syai.g_00065
OG0000979	Syaq.g_01094	Syai.g_00062
OG0000980	Syaq.g_01097	Syai.g_00059
OG0000981	Syaq.g_01100	Syai.g_00056
OG0000982	Syaq.g_01263	Syai.g_02777
OG0000983	Syaq.g_01262	Syai.g_02778
OG0000984	Syaq.g_01261	Syai.g_02779
OG0000985	Syaq.g_01257	Syai.g_02781
OG0000986	Syaq.g_01253	Syai.g_02784
OG0000987	Syaq.g_01251	Syai.g_02786
OG0000988	Syaq.g_01245	Syai.g_02790
OG0000989	Syaq.g_01239	Syai.g_02797
OG0000990	Syaq.g_01229	Syai.g_02825
OG0000991	Syaq.g_01225	Syai.g_02827
OG0000992	Syaq.g_01222	Syai.g_02830
OG0000993	Syaq.g_01221	Syai.g_02831
OG0000994	Syaq.g_01218	Syai.g_02834
OG0000995	Syaq.g_01212	Syai.g_02840
OG0000996	Syaq.g_01193	Syai.g_02891
OG0000997	Syaq.g_01184	Syai.g_02900
OG0000998	Syaq.g_01182	Syai.g_02902
OG0000999	Syaq.g_01181	Syai.g_02903
OG0001000	Syaq.g_01177	Syai.g_02906
OG0001001	Syaq.g_01172	Syai.g_02911
OG0001002	Syaq.g_01165	Syai.g_02918
OG0001003	Syaq.g_01163	Syai.g_02919
OG0001004	Syaq.g_01162	Syai.g_02920
OG0001005	Syaq.g_01161	Syai.g_02921
OG0001006	Syaq.g_01152	Syai.g_02931
OG0001007	Syaq.g_01150	Syai.g_02933
OG0001008	Syaq.g_00500	Syai.g_02227
OG0001009	Syaq.g_01118	Syai.g_00034
OG0001010	Syaq.g_01117	Syai.g_00035
OG0001011	Syaq.g_01115	Syai.g_00037
OG0001012	Syaq.g_01267	Syai.g_02773
OG0001013	Syaq.g_01289	Syai.g_02750
OG0001014	Syaq.g_01295	Syai.g_02726
OG0001015	Syaq.g_01296	Syai.g_02725
OG0001016	Syaq.g_01554	Syai.g_02479
OG0001017	Syaq.g_01548	Syai.g_02485
OG0001018	Syaq.g_01546	Syai.g_02487
OG0001019	Syaq.g_01524	Syai.g_02508
OG0001020	Syaq.g_01510	Syai.g_02516
OG0001021	Syaq.g_01506	Syai.g_02523
OG0001022	Syaq.g_01501	Syai.g_02528
OG0001023	Syaq.g_01500	Syai.g_02529
OG0001024	Syaq.g_01496	Syai.g_02533
OG0001025	Syaq.g_01490	Syai.g_02540
OG0001026	Syaq.g_01477	Syai.g_02550
OG0001027	Syaq.g_01474	Syai.g_02555
OG0001028	Syaq.g_01472	Syai.g_02557
OG0001029	Syaq.g_01470	Syai.g_02559
OG0001030	Syaq.g_01450	Syai.g_02580
OG0001031	Syaq.g_01378	Syai.g_02656
OG0001032	Syaq.g_01376	Syai.g_02658
OG0001033	Syaq.g_01344	Syai.g_02685
OG0001034	Syaq.g_01579	Syai.g_00537
OG0001035	Syaq.g_00726	Syai.g_00295
OG0001036	Syaq.g_00731	Syai.g_00290
OG0001037	Syaq.g_00733	Syai.g_00288
OG0001038	Syaq.g_00761	Syai.g_00261
OG0001039	Syaq.g_00764	Syai.g_00258
OG0001040	Syaq.g_00767	Syai.g_00255
OG0001041	Syaq.g_00772	Syai.g_00250
OG0001042	Syaq.g_00858	Syai.g_00225
OG0001044	Syaq.g_00560	Syai.g_00485
OG0001045	Syaq.g_00547	Syai.g_00498
OG0001046	Syaq.g_02509	Syai.g_01471
OG0001047	Syaq.g_00498	Syai.g_02225
OG0001048	Syaq.g_00497	Syai.g_02224
OG0001049	Syaq.g_00494	Syai.g_02215
OG0001050	Syaq.g_00493	Syai.g_02214
OG0001051	Syaq.g_00492	Syai.g_02213
OG0001052	Syaq.g_00446	Syai.g_00861
OG0001053	Syaq.g_01775	Syai.g_00641
OG0001054	Syaq.g_01794	Syai.g_00658
OG0001055	Syaq.g_01815	Syai.g_00679
OG0001056	Syaq.g_01843	Syai.g_00713
OG0001057	Syaq.g_00334	Syai.g_00721
OG0001058	Syaq.g_01931	Syai.g_00734
OG0001059	Syaq.g_01935	Syai.g_00738
OG0001060	Syaq.g_01941	Syai.g_00744
OG0001061	Syaq.g_01961	Syai.g_00765
OG0001062	Syaq.g_01963	Syai.g_00767
OG0001063	Syaq.g_01968	Syai.g_00774
OG0001064	Syaq.g_01969	Syai.g_00775
OG0001065	Syaq.g_01970	Syai.g_00776
OG0001066	Syaq.g_01971	Syai.g_00777
OG0001067	Syaq.g_01972	Syai.g_00778
OG0001068	Syaq.g_01973	Syai.g_00779
OG0001069	Syaq.g_01974	Syai.g_00780
OG0001070	Syaq.g_01978	Syai.g_00783
OG0001071	Syaq.g_01979	Syai.g_00784
OG0001072	Syaq.g_01983	Syai.g_00788
OG0001073	Syaq.g_01998	Syai.g_00807
OG0001074	Syaq.g_02132	Syai.g_01051
OG0001075	Syaq.g_02025	Syai.g_01053
OG0001076	Syaq.g_02060	Syai.g_01069
OG0001077	Syaq.g_02071	Syai.g_01081
OG0001078	Syaq.g_02083	Syai.g_01105
OG0001079	Syaq.g_02100	Syai.g_01118
OG0001080	Syaq.g_02161	Syai.g_01606
OG0001081	Syaq.g_02232	Syai.g_01222
OG0001082	Syaq.g_02233	Syai.g_01223
OG0001083	Syaq.g_02240	Syai.g_01230
OG0001084	Syaq.g_02241	Syai.g_01231
OG0001085	Syaq.g_02251	Syai.g_01241
OG0001086	Syaq.g_02253	Syai.g_01243
OG0001087	Syaq.g_02574	Syai.g_01953
OG0001088	Syaq.g_02576	Syai.g_01957
OG0001089	Syaq.g_02604	Syai.g_01996
OG0001090	Syaq.g_00024	Syai.g_01387
OG0001091	Syaq.g_00027	Syai.g_01389
OG0001092	Syaq.g_00029	Syai.g_01391
OG0001093	Syaq.g_00035	Syai.g_01397
OG0001094	Syaq.g_02334	Syai.g_01315
OG0001096	Syaq.g_02370	Syai.g_01371
OG0001097	Syaq.g_02393	Syai.g_02057
OG0001098	Syaq.g_02415	Syai.g_01603
OG0001099	Syaq.g_01471	Syai.g_02558
OG0001100	Syaq.g_02262	Syai.g_01253
OG0001101	Syaq.g_02263	Syai.g_01254
OG0001102	Syaq.g_02266	Syai.g_01257
OG0001103	Syaq.g_02268	Syai.g_01260
OG0001104	Syaq.g_02316	Syai.g_01300
OG0001105	Syaq.g_02320	Syai.g_01304
OG0001106	Syaq.g_02471	Syai.g_01517
OG0001108	Syaq.g_02491	Syai.g_01496
OG0001109	Syaq.g_02493	Syai.g_01488
OG0001110	Syaq.g_02495	Syai.g_01486
OG0001111	Syaq.g_02497	Syai.g_01484
OG0001112	Syaq.g_02499	Syai.g_01482
OG0001113	Syaq.g_02539	Syai.g_01481
OG0001114	Syaq.g_02500	Syai.g_01480
OG0001115	Syaq.g_02504	Syai.g_01476
OG0001116	Syaq.g_02506	Syai.g_01474
OG0001117	Syaq.g_02507	Syai.g_01473
OG0001118	Syaq.g_02508	Syai.g_01472
OG0001119	Syaq.g_02510	Syai.g_01470
OG0001120	Syaq.g_02514	Syai.g_01466
OG0001121	Syaq.g_01919	Syai.g_01676
OG0001122	Syaq.g_00069	Syai.g_01437
OG0001123	Syaq.g_00061	Syai.g_01430
OG0001124	Syaq.g_00060	Syai.g_01428
OG0001125	Syaq.g_00058	Syai.g_01426
