Orthogroup	Syaq	Prbn
OG0000557	Syaq.g_01927	Prbn.g_00571
OG0000558	Syaq.g_01929	Prbn.g_00569
OG0000559	Syaq.g_01933	Prbn.g_00565
OG0000560	Syaq.g_01936	Prbn.g_00562
OG0000561	Syaq.g_01937	Prbn.g_00561
OG0000562	Syaq.g_01938	Prbn.g_00560
OG0000563	Syaq.g_01939	Prbn.g_00559
OG0000564	Syaq.g_01940	Prbn.g_00558
OG0000565	Syaq.g_01943	Prbn.g_00556
OG0000566	Syaq.g_01947	Prbn.g_00552
OG0000567	Syaq.g_01951	Prbn.g_00548
OG0000568	Syaq.g_01954	Prbn.g_00547
OG0000569	Syaq.g_01955	Prbn.g_00546
OG0000570	Syaq.g_01956	Prbn.g_00545
OG0000571	Syaq.g_01960	Prbn.g_00543
OG0000572	Syaq.g_01977	Prbn.g_00529
OG0000573	Syaq.g_01985	Prbn.g_00523
OG0000574	Syaq.g_01986	Prbn.g_00522
OG0000575	Syaq.g_01991	Prbn.g_00518
OG0000576	Syaq.g_01993	Prbn.g_00516
OG0000577	Syaq.g_01994	Prbn.g_00515
OG0000578	Syaq.g_01995	Prbn.g_00514
OG0000579	Syaq.g_01996	Prbn.g_00513
OG0000580	Syaq.g_01997	Prbn.g_00512
OG0000581	Syaq.g_02003	Prbn.g_00509
OG0000582	Syaq.g_02012	Prbn.g_00506
OG0000583	Syaq.g_02013	Prbn.g_00505
OG0000584	Syaq.g_02014	Prbn.g_00504
OG0000585	Syaq.g_02017	Prbn.g_00502
OG0000586	Syaq.g_02018	Prbn.g_00501
OG0000587	Syaq.g_02020	Prbn.g_00500
OG0000588	Syaq.g_02043	Prbn.g_00496
OG0000589	Syaq.g_02057	Prbn.g_00494
OG0000590	Syaq.g_02058	Prbn.g_00493
OG0000591	Syaq.g_02066	Prbn.g_00489
OG0000592	Syaq.g_02067	Prbn.g_00488
OG0000593	Syaq.g_02078	Prbn.g_00423
OG0000594	Syaq.g_02079	Prbn.g_00424
OG0000595	Syaq.g_02080	Prbn.g_00425
OG0000596	Syaq.g_02085	Prbn.g_00429
OG0000597	Syaq.g_02088	Prbn.g_00432
OG0000598	Syaq.g_02089	Prbn.g_00433
OG0000599	Syaq.g_02096	Prbn.g_00436
OG0000600	Syaq.g_02097	Prbn.g_00437
OG0000601	Syaq.g_02098	Prbn.g_00438
OG0000602	Syaq.g_02104	Prbn.g_00440
OG0000603	Syaq.g_02105	Prbn.g_00441
OG0000604	Syaq.g_02107	Prbn.g_00442
OG0000605	Syaq.g_02151	Prbn.g_00443
OG0000606	Syaq.g_02231	Prbn.g_00446
OG0000607	Syaq.g_02234	Prbn.g_00449
OG0000608	Syaq.g_02235	Prbn.g_00450
OG0000609	Syaq.g_02237	Prbn.g_00834
OG0000610	Syaq.g_02244	Prbn.g_00840
OG0000611	Syaq.g_02247	Prbn.g_00843
OG0000612	Syaq.g_02248	Prbn.g_00844
OG0000613	Syaq.g_00885	Prbn.g_01591
OG0000614	Syaq.g_02588	Prbn.g_01570
OG0000615	Syaq.g_02302	Prbn.g_01559
OG0000616	Syaq.g_01168	Prbn.g_00905
OG0000617	Syaq.g_00031	Prbn.g_00860
OG0000618	Syaq.g_00032	Prbn.g_00861
OG0000619	Syaq.g_00033	Prbn.g_00862
OG0000620	Syaq.g_00038	Prbn.g_01947
OG0000621	Syaq.g_00039	Prbn.g_01948
OG0000622	Syaq.g_00040	Prbn.g_01949
OG0000623	Syaq.g_00041	Prbn.g_01950
OG0000624	Syaq.g_00042	Prbn.g_01952
OG0000625	Syaq.g_00043	Prbn.g_01345
OG0000626	Syaq.g_00044	Prbn.g_01346
OG0000627	Syaq.g_02425	Prbn.g_01347
OG0000628	Syaq.g_02426	Prbn.g_01348
OG0000629	Syaq.g_02429	Prbn.g_01349
OG0000630	Syaq.g_02433	Prbn.g_01352
OG0000631	Syaq.g_02441	Prbn.g_01445
OG0000632	Syaq.g_02442	Prbn.g_01444
OG0000633	Syaq.g_02444	Prbn.g_01443
OG0000634	Syaq.g_02336	Prbn.g_01550
OG0000635	Syaq.g_02337	Prbn.g_01549
OG0000636	Syaq.g_02339	Prbn.g_01547
OG0000637	Syaq.g_02341	Prbn.g_01545
OG0000638	Syaq.g_02342	Prbn.g_01544
OG0000639	Syaq.g_02343	Prbn.g_01543
OG0000640	Syaq.g_02344	Prbn.g_01542
OG0000641	Syaq.g_02348	Prbn.g_01538
OG0000642	Syaq.g_02349	Prbn.g_01537
OG0000643	Syaq.g_02350	Prbn.g_01536
OG0000644	Syaq.g_02351	Prbn.g_01535
OG0000645	Syaq.g_02353	Prbn.g_01534
OG0000646	Syaq.g_02356	Prbn.g_01532
OG0000647	Syaq.g_02358	Prbn.g_01530
OG0000648	Syaq.g_02360	Prbn.g_01528
OG0000649	Syaq.g_02361	Prbn.g_01527
OG0000650	Syaq.g_02362	Prbn.g_01526
OG0000651	Syaq.g_02363	Prbn.g_01525
OG0000652	Syaq.g_02364	Prbn.g_01524
OG0000653	Syaq.g_02367	Prbn.g_01522
OG0000654	Syaq.g_02368	Prbn.g_01521
OG0000655	Syaq.g_02369	Prbn.g_01520
OG0000656	Syaq.g_02372	Prbn.g_01517
OG0000657	Syaq.g_02382	Prbn.g_01509
OG0000658	Syaq.g_02385	Prbn.g_01507
OG0000659	Syaq.g_02386	Prbn.g_01506
OG0000660	Syaq.g_02390	Prbn.g_01502
OG0000661	Syaq.g_02392	Prbn.g_01500
OG0000662	Syaq.g_02394	Prbn.g_01498
OG0000663	Syaq.g_02397	Prbn.g_01496
OG0000664	Syaq.g_02400	Prbn.g_01495
OG0000665	Syaq.g_02124	Prbn.g_01489
OG0000666	Syaq.g_02117	Prbn.g_01488
OG0000667	Syaq.g_02222	Prbn.g_01484
OG0000668	Syaq.g_00068	Prbn.g_01930
OG0000669	Syaq.g_02260	Prbn.g_01632
OG0000670	Syaq.g_00079	Prbn.g_01629
OG0000671	Syaq.g_02264	Prbn.g_01626
OG0000672	Syaq.g_02267	Prbn.g_01623
OG0000673	Syaq.g_02270	Prbn.g_01620
OG0000674	Syaq.g_02272	Prbn.g_01618
OG0000675	Syaq.g_02273	Prbn.g_01617
OG0000676	Syaq.g_02275	Prbn.g_01615
OG0000677	Syaq.g_02276	Prbn.g_01614
OG0000678	Syaq.g_02282	Prbn.g_01612
OG0000679	Syaq.g_02305	Prbn.g_01608
OG0000680	Syaq.g_02306	Prbn.g_01607
OG0000681	Syaq.g_02309	Prbn.g_01604
OG0000682	Syaq.g_02310	Prbn.g_01603
OG0000683	Syaq.g_02311	Prbn.g_01602
OG0000684	Syaq.g_02315	Prbn.g_01600
OG0000685	Syaq.g_02317	Prbn.g_01598
OG0000686	Syaq.g_02318	Prbn.g_01597
OG0000687	Syaq.g_02319	Prbn.g_01596
OG0000688	Syaq.g_02325	Prbn.g_00848
OG0000689	Syaq.g_02327	Prbn.g_00849
OG0000690	Syaq.g_02328	Prbn.g_00850
OG0000691	Syaq.g_02329	Prbn.g_00851
OG0000692	Syaq.g_02330	Prbn.g_00853
OG0000693	Syaq.g_02332	Prbn.g_00854
OG0000694	Syaq.g_02333	Prbn.g_00855
OG0000695	Syaq.g_02446	Prbn.g_01441
OG0000696	Syaq.g_02447	Prbn.g_01440
OG0000697	Syaq.g_02448	Prbn.g_01439
OG0000698	Syaq.g_02451	Prbn.g_01436
OG0000699	Syaq.g_02452	Prbn.g_01435
OG0000700	Syaq.g_02453	Prbn.g_01434
OG0000701	Syaq.g_02454	Prbn.g_01433
OG0000702	Syaq.g_02467	Prbn.g_01431
OG0000703	Syaq.g_02468	Prbn.g_01430
OG0000704	Syaq.g_02470	Prbn.g_01428
OG0000705	Syaq.g_02477	Prbn.g_01425
OG0000706	Syaq.g_02478	Prbn.g_01424
OG0000707	Syaq.g_02479	Prbn.g_01423
OG0000708	Syaq.g_02482	Prbn.g_01421
OG0000709	Syaq.g_02490	Prbn.g_01417
OG0000710	Syaq.g_02494	Prbn.g_01414
OG0000711	Syaq.g_02521	Prbn.g_01396
OG0000712	Syaq.g_02523	Prbn.g_01395
OG0000713	Syaq.g_02524	Prbn.g_01394
OG0000714	Syaq.g_02527	Prbn.g_01393
OG0000715	Syaq.g_02529	Prbn.g_01391
OG0000716	Syaq.g_02533	Prbn.g_01389
OG0000717	Syaq.g_02534	Prbn.g_01388
OG0000718	Syaq.g_00072	Prbn.g_01384
OG0000719	Syaq.g_00070	Prbn.g_01382
OG0000720	Syaq.g_00057	Prbn.g_01370
OG0000721	Syaq.g_00055	Prbn.g_01366
OG0000722	Syaq.g_00054	Prbn.g_01365
OG0000723	Syaq.g_00046	Prbn.g_01361
OG0000724	Syaq.g_02685	Prbn.g_01466
OG0000725	Syaq.g_02676	Prbn.g_01472
OG0000726	Syaq.g_02675	Prbn.g_01473
OG0000727	Syaq.g_02674	Prbn.g_01474
OG0000728	Syaq.g_02672	Prbn.g_01476
OG0000729	Syaq.g_01046	Prbn.g_01106
OG0000730	Syaq.g_00561	Prbn.g_01147
OG0000731	Syaq.g_00550	Prbn.g_00111
OG0000732	Syaq.g_01098	Prbn.g_00954
OG0000733	Syaq.g_01232	Prbn.g_01651
OG0000734	Syaq.g_01479	Prbn.g_01173
OG0000735	Syaq.g_00266	Prbn.g_01175
OG0000736	Syaq.g_00265	Prbn.g_01176
OG0000737	Syaq.g_00264	Prbn.g_01177
OG0000738	Syaq.g_00258	Prbn.g_01181
OG0000739	Syaq.g_00257	Prbn.g_01182
OG0000740	Syaq.g_00256	Prbn.g_01183
OG0000741	Syaq.g_00253	Prbn.g_01185
OG0000742	Syaq.g_00250	Prbn.g_01188
OG0000743	Syaq.g_00248	Prbn.g_01190
OG0000744	Syaq.g_00247	Prbn.g_01191
OG0000745	Syaq.g_00245	Prbn.g_01192
OG0000746	Syaq.g_00242	Prbn.g_01194
OG0000747	Syaq.g_00241	Prbn.g_01195
OG0000748	Syaq.g_00227	Prbn.g_01199
OG0000749	Syaq.g_00226	Prbn.g_01200
OG0000750	Syaq.g_00225	Prbn.g_01201
OG0000751	Syaq.g_00219	Prbn.g_01204
OG0000752	Syaq.g_00217	Prbn.g_01206
OG0000753	Syaq.g_00214	Prbn.g_01208
OG0000754	Syaq.g_00209	Prbn.g_01211
OG0000755	Syaq.g_00198	Prbn.g_00390
OG0000756	Syaq.g_00197	Prbn.g_00391
OG0000757	Syaq.g_00190	Prbn.g_00398
OG0000758	Syaq.g_00189	Prbn.g_00399
OG0000759	Syaq.g_00188	Prbn.g_00400
OG0000760	Syaq.g_00187	Prbn.g_00401
OG0000761	Syaq.g_00186	Prbn.g_00402
OG0000762	Syaq.g_00183	Prbn.g_00403
OG0000763	Syaq.g_00181	Prbn.g_00405
OG0000764	Syaq.g_00180	Prbn.g_00406
OG0000765	Syaq.g_00157	Prbn.g_00414
OG0000766	Syaq.g_00156	Prbn.g_00415
OG0000767	Syaq.g_00154	Prbn.g_00417
OG0000768	Syaq.g_00153	Prbn.g_00418
OG0000769	Syaq.g_00151	Prbn.g_00420
OG0000770	Syaq.g_00148	Prbn.g_00483
OG0000771	Syaq.g_02691	Prbn.g_00886
OG0000772	Syaq.g_01887	Prbn.g_01671
OG0000773	Syaq.g_00283	Prbn.g_01093
OG0000774	Syaq.g_00288	Prbn.g_01091
OG0000775	Syaq.g_00290	Prbn.g_01089
OG0000776	Syaq.g_00291	Prbn.g_01088
OG0000777	Syaq.g_00292	Prbn.g_01087
OG0000778	Syaq.g_00293	Prbn.g_01086
OG0000779	Syaq.g_00299	Prbn.g_01082
OG0000780	Syaq.g_00304	Prbn.g_01081
OG0000781	Syaq.g_00308	Prbn.g_01077
OG0000782	Syaq.g_00309	Prbn.g_01076
OG0000783	Syaq.g_00310	Prbn.g_01075
OG0000784	Syaq.g_00311	Prbn.g_01074
OG0000785	Syaq.g_00313	Prbn.g_01072
OG0000786	Syaq.g_00328	Prbn.g_01069
OG0000787	Syaq.g_00329	Prbn.g_01068
OG0000788	Syaq.g_02099	Prbn.g_00615
OG0000789	Syaq.g_02123	Prbn.g_00883
OG0000790	Syaq.g_01758	Prbn.g_00155
OG0000791	Syaq.g_01756	Prbn.g_00157
OG0000792	Syaq.g_01755	Prbn.g_00158
OG0000793	Syaq.g_01750	Prbn.g_00161
OG0000794	Syaq.g_01749	Prbn.g_00162
OG0000795	Syaq.g_01748	Prbn.g_00163
OG0000796	Syaq.g_01744	Prbn.g_00167
OG0000797	Syaq.g_01743	Prbn.g_00168
OG0000799	Syaq.g_00341	Prbn.g_00195
OG0000800	Syaq.g_00342	Prbn.g_00196
OG0000801	Syaq.g_00343	Prbn.g_00197
OG0000802	Syaq.g_00350	Prbn.g_00199
OG0000803	Syaq.g_00353	Prbn.g_00201
OG0000804	Syaq.g_00358	Prbn.g_00202
OG0000805	Syaq.g_00360	Prbn.g_00204
OG0000806	Syaq.g_00362	Prbn.g_00206
OG0000807	Syaq.g_00364	Prbn.g_00207
OG0000808	Syaq.g_00365	Prbn.g_00208
OG0000809	Syaq.g_00369	Prbn.g_00210
OG0000810	Syaq.g_00370	Prbn.g_00211
OG0000811	Syaq.g_00378	Prbn.g_00215
OG0000812	Syaq.g_00380	Prbn.g_00217
OG0000813	Syaq.g_00381	Prbn.g_00218
OG0000814	Syaq.g_00383	Prbn.g_00220
OG0000815	Syaq.g_00384	Prbn.g_00221
OG0000816	Syaq.g_00386	Prbn.g_00223
OG0000817	Syaq.g_00387	Prbn.g_00224
OG0000818	Syaq.g_00392	Prbn.g_00229
OG0000819	Syaq.g_00393	Prbn.g_00230
OG0000820	Syaq.g_00394	Prbn.g_00231
OG0000821	Syaq.g_00400	Prbn.g_00235
OG0000822	Syaq.g_00402	Prbn.g_00236
OG0000823	Syaq.g_00403	Prbn.g_00237
OG0000824	Syaq.g_00409	Prbn.g_00240
OG0000825	Syaq.g_00410	Prbn.g_00241
OG0000826	Syaq.g_00411	Prbn.g_00242
OG0000827	Syaq.g_00412	Prbn.g_00243
OG0000828	Syaq.g_00415	Prbn.g_00246
OG0000829	Syaq.g_00416	Prbn.g_00247
OG0000830	Syaq.g_00417	Prbn.g_00248
OG0000831	Syaq.g_00419	Prbn.g_00250
OG0000832	Syaq.g_01737	Prbn.g_00260
OG0000833	Syaq.g_01725	Prbn.g_00269
OG0000834	Syaq.g_01724	Prbn.g_00270
OG0000835	Syaq.g_01723	Prbn.g_00271
OG0000836	Syaq.g_01720	Prbn.g_00272
OG0000837	Syaq.g_01719	Prbn.g_00273
OG0000838	Syaq.g_01715	Prbn.g_00275
OG0000839	Syaq.g_01714	Prbn.g_00276
OG0000840	Syaq.g_01713	Prbn.g_00277
OG0000841	Syaq.g_01712	Prbn.g_00278
OG0000842	Syaq.g_01711	Prbn.g_00279
OG0000843	Syaq.g_01710	Prbn.g_00280
OG0000844	Syaq.g_01708	Prbn.g_00281
OG0000845	Syaq.g_01707	Prbn.g_00282
OG0000846	Syaq.g_01706	Prbn.g_00283
OG0000847	Syaq.g_01705	Prbn.g_00284
OG0000848	Syaq.g_01703	Prbn.g_00285
OG0000849	Syaq.g_01702	Prbn.g_00286
OG0000850	Syaq.g_01699	Prbn.g_00288
OG0000851	Syaq.g_01696	Prbn.g_00289
OG0000852	Syaq.g_01695	Prbn.g_00904
OG0000853	Syaq.g_01691	Prbn.g_00898
OG0000854	Syaq.g_01689	Prbn.g_00896
OG0000855	Syaq.g_01688	Prbn.g_00895
OG0000856	Syaq.g_02069	Prbn.g_00486
OG0000857	Syaq.g_02357	Prbn.g_01531
OG0000858	Syaq.g_01682	Prbn.g_01738
OG0000859	Syaq.g_01681	Prbn.g_01739
OG0000860	Syaq.g_01671	Prbn.g_01747
OG0000861	Syaq.g_01670	Prbn.g_01748
OG0000862	Syaq.g_01668	Prbn.g_01749
OG0000863	Syaq.g_01665	Prbn.g_01751
OG0000864	Syaq.g_01664	Prbn.g_01752
OG0000865	Syaq.g_01663	Prbn.g_01753
OG0000866	Syaq.g_01662	Prbn.g_01754
OG0000867	Syaq.g_01661	Prbn.g_01755
OG0000868	Syaq.g_01659	Prbn.g_01757
OG0000869	Syaq.g_01656	Prbn.g_01760
OG0000870	Syaq.g_01651	Prbn.g_01765
OG0000871	Syaq.g_01650	Prbn.g_01766
OG0000872	Syaq.g_01644	Prbn.g_01767
OG0000873	Syaq.g_01641	Prbn.g_01771
OG0000874	Syaq.g_01637	Prbn.g_01774
OG0000875	Syaq.g_01633	Prbn.g_01775
OG0000876	Syaq.g_01631	Prbn.g_01776
OG0000877	Syaq.g_01628	Prbn.g_01778
OG0000878	Syaq.g_01627	Prbn.g_01779
OG0000879	Syaq.g_01626	Prbn.g_01780
OG0000880	Syaq.g_01625	Prbn.g_01781
OG0000881	Syaq.g_01621	Prbn.g_01785
OG0000882	Syaq.g_01616	Prbn.g_01790
OG0000883	Syaq.g_01613	Prbn.g_01792
OG0000884	Syaq.g_01611	Prbn.g_01794
OG0000885	Syaq.g_01610	Prbn.g_01795
OG0000886	Syaq.g_01609	Prbn.g_01796
OG0000887	Syaq.g_01608	Prbn.g_01797
OG0000888	Syaq.g_01606	Prbn.g_01799
OG0000889	Syaq.g_01604	Prbn.g_01801
OG0000890	Syaq.g_01597	Prbn.g_01802
OG0000891	Syaq.g_01596	Prbn.g_01803
OG0000892	Syaq.g_01594	Prbn.g_01805
OG0000893	Syaq.g_00695	Prbn.g_01809
OG0000894	Syaq.g_00692	Prbn.g_01812
OG0000895	Syaq.g_00688	Prbn.g_01816
OG0000896	Syaq.g_00687	Prbn.g_01817
OG0000897	Syaq.g_00685	Prbn.g_01819
OG0000898	Syaq.g_00684	Prbn.g_01820
OG0000899	Syaq.g_00683	Prbn.g_01821
OG0000900	Syaq.g_00682	Prbn.g_01822
OG0000901	Syaq.g_00677	Prbn.g_01825
OG0000902	Syaq.g_00671	Prbn.g_01827
OG0000903	Syaq.g_00655	Prbn.g_01831
OG0000904	Syaq.g_00660	Prbn.g_01835
OG0000905	Syaq.g_00666	Prbn.g_01829
OG0000906	Syaq.g_00669	Prbn.g_01828
OG0000907	Syaq.g_00653	Prbn.g_01838
OG0000908	Syaq.g_00650	Prbn.g_01841
OG0000909	Syaq.g_00649	Prbn.g_01842
OG0000910	Syaq.g_00648	Prbn.g_01843
OG0000911	Syaq.g_00646	Prbn.g_01845
OG0000912	Syaq.g_00645	Prbn.g_01846
OG0000913	Syaq.g_00644	Prbn.g_01847
OG0000914	Syaq.g_00643	Prbn.g_01848
OG0000915	Syaq.g_00641	Prbn.g_01849
OG0000916	Syaq.g_00640	Prbn.g_01850
OG0000917	Syaq.g_00639	Prbn.g_01851
OG0000918	Syaq.g_00638	Prbn.g_01852
OG0000919	Syaq.g_00637	Prbn.g_01853
OG0000920	Syaq.g_00636	Prbn.g_01854
OG0000921	Syaq.g_00635	Prbn.g_01855
OG0000922	Syaq.g_00634	Prbn.g_01856
OG0000923	Syaq.g_00630	Prbn.g_01860
OG0000924	Syaq.g_00629	Prbn.g_01861
OG0000925	Syaq.g_00628	Prbn.g_01862
OG0000926	Syaq.g_00627	Prbn.g_01863
OG0000927	Syaq.g_00625	Prbn.g_01865
OG0000928	Syaq.g_00624	Prbn.g_01866
OG0000929	Syaq.g_00623	Prbn.g_01867
OG0000930	Syaq.g_00622	Prbn.g_01868
OG0000931	Syaq.g_00621	Prbn.g_01869
OG0000932	Syaq.g_00620	Prbn.g_01870
OG0000933	Syaq.g_00614	Prbn.g_01874
OG0000934	Syaq.g_00612	Prbn.g_01876
OG0000935	Syaq.g_00611	Prbn.g_01877
OG0000936	Syaq.g_00610	Prbn.g_01878
OG0000937	Syaq.g_00609	Prbn.g_01879
OG0000938	Syaq.g_00606	Prbn.g_01882
OG0000939	Syaq.g_00604	Prbn.g_01883
OG0000940	Syaq.g_00597	Prbn.g_01890
OG0000941	Syaq.g_00595	Prbn.g_01892
OG0000942	Syaq.g_00593	Prbn.g_01894
OG0000943	Syaq.g_00592	Prbn.g_01895
OG0000944	Syaq.g_00590	Prbn.g_01897
OG0000945	Syaq.g_00588	Prbn.g_01898
OG0000946	Syaq.g_00580	Prbn.g_01903
OG0000947	Syaq.g_00577	Prbn.g_01905
OG0000948	Syaq.g_00576	Prbn.g_01906
OG0000949	Syaq.g_00971	Prbn.g_01909
OG0000950	Syaq.g_00984	Prbn.g_01916
OG0000951	Syaq.g_00991	Prbn.g_01920
OG0000952	Syaq.g_01002	Prbn.g_01015
OG0000953	Syaq.g_01006	Prbn.g_01011
OG0000954	Syaq.g_01012	Prbn.g_01007
OG0000955	Syaq.g_01013	Prbn.g_01006
OG0000956	Syaq.g_01015	Prbn.g_01004
OG0000957	Syaq.g_01026	Prbn.g_00998
OG0000958	Syaq.g_01027	Prbn.g_00997
OG0000959	Syaq.g_01031	Prbn.g_00993
OG0000960	Syaq.g_01032	Prbn.g_00992
OG0000961	Syaq.g_01043	Prbn.g_00989
OG0000962	Syaq.g_01045	Prbn.g_00987
OG0000963	Syaq.g_01049	Prbn.g_00983
OG0000964	Syaq.g_01050	Prbn.g_00982
OG0000965	Syaq.g_01051	Prbn.g_00981
OG0000966	Syaq.g_01060	Prbn.g_00975
OG0000967	Syaq.g_01067	Prbn.g_00971
OG0000968	Syaq.g_01071	Prbn.g_00969
OG0000969	Syaq.g_01078	Prbn.g_00968
OG0000970	Syaq.g_01079	Prbn.g_00967
OG0000971	Syaq.g_01081	Prbn.g_00966
OG0000972	Syaq.g_01082	Prbn.g_00965
OG0000973	Syaq.g_01083	Prbn.g_00964
OG0000974	Syaq.g_01084	Prbn.g_00963
OG0000975	Syaq.g_01085	Prbn.g_00962
OG0000976	Syaq.g_01086	Prbn.g_00961
OG0000977	Syaq.g_01088	Prbn.g_00960
OG0000978	Syaq.g_01091	Prbn.g_00959
OG0000979	Syaq.g_01094	Prbn.g_00957
OG0000980	Syaq.g_01097	Prbn.g_00955
OG0000981	Syaq.g_01100	Prbn.g_00952
OG0000982	Syaq.g_01263	Prbn.g_00950
OG0000983	Syaq.g_01262	Prbn.g_00949
OG0000984	Syaq.g_01261	Prbn.g_00948
OG0000985	Syaq.g_01257	Prbn.g_00945
OG0000986	Syaq.g_01253	Prbn.g_00943
OG0000987	Syaq.g_01251	Prbn.g_00942
OG0000988	Syaq.g_01245	Prbn.g_00939
OG0000989	Syaq.g_01239	Prbn.g_00935
OG0000990	Syaq.g_01229	Prbn.g_00931
OG0000991	Syaq.g_01225	Prbn.g_00930
OG0000992	Syaq.g_01222	Prbn.g_00927
OG0000993	Syaq.g_01221	Prbn.g_00926
OG0000994	Syaq.g_01218	Prbn.g_00925
OG0000995	Syaq.g_01212	Prbn.g_00921
OG0000996	Syaq.g_01193	Prbn.g_00920
OG0000997	Syaq.g_01184	Prbn.g_00917
OG0000998	Syaq.g_01182	Prbn.g_00915
OG0000999	Syaq.g_01181	Prbn.g_00914
OG0001000	Syaq.g_01177	Prbn.g_00911
OG0001001	Syaq.g_01172	Prbn.g_00908
OG0001002	Syaq.g_01165	Prbn.g_00291
OG0001003	Syaq.g_01163	Prbn.g_00292
OG0001004	Syaq.g_01162	Prbn.g_00293
OG0001005	Syaq.g_01161	Prbn.g_00294
OG0001006	Syaq.g_01152	Prbn.g_00298
OG0001007	Syaq.g_01150	Prbn.g_00300
OG0001008	Syaq.g_00500	Prbn.g_00676
OG0001009	Syaq.g_01118	Prbn.g_00755
OG0001010	Syaq.g_01117	Prbn.g_00754
OG0001011	Syaq.g_01115	Prbn.g_00752
OG0001012	Syaq.g_01267	Prbn.g_00738
OG0001013	Syaq.g_01289	Prbn.g_00731
OG0001014	Syaq.g_01295	Prbn.g_00728
OG0001015	Syaq.g_01296	Prbn.g_00726
OG0001016	Syaq.g_01554	Prbn.g_00704
OG0001017	Syaq.g_01548	Prbn.g_01343
OG0001018	Syaq.g_01546	Prbn.g_01341
OG0001019	Syaq.g_01524	Prbn.g_01332
OG0001020	Syaq.g_01510	Prbn.g_01331
OG0001021	Syaq.g_01506	Prbn.g_01330
OG0001022	Syaq.g_01501	Prbn.g_01327
OG0001023	Syaq.g_01500	Prbn.g_01326
OG0001024	Syaq.g_01496	Prbn.g_01322
OG0001025	Syaq.g_01490	Prbn.g_01315
OG0001026	Syaq.g_01477	Prbn.g_01306
OG0001027	Syaq.g_01474	Prbn.g_01305
OG0001028	Syaq.g_01472	Prbn.g_01303
OG0001029	Syaq.g_01470	Prbn.g_01302
OG0001030	Syaq.g_01450	Prbn.g_01286
OG0001031	Syaq.g_01378	Prbn.g_00367
OG0001032	Syaq.g_01376	Prbn.g_00366
OG0001033	Syaq.g_01344	Prbn.g_00345
OG0001034	Syaq.g_01579	Prbn.g_00314
OG0001035	Syaq.g_00726	Prbn.g_00021
OG0001036	Syaq.g_00731	Prbn.g_00025
OG0001037	Syaq.g_00733	Prbn.g_00026
OG0001038	Syaq.g_00761	Prbn.g_00045
OG0001039	Syaq.g_00764	Prbn.g_00048
OG0001040	Syaq.g_00767	Prbn.g_00050
OG0001041	Syaq.g_00772	Prbn.g_00055
OG0001042	Syaq.g_00858	Prbn.g_00072
OG0001044	Syaq.g_00560	Prbn.g_00104
OG0001045	Syaq.g_00547	Prbn.g_00113
OG0001046	Syaq.g_02509	Prbn.g_01697
OG0001047	Syaq.g_00498	Prbn.g_00674
OG0001048	Syaq.g_00497	Prbn.g_00673
OG0001049	Syaq.g_00494	Prbn.g_00671
OG0001050	Syaq.g_00493	Prbn.g_00670
OG0001051	Syaq.g_00492	Prbn.g_00669
OG0001052	Syaq.g_00446	Prbn.g_00643
OG0001053	Syaq.g_01775	Prbn.g_00631
OG0001054	Syaq.g_01794	Prbn.g_00616
OG0001055	Syaq.g_01815	Prbn.g_00597
OG0001056	Syaq.g_01843	Prbn.g_00580
OG0001057	Syaq.g_00334	Prbn.g_00575
OG0001058	Syaq.g_01931	Prbn.g_00567
OG0001059	Syaq.g_01935	Prbn.g_00563
OG0001060	Syaq.g_01941	Prbn.g_00557
OG0001061	Syaq.g_01961	Prbn.g_00542
OG0001062	Syaq.g_01963	Prbn.g_00540
OG0001063	Syaq.g_01968	Prbn.g_00538
OG0001064	Syaq.g_01969	Prbn.g_00537
OG0001065	Syaq.g_01970	Prbn.g_00536
OG0001066	Syaq.g_01971	Prbn.g_00535
OG0001067	Syaq.g_01972	Prbn.g_00534
OG0001068	Syaq.g_01973	Prbn.g_00533
OG0001069	Syaq.g_01974	Prbn.g_00532
OG0001070	Syaq.g_01978	Prbn.g_00528
OG0001071	Syaq.g_01979	Prbn.g_00527
OG0001072	Syaq.g_01983	Prbn.g_00525
OG0001073	Syaq.g_01998	Prbn.g_00511
OG0001074	Syaq.g_02132	Prbn.g_00499
OG0001075	Syaq.g_02025	Prbn.g_00498
OG0001076	Syaq.g_02060	Prbn.g_00491
OG0001077	Syaq.g_02071	Prbn.g_00485
OG0001078	Syaq.g_02083	Prbn.g_00427
OG0001079	Syaq.g_02100	Prbn.g_00439
OG0001080	Syaq.g_02161	Prbn.g_00445
OG0001081	Syaq.g_02232	Prbn.g_00447
OG0001082	Syaq.g_02233	Prbn.g_00448
OG0001083	Syaq.g_02240	Prbn.g_00836
OG0001084	Syaq.g_02241	Prbn.g_00837
OG0001085	Syaq.g_02251	Prbn.g_01594
OG0001086	Syaq.g_02253	Prbn.g_01593
OG0001087	Syaq.g_02574	Prbn.g_01575
OG0001088	Syaq.g_02576	Prbn.g_01574
OG0001089	Syaq.g_02604	Prbn.g_01563
OG0001090	Syaq.g_00024	Prbn.g_01553
OG0001091	Syaq.g_00027	Prbn.g_00857
OG0001092	Syaq.g_00029	Prbn.g_00858
OG0001093	Syaq.g_00035	Prbn.g_00863
OG0001094	Syaq.g_02334	Prbn.g_00856
OG0001095	Syaq.g_02354	Prbn.g_01533
