Orthogroup	Syaq	Syas
OG0000568	Syaq.g_01954	Syas.g_00810
OG0000569	Syaq.g_01955	Syas.g_00811
OG0000570	Syaq.g_01956	Syas.g_00812
OG0000571	Syaq.g_01960	Syas.g_00815
OG0000572	Syaq.g_01977	Syas.g_00839
OG0000573	Syaq.g_01985	Syas.g_00952
OG0000574	Syaq.g_01986	Syas.g_00951
OG0000575	Syaq.g_01991	Syas.g_00848
OG0000576	Syaq.g_01993	Syas.g_00850
OG0000577	Syaq.g_01994	Syas.g_00851
OG0000578	Syaq.g_01995	Syas.g_00852
OG0000579	Syaq.g_01996	Syas.g_00853
OG0000580	Syaq.g_01997	Syas.g_00854
OG0000581	Syaq.g_02003	Syas.g_00861
OG0000582	Syaq.g_02012	Syas.g_00873
OG0000583	Syaq.g_02013	Syas.g_00872
OG0000584	Syaq.g_02014	Syas.g_00871
OG0000585	Syaq.g_02017	Syas.g_00868
OG0000586	Syaq.g_02018	Syas.g_00867
OG0000587	Syaq.g_02020	Syas.g_00865
OG0000588	Syaq.g_02043	Syas.g_00960
OG0000589	Syaq.g_02057	Syas.g_00121
OG0000590	Syaq.g_02058	Syas.g_00120
OG0000591	Syaq.g_02066	Syas.g_00106
OG0000592	Syaq.g_02067	Syas.g_00105
OG0000593	Syaq.g_02078	Syas.g_00750
OG0000594	Syaq.g_02079	Syas.g_00749
OG0000595	Syaq.g_02080	Syas.g_00748
OG0000596	Syaq.g_02085	Syas.g_00743
OG0000597	Syaq.g_02088	Syas.g_00740
OG0000598	Syaq.g_02089	Syas.g_00739
OG0000599	Syaq.g_02096	Syas.g_00732
OG0000600	Syaq.g_02097	Syas.g_00731
OG0000601	Syaq.g_02098	Syas.g_00730
OG0000602	Syaq.g_02104	Syas.g_00725
OG0000603	Syaq.g_02105	Syas.g_00724
OG0000604	Syaq.g_02107	Syas.g_00721
OG0000605	Syaq.g_02151	Syas.g_00719
OG0000606	Syaq.g_02231	Syas.g_00716
OG0000607	Syaq.g_02234	Syas.g_00713
OG0000608	Syaq.g_02235	Syas.g_00712
OG0000609	Syaq.g_02237	Syas.g_00710
OG0000610	Syaq.g_02244	Syas.g_00702
OG0000611	Syaq.g_02247	Syas.g_00699
OG0000612	Syaq.g_02248	Syas.g_00698
OG0000613	Syaq.g_00885	Syas.g_01825
OG0000614	Syaq.g_02588	Syas.g_01044
OG0000615	Syaq.g_02302	Syas.g_00650
OG0000616	Syaq.g_01168	Syas.g_02011
OG0000617	Syaq.g_00031	Syas.g_00180
OG0000618	Syaq.g_00032	Syas.g_00181
OG0000619	Syaq.g_00033	Syas.g_00182
OG0000620	Syaq.g_00038	Syas.g_00188
OG0000621	Syaq.g_00039	Syas.g_00189
OG0000622	Syaq.g_00040	Syas.g_00190
OG0000623	Syaq.g_00041	Syas.g_00191
OG0000624	Syaq.g_00042	Syas.g_00192
OG0000625	Syaq.g_00043	Syas.g_00193
OG0000626	Syaq.g_00044	Syas.g_00194
OG0000627	Syaq.g_02425	Syas.g_00372
OG0000628	Syaq.g_02426	Syas.g_00373
OG0000629	Syaq.g_02429	Syas.g_00376
OG0000630	Syaq.g_02433	Syas.g_00397
OG0000631	Syaq.g_02441	Syas.g_00405
OG0000632	Syaq.g_02442	Syas.g_00406
OG0000633	Syaq.g_02444	Syas.g_00407
OG0000634	Syaq.g_02336	Syas.g_00600
OG0000635	Syaq.g_02337	Syas.g_00599
OG0000636	Syaq.g_02339	Syas.g_00597
OG0000637	Syaq.g_02341	Syas.g_00595
OG0000638	Syaq.g_02342	Syas.g_00594
OG0000639	Syaq.g_02343	Syas.g_00593
OG0000640	Syaq.g_02344	Syas.g_00592
OG0000641	Syaq.g_02348	Syas.g_00587
OG0000642	Syaq.g_02349	Syas.g_00586
OG0000643	Syaq.g_02350	Syas.g_00585
OG0000644	Syaq.g_02351	Syas.g_00584
OG0000645	Syaq.g_02353	Syas.g_00583
OG0000646	Syaq.g_02356	Syas.g_00580
OG0000647	Syaq.g_02358	Syas.g_00578
OG0000648	Syaq.g_02360	Syas.g_00576
OG0000649	Syaq.g_02361	Syas.g_00575
OG0000650	Syaq.g_02362	Syas.g_00574
OG0000651	Syaq.g_02363	Syas.g_00573
OG0000652	Syaq.g_02364	Syas.g_00572
OG0000653	Syaq.g_02367	Syas.g_00570
OG0000654	Syaq.g_02368	Syas.g_00569
OG0000655	Syaq.g_02369	Syas.g_00568
OG0000656	Syaq.g_02372	Syas.g_00565
OG0000657	Syaq.g_02382	Syas.g_00232
OG0000658	Syaq.g_02385	Syas.g_00235
OG0000659	Syaq.g_02386	Syas.g_00236
OG0000660	Syaq.g_02390	Syas.g_00240
OG0000661	Syaq.g_02392	Syas.g_00242
OG0000662	Syaq.g_02394	Syas.g_00281
OG0000663	Syaq.g_02397	Syas.g_00284
OG0000664	Syaq.g_02400	Syas.g_00287
OG0000665	Syaq.g_02124	Syas.g_00385
OG0000666	Syaq.g_02117	Syas.g_01362
OG0000667	Syaq.g_02222	Syas.g_00088
OG0000668	Syaq.g_00068	Syas.g_00221
OG0000669	Syaq.g_02260	Syas.g_00684
OG0000670	Syaq.g_00079	Syas.g_00681
OG0000671	Syaq.g_02264	Syas.g_00679
OG0000672	Syaq.g_02267	Syas.g_00676
OG0000673	Syaq.g_02270	Syas.g_00673
OG0000674	Syaq.g_02272	Syas.g_00671
OG0000675	Syaq.g_02273	Syas.g_00670
OG0000676	Syaq.g_02275	Syas.g_00668
OG0000677	Syaq.g_02276	Syas.g_00667
OG0000678	Syaq.g_02282	Syas.g_00660
OG0000679	Syaq.g_02305	Syas.g_00629
OG0000680	Syaq.g_02306	Syas.g_00628
OG0000681	Syaq.g_02309	Syas.g_00625
OG0000682	Syaq.g_02310	Syas.g_00624
OG0000683	Syaq.g_02311	Syas.g_00623
OG0000684	Syaq.g_02315	Syas.g_00621
OG0000685	Syaq.g_02317	Syas.g_00187
OG0000686	Syaq.g_02318	Syas.g_00619
OG0000687	Syaq.g_02319	Syas.g_00618
OG0000688	Syaq.g_02325	Syas.g_00612
OG0000689	Syaq.g_02327	Syas.g_00610
OG0000690	Syaq.g_02328	Syas.g_00609
OG0000691	Syaq.g_02329	Syas.g_00608
OG0000692	Syaq.g_02330	Syas.g_00606
OG0000693	Syaq.g_02332	Syas.g_00604
OG0000694	Syaq.g_02333	Syas.g_00603
OG0000695	Syaq.g_02446	Syas.g_00410
OG0000696	Syaq.g_02447	Syas.g_00411
OG0000697	Syaq.g_02448	Syas.g_00413
OG0000698	Syaq.g_02451	Syas.g_00417
OG0000699	Syaq.g_02452	Syas.g_00419
OG0000700	Syaq.g_02453	Syas.g_00420
OG0000701	Syaq.g_02454	Syas.g_00421
OG0000702	Syaq.g_02467	Syas.g_00437
OG0000703	Syaq.g_02468	Syas.g_00438
OG0000704	Syaq.g_02470	Syas.g_00446
OG0000705	Syaq.g_02477	Syas.g_00453
OG0000706	Syaq.g_02478	Syas.g_00454
OG0000707	Syaq.g_02479	Syas.g_00455
OG0000708	Syaq.g_02482	Syas.g_00458
OG0000709	Syaq.g_02490	Syas.g_00466
OG0000710	Syaq.g_02494	Syas.g_00497
OG0000711	Syaq.g_02521	Syas.g_00546
OG0000712	Syaq.g_02523	Syas.g_00548
OG0000713	Syaq.g_02524	Syas.g_00549
OG0000714	Syaq.g_02527	Syas.g_00551
OG0000715	Syaq.g_02529	Syas.g_00553
OG0000716	Syaq.g_02533	Syas.g_00556
OG0000717	Syaq.g_02534	Syas.g_00557
OG0000718	Syaq.g_00072	Syas.g_00561
OG0000719	Syaq.g_00070	Syas.g_00223
OG0000720	Syaq.g_00057	Syas.g_00209
OG0000721	Syaq.g_00055	Syas.g_00207
OG0000722	Syaq.g_00054	Syas.g_00206
OG0000723	Syaq.g_00046	Syas.g_00196
OG0000724	Syaq.g_02685	Syas.g_00999
OG0000725	Syaq.g_02676	Syas.g_01024
OG0000726	Syaq.g_02675	Syas.g_01025
OG0000727	Syaq.g_02674	Syas.g_01026
OG0000728	Syaq.g_02672	Syas.g_01028
OG0000729	Syaq.g_01046	Syas.g_02145
OG0000730	Syaq.g_00561	Syas.g_01544
OG0000731	Syaq.g_00550	Syas.g_01532
OG0000732	Syaq.g_01098	Syas.g_02086
OG0000733	Syaq.g_01232	Syas.g_00096
OG0000734	Syaq.g_01479	Syas.g_02414
OG0000735	Syaq.g_00266	Syas.g_01201
OG0000736	Syaq.g_00265	Syas.g_01200
OG0000737	Syaq.g_00264	Syas.g_01199
OG0000738	Syaq.g_00258	Syas.g_01193
OG0000739	Syaq.g_00257	Syas.g_01192
OG0000740	Syaq.g_00256	Syas.g_01191
OG0000741	Syaq.g_00253	Syas.g_01188
OG0000742	Syaq.g_00250	Syas.g_01185
OG0000743	Syaq.g_00248	Syas.g_01182
OG0000744	Syaq.g_00247	Syas.g_01181
OG0000745	Syaq.g_00245	Syas.g_01178
OG0000746	Syaq.g_00242	Syas.g_01176
OG0000747	Syaq.g_00241	Syas.g_01174
OG0000748	Syaq.g_00227	Syas.g_01146
OG0000749	Syaq.g_00226	Syas.g_01144
OG0000750	Syaq.g_00225	Syas.g_01143
OG0000751	Syaq.g_00219	Syas.g_01138
OG0000752	Syaq.g_00217	Syas.g_01136
OG0000753	Syaq.g_00214	Syas.g_01133
OG0000754	Syaq.g_00209	Syas.g_01128
OG0000755	Syaq.g_00198	Syas.g_01117
OG0000756	Syaq.g_00197	Syas.g_01116
OG0000757	Syaq.g_00190	Syas.g_01108
OG0000758	Syaq.g_00189	Syas.g_01107
OG0000759	Syaq.g_00188	Syas.g_01106
OG0000760	Syaq.g_00187	Syas.g_01105
OG0000761	Syaq.g_00186	Syas.g_01104
OG0000762	Syaq.g_00183	Syas.g_01102
OG0000763	Syaq.g_00181	Syas.g_01091
OG0000764	Syaq.g_00180	Syas.g_01090
OG0000765	Syaq.g_00157	Syas.g_01076
OG0000766	Syaq.g_00156	Syas.g_01075
OG0000767	Syaq.g_00154	Syas.g_01073
OG0000768	Syaq.g_00153	Syas.g_01072
OG0000769	Syaq.g_00151	Syas.g_01070
OG0000770	Syaq.g_00148	Syas.g_01067
OG0000771	Syaq.g_02691	Syas.g_00993
OG0000772	Syaq.g_01887	Syas.g_01461
OG0000773	Syaq.g_00283	Syas.g_00002
OG0000774	Syaq.g_00288	Syas.g_02862
OG0000775	Syaq.g_00290	Syas.g_02860
OG0000776	Syaq.g_00291	Syas.g_02859
OG0000777	Syaq.g_00292	Syas.g_02858
OG0000778	Syaq.g_00293	Syas.g_02857
OG0000779	Syaq.g_00299	Syas.g_02852
OG0000780	Syaq.g_00304	Syas.g_02847
OG0000781	Syaq.g_00308	Syas.g_02842
OG0000782	Syaq.g_00309	Syas.g_02841
OG0000783	Syaq.g_00310	Syas.g_02840
OG0000784	Syaq.g_00311	Syas.g_02839
OG0000785	Syaq.g_00313	Syas.g_02837
OG0000786	Syaq.g_00328	Syas.g_02833
OG0000787	Syaq.g_00329	Syas.g_02832
OG0000788	Syaq.g_02099	Syas.g_00782
OG0000789	Syaq.g_02123	Syas.g_01507
OG0000790	Syaq.g_01758	Syas.g_01266
OG0000791	Syaq.g_01756	Syas.g_01268
OG0000792	Syaq.g_01755	Syas.g_01269
OG0000793	Syaq.g_01750	Syas.g_01359
OG0000794	Syaq.g_01749	Syas.g_01361
OG0000795	Syaq.g_01748	Syas.g_01363
OG0000796	Syaq.g_01744	Syas.g_01368
OG0000797	Syaq.g_01743	Syas.g_01369
OG0000798	Syaq.g_00760	Syas.g_01750
OG0000799	Syaq.g_00341	Syas.g_02789
OG0000800	Syaq.g_00342	Syas.g_02790
OG0000801	Syaq.g_00343	Syas.g_02791
OG0000802	Syaq.g_00350	Syas.g_02797
OG0000803	Syaq.g_00353	Syas.g_02800
OG0000804	Syaq.g_00358	Syas.g_02803
OG0000805	Syaq.g_00360	Syas.g_02805
OG0000806	Syaq.g_00362	Syas.g_02807
OG0000807	Syaq.g_00364	Syas.g_02808
OG0000808	Syaq.g_00365	Syas.g_02809
OG0000809	Syaq.g_00369	Syas.g_02811
OG0000810	Syaq.g_00370	Syas.g_02813
OG0000811	Syaq.g_00378	Syas.g_02822
OG0000812	Syaq.g_00380	Syas.g_02824
OG0000813	Syaq.g_00381	Syas.g_02825
OG0000814	Syaq.g_00383	Syas.g_02827
OG0000815	Syaq.g_00384	Syas.g_02829
OG0000816	Syaq.g_00386	Syas.g_02831
OG0000817	Syaq.g_00387	Syas.g_02753
OG0000818	Syaq.g_00392	Syas.g_01282
OG0000819	Syaq.g_00393	Syas.g_01283
OG0000820	Syaq.g_00394	Syas.g_01284
OG0000821	Syaq.g_00400	Syas.g_01289
OG0000822	Syaq.g_00402	Syas.g_01291
OG0000823	Syaq.g_00403	Syas.g_01292
OG0000824	Syaq.g_00409	Syas.g_01297
OG0000825	Syaq.g_00410	Syas.g_01298
OG0000826	Syaq.g_00411	Syas.g_01299
OG0000827	Syaq.g_00412	Syas.g_01300
OG0000828	Syaq.g_00415	Syas.g_01303
OG0000829	Syaq.g_00416	Syas.g_01304
OG0000830	Syaq.g_00417	Syas.g_01305
OG0000831	Syaq.g_00419	Syas.g_01308
OG0000832	Syaq.g_01737	Syas.g_01476
OG0000833	Syaq.g_01725	Syas.g_02738
OG0000834	Syaq.g_01724	Syas.g_02737
OG0000835	Syaq.g_01723	Syas.g_02736
OG0000836	Syaq.g_01720	Syas.g_02732
OG0000837	Syaq.g_01719	Syas.g_02731
OG0000838	Syaq.g_01715	Syas.g_02727
OG0000839	Syaq.g_01714	Syas.g_02726
OG0000840	Syaq.g_01713	Syas.g_02725
OG0000841	Syaq.g_01712	Syas.g_02724
OG0000842	Syaq.g_01711	Syas.g_02723
OG0000843	Syaq.g_01710	Syas.g_02722
OG0000844	Syaq.g_01708	Syas.g_02720
OG0000845	Syaq.g_01707	Syas.g_02719
OG0000846	Syaq.g_01706	Syas.g_02718
OG0000847	Syaq.g_01705	Syas.g_02717
OG0000848	Syaq.g_01703	Syas.g_02715
OG0000849	Syaq.g_01702	Syas.g_02714
OG0000850	Syaq.g_01699	Syas.g_02711
OG0000851	Syaq.g_01696	Syas.g_02708
OG0000852	Syaq.g_01695	Syas.g_02707
OG0000853	Syaq.g_01691	Syas.g_02703
OG0000854	Syaq.g_01689	Syas.g_02701
OG0000855	Syaq.g_01688	Syas.g_02700
OG0000856	Syaq.g_02069	Syas.g_00103
OG0000857	Syaq.g_02357	Syas.g_00579
OG0000858	Syaq.g_01682	Syas.g_02693
OG0000859	Syaq.g_01681	Syas.g_02692
OG0000860	Syaq.g_01671	Syas.g_02679
OG0000861	Syaq.g_01670	Syas.g_02678
OG0000862	Syaq.g_01668	Syas.g_02677
OG0000863	Syaq.g_01665	Syas.g_02675
OG0000864	Syaq.g_01664	Syas.g_02674
OG0000865	Syaq.g_01663	Syas.g_02673
OG0000866	Syaq.g_01662	Syas.g_02672
OG0000867	Syaq.g_01661	Syas.g_02671
OG0000868	Syaq.g_01659	Syas.g_02667
OG0000869	Syaq.g_01656	Syas.g_02662
OG0000870	Syaq.g_01651	Syas.g_02657
OG0000871	Syaq.g_01650	Syas.g_02656
OG0000872	Syaq.g_01644	Syas.g_02650
OG0000873	Syaq.g_01641	Syas.g_02647
OG0000874	Syaq.g_01637	Syas.g_02645
OG0000875	Syaq.g_01633	Syas.g_02644
OG0000876	Syaq.g_01631	Syas.g_00280
OG0000877	Syaq.g_01628	Syas.g_02603
OG0000878	Syaq.g_01627	Syas.g_02602
OG0000879	Syaq.g_01626	Syas.g_02601
OG0000880	Syaq.g_01625	Syas.g_02600
OG0000881	Syaq.g_01621	Syas.g_02596
OG0000882	Syaq.g_01616	Syas.g_02591
OG0000883	Syaq.g_01613	Syas.g_02586
OG0000884	Syaq.g_01611	Syas.g_02584
OG0000885	Syaq.g_01610	Syas.g_02583
OG0000886	Syaq.g_01609	Syas.g_02582
OG0000887	Syaq.g_01608	Syas.g_02581
OG0000888	Syaq.g_01606	Syas.g_02579
OG0000889	Syaq.g_01604	Syas.g_02577
OG0000890	Syaq.g_01597	Syas.g_02574
OG0000891	Syaq.g_01596	Syas.g_02573
OG0000892	Syaq.g_01594	Syas.g_02571
OG0000893	Syaq.g_00695	Syas.g_01677
OG0000894	Syaq.g_00692	Syas.g_01667
OG0000895	Syaq.g_00688	Syas.g_01663
OG0000896	Syaq.g_00687	Syas.g_01662
OG0000897	Syaq.g_00685	Syas.g_01660
OG0000898	Syaq.g_00684	Syas.g_01659
OG0000899	Syaq.g_00683	Syas.g_01658
OG0000900	Syaq.g_00682	Syas.g_01657
OG0000901	Syaq.g_00677	Syas.g_01652
OG0000902	Syaq.g_00671	Syas.g_01651
OG0000903	Syaq.g_00655	Syas.g_01637
OG0000904	Syaq.g_00660	Syas.g_01642
OG0000905	Syaq.g_00666	Syas.g_01647
OG0000906	Syaq.g_00669	Syas.g_01649
OG0000907	Syaq.g_00653	Syas.g_01635
OG0000908	Syaq.g_00650	Syas.g_01632
OG0000909	Syaq.g_00649	Syas.g_01631
OG0000910	Syaq.g_00648	Syas.g_01630
OG0000911	Syaq.g_00646	Syas.g_01628
OG0000912	Syaq.g_00645	Syas.g_01627
OG0000913	Syaq.g_00644	Syas.g_01626
OG0000914	Syaq.g_00643	Syas.g_01625
OG0000915	Syaq.g_00641	Syas.g_01623
OG0000916	Syaq.g_00640	Syas.g_01622
OG0000917	Syaq.g_00639	Syas.g_01621
OG0000918	Syaq.g_00638	Syas.g_01620
OG0000919	Syaq.g_00637	Syas.g_01619
OG0000920	Syaq.g_00636	Syas.g_01618
OG0000921	Syaq.g_00635	Syas.g_01617
OG0000922	Syaq.g_00634	Syas.g_01616
OG0000923	Syaq.g_00630	Syas.g_01612
OG0000924	Syaq.g_00629	Syas.g_01611
OG0000925	Syaq.g_00628	Syas.g_01610
OG0000926	Syaq.g_00627	Syas.g_01609
OG0000927	Syaq.g_00625	Syas.g_01607
OG0000928	Syaq.g_00624	Syas.g_01606
OG0000929	Syaq.g_00623	Syas.g_01605
OG0000930	Syaq.g_00622	Syas.g_01604
OG0000931	Syaq.g_00621	Syas.g_01603
OG0000932	Syaq.g_00620	Syas.g_01602
OG0000933	Syaq.g_00614	Syas.g_01596
OG0000934	Syaq.g_00612	Syas.g_01594
OG0000935	Syaq.g_00611	Syas.g_01593
OG0000936	Syaq.g_00610	Syas.g_01592
OG0000937	Syaq.g_00609	Syas.g_01591
OG0000938	Syaq.g_00606	Syas.g_01588
OG0000939	Syaq.g_00604	Syas.g_01587
OG0000940	Syaq.g_00597	Syas.g_01580
OG0000941	Syaq.g_00595	Syas.g_01578
OG0000942	Syaq.g_00593	Syas.g_01576
OG0000943	Syaq.g_00592	Syas.g_01575
OG0000944	Syaq.g_00590	Syas.g_01573
OG0000945	Syaq.g_00588	Syas.g_01572
OG0000946	Syaq.g_00580	Syas.g_01565
OG0000947	Syaq.g_00577	Syas.g_01562
OG0000948	Syaq.g_00576	Syas.g_01561
OG0000949	Syaq.g_00971	Syas.g_02213
OG0000950	Syaq.g_00984	Syas.g_02197
OG0000951	Syaq.g_00991	Syas.g_02190
OG0000952	Syaq.g_01002	Syas.g_02186
OG0000953	Syaq.g_01006	Syas.g_02182
OG0000954	Syaq.g_01012	Syas.g_02174
OG0000955	Syaq.g_01013	Syas.g_02173
OG0000956	Syaq.g_01015	Syas.g_02171
OG0000957	Syaq.g_01026	Syas.g_02158
OG0000958	Syaq.g_01027	Syas.g_02157
OG0000959	Syaq.g_01031	Syas.g_02154
OG0000960	Syaq.g_01032	Syas.g_02153
OG0000961	Syaq.g_01043	Syas.g_02345
OG0000962	Syaq.g_01045	Syas.g_02146
OG0000963	Syaq.g_01049	Syas.g_02143
OG0000964	Syaq.g_01050	Syas.g_02142
OG0000965	Syaq.g_01051	Syas.g_02141
OG0000966	Syaq.g_01060	Syas.g_02112
OG0000967	Syaq.g_01067	Syas.g_02108
OG0000968	Syaq.g_01071	Syas.g_02106
OG0000969	Syaq.g_01078	Syas.g_02104
OG0000970	Syaq.g_01079	Syas.g_02103
OG0000971	Syaq.g_01081	Syas.g_02101
OG0000972	Syaq.g_01082	Syas.g_02100
OG0000973	Syaq.g_01083	Syas.g_02099
OG0000974	Syaq.g_01084	Syas.g_02098
OG0000975	Syaq.g_01085	Syas.g_02097
OG0000976	Syaq.g_01086	Syas.g_02096
OG0000977	Syaq.g_01088	Syas.g_02094
OG0000978	Syaq.g_01091	Syas.g_02093
OG0000979	Syaq.g_01094	Syas.g_02090
OG0000980	Syaq.g_01097	Syas.g_02087
OG0000981	Syaq.g_01100	Syas.g_02084
OG0000982	Syaq.g_01263	Syas.g_01882
OG0000983	Syaq.g_01262	Syas.g_01883
OG0000984	Syaq.g_01261	Syas.g_01884
OG0000985	Syaq.g_01257	Syas.g_01888
OG0000986	Syaq.g_01253	Syas.g_01891
OG0000987	Syaq.g_01251	Syas.g_01897
OG0000988	Syaq.g_01245	Syas.g_01902
OG0000989	Syaq.g_01239	Syas.g_01908
OG0000990	Syaq.g_01229	Syas.g_01937
OG0000991	Syaq.g_01225	Syas.g_01939
OG0000992	Syaq.g_01222	Syas.g_01943
OG0000993	Syaq.g_01221	Syas.g_01945
OG0000994	Syaq.g_01218	Syas.g_01948
OG0000995	Syaq.g_01212	Syas.g_01955
OG0000996	Syaq.g_01193	Syas.g_01977
OG0000997	Syaq.g_01184	Syas.g_01993
OG0000998	Syaq.g_01182	Syas.g_01995
OG0000999	Syaq.g_01181	Syas.g_01996
OG0001000	Syaq.g_01177	Syas.g_02000
OG0001001	Syaq.g_01172	Syas.g_02006
OG0001002	Syaq.g_01165	Syas.g_02014
OG0001003	Syaq.g_01163	Syas.g_02016
OG0001004	Syaq.g_01162	Syas.g_02017
OG0001005	Syaq.g_01161	Syas.g_02018
OG0001006	Syaq.g_01152	Syas.g_02032
OG0001007	Syaq.g_01150	Syas.g_02034
OG0001008	Syaq.g_00500	Syas.g_01496
OG0001009	Syaq.g_01118	Syas.g_02065
OG0001010	Syaq.g_01117	Syas.g_02066
OG0001011	Syaq.g_01115	Syas.g_02068
OG0001012	Syaq.g_01267	Syas.g_00152
OG0001013	Syaq.g_01289	Syas.g_01866
OG0001014	Syaq.g_01295	Syas.g_01857
OG0001015	Syaq.g_01296	Syas.g_01856
OG0001016	Syaq.g_01554	Syas.g_02517
OG0001017	Syaq.g_01548	Syas.g_02511
OG0001018	Syaq.g_01546	Syas.g_02509
OG0001019	Syaq.g_01524	Syas.g_02469
OG0001020	Syaq.g_01510	Syas.g_02443
OG0001021	Syaq.g_01506	Syas.g_02437
OG0001022	Syaq.g_01501	Syas.g_02434
OG0001023	Syaq.g_01500	Syas.g_02433
OG0001024	Syaq.g_01496	Syas.g_00135
OG0001025	Syaq.g_01490	Syas.g_02424
OG0001026	Syaq.g_01477	Syas.g_02412
OG0001027	Syaq.g_01474	Syas.g_02408
OG0001028	Syaq.g_01472	Syas.g_02405
OG0001029	Syaq.g_01470	Syas.g_02403
OG0001030	Syaq.g_01450	Syas.g_02384
OG0001031	Syaq.g_01378	Syas.g_02293
OG0001032	Syaq.g_01376	Syas.g_02290
OG0001033	Syaq.g_01344	Syas.g_02239
OG0001034	Syaq.g_01579	Syas.g_02556
OG0001035	Syaq.g_00726	Syas.g_01704
OG0001036	Syaq.g_00731	Syas.g_01709
OG0001037	Syaq.g_00733	Syas.g_01711
OG0001038	Syaq.g_00761	Syas.g_01751
OG0001039	Syaq.g_00764	Syas.g_01754
OG0001041	Syaq.g_00772	Syas.g_01761
OG0001042	Syaq.g_00858	Syas.g_01821
OG0001044	Syaq.g_00560	Syas.g_01542
OG0001045	Syaq.g_00547	Syas.g_01529
OG0001046	Syaq.g_02509	Syas.g_00532
OG0001047	Syaq.g_00498	Syas.g_01494
OG0001048	Syaq.g_00497	Syas.g_01493
OG0001049	Syaq.g_00494	Syas.g_02742
OG0001050	Syaq.g_00493	Syas.g_02743
OG0001051	Syaq.g_00492	Syas.g_02744
OG0001052	Syaq.g_00446	Syas.g_01337
OG0001053	Syaq.g_01775	Syas.g_01250
OG0001054	Syaq.g_01794	Syas.g_01231
OG0001055	Syaq.g_01815	Syas.g_01210
OG0001056	Syaq.g_01843	Syas.g_00068
OG0001057	Syaq.g_00334	Syas.g_00763
OG0001058	Syaq.g_01931	Syas.g_00787
OG0001059	Syaq.g_01935	Syas.g_00791
OG0001060	Syaq.g_01941	Syas.g_00797
OG0001061	Syaq.g_01961	Syas.g_00816
OG0001062	Syaq.g_01963	Syas.g_00819
OG0001063	Syaq.g_01968	Syas.g_00830
OG0001064	Syaq.g_01969	Syas.g_00831
OG0001065	Syaq.g_01970	Syas.g_00832
OG0001066	Syaq.g_01971	Syas.g_00833
OG0001067	Syaq.g_01972	Syas.g_00834
OG0001068	Syaq.g_01973	Syas.g_00835
OG0001069	Syaq.g_01974	Syas.g_00836
OG0001070	Syaq.g_01978	Syas.g_00840
OG0001071	Syaq.g_01979	Syas.g_00841
OG0001072	Syaq.g_01983	Syas.g_00844
OG0001073	Syaq.g_01998	Syas.g_00855
OG0001074	Syaq.g_02132	Syas.g_00157
OG0001075	Syaq.g_02025	Syas.g_00163
OG0001076	Syaq.g_02060	Syas.g_00113
OG0001077	Syaq.g_02071	Syas.g_00101
OG0001078	Syaq.g_02083	Syas.g_00745
OG0001079	Syaq.g_02100	Syas.g_00729
OG0001080	Syaq.g_02161	Syas.g_00717
OG0001081	Syaq.g_02232	Syas.g_00715
OG0001082	Syaq.g_02233	Syas.g_00714
OG0001083	Syaq.g_02240	Syas.g_00707
OG0001084	Syaq.g_02241	Syas.g_00706
OG0001085	Syaq.g_02251	Syas.g_00693
OG0001086	Syaq.g_02253	Syas.g_00691
OG0001087	Syaq.g_02574	Syas.g_00071
OG0001088	Syaq.g_02576	Syas.g_01060
OG0001089	Syaq.g_02604	Syas.g_01039
OG0001090	Syaq.g_00024	Syas.g_00980
OG0001091	Syaq.g_00027	Syas.g_00979
OG0001092	Syaq.g_00029	Syas.g_00178
OG0001093	Syaq.g_00035	Syas.g_00184
OG0001095	Syaq.g_02354	Syas.g_00582
OG0001097	Syaq.g_02393	Syas.g_00243
OG0001098	Syaq.g_02415	Syas.g_00880
OG0001099	Syaq.g_01471	Syas.g_02404
OG0001100	Syaq.g_02262	Syas.g_00682
OG0001101	Syaq.g_02263	Syas.g_00680
OG0001102	Syaq.g_02266	Syas.g_00677
OG0001103	Syaq.g_02268	Syas.g_00675
OG0001104	Syaq.g_02316	Syas.g_00620
OG0001105	Syaq.g_02320	Syas.g_00617
OG0001106	Syaq.g_02471	Syas.g_00447
OG0001108	Syaq.g_02491	Syas.g_00494
OG0001109	Syaq.g_02493	Syas.g_00496
OG0001110	Syaq.g_02495	Syas.g_00498
OG0001111	Syaq.g_02497	Syas.g_00500
OG0001112	Syaq.g_02499	Syas.g_00503
OG0001113	Syaq.g_02539	Syas.g_00504
OG0001114	Syaq.g_02500	Syas.g_00505
OG0001115	Syaq.g_02504	Syas.g_00527
OG0001116	Syaq.g_02506	Syas.g_00529
OG0001117	Syaq.g_02507	Syas.g_00530
OG0001118	Syaq.g_02508	Syas.g_00531
OG0001119	Syaq.g_02510	Syas.g_00533
OG0001120	Syaq.g_02514	Syas.g_00539
OG0001122	Syaq.g_00069	Syas.g_00222
OG0001123	Syaq.g_00061	Syas.g_00214
OG0001124	Syaq.g_00060	Syas.g_00212
OG0001125	Syaq.g_00058	Syas.g_00210
OG0001126	Syaq.g_02693	Syas.g_00991
OG0001127	Syaq.g_02692	Syas.g_00992
OG0001128	Syaq.g_02689	Syas.g_00995
OG0001129	Syaq.g_02687	Syas.g_00997
OG0001130	Syaq.g_02686	Syas.g_00998
OG0001131	Syaq.g_02284	Syas.g_01401
OG0001132	Syaq.g_01872	Syas.g_00525
