Orthogroup	Syaq	Pran
OG0000584	Syaq.g_02014	Pran.g_01568
OG0000585	Syaq.g_02017	Pran.g_01566
OG0000586	Syaq.g_02018	Pran.g_01565
OG0000587	Syaq.g_02020	Pran.g_01564
OG0000588	Syaq.g_02043	Pran.g_01560
OG0000589	Syaq.g_02057	Pran.g_01557
OG0000590	Syaq.g_02058	Pran.g_01556
OG0000591	Syaq.g_02066	Pran.g_01553
OG0000592	Syaq.g_02067	Pran.g_01552
OG0000593	Syaq.g_02078	Pran.g_01546
OG0000594	Syaq.g_02079	Pran.g_01545
OG0000595	Syaq.g_02080	Pran.g_01544
OG0000596	Syaq.g_02085	Pran.g_01540
OG0000597	Syaq.g_02088	Pran.g_01538
OG0000598	Syaq.g_02089	Pran.g_01537
OG0000599	Syaq.g_02096	Pran.g_01534
OG0000600	Syaq.g_02097	Pran.g_01533
OG0000601	Syaq.g_02098	Pran.g_01532
OG0000602	Syaq.g_02104	Pran.g_01530
OG0000603	Syaq.g_02105	Pran.g_01529
OG0000604	Syaq.g_02107	Pran.g_01528
OG0000605	Syaq.g_02151	Pran.g_01527
OG0000606	Syaq.g_02231	Pran.g_01524
OG0000607	Syaq.g_02234	Pran.g_01521
OG0000608	Syaq.g_02235	Pran.g_01520
OG0000609	Syaq.g_02237	Pran.g_01519
OG0000610	Syaq.g_02244	Pran.g_01514
OG0000611	Syaq.g_02247	Pran.g_01511
OG0000612	Syaq.g_02248	Pran.g_01510
OG0000613	Syaq.g_00885	Pran.g_01505
OG0000614	Syaq.g_02588	Pran.g_01486
OG0000615	Syaq.g_02302	Pran.g_01478
OG0000616	Syaq.g_01168	Pran.g_01472
OG0000617	Syaq.g_00031	Pran.g_01454
OG0000618	Syaq.g_00032	Pran.g_01453
OG0000619	Syaq.g_00033	Pran.g_01452
OG0000620	Syaq.g_00038	Pran.g_01449
OG0000621	Syaq.g_00039	Pran.g_01448
OG0000622	Syaq.g_00040	Pran.g_01447
OG0000623	Syaq.g_00041	Pran.g_01446
OG0000624	Syaq.g_00042	Pran.g_01445
OG0000625	Syaq.g_00043	Pran.g_01444
OG0000626	Syaq.g_00044	Pran.g_01443
OG0000627	Syaq.g_02425	Pran.g_01442
OG0000628	Syaq.g_02426	Pran.g_01441
OG0000629	Syaq.g_02429	Pran.g_01440
OG0000630	Syaq.g_02433	Pran.g_01437
OG0000631	Syaq.g_02441	Pran.g_01352
OG0000632	Syaq.g_02442	Pran.g_01351
OG0000633	Syaq.g_02444	Pran.g_01350
OG0000634	Syaq.g_02336	Pran.g_01347
OG0000635	Syaq.g_02337	Pran.g_01346
OG0000636	Syaq.g_02339	Pran.g_01344
OG0000637	Syaq.g_02341	Pran.g_01342
OG0000638	Syaq.g_02342	Pran.g_01341
OG0000639	Syaq.g_02343	Pran.g_01340
OG0000640	Syaq.g_02344	Pran.g_01339
OG0000641	Syaq.g_02348	Pran.g_01335
OG0000642	Syaq.g_02349	Pran.g_01334
OG0000643	Syaq.g_02350	Pran.g_01333
OG0000644	Syaq.g_02351	Pran.g_01332
OG0000645	Syaq.g_02353	Pran.g_01331
OG0000646	Syaq.g_02356	Pran.g_01329
OG0000647	Syaq.g_02358	Pran.g_01328
OG0000648	Syaq.g_02360	Pran.g_01326
OG0000649	Syaq.g_02361	Pran.g_01325
OG0000650	Syaq.g_02362	Pran.g_01324
OG0000651	Syaq.g_02363	Pran.g_01323
OG0000652	Syaq.g_02364	Pran.g_01322
OG0000653	Syaq.g_02367	Pran.g_01320
OG0000654	Syaq.g_02368	Pran.g_01319
OG0000655	Syaq.g_02369	Pran.g_01318
OG0000656	Syaq.g_02372	Pran.g_01315
OG0000657	Syaq.g_02382	Pran.g_01308
OG0000658	Syaq.g_02385	Pran.g_01307
OG0000659	Syaq.g_02386	Pran.g_01306
OG0000660	Syaq.g_02390	Pran.g_01302
OG0000661	Syaq.g_02392	Pran.g_01300
OG0000662	Syaq.g_02394	Pran.g_01298
OG0000663	Syaq.g_02397	Pran.g_01296
OG0000664	Syaq.g_02400	Pran.g_01295
OG0000665	Syaq.g_02124	Pran.g_01291
OG0000666	Syaq.g_02117	Pran.g_01290
OG0000667	Syaq.g_02222	Pran.g_01285
OG0000668	Syaq.g_00068	Pran.g_00413
OG0000669	Syaq.g_02260	Pran.g_00421
OG0000670	Syaq.g_00079	Pran.g_00423
OG0000671	Syaq.g_02264	Pran.g_00425
OG0000672	Syaq.g_02267	Pran.g_00427
OG0000673	Syaq.g_02270	Pran.g_00430
OG0000674	Syaq.g_02272	Pran.g_00432
OG0000675	Syaq.g_02273	Pran.g_00433
OG0000676	Syaq.g_02275	Pran.g_00435
OG0000677	Syaq.g_02276	Pran.g_00436
OG0000678	Syaq.g_02282	Pran.g_00438
OG0000679	Syaq.g_02305	Pran.g_00442
OG0000680	Syaq.g_02306	Pran.g_00443
OG0000681	Syaq.g_02309	Pran.g_00445
OG0000682	Syaq.g_02310	Pran.g_00446
OG0000683	Syaq.g_02311	Pran.g_00447
OG0000684	Syaq.g_02315	Pran.g_00449
OG0000685	Syaq.g_02317	Pran.g_00451
OG0000686	Syaq.g_02318	Pran.g_00452
OG0000687	Syaq.g_02319	Pran.g_00453
OG0000688	Syaq.g_02325	Pran.g_00456
OG0000689	Syaq.g_02327	Pran.g_00457
OG0000690	Syaq.g_02328	Pran.g_00458
OG0000691	Syaq.g_02329	Pran.g_00459
OG0000692	Syaq.g_02330	Pran.g_00461
OG0000693	Syaq.g_02332	Pran.g_00462
OG0000694	Syaq.g_02333	Pran.g_00463
OG0000695	Syaq.g_02446	Pran.g_00465
OG0000696	Syaq.g_02447	Pran.g_00466
OG0000697	Syaq.g_02448	Pran.g_00467
OG0000698	Syaq.g_02451	Pran.g_00470
OG0000699	Syaq.g_02452	Pran.g_00471
OG0000700	Syaq.g_02453	Pran.g_00472
OG0000701	Syaq.g_02454	Pran.g_00473
OG0000702	Syaq.g_02467	Pran.g_00475
OG0000703	Syaq.g_02468	Pran.g_00476
OG0000704	Syaq.g_02470	Pran.g_00477
OG0000705	Syaq.g_02477	Pran.g_00481
OG0000706	Syaq.g_02478	Pran.g_00482
OG0000707	Syaq.g_02479	Pran.g_00483
OG0000708	Syaq.g_02482	Pran.g_00484
OG0000709	Syaq.g_02490	Pran.g_00488
OG0000710	Syaq.g_02494	Pran.g_00491
OG0000711	Syaq.g_02521	Pran.g_00508
OG0000712	Syaq.g_02523	Pran.g_00510
OG0000713	Syaq.g_02524	Pran.g_00511
OG0000714	Syaq.g_02527	Pran.g_00512
OG0000715	Syaq.g_02529	Pran.g_00514
OG0000716	Syaq.g_02533	Pran.g_00516
OG0000717	Syaq.g_02534	Pran.g_00517
OG0000718	Syaq.g_00072	Pran.g_00537
OG0000719	Syaq.g_00070	Pran.g_00539
OG0000720	Syaq.g_00057	Pran.g_00548
OG0000721	Syaq.g_00055	Pran.g_00550
OG0000722	Syaq.g_00054	Pran.g_00551
OG0000723	Syaq.g_00046	Pran.g_00554
OG0000724	Syaq.g_02685	Pran.g_00563
OG0000725	Syaq.g_02676	Pran.g_00569
OG0000726	Syaq.g_02675	Pran.g_00570
OG0000727	Syaq.g_02674	Pran.g_00571
OG0000728	Syaq.g_02672	Pran.g_00573
OG0000729	Syaq.g_01046	Pran.g_00133
OG0000730	Syaq.g_00561	Pran.g_00129
OG0000731	Syaq.g_00550	Pran.g_00125
OG0000732	Syaq.g_01098	Pran.g_00115
OG0000733	Syaq.g_01232	Pran.g_00092
OG0000734	Syaq.g_01479	Pran.g_00075
OG0000735	Syaq.g_00266	Pran.g_00073
OG0000736	Syaq.g_00265	Pran.g_00072
OG0000737	Syaq.g_00264	Pran.g_00071
OG0000738	Syaq.g_00258	Pran.g_00067
OG0000739	Syaq.g_00257	Pran.g_00066
OG0000740	Syaq.g_00256	Pran.g_00065
OG0000741	Syaq.g_00253	Pran.g_00064
OG0000742	Syaq.g_00250	Pran.g_00061
OG0000743	Syaq.g_00248	Pran.g_00059
OG0000744	Syaq.g_00247	Pran.g_00058
OG0000745	Syaq.g_00245	Pran.g_00057
OG0000746	Syaq.g_00242	Pran.g_00055
OG0000747	Syaq.g_00241	Pran.g_00054
OG0000748	Syaq.g_00227	Pran.g_00051
OG0000749	Syaq.g_00226	Pran.g_00050
OG0000750	Syaq.g_00225	Pran.g_00049
OG0000751	Syaq.g_00219	Pran.g_00047
OG0000752	Syaq.g_00217	Pran.g_00045
OG0000753	Syaq.g_00214	Pran.g_00042
OG0000754	Syaq.g_00209	Pran.g_00039
OG0000755	Syaq.g_00198	Pran.g_00036
OG0000756	Syaq.g_00197	Pran.g_00035
OG0000757	Syaq.g_00190	Pran.g_00029
OG0000758	Syaq.g_00189	Pran.g_00028
OG0000759	Syaq.g_00188	Pran.g_00027
OG0000760	Syaq.g_00187	Pran.g_00026
OG0000761	Syaq.g_00186	Pran.g_00025
OG0000762	Syaq.g_00183	Pran.g_00024
OG0000763	Syaq.g_00181	Pran.g_00022
OG0000764	Syaq.g_00180	Pran.g_00021
OG0000765	Syaq.g_00157	Pran.g_00012
OG0000766	Syaq.g_00156	Pran.g_00011
OG0000767	Syaq.g_00154	Pran.g_00009
OG0000768	Syaq.g_00153	Pran.g_00008
OG0000769	Syaq.g_00151	Pran.g_00006
OG0000770	Syaq.g_00148	Pran.g_00004
OG0000771	Syaq.g_02691	Pran.g_00918
OG0000772	Syaq.g_01887	Pran.g_00899
OG0000773	Syaq.g_00283	Pran.g_00885
OG0000774	Syaq.g_00288	Pran.g_00883
OG0000775	Syaq.g_00290	Pran.g_00881
OG0000776	Syaq.g_00291	Pran.g_00880
OG0000777	Syaq.g_00292	Pran.g_00879
OG0000778	Syaq.g_00293	Pran.g_00878
OG0000779	Syaq.g_00299	Pran.g_00874
OG0000780	Syaq.g_00304	Pran.g_00873
OG0000781	Syaq.g_00308	Pran.g_00870
OG0000782	Syaq.g_00309	Pran.g_00869
OG0000783	Syaq.g_00310	Pran.g_00868
OG0000784	Syaq.g_00311	Pran.g_00867
OG0000785	Syaq.g_00313	Pran.g_00865
OG0000786	Syaq.g_00328	Pran.g_00863
OG0000787	Syaq.g_00329	Pran.g_00862
OG0000788	Syaq.g_02099	Pran.g_00853
OG0000789	Syaq.g_02123	Pran.g_00850
OG0000790	Syaq.g_01758	Pran.g_00836
OG0000791	Syaq.g_01756	Pran.g_00834
OG0000792	Syaq.g_01755	Pran.g_00833
OG0000793	Syaq.g_01750	Pran.g_00830
OG0000794	Syaq.g_01749	Pran.g_00829
OG0000795	Syaq.g_01748	Pran.g_00828
OG0000796	Syaq.g_01744	Pran.g_00824
OG0000797	Syaq.g_01743	Pran.g_00823
OG0000798	Syaq.g_00760	Pran.g_00789
OG0000799	Syaq.g_00341	Pran.g_00751
OG0000800	Syaq.g_00342	Pran.g_00750
OG0000801	Syaq.g_00343	Pran.g_00749
OG0000802	Syaq.g_00350	Pran.g_00747
OG0000803	Syaq.g_00353	Pran.g_00745
OG0000804	Syaq.g_00358	Pran.g_00744
OG0000805	Syaq.g_00360	Pran.g_00742
OG0000806	Syaq.g_00362	Pran.g_00740
OG0000807	Syaq.g_00364	Pran.g_00739
OG0000808	Syaq.g_00365	Pran.g_00738
OG0000809	Syaq.g_00369	Pran.g_00735
OG0000810	Syaq.g_00370	Pran.g_00734
OG0000811	Syaq.g_00378	Pran.g_00730
OG0000812	Syaq.g_00380	Pran.g_00728
OG0000813	Syaq.g_00381	Pran.g_00727
OG0000814	Syaq.g_00383	Pran.g_00725
OG0000815	Syaq.g_00384	Pran.g_00724
OG0000816	Syaq.g_00386	Pran.g_00722
OG0000817	Syaq.g_00387	Pran.g_00721
OG0000818	Syaq.g_00392	Pran.g_00716
OG0000819	Syaq.g_00393	Pran.g_00715
OG0000820	Syaq.g_00394	Pran.g_00714
OG0000821	Syaq.g_00400	Pran.g_00710
OG0000822	Syaq.g_00402	Pran.g_00709
OG0000823	Syaq.g_00403	Pran.g_00708
OG0000824	Syaq.g_00409	Pran.g_00705
OG0000825	Syaq.g_00410	Pran.g_00704
OG0000826	Syaq.g_00411	Pran.g_00703
OG0000827	Syaq.g_00412	Pran.g_00702
OG0000828	Syaq.g_00415	Pran.g_00699
OG0000829	Syaq.g_00416	Pran.g_00698
OG0000830	Syaq.g_00417	Pran.g_00697
OG0000831	Syaq.g_00419	Pran.g_00695
OG0000832	Syaq.g_01737	Pran.g_00689
OG0000833	Syaq.g_01725	Pran.g_00681
OG0000834	Syaq.g_01724	Pran.g_00680
OG0000835	Syaq.g_01723	Pran.g_00679
OG0000836	Syaq.g_01720	Pran.g_00678
OG0000837	Syaq.g_01719	Pran.g_00677
OG0000838	Syaq.g_01715	Pran.g_00675
OG0000839	Syaq.g_01714	Pran.g_00674
OG0000840	Syaq.g_01713	Pran.g_00673
OG0000841	Syaq.g_01712	Pran.g_00672
OG0000842	Syaq.g_01711	Pran.g_00671
OG0000843	Syaq.g_01710	Pran.g_00670
OG0000844	Syaq.g_01708	Pran.g_00669
OG0000845	Syaq.g_01707	Pran.g_00668
OG0000846	Syaq.g_01706	Pran.g_00667
OG0000847	Syaq.g_01705	Pran.g_00666
OG0000848	Syaq.g_01703	Pran.g_00665
OG0000849	Syaq.g_01702	Pran.g_00664
OG0000850	Syaq.g_01699	Pran.g_00662
OG0000851	Syaq.g_01696	Pran.g_00661
OG0000852	Syaq.g_01695	Pran.g_00660
OG0000853	Syaq.g_01691	Pran.g_00656
OG0000854	Syaq.g_01689	Pran.g_00654
OG0000855	Syaq.g_01688	Pran.g_00653
OG0000856	Syaq.g_02069	Pran.g_00636
OG0000857	Syaq.g_02357	Pran.g_00598
OG0000858	Syaq.g_01682	Pran.g_00964
OG0000859	Syaq.g_01681	Pran.g_00965
OG0000860	Syaq.g_01671	Pran.g_00972
OG0000861	Syaq.g_01670	Pran.g_00973
OG0000862	Syaq.g_01668	Pran.g_00974
OG0000863	Syaq.g_01665	Pran.g_00976
OG0000864	Syaq.g_01664	Pran.g_00977
OG0000865	Syaq.g_01663	Pran.g_00978
OG0000866	Syaq.g_01662	Pran.g_00979
OG0000867	Syaq.g_01661	Pran.g_00980
OG0000868	Syaq.g_01659	Pran.g_00981
OG0000869	Syaq.g_01656	Pran.g_00985
OG0000870	Syaq.g_01651	Pran.g_00990
OG0000871	Syaq.g_01650	Pran.g_00991
OG0000872	Syaq.g_01644	Pran.g_00992
OG0000873	Syaq.g_01641	Pran.g_00995
OG0000874	Syaq.g_01637	Pran.g_00998
OG0000875	Syaq.g_01633	Pran.g_00999
OG0000876	Syaq.g_01631	Pran.g_01000
OG0000877	Syaq.g_01628	Pran.g_01002
OG0000878	Syaq.g_01627	Pran.g_01003
OG0000879	Syaq.g_01626	Pran.g_01004
OG0000880	Syaq.g_01625	Pran.g_01005
OG0000881	Syaq.g_01621	Pran.g_01009
OG0000882	Syaq.g_01616	Pran.g_01014
OG0000883	Syaq.g_01613	Pran.g_01015
OG0000884	Syaq.g_01611	Pran.g_01017
OG0000885	Syaq.g_01610	Pran.g_01018
OG0000886	Syaq.g_01609	Pran.g_01019
OG0000887	Syaq.g_01608	Pran.g_01020
OG0000888	Syaq.g_01606	Pran.g_01022
OG0000889	Syaq.g_01604	Pran.g_01024
OG0000890	Syaq.g_01597	Pran.g_01025
OG0000891	Syaq.g_01596	Pran.g_01026
OG0000892	Syaq.g_01594	Pran.g_01028
OG0000893	Syaq.g_00695	Pran.g_01032
OG0000894	Syaq.g_00692	Pran.g_01034
OG0000895	Syaq.g_00688	Pran.g_01037
OG0000896	Syaq.g_00687	Pran.g_01038
OG0000897	Syaq.g_00685	Pran.g_01040
OG0000898	Syaq.g_00684	Pran.g_01041
OG0000899	Syaq.g_00683	Pran.g_01042
OG0000900	Syaq.g_00682	Pran.g_01044
OG0000901	Syaq.g_00677	Pran.g_01047
OG0000902	Syaq.g_00671	Pran.g_01049
OG0000903	Syaq.g_00655	Pran.g_01052
OG0000904	Syaq.g_00660	Pran.g_01054
OG0000905	Syaq.g_00666	Pran.g_01058
OG0000906	Syaq.g_00669	Pran.g_01059
OG0000907	Syaq.g_00653	Pran.g_01062
OG0000908	Syaq.g_00650	Pran.g_01065
OG0000909	Syaq.g_00649	Pran.g_01066
OG0000910	Syaq.g_00648	Pran.g_01067
OG0000911	Syaq.g_00646	Pran.g_01070
OG0000912	Syaq.g_00645	Pran.g_01071
OG0000913	Syaq.g_00644	Pran.g_01072
OG0000914	Syaq.g_00643	Pran.g_01073
OG0000915	Syaq.g_00641	Pran.g_01074
OG0000916	Syaq.g_00640	Pran.g_01075
OG0000917	Syaq.g_00639	Pran.g_01076
OG0000918	Syaq.g_00638	Pran.g_01077
OG0000919	Syaq.g_00637	Pran.g_01078
OG0000920	Syaq.g_00636	Pran.g_01079
OG0000921	Syaq.g_00635	Pran.g_01080
OG0000922	Syaq.g_00634	Pran.g_01081
OG0000923	Syaq.g_00630	Pran.g_01085
OG0000924	Syaq.g_00629	Pran.g_01086
OG0000925	Syaq.g_00628	Pran.g_01087
OG0000926	Syaq.g_00627	Pran.g_01088
OG0000927	Syaq.g_00625	Pran.g_01090
OG0000928	Syaq.g_00624	Pran.g_01091
OG0000929	Syaq.g_00623	Pran.g_01092
OG0000930	Syaq.g_00622	Pran.g_01093
OG0000931	Syaq.g_00621	Pran.g_01094
OG0000932	Syaq.g_00620	Pran.g_01095
OG0000933	Syaq.g_00614	Pran.g_01099
OG0000934	Syaq.g_00612	Pran.g_01101
OG0000935	Syaq.g_00611	Pran.g_01102
OG0000936	Syaq.g_00610	Pran.g_01103
OG0000937	Syaq.g_00609	Pran.g_01104
OG0000938	Syaq.g_00606	Pran.g_01106
OG0000939	Syaq.g_00604	Pran.g_01107
OG0000940	Syaq.g_00597	Pran.g_01114
OG0000941	Syaq.g_00595	Pran.g_01116
OG0000942	Syaq.g_00593	Pran.g_01118
OG0000943	Syaq.g_00592	Pran.g_01119
OG0000944	Syaq.g_00590	Pran.g_01120
OG0000945	Syaq.g_00588	Pran.g_01121
OG0000946	Syaq.g_00580	Pran.g_01125
OG0000947	Syaq.g_00577	Pran.g_01127
OG0000948	Syaq.g_00576	Pran.g_01128
OG0000949	Syaq.g_00971	Pran.g_01131
OG0000950	Syaq.g_00984	Pran.g_01136
OG0000951	Syaq.g_00991	Pran.g_01139
OG0000952	Syaq.g_01002	Pran.g_01143
OG0000953	Syaq.g_01006	Pran.g_01146
OG0000954	Syaq.g_01012	Pran.g_01150
OG0000955	Syaq.g_01013	Pran.g_01151
OG0000956	Syaq.g_01015	Pran.g_01153
OG0000957	Syaq.g_01026	Pran.g_01158
OG0000958	Syaq.g_01027	Pran.g_01159
OG0000959	Syaq.g_01031	Pran.g_01163
OG0000960	Syaq.g_01032	Pran.g_01164
OG0000961	Syaq.g_01043	Pran.g_01166
OG0000962	Syaq.g_01045	Pran.g_01168
OG0000963	Syaq.g_01049	Pran.g_01172
OG0000964	Syaq.g_01050	Pran.g_01173
OG0000965	Syaq.g_01051	Pran.g_01174
OG0000966	Syaq.g_01060	Pran.g_01182
OG0000967	Syaq.g_01067	Pran.g_01186
OG0000968	Syaq.g_01071	Pran.g_01188
OG0000969	Syaq.g_01078	Pran.g_01189
OG0000970	Syaq.g_01079	Pran.g_01190
OG0000971	Syaq.g_01081	Pran.g_01191
OG0000972	Syaq.g_01082	Pran.g_01192
OG0000973	Syaq.g_01083	Pran.g_01193
OG0000974	Syaq.g_01084	Pran.g_01194
OG0000975	Syaq.g_01085	Pran.g_01195
OG0000976	Syaq.g_01086	Pran.g_01196
OG0000977	Syaq.g_01088	Pran.g_01197
OG0000978	Syaq.g_01091	Pran.g_01198
OG0000979	Syaq.g_01094	Pran.g_01201
OG0000980	Syaq.g_01097	Pran.g_01202
OG0000981	Syaq.g_01100	Pran.g_01204
OG0000982	Syaq.g_01263	Pran.g_01206
OG0000983	Syaq.g_01262	Pran.g_01207
OG0000984	Syaq.g_01261	Pran.g_01208
OG0000985	Syaq.g_01257	Pran.g_01211
OG0000986	Syaq.g_01253	Pran.g_01213
OG0000987	Syaq.g_01251	Pran.g_01214
OG0000988	Syaq.g_01245	Pran.g_01217
OG0000989	Syaq.g_01239	Pran.g_01221
OG0000990	Syaq.g_01229	Pran.g_01224
OG0000991	Syaq.g_01225	Pran.g_01225
OG0000992	Syaq.g_01222	Pran.g_01227
OG0000993	Syaq.g_01221	Pran.g_01228
OG0000994	Syaq.g_01218	Pran.g_01229
OG0000995	Syaq.g_01212	Pran.g_01233
OG0000996	Syaq.g_01193	Pran.g_01234
OG0000997	Syaq.g_01184	Pran.g_01235
OG0000998	Syaq.g_01182	Pran.g_01237
OG0000999	Syaq.g_01181	Pran.g_01238
OG0001000	Syaq.g_01177	Pran.g_01241
OG0001001	Syaq.g_01172	Pran.g_01243
OG0001002	Syaq.g_01165	Pran.g_01247
OG0001003	Syaq.g_01163	Pran.g_01249
OG0001004	Syaq.g_01162	Pran.g_01250
OG0001005	Syaq.g_01161	Pran.g_01251
OG0001006	Syaq.g_01152	Pran.g_01255
OG0001007	Syaq.g_01150	Pran.g_01257
OG0001008	Syaq.g_00500	Pran.g_01743
OG0001009	Syaq.g_01118	Pran.g_00397
OG0001010	Syaq.g_01117	Pran.g_00396
OG0001011	Syaq.g_01115	Pran.g_00395
OG0001012	Syaq.g_01267	Pran.g_00382
OG0001013	Syaq.g_01289	Pran.g_00377
OG0001014	Syaq.g_01295	Pran.g_00374
OG0001015	Syaq.g_01296	Pran.g_00373
OG0001016	Syaq.g_01554	Pran.g_00359
OG0001017	Syaq.g_01548	Pran.g_00355
OG0001018	Syaq.g_01546	Pran.g_00352
OG0001019	Syaq.g_01524	Pran.g_00343
OG0001020	Syaq.g_01510	Pran.g_00342
OG0001021	Syaq.g_01506	Pran.g_00341
OG0001022	Syaq.g_01501	Pran.g_00339
OG0001023	Syaq.g_01500	Pran.g_00338
OG0001024	Syaq.g_01496	Pran.g_00335
OG0001025	Syaq.g_01490	Pran.g_00329
OG0001026	Syaq.g_01477	Pran.g_00322
OG0001027	Syaq.g_01474	Pran.g_00321
OG0001028	Syaq.g_01472	Pran.g_00319
OG0001029	Syaq.g_01470	Pran.g_00318
OG0001030	Syaq.g_01450	Pran.g_00304
OG0001031	Syaq.g_01378	Pran.g_00246
OG0001032	Syaq.g_01376	Pran.g_00245
OG0001033	Syaq.g_01344	Pran.g_00224
OG0001034	Syaq.g_01579	Pran.g_00196
OG0001035	Syaq.g_00726	Pran.g_01938
OG0001036	Syaq.g_00731	Pran.g_01934
OG0001037	Syaq.g_00733	Pran.g_01933
OG0001038	Syaq.g_00761	Pran.g_01916
OG0001039	Syaq.g_00764	Pran.g_01913
OG0001040	Syaq.g_00767	Pran.g_01911
OG0001041	Syaq.g_00772	Pran.g_01907
OG0001042	Syaq.g_00858	Pran.g_01890
OG0001044	Syaq.g_00560	Pran.g_01861
OG0001045	Syaq.g_00547	Pran.g_01853
OG0001046	Syaq.g_02509	Pran.g_01816
OG0001047	Syaq.g_00498	Pran.g_01741
OG0001048	Syaq.g_00497	Pran.g_01740
OG0001049	Syaq.g_00494	Pran.g_01738
OG0001050	Syaq.g_00493	Pran.g_01737
OG0001051	Syaq.g_00492	Pran.g_01736
OG0001052	Syaq.g_00446	Pran.g_01707
OG0001053	Syaq.g_01775	Pran.g_01695
OG0001054	Syaq.g_01794	Pran.g_01680
OG0001055	Syaq.g_01815	Pran.g_01661
OG0001056	Syaq.g_01843	Pran.g_01642
OG0001057	Syaq.g_00334	Pran.g_01637
OG0001058	Syaq.g_01931	Pran.g_01629
OG0001059	Syaq.g_01935	Pran.g_01625
OG0001060	Syaq.g_01941	Pran.g_01618
OG0001061	Syaq.g_01961	Pran.g_01604
OG0001062	Syaq.g_01963	Pran.g_01602
OG0001063	Syaq.g_01968	Pran.g_01600
OG0001064	Syaq.g_01969	Pran.g_01599
OG0001065	Syaq.g_01970	Pran.g_01598
OG0001066	Syaq.g_01971	Pran.g_01597
OG0001067	Syaq.g_01972	Pran.g_01596
OG0001068	Syaq.g_01973	Pran.g_01595
OG0001069	Syaq.g_01974	Pran.g_01594
OG0001070	Syaq.g_01978	Pran.g_01591
OG0001071	Syaq.g_01979	Pran.g_01590
OG0001072	Syaq.g_01983	Pran.g_01588
OG0001073	Syaq.g_01998	Pran.g_01574
OG0001074	Syaq.g_02132	Pran.g_01563
OG0001075	Syaq.g_02025	Pran.g_01562
OG0001076	Syaq.g_02060	Pran.g_01554
OG0001077	Syaq.g_02071	Pran.g_01550
OG0001078	Syaq.g_02083	Pran.g_01542
OG0001079	Syaq.g_02100	Pran.g_01531
OG0001080	Syaq.g_02161	Pran.g_01525
OG0001081	Syaq.g_02232	Pran.g_01523
OG0001082	Syaq.g_02233	Pran.g_01522
OG0001083	Syaq.g_02240	Pran.g_01517
OG0001084	Syaq.g_02241	Pran.g_01516
OG0001085	Syaq.g_02251	Pran.g_01508
OG0001086	Syaq.g_02253	Pran.g_01507
OG0001087	Syaq.g_02574	Pran.g_01490
OG0001088	Syaq.g_02576	Pran.g_01489
OG0001089	Syaq.g_02604	Pran.g_01481
OG0001090	Syaq.g_00024	Pran.g_01459
OG0001091	Syaq.g_00027	Pran.g_01457
OG0001092	Syaq.g_00029	Pran.g_01456
OG0001093	Syaq.g_00035	Pran.g_01451
OG0001094	Syaq.g_02334	Pran.g_01349
OG0001095	Syaq.g_02354	Pran.g_01330
OG0001096	Syaq.g_02370	Pran.g_01317
OG0001097	Syaq.g_02393	Pran.g_01299
OG0001098	Syaq.g_02415	Pran.g_01283
OG0001099	Syaq.g_01471	Pran.g_00418
OG0001100	Syaq.g_02262	Pran.g_00422
OG0001101	Syaq.g_02263	Pran.g_00424
OG0001102	Syaq.g_02266	Pran.g_00426
OG0001103	Syaq.g_02268	Pran.g_00428
OG0001104	Syaq.g_02316	Pran.g_00450
OG0001105	Syaq.g_02320	Pran.g_00454
OG0001106	Syaq.g_02471	Pran.g_00478
OG0001108	Syaq.g_02491	Pran.g_00489
OG0001109	Syaq.g_02493	Pran.g_00490
OG0001110	Syaq.g_02495	Pran.g_00492
OG0001111	Syaq.g_02497	Pran.g_00493
OG0001112	Syaq.g_02499	Pran.g_00494
OG0001113	Syaq.g_02539	Pran.g_00495
OG0001114	Syaq.g_02500	Pran.g_00496
OG0001115	Syaq.g_02504	Pran.g_00498
OG0001116	Syaq.g_02506	Pran.g_00499
OG0001117	Syaq.g_02507	Pran.g_00500
OG0001118	Syaq.g_02508	Pran.g_00501
OG0001119	Syaq.g_02510	Pran.g_00502
OG0001120	Syaq.g_02514	Pran.g_00504
OG0001121	Syaq.g_01919	Pran.g_00095, Pran.g_00507
OG0001122	Syaq.g_00069	Pran.g_00540
OG0001123	Syaq.g_00061	Pran.g_00544
OG0001124	Syaq.g_00060	Pran.g_00546
OG0001125	Syaq.g_00058	Pran.g_00547
OG0001126	Syaq.g_02693	Pran.g_00557
OG0001127	Syaq.g_02692	Pran.g_00558
OG0001128	Syaq.g_02689	Pran.g_00560
OG0001129	Syaq.g_02687	Pran.g_00561
OG0001130	Syaq.g_02686	Pran.g_00562
OG0001131	Syaq.g_02284	Pran.g_00154
OG0001132	Syaq.g_01872	Pran.g_00144
OG0001133	Syaq.g_02063	Pran.g_00110
OG0001134	Syaq.g_02213	Pran.g_00093
OG0001136	Syaq.g_00252	Pran.g_00063
OG0001137	Syaq.g_00228	Pran.g_00052
OG0001138	Syaq.g_00196	Pran.g_00034
OG0001139	Syaq.g_00194	Pran.g_00033
OG0001140	Syaq.g_00193	Pran.g_00032
OG0001141	Syaq.g_00192	Pran.g_00031
OG0001142	Syaq.g_00191	Pran.g_00030
OG0001143	Syaq.g_00182	Pran.g_00023
OG0001144	Syaq.g_00166	Pran.g_00018
OG0001145	Syaq.g_00284	Pran.g_00884
